Ac9h4d3c2s 
Qc9s5h5d4s Ts8h8d4h3h QhJc8s8d3d 9c6s5s4s3s 
9c8h5c4d2s Qs9s8s7s3d JhTc4h3h2s 9d5h4h3s2d 
Jh8d7c5d2s 9s6s5c4d2h Js5s4d2d2c AhQc9d6d2d 
9s9h6c4h2d KsTc3s3h2d KdTd5c2h2d 6c5h4d2s2h 
Ks9h5d3s2c Tc8d5d3s2s AdTs7s7c2s Qc6h5c4c2s 
Ts9h6d6c2h Qs4s4d3d2h KdJc9s3h3c Jh5s5c3d3c 
AcTh9h5h2h AsTd9c3c2c QcJd8s4h3h Th9s6s4s3s 
Th8s7d3h3c Ts8h7c5s2s JhTs5s3d2s QsJs8s4s4c 
Qd9c3d3c2s Kh8h4s2s2c Kh9h8s4c2d Jd6s4s4h3h 
QcTh5h5d2s Qs9d9c2h2c KhJh9h6h3h Qd9d8d7d3s 
9d9c7c4c3c 6s5s4s4h3c QsJh9c2d2c 8c6h4d3d2h 
KsQc6d4h2d Qh9c5d4s3d Kd8s7d6h2d JcTh4c2d2c 
KdQs8h8c4c Js9c7d4h3h Jd8s8h5d2d As6d5c3d2c 
Th9d6s6d2d AcTs6d5h2s 7d5h5c4s3s Td9s6h4c2s 
Kd6h6c2s2d JcTh4d4c2c Td9s6d4d2c KcTh5d3c2c 
6c4d3d2h2c Jc9s9c3d2h Js6d4s4h2h 9s5h4s3d2d 
Js9h8s4s4d Td8s8c4c3c Th8c6s4h2h Jh5c4d3h2c 
Qd8s6c5c3c Tc8c7c6c2h Ts9s8s4c2d Js8s7s6s4s 
Ts7h5d5c3d As8s4d3s3c Qs9d6s3h3c Th7s4s3c2h 
Th9h5h4h3s 8h8c7h5h2h Ah9c8s3d3c KcTd5d4h2d 
Jc6h5s5d3c Ts7s7h4s3c Kh9d8c4h3s Js8c5d4h3h 
Kd7h6d4d3d KdTs8d3d3c Jc8s4c3d2s QcTc7s5c2h 
Ks9s9c3s3d 7h7c6h6d6c AdKh9s4h2h Js7s7c5h2d 
Qd6d5h4d2s Ts5s4d3h2h Kh9s9c8s4s Jc8c7d7c2h 
KcTs9d3h2h Kd9s9c8c4c 7s6s3h2h2d KhQh7h3c2c 
Qh9d7d3d2h Jd6c5h4d2s AhJd8d6d3d QcJhJdJc8d 
KsTc7s5s2s AsQd6h4d2d KhQh7h4s4h Ac7c4d4c2s 
Qc9c8c5c2d 9h9c7c4c3c Qd7s5d3h2s Th6h5c3h2c 
KhQc4c3c2s Kh6s6c2h2d 9d5c4s3s2c KcJh7d4c2c 
Tc8c6d3c2d Th8h6c3h2c Js7c6h4h2c JsJd7s5s2s 
QcTc4c3d2s 8s7h7d4h3h Td8h8d3s3d Jd9h3c2d2c 
Qc6c4c3d2d KcQc9d6c2c Qc5h3d3c2d As9h7c5d2d 
AdTh6h4c3h TsTh9d3d2d KsQh9s3s3c Kc8h5s5d4h 
9s6d4h3h2s JdTs7s4c2s Ts9d8d4d2c Kh9c8s7d3c 
JcTh7d4s2s 8d6h4h3c2d QdJd7d5h2c KdJh8h8c2h 
Ah9h9c5h2h Th9h8h4d2c 9s8d5h4c3d AdJd6d5d3d 
Tc8s4c3h2h Jc8d5s4s3h KdTc5h3s3h 9d8s7h3d2h 
QhTs8d3s2c 6c5h4s3d3c 9s9c6h4h2d 7h6h4c3h2c 
KcTc5c3h2d Th8s5c4c2c KsJs8s6c3s 9h9c4c3c2h 
6s5d3s3d2d AdJd9h3d2d KsTh5h3h3c AhTs6h2h2c 
7s7h6h4h2c QcTc7s7h2d 8d5s4d3s2d Kh8s6h3s2h 
KcQsQdQc4s 6d5d4s4d3c AsQd8h4c2c Tc9d8d4d2s 
QcTd4h3s3h Td7h4c2h2d As8s4d3s3h Qh9c6s4c3d 
Qh6s6d5c3d AdQs8c4h2h Th8d6s6d3d JhTd7c4s2c 
Tc9s4d3h3d QsJc7s7d3s AhTd5c4s2d Jd5s5c3d2c 
AdQs7c5c2c As8s6c4s3s Kd8h4d3c2c QcJh3s2d2c 
9c6s6h5h2d AdQd6d3c2s KcJh7d2h2d Kd7h5h4h3s 
Qd9c8d7s2d KhQc8s7c3c 8d8c4h2s2d 6c5s4d3h3c 
AdKd6s3d2d Qh8h6d2h2d 8s8h7d3d2s Qc7s6d4d2s 
7d6d5h4d2d 9s9h6h4h2c Ts8h7d7c3h Qd4s4c3d2c 
QdTh5c3d2d AhQc6s5s2s Td8h6h4h2s Jh8d6d3c2h 
Jc7h7d2h2c 9s9c6s4h2d KdJd7c5d2d Qs9h6d6c2s 
Jd6s4d4c2c Ac5s4h2s2h Ks9h3s2h2d Jh6c4s3h2s 
Jc8d5s4d3h Kc9s7h6s2d Jh5s5d3h2d Qh9s9c7d3d 
Jh9s7d5c2d Js7h6s4s4d QsJd8h3c2s Ts8c5d4c3c 
KsQc8d7c3c 6s6c4c2h2c As9d7h4s2s 9s6c5d5c2h 
Kd8c6c3d2d Th7s4c2s2h AsKh4c3c2c Qh9c5d4d3s 
KsQd6h4c2h QsJh9s3c2s Kh5c4s4h3h 9c8s7h3c2h 
As8s7s4c2s AsJd7h5h2h Qs9d6h4d3c KhQd6s4c2s 
Jd8c6s6h3d AcKd6d3s2d Th8s5h5c3h Qh9c6h4s2d 
Ks7h5h4h4d Qs8c6c3s2s Jh8c7s5s2d QcJh8h8d3h 
QdJd6d4d3d 7d6d6c2h2d JhTh4d3s2h KdTd4c2s2h 
Ts9s5s5c3s KsJh7c4s2s Kh5s4c2s2c 6s6h5h3c2d 
9s8d7s3d2s Qh9h8h7s4h 7d5c3h3c2h QhJs7d7c3s 
Jh8d6d3s2h QsQdQcTc6d Jd6c5s5c3h AhTc6h2s2h 
Td6s6c4h3d 9s8d6c4c2h Qc4s4c3d2s KhTh5h4h2s 
KcQh7s4s4d KsTs9d3s2s AhTh6h4h2s KsKhKd5s5c 
Td8c5d4s2d As9d8h4h4c QdTc5s3d2d Kh8h5d4c3h 
KdQc9d3h3d As9d8d6h3d 9d8s7h7c3s AhTh6d5h2h 
KsTs8c5s2s KsTd7c5d2d 7s7d6s4s2c Ts8h8d4d3d 
KdQc8h5s3s QcJs9d4d2h Th9h8d5h2h Kc7c6h3s3c 
Th8c5h5d3h Js8c6h5c2c Qh6c5c4s4d Ts9h6h6c2h 
QcJh8s3d2c 6d5h4s4c3h 9d6d5d5c2s JsTs4d3c2s 
Js7s7h5d2c Jh6h5d5c3s KsTc3s3d2h Jd8s7h6c3c 
QdJh9s7c2c Jd9h6s5c2c QsJc8h8d3d QhJh7h5s2c 
9s5h5d3h2s QhJc6d3h2s Kd9h7s4s2h 8d7h6h4s2h 
Ah9d5d4s4c Jd8c6c4s4h 9h5c4s3s2c TsTd6c4s2s 
Jc8d6h5s2s Kc8h6c3h2c Qd9s7d4d2s Js8h7c6h3h 
Ad9c7d3h2d Qc6d5h4h3h Jd7s4s4d2c Js6h5h4c3h 
Tc5h5c3d3c Ks9h8c5h3d Th9h8c5h2h JdTs6c4c2c 
Qd6h4d2h2c Kc9s7h4h2s Kd9s9d8d2d Ah8c7d6s2s 
7s5d5c4d3d Kc7s7h6d3h KhTd5c3h2h Jd8s6h5c2c 
Ad8s8h5c2c Jh8c7h5d2h JdTd4s3c2d KcQs9h3s3d 
Ad7c6s4c3c JdTd4s3h2d 9h5c4c3s2h QcJh8d3s2c 
Ah7d5d3s3d AsKc9h4c2c Qs9h6d2h2d 8c7s7c6d2c 
Jd7c6c4h3s Kh5d4s4h3h Kd9s5c3d2h Th5c4h3c2s 
Tc7c5d3s3h Th9h5h4h3c Ks9h8c6c2d Js6c5d4h4d 
Jh7s6s4c3d Jh9c6h4h3d Qh8c7s5d3d Ks8d7h4s3s 
9d8c5s4d3d Ks9h9c5h3h JdTs3c2s2h Qd6h5h4s4c 
8h8c7d3d2h QdJs8h3c2d 9h6d5c4h2s 5h4s4d3h3c 
9h6h5s5d2c Jd6s5h4h4c KdQh8s8c4s Kh8s7h6d2h 
As5h4c2h2c Js8d5h4c3c Qs5c3s3d2c JhTd7d4s2d 
KcQs9d5d2d AcKd4h2s2h Qs9h9d7s2c 9c8s7h2d2c 
9s8h7c4d3h AsJh8s8h8c Qh6c4h4c2h Tc9d7s5h2s 
Qh6s5c4c3c KhJd6d4s2c KhQd5h2s2h JsJh8d3c2h 
QhTc7s7d2h 5d4s4h3s2h QhTh5h3s2c Ts9c5h5d2s 
5h4d4c2s2d Kd7c6c4h3s Kc9h3c2h2d KdQh5s3s2c 
9s6c4h3h2s JdTs6h6c2h Kd5s4h2d2c 8h5h4d3h2d 
Ac9c7h6c2c AdJs7h4c2s Jd9h8d4d4c KsJs7c4s2d 
Kc9h4h2h2c Td8h7s5d2d Js8c7s5d2s Kh9c7s7d4c 
AdJd7h3c2d TsTc6s4s3s Qh8h5s5h4h Jd5s4d3s2d 
9c6s6h5s2d Ah5s5c3s2c Td5c4c3h2d Qh9h8h6c2h 
Ts6h5h5d4h Kh8d7s5d3d Ks9s5d3c2h 9s8h6s4c3s 
Qc9d5c4s2h QdJc4s3c2h QsTs4d3c2h Qh7d6s4s2d 
9s9c4h3c2h As8d7c5c2c Js8h7s5c2s AsQh7d5d2d 
Jh9s6c4d4c Qc7h7d6d3s QsTs4c3d2h As9d8d6c3d 
AcJd8s8d8c KhKdKc9h2d Ts9c6h4d2c Js7h6s4s4c 
Js8c5d4h2d 9s8s6h4c3s Jc7h7c4h2c 9s8d5d4c3h 
QdJs6h3d2c Qc7h5h4s3d Qs9s6s5h2s Ts8c5s4s2d 
Kc9d3h3c2d 8s7c6s4h2s Kh9d9c5c3c Jd5s4c3s3c 
Jh9c6s5d2d Kh8s7c4h3h QcTc5c3h3c Ks8d8c7s2s 
Ac9d7c3h2c Kc9s8s7s3d 7s6h6c2d2c KdJh8h6s3h 
Qd8c7s5h3h 7d5h5c4c3c Kc8c4h3s2s KhTh5h4h2c 
Jc9h7h4d3h As7h3s3d2c Js7h6c4h3d Td5d4c3h2h 
Ks7s7c5h2s KsQd5s2s2c KsJd8d6c2d Qd7d6c3c2h 
QhTh4h3c2s Ad7c3s2h2d AhQh6h3d2c Kd5h4d4c3d 
Td7h5s5h3c KdJs3h2d2c JcTh8s3s2d QsTc6h6d2d 
QdJh8c6c2c Ts6c4h2s2h Kd9s8s6s2c QcJc8c4c3h 
Tc9d8s3h2s KcTs6s3s3d 9s9d4c3h3c AsTd3h2h2d 
9h7s7d5c2h QsTc7h4c2d Kc8c5s3s2c AcJc7d3c2h 
Tc8h8d5d2d Kc9h8s5s5d Ts8s5d4s3c Kd7h7d4c3d 
7s5h5d4d3d 9s8h5s5c3s Jc8d7d6h3d Qh7c5c4s3d 
Qs9d5h5c4d 7s5c3d3c2d QcJs8s8h3s Ks9h8d7c2h 
Qs8h8c3h2s Ac8d7h5d2d Ac8d6d4s4h KsKdKcQdTd 
Jh9d4h2h2d Jc8h6d5s2h Kd9s6s5h2c 9c8c7s2h2d 
AhQh7h3s3h 8s6c5h5d2s AsJh9h4d2h Ah9d9c3s3d 
Kh7h7d5s2h Tc7h4h3d2c KhTh9h3s2h Kc8h8c7d2c 
7h5c3s3c2s Th5d4h3d2c Qh9d9c7s2h 7d6s4h4c3d 
AsQd8d2h2c QcTc8c3s2h Kc9d8h6s3h Kc6d5s5h3d 
KhQd6s3d2c Jc8s7c6d2h Qc9d8s7h3s 8h6s6d4c2h 
ThTc6s2s2d 9c5d4d3c2c AcQs8d2s2h KcQd7d6s2d 
AdTs9c3c2c Tc6d4d2h2c KhQd4d3d2s AdTc6h6c3c 
Qh9h8h7h3c Qd4h4c3d2h As5c4d2d2c As9d6d6c3h 
7h5c3d3c2d Jc8d6d3h2c Tc7d5h5d3s QsQdQc9s7c 
Jc8h6d5s2s JcTh6s6d2d Jc8s7h6d3s KsKhKd7s3d 
Js5h4d3h3d Qc8s7d6d3h KsTs5d2s2c 9d8h6s6h2h 
Ts7c5s4s3s Qh9c8d7s3d AhJs8d4d2c 8s6s5d5c2s 
Jh9c6h4h3s Th8s7d7c3s Jh7h6d4s3h Qh5s4h4c3d 
AsTd9h3c2c 8s8h4d2h2c Ah9c7c3d2d 9h8s5h5c2h 
Qc9d8c7s2c Kh9s8s7s3d Kh9h9c4s4h 9d5h4s4d2h 
Ac7c6d2h2c Js7d5h3h2s Ks5s5c2s2d AsJs9c3s2s 
Qd7s6c4c2s Td9d5d4d3c AcKh4h3h2h 9d8c5c4s3h 
9d8s8c4d3h Js9h9d4c2d As9d7c5h2h QhQdQc9h7d 
Js8h7d6c3c Ks6c5h5d3c Qs7c4s4c2d QdTd7c5d2h 
As8c6c5h2d Ks7c4h3h3c AdJh7c5c2c AhTc6h3h2d 
Qd6s5d4d2c Jh8s7h5d2h 9d6c4c3s2s JdTh4d3d2s 
9h8c5c4d3s Jh9d8d4s3c QsTs8c3d2s AdKh7c4c2c 
AdKc7c2s2c KdJh8c7c2c Td9h7c5c2c 8c7s7d3c2s 
Jh8h8d4c2s KsTd8d4d2h Kh8h8d7s2h AcJd7s5s2s 
QcTd9h9d9c AcTs7s7h2s Jc9c6h6c3c Kc8c5s5c4c 
8s6c5s5h2s QcTd6s6h2s Jd9s7h5c2h Th6s6d5s3c 
Tc8d6c4c3c 6s5c4h4d3c KcJc3s3d2h 9c6s4d3d2c 
Kd9d8s6d2d 9s5h5d3s2d Ah5d4s2s2d 9s9h6s3c2d 
Ad5h5c3h2c AhQd8s4c2s Jh9d4d4c2c Qh9d5h4c2s 
AcJh7d4s2h Kc8d4c3d3c Kd7h5h4h3c 8d7d6h4s2d 
7s7d6d4d2h 8s8d7c4c3c Tc8h8c5c2c Qd6s4d4c3h 
9s8d7h3s2h As6c5h5c3c As8h3s3c2d 9h9c5d4c2s 
QdJh7s3s2h Jd9s6d4d3h QdTs8c3h3c Jc7s5d3d2c 
KcQd7s4h2d Js6c4c3s2c Ks9s3c2h2c 9d8c5h4d3d 
Ts7c5h5c3d Qc9h5s5d3h 9h9c4c3s3c Kc9c5h3d2s 
Jh9d8d4s2c Qd6s5d4d2h QhJd5d2d2c Kc9c8s8d3c 
Td8c6c4c2s Kc7s7h6d3s QcJd7d3s2s Jh8c5s4d2s 
ThTd6s4d2c Ad9c8s4s4h Ac8s3h3c2d Qh8c7d5c3s 
7c6s6h4s2d Kc8h6h3c2c 9h8h7d3d2d 5d5c4c3s3c 
KsTd8c5h2c Qh7d6s6h3h Th6s6d5c3c AdQs8s2h2c 
Jh9d6s4s4c 7d5h3h3d2s Tc7d5s5h3h KcQh7h6s2h 
Qs6c5h5c4c Ah9h6h5h2s JhTh8h2s2h Ad8s7c6h2h 
QsQdQc9c7d KdQs6h3s2c KhQd6c4s2c Qs7h6c4c2h 
Jh8c7c5c2d Jh8d7h6s2c JdTs7d7c2d Qd9d8s5d2d 
Ad7h6c5c2s KhJc7h3s2d Js8h6h3s2c Ac9d8d4s3h 
Jd9d6h6d4d Qd6c5d4h2d QhTs9s9h9d Ad7c6h4c3c 
KcQc4s3c2d QsTh7d6h2h Jh8c5d4s3c Jh9s6c5c2d 
JdJc5s4s2s 5h5d4h3h3c KcTs3h3c2d AcQs6s3s3h 
9d5h4s3d2h 9c8h5h4s2d 9s5c4h3h2s AcQs9d6d2d 
9h8c6s6h2h Ks5c4h2s2d AhQc7h3h2s QcTd5s3c2c 
9d5s4h3s2d Td8s5h5d3d 9s8c5h4s3s Ad9d9c5d2d 
AdJh7c3s3c Th7h5c3s3d Td6s6c5h3s Jc9c8d4h4c 
Td8c6s6c3c Ad7d4d4c2h Kh9h9c4h4d 7c5s5h4d3d 
AcTc6c3s3c Ks8s5c4h3s 6h5h5c4s3h 9c8s7c3c2s 
9h8h7s3h2s KdJh9h4h2s Kh8h6h5d3h KcJh8h4s2d 
Ad7s6c4s3s Qd7s7h4h4c Jc9s4h3s2h Jd8c6c3h2d 
Jh5d5c3h2c Ts8c5h3h2c AdJs8s8h8d 9d8h5c4s3h 
9h8c6d6c2c 5c4h4d3h2d Kh8d6d3h2h KcQs6d3s2h 
9d8h5d4s2c As9d8c4h4c QcJc5h2d2c Kc8h8c3d2d 
KhQd8s8c4s Ac8s8d6d2h KdQs9d4d2c 8c7c6d4s2c 
7h5s4h3h3d Ks8c7h4c2h 9s9h5c4h2d JcTs6h6d2h 
Ac5s5d3s2d 8h5h5d3s2s ThTd7d5d2c Kd9h9c6h2s 
9s8h6h4d3h 7d6s6c2h2c Qd7d5s5c3h Jc6h5d4s4h 
Kc9s9c3h3c Td6h5c3s3d Qh4s4h3s2d As9h7s3c2s 
Jd9h8d2s2c 6s5s4s4d3c Ks7d6d4c3d AcTd5h4s2d 
Jc9s7d5h2d Qh9c8h6h2h Jd9h6c5s2c 9d8s7d3s2d 
Js8h7h4h4d Qd9s5h5c3c AcTh3d2h2d Qd8c7h4c2h 
7d7c5h4s2s 8s6h5s5c2s Qd8s8c5h3h Kh5h3d2h2d 
9c5s4s3d2c Ac8d5s3s2d QhJd6s4d2d Kc8c4d3s2s 
Qh9c7c3c2h Kh7c6c4d3s Th8d8c7s3s Ac8d6s5h2s 
AhJs7d3h2h Js8h5c4h3d JhTh5h2s2c Jh9h7h3d3c 
JsTd6h6c2s KhQc8h4h3s AcKc9c4s2c AhJd8c4c2s 
JcTd5d2s2h As8d5h3h2d Qd8c6s5s3s Jd9c5h3s2d 
Kc8h4c3h2s Qc6c5s4c2h Jd9d7d3s3c As9s5h2s2d 
KdTs8d3h3d Js5h4h3s2s QdTc5h5c2s Kh9d7c4c2d 
QdTs8h3h3c Ts7h7c4c3c Jd8c6c3d2h Kh8s4c3s2h 
JcTs7h6h2h Qc6c5s5h3c Kc8s8c4h3d Tc8h7d3c2h 
KdQd8c2d2c AhTc6d4d3d QsJd6c4h2c Qh7s7c5d3c 
KhJd9s6d2d Jc8h5h4s3d Jd8h7s4c3d KcQd6h4s2h 
AhQc5s3c2c Kc9d8h5s5d KcQs9h5h2h Js9s7s7h3s 
Tc8s5d3s2d KhTh4s4d3h Td6d5s3d2s AsQh8c4d2d 
Kh9s8c4d2h 7s7d6c5c2c Ah7s3d2h2c Ac7h6c2s2c 
9s5d4d3h2s Td7s6d3h2h Th8h8c3d2s Ts5s5d3s3h 
QsJd7h3h2d KsJh8h4c2d JsTc4d3h2c Tc8d7s7h3d 
8d5d4h3d2h Td9c4h3s3h JdTh4s3c2h Kc9h8d5s3s 
9d5s5c3d2s Kh8h6h5h3c QhTs5s4s2s Jh8d6d4s4c 
QdTd8c3h3d Ac6h5h4d3h 9s9c5d4s2s Qd7s7c5h3c 
QhQdQcTh6d Th9h4s4h3c Jc8s5d4h3h Th7d6s3d2h 
Qd9h5d4c2s KcTd8s5s2s Kd9s9h8c4c Js9d6c4d3h 
Js7c5s3c2h Js6d5d4d3h 6h6c4s2s2d Jc9s6h4s3d 
Td7c6d3s2c AdJs9d3d2d QdTd7s4d2h Kh8d4h3s2s 
Jh7d6s4d3c 8h8d7s3s2h Tc8s4h3s2c 6h6d5h3s2c 
9s9d7s5s2s Td7d6d4s3d Jd9c6h5h2s Kd9h8s6c3s 
QhTh8d3h2s Th8s8c5d2d 9d6s4s2s2d Qc9h6s4s3d 
7h5s3s3h2d Kc8c5h3c2h AcTc6s5c2c QdJs6s6h2c 
9h6s4h3d2d AdJh7s3s3c Jh9c8c4s2d Kd8d6d5d3c 
JcTc4c3s2h JcTd3s2h2d KdJd7c4d2h QsTh8h3d3c 
Ks9c7d6c2h Kd8h8d7s2d As9d8h3d3c Qs6c5d2d2c 
Qh8s8c6s3s Jh9d8h4s4h QcTs8s2h2d 7s5d4h3h3c 
QhTh4h3s2d Qs6d6c4s3h JhJc8h3d2s Kd7s5d3d3c 
Th9d7s5c2s As8h4s3s3d Jc8d6h5s2d Jc7d5h3h2c 
8d7s6s3s2d KhTd7s4c2d KcTc5c4c2s As6d5d4c3d 
QsJc6h3s2d Ad6s5s4h3s Qd8c6c4s4c Kc7c6d2d2c 
KsKdKc7s3c AdKs4c3c2c AcKs7s2s2h Th9h5h4h3d 
9s8c7h7c2c Qh5c4h4d3s Jc5s5h3c2s As8s4s4d2h 
Tc8h8d5h2h KhTh7h4h2c Jc8h8d3d2h Js5h5d3d3c 
Kd8c4d4c2d KdQs8h7s3s Td6c4c2s2d Kc8s7s6s3h 
Ah9h6h5s2h AcTd4d3h2h Tc7d4s4d2c KcTh4s3h3d 
KcQc7c4h4c AdJc8c6c3c Ts8d6h4s2s AhQh6s2h2c 
AsTh6s3s2d Td9h8h4h2s 9s6s5d4c2h Td9c4s4h3h 
Kd7h4s3d3c As7d6h4d3d 5c4s4d2s2h 8d7s7c6h2d 
9c8c5s5d2h KsTs4c2h2d As9d7h7c2d QcTd5h4h2h 
Kh5d4c2s2h Jc9c6s6c4c 7c6h4c3h2h JdTc4d3d2h 
JhJd4d3c2s Ac9d8d6h3d Jc8h7c5d2c KsQs9c4s3s 
Kd8s8d4c3h Ah8d8c6s3d QhTd7c6d2d Ts8s7h4s2c 
KdTd5d5c2s QcJh4d3h2s 8h5s5c3c2s QhQdQc9c7h 
Jh7c6h4s4h Kh8s4h3s3h AcJs8h4h2d Td8d6s6h3d 
Jc7s6h2h2c Qh7d6c4c2d Qh6s6c5h2d QdJc8h3s2d 
Qh6d5c3d2c Jd7h6h2d2c Js9c8c4h3d Th7d5c3h2d 
Tc9c5h5c3c 9s6c5s5h2d Qs8s6d2s2d Ah8h5s4h2h 
KdTd5h2d2c AsQc6c3d3c Ah9s4d3h2c 8d6s4h3h2s 
Kd9d9c4s4d Js7c4s4c2h Js9d3s3h2d Qc9s6c4d2h 
8c5s5d3s2d Th8c4h3s2s Th5h5c4h2c QhTc8c2s2d 
Kc8h8c3h2h 9d7h4d4c2c Js9s3d3c2c Jh9s9d6c2s 
9c8h5h4d2s KdJs9h3s3c AdKs7h3s2s Ah7s7c4s3s 
8d6h6c4s3s Td6s6h5h3c KcJc7c4d2s AdQdJd6d2d 
QcJh8h8d2h Jc8c7h5s2c Tc8d4h3d2c Qh9h8h5h2d 
KcTc8h4c3c QsJh8h4c2h 8h7h6s2d2c Kd9h8c6c2s 
Kd8d4h2s2h 5d4h4c3h2c Th9d7s5s2s AdKh6s3h2h 
Jc5h4s3s3h AhQc8s2d2c 7h7d6s4s2s QhJh5s5c2h 
AsJc5h4h2d Ks6d5s3s2c Jh7c6c2h2d Tc7d5c4c3c 
9h8h4h4c2c Kh8h5c4d3h QhJs5c2s2d Ts9c6s4s2d 
Ac6h6d5h2s Kc9s9h8s4s KhJs7d4h2h Jh5s4d3s3d 
8h7c6h3s3h 8c6s4s3c2s Jc7h6h4d3s Js9s6s6c4s 
6h5h4h3c2s AsKh6h3c2h Ks8d6s6h2s 6s5d5c4d3d 
Kc7s4h3s3h Ks7h6s4s3s Kh8c7h6d2h JsTc7h6h2h 
Ad7h3c2s2d Qc9d6h5h2h QhJh9h7c2h KsJc7s6d2s 
Qc8d6d5s2d KhJc9s6c2c QhQc9d3s2s Kd9s7c4h2d 
Jh9c8h2s2d 9s5h4s2h2d AcQh8h4s2h Qs8d6d4d4c 
Kd9c8s4h2d AdQs5c3s2s Td8c5h3h2c Jh9h3d3c2c 
Kd9h8s4c3d Ac5d4s2s2d Kc9s8d7h2s Kh8s7d5c3d 
KhQsQhQd4d KdJc6s6h3s Js6h5d4c3c 8d6s5d5c2d 
5s5h4s3h2h Kd9d5s5d3c Ts9s8s4s4c AdQs7d3d2c 
Jh9d8h4h4c Ts9s8s4s4d Qc5h4s4c3d KcQhQdQc4d 
Tc8c5d4c2s JdTh7d7c2d KsJh9d2h2c Ac6d5s5h3d 
Ks8h7c5h3h JdTc6s6h2d QcJd4h4c2c KcQc9s4c3c 
JsJc7h4d2s Kh7d4s3s3d Jc9d6h5h2s QsJh6h6c2d 
Kh9s9d5d3d KsQh7h5h2c Ah8s8d5c2c Qs6s5d4s2h 
JdTd7h6d2d KhTd8c5c2c 7h5d3c2h2c Qd9c4c3c2d 
Js5h4s3h2s Kh5d4s2h2c Qs9s8s5s5c KhJh7c5h2h 
9c8c3d2h2d 9c8c3d2s2d Ac8h5d3d2h Ac8c5d4c2c 
QdTs6h6c2c KhQh9s4h3h 9s5d4s3s3d JsJc4d2h2d 
9d8s7h2h2c 9c8s7s7d2s QcJd9h2s2h Ts9s8s4h2d 
Qc8s8d4s4h Qc9h3h3c2s Qs8h6c5d2d Td6c5c3h2h 
Td8s7h4h3h KsKhKd7h3d Qs9d5h5c3c Ts8d5h4c2c 
Kh9s8c5s5d 9h9d5c4d2d Jc8d7s5s2h Jc6c5d3d2c 
4c3s3d2s2c Jc9d6h4s4h Jd6h5c4s3s Jc8h7h5d2s 
9h5h5c3d2d Tc9c8c4s2d Td7h7d4d3s AsJs7h3d2s 
AhJc7d3h2h Ts8s5h4s2c QsTc9c7c2c Kh9h8h7h2d 
Ah9d7h3s2h KsTs9s3h2s Kd9c8h5s3s As9h7c5c2d 
9d9c5s4d2h 9s9c6s4s2d KsJs9c7s2s Qd9s6c5c2c 
Jh8s8h4c2d Ad6d5s5d2d AcJh6s6h3h KsKdKc5s5h 
Td8c7s3h3d Kc9h7h4d2d Qs6s4s3d2d Jc8h7s5s2d 
AhJc8c6c2c Kh9d8d6d2c Kc8c6h5c3c Kc7h7c5s2c 
Qh8h6c4h3d Jh6s4d3h2d KdQsQdQc4c 6s5s5h4d3s 
6s5h5c4h3h Qc9h3h3c2d TsTd7s5s2c Th6c5s3h3d 
Qc5h4d4c3s AcJh5s4s2d 9c8d7s7h3d 9d6c5h5c2s 
Ks5h5d3d2h 9s5h4c3h2s Js9c4c3s2c QsJh8d8c2h 
9s8h6s6d2s Td8s7d5c2d Jd5s5h3h3c Kc9s9c4h4c 
Jd9h9c6h2h 9d9c6h4c2s Jd7s7h2h2d Jc7d6s4s2d 
Qh9h7d4d2h JdTs5c3h2h 8h7s5h2h2c AsTd6s3s2c 
KsQc8c7h2c Kh8d7s5c3s 8c6s6h4d3d Jd6s5c4h4c 
Tc8c7s4c2h KhTc6s4s2d Ad7h6c4h3h Ks8d6s3d2s 
QdTs7h6s2s Th7d4s2h2d Qs9d6c5c2h Js9d6h5c2h 
Jh9d6s3s2d Qs8d8c5d3h 9c6s4h3c2h Ts5h4h3d2s 
Ad9s4h3s3h QsQhQd9h7s Jd7c6s6h3d Ac9s7h5d2s 
9c8s4c2s2d AhQs7h3h2c Ah9d5s5c4c As9h6h6d4h 
Tc8s8d4c3c Js9c6d4c3h Kh9s9d8d4d 8c7d6d4h2d 
Kd9h8h7h3s JdTc8h3s2s AhQh6d2h2c QsTs8h3c2s 
Ac9h9c4c2s Ks8d8c4h4d JhTd5c3h2h 9d5h5d4h2d 
7s5h3s3h2d 9h5s4c3s2h Ks9h6s3s3d Td9s8s4s2h 
9d8h6d4c3d Tc9h7s5s2s Jc8h5h4d3s Ac9h9d3s3d 
Ah9d7s5s2c Qd9c5h5c4c AcQsQhQc5d Kh9s3h3c2s 
Kc6h5c3c2s Td8s5s4c2s AdJh6h6c3h AdKh4h3h2h 
Jh9d5s3c2h AsJh6d4c3d Kd9c3d2s2c 9s8c6c4c3d 
QdTc5c4c2c Ad8c6s5h2s 9h8s5d4c3s Jh7d6c5h2s 
Qs9h9d2d2c QsJh8h8c2h KcJs7h5d2d 6h6d5d3c2s 
Ts6c5c2s2c KdQd4s3c2d Jc9d8c2s2h KcTd8d4d2s 
9s9h5c4s2d Ah8d5s3s2d Jd9s6h4h4c Ks9s7d4s3h 
Jd9c6d4d3h JhJd4c2s2c Js6c5d4s2h Td5c4c3s2d 
Qc8d7h5h3s KhQc7d4s4d 9c8h4d2d2c Qs6d5d4d3h 
5d5c4d3s3d KsQh9d3h3c JsTc7d3s2h 7c6h6d4h2s 
