Tc7h6c5h2h 
Jh7d7c6h5h Qc9s9d3c2s Kd9s8s6h6c Jd9d7c6d2c 
TsTd9h7h2c AdQh8s3s2h QcTd6s6d3d AcQd8h6h3s 
JdJc9c6c2s JsJd8s6s3h JsJh4h4c2d AsQh9d9c2d 
Ah9d6s5d5c Tc5s5h4h3c Jd9d8d5h2s Ks9h7d5c3h 
KhJh8h5c2d Qs7d5h5d3h Jh8s7h6h4h 8d8c5c3h2h 
QsTh7c4h3d 9s9c7h4h2c Td9s7s4h2h Kc9c6d2h2d 
JsJd8d6d3c AhQd6h4c2h KhTd7s5s3s QdTs9s5s2c 
Kh7s7c4s3c KhJhJc5h2h KhQd7c6c3s QcTh8d7s2s 
Kc8s6s6d3d Qh6c4c3h3d As8s8c3s3d Qd8h8c6s4h 
KsTc8h6h3d Th9h6h6c3d AsQd8c4h3d Jc7c6s5s2s 
Ah6h5c4h2s AdQc7s5h2c KcTh5s5h4h KcJd5d4h4d 
Jc6c5s5d2d Ts8c4s3d3c Kh9c7s4s3c 8h7c5d5c4c 
8d6h4h3d3c QsJc9d7h3h QcJh8h6h3d 8h7h6d5h3h 
Jc9c7c5c4d 9s9h8c4s4d KdQh8d3h3d KdJh9d6d2s 
Kh9c6s4h3d Kc9s6h5d2c TsTh6h5h3h Td7d6c5s5h 
KhQhTh4s2h QhTs7h4d3h QsTd8s5c2s 9c6c5d2h2d 
QsTs7d4s4c Kc9s8c4c3s JdTh8h6h3h As9s6c4c2s 
Jd8s6s6c2c Ac9c3h2h2d Td7h6d5h2h KsQs8d7c2h 
Kc7s6h5c2d AhQs9d9c2d Kc9h7c3d2h Jd9d8c7h2s 
QcJs9s5s2h KhJc9d9c2c AsJh5c3h2c 9s8d7d5d3c 
KsQc8h5h4h Tc8d7h7c3s Qs8c7s6c2s Kh9c7d4s4h 
AdQc8c6s3c 9s7h6h6d3c QhTd8d5d3c Ac9s7h5d3d 
9s7c5s4h2c JhJc8h4d3s ThTd8d4c3s KhQh9h6s2c 
Ac9h9d7s4s Td7c6d5s5h QcTs8h8d3h Kd9h6s4c3d 
Kh8c6s5h3h Ac8c7s3s2c 9s7d6h6d3c Qs8h5c2s2c 
8d6h5h4s4c QcTd9d5d2s 9s6d5c2s2d 7h5h5c4d2c 
Jc9h8d7d3s JhTc6d4s3s KhJh8s4c2d QcTdTc7s2c 
KsJc9d9c2c Qs9h9d5s4s KhJd8c4s4h AcQd6s5s3s 
Tc8d7s7d4d QsJc6c5c3c AcKd8s5s2h Tc9d8d7d3h 
Qc9s7c6h3c AcJh5h5d3s Ad9h6c5s5h JdTs5h4h2c 
AsKs6h6c2s 9d9c8h7d4d Ah9h6d4d2h KhJd8h6c2s 
9s8d6h5c2d Qc9c7c6h3s Js7s6c5h5d Ts6s6h4h3h 
QdTh6h6c3h AdJs5c3s2c 8s6d5d4c2h 9d6c5s2d2c 
QdJh7h6c3s Jd9d9c3s3d AhTh6c3s2d Ts9h8s5s2d 
9s8h8c6d3h QcJh8s5s2d Qh9c8h8d4s QcJd9s7s3s 
Jc7c6s5h5d Th6s5s4s2h AsQh6d5c3d 7s6d5h5c3h 
Ks7h6h5c2c As8c7s3s3d JdTc6h4d2s JhJd9c5s2s 
Qc8s6s6h4d 8d6s4s4h3d AcTh8c4c3c Kh6h4d3d2d 
AcKh9h4h3s Qd7h7d5d4s Jc9h8s7s3d AcQs7h5d2s 
8s7h5c4d3s 9h6s5c2s2h Kc9c6s2s2h Qh8d7c6c2d 
9c8h6c4c2h 9d8s6h6c4d KhQh7c3c2d Ad9d9c4h3d 
8d6d5s4d3c 9h8s5c3h2c 8s7s6d4s3c AsKs6c3d2s 
9d9c7h4s3c Ac5d4h4c3c Qc8d6s4s3d QhJh6s2s2d 
KdTs6s4c3s KhQs7s4d3c KsQs7d4s3h QdQc4d3s2d 
QdThTd7c2d Jh9s8h6c2d 9c7h6s6d4h 9c8h6s5d2h 
Ts9c4s2d2c Kc8c6s4h3d QcTs7c4d4c KcQc7d4d2c 
QsJh8h5h2c Qs8d5s2h2d Jc9c6d4h2d Kd9s9h6c2d 
AdKc5c3s2c Qd9s5s3d2s Kc9d7c3h2d Kd7s5d2s2h 
Ah8c5h3d2s Ts7s6s5c3d QcTs6d3d2s Tc9h9c5c4c 
KdQd7s4d3c QhTh7c4d3h Kc7d7c5h3c Jc9d6c4s2d 
Qs9d5s3h2h QsQh4d3s2s Ac9s8h7h2d AcQh7d6s3d 
8c7d6s5d2h ThTc9d7d2s Kc6s5d5c3c AdQs9s7s4s 
Ts9c8h5h2d Ts7h5c4s3d AhJs8s7d2s 7c6c5d3s3c 
QhJc5s4h2h 9h9d6d4s3d 8s8c5h4c3d Kd7c6s5h2d 
Qd9d6s3s2c Tc8c4h3h3d 7d6s6d5h3d KdTh5h4s3c 
QcJd7c6h3c Jd6d5h5c2h KdQcJc7h2s JhJd8h4s3c 
AhTs5s4d4c AcQs7s4s4d 9d7h7c6s3s Kd8d6c4s3h 
Td9s9h8d2d AcTd8d7d2d Kd8d6s6d4c Th9s7d7c4s 
QdTd5s4d3d Jc9c6s5c4c KdQc9c7s4c Kd9h8h3d2h 
AhJc9h7h2h QcJs8h7d2c 7s6s6d3s3h JcTs8s8d3s 
Kd8c6h5h4h Jd9d6h4h2h Ah7s5c4c3d Kh7d6h4s3h 
JdTh5s5d2c KhTh9s4h2d 9s8h6d5c2h AdTc8s6h3s 
Qc7c6s6d5c QsJh5c4s2s AdJcTs6c2c Qs9h8d3d2s 
Jd7s7h5s2h KhJh9h7c2d QdJs9c6s2h JdTs6c4d2h 
Td9s7s4c2c Ac8c6c4d2s Jh9s6d4d2h JdTh7h7c3h 
7h6h6c4s3d QsTc7c4h3d QdJc9s5h2h Ad8s8d3h3d 
KsQsJs6s3s 9h8d7s5d2c 7c6h5s5d3s AsKs9s5s2c 
QsJc8d3c2d KhQs9h5h5d Qc9s9c5c3h KhQhTh4h2c 
AhKd7c4c3c Jc9h6h5s5d Js7d7c6s5s KsJd7c3c2s 
9c7d6s6d3h Ks9s8d8c3h AsQh6d5d3d 9c6h5d2d2c 
Kc9s7d5s3h Ks9s8h4h3s JhTc6s5d2h Kh6d5c3d3c 
Jd9d8s4d2s Jc8s7h5s5d Ac8d6d5s5d KhJd9c6s2d 
QhQd5h4h2h Qh9s9d5h4h JsTc7d3d2c KdTh9s4h3h 
QdTd5d4c3d Ah8h7c6h3h Tc9s8d8c2c Ad9s9h7h4h 
Kd6s5c3s3c 8h8d6h5h2h KhQdJd7c2s JdTd7h6s2c 
Qh7c5h4c2c QcTc4s4d3h KdJd6s5h2d QsTc6d6c3c 
Kd9c7d6d3d Ac8d6h6d2h QdTc6h5c2s JhJc5s4d2c 
KdTc8s6s3h Kd7s6s5c2c AcTh8d6s3d 9c8c6s3s2d 
QcJh6s4s4d Th8s4s4d3d Tc6c4d3s3d Ts9h7d4c3s 
Jh9h6s5h4h Qs9h9c7s4d Ah7c5d4d3s 9h8s7s4h2d 
AsJs7s4c3s Tc8h7h7d4h Td9h4h2s2d Jd9d8h7s2c 
ThTd8d5s3d Kh7d7c6c4s AcQh6c4s2c AcKc7h6c2c 
Qc9c7c6h3d AdKd7c5d2d Qd9s8h5c4s Ts7s7h2h2d 
Qc6s5h3s2c Qs7c5d4s2c Td9h7d5d4d Kh9c6c5s5d 
Th9s8c7h2h QhJsJd3c2c Jh9h9d3h3c Ks8h7s5s5c 
Jh8d8c4d2c Td9c5h3d2h 9c7h5d4c3s Ad9s6s3d2d 
KdJc9d3s3h Qs8d7h5d4d TdTc7s6h3s Jc7s7h5s2h 
Qd9c6d3c2h Kh8s6d5h3h JhJc8s4d3c Ts9c5d3d2s 
9h7c6d4h3s As8h4s2s2h AsJhJd3h2h Qd9h4s4h3d 
KdQc7s4c3h Ts9c4c2s2d Qh7h7c6s2s QcJs3s3h2h 
Kh9s7s6d3c AsQc8d6d3h As8s7s4s4c Ts8s7h4s4c 
AsQh8d4c3h JsTh4h4c3d JhTd7c3c2d 9s7d6h4s3c 
KhJsTd3c2c KhQd7s6s3c 9s7c6d6c4c Js7d5c4s4h 
KsQdTc7c2h Jd9s8d3s2s Qd9s7h6s2h JsTs9s7s2d 
KdJc6s4h4c QdJd7h6d3c KsJc7d3d2s Ah8h4c3s3d 
QcTc7s4h3c 8h6d4s4d3s JhJd8h6h3c Ts9d7s5s4s 
Ad9s6h5s2h KhJs6s6d4s Td9s9c8c2c Kc7d6s5h2c 
AhQs4h3h2d TsTd8d4c3h 9c7h6h6d3s QhTc9s4h2h 
KsQs8c6h3s KdJh6s4h3c KsQs8h6c3s KhQh9s8h2d 
8d6h5h4c2s 7d6h5s3d2s QcTh8h4s2d KdQs8s4h2h 
Qs9s5h2h2c Jc7h7c6h2s Td7h7d5d4s Th8s8d6c3h 
9s6s5c4s2c Qs6d4c3s3d KdQdTh8d2d Ks5c3c2s2d 
QcJc9h8c4c JhJd5s4c2d AcKdTd3d2d Td9d5c3s2s 
Kc9s7d4h4c 9s9c8s3h2h Td7c6h5s5c 8d6d5s4d2c 
Td9d8d8c2s Qh9s6s2h2c KdQd9d8c2h AhTs9s6s3s 
KdTh7c5c3c QsTd8s7s3c Jd9h8s7s3c QsJh6s5d2s 
Td9h5s5d4c KcJs9h6d2s Kc8c7s5h2d Td9s5s2h2d 
Ac8c7c4d4c Qd5s5c4d2s AdJc8s5c2c Ks5d3d2s2h 
Ks9c7s3h2c KhTc5c4d3s Ts7s7d5s4c AcKs8s6s2s 
Ah7s6h3h2s Qd7h5d4s2s Qs6h5d3h2s Ts9c8h7s2s 
KsQcJc4c2c TsTc8c2h2d Th6d5s5d2h JdTs8h6c2h 
Qh5s4h3c2c Jc9d6h5s3h Ah8s7c5d3c Js8s7c4c3s 
QdJs7d6h3d 8h8c6s3s3d TdTc7h6s3h AhKd8h4h3h 
Td9d5h4h2d QhJdJc7s3s JdTc7d4d3d As9s6c5s2h 
Qs9s8d4d3s Th9s5c3h2c AcTd6d4h2h Qd9d9c5d3h 
9d7c6s6c3h KdJd8h4s2c QcTs8s5h3s Ah9c5d4c3d 
Jc9c7h6s3c Kc8d6s6d5h QcTs9c7d2c KcJd7h7d4d 
KsJsJh3s2s KsQc8d6h3c Kh9h7d2s2d ThTc8c5c3s 
Kc8d7s6c2h Qh7s7c6s2h 8s7h6d5h2c JsJd6d3d2s 
JsJd5c2h2d As8c5h4c3h AhJs8d5d2d TdTc8c5h3c 
Qc8h5c2s2h 8s6c4s4h2h Jh7d6h5d2d Tc9c5h3h2d 
6h6d5s4c3h Qc9d8s5h4s Td9s8s7c2s Td7h6s5h5c 
9d7h5d5c4s KcJd6s4c2h Ac8h7s5d3s QcJh9s7d3d 
8h5h4s3s3d KcTh6h4d3h 6s6d4s3d2h Jh9s5d5c4h 
AdJhTc6h2h Qd9s9h5h3c AhQs8h6h3h Qd7c5d4h2c 
Ah9d7c5s3s Qc9s9h8d4c Td9c8s8h4h KdJd8s4c2h 
Qh9h4s3s3c 8h8c7c5d3c TsTd7h3d2s QhTd9c5s2c 
Kd7d6d4h3s Ad9d8d3s3h AcQd9s6h3h Th9c4s3c2h 
Jh9s6s4h2d AsKs6h4s2s 9h7c6s6d4c Jd6d5s5c2c 
7d7c4h4d3s AhJd5c4s3d Ks8s6s6h4c Kd8d7c5h2s 
AsTs5d2h2c AdKd3d2h2c Jd8h5d2h2c Th9d9c8s3h 
KdTs5s5h4s AdTd5s2h2c Th9c5c2h2c QdTh8c7d2d 
AdKc7s4s3s KdJh7s3s2d Kh7d7c4d3c Qc9d8d3c2c 
Qh9s7c6s2c Kc7c5h4c3s Kc9d6h4c3s Tc9s9h8s3s 
Jh8h7h7d5h QsJc6d4h4d KsQs7c4s3d Ad9d6h5d2s 
Jh8s5h2s2d Jc8h7h5s5d QsJh6d4c3d Qs9s7c5s3d 
9d7c6s2s2d Qd9c4s4d3c 8s7s6h4s3d Qh9d9c7h4s 
KsQc5c4c3c 9h9d8c5h2s Td8c7s7c4c Qh8h6s6h2s 
QcTd8h7c2c JhJc5d2s2c Qh7d5s4h2d AsKs7c5s2s 
JsJh8s3d3c KhJs9s9d2s QhTd8s7h2h QcJh7h3d2c 
As9d6c5h5d Tc8d7d5h5d Qc8h5d2d2c Ac9d9c5s2c 
AsJh5h4c3d QcJsJd7d2h 8s7d6d4h3c 7d6h5d3s3c 
Js6s6c5d2d Kc7d6s6h5h Td7s6d5s2s 9d7c6h6c4c 
Ts9c8h4s4d As6d6c5h4c Td9d8d6d3s Jh6s6d3s3d 
Qd9h7h5s2s JsJh9d4h2c Qs9c8d3d2s AsQs6s4d2h 
8c6h5c3h2c JhTh8h6c3h Kd9h8s8c2d KhQc9c7s4c 
Ad6h6c5d2d Qs8d5h4h2d 9h9d7h6h3h Ts8s4h3h3d 
Qs9d5s4h3c Ts9s5s4d2d AcJc8c6c4c Qd9d7d6h3s 
JdTs7s7h3s AsKs9s9c2s AhTs8s7s2s As8s7d6s3s 
9s8h7c5h2d QsJh9c7h3h 9d8h7s5h2c 9c7s5s2d2c 
KdJs9h9c2s Ts9s6s6d3c Kc5d5c3d2d AdJc9d7d2d 
9s6c5d2s2d Td7c5h4s3d QcJd8h5s3s QhTd6h5h2s 
Qc9h7d6s3h JhJc5h5d2h 9s6d5c2s2c QcJs3s3d2d 
Ts9d7d4c3h Js9c6d4d2s KdQdTc8d2d QhQc9s4c2c 
Jh8d6c3h3c Kc6h4h3c2h Js8c5c3s2d JhTc9h4h2h 
Jh7s7c6h5h Kh7c6d5d2c Ad7d5s4d3d JsTc5h4h2d 
Kh9c6c5s3d Td7c6d3d3c KhJsJc5d2d KcJh7c3s2s 
KsJc9s3h3d Qc8h8d5h4s QdJs9h7h3h JsTd5s5h2c 
AdKc9s7h2h Qh9h7d5h3s Qh9h9c5h3d Qc9d6s3s3d 
Qs9h9c6d3c Qh8c7h5s5d QdJs6d5h2d KdJh5c4c3s 
QcTh7s6c2d AdKd6d3s2c Th9d8d7c2d JsJd6h6d2c 
As6s5d4s2c TsTc7h4s3d QsQc6c4d2c 7s7h5c3s2c 
Th9d7s7c3h Th8d4s3s3h 9d9c8h4s4c QsJh7c5d3d 
Jc9s6h4s2c Jh8d7d4s3s 7s6d5s3d2c Kd9d8s6d2c 
KdJd9h7s2d AcKc8c6s2c QsJc8h5h2d JsTh5s5d2c 
KcJh5s4h3h Qh8s6s2h2d 8d8c5c3s2s Ah9s6c5s5d 
Jh7d7c4d3c KsJc6s4s3d Tc9d7s4h3c 9c8d6c2d2c 
Qc6s4d3d3c JsJh7c5d2h ThTd8c6c2s QsJs7h6s3c 
QdTc7c5c3s Ad7d3s2s2h Qh9s8h8d4c AhJs5s5c3d 
Qc8d6h6d4s QcJc7h7d2h Jh8s7s7c4d QcJd7h5h3h 
ThTc9s6h2h QdQc7d5d2h AcKd3d2s2h KdTh7c4s3h 
JsTd6h4s2c Qh9d7h3d3c Kc8d8c4c3d Tc8h8c5s3d 
9d9c5d4s3h AhJc5s3c2s 9d7h5c4d3s KdJh9s6c2h 
QsTc9c5h2c 9s9c5s5h2d 7c6d5h5d3s Js7h7c4c3h 
QhTc7c4d3s Kh9h7h5d5c QsTc8h8d3h KsJc8s3c2s 
KsQc7d6d3h Kd8c7d6s2h 9d7s6d4c3h Js8d5d2s2h 
KcQd9c8c3s Ts6h6c4s4d AcKc6h4c2c KcTd9s4d3d 
KdQdTd4s2d 9h8s6c5d2s Js9s8s7s4h QcTc7h4s4c 
JsJh6h3h2s 9s9d8c3c2s As5h4h4c3c AdTc8c7c2c 
Qh9d4s4d3h QsJh8s3c2c 8d8c5h4h3s AsTc5h4h4d 
Ts8h4c3s3c Qh5h4s4c2s JcTd4s4d3h Th8d7s7h3c 
Tc8h4s3s3c AhJh9h7c2h KcTc8d7c3c JsTc7h7c3c 
Kc9d6s4c3h KdQd7s4s2d Qd5s5c4d2c Jh8h7s3s3d 
AsAhAdAcKs QcJc4s3h3d QcTs9s5d2s Qd8d7c5d2c 
Ad7s7c6h4h Ts8c4h3s3h Qh7c6h4c2s QdJd5s4d2h 
8s8c6h5h2h Ah9s6d5s2d AdKc5c2s2c 6s5h5c3s3d 
6d5h4h4d2d 9d8s7h6h2c AdTs6s4h4c QsTc7c5c3h 
Td9c5c2h2d Qh7h6s5h5d KsQd9c6h2d Tc9c7h4s4c 
QcJc9h8c3c QhTd9s7c2d Qh5h4s4d2s QdTh8h4s2c 
KhQs9c6d2s Ts9c7h4d3s KsTh8c4s3s Jh9h8s3c2c 
Td8d8c3s2c QsJs9s7s4c AcQd9h6d2s Jh9h7h6d2d 
KdQs8h6c3s QcJd7d3s2c QhJd7s5c3c AhJc8d5s2s 
QdTh6d5d2c Qh9s9h3s2s QhJd7c5s3s Ts9c8s5s2h 
KhQd7c6s3c Kh7s6d5h2c Td7s6h5c3h Ts9s9d6s2c 
QdQc8s7d2d KdTd5s5d3c QdJh6s3d3c Qh7c5s4h2c 
9s9d7d3h3d QhJd9c7c3c JsTs8s7s3h Tc6s5s4s2c 
Qd8d6d4h2h QhTs8s5d3s Jc6c5s3s3c Qc9c5s2s2h 
AcJd8d7h2d Ks9c7h4s4d 9h7s6c4h3d 8c7c4s4d3d 
Kc9d7h5d3s Qs9s4h3h3c Qd8s7h6h2s QdJd6c2h2c 
QsJh7s6d3s Qs9d4d3s3d KcTh5s4s4d QdTd9d3c2s 
Ks9s9h4h2s 7d6s5s5h4s KdJh9s4c2d KsJs9s7d2h 
Td7s6h4s2d Ts6h5h5d2s AdQs9s4h4c AhQh6h4c2s 
Qs9s9h5s3c AhKs7c4c3c 8s8h5d4h3c KhTc7h6d2h 
Qs6d4h3s3h JdJc8c6c3h JhTsTh4h2h Jh9h7h6c3d 
Td9d7c3s2s QdTh7c4s4h AdKh7c4c3c KdQs8h3h3d 
QhJh7s7c2s Kh5d3d2s2h KdQh9c6c3c Jd7h7d6h2s 
KsQdJd7c2h Kc8h7c5d5c Jc6c5s5h2s KhJh9c7h3h 
Ac8c4s4d3h Js9d8c7c3h Tc9s7s4h3d Jc9d8c3d2d 
AhJdJc3c2c Th9h6h6c3s QcJs8d4c3h AsTc8d6h3h 
Tc9s6c4h4d Qc9d9c3d2d 8h6d5h3c2c 6s6c5c4c3h 
Ad7s7h5c3s 9h8h7h5d4h 9d7c5h5d4s 7c6h5s3c2s 
QdJs6d5c2d As9c7c6h3d KsQs8s5c4s Ad7c6h5s3h 
9c8s6h6d4c Td9s8h8c3h Ks8s5c4c2s TsTh7s3d2h 
8d6h4d3h3c Kh9s7d6c4d Jd6d5h5c2c KsTs9h4s2c 
Qc9c8s6c3d Jc9d6s4d2c Kd8d7h7c4d Qh9h8c6h3d 
QhJd8d3h2h Ts9s8h5c3s 9h7h6s4s2d Ac9s9d7h4h 
Td7d5s4s2h 9h9d7d3s3d Qs8h8d6c4d 6d5s5d4s2d 
QcJc9d8c3c JhJd9c4h2s Th7d6c5s3c AdQs7s4s4h 
JsJd5h2s2c JsJh4d4c2h 8h8d7d5c3d KsTs6s3c2c 
Qh9s6h3s2c Qd9d6h3h2c 6d5d4s4c2s Td7c5s5h4d 
JsTh8h6h3h Qc9c8d3d2s KdQh7h4s3c QdJc7s5h3h 
KdJdJc5d2d Jd9d7d6c2c JhTc7s5h2d Td9d8d7h4d 
Kh7s7c6s4d Th7d6h5s5c Ts9c8d5d2h Qd8s5h4h2s 
AhTc8s5d2s KhTh8h8c2s 9h9d9c8h8c Js9d5c3s2c 
KdQd9d8s2c Th8s4d3h3d Js9h9d7d4d Jc9s6c4h2s 
KsJd9c4d3h QhJc5d4h2h Ks5s5c3c2c QdQc9s7s2h 
Kh7h5h4c3s Td9d5h3h2s Js9h8c5d5c AdQd7d6d4d 
9s9c8c7d4c KcQc7d4c2d Jc9h6s5d3d Td9h7c4s3d 
Qh9h8h5c3d 8s6s5c4s2h TsTd8d6c3d Qd8d6d4s2s 
JsJc6s6d2h QcTh5c4c2s AsTc4s3s3d Jc9c8s7d2h 
QdTs9h5c2h 8d6c5h4s3d Td9h4d2h2c QsTc8s5d2s 
Qh9c6h5d2s JdTc7s7c3c 9d9c8h7s4s QsTd9h4s2s 
KsQs8h3h2d JcTd6d3c2d 9d7h5s4d3c 6s6c5h4d3s 
Ad9s9d4c3d Kd8d6h6d4s KcJs4h3h2s Kc8h4h4c2d 
Jd9h6s5c3c Ts7s6c4h3d 9s9d8c3c2d KcQd8d4s2s 
JsJh9s6s2d 8s6c4h4c3s AcQd9d7d4d JdTs8s8h3s 
Qd7s6s6c2d KcTh9d7d2s Qc9s4d4c3d Kd9h6h5s3c 
QdJc3s3c2s Td7s6c5h3s Ac9h5s5d2c 9d7s6s6h3c 
Jd9h8c5s5c Ad9h9d4c3d AcJc5s5d2c QsQh6d5c2c 
As5h5d2h2d QsQd9d4d3d QhTc8c5c3s 8h6d4h3d3c 
Ah7s6c5s3s 9s8s7s5d4s Ks9d6h4s3c Ks8d7s3h3d 
AdTs6s4h2h 7d6s5s5h3c Jh9s9d8d4c KdJd6s5c2d 
9c7s6d4c3h 9s6s6d4d2c AsJh9c3h3d Qc9s5h2h2c 
As8h5s5c2s QhJd8s4c3h QhQd6h4s2h As9c8d7d3h 
Qd9s4s3h3d Qd7s5s5h3h 9c8s7d6d2h AcQd5h4h3h 
Tc9s5h5d4c Qc9h5c3d2d KdJh6s3d3c QsTd7c6s2h 
Qs7d5s4c2c AhQs5c4c3c Td8h7h5h5c 9d8s5d4s2d 
QdTd7d6h3d Ts7h5d4s2d Tc9c6h6c3d 9s9h8h7d4h 
Jd8h7h7c4s KsQdJc8h3h AdTc8c4c3h Jd7h5s5d4c 
QdTdTc7d3d Kc7d6c4s3c Qc9d6d5s5h Kc9h8h6s6d 
Kd9s5c3s3c Tc7d5s4h3c 7d6s5s3h3c Td9h8d5d2s 
Th9c4h2s2c KcQc7s3h2s KhJh8s6h3d JsJd9d6c2d 
Kh8h6s6h4c AsTs6d3c2h KdQh8c6s3h Qh9h8d4h4d 
KdQh8h4c2c Kh6d4d3h2d QdJh7d4s2s Jc9s9c7h3c 
Qs9h5s4c3d Qs9h7s6c3s QdJs7s4c2c Ks9h6c3s2c 
Ac8h5s5c2c 9h6c5d2h2d AsKcTh3h2h Kd9c6s5h3c 
Ac9h9c5d2c AhQs5d4c3d Qd6d5h2s2h Ac9c6s5c2d 
AhJd9c4s4d AdJc9c4s4h Qd8d8c4c3c Js7d5c4s2c 
Ac7c5h4c3c QsJh9d7h3h 7h6s5h3s2h Jd8s8c4s2c 
Qd8h7c5c2h Ad7s6h5c3h QsTh5h4d2c Jc9s6d5d4d 
9c7h6h4d2c Th8d5h5d2h Kd7h7d5d2h 7s6s5d3s3h 
Kd9c6c5s3h QdJc8d3s2s 9d9c8h7c4c AsKhJd6d2d 
QcTs7s7h3d QsQh7s5s2c AcTs9h3h3d Qh8s6h4s2h 
QsTd6s4c2h AsQd8h6h3c Jh9s9d8c4d Jh8d6s5c3h 
QsTd3d2s2d ThTc7d4c3s KcTd9s7s2s 8c7c4h4d3h 
Qc8s8d5d4h 9s9h7s3s3c 8c5s5h4s2h AsKd6h2d2c 
QsTc6s5s2d JcTd7s7d3d Tc9d9c7s2c AsJd5d5c3h 
Ad7c5s4c2s AsQd6h5h3h Jc6h6d4d3c KsQc8s3s3c 
AsTs5s5h2d AsTsTd5s2s KdJs8d6c2h KcTd8h4c3c 
Jd9h6s4h2d KhQhJh2s2h QcTh8c7c3d JdTh6d5c2s 
5s4s4d2s2d AhJh9s3d2h AhQs6h4d2h 9s9h8d7c4c 
KsQh7s5s3s Ts9s5d4d2s KcTc6h5c2d QsJd8c3d2c 
Jc9h8c6s3d KhQh7s3s2d Ks8d7d5c2c 8s6c4c3s3d 
9c7h6h4s2c TsTc9s5s2d Jc8d6c5h3s KhJc9c8c3d 
KdJh8d3h2d AhTc8d6s3s QsQd6d4c2d JsJc4h3h3d 
QhQd4d3s2d AhQh8h5c2h Jd8d7s4s3d QcJh7s7c2s 
Th9h8h7d4h Jc8d8c4c3d AdQh6s5c3s KsQhJh8h3d 
9s8h8d6c3h KhQh8c6h3s Qd9h8h3d2d Jh8h7c3s3c 
Kh9h9d7h3c Kc9c8s8d4h 8c7h5c4s4c KsQs3s3d2d 
KcJs9c6c2h AsJs9s8s4s 9s9h5d3d2s AdKs6h2s2c 
Th9s5s2h2c Js8d8c2d2c Kd9c7c4h3h Kh7h5h4s3c 
JsJc9h7d2h 7h6s5s5d3c Tc8h4s4h3s QsQh6s2s2d 
Kh9s7h3c2c 9h9d6d5s2d 9s7h6h5h3h JsJc6d6c2h 
QcJh6s3d3c Jd8d7c4c3d Qh9s6h5c2d KsQsTh8s2s 
Kd5s3s2h2d Ts9s7d4s4c KsQs8d7h2c Jc9h5h3h2c 
JhTh8s2d2c Qd9h8c3h2d Jd8s7h5s5c 9c8c5s3h2s 
KdJc8s5h3c Qd9s6s2h2d 9c6s5h4c3d KsTh9c7c2c 
9s9c7h4h2s KhTd9d4s3d Jh9d7h5h3h QhTd4d3s2s 
Ts7d5h4s3c TsTd7s4h3c QdTc5h2h2c Qc9s7d6s2d 
Td9s5h5d4c Kd8c7s6d2h 7s7c4s2s2c Th9h5d3s2s 
Ad8s8d4d3h Kh6c5h5d3h QhQd7h5h2c Td8h4s4h3s 
AhQsJd7d2d 9h9d8s5s3c Jc9h5s3c2s JsJd9h4s2c 
Jd8s7h4h3s QcTc5c4h4c Jc9s5s3s2c Kd8s6d5d3c 
Jh5c4h3d3c Kh8d7h3s3d KdJs9s6c3s Jh9d8c7c3s 
AdQs7s4s4c KhQh8h5d4h AcKc8c6d2c Tc9c7h4d4c 
Kc9d5c4s4h Qs8h7h5h4d Ac7s7d5h3s QsJc6h4h4d 
KdJc9s9h2c Kd6c5h3h3c KdTh9h5c2s QsJd9c4c3h 
AcQh9d6h2s 9h9d6h4s3c KcQc9h2h2c Tc8d8c5s3h 
Td9c6s4s3h Ks7c5s4s3h Qh9c6c5s5d QsTc7h4d4c 
As9c8h7h2d Kd8d5h2s2h KsTs8s8c2h Th9d9c8h2h 
Ks9s6s5h4s Ts9d8d5d3h TsTh8s5d3s 8c6h4s4c2s 
9h8d8c6s3c Td7d5h4h2c KdQd8c6d3h KsKhKcQsJd 
JdTh6s5c2d AhQs8d6d3c KhJd7s4s2d KcJh7h7d4h 
Qs9d6d5h5d 8h8c6s3s2c TsTd7h6c3h 9s9h7d4c3h 
9d6c5h2h2d QhQd4s3h2h QhJd6c4s3c Kc8s8h7s5s 
Ah7s6d6c4c 7d6c5s5c3h Ah8h6s6h4h TsTd8s2h2c 
QdJc9h7s3s Ks9d6h5c3d Kd9c7d3h2c 8s7s4d4c3c 
Qd9c7h6s3c 8s5h5d4h3s AhQs9d9c2c Ts8s6s4d4c 
QcTd8s8c3c Th9h8s7h3d Ts7d6c5h3c AdKd7s5d2d 
JhTd8d8c3d QhTc5h4h2s JhJd9h6s2h AcKh7d4d3d 
QsTh8s8c3s JsTh6s5c2d Ts9h5h4d2d Kh9h7h5h4c 
9h7s6d6c4s QdJd8s7h3c Js8s7c4c3c Td7c5s4d3h 
QhTd7d4c3s QcTd5h2h2d 6s5d4d3s2d 7h7c4s4c3d 
Kh5s3s3c2h Th9d8d7d4d QdTh9s4d2d 9s9d5d4c3h 
JdTd8c2s2h KcQc8s3s2h AcJs8h5h2h 7s7d4d2s2d 
Kd9h7h6c2c AsKc9c4c3d Ad8s7d3h3d Qd9h6d6c4d 
QdJd4s3h3c AsJc8d5h2h Js9h7s5s3s Jc9c6h5c4c 
AhJsJd3s2s Tc6c4h3s3h Kd8d5s2s2h JdTs8s8c3s 
QcTh7d5h3h AcKd6h2s2d Td9c5h3h2d Js9c5h4h2c 
