AsQc9d6d2c 
7h6h5s5d4d Jh9s6d5s5d As8d6h5d4h KdJd6s5d4h 
KdQs9s9c3c KdTs8s4d2s ThTc8h7s5d Tc9d8c7s5h 
AsKh7c6d4d AcQd8s6h5h JsTc6s5d4h JdTc9s6h6c 
9d9c8c6d2h QsQc7d5s2d As6h4s4h2h JcTdTc6c2d 
AsKs9d5s5c AdJs4c2d2c JsJc6c4h3h KcQs6d3d3c 
As8h5s4d4c KsQd7s5d2s KcJc9s8c5d AhThTd5s3h 
QsJh9s9c5d JcTc8h6h2h QhJhTc7h5h Jc7h6h5c3s 
QdTc6s4c2d QsTc8h6h4d Jh9h8h7d6c AhTc8d6c2d 
KcQh5s4d3c Qs8c7h5s5h KhQhTh6c3d JhJc8s8d4s 
KsKd4d3d2c Qh8c7c6s4s AhTs3s3c2h KcQh9h6s5h 
AsQhTh6h6c AcKhTs5d3s KdKc6h5h2h Kh9d8s8h4d 
Qd9d8c7s5h Th9c8c6h2c KsKc9s7h2s AhJdTs8s2s 
AsJd9h7d7c QcJd8c7s2d KhQdTc9d2d Qd9s9c6c4s 
AhQh7s3s3h KsQc7s7c3s KdQdTd6h3s TsTh8h7c5d 
Kh8c7d6h5h KhQdQc3c2s KcJs9h7h5d AdKh9s7h4h 
AsTs8s8d4s Js9d7c6d4c KsQs7c4h3h QdTs6d5c4d 
KsJsTsTh2s Qh9c8c5d3h AhJd8c4s2h AcTd6c4h3s 
KcThTc9c5s AsKs9s6d5s TsTc6d5s3d JcTs6h5c2s 
9s9d8h5d3s Kh9d8d5h2s AhQd7d6s4c KdQh9s6d4c 
JcTd8h7c4c Kh8s7d6c4h JsTc9d6h6c AcTs9h4c2d 
8h8d7d7c5d 9c8c6d5h2d AsQs9d7c4s AhKd4s4c2h 
Td7h6h6c4c AcQh9c7c3d Kd9c8h6d5d Ad9d8s6h6d 
KdQsQc3c2h QhTd6h5s4h AsJh8s7c3s AsQd9h9c2s 
Kd9s8h8d4s Ad9c8d4d3c KdTsTd4d2s AhKsJd6d4d 
9s8h7c5h3s Ac6d5d2d2c JsJh8c7d4h AdQdTd4c2h 
Kh6s6d4d3h AhTc9d9c5s KdJd9d6c3c AcQd6s3s2c 
AhJc8h5s3h QcJd6s5c2s QsJsJc7s2c Ad7c6d4c2c 
AdQh4s4c3d KsKd9d3c2h KcJhTc6d6c AcJs7c4c2s 
QdTs9h8d5d Ks9c7c5s2h Qd9s9d7h4h QsJd8h7d2s 
AhQs9s8d3c AcJc4d3h2h QhTc8c7h3h 9s8h7d5h3s 
KhThTd7c3s Ks7s6c5s5c QsJhTd7c3s AcTh4h2d2c 
AhQs7d6c4s QhTsTc8d5s JdJcTh6h4h Kd9s5h4h4d 
QsTc9d6h4d JcTs9h9d5c 8d7h5s5h4s AsKs5d5c3s 
AcTc6d6c5s KcJc8c7h6c KdJsJc8c5c AcQhJd6d4d 
KhJc5c3h2d Qs8h7c5s5c As8h8c7d3s Ad9s7s4d2h 
QsJc9c4d3d AsJc9h9c6d Td9s8h6s5c KhTs8d8c6c 
8d7d5c4s4c Jd9d8s6h3s KhJc8d6h4s AcQc7h5d3c 
KcQd9d6h5d KhKd9d3c2s JsJd8c6s4h QhJdJc9s3h 
Kd9d7c5c2h Js9h9d6s6c JcTh8d6s6h KsTh7c5s5d 
KsQdTc9c4h Ts9c7h7d6h KhJh5c4h3c AsKs7h4h2s 
KdQsTh9s3s Th9s6h4s4h AdKs9h3s3h Qh9s6s6h3d 
Qs9c8s5c3d Kh8s8h6c3c TdTc5c3h3d AhTc7c6s5d 
QhJc8c7d6c KhQh6h4c3c AhJh6d5s4h AsTs7c5s3h 
Ac9c5s4h2h JdTs7s7h3h Ad8h4h3s3d KhTs6s4s2h 
Ad9d5s4c2c Qd8d6h5h5d 9s9h8s6h2c Ts8s7d5d5c 
Th9s6d4s3h AhQc9d6d2c KhQdTd9s4d QhTd6h5c4h 
AdKd7d5s5d Td9s8s8d2d KhTh9h6d4c AdKhTs4h2c 
KdJh9s6h5c KsJs9c6h4d AhJc9s8d4c AsJc9d9c6h 
Kh9h7d5c4s Kd9h7h5d2c AdKc9h9c5c AsJcTh5h3h 
KcJc9s6d4h Th9c8h6h2c 8c7d6d5h4d KsKhTd6c2c 
JhJd8c7s4h QdJc5d3c2h KhJhTh8c3s KsTh9s7s4c 
QcJhJc7c2h AcTh9s5c3c QdJh7h6s5h AcKh8s5d3h 
AdTh7d6d2h AsJh8s5d3s QdJs9h8h6h KsTsTc9s5h 
AhKd7d4c3s Ac9d7c5h5c JhTh9c5h4d KsKh9s7d2s 
Ad9d8c6s6d AhKd7d4s3c Jh9h8d7d4d Js9s9d7s4d 
Ts7s6d5h5d Ac9s8c4c3s KhQs9h7h7c Js9h8c6s3c 
KhJdTs6h3h Qd9s9c8h6d JhTsTd8c5c AcKs8d5s3h 
TdTc8c6d3c Qs9h9d7s4d Qd8h6h6d4h KhJh9s8h5d 
Kd9s9h7h2d KdTd5d4c3c Ac9s7c4s3c QcJh6s5c4c 
AsJhTc7c3c Th8d7s7h6c Qh7c6s5h5c JdJc7d6s4h 
KhQdTd9c4d QhTh7s7c3s AdQh7d7c3s AdTd9s6h3d 
AdTh4d3h2s JdTs7d5h4d AsTh9d8h2c Ad9d5s4h2h 
Kc9d8c6s5c Kc9d8s8d4c Ts8h7s6h3d AdKs7h6h4c 
KcTd9c6h3c Td9s8d6d2s ThTd7h7c4h QhQd9d6d4c 
AcTc9s2h2d Qc8d7d6s4s Th9s8d7s2d KsQcTd8s3h 
As9h8c7d5h AhKhQs8d2h KsQh7s6s2h AhQh9d7h4s 
Jh9s8s6c3h Qh9c8s5h2c QhJdTc7s3h Kd9c8h8d2c 
KsQsJd7s4c AsQc9s8s2d JdTh9h7c3s QcJd8h7d2c 
KdQcTh5h4h QsTc9d8s5s Qh9h8c6d2c 9d8h7c6h5h 
KsQdJd7s2s JcTd7h7d3h Tc8h7s6d6c AcKc9c6s5c 
KcThTc9c5d KdJc9s6h5c AsQs9h6c4s KcQdJc9c6c 
KhTc7s5h5d KhQsQc5s2s AcQc8c7h7c Tc9h7s7d6d 
JcTh7c5d4c Td9h8d5h5c JhJc8h6s3s KcQsQd6c2h 
AsKs9s6h5s JhJd9s7s2h QsQd7c5s2c AcTc6c4s3s 
AdTc6d3s2c Kd9h8d8c4h AcJd9c5c3h AhQd9h8h2c 
JhTh8d8c6h AdKd7s4d3c AsQs3h2h2d JcTd7d5c2h 
KdQc9c6s5c QdJs9s4h3h KhJh8s6d4c KdJh7d4h3d 
8c6s5s4d3d Kd9h8h5d2s 9c7s7d5d3c Ts9c8h6s5d 
KsTd7c6c5h KhQcTd9d4s JhTd9s9c5h Ts9s7d6s5c 
AhJh7h5h4s 9s9c8d7c6c Qh9c7s5s3h 8s8h5s4h3c 
Js9s9h8c6d KdKc9c7h2c KcQsJh9d5d QsTh9c6s4s 
KcQh6s5s2h Ts5d5c4s4d KdQcTs7s4h Ad9s8s7h6s 
QhTd8c6s4s QdTh8h5c3c KsJs8c6d4h Ah9h8d5h4s 
Qh9s9d7h4d KsKd9h5c3c AhQc9h3c2h Ac7s7d6d4s 
AcKd7s6s4h AhQdTd8c2d QhJhTh6d6c JdTc7s6s6h 
JcTd9c8h3s AcQhQc8c3c QcTd6c5h4c AhQc9h8h2s 
TdTc8d5h2c AsKs8c7s4s JcTh7s7h5d Jc8d6h5d5c 
Qs9c8s5d3d AsQh7s7c3d Ks9h8s5h4s 8h8d7d7c4s 
QdTd5h3s3h AhQh7h5d3c KcQhJd7s5s Th5h5c4s4c 
Kc9c6s4s4h 6h6d5s5d2h Td9d8c5h5c AdKsTc6d2d 
Ac8d6c5h3s KhTsTc7s2c JdJcTd8d5d AhKh6h6d2d 
AsQdJd7h7d KhQd9h7h6h Qc6s6h5c4s Jh9h8h7c6s 
Qh9c8h8c2s KdQdTd6s3c Kh9h8s5d3s Js9d8s8h4h 
8s8d5d4s3h QdTd9d7s5h JcTd6c5h4s KhJhThTd3h 
KhQdTs5s4s AdJcTs7s3s QdTc7h4h3d Kh9d8s6h5h 
JhJc5d5c4c AhTc7d6c4s Th8d7s6h6c KdJs9c8h6c 
KsTd6h5s3c AcTh9d4d3h AdQc9c6h5c Jh9d7h5d3h 
QsTs7c5s5c QhQcTc8c2d JdTh7h6c4s 9d7s7c4s4c 
QhQdTs4s3c AdKc8d7h3d JhJc8h7s4d Tc9s8d6h5s 
Qc6s6h5c4h KsTsTc4h3d AdKh6d4s3d Kh5s5d4h3d 
AdTh7s6h6c KdJs9h6c5s Js6s6h4h4c AsKcTh5d3h 
As3s3d2d2c As7s6d4c3h JhJd5s5c4h AdKd6c5d4d 
QdTd8c7c3d QcTc9c6d4s JhTd7c6s5s Ah5c4c2h2c 
AsJdTh5c3c AdTh3h2s2d 6h6d5c4h3d AcQd8s8h6h 
Tc9c8s6d5c KdJcTh6s4s JsJd9h6s2h Ks8s8h5h3d 
QdJdJc9d4h TdTc9h7s5d QdTc8c5s3s Ks6s6d4c3d 
AhTd6h5h2d Th7h6c5s5c 7d6c5h4h4c KsJd7c4s2d 
AdQsQc7s3s JsTc7h6h6d Ah7d6h4s4c KcTd9c7c4s 
Qd8s7s6h4h Jd9d8s7d4s QsJh9c7d5h KhQh9s8s3s 
JhJc6h4s3s AsQhTd5d3c 8h8c5h5d2c QdJhTs4d2c 
KhTh9h8c5s As8h6h5s2s KsJsTsTd2s Kd8h7s7c6d 
Qs9c8d7c6h QhJhTs6h3c AdTc5h5d3s JdJc9h6d2h 
8h6c5h5c4d AdQs6h3h2d AhTh7d5h3c 8c7d6d6c4d 
KhTsTh3d2d Th9d7s6h5h KdQc8s7h6h JhTd5d4d2h 
Ts9c6s4c3d Ks7d6s6h3h JdTd8c5c2d 8h8c7s7h4d 
Ac8d6c5s4c KhQc7d6s4c KhKdTc6c2c JdJcTh4c3c 
Kh8c7d6s4h AcQh7h6s4d Ks9d6d6c5c Jc9h7s6d5c 
AdKdJd2h2c QcTh8d6s4s AsJhTc8c2c KsJh8c7d6d 
JdTsTd3d3c AsJh6c5s4s QhQcJc9c5c QhTs7s6c4d 
AcKsQh9s2s KcQd9h6c4s AdJd9c6c2d JsTc9h9d2s 
QhJsTc4h2d AcKd7h5s5h KcJhTs8s5s Ac6c5h3h2d 
Ac9s8s3c2s KhQs5c4h4d QhQcTh8h2d Ad6d5h3h2c 
KhQdQc5d2d QsTc9c6h4d KdKc9s5h3h AdKd8s5d3c 
Kh9s8s5h4h KdTdTc7s3h KcJsJd8d5d Tc9d7h7d3c 
KhJhTh9s2h QsTc9c7h5d KcQhTh9d4h QhJhThTd4h 
Ac9d8h4s4c Qh9d8c7d6s QcTh7d6h4s Kd9s5d5c4s 
QcTd8h6s6h KsJd5c4d3c JhJc9c7d3s AhKh5d2s2c 
JhTs9d5h4h Th8h7s5s5d KsJh9h7d5h QhTsTc7d5s 
QdJc9c4s3s ThTd8h6d3h JhTh9c8s4d Ts9s8c7d2d 
QhJd6s5h2s KcTc9c6h4d QcJcTh8c4c AsKd9s5h3s 
JhJd7h6s4c KsTd5c3s3c Ah9s8s7d6s Qd9s7d6s4d 
QcThTc5d3s QhTh5d5c3c TsTc9c3s2d KdQcTs8h2d 
AdQc9d7d4s QhQdJs6d2c KdQcTc8h5c Tc9d8d6c2d 
Kh6h6c4d3c JsTs8s7h5s Qc8s8d5s4d AsTd7c6h4d 
QsJd5h4s2h KdJh5h3c2d QhQdTh3s2c 8d7c6c5s4c 
TdTc9d6s2s Kc9s8h6c5c AsJd9d7h4c Th9h9c8h7h 
Qd6h5h4d3s Td9c8s6d5h QhTh5c4c2d AhJh9s6s2h 
AhJdTc5c3c Qh9c7d5d3h Th9c6h6c3c KhKc9h3s2d 
KdQsTc7c4h QhTd8c6c4s QhQdJc3d2s AcQs6h6d3c 
Kd8h7s5s4h KsJd6s6d3s KhTc6c4c2h Qc9d8h5c2d 
TdTc7s7d5d KhTh9h4c3c KhJh7d5d2d Jh9c8s6h3s 
KsTd9c6d5h KcJd8s8d2c AsKsJs2h2c AcTs9h9d5h 
AhKs7h4d3h Ts9s9c8s7s QsJsJd2s2c AhKdTs6h2h 
AdTc9s9h5h Ac9c8h6s6c JhJd8s7c4h AdJc9s9c6h 
JsTs7d5s4h Js9h7c6h4c KsTd5d4s2d AcKs8s6s4d 
QdQcTc3s2h Js9c8c7s3h KsJc9h7h5d AdQc9s7s5h 
AsKhTc5h2d QcTc9d7d2c KdJh5s4h3s Qd8h7h6s4s 
AhQs6d5c4s Kd7s5s5c3d KhQc8s8c2h QhQc5h4h3s 
Js9s8c7c2h QhTh7c5h5c Qs9h8d5h3s Th9c8s8c2h 
AcJd6c4s4h Ac9c8h5c4d AcKcQc6s3c AhKhTh5c3h 
Qh9d8c5h2d JsTc7h7c3h AsQd9s7s4h AsTs9s8s4h 
AcTd7s6h6d KhJc7h5d3s 8d8c7c5h3h KdQs8c5s3c 
AsTs8s6c5s Jd9h5d5c4c AcQc7c5d3s JsJd7s6h4c 
KcJh9d6h5s AdKs8h8c6c AcJc9c6s2s AcKd4s4h2c 
TsTh8h5c3c KcQs7s7d6s 9h9c6h4c3d Js9h8h7s3c 
Ac7h7d6h4d AhTc6h5h2c QsTh9d7d5c Kh9h8d6h4d 
AcKc7d4h2s QdTsTh8c5s Ts7s6h5h5c QdTs5c4d2c 
AsQs9d7s4c Kc8d7h6c5c As8d4d4c3s KhJc8s8d6h 
QdQcTc8c2s Jc9d8s6c3s Ad9d9c5h5d Jh9h8d5h5d 
AcJd6s5c4c KsJd8h7c6c KsJc9c7d5c QdTh6s4h2d 
JsTd8d7d4c Tc9d9c8d2c QsJh7c6s6d Kc9h8s7d6s 
KdQs8h6h2s QsQh6h5h4h AcJd9d7h4s Tc9s9c7s2h 
QdTh8s7d4c JcTd9d8d5s Kh9c8h8d4c QdJc8s7s6h 
ThTd8d5c2h Js9h8d7c6d KdTh9c8d5d Td9s7h4s3d 
Ad9h8h8c4c QdTh7h7d3h QhTc9c7s7c ThTd6c5d3c 
KdTc7c5s3s AcQd5c4h4c Qh9d8s6s5c KsTs6c5d4s 
JsJdTh6h4h KdQdJd7s7h Qs9s8d5d2c Ks9d8h7c6h 
Ts9d7c4d3s Qs9h8c7h6d 7s7d5h4h3s KsJs8s7d6s 
KcJc6s5c4d 7c6s6h3s3c Jd9s8s7d4s Ac6c5h4d3s 
AhJsTd6d4d ThTc8s5c2h AdJh4s4d3c AhJsJh5h2d 
AsKs7c4d2h KdJc5c4h3h Kc8d8c6s3s TdTc8d6c3c 
KsQs9s7s6c Kh9c8c5s2h Kd9h8h8d3s KdThTd9d3c 
Jc7d6h6d5h AsJdTc5h3h Ks9d8s5d4s 9h8s8h7h7c 
KhQdJc6c4c KsQhJc7c2h AhKh8s7h4h KhJd5s4s3d 
QsJh8s7c3h KhTd6c5h4h KcJs5c3h2s Jc9s8d6s3c 
KsTsTh7d3c AhJcTd8d2d QcTc9c7d5h JhTd8s5s4s 
QcJh6s5c2s 8h8d5d5c2h KhJc9c6s5d JsJc8h6d5h 
QdJsTs5h5c 8s8h7h7c5h Th9h8s7c2s AsJhTd8d2d 
AdTh7c6h4s KsTh9s6c3s Qd9s9h8c6d JcTc6s5d4h 
AhKd7s6s4c KhKcJh8h3h QcJd9s6h6c AhTc4c2h2d 
Ks9s7c5c2d AsQh9s4c3d AhTh6s6h5d AsQc7h6d4c 
KsQhTs8c4s QhQd9d8d5d AhKs8d8c6d Ad6h5d4s3c 
Kc8h6s5c2s AhKs5c4h2h KhJsTc6d4d QcJsJh9d3c 
AdJd8d7d5d QhJd6c5h2c Ah9h5c4c2d KsQh9s3h3d 
AdKd8h7d4d Ah8s4s4d3h JhJc8d6c4s Jc9d8s6d3c 
9h9d6h4d3c QcTd7h4h3c Kc8s6s4h4c KhJc8c7h3h 
9s9h8s5h3h KsJs6h6d3h Qc7h7c6c5h JsTh6d5c4s 
QhJd8h4c2d KsQs9h8h4s QdQc6d3c2c ThTd8d6s4c 
QhTd8c4d2h 9s8d7h5d3s QhJc9d7s5c 9s7s7h5h3s 
QhJhTs4c3h KhKcJs7d2s QhTc7s4s3h QcJh8c7d3h 
Qh9d8h5s3s QcTc9c7s7d KcJs7c4c3s As7s6d4h3c 
JdTd9s5d4h 9s9h6s4h3d QsJd9d3c2s Ad9s7c5s3c 
QdTd5h4h2c KdTh6h6d3d Td8c7d6c3h KhTd7d5s3s 
AdKcTs4c2h JcTh8d4d2h KsQh9c6s3d KdJc4c3d3c 
Jd9h7c6s5d Td9d8s6c5d KcQs9s2d2c TdTc7h7d4d 
JsJc8c7h4d AdQsTs6s6c KhJs7d4s2h 8s7s5h4h4c 
Qs9s8d7c5h Kh6d5c4d2h 8h8c5h4c3d KdQc7h5d2h 
ThTd9h4d2s TsTc8s6c3c 8d8c7s7d5d AdQd7d5c3h 
QdTdTc7s2s KdQdJh7h2h KsJc9d7h7d AdQd3c2s2c 
KcQsTh9h2d KhJs9d3h2s 9c7s7c4s4d QhJd7c6s6h 
KsTsTh5s2h Kc8d7c6s5c KsJd9s2h2d AcKdQc7h2c 
KcJc8h6d4s Qc8c6s5h3h Ah5s4s2s2h KsTd9c8s4h 
8d7d5h4h4c Jd7s7h5s4h Td9h8h6d2h KsQhJd7c5c 
TsTd9h7c5s QcTs7h6s4d AcTs7h6d4s KdTd6d4h3h 
QdJd7s5s5d QsTc5h4s2h QdJs8d4h2s AhQs8d3d2h 
JhJc7s6s5d QhTs9h9c3d Jh9c7s6d5h JhTs8h7c4h 
Jd8c6d5h5c KhQcJc7d4s AdTs8s6c5h QdJs5s5h2d 
Ac9d8h8d4h 7c6d5h4h4d 9s9d5s3d3c AdQcTh6s6h 
JcTh9s6d4h AsQd9h4c3s Ad9h9c7c4h ThTc7s7h4h 
KhJd5c4c3d QdTs7h4h3d KsJh9h6c5d 9s9d8s5d3d 
Kc9d6h6d5h AdKdQd6s3d 8d7h5h5c4c AhKd8c4d2c 
TsTh8s5d3d 8d6s5s5d4c AdJh9s9h6c Ts8d8c7h6s 
KcJs9d7d5h QsJh7s7d6c AhTc8h8d3h Ad6d5c3c2h 
QhTs9c6h4h Ks9h6h6c5c QhQcJs8d3h KhJhTh6h4d 
AsKdQd9c2d KsQd9s3d2h AdTc9h7c4s KdQsQc7h3d 
QhJsTs5d5c JsTc8d8c3d Kc9d8d8c3s KsQh9h2s2d 
Qs7h6s6h5s QsJh5h5d2s QhJc8h7s3c QcTc8d4d2d 
QhTh8s4s3s QsTd6s5s4h KsQcJc7h4d Ad8d7c6h3s 
6s6c5s5h2c KcQs9d7d2c Ah8c7h4h3c AcKc6s6c2s 
JdTd6s5h4d Jd8c5c4h4d As8c4c3s3h AdQhJc6c4c 
QcTc9c7h7d AcQc9s6h4c Ks8s8h6s4h KcQd9d2h2c 
JdTh8s5s4s QcTs9d8c5c Ad6d5h4s4c As9c8s4s3c 
QhQcJd6h2s JcTs9c5c4d TsTh7s5h3s KhJd8d8c4c 
QdTd8s4s2s Ks9c8d6s5s 9h9c8h5c3c Ac9d8s5c2h 
KsTh9c8s4d AsKc8s7h3s JhJd9s6d2s Td9s8s8h4d 
AhTh6h4s3s KcQd9h6c3s AcTsTc5h3c QhTc9d5s4h 
KdJh5s5h2d AsKsQc7s2d QdTs7h7c6s KdTh9h6s5c 
AsKsJd7s3s JdJc8h7s4d AsKdTs5s3s AcKsQh8c2c 
KsTs7s6s4h Kh9d5h5d4s QsTc8h6d4d KhJh6s5h4d 
AcTd8d5s4h Ah8s8c7d2h QsTh9c3c2s KsTd7h3s3d 
JhJd9s6h2s 9d8s8d5d4s QhTc8s6s6d Ad9c4d4c3s 
Tc5d5c4h4d Jd7s7c6h6d 9h8d7h5s3s KhTs5c4h2c 
Qh9c8c5s3h JcTd7h6s5s KsQs8h6h3h Kh9h8c5s5c 
QdQc9s8h4d Ad7d5s5c3h JcTs5c3s3c KhQh7h6s6c 
Kd8d7s6s2c KsQc8d4s2c Ts9h9d7d5c AcQd7s7c4c 
KsQdJh7h2d AdTc5s5d3h KdQs9c6d3h Kd8h5h4s4d 
JdJc8s7d3s Th7c6s5h5c QcJh9s9c5d 9s9d6s4d3c 
KhTd6s5h3c KdJd9d6s3s 9h9c5s3s3c Qh8s7s7c4h 
AhKdJc6c4c Td9h8d8c3c Kh8s7c5c4s Th9h8d5s5d 
Kd9c8d5h2c Td9s9d7s2h 8h8c5s5h2s Kh9h7h5d3d 
KsJs5c4s3c AhKd9s9d5d QhJs8d6s5s 8s8h6c5c2h 
AdTc4c2h2d JdJc7s7h5s QdTh8s6s6c QdQcJc6s2h 
JhTdTc8s5s Js9h8h7h6c QdTs9d9c3h KsJdTs3c2h 
AhTh9d5h3c AsKhTd5h2c KcJs7d4s2c 8c6d5d5c4h 
Js9s7d6d4s 9c7d7c4s4d AcKd8s8h6s QdJdTh8d4d 
Qs9d6s6d3h Ah9h5d4d2c KdQsTc5h3c Ks9h5s5c4h 
AhQd8s3s2h QdTh8c6h4s AsKs9s6s5c AdTs5d3h2h 
AdTs6h4c3d KcQd7h7c5s KsQdTd6d6c JsJh8c7c2h 
9c8s7d6s3c 6s6c5h4s3c Tc7c6s5s5d 9h9d8s7h6h 
QhJs9h9c5d 6h6d5h3s3d AhKc7s6d4d AhTd5h5c3s 
AsQhJh3d3c AdQh6d6c3s AcQh9s4d3c AsJh8d5h2d 
KcJh8s8h3c QsTd9d6h4c KdJh8h7c5s AhQcJh9h2h 
Tc9h6h6c3h JsJd8h7h2s Ad9h8h7s6h KcQs8h6c5c 
QhJc8c6c3h AcQsJs7s4s Jh9s8s6h3c Qh9h8s5s2c 
KsTc7h6h5d 8d8c7s7c4h KhJc9d6s6h AhJcTd7d3d 
8s7s6d5d2c AsKc9d9c5c Ks6d5c4s2c Ah8h5d2d2c 
KcTd9c8s4h AhJs8c5s2c AsTsTd9s3s QhJc8h7d3c 
AhKs8c4s2c KcJs9h6d5s 9s8h7s5d3d AdTc5c3c2d 
JsTd9h8d4c Kh9s6h6d5c Ac8d4d3s3c KhQs9s7h2s 
QsTs9c8d3h Kd6h5c4d2c KsTh7d5s5c QdJh8c6h5h 
9h7h7c4d4c QhJsJd6c3h Ah9h8c6h6d Th8d6s4s4h 
AsQcJs9s2s KsTs9d7c4s AhQs9s6c5s 7c6s5s5h4c 
KhTh9d8c4s JsJc8d7h4c JcTh8d5d4d Ts9h8s5h5d 
AcKsJs3h2d Kd6h6d4s3h Qs7s7d6s5d KhQd6c5c2d 
Kc9h5d5c4h KdQhTd8c4d JdTc7c5h4c KhTd9c8h4s 
KdQs5h4d4c KsQhJs4s3d AdTh8h5s4c AdJc9h8s4c 
AhKd7c4d2c JhTc9h8s2d KdJdJc5d3h 8h7h5s4s4c 
ThTc8c7d5s KcJsTh5h3h QcJc7s5s3c AcTh9s9d5s 
Jc8d5s4d4c AcQc9h4s3d JcThTc4d3s KhTs9s6d5c 
AhJhJd6h3c AhTc6d4h3s KhJc9c6h2h AhKhTc8h2h 
KdJs6h5d3c AhKh9c5s3h JdTd6c5d3c Qd8s8d7c6h 
AhQcJc4s2d Kh5s5c4h3s QsQc7s6h2h AsKh8h6h6c 
KhTd9h8c4s AcKdTd4h2s JdTh7s6s6c As9d8s3h2h 
AcQsTc6c2h JhTh7s7d6h ThTd8h6d3d QhJcTd9d2d 
Ks9c8d7h6d JhTd8s4s2d ThTc9h4c2s QsQhJh5h2c 
QdTd9d6h4s QcTs9d7d5h Qs9h9c8d6s AhTd6s4h3c 
9d9c8d7h4h KsJsTs9d2s AhQsTc5d5c AhJs6h3s2c 
Qh8d6s4h4d Ad9c8h7s5c Ah9h9d6h5c Jc9s9c8s4c 
AcTs3s3d2c QsQc5c4c3h QsTdTc3d2c JsTh9d9c5s 
8h8c7s7c5c KcQsTh7h4d 9s8s8h5s4h Qh9c8h5d3d 
JsJc8h6c4d Kh9s5c4h4c AcKh7s4h2s KhJd5c4d3c 
8d7h7d6h3c KdQsJd4c3d AsKdJh7c2d AhJcTd5s3s 
KdJh9h8s3s QcJdTc6c4c JdJc6c4s3s KdQs9h6d4c 
KcTc9c8h5s QhQdJc3h2s AhKsTd4s3s KhQs9h9c6h 
QdJh9s7c5h 9s9h5d3h3d KdTh8d6c4d QdQcJc9c2s 
KdQs9c3s3d KcJs6s6c3c AsKs6s5c2h KsTs9s6h4d 
AhQcTs6s6d As9c5s4h2c Ad6d5s4h3c KsTh8s6c4s 
AcQc6h5c2h 9d9c5s3s3c JsTs6h5c4d Jh9d8d7d6c 
AhTh7d4h2d AsTs6s4c3c KdQs8d6c5d QhTs9d5c4h 
AdTh8h6c5s As9s9d5s5c KdJs9c3d2s Ah8h7d6c3s 
Th9h8s5s5h Td8h7d6h3c KdTs7s3h3d Ks9s8h7h3h 
Ac7c6d4h3s QsTs6h5d2h Kc6s6d4d3c 9d9c8c5d3d 
Qc9s8d5c2s JsTd7d5h2s Kc9s6d4c3s ThTc8c6s4d 
QhTc9c6d5c Ad9s4s4d3c KsQd8s4h4d Th9c8s8h3s 
KdQc7s7h5d JsJd9h8c5c KsQdThTc3d 8h8c5h5d2d 
Th7c6d5h5c KsJh7s5d3c KsJc9c6h5d AsTc8c6h5d 
KcQsTd9d2h QcTh8h4h4c 6h6c5c3h3d Kh6c5h5c4h 
AcQs7s4c2c 9h8d7s5d3h QsQd4h3h2d KhQdTc8h3s 
AdQh5d3s3c QcJd8c7h2d JsTs9d6s2d TdTc8h8d4d 
QdTc8c5d2d QsTd9c3d3c QsTh9c8s5s KdTc9c6h5s 
JsTs9h9d2c AhQs7s4h2h Js9s8h7h4h KcJhJc5c3s 
AhJs8h7h3c AhKdTd6c2s Jc9h8s6h3c KhTh8h7s2s 
KsQsQd8h3c Jc9s7h6d5c QsTsTd3d2d TsTh5s5h3h 
QdTd7d6c4s KdJsTd6d6c QsTc8h5h3c KhQs9c3s3h 
AcKhTc6c2d 8h6d5d4c3c KcQsQc8d3h Kd9d6c4s4c 
AsQh7h6c4d QcJsJc9c4h AsJd8s5c2s KhQh8s6s3s 
QhQcJc9c2d Th9d6h4d3s Ks8s7s6d5h AdTc9s4s3c 
AhKh8c5h3s AcQc7d5s3c AcJs9c5c3d JhTh7s6d6c 
AhKd8h7c3h Ac9h8s7d5h QhJc5d5c2h AhJd8h7s3h 
AhJh7c5h3d AhQc6h3c2c Kh9s9h7h4s AcJdTs7s3s 
KsTc7d5s5h KsQd9d7s2d AsKh8d8c6d Ts9c8d6c5h 
8h8c5s5h2c AcQc9c7c5d TsTc5d4s3c KcQsTs9h4s 
JhJcTs5h2d Jd9d7s6s4d KdJdTsTd2d Qc6h5s4h3c 
Tc9d8c5s5d AhTc5s5h3d KdJs5c4s3c AhTh6d5c4h 
Ad7s7c6s4c KhQsQd5d2d Ks9d8s6c5s KsTc8c4s2c 
AcKhJh3s2d Jh9h8h7s6d AcQc9c7c5s Ah6h5d3d2c 
8h8d5s5d2s Ac8d8c5c2d KcTs7d6h4s AhKc9c8c5c 
Jh9d8d7s5c QdTc8s6s4h Ks8c6c4s4h AdJc9s7h6h 
Qs9s8h6h3h JsJh8s6c3c AcKc8s7c4c QcTc8c6h2h 
KsJhTs6s6d Jh9h9c8c4h KsQh9c8h2c Ac9s9c6c5h 
Tc8c6s6c4s AcKsQs9h2s Jh7s6h5c3s Kh8h7h6d5c 
AhQc9d7h4h QhTh9h7d5s QcJh5c3h2s KhJsJc9c5c 
JcTs7s7c2h QsJh5h5c2s AhJcTh3d2h Ts8h7s7c6d 
AhQs7s6c4d AdKs8s6s6c Td8c7s7d6h KhJcTh6h6d 
QcTd9d7s5h AdTd7s6d4d 9s9d8d8c5d JhJdTh8h5h 
