AhJh8d6s6h 
9d9c7s7d2c Qh9d7c5h5c 9s9d6s4c3d AcJsTs8d2s 
AhKd7c5c4s QcJd8h7d3c AhJhTc6h4h JsJd7h6h3s 
9c8d7c5d3h Jd9h9c8h4d QdJd7s7h4h KhKd9c4d3d 
KhQd9d4h3d 9c6h6c4h4d Kc8c7d5h3d Ts8h7s7h5s 
Jh8h8d6s4s KcQhTh4s3d QdTh7h5d3d Ac9c8c7c5s 
KsQs9h9c7s Tc9h8h6h3c Qd7c6d5s3c KsJhTs4s3c 
KsTh6s4c2c AhQd9d7c5d TsTh7h5d3d KhJhTs6h6c 
QsTsTh5h2s QdJh9c8h6h ThTd8c6h4s AdQd9s5h2c 
8d7s7c6s6h QsQc7c6s2c JsTc7h6s4d AhKcTc6d3c 
QdJhJc7c5c TdTc8s2d2c AhQc8s7c3s KhJd7h7c3c 
AdTc8h7d2d 9c8s8h5s4c AcKdTc4h2c Ac6h5d4c3s 
KdTsTc7s5h Kd6d5s4s4h Qc9d8s7c6c Qs9s7d5c3c 
JsTsTc8s6s Kh9h8d8c6s AdQc9d4d2c KcTc8d6c2d 
7s7h5d4s3h QcTd9c7s2s AcQdJd7h3s As8d6h5h4d 
7s7d5d3s3h QdQcJh4d2s Ac6s6h2s2c JsJh5s4h2d 
AdQd6s6d3s Td9d8h5h3s Tc9s8h5h3c KsQsJsJd7s 
Qd9h7d6d4h AhKc6s3h3d 9h9d6h4c3d KsQdTsTc4s 
AcJhJd9h6h Kc9h7d7c3h Kc8c7d6d3h Ad6c5d3h2c 
AsJsTd6s4s JhJd8c6s6c Ad5d4s3h2h JhJdTs9h2h 
JsTs5c4d2c AsTc9c7h2h JsTc7d5c4h AdQdJc3s2d 
Ad9d8s6c3h 8d8c5c3h3d QdJsTd5c2h Th9s8s6s3h 
KdJc8c7d3c Tc9c8c7c6s QdJs9d4s2c QdJh9c7h6h 
KhJs8s7h3s 9h8s7h6s4h JhTh5c4d2d Qd9c8h7d4c 
Ac8s8c4d2d KhQhTsTh5d QhQdTh8c3h QsJc4s4d3c 
AdTc9c7s2s Ad5c4d3c2h Kh9s6s5d2h KsKdKcTc8d 
KsTd7h4d2s Qd9c7s5d3s AsJhTc6h2c QhTd9d6c2c 
Js8s8c6h4h QhJc9c3s3h AhKh9h8d2c AcQsTd6s3h 
Qd8h6d6c4h 9s7c6s6c4d Ah6s5s3h2c Jh9c8d7c3h 
QdTs8d6h6d AcQc9c5d4h AhQh6h5s2s AhQs8c7s3c 
KdQc9s7s3c 8c5h5d4h4d Kh9s8s8h2d QhJc8d6h5h 
KdQs6s5c2c 8h7h6c5s4d JsTh9c7s3d AdTc6d5d4s 
AsKsJs4c2d Ac9c8c7c5d Th8d7s7h4d Qs8s6h6c4c 
Kc9d6s6c3d AhJsJc5c4c KcThTc6s3d QdJh9h3d3c 
QsJs8c6c3d AhKhTs5c2h KhJh5s4c2c JcTc6s5s2h 
AsTc7s4s4d KdJh7c6c5s KhKdTh8h3h Jd8d7s6s4d 
KcJcTs6d6c Jd9s9h6d4s Jc9d9c7s3s AdJh5c3s3d 
QcJh8c4h3s AcJs6c4s2s QhQcJs9c3c JsTsTc9h3s 
AdQsJs7c2c AcQh8d8c3s KhJh5c4d2d QdJd8h7d6s 
JsTh9d6s5s AcTh9d5c2s JsTc9s7d4h KcJsTd9h5h 
AdKd9c4c3d QhQd8h7s4c KdQd9h5h5c AhQh8h6s6d 
QsJd8d6s3d KhJsJc8d5c Kd7d6h5d3h AcJh9s7s5s 
QhQc9d7d5d QcTc9h7h2h AsJh9s7s6s AcKcQs8c2h 
TsTc7s4c3d KsQsJd4h2c Qs9s7h6s4h KcQcJs8c3s 
AdTd5s5h2s JsTc9h7s3d AdKc9d6h6d Ks7s6c5s3c 
Ac8s7c6c4d JdThTc9s3d AcTc8h7s3c KsThTd8h2d 
Qh9s9h7s3c 8d8c7h7c6c KhJs8h4d3s KsQh8d8c6s 
AcJsJh9h6h KsTs5h4s4h AcTs9d5c2h Qh9c8s7h4c 
Kc9d6d5h2c Js9d7h6d3s AcJh8d7h6h AhJh4d3s2d 
Kc8s6h5h4s AhKhQd8s3h QdTd7s7d6c 9s9h8s6d5c 
KsTc9h9d6d AsQcJh9c3c AhJd3h2d2c QdJs9s4h2d 
KdQdJhJd7d Qc9d9c7h4d KcJhTs5h3d QcTh7c5h3h 
KdQc9h7s7c Jh8h6s5s5c KsTd6c4s2d 8s8c7h6s6d 
AhJdTh7h3h QdTc8d4s3s JhTsTh5h5d JhTh9s2s2h 
KsQcTh5h4d KsTs7s5c3c AcQd7c4s4h KcJhTs7c3c 
AhQs9s9c6d QcJc9d5s2s Kd8d6s5s5d Ah7c6c5s4s 
AhKh9s4h3s Td9d7h7d5h KhKc8c6s2c AsQs5c4s4d 
KdJcTs9h4s QcJs8c4s3d Ts7c6s5c3h AhQd6s4s4d 
KhQcJs7s5s AcKc9d6c4h KcQc7c5h3h KcJd9s6s2c 
Qc8d8c7h4h Ah9c8c4c3h AdJc9s9d6d Qh9s8d7h6h 
KhJc9c3h3c AsKc4s4d2h KhQdTh9s2h Jd9c7h6h3d 
AdJh7h6s5c Ks6s6h5d5c As9h8d7c6c Kh8d6h5d3d 
AhKh7c6h4h JcTs8s8c2s KsQsJd6h6c KdThTd9d4c 
AhKc9d7h3h Kd9h8d6h3h 8s8d6d5d3s KcQdJh8s5h 
JhJd7h6h5s Jd9s6d5s4s 9c7s7d5c4d 9s9c8c7h7c 
8h7h6d5h3d AhJhTh8h2s KsQs8c6d3d Td9h8c6s5d 
Qs8s8c7d4d 8s8h7h6s3c QhJd8c7h3d Ac9d8h7s6h 
KdKc8d6s2d KdQsJh5h3c Ah7d7c4h2c Jd8d6s6h5h 
JcTs9h6c5c KsJd8d6s3d TsTc7h5h3s KhQh9s9d7h 
JcTd7s4d3s KsJsTd6s6c AcTh7c5h2c 9h9c8c6d5s 
8s8d7s6d3h Tc9h8d6d3h Ac9h6s5c3d KsQsJd5s3h 
AsQc6c3c2s AdTc4c3d2h Ah7h6s6h5c JcTc5s4h2s 
Jh9c7h6s3c Jc9s8d7d4s AsQs9c5d4s As8s7d2d2c 
KcJsTc4c3h AdQdTs5c2d AdKhQh7s2c KsQhQd5s2s 
Qh9d7h6h4d Kd7c6d4h3h AhQs8s6c5s JhTsTc2d2c 
As9s7c5h4s AhKs5d4c2s AsQhJh7c4h 9h7d7c5c4d 
KdJd9d8s4s Qd9h8h5h4d AhKs9h5c2d JhTd9h2h2d 
AcJh6s4d4c QdJs8h7d3s Qd8s8h7s4d Jc9h9c7h4h 
Jh9d8h7d4d QcJdJc8c6c AcTsTc5c3h JhJcTh9h2d 
KcJs7c5h4c 9s8s7d6s5h TsTc7h6h6d AcKs4h4c2d 
AcKsJh9d4d QsQdTs9s3s QdJs9d4s3s AhQs7h4d4c 
JcTc9h4h2c KhQdTs7d5d AhQs8d7s3d KhKc9d7h2h 
Td9c7s7d4s JsJd7s6s5c AcJsTh4d3s QhQd9c6d4d 
KdKc8d3h2h QdThTc9h5s 9s8h7h5s4s AcTc9s6h6c 
Jc9s9h5s3h JhJd7d6d5c AcTc9c5h4s QsQh9c8s4d 
Qc8d6d5s4s AsKs5c3d2h Ad7d6d4h3h AcJd8d7d6s 
KcQc9h5h5d Jc8s7d6s4d KdQc6h5s3d 7h6d5c4h4c 
QsTd8d4d3s KsKc7c2h2d Th9d6h5d4d KcQc8s7d7c 
AdJs9d7c3d AdKh5c4s2h QdJc9c7c6s JhTs8d6c5d 
AdJh6c4s4d Td9s8c6c3s Td9s8c7h7d KhJcTs9d5d 
8h7c6d5d3c AsKcJd9h4h QhJd8s6h5h KdJhTs4d4c 
AsKhQh9h4c 8h8d7c6s6h AdKdQc9d4d KdJd7s5h2h 
Jc7h7d5d4c KcQcTs8c4d 9c8s7c5s5h KsQcJc8h2h 
Jd9d9c6c4d AcTc7s3s2d TdTc9s8s6s AhKs6c3h3d 
KdQsTh7s5s QsJs9h7s4h Th9c7h7d4d QdJc9h7c5s 
7d6h5s4s4d KhTc8h6d5h AhJs9s9c5d JdTs7c5s4h 
JdTh9s9d5c JdTh9s7h4c KdJhTs8h5h JdTsTd5h5d 
KcJd8d4h4c Ks9s9c6c2h Td9d8s5s3c AhJd9s7s5s 
KsTs9h7s2h AhKc7d3s3h 8d7s6s6c4d QhQd9c8d4s 
AhQsJc7d7c AsKc9c4h3h QcJs8s7s6h Ad6h5d3c2h 
AdTh7s6h5c 9h8h7d6h4d QcJs8d8c6h Ts9h9d8h3d 
AsKh5c4d2h KsJc8s7s5d Tc9d6d5h3h JhTh8d7h3d 
Ks9h8d7s3d KhKdTs8s2s AdKsTd4c2d KhJh9h8s4s 
AcTsTh8s4s Qd9h7c5d5c AcJd3c2s2d KcJs9c6c5h 
Ah9h6s5c3d Jh9c7s6h3c Kc6h6c5s5d AsJd8c7h6c 
KhQs7s5s2h KsQc6s6h2c KdTc9c4d4c KcTh8c4d2h 
7h6h6d5d3s 9s8d7s6d4s QcJsTh6d3s 8s8c6s5h2c 
Jd9c7s6s3d Kd9c8c6d3c Jc9d7h5h5d AhJdTd6c2c 
KcTsTd7h5d 9h8c7h5c3s JdJc8c7d2d AsJs8h6c4s 
Ts9h8d6d2h 9s9c8c7d7c AhQs8h4c3d KdJh6d4d3h 
JdTh7s5h4c AsKs9c4s3c AdKh9c5d2s JsTh9h6h5d 
QdJh6d4d3h KhJs9d8c6s Ad9s8h7d4d QcTs7c6d5c 
KhJsTh5d5c AcQc9d5h4c 9s8s8h5h4s JdTdTc5h5d 
Jd8h7h6c4c AcJdTsTdTc Qs9d7s6c5h AsKsTc5h2s 
Th9d8d5h3c KsTh7h6h2s QsQc9h7h5h KdJcTh9s5s 
Th9h8d8c6s ThTc9s8s6s QsTc8h6h2c JsTc6s5d2c 
AsQcJc7d2d AsTd9s5s3c Qs8s7h6d5c AhQcJd9c3c 
Tc9c8s6d5h Ts9h8h5s3d KcQdTs7s5h TsTc8d5c3s 
QhThTd5d2h KdJh8c7d5d JsTd6h4h3s Td9h9c8c3h 
AcJd5s3h3c QcThTd6d5d AcKdJh7d2s Ts7h6h6d4s 
QdTc8c7s7c Ad8h7c5d2s AdJsTs4h4c AsJs8d6c4s 
9s7s6s6h5h Ah9h7c5s4h AhTc8d8c3d KsKc6c4h2c 
QsTh7s6c5s KhQsTs9s4d QdTd8h7c2c JhTh7d6s5h 
QcJh8h7c2s KhJs8c7h5h AcJh9c4h2c TdTc8s8h4d 
AcJhTh5s3h AhKh6c4s2d JsJd9h9c3d TsTc7c4s3h 
QsJsTd5h2c AhTc8s7s4d QhJsJc8d4h Js8s7d6s4d 
KcQcTs2s2c 9d9c5s3d3c ThTd8c7h5s 9h9c8h6d3c 
AhJs7h7d4h QsJs8d6h3d 8d7s7d6s4d JdTd7h6s5d 
8d7c6h5h3c KhQsThTc4h AsQdJs3h2s KdJh9c8s6h 
Kc8c7s5d4h AhKdJh7s2h AsKd7d4h2h JdTd9h2h2d 
As8c7s4c2c KhJc6s5h5d Qs7h6c5c3s Qh9c8s8c5s 
QhTd9c5h4s KsTd6s5s2d JdTc9s4s2c Ah7h6h4s3s 
AsJs6c3d3c TsTh8d6c5d 7c6h6c5h3s Ks9h9d5d3s 
AdJsTc6s2c QcTs8s7s7d KhJh9h8c4c QdJc7d4c3s 
Ts9s8s7s6h AhKdQd4c2d QhQdTs6c2h Td9h9c5d3c 
AhJc8c7c6d AdJhTh6c2c KcQsJd5d3h JhTd9h7c4s 
QhTc6s4s3c KsTs8c7d5s Js8s8h6c4c Jd9s9c8s3d 
QsTs8d7h2h KdQcJc6c5c JdTh9c6h2c KdJhThTc5h 
Td9s9d8s4s AdQc6h4s3d 9h7d7c5h4c Ac9d6s5c3h 
KhJh7s5c2c AdJsJc9s6s JhTdTc7d4d Jh9h7d6d4d 
JdTc8s6h5s QdTd9h7h2h QdJcTd4h3d AcKd9s5c4c 
AdTc8h7h4h 7h7d5s4h3s QdJh9d4h2s AhKdQc8c4c 
AcQd6s4s4d Jd9s7h6s3d Kc8s7h5c3h KdQd6h6c3c 
KdTh7c5c2d KcJc8s7c5h KsQdJd8c2c Kh9c8h8c4s 
AhQcJh3h2d 9s9h8c5c4s 8s8d7s7h6s KsJs8d5h2d 
As9s7d5h4s AhQc8s8h3d KdKcTh4s2s QdQc8c7h2h 
KdTd7s7c5h AhTh5d4c3s JhTd9d5s2s AsKc6h6c2h 
8h7s7h5d3d AdKs7c4h3s QdQcJs4c2h 9d8s7c6d5d 
QdTh7d5h3h AdJc9s7c6c Td8c6h6c4h KhJs8h6s3s 
ThTd9d6c5s AcKdQh4d2d KsQdJd8h2h AcKd8s3s3d 
QhJd8h4d3s AdTs9s7h2h QcTh6c4h3c AsJc9h8h6d 
7s7h5s3h3d JhJcTs9c2c AhJsTs8c2s Ts9s7d5d4s 
QhJd8d7s2h Ks9c8d7d2s KdJhJc6s6h KsJc7h5h3c 
Td9s6d5s4s Th9h9c6s6d AdQd9d7c4s AhKh5c3s2d 
JcTh8s5h2s JdTsTd8d5h AdJc8h6d4d AcTd7c4h4c 
Jd9h7c6h3d AsJdTd6h2h AhKd7c3h2c KhKd9c4h3h 
KcJc8h7c5s Ks7h6s4d3d KdQcJc7c2d AcJhTh4s4d 
KcJhTh9h6h KsKc7s2h2d Jd9h8d7d6c AdKc5h4s2c 
KhTc9d7s5d KdQdTd8c5h JsTsTc5h3d JhTc6d4d3h 
KhQdTc7s5c KdJs7s6d2c JdTs4s4d3h AhKh9s6h2s 
AhKdQd4s2d 9h7s7h6s3h 7h7d5c4d3h Th9h6s5s5c 
QcJh8s7c3h QcJhJd7d5d AhJd9h9c6h KsKh8h6d2h 
KdQh8c7s7h AdQsJs7h3c KcQhTh8h5s AcKh5s3d2c 
AdQc7d4s4h 8h8d6s5h4c Ts8s7d6d3h JsJc8d6d3c 
KcJc5s4h2h QsTs9h4d2d Jh9h8c6d4c QdTs9h6d3c 
Ac9h8d6c3s KhQhTh8h7h AhQh4h4d3d KsJsTs7c3h 
Qd8d6s6c4s Qh8c6h6d4c QsQd7d5s2d Kh6s5s4d2h 
Ac5c4h3h2s 8s7h7d6d6c AhTs8s8d5c AdKd9h6d2h 
Th8d6h5h5d AdJh6d4s2s Kc9h9c5s3s AcTh9s5c2d 
AdTdTc5d3s 9d8s8d5s4d KcJdTs7c3c JsJh8h4s2d 
QhTh9h8d5s KsQd6h6c5s QsQh9d7d5d QsTc7h7c3s 
AcQs9c5c3d AhKdTs8d2d JhTd9h5s4c KhKdTc3s2c 
AcTd8h7c2c KhKd9d4d3s AhKh9d6h2d Ts9h7d5d3h 
AdKcTc6s3c QdTsTd8c5d KdQd9s9c7d Jc9s8d6s4c 
Tc9s8s6s2c AsQh9s5s3d KdTh8h4h3d AhQh9h7c4s 
TsTh8d7h5c TsTh8s6d3d AcTs9h7s5s QhJh9s7h4s 
KhTh8s8h7h KsJd9c7h5c QsJh8h7s2d JsTh7d6c4h 
JhJc8h7c3h AdJc7d5d3h KsQd8c7h7d KdQdTd4c2c 
QdJs8c6d3c KsThTc7d5c JhJcTd6s4d AdTs5d2s2h 
KsJd8s4h3d QhJd8d7h2s KhTd8h4s2d AsKsJs5s5h 
KdTc7h7d4s Kh9h6c5c4h Th9c7c5d3d QdTs7s7h4h 
KhQh8c5d2d AhTd7h4h4c Ad9c7d4d4c AcJd7c6s6c 
KsKd9d4c2h Qc7d6c5h3d Qc9s7s7c5c AcKcQs8c2d 
QhTsTc4c2s QdTs9h7s5c KsQsJsJh7s Ad7s5s3d2c 
QhQc9d7s5s Tc9c6h5s5h AsQc6d4d4c KsJh8s4c3h 
AcTs8s8h5d KhJc7s6s5d KsQsJd8c5s Qs7h6s5c3h 
AhKhJh9d3h AsJc8s3s3c ThTc7h5d3d Qc8s8d7s4c 
AcKh7s3d3c AsKsQs8s4h Kc8d7s7c6h Ah9c8s6h3d 
KcJhTc4s3c 7s7d5h4d3s Qh9s7h6c3c JsJhTc8s2d 
8c7h6s6h4c KcQc7s4s4h KcJh7d5d3h 9d8s8c5s4d 
ThTc9d6h5s AhTc7s3c2h QhQc4c3s3d QsQdTs7s5s 
As9c5s5d2d QhTh9c4d2d Jc7s6s5c4c AhQsQd6d3d 
AcQs8h8d6s KdTsTh7d5d KcQd9h7h3d AdJc4c3c2d 
AcJd8s4s4d Jd8h7s7h4d AcJd9c8c6c Jc8c6s6d5s 
KsTc8s6d5s JhTd8h6h3d KsQsTh7s4c KsKc9s4h2d 
Ts9s9d8h7s JhJdTh9h2c Tc8d7c6s3d Ad9s7h5s4h 
QhQcTh7h5h KhKd5c4s2c AsTs5h5c2c Ad9d7h7c6d 
TsTd9h9c2h Td9c7c5h3h AhQsTc6d3s AhQcTd4h2h 
JsThTd7d4d KsKh6d3s2c AsQs5h4s4d QsJhJc7h5h 
KdJh6c5s5d Kd8d7s6s3h AsTc7h6c5d AdQc9d5d3h 
AsJs4d3d2c KcJdTs4h3d KsThTd6d6c 9h9c6c4d3h 
Tc9d7d5h3h KsJcTd9h4d 8c7d7c6d4c JsTs8d5d3s 
KhQs7d6s5s AdJd9d7d6c AhKhQh4c3h KsTc6c3s3d 
AsQc9d9c6h Qh9s7h6c5d KdQdTc7d4h KhQsTc7h4h 
KhKdKcTc8d AhJc9d8d6s Ad8s7d4s2s KdKcTh8h2h 
Th9d8h6c2c As9c7s4s4c Ts9s9c8d3c KsKh6h3d2c 
Kc9d9c8s2d KsKd6s3h2c JhJcTs6d3h JsTh9c4c2h 
Tc8s6s6h4h AsKdJs7h2s KhJhJc7h2c QdJdTc5s2h 
QdJs8s6d3s Ts9s8h8d7c JdTc8s6d4d QdJh8s6d3s 
Qd9h6s6d4s KcQdJh5h3s KdQsTh7c5h QsQcTc8h3c 
AsQhQd6d3d 6d5d5c4h4c Kd9s9d8d7c 8h8d7c5d3h 
JsTc7d4c3d AcKh9h8h6h Kd9h6h6c4d 8c7s7d6h6d 
AcQd7h3c2d QdJd9d8d8c QsJh8c7h3s AsQcJd7h4h 
AsKd9d4h3h QhJc9h4s4c Kd9h9d5s3s QcTd8d7h7d 
QsThTd6h2d AsQdJd7h4d KsJsJc4s4d AhKhQd8h2c 
Ah8s8h5c4h QcTh8s8d6d QhJdTc5d3d AdTh8s8c6h 
KsTd8d5d2s Qh7h6d5c3c KdJs9h8c6s QcJc8s6h3s 
KhQd6h5s4h Qc9s8s5c3d Ks9s9c5h3h AhQcJc7d2d 
Ad8d7h4h2h KdTh7d6s2s KdJc9s6s2d Kc8c6s5s3s 
AhKc6h4h4d 8s8d6h6d4c JcTsTd9h3s KdTsTh6s5c 
Ts7c6s5c3d ThTc8s6h4d Jc8h7h7c5c QhJh9c5s4d 
AdQc8s8d3h QcTd8s8h6s KcTc8h7d5c Jh9s9c6h4s 
Qd9s7d6h5c KsKc9s4s3h AhKhJh9s3h JhTc8s6d5s 
QdJd5s4c2s KsQsJh5s3c JhJd9d4d3h AsJd9s9h6s 
Ac8c6s5s2c Qh9h7c6s5d JdTd7s6h5d AcKc9s4s3c 
9d8s8h5h4d KhKcTd4s2s AhKs7s4d2d 8s8c7c6s3h 
AsKhJs7d2s QhTd8c7h2c KhQs9s4h3s QhJsJc4d3h 
Jd8c7d7c5d AhJsTs8s2d QhTs7h6c5h KhTc8h4d2c 
KdTdTc9d4s Td9d8h5h3c Ts9c8d5d3s AsQhTd6c3h 
KhTdTc8d2c KsJcTs4s3d QdJh8s4d3h AsTs8d7h3s 
AhQh8c2s2c QcJd6c4c3d Js9d7d6c3s Ts8c7s7h4c 
Td9h7s5h3s Ks9c8s7h2c QsQcJd4c2h Qd8h8d7s4s 
JsJc7h3h3c AhQs8d8c6s QhJsJd7h2s AhJc9s7c6c 
Kd8d7c5s3s Ts9c8c5s3d Qs9s9c7d4c AsTd6s5s4h 
Qc9d8d5d4c Tc9d7d5s3s KsKhJs7s3s Kd9c7d5d5c 
KdTh9d8s2c JhTd8s8d6d AcQsJs7d2d 9s9c6c5s2h 
AhKd9c7h3h 9c8d7c5h5d JcTs8d5c4c KcTc9h7c2h 
Ac7d5d3c2s Tc9c8d5d3s AdTd5c4h3s Jd8d6s5s5h 
AcKcJs6c4c JhTd7c6c5s Th8h6c5d5c KhQs8s4h3c 
9h8h8d6h4d AdTh9s7h5h 9s9h8d5d4s AhTc8s8c3s 
AcTc7h3d2d 8s8d7c5d3s TdTc9h6c5s QsTs7s7h6d 
Js8s6s5c4c QhTs8s7s7c QdTc7s7c4s Tc9d6c5c3d 
Ad8s5s2s2d Jd9s8d5s5h QdTh6d4h3d ThTc8h3d3c 
6h6d5h5d2c JhTh6h5d3d KdJhJc8d5d KhJsJc6s6d 
Ad5h4d3c2c KcTsTd8s6s AsQhJh7c2c As9h9c5d4s 
KsKh6s3c2d JhTh9s4s2h QsQd9h7c5c KsJs7h5s3h 
Th9c6c5h3h AcTs9d7s5s Qs8c6s6c5s Qc9c7d5s4s 
7d6d6c5c3s KhQsTd6c3s AhKc6s6c2s Jd9h8s6h4d 
JdJc8d2h2c Jh8h7d6d4h AcQhJc3d2c Ah9s7s5d4d 
Ts9h6h5d3d AsJhTs7s3s QhJh8s6d3s AdKdJd7d6d 
JdTd8c6d4h Ad9d6s5c3h Kd9c8d8c2h Qs9d6s6h4d 
Ah7s7c4h2s Kc8d6c5d3d KsQc7h7c4h Td9c6h5d3h 
QcJsJd8h4c Ad5h4d3h2s KhQh8s6c3c AdKd7c3s2s 
Js7h7d5s4d Qd9d7s6c5h QhTsTd7h5c AdKsQs8h2c 
JsTc7d6h4c AhQd9h5s4h QsQd8s6s4c QdJd6s5c2c 
AhJs8c7s6s Kc7s6h4s3c Qd9s8d6h3s QdJd8s7h7c 
JsThTd2h2c AhJs7h7c4h AcThTd7s2c 9s9c7s7h2c 
Ad8d6h6c4s AcTd8h7h4h QhTdTc4d2c AdJc9h7h5h 
QhJs9c6c5d QdJs7s5c3c Js9s6c5c4c QsJd9s4c2d 
QdJh7s6s3d JsTd9d5h2h KhQc9c4s4h 7s7c5h4s3h 
JdTs9d6h6c Jc9h8c5h5d AdQc9d3h2h JsTsTh9d3s 
JdJc9s9d3d QsTsTd6c3h Jc9h8c7h4h AdKd6h4s4d 
Ah8h8c5s4h QsQcTh7h4h QsJs6h4d3d QsTsTd8c5s 
AdQd9s5c2h QdQcJs9s5s As6d5s3c2d Qc9d9c7d3h 
Jd8s7h6s4h KcJcTc6h2h JdJcTs9h5h JdTc8d8c2c 
KhJhJc4h4d QsQh8s6s4c KdQd8c6s3s Jh8c7s7c4h 
KsTd8d4d3s QhJh7d7c4c Qc9h7c6s3s ThTc8s5c3h 
Ac5s4c3s2d 9h9c8d5d4h AcJc4h4c3h AcKcTc5d2s 
8s8h6s6c4d AdKc8s3s3c KcQcTh9s4c QhJsTc5s3s 
Ah8h7c5c2h KdJsTd4h3d As8h6s5s4d 9h9d6d5s2h 
KdQdTc8s2h AdQh8d6c2s QcTd9c4d2d Kd9h6s6h4d 
AsKs8d7c3s KsJh9c8d6h Js9s9c7h3h 9s8d7h6s5s 
Qh9c8h7h6s JcTh7d6d5s KcJh9d6d2c 8h7h7c5d3d 
KsJc8d7s5s Qc9s9c7h4s Ac9c7h5d4c Kd7s6s6d3s 
Kd9s8c7c2d JcTs9s4h2h AcJd9s8s6h JdTd9c6h5d 
AhTd4d3h2s KsQh7d6h5h KdQd7d5h3h KsKc8c3h2h 
Kc9c6c5s3s AcQsTd6h3s KcQc9h6h2h AhKdJs5s3s 
AdJc8d3d3c KdQhQc9s4c KsKc6d3s2h JcTd9s9c5h 
AdQcTs4d2d Ts9h7s7c4c KhJc6h4h3c AdKs8c5s4s 
QsQhTd9d4d QdJs8d7s2c 9s8c7s5c3h QhQdTh9h3h 
KsJs9s9c8s AcJc5s3s3c Jh9d7d5h3h Qd8h7c5h5d 
Jc9d7c6d4c ThTd9d4c2h Js9s9h7h4h AsTh9s5s3c 
AsQd8h7c5h QhJc9c4s2h Ah8h7s4s2s Qc9d7d7c5c 
Tc9s7h5s5h JsJd9h9d3d QcJd8s4c3d AhKd7d4c2c 
AdKs9c8d3d KhJsTc4d3s AsKs9s8d2h AsKcQh4h2d 
AdTc9d3s3h QdQc9s9d2d Jc9h8d7d6s QcJh6c4c3h 
QhTsTc6c5c QcTc9s4h2h AdKsQc8c4c JhTc9s8h2d 
AhThTd5h3s AdTd9d3c2c QcJh8h7h6d AcTsTd4d3s 
KdQdTc7h3s Ac9d7d5s4s JcTd8d3h3c Tc9h8s6s3h 
AdKd6c4s4d Ts9h8c7s3c JhJc7s6s3h Ad9d8d7d5s 
KcJdTh7c3c QhJc8s7c3h Qh9s7s7h5h AcQs7h5d4s 
9h8h7d5d3s QcJd9s6s5h Kc9c8s7h3h KhJd7c5c3d 
ThTc8d6h4s AcTs7c4h4c AhTs8d6s5c Qd9d7c6s5h 
Qs7s6d5c3c TsTd9s7c5h AdJs9h8h6c AcKc7s6h3c 
QsQc8s6s4h QhTdTc9h2s AhTdTc7d5d Th8d6d6c4c 
JsTs8s7c4h JcTd8c4c3d AsJhTh8c2h 9h9d8d5h4h 
KcJd7s6s5h KsJcTd4h3c KhJc9c7h2h QdTc9c6h2h 
JsTs6s5d3d Th8s6h5s5h Ac9s6c5h5d AcTs7h6s5d 
AsKdJc9h4h AdKdTs5h2d Js9h7h6d3s AdJc9h9c5s 
KhKc8c3d2d AcQdTh6s3d Qs9c7d5s5d Ah6d5c4h3s 
QhJc8d5s4h AhKc9h6s6h TsTd7d4s3c KcTd9c8h2s 
AsQs5h4s4c As7h7c4s2h QcTd8s8h6h KhQdTs9c4s 
KsQsTs6d5s Qc8c7s6d5h KhQhJs7c2c JsJd9h6c5c 
KhTd9s7c5s KhTs6c4h2s As9s8s7s5c AhTs9h3d3c 
KsJd6c5s5h Jh9h9c6d3d QdQcTd7d5d KdJcTs8h2d 
Ad9d7s5h4d AsJs8h6d4s Ac8d7h7c4c Js9s8c6h4c 
Kc7s7d5s5d AdKd9d8s2h KdQc6c5s2s 8c7c6h5d4s 
AdQs9d5c4d QcTc7h7c6s KhQcJc6c5c Jh9h7c6c4c 
QcJd4d4c3d Jc7s7h6c5h 8s8c7s7h6s AcTh6d5h4d 
AsJd9s5s5c AdTh9s7c5s KcJh9s7d5s KcQc9d5h5d 
KhQcTd6s3c KsKc6c4d2c KdTd8s7c5d AhJd7h6h4c 
AsKd9d7h4d 9s9d8c5c4s Th9d9c5h3d KhQs6h5c3d 
AcJd9c7c6c TdTc7s5s3d Tc9c8c7c6d JhTs7c5s4d 
KsKd9s4s3h KcQcTs3c2s AsJc6s5d4s QsTh9h4s4h 
QcTs7s7h3c QhQc8h6h4d JcTsTd6c4h Ks7c6h4c3s 
KdJh8h7d3h QsQhJc4h2d AhQcJc7s2s 9s8s8c7c5c 
KhQd6s5c3h Tc9h9d5c3d Jd9c7s6c3d KsKc4h4d2h 
Qd7s7c5c4d Ad9s7d4h2s Ts9h8c6d5s JcTh9h6h5s 
AdQhQc6h3h QdTc8h7d2h JhTs4s4h3c QsJs8h6d3h 
AdQcTh5s3s QsJd9h8c5d AdQhJh9c4h AhKs9s4c3c 
QdQcTd8h3d QsJs8h7s6c QdTd7s7d6h Js9h9c8c4s 
JsTh9h4c2c JsTc9d7s3h KcQs8h8c7c AcQc9d5h2s 
Jc7h7c6h5h Kh9d7s7h3d QhJc6h4h3c KsJc7d5d3c 
9d8h8d5h4d QcJd9h8d6d QsTh9d7s5s KdQd6s6c3s 
Th9c7d5h5d QsQh8h6h4c Kh9s9c5h3c KcQd6d4c2d 
AcThTd7d5d QhTc7s6h5h KcJdTs4h4c AsJc7h5d4c 
