QdJs6h5h2c 
Kc6s5c3h3d Th6s6c5s4d Ad9s4s3s2d AhTc8s4s3d 
9h8c6d5h2h KdQs8h7d3c QcTc6h4c2s JsJc8s7s2h 
QsQc9d3h2s Ac8d5d4s2s Qc9c8h6d3c Ad9h9d6s2d 
Jd8s8d4h4c 9d8d6c3h2c Kc7h5s3h2c KdJd9d7d3c 
QsQd7d6d2c QdTs7s4h3s QcJc8d7s2h Td8d8c7d4d 
QcJd8s2s2d AdQc8c6c2s Ah7c5h4h3h Ts9h7h5h3h 
QdQc9h3s2c Th9c5h4s3d KdQh9c5s3s KdQs9c5h3h 
QsJs8h3s3h Kc7s7c4d4c Qs7h5d4c3s 8h8c7h6d3h 
Js7s5h4c3d 8h6s4c2s2h Jd9s9c7h3h Jc9d8d5s5d 
As8c6s4s2d KsQc9d6h3h Qs8d6s5s4s KcQc7c6c3h 
KcTh8d5s5h Qc6d6c4h2h Qd9c6s5s5h QhJc5c4c3c 
9d4s4h3h3d KhTc5s5d4s JsJd8c5c2h 9s9h8h6d3h 
Ks6s5d3d2s Th9h6d4c3h Ts8c6s6h3d JdTsTc3h2h 
KhJd9s8d4d AdKs4h3h3c Tc9h6s2s2c AdKh6s4h2h 
9s7s6c4d2d KhJd9h3s2c 8d6c5h4h3s 9h9c8c5d3c 
Js7c6h6d5h KsJd9d5d3d AhTc9s5c2d Qs9s6h3c2h 
Ah9s8d6c4c KhTs7s7c3d Jc9d8d5h5d Qs9s8s6c4s 
AcQs8h7d3d AcJd8d5h2d QsJh7c2s2h Jc9h6h4h2c 
AcKc7c6c3c Th7h6s5h5d Ad7d5h5d2c As9s6h3h2s 
Ks8h5c3h2s Kd9c7s6c4c AsTd8c6d3d Qs5s4h3c2c 
Th8h7c4s4d Th9h6s3d3c KhQd4s3h2c KsQd9h6c3c 
Td9s7d4s2d Tc9c7h6s2d AcTh5h5d2d Jh8h5s3s3h 
JsTd8h6c2c JhJd8d6d2c AsTh8c6c2d 7d6h6c3s3d 
Qd9d8s4d3s Td9c4s4c2d Td9h9d8d4d JsTh6c4d2s 
Qh8c6h5h4h Tc9h8s6s2s QhTd9d3c2s 9h8d5d3h2s 
KcJd9s9d3d KhTs8s7s3c AsTd7h4c3h Ad6s5d4d2h 
AdKh6c4c3c Kh9s7d6s4s Ad9c8h6s4c QcTd7h5s3s 
QcJs7c3h2s KsQh8d5s3s 8h8c7s6c3c 9h8h7s4d2s 
Ad8h7s4d2d JsThTd6d2d Ac5s5d4c3c Qc6c4h3s3h 
Td9h8s6s2s KcTd8s6h3s Ad5h5c4c2h KhJh9h6c2d 
QcJh6s4s3d As7c4s4d3s AcJs8d4h3s Kh6h6c2h2c 
As5s3s3h2h QsTsTc3d2s Ad7c6h5c2h Jh8s7h5h3c 
QdJs6c5c2h 8c6c5c4d2h Jd7s7c5c4c 9s8s7c6h3s 
JhTc6s5c2d 9c7h6d5s2c 9c6h4s4c3h Tc7h7d6d3s 
Js8d6c5h5c KhTc8s6d3s QdTs8d4d3c Ah8s5s4d2d 
AhQh7h3s3c Ts9h7d4h2d Kc9d5c4c2d KhTs9s6s2d 
TsTc9h4d3d KdQh5h4s2h Qs9c6d5h5d AcQh8d3h2d 
Js8c7c5h3d QsTs7s4d2d Tc9d5s5h4s 8h5h5c4d2d 
Kd8s7s5s4s Jc9d5c4s4h AcJd6d4h2h Jh9s8s5d3s 
KcTd7c3s3h KcTc5h4c3c Qc9s7c5h3c Td9d7c4d2c 
Qd9s9h7c4s AsQh8h6c2h 8s7s5s4d4c Ah7s4h4d3h 
JcTc3d3c2d Th9s6d3h3c KhQh9s5h5d Ks8c7h6c2h 
QsTs4h3d3c QsTh8d4d3c 9d9c6h5s2c QdTd4c3d2c 
QsTd8s6s2s Kd9d9c7s3d Kd8h7d5d4d 9d6s5s3s2d 
KhTd7d4s3c Jd9c7h6h3h QsJs8c4d2h QdJc7d4h3s 
9h9d6h3d2h QcJs6c4d3c Js9s9c4h3d Qd8h6d5c3d 
Kh7s6h4h4c KdTh9h7h2s QsJd8h6s3s Td9d7c5d3d 
QhJc7s5s3d 9s9c8c7h2d QsJh8c7h2d AcKd9s4d3d 
Jc6s5c3s3c Qh8s7c5c4c Jh8h6c5d3s 8s7s6s4h4d 
KcQs7d5d3d Kc9d8s6h4s AcTc5c4h2d Qs8d6h5c2s 
Kh8s4h4c3c 9c6h6c5c4d Th9s7c4s4d JhTh6s4d2c 
9d8d7s6h3d Jh8h8d5s2c Tc8s4s4c2h Jd9s6h5h3h 
Ts9c8d5c2h Th7h5c4d3s AcTd5s5d2s Ts9h5s4d3c 
AhTd3c2s2h AsQh6h3d2d KcJh8d5s5h KcQh9h4d3s 
AcQc7s3d2h Td9c8h6h2h 9d8c6c3s2d Ah8s5c3d2h 
Qs5h4h3d2s Kh7d7c5s4c KhQd9c7d3d 8d6c5h4s2d 
KdTc5h5c2h Jh9s8d6s4s Th9s6d2h2d QcTh6d5c2c 
Qd5s4d3s2h AsTd8h6h2c Ts7s5h4d2h KdJh5d4c2d 
KdTc8h5s3c KhQc9c5s5d Jd6h6d4h3d KsJhJd8h3h 
Qd9h5s4s2h Kc9d7s4h3c 9s7c5h2s2h Tc5h5c2h2d 
KdJd4d3s2s 8c6c4s2s2d 8s5c4s4c2h JsJc6c4c3d 
JdTs9c3h2h Td8c6s6d3h Jc9s8c7d3c QsTd9c5h2h 
JcTd6h5d2s Kc9h7h5s3d Td9d6d5s5d JcTsTd3h2h 
KdJc5c4h3c AsJs6d3c2h KsJc6s5h2s 7h6s6d5d3d 
Ts9s8s8d5s 9h9c8s3c2s Kh8d6d6c5d AsQh8s6s2s 
KhQc9s8h2h QdJh7c5c3s Qh7d6s5h3h 9c7h6d2h2d 
AcTc5c4d2h KcJc5s5h3c JcTh6h3c2c QhTc9c4s4c 
Qh6h6d4h4c Th9h7s6d2c AsJd8c4h3d 9s8c6h5d2h 
Qd7s5d4c3h QhTh9c2s2h Ad6d4c3d2c As9c8h7c2d 
AhKc5h3h2h KcTs7d4h4d Qh9h8h6c3d KhQcTd7s2d 
Qd9h7h3h3d Kd9h6c5s4s 6c5h5d3c2d KhTd9d5s5c 
KdJc6s6h4h 9c6h4s4c3s KsJhJd3d2d Qh9d7d3h3d 
9d8h6c5d2d 9s9h8s8h8c Qh9d9c5d4d AhJc6h3s3h 
AcJh8h5s2h 7d6s5d3s2s KcJd5s4d2h 9d7s6h2s2h 
9h7s5d5c4d Qd9c7h5s4s Th9s6h4h4c 9h7h6s4c2c 
KdJsJdJc9c Kc9c7d5s2h Qs8d6s6h4s Ad9d5s4h3d 
Kh7h6d3d2s Js9d8d5h5d Ac8h6h3c2c Th7h7d6h2d 
Ts9h7d2h2d Kd9s8h6h4c KdTh9h6h2s Kh7d6h4s4h 
Td9h5s5c4c KcTh8s6d3s QsJc8s6s3d As7h5s4d2s 
Qd6d6c4h4d AdQs8d3d3c Js7c5h3h3c KhTd8s5c3d 
AhTc7s4d3s QsQc8d5h2h As7d4s4c3s KhQd9d5c2s 
KsQh6d6c3h QcJc5h5d3c 9s8s5h3c2c Ah9d8s5s3s 
8h7h6h6c4h KcJc8d4s4h Ts7s7c6s2c Js8s7s4d3d 
QcTs7s4h3s Js9s6d5c2h Qc6h4h3h3c AhQd7c6c3c 
QhThTc3d2h Ts8s6h4s4c 8d5d4s2s2c AsKh9s2s2d 
KdQs4h4d3d Js9h5d4c3s QhQc7s5h2h JsJh6s3s3d 
Ts9s4c3c2h Tc9d6c4h4c Ks8d6h6d5d 9c8h8c5s2c 
AcQc6h6c2d Ts9s6h4s4c QhTc3d3c2d Ks9c8d6h4d 
QhJd8h6h3c Ks7s6s6h3c KsJd6s5c2s 6d5h4s4h2d 
Tc8c6s5d2h KdQh9c7h3h Js9h6d6c4s Kd8s8d4c2c 
QcTc8h8c3s Jh9d8c6s3h KhJh9h7h3s JsTs8c5s2s 
9h7c6s4h2c AcTc6c4d4c Ad9d8s7d2d 9d8s6d4s2d 
KhTs8s7s2d AdKs6d3d2h 9d6d6c4h2c Tc7c6s4d2s 
Th7h6h5d2d JhTd6h2h2d Jd5d5c4s3s AcJh7c4s2c 
8h6h5h3d2d KcQd5s5h3h Th8c6h5d2s Td7d5c4s3h 
Qc6d4d3d3c JsJd8s6s2c QdJh9d3c2s QcTc7s4c3d 
Kc9s9c3d2d 9h9d8h5h3s Td9c6h4s3c Qh9h8s7c3d 
QdTc9s7s2h Qc6s6d3s3d Td9c8c5s5h Th7h7c5d3s 
KcQs8c5h5c 8s6c5s4s2h 9h7h6d5c2s KhJsTd6d2d 
KsTd7d7c3h Ac7c3s3h2h Qh9c8s8h2d QdQc7c6c2h 
Ac9s8h6d4s AcJd9h4h3s Td9c6h2h2d KdJsTs7s2s 
8c7s5c4c3h JsJd6c5h2d 9d7d5h5d4s Tc7c5s4h3d 
Qh9h8h7s4c Jh6d5h4c3s Ks7c5s5c2s KsQcTd4d2d 
Th7h7d5s3c AcJsJh6d2h Ac8s5c4h2c Js6d5d5c2s 
QcThTd7s2h QhTs8h4h3c Tc7d6c4h3s 8h8d5c4d2s 
KhQd9s5c3c AsQc8d7h3h Td7s5s4d2c 8s7c6h5d2d 
AhJd7h4c2h Kd9c8h6c4s AhQs6d3s2d QhJs7h3c2s 
AsTh5h5d2d 9c8d7s5s3s AhJs5d3d2s AsTc8d4c3c 
5h5d3d3c2h 9c8s7h7d4c Kc9h8s7s4d KdQd3h2h2d 
As8s5d5c3s QhJc9h8h3h QhJs7d2s2h Qc9s8c7c4d 
8s7c6d4h3d Kd9c7d4c2c Th9h8s5h2d AhTc5c4s4c 
Qc9d6d5d3s AsTs4h3s3d 9d9c8c7s2h KsTh8h7h3c 
Qc8s7c5c4c 8h7s6c4h3d AhTc6d5c3s AcKs9c2d2c 
JcTh8s6d2d TdTc8s6h3h Th9d7h4d2h Tc8h7s6c3c 
Jh8c7h5h5d Td8d7h6c2s As9c8d5d4d Ts6c4s4c3d 
7d7c6h4d3d AdTs9s6h2c KhTs9d5s5c Tc8s7c6d2h 
Js7s5d4c2d Qc9c6s6c4h 9s9c8h2s2d AcQc7c4c3h 
KsThTc7c2d 9s8h8d4d4c QhTd7d4s3d Ac7c5d5c2h 
Qs8h6h6c2c Qd8h5s5c4d KsQs8s5d3h Tc9c5s4h3d 
QhTh7d6s2c 9s8s5d3h2h 9c7d6d4s3h JsJd8h5h2c 
QhTd8s5d2d Qh9d6c5s3c Th9s6h3d3c 9s9h6c2h2d 
QhQc9h4s2h JcThTd6d2d KdQdTd3h2d Jd8h7s3s3d 
Th9d6c4s3d KdJd9d8s4d AcJd8h4s3d Ah7h3d3c2d 
Js9h8h5h5c Qd6s6d4c2c KhJs8h8c3d Qc5h4c3s2h 
AdKc9c4h3c Qh9h8d7s3c QhTc3h3c2h Jc9s6h5h3h 
9d6h6d5s3c 5d4s4h2h2d QdTh8s4h3c Js9d9c7s3s 
Qs5c4d4c2s Th9d5d3h2h 9s8c5c3s2d 8c7h6s5d2s 
KdQs9s9h2c QcJcTc4c2c AhTd9d6c2s Qd8d6h5c2s 
Ad7s5d4d3d As8d5c4c2d Th5h5c2s2c KhQc8c3h2c 
Qc8h6c5d3c QsJh9d4c3d 9h7s6c5d2h Jh6c5s5c2h 
8s8c5d3s2d JsTd9c3h2h KsQc6c4d2h KsQs8s5h3d 
Ah8h6c4s3h Tc8d7c6s2h KdTd9s7d2d QcTc7s6h2d 
Kh7c5d3c2h AdKh6s4s3s KsTs7c5s3s Ks9h8c7c4d 
KdQs9d6c2d 8c6s6d5d3h KsJs9d6s2c KsQd9h7h3c 
Ks8h6h6d5h KcTh9h5h3h KcQd8c5s5c KcJh7d4s4h 
6h5h4h3d2d 9d6c4h3h3d QdJh7s3d2h Jd8h6s6c4d 
Th8c6h5s2d Jc8c7d5h5c Qs9d7s5h5c QsJc7c6h3c 
AdJs8c3s2c AhTc9c6s2d 9h9c8c5c3s Th7h6d5s5h 
QcTh8d7s3d KsTc7h4d4c QsTh8s4s3c Th8c5c2h2d 
Ks9h8s6s3c QcTc7d4c3s AcKs6h6d3d 7s6d6c3s3h 
JhJc9h7h2s Tc7d4s3s3c Kc6s6d5h4s Th9h5h5c2c 
Qh8c5c4s3s Kh8c7c5c4c AsKh6h3d2c KcQc7h5c3c 
JhTc6h2h2c Jc7d6s6c4h AdQc8s7h3s Qh7d6d5c2c 
KdJd6s5d2h Js9d8h7h4h 9s9d8c5h3h Td7s5h5c4h 
Ts7s7h5c3d QdTc8h7h3s AcTd6h4s4h Js9c7s4c2h 
As9h8s7s2s 9d7h6s4s2d AsQh9s4c2s Kd9s7h4c3d 
KhQs8h7c2d JsTc9d3h2h Ad4h4d2d2c QhThTd3h2s 
KcQs8d6h2s JhJd7d6d3d Kc6s6d5c2h QcJdJc6c2c 
Jc9d8s5c2c Th9h7c4h2c Ah5h4d3h3c Ac7h5h5d2d 
KhQh8d3s2d AcJh8s8h3h Ts9s7h6d2c Jh7c6s6d5s 
Qd8h7s5s4s 9s9d8s6c2s QhTh9h6d2h Td7s6d4h3c 
KcTs5s5h2h KhQs4c3h2d Tc8s5d4h4c QhJc9h6h2s 
Ac6s6d5d4h Kc6s6h5s4d 9c6d4h4c3h 8c7s7c4c2s 
Kc9h7s5s2h Kh9s8c6s4d Jd8d8c2d2c Ah9s9c8d3c 
AhJsTc6d2d Ts7s6c4d2c Ts9h7c4h4d KhTc7c5c3c 
KdJc9s7d2d 9h7c5h2s2c 9h7c5s2s2h AhTdTc5d2d 
Ks8c6c3s2h Qd6s6d4h2h KcJd9s8d4d 8s7s5c4s3h 
Jh7s4s4h3d Th7d7c6s3h JdTs8c6h2h QhTs8h6h2h 
QsTd7h5c3c JsJh9d4d3d Ts8s6h5d2c AcQd8d5d2s 
As8h7c4h4d Qs7d6d4s2c 7h7d4c2h2c Td9s8c4d3h 
KhJd9d7d3d AcTs8h4s3s Ah9h5s4d3h KhTs7s7c3s 
Th6h5c3h3c Ac9s8d6h4s Qc9c8c7s4d Qd8h5h4s3s 
KcJs6c5d2c Jd7s5h5d2s JsJh7h4c3h KhQh9h5c2d 
Kc9d8s6s4h ThTc9c8c4c KhQd6c3s3d Kd9h9d3c2c 
8d7s6h5c2c KcTd9d5d3d KhQs8d6h3h 8h5s4s4h2c 
AdTc5h5c2h Ad8c6d4h2d KdJs6c5h2s KhJc9s8c4c 
KhJd7c3s3h AsKd6c3s2s KcTd7s7d3d KcQc9c5c3d 
9h7s5s4c2c Ac7h7c3h2c Ad5d3s3d2s KcJs7h7d4d 
KdJc5s4h3s Th9h4s4d2d 9h8c6s6d4s 8h6c5d4s2h 
QsTs6h5d2s Jh5c4s4c3h KcQd6h3s3d 9s7h5h5c4d 
9c8h8d5s3d Qd8c5c4s3s AdJh8h5s2h Tc9c4s4d2s 
9h7d6s4h4c 9d8h8c7s4c KdQhTh7c2h QhTh6s5d2h 
AdJc8c5s2c KcTsTd6c2c Ts7d6c4s3h KsQc8h5c3d 
Jc9s8h8c3d Ac9d9c6s2c Qc7s5h4d3c Kh9s8d6d4c 
AhQh9s4h2d Kc9d7h5h4h AsKh9h2d2c QsTc8s4d3s 
9h7s5c4h2s Jh7s4s4h3c Js9c8h7h2d 8s8c7d6h3s 
QdTh8d4d3c Ac9s9h5d4h JsJh9d4c3c AhJc8d7s2s 
9d7h6s4d2h Ks5s4s3c2c Qc6d5h3c2d QhJhJc7h2d 
AcQh9h7h2d KdQs7h6c3c Jd9h5c4s3d Qd6s5c4c2s 
KdTc8d4d3s AdQsJh6h2h 7s7d4c2s2c AdTc8s4c3c 
KcQd5s5h3s JsTd9d5d2d Td5s5h2h2d Tc9s8c5c4c 
JsJc9s7s2d Th9h6s5h3h AcQc9c4d2h Tc9d8s5h3s 
Ad9s9d6h2d Jd9c8h7h2s 9s9c6h5c2c KcQh8d7s2c 
Tc8h6s5h3h Kh8s7d6c2h AcJd9d7s2d Td9c6d5d4d 
KdTc5d4d2s KdTh9h5h3h QdJs9s4s3h KsJdJc8c3c 
Td8s7c5h3d Ts9h8s8c4s Qh9d6s5c3s Jh6d5d4h2d 
Ks8c6d6c4h Kh9c7s5s2c Qs9h7s5d5c KdTc6c4c3h 
Kh5d3h3d2c Jc7d5s3s3d Tc9c6d3s3h KsKhKdQcTd 
Kh8c6d6c4s Qd9h4h4d3h Qd6s5s2s2d AdQc8c6h2c 
Ah9s8d6c4s QdJh6d4s3d Td9d4s3s2c ThTd9h8h4h 
Qd9h7d5s5c AsJd5d4c3d KcQh8d6s2h Qc7d6d4c2s 
Tc9s8d8c4c QhQc4h3h2d Ac7c5h5c2d QcJs9h4s3s 
Td8d5h3h3d KdQh9d6d2c Tc8s7h5d3c JsJc8c4d2h 
Ah9s8c6d4s Tc9h5d4s4c 7s7d6d4d3c QhTs9s3c2d 
JsJd8c6d3d Td4h4c3h3c Ad9c8h7c2s 8d7h5d4d3s 
KsQdJc8c2c AdTd6d4h4d JsTs8s4d3s Td9h4h3d2s 
8h7c6d5s2d Qs7h5d4s2d KsJh7h4c3d KhQd8c7s2h 
Kh7h5s5h4c AsQs9s4c2h AsTd5d4h4d 9c8h6s6d4d 
Qh7s6d5h3h 8c7c6s6c4c AdJc9c6c3s AdJc6s5h3h 
KdQc5h5c3c Js9s9c6s3h Ad7c5d4d3d KdTd8c4h4d 
As6s4s4d3c 7h5s5d4h2d Qd6s5h3d2s Ac8d8c3s2h 
Ks7s6c3c2d 9h4s4c3h3c 9h9d8d5d3c QdQc7h7d7c 
Ad7s6h5c3s Jd7s7c6d4h JsJd6d4d3c Ad8d7h4s2d 
JhTc9s3d2d As8c6c3s2s Qd9s9d5c2h Ac9d8s5s4s 
AsTc5d5c2d KdQs8d5d5c Td9c6d4h4d 8d6d5d4h2s 
9s8d6h6c4h KhJd9c7h2h 8c7c6s4d3h AdKc6s4c2c 
JsTs8d5s2s Ts9s8c5s3d AsJd6h4d4c Jc9d5d2d2c 
JcTd6s4h2c 8c5h4h4c2d QdJd9s7c2h Ad7h6c5h2c 
Jd9c8s6c4c Tc4h4d3h3d KcJs9h9d2d AsJh9c4h3h 
AcJs9d4s3s Jd9c5s4h3d AcJc9d6c3c Th9c6s3h3d 
Td9s8h5s2c KcTc8h6c3c Qh7d5h4s3c Kh9s8c6c4d 
9c8s7s5h3s Qs7h5c4d3s Tc9d8c5c4c Qh9h8h7d4c 
Ts7s6c5s3h 8c6d5s4s3h Ts9s4d3d2c Kd9s6s2s2d 
6h5c4h3c2c Th8c5c2s2h KdTs8h5c3s 9h8d5h3s2d 
Ts9d5d4h4c AcTd7h4s3s Qd7s6d5s2d AdQh4h4c3h 
9d8d5h3c2c 9s9h8c3s2c 9s7h6h2s2c 9h8d7s6h2c 
Td7s7d6d5d Jc5d4s4d3c QcJh9c6c2d Td9c5h2h2c 
AsJd8c7h2h Qc7s6s5h2h AsJc5c4d3c Th8c7h6s2d 
8h7d6s4h3c Qc9h7d5d4s Qc8s7s6s6h KhQh8s5h5c 
AcJs9h7d2h Tc7c6d4s2d KdQs9d6d2c Ah8c5s4s2c 
AcJs9d4d3h 8c5c4s2s2h TdTc8h6s2h Ac9h6h5s5d 
9d7s5d2s2c JhJc8s4d2h Ah9d7s3c2h QsQd7h7c2d 
AcKc9c5c4c AsJcTc6d2c QsQd4s3s2c QcTc4h3s3d 
AhJd7h4s2h 8h5s5d4h2s KsJd8s7c3s KdQc5s2h2d 
AsJc7s6s3s 7d5s5h4d2s 9h8h5d3s2s KcQh9h5s2d 
AsQc8s3s3h 9d7h5h5d2d Th8c7h5h5d Ah9s9d8c3s 
Ks9s7h3d2h KdJd9s6d2h Jh8s7h5h5d 9s6h6d5h3c 
KsQc8s5s5d Jh5d4s3s3h AcKs9c2h2c 9s9h7d4h2d 
AsKh5s3s2s AdQs9s7s2h QcJs6d5c2c Jc9h9c4s3d 
Qc8d7s4c2s 9s8s7h7d4c Qh8h5s5h2s KhTh9h3c2d 
QsTsTc7s2h Ks8c5d3s2d KhJcTd6d2d QhJd9d4d3c 
Ac8c6h4d3c Tc9h7c3c2h Kc8h7s6d2c Ah6s4d3c2h 
AhQd4d4c3d KdTs7c4s4h 9d6s6h4h2d AdQc6c5s2c 
AsQc8h8c2d Ad8c6d4h3d JdJc8d7d2h Qd9s7d5h3d 
Tc9d4h4d2c JsJc9d4h3h QhJd9h3s2c Ah8h6h4c3d 
9d7c6h6d4d Qd5s4s3h2d 9s7c5d5c4h QdJd8d5s3d 
JdTd8d4s3d Qh9d6d5d4d Td8h8c6d3s Jc7s5d5c2s 
QdTc7c5h3c Th9h7h5c3h AdKs6h4s2s Ks8h4c3s3c 
JhTc4s4d3c Ac9s8d6h4h QdJh9s3d3c Tc9d8h4c3s 
Ts9s6d4h3s Th9h8c6h3h Kd9c7d4h3s Ad9s6h6c5h 
Kc9h7h5d3s JhJd8c4h2s Qh8s7d5d4d QsTh9c7c2d 
9c7s6h4d4c AcJs7c5c2c AsTs8s7s2s KsQh9d6s2s 
AcJsTs6h2s Qd7d6h5d4d KdQc8d3c2d AhJh8h6d3h 
Jc8s7s5d3h AhTsTc5c2c QhJd7s5s3c QhTs8h4c3h 
Jd8h5h5d2d AdTsTh5s2s Ks9c8s7s3d KcQs8h6c3c 
9c8d7s7d4h QsTc4d3d2c 9h7h5d3c2d Kc8d7h6h2d 
Td9h7d3s3c KsQc5h2s2d Jd9s6d6c3h Ts9s7d6h2c 
Ah6h4s3h2s As7d4s4h3s Qs9s9d5c2h Jd8c7d5d3h 
AcQs9c4d2c JdJc8h4d2s QhJd8h8c2s Th8h6c4h4d 
Kh9c8d6c4s 9h8c7c5d3c Ac8d6d4s2s AsTh5s2d2c 
KcTh9h5s5d QdQc9h3s2d Kd9h8d6d3c Th9h6c3s3d 
As6s4s3c2c Qd6s5h4d4c Qh7d6h6c2c Qc6d5d2d2c 
9s7s5d3d2h Jc9d6s5s3s Kc8d7h5d4d QhJh8d4s2c 
QsTs7h4s3c KsQs9s3h2h Td9c8d5d4d QcJd7h5h3s 
AcQh6h3d2d Jh9d6s6c4h KcTs5h5d4d Qs9d7c6c4c 
QdJs9d4h4c Jc8d8c5h2s AhKd9h2s2h KcJh7s4h4d 
AdQd5h2s2d Jd7d5c4h2c 8c6d5s3d2s Ts7s6d6c2c 
AdKs9s6c2s QdJd5h4d3d AcTd9d3h3d KdTh7s5d2d 
Jh9s6d5d3d Ts9d5s2d2c QhQc9d3s2c 9d9c8d3c2c 
Qh8h6s5c2d KdQd8d4h2h AdTs6s5c3h KsJc9d8h4d 
AhQh8h6c2h 8c5s5c4s3s Ks8d4s4h3h Td9d5s4h3c 
JsThTc6h2h Ts8h6c5h3h Tc9h6c5c4c KcQd8h5d3s 
AhKc9h2h2d 7h7d6s4d3d 8s8h6c4d3d Kh7h7d6h3s 
TsTd6d6c2h Jc7s7d5s4s Qd8s5h5c4d Jc9c8c6d6c 
8h6d6c5c3s Kc8s4d3d3c Kc8d6d3s2c JcTsTd7h2h 
AdJc5c4c3s 8s7d6h4s3c Tc9d7d4s4h QhJhJd7h2s 
9h7c4d4c3d 9c8d8c5c4c AsKh9d4s2s KcQh9s9h2d 
QhJh6h5s2d Td7h5h4d2c JhJd7d4d3c As5s3s3c2c 
Ac7s5c4c3c KdQdTs4d2d 9c7s5h5d4h AcTs8d6s3s 
8s5s4h2h2d Ad9h8d2d2c KcJs9d8s4s 9h7d6s6h4h 
Ks8h6h3d2s Ad5d3s2s2d Jh8d7h4c2c 9h7c6s6h4h 
8s6s5s4h2c AhJs9d4s3s KdJd7d6d3h Jc9h6s6c3d 
Kh6d5h3s3c KdJh9c5s5c 7h7c4s2s2h Qs7c6c5h2h 
Qs6d5d2s2d AsJs6c3d2h Kd9s7h6c3c Ks8d7s7c2h 
Kd9s8d7d3c As9c7h6d4d JdTs6h5s2c AsJc8d5h2d 
AcKd9h4d3d Ad5s5h4h2s Qh9s7c5s4d 8s6s4d2h2d 
QhQd8c5s2s Qc8h6c5s3c Ks9h9d5s4s 9s7s5d3h2d 
QcJc9h6c3c Ac5c3s3c2s Jc8c5d4s4h 9c6s5s3c2c 
AsTs6h4s2c Jc9d8s7s4s KhJh9h7h3d KdQs5h4h3h 
QsTs7h6d2c Tc9d4s4d2s Jc8s6d3s3c 9d7c6s4s2d 
Ad8h6h4c2c Ah9h9d6c2h QhTh8h8c3d AcKd6s6h3s 
Jd8h6s5s5c Th9d8d5d5c QcTh6d4h3h Kd9h8s6s4c 
Jc8h4h4c3s KsJh7c4h4d Ac9s7h3d2c KsQc9c4d3h 
QhJh6c4d2s 9h8c7s5s3s Jd9s8c6h3d Jc9d8d5d3s 
JsTd8s4s3s Ts9c5d2s2d 8s7s4d3d3c Td7h7d5c3s 
KsQd7c5d2h Ac8d5s4c2c KhJhTh3s2h Kd8s7h6c2d 
9h6s4h4d3s Qs9s6d2h2d AcQh5c2s2c 9s6h4s4d3d 
8h7d6c5s2c Td7d6s5h5d 8h7s5h4h3c Ah6d5h4h2s 
Jc9c5c3d2d 6d5s5d3s2c KsQd5d4d2h QhJd9c4d3d 
Qc6h6d3h3d Qh6c5s3h2c Ac9h7s6h3d AhTh5h4d2c 
KdTs7s7h3s QcJc9s7c4c JsJh7s4s3d Tc9h7h5h3h 
AcJs6c3h3c 8d8c5d4d3h Js8c7h3s3h Jh9s5c4d3h 
Th8s5s2h2d Ah6d5d5c4s AcKc9d4s2c 9s9d6c5s2s 
Jh9d8c6d4d 8s5d4s4d2h 9d6h4s4h3d Qh9s8s6c4s 
Kh8h5s3d2s AdTd6c4d2h KhQs9h6h2c 9h6d4c3h3c 
KcJc9c6h3c Qc8s8d4c2d Kc8d5h3c2h QdJd7d5h5d 
AsQs7h3c2d QdJd6d5s2c QhTh6h4h3s QcTc9c6c2h 
KdQcTh2s2h 8c7d6h4s3h Jc7c5d4h2h 8s6s6c3h3d 
Ad9h9d6d4d 8d6h5s3h2s Ah9d8s6c4c 9h7h6h5s5h 
AsTs6c4d2s As9d7s6s2c Ad7s6h5s2h KdJsJh7c2s 
9s9c6d5h2c 9s8d8c3s2c 9s7c5c3h2s Kc7c6h4c2h 
KsKhKdQcTs Ad8d6c4h3d AhKc6d4c2c KdQc5h4h3h 
Td9d4h3h2s KdJh7s4h4c QcJs8c5d2c Qs9s6s6d5s 
As7h6h5h5d Qd8d7d7c3c 9h9d7c4h2c 9s9h8d3s2d 
QcJs7c4h3d Kd8s4c3d3c Qd8s8c3d3c 6s5d4s3d2d 
9d8s8h7s3c Qc6s4s3s3c AdJh8s4c3h QcJc9d7c4c 
JhJd9s4c3c Qs7c6c4s2d 9s8h7d7c4s QsQh8c7c3d 
9h9d8h3d2d QsJc9s3h2d AcQc6d2s2h KdQd4s4h2c 
Kd9d5c3c2c 9d6s4d4c3c AcTh3s2d2c Th9h5s4d3c 
Td9d6d5d5c 8h5s5d4h2d As6d5s4s2c QcJd8h2h2d 
9d8h8d5d4d AcKs9s4h3s Kh8d6h3h3d Kc6s6h5c2d 
8d7h6d4s3c AdJc6c5c3s Ks9c8s7s3h AsQc7h4h4d 
9s8h8c7s4d KdJc7c6c3s As8h6s4s3c Kc8h5d3c2d 
JdTc6c3d2d AcQh8h6s2h QcJc9s7d2h Ah8h5s5d3h 
Jc8h6d5c3s As8h7c5c3d Js8s8c5h2d KcJd9s3h3c 
Qh9d8h8c2s 9s8d5d4s2d 9s7s7c6s4h 9d5s5d4h4d 
9s6d4s4h3h 9h7s6s4c3d Kc9d6d4c2c Th9h4s4c2s 
AcQs8c3h3c JdTh7h5c2s Th9c5c3h2h Tc9h5c2s2h 
AcJh7d7c2c Th9s5h3c2c KhJs5d4c3d Qd6d5h5d2h 
Qh6d5c4c2d Ts8h8d3s2h 9c6d4s4c3s Kh9h7h7d5h 
