JsTh8c4s3c 
As9h5h4s3h AdQd7s4c2c KdJs8s8c7h Ah9c8s4c2h 
Qh9c8h5d4c Ts7h7c5s5h Ad7s6s6d3d KcQhJs6s4d 
QdTh8s8d3h JsJd9h9c2s JdTc9s9h6s AhJc9s7h4h 
ThTc9c8c2h AdJc9d5s2h KsJh9s7d2d QhJsTc9h5h 
QdTs9d3s3h AcQc6h6d2h Qh9c8h5s4s AcJh7d7c6c 
Th9h9c7d6h AcQd8c4c2d Kd7h6c5c4h KsQs8s7d6h 
AsKcTs3s3h Js9s9h8h2d KdJs6s4c2d QdJcTd9d4s 
Kc6d5d5c4d JsJh6d5h3d 9h9d7d6d6c KcTs9s8h3h 
AdJsJh5c4s KhTc8c4s2h Jd9c8d6d6c KcTh9h6c2c 
QhJh9s5c2s QsJhThTc6h AsJd7s6h2h Jd9d9c5c3d 
Jc9s7s6s6c QcTd9c7h7c Qs9h9c8d7s 9s7s6h6d5h 
KdQc9h8d3h AsQc7s3s3c Td7s7h5s5d JhJc9h4c3c 
AhTd4h4c2d Ad8d7h3s3h QcTc8s8h7c KdJh9d7d5s 
AdJd8h5c2s JsJcTs4d3h AhQdJc4d3d QdQcTs7h3c 
Tc9h7h5d3c JsTh8s6d5s 7c6d5h4h3c Jc9h7h6h6c 
KhJd9h7s2s Kd8d8c7c4c Td9h8h6c2d QhQdJhTh3h 
KhQd4s3d2h 9s8h7s7h6h Tc8h6s6c5s QcJhTh8h5d 
AsKd9h7c4d KhQd9h9c4c KdQsJd9c4h AcJc8s2s2h 
JcTh9h7h5s AhKd7h3h2d QcTs8d4c3d KsQh6s6c5d 
Ac8c7c6s4d AsTh8h8c6d TsTc9d8h6h Qh9h7c6s4c 
9h7c6s6c5h KsJh8c6h6c Kd9s8s6h2d JsTs8s7d5c 
As9c8s6h6d KdTs5d4s2h AcKc9d8c5c QhTd9c4d2h 
AdThTc8h6h KsJc9h4s2c Ts8s6d5s4d KdTc7d6s5d 
AcKhJs5c2c 8s8d6s6d3d AcTc9d6c4h JhTs8c7d5s 
JdTs7s4s3d QsQhTh6h3d Js9h8c5c4s QhTc9h5s2s 
AsTs6c5c2c QcJc9s7d3s KhQcJcTc5c QcJhJd5h3s 
KsJhJc9s6s 9d8d7h6s4h QsTd9s5s5d AhJd3s2h2d 
AhKsJh8h2d KsQh6h4c3c Ah7c5h5c3h Ad6d6c4c2h 
9s8d7s6s6d QhTc7c5h3c JhTsTd4h4c Jh9s8s5c2h 
QsJc5h4h3c Ah9s7d5s5d Ac9d7d6c2d Ah7s6s4h3h 
QdTc8c7s7h Ad9h7c5h5c AcKdJc5c2h KdJd6d5c3c 
KcQdJh6s3c KcJcTs5h2d QdJhJdTd5d AhJd6s5h3c 
KhQhQc7d3s QcTc9d4h4d KsJh9h8c6d Tc9s9d7s3d 
AcQhJc6d3c KhTc7c5h2d 9c7c6d5d4c ThTc9s9d3c 
JsTh9s6h2h Jd9s8s5h2d QhTh8s7d2s Td7s6d6c5s 
QsTsTh8c4d KdTsTd6c4d Td9h9d5s3h JcTd8s7h5d 
AsKhJs6d3s JhJc7c5h2d Th8c7c6h6c Qd9s9d6c4c 
QsJh9c5c2h AdTd9c6d4s AcKs7h7d3c KdTc7s6c2d 
AdTs5d5c2c Tc9s9d2s2c KsJc6c4d2s AcKdJs5c2c 
AhJc9s9d7d AhJh9c6d3s AcKcQc6s6d QcJcTs7d2d 
KsQsTsTd7s AdTh9h8h6s QsJs8d7d4s As9s7s7d5c 
JcTd8c4h2d QcTd9c3s3d AdKs8c4c3s JsJc8s6s3c 
AdKh9s7d4d AhJh9s6c3d KdTc8c4h4d QdJc5s4c3s 
AdKsQs6s3c KcJcTc4h2h AsQs9d7s2d AhQc8s7s6d 
Ks8s8h7c6d 7s6s5d4h3h Ac6s6c4d2s AsJs9h8c4s 
AsQdQc6h3d AcKhQh7s7h AsKc7c6d4c JcTs9d6c2d 
AhJh9h8c4d Kh6s5s5h4s AdKh7d6d3c Kc7h5c4s3s 
QsJh8s6d3h Jd9d6h5h3s AdTc8s7c4h Jc9h7c5h3d 
KdJs8s8h7c KhQs9d5h2d KsJs9c7s5d QdQcTh7s3c 
QdTd7h7c4c KdJsJd2h2c Kc9s7c5c4s AhKdQd6d3s 
AcKcJc8d4c JdJc8s7d5d QsTs9d6d2d Ks7c5h4c3s 
AsKhQd2h2c JcTs7d6c5h JsTh5h5d3d KhJc9s8h6h 
Td9c6c5h3d KcQdTh7h2d KhQs6c5h2c QhTc9h5d2d 
KdTc9d7d5h AcQd9d7d6s Qh9d6s5s3h QdJdTd4s2s 
Tc9s8s6d2c KhJh6h5d3d KsQsJsTd5s AhQc8d4d4c 
Kc7d6d6c5d AsKc9d4d4c QsTs9s6d5c QcJhThTd3h 
AsKh9c7d5c AdQdTd9d2c AdKdJh8d2c AsQcJc6c4d 
Ad7h6d5d4s KsJd9h9c6s Kh9s7s6s3h Tc7h7c6s4s 
JcTh8s5c2s QcTc9h7s2s AhQsQc3d2s AhJsTc6s5s 
KsTd7h7d4h Ac8s7c5d3h KhTc9s8s6s JhTd8c7s5d 
KhQd9s8h3s AcJd6h3h3c QhJcTd7c2d KcQd8s7d2c 
Ks6d5h4s4h AcTh9h8h6s QdJs8c7h6s Ad6d4s4h3s 
Js8d6d5s4d KdQd8d7h6c Qs9h6c5c3s JhJc7c5s3s 
Th9s7c5h3s As9c8c3h2s 8c7s6s6h5c KcTh9s4s2c 
KsQcJs9s5h QhTs8h7h6h KsJd8d8c7h Kd9d8c7s4c 
KsQcJdJc3c JdJc9c2d2c JhTd8h5c4s KhQs9s9c7d 
QdJh9s6h3s As9s8c4d2d KcQc6d4d3d KdQdTdTc7d 
AsQd9h6d5c KcQh7s6c4d Tc9s6c5c4s KdQs9s7c6s 
Qs9h9c7h7d KhJhTh5d3s KsQhJc8d5h KsTh9h8d3d 
Jd7h6d5c4h KsKc6c2d2c KdQh4c3h2d AhKdQd7d7c 
KhTs8h6s3h Ts7c6s6d5c AdJs9h8h5h AcKs7c3s2c 
Th8d6s6h5s KhJdTsTc6c Kc9c6h6d4d QcJhTd6s6c 
QdTd9h7c2c KsQd9h8c7h QsJc8d7h6c AhTs9s6d3d 
Tc9h7h5c3s JdTh9s6d4c KcJs9h8c6c AdJhTd4c2d 
AsTc9c5d3d KdQsQd7d4c AdTs9s5c3c KsTh9s6c4d 
9d7d6s5s4d AcTc6d5d2d Kc7h6s4h4c JhTs8h6c5h 
QcJs8s7d4d KhTc7h6d2c AdKhJs5d2d QcTs7d5c3d 
KdQcTs9c2h AcQcTs3h3c KdJc9d7s2s JcTd9d7s2s 
AdJd7c4c2c AsJhJd4s2c JcTh8c6d5c QhJsTd7s2d 
QhTsTc5d4h Kh9d7s6h5h JsTs9h7s6s JdTc8d5s4h 
AhQd9d7s6d Ah9s6c4s3h KdQd5c4h2c JhTsTh6h6c 
JcTd8h5s4c KsJs9h5h2d 7s6d5h4d3h Ah9h8s6d6c 
AsQhQd3c2d AdJs6s4d3d AdKd6h2h2c KhQc9h9c2c 
As9s8c4d2c QhJh6d4c3d QdJhTc6s6h JhJcTc4s3d 
Kd6s5d5c3s KsTs7h6c5s AdQdJh8s2d JsJc6d5c3d 
QcTc9d7s2s KcQcJc6c5d AdTh7d3h2c JdTs9h6s5c 
9s9d5s4h4d KcJh8c5s3s AdKhQc3s3c TsTd6s6d3d 
JsTd9c6s5h JcTd7d4c3d KcQhJc9c5s KhTd9h2d2c 
KcQcTd4s3h Jh9h7c5d3d 9h8s6d5s4d QdTs9h7d5c 
AdJd7c4h3s JsTd9s9h6c AhKhQd6h4h KcTdTc3d2h 
KsJdTc9c2h QhTd9c7h5s As7h6s6h3s AdJh9s9c7s 
9d8h8c7s7c Ad6s6d4s2h Jh8c6c5h4c QdTh8h7s7c 
JdTs8s7c3c KhQsQh7c4h QsJsTs9c5d JhTc7c4c3h 
AdQc7c6s5h Kh9s7h5s4h AhQhTd3s3h AhJc7c5d3d 
KsTsTd6h4s AsKhJs5s2c KdQs9c5c3s KsQsQh7s4d 
JcTs8h5c4d AcQs8s7h4d JdTd9s7d6d 8s8h6s6d5c 
QsQhJh5h4h QdJsTh6d6c QhTd9h5h5d Kc7h7c4h4d 
AcTs6h5c3d AcTd4h4c2d JhJd7d5c3c QdJs8h5s5h 
TsTc7c5s3d AdKdQc6d4d 9s9h6s4s4h QhJc7h5d3d 
AsQc8c7d4h QcJdThTd5d 9s9d8c6c4d AhTsTc9d6c 
QhTd7d4s3h 9s7s7h5d4h AhKsJs8d2c QhJdTs9c4c 
AsKhQh9h6h JdTs8h4d3h TsTh7s5h3c AdJh6s5h4s 
JsTc9d8c6c AhJcTh7h2s KsQsTd4c3h KhQsTh9h5d 
AdQc7c2h2d QcJsTd6s6h KhQc6s4s4c Js9c7s6h4h 
QsQc7c4s3c Qs7h6h5c4c AcJs8d7d6h KcJsJc4h4d 
AhKs7d3s3d KcQd7c6c5s 9c8c6s5s3h KcTs5s5h3c 
AdJhTd4s2d QsTsTd9h4c AcTc8c7s7c AsKs5c4d3s 
QsJh9s8s2h QcJsTsTh6s TsTc7h7c4d AhTs8s8c6d 
KhTs9s8d3d Ah8h7s3s3d 9h7s6c5s3c AsTc9c6h3h 
JhJcTh2s2d Jh9s8h7d4s Ah7c5h4d3s JsJdTs6h4s 
JsJc4d3s3d QsTd8s8c3c QcJdTc8h3s KcTd7d5c2s 
KcJhTs9d2s AsJhTs7s2d AsQh8d5h2d AcQhJs7d6d 
JdThTd4s4c AcQc6h5h2c Jd9s9c5d3s AcQdTd9d2h 
AhJc4h3h3c QhTh8c6s2s JcTh9c6d2d Tc9s7c5s3d 
AhQh9c5h2c KcQh7d6h3d AcTsTh9d6h AsKhJh4h3d 
Jd9s8d6s6d Ts7d7c5s5c Ts9s7d5h3h Jd9d6s5h4s 
QhJhTd7c2c Kd9h6s6h3d Td8c6d5c4d QcJc9d8d2d 
9d9c7h7c5s 9d7d6h5d4h AhTh8h7d3s QsJs9c8s6d 
JhJd5s5d2h KsTs9h7s5d Kh6d5c4h4c AsKs7d6s5s 
JsTd5d3s3c QcTd9s7c5h JhTd8h7c5h KhQc9s8d7s 
Qh8c7c5h4c JcTc9d4d2h Qs9c8s5d4d KdTs9h8h6h 
JsTd8h5s4c AhTh8s7h2d JhJc5d5c2h AcJcTs5c2d 
QcJc9s4s3h Ac9c7h4h4c AdJd9c5s2h 9c8s7h6h4s 
QsJd8s6h3d QhTh9h7c3c AhQc8h6h6d AdQd6s5d4c 
QcJc6h4d3h QcThTd3d2c JcTh5s5h3s KsKcQh8d3c 
Kh9d7d6d3h JsTc5s3d3c AhKd7d6s4d JhTc9c7s2s 
KcTd5c4d4c QdTc7c4h3d Tc7s7c6h4h Tc8d7c5c4d 
Jh9d7h7d5h Ks7c5s4d3d AdJhTs6c5c Js9h9d7h4s 
Kh6d6c5d5c QcTc6d5s4h KdJdJc8s4h AcKc9h8c4d 
QcTd8s5c3s AcKhJh8s2d KsJdTc9s2s KsJhTd8s2c 
JsThTd8h4c KhQhQd7h4s QcTs9s3h3c AdQd9h3h2s 
KcTc9d5h2h KcQsTh7h2s JsJhTh6s2s KhJc8c7d4d 
Ah9h6d5s4c KsTh5s4h2d Ks9d7h6s5s 8s8c7s4d4c 
AcTc6s5s2s KcQs8s7c2h AcQh8s5d2c QsTh8c6d5h 
JcTsTc9h3d KdKcQd6h2d KhTc6c4h2d KhTc6s6c4s 
9d7c6s5c3s AhJc6d4d2h KcTc9d8c6c JcTs8s6d5h 
Jh8h7s7d5s QdJcTsTc6c AdKh7c4s4h QdJsTsTc5s 
QhQd9s8c5c QdJc9s5s2c JhTc9h6d5s JdTc8c7d2c 
AdQhJc4h3h 9s9d7h6s6c KdTs7d4d3s JhTd8d7h2d 
JhTdTc9d6d AhQdJc7s6s QcJs9d8c5h AdQsJd6h6d 
QsQdTs6s3h AhJd7d5c3c AdTs6s6c2d AdKhQh6h3s 
AsTs8h7s2d Ad8d5s5c2s QsJs8c5c2h 9s9d7s5c3c 
QhJd7h5c3c Kd9c7d7c3s 8h7h6d5c3d Ts9c7s6s3c 
QdThTd9c5s Ks8d7s5s4d Jc9h8c7s4h AhTh6d6c4s 
Jd9s7s5d5c AhQh9d5h2d AhJh7c4h3c QhJcTh8s3d 
7d6c5h4h3d KdJd9h5h2c QhJcTs6h6d ThTd6s5s3h 
Jd9s8c5c4d JsTh8s4c2h KdQd8h8d5h AdQhJd6d6c 
JsJc5s5h2c Jd9h7d5s3s QdTh9c7d2c AdJc7h7d6d 
AcJcTc5d3c AhQh7d4c2c AcTc9h6c4d AcQdTs5s4s 
JsJd7d5c3c 9c8c6h5h3s TdTc9h8h4d JdJc6s5d3s 
KsQcJs7c2c JsTsTc9d3h KcTc9s5h2h AcQc8s6s2c 
8c7c6h5d3h Jc8c6d5d4c QcTc8h5h2d Qd9c6h5h5d 
Td7d7c6h4h As6s4d4c3d Td9s9c2s2d TsTh6h5s3d 
KdTd6c5d3c KhTc9h6s4d As7d5s5d3s JcTc9h4h2s 
AhQd4h4c3s AcTc9s8c5c AdQd7h4s2s JcTh5s3h3c 
AhQh6s6d2s Ad9s7h5s5h AsQs7c4c3s JdTs8s6c4h 
Kc9d8h7s5c AdKh7c3h3c Jd9s8s8d5d KhJsJdTd2d 
KcJsJh8s2h KsJsJd2h2c KhTd8d7d2h JhTs9c8h5d 
Ts8h6s6d4h QcJs9d6s2c JdJc7d5c2h Td9c7c5d3s 
KdQs7h5s3h KdJsJd9d5c QdJc9h6c5s KsKc6c2h2c 
QcTc9s7h2h JdThTd6c5d AcKh9s8s5d Td9h7d5h4d 
KcQd8d7s2c Jh9s7s6s6h AsQh9s8s4c AhQh5s3s3h 
KdQsTs5h3c Kh7c6d4h4c AhKh6c2s2c KdQhJd8d7d 
AdKh7s7c3d KhTd6d4h2c Jh8c6c5s4s KsJs7h6d5s 
Ac9d6h4d3c Kd7s6h4s4d QsQhJh5h3c As9s8d4h2h 
JhTd9s8d6d QsQdTh7c4h AdQsJd7c2h JhJd6s5d3s 
QcJh8d7s6h QhQc7s7d5d Ah9h7c6d3s Ac8c6h4s2s 
AdJd7h6c2h AdJd9d9c6h KhJh9d6d3h JdTc9s9h6c 
QcJh7h5h3c QsJs5h5d3d QhTc9d7h2d AdQs8h4s4h 
AhJs9c4h3d Tc9d8d7c2s KhQsQc6d4d KdTd7c6s5d 
Qc8c7s7h5h KcQc8s8c5s Ad9h5h3h3d As6d4s4h3h 
AsThTd6s5s QcJcTs7h2h KhKc8h5h4h Td8h6d6c5h 
Td8h8c5h4d KcQhJs8c5c AcQd9h8d5d Ts9s9d4h3d 
Qs9h6c5s5h KsKc8h4c3d KsTh8d4h3s JcTd8c4d3c 
QdJcTc7c6c JhTh8h8c7h Kd7c5s5d4s KdQhJd9d5s 
JhTs9d9c6c 8d6s6d5c4s QhJhTsTh6d Qs9s9c7s7h 
KdJs9h9c7s AcJc9h8s4c Kd9c7c6c3d KhQd5s4h2s 
KhJs9h7h5c QsQd9h9c4s Ac8c5s5d2d Ac9h6s4h3c 
KdQs9c7c4s JcTh8s4s4h 9s8c7s5c4c Kd9h9d8h4c 
JhJd8s8c5s KhQsJc8d5s QcJd5s4s3d KdQd9h6s2h 
AhQsTs9s2c QcJhTd9s4s QsThTd3h2s QhJsJd7d6d 
AsKh9h7h7c KsKdJc3d2d KdTh8d7d3h Kc8c6h6d4d 
KhTh9d5d2d KsKhQs6d2s QsTc7c5s3c AdKs5h4d3d 
KcQsTd9s2h Ac7c6s5h4c KsTh9h4h2s Ac9d8d4c2s 
QhTs8s7d7c KcQs7h6c4d KcQh6d4h4d AhJd6s5s5d 
JcTh9h7s2s Js9s9d6d3c KhQs8s6d5c QsQc6s3c2h 
KdJd8c5h3h QcJc5h4c3h KdTd9s5h2h JsTh9s6d2d 
KhKd9d6d2s QcJcTc9s5d AdKhJd8d2c KdQd7d6s5h 
AdQc9d8d4h QhQcJh5h4h KsKdQd8c2h AdJd7s4c3h 
KhQc9c5d3d JdTs9d7h5d Qc9h7h6d3c QdJdThTd6s 
KdQdTsTd7d AsTs8s6d2d JsJh7d4s3h AhJh7s4s3h 
Qd8s8d6h4h JhTdTc8s5h QcJs5h4h3s Kd7h6s4h4d 
Ks6h6d5s3d AsTs8h4s2h Jc7s7c5s4h Jc9s7s6c4h 
JdTh8s4s4h ThTd7s7d4c Ts9c7s5h3c Kh6h5s5d3d 
Ac9d6s4d3c AdQd8s6c4d 9s9h7h6h5c Qd9c7c5d4s 
KsQhJhTh5h Qh8h7s6s4s KhQs8h7h6d Jh9h7c5s3s 
Ah9d6d5h2d AsJsTd7s2c KcJd9s4d4c AdQd6c5d4h 
JsJh4c3h3c JhTd8h7c4s JhTh8h8d7h Ah8d7s4s2h 
AdJd9s4c3h QhTc8c6h3h Th8s6h6d4s KhTd6s5h2d 
KhQc7h5s4d KsTh7s6c5s Qd9h8s5d4s JcTd9h6c4s 
QsJdTh7d4c QsTdTc6s4h QdTc9s2s2d JsTsTh9d3c 
JcTdTc6s5c Kh6s5h5c3s KhJc7d5h2c KhJsJd9h6h 
KcQdQc7h3s Qc9s8d5s4c QhJc8s4h4c QsTd8h8c7d 
QhTh9h6s5c QhQdJc8c5c JdTc7d5s4h KdQcJs8c5h 
AdTc8c3d2c AcTc8h8c6c KsQhJsTs4s 7c6s5s4h3c 
JhTs9h6d2d QhTs8c4h3c KdQc9s5d2s AcQdJc6h3c 
AdQd6s4d3s Tc8d7d7c4h AcJc7s7d2d QhQcJc5c4c 
Qd9h9d6s4s KhQsJh8h7h 9s7c6c5c4s AcJcTh7c2s 
KcQh9s8h7h AdKs6h6d4d AdQcTh5s4s 7d7c6c5s3d 
KsTc9s7d3h 9h9d7d6d5c KhJsJd8d2s Td9s9d8s4c 
9c7d7c5h4d AcTh8s7h5h QdTs9c7d5h 9h9c7d7c5s 
AsQdJd6h4d KhJh8c5d3d KsQs7c6s5h AcJc9d6s3h 
AdQd8c6c2d Qs9s9h8d7c JdTh9c6d2c QhTd8s8h3s 
AdJd8c3c2s AdJcTs7s3h Jh9s6c5h4c KcJc8h5s3s 
QdJd6h4s3h QdTd9s5s2h Qs9c8s5h4h JsTc9h4s2h 
Ad7c6c4d2h JcTs8c6h5c KhQc7s6h4d Ks7d5s4h3h 
AsQh9h7c6h KcJh9h5d3d JsJd6d4s3h QsQhTc7d3h 
KcQh9d8h7h Ah8s8h2s2c QhTd8s8d3h Ts9d7d5s3c 
JcTc8s8c7c Ad9d8c6s6h Kc9h8h6s2c Kh8d7s6s3h 
TdTc9h4h3c Ac8c6h4s3s AhJcTd6c5c 9d8d7c6h4c 
Kd7c5s4c3d AhJs8h4c3d 8s7d7c6s4c 8h7d6d6c5h 
JsTh8d8c6h AhTs7s3d2h Ac8c6h5c3h KhTh8s7s2s 
AsJsJh7d3s QcTh8h8d3c JcTh7s6c5d AsQs9h8s6s 
9s9c7c6h6c KcTc7h5h3c AsTd8h5c2s Qs9c8s5c4c 
JcTc8c7d5s KsQc8s7s6h Jh9s7s5h5c KhTc9c8s3s 
JcTc6d4s3d Jc9s9h7h4c KdKc8c7c4c KcJcTc5d3s 
Jh9c8c5s2h 9s8s8c6h4c As7h7d6d2s JdTd7h6h3h 
AsKd8h4h3d Kh9c8c6d2h Qc9s7s5c4d QsJhTc6h6d 
KsTs7c6s4h AcThTd8h4s AsJhTc5h3d QhTh9c5c2d 
QhTh8s5d3d AsJsTs5c3s Ks7s7d4d4c AcJh6c5s5d 
KsJs9h5h2c JhJdTs6c5c KcQh7d6d3h KsQd6h4h4d 
8c7h7d6c4h AsQdJs6s6c QdJd9h4h3s QdQcTh7s3d 
AhKdQs2d2c Ad6h5h2s2d Jc9c6s5d4s KhJd7d5c2h 
QdJh6d4h3h AdTh8s7h4c AdTd8c7d2h KdTc6s6c4s 
Qc9d7d5c4s AsJdTh5h5c QdJsTc6h6d Jd7c6d5s4c 
KdQs9h9d4h JsTd6d5h3h Ah9h7h7d5c JhTd8d7s3s 
9s8c7h6d5s JhJc8s8d5d QdTs9s3h3d AsJh9c4s3d 
AsKdTs7s3s 8c7c6d5h3d Ah7c6c4h2s Kd7c5d4s3s 
Ah7d5c4h3s KcJd9h8d4h Tc8h6s6c5h KcQh7s6h3s 
AsTs9c6c2s KsJc9h4s4c KdTd6h6c3h QcJsTs7s5h 
AhTc9c8c6s Ah9h8s4d2s JdTh8s4d3s Kc9s7d7c6h 
QhJdTsTc2s KsQcJs9d4h KsTs9d5d2d JdJc7c5s3s 
KhQsQh7c3d JhJdTc6s5s AhJh7s7c2s JhJc4h4d2c 
AhKdJc5h2h 8h6h6c5d4c AcKc7c5c4d AhJs6d5s5d 
AcKc9c7h5c JcTh9d5d2h KcTs9h4h2c AcJs7c4h4d 
QdJsThTc2c QdJsTd9d4c Tc8s6c5s4c QhQcJd9s2c 
Ts9s9d7h6s AhKc7s7d3h AdTd6c4h2c AcKd7c3d2c 
AcJh8d7d3h AcTd7d3s2c KhQdJsJd3d 9h8c7h5c4c 
JcTd9s8c5h Tc8h6c5h4c JsTh8c6d4s KcTc6h4h3c 
9s8s8c5c4h AsKh7h3s2s Qc9d6c5c3d KdQc7h6h3c 
AhKhJs6h6c QsJdTs7s7c AcThTd8h6h Ks9d9c7c5d 
AdJc8h7h6s QcTc8d5d5c AsTh8c5d2s KsTc7c5s2d 
JdJc6h5d3h KsQhJc6c4d AhQh9d4h3d JhJd9d2h2d 
As9d7s7c5s Jd8d7s7c5s KcJd8c5s3s 7c6s5s4c3h 
Js9d8s7c4d QcJdTc9s3c Kh9d7s7h6c JdTd7s4s4c 
KdQh9h7s6h TsTc8s6c2d Kc6d5s5c4d 9h8h6c5s5c 
AsQd8c4d4c As7h6d6c4s Ts8d8c4s4d Tc9d8s5c4d 
QcTh8s4s4c AsQs4h3d2d KhQdJs6c5c AhTh8h7s3c 
Kh7c6s4h4c AhKhJs8h2d QsJs9h8h4s QsJhTh6h4d 
QcJhTs7d4h As8s6d5h5c Kh7d6c4h4d KdQsJs3c2c 
ThTd6s5s3d KhKd8s4h3c AcTs6s6d2c AdQc9s6c5h 
AhKsJc5h2h KdQcJc3h2h KhJs8c5c2h KhJcTsTd6s 
Js9d7d5c4c Qh9s9d7d7c Th9d7h6h3d AhKhJs8h2c 
Qh9s9h6h4s KsThTc9s4d QdJc9h9d2h 8d7c6d6c5h 
KhTc7h6d5h AsKsTs6d4s KcTh7c6d2h 9c7s6d5s3d 
AsTc9d7c6c QsJcTd7h4c AsQhTd8c2h AhJc6c5d4d 
KdQh9d9c4c As9h8s5d3c AcKc5d4s3c AdKdJd8c3h 
Ad8s7s6c4c 7h6c5d4h3d AsJd8s4c3h KcJc6d5h4s 
KsQc8d7d4c 7d7c6d5h3c QdTs9c4s3c JhTsTc9c4d 
AcKc9s8c5c TsTc9d8h6d AhJh9d4c3s Qs9c6c5s5c 
Ac7s6d6c2s AdJc6h6d4s Jd9d6s5c4s Jd7h6d5s4h 
Js8s7s7d6d AhKcJc8s2d QcTd9h7c5s 7s7c6c5d3s 
KsQcTc8h4d JcTd8s7d3s JhTs8d5h4c JdJc7c5d2h 
Ts8h8c5h5c QdQc7d6h4d KcJc7s6h5c JsTh8c5s4d 
QdQcJc8c6c Ad8s7d5c3h KdJd9c7h7d Ac9d8d3s2c 
Qh9s8h6s4s KsQdTd5h3c Th9c8s5h4c Kd7h5d5c4c 
AdJh9c8h5h Ah8c7h5s3d JhTd6d5c3c QdThTc3c2d 
AcTh6c4d2d Qh9s8h5c4c Tc9s8s8d5c KhJc8h5d3d 
Jh9s8d6d4h QsQhJs8s6s QsTc9h6s4d Jc9s9c5s4s 
QdTc8d7d6d QhTd9h6h5c QhTc8s4h3s Td7c6d6c4h 
JsTd8s7s2d Ac9h8c6s6d QhTdTc5s4h KsQcJs6d3h 
TsTd8s6h5c JsJc7d4s3c AcKs9s7d4h AcTc8c7h7c 
AsKc7d4h4c 9h9c8d6d4h JhTsTc5d5c KdTd6s4s3d 
QsTh8s5d2h KhTd7s7d4s AdKs7c3s3c AcJc7h6s2h 
Kh9h8s7c4s Tc9h8h6d2c 9d8d7h6c4h KhQdQc8c5c 
KdQd8d7s6c KsQd9s8s4d KsJc8s6d2c Ad8d7s3s3h 
KsJs8h8d7s JhTd9c6c2h 8s8c5c4s4c Ah8h7h6d4c 
JcTc8s7s3c AhJsJc3s3d JsTc5h3s3c As6s6h4h2d 
Qd9d7c6s4c KcJs9c7c5d Ac8c7h4s2s AcQsJc6h2d 
ThTd9s4s3h KdTh9d7d5c AsQhJs6c2d Kd9c8c5c4d 
Kc7h5h4c3d Qc9h8c6h4h Ad9d6c5c2c KcQdJs6h3c 
AdJh6h4d3d AhJcTc4d3s KcJs8s8c3h JhJd9s6d5d 
Kd7d7c4h4c KdQcJh8s5c Kc9h8h7c2s AhQc7c3h2d 
KhQsTc9s2d Tc8s7c5c4s 9h9d7h5d3d KhTc8c4d2h 
QhQcJs8s5s AsQsJd6c3s AhKh6d2s2d TsTc7s7h4d 
KsJc9h9d6s QsQdTd5h3d AdTs7h6s3h QsQh8d7d2s 
AhQsTc4d3s KdTs6s6c4c KsJd9s7c5s 7h6d5s4h3s 
AhJh9s5d2c QsQhTd7c3h KdJcTs9h3c 8s8d7s4d4c 
KsJs7c6d5s KcTh8d7c5c 9d8c7d6d6c As8d7d6h4h 
JdTs9s5s2d Ks8c7s5s4c KcTd8c7c6c AdJc9h8s5s 
KsJd9h4s4d 7c6d5h4d3h Kc7d5d4c3s 9h9c5s5h4s 
KdQh9c6d2c Tc9d8h5c4d KhThTd3d2c QcTs9s7h3h 
Qh9s9d7s7c JsTc8c7h3h QsJh9c6h5d Ks6h5c4s4c 
AdTd8d6s6h Ad8c6h4h2d TsTc7d7c4h Js9c8d5d4s 
Ah8h7s3s3c AcJh6d6c4s KdQs8c7s2d QsTc8c6s3c 
KcTh9h8d3d KcJsTh9d5h AsJcTs7s2h AsTd5d4s3s 
QdQcJdTd5d KhTh7d6c5h QdJcTc7c5s AcJc8d2s2d 
KcTh8d4h3c Th7h7d5d4c AcQd9s6s3d QsJcTh9s5s 
KsQd9d9c7h KcTc7s6c4h KdTh8h4c2d AcKhTd8h3h 
KcTs6d5c2s KhThTc6d2d AhTh5c4c2c AdQs9s8h5s 
AhAdAc8s2d AdQc8c7h4s KsQd9s9c4c Qh8s6s6h4d 
AsQc6s5s4d JhTc6s5c3s TdTc7d4d4c AcKc8c6d2d 
KcQc8d8c5d JdTs9d7c5d Kc9d7s6s6d KdQd8s5d4s 
9c7c6s5s4c AdJh6d6c4s QdQcJh8h5h AsKs8c4h4d 
KsJsTd5h2c Qs9s9d7s7h KhTsTh6c2c AdJd9d8h3s 
QdTs7s5d3s KhJh8c7s3s AdJcTh6d3d KcTs9d9c6c 
KsJc6c4c3s AcJd6h4h2c KdTc7s7c4s KsTs8s6h4d 
AsKh5c2h2c KcJsTs3d2d QdJcTsTh5s AsTs8s7s7d 
JhJdTs8c5c AhJd6d3h3d JcTh9d8c5s QhJc9h5h5c 
JhTh7s4s4d JhTd8d6c4s Jc9c6s5h4s AhKsQh9c2h 
Qd9h8h6d4h KcJd9s8d4s QdJh8c6d2h KsKc9c8h2c 
QhJd9h5d2h QhJdTsTd3d QdJsTh9d4d AdQs8s7s6h 
QcTs7h5c3h Ah9s7c6h2c KhJhJd4s4c KhJs8s8h3d 
AdQdTh3s3d TsTd9h9c5h 9h8h7s6s3d AcQsTh5d4d 
Ah9s8c4s2h KsKh7c2h2d QdTh8s4h4d Jd9d6c5c3s 
JsJcTc8h2d QcJc9d7c6h AhAdAcTd2d KcTh6h6d4d 
KhJh6c4s4c AsQsJd2s2c KcTs7s7h4h JhTs7c6d5h 
