AcJd8h4h2h 
Qs9c8d7c3c 8s8h5c3d2h Ad8d6d4c3d Kc9h8s6d2s 
KhJc5c3d2s Qs9c6h3d3c Jh6d5s2s2d Kc8d4d3c2s 
Kh9c8d7s2d Kc6c5h3c2d 7s7d6h4c2d 9h8d7d3s3c 
KsTc9s3s2s Ah9s5c4s4d Qd8s6c5s2s Js7h7d6d3d 
Js8d7c5d2d 9c8s5d4d2h KhQs9s4c2s 9d5h4h3s2s 
Ks6d4s3s3h 7c6h5d3c2s AsTs6d3c2s Td8d7d6d3d 
Qh8c6s6h3h Qc8h6c3h2h AhTc8s3d2c Kc7h5s5d3s 
Qh7d6s3h2s 9h6s6c4s3d Qc5s3s2d2c AcTh9h6h2h 
AcKh7h3h2s Tc9c7h2s2d JdJc5d3d2s Jh8s5c4c2d 
AcKc9c2s2c AsJc6h6d3h Kc9s9h7c2c AsJc7s4s2s 
Kd9h8c7s2c 8s6h6c4s2d KhQh7d3h3c Jc9d8d3s3h 
Jh6s5d2s2d KsQd8d6d3d Js8h6s3h2d QsJd6c3h3c 
9h5h4d3h2d Qd8s6h6d3d Qs6d5c3s2h JhTd5d2d2c 
KhQs8d4h2h Qc9s6d4s3s Ts8s7s4d2c KhQh8h5h3s 
KsJc9h3d2c As7h6c2h2c Kd8d6d4h2c AdKh9s2s2c 
KdQh6s4c2c Th9s5d4h2c KcQs9s5s2s KhTd8h2h2c 
Ks9h8c6h2h Kc9h7d2h2d 8h8d7s4c2h KcQd6h4s2s 
AhTh4d3c2h Td7c5c4c3c Qh5d3h2s2d Td7c6c3d2d 
Td8s7h5s2s 7c6s5h3d2c KdQsQdQcJh Qs9s9c8s3s 
KhJh6s2d2c Ts6c4s3d2d KhTd5s5h2h AhTd7c4c2s 
Jd7d6d4c3h Td7d6d4d4c 8d7s7c4d3h 9s6h5s3d2c 
Jc9c8s4c3h Jd8d6c4h3d Jh9d9c6s2s Kh9c6h3d2s 
Ad9s5s5h3c Jh9d7c5s2s KhJhJdJc7c Kd9c8h6c2c 
AsKd8h3h3c Jh8h6c4s3h AsKc7c3c2d Qc8s6h4d3h 
QcJh7s4d2c AdJc6s4s3s Ah9h4s3h3c AsQs7c3d2s 
8s7c6c3h3c JcTc6d6c2h KhQc9s4s3s Qh9s8s7s3d 
6h5h4d3s2h Jc7d5c3d2d KhQs4s2s2c QhTc4c3d3c 
Kh6h4s3d2c Qs8c6c5c2d KdQs9s5s2s Ks9s8c6s3s 
Qh9d8s4h3c AdJd6s6c2d 7h5d4s4h3c Ad9c7h3h2c 
AsJc7c4h2d Qc9h8d4c3s KhTd9c3d2d AdJh9c4s2c 
Js8h5d4d2c AsJh9d4c2d QdTs7d6d2d 8h8d5c3s2h 
AhJs7d4s2c Ts9d6s3c2h AdQh8h4h3h 9d9c7h2s2h 
7c6h6c4s2c As9s8c4s3s 9s8h8d4c3s KsKdKcTh7d 
8h6h5h2h2c Tc9h5d4c2s 8h7s7d6d2d Qs8h7d5c3d 
Kc9s9h8d3s 7h6c4c3h2c Qh5d4d3c2c Qh8s6s5s2c 
Qs7s6s4d4c 9h6h4d3c2d Jh8h8c7h2s Th8s5d4c2d 
8d7s7d4d2h QsTh7c6d2c Kc9h6h3d2d QcJc9c4h4c 
Tc9c7d6c2c 6s4s4h3d2h Qd7s5s3s2d 9h5s4s2h2c 
Ah7c6s2s2c Ac9h9d2s2h 9h8d5s4c3h Kc9h8d7h3h 
Ks7d5c2s2h QsTs8s3d3c Js9c6h3d3c 7s5s3h2h2d 
KsJc9c2d2c Jd9d5d3d3c Ks9c8d8c2h 9d8h5c4s3d 
Ks8h7s7d2s 7h6c5s2h2d JsJd9s3s2s 8s7d6s3s2d 
KhQs9s5s2s Tc8h7s3s2h AhJh7h6h2c Qd6s5s5c3h 
9s7s7h6s2c KsTc6d3h3d Jd9s9d4h2d Qs8c7c6c3h 
QsJs8d3c2h Qs8h7h6h3c KsQh5d3c2c AcTs5s3s3d 
KdJs8h2d2c Jd9c5c4c2s Jd9c6h3s3c Ac9s9c3d2c 
ThTd7c4h2s Ah9c4h3h3d Kh9h9d4c2s Qd8d5d4s3h 
Jh6c5d2d2c As9c8c4d4c AsQd7d3d3c Jd8h7s5c2s 
6c4d3c2h2d Kc9s7s7d3s KcJs9d3h2s QhJs5s4s2s 
Qc8d7c4s4h 6s5s4h3d2s 9s9c5h4d2d KcJd5s3h2d 
Ts9h9d3h2h 7c6d6c4h2c Ks8h8c4h3c Qd9c8s8c3c 
Kc9h9d8s2h 9c8h7d7c2c 9h6d4h2s2d AcQd4h4d2d 
QcTs8s3h2d 7d6c5h2s2d Kh8h6h4c2d Qd8h7s7d2c 
Ac9s7d3h3d 8d6s6h4h3h 9h9c4c3h2c KdQc5s5h2s 
KhQc8s8c3d Qc9d5s4h3d 7s7c4s3c2s QhQd8c3d2d 
Jc7c6d4d2c QdQc7h3s2d QsTc7d6h2d Jh8d5d4c3d 
Jd9d6s4c3d As9d5h3h2d KcJs9h3c2c 9c8s5d4h2c 
Kh9s9c7h2h Ad9d9c3s2d Js8c4s3c2d 7s5s5c2s2d 
8c7h7d6d2d Ah7s7h3h2d 7s6c5s4s2s Kh5h4s3h2d 
Js9h7d4c3d KhQc3s3d2c QhJs9s3d2s Ts6s6h3d2d 
KdQc8d4s3d Kh9d9c7s2c Jh6h5c3h2c AcJs7d6h2s 
9s8h5s4c3s Jd9h7c5h2h 5d5c4c2s2h 9d8c6h2s2h 
Qh8h5s3s2h Kd8c6s5c3c Jd8h8c4s3d Qh9h9d4c2s 
Qs8h5s4s2c QsTs7s4h2d Qs9d6h4d3d Kh9s4c3h3d 
5c4s4d3s2c Jc9c8d8c3c Td5h4s3h2d Jh8c5c4s3c 
8h7h5h3s3h KhQh9h7h2d 9h8s7c4h3d KsJs7d3s3c 
TsTd7d2d2c Kc9s8d7d3d QdJd8s2h2c Ad8c7c3s2s 
KcJc4h3c2d KdTs3c2h2d Ac8d7s4d3h Ts8d3s3h2h 
Qc7d4h4c2h QcJd9d3s2d 9c8d6s2h2c Js9d7h6s2s 
Qc7s6h4d3h Kh7c5s2h2d Qc4s4d3s2c As9h9c2h2d 
QsTs6s6c2s 9s8h8c4c3d Kc9c3s3d2s KhJc5s5d2c 
Kd9h4c3s3d QsJc7s4d2h KhJs6s6c2d AcJs9h3d2s 
9h7d7c5c2c AdTd4h3s2d Th9c7d2s2h Jd9c5c4c2h 
Ks6s4h4c2d Qs7c5d4c3h QdTs4s3s3c JhJd5h3h2c 
9d8d5c2s2h JcTh4s3h2h Qd8c6h5c2c Kd8d5h5d3s 
Qc7d6d2d2c KcJc8d6c3c Tc9s9h3s2s Jc8h6c4d2s 
Qc7d6d4s2s Kh9h9d2s2h Ad7s5c3c2s Ac8s8d6h2s 
9c6s6h4d3h Qd9h6c4s2d KdQd8d3h2h 9h6c4h2s2c 
Ah9c5h2s2h QcTs6c3c2h Th9h7c2s2d 9s9d7s4h2c 
Ah8s7s3d2d Qh8s5s3h2h AsTd9h3h2c 9h8h6d2s2c 
Th9c6d4c2s Qh8c6c5c2s Jd9s7h4h3h TdTc7c2h2c 
AsTs8h3s2s Js8s7d4s3c Td8c5s5h3s KcQs3h3d2s 
8s6h4s3s2h Th8s3h3d2s Qc5c4s2s2c AdKs9s3s2c 
8h7c5s5d2h Jd7d6h6d4d Js6h4c3c2s 9c8h5s4d3c 
Jd8c6s3s2d JsTc6h3d2s Tc5s4d3d2c AsJd7s3s2h 
Qd9h7c3s3d Kh6h4s4d2c QsJh7s5d2s AdJs5h5c2s 
Ad6c5h4c2s QdTs8s3h2c KdJs8h8c2s AcKh9d2s2d 
KsQh8h8d2c Tc8d3d3c2h KdQh8h7c3h Th8d5s5c3c 
9s8d7c4s3h KsJs6c2h2d KcQh8h6h3h Tc8d7d3h2h 
Jh7h6s4h2s Js8h5d4c2c KhJc9s4s4d Kd8c7h6h3h 
Ks9c3s3d2d Ad9h9c5s2h Ts7h6c3c2s 6d5d4c2s2h 
Jd9d5d3s3d Jh6c4s3c2h 9c8s5d4h2h QhJs9d4d2d 
Js9h5h3h3d 6d4s3d2s2c Ts6d4d4c2c Kh6h5s3h2d 
Jd6h4d3h2s AcQd5h5d5c Jd9c5c3h3c Ts9d7s4c2h 
Ks7c5h2s2d AsKc9s4s2s Qs6c5d3s2h Jh8c7d4h3h 
AdQd6d4d2s 8h6s6c4h2d AsJc4c3d3c Qh9s6c4s3s 
Qs6h5c4h4d Ks6s4h4d2c 9s8c5d4h3s TsTh5s5d2s 
Jd9d6s4h3d Jh7h6c4h2c KhQd8h4c3h Kc9c5h3d3c 
Qs7h6d3s3c Kc7s4d4c3h KsJc8d6d2h QdJhJd7d2d 
Kh9s8c7s2s AsKc7c3c2h Ts9h5c4c2d KcTh9d3d2d 
Jh9d5d4d2s 6h3d3c2d2c 8h5s5d3h2d 9h5h5c3h2c 
Jd7h5s5c3c QcJh6d4s2s Kc8c6s6c2h Jc6s5d4d3d 
Tc9h6s4h2d AcTh8s3h2d Jc7d5s5h3s Qd6d4c3c2c 
9h6h5d3s2c Js7h7d6s3s Jc5s5h3h2c 7s5s3d2h2d 
AhQh9h2s2h Ah9c7s3c2s KsJc5c3h2d JsTs7s5s2s 
Th7s7c3s2h Kh9d5s4d4c KdTs7c5c2h KcJh5d4d2d 
Qh4s4d3s2h Tc7c6h3s2s Ts8c3s3d2c Th5s4h3c2c 
9c6h4c2s2h 9h8c5s4c2d Td8c7h3h2c Tc9s9h3h2h 
Kh9s8c5d3s Jc8d7d3s2c KsTc6c3h3d Td7h7c3c2d 
Ks9s8s7c2s Th9c8d3s2s Qh5d4d3s2s KcJs9s2s2h 
Js9h5c4s2s 6s5h4c3s2s KcJh9d4s4d 9c6d5h4h2s 
QsJc8s7s3s 6c5s4h2d2c KdQd7s3d3c Jd8s6h5h2h 
KsTd5s3s2c Kc7d5c4c2s Td8h7c2s2d Tc7s5c3h3d 
8h8d7s4c2d JhTh5h3s2h AsJc4c3h3c Qs9h8h7d2h 
Jh8s7s3d2h Kd9c8c3s2s Js9h3s2s2h Jh8c4c3c2h 
ThTc8c4c3c QcJc8d3s2h JsJc8h3s2d Js8c6s5s3s 
Qc8s5s5h4s KcQs5d3h2h AcTs6s5h2s Js7d4s2d2c 
9s6h6d4c3d Qc6h5s4c2c 7c6h5d2s2c 8c7s5s4s2s 
QhTd7s5d2c Qc7d6s4h3s 9d7h7c6s2d AcJd6s4s3h 
9d8s8c4c3h KdQs6c4h2h QhTc7d6s2s Ac6h5c4c2c 
Jc9h8s3h3d As9h3s3d2c Kh8s7h4d3h Jh8d5h4s2h 
Ts6d6c4h3d Ks9h8h5c2d KdJh8s2d2c Kc9h8d7s3s 
Th9s6s3d2c Tc7d5d3s2s QsJs7d5h2s JcTs4d3s2h 
Th6d4c3c2h 8d8c4d3s3d AhTc6c5s2c Qc9c7h4s4d 
9c6d5s4h2s AsTs4s4h3s Qh8d8c6s2d 7h5h4s4c3d 
6c3d3c2d2c Jh3h3d2d2c As8d6c5d2d KhTh9h2s2h 
Ts7s6d3s3h As9c5d2d2c Td6c5h2h2c Kh9s5h3d2c 
AsJh7h4d2c Jh8c6s5s2s Js9h8d4c3h Tc8s7h3s2h 
Ks9c8s6s3s AcJh8s3s3d 8s8c5d3h2s Kd7d6h3h2d 
JhTd7d3c2s Ad8s8c6c3c Ad6h5s4h2c Tc8d8c7c3c 
KdTsTc3s2s TsTd5h5c2h Kc9c8c5h2c Ts5h4d3h2s 
Js9c5c4c3c 9d8s5h4c2c Jd9h6h5s2h KcQh7s5d2d 
QhTc7s4h2h Qc8d8c3s2d AcTh8d3s2h Kc7h6h3c2c 
Jc7h4d2h2c Kd6s4d3h3d Th8s7c4s3s JsTc7h2d2c 
Kd9h5h5c4s Ks8d7s4c3s Kd9s9c8c3c As9c4s3s3d 
KsQd9d4h4c QsJc7c5c2h QhTs8s4s2s TsTh5h5c2h 
KcJh8s4h2d 9h9c7h4s2d TsTc7h5s2s Th8h5h5c3s 
8s7h6s6c2s KsQc8s4s4d Td9h8h3c2h Ts6s6d5s3h 
Jc8h5h4d3h 9s8c6d4s3s JcTh7h3d2s 9h8c5d4d2s 
KcJc6d2s2h Ac7s5s4s3s Tc7h6h3c2c Tc7h5h4h3h 
Jd9h6c3s3h Kc9s9h8d3h Qs9s7h6s2d Jc6d5h5d4d 
As9d7d5d2c AsTd8d3h2c Jh8h8c5h2h 9h8d5s5c2c 
QhJs7c4c3c 8d7s7c4d3d Qh8s5h3h2s KsQd5c3h2h 
KsTc7h4c2d Ks5h5d4h3c QhJc4s3d2c Jc6s4s3c2h 
Jh9s8s2d2c Ks9s9h5d2s Qd7h7d4h2h Ks9s6s6h3s 
Jc8d4c3d2h KcJd8s6s2h ThTc7s4c2d 9s6h6c2h2d 
QdJc6s3s3h Kc6d4h4c3c AhJh7h5h2h 9d8c5s4c2h 
Js9s8c3h3d Td7h6s3s2d Jh8c4h3c2s Ad6c5d4d2d 
KcQs8d6h2d KcQc9c4s4d AhJh8h2h2d KcJs9d4h4d 
Qh8d5c4s3d Qd8d8c3h2h Qd8h7c5h3h AdJc7c5c2c 
8h5s5h3s2s 7d6h5h2s2c Jc7c6c4s3h Ts9d8c4c2c 
QsJd7d5d2c QcTs7d4h2s Jd6s4d3s2h AcJc7c6c2h 
KhJc5c3s2d Kc5d4c3s3c Ks9d5s3s3c 6s5d4d3h3d 
Jh9c7s3s3d Kc8h7d4s2c Kh7d6d4d3s KhTc9d3d2d 
Kd6s6c4h3s KcQs7h5h2d Js8s6d3h2h 6s6c5d3s2h 
Ah9h4d3h3c 9c6c4d3s2d Kh9h6h6c3h Ad9s9c3c2s 
6d6c5s3d2h 8h7h7d6h3h Ks9c8h7d3d AhTs5s4s3s 
Qc8c4h2s2h Kd7c4d4c2d Kc5h4c2s2d KsTd8s2s2h 
AhTd6d5s2d Kh6s4d3c2h Qs7c5d4h3h KhQc8d8c2s 
JdTs4h3s2s 9d8c3s2d2c Qc5h5c4c3s Ah6h4s4d2h 
AcJd4s4h3s AhQh9d4h2h Td7c6s3d2s Tc9d6s4d2h 
Jd8h6d3h2c Qd8s8c7h3d Ad9c7c3h3c 5s5h4h2d2c 
Tc5s4s4c2c 9c8c7c3h2h QhJc6h4h2h Qd9c7h7c3c 
Kd9h8s6c2s 9c6d4h3d2c AcJh7c3c2d Js9s7d6s2h 
As9c7d5h2d As7d6s5s2s Jc8s8h6d2c TsTc7h5c2c 
8h6s6h4c3h QsQh8c3s2s AhTd6d3s3c QcJs7h6d2s 
QhJd9s4s2s 7d5h4d4c3s 9c6h6d4s3h Jd7s7c6c3c 
Jh9d7d5c2d Ks9c8h5c3c Qs8s8d3c2c Ts7s5s4s3h 
Jc6h4h3c2s Tc8h5s5d3s As8d7h4c3h 8s7s5h5d2c 
7s5d4h4c3d Jd9h6h4s4h QhJh9h4h4c Ks6d3d2s2d 
Qc8s6c4c3d JsTh5h2h2d 6h6d5c3s2s Ah9h6h4h4d 
Qh7h6c4h2c KhJs9s3c2d JsTc4d3c2h Qh9d8h4c2s 
Kh9s8s8c2d KdTs9s4s2s Td8d5d4h2c 7h5s3s3c2h 
Tc8c5c4d2h AcQs9s4h2s 8d7h5s2d2c AhKd9s2s2c 
9c6h6d2s2h JdJc5h3h2s Jc9s9c4h2c AhJc9s6c2c 
Td7s7h3s2d 9h6h3c2d2c QsTc8c2h2c Kh9s6d5s2c 
Kd9h8s6c2h Kd8s7d7c3d Ad8d7d5d2d AsJc5h5d2c 
Qc6d5h4s4d QcTh7d6s2s AcKh9s2s2d Td7d6d5c2s 
KsQs8s3c2c Ks8h7s7d3s 9c8c7c5c3c Ts6d4s3h2h 
9d8h3c2h2d KsJd9h3s2s KcTs5c3c2d QsQc7h3d2c 
Ah7s6s5d2c 8c6s5s5h2s Js8c7h4s3s Tc9s7d5s2s 
Ah9c7c3s3c KhJh4h3d2c AcTs5s5h2d Jd8h7h3s2d 
Tc6h6d3c2h KdQs4s2s2h QdJs8d7d3d Ad8s7c4s3h 
Kh8c5s5c4c QsJs7s4s3c AhJc9s4d2s KdQs5c3h2h 
9d8c5s4h2d Jh9h6c4d3h Td9s6h4d2d KsQc7d5h2h 
JsTd7s4s2s KcQh8s8h3d AhTs5s4d2c 8c6c5c2s2c 
Kd8d5d5c3s 7h7d6c4s2h Kh9s5d3d2s QdJh6d4d2d 
TsTd7c5d2d Kc8h7s7c2c Ts8s5s5c3h QcTc6c3d2h 
9d8c7s7h3d Ah9s7c5d2c 8c6c5c3d3c Qd7h6s4c3s 
QdTc5s3h2c QsTs5h2s2c Ts6s5h2s2h AsTs6c3s2h 
Jh9d4s3h3c Ad7s7h5h2h Tc8d3h3c2d Qh8s6h4h3d 
Kc8h8d2h2d JdTs6c3h2d QsQd8h3d2d Jh9h8h6h3h 
Jc6d4s3s2c KsTc9d3c2c 7d5c3h3c2d Ks8c5s4d2s 
Th7h6s3c2c Qh7s6c4d3c Qc6s4s3c2c Td7h6h5c2s 
Ac9h7d5s2d 6s5s4c3d2s Ks9h6c5h2d Ks7h5d5c3d 
Kc9h5h3d2d Td9d4d3h3c As9s9d6s2s Td8c7h3c2h 
Ah7h7d3h2s KcJs8h6h2d AcTc6s3h2c Kd9s6d3c2h 
Qh8s7h7d2c Qh9c8d8c3c Qs8c5h4d3c AcJh4s4d3s 
Qc8s7d5h3d AhJs9c4d2c KcJs5d4d2d 8c6s5h3h2d 
AcKd9c4c2c Js9s5s4c2h Qh7d6h3d2s KcTs3h2d2c 
QcTd8d3s2h Kc7d6s4d3d 9d7c6d5d2d Ts6s6h5s3c 
9s5d4c2s2c AsJd6d4d3c Td7d6d4h4d KhJh7h5c2h 
As8c4h4c2h QdJc6h4s2s AsQc8h3c2d 7d6d5s2h2c 
Ad9c5s5c3h 6h5h4s3c2h Js9s8s6h2s QhJs6d3c2h 
Qc8s6s4h3d Jd8c4c3d2s KsQc5h5d2d 9s8h5d2s2c 
Qd9h9c6s2s JsTh7h7c2h Qc9h7s7h3h Jd8c5s3c2s 
Jc8c6s6d3h KsQh8h7d3h QdTc6d4d2d Ac7d6s5d2h 
QdTs6d2h2c QdJs4c3h2s Tc8s3h2s2c KdTh6s5s2s 
Jc9h9d7d2d KsQh9h4c2h 8s8h7h4h2c 9h8c6s4s3s 
Tc7h5h3s2s Ks9s9c5d2s KhTd7s5c2s Kd9c8c5s2h 
Qc8h6c4d3c 8d7s6h4s2s Ks9s9c8s3s Jd8d6s4h3d 
AcQc5c4c2c 8h8d7h4h2s Ts6c5s2s2c QsTc8d3h2c 
Qs7c6h3s2h JcTs7c3c2h AhTd7s5s2s 9d8s8c4h3d 
KcQh5d3s2s Qc6d5s3c2h Jh3h3c2s2c Jc6s4s3h2c 
Tc8s6s3h3d Th9d6s6c2h Qd8s7s6s3h Qh9s8h2d2c 
Th7d4d2s2h Qh8c6d4h3h Td7s6c3c2d Kc8c7h3h2h 
JhJc5s3h2h 9h6d6c4s3c KcJh8d4h2s Ah9c7c4c3d 
Js9s5c4h2s Ac8d6s5h2d KdJh8s4h2c Tc6d6c5c3h 
QsJs8c3h2d JhTc4s3c2d Ad8h6c5s2h 8h7c6s2s2d 
AsJc9c6c2h Ks6h5h4d2c AcQh5h5d5c Qs8h4c3s2c 
AsQh9h4h2c 9d5c4h2h2d Tc7d5d4d3d 9d8s6s4h2s 
9h6c5h4h2s QdJc6d3h2s Js8h8c7h3d QhTh4s2h2d 
KsQd9d3h2c As7d5c3c2d Ks7c5d5c3h Kd6h5s4h2c 
KhQh5h5d2h KcTh9s3s2s As9h3s3c2d AdQs8s3h2c 
Jc9s6d4h3h Kh8d4c3c2h Kc9h8h5d2s Td8c6c5c2c 
8c7s5h2d2c Jh8d7c5c2c 9c6h4d3d2h Th9d6c4s2c 
Qh8d8c7h3s Js9c6c4h4c KhTs3d2h2c AhJc4s3s3d 
Ac9d7s3d2s Td9c6c3s2h Kd8d6h6d2s As8h4h4c2c 
Td7d6s3s2h Kh7s6s4s3c Td6d5h4s2c Ah8d6c5s2d 
8d6h6d4c3d Jh9s7c5s2s JdJc8h3d2s Th7c5s5d3c 
KhQd9s7s2c QsQh7d3c2s Ts6s6c3d2d As9c7d4d3h 
Kd8d7c3c2c Td7d6s3h2h 6d5s4s3s3h Ad9s5c4s4h 
9s7s7c5h2s Kh9c8s7d2d KhQd9c4h2h KhJs8c2h2d 
Qh9c3s3h2s AcQs4h4d2h Kc9c8s7c2c QhJd6c4s2s 
KcJc5d2h2c As9h8h4h4d 8s7h6c2d2c KsJh5c3d2h 
9d8h7s7c2h Ks6h5s3d2s KsJs8s7h2s 8s8h5d3c2h 
KhQh9h5s2h Tc6s6d3c2s KsJd8d4h4c KcTc8c4d2c 
9c8d6c4c2h Jc8s8h7h3d KcJh9s6d2d Jd7h6d4d3c 
Tc5d4s2s2c Qs7c6d6c3h AhQh4h3s2h Jh9c7c5d2c 
Tc6s4d2s2c AhTh4h4d3h KcQd6c3s2c Th7s7d3h2s 
Jh8d7s7c2h Kc6d6c4c3c Tc9s8d3h2h AcJd9s4h2s 
Th8s6s4c2s AcQs4s4d2s 8c6h6d4d3d Ac9s5s5d4s 
KhQc8h4s2h QhTc5c3s2d Kh9c8s7d2s Ah9c7c4c3s 
8d7d6c3h3d Qs9c6d4s2h Tc7c6s5d2h Kd9h8c5h3h 
Qh9h9c2h2d Ts9d7s7c2s KdJh6s4c2c KcQhJd7s2s 
Kh8s7s6c3s Js8s6c3d2d Qh8d7c6d3d Tc6d5h5d3s 
KcQsJd7h2h Tc9d4s4d3d Qd8s7s6s3c Tc8h7d3h2d 
Qd7h6c3h2d 7d5h5d2s2d JcTc5c3c2s Qs7c6c3s2h 
7c6s4s3s3h Ac9c6h4c2d QhQdQcJcTs KhJc9d4d2s 
Ah6d5c3s3d Kh9c8d7c3c Kh9d8s5c3d JhJd4s3d2c 
7c5c4d4c3s Qh8h7s7h4h Qh7d6s3s2h AsTc8c3d2h 
Qs8h5s3s2h 9d8c5s5h2s 8s6h5c3c2d Td9c4c3h3c 
Qc8s7h5s3s TsTh7c5h2h AcJs6d3s3h Kd6h5c4c2s 
Jd8h8d5d2d AcJd8d2s2h Kh8c7s7h3h Tc6h6c5c3s 
Qh9d6h5h2h QcJd8c7c3c Qh9s4s3h2s Js9h6d4c3c 
Ad9s8s8h8d AsQs8s7s2s Js8d7h5c2d Ks9h8d7h2h 
Kd9s6h6c3h 9s6c5h4d2c Qd8d4c2h2c 9h5h4h4c2c 
8s5d5c3s2c Kc6s3s2s2c Th8s7d4s3s Ks8h6c4d4c 
Ks8d4d3s2c Ad8s5d3c2d Td7s7h3d2h Qd8c7d4s4h 
Tc8c6c4s3c AcTd6s3c2c Jh6c4d3c2h 9d8s8c4c2h 
9c6s4h2s2c KsQh6d4c2c Ad8h5h4c3s KcTh5c3c2d 
Ts9h8c3d2d QcTd5d3h2s Ad7h5c3c2h KsQd8d7c3d 
Kh9c8s7c2c Jc8c7d4s2h Th6s4d2s2h 9h8c3d3c2h 
9c6s5c4c2h Jd7h4c2h2d Td8h8c5d2d 8s7h6h3h3c 
Ah7d6c5d2s Kh9c8c3s2s Ts8c7d5d2d Ks9d9c7s2s 
Js8h6d3d2s AhQc9c4c2d Td7c6h2h2c AhQd8d3s2c 
Qh8h7h7d4h KhJh5h4h3h AhJc7d6s2c Ts8s6d5s2s 
KcJhJdJc8h KdQc9h7c2c 8h6h6d4c3h 8s8d7h4c2s 
QhJd9c3s2c KhTd5h3h2s ThTd7c4d2s AdJs9c6h2c 
Td8s6s5s2s 5h4c3d2h2c 9d8c5s4h3d Jh8c5s4s2d 
QsJh9d3c2d TsTd7c4s2h Ah9h5h4c3h 8c7h6h4h3h 
9c7d7c6c2h Td7c6c5h2s 9h8s5d2h2c KhTs7s7d2c 
Ac9c6c4h4c AcKh3s3d2s 8d7d5h4d2d Jd8d8c3c2d 
KhTh9h3h2s Ks8h8d3h3d Qc7h5s4d3d Ah7h6c3d2h 
9d6c4s3c2d Kd4s4d3s2d QsTd7c6h2h 9h6d4h2d2c 
Th8c3h3c2d 7d7c5h4h2h 9s9c8h3d2s AcJd6h4h3h 
9d8d5d5c4d Td5s5d3h2s Ts8c6c3h3d Jd8h8c6h3h 
9c6c3h2s2h Th9h6h4d2c Kc7c6h3h2c Ts5c4h3h2s 
Qs7h5s3d3c Qs8s8c3d2d JsTc5c2h2c Js6d4h3d2s 
Th5d4s2s2h Kd9c8s6c2c Th7h5h4h4c 7s7h6d4d2c 
Qh8h6c5h2h Kc9s9d7h2s 7d6h6d4c2d KsKhKcTh7d 
Js9h8h4h4d 8h8d4d3d3c As7d5h3h2d QsTh7c5h2d 
9d8s6c2h2c Ts9s4h3s3d KhQh6h4h2s Js8c5s4d2s 
QcTs7c6c2c Ac9s8s4s4d KcJh9h3s3h QcTd6s3h2d 
Qh8h5h4c3s AhQd6d5d2d Qs8s5s4c3d 6h5s4d3h2h 
Js7c6h4d3c AcTd4s4h3d Jc6s6d5c3h Js8c5s4h2s 
Js9s8s4h4d Kh9d7s7d3d Kc9h9c5d2c KcTc8c4h3c 
Jc9d7d4d3h AhTs6d3s3c 9h6c5h3s2d Ks9h8c6d2c 
As9s9c3h2s QhTc5c3d2s Tc7h6s3c2s Ks8d5s4s3c 
Kd6h6c4s3c 9c5s4s2h2c KdTd9d7d2d Jd9d7c6d2h 
Qd9h8h7s2h Ah9s9d3s2d Ah9h9c3d2h KcQd3h3d2s 
Kh7h4s3s2s AcTc4s3h2c Ts9c4s4d3s QcJd7h6s2d 
Tc9h5s4s2d Tc8s8d5c2c QdJh4s3c2h KdTh6c4s2c 
KsQd3d3c2h Kd8h7s4c2d Jc6d4h3h3d Jd9d8c4h3d 
Th7d7c3h2c Js9c6h4s3s KhQc9c3d2s KdJs8c4s4h 
Ah6s6c4d3s As9h7h5h2c Js9s8h4s3d Jd6h4d3h2c 
QhJd9d3c2d Qc7d5d3d2c QhTh6d3s2h Td9s6h2s2c 
9s9c7d2h2d 9d8h7s7c2d Jd5h5c3c2d KsTc5h4c2c 
9s8c6c2h2d QsJh9c4c2c TsTc7h4d2s 9s7d7c4h3h 
JsTs6s6d2h 9h6h4s4h2s Tc9d7s7c2c Ts8c7h4c3c 
Qs7h5h4d4c Th5h5c3d2c Kd6s6c4h3c Jh9h5s4c2h 
AsQs7c3h2s KcQs8c4h3c 9d8h6c2s2c Kc6h5s5h3h 
7s7d5c3d2h 9s8d5h5c2h Kh8s5h4h3d Qh7c6c4s4d 
Qs7h7c5d3d 6d4h3c2d2c AhJd4d3s3d As7h5c3h2c 
Kd9s8c6s2s 9c6d4c2h2d Kd9d8d5h2d AhTs7c4d2s 
Kh9d8c6s2c QsTs7s4c2d Ah9d7d5d2s 8d6s5s3c2h 
Jc9c8h8c4c Qc7d6c3d2s Ac8s7d4s3h Ad8h7s4h3c 
Ad8h5d3s2d Qs9d6h4c3d Td8d7s7c2d 9h9c5s4d2d 
Js8s7c4d2h Jh9d8d3s3c Jd6s4h3s2d QcTd8c3s2c 
Qs7h7d5c3c QsTc8c4c2c AcJc7c6c2s 9d5c4c2s2d 
JhTc4c2s2c Ah9h8d4h3h Kh8d7c6d3d Ac9d7h3s3h 
QcJs9s3d2s KdQc8c5c3c Kh8s5h4d2h Kc9s8h7s2s 
Qh7c6d6c3s KdQh8s8h2c Td9h6c3d2s 7s6h5s2s2d 
QsJh4d3c2h Qd9s8s7c2s Jc8s4s3c2d KcJcTc6c2c 
Ts8d5d4c3d Qs5s4d2s2d Jh5d4h2d2c QdTd6h3s2d 
9s6d5h4h2c Kd9s5c3c2s Kh9s7c2s2c Js8h6s4d2c 
Kh9d5h3c2s 6s6d5h3d2c Tc6h5d4d3d AsQh4d4c2d 
