Tc9c8s8h5d 
As8c7h5c2h QsTd7s5s2d KdJcTc4s4c Kd8c5c4d3d 
AcTd4s4c2h Kc9s8h6c3d Ks7h6h5d4c Tc6h5s4s3h 
QhJh6h5s5h Js9d8s3d3c KcQsTs8d2s Jd7c6h4d3c 
QhJd7d6c4d Kh7h7c4c2s KcQc9c6s6h 8h7d7c5d2h 
QsJs5h4s3c QdJd9h6d3s Kh8s7s5h2h KsQd6d5c2h 
QhTh6s3c2c JsTd6d5h5d QdJh9c6h4h Jd8s8d4h3s 
Js8s7s6s5d 8h8d7h4h4c Jd9d7d6s6c 8c7d6d5s3h 
Th9c7d5s5h KhTh6d4h4c 6d5d5c4c2h QcJdTs6s2h 
7s4s4c3h3c KsQh8s3h3c KhTd9s9c5d Qs9s8s7c2c 
KdJd4s3s2s QsJsTh6s2c KhTh9c3d2s JhTs6h5d3h 
KcQsJs7s4s Td9d8h8c5s 9d8s7d7c5h Js8h8c6c5c 
JsTc6s3d2c Qs9h8s4h3c KsThTd7s2c Jd9d7h5s5c 
Td9d7s5s2d Jh8s6s6h2c Js9c5s3s3c Kc9h8h7h7d 
QhJd7s4h2d 9h8h7s6h4d Kh9c8c5d3d 9c7d6d5d2c 
TsTc8h7h4h AdKsQh3c2c KcJc5h5d3s 7h6h6d4h4c 
KsQd5h5d3c Ac8s4d3d2c 7h6h5h4d2d Ts9h7s7h2s 
QhTc7h5s5d 9s8c5s5d3c AhTsTd8d2d Qd8s8c5h5d 
AsKs7d4h2s Ad5s4c3h2d Jc6d5d5c4c AcQd9c2s2h 
AsJd8d7h2c 8s7h7d6c4s KhJh6h6d4s AsKhTs5s2s 
AhKd8s8c2d KdQsJd7d3c Kc8s8d6h5d Qc8c6d6c5s 
Ah7c5s2h2d AsKd8d6h3d JsTs8s7d2c Kc6h6c5d4c 
AdQsJh6h2c Th8c7c5d4c 8c5s5h4d4c Th7d6c5s4c 
QsTc9h4s4d AsKs9h4s4d QhJh6h4d2d Jc9s7c6d4h 
Qs6d5d3s3d Tc8d7s7d3s KcQd8c4d2c QdQcTh4s2s 
Qh6h6c4s3s TdTc4c2s2d KcQd8s7h5h Tc9s6d5c4h 
KdTs7h7c4s Ks9h8d6s3c KcQc9c6h6d QdJc8h7h4s 
8d6d6c4h2c Kd9c6s4c2d 9s8c7c5d4c 9d9c8s6h4h 
KdJcTs6h2c KdTh4d4c2c 8c6s6d4h4d KdJh7s4d3c 
QhJh6c4s4d AcTh9h6h4s Td9s6h6d5d AdKcQh3s2s 
Kh8d7h4c2c Jc7h5d3d3c Td8s7s7c4h AcKc7s4c2h 
JcTh6d5c3c KhTh9c6h2d Js8h8d7s3d QsTc6d5h5d 
AhJd9c5c3s KhJcTd6s2c AcJc7d5c2s Jd9h5h4s2d 
KsQc6h4d4c AhTsTh6h2d Ah9h8c4s4h Kh9d7d4h3h 
QhTs7d6s3c Kh9s9h3s3h KcTd5c4h4c KhTs5s3h2s 
9d7d7c6c2h Js9c8s3h3c Jc8s7d4s4d AsJd8d7d3h 
Js8h5d4s2d Th9d6s6c5s JsJh8c7d3s QdJc7h6s4h 
KcQcTc4s3c KhTc5h4s4h Ah7d7c6c5s AcTs9d6h4d 
TdTc4c2d2c Ad7h6d4d3s Jh8c6h6c3d AsTdTc8d2d 
AcTc4c3d2d Js9d8h5s5c KcQh5h5d3s KdTsTc5s3h 
6h6c4s2s2h QcJsJd6d2h QhTc4c3d2h QsTc9d8d2d 
KsJh8s6c3d QcJh9h6s3d Js9h8c6d4s KsTh9c5d4c 
JdTc7c3d2h KcTh7d6s3h Jd9d6c5c2c Qd8d5h4c2c 
Qd8s8d4s4d Ac9h6d4s3c AhJc9d5s5d Jd7s6h6d3s 
8c7c6h2h2d AcJsJd4h2s 9c8c7c6h4d KdQhJs3h2c 
QhJd3s3h2s 6c5h5c4h2d Jc8h7h7c2h Qc6h6c4h3s 
KhQcJs3c2d KsQh5h5c3d Tc8h7h7d3d QsJd4d2s2d 
Th8h7s4d2s AdKc9h7h3h KhJh9c6s3h AdQd5s4c2d 
AhTh5s5c2d Tc9s8c6c4c Ac9d4h2d2c QhJh5c4h3s 
Qd8h7d6d4s AsTc9h5h5d KhJd9h6h3c TdTc9h8d3d 
QhJdJc4c2c JhTd8h4s4h Tc8c7d4d2h KsQs3c2d2c 
Qc6d6c4d3h 9d8c6c4d2s 8s8h6s6d2c Jh6s6c5h3s 
KdQsTc5h2c Jh9h6d5h2d 9h8c7c4d3h JhTs8c7d2s 
KsKh7d6c2c QhJh9d5s5c Qc9h7c4h3d Kd7d6s6d5h 
KhQdTd8d3s Qs8s6h4h2c Jc4d4c3s3d Qc6s5d3s3c 
Qd8c5c4d3c Ts9s8h3h2c Ts8s7d7c2d 8s7c5s4h2c 
Kh8d7s5s3d 8s7s5s5c3c Js9c7d5s5h JsJd7d6d4d 
9d8d7s6d4h 9h8h7h6d4s KdQh7d6d3c AhTsTc6d4d 
Jh9h7h5d3s AsJc8h7d3c AcKd9c8c2c TdTc7s7d3d 
KdJd9h6c3d Jh8d8c5h4h Jd9c7d6s4h AsTc9s5s3s 
AhJs9c7c3c JsTs8h7d3s JsTs7s5s4s Th8s5d4h2s 
Qs9d6s4d2c AdQd9d7h2c KsQsJc3d2s 9d8s8h6c4h 
AcJs9d5h5d AhJd8h6c2h Tc9h9c3h2h Jh7c6s4h3c 
AcTd9d6d4s KdJd6d6c4s KhTc9d8d4s Qc9c7h6d2h 
QhJh8h7s4d Th8c6h4c3c KsQcJs8s4s Jc9s7d5h3c 
AcTd7c6c3c AsQd9c3h2s AhKd9h3s2c QdJs7d5s2d 
JhJd7d6h2d 8d8c6s6c2h 8h8c6s6c2d Qs8s8h7d3h 
9c7c6s5d3c AcJs9s5d3s Ac9c7c5h4c KsQdJh9c4c 
AsJs4d3d2s AdKh5c2s2h KhJs6s3h2s KsTs9d6s2c 
KhJc6c3h2c AdQd8c4h3d KdTc9s8h4c QsJc8d7d4h 
JcTc7c6d3s 9d6d5d5c3c KhQc8c3d2h KdTh8s5d2c 
JdTh9c2s2h AdKs8d3c2h QdJs9s6c3h Ts8c7c5d2d 
Ad9d7d5c4d Jc9c8h4s3h 9c8c7d5c4s AhJc9d7s3s 
Qc9d6c4d2h KhJh7h6d3c Qd8h7h6s5h Kd9d8c4h4c 
AdKh7d6c2d Jc6s6d5c3d AcTs8s7h3s QdJd7h6c2c 
AdJh9s9h2c AhTh7d3s2c QdTh6h3d2h Jc8d8c6c5h 
Ts9h7h5s2s 6c5s4s3h3c QsQc7d3s3h Js9c8c5h4c 
6h6c5h4c2c JdTs6s6h4s 8s7s6d2d2c Kh7c6s6c3s 
Kd5c4s3d2c Ah9c4h3s2c QcTh7h6s3h AhKs6c4h2h 
Tc8s8c5c4h JdJc7s6d2s KsJcTh2h2d Ts8h7h7c3c 
7h6s4h4d3d Js8d6d5s2d JsTd6s5h3s QhJdTc6c2s 
Js6c5d5c3s QsJs9d9c3h KdQc9h6d2s KsKhKd9s6h 
Jc6s6h5c3h QcJs7s7h3h KsQdTd8d3c KsQh7c3h2s 
Th8c5d4h2c Tc8d8c5c4h Ah5d4c3s2h Th8d6h4d3d 
QdTh8d7c2s Ks9s5h4c2c AcQh4c3s3c Ah7s7h4d3h 
Qd9h7d6s2s AcKh8s8d2h JhTs6s6d4s Th6d6c3d3c 
QcTsTh4s3d Ks8s7h6s5s Jc9h7c3h3d Js9s8c4s4c 
KcJd3h3c2h AhJsTs3s2d AcJc8d7c3c Kh9h6c4c2s 
Jd6h6c5d3c AhQh9c7h2d QhJhTh5h2d 7h7d6h5h4h 
Tc9d7s5d4d AsQhTc5d2d 9c8h7d7c5s Qh8s7h5s2s 
Kc5s4d3c2d Jc9c6d5d2d AsQdTc4d2d Kh9h6s6h5d 
AsKhTs6s2s Qh9s7h4s3d KsJcTh5h2h Td8h7c4c2d 
KcJh3s3c2s Kc9d8h5h5d AcTd9h6s3h Kc7s6s6h3h 
Qd9h5h4d2c AdKh9s4c3h JsJh9s8d2s Jh7h7c5d4s 
KcJs7h5s5d Jc9c8d6s4h KcQdJs3d2h KdJd7d5h5c 
Js7s7c5d4h Ad8c7s6s4h KhTc5s5d3h 8s7s6c4c2c 
Js8d7s7h5s KhQd8c7c5c Ad7h5s5c2d QsTh9c6h2d 
As9c8h4d2s As8c7c6c5c KsTs6d4s4c AhTd9s6c4s 
KdQd9d6s6h JdJc8h8d2d KdQh8d6c3s Ad7s7h6h5c 
Js7h5d4h4d Jh7s6h6c3s QcJh5c2h2c 9c7c6s6c5d 
9c7c6s5c2s JdTh6s6h4h Qd9h8d4h3s 9h8s8c6d4s 
As5c4d3h2s Js8c5c3s3d QsQdQc8s8c Ts7d7c6d5h 
AsKd9s4c3s QdJd9c6d3s Jc9d8h5c3s KdJh7c5s5h 
QsThTd4d3c AcQd9d5h3d 8h6h5d5c2c QcJhJd8c3c 
Kh9d8c7d2c 6h5h5d4d2c Jc9c8s4h3h KdQs8s7c4h 
Kd9h7h3h3d KdQcTc8c3s Td9s8d7d5d Kh7s6s5d4c 
As7h7d4d4c KsQd9c6s2h QhQc6s4d2h QsQd9s4c3s 
Tc8s8h6c4c KhQc8s5h3d Jc8s6s6c3d KhQc6d4s2h 
AcJc6s6c2s KhQd6c4s3d JhTd6s4h3c Kd9h8c6d3s 
Th9h4s4d3s AdJd7c5d2s KdJc7h4d3s Td9s9c5c3h 
Jh6s5s5d4d KhKdKc9c6d KcJh9h6h5h KcJsJd6c2h 
JsJdTc7s2s Ks9c7s6h3s QhJd9d9c3s KcJc9c7c5c 
KsJh9c6h4d Qd9s7d6h2h AdKdQd6d2h JhTc9d2s2c 
KcQhJh4d2h Kh9d9c7s4h QsJd7s5d2s QcJd9h8h4s 
QcTh6s5s5d JhJc9s8s4d QdTh7d5d2h Js9s6c5c2c 
KsTc8c6c4c KcQh5h4s4h AhQc9s3d2h Qh7s6c5h2s 
JdTd7d6s3c AdKc9c7c3c 9h8s5s3h3d TdTc7s6c3h 
AdKd9h6d2c AhJsJc7d2c Th8d6h6d2d Qs9c8d8c3d 
JhTd7c6h3h 8s7s5d3s3d Kh8s7h4c2c AhKh7s4c2h 
Jc7s6d6c3s QhTd8c6d2s QhTh7c6h3s Ks9h8s4h3c 
Qh9s6d4d3s Kh9h8c4s4c Td8s7s7d2s QcJc8d5h5c 
9s8h8d6c4h AhKs9s9c4s Jh9c8d4d4c Jc8s8h7c2h 
Jc8c7d6c5c Qh9h8h7d2d JdTh8s7d2d AcJc8c6d2h 
Qc8s7s6s5h 8h7d5h5d3d Qc9c7h6h2h KdJc8d6h3s 
JcTsTh7c2d Jh8h7c4d3c Jd8d8c6d5h Kh9c7h5h4s 
6d4s4c3s3d KhKc9d4d2s Th9h9c3c2c Qh9s6s6c2h 
Qs7s6h5c2c KhTc5s5h3d 9s9c8d6c4h AcTs9s7s3s 
KhTs5h5c3d Tc9c6s6c5h Qd5s5c4s3d As9h7s4s4d 
Jc9d8s4s4d 8d8c7c4h4c JcTd7d3c2h QdTd9d7c4d 
Ks9d8c7h5c QhJh8s8d4c 8c6h5s2s2h 7s7h4s4h2d 
Qc9c7s4s3h TdTc6c4c2d KsJc7s7d4s Qs5h5d4d3s 
Th9s9d5s3c Tc8s8d4s2c QsTc7d7c5c QdTs8h7c3d 
9c7s7c4d3s AdQh9d3c2s 9s8c5s5c2d KdQc9s6d2h 
Jh9s8d8c5s JhTd3h2d2c Qh9c8c4h3d Js8d7s7c6s 
JdTh8c5c3s 9s9h7d2h2d QhTsTd4s3c Qs9s7c6h2c 
Js8d6s6d2h AsThTc5s2s Ac7s6c4c3h QsJh7d4h2s 
Qd8d7h6c2c 8s8h7s3s3h AdJh8s6h4h QsJd8h7s4s 
Qs9c6h6c2s Qc9h6c5d4c Js9s7s5h3d Ks9d7c6h6c 
Qc9d6s6d2c KdQsTs8s3h AcThTc6c2d Th9d5h3h3d 
Js6h6c5d5c KsJs5h5c3d QdJh7h3h3d Ts8s5d4c2c 
9c8c7s7h6c Kc6c4d3h3d Qh9h7d6d2d 8s8c7c4c3s 
8s7d6d4s2d QsQc9h7d2s QhJs7s6s4c KhJc7d5s5c 
AsJs8c3h2d 9s8d7d4h3s QdTs8d7h2c Jh9s5s4d2h 
AcKs9s4d3h Jc6h6d5s5h QhJd7s7d3s Qd8s6d6c2c 
6s6h5s3d2h QsQh5d3c2h Ac6s3h2s2c KdKc7s4h2h 
KcQc7h3s3h 9c8s7s4h3c KsJh9c8s2s JdTc8s4h4c 
AhTh9h6d3h Kh8c5c4h3h JhTs8d4s4c AdQhTh6h2s 
QdJd6s4c3h JdJc9d6s3d JsJd7h6s2h AcQc7s7c4c 
Js9c7s5s4d 9d8c7c4h4d QcJc9s9h3d AhJd9s8s3s 
Jh8d6c5d4s KhJd8s5c4c 9d9c7s6s3h AcQh9c6s2c 
Ts8s6d5s4s ThTc9d8h3h 8h7c6d5s3d JsTc6s4d3h 
Jh8d8c6d5d Tc9c4s4d3d Jc9d7d7c2h Ah6h4h4d2d 
KsKd9c4c2h Qh9s8d4h3d AcJs8d3c2h JhTh9h7h5h 
Jc8c7s6c5c 8s8d6d5c2h QsQd9h4d3d AhKh7d4h2c 
Ah8h6c2h2c Kd9c8h7h5h Qh9d6s6h2s 9d8c7h6d4d 
Kd9h8c7s5c KhTh7h4d2d Td7d6s3s3c AhQd9h6c2h 
Qs9s9h5d3c Qd6s6c4d3s Tc9c6h6c5s 8s6s6c5s2c 
AdTc8c7s3c Kd5d4s3h2h AdJc9s8s3s 6s6d5c4h4c 
Jh9s8d4s4d Ah7d6h4s2c Jd8h5d4h3h Tc6h6c5s5c 
Kd8c7h5h3c Js9s8d6s6c AsJc8d3s2h QhTc8s6c2d 
6d5s4s3h3d QdTc8s7h3d KcTsTd5h2c JdTd5d4s3h 
AsTs7s5s3h Ah8c6s5d4d JsJdTs7c2s QsJsJd8c2s 
8s7s6d6c5h Jh8s8d5h4c KsJh9h7h4d Jh9h8s2s2c 
Tc9h8d5h4s KdQh9d8c2s AhJd7s7c2h KsKh9d4d2c 
KdTc5d4h4d QsJs8d5s5h AcKh9h9d4h AsJc9h8h3h 
8d6s6h4s3d Td9s9h5c3d QdTc7c5d2d QdJh9d6d3s 
Td8c5s4s3c Qh9h7d6s2d 9c8d7d4s4c QcTd9d5d3h 
AsJc7s5d2s 9s7s6s6h5d Jh8d5h5c3d Qd9d6d5c2c 
Th8c7h3d3c KcJs7h4d4c Qd8h7h7c3d Ts8d5s4c3c 
AhJd9c7c3c KsQsJh7s3d 6s6c5d4h4d 8d7h5d4c2h 
As7d6s4c2h AhQh5s4c2h Ts8h8c4h2s Th8h6c4c3h 
KcQh8d5s3c 7s7c6s5d3s Ac7h7d4s4h Ts9s6c5d4s 
Ks8c6s5h3d KsJsJc4h2s Qh9d8s6s6c Ah8c7h6s3h 
JhTh5h5c4h QcTs8c5h5c JcTh7s7h3d Ts8c7c5h2h 
Ah9c4s2s2h QsTc9s4h3s QsJsTh6s2d Ts6s6h5s5c 
9s8h5d4s3d Ac8s7c6h3c Ts8h7d4d2s Kd9c7h6s6h 
JhJc9d3s3d KhQs8s3d2h Qs8s6s6d5c KdQc8c6s6c 
JsTc8h7s2s Th8d5s4h2d KsJc9d6c4h KdJs9c6s4h 
Jc6s6d5h5d Kd6d6c5h4d 9s8d7s7h5c TsTd9c7c3c 
JsTc9c8c3c Ac9c8s6c2h 9s8c7d6s4s KcTc9s9c3c 
Jd8s8h6h5h Jd9h7d6c2h Jd8s8h6h3s QhJh9h8c4d 
Js9d7c5s5h QsJs8s4c2c KdTh7s6c3h KcTsTh8s4s 
Qs8d7d6d5h AsTsTdTc9d QcJh7s4c2h Jd9d7d5c3h 
KcJcTd8c3c AcTc6d5c4c Js8s8c4d3c KcTs9h5d4h 
KdTd9d6c2h AhKd9d9c4d AdJd8h4d2c QdJc7s4c2d 
KdQh8c5d3s Qd6s6d4s3h AhQc9s6s6d QdTc4s2d2c 
KdQs6h4s4c KhQc6d4s3c AhTh9h3d2s KcJs5c4h2d 
Jh9s8d5h3c 9d6d5s4s2c AhKd9h8h2h Ad8h6s4s4h 
KsQhJd8h2c JdTc6d3c2s KcJcTc8c5c 7s7h6h4d2s 
Jd9c7s5s3h AhKs7h6d2h 6s4h4d3s3h AhTdTc8d2d 
JcTd8c4h4c AsQc4s3s3d KcTsTh7c2d Jh9s7d3h3d 
QdJs4s2s2d Ts9d6c5d4h AcKc7d4h2c KdJc8s6c2s 
AsTs6c4s3h AhJs6s5d4s QsJs9c8s2h Jd7h6d4c3h 
KhTs7d7c4s KdQh6h5s2c AhJc9c5c4c 9c7d6c5d2d 
AsTd6h6d5c Qc8h7s5s2c AhJh6h6d2d Kh8d5d3s3h 
Th8s7s7d4c KhJd5h4c2s 8c6c5d5c3d Tc7d6d6c3c 
Qd8c7c6c5h Qs9d8h4s3h AhJd6c5d4d QcJs7h4s2c 
JdJc6c5s3c AdTh9s5s5c Ah7s7d4d4c Td8d8c5s4d 
Ah6s3c2s2h Th9c8h3d2d Js6d6c5h5c 9s9d8h5d4d 
AcQh7d6d4d Th9d8c5d4s Ks8s8c5s3c KcJh9h6s4h 
JsJd9c3h3c AhQd8c7d2s Qd9d7s4h3s QdTs6c5h5c 
KdJh8h5h4s 8d8c5s4s4h KsTs4d4c2d AsJh9d5d5c 
KsQcJd3c2h Qs9s7h5h2c Ks8h6c3s3h KhJd6c2h2d 
Jh9d7c5c3s JhTh9h8h4s QcTs9s5s3h Kc9s5s3c2d 
KsTs6h3h2h Ts7h7d6d5c KcQh7s7d4c Qh7h6c5h4d 
Ts8c7h5c2h TsTc4s4c2s Jd9c8d3s3c Jh8d5h4d3d 
QsJh9c5h5d Jc9s8d5h5c Ts9s4d4c3c Ts9s7s7c5h 
Js8d7c6d2s 9d8s5s4c3d Js7h5s5c3h QhTc8s7d3h 
AcJd8h3c2s Qh8c6s5c2s Ac9h4s2s2c 9s9h7h5h3c 
AdJc6h6c5s KhQd7c3d2h AsJh8c7d3h QdTh4h3c2d 
9h9c7h5h3s AdQh9d4s3d 9h9c7d2d2c Qc6h6c5h2s 
KdTd6s6h4d AhJc7c5s3c JcTs9h2s2d 6c4s4d3s3c 
KhTd6c3d3c AsJc6d5c4c Kh9d7c6s6c AsQd9s2h2c 
JsTs9s7d2h Kh7h6d5h2d KdQs9s6c4s QsJh7h6h2s 
Th9s9c6d3s QcJs7s7d3d Ac8c7h6d3c Tc9s8s6d3h 
KhJc8d5s2h AsJs8d7s3s Kh9h7d4d3h JhJc8d7s3h 
KsTc9d8h4c KsKd9h4h2c Kd9h8s8c6c QcTd4d3s2c 
Ad9h4d3h2c 8s5h5d4s4c Jd8c7c4d3h Js8d7s6s3d 
Ad7h4s4c3d Th8h7h6c4h QcJh7h6s4h Td8d6c5d4d 
QhTc6h3s2s JsTd5h5d3c 9s8d8c6h4c AhJh6h5d4h 
Kh9d5d3h2c KdQs9c4s4c Ks7s7h4h2c KcTc9c6d2s 
Jd7h5s4s4h Qs7d6h5s2d Kd8h6d5c3s JcTd8h7s2d 
AdJh5s3d2c Qs9s9d6h3c Qh9d6h4d2s QsJc7d4s2d 
QsTh7s6d3s Qs9c8h8c3h Tc9c6d5s4c Qs9h8h8d3d 
As7h6h5d4c TsTc4c2s2c As7h7d4h4c Jh8s8c7h2c 
Ts6s6d5s5c Th8s5h5d3s QcJs7h5s5d AhJd9s7c3c 
Ac6h5c4c3d Js9d7s5s4h 7h4s4h3s3c Jh9d7h7d2s 
KhTc8s5h2d Tc9h6s6d5h Qh9c6s6h2s TsTh7s5c2c 
JhTc8s7d2c QsTdTc5s2h AsKs8h7s2s AcQh5h3d2d 
9h9c8s6d4d Kd9d9c7d2c 9c8h5h3d3c JdTs5s5h3c 
As7c6h4d2s AcJd8d7d3s 8h6h5h5c3c AsKd9s4h3s 
7s6h5h2s2d QsJhJc8s3s KcTc6s6d3h 9h9d4s4h3s 
AsJh8s6d2s Kh5c4d3h2c AsQc9s3d2h TdTc9s6h3h 
QhTc8s7d2h Jd7s5h4s4h Jh6s6d5h3s JsTc8d5c2h 
AhQsTs6s2c Ts9h7h4s2c KsJh7c4s3d JhTh9h8d2h 
8d7s6h5c3h AhJc4s4d2h Jh9s6d4s3d KdJs6c5c4c 
Qs9h8c4s3c Ah8h7s5c2h QdTd6c3h2h Kc9s8h7h5h 
KhTs8d5h2c Qc9d9c4s2d AhJd7d5s3d QdJdTd4s2d 
AdJc9c6c5c Qs9s7d4h3d 9c8c7c6s4h QdQc5s3h2d 
9h8c7s6s4s JhJd6s5h3h Kh5s5c3s3c 8s7h7d6d4d 
As4s4c2h2d 9s9c7d5s3s KhQsTc4c3c Ah8s6d6c2h 
Jc6d5d4h3h AdJh9s7s3s AcKs8h6s3s 9h9d7h5h3c 
AcKs7s3h3d Ks7s6d5s3h QdJd4h3h2h Kh9h7h5s4d 
Jc8d7c6c3d Qh9h7d6s3c KsQh6c4d2s AsTs4s3h2h 
KhQhJh5h2d Js9h8c4h4c 9s9h4h4c3c JdTh8s5c2h 
Qc9c7h4d3h Jc9h7s7h5h 9d6s5s5d3s AcKh9d7h2h 
QsQd9c7h2s KsQc7d5s3s Qh9h7c5d4s Th9d7s5d2s 
JsJh6s4s2h Ad9s8h4s4h 9s9c7h6h3d Ac8c7s5d2c 
KhJh9d6s3h KdJs7d7c4d QhJsJd6s2c TsTd9c8s3s 
Tc9d8h5s4s KcTs5s4d2d 9s8c7s4d3d Td8s8c5s4s 
JhTh6c3h3c 8s8d7s4c2d Ts8c7s7c2c KsKhKcJsTd 
KsTc7h7d4c QcJd8c3d2h JsTd6d5d5c KhQdJd4c2d 
AdTs9s6s4h KhJh6s6h4d QhTs8c7d2h Jd8s7c6c3s 
Js8d5h4s2h QhJhJc3h2d 8h8d6s6h2c Qh9s9h5d3c 
9s9c7d6d3h Jc8h5h3s3c AhQh6h5c2s QcJh7h6h2c 
QsJc5d3c2d 8h8d5c4s4c Jh9h7d5s5c KsJs6s6c4h 
Js9d5s5d2c JhJd6d5d3s KsJd7c5h5d Ah5h5d3h2d 
Qd9s7s6d2s Js8s8d6s5c QdQc9s4s4h Kc8s5s3h3c 
AsKc6h6c3c AdQd6c4d3h Kc9c6s4s2h Kc8s7c4d2d 
AsKhJd6h2h AsKs7c4s2d Tc8d5s4c2d Qd8d5s4h2h 
Qc9d8h4c3h ThTc9s6d3d Tc8h6h6c2h 9d8h7s7d5c 
KsJs7d5h2c KhJd7c4h3s AcKd9s6s6h 9d8h6h4s2d 
Jd8d7d6d5c Td9s9c5h4c QsTh6s4s3c Ac9s9h6c4c 
As9c4s3c2d QsTh6d6c4c QdJd5c4d3h JdTs9s4h2c 
As8d7s6h3s 9c6h6c5s2h KcQd8d7h4s JcTh9h4d2s 
Ah8h5d2h2d 9d9c7h5c3c 8h6h5s5d2d AcKs6s6h3s 
KdJhJc7s2d AdQc5c3h2h JdTh7h4c3s JdJcTc7s2c 
AdQs7h6h4h Th9c7d6c3c AhTd9c5s5c QhJsJd6c2d 
Kd7h6s4c3d Ah9c8d4s2h Kd9h8d4c3c Jc9c8c6d5c 
9d7d6h5c3d Qc8c6d6c5h Jd9d8c4s3c AsJh9c5c3d 
Qh9s8d4s4h AcJhJd4s2h Qs9s9c4h2c Kh8s6d3s3h 
6h6c5d4s4d KhQc8c3h3d Td9c6s6d5d AsQsJs3s2h 
9d8c5c4h3d AdKs9s7s3s JhTd8c6s2d KdQhJd7d3c 
Ah8d7d5s5c 8d7d6c4c2d QsJsTc6s2d Tc8d8c4d2d 
Jd6s6d5c3c JdTs8c5s2h Kh7h6d5h3c AdKc6s4d2d 
8s7c6c4s2c 7d4s4d3s3c Ac8d7d6s3s AdQh5c2h2c 
QdTs7h5h2s QdJh9d8d4s 9h8d5h5d2c Td9d7d5s4h 
AhThTc6h2s QdJdJc8s2d QsTh4h3h2s 7s7c6c5d3c 
Tc9h7d5s5c Jh9c7h5h4s Kc9d7h6s6h Jh7h5s4s3h 
Th9h8d8c5s 9s7h6h5h2s Jh9d7c5s5h Qd9d7h4c3h 
KsTs7s4h2h AcKs4s4h2d JsJd9d8c2d AcKs9d4h3s 
QdTc9d4s3d QdJs7s6s2d KdTh9h5h4s QdJh7c6h4h 
KhJsJd7c2h Jd9h7d6c4s AcQs9c7d2c QsQd6c4h2d 
Ks9d7s5s4c QhTc7c6s3c KcTh6h2h2c 9h8d7c6h4h 
As7s7h4c3s AhKc8h3d2s Ac7s7h4s3h Jd8s7s7d2s 
Kh9d7s6s6c Th8h6s4h3s KdKc9s4s2h 8c7c6h4h2c 
Qc8d5d4c3d AdJs9c7c3c KdQh8h7c4s AhJd6s5c4s 
JsJc7d6c2d Jh9c7s4s4c Jc9d7d6h2c QcJd3h3c2h 
Ac7s7h4h4d 9h8s7s5d4s KhJh9d3h3d KhQc8c3s2h 
Td9s9h5h3c Jd9c8h5s5d Tc8c7s7d3d Ah8h7d5c2h 
Th9s6d5h4c Js8c6s5s4d QdJh7c6s4c AdQd6d5c2h 
KsTs9h3d2c KdTc6h6c5c QcJd5h3d2h QsTd7h7d5d 
KcQh4s3d3c Ac9d8s6d2s KhQc9c6s4c Qc8c7d5d2d 
AcJsTs6h2d KdTc9s9h3c 8s8h5d4d4c Ts8h7s4s3h 
KhQdJh3s3h AcKd9c4s3c 9s9c8d5s4s Qc8h5h4c3h 
Ad6d5d4c3h Ac8c5s2s2c As9h4d2s2d KcJd9h6d4s 
JdTd9d7s2h KcQd8d6h6d KdTd7c4d3s JsJh8h8d2h 
AdJc9c8c4c 9c7c6c5h2h 8c7d7c4s4h 9c8c7d7c5h 
Jh7d5s4s4d 9d6s5d4s4d Jc9h8d5c3s AsQd9d5c3d 
Kc8h7h4h3c 7s7d6d5h3d Kc7h6s4d3c AcKh8h6s3h 
JsJd7d4s2d Qs9h6h6d2s TsTh4s4h2h Jc8h6d5d2h 
AsKh6d4d4c Ah8h5s2s2h 8s8d7s4h2d JhTs9d4d4c 
KdJc7c5c4c Kh8c6d3h3c QhJc7d6c4c Td8s5c4d2s 
Jc8d8c4s3d Kd9s7h6h6c KdTc8d5s5h Qd8c7h6d2c 
9d7c6c5c2d KdJd7s4h3c QhJd7c4h2c Js9s7h6d2h 
JcTc8h5c3s AdJh9c7c4c JcTs8h6s2d 9h8h6d5h4s 
As8d4d3c2s Qc8s6h4s2c Jh9h8c5h4d Ts9s7h7c5s 
QcJs7c6s2s KdQhJd7d3s JsTs8s5h3c 7h4h4c3d3c 
Th9c6d5s4s KhQdJd4s4d Kc9c6d6c5s Kd9h9c7s4d 
QsTs7d6s3c Ah5h4s3c2d JcTh9c6c3c KdTc7s7h3d 
AcKs8c3h2d Jc9s8d4s4d Jc9s8h6d4c KsJc8d5h4h 
AcJh8h7h3s ThTd9h2s2h QsJh8s3h2d 9s7s6c5d3s 
AsKcQd3h2h JsTh9c2h2d QcJhJc3s2c QcTh7h7d5h 
AsJh9d9c3c Kh9s8d4d3h QcJc9c8h4s Qc9d6c5h4c 
As7h7c4d4c Ts8d5h4h3d 9d8s6s4d2c Ts9s7d6s4s 
6h5d5c4s4d Jd9d8c5d4s Qc8h6c4h3h Kc7d6s4s3d 
AhKc9c6s2d AsTd8h8c3d Kc8c7h6c5c Ac9d4c3d2h 
7s5h5c4h3s QsTd6c3s2c AdKh9d3c2s AcQdTh4s2h 
Qc9d8h8d3h AsTs6d4s3h KcTd5d3c2d Qc8d7d5c2d 
KsJsTh8s3s KdTd4s4c2c KhTh9h7h3d Ac9s5h4s4h 
AhKd8d8c2s KsQhTc5d2c 8c7d5c4h2d 8h7h6d6c5s 
Ad8d5h2h2d Qd7d5d4s3s KdQh6s4h4c AdQc9c5s3c 
