KcTdTc9s5c 
JsJh7s6d3d QsQd9d7h4c KdJs5s5d2h KhKd9s5h2h 
KcQs9s8d6s KsJd8d7d6c KcQs9s7h3h KdJd8c6s3s 
AdJs9s7h6s As9h8c3c2s KdQd5h4h2d Kh6d6c5s5h 
AcTc8c7h2s QdJd8c7s7d JhTc4d3h3c AcQs7c5h3c 
Ks7c6h6c3s As7d5d2s2c AhTh8h7d2c QsJdTh8d2c 
Jh9c8s5h2s JdJc8h7s5s AcQs8h7h7d KhJc6s3h3c 
AdQs8h6c4s Jh9c8h8c4d QsTc5d4s2c KdQc8h5d2h 
AcTs4c3d2s KsJsTd4s3c KhKd7d6d2c AdTs7h5s3h 
Qc9s9d6h5c 9d8d7h6c3c Qh7s7c6s4h AhJd7s4s4d 
AsTd9d7c4h AsKsQs9s4d KsKhJc3d2c AsJs7h6c4s 
KhQc8c4d3h JdTh5c4h2d KhQsTs9c5s KhJh8c7d2d 
Th7s6d5s3h QcJs6d6c5h AdKhQd9d4d KhQc8c4s4h 
KsJc6h3s3c Qc8s7h6d5c Ad7h5h2d2c KhQs9c8h5d 
KcQh9h4d2c QdTd7h4h4c KcQd6c4d2c AcTc5s3d2s 
Qh7d6d6c4h JhTs9c6d5d KcTs7c4s2d Ah5s5h3d2s 
AdJc8h7s4s AcTc6s4h3d Kd6h6d4h3s Jc9h8h5h5c 
7d6h6d5s3h AhTc8d6d3c Ah9h8h7h6s Td9h9d8c3c 
KsJc8h7c6c KdJsJh4d3c KcTh9s7d5h Jh9c7s6s4c 
KcQd8d8c2h JhTd4s3h3d As9h7s5s2h AdTd6d5h4c 
KhJh9h7d6h KcQd7s4s3c Kh9h8d5d3c KhKd8s4d2c 
Kc9s7s7c4s KhQh9s8s2s Jh9h8d7d4h KsQhTsTd5s 
KdQc9s8s6h AcKd9s8h3d AhKcJc8c4c Qc9h9c6s6d 
QsJs8d7s7c KcQc8h7s7d QdTd8c5h2c QhJdTd7c2c 
KcTh7h6d4s KsQsTh6c3s AdJdTd4d3h 9c6s6d4d4c 
Js9d7d6d3s QhTs9h6h5h KdQhJs8s6s KcJhJc5d2s 
Ac9s7h5h4s KcQd9d8d6h KhQhQc9h5h AsQh7s7h2s 
AsKh8s8c3d 9s8s6c5c2c QcJd4d3h3c AdQhJc5c3c 
KsQh7s5h2h KdTsTh8c5d Js9s8s5h4h AdTsTc9s4h 
KcTh7c4h2d Jh9s9c7s4c AdQdJd6c4d As7s7c4c2c 
AcQcTh7c2d KhKc8c5c2d Jh9s9h4s4d 8s7d5d4s4c 
As9c7h5h4c QhJcTd4h3h 8h6h6d5d4d AsJc7d2s2d 
Td9h7c6s5h AhTd8c4s2h QsQd5c3c2d KdQs7c5c2d 
KhJc9c7s7d KcQd9d7s5h KhJc8s7c6c AhKcTh5d2h 
KcQd9s5s5d KhJsJh3h3c AcKhJd6s4s JdTsTc9h4c 
QcJh9d6c2d AcQd8s7s7h AdTsTh7c5c AhQdJs5c3c 
Ad5s5d3c2s KdJd9h6s2s JdTs9h9d2c Jh9d8c7d2h 
QsThTc7s2c KcJcTh6c5c AhJd8c7c6c AcQhJd4d3s 
KhJdJc7s5s QcJs5c4s2s QhJs7h5c2s JcThTc3s3d 
Th9h9d6s5c Qd8s6d5s3c KsKh8s6s2c QdQcJc9c4s 
Kh6h6d4d3c KhJc8s6s3h Kd7h5h5d4h AsQcJd5d3d 
9h8h7s5d3d QcTsTh8d4c KcQsJc5c4c JdJc8h5d2h 
AhQh8h4s3s AhKs8d7h3h TsTd5s4h3d As7d7c6h3s 
QhJd9d7c3c QsQh7d6d2s 7d6s6c5s4d Tc9d7s6h5d 
KsJcThTc3c 8s8h6c5h5d Ts9d7s7h4d KdJs7h6s3h 
AhKd8h8c3s JsTc5d3s3d KcJs8h5c2h AsKhTs5d2s 
KdQcTd4h2s Th7s7d6d4s Ad9h5d5c2h Ac8c6h3h3d 
KcTs7h5c2h QdQc7h4d2c QsQd8s8h4s KcQs9d4d3c 
7s6c5s4c3s Jh9h7d5h3d Th8c7h7c4c AhKdQh6h2c 
QsTc5c3s3h Ad9h5d5c4s QhTs9h5s2h JdJc6d5s5d 
QdJsTh9s3s Qh9c8s7s6d Ad9h8s5c2d KdJs7c6s2d 
QsJd5h3s3h KcJd9h5h5d QsQh9s8d4c JsJh7c4c3h 
KdKc6s4s3s Ks9c8h7s3c Th7s7d5d4h AsKhQs6s2d 
KsQh9h3s2c KdJd9d5s2s KdJs8d5h2h KdQd7c6c3d 
AhKcTs4h2h 9s9h6c3s3h Ks9s8h7h2c AdTh8s5s3h 
QhQdJs8d4d Qc9h7h5c4c AsKhQc4d3d Qs9s9d6h6c 
KdQsJs6h4s KsJd9h6h3d JcTc9h9c6d Qc7h6c5s3s 
QhJs8d8c7s Qs9h9c8d7c KhQsThTd5h AhKdTd9d2d 
AsQdTd6c3d KsTh9c8s3d QhQd8s8h4h Jh9c8s7h5d 
AhQc6s4h3d KdJd8h7s4c AsTd9c7d2c JdTh5s4s2d 
KhQdTd9d5s KdJsJc4d3h QcJh8s8h4s AcKh9s8d3h 
AcKd9d6h4s JdTc6d4c3d Ah6h5d4h3d JdJc9h7s5s 
QhTd8c7d5s QdQcTc8c3h AhKsTh8h3h KdJs8s7d2s 
KcTc9h7d2s KhQd9h8c5s KhTh8c4c2s JsJh7h5h5c 
Jh9d8s7d4s AhJh8h6c2c AcQs9c8h3c JsTc8c6c2s 
Qd9s8c7c6h KhKc7s4c2d JhTs8s8c2c Ac9d8c7c4s 
Ts8h7d6c5d KcJdJc5s2h JcTh8h4c2h KcJh6h4c2d 
Ah9s7s4c2h QsTd8c4c2s QcTs8h6s5s Jh9s9h8c2s 
Ts7d7c6c4d 9h9d7c4d4c QdJc6c4d2h Kd7c6s6c3d 
KdTs7h5s5h KsJh6s4c2h KsQsQh4d2s JsThTc6c5c 
KdTc7h6s6c KcQh3d3c2h 9s8s8c6c3d Ad6h5d3h2c 
QsTh7c4s3c 8h8c6c5d4s QdJs8c5d2c JcThTc7d4c 
KhJd8s7h4c 8s7s6c5c3c KcJs9s7h7d AcJsTs9s3s 
AdKcQh9h4h KcQd8c6d2c QhJh9d8h5c AhAdAc5h2h 
JhTd8s8d2s QdJhTs6s6c AdKcQc4c2s KsQcTc9c5h 
AdQc6d5s2h Ts8c6s6c4s KcThTc9d4c QhQc4d3s3h 
Kc7d5c4s4d AcJh8s7s6s JsJcTs9d3s AdQs6c5d2h 
QsTc5c4s2d AsTh3s3h2c KcJd9s6s3d Kd9d8c5c3s 
QcJh6h4c2d QsQcJd5h3h Jh9d6c5h3c 7d7c6d6c2d 
Jd9h8s8c7c AdTc8s8c6c AcKd9d5s3h QhTd5s4s3d 
AcJcTc4c3h QdQc7s4s3c AcJh8d4c2s KdQc9d8h5s 
QsJs9c8s5h AcKd9h8s5s KsQdJs5h2c KhKc9s4s4d 
QdJsTh4s3s TdTc5d4s3c AdKc8h8d3s AdQc9d7d6d 
Jc9h7s6s4h QcJsJd6h4h KdQh9c8c6s JsTs9h5s2h 
Kc9s7s7d5d KhQsQc9d2c 9s7h7d6d4s KcTh9s9c4d 
Ad7h5s5c3d KcTs4d3s3c QhQd7d5s4d QhTh8c5d2c 
QsTh8h4s3s JhTh9d8h5s Th8d6h6d4h JdTh8c5s4c 
KsTc7h6d6c QhJh9h7c5s Jd8s7c5d5c JcTc9d6h3s 
JsTsTd8h3c QhJd9c6h2c Jd8d8c7s4s KhQc8h6d3d 
Kd9s8c5s3d KhJhTh9s5h KcQdQc9s2c As9c5s5d2c 
AcTc5d3s2d QhQc5s5c3c Jh9c8d5h5d KdQh8d6s3s 
AcTd8s6s3d KcQdQc3s2c QcTh8s6h5h Jc9s9c4s4d 
KdJc9h7s4d KdKc7c6c2s QhTd8s6c4d JsTs7s7d6c 
KcQc8s8c7d JcTs8s2d2c JdJc8c7d2c KhQs8d5d2h 
QhJd9c8c5s KcQc7h5h2s AhTc8d4s2h 8s6s6c5c4c 
8d7s7d4s4d QcTs9h8c2d Qh8d6c5h3c AdJs7s3c2d 
QsJc6c4s2h Js9c8h7c6d Tc9d6s4d4c Kd8d6h5s4c 
8c7h5h4s4c AsTc5h4s3d 8d7s6s5s4h JdTdTc7h2h 
Ad6d5s4d3s QhJc9d6h2d AhKs8c4c2s KcQd9h7d5s 
KhJhTh9h2d QhJs8h8c3s KcQsTc5h2d QhJc8d7d6d 
AsJh7c2s2c KhQs9d4h2s AcKdTd9d2d KsKh9s5s3s 
AhJhTs3h2d JhTs7c6d4c Ts9s8s5d4d Ad6h5c4s3d 
AsTh6s5h2s KdJc8c6c3d KhThTd9h6h QdJc5h3h3d 
QdJc6c4d2s JdTd9h5d2h AdJd6s4s2s KcQc5d4d2c 
KhQh6d5s4h AcKcTd4h2c Kh9h9d6d4h Ts9s9d8h3h 
KhTc5c4h3h Qh9h8c6c3d KhQh6d5c4h AsTs6s5d4h 
Kc6h5c4h2d KcJd8d4c2h AdQhTh6s3h AdTdTc2h2d 
JcTc9d8c5s JdTh6d6c3c AhJd7c2h2c QdJsTh7d4d 
Jc9s8c5s2h QdTc8h7c5s JdThTc8d5d KdJhTsTh3h 
KhQd4d2s2h AhKs7h4d2c 8s8h6d5h3d Tc9h6d4c3d 
JdTc9d8h4s 9s8s8h6h3c Qh9c6s5s5c Qs9d8d5s5c 
AcQsTh5c2c JsTsTh7d4s 8c7d6d5d4s AhTs6c3h2s 
AcQd6s4c3h Jd9h8d6s5c KcJs9d5s5d QhQdJd3c2s 
Qc9s6s6h5h QcJh9s3h3c Kh8c7h6d3d JsTsTd7h4s 
Qs7s7c5d4d AhTc8s8c6c AcQdJh4h3s Kh9c8s8h4s 
QcTs7c4d3s Qh7h7c6c5c JsTd4d3s3c KsQh9h8h6c 
AdKs4s3c2c AcQd9s8c3c QhQc8h5h4d AdJs8c6h5s 
9h7h6c5c3h KhQc9h8d5s KhTh8d7h5c KhQhQc4d2h 
QhJsJd9c4h JhJd9d5s3c QhJc8s7c5d KcQh9d7h5s 
AdTh9c7c5c Jc8h8c5d3h AhJh6s4s2s JsTh4c3s3h 
Js9s9c8h2c Ac9c8c7c6s QdJc8s7s6s KsJsJd7h4s 
AcTc5c4s3s KcTc9h3s2s ThTd7d4s3h KcQdJc7h2h 
9h8h6s5d3d AsTs5c3d2c QdJc9s8s5h KdQh8d4h3s 
QdTsTc6s4s Jh9c8h5c2d ThTc8c5h2s QhTh5d4h4d 
KdJd8h7c4s QhJh7d5s4c AhQsTc5h2h Js8c5s5c4d 
KhQh7c6c2d QdTd7s4h3s QsQc8h5h5d KhTd9s9h4c 
KhQdJs6d4d Qc9d7c5s5d KhJcTs9c3c AsKsJd5s3s 
AcQc9h3h2h QhTs9c8h3d Tc9s8c7h3s Ad7h7d4h2h 
KdJh5d4s2s JcTs8s4h3h AsJc9c7h6c AhKsQd7s3s 
KhTs9h9d4c Qc7s7h6c4h QcJd7c5h2d AsKcQd7c3c 
AcTh5s4c3d Js9d9c7c4d AdQs7h6s5s Kd9s8c5s5d 
QhJd9s4d3s JcTd8h6h4s AhQcTh8h2h JdTd8s7h4d 
QdTd8c4s4c KsTs7c6h3d JsTd9d4d2s Tc8d6d6c4c 
QcJhTs6s6d Kd8s7h6s4h KsJhTh9d2h KsJhTh9h3c 
JdTc8h7c4s QsJc9c7h2s AcJh9d6h6d AsQsJs6s4d 
AcTs9h8s3d 9d8s6h6d4h JhTs8c4c2h AsKdQs8s3c 
JsTc9c4c2s Jd9c8d7c4d Js9s7c5c3s ThTd5s5d3s 
QdJs6d6c5h AhQh9s8h3c JcTh8h5c2c QdJd8s6h5d 
Ac8c7h5s5c AdTh7h7c3c QsQd6c5c4h Qs8h6s5h3d 
8h8d6d5c4s AdQc7h7c5s KdQdTd7c4s KcTh9d7s5h 
Jc8d6d6c5d QsTs8c4d4c Th9d7s7d3s QhTs5d4d3s 
7s7d5d4s4d KsKh9h7h3h JhJdTd8c3s Qd7s7c6d4s 
AsTc9s4d2h KdJh9s8s4h Qd9c7c6c4d AcQh7h7d5s 
QcTh9d6d2h As9h6h5s2s KsTd9h5s3c AhTd8s5s3d 
Js9c7h6h4c KsQsQh3c2s 7s5s5h4h4d JsTc8d3s3c 
Td9d8c5c4d Qc9c8s6s3h KhQc7h4c2s Td9d7c5c3c 
Kc9h8s8c4s KcQsJc4h2d Th9s8h6c5d KcQd5h5c2h 
QsQd9s9h9d JdJc7s4s3d Td8h8d7s6c AdKdQd9d4s 
AcKc8c5s3d KhQs9s4c2h Td8h7h7d4h QdJs9d5h4c 
QdJs6h6d5c QdJd6h4h4c Ts9c8d6s2c KhJd8s6s3h 
QcJhTd4d3s KhQdJd7d6d QsQc9h4d4c KcJdJc6s3h 
Ks9s9d8h2h AdKs9h4c3d AhJc6s6d4h 8s8h6d5d3h 
Ks8s6s6h5h AsTd7h5d3h 9s9c7d3s3c KcJhJc5s2d 
AhTs8h4d2c Kh9d8s7h2d QsTh9c6c2h QdJh8s8h4s 
KsJd8c7d5h Ah8s7h6c3d QdJh8s7h5c Ad7h7d5d2h 
Jc8d7c6h5s KhQd8h8d2s JdJc5s4d2c Kc8c6s5d2d 
AdKh9s8c3h AsQh9c8s3s 9s9h6h3s3c AdKd6s6d5d 
QsTd8h6d5d AcKdTc5h2c JsTh8d6d4c QdTs7h6s3h 
QsJd8c7d5h KdQcJc8h8c 9c8c6d5d2d Ks9h8s7h2c 
Jc8s7s7c4d KhQdTs9s5c KsJs7c5c2h AdTs6d3s3d 
AdQh8h7s7c KcQhTs9s3d AsQcJc8d2h Qd9c8c5d5c 
KdQsJd8c5d QcTd7d4d4c QcJs8c5h4d Jc7c6s5s4c 
KsQc9c3s2d AsQhJh9c3h Js9c8d7c4d Qh8c7h5c4h 
KsKc8c7d2c AdJd6c5d4h AsTs6h6d2h 9c7h7d6d4c 
AcJc9c7s3h QsQcJh5d3d QcJs9h5s2h Jd8d7h5h5d 
As9s8d8c2h AhTh6h5s4d 8s8c6s5c3s Td8h6d4s4h 
AsJhJd5d3c KcQh7h4c2s KcJd7h5h2c JdTc9h5c4s 
JhJd8c5s4d JsTh5c4c2s QsQc9s8d3h KhKc9h4d3h 
KhQc9s4s3h JhTh9c6d3s QdTh8c7h5s AdJh9c8c6c 
AcJc7d7c4h QcTd5d4h3h KdQc8d4c3s 7s7c6c4s3h 
KdTd8h6d5c Tc9d8s5d2c Qd7h6c5h4c KhQs8d4s4h 
AcTd5h3c2h KsJh5s5d2h QhJh6c5h4s 6s6c5s5d2d 
JdTd8s7d4c Qc9c8s6s3d AsJd9c8c6c JdTc8c4d2c 
8s8h7h6c5d As9c7s4s3c KsJdTd9c3d QdJs9s7c3c 
Ad5s4s3s2d KcQsJc7d2d AsJs9c8s2h Td9h8c6d2c 
Ad6s5d3h2h AhQh9c5h3d Jd8c7d6s5h AsThTd7c5c 
KhKcQs9d4d QhTd8h5s2s QcJh8d7s6s 7c6s6d5d4c 
KsJh9c8c4h QhQc7h6h4s Ah8h6h5c4s KdQh9h3d2s 
KcTs8c4s2h Ts8d7c6s4h 8h8c6s5s3h QhJd8d4s3h 
JdJc7h4h3c 8c7h6s5d4c QdQc9d7s4h JcTs8s6s2c 
KcJs9s6c2s Qd9h9d8s3h AsKsTs8s3d Kd9h7d6d5s 
Tc9c7s5s3s KsKd8d7c2d AcKs9s8h4d QdJd8c6h5d 
AsTdTc9d6d Jd9h6s5d3s 8h8d7s6d5c QsJh9h7c2s 
Tc9s6d4c3d Kc7s6s6c4c KsQh4h3c2s Tc7h7d6h4d 
QdJs5c3d3c AdKsTd8d3d 7d7c5c4d4c Ts8h7c6s4d 
Ad9d6s5h5c AdJsJh9c4h KsTd6c5d3c KhJhTh3d2d 
Kd7h5h5d3s Kc8h7c6d3h AhKh9d4s3c KcQd7s6h6d 
AsJd6h6c4s 6h6d5s5h2s AhTh9h7h7c AcQhJh9d3h 
AdTh9d6d6c QhJc9c6c5d AdKhJh2s2c JsJdTh9c4c 
AsQdJh5c3c KdQhJc7h4s AcJd9h7s6h KdQsTd5c3d 
AhQc8c7d7c Qh9d8s8c7h Td8c6d4h4c QhQc7s4s3c 
AdJdJc7d4d KcJcTs7h3c AdJd6c4c2c KhQdTh5s2c 
Js9d9c8s3d QhJc8h5h2c QcTh8h4c3h KcTc9h9d5s 
As9d5s5c4h KdQhQc9s2h AdKcJs9h2s AcJs8h5h2s 
AhTh9h7h7d Kc9h8d5h5c QcTc8h5d2h KhQhQd9c2h 
QsQh8c7d5c KdQdQc8d4s AsQs8s8d7s AdTd7d7c6d 
JhTc9h8d4s QhTc8s5s2h Qd7h6h5d5c 9d8h8d6h2s 
KhQhJc5h4h 9s9c8d6h6d AdJd9d7s3h QcTh9s9c5d 
KdTd8s7d5h KhQc9s8s6d QhTc9h6h5h Jd8d8c5s3c 
KsKcJd3h2d Ts9c7h6d5c QcJdTh4h3s AcJh9c8s2c 
Qc6d5c4s3d KcQsQd7d3h AhTh9c3c2h QdTc5c4h3h 
QcJd9d4s4c ThTd8s8c4s Ts8d6s4h4d QcTh9c7h2h 
QsTc5h4c3h KsKcQd9h4h KsQsTsTd3c JsJh7d4d3h 
AcKc7d7c2d Kd9d9c5c3c AdQh6d5s2c QhJsTs7c2c 
Jh8s7s7h4d QhJd9c4d3c Qd9s6d5s3s QcJh9s5h2s 
AhKs4s3c2c KhQc7h7d6h AcJsTd5s3s AdTsTh9s4c 
ThTd9c7d2c 9c8h7s5s5h QdTh7h6s5c KsJhTh6c4h 
As5h4h3h2s As9s8d3d2h AsTd8h8d6d KsQs7h5s3h 
Qs9d7s5d5c JdTc8h3d3c AhTh9c6h3d JsTh9s5c3d 
QhQdTs6s3c KdKc6s3h2d Qc8c7s6s6c Ad9d8h7d6d 
QcJsTc4c3h Th7d7c6d4c Qh8h8c6s6d Qc6h5c4s3h 
KsQc8c4s4h QhJhThTd3h QdTc9h8s5c QdQcJs8c4c 
TsTc8s5c2h Js9h8c5s5c KhJdTd6c4d QdTc5h4h3c 
Th9s8d5s5h Qs9h8h6s2c AdJh8c4d2s Kd9h9c7s5d 
JhJd8c5d4s JhTh9s7c3d Td8s7c6d4h KcJh8h4c2d 
QdTd9h6d4s KcQdJh6d4d AcJc8s8d3h QhTdTc6c4c 
QsJhTd9h3h QdTd8c5s2c Tc9d8s8h7c QcJh8s6d5s 
KcTc6h4h2d JcTd8c5c4h Ah6s5d4c3h Qs5s5d4s4d 
KcQs6h5c4c KcTc6d4s2d QsJhTd4d3c Ad7d7c6d4h 
QhQd8h5h4c KdQd6c5d4h JcTd8d4c2d QcTh8c7h3c 
QcTd5d4c2s KdQc4c3s2d AcQd9c2d2c Ts9c8s6d5h 
Qs9h8c5s3h QdJd9c8d5s Ts8s8h7d6c Kc7h5c4h4d 
KhJd9c8d2c KhTs8s5h2s As5s4h4c2h Qs8s7h6s6h 
Th9c6d4h4c QsQhJd9d3c AhKhTh8h3c KcJhJc7d4c 
Qc8d6h5c3h Qh9c8c6h2d AdJh8d2h2d Td8c6c5d5c 
KsQsJsJh2s KhTd7d6s6c AcKhQd7h3h AcKh8s8c3d 
KhJd7s6d2h AdKd8h5d4d KdTh7h6s4c QsQdTs4h2c 
JhTc4c3h3d KsJh9h7h7c 8s8h6s4h3d AsKhQs8s2c 
AsJs8s5d3c KcQc6d5h4c Qs7c6h5c4h AhQsJd9c4c 
AcKsJh6d4d Jh9h8d5d2c Jd9d8c7s7h QhTc8s7d4h 
QdTh9d6s6d JsTh9c5d4h AcTh8d5d3h AsKdJh9c3c 
QcJs9s6s5d QhJc8s8d7d QsJs8h6c5s AsTh8d6d3h 
Qs9h8c7s4c JsTh5d4h2s JcTh9s5d4h KdTh6c5d2c 
QcJs4s3h3c QsJc6d4d3c JsTh9h6d5h JcTh9d5h4s 
AhQs7h5d3h KdQs8c4s3d Ad8d7s5h5d AdTsTc9s2h 
AdKc9s8c3h Kd8h8d6h4d AsQs9s8d3h Qs9d8h8c7s 
KdQc9d8s5h Qs7c6s6d4d 7h6h6d5s3d QsJdTs4s3h 
7d6s6c5c4d AhQdTh8h2h KsTc7h6h6d AhJd8d5c2c 
KsJh8h4s2c 8h7h6s5s3h Kh9d8c5h2d KdJsThTc2c 
AhJh5c2s2c KdJh6d4c2h QcJh9h6s5h QsQh9h8c3d 
Qh7s7d6h4s KdQd9s8s2s Ts9h6s6h4s QcJsTd4d3h 
AhQhTc7h2s AcKdQs4h3h Qd9h8h5h5d QhTs7h4d3s 
9d8d6c5c2h KdQh9h3s3d Kc9h8s7c2h JcTh9c8s4d 
AcKhQd4s3s Ac6s5h3h2c QhTh8s4s4c KcQs3d3c2s 
Qh9h9c8s3c JsJdTs7s4s KsQs7c5c2h AdKd6s3h3c 
AsKcTd5h5d KhTs8s4h3s QdTd8h4c3c TdTc7h6s5d 
QdJc9c7h2d KcJh8d6d3c QsJd9c3s3d QdJsTs7c2c 
QcTs8d4d2c KsQc8d7c6c 9h8d7c5h5c QdJc9c7s2d 
AhJdJc6c2d Ts9c8c7s2s AdJc9c7s7h JsTd4c3s3d 
TsTh7c6d5h AsKc9c6h2h KhTd8c5h4s KhQhJhJd6h 
KhKc8d4h2s KsQc7c4s2d AdTh7s7h6c AsKdQd4d2h 
9c8c7d6h3h Ah9s8c5s5c AdJc8h8d2s KhQdTh5c3h 
9s6h6d4s4h KcTh7s5c2s 8d7c5s5c4d AhKs9s6d2d 
AcTc6s6d2d KsQc5s5h2h AcJh8d6s5h QdTs8c4c2d 
Qh8h7s6s4h QdJh9s4h3s AcQs9h5h2s KsQdJc7h7c 
QhQd9h5h4s Ac8d7c5h2s AhQdQc9s4s KdJhTs9s5s 
AdTs9c8s3h Td9s6h4d3h QhQdTc6c3s Qs9d8s7h4h 
Jc9d8c7s7h QhTs7c6s3c KdQsJd4c2h KsTs9d7h2c 
KcJs5h4c2h AdKd9s4h3c Qc9h7h6h4c KcQs9s7d5h 
KcQd6h5c4c JdJc9c8c5h KcJsTh9s3s QcTd7s6d3s 
AsKc8h7s3s KsJhTh6d4h Kc8s7d6s4d JsTd9s6s5c 
JcTc8h5c2h JsTd8c3s3d As9h7h4d2s AcKhQc8c2s 
AcJcTc5s5c KdQs4s3h2d JcTd4h3d3c Ad9s5h4d2s 
AsJh8s6s6d AcTd4c3h2d Js9c8s8h7d JhTdTc6d5d 
AcKs9d4h3c KdJc5d4h2h Ks9d8s5d3d 9h8s6h5s3h 
Qs7s7h6h5h Kd9c8h7d2c AhJh7h7c4d KcTc8s5s2s 
QsJh8d5d3h AhKh8h5s3c QsTs8d4h4d AdJh8d8c2s 
AsQcTs8s2s AcKc7c4h3d KhQcTc9c5d AsJs9d8s2c 
Ts9c8h6s2c QcJd8s8h7d QhJs5h4s2s KdTd7s6h3c 
Jd9c8h7d5s KsQs9h4c3h AsQs9s5h3c KsQsTs7c4h 
QhJd9c3h3d 9d8s6s5d3d JhJcTs9d5s Kd9d6d5c4c 
Jh9d8h8c7s AhTs8c7d4d AsQdTd6h3d KhQsJd7d7c 
JhTd5s3s3h KcQc8s5d2s QcJs5h3h3c Ks9s8d5d3h 
QhJc6d4d3c JdJc8h4c3d AcKc8d3s2s QhTc8c5c2h 
KdKcQs9h4h KdJh5s4d2s KsTs5c4d2d QdTs6c4s4c 
Qd9s9d8c3s KcTh7d6s3c QhQd7s4s3h AdJhJc5h3s 
KsTc7c6h6d KsQsJdTs2s AhJd8s7c4c QhJs7s4h3d 
Ac7h5h2s2c QcJs8c7h7c JsJh8c7d5d AsKd7s4h2c 
QsTs9d8h4c QhJc8d5d2c AsKs8d3c2c Qc7d6c5s5d 
Qd8d7s6s4d JhTs8c5d4c AsJd9d7h7c Kc9d8s7d2c 
KdQs8h4s3d JcTd8d5c2c KdQs9s7c3c KhJh8s6s2c 
JhJd9c5h4s 9s9h8h6s4h JdTd8s5d4c JdJc7d5h2c 
Js9h9c7s3c KsTs6h4h2d KhQh9s9h7d Qs9d8h7s4h 
AhKs9s6c2c AcKc6s6c5c AsQdTh5s2s KcQs9s8s6h 
AhTh5h4d3d KhJcTd6c4c Th9d8h5c3d KcQh9s8c5d 
AsKcQd9d4d QdTd7c4s4c AcKcJc9c2d QcTs9c5s2c 
AhKsTc4h2h Jh7d6d6c5h KcJd9h7h6h JhJd8d6h3h 
9s8s8h6h3d 9s8s7d6c5s Js9h8h5h4s QdTsTh8c4d 
JdTd9h6s3c QdTh5s5d3s Ad8c7d5s2h AsJc6s3s3c 
AsJhJc6h2c AhJc8d7d6d QdQc7s4h4d KsJhTd9d5d 
QsJh5d3s3d QsQd7h4h3d KsKh7h5h2c TsTh8h4s3d 
QsJsTs8c5s AcKc7c4d3h JdTs7h6c4h AdKc4s2s2c 
AhQdJd9s3d QsJcTh5h3h KsKd6h3c2d AsJs9h9d4s 
KsJs8h7c4d KcTd7c5h4c KdJd7h5h2c 6s6d5h5d2h 
Ad9c7c4h2d 8s8d7h6d5c QhQc9h8s4d AsKh8c7s3s 
AsJc7c3d2s AsQsJs4s4c QsJdJc5d3d Kc7d6h6d3c 
KdQs7d5s2s JdTh9d3h2h AhKsQh9h4h Kh9c8c5c3h 
QsQh9s8c4d JcTsTh6s5s AdJd6s5d4h 9d8c7s5d5c 
QhQc9c7s4d AsQs9s8h3c JhJdTc4c3s QsQc6c4d2d 
KsTh9h7c5d Td9h8s5s3h Ts9d8h6s2h Ad9d8d7h6d 
KdJh8h4d2s QdTs5h5d3h JdTh8d5d4s KsTd8s5h2h 
QhQd9c4s4d ThTd8d5h2s AcKdJh9s3s Th9c7s7c4s 
JhTd9h5s3c KdJs8h7d4c Jh9c6h5h3c KdTd8c5c2c 
8h8d6s5d3s AdQdJd4h4d Td9c8d6h5s JcTc9d9c6s 
Kc9d8c5d3d KhKc9c5c3c Js9s9h4h4d QsTc5d4d3c 
AsQd6h5s2c JsJh7h5h5d QhQc7d4s4h AsTh7s4h2s 
KsJd7h6d3h QcJh8s7s6s AhTd7d7c3c KhJs6h4d2s 
KcJd8c5h2h QhJd9h7d2d KdQdTsTd3c QsJh8s5d4c 
Jc7h6s5h4s KhJd8c4d3h AcKc8s5c4c AsJd7d3s2h 
Qc9c8d7h4h KdTc8d8c2c KcQs8d7s6s AcKc8h7c3s 
AsQc8c7h7c AcKs4h2s2h QsQh7h5d4h Td9s7s5s3d 
Qh9s8d8c7h Ts9d8s5h3d JdJc8c7d3d QsQh5h5d3h 
Kh9s8c6h2c AcTs8s8d2d JdTh7s6h3s QhTd9s6s2d 
KsQh7s5s2h Kc9s8c7s2h Js9d9c7c3s AdJsJh9c4s 
KhJcTsTd2s QsQc7c2s2d Kd7s7d5c3c Qc9d6h6d5h 
QsTs9h6s4c AsJs8s5h3c As8s6s5c4d JhTs6h6d3d 
QsJd6s6h5c AcKc8c5s3h AsKsTs8s3h QhQc5s3s2h 
QhJs9c6h2c KdQh9h7s5c Js9s8c5c2h QsQd7c4h4d 
Ah9s7c2h2c KdJdTc6d5d KsQc9c3s3h Kc6d6c4d3h 
KhJd8s7c6s KsQh3s3d2h KsKc9h5s2s Js9c8d7h6c 
KhJd8s5h2s AsJd7h7d5c Kh6h5s4s2d KdQcTd5s2h 
KsJc9d6s2d JcTc9d8c5h Qc8s7c5s4c QhJh8s5s3s 
Ah8h7s5h5c AhQh5d4d2h AsJdJc9h3c QhJdTc4d3d 
AcJh9c5d3c QdJc9d7c2c KdQs9s3d2h QsQdJc7c4h 
KhJhTs7h3c Kd8s7c5s3d KhJc6d3h3c 9s9d6s3d3c 
QsQhJc7c4d KhJdTc6c4c Kd9s8d7c3s Ad8h7c6s3d 
QcJc9h8c5s AsKdTs5s2h AcTc8s2s2c KhQsQc7c3d 
AsQs4h4c3d AcQdJh9s4s KsQd6s4d2s KsQsQc9s2h 
