Ad9c6h5s5h 
Qc9c6s5d2h KhJs7h5d2h QdJd9d4d3c Qc9c8d5h5c 
KdTh6h3s2s QsQc8h7h3h 9s8h5c3c2h Js9s9h7c2d 
Qd7h6s4h2d Td7s7d5s2d Qd8h7h4d2h Qh5d4c3c2h 
Ts7h7d5h3c Tc9d8c5c2c Td8s7s4s4h Tc7d6c4c3h 
QdTd8s4c2d 9s7d5h3s3c Ts9c7d7c3c Jh9d4s4d3s 
9c6c4s3s3h Jd7h4d3h3c Kh9c6c5d3c Qd9s9c8s2h 
QdTd8s8c2d Ac8c7c3s3d 9d6d6c5d3s Ad5c3s2h2d 
KcJd8s8h4d KcQh7s4h4d Qc9c8h5s5c 8d8c6d3h3d 
Ad6s4s4c3c Td9s8s4h3c Kh9h8h6h6d AsJc9c6d2h 
8s7h4c2s2h Qh9h8h5s2d Td8h5s4s4c Jh8d8c5c3s 
QhJhJc7s2h AdJh9h6s2c AhQd5d4s2d Ts7d7c5c3h 
Qh9c8d5s5d Qs9c8h3h3c KdJc9h7s2h Td6d5h5c2h 
Th9c7d4s3d TsTh8s5s2d 8s6h4h2s2d Tc7d6h6c2d 
Qh7c4s4c3h 9d8d6h6c3s Td9s8d6d3d Ah9d6c2s2h 
Jc9s7s3c2h QcTh6d4d3d Jh7s6s6h2c 8s8d5c4s2s 
Kh8s5h5c3d Js8d6d6c4d Tc9h7s4c3c QsJs9s4s3d 
KhTc7s4d3s QhTd9c7d2d QhTdTc3s2d KdQh9s9d4d 
Qd9s8s5h3c JhTs7s6c2d Kd9h9c6d2s Ah9d7c6c3s 
TsTc5d4h3c Qc5d4s3c2s Ad6d5s5d4d 9c8s8c3s2c 
KcQd7c5h2c Js9h7h2s2c QhTd6c4c3c JcTh8c4c2c 
Kc5h4c2h2c Jh8s8d5s3c Qh8c7h4h3c QsJs8s6d2c 
7s7h5d5c2d Ad8s6d3d2s AhJd9c3h2h Qh5c4s3s2h 
JcTd6s2s2d AhJs9d4c3d Ks9d7h6h4h Qc9d8c6c2s 
9d7h5c2h2c Tc6s6d4d2c Jd9d7d6d4c Ks7d6c4s3s 
9s7d6s4h3s TsTc8h6d3h Jc9c8c6c4s QcTd8c4h2c 
Ts8d7c5s3h KdQh8s8c4h 8h8d6c4d2s Qh9h5c4d3s 
8h6c5s5c4c Th7h6h5d5c 8c7s7d6c3h KhTs9s4d4c 
Td9s7c4d3d Ac9s9h8s3s QsTc9h5c2c 9d8h5h3d2d 
9h6c5d4s3s 9s8d5d3c2c Js7c5s4d3h 9h8h8d7h4c 
KsJh8c4d2s Kh8d7d4s3s 9c8s5s3c2c Jd9d8s7d3c 
Kc9c7s7h4c Jd9c5s2s2c KhJc7c5c3c QsQd8c7c3c 
AcKh8s8d3s JsJh9h4h2d AsJd6c5c3h KhJh8h7s2d 
KsTs6d4c2s QdJc9c8c2c Kh5d5c4h3s Th6s5s3s3h 
Ah9s9d8s3s Qd8s7d4d3s AsJc7h4d3h 8c7d6c5c2h 
AdQc8s6c2c Qh9d7h4d2s KhJs8s7c3d Kh7s6s5d5c 
Qh8s7s7d3d 7d5s5h4s2h QdJc8h6c3c KdTs7h7c2d 
KcJs8d4h2c 9d8d5h5c4s Th9h6h5c3h Td7h6d4h2d 
9s6s4d3h3d Ah7h5s4h2c KcJc8c7h2d Qc9s8h3s3h 
8d8c5h4c2c TsTh9s4s2d Ah8d7h3h2d Jc9d9c8c4s 
Td6s6c5h4s AsQc9d6d3d QdJd6c3d2c AdQs8h4s2c 
9s9c7s3h2h 8d7s4c2s2d Ah9c6d3d3c Qs8c6h5s3s 
9d8s7c6s2h QdTc5c4c2h Jd8d5h2s2h Qs8h5d3h2s 
9c7h6s4h2s AdQd9d8d3d QcTc9s3c2d QsJcTh7h2h 
Qc7s6s4s2c QdJd5h5c2s QhJh9h6h4h Kh8c6c3h2c 
Tc7c4h4c3h 9h7c6s4d3d Kh7s6d3s3d Td9c8h5d2d 
Th9d5h3h2d Tc8s5h5d4s AcKs7h6d2h Ts8s6s5h3d 
ThTd8d5d2s KdTd4d3h2h AhQd8s4s4c Ts7c6s6h3d 
Kd9h9c6c3s Ks8s6c5s2d AdJh5s5c3s Kc9c7h3h2s 
Kh9s9h6h3h Ad7h5h4c2c Js8d6d5c3h AsJd9d6c2h 
9d8d5c3c2c Kh5c3h3c2c Ts8s8d3h2h QhTs5s4s2d 
QsJs7s5h3s JdTc7c6s2h AdJc6h4d2d 9s7d5h2h2d 
9c6d5c4s3h Ac9h6c4s3c 6s6d3s3c2d QdTh7d3h2h 
8d8c6c4c2h Td7h4d3s3h 8h7d4d3h3c 9h8h5s5d4c 
6s6c3h3c2s JsJh6s5s2c Tc9d7s4h3s AdQs6c5s2s 
QdTc9h7c2c Qc7s7h5c3d Jd8d7d5h5c 8h7d6s6c3s 
AcJd8d6s2h KdTh5s4s3c KhQd6c4c3s Ac9s8d7d3d 
Th9c4s2s2c Kd6h4h4c3c KdJd8d7h2s QdTs9s4s2c 
JdJc9s3d2h 9s6d5c4h3c Ts9h8d8c2c Jd5h4d4c3c 
9d7h5s5d4d Ts5s5h4h3s QhJh8s6h2c AcKs8h2s2d 
Th7s6h5h5d Ks7d4s4c2c Jh7c5s5d4s 9s8d7d3c2s 
Th9c8h5h2h 7d6d5s3s2d KsQd6c5c2h QcJd8s6c2c 
KsKhKc8s5c Jd7s7d5d3c KhQh9s4d3h 9h8d7d5s2c 
Jd9d7h7d4c JhTh8h4h2c Qc9d8s5s5h 8c7s7c6h3c 
KhJh9h8h4c Jh8c6c5d3s Tc8d7s5h3s Qd9d8c7h4d 
Jh9c5s2s2c QsJs6s4h3s KsJh8d7h3c Ks8d6d3s2d 
Jd6c5s3s2d Jd8d6h4h2d Qs8h6s3s3h 9d8c7c6h2s 
KcJc9s9c3c KdJd5h5c2s Ac9c5d3h2s Qd9h9c7d4d 
Tc9h6h5d2s QcTh6d4c2c Qs7d6d4d2s Jd8s7c5c3h 
Ac6c4d3s3c 9d8c5s5c4h Jc7s6d6c2d Td9h7s6c2d 
9h6c5s4d3d Ac7c5s4c2h Ah9s6c3s3c Jh9s8d6d3c 
5s5h3h3d2d Kd9c6s5h5c KsQs8c3h2h Jd9h8s5h2c 
Js9c7h4h2s KdQs9c7h4c Th9c8s8d3c Th7s4s3h3c 
Th9c8s8d2s 9c6s5h5c4d Jd7h6d6c2c Ad8h5d3s3d 
QcJh8c6c2d 6h6c4s4d3d QcTh6d6c2s Js7c6d5c3h 
QcJc7s5h2d QcJs7h7d4d JhTs8d3s3c Qs9s5h4c3d 
Td8c5h5c4c Qc8d5s3d2c 9c6s6h5d3h AcKd5s5h2s 
Qc9h8s8d3c KdTc5s4s3h QsTs6s4d3s AdJs7c4h3c 
Ks7c4c3s2d AcJc7h7c2s Ac6s6d5s4s QsJs8d6h3s 
Qs9s5d4h3c Ks6c5h5d2s 8c7d4h2d2c KcQc8d6s2c 
KcJh4s4c3c QdJd5c3h2s Qd9h8d6d2s Js8s6c4c2s 
9c7c6h6c3d 8s8h5c4s3s JsJd9s4s2c JsTd7h4c2s 
KcTc8c6c3d Qh7d6h4d2d AcQd7h3s2c TsTc9c5d2c 
KcJd4s4c3c KsJc7s3c2s As8d7d4h4d Jd7s7c4s2d 
Td8h8d3c2c Ks8h8d6c2s Qd9d6s5d3d AcQd6s4s4h 
Qs9h8s5s5d Kc8h6c3s2h QhJc9c4d2s KcJs9d6s2h 
KdTh8h7c3h QhTdTc3d2s Qs9s6h5c2d Th7s6d4c3h 
Ad8h6s4d2d Ac8s6c3s2c 9h6h6c2h2c Tc9d5s5h3c 
Th7d6h5s5h AhJc9c4s3c Kh9d8h7h2s Js9c4s4c2h 
AcKc8c2s2h 9s7h4c3s3h KdJh9c7s2h Th8c6h3s2c 
AhTh9h5h2d 9h6c5h4d3h 9s6c5s5d4h KsQsTs3s3d 
AsQd9d5d2c JhTc7d5s2c Qs9d8d6h3c KsJh9h5h5d 
Js5s5h4h3h Th7c5d4s4h Tc6h6c2h2d Js8s6h3h3c 
AdKd9c4d2h Qs7c6h4s3d QsTs9d3h2s AcJh9d3c2c 
9h9d8c5s3c Qd6h6c4d2c Tc6c5c4h3s TsTd7d6d3d 
8d8c6h4c2s As9c6s4s3d QhTs8h5h3h Js9h5d4h3c 
KcJc9h8c3c QdJs4s3s3h JdTh4s4h3h As9c8h5c3d 
Jc9d8h5s3s QhJd4d3s3d Ad9c6h5h2c Qs9d7s4d2c 
Th9h9c4h3h Qh9c8s3s3c Ah8h6c3s3h Ac8c7c3h3d 
AsKd8d5d2d KcQc9h4d3c Td9s4h3s2h Js8h7c2s2h 
9s8c7c5d2h QdTd4c3s3d 9c8s8d6s3s 9s6s6h5s3c 
8s7c4d2s2c Jd8c6s5h2d KsQd9d6d2c 9c8h8d5h2s 
QcJc8s6c3h TdTc5d4s3d KcQc8h3h3d Th9c8d5c3c 
Qc9d8d6h3s QcTh9h2s2d KsQs8s7s5s KcTs5h2s2h 
Jh9c8c5c3c KdJd9d6d3c 8h8c6c3d3c Jc7h6s6c2s 
Jd5s4d4c3c KsQd7s5c2s Tc7d6c5c2d Ac9h7s6s4s 
7d6h6d5d4d AsKd4d2d2c Ac7c5h4c2s QcTd6h6c2s 
Jc8c7d6h3s QdJc8s5h2s QhTd9d2d2c 7h6s6d4c3h 
Jd8d4s3s3h KhQd7h5c2h Td9d8s8d3h Kd5s5d4c2h 
9s7s7c3c2h KhQhJh7s2d QsTd7d3d2s Qs8s6h6c4s 
Ts8c4d2s2c Jd8d6h6d2h Jc5h4s4c3s QsJs8c6s2h 
AhJs9c5c2d KdTh8c7s3c Kc9h6h6d2d Kh9h6h4d2d 
Js8s8c4s4d Th7s7h5s2h Jh7d5h4c3s KdJs9s8h3s 
KcTs9c3h2c KcTh6h3d2d QcJd9h5h2h Jd9s9d4h4d 
Qc7d4s4d3c KhTc6s4c3c Kh8d8c5s3h KhQhJd7c2h 
Kh5s3d2h2d Td9c5d3d2c Tc9c8h8c3s Td4d4c3d3c 
KhTc5d4s3d KdJc8s7d2d Qh8d6s5h3h AhQc7s4d3s 
QsQh5d3c2d KcThTd5s2h Qs9s7d5s5h 9d7h5h4c3s 
Jh9s5h4h4c KdJh9h5s5h Qh7h6s6d2d KdQd6s3h3d 
Ah9s6d6c5s Kc7d4d4c2s Jc9s8s5s3s AcJh9s4d3s 
7h5d5c4d2c Ks7s7d6h3s 9c8d8c7s2h 9s8s8h7s4d 
QdJc9s5s2s Js9c7s4h2h Kh8h7d4h2d Qh8s5d3h2s 
KsTd5h4h3c QsJsJh7s3s AsKd6c3d2h 8d8c7c6s2h 
Ah8s6h3s2h Jd8d6h6d4c 9s6h6c5d3c QsTs9h3s2c 
Kc7d4d4c2h QhJc8d7c3s Ks8s8d5h2c AsTs5s4s3h 
Ah9c8d7c3c QhTh8c4d2h 8h5d4d4c2h Kd7d7c6s3d 
QdJh5s5d2c AcTd8s6h2s Kc9s6d3h3c Td7h4c3h3c 
9h9c8c4d4c Jc9s5d2s2d KsJd7d5d3d Ks8h6h6d2d 
QdTh9c7h2h Jh6h6c5h4s Th9d7h3d2h Kd7h7d6s3d 
Qs8h6c5s3s Ks9s7h3h2h 7s5d4d3h2h Th6s6c5d4c 
9h9c8c6c2d Ks9c6h6c2h 8h7d6h4s2c 8s6h4s4d2h 
Ks8s8c4h4d Qh8c6d5h3h Qd8s6s5h5c AcQcTc5c2c 
Jd8c6s6c4c Kc9s8h6c3c KsQd5h4h2c Ac9s9d6d4h 
Ks8s6s6h5s Ah8c5d5c4s QsQd8c2h2c AcQd9d6d2s 
Jh9s8c7d2c Qs8s8d3s3d QcTs6c3h3d Jc7d6h5d3s 
KcJd9d5h5d Jh9c8s5d2c ThTc9h5d2h Kd9c8d5h3d 
Ks8s7s5d3h Ac6s6c5c3c KdThTd8d2d KsQh7d4h4c 
TsTc7c4c3h Ah8d7d5d3c Jc6h4s4c3h Qd9h5s4c3d 
Td7d5s5c4h Jh9c4d4c3d KsJh9h8d3h 9h6s6h3h3c 
Tc7c5s4d2d Qs9c7h4c3h KhJs6s5s2c QsTs6s4h3s 
KcTc7h5s2c QhJd8s7d3c 9s9c8h5d2h QhTh8h5h3d 
QhJsJh7d2h Qc8d7d4c2d AhTdTc5s2d AhJd7d4c3d 
9c6d5c4s3c JhTc7c6d2s AhKs8d2s2c Kd5c3s2s2d 
Kd9s8h5d3d 9s9d8h5c3h 8h5d4h4c2c Jh8c7s5s3d 
Qs8h5h3s2c Qd8s6h5c3c 8h8d6c4h2s Th9d8d4c3s 
9h9d7h6s2c Qc5s4h3c2h Qh7c4d4c3h Td8h4c3h3c 
8h5h5d4d2d Qs9c5d4h3s As7s4s3c2c QcJc7s5d2h 
Qd9s5h4c3d Qd7s6d5h5d KsQd7d5h2c Ts7h4s3h3d 
9c7d4h3d3c 9h5s5d4s3d As8d7s3d2s QcTd7s3s2c 
AhJh7h7d3h Ah7s4c3s3c Ac9h8d7h3h 8h8d7d6s2c 
Qh9h5h4s2s Kh9c7s7h2d Js6s6d4s3d 9s8d8c5h2d 
AhJd7s4c3s 9c7h6h4d2d QcJd7s4d2s AhJc9d5d2s 
7c5s5c3s2d QhJd7s7c4c Jd9h7c6s3c Qs8s7d4c2d 
8c7d7c6c4c Jd8d4c3s3c Js9c5d2d2c Ts9h8d5h3h 
AdKh8h4c2h 9c7s6c4d3c Td9d6h3h2d Td7h7d5h2d 
9d7s6h5s2c Jh6h5c3s2c Qh6c5h2d2c Jc8h6s4d4c 
Jd9h8d7d2s AsQs4s3c2d Ac8s6s5s4s Qh6d6c5c2d 
QdJd8d6c3h Jh8d7s7d4d 9c5s5d4s3d QsJc8c7h3d 
QsJd7h6c3h AhQs5s4d2s 8c5c4s4d2s Qh9d7s5c4s 
QcJh9h7s2d Jc9h8c6c4c QcTd9h2s2h AdKd4h4d2d 
Ks7h6h6c5h Tc8d5h5d4s Kd7c6s4d3d Ah8s6h3d2c 
Qh5d4s3h2s Kh9c5d3s3h Ks9c8h6s3s Qs9d9c6c3c 
9h7h7d3d2s 8s7h7d5h2c Jc6h6c5c4d Th6s6c5d4s 
KcTs5d4h3h Jd9d7h7d4s Tc9h8s5d2h KsJs8d5s2h 
KhQs8d8c4s Ah6c4s4c3s 7c5s4s4c2h Kc7d6h6d5d 
Qd6c4d4c2h Ac6c5d5c4c Ts8c7d5s3h KhTd8d7s2d 
6s6h4d4c3d QcTc9h3c2s QcJc7s7h4c Qd9s6h6c4c 
7h5d4h4d2h Ks7c6h4s3s Jd9c8h6h3s AhQc4h3s2h 
Ts8s7s6s4s JsTd9s6s2s QsTh4d4c3s 8d8c5d4d2h 
8h6c5d5c4c AcJs7d5h2s QcJd7d4s3h 8d5c4s2s2d 
QcJh8c6c2s Qh9c8s7h2d KdTc8s5d2d Ks8c5h3s2c 
Kc8h7h4s3s KhQh7s7c3d Js9h7c4c2s AsJd7d4h3d 
KdQh7h4s3h Ah7h5d4h2s Jc9h9c4s4c Qs9c5h4d3s 
AhQs7d3c2h 9d6h6c5d4d QdTd8h2s2c KcQc8s3d2d 
TsTh8h2h2d Ad9h7s6s3c Jc8c5s2s2d KhQd9d6d3d 
QdTc7c3c2d Qh9c8c5s3d Tc9s6s5d2h QhJh8h6s3d 
Jd7s7d4h4c Kc9c7h3h2h 7c5h4h4c2s Jh9d8s7c2s 
Qd9h7d4h2s 9h8s5s3h2h Ts8s6s5h3c KhQc7h5s2h 
Ts9d8h8c3d 8s8h6s4s2d 7d6s6h4d3c 9h8s6s4d4c 
9h8s8h3d3c AhJh7d7c2h AcJd7d6h3d Jd8s7h2h2d 
KcQc8c6s3h Ks9d8s5c3s As9s7d6c2s Th8c7d5c3s 
Jc9h6d3c2h KhJh9d3s3c Ks9c8d6s3s AdJd9d5c2d 
QhTh4d2h2d KsJs8c7h2s 9d6h6d3s3d KhThTd8h2h 
AdJd6h4d2s 9c7d5h3s3c Ad8d7d6d3s 8d7d5h3c2c 
Ts9h7c4s3s Jh9s8d5c2s Ac9c6c4d3s Kh9d6h6c4h 
7h6h6d4c3h QhJs7s4c3d AsJc5d4c3c Jc8c6d5h2s 
QsJh6c4d3d 9s7c6d4c2d AhJh9d3h2s KhJc9s7d2c 
Qd9d6c5h2s 8d7h6d5d2s QhJd6c4s3s AhQc9h5h2h 
9c8h8d5c2s QsJs9s7s3d Qd9c7h4c3h Js9h6s5d2c 
7h5s4s3c2c QdTh9c2s2c 9s7s6h6c3d Qs9s7h5s5c 
Ah8d5h3s3h KcJc5c3h3d Jd9h7s4c3d 9c6h5d4d3s 
QdJd7c5s2h 8h8c7h6s2d QhJhJc7d2h KsTs7s4d3s 
Jd6s5s3d2h Ac9d6h2s2c Qd9c8d5s5d KhTs8d7c3d 
Kc5d4s4c3h As9s4h4c3d Ks7d7c6h4d 9c8s6s4h4d 
JhTc7d4s2h Qs9s9c2h2d 9s6d5s4s3h QhTd8s7s2s 
8d7d5d4c3h Js7d6h5d3c Kd8h6d4s3c 8s6d4d2s2h 
Ad8s6h4d2d Ts8h7d5d3c AhJs6d5d3c Td6h6c4h2d 
AhTs3d3c2h Kh7h6h5c3h AdTh6c5s3s 9h8d5d3h2h 
JhThTc3h2h QdJs8h5c2h As9c6d5h5d KdJd8h7c3d 
8s5d4s4c2d Td9c7s4h3s 9s7h5c4h4d Ts7c6d5c3c 
Td9h4c3c2d Jh7d5s5c4s KcJd8s8h3c Td7d5c4h2h 
Ks7d5c4s3s AcQd6h4s4h QdJh8c7h3s Qc9h7h6d4h 
9c8h5c3d2d AdKd6d3d3c QsTs7c3d2d Qd8h8d6s2c 
AsJh8h4d3h Kc7s6c3s2h AhJdTd6d2d Ac9s9d8s3s 
Js7s7c5s3h KhQc6s4s3d Ts6d6c5s2d Jh9s8c5d3d 
Jd6d5c4c2c As9h7d3s2c Ts8s8c3c2s JcTh7d5s2h 
KdTd7h5s2d Th7d6h5h2d Qd7h6c4s3d Jc9h8d6d3s 
AdTc5h5d2d Jc7s6c5s2c QhTc8s4h2h 8d6d6c3h3d 
Ks8h8c6d2s 8s6h4s4c2h 8s6c5s4d3s QdTh7h3h2d 
9s9c8c3s2c AcQhJs7d2d Qd6s5d4h3d Ac8h8c4d2c 
QdJc8s6h3s KsQh8d8c4h 9c5h5c4h3c KdJs9d8d3d 
Kd9s6d6c4d Qc7c5h4h2h AcQc9s4h2c JsJc8c3h3c 
9s8h8c5c2d QsTd6s6c2h AsTs7d2s2c QhJd8s5c2s 
AcJd5s5h3h 8h6d4s4d2h Jd9d5h4d3c KdJc9s7h2s 
Qd9d8s5h5d Ts6h4c3s3c Ac9d8s5h3d QdJh5d3s2c 
Ah8s6c4c2s AcQh9h7h3h Jc8s6d4h4c Ts8d7s5s3h 
AcJh9s4s4d QhJs6d2s2d Qc5d4s3s2c QdTs8c5h2c 
QcJsJd7h2c Ks5s5h4c2d Td9d5d3h2h AdQd8s2d2c 
Jc9c5d4c3h QcTh8s7h2h 9s8h6h6d3c 8c7h7d5h2s 
JhJc8s5d2d Jd9h4h4d2c AsTh7h6h3h Jh9d5s4d3c 
AsKs8s4s3d JhTsThTc9s TsTc5c4d3c AdJh6h6c4h 
Ts6s5h5c2h KdJd8h7s3d QhTd7c4c3s Ts9h7d7c3d 
9c6d6c3s3h KdQd9s6c2d AdJc9s4s4h KsJd9h3s2c 
Ks9d9c6s3s KdTh7s7c2d Kh4s3h3d2d Ks9s7d4h3c 
Kc5h3d2d2c Jc5d5c4d3c KdTs8h6s2c 9d9c8c4s4c 
AcJhJd6d2s Jd7h5s5c4c KdQd6d4c2s Qs9h7s4h2d 
Th9s8s4c3d Js9s7s7h4c Ah7s5s4s3d 9s9h5c4h3h 
Ad9c8s8h4c KsQs8c3d2d KsJd9d8h3d Jh8h7h5c3d 
Qc5d4h3c2h JsJd8h7h2c As8d7d6c3h Jd8c6h4h2c 
Ac9h7s3c2d Ac5h5d3s3d 8h5h4s4d2s Th5s5h4c3c 
Kh6d6c5d4d KsJd8h8c4d 9c7d6s6c3c Jh7h5s5c2s 
Kc4h4c3d2h 9d8s7s4s2d Tc8d4c3d3c KsTd9s3c2s 
KcQd9h9c2c QhJh9h4h3s QsTh7s5s3s JhTh5s5c2d 
Qd9s7c5s2c 9s9d8s6s3h QdQc8s7h3h Ac4s3s3c2c 
Js9h4c3h3c 9d8s8d6d3c KhJc7h5s2h Jh9s8c5d2s 
8h8c6h3s3h Jh7s6h6c2c KcTd6d3h2h 9s6h5d4d3c 
9c8h8c6c3s Jc9d7d2s2c Qh8h7h5d4h 9d7h6d5s2c 
Qh5h5d3s2d AsKh8c2h2d 9h7s6d4s3c Qs7h7c5s3d 
AdJh3d2s2c Kh7d6s6d5d 9c7h5s3d3c JhTd8d3c2s 
Tc6c5s5d2s Ah9c6h4h3d Jc8d6s4s2d 9s8h8d2d2c 
As7d4s3s3c Ad9d5d5c2s Qh7s5h5d2d KdQdJh7c2d 
QcJs8h6c2c JhJc7d6d3d AdTd7h2s2d AcTs6h5d3d 
QdJd9d7d3h Ad9d8h6d3d TdTc7s3s3h 9c7h6s4d3d 
AcQh8s4s4d ThTd8d5d2c Js9h9d8c3d QcTd9s7s2s 
KdJs6s5s2h Kh4h4c3s2s AhTc3s3d2h Kd4d4c3h2h 
Qs9h5d4h2d TsTd4s3c2d Qd7c6h4c2d AsQh6d4d4c 
AsQh9c6c3c QdJd5s3c2h KhTsTc5d2s Jh9d7s7d3c 
QsJc8h5d2d AsJs9s5h2s Js5d4s4h3h QsJhTc7c2c 
Tc9c7c4h3d 9h9d8h4h4c Ts7s6h4h2h KdQs6d4h2d 
KdTh3d2h2d KhJd5s5c2h AsJs5d2s2c AcJs8h6d2s 
Ks7s6s5h3s Ad6d4h3s3d Td6s6c5h4c 9c7c5h4c2h 
8s7s5d4h3s 9d7s6h4s2h 9d8c5d3s2s Td8c5h4s4h 
QhJdTc7c2c Td7c6d5s5d Jc9h8d5h2s QhTs9d2d2c 
Th7h5d4d2h KsJc7c5c3c Ah9c8d5s3d KcTd5s4s3h 
8h8d7h5c2s 9d8h8c5c3c Jh8s6d4d2s As7d6s3d2s 
Jd9c6c4d2d Qh8c7h4c2d 9d7s7d6d4d AsTd9h4d2c 
AhQd8d4s2c KdQc7d5d2h QdJc8h6d2d Ad6s6d5d3d 
JsTc8d2h2c 9d6c5d4s3h ThTd6h3s3h Jd9s4h3s3h 
KsQs9s5h5c AdKh6s3h2c QsTs7c3d2c KdQd8h6c2d 
8d6h5d3h2h JhJd3c2s2d Jh8c6s5d2h Kh9d9c6c3s 
Kd8d7h4d2h QsJh4h3h3c 9s8h7h6c3h JhTd7c5s2d 
Ks8h6c4d3s 9h7h5s4h4d Tc9c7d4h3c Ac8d6c3s2h 
Tc9h7h3h2c Ad8d6c3c2d 7s5s5h4c2c 8c5d5c4d2d 
Jh9h7d5c2s Kd8d7s5h3d KdQdTd3h3d Ts9d7d7c3d 
AdQh9h6h2c Qs9s7s7h5s 5h5d3s3h2s Ah8s5s5c4d 
9c7h5s4h2s 8d5s4h2h2d Ks7s6s5d3s Tc5h5c4s3s 
Ks5h4s2s2h Qh6d4h4d2s Ks9c8s7s2d 7h5s4s4h2h 
Qd8d6h6c4d Ah5d3h2h2d AcJc7d4h2c 8d7h7c5c2s 
Jd9h5s2s2h Tc9d4s3s2c Th7s6h5h5c 7c6h5c3s3c 
ThTc7s7d2h Ks9s7h3h2c Kh9c7s6c3c Th7s4d3s3d 
8h8c5d4h2h Kc4d4c3s2d Kc9h8c7c2s ThTc5c3d2d 
Qs8s6h5s3d AdTc8s5h2h Ad7s7d6d2h KhQhJh7d2c 
Ks5d3h2s2h Jh9h7s7h4c Ac9d7h6d4d QcJd6s2s2d 
Ts7h4s3h3c Jc7s5c4s2c 9s6h5d4c3c QcJc8s6c2h 
Jd8c7d6s3h JdTh7c4s2d Qc9d5h4s3c Td9h5d3d2h 
5s5d3c2s2d Qc8s7s7h5s JsJh6h3d2d AhKc8d2s2c 
KhTh7s5h2d Kd8s6d4c3h 5h5d3s3d2s Kh8h6h6c5h 
8s6c4c2s2d KhQs9c8s4s Jd9s7s7c3h 8h7d6h4c2s 
Ts9c6h4s3s Kh6c4s4c3s Js8s6h4h2s QhQc8s7d3d 
AdQh8s4h2c Qh7d5h5c2c As8s8h4c2s Jh5s5c4s3h 
QhTh7s2s2d 8d7s4s3h3d 9s9h8h2d2c Qs9s8c7s4h 
7s6d5d4h2c Jc7h6s5h3d AhJd7d6c3d AcTd8h5s2s 
AsKd6d2h2c Ts7c6h4d3s Kc6s6h5h4h Qh8d5d3c2h 
KsTc6h5h3h Jc9s8d7h2d Qc9h9d6c2s AcJd9h4s4h 
KdJd9d9c3d TdTc4c3h2d KdTc5s2s2c QsTd9c2h2c 
ThTd9d4c2d KsJc9d3s2h 9s9h7h5c2d Jc5d5c4d3d 
TdTc4d3h2c Ts8d6c4h3s AsKs4s4d2s QsJc4s4h3s 
9d7s5s3c2c 9s7h5d4d3c Qd7s5h5d2h As9d8d8c3d 
Qc8s7s7h3h QdJd5c3s2h KdQd9c4h3d AdJd5c2h2d 
Jd9s8h6h3c 9d7s6h4d2h Qh9d7s5d2s Kc8d6c3s2d 
AsQh5h4c2h JdJc8s7h2s KcTh8s6h3h Qc7s6s5s4s 
9c8s8d5c2h As9d6s4c3s QsJd8c4h4d 9s8h5s3h2c 
AsJc8h6d2c 9d6s5c4c3h KhQd5h3c2h QcTc6s6h2d 
AhTdTc5s2c QcTd9s7d2d Jd8h5s3s2d Ac7c4c3s2s 
9s7s6c4c2s Jh9d4s3s3d Qh7s4s4d3h Jh9c8h7h2d 
JsJc6c3d2d 6s6d3c2d2c Jd9d7d7c4h 8c7d6s6h3h 
KhQd8h5h2c KcTh6d4h3h Ts8s4d4c2c Jd5d4s4c3s 
9s8d5d5c4h QhJc6h6d3h Qc9h8h6s3d Qh9s9d8d2c 
As8s6d3s3c QdTs9c2h2c 8c7c5d4s3c 8s6h6d5c3h 
Ah8c6h3s2d 9d8s6s6c3h Qd9d8h7c4d KsJc8c7d3h 
KsQs9s9h3c Ks9c7d6d4d Ad8h7h6s3c Qd8c7s5h3d 
Jh8c7d5d3s KdQd9h9d2s AhQh8d2s2h Kd8s6c4h3d 
9h8s8h7h4c AhQs5s4c2s Qh8c5c3d2h 9d6s5d4h3c 
AsQd7h4s2s KcQd7d5h2s Kh9s9d6s3c Jd9s8s5s2c 
QsTd6h6c3c KdQc8d5d2h AsKd9h3s2s JsTc8h4h2h 
KhTd8h4c3h QcTs9s2h2d AhQh9c4s2h KdTh4s4c3d 
Td7h6d5d5c JdTs8h4h2h As9h6c2s2d Qh9h9d2s2c 
QcJs8d5h2h Qs8c5d3s2c AsJd9c4h3c Jc8s8h5s3d 
JhJd6h3s2s 9s8h7h6c2d JdTs6s3h3c Kc6c5d4c2h 
JsTd5h4c2h KdQh7h5s2c Tc7c5h4h2c AcJd6h6d4d 
Td6s6h5d2s QdJd8s6d3h QcTd7c3d2d JdTs5c4c2c 
As9d8h8d3d QhTd9s5d2d AsQc7h4s2s 9s8s8c7s4d 
Jh6s5d3d2h 9c8s8h6d3d QcJc8d6h3c AdQc9h3s3c 
Kd9c7h6c3c QdTd4s3d3c 9s7c5h3s3d KdTc6h4c3c 
KsJh8s6s3d Jd9s9d8d4h Js9h8d3d2h Ks7s7c6d2h 
Tc9d4h3h2c QcTc6c4s3c Th6h6c2d2c QcTh9s2s2d 
Jd8h7c4s4d Jh9c7s4s2h JcTs7h5d2s 8s8h6s4c3s 
Kh9h7s5h3h KhQcTs4d2d 9h9d5c4d3d Ah9s6d5d2s 
KsTh5c4d3c Ks7d4h4d2s Kd9h6s6d4d Ks7s6d3d2d 
