Kh9s7d7c2c 
Qh9c5s2s2d Jd9s4h4d2d 9d8s4h4d3d 9s7d6c3h2h 
Kc9s5s4h2s KcQc7d3c2s Jc7d5s3h2c AhQc9d3d2d 
Ah9s5d5c2s KdQc7h4h2h QcTd6s3s2s Qh8s6c4c2c 
9h5d5c4c2s 9h8c4s4h3h Ah9h6h4c2h 8d6s6h3s2c 
KhTs8d3d2d Kc8s7s4s3d 8d7h6c3d2s Kd9c6h4h2s 
Jh9d6c3s2d Jh8s8h3c2d KhTh7h5h2h AcJhJdJc7s 
Jc7s3s3h2c Kd7h6d2s2d 9c7d6d3d2s Jh7c4d4c3s 
Qs8c6h3d2s 8h6h6d3s2h Jc9s6d3h2s Ac9d8h3s2s 
Qd9s7s3h3c AcTd3s3d2h Qd7d4d3h2h Jh7d3d2s2h 
KsKhKc5s4d KdQs8c3s3h Kc7s5h4h2h AhQhQdQc5h 
Qc7s6s6h2d Tc8c5s3d2c Jh9d7s4c2d 9d7d6c3s2d 
Jh5s4d4c3c Ks9c4d2d2c Jc8s4h4c3c Ts8d5s3s2h 
Kc7d6h6d2s TsTd4c3h2s Jc8c5c2s2c Ts6c5c4c2c 
Qs6h4d3s2c 8h8c6s3s2s Ah9s5d5c2d Qd7h6s4c2h 
Jh8d3h2h2d KdJc7s3h2c Td5c4s4h2d KcJd6d3h2d 
Ah5d4d3d2c Ts5s3s3d2d Qc9h8s2s2d Jd9s4d3h2c 
Td7s6d5d2d Th8c4s4c2c Td7c5h4c2c Qh8d8c4c2s 
Qs9s4c3s3h Jc7d6h3h2d Ac5s4s3s2d Kc8s5h3h3d 
Th7h5h5c2s 9c4h4c3s2s Qd8c5d3d2s KsJsJhJc6h 
Ts6d6c4h2h AcTc6c3c2d Kh8s7d4s3s 9c8d4h4d2s 
Kc7c6c4c2h Tc4c3h2s2h Ah9c8s3s2d Jh8c5s3d2d 
Qs9h7c2s2d Th8d5h3s2c Jh7h7c5h2h 9h9c7d3d2s 
KsTs7s4s2s Jh9h8h3h2s 9s9c7h3d2h 8c6h4d3s2c 
KdTs7h3c2h AcJc6s6c2c 9h7h5s4h2h QdJc7h3d2s 
Jh9c6h3h2s Js9s7s3c2d 9d7s6h3c2h KcJc4c2s2c 
Js6c5d3c2h Ad9d4d2h2c Ks9c5d4h2d KsJd3d2d2c 
9c8d7s3c2h Td6s5d3h2d Ad6c5h3s2c KsTc3d2h2c 
6h5c3h2s2d AsJh7s3s2s Kc7s7h3h2s Jd5c3h3c2h 
As6h5h3c2h Js7h5d5c2h Ad7s6c4s2h AhTh6d3h2h 
Ac9s5h4d2s Jh7s7c6d2c Jc7s5d2h2c QdJs8h3c2c 
Ah6c5c3s2d 9h5c3c2h2c Kc8d7s3s2d Kc6c4h2s2c 
Jh9s6h3h2c Ad9h8s3c2c Kd9h4s3h2s 8c7d7c3s2h 
KcTd6s3h2h Qc6c5h5c2c Jd9h7d3d2c Jd6s5d3c2d 
8c5s4d3c2h 7c6s6d3h2c KdQd8c3h3d KsQc8h2d2c 
Ad6s5s3c2s Qd9c7s2h2d Ts8h6d3c2h QdTh7d3d2c 
Ts5h3h3c2c 8h5c4s3d2h KdTs3s3c2h Jc5s5h4h3h 
Kh9s6s4c2d Jc9c4s4c2h Jd5c4d3h3d Tc9d4c3c2h 
Kc9d5s5d2h Kh7h6h2s2d 7d7c3s2h2c Qc9s8d3h2s 
Kh7c4s3h2d Jc5s5h4s3s Jh7d7c6d2s Ac9d5s5h2h 
Kc4c3d2s2h Jh7h4d3h2d As8h5s5h5d Ah9c4s3c2s 
8d4s4d3d2s 8c7h6d3s2c Js6h5h5c2h Qh9d9c4c2c 
AcJd7h7d7c Ts8s4s4c3s Ks7h5h4c2h Ah7d5d3c2s 
As9s4s3c2h Qs8d8c4d2h Th8h4h4c2h 9s5d4h3d3c 
Ac8s4s4h3d Ac9s9h9c5s KcTc4c3c2h QdJd6d3d2c 
Js8d7c2h2d Td9s4c3s2s 9c5d4h3s3d 9s7c5h3c2c 
Kd5h4s4c2h 7s6s6c3s2d Tc9c4d4c2c AhJd8s3s2s 
Kh6s6c2s2d QcJs6d3h2h Kc7s6h4h2d KcQh8s8d2d 
Jd6c5c3s2h Ad9s5c4s2h 7c4d3h3c2d Jd7c3d3c2s 
Kc6h4h4d3h Qd8d6c2h2d Jc6c5c3h2d Qs9h7s5s2s 
KhJs7h4h2h 7s6h4c3d2h 9s9h3s2s2d 8h6s6c3d2d 
Qd6d5s5d2d Td7c3d3c2d Kh8d5s5c3c Jc7c4s4h3c 
Th4c3s3h2c Qc8s6d3h2c Kh7d6s6d2c Jc9h7d4h2h 
Jc9s9c3c2c AcTh3s3h2d 6s3h3c2d2c 9s9h4c3h2d 
8d7d4d4c3d 7c6c4h3c2d Kh8h5h3d2s Qd8d8c4d3d 
Qh6h4d4c3h Ac8s6h2s2d Jd6d4s4c3d 8d5c4s3s2h 
Kc9d4s4h2c QhJh7c3s2d KsKhKd8h2s KdTh4h2h2c 
Qh9c8c4c2d Kd8s8c4h3s KsKdKcTh4s Jh8c7c4d2c 
Ah5s5d3c2s Ah8c5s2s2d Ts7c6c5c2c 9d5d4h3d3c 
As8h4s3s2c KhQd7c4s2c AhKc9d3d2d ThTd7d3d2s 
9s9h3s2s2c 8s8c3c2h2d JsJhJdTh2d KsQc8h3d3c 
Ts8c4h4c2c 6d5c3s3h2s Kc4h3d2h2d 7h7d6c3c2s 
AcJd8d3d2d Jc9d4s4c2c Jh6c5h3s2h Jh8h4s4d2c 
Jh7d6d3s3d Jd7s6s3h2h Ad9h7c4h2s 9s7s4s4h3s 
Ah6s5s5h5c KcJc7h2d2c Qc8s6s4s2s KsTd3h3c2h 
9c7s6d3h2d Th6h4h4c2s JsJd7d3d2h Td9d7d2d2c 
QsTs3s3c2s TsThTd6s6h QcTs7d3s2h Kc7s7d4c2c 
Tc6d4h4d3d Qd9c3s2s2c Tc7s5d2h2c 5c4s4c3h2d 
Tc7s5h3d2c Ks7c5h4h2h JhJdJcTd3h 6d5h3d3c2d 
Qc9h5h5d2h Qh8s6h4h2h Kc7s7c3d2h Qc8d5c3c2s 
9c8c7s3c2d 8d7s5d3d2c Ac9c6c4s2c Qc6s4h4c2c 
Th9d4d3d2s Qs6d4h4c3d 9s7h6c3c2d Jc9d7c3s2c 
KhJh8h2s2c 5c4d4c3s2h Jc7d6d3s3d Qs7h3c2s2h 
Jc9d7h2s2d AhJd6c2s2d Kd9s8h4c3s Qs9h9c4h2h 
Qd7d5s3h2c 9h6h4h4d2c KsTc4c2d2c Kd7h5s5h2c 
TsTd6d3c2d Kc7d6s6d2h Td5c4s4d3d Th5h3h3c2c 
Qh4d3c2d2c KdQd9d3h3d Td6s4c3d2h QdTs8s8h8d 
AdTc4h3c2s Ts9d3h3c2h Jd5h4s3h3c 7s6h4c3c2d 
8c7d6h3s2c Tc5d5c4s2h JhTh6h2s2h 9s6d6c3s2s 
Qd8s5s4s3s QsTs7s7d2s AsKh8h3h2h 7c5h5c3c2d 
8d7d3h2h2d 7s7c6d3h2d Jh5s5c4s3s Js7s5c2s2h 
Ts7c5h5d2h Ah8c6s4c2c Jd5s3s3d2d KdTh5c2s2c 
AdQs8h3h2c KsTs8s3s2c 7d5d4d2h2c Qh9c5s5c2c 
7s7d4h3d2c QdJd7d4d2h 7h6d4s3h2h Qc8s7h4c2c 
Qs9h5c3d2h Qh9c8c4s2c Kh5s4d4c2s KcJd7c2h2c 
KcTh8s3s2s Ks8s5h3d2s 8d6d6c3s2d KcJc8c2h2d 
8s7h6c3s2d Qh8c7h4h2d 8s7d5c3s2s Kc9h4d3s2c 
Qc6h5c2s2c Kh6s5d3c2s 9c7d5s3d2d Td4h3d3c2h 
KsTs5s2s2d Kh9d8d4s4c Ts9h4d3d2c As8s5s3s2c 
KcQh7d3h2s Jc9s9d9c8d Tc8s6s3h2d 5c3h3d2s2d 
Tc9s3c2h2c Td8d4s2d2c 9d4d4c3c2s Qs7h7d2h2d 
Qd7c3d3c2s Ac6d5d3s2d Js8h4s4c3s AdTh3s3h2c 
Jh7c3d2h2c Qc9d6h4s2s QcJsJdJc5s Ad9d4h3d2c 
Jh8c7d3s3c AcQd8s3s2h As3d3c2h2d Th7d7c4c2c 
Kd8d7d3s3h 9c5s5c4d2h AdTc5h3h2s Qh8d5h3h2s 
Ks8s7c2s2d 9c7c6d3s2c 7h7d5h5d5c Jd9d6s3d2h 
Qd4s3h2s2h 8s4h3s2h2c Ah6s4s4c2d 8c5c4h4c3c 
QsJc8h3d2h Td9c4c3s2c Ks9c8h4d3h Th6d6c4h2h 
5s5c4c3h2d KdTs6s2s2c Td9d6d4d2d Jc7c5s3d2h 
Ah9d5s5c2s Kh9h7c3s2h Ac7d5h3d2s 8d8c6d3d2d 
Jd6c5d3h2d Ah9h4s2h2c Ac8d6s2h2d Kh7d7c3c2d 
Jh9s6h2h2d Kd6s3s3c2c QsTs7h3s2c 8s7c4c2d2c 
Th9h6h4h2h Tc7c6c4h2c 9c5s4h3h3d Kh8c7s3c2s 
As5d4d3c2d Js8c7s2h2d Jc6s5s4s2s 9c5c4d4c2s 
7c6d4s3c2c Qs7d6d3c2c Js7c4s3s3h Kd5c3s3d2d 
Th8h4s4h2h Kd8s8h3s2h Qs7s7h3h2s AcJh4s4h4c 
QhQdQc9d5h Td9d5d3d2c Qd9h8s4c2c Td7s5c3d2h 
Ac9h7d4d2s Kc9d6c2s2c Jc7c5s3h2d 9c7c4d4c3c 
Td6h5c3h2s KhJh6h6c2h KdTc3h3c2s Kd8s7c3c2s 
Qs9d8c4h2h QcTd3s3h2s QhJs6c3c2c Ks7h4h3d2d 
Js9c7d4c2h 9s8c7s3d2h KhTh7h3d2h 8h7c3h3c2h 
Qc9d7d3h3d KhKdKcQs7h 8h5s4d3h2c Jh7d6h3h2d 
KhTd6s3c2c Qh9s8c3s2d Td7h5d5c2d KdQd7d3h2s 
KhTs5c2d2c Qh7s5c4c2d 9s7c5d3c2c 9d6d4d4c3d 
Ac9c3s2d2c KdTc4c2s2c Kh7s4h3d2c AcTh5s3h2h 
Jh5h3d2h2d Kh9s5c4d2d 4h3s3d2s2c 7c6h6c3c2d 
Jh9c7h3h2s Th4s3c2h2c Ks6d3h2h2d 7d6d4c3d2s 
KsTc7h2d2c 7h5s5h3h2h 8h5c4d3d2s Qd7d5h5d2s 
Jh9s9h9d8d Kh7s7d4h2h Kd8d7h2s2d Jh9h6h3c2s 
Qh9s8c4d2c Qh8c7s7d3c Kc9s8c3c2h KhQd8c4c2c 
Ad9d4s2d2c Ac9c5c3c2s AcJh3h2h2d 7d6d4c3h2d 
Ts7h6d4h2h As9c5d4h2d Qc9h6h3d2s Jd7d4s4c3d 
KsQc7d3c2h Kd8c7c4c3s 9s8s4h4c2d Jc8h5d3s2s 
Tc5s4c3d2h QsJd6c3h2c Qc5c4s4c3c Ts4s3d3c2d 
Qh6d4s4c3d Ah9c8d3c2c KhQh8h4h2s Ts7h5d4h2h 
Kh9c5s5d2c Tc9s4d3d2d Qc7s5d4d2h Ad5c4s4d4c 
Kc9h9d9c8h Kc8s8c4c3c Tc9s3c2d2c Ts7d7c4c2c 
Td9s4s3c2s 8d7h4s4c2s 9s9c4c3d2h 8c6s6h3h2d 
Jd7s5h3c2d Qs7s4h3h2h 9c8d7h3d2s As5c4d3h2h 
8h4c3h3c2d Ad5s4c3h2c KsKhKcQd7h Ks6s4s3s3c 
KcJd7c3c2s Qs9s8s4d3s AhQs8c3d2d QhJd7c4s2c 
Ah6d5c3s2d 7d7c6d3d2h TsThTc8h6s 9h4c3h3c2d 
Kc7s6c2h2c 8h7c4c2s2c Qs5c3h2h2c Jh8d6c2s2d 
9d6s6h3d2d 8c5h4s3d2h Qd9d6d4d3d TsTc4d3s2h 
KsJd8h3c2d TsTd7d3h2d Kd8c4h4d3d KdTsThTd6s 
Td9d3d2s2c Kd6s3s3h2h Ts6h4d2s2c Th6s5d3s2c 
QdTh7d2d2c 7h6d4s3s2c 9d5d4d4c2h Ts9c5s3s2s 
Qc5c4s3d2c AcTh3h3d2s Kd7d6d2s2h Kh8d6d4d3d 
Ks4d3c2d2c Qs7h6h4c2d KcTh3s3d2d KdQc7h4s2s 
Ad8c5h2s2h Jd5s4c3d2h Qc9h5s3h2d As8d5d2d2c 
AsJh6c4c2c Kh8s6d4d2d Ks8s4d4c2h Qs9d8d4d3c 
9h8c7h3s2h 9s8c6d3d2d Js6d4h4d3d 8s5h4s3c2d 
Tc8h5d3c2c 6d5c3d2s2h Qh9c3s2s2c JdJc5s5d5c 
Jd9d7h2d2c As8c4h4c3d Kc4d3h2h2d QhJs7d4c2c 
Kh5s4c3d2c Qh9c8d3s2c Kh9d6s4c2c Qh7c6h5h2h 
8d5s5d3c2h Jc9s9d9c8s Th7c6h2s2d KhQs8h2h2d 
KcJh6h3d2h Js6h5s3s2d Qh9d9c4d2d 9s8c4h4d3d 
Kh8s7s7d2s Jc7s6s3d2d As9d4c3s2s Jh5c3s2s2c 
Qs9d9c3h2c Ts8d5h3d2c Qd7h7c6c2s Ks8s7s3h3d 
Ts5c4s4h3s Qc9h5s2s2d Jc7c4s3d3c 9s9h8h3h2h 
Ac5s5h3d2h KdQd7c3d2s Jc7c6c5d2c Th8h4s4d2h 
Js6c5h3c2d KsTh8d3c2c KdJd4d2s2d 9s8s4h4c3d 
Ts7s5c4s2s Qc9s8s4s2d Ks6c3d2s2h Td5c4h4d3d 
AsTc5c2h2c Tc9s4s2s2h KhTs6d2d2c Ac5d4s3h2h 
Jd9h6d2s2c Qc8s7h4s3d AdJh6c4c2c Qs6s4c3h2d 
Jc8s7d4h2d AhJc8s3s2s KcTs4d3h2h 9s7h7c3s2s 
Ks9c8h4h3d Kh8s6s4c2s 7s7d6d3d2d Qs9s4d3c2h 
Kd7c6h4h2s KdTh3s3c2s 8d6c5d3d2d KhTd3d3c2s 
5c4h3s2h2d Kh9d4c2d2c Kc8h5c3s2c 7d6c4d3h2d 
Ad8h6s2h2c Ah5d5c3s2c 8d4d3h2s2h 9c7d6h3s2h 
Js8d4h4d3c Tc7c5d4c2c KsTc6d3h2h Qc6d4s4c2c 
Jc9h7d3h2s Qs8c7c4h2d 9s8h4s3s3d Qs9d6d3c2h 
Js8d6h2d2c 6s5s3c2s2h Kh8s6d4c2d As9c5h4c2d 
As8h4d4c3c Ks7d6d6c2h Kd4s3h2s2h Qd9h7s2d2c 
KcQh9s3s2s 8h4s3s3h2c Kh9c4d4c2d Jh9c4d2s2c 
Ac7h6h6d2h Jd8d6h4d2d Jd7d5d4s2d Jd9d6h3d2s 
KdTc4h2s2h Qh8d7h2s2c Qc8c4s4h2d Ts6h4h4d3h 
KdTs4s3c2s KdQh3s2s2c KsKdKc8c2d KsQc7h3h3d 
Qs9s8d4s3s Jd5d4d3s3c AdJs6c3s2h As7d5d2h2c 
Kh5c4d3s2d Qs8s7s5s3s Qd5s5h4s2c Qd9d9c3d2s 
Ts8s5s2s2h Js9s6h3s2c JsJd8h3h2h AsJd6d3c2h 
Ks9d4c3s2h Ks6s4s2h2d Jc8c7d4c2c Qh9c4s3d2h 
KcQc7d3c2h KsTc7h3d2h 9s8s4h4d2c Qc7s3s3c2d 
Qd9d8d4s4d Td5d4h3s3c Ts6d4d4c3d AhQsQdQc8d 
QcJc7d4c2c Th8s5c3h2h Jc7c5d3h2s Qc9c6s3h2c 
Td8d4c2h2d Td8s5h3h2c Qh9h4h4d3s AsTd4d3c2h 
Qs7h5d2s2c KsQh7c4d2d Th7d6d5d2d KsTc4h3h2d 
Kc9s7c2h2c Js8s4h3s3d 8s6h6c3d2s AhQc6d3s2d 
Td7s7d5d2d 7s6h4d3c2s Ts6h3h3c2c Jc5d5c3h2s 
QsQc7d3h2d Qh4c3d2d2c Kd8d6c3s2d KsQs8d3s3c 
Jd7h3s2s2d Kd8h8d2d2c Jc6s6c3c2s Jc7c4h3d3c 
Qc7h5d4d2s Td8d4d4c3d AsQh6d3c2d Qh8c5s3h2h 
Th6s3s3d2d 8c7c6c4c2c Jh5d5c4d3d AcTd7h3s2s 
9s9h4s3c2d Js7h4s3s3c 9d7c6d3s2d Ac8s4s4d3h 
Jc9d4h3c2s Ah9d5s5c2d Th5s3s3d2d Kh8s7h3d2c 
9h9d3s3c2d QhJd8s3c2s AdJc4s4d4c 9s8c7s3h2s 
Jc5d4c2s2h Qh6d5d5c2d 7s6c4s3d2s 9s6h5h3h2h 
Ts8s4h2s2d Qd9h5s3h2h KhTc4s3d2d Ac7c6c2d2c 
6c5s3h3d2h Kh6s3c2s2c Th7s7d4d2d Ad8c4h4c3s 
AdTc7c3c2s Kc8d7h4h3h JsThTdTc9d Ah9s4c3s2c 
Qh8d7s7d2d Jc5s4s4h2d Tc6s5c3d2h Kd7c5s4s2s 
8c6h4s3d2s Kh9h6c2h2d Js8c7c2h2d AcTs5s3h2s 
AhKd9c3c2c 7h6h4h2s2c Td7s5h5c2s JcTs8s8h8c 
KcJs7c3d2c KsQd3c2h2c Th7s5d3c2h Ac7h6s4h2d 
Tc5s4h4d2c Kh7c6d4d2s QsJd7c3s2h KdQc8h2s2c 
Kd5c4c3h2s Td7s4h4d2c Th8h4s4h3h AhTc5s3d2s 
9h5h4h4c2s 9h7c6h3s2h 8d5d4s4d2d Qh9h5h4s2h 
Tc8s8h3c2c KhJd4c2s2c KcQc9c2h2c Kd8d7d4d3s 
9c6h6c3c2d Qs8s7h4d2s Ts7s7h5s2s Ks6d3c2s2h 
Td7s3s3d2s Qd6d4s4c2h AhTs6s4s2s 9h8s4s4c2d 
Kd8h5d3c2d Qs5h5c4c2d Kh8c5d3s3d Th6s5h2d2c 
Qd6c5d2s2d Qc7c5s3h2d 8s5d4d3h3d 9s5s4s4h2d 
Jd9s6s2h2c 7d5d5c3h2d Qh8c7s4c3d Td7d6h4d2d 
Jc9s4c3h2d Tc9c7c3c2s Kc8c5c3s2h QhJh7s7d2h 
8d4s3h2s2h Ad8d7d3d2s Td7d4s4c2h Js6s4s4c3d 
Jd9c6d2h2d Jh9d6h2s2h Kh4d3s2s2d QcJc7d3s2h 
Qh9d7s7d2d Th7d7c4d2d Jd7h7c4s2d AsJd3d2d2c 
Tc8d6h3s2d Th9d4c3s2c KhQh7h3s3h Tc9c4s4c2c 
Js9h7d4h2c KcTs6s2h2d KhQd3c2s2c 9h7h5h4c2h 
Qd7c4h4d3d AsJh6h4h2h Js6s5s3c2h 7c6s4d3h2h 
AcTs4s2s2d 8d5d4s4d3d Kc9s8h4d3h Ts7h4s4c2d 
Qs4d3h2h2d Kd8c6h4s2h 7h5h4h2d2c AdJs4s4d4c 
KhQh8h4s2h 8d6h4c3d2d Ks9d4d4c2c Tc9d4s3h2s 
AsTs9h9d9c 9s7c6h3d2c Tc9h4c3c2s Kh9c8s4d3c 
Ah9s8d3c2s KdThTdTc6c Ts8s7s6s2s Qc8s7d4h3d 
Js5d5c4c2h 7s5h4s2s2d 8c7s6s3d2h 9s6s4s4d2c 
9s5c3s2s2c Qc8s6h3d2c 4s4d3c2s2h Jh7h4s3h3c 
8d5c4d3h2s Qd8c7h4c3s KhTh5h2s2h Kc8h7d3h2d 
Jh6c4s4h2d KhJs7h3c2h 8s4d3s3d2c Ad9c5s5h2s 
7c5s4s3h2s Tc7s7h4h2h As7s4s4d2s AcJs6h4h2h 
Jd8d6d4d3d Js9s4h3c2d Kd7c6s6c2c Qs5s4h4c2s 
Qc8c7c5c3c Ah9s3h3c2h Jh9s6h2h2c Jc3s3h2d2c 
Ac7s6h4s2s JsJhJdTd3s Qc7d3h2d2c Qs8h8d4d2c 
Qs9h4h3h3d 9d5d5c4d2h Ah7d5d3s2c Qc5h3d2h2d 
Ts9s4s4h2s Jd7h4h4c3s 8s8h4c3h2d Qc8d6h2s2d 
Kh9s6d4d2c 9h5d4s3d3c Jc8d7d3s3d Jd9c6s4c2c 
KcJc6h6c2c QcTh7s3h2d Ah7h4h4c2h Ac6c3s3d2c 
TsTd6s3c2s KcTh8c3c2c Jc6s5s5h2s Qc9c8c4d3c 
Js6h3s2h2d 8h4d3h3c2d Qd6d4h4c3d Kd9h4d3s2c 
Ks9c7c5c2c Th7s7h3d2c Qh9h6d3c2h Ks6h3c2s2d 
8s7c4h4c2c Jc6d3d2h2c 9s5d4h4c3d Jh7s3d2h2d 
8c5d4s3s2h Qc6h4s4c2c 8s7h6d3s2c 9d7h6c3d2d 
8c6d4s3h2d Kc7s4s3h2h Td5d3s3d2s Qh8s3s2s2h 
Kc9c8c7c2c 9h9c7d3h2h Jd9h7h3h2s 7h5c4c3d2c 
ThTc7d3s2d QsTd7s3h2s AdQsQhQd5d Ac9d7s4s2h 
KdJs7c3d2d 9s7s5s2s2h Jd5s5h4h2c AsJs5s3s2s 
8d7c6c3h2s Qs5h5c4s2s KhTd4d3c2d 9s4s4d3d2d 
As6s4s3d2s 9s9c7h3c2c Ad9h5s5c2c Ah8h3h3c2d 
8c5d4s3h2c Ks9h4s3d2c Kd5c4s3c2c Td7d5h2s2c 
Tc8c5c2d2c Ac6s5d3d2h Qh7s6s4c2d Kc9h6h4h2d 
9h4s4h3s2c 9c5d4h3s3h Qs7h4s4c3s 7h5h4d3h2c 
Ts9h4s3s2c Kh7d6s6d2d AdJh8s3s2s Kh9s5s5d2c 
Qh8h6h2s2c Jc9s8c3c2c 8s4h3d2s2h 8h8d4s3d2c 
8s5c4h3h2d 9d9c3c2h2c Qs9h4h3h3c ThTc6h3d2h 
QsJs7c4s2s Tc9c3d3c2h Jc6c3d2h2d Tc8h5c3s2d 
KhJh4h2h2c 9d7s7h4d2d 8c5c4s4c2c KsQd7s3s2h 
Kd7s4h3c2d TsTh6c3d2c AdTs6s4s2s Tc9d4h3h2s 
9h7h4s4h3h Kh6d6c2s2c Js9c7h3c2d 8s8c4s3d2h 
QcJs6h3h2h As9h8h4h2d Jc7d7c3c2d Qh9s9c3d2s 
8c7h3h3c2h AdJs4c3h2h Qc9d8d4d2h Ac7d6s4d2h 
JhTd6h3h2h Kh9d4c3d2c Ts5h3h2s2d KdJd7s3d2h 
Js4h4d2d2c KhQsQdQc9h KdJh7c3d2d Kc7h5h4d2h 
Qc7h5h3h3d Kh6s4s4d3s KdTs3s3h2c Ac8c6c4c2c 
Kh9c4s3s2c Jh4h4c2s2h Qc7c6s6h2c As9d5d5c2d 
Js9s7d2s2h Ks9d8s3s2c 7h5h4d3h2s AdQsQhQc8h 
Kd8s6c4s2s Tc6d4h3c2s Jd5d3h2h2d Kd9h8c3s3h 
Qd5s3c2s2c KhKdKcQs8h Jh7h5h4c2h Ah9c8c3d2c 
Qh6c3h2h2c 9h6h4d4c3h KdJh3s3h2h 8h5s5h3d2c 
9h8s7c3h2d 7c4h3s3c2h Tc6s5h3s2d Jd9s6h3c2s 
Jc7h4c3c2h Ad7s5s2s2c Ks7h7d6c2c Kd9c5h4s2s 
KsKhKdTc4h 9s8d4s4h3s Qc9c5c3h2c Kc9h6s4d2s 
KdQh9s3s2s 6d5h3s3c2d 8s8c4d3h2c Tc5c3h2h2d 
Js9d7h4d2d Qs9s4c3d2h Qs7c5d3h2s Qd8s4d3h3c 
As7c6h4c2d 9h9d5d3d2d Qh6s4d2h2c Ah8h5h3c2h 
Kd9s9c4h3h 9d6s6d3c2d Qd9c6s4h2s Qc7d6c4s2c 
Qd9c7s7h2s KsKdKcJd8d Ad7s3s3c2c 7s6h4s3c2s 
Qh8s7h2d2c 8h7d3h3d2h Kd9s8h3s3c QdJh7s7c2h 
Ah8c6c3d3c Kd9s4s4c2c 7d4c3h3d2c Tc8s7h3c2d 
Td7d5c2s2h Qd9c5d4d2d 9c8h7d3c2s 8c6d4d3d2s 
Ac8d6d2s2h Ah9d8c3s2s AsJh6h3d2c 8s7s5s3c2s 
Jc8h7d4s2d AhJh7h3d2h 9s5s4h3s3d Ks9h8d4c3h 
AcTh5d3s2d KcTh4h3s2h 9d7s7c4d2d Qc9s5s3s2d 
QsJh6d2d2c Jh7h6s6d2c Tc7d3d3c2d Js4c3d3c2d 
Qc9c6d4c2c 8h5c4s3d2s KhTd7d2s2c 9c5h5d4d2s 
KdJh3h2s2h 9s7s6s3h2d Kd7c6h4c2s Kh9s6s4d2c 
TsTd7s3c2s Ac9c3h2d2c KhJd7h3s2h Jh7c3d2h2d 
Js9d3s3c2h KdTh7c3c2s Js7s5d2s2c KdTd5d2h2d 
TdTc6c3s2c Td6s5h3s2c Qs7h5h3h3d Jc7h3s3h2c 
KsKhKc9c6d TsTd5c3s2s Kc9d6d4d2h 9d8s7c3h2c 
AdQs4s3s2s Kd9h8s4s3c Kd6s3h2d2c Jd6c3c2h2d 
AhTd4d2s2d Ad9c5s4h2s Kd8h8c3c2h AcJs6s4s2s 
Kd7h6c4c2s Qs6s4h4c3s KhJsJhJd5s 8c5s4h3d2c 
Js6s4d4c3s 9s9h7c3s2s 9s7c6h3d2h QdJd8d3d2h 
Ad9d4s4d3d KdQc7d3d2s Qc9s8d4h2d ThTc7h3h2d 
Js9d7c3d2h 9c8s4h4c3c Qs7s5h3c2d Jc9c4d4c2s 
Kc8d6h3s3d AdTh4h2s2h Kh9d6h2s2h 9s9c4c3h2d 
8s5c4d3s2h Qd9h4s4h3c Ts5d3d3c2c Qh6h4s4d2c 
Jd5s4s4h2c KhJh4d3h2h Qd6s6d3h2c Ah5s5d3c2d 
Qd4d3s2s2d 7h6d4c3s2d QsTd3h3d2d KcQs7d2s2h 
Ac5s4s4d4c Ts5d3d2s2h 9h5s3h2s2h Th7s5c4s2s 
KdJcTsThTc Ac5h5d3s2d AcKc9c4c2c AdJh3h2h2c 
Qc6d5s5h2d Jd8c4s3s3h Kc5h4s3d2s JsJd7d3d2c 
KsJs4s2s2d 9h8h7d3h2s Jc7h5s4s2s KdTh7c3s2c 
KsTh4d2d2c Js6d3d2s2h Td8d4h4c2d Qc9s4s3s3d 
KdJhJdJc6c KsJh8c3d2h Qd8d6d2s2h 9d8h4s4d2c 
9c8d7s3h2d Jd4s4h2s2c Jd6d6c4d3d Kh7s4h3c2d 
8c6d4h3s2d Jh9d7c4s2d Jh7s7d6d2c Jd7d6d5h2d 
Jh6h5h3c2d Th7s4h4d2c Tc8c4h4c3c Qc6c3h3c2h 
KdQd8d4h2d Jc9c8c3d2c Jd6d5d3h2c Kd9h6h4h2c 
Qh9c6d4s2d QcJd7c4c2c Qd9s6s3c2h Qc7h7d5d2d 
Kc7h4d3d2h KdTs8h3c2c 7h6h4h2d2c 9d6d4d3s3h 
KsQs8s3c2d AsTc7d3h2h Js7s5c2s2d Jh8h5c3d2h 
Qd7c3h2d2c 8d6h4s3h2h Js9s9d3s2s 9s9c7c3c2c 
Jc6s6d4s3s Ts8d4s2s2h Tc5d4s4d3h QdJs6c2h2c 
QdTd7c3d2s Tc8c7c2h2c 9s8h6d3d2d Ah6c5c3d2s 
8d6s6h3c2h Ad7s6h4s2c Jc5h4c3s3c Qc7d4s4d2s 
Jh4h4c2h2d AdTs7c3h2c Ac9c7h3c2c JsJdJc6s6c 
As8c6d4c2c Ks9s8c3h2s Tc7h3d2h2d Js8s3s3c2c 
Jd6s4h4d2c KdTs4c3c2h 9s7h6d3s2s Qh8c7c4c3d 
4d3h3c2s2c Ac6d4h4d2s AsTh5h3h2c Jh7h4d3h3c 
7d5h4h2s2h KdQd7d3c2s Th8d5c3d2s Jc9s7s4d2s 
Jc6c4h4d3c Kd7s5s5c2h Td6s4h3d2c As7d6c4d2d 
Ah8s5s5h5d Td6d5d3d3c Ks9h8s3s2c Th8h4d4c2h 
Jc6s3s2d2c 8s8d7h3c2d Jh7c3s2h2c AhTd7c3c2c 
Jd5c4s4h3c KdJh7h3s2c AhQd6d3c2d Kc8d4s2h2c 
