KhQc9h7h4d 
QcJdJc6c2h Ks4s4h3d3c QsTh6c4s3s Ts9d7d5d3h 
QhJs9c5s2d Th9c6c5s3d Qh9h7h7d6h QcTd4d4c2c 
KsJhJd5h2h Jd9s8d4h2h Jc9d8c5h2s Qh5h5c2d2c 
QcJs7d6d4d Qc8s7d4d3c 8d7d7c4s2s KhTs9c3h2d 
QdTsTh4s3s As8s4d3h2h Jc9h7s5h4h Jd9s7c4s3c 
KdTc6c5h3c JdTs8c4c3h KdJd8s4s2d KhTs7c3s3c 
Ac8h6d5d4s KdTd7h7d4d Ks9c6d3c2s Jc8s8d4c3d 
Ts7d7c5s4h Js9c7c5c4h As8h6h5c4h AdTd6s6c2h 
QhJs8h5h5c AhTs8s8d3s Jd9c8d4h2h AcTsTh5h3h 
Kh7d6h3h3d Qs8s7c6h2c As8h6s3d3c AcKs8h4s2d 
JdTc8h4d3d KcQh6s5d2h AcJh8h5d3h Jh7d6h5c2d 
KhTs7s6d3s Jh9d5c4c2h Tc9c8s8d4h QdTs9c6c2h 
Qh8d7s7c6s Jd9h8c5c4s AhKc9c8c3c ThTc9h8h2s 
KdJd8c6d4d AhJs9d8d2d 9c6c5h4s2h Kd9h8d7c3s 
Ks8h6d2s2d AcTh9h5d3h Kc9h9d7d2h AdKdTd3d2c 
KcTc9h3s3d KsQd6h3h2d AcTs9d4s4h 8s7s7c2s2c 
As9h6s6c2d KcQc8c6s6c Th9c6s5d3c KsQc8d6s2h 
Ks9c8s5h3d Jc9c8d4d3d JsTh9h7h2d Kd9c8h8c3h 
AhKs8c7d2d QcJs8h5h5d Td8c7s4d2s Ah5s5h4c3h 
Qd6d5s5d3s QcJh8s7h4h AdJc9h8h2h AcQh6s6d2c 
Jd9c6d4d3c 7h6h5s5d4c TsTh8d6h3c 8c7h6s6c4c 
AsJd9d6h6c KhJc9h8s3h KdJd9d9c4h 9s8h7c5h3d 
8s8c6s6d2s Ah8d7s6s2d Ad7d5s2h2c QsJc8d5h5d 
AsQh7s5c2s Ad8s6d5h2d QsJsTs7s3c AcKs5s2h2d 
9h8d7s6d4d Qd8d7c6s2c Jh8h8d7c4s Jc8h6s4c3s 
Ad8s8c5s4s KsQcTd5c2c Ks9d8s4d2h KsKc7d4d2h 
AdTc9c5c4c KhQdTc8c3c Js9c6s5h3d KdJh7s6h2s 
Qs8h7s4h3c Ah6s5h3h2s AcTd6s5h4h JdTs9d4h2d 
Qc9d6s6h5h Ts7d5h3s3d AsQc9c7c3d AdQh9c5s3c 
KdTh7d3s2s 9c6d5c4s2s QsJc9s7h4s 9h7h7c5h3d 
Kh7h4d4c3c JhTc4c3h2h Js4h4c3s3c Jc7d6h6d3h 
Qs8h6h4h2s JsTsTc8s3s AcQs8h3d2c 9s8h8d7h4c 
Ad9c6h6d2s Tc9s9h8s4d KsJc9h5h3d KcJd8d6s6d 
Tc8h7s7d5c Tc8h5s5c2s JcTs5d3h3c 7h5c4s3s3c 
8c7d6c4h4c AsKd7c4c3h QhTc9d5s5c Tc9c7h5c3s 
Kh6d5c4s2h Ac8s8c6h3c Kc8h6h5d4s AcKc8c6h3c 
Jd9s7s5s4h QhTdTc4s2h Qd9s6s4d2h AhQd8s3c2h 
Qd8h6h5s4h AdQs9h5h5c 6c5s4c3d2d KdJhTh3s2h 
Kd8d6d5c4d AsQsJs9s2s KhQhTh7d3h JcTd8s6d3d 
AcKc5c4s2c KhJc7s6c2s QsTh7h7c4h Ac8c7h4c3d 
QcJc9c5d2s Ac9s8c6c2d Qd9d8d6h4s AsKh8s4c2s 
AdQd9d8d2s AdJd9h2d2c Ts9s9d7s3c QhTh7h5c4h 
QcJh5h4h3d Ac8s8d5s4s QcJdTh6s2s Kh5d4h2d2c 
Td9s7s2h2d KcJh7s6h2s QsJh8c6s3d Tc9d5s4c2s 
QcJhJc6c2s Qs5h5d4s3d KsJs8h6s4s Js9h7h5h3c 
KdQd9d6d5d Js7h6s5d2h Ts8h6h6d2d Kc6c5h4s4d 
5h4h4c3d3c Qs9s6d6c2d Jc8h7d6s4h JdTs5h4h3h 
KcTh9h7h4h KsQhJd5c2c Qc9h6h4c2d QsJs9c5s5h 
Qs8s7h7d6s Ah9h7h6s4h AsJs9c2s2d 7s7h6h6c2d 
Jc8d6c4s3s KcQsTh4h4d Td7h6d6c4s Jh6d5d3h3c 
AcTd9d6d3h Jh8s8c4h3c As8c6h6c5d TsTc7c6c3h 
AdQd9d6h2s Ts9h5d4s2h KdTc6c5s3c Jc8s6s4h2c 
KsQd9h4s3c JhJd8s5c2h Qs8h7c6d4h 9h8d5h5c2c 
Ah9c7c5s5d Ks7s7d6s4h KcJs9d6d4h Jd8d6c4c3s 
Qd8d7d6c5d TsTh9c4h3h QsJh5d4c3c KsTd6h4s3s 
AcQhTs4d2d KcQs5c3h2d QdJc4s2s2c ThTc9d4c3c 
Kc8s8d4s3c QhQd7c5h2s Qc8d5h5d2c AcQd7d4s2s 
QcJh7d5h3s Qh9d6h6c4s QdJs9c4s3h QdJcTh6s2s 
KhQdTs7s3s Ks8s8c7c2s AdJd7s3d3c Jh7c6d5h2d 
Td6c5s4c3s AcJc5c3s3h KcQcTc7s2h KdQdTd7s2h 
9c8s6d5h5d 5h5d4h4d2d 9h9d6s3d2h 8d7h6d5c3d 
AdTh6c5s4s AcThTd5h3h JhTs9d4h2h 9c8d6s5s5h 
Kh9c6h4d2c JcTs7h4d3h AsTc7s4d2s Js8h5h4h2s 
JcTd7d6d3h Th9h7h5c3s Ac8c4d3h2h KcJd9d6s6d 
Tc8d6s5s4s KdJsJh6h3h KdQh8h4s3s Ac9d8c6c2h 
Ks9d5c3s2d 7d6c4s4d3c 7d6s4d4c3s AhTc9s4s4d 
Qd8d7s7c6d Tc9h9c6s2d Qh9h8c4d4c QsJd5d4d3c 
QcTs5h5d4d KhQc9s4d3h JcTs6s5h3s AdTh9h6c3h 
Qh9h9c8d2s QdTh6h3h2d QdJh9h4c3s 8h8d6s5s3c 
Js7c6s5d2c KdQdTd7c3d KdJd9d4c3h KsKhKdTh4s 
Qc4h4c3h3c Kh8h6h5d4h Qd9h8c4c3d QsTd4s4d2s 
AdTh9h6h3c 9d8s6h5h5c Ad8h6c5s4c Qh9h6s5h3c 
Qh8d6c5c2d JcTs7d4s3s Ac6h5s3d2c QhTs9d6s2s 
9d8c5h5d2h Jd8d7c4s3s QcTc7c5s4c KsKdKcQc3s 
9h8s5s4h2c Js9c8s4d2d Jh7s7h6h3s JdTs9h2h2c 
JcTd9h3s3h QhTs7s7c4s KdJs9s6s6h KcQs9d5s3s 
7h6s4d3h3d JsTd8h7s3s Qc8s6h5d4h KhQc7c5c3d 
Ad8s6h5c4h KhTs7d7c4c AcKs7s4d2h As9c5d5c4d 
9h7h7c6c2h 8c7h6c4d4c KsQh8h4d3d QcJs6d5c2h 
QhJd9s6c3s Kc9d8c2h2d Kh8h8d7d2h Kd6d4c3c2s 
QsQc7h5s2d Qd9c8s7s5s KdKc8s4h3s Kc9d8s3s3c 
KsJcTc2d2c QdJcTs6h2h Qd8s5c3s3d QsTs8d5s5h 
QdJh9s8c3s AcQs8d5h2s QhTh5d4h3s KdTh7h5c3s 
Qs8d6c5h4d QhTs8h6c2h Kd8h8d5s5d Jh8s7c4c3h 
Jd8d6s6h3h JsJh9c7c3c 9d8s5s5h2h Kd9h8d4h2s 
QsJs6d3d2h KdQs8h4h3s KcJcTc4c2d KdQs9h3s3h 
QhJd8h5s5h KcTh4h2h2c Qh8d7h4d3c Ts9s9c7s3h 
AhKsKdKc8h 9c8s7d4c3s Ah9s8c3s3c As6d5h3c2s 
JhJd8c5s2d Th8c6d5d4d 9s9d6d4h4d KhJsJd8c3s 
QcTh7s4d4c 8s6d5c3c2d KhJc7c2h2d 9s8s7h3h3d 
QcJh9d8s3d Kc6d4h4c2h Ah9h6h6d4s Jd8d6s6c3s 
Jc8h5c3s3h AhTh8d5h3h Qc9h7h3s3c 7s6c5d4h4c 
Qc8d6s5h4s Jd9s7s5s3c AcTs8h8d3d Ah9h9c3s3h 
KdJc5h3s3d KcJsJd5d2d 9d8h6c4c2d QhJs7s7d2h 
AdKsJc4h2h Qs8c5s5d2c Tc7d5d5c3d QhJc5c4c3d 
QhJhTh7h4h Kc7s7d5c4c KcTd9d8s4d KsTs9h5s5d 
JcTd8s4c3c Kh6s4d3h2d QcJdTh6d2d KcJc9c4d3h 
Qs9c7h7c3h Jh7s6s4h3h AdQc9h5h4h QsTc5h5d4d 
KsQh5d4c3d Qc9c8c6d4h Js8d7d6d5d Js9h7h5h4d 
Ts8h8d4s4c AhJc6s6d5d Th8c7s3s3h JdTs5h3d3c 
KdJd9d4s3h AcJh6c4c3s Qs9d9c7d2c Qs9s7s7h6s 
8d6s5c3c2s AdJs6h5s2h QcTh9d4s3s KdTh9h5c3h 
Js4d4c3s3d Js8d5h3s3d 8s7s6h6d4c AdQh9c6c4s 
Ks6h4s4d2d Ac9s9d5d2s Jc8s8h2h2c Jc9h7h6c2h 
8s8c4h2s2c QdTs9c4s3s AhKc9s8d2s Qs8c5h3s3h 
KhQhJc6h2d 7d7c6h4c2h QhTs8h8c3d AdQc7h5s3s 
Ks5h4s4h2h AhJh9h3d3c Qd9s8h7h5h AhQh9h7c3h 
Jd8h8d4h3d 8h6s5s3c2h JdTs6s5h3s QsJd5h4c3c 
KsQcTh8d2h Jd9d8s7c3h AsQc9c7d3c Qh9d8h5c4h 
KhKd8c4s2s AdQd9d7d3s KhTc9c7s2d AsTd8d4h4d 
KhJc5d5c2d Th7s6h6c4d AcQh8h5h3s Qc8s7c5c4h 
Js9h7c6c4d 9h8d6s4s2h Jd8c6s6d2s KcQs9s9h5s 
QsQh9c7c3c QdJc6c3c2d KhQd5h3s2c QsJdJc8s2s 
Jd9s8d5c3h QsTd9d8d4d KsQsTs3c2h KdJh8h6s6h 
Jd9h8h6c4s Kd9h5d3h2s Jh9d8h5h4s KdQd8s4s3d 
Kh9d5s3h2d KdJhJd8s2d 9d8s6h4h2d KhKdKcQc3d 
Qh9s7s3h3c KdQcTs6h2s 9h8c5s5c2h Jh8h6d4d3s 
QhJh5d4s2c Qh8c6h6c2c Kh8h5c4c3h Qd9h6d3h3d 
QcTd9h4s3s KdTs9h8c2h Tc9c7h4d2d KsTc7s3h2h 
Qh6c4h4d3d Tc8s8d7h4d Js9d8d8c5d Ks9c8s6d4s 
Ks3s3h2h2c Th8c5s4h2s AdQdTd6s2d 9s9h5d4d2s 
Jh9s7s6h2s QhTs5d5c4d Kc9s8h5s3h AdJh6s6c5c 
KhJdJc4s3s QsQcTc3c2c AdTc8c4s4c AsTh8h8d3h 
Jc7d6s5c2s Ah6h3d2d2c AsQh6h5c3h Ac6d5c3d2c 
Td6h5h4d2c QcJd5d4d3h AsKd9d8d3d AcJh8s5h2d 
KdQdTs7d3d Kh9h6d5h5c AdJs9c8c2c 9c8d7h6d4d 
Qs9h5c4h3c QsQc8h6d3d JhJd6d3c2h Td6c5s5d3c 
AsQc7h5d3d KcQs9h6s3s QdJc8d5h5d AcJh5d4c2c 
AdJd5d3h3c JcTc9c2h2d Tc8h7h3s3c Ad8d7h4d3s 
Kc8d7h5s4d 9s8s8h3h2d KhJc7s5d3d QsQc9h8h3h 
QcJs9s8s3d QhJs5d4c3c Td8s6s6h5s AsQc8c4h4d 
Th9s9h7h3c Jh7d6s6h5c Qd9s7s7h5c Qh7d7c6c3d 
KdQdTd7c2s Tc8d5s4c2s QsJs5d3d2s Jd7s7c5s5h 
Qs8d7s5s4h KhTh8c4s3d QsJd9h8s3s KhQcTs5c2c 
KdKc7s2s2h Qc9c7s5h3d QhJs8d5s3c Js9c7s6d3h 
ThTd9d8d2c Jc8c6h6d3h KhTh9h5d4h Tc8d6h5h4h 
Ah9d8h7h3h AcQdTd6h2d Jh8s6s5s4c Kh5h5c3c2d 
9h6s6h4c3c AdQd8d5d3s QsJd8h5h5c Qs7s6h5d5c 
JsTdTc4c2c Kd9d8s3h2s 8d8c6s6c2c Kc9s5s5h4h 
8d7c6h6d4d KhJdJc6d3d KdJsJh3c2s QsTs8d4h2c 
AsThTd6d3c QhJc8c5s5d Kh9c5s3h2c KhQhTh7s2d 
AdTs7c4s2c Qd9h6s6c5s AcJd9s8s2s Ac7h7d6h5h 
Kd9d8h7c3s KhKc4d3d2d KcTd7d4s2s AcTh9h6h3d 
AsTd7c4d2c QsJh9d9c4h Tc9s9d8d2h QsQc7d5h2c 
AhKdJs7c2c KhQhTc7h3h Kh7h6s6c5h AcJc3h2h2c 
AhQc6c5s3c Ah9d7c4c3d AhKs7c4c3d QsJh8d6s3c 
AdQh9h7c3h Qh9h8c4s4c Kh8h8d5h5c AhQd9c7d3d 
QsTc3h3c2s Jc9s8h6s4d QhQc9s8s2s JsJd5c3c2s 
Kd9h9d4c2h QhTh4c3c2d Jc9d7h6c2h Qs9s7s7d6s 
JdTs8c6d2h AdKc9h8s2h KdQh7c5h3h KsJd6d4c2c 
KhQsTc8c3c Qs9s8h4h4d Ad6d4h4c3s 9c8s5c4h2h 
AcTd7s5h3s JhJc8h5s3h QhJc9s8h3h AsJd6h6d5d 
Jh4d4c3h3d QcJc6c5c3d Qh9s6s3s3h Td8c7s2d2c 
8d8c6s6h2c KhJc9s6s4d QhJs9c7d3s 7s7d5c4d3d 
KsTs8h3h2h Kh8d7h7d3h Td8s6d4d2s QsJh6s2h2d 
Kc8s6d2d2c 9s8c6c3s3c AcJc4d3s2h AsJd6h6c5c 
KhTd6s4h3h Qh5c4d4c3h Ah8s8c5s4s Td7d6h5c2h 
KsTc8c3s2s Kc8d7s6s4h Jc9d7h6s4s JdTd9h7d2c 
Ks9c6s5s3h Ks9d6s6c3h AhKh6h5h2s KdJd6h3h3d 
KcJc6h4s4d QcThTd8d2d Ad8s8d6c3d AcKh4s3c2c 
KdTh8h4s2s Kd5c4d3s2s Jc8s8h4c3s AdQs8c5s3s 
Th9h7h5s3c KhTc5d3d3c AcTh6h5s5d Js6d5h4h4d 
Ad9d7d5d5c Qc8c6c5s4c AsJh7s3s3c 8s8c6d5h3d 
Qc8s5d3d3c TsTc7d5c3h Ac9s7c3d3c Ts9c7h2s2c 
AsKh9h8h3h KdJc9s6s4h Jd9d6h5s5c Td9s7s5s3h 
AhQcTc6d2c As8s7h2d2c JsTs6c5h2d Td9h8s5c4h 
Qd7s5h3s3d KdQd6c4d3h As9s5h4h2s AcKdJh4s2s 
Jd8d5s4d3s Jh6c5c3h3d Ad6d4s4c3h QsJc8c5h5d 
KdJsJh6s3s Kh9c8c2s2h KhQs8c6h2d AsQcTc6d2c 
AdQs7c5h3h QdTc9h4s3s Qc9c8s4h3s As8s8h6c3s 
AhJh4s4c2d Js9c7d6s2d AsJc9d9c3c 9h8c7s5d5c 
KcQh9c5s2d KsJd9h5h4h Ks5d4s2d2c Js8s8c7s3c 
Jh6c5d4d4c JsTh6h5c3h As9d7c4c3d Js8c6d4s3d 
Kc7c6d5s5c AcQh8d3s2c 8c7h6h6c2h Jc7d7c6h5c 
KdTs7h7c4h JhTs8d4d3c Ts9s9h7s3d Jd9c7c5c3s 
JsTh8c7s3s Jd6h5c4h4c 8h7h7d4c2c AcQdTh4s2s 
QdTh3s3h2d JhJd7s4s4c JhTc5h4d2s ThTd6d5d3c 
KcQd9h9d5d KdQsTc7c3c KsQhJc2d2c KhQs8h7c4h 
Ah9c8h6s2h KhQd7h6s3h JdTh3s2s2d Jc9d7d5d3s 
Qh8d7d4h4d JsTh5d4d3d JsTh8c6s2d Qs9h8c7c5c 
QcJh9h8s4h QsTc8s8d3h 9d8c6c3d3c JcTs5h3d3c 
Qs9d5h4d3h Ac5s5h4c2d Ts9s6d6c4h Jh9h8d7s3c 
Tc8d6s6d2s KsJs9s9d4h AdTd8d5s3d Kd9s7s4c2d 
JhTs5h3d3c AsQc9h7c3c KsQcJh3d2h AsJdTd4d2d 
AhQd9s7d3d AsJsTs6c2s Td7s6s5s4c Ah4h4d3h3c 
Th8d7h4s2s JsTd9c3h3c KhTd9s6d2c Qc8h5s3s3c 
Kc9c8s7d3h KcQs7h5s3s KdQdTd7c2h Ks7h7c6d5c 
Ad8h6d5c2d AcKhTh4h2h 9d6c5d4s2s 9s8d6c5c3h 
QdThTd6d2s QdJc9s7d3d Jc9s7d5s5h As9d8s6c2s 
AcTs7s5d3s Jc9s6d6c2s Qc9h7h3d3c Kd9h9c5d3s 
ThTd7d6d3c Kh9c8h6s4h Th9s8c6d2h AcQd7s5h3h 
Js9c7d5h5c 9h8c5h4s2c Qc8c5s5h2s QsQhQdTs8d 
Jh9c8h5h4s KsJd9h6h4c Qh7s6s5c4d Ah6c3c2h2d 
9d8h8c5s4h KdQd4h3s3c Ac9s7d5s4h Qd9d6s5d3h 
9c8h7d6h4h KcJd9h5h3s As9s9h3s2h QcJs4d2s2d 
Td9h6c5s5h QdQc9h8h3h QsJd9c6c3h QsTs7c4c2c 
Jh8h8c4s3s JdTh8c4d3d 8d7s6h4d2h JdTh5c4c3c 
8s7s5s4c2c JhTs5d3h3c Qh7h7c4c3c KhQh8c6s2d 
Js9s7d6s4h 9c6c5s4h2s AcKh7d4d3s Ac8s6h5h4d 
TsTc7s6s3d Ts8h7d7c5d Ad9c7c6c5c Qc6s5s5h2c 
Kh7h5s5d2s Qd8h5d4h2h KdJd7s7c4d 9s8d6s5s3h 
Td9s8d5h2c QsJdJc7s3s Qh9d6s6c5s Jd8s7h4h3d 
Th7h6d5c2d KdJdTd4c2d AsQc7h4h2c JcTh9d4c2c 
QhTh8d3h2d JhJc8s7c3d AsKhKdKc5h Kd8h5d4d3h 
Jc9h9d7c4s Kh9d8h4d4c Kc9h8c4h4d AsJs3d2s2d 
TsTh7c5h2c KsQsTc3s2h Ad8d8c6h3d QsJc9s7d4s 
Ts9s6s6c2c KdTs7h2h2d Ad9s8h3s3h Kh6h5d2s2d 
9s8c7d5s5h Jc9c7d5h5c KhJc7c2s2h Td6h6c4c3h 
Td9s5c4d2c Jh8h7c6s4h Qd9s9c7c2s Js4h4d3s3h 
Jc8h7d6c2h As8s7d4s3h ThTc9d8h2h 9d6d5s4c2c 
Td7c5s3s3d Tc9c7s4h2h Jh9d9c4d2c KcTsTh4c2d 
Tc9d8s7c4c Tc8h6h6d2d KdJhTd4d2d Kc8h6d2d2c 
Th9c6h5h4s Th9h7s4s2d Tc7s6s5s4h QdJh9c8d3d 
Qd9h7h7c3c 7d7c6s4d2s Kd9c5s3d2c JsJh9d7d3d 
KsTh6d4h2d Qh8d7c6s4d Kd7s7h6c5s AcQd9d5s2h 
KcJd8h4h3d QdJs7s6d2d KdJd6c4d2c QdTh5h5c2c 
9c7d7c6s2s QdJc6c3d2d KsQc5s3h2d Kc7d6s6c3h 
Kc9h9c8c6c AhTh8s5h3h KcTd8s5s4s AsTh9d4h4c 
KhQc6s4h3h KsKdKcTd4s 9h6s6d4h4c Kd7c6s6d3h 
Qs8h7d6d6c Ks6h5d4c2s 7c6s6c4s2h Kh9h9c4c2s 
9c8s7h5s5d ThTd7s5h3c Ts9c8c5d3h AhQh6s6h3d 
AsJc7h7c2h KcQs7c6h3c Tc7d7c6s5c QsJs9s5h2d 
7s5s5d4s4h 9d9c5s4s2c KdTh9h7s2c KdJc9c6h6c 
Qs9c6c3s3c AsKs8d3s3h Ac6s5h3d2c KhKdKcQd3c 
8c7d6c4d2c QhJc4s2s2c JsJc8s5h3s Ts9c8h6d2s 
Ks9d8h8d3h Kc9d5h3c2d Qc9d8c5h4c KsTc9d8h4h 
Ac6s5c3s2c Tc7s7h5c4d Ac9s8c6h2c Th8s5h5d2d 
Td9c6s4s2d Tc9s6c5c4h KcTs7h7d4h JdJc8s8h3h 
AdQs9c6c4h Ad9h7h5s5c QdJh8s5s5c KdJd8h5d4d 
Ah9d9c5c2d Tc9s5d4c2d Kd8s7c5h3d Td9s7c2s2d 
Qc8d7c4d3s KcQh9s4h2s Ac9c7c6s4c AdQc7c4s2s 
Qd7s5c4c3s QhTc7h7c2c Tc8h5s5h3c Ad9c8s3s3c 
9c6h6c4c3h QsQdQcTd8c Qc9h7s5d3c KcJh5c4c3d 
JsTs9c7s2d KdQc8h4h4c Ad8c5d4d3h Qh9h8s4d3s 
Qd7s6h3s3d QdJh9d4d3c As8d6d6c5h QhTh8s2s2h 
9h9c8h3c2s KhJh9h4s3c 9h6c5h4s2s KsJc8d7h3s 
Tc8s6h5h4h JdTd6s4c3d KhTc9c8d4c 7h6s5d4s4c 
Td9h6c5s3h Td9d6h5d4c 7h7c5c4s3c AhKd8c7s2s 
Ad9d8h3s2c Qc8d8c6c4h Jh8h7d7c5h Ad8s5d4d3h 
AcKc9s8c2c QcTs6d4c3c KhTc7s7d4d QsQd6h4s2c 
ThTd9s5c3c As8h8d5h4h AcTh9h5h3s KhTs6h4d3h 
QsJcTd6c2c Jd8h7s4s3d Td8d7d5d4c KhTh8d3d2d 
QhQd8h7h3c AsTc9c5d3c Jh9s8h5h4d QdTd8s2s2d 
KdQhTc4s4c AcKdQh7h2h Tc8h8d7s4h 8d8c4s2d2c 
Qd6h5h5c2d Kc9h5h5d4d 8d6h5c3c2h QhJc9s6d3s 
QhTd9s6s2c KcQh9s3s3h KsTh9c8d2c Jd9h6s4s3h 
KdTc7c6s3c AhKs4c3h2h 8s7d6s6d2d AsQc8c5c3d 
Qs9h8d6d4c Ad6d3h2h2c Ad9h8d6s2d Kd9c5c4s3s 
Tc9c7c5h3d KdTd3h3c2c JsTd9s5c2s QsJc7c4c2s 
AdKh6d6c2d Ah8c7c6s4c Jc8s6c4h3h Qs8h5d3s3d 
AcQs6s6d2d AcQc8c5c3h AhJc6s6d5c 9h8h7c4d3c 
Qs9c7h5d3s KcQd9d4h2h QdJs8c5s3h AhJc6c5s5d 
JdTd9c4d2s KdJd8s7d4d QcJh9s5h2d Js9c7h3h3c 
Tc9s6s4d2d Kc7c4s4h3s JsJh8d6s3c 9c6h5c4d2h 
JhTh9d4h2c JsJcTh6s2s KdTs7s6c3s KdJsTs2s2c 
AsKh6s5s2s AsQh9c5d3c Ac8d7d5h5d KdQd9d5d4h 
9d9c8s6h3c Jd8h8d4c3c Ah9s7s6s5s 7s5h4c3h3c 
KdQc6d4d3h As9s7s5s5c Kh9d5s3d2h Td9c8h7d4d 
JcThTd4h2h Jd9d8s4s3s AsQd9d7c3d QcTh6d4s3h 
KdTs9s7h2c JsTh9d2d2c AcQd8h6d3s Kc8d6c4d3c 
JsTh9h4h2c JhTs8h4h3c Th8s7d7c5c Ts8d6h5h4h 
Jc9s8s4s3c QcTc8d4s2h Kd9c8c2h2d Ah5s5h4h3c 
Qs8c7d6h6d QdJd5h4s2c Js9d9c5c4c QdJs9s8h4s 
Tc7h5d3h3c Jh8h6d4c3d TsTd8h6c3d Jh9s8c7s4d 
AhQc7h5d2h Tc9c8h8d4s Jc8d6s6c2s AhTc6s5d4d 
Th6h6d4c3c JsTs7c4s2c Jd8h7s6d2h 8s8c6h6c2c 
KcQcTs3c2h Ah6s5c3d2h 8d6s5h3h2s Kh9h9d4d2c 
Ac8d6s5h4s Jd4s4c3d3c Ts8c6c4d2d KcQd9s9c2h 
KcJd5c4c3h Qs9d9c7c2d Ah9h9d3h3c 9h6h6c4d3d 
AsJc9c6h6d QhTh8c7d2h Qd5c4h4c3d KhJsJh3h2d 
9d9c5h4h2d AhKsQd7d2d KdJc8c6h6c 7h6s6h4s2c 
QhJh6d3d2c AhTd6s5c4c Ac8c4s4c3s Tc8c5d4c3d 
KcJh8s4s3h KdQh9s6h3h Qc7d6s6h5c KdJdJc6d3d 
AdQcTs4s2s AcTs7c6c2h AdQs9s5h2c AdQh5c3s3h 
Qh8s7d4d3h QcJc7c6s4c QcJc5s3s2c Js8h6c4s3h 
JhTh9h2d2c Th9s9c8c4d Kh9d8h2d2c JhTsTc4h2h 
As9s9c3s3d AsKs8h3s3c Qd8h8c6h3c AdQc9c5s2h 
AcQh8s8c2c KsTd7h7d4d As7s6s4h4c Qc8h8d6h3d 
AcJd9c2s2c AcKhJd4s2s QhTh4s3s2d Tc9d8h7s2c 
Kh8s7s7d6s KhQh4s3d3c QsQd7h6c3h KhQd6h5h3h 
Td9s8c7h2d KsJh8c7h4h KsQs8h4h3s Jd9c6d5h3s 
AsKd7d4h2c 7c4s4h3s3h QsJs6s5s3h Ad6h5c3s2d 
KcQsTd7h2s Ks9d8h5c3s QsQdJh6c2c JsTc8d4h3h 
Ks6s5s3h2h Js9h5d4d2s QdJc9d4d3s Ks6d4s4h2h 
9c7d7c5d2d TsTd6s5s3c KsQhTd7d3d AsKh9c8c3c 
QsJc6s2h2c AcTc5s5d3c KsJhJc8d3c Ac7s7c5h2c 
Qh8c5s5h2c Kh5s4h2s2d QsJcTh6c2c QhJc7c4c2h 
KhQh6s4h3c 7c5h4d3h3d KsJd5h3s3c QcJh7d6d4d 
AdKhJc7c2c Jd9d8c7s3h Tc9s6s3h2c AhQs5d3s3c 
Qh8h8c6h4d AhKs4h3h2d Kd6s4c3d2c Kh9c8h2s2c 
QhTd3s3d2h Kh8s7d5c3h QdTc6c3c2d QcTh8s8c3d 
Kh9s7h7d3c QdTs7s5c3h Ks9d8h5d3h AdTh5c4h2c 
Qh8c7d4d3h Qd8d7c6h2c Ac9h8d3s2c AhQs9d5d5c 
Td9s6c5s5h AsQd8h3c2s KcJs6s4h2h AcJdTs6h2d 
AcKh7d7c2c 9s6s6h5c4d QdJhTc6h2h Qc8h6s4c2s 
AcKdJh7s2s Qd9s7d6s2s 6c5h4h3s2c 8d6c5c3h2d 
Ah8s8d5d4d KsJc9d5d3h Tc8h7c4d2d KhJc9h8d2h 
JhJcTs7d2s QdTd8c5h3d Qh8c6d5d2c Td9h8c6c3s 
KsJd7h5c3c KcQsJh6h2d Jd8c7h4d3h QcTc8d6h2c 
Js8d6s6h2h 9h7d7c5d4d ThTc7d5c3s Th9d5s4h2d 
8s8d6c5c2h Qd9h5c4h3c Tc8h7c4s2h Qh7s6d5s4c 
Qd8s6d4s2s Tc8h5d5c2d 9h8c5h4d2c AsTs4h3h2s 
Qh8d7s7c6c JdTs9d6d2h AhTc8c4s4c Ac9s8h3d2c 
AcTd3d3c2c Ac6c4s4d3h Ks8c6s4s3c KdJh8c7s3d 
As8d8c6d5d QhJs7s4s2h JsTs9s6c2d AhTh5s2s2h 
Jh7s6h6c5d 8d7h6d6c4d KcQsJd5h2h QsJd7h6h2d 
KsQsJd7h2c KcJc9s8d2c Kh6s4h4c2c AcJc9c3h3d 
AhJsTc6d2s QdTc9h5s5c Td9d8h6s3d Qc9s8d7s3d 
Ac8c7h2s2d QsTh9d5h5c KsQh6s4c3s TsTd4s4h2h 
Td9c8c7s3h 9d8c5d4h2h Jc7s6c5h3d Qs8d5h3s3d 
QhTd8s6s3s 9c8d5h4h3c Kc7h7d6s5h Th9d9c5s3d 
KdTs9h6s2c Tc6h5s5c3h 8h7c6s4s4d QdTc3s3c2d 
Ts9s8c6d3s KhQcTd8d3d Js9h8s5d3c Tc8h6c5c4c 
Jh9c7c5c4d JcTc9c6s2d Qh8c7d6s4c AhQc8s3d2h 
Js8c6c4d2s AhJsJc4s2s KdJc8s7c4c Qc9c8c6s6c 
Qc7h6s3h3c Ah7h6h4d4c Kh9d8s5h2c JsJh8d5c2s 
KsTd9d7d4d 8c7h6h2d2c 9s8d5s4c3d 9h8c7d5c3s 
Jd8h6s6h2d QcTc8h3c2h Js8s6d4c3d 8h7s6h5d3h 
KsTc8c4h2h Ac6c4s4h3d KhQc9d4s3h Tc8d5s4d3s 
JsTs9s6h2c Qc9c8h4s3h KsJd9s8c3s Jd9h9c5c4c 
AcQh7c5d2c QhQc7d6s2c Qs7s6c5h5d KsJh7h5h3c 
