AhKh8h5c3h 
KdQd7s5d3c 9c7s7h6s2c 8h6s5h3s3h 7h7c6c5h2h 
AhTc7s6c2s AsJsJhJc9c Qs9s9h2s2h 9h8d5s3s3h 
AsQd8h6h4h Qh7d5d4h3h QcTs9h3d3c Jh9c7d5c2d 
KhKdKc7h6d KsQc7s4d2d Jc9c7h6d2d As8h7c5s2s 
KdQc8d4s2s JhTd8s7d3c QdJc7d4c2s Jc8s8h6d5d 
JcTh9h2s2d Kc7s6d5h4h AcTh9d6d3s Ts8d8c7d5d 
JcTs9d4c2h AsKh5h5d2h JcTh8s4d3h QcJc5s3c2s 
QsJd7d3s3c KhQsTd2s2c Ks9s7h7d2d Td6h6d5s3s 
AcTh7h5d3s AdJc5h4s4c Tc9c6d5d2c JhTd7c6s3d 
KhTd7s5d2s JhJc9h7h3s KdTd8s3h2s Qd9c7d5s4h 
Ts9s8c3s3c KcQc9h9c5d Qc9s8s5h2h AsQs6d4h3s 
Kd7s6d5h3d Ah9s7d7c5s QdJh6h5s3h Ts8d5c4c3s 
9s8h7s5c4s Tc9h9d7s4d Ah6h6d3h3c 7s7d6d5s2s 
AdQc7s6h4h Qd9s7s4d3c Qh9s7h5c4d 6d5h5c4h3c 
Ac9c7h5c4c Td8d7d6s2s Qd7c5s5d3s JsTd6h5d3c 
Jh8c7d7c6s Th9c6c5s4d Qd8c7c6d3d Td8d7d6s6d 
QsQhJc3d2d Ad8s8h3d3c Qc9s7h5c3d KcJs8c5d2h 
Ts6h6c3s3c KhTh8s3d2s AhQc7s4h3h QhJs4d3h2d 
JsTc8c5h5c 9c7h5d3h3d QsJd9c7d4h Qh9d7s4d3h 
Jc9d8s8d6d Jd9c5s5d2c Kc9d5c4s2d JhTd6d4s3c 
KsQc5c4h3c AsKs7c6d2s 9d8h5s3h3d Ah6s4c3h3d 
Jd9s7h7c5c JcTc4h3d2h Jh8c5h4s3s Kh9d8c6s5s 
9h8s6s5s4d KdTh9d6d2c 9h8s6s4c3h 8d7c5d4s2s 
Ac7s7c3h3c 7h7c5c4s2s Tc9c4h3s3h AdQcTc7h2c 
QhTc7s5s4s QdJh9h6h4c Qd9d8c5s4h 9h8d7s6c4s 
8h7s7c6c2s QdTc8h2h2c KdTc9s2h2d Qh9d7c4d3h 
KcQh9d6c3c AsKc5h4h3h Ac9h8s4c2d KdTd7c5d2c 
8s6c5s5d2c Jc8d6c5d2c Ah7s6s5d4s Jh7s5d4s3d 
Td7s7d4d3s AcQsJd6s2h QsJc6s6d4s As9h8s6c3s 
KdQc7d4s2s 9c8c6d4s3d Th6s5s5h4s Jc9s6s4s3c 
QcTd7c3d3c Jc9c5h4d2h QdQcTs7d2d 9s8h7h6s2h 
Qd6d5c4s2c QdQc8s2h2c AdKd8h3c2s AcJs9h4s2h 
Ah8h8d5c2h 8c7d7c5c4s QsJh9d9c2s AsJh6d4c2s 
AsJc6s4h2d QdJd9d5d4c Jd9s7h6s2d AhTs8c7s2d 
Ts9h6c5d4h QhJc6c3h2d 8d7h7c3h3d Kh9s9c7h4d 
QhTd9c3s3h QsTs9s8d3s Qd9c7s6s6h JsTsTh6d2c 
9c8c7h7c6d JdTd6s6h5d Qc8s8h7d5c 8s6s5c3s3c 
9c8s8h5d4c KhJcTd7s2d QhJd6d5d3s Qd9c6d4d3c 
Kc9c6d5h4c JdTh6c4s3d 8d7h6c5d3s QcJh7h3s3c 
Kc5d5c4c3d KhQh7c5h3d AdKc9d6d2h Jd9d7s6h2h 
Ks7s6d5d2s KcJdTd3h3d AsJh6s4c2d As6c4s3h3d 
KsKhKc7h6s 9h7c6c5c3d Js9d8h2s2d Ts9s8d4d2s 
JdJc9s8d2d QhJh9c5d2s Qh7c5h4h3c AcQd9d8s2d 
AsTh6d4d3h KsTh8s7s3d JdTh8d6c2s KcQd9c3c2d 
Jd8h7s7h6c Qd9s8s4h3d Ac6d6c3s3c Jc9c8s5d3h 
Kd8c5d4c2c Ah8d7c5h2h Ac9s9h3s3h AhQh4s4c3h 
KcQd9c8h3s Js9h8c4h3s QcJc5d4s3c 8d7h5d4s2s 
QcJc9s5c4c AdJs5c4s4h Qh9h8s6h4d QsJd9s4c3h 
KhTs8s3s2h KsTc9h5h4d QsTh9h8c2h Kh8h7s4d3d 
Jh9s7c5h4h Js8d5s4c2c KcTc9h4d3c KcTc6d3d2s 
QdTh8c2h2c Qh8d6c4h2d Kc9d9c5d2c KdQsJc6h3h 
QhTd8c6c3s AdQdTd7d2s Qs7c5s5h3h AcJc8s6d2c 
9s8d6s6h2d KcQhTc4s4c AdQh9s8c3s As6d3c2s2c 
Ts8s8h5s3h KhTd9d5c3s Qh6h5s3s3d JhJc9c8c3d 
QsJd4h3s2h QdTs9c4c3h KcQh4s4h2s 8h6h6c2s2c 
Qc8h7s4s4c Qd8d8c7h2c QcJc8d8c6c JsTd8d6d3h 
KdQsQh7c3c QsJh8d5s2c Qd9s9d5d2s QdTsTh8c2h 
Js8d7h7c6h KhQh9s3d2d Ts9h6c5d4s KcQh6h6d2d 
AhJc6c5s5c 9d8h8c7d5s Jc9s8s7s5s AcKdJd6d2h 
Ac8d4d2d2c KsQd9h8c4s AdQs9c3d2h QdTh9s9c4s 
KcTs7h6d3d Qd8h8c7s5d AdQs7c4d3d QhTh8c3c2d 
8h8c7h6c2h KcQh8d6s6d AsQh7s7d3s KdTd8d8c4h 
Ts8d7h7d2h AsKcJc6c2d QhJs9h4d3c Jd9s6d5h5c 
Ad8s8d7h2d Tc9s8h3h2c Qh9s7s4h3d AhKh8d3s2c 
Qc9d7d4c3s Td9c4h4d3c Qs8s6h6c2c AsTs5h4d3s 
JhJd9h2s2c Qs8h5s4d2h Td7s5h5d3h AsKh7s4s2c 
KdJdTc6h2d AhKd9h8h3h AdJc6s4h2d Qc9s5c4c3s 
AsQc8h7d3c Jd9h7c5c2h AdQh9s8c4c QcTc9h6c2d 
Ks9c8d5d3c Qd8s5c4s2d KsJc7h5d3c JcThTd4h2s 
Td9d8s6c3h Kh7h6c5c2h KhQh9s6d3h Qc6h5d4c2d 
AdQs7h6c4c AcKs8s3d2d AdQs9s6s6h KdQhQd8d3c 
Kc6d4d4c2s QsJhJd3c2h Jd8c6d5c2d KcJh9s9h3d 
QcJc7s7d5c Jd9s8c6s6h AhKc9h5s2h 8s8d7h6s2h 
Td9c6d4c2s KcJhTd8h3h JhTs8h7h2d KcQh9c3s2s 
QhJsTs3s2d JdTs9d7d2c Td7h7c6s5d KhJh7d4d2d 
Qs8s6d4c2c Ks9d9c8d3c QhTc5h3d2d KsQd7s4c2c 
Qc7c6d4d3c TdTc5h2h2c Qh7s6h5h4d Ad9s8d6d3c 
8h8d7h4d2s JcTd7s5d3d Js8s8c6c3c QcJcTh5c2c 
QsJs6c5s3h KcQsTd4c2c KcJd8d6d5d Qd8d5h5c3h 
AsQc9s7s2d JhTh7s6d3h JcTs7d4h4d QdJc6c3d2s 
AdTd8d3s3h JhTc5s3c2s As8d7s5h2s Td6s6c5s3d 
9d7s7c5s2d 7s7h5s4d2d Qd8s8d7c2s KhTh9s4c3h 
KsTd9d5h3c Js9c8h4c3s QcTc8s6c3d KsJc9h5d4d 
KsQc4h3h2c AcTdTc3c2s QcJh8c7s4c 9d7s7c5h4c 
JsTd9c5d2d QhTd9d8d3s AdTc7s6c2s As9s8s5h2d 
JcTd6d4s3h Kd8s8h7d5d Td9d8s8d6d 9h8s7d5c4s 
Qd9s9h5d4c AcJsJc6c2h AdQh9h8c2h Kh9d5d5c2h 
QdJsJd7h3d 8d6h5d2h2c Th9d7h5s4h QsTh8d8c4h 
Kh8d5h5c2c Tc9s5d4d2c Td9s9c4s4h 9h6d6c5c2d 
KsQc9s3c2s JhJd9s8h2h QdThTd4c2s Jc9s5s4c2h 
Td8s6c4s3c QdJd5s3d2s Jd9s8s6s2d KhQdTs4c2d 
9h8d7h5s4h Jh8s6c5c4d JsJd9c7h4c Td9h6h6d2h 
Ts9d8c6d4d Jc9d8d4h2c KhQsJc8d4d As9h6s5s3c 
KsTd9d7d3h As8s6s5d3c QcJh9s5s3s JcTs8c6h2d 
Jc7c5c4d3d 9d9c5s2s2d Kd9s9d6d4c QdJd8s7d4h 
9d8c7s7d2c 6s5s5c4h4d QcJh9h7d4s QhJs9d4h3c 
JhTs3h3c2s KhJc6h5s2d 7h7d6d4s4c Qs8c6h5c4d 
Qs9d7d4s3c JdTh7s5h3h KsTh9d5c3h Jh9h6c4c3c 
KsTc9s4d2h As9s8s7d4s 8s6c5d3d3c Jd8h8c6s5s 
KcQc8h8c6c QsTs9h5s4s Tc9d8d3h2c 9c8h6h4c3d 
8d8c7s6c2s AhTs9d5c3s Td9h7s6c3c Qh9c7h6s6h 
8s8d7c6c2s Ac6c5h4c3s QcTs5c3h2h 8d7s5d3s3c 
Ks7s7d5s5c Td9s9c6c4c KsQs9d6c3s QcJh8h3s2c 
KsQs8h8d3d Qd7c5s3s3d KsJdTh8d3d KcQc9s3d2d 
KsQsJs5h5c Qd7s5c3d3c AcKs9d8d3h 7s7d5d4c3h 
AcJsJc6d2c Qs9c7s6s6h Kh6s6d5d5c 9s7d6d5h5c 
KcTs7c6c3c Kc8d7h7c5c TsTh8s3h2c Kd6s5s2s2d 
JsTc6d5c3h QdJc8s3d2c AdTh9c6s4s Kh9h7s7d2d 
Jd6h5d5c3c QdJs6s5s3h QcJc6s6d2d AcJsJd8d2d 
KcThTd5c2s QhTd5d2h2d QdTh5d4s4c Qd9h7h4d4c 
KdJh9s9h3c Td7h7d4d3h Kd7d5h4c3s KcJs6c5c4c 
Jd9s5h5d2s 7d6s6h5d4c QcTh8s5c2d Ac9d8c3h2s 
QcJhTs6d2h Td9h8c6h4h Ah8s8h2d2c Tc8d6s4s3d 
Kd9c7h6d4d AdQc6h5h4h Td7h5d5c3h Ks9d5h4h2s 
AcQh9d8s3d AhKs9h5c2h Tc9h8h7d4s Qh9c8d5h4s 
JhTc8d7c3c Js9d7h5s4s Qs7d5s4s3d 8s6s6d2d2c 
KsJdTd5h2d JcTs9d5s2s Jd9h8h4s2d Qs6s5h4c2c 
7h6h6c5c2c Ad8h8d5s2d JdJc8c5h2s Jd9h7h4s3s 
9c7h7d5s4h AdKh9d6d2c 9c8h6s3s3c KdQh8h6s4h 
AdKcQs8h3h KhTs9d5s3c JdTc6c3s2d KsJs9s9h6s 
8c5s5h2s2c KdQs6s6h2h 9d8s5c3d3c Qc8s8c5s3c 
AhKcJc6c2d Kd6c5d4s4h Jh9h5c4s2c JhTs4c2h2c 
9h9c5d2h2d KdJsJh7h3h KhQs8c6d6c QcJh6s3h2c 
AhJc7s7c4c 9s6h6c5c2h Th9d6d3h2c QcTh8d6c3c 
JdTh7s6h2s QhTh8d3d2s KdQs8c3d2s QhJd7s5s4s 
QsJc6c5d3c 9h6d5d4h4d AsKc7d6h3d Qh9c7d5d2h 
Qd8s7c4d4c AcQh7d7c3c Qc7c6h4h4c Ks7d6c5h4h 
AdJd8d5d3s Jc8s5s4h3h Ts9h8s7c3d KdQd9d6s3h 
Ks6d5d5c3c JhJcTs3c2c QcJs9h7s4d Kc6h5c3h2h 
AhJsJh6d2h KhTsTc8d5d QhJs6h6d4h 8h7d7c6c2h 
Td8s6d5d2s Jd8s8d6c4h AcQd9c7c2h 8c6d5d2s2c 
QsQh8d2s2c 9s8d7s5s4h Jd8c7d4s3s 8h6d5s5h2d 
KsJs8h8d5s KhTd5d2h2d Kc9d7s6c3c KcQs6s6d2d 
AdQcTc7s2c KsQdJc5d2d QdTs5d4h4c Jd8d7s4s4d 
JhTh8h6h5h KhKcQs8d3d Qc8s7s6c3c AcKh9c2s2d 
AcKdTs5h2h KsTs7s7c5s QhTc9d4h2s Qh6h5s3s3c 
Ts9s8d6h3c 8d6d6c2s2c AdTc9s5h5c Jh8s7s7h2c 
ThTc9d7h3h Tc8d6d3h3c 7s7d5c4c2s KhJd8d2h2c 
KdQdJs2h2d KcJc8h8c2h Jh8d8c5c2d KdJd7c4c2c 
9s8d6d5d4h Kh9c8s6d5d KhJh9s3h2s KsKdQh8c3c 
JcTh6h3s2c KsQcJc3h3d QdTc5d3s2s Qh9s8h7h2s 
KhQd5c2d2c 6c5h4h4d3d 8s7d5s3d3c AcJc8d6s2c 
KsKc7d6h2d Qd8s8c6h5s KsJd8d4h3h AhQc9d2d2c 
Ah6s6h2s2h JhTd9c5s2d AcKh9c4s4c Qs8d8c6h5d 
Qh8c6h4s2s Qh9c7s5h2c KcQs8d7s3d AhQh6d5s2h 
AcQh9c7c2d Kc9s8c7c5c QsJhTc6h2d QdJsJd8d2c 
QhJc7d5d4d QdJd9c5s2h Qd9s6s6d2s KdTs9d4d3c 
Qd9c7s4s3d AsQcTd7d2h AcQsJh3s2s Kd9s9h8s3h 
Jh9c7c5c2h QsJs7h7c5s JdJc9s7h4s AsKh7c6d3c 
9d7s6s5d2s AdQsTs7h2s AhJd7s7d4d QcTs9h8s3s 
Kd7h7d6c3s Th9c8c4c2h KhJd8s6d4c 8s8h7c4s3c 
QdTc5d3c2c Jh9d8h7h5h AcJh8c2s2d 8d8c6s5c3h 
Kd9d6c5d2c QdTs9h9c4h Js9h7c5s3d Qc9c8d6c4s 
8c7d6h6c4s AcKd4h4d3d Ks7d6c4s2c Jc9s8c7h4d 
QsJs6c5s3d Jd8s8h5h2s KdQh9c5s5d AdTh6c4c3h 
7h7c6d5d2h QdTc9c5c4c KhQsJc9d2d KhQh7s7h3s 
KsKhKc9s9d Ac8c7c6d3s KcJd9s5s4h Tc8h7c6c4c 
AdKh4s4h3h Jd8c7s7c6h Ah7h6c4h3s 8s7h7c4s3c 
Td9d7s7h5c Th7h6h5c4s AcQh7d4s2c Ad8d8c7s2d 
KhTs9c5s3d Kc5s4h3s2c AdJh5s4h4c KdQs6s6h4s 
Qd7d6c4c3d QcTd8c4h3s Jh8s8h4s3c Jh9d8c6s6d 
Jh8d7d5d2h Kd7d5c4h3s KhQd8c6s6c AsKs8h8d3s 
QsQh9c5s2s QhTs8c6c3d Jh8h5s4c2s KcTd9s9h3s 
Jh8s6s5d2d KhTc9d6h2h 9h8s7s4s4h Ad6s5h2d2c 
Qc9d9c5c2d 9s9h7d5s3c Ah8s8c3h3d KcThTd7s2c 
8s7s6s5c3h Ac9s8c6c3h 7h7c6d5d2c JhTd6s4c3h 
7s5s5c4d3c AcKd9h8h3s QhJs4d2h2d Td8h7d6d4d 
QcTd5d2s2c Kh6c4h4c2d AcQh7s4c3c AhKsJd8c2c 
Ts6s6h5d3d KcTsTd5h3d JcTh8d4s3c QsJc8s7d4s 
KcQs7c3s2h Jc9d8c7s4h KcJsTs3s3h JdTc6h5s3c 
As8c7s2s2c QsTd5d2s2d Jc7s6s4s3c AhKh7c3s3h 
8h8d7d4h3d Qs9d7c5s2d QhJh6s5h3d QhJh9d4c3s 
QcJh4d2d2c Qd9c7d6h6d KsQs8s7h3h AcJsJdJc9s 
Th9d6h6c2c Jh7d6d5s4c 9s9d6c4s2d Ad9h8c4d2s 
6h6d5d4s4c Ad7h6h5c4h AsQd3h2s2c 9d9c7h5c3s 
QcTh9d6c2c AhQsTd7d2c JcTs8h7s3s QsJsTs9s4s 
Jd8s8c6c2d Kh7s6d4h2s JsTh3h3c2s QdJs6s3h2d 
QcJc4d3h2h Ad9c8d6h3d As8d7s5c2s Qc9d7c6s6c 
KdTh4h2s2d Qc8s6h6c5c KdTh9s6d2d AsTsTc6d2s 
Ks6h6c4s2h AcKd9c6c2h QcTs9h4d2c Th9d9c8h5h 
Jd8s8d6c2c Kd6d6c5h3s 9h7d6s6h5c AhKhTh4h2c 
AdThTd5d3d Jd8s7s5d2d KsTc8s8h2d KdQc4s4c2s 
Kh9s6h6d5h QhTh7c5h4h QdTs5s2d2c Ac7s6h6d5h 
9s8h5s5c3c Jd8h5h4s3s KhTd4d2h2c Ad8d6c5d3s 
Tc8s6c5c2s Qs9s9d7d2d KsQs9s9d5c Td8d7d6h6d 
QcTd8h6h3s Td6s6d5s3c QsTs9h4d2c 9s8s6d6c2c 
QhTsTc5d3d Js9h7h4d3d Jh7d5c4d3c KdTc7s5s4s 
AhJd8s4h2h KcQhJd7h3s KhQh9d5s3h Js9s7c6h2h 
Td6s6c5c3d KsQs9h6d3s As9d4c3s2d QcTh5h5d4s 
9h9c5s4c2h 9s8d7s5c4s AsJc9d7h3d 9c8d6d5d4s 
QcTh8s6c3c 8d7d6d5s3c QdQc8h4d3s QsTc7c6h3d 
AcKhTd5s2s Tc9h9c5c4d AdKs9d6d2c Jc9c7d6s2s 
JcTc6s6h5c 7s7d5c4c2d KdQdJd5s5h Kh9d5h4s2d 
AdQs9h8c4c JdJc9c8c3h AcTd6s4s3d KsThTc5d3h 
8s7c6d5s3h Kc8s8c7c3s Kd9d6h5c4d QdTc5d3c2d 
Jc8h8c6d4s JcTd9h7s2d QhTh9s4d4c 8s8d4d4c3s 
Qd8s8c7h5d QsQd8c4d3h As8h4h2s2h 8s7h6h4h3s 
Qd8h7c4d4c Ad7c6s6h5s JcTd9h5d2d KsTs6c3c2d 
Ks5d4s4c2d Jh9h8d5c3s QdTd8s6d2h ThTc5h5d2d 
8h7s7c5h2s QdJh7d4h2c Qs9h7d4d3s 9h8h6s5d4h 
AcJs8c6h3c 8d6h6d4h2s JdTh9s4d2c KsTd9h8d3c 
QsJsJh8s2d KhJh9d9c2s Jh9c6c4c3h KdQs8s5s4h 
Ad8s4c3d2c KdJh8d2h2c KcJh9d6s4h 8h6s6d4s2d 
QsTs8d6s2h JsTs5s4h4c 9s7h7c5c2s 9h8d8c5s4h 
Qs8c5h4c2s AdKd8c3s2h 8d7h7c4d3c QhTh9s6h2d 
KdJs9h7d2c KcThTc4d2s KcQd9s9h5d AhJsJd7d2c 
KcJd8h4h4d QdTs9h8s3s QsJs7d5d2d Ks7c5s5c2h 
AhJc9s7d3s QdJh4s3d2s 9h8d7h5c4h QhJc8h7h4s 
9s9h5h2s2h 9h8h6s6c3s Qd9h8d7h2d AsTsTd3s2c 
QdJdTd6c2s AhJdJc7c2s JsTc8s6d2h 9c6s5h3s3h 
Th8c7s7c2s AdThTd6s2d Ac9h8c6s3c 6h6d5s5c4s 
ThTc5s2s2c 8d7h5d3h3c 8c7h6h5s5d Qd9s8s4d4c 
Tc9h4s4c3h AcJsJh8h2h Qs8d7s7c6s Js8h5s5h3s 
Tc9c6s5h3d AsTs9s4h2d 7d4s4c3s3d QsJc9d5d3d 
AsTsTc3s2d QsQcTd7s2s KsQh6s6c3d KhQc8h2s2c 
9s9c5d2d2c KhQdTs5s5c Qc8c6s4d2d KhQd9s5h5c 
9h8h6d6c3c KsTs9h4c3s Qc6c5d3h3d KcQs7h6d3s 
JhTc7d5c3c 8d6d6c4h3c KdJh9h4c2c Ad7d4h3c2c 
Qs9d7s6s6c TsTc9d7c3c JdTh9h2s2c Jh8s8d5s4c 
AsQc7d4s3s Ad9d8d5c2s JhTd8c4s3h 9s8c7s5d4s 
QhJhJc8h2d JcTs6s3d2c Th9d4s3h3d Kh8s7h4s2d 
KcJs8c3s3d As8h4c3s2c AhTd8d7d3s KsKhQd8c3c 
Qc8s6c4d2d Td9c8d7d4s Ts9h5d4d2s AsTc9d5h3c 
Qh8s6s5c4d Ac8c7c6h3s AhTd8s5c3d AhQc7s4d2h 
8s8h7d6d2h 7s7d6s5d2d JsJh7d2s2d Ad4s3c2s2d 
KdTh9c8c2s AcTd9s5h4h QsJs6h6d2h QcTc8h3h3c 
KdQc6s6d3h JdTs6c4h3d AsKd8d6d3c Kd9c8d7d5d 
AsQh8d6d4d AcJs7s7d4s Js8s7d5s4c KsKhKd7s6d 
KhTc7h6h3h 8s7c6h5s5d Jh9c8s4c3h 9d6s6h5h2s 
AsTd6c4s3s 9d7h7d5s4d 9s7h5c3h3c 9h8s7h5h2s 
QhTsTd8c2d Jc8h8c6s4d Kc6h6c4c3h Js9c5s5d2c 
AdJc9s7h3s AsKc9d8h4h Ts8d6s5s2d QdQcTh7h2s 
Qd7c5d4c3d Qd9s8c7h5h JdTs6s4c3h KcQcJd2h2c 
Qd9d9c2d2c Ks9c8d6h5h Js8h8c6h2s Qd7c5d4d3c 
As6s6d2s2d Ks8h7s7d5s Jc8h7h5s4h Qs8d7d5c2s 
Qc7h6s6c5d KsJc7s4s2c TsTh9d7h3h QdJs9c5c3c 
Ac8c7c6d3h JhTc9s7s2d AsKcTd4h2d QsJsJc8d3s 
KcJc7c6s6c Ks9s9d5d2s QhTs7s7c4d Qs9s7s6c5s 
KhJh9d3h2d KdTs7c6h3h Qd7d6h4h4d QcJc7h4c3h 
Jh7s5c4s3c KdQcTh2s2c QcJc5s4d3c AhKd8c3d2c 
Jd8s7c6h4d Qc9d7s5c2d 8s7s7d6h4c Ah8d8c3s3h 
Js8c5c4h3h 8c7h7d6d2c KsQs7d4c3h Qd9s7h5h2d 
QcJh5c4d4c Td9h9c7c4c Ac9c8c5s2h AsQc9h7c4c 
Qs8s5h5c3c Ad7h7c5h4h QdJc9h5h3h AcQd9h3c2s 
Qh9d5h4h3d Tc8c6d4d2d Qs9s8s8h3h KsJh9d5d4c 
AsQcJd3c2c Ks9h6h3d2s Kh9c5h4s2c TsTc8h5d4d 
Ts7d5s5c3c KsTd7h6c3c AhKcJd8s2s 9c7d7c6h3s 
QhTh9h8c3h KhQcJc3s3d KdJh7d4d2h AcQs9s8d2s 
KsQdTs4h2s AsJdTs3s2s Qd7s5s5c3d Th8d8c7d5d 
AsJhTs3s2s KsQc9s3d2d AdTc9h5s4s KdJhJc7c3c 
TsTd7c5c4c AdKs7c6h3c 8s7d7c4d3c JsJh5c4d3s 
QcJd6d3c2s Jd7h7d5s5d AdQd6c4h3d Qh9c7c4h3d 
KhTs9d6d3d JdTh8s4c3d KdTd9s4c3d AdJc6d4h2s 
Jd8d6s4s4d AdQh7s6h3c AhQdJc6d2s KsJd7h5c3d 
KdTh9s9c3c Ah6h5h3c2c KcJsJd7c2h QsJs8s7c5s 
KdQdTc4h4d Qs6s5h4d2h Jh7d6s5d4c Jh8h8d6c4s 
As7s6h4s3c AhJc7s3s3c TsTd7s6h2h AdJsTc3h2h 
Qs9h7c5s2h Js9d8d6d2s QdJd7h7c5d Th6s6d5s3h 
AhJd8h2s2c Qh7d5h5c3c QhJh9c4s3d AcTs6h4s3h 
Qc9s7c5h4d QsTh6c5h3h Td8s7s5s3d 6h6c5s5d4d 
QcTs9d5h3d AcKc8c5s3c KdTc6s6c4h KhJd8h3s3d 
AhJs6h4c2d Js9s5c4d2c KhTd9c8d3s 8c6s6c2s2h 
Ac9s8c3c2s KhJc6h5d2s Qh9h8h8d3d 7c6s6c5d5c 
KcJhJd5d2s KsTh8h3h2s 9s9d4s4d3d AhKh8h5h3d 
QdJc7s6s4h AsJd7h6c4c Qs8s5h4h2h Td9c4h3d3c 
Qs9d6s6h2d 9h8h6c5s4h Ks7h5s4c2h JdTh6h4s3c 
AcQd8s6s4s KhTdTc8s5s Ad8c7h5d2d Tc9c8d5s4h 
KsJc7d5h3c ThTc9d7c3c KcQh9s6s4d AcKc8c5c3d 
KsTd9h9c4h 8c6d6c4h3d TsTc8h8d3d QhJd7s6s4c 
Tc8h7h6h2c QcJh9h6h4s QcTd9d8d3h Td7h6c3h3d 
QhQd8c4d3s 6d5h5c4h3d Kd5s4d4c2s As9h8s3d2c 
JdTs7h4c3s Jh9h9c5d4h AdTc6h4h3c Jd9c7h5s4h 
QsJd6h5c3h Ad9s8d3c2h Qd7s6s6d3s 7h5h5c4d3c 
KcQhTc4s2c Ah8h6s5h3c 8h7d6h5s5c Qs9c8d5s4h 
Td9d8s5c4h KsJc9h7s2d QcTs5s2d2c KsKdKcQs7d 
KdQd9d7s2s Ks9s8s5h2h KhQd9s6d4d QhTs5h4d4c 
AdTc8h7c2s KdQsTd4h4d AsKs8s5s3d KsQhJc5h2h 
Kc8h7c5c2h JcTh8c7c3d 9h8d7h5h4c Ac9h8d4c2s 
Tc9c6d5h3s AsKd9c6d3d JcTc4d3d2s Ts6c5s5c4c 
8h7d6s5h5c Ah8h6h5s3c KsTs6d3d2c KcTd8s3s2c 
KdJh9c5s4s Kh9h7h6d4c AsQd9h9c4d Qh5s4s4h3d 
Ks9d8d6h3h Qc9d7h6s6h 8s8c7h6h2c Qd8c6c5s4h 
JsTh9d5c2h 9s8h8c7s5d AsKd7s4s2c Ts8d8c5h4d 
AhKs9s8s4s Jd8d6h5d2h KhQs5c2s2c Qd8s6s5c4h 
Ac9h8c6c3s QhJd9d6d4c AcJhJc6c2d AcKh9d6h3h 
KcQh7c3h2d Qs7c6s5h2h Js9s8d3h3d Jd8s7h7c6h 
QhJd6s6h4h KcJd9s9d3h Tc8d6c5c2d Jh8d6d5c2c 
Jh9s9h6s2h AsTh7h5d3c KdQhJs9c2c 9d8h6h4c3c 
Jc8h7h6d4s Qc9s9c7s2c Ks9d7h6s4s AsKdQc8h3h 
Kh7c6h5d3h KdTd7c6s2h Jc8d7d6s4h QcJdTc8c2c 
JsTs9s8c4s JdTs8h4c3d Kc7h6c5c3d Ks8h5h4s2h 
KhTsTc7d2h KdQc8s3d2c QcTh9h8s2h QcTh8d5c2s 
AcKcTs6c2c Kc9d8h5h3d AsJd8s6c3s Jh9c8d4c3h 
KsQc7h6d3c Kh7s6h5h3d AhKs6h2d2c KcTc6s3d2s 
Ks8d6s6h4c QsTd7c6c2d 8c6h5s3s3h KdTd9d7h2s 
Ah4s3d2s2h QcTd9d8h2d KcTs8h3h2c 9s8s5h2h2d 
JsJd5h4d3c KhTc8h7h3s Qs7c5c4s3s JsJd9h8d4d 
Js9c8h8d5s Jh8h7d5h4s QcJc9s5d2h 7c6h6c5h2h 
KcQh7c3h2s KdJc4h3h3c Jc9c5s4h2s Ad9d8s8h2d 
KsTc9h6s2s AsKs9s5s3d Ts9c4h3s3c Qs8s8c7d3d 
QhJh8h7s3s Qh9s8h5c4d Js9d8h7c4s QsTc9d6s2s 
Kd9s6d6c5d 9h8s5h3s3d KdJh8h4s3s JcTh6h4s3d 
Ks9d7h6s3s Qs8h7d5s2h QhJd6d5d3c JdTh7s4s4c 
Kd8c5s5d2s JdTs9d7d3d KdTd9d8d5h AsJs9s5s5d 
QcTc8d6c2s JcTd9s4c2h AsQs4h3s3d Kh7c6s4h2c 
KcTc9c7d2h 9c7s7h6h2c Jh6h5c4c3h Ts9s6d5h3c 
Js8c7d7c6h QcJc4h4d2d KdQc9h6c4c KhQhJd2s2h 
QhTs7s6s5s AdQd6h5s2d JhTs7s7h2h KsJhTc8c3c 
TsTh8c5d4d AsJs6s5s4c KdQs4s4h2h QdQcTs7c2c 
KhQc8h8d5h Ah8h8d2s2c KcQs8h6h6d Kh7s6d5c4c 
AdJs8d6h3d 7h7d5s4s2h AdQd4h4c3d Ts9h6s6d2d 
AsTd7d5h3c Th8d6d3h3c Tc9h7d7c5c JsTd7c4h4c 
JcTd8c6s2h As8s6h5s3c AcKd8h7h3s KdTd8d6h6d 
AsKdTc4h2c KdKcQs8h3h Jh8h7d4h4d QcTh7h6s3d 
TsTd6d4s2s QdTc8s5d2h As8h4s3c2h KsQsTd4s4h 
KsJs9d3s2d Jc8s7d6h4c AcKhTs4d2s AcJs5d2h2c 
Qs6h5s5h2c KcQc7c5h2h 9h8h7h7d6s AhTc9s5h2h 
AhJs7c6c4d 8d7h6s5d5c 9c8c6h6d3d KsJd8d6d5d 
KsTd3s3d2c Qd8s5h4d2s Ac8h8c2s2d Ac6c5d4c3h 
KsJcTh7c2d AsTs5d4c3s Qh8d8c7s5h QhJh9d5s2c 
8s7d6s3h3d JdTc9h3s3c KhTc3h3c2d 7c5h5c4h3d 
