Kh7d5c3h2d 
Ac8d6h5s5h Kh7d5c3h2c Kc8s5s3d2c Ad9d6s6h4d 
JsTs9d6c2s QhQd5s4c2c 8h8d5h3d2c QhJh9s9h4d 
Qs9h7d3s3d QsTc7d4d2c Jd7s7h5d2h KdQc9s7s4h 
Kh9h8s4c2c AcJh8h5h3s Kh9c7s6s4d Ac8s5c4h3c 
QsJs7s5c3d JhJd9d8d4d AdQd8s4h2d Kc8s8h3h3c 
Qh5h5d4s2s Kd8c7h6s4h KcJc6d3d2d Jd6c5c4d2s 
QsJd7s7d2d 8c7s7h4h2c Js6h6c5h2s Js8s8d4h2h 
QhTs8s5c2d QhJc3h2h2c JdTd8h4c3d Ac8d5d3c2c 
QdJdTd3h2d KsQhTc4c2d Tc9d8s7h3c 8d7h7c4c2d 
Ks8h8d5h3d 9h9c8h5s3d 8d4h4c3h3d Jc9h7h5s3h 
AhQd9c7s3s JsTs6d2d2c Td9c7h4h2d AdKhJsJdJc 
7s6h6d5c3s KcQc9h8s3c Ad9s9h4s3h Qh8s5h5d4c 
AhTh7c4d2h 9s5d5c2s2d KsJs6d4s4c TdTc6d4h3s 
Kd6h4d3h2s QsJhTh3h2h Ts9s9d8s4h Kh8d5d3c2h 
Kd9h7s6h4c 8s7s5d4h4c QsTh8h5d2c KcQd7s6c2h 
QdTs8c4h2d KdQsTc3d2d JhJc7d5h2s Tc8d6h2d2c 
QsJd3s2s2d KcJh8c3d2d Ks6h6d4d3h AsTc5h5d4c 
Js9d8d5d4c Jc9d8c4c2d AsJd8h7d3d AdQdJh6d2d 
JhJc8c5s2c 7c6h6d4h2d KsQs9h8d3s Kd8d6d5d4h 
QcJcTh7s2c Js9s7h6h2s KdThTd6c2d Ad9s7s6s6h 
KhQcJs8c3c Kd7h6s2s2d QdJh8d3h3d JdTs7c4h3h 
Ac8d6s5h5d AhKd3s3c2d TsTh9h6d2h Ac8c6c5h5c 
JcTc9d6s2c QcTh6d3s3c Jd9s7h5h4h Kc9s9h5h2s 
QsTs9d3c2h 9s8s6s6d2d KdQsJd4d2d KcTd7h6h3h 
KcJh9c5d2c QcJs9s7s3d QcJs8h3c2h QdJd6s6d2s 
6s5d4d2s2c Ts8h6h2s2d QcTc9d3s2h Th9d6c5s3s 
Th9h7c3c2d Jh9h7d3h3d AcTd6s5d4d QsJh9d6c2h 
KsTd6d6c2c AdQd3c2s2h 6h6c5s3c2s 8d7s7h4h2d 
Qs9d5s4d2d Ah9d7d6d4s Ks9h9d5h2d 8s7h6h6c2s 
Td7d7c5s2s Qd9h5s4d2s Jd9h6h6c5h QcJc9c6c3s 
AcTd7c4c2h Jd9h4h3h3d JdTs8c6h3h JdTs9c6c2c 
KcQc9c6h4c Td7d6c4c2s Ad7d4d4c2c JcTd9s5h2h 
JdTd4h4c3s TsTh9c8c2c KcQd5h4s3s AcQh5d4d3s 
Th8c5d5c3d Qh6d5h5d2d 9h6h6c4s4h 6d5s4d3s2d 
KsJd6s4s4h AhQc9c6c3s KdJh6c5s3s QcJs7d4h3c 
KhQhTh8h3d Kh6h6c3c2s AdJd6h5c2d JhTh8d6h2c 
Jc9h9c8d2s JsTs6c3h2h Jd8h8c4h2d 9s8s7h6s4s 
KdJc6d4s4d 8s6d5s3d2h Ks9c8s3c2h AhTc4s3d2h 
QsTh4s3h2h Ts8s5c4s2c As9c8d5c4c AsQh9c8c2c 
Qd9s6h5c3s AsJs9h4s2c As9d9c4c3d AcKcTh3c2c 
7h5h5c3h3d Jd9c8h7s4s 9h8s6d5s3c KsQsTs5s2c 
Jh7d6s5d2h Jc9h4s3s3c AcTs6h6d4h AhKcTs4s2s 
Qs8d6d4s2s ThTc5c3h2s KsQs9s8d3c AcTc6c4s2h 
AsQc4d4c3h QsJdTc7s2s KhJh8s3s2c JsTd6h4c3h 
Qh8d8c7d5s AhTh8h3h3d JhTs6c5h2d Td8d6s6h5d 
Jh6h5d4d2c Jh9c8c5d3s 9s8s7h4h3s Tc8h6h5s5h 
Qh9d8s4s2h Qs5d4s4d2h Jd9s9h3h2s KhQd9c3d2c 
Ts9h8h8d4c Jc9s4s3s3c JdTd6c4d3h AsQh9h6h3c 
7s7h6d3h3c Kd9h8d3c2c AhJs4h3h3d KhKc8c3c2s 
KdQd8c7h3s Ts9h9d8c3c AdQs9c6c4c 8c6s5c3s2h 
QsJs8h3h2c KsQd7h4d2h QhJs9d7c4c QcTs8s6d3s 
Jc8h7d5s5d QdTh7d4h2d 9c7c5h4s3d Jd8c7d6c2c 
Js6d5h4s2h Jc9s8h3c2h KdJh9c6c4c QsJs4s4h2h 
Kh9c8d3c2h QhQc8h7s3h Qd8h6s3h3d AhJd8d5d3c 
QdJc8d4h3s Jh9h7h5c3h KhJd9c6c4c JcTc4s4h3d 
Ks9h9c5c2h Jh8h8c7s4h KhQh5d4h3h Jd7c6h5s3d 
9h5d5c2h2d Qs9d6c5h3d KcTd9s4d3h QdJd8s8c4d 
KsJh9d4s4c JcTs6c3d2d QcJh9s9c2c As8d5d3s2s 
AsQs8s7h3s Ts9d8h5s5c Jd9d6c5d3h QhTs7h3s2c 
QdJh8d8c4d Ks6s6h4c3d AdQd6h4d2s Th8c6s6d4d 
AcJc7d6c3c QhTs8d6c2d Ts7d5s3d3c Js6h5h4s2c 
KsKhKdJh2d Kc8s6d4h4c AdJc8h5h3h TsTc8h3s3d 
9s9c4h2s2c QsQh8c5c3c AcQc8s4h2c 8c6h5s5c4d 
AcKh3c2d2c Qc9h6h3s2c QhJc6h4s4h Jh9d6s5s3c 
8h7s7d4h2s Qd6s6d5h4c AsTd9s9d9c Ad7c6c5s5h 
As8h7s6s2c Tc9d9c5s2h KcJd4s4c3h KsJc9h6d3c 
QsTc8c5h5d AdKs3h3c2s Jc9c8s4c3s As9c6s6d3s 
As9c8d5d4h AsTs3s3h2h Ad9s4h4d3c 8d7s6d4h4c 
9c8c7s4s3c KcTc8s4h2d QcTd6h3s3c KcQhJc8s3c 
Jh5h5d4s4c Kc9s7h6d4d Kc8c7h4h3c 9h5s5c2s2h 
Tc6c5s4d2d AdQh5d3s2d Qs9d7d5s2s 8c6h5c3h2d 
Ah9s9c6s2c Jd6h5h5d3h Qd7d7c5h2h Kh6d6c4c3d 
Tc9h8s6d2d AsTd7s4s2h Kh8h8c5h4d Kh8h8d6c3s 
Qs9s9h7c4d QsJd5c4d2h KdQhJc8h3h 9s7s5c4h3d 
Ks7h5h3c2s KhKdKcJc2h Th9h8s8c3d KsKhKdJh2s 
Ks8d6d5d4c Th9h9d5c2s JcTh9s6d2s Th9h7c3d2c 
8c6c5s5h4d Ks6h4d3d2s KcTd8c6h3c JdTc8d6h2d 
KdJs6c5h3h Js8h7d5d5c Kc9s9h5s2h ThTd8c3s3h 
KsJs6s4d3c Jc7s7h5c2s 9h6s5h3c2c Th9s8c6c2d 
Tc6h5h5c3c Qc8s8h4c3s As9s6s5s5c Qd7s6c4s3c 
KsKhKcJh2c Kd9s7h6c4s AhJs7d4s2d KhJh7d7c3s 
Js8s6h6c2h AsTd9c7h2h 9h8s7s4c3c ThTc7h7d2s 
Qd8h8d4c3c AcQc9h6c3c AdKdQsQhQd Qh9s8h3d2s 
AsTh8d4h3c Kd9d8s4h2h Qd9s9d7h4c AhQd9s6s4s 
Js8d5h5c4s AcTs8d6h3s 8d8c6c5s2c Qs6s6h5c4d 
AhQs6d6c4d Qd6s5h4s2h QdJdTh7c2d Jd8d8c7h4d 
Qh9c8s8c5c AhQh7d6h2s As9c7c5h3c Kc9d7h3c2d 
Ts8h8d7d4d Kh6c5s5h2d QhJs7h5h4h KsQs5d3s3c 
AsQc9s3s3h Jd8s8d4h2h Kh9d4d4c3h Kd7c5c3h2d 
KcJc9c5h2d AsQh8h7d3h Kc9s9d5s2d 8h7h7d6h5h 
9c6s6c4h4c Td9c5d4d2c KsJs7d6c3s 9h7s7d6d4d 
Qc9d7s7h5d 7d7c6h5h3h JhTc3s2s2c 9d8d7d5d4h 
QcJh8s6d2c AcTs6h3s3h AsJs8h5s2s AsJs3h3c2d 
AcQs9h6d4d KsQc6h3s3d Td9d8h7c2d AsTh6d6c4h 
Td8c6d4s4h KcTdTc6h2c Jh9d8s5s4s Qc9h8c3s2h 
8d7h5h4s4c KcQdJd9d2d Js9h8d6c4c KcJdTd8d3d 
Kd9s7h6h4c KhQsJd8s2s 7h7d6c3s3d KdTh9s5d2d 
9s8s7c6s4s QcJh3c2h2c Jd9d8h4d3h JhJd9c8c3c 
Qh5c4c3s3h Jd9d9c3s2s Qh8c7s5d4d KsQh9h5c3h 
Ad9s4d4c3h QhTd8c6s2c QdJh4s3d3c AdJs9d6d2c 
Th8h5s5d4c QcJs9s7s3h Tc8c7s4c2s Jc7d6d4h3h 
JsJc7d4h3s Tc9s8c5h3d JdJc4s2h2d QhQdTs7c2c 
Kc6d5s5c2h Td9s7h4d4c 9s9h8c5s3d Ad7d6d5s2c 
AdKh5c4s2c Qs9c8s5s4h QhTs4h3h2s Qh9h5c3c2s 
JsTc8s5s3s 8h6d5s5h4c QcTh6s3d3c As8d7d5h3c 
AhKs7s6s2c Jc9h7h5h4h AsQc5d4c2h 6d5s5h4d2s 
Tc7s6c5h2h JhTh8s6d2h KhJs9c6d3s Ts8d6c2s2d 
Kd8h7h7c5s Ks9s5d3c2d 7s7c5d5c2h AsJh8c7h3h 
6c5h5d4h2c JsTd9c6c2c Ks8h6s6d4s AdTh5s5c4s 
Tc9h5h4c2c Kc8d6h5d4d KsQc9d5c2h Js7c6h5d3s 
8h7d5d5c2h Ah9c5s3s3c JhJd8h5s2h QsJd9d7d3c 
7c6s5s3c2h Ah8h6s6h3d Ts9c6h4d3s Ac9s9h7d4s 
Js6d5c4s2c KcTc8d6h2c KcQhJs6h2h KdJd7s7h3c 
QdJd8s3h2h Qd9h8d5d4s Tc9c7d7c2d AcTc3d3c2d 
Qh9s6d6c5s 9d8s6c4s4h Jd9s5s5h2h JsTd8c3s3h 
9s7c6h6c2s 7d7c5h5d2s 7d6s5h3d3c KdJh7s5s5c 
9s6h5h4h2s Jc8h7d6d2h Th9c8d8c4s Kh9d8d8c5s 
Ks9s9h5s4d Kh8s7s5c4s Qh9d8d3h2c Qc6d5h4c3s 
JsJd8d3c2c QhTd8h4c2s KdQh9s7s4c 8c7d4d4c3s 
8h7s5s5h2h JhJc7s5c2d Jh9d8c3h2c QcJc9c7c5c 
As9c7s4h2d Jd9h6h5c3s Kd4h4d2h2d Ad8h8c6h4s 
KdQc7c3d2c Td7d7c5h2h Qh5c4c3h3d Jc9s9d3d2s 
KhQs9c5s5d Th9d7d4h2h 9c7s7h5d3h QsTc8d6s2s 
Qh9s8d3h2d AdTc6s6h4h Qd6s5d5c4h JdTc9h4c2c 
7s7h6c3s3d AhJcTs6s2d Ks8h7h5d4h Jd9d8s6d4h 
AdTh8c7c2c Js8s7d4h2d As9d5c3d3c QsJh9d6s2c 
9d9c8c3h2d Kc8h7s6d4s Td9d7c3h2c JsTh7c3c2s 
QdQc7s4c3c KcTd6s5h3h Qs8c7c6d4c Qd8s7s6c4s 
8h7d6c2h2c KhTc7s4c2s KsQd9d6c3d 9s7s5c4d3h 
Th9h6d5s3h KdQd9s8h3d Tc9c7s7c4h JhTh6d4h3s 
QdJhTh3h2h 7s7c6s4h2h AsJh8d7d2c Jh7h7d5s2s 
9h9c8c3s2h Ac9c4d2s2d Jd6c5h4d2h 9s9d7h3s3c 
Kc9d4h4c3d 9h8s6c5d2d 8s7d6h6d2s Qd9d5h3h2s 
Ah9d6c4d4c Td8c5d5c3d AdQs7c6d2d Ks9d8s3c2d 
JcTd6h5c2s Qc9h8d5h4h Qs6s5h5d2h Jd6s6c5s2d 
KsTs7s4h4c Qd8c6c4d2d KcJs9h9c3c KhQd8s5d5c 
AhTd5h4h2s Kd9s9h6s2h Jd9c8d4d3c Kd8h6s4d4c 
Td8s8c6h2c Qs9d5s5h4c KcQhTd7c2c 9d8c6h5c3s 
QsTs9c4d2s QhJh8d5c2h 8d6d5h4s2c Jc9c8h6c4s 
KsQh9h5d3h Jc8d8c4h2h Qc5d5c4h2h Qd8d7d6c4d 
Qh9s9c8h2d Qd7c5d5c2s As9s5s4h4d Ad9d8d8c2d 
KdJs6d3d2s AdKdJd6d2s Qs9d8c3s2c Tc9s7c3s2h 
7s7h6h4c3h KcQd7d3c2d 5c4s4c2s2d AcJs7h4s2h 
Ad9c3h3c2d KsQc7c4d2d JdTc9h6h2h Kd5s5d3d3c 
KsTh9c5s2s KsQs8d7h3c KhTc4h2h2c AsJs7s4s3h 
Kd9h4h4c3d QcTh3c2s2h 9d8c6c5s3c Qh9h8d3s3d 
Qd8d6s6d4c KcQdTd2s2d Qd6c5h5d4s 9d8d7d5d4s 
QhTc8c5d2s Kc9c7s5d3c Ks9c8s4h2h JdTh8h6s3h 
Js9s5d3c2d 8c6c4s4d3s AcQs8h6s2d AhKc9s9c2c 
Kd6c4s2d2c KdQc9h7h4s JdJc8s2h2d Qh5s4d3s2h 
8s6s4h4c3h 8h8c7s5h3h AhJh9s4h2c Kd9c4c3h3d 
JsJh7d5h2c 9c7d6s6d2c Ad9h7c6c4s Kh9h7s4d2s 
AhJd9c4h2h Ks9d9c5c2d Jd9s8d6d4h AcJc6d5h2c 
Qh9d6s5c3d QsJd9d7d3h QcThTd4d2s 7s7h6c4c2s 
AsTc8d7d2d Jh6c5c4h2s AcJs8d5d3d KcJc8h3h2s 
Ac9s5c4d2h 9s8s8h6d3c Kd8d7d4s3s QcJc4h4c2h 
Kd7d6d6c4h KcJs6h5d3d Jc9h8d7s4s QhJhTd7c2h 
QsTs9d4s2h Jh8h6s6d2d Jc6s6d5d2c Js8h8c4s2h 
Td8s6h6c4c QcJc8h3h2s Kh6c5h3h2c Th9h6s5d3h 
QdTd9h4d2s QsJs5s4s3c AdQh5d4d3d KcQc9s8h2c 
8c7h5s5c2h 9d8c7h5s3s KdQc9h7c3s 5s5c3s3c2h 
AdQc7s4h3c 8h6h5s4d3c KhJc3d2h2d 9s8s7s5s4d 
8s8h5h3h3d JdTd5c3h3d Td9h9c8h4h Qs8d8c4s3d 
Kd6s5d3d2s 9s9h7d7c2h Ah9c8c7d2s 9c8s6d5c2h 
Th9s9c8d4c AcTh7h6h3d 9d9c8d5s3h 8s8h6h5c2h 
As9s5s4d4c KdQs8c5c4h AhKd8d8c3d AdJs7h4s2h 
AhQc7s4d3c Kh9h9d5h4s AsTs7c4d2s Jd9h9c3h2c 
KhJh7d6s3h QcJc7h6h2c KdJs8h5d3d QcJc5s4h2c 
JcTs5h4s2d Qs8c6s4s2c JdTd3h2h2c Td9d7h4h2d 
Qd9d6h5d4d 8h8d6s4c3h Ah9s9c7d4s Jd9s7s5h3s 
KhTc3d2h2d KhQc7s5d2h Qs9d8h5d4d Ts9s7d5s5h 
Jd7s7d3s3c AdQc9h6s4s JdTc6h3d2h Ks8c6s6d4s 
AhTs4h3c2d JhTd8s6s3s AdTh8c3d2d 9d8h6c5d2s 
KsTs7s6s3d Ah8h7s7c2h Qc7s5s5c2d Qs9s7c4c3c 
9d9c8h5c3s Ks9c8s7h4s KhTd6h3d2h 9c7h7d5s3d 
AsQc8h6c2d Qs5c4h3c2s AsKh4h4c2h JsJcTd7h2h 
JhTc4s3h3d KsQs8h7c3d AhQc5h3s2h AcKd9d5d2h 
Js9h7h5d3h QdJcThTdTc KdQh9s8h2c Qd6d5s4c3h 
Td9h9d5c2s 9d6h6c5c4s Jh9h8s6h4d Jh9d6d6c5d 
KcJh8s3s2c Ts9s9d8h4s ThTc6c5s3c AsTh9h4d4c 
Kh9s8h3c2s As7h7c6d4h QsTd8d6c3d ThTc9s8s2s 
JcTc9h6d2c QdJs4c3h3d AhTc6s3s3c 9c7h7d5s3h 
AsQs9c6s3s QdJh4c3s3d 8c7c5h5d4s Qd9h7c3d3c 
Ts9s5h5c2h Kh8s8c3h3c Jh8s7h6c2c QcTc8c5c4c 
Qc9h8s8h5h 8s8d7d4s2d Qc9c5s3s2d AsQd9s3s3c 
KsJd4s4c3h KdQs5c4h3h 7s7c4s4c2s AdQc8h8c3s 
AdTh9s9h9d JhTh8d4s3h AhTs8c6s2d JcTd5h3s3d 
As9h7h5d3c KsQh7h4d2d Jd9h7h7d2d KdQd6d3h2h 
KsJh5h4h3d 9s8h7h3s3h AdQh6s5c3c QsJc9h6d2c 
QhJh6d5h2s Ac7h7d6s4h AsQhJh7c2h Td7s7c5h4c 
Jh9h8d6h4s Ah8c6d5s5d QsTd3s2d2c Qs8s8d5h4s 
KcJc8c5c4h Qc9h9c6s3c JsTc5s4h2s AhTs8d6s2c 
As9c8c5d4h TsTd5c3s3h QsJs6c5s2d QsJc8s8h4s 
QhJdTc7c2s 9s7s6s5s3c Qs7s7h6h2d JsTs8s6c2h 
Qc9h8s3c2s Td9d9c5h2s Jc9h8s5d3h Tc8d7h4h2d 
Js7h6d5d2s 9d8d7h4h3d AhKs8s8c3s Qc9s9c3s2d 
Qh9d8h5h4c KhTs7s5c3s AdQc7h6d2d Kh9d8h3d2s 
Kh6h5d4h4c Qd8s7s6h4s 8s8d5s3d2h JsTd8d5d2c 
Qc9d5c4d2d QdJh4s4c3d JhTc3h3c2h 7h7d6s3d3c 
Ts9d6h5d3d AhQd5h4h3h JhTc6h4d3h Qc9c8d3s3d 
TsTc8d7h3s Js8d7s5d2s Js9c8d7h4h AsKs9s7c2s 
Jh9h7h7d5h Tc9s6h4d3c Ks5s4h2h2c AcJh4c3d3c 
AcJh5c4c3c As8c7s6s2d AdTs5h5c4s Qc9d6s5h4h 
Jc9s7s5s3s Ks6d6c5s4s Js8c6h4s2c QdQc4s3h2d 
KhQs9s3d2d 9s9h8h5d3c AsJd4d4c2c KdQc6s3h3d 
Kh9s9h8c2d Ac9s7s6s6d Kd8s8d5d4h QsJs6c4h3s 
Ac8h5d5c3c KhJh6s4h3c Kh4h4d2h2d Tc9c8s8d3h 
AsQd6h2s2c Kh9c7d3h2d Ts6h5h3s3d AdTc7s4h3c 
Jh9s8d7c4c QcJc8s3s2h Ah9d8d7c2s KsKhKdJd2h 
Td9s8c6c2h 8c7d5d5c2c As6s5d3s3h QcJc8h8c4s 
QcJd8h6s2c AcTc6c4h2s Qh6d5c4d2c KcQs9d5h3d 
9d8d6d5s4d AcTd9d4d3s KcQc9s8h3c Qd7d6d5h3s 
Qc5h5c4s2s QdJc9s7h4s KsKhKdTd9c Jc8c6d4d3d 
Jd9d8c4d3c Ks8c7h2s2c 9d6s5s5h2h Qd5s4s3d3c 
Tc9s7c3s2d TdTc5c3s2d Kd7s5s3c2d KcQc6c4s4h 
Tc8s6h2s2c KhQcTc2d2c Ts9d6h4c3s Jc9c8d6c4s 
As9s4d2h2d Ah9s9c8s4d JcTd3d3c2c 9h9c8d5h3s 
AsTd7d5d3d Ks9d9c6c2d AdTc8h6s2c QhTh4d3d2d 
QhJc7s4d3h Qs8c7h6d4d Jd7h7d3h3c KsQhTs3s2c 
JhTd6h4s3h JhTs4c3h3d JhTs6h4c3h KhJcTs7s2s 
QdJsJc7s3s Ad9c6s6d3d Qc7d5d5c2s KcQs7h6c2d 
AsQh9c5d3d Qd7d7c5s2c 8s7h7d4s2h Kh8s5s3d2h 
Ks8d8c5c3d 9c7s6s6h2c Qs6c5s5h4d 9h7h5s4d3c 
8h7c5h5c2h KhJc9h6h4h Js9h9c8c3d AhTc9s9h9c 
Td9c8s8d4h 9d8h6s5c2d KsTs8s7c2d 9h9c8d6h3s 
Kc9h9c6c3d Tc9c6c5c4h Kd8s6s5h4s Jc7s7d5c2d 
Jh8h8c7d4h Kc7c6s6c4h QcJd8s7c3h Tc9c7d7c4h 
Tc7d7c4h4c Qs8h7h4d2s Ad9c7h5s4h 8s8c5d5c2c 
Qh8d6c3h3d AcTs6h6d4s QhJs7c4d3h QcJc7c5s3h 
Jc6d5s4c2s Ad8d6d5d5c KcJs9h4d4c Ac9h5s3s3h 
Kh8d6c4s4h ThTd5c3s3h AsQs6d4s2c KhQs5h3h3c 
Kd9c4s4c3d AhKc5s4d2s Jd8c7s6s2c JcTc7c5c3s 
QsJh9d8d3d 8d7s5h4s3c KhJd8h3c2c AdQc8d5d3d 
Ks7h7c6s3d Ks5d5c4h4c Tc8s7d6d3h 7h6h5c3d2c 
QcJc9c6c3h QcJh6s3c2s 5d4s4d2s2c JdTd8d6s2h 
QhJdJc7d3d QdJh5c4c3c Qc9d8s6h4d Td9c5c4d2d 
Qd8s6h3s3d KdQd8h7c3s Qh6h6c5s4d AcJdTs6s2h 
KcJdTc7c2c QhQc4c3s2d KhQdTs7h2h KcJc6c4s3h 
QcJh9h6d2s 9d8s6c5h2d QsJd9c8c3c AsJd6h5h4h 
JdTd6d5c3d Tc8c6s6d5c Jh8h5s5h2s Qc8s7s6s5s 
Ah8h4h4c2c Ac9h4c3h3c Kh9h9c5h4s Jh7s7d5h2s 
KhQc9s5d5c QsTc4s3c2c Ad8h6s5h5c Qd9h5s5d4c 
AdTh9s6c2h 7d6h5d3s2h 9s9h8h3d2s AhJs6h6d2c 
Td9s6s5s3h Qs8d8c4s3c KsQhTs3s2d 9s6h5s3c2c 
Ts9s7h3c2h As8d5s4c3s AdTs7s5s3s QdTd8d5h3c 
KhJs5c3s2c AhQh8h7h3d QhQd8s6s2c Kh9s6d5s2d 
Qd8s8c6d4d 8s8d6h5s2c QcJs5d4s2h Ah9d7c5d4d 
AsTd8c7c2c JsTs6s5c3s Qh9s8s3h2d KdTc8d6s3d 
Tc9h9d8h4h 7s7c6d4h3c QsJc9d7h4d Jc8h8d4d3h 
QsJh9h7h3c QsJs5c4d2s Ts9d9c4s3s AsTc7c5c3c 
AhTs7c6d3c AhJs8c7d3d Kh6d5h3h2d AcTd9h6s2d 
JdJc7s5d2h Td9h7h2h2d Qh9s8h7c4d Th8c7s4s2c 
Tc7s6d5h5c 8c6c5s4d3h 8d4h4c3d3c AsJh9s4s3s 
KdQh9s9c3d Js9h9d8c3s Kd9c7h7c5c QcJh8c4s3d 
JhJd7s4c3d AcTh6s4h2s Th9s9c8c4c QhQd7s7h2c 
Qh9s8d7c4h Td9s8h7c3d Qh9d8s7c4h Tc9d6s6d4d 
Qc9d7d5c2c Jd6h6c5h2d AhQc8c7s3c 9c7c6h6c5c 
9h9c5d3c2h Js9s7s5c3s Js8h6h4s3s KsQh7c4h2c 
Jc9s9h5s3s AsJs9s6h2d Kc5s5h3s2c Jd9s7h6s4s 
Kc6s5d5c2h AsTd7c4h3d Tc9c6d4s4h 8h7c6d6c2h 
9h8c6c4h2h KdQc9h3c2h Kh8s6c4h4d QhJcTs7s2d 
Qs8c7d5s5h Jh6h6c5c2s Qd8h7c5s5d 9h9c5s3h2c 
As7c6s5s2d Kc9h8s8h5d Ts9c8d5c3h Th9h6s4h2s 
JsTh7c4d3d Th9s9d4h3h 7c6s5h3d3c Ts7d7c4h4d 
QhJcTd7h2h QhJsJd7s3s KcQs8d5s5h QdTd8s7d3c 
AcTsTd6d3d Ks6c5s5d2h AsKs4s2h2d QhJh7h5d3s 
QhQd7c3c2d Qh9h7c4c3c Kc7h6d5s5d AdThTc6d2d 
9h8s6s5s3d Kc8s8d5s3d 9d7s7c5h3c Tc9s8c6d2c 
Ks7c6d2s2d AsQd9c7h3h KhQd7s4d2s Kc5h5c4c2h 
Td8c7d5h3s KcJs9d9c3c Kc9d8c3d2s Js8s6s6h3h 
KhQd7h4s4c Jc9h6c5c3s AsJd9s4s3s Qh8c7c4s2h 
QhJc8s3h2s Td7s7c5h4s KhJd7s5s5c AcTs9d7h2h 
Jh6s6h5s2d Ah5h5d2s2h Jc7d7c5s2s KhTd7c5d3d 
QhQd3d3c2d Tc9s9c8c4d QhJd5s4d2c Ac8h4h3c2h 
AsQh9c7c3c JsTs3d2d2c KsQsTs8s3d Kd7h5d5c4d 
AhJd9d4c3s KhQc5d4d3s Ac9s9h7c2c Kh9s6d4h4c 
QdJd7d5h5c 8s8h6c4d3s Jd9h7h5s3h Ts6d5s4c2d 
Qs9s6d5s4s 7d5h5d4h3d Jd8c6h5h4h Th9h7s7c4d 
Td9c8h6s2s KhQc9d8c3s JhTc5h4d2h Tc9h6d3c2h 
Jh8s7h5s2h Th8c7h5s3d Jc9h8s5s4s Qc8c6d6c4h 
AdJs9h5s2c As9s5c2s2c 7h6c5c3h2s Kh8d7s7d5c 
KsTd8s6h2s Qd8d8c5d4h Qh6d5h5c4s Kc6c4s4c3s 
QcJh9d8d3d Kc8h5h3d2c Ad9s8s7h2c Qd9s6s6h5s 
KcJd9h4s4c QcTd3c2s2d KsTd8h2h2d Td9c8h5s5d 
Kh8h8c6s3d Kd8d5h4d2h KcJhJc7s2c Ts9s8d7s4s 
AcKhQs7d2d Jd8h7c5s5c 9s9c6d3d2s Qd8c7h5s4s 
Jh7h7d5c4h AsJh7d4h2d KdQhJh9h2h AsTc7s4s2h 
9d7d6d5h5c Qh9c6d5s3c 8h7d6h4s4c Qc9d5s4c2s 
JsTs6h2h2c Tc6c5h4d2d Qc9h8d7s4c Kh9s5s2h2d 
AsQd9d6d3h Tc8h7d6d3s JhTc5s3d3c AcKh6s4d3s 
QsJs8c5s3h 8s6c5c3s2h Qh9c8s6h2d 9c8s5c2s2h 
As9c5d3d3c JsTc7h3h2s 9c8c6s4s3c AcJc7c4c3h 
AhJc8s5d3s Jh9s4c3h3c AhTs6c3s3c 9s8h8c4h3s 
KcQs9s8d2h Kd7s5h3d2s AdJs4s4c2c KhQcJh8s3h 
Ad8s4s3d2s Jc8d8c7h4c AhTc5d4d2c Qh8h6d6c4s 
8d6s5s3d2c Qc9h6h6d5h Th8s6s2h2d Jd9s9c8c3h 
6s5c4h3h2c Qs9s9c7d4h AsTd8h4d3c KdTh9c4h3s 
KhTs8s6d3c Jh8c7h5c2h KcQs9d8s3h 9s6c5s5d2c 
9s9c8h4h2s Ks7c5h3s2h Kc8d8c6s3h QcJs7c5c4c 
AdKd9d7s2d Th9h8s7h4h AcQc8c7h3c KhKdKc6d4h 
QdTd6d5s5d KsQc8c5d3h QhJs6d5s2c Js8c7d6d2c 
8h6s5h5c4d Qs5d4d3s3h As8d7d5c3h AcKc9c7s2c 
Kc9d8h4c2h Kd9h9d7s4d Ad7s6h5h3c Kd9d8c2h2c 
KhJh8h5h4c KhTh7h5h3c Ks9d8h3s2d Qd6h4s4d3h 
QcJc7c5s5d AsTc7c6c3d Ad9s9c6c2s Tc9d8h5s3d 
Ts9d6h3s2d Kd9d9c7s4d Js6s6c5c2h AcTd7d6d3h 
Kd6s6c4c3s 9h9d7s3h3c KhQh9d7c2s Kc9h8h3h3c 
Js9h8c3s2c Ac8h3s3c2s Js9h8c6d4d QcJc7h5d3c 
QsQh8h7c3h Kh6h5c4s4h KhQs5d4d3c 9c8c6c5h2s 
Ts8s5h4h2h Td9h6d4h2d Qd9c6h5s4s Qc5s4h3s3c 
AhJc7d4c2d Ah9h7s7h2d Qs8h8c7h5d 9h8c6d6c4s 
9s9d7c3h3d QdQcTs7h2h Jc9s8c4c3s Td9c8d5h3s 
Th9d8c7s3s QdJh4h3c2c Kh7d6s5s5c AsTc5h5d4d 
8s7h4s4h3c As9c7h5h4h Kd9s6h4d4c Jh9s6d5d3c 
QsTh8h5c2d Kh8h6d5h4h Ah9s5h4c2d AcTc7s4d2c 
JcTh9s7d2d Qc9s7c5c4h QsQcTh7d2d AhTd7d6d3c 
Jd9d9c8s2h 7s7h4s4h2h Js8h6c5c4c 9h6s5s5c2c 
AhJcTd6d2s KcTh4s3d3c KsQc9h5c2d Ks9h5d4h4d 
AdQs5c4h3h Jh6d5s5d3s Th9h9d8h4s Kh8d7d5s4d 
