QdJd7d5c4d 
AsKh9c6d4d AdKh8s7c3c Kh9s8c7s5s Kd9d8c4c3c 
KcTc9h7d2c Ts9s5h4c2h Ts8s8h7s4c 8d7c6s3s3c 
KdQs8d7d4h AsTc5d2s2h 9c8h5d4d3h AcKc5h4c2c 
QdTd5d5c4d Ac8h8c7c2d AcKd7s6s3s KdJh9d8s4d 
Ts8c5c4d3d TsTd8d3c2c KsJsTs5h2s 8s7d7c5s4s 
KhTc7s5d5c Td8s7c5c2s 6h5h4d2d2c Js9h8d4d2s 
KhQs7s7d4c Kh9h6c4d2c 8s8d6c5h2s KhJd9s5c3s 
JhJc5h5d2s 9d8c6c4d3c 9c6d5h4d2c Kd5c4d4c3d 
As5s5c3h2d As8s7h4d3s Qh7c6h6d4s Kd8d7d5h2h 
KhJh5h4d3c QcJs4c3s2c Jh7h6c5h4s KsQd8s7s4h 
Kh9s8d2s2h Js9c6s6d5s Ts9h6s6c4d Th9s7s5d5c 
Jh7s6d5d4c AsQc9h7h3d KdJc8s4s2c Qs8h7c6s2c 
7s7c6s4s4h Ah9c4h4c3h AsQs9h6d2s KhQsJd4s2s 
KsQsQh7c2s AdJd8s4h2d Qs8h7c6h4d AcJh6s6h4d 
6h5s5h4d2s 8d7d6d6c5h KdTc9d5d4d JhJc9h2s2h 
KcQc9h4c2h KhTd5c4h2s Ad9s9h6c5c Ts7d6c5d4d 
9h8s5h4s2d Qd9h8h7c3c KsQs9h9d4c QsJs6s5h3s 
AcTs7h3c2d Kc8c6s5d2h KsQd7c4s4h Kh6s4h3s3d 
QsJs9s7c4h AhKcJs3s2s QsTsTd6s3s QsTc8s5s2h 
JsJh9h4h3d AdTd9d6d3s Th9h8d6h3c Tc9h8h4s2s 
AsQc8s4h3s KdQs9c5h4c Jh9s9c5d3c QhTd6c4s4d 
9h8s6d4d3h Tc9h5c4d2h Jc9h7h5s4h ThTd9h5c3h 
Ks8s6h4h2h KsJc8h6h4d 7h5h4s3s3c QdJs4s4h2h 
Js9s6c4s4c Jc9c7s4s3c Ad8s8c4h2d 9c8s8c4h3h 
KdQs9s5s4c KdQd6c4s2h KsTd5h4s2c QcTc6d4c3h 
AcQcJd3c2c Js7h6c5c4d QcJc4h2s2h Th5h5c3h3c 
Kc6d6c5h2s Th9d8d4h2d Js8d7d4c3s Kh7h6h5c2c 
9c7d7c5s3h Qd9c6c4h2d 9d7s7h6c4h AhTd7s5s3s 
QsTs9h8s4s 9h8c7h4c3d AdJd6d4s3c 9c8c7h5s3d 
9d8s5s5h3d KdJs6h6d4d KcJs9c8h4c Qh7s6c5d4d 
Qs8s8c5s2c Ad7h7d6d4d KsJd9s6h2c QdTh5c4h3s 
Td6s6h5d3h Ks6s6c5d2h KdQs9h9c5c Js9h7s7d2d 
QsJc7c5d3h Jh9h8s4d2d JsTsTc6d2s JdTd9h3d3c 
Td9h7s7h4c JdJcTs6s2h TsTd9d4h3d AsJc8s5s3s 
AhQs9d7d3c Tc9c8h5s4c Jc9s7s5d2d Td9h7h5c3s 
JsTh8c7h2h QhTd5h2h2d Td9h9c6s3s Ah9s7s6d6c 
Ks9d7s5d2s Kh8c6d3h3d JhJd9d2s2d KsQhTh4h3h 
Qs7s7c4c3h KcJd7h2d2c QdJc9s8h4s QhJs9h5h5c 
As6d5s3h2c Js9d6c5s4s 9d8s7s5s4c QhJc4d4c2d 
AsTh9c5h3d JsJc7h4s2h 7s7c5d4s3h QcJh8h7h4d 
QsJd9d7d4c QsTd6d5c3d Qs8c7d4s3c KhTd8s8c5s 
JdJc5s5h3s Jd9s7d7c2c KsJh9h7d3h Kh7d6h4d2d 
TsTh8h6c2d QsTd5s5c3h As7d3c2s2c AhKs9s6s4s 
AhTsTd7d2c Kc7s5s2d2c KdTd8h7s2d QsTs5s5h4s 
QcJc6c5d3c Tc8h5c4h3h QsTh3c2s2h Qc9s8s7h3h 
8s6h5h3s3h Tc8d5d4s3s AcTc6h6c5c Th9c5s4c2h 
JdJc5s5c2h Kd8d7c6s3h 9h8s6d5c3h Qs8s7h5c4s 
Jc8d7c6h6c KsQsTs4d4c KhTh8h5c3d Kh9d6c4d4c 
QhJdTs7d2c Kd9h7d5d3s KhTd8c7h2h JcTh9d6s2c 
JhTd8s5s2c AdJd7h2h2d Tc7d6s5d4d QhJhTd4h2h 
Th9s6d5h5c AdJc4h3d2s Jd7c6h5d4d Js7s6c5s4d 
QcJcTc4c2s Kd8s7c6h4s Jh8d8c6d2c Ad9d8d6s2c 
QhTh5h5c4h Ac8d6d5h4s KhQsQh7h2c JcTh4c3c2h 
KdTs8h7d2d Ad7c3h2h2d AhTh8h6h3s Ks8s6d4d2d 
KhJh9s8c4h KsJc8h7s2d AdJd6s4h3d AhJs8h7h3h 
Qh9h8s8h6h 9d6s5d5c2c 7s7c6h5d3d AdQc9h3h2c 
Jh9c7c5s2s AhQs9h4h4d Js9d6h5d3c Kd9s8h2s2d 
Qh7h5d4h3d Kd9c7d5d3s Tc9c8h6c2s Kh8s8d6s3d 
AcQs9d7h3d AdTc6s6c4h AcQc8d4c3s Qc8d6h5c3s 
AhQhQdQc7d As8h4h3s2d KcJs9s8d4h Ah6c5s4s3c 
9d8d7c6h3s Td9c8h8d5d AdQs9h3h2s Ac8s6c5c2h 
Qd9s5s3c2d KhJh5c3c2h JdTs8c4h2d AhTh8h6h3c 
Jd8d6c4s3s Tc9c5d4s2s Tc8h6s6c5c Jd8d8c6d2c 
AsQc8h6d3c QsQc5h5d2h Ts9h7h7d4c QhJc9d9c2s 
Qc9d8c4h4d Jh7s7c4s3h AdTs8d7d2d Th9c8h8d5h 
Jh9c8h5s5d AhTc7c4s4c Qh8d7h7d2c JhTd7s7c3h 
Ah5h5d3d2h AhJc8c7d3c 7s6h5c4s3s Ac6s5h4h3s 
QdJcTs7c2h QsJc8d2s2d AhJc6s6c4d Td9d5s4h2s 
KdJs8c6c4h 9h6d5d4c2h 8s8d4d4c2c Kh8h6s4h3s 
Qd8d5s4s3s 9d8s6s2h2d Kh9d9c5s4h Tc9d7h7d4s 
8h7d6c5d3d Ah9d7d5s4c Ad9s9d4h4d KcQs6c2s2c 
KdQc7s7d4d Td9s7h5c3c KhQh9d9c4s Qc8c7c6s4d 
KsJd9h6d3c JdTd9c4h2d KhQh8c7h2c Jh8d7h6s6h 
KhJc9s6h2d AcQh7h7d2d AdTc7c4s4c QcJh9d8d3s 
Ad8d6h6d5d KhTh9h5h4s JcTd9c3h2s 9h8c7c2h2c 
AcKc8c7s2c AhKc4h2h2d Jh9d5d5c2h Tc9c8s6c2d 
QhJh8s2s2c Kd9s8h2h2d Kc8s5c4s3c Jc9d9c5h3c 
KsQs6s4c3h Kc6c5d4c3s 9d8c5c4d3s 8d7s6s6h5s 
Tc8s6h5d5c AcKdQh8s2s Ks7c6s4c2c Jc8d7s6s2c 
JsJcTh6h2d Td8c7c6c4c KsQd9c8h4d KdQh9c6s2d 
JcTd7c4c3h JdTh8d6d3c JhThTc6d2h Js9s8h5c4s 
QhTc5d4c3s Ks7d5s5h2d KhTh6c4h3d Jd8c7s5s2c 
AdTh9h4s3c 9h8h8c4c2d Kh9h7d5c4h JcTs8h5h2d 
7s7h5c4d3s Th8d7c5c2d Qc9c7h7c5s AcQh9d3d2h 
QcJs9c5h5c Ah8c4c3h2s TsTc9h5h4h Tc9c8d5h4c 
AdJd7s2s2d JhJdTd6s2d TdTc7h2h2d Th7s6d5s4s 
Qs9h5h3d2s JsJh5h3s2h AsQh8c6d3h AhJc9c4d2d 
Qc8h8d5h3d QdTc8h6s2c 7s7c4d4c2d As9d8h5c4c 
Ks9c8d7c5c 6c5s4d4c2s KdTd7s3c2c AsQd9h7h3c 
QdJc8h5c3c 9c8c6s4d2s 7s6h5s4d4c QhJh9c8h3s 
JdTdTc4d2h Td8d6s3s3c AsJh5s4s2c KcJc9s8d3c 
Th9d6h4s2s Qc7h6d5s4s KhQhTd7s2h KhQcJs5s2s 
Ad7d5c3s3d QcJh9d7h4h Ac5h4c2h2c QdTc8d5d2s 
QsJh9h9c2d AdTd7c6h2d Tc9s5h4s2c 6s5s5d4c2d 
QdTs9s7s3h Qs7s7c6d5s Ac8h4h3c2s Qc8s8d7c5h 
9c7s7c6s2s QhQc8h6h2s As9h7h6d6c Kd9d7d6c3h 
8s7d5s4d2d Qh9c7c5h2c QcTs8d5h3s AcQc5c4s3c 
Qd9h6d5d3c 9h6c5d4d2h AsTs7c6d2s AhTd5s5c2h 
AdQd9s3d3c KdQsJh6c2s 9h8h7s5d4h KsQhJd5d2d 
QsTc7h5d3c AdQc5h4c3c AsTc7d3h2s KhQh6h4s3c 
9h8c5d4c3h JsJh9s7c2d AhKc8c6c2s Qc6s6h5s2c 
Th7d5s5d3s 7d5c4s3d3c Ah8h4s3c2s Th9d8d4c2c 
Tc9s4d3s3d QdTd5d5c2c Kh9h7h4d3d Jc6d5h4h2c 
AhQs7s7c2c 7s5h4d3s3h QhTc6d5h2s 8s7s5h2h2c 
9s8d7c3s3d QsJcTs5s2s Qd8s8c5d4h Js9s6h4s4h 
Ad8s6d5d2h KsTc7d5h3c Kh9h8d4d2c As7h4h3h2s 
Js9d8c4c3d JhTc4h3c2h KhTs5d4d2s Qh7h5s4h3s 
Ah6s5s5c3c JhJd5d3h2d Ac9c7c4h3s Ts9s8d6s3c 
AsKsQs9s3s KdQd6c4h2s Tc9s8c4s2c AhTh6s5d2h 
Qd9h8h4d2c Td9h6s5d5c Tc6s6h5c3s JcTh6s6d3c 
QhJh7s5h5d QhQd5s3d2c KsTs5s4h3c 7h6s5d4d4c 
QsJs7s7h3h ThTdTc8h8d QsJd8d7h4d 9d8c5c4d3h 
QhJs9d9c3h KsJh9s9c2s QhQd7h3d2h Kc7h5c3d2h 
9s8d7d5d4h Ts9s6h5s5d JcTs7c2s2h 9s6c5h4c2s 
9c8d8c4d2h Kh9s9c7h3d AhJh9h9c2h As6h5c4h3c 
Ac6h5s5h3s Js8d7c5c2d As8d7c5h5d Tc9d7h6h3h 
QdTc8d5d2h 7h7c5s4c3d 8h7s5h5c4d Th9c8d7d4d 
Qh8d5s5h3s 9s8d5h5d3s JhJc9h4h3s QdJd6d5h3d 
KsTc3c2s2d QsJd9s6h3s KcQdTc4c2h KhQh6d4h4c 
QsQh7h3d3c Jc8d7d5s2s KhQs7c4h4d 6s5c4d3s3c 
QsTc5s2s2c Kc9s9c2s2c JsTc8d5c3c Qs8c7s6d4s 
JhJc8s6d3h JsTc9c5c2d KdQh3s2s2d Th9d7d5d4c 
AdJh8s6d2d Kc8s7s2h2c Tc8h7d4c2h QhTs4d2h2d 
KdJh9s5c3s JsTc4h3c2h Ks7c6d5s3s KcJh9d5s3d 
Td5s5d3s3d Qs9s9h4h2d Qs9s7h5c2h JcTs9h6d2c 
KhTh5s4c2d Jd9d8h4s2s Ks7h6s5s4s 7s7d6h5s3s 
6s6c5c4h3d Ks8d6s5c2h Ad9d8d6c2s Tc9h8d5d4s 
7h7c6h4h4d 9h8h7s7d2s Kh7d6c5h3h JhTc8d5c3c 
QsJd7d5h3c AsKs4d3s2h Qd7s6h3h3d 7c6d5s5d2c 
AsTd9c5d3h Kd9c5h5d2h 9s8d7h2s2h 9d8c7c2d2c 
QdThTd6s2d AsJs8h6s2d AhQs8c6d3s Jc9d8s4s2c 
Jc8s7h5h2s KdJc6s6d4d QhJs8h5d2c AcKh9d8d4d 
KdTc3c2h2d AhJh8h7h3c KsJd9d8c4h As5s5d3d2s 
KsJc8d3s3d Ks9h5c3c2s 7s6s6c5d4s QsTc7c5d2d 
JsJc9h6h4h AsTs6d5c2s AhKhQh7c2h 8d7s6h4h2s 
AcTh8c7c2c AcQh4c2s2d KsJh9s6c2d Ad7s6c5s4s 
QdTc9d5d2s Qh5h4d4c3d 9h8c6s5d3h 9s8s8c4d3d 
AhJc4s3h2d Td8h7c5c2h Jd8d7d5d4h 6c5c4s2s2d 
Th9h7h6h4s JhTs8h6h3d AcKs8c7c2c KdJd7d6c2c 
Jc7h5h3d3c QcTh6d5s2c Qs9c8s4d4c Ad9d5h4d4c 
Qs7h6d5s3c KhQhJh8d3c Qs8h8d6d5d Qs8h7s6d4s 
8c7c5s5h2s Jc8s7h5s2h Ac8s6c5c2d Jh9d7h7c2d 
Kd8d7c4h2c Jh8h8c6c2c 7h6h6c5d4h AhJc7c5c3s 
Td8s8d7d4h Td8d5h4h3d KcQs7h4d4c JsTh6s4s4d 
Qc9d8h5c4c JsTd7s2h2d QhJh6c3s2c Qs9d7s5h2h 
AdKd4s3d2h KhTs8s8c5s Ac9d7d5h4s As9d5s4s2d 
JcTh7d6h3h 8d7s6h3s3h Th9h5d4s2s Ac7d6s5d4d 
Kd7h7d5h2d JdJc9c7s2h Qs9s7c5d2c As9h7h5c4h 
Kh7d5h3s2d Td9h6h5h4c KsTc7d3d2s AdJh8c6d2d 
Ad7c6s5c4c KsTc5h4h2c JdTh7d4d3c KhTc7h3c2c 
KdTh5d4c2s KsQh6c2s2c 9d7d7c5s3h AsTh7s5d2s 
JhJc9c7d2s 7d5d4c3h3c AcTs9s4h3d 9s9c5c4h4d 
6s6c5d5c4c AdQd6d5s3d AhKc8c6c2d Jd9d6h5h2d 
JcTd9h6d2s AsJc7c5c3h Jh8s7h6h4d 7h6s6c2s2c 
Td9c6c5c4s AdTc8d2h2d 9s9h7s7c2d Th9d8s8c5h 
9s6h5h4d2s Tc9d9c3d2c Kc5d4h2h2c AsTd7c4c2d 
JsJd9d2d2c Ac7d6s4s3d 7d6d5c4c2c AdQc9s7s3h 
Th7c5s5c3s AdQs5s3h3c QsJs7s5h4s As6d3d3c2s 
AhTd4s2h2c JdTs7s2d2c As8s4c3d2c Ac6s3s3h2c 
Tc9h6h5h4s Td9c6s5d4d Jh8s8h6s2h As9s8s5d4s 
KhQhQd7h2s KsJc7s7d3h KdQs8h6h4c 9d8s8h4h3s 
JsJd9h6c3h KcTs7s3c2s KhQs6c5d3d Tc9c8s6c3h 
Ks9s6d4c2c Th9s7s5s4c Jh9s8d4d2h AcJh8d6c2c 
AdTc8s7h2h Jc7s5s3h3c Js9s7c4c3s JsJc8d5s2h 
9c6s5h4s2c KsQhJd4h2h Ah7s7h6h4h Th9c7s4h2c 
KcQs9d9c3h Qh9h6h5d3s KhJc8s3c2h Js8c7s6s4d 
AsKs4s4h3s AsTh7d5d3d QdJs9s7s4c AhTh8s2h2d 
AdKh4d3c2d KdJh8s6d3c Jh9h6c5h4d Ac8c6s5d2c 
Qc9h6h4s2c 9h8c5s5c3h Td7h5s5h3s QsQdJh7c3c 
KcTd6c4s2h Qs9s8c6d3h Jh9s6h6d5h Tc9s8c3h2s 
AhKc7h4h3h Ac6s3s3d2c Tc7s7c6s2h JsJh5d3d3c 
Ac8h6d5h4s QdJd9s7d4h KdTd7d4h3s JhTh5c3c2h 
KcQcTd7c2h KcQhJd4h2h KsQc5h3d3c 9h8h6c5d2s 
Tc7d5d5c3c KsTs8c7d2s KdJh9h8c4s KsJsJd3c2s 
AsJc4d3s2h KsQh9c5d4c Ad9h7h5h5c Ks8s6c4s3c 
AcQs8h5s2d AhTd7c5c3c KcTc7h3s2s 9h8c5h5c3c 
KhJs8d6d4c AhKsQd8c2c KcQsTh3s2d Js9h5s3h2d 
KhTd9c6d3d Td9h8h6s3h AdKhQc6c2c JsTh7s4s3d 
QcTd6d5s3d Qh7h7c6s4d Qd9s8c7c2s AdKd6s4d3d 
AsTd9d4h3c KsJc6d6c5c AsTd7c5c3c AhTh6s5c2h 
AsJs7d2s2d Ks8h6d3s3d KhQc7h2d2c JsTc8c7h3c 
9d8h5d4h2s KdTd5d4c3h Kh9s8c6d3h QsTc6d5s2h 
Td8s5s4d3d Qd9h5s4s3h QsJd8h5d3d KdQhJc4h2h 
Js7d7c4d3s ThTc5s5d4d QcJsTh3h2h 6h5c4d3h3c 
7h6s5c4h3h KhJs6h6d4h Qc9h7h4h3c QcJs9h7s3d 
KsQc7d7c4h JsTh6h2s2c QhJd4d3h2h KhQd4s4c3h 
JhTh8s5c2h 7c6h5c4s4d Jd9s8c5d4d AsQc9s4s4d 
QcJsTd3d2d Kh8s7h4c2s QdJh7d4h2h JcTs8s6d2h 
JsJd4d3s2s Qs8c7h5d4h TsTc8c6h2d Ad8s7d2h2c 
AhKd8d6d2c Qd9h6d5d3s KhQdJs6c2d TsTd6c4c2s 
Jc9h8d4h2c Ad9d4d4c3c KdJh8h8c5h QsTs5s5h2h 
9h8s7h4s3d 9s8h7h5h4d QdTs5d2s2d Qc9s8s4c2d 
KdQdJs8d3c QhTc6d4s4c QhTc9h5h2d KdQdTs7d2c 
QdQcJh3h2h 9h7s7d6c4d QcJc4h2h2d 9s8c7c5c4d 
Kd9d7d6c3s Js9h8s3h2d Tc9c6d2s2d QsJs9c8s3h 
JhTc8s4c3d QcJc6s3d2s QhQd9d8d4d KdJs9s7c3s 
AhKs9h5h3h 6c5h4d3h3c AhTd7c5d3s QcJs9c8d3c 
KcJs6s6d5s AhTh6h6d5h Qs9h8d5s4s AdKc8h5h3s 
9c8c5h4h3c JhTh8h6c3s KsJd8h5h4c Ks6s6c5h2d 
Ts7h7c6h4d AhJh6h4d3c 9h8d6d4h3d QsTc5h4c3d 
AsTs8s6c3s Jd9h7c5h3h AhTc6s5d4s Td9c7c5c4s 
JsJc8d5s3s QhQcJd3d2d QhJh9d8c3h KdTh9s8s3c 
JhJc8d6s3h QsQc7h6s2d QsJs8s7s6s Kd9d6s4c2c 
JhTs9s5s2d AdKs5s3s2c Ac9d7h2s2c Qs9s8s7s7c 
Th8h6h6c3c Ts7d7c5c4h AhJh8h7h3d 8c7c6d5s3c 
KcQs7h7c4c 9h9c7c6c3s QhTs8h5h2c JsJc7c4d2d 
Ac8h6h5d4s Jc9c7c4s3s AcQdTs3h2s Kh9c8s7h3d 
Td9s6d4c2c KsTc5h4s2d Jc8c5c4h3h Ac8c6s5d3c 
Jc8d7s6c2s 7d6c4d3s3c KhJc7h7c2h Kd9d7s5h4d 
Ts7d7c6d4h Kd9h6d5s4d KhQc6d5s3d QsJs8s6d4s 
KsQs6c2h2c AdJc7h6h2c Td9c4s3s3c AdKc8c6c2h 
AhJs3h3c2d 9h9c7h6h3d KhJd8c3h3c 9h9c7h7d2s 
8s8h6d6c3h Js8h8c5d4c 9h8s8c4s3c Kd9d6s3s3d 
Qd7s6s5d2c QcTh7d7c4c AhQh9c6d2h AdTs9s4h3c 
9d6c5c4s2d Qs8h7s6s5s Jc9s6h5s3d JcTs8d5d2h 
JdTh9d3s3d QsJs6h3c2h JhTh7h5h5d AdJsJh6h3c 
9h6d5s5h2s 8s6h6c5d4h Qc8s6h5c3d 7c6c5h2s2h 
KhQs5h5c3h As7s6s5s5h AdJs7s4h4c QsQc9h2h2d 
KcTc8h8d2s Qd9s8h4s2d AhTc4s2h2d JsJc9h6d3h 
KdQd7h6s3d JcTdTc3h2c Qc9c8d4d3d Qs7d6c5h4h 
KdJh9c6d2s Jd7h6s5s4c Qs7s7d6s5h KhTs9d3h3c 
8h7h6s5c3h Kc9d6s4s4d QcJc9d7c4s 9d8s6c4d2s 
AhKhQh7h2s Ks8s7c6h3d QcTd8c5c2s KsJc9h7d4h 
KhJhJc8h2s Td9c6s4c2s QcJh9s8d4s AdJs6s5s4c 
Qd9d6d5h3c 8h6s6c5d4c QhJc9c8c4d KsQhQc3d2d 
KhTh9d5h4h QhJdTh5h2h Jc6h5h4h4c 6c5h4d4c3d 
Qc9d8h6d4s Jc8h7s4c3h AdQh8s5h2c AsQc9s4s4h 
AcJc6d4c3s QsJhJd8c3c KcTd9s3h3c Qc8d7h6d4s 
QdJd8c2h2c 8s7d7c2s2c KsJcTh3d2c Qc7s6d6c4h 
Jc8s7d6c2d JsJc7s5h3s Qd9h9d4h2c QdTc6h5h3s 
KhQh8s7h4d KsJs9d2s2d Kc9h8d6s3c QcJd8s6h3c 
Qs8s7d5h4s AdKc8c6c2s As6h5h5d3d Kd6h6d5c2s 
9c8d6d6c2c Kh9d8s7h3c QhJc5c4d4c JsTs9d4h2s 
Th8d5h3s3d AcJh5c4c2s KsJc9h6c3d AdQh8d3s2c 
KdQdJd8s4d KhQd8s6s4c KcQc9s9h4d AdQd9h6c2d 
AcTh5d3h3d Jc8s8c6s2s Th8d7s5h5c AcTd8s7h3h 
KcQhJc6c2d AsTc5d3d3c JdTc8d6d3s Qh9h8c6d3s 
Kh8h8d3s3d Qc9c8c7h7c Kh6s6h5c2d Tc8d6c4d2c 
KsTc8h8d5h Kd5h5d3c2h 7s7h5c4s3d Qs9d8c4d2s 
Qc8d8c7c6c AhTsTh4h3h KcJcTc4h4c Ks6h5c2s2h 
Ts6s6d5d3s Jh9d6h5h2d Ac9c8h3c2h Th8s7s7c5d 
8h7s6s5s3c Qc8h7s6c2s QsTs5h4d3s KhTh9s5h4h 
9s6d5s5h2h AcQc6s6c4c Qs8h7c5c3h KcQc6d4s2h 
Kc9d8h7c3s QdQc8d6d2h KsQc6h2s2h AsTs8d2s2c 
Jh9c8c4s3s JsTh4s2s2h JdTh7d4d3s Kd8d6c4d3c 
JsJc9c4c3h JdTc4s3c2s 6c4h4c2s2h Ah8h6s5d2h 
AsQc5c4h3c KsTd8d5d4h AsTh8d7d3d Kc9h6h3c2d 
KcTc4d3h2h Qc7d7c5d3c AsTsTc4s3s 7h6d5s4s4c 
QdTsTh4d2c JdTs7d4d3h Jh9s9d5c3s KdQhTc7h2s 
JhJd7d5s3d Kd6d5c4d3h 8h7s6s6c2c KcJh8s7c2d 
KsQd9h5h4c Qh7d6h5c3s Th9s8c7c4c KcTsTd6h3h 
Qc9d8d4c2h Tc9c8d5c4s JsTs6s6h2h QsQcJh7h3h 
AcTh7s4s2h KsQdTd4d3d Td9s8s4h2h AdTd6s5h2d 
AcTs5d2h2c Jd9d8s5c4d AdTd8h2s2d AdTs6s6h4c 
Jc9d7h5d3d QcJdTh3s2s KsTs7s6s4s AhQhTh6h2s 
Kd6c4d3h3c AhKc8h7h2h KcQh9d5s4d Qs8h6s6d4c 
AsTh9c4h3d Qs9s5s4d3d Qc8c7d5s4c QcTs8h4d3c 
Kh9h5c4c3h QdJd4h2h2c Tc9c8h6d2s Kc9d5h3h2c 
Ac6h3h3d2c AhTc8d8c2s Qd8h8c5h3c 9d8h6d5s5c 
JhTdTc6s2h 9d8s7d4s3h AcQd9s6c2c KsQh8s5d5c 
JsTs7d4h3s Tc9c8s3h2h TdTc9d4d3h Ks7h5s5c2h 
Kh7h6h5d2d AhQc5s4c3c QhJc7c5d3s KhQdTc6d2d 
Ts9s8c6s2h Ad8s8d7d2c Td8h5h4h3d Qd9s8d4s4c 
Ks5c4d2s2d JsTd6h6c3s KdQhTs3c2h Qs8h7d4s3h 
AcJh9h4s2s Ks8h7s6h2s Js9c8d4d2s Ks7s7h5h2s 
AcQs8c2h2d 9s9d6h4h4c KsTs8d6h3s AdKsTh6c2h 
KsJh8d7s2c 8s7d6c5d3d Jc7h6h6c3h Kc6d5s2s2c 
QsJs6s5c3s AhJdJc8s2s 9h9c7c6s3c 8s7h6c5h3h 
6h6d5h4s3c 9s8s7h7c2h Qs9d5h4h2s 6s6d5h5c3s 
Kc9h7s4c2h Jh8h5h4c3c Kh8s5h3s3d QhTs8c5s5d 
JdTh8h7h3s Td8s7h4d2s 6s4s4h2h2c JhJc8d5c3c 
QhQc7h3c2h QcTd5s5c3h Qh9d8d4h4d AdTh5s5d3d 
8c7s6s6d2d Ah9h8h5s4h Jd8c7h4d3c 6d5h4s4d2h 
KcJd8s4s2d QcJh9s9h2d Td9s6h5d5c Td8d7d7c3c 
Qd9c7d5s2s Ts6h6c4s3c Ah8c4h3s2s Kd9s9h7c3d 
KcTh3h2s2c AhTc7c5c3s KsTs8c7h3s As8s6s4h4c 
8s7h7c6s2c KsJh7h6c2c Ad8c6s5c2s Ts8s6s6h4d 
Kd7h6d4h2h KdQh6s5c3s Ah9c7c5s4c 9c6s5c4s2d 
QsJhTs7s2d Td9d7d6d4c 8h7d6s4s2d JdTc8c6s2h 
9c6h5h4s2c Tc9d4h4d3h Kc9c7h5s4c Tc9s7s5s4d 
QsQd9d4c2h 7c6h4c3s3h Jc9d7s6d4h Kd9s7d5d2s 
KhQhTd7c2h AdJs6s6h4c QhJs9s8s4c KsQsQc7s2h 
Qd9d8c6s3h QcJs9d7s3h Ks9c6c3s2d TsTd7s2s2d 
8s7h6d5h3h AcTd8h8d2s Qh7d6h4d3h Ts6c5c4c3s 
7d6d5h4d3s QhJh9d8h3c JdTh9d7c2d AdTd7h6c2d 
JcTc3h3d2d KhJd8s3d2h QhJd8c5d3d Js9h8s4h2c 
QsTsTd5s2c Jc8h5s5h2c QhTc6s5d3d KcJc9d8s4c 
Ks8c6s5h2d 9d6s5s5d2h KdQs7d2s2h As9c8d6s2s 
AsTc7c4h4c Ad9s6s6h3h QdJh7s3s3d Ah9s8d6h2h 
Jc8h6h4c3s Jh7d7c4c3h Js9h8d5s4s KsKdKcTd3c 
KsQhTd6h2h 9s6d5d4h2s Jd7h7d5h2c AhTd8c4s4c 
JhTs9h3h3c AcTd7h5s3d KsTs4h3c2h QsJc6h6c2h 
8c7c5s2s2d QcJs9s7s4h Qc6h5d4h4d AcTh7d5h3s 
Ks7d6s4d2d Kd7s6s5h4s AsTs7s6h3s Tc8d8c7c4h 
Ah9h7h4d3c Kc8s8c3s3h KcJh3h3c2c As9d7d5h4d 
AsKc9d5d4d Td9s8h5h4c QhJs9h8d3h QhJd7h4d2d 
Jd9h7h5c2c Kh9h8s4s3s Ks8s8d4c3d Kc8c7d6h3s 
KhTc9d8s2c QsJs8d2h2d JhJcTh6s2h AhTc8s8c2d 
9d8d8c6s4d AcKd4c2s2c Tc8h5c3s3h Qc7s6h6c4d 
KsQdTh7d2c AhTd5s5h3h Js9c7c5h2h KcQs9s8h3d 
AdTc7s5s3h QsTh3s3d2h JsTsTh4s2c Qs9s9c4c2d 
Ks7h5h2s2d Jh8s7h6h6d AdJd6c4h3d 8d7h6c5h3s 
Qc9d7c5h2h 9s8d5c4d3s QhThTc5h2s Kh9d8c7h3s 
Tc7d5h5d3h QsJc9c7c4d 6h6c5s5d3h JdTs8h7s2s 
KsJd9d7c3d KcJh6h6d5h Ks5s4c3h2c QdQc9c4h2s 
KsJh9c6s2d AsKd9h8h2c Td9c8h7h4h Js8c7s6s6h 
As6h5d4d3h 9d8d8c4c2s AcTh7s3d2c Kc9d8h2h2c 
Qd7h7c6d4s Jc9d8s4s3d JsTh8d5d2c AhQdTs6c2s 
Qh9s6s6d5c KdTd4h3s2s QhQc9c4d2s Th9h8c6h3d 
KhJh8s6c3d QsTd5s2s2d Ah7s6d5s4s 6d6c5d4s3h 
KhTc7h4s3h AdQs6s5s4s KsQc9c8h3d KcJh7s2h2c 
Jd9h7d7c2h KdQd9s4s2d Jd9s8d3s2c KdQh7s4d4c 
Jc9s7h6h2s KcJd8s5s4h Th9h8c5s4h 9s8d5c4c3d 
6h6d5d4d2h QsJdTd6h2d Ks8s8c3d3c Kc9h6h3c2s 
Tc8c6d6c3d Ts9s8d5h4s Qh7s6h6c4d Jh9d6s6h5h 
Qh7s7d6h4c KhJh9c3c2h Qs8d7c6c3d AcKd9d6d4d 
QsTh9c6d2c KdQh6c5s3s AcTh7h5h3s JsJd9s2s2h 
Qh7h7d4d3s AcQc9c4s4h AhQs8h3d2c JsTc7s4s3h 
KsQc6d5h3d JhTc9h7s2h JdTc4d3c2d Qd8s7c6s4h 
AcQs9h3h2s AdKd4h4d3d Th9h6c5s5h 9s6c5d4c2s 
QcJc7c5d4c AhKsQc8d2d 9s8s7c5h3d TsTc8c3d2d 
