QcJc9h5d3c 
QhTs6d5c3s 9s8d7s7h3d AhKh8d3s3c KcJsTh6d3d 
KsQhJs4c2s Ks8s7s6s5c Ah8s6c5c3s QhTh9h7h5d 
Ac9c8h5d3c Ah9s6c5d2h 9h9c7s5d3h KdJd8c6c2d 
AdQcTh5s2h Jc9c8s8h5d Td9h9d5d2h TsTd7h5d2s 
As9s5h5c3d QsQd7s6s3h KcQc7s5c2s KcQh9d5s3h 
Ts9s9h5d5c KhTd8s7c4c ThTc5h2d2c Ac7s6d3c2d 
AsJh6d5s3s QhJhTh3c2s KsJh9d7c2s JsTd7s5c3s 
AdQs7h5h5c Jd8h7d5c4d As8c7c5c4d QcJd8d6s4d 
QhThTd8h4h Qd9c7d7c4d Ac8h6d4s3c AcKh8s4c3c 
9h8d7s7d2s AcTc9d5h2c QcJc6h5s3c KcQhTs4h3h 
Js8s8h7d6s Jh8s8c7s2h QcThTd6d3d 8h8c7h5h2c 
9h7c6d5d4s Qc8c7d5h4s Qd8s5s4d3c 9d8d6d5s4h 
TsTd5d4s2d 8s7h6d6c5c AhQs9h5h2c 8d7s5h4d2s 
AsTd6d5c4h KhJhTh7d2c Td9d7s5s2h ThTd8s5s4c 
Ad7s6d6c2h Jh8c7h7c3s TsTc6c4h2s 9s8d7h6c4c 
Jh8d5s4h3s AhQd8c2s2h 9h8c7c6h2h Qd9d8c5d2c 
AsKs9s9c2d Jh9s7h6s2c Ks7s6h3h3d Kd7h7d6c2h 
Td9s9h7d4c QhTh8h7h4d QdTc8s5h5d AhTh9h5s4h 
Jc9h7c6d6c KhTc9s9c3d Kh9h8s5d4c KsTd8h7h5h 
Ks8s7s6d5s KcQsJd9h2d KhQdJc4s2c KdJs9c7h2d 
KhJc9h4d3s AcTsTh8d3d KsKdKcTc6d Th8s8d6h4c 
JsTs7c5h3s QhQdJs6s2c Js9d7s7c5s Kh8c5s4h2s 
QsTc9c8h4c AsTs9d5s2c Th8h7s5d4h AdJc9h9c6c 
Ts8h7h4s3d AhQd9s6d4d Jh7c6h5h3c Th7s5c4s3c 
7d6c5s4h3d Tc8s8d6s5s JhThTc9h2h Jh6d5h4c3d 
JsTs9d2h2c KhQh9d5c4h JsTd5c3s2c QsQcTd3h2d 
Th6s5c4c3h Jd7s6d5d3s Tc9c7d5d2h KdTs7h3s2d 
QcTd9d5s4d KcTs9c7h2c Jc9c7d6h4s KsJs8s6s5c 
Ks5c4s4c2h Tc8h8c7h3h AsJd6h5c4d JsTs8c3s3c 
Qc5d5c4d3s AcJsTs7s2d Js9c7h4s3c AsJh9c7d4d 
Jh9s8h8c6h KcJh6s5d4s TsTh9s3h2s AdKhJc8c2c 
AcKhTd7d2d Qc9c7s6s2h Th9d7d5s2h QhTs9d5c2h 
KhJc6h6c2c QsTs8s7s4d Js9c7h7d6c AcTc9h6d2c 
JsTs9c6h2d Td6c5h4h3d 8c7c5h5d3h QhTh9c7s3h 
AdKh6s3d2c KcTd8s7s5s 8h7s5s5d3h Ks8h6h6c4c 
QsTd8s8h4s QcJd8s4s2d Qh8h7d5s4c KhJh9c8h4d 
Td8c7c4d3h KdTh8h5c4s Td8s7s6h2h 8s8d7d4s3c 
JdTh9h6h4h KhQsTs8d3s JsTs6d5s2d 6s6h5c2s2c 
9d9c6h5d4d Ts7c5h4h4c 8d7h6c5s5h QsJsTh6s3s 
9h9d8s8c4s KcQc9h5d4c QdJhJc8d3s Td9d6h3h3d 
KhJsJh7d2c AsQd4h2s2c 7h6c5s4h2s AdKd4h4d2c 
Qc8s7d6d2c AsJcTc4c2h 9h9d8d2h2d KsTh8c6d2s 
KcJs8d5s4s QsJh9s7s5s Td9h9c6s4s Qs8c5c4d3s 
QsJs6d5h3s QhTd6s5c3d Qh8c6h6c2s TsTc5h5d4c 
AcQs9h6s4s JsTs8h6c2d AsQd9h6d4d TsTc7d2s2c 
Ah9d7s6c2h Jc8d7h6d3c Js6c5s4d3c Th9d9c3h2d 
QdTs6h5c3s Ah7c6d5d4s Th8h5s4s4h QsJsJh6d2c 
JsTd6s4s2d KsQc5s4s4d QcJcTc3h2d JdTs7h4c3d 
KhJd8s6c5s Jh9h7s4s4d KdTd7d5c3s AhJc9d9c3s 
Th9h8s6h4d AhJdTd7c2d Td9d6s4d3s Ah9h6h5d4s 
Ah8s6h4h2s Th8h8c7c3c Ac7s6s3s2c Kd9d8h5c4s 
AsKc5s3d2s KsJd6c5h4c Kd7c4d4c3s QcTsTd6c3c 
Qd8h7h7d4d ThTc7s4h4d Ah7c4h2d2c Jc9d6d4s4c 
9d9c6s6h4c Th8s8d4s3d QhTs4h4d2s KsQh9c8s3d 
Ts7d6d4s4d 9h8h5s4s4d 8c7d7c4d3s ThTd7c5s5c 
AsQc8c4d2d KcJh6c5d3c Qs8s6d4d3c Ah4h3s3c2c 
Qh9s7h6s2c 9c7c6d5h4c KhTs9d5h5c AcTs7d4s4h 
QdJsTh7s3s QhJs6h5h3c Kh9s6s6d4d Qh9d6s3h3d 
KdJhTh5h2s Jc9d9c6s4h JcTs9d6d3d KdQsTh8h3c 
Ac8c7c4h4d QdTs9c8s4s Qh7s7c6c4s KcQd6s5s5h 
Qh8h8d7s5c 8d7h7d6s5d QhTh6s5d2c KcJsJh7d3h 
QcTh8c3d2d Th8s6s6c3c JsThTc8d2d Th9c7c5d2h 
KdQhJs4s2c QhTs7c3h3c KcJh9s9h5h Qs9s8c7c3c 
Kh9d6d6c4c KdQs6c3d2c Js9c8s4c3h Jc8s7c5h2s 
8h7c6c5c2h KsJh7h7c3c 9d9c7h5s3d Qh8s7h4s4d 
7d6c5h4s3d Qh6h5c4c2d Ks7d6s4c2c QcTh8s8c4c 
6d6c5c4h2d JsTs9h4d2c Ah9c7s7d6c Kd6h5d3h2c 
JhJc6s2s2c QhQd7s5d3d KcJc9h6c4d QsQd7s6s3c 
KhJs9s7c4d Qd7s7h6s4h KsJh9h9c5h QhJsJc8h3d 
8h8d7s7d3c QcJc7h6c4d KsThTd5h5c Jd6h5c4d4c 
AcJhTh7s2h Kh7h7d5c2c KsQd9h8s3c Ts6c5d4s3c 
Kc9s9d7d5h KhTs8s5c4d KsTd8d6d4c 9s9d6d4h2s 
AcTs5s4d3d Jd9s8c4s4d KhQs6c3h2c Jc9c5d4c3d 
AsJc7c6c5c KhQhThTc2h JhTc4c2s2h QhQd7d3h2c 
QhTd6s4c3h KdTsTc9h2h KhQc7s6c2s Ac8h8c7c3s 
Kc7s7c6d2s KhJc7s3s3h JhTs9h6d2c Ad7c4c3d2c 
QsQdTc6h2h Tc9s9d5s4s Jh9h8h8d5c JsTs9h5s3s 
TdTc9h8d2s Js9s9h7h2s Th9c6c4h2s QhJc8s8d5d 
KcQs7s5h3d Kd9h9c7h5s Ah4s3d2h2d Qh9h8c6h6d 
9h8d8c7h3c AhKh8c3s3d Tc8d6s5c4c KcTd8h8c4c 
QdJs9c2s2c AdJs8c6h4s Td8s6h6d5c AcTc6d4s2h 
Ts8c7s5s4d KhJdTs6c3c TsTd7c4s4h AsTh5s5c2d 
KhQcTh6d2h KhJsTs5s2c 8d7s6h5h5c Jh9d6h3s3d 
Ac8d8c7c3s KdQs7h6s2h AcQh8h4s2s AsJc7c6c4d 
Jd9d5s3s3c AcTc9c5c4s JdTd9s6c2h Qc8d6d5h3h 
Js8h7s7h3d Ad8s6d4h2c QhJsTc7d3d KhJdTh3c2h 
AhTc8d4s4c Td9s9c5s4s TsTc5d5c4h Tc9s8h4s2c 
Qc9h8c6s4d Jh9h7s5c2c AsQs9h9d2s QcJd6s4h4c 
QsQh6d5c3c JsJd6d4d4c AcQc4s4d2h Kc7c6d3h3d 
AdTd8s3h3d AdQs7c6c4h Tc8h7h6s6h Ks7c6s5c2s 
Qs9h7h6c2s QdQc6s3s2c KsJh6c5d4c Ad8s6d3h2h 
Kh6h4s4d3d 8d7d6d5h2h Jd9h9c5s4d AdKd9d6d4c 
Qh9s5d3h3d AhQd7s5s5c QcTs9h7c3c KsJd8h8c6d 
AsJd8c6h4d KcTh6h5s2s Jc9s9c7s2c AsQd9h8h4c 
Qd9s8h7c5h KcQhQc9c4c 9d7c6c5d2d 9s7h6d5c3d 
KcQcTs8d3c KcQhTd8d3s Qs4h4d3s3d Ks8s7c6d4s 
AcQsTs4s2h Jc8h7c5s4c KdQcJc5h2c Qd8h8d5c2h 
Th9h7d5d2c 7c6h5s4c2s Js9s9d7c2c Th8s6c5h4h 
QhJd7d6s6c AhQh9s9c2h KcTc6d4d2c QhJhTc6h3h 
Kc6c5h3d2d QhJs3h3c2s QhQd8s7d3c KsJc9h9c5c 
KdJc8s8h6s QsTc6c5h3d Ks8h7s6d4s QcJhTd7h3h 
9s7h6h5c4h AdJh7h6h4c KhQsJd4d2c AcQd6c4c3s 
KsQhJd4d2c Ks8d8c6s4h Jh9h8h8d6c KsQc8h7d5h 
QdJh7h6s6c Qc4h4d3d3c As4c3d2s2d KsJh8h7d2d 
Td8d7c5h4d QdTd8s8d4c Ts8d6s4c2d JhTd7h7c3s 
Qh9d5h3d3c Ks9h7h7c2s Jd7h6s5c4d QcJsJc6h2d 
KcTd9s9d2h Ks9c7h7c2s Tc8h5c4d3h KhTsTc3c2s 
Js8d7s5h4s 9s8s6s5d4h Jh7h7d5d3h Ac7h5c4c3d 
8s7d6h6c5s Kc8s8d6c4h KdQhQc8s2c KcQc4h2s2h 
8c6h5h4c2h Js9c7s4h3h Qd8s7d4s4h KcJcTd3s3c 
KdQdTs6c2d QcJc6s5h3c Td7h7c4d3h Ah9s7s6s5d 
9c8c5h3h3d 6h6c5h4d2c QhTs9d8d3d Jd8d8c7s2s 
KdJd9h5c2s AcKc9h9c2d KhQs6c5c3d TsTd8s8c2s 
9h8c7c6s6c QsQc7h5c3c 9h9d7d6h2h Jd8c7s6h6d 
9d8s6c5h4d KsQdTd8h3d Td8h7h6h6c Kd9d8s5d2s 
8s7c6d6c5h ThTd7h2d2c AcTs8d4s4h QsJc7c6h6d 
8c7c6d4d3c AdJc8s6h4c JcTsTh7d3d Td9c5c3s3d 
Tc9h9d7c4s KcTh5s3s2c Qd6d5c4c2s AsJhTh7d2h 
QhTsTc6c3c AsTs9h5s2d Kh8s5h5c3c QsJdTc3h2d 
8d7s6h5s5c 8c7h6s6h5d QdTc6s4h3d Jd8h8c7h2d 
QcJc9d5s3c Jh8h5d5c3d 8h6c5s3h3c 8s7c6h5h5d 
Kc8s6s6d4d Jc6h5s5c4h ThTd9h8s4c 7h7d4c3h3c 
Ah8h6c3s2s 9c7d5d4c3d KdQc7h3h3d 9s8s5h4h4d 
JdTc5s4h3c QcTc7s4d2d KhJdTh3s2h KdJc8s8h6c 
KdTd6s5h5d Th9h5d4d3d Jd9c8d4c3s 9s8d5s5d4d 
AcQd9h8d4d TsTh9s5s5c Jc8d6s5h4c AhQh8d6h2s 
Kc8c6d4d2s Jh9s7d4h3s Jd9h7d7c5d QsJs6s6d4c 
Qh9h7d6d2c 9c8h8c5s5d Js9d7s7h5s 9h8c6h6c2s 
QsJs6c5d3s KhQhJh4c2s Jd9s6s4d4c QsQd6c3s2c 
KdQdJd4h2s KhTh9h6s4h KsJd7d7c5d Ts9c7s6s3d 
9h8h5s4s4c KhJh6h5s5d QcTh8d5s5c Ts8h6h6d3s 
ThTd5c4d2h Ad9s7h6c2d Qs9s8h6s6c Qh8s5h4s4h 
KcJsTd3h3d Qd9h7s7c6s Jd8h7d6h2c JsJdTs8s3s 
8h5h5c2d2c KcJc6c5s5h Qc7d6h5d3h Ks9d6h6d4h 
Td8s5h4s2d 8d7s6h6c5d Ac4c3s3d2d AsJd9d5c4d 
QcTs9c7h4c JhTsTd8c2c QsTsTc8s4s QhJs9d8s2c 
KcJc8s6c4d KsQcTc7c3h Jd8c7h6c3d Tc9d6s5c2s 
KsQd7s5s3c KcQhQd8s3d 9s9c4s4c3h QdTc9s8s3s 
Qh8h7c6h4d Jh8d7h6d2c Tc7s7d4c3d KhJh6h5h4d 
QcJd8h4h2d AhQc7s7d4c ThTd7d6d4d AsQhTh5h2d 
Jc9h7c4s3s ThTd5h4d2h KcTh8c7c5c 9d8d5h3h3c 
Kd9h8s6c5h Qh8c6h6c2d AcJdTd7d2s Tc9h6h4c2s 
8c7d5s3s3d QcJc6h6c4d Jd9d7c6s4h Qd9s7s6h2d 
QsTh5d4s3c Kd8c5s5d3s KsQsTh8d3s KcQhTh8d3h 
Js9s5h3h3d AcTs8s7d2h Kh9d7s6s5s Kh8c5h5c4h 
Qd8h7d6s2h QcTh6c4d3s Ts9c5h4h3c KcTc8h6c4c 
QsJd7d6c4h QsTs5s4c2c Jh7s5s4s4h KhKd8c3s2h 
Ac9c8d5h3c KcJc6s5c4c Tc9s8c5d4h AhTh9h5h4s 
TsTh9s6s3d 9h8c6c5s4d ThTd5d2s2h 8d6s6d4d4c 
Tc8h7d6h2d Ac9c8d8c6c KsTd8d5h4c Qd9h7d6h2s 
6h6d4s4d2s KdQh9c5s3h QcTc8c7c4h Tc9c8c7d7c 
9s7d6d5c4d 9s8h7h7d3s KhTc9s8c4d KhKd8c3h2s 
AdQd9d3h2h KsKc8h6h2h JdTs8h7d3c AhQs8d4s2d 
Jd9s7s4s4d Ad7h4d2s2h Qc8d8c7h5s Jh7s6s6c4c 
QcJc6d5s3c QsQcJd7s3s 9s6h6d5h2s 9h8s8h7d2d 
Tc8h6h6d3c TdTc5c2h2d KcQd9d8d5s KcTs8d4d3s 
Th9d6d5h2d 9c8s7s6s6h JdTs6h4s2h QhTs9d7c3s 
As6d5h5c2s Jd9c8s4d4c Kh8h8d7c4s Qd8s5d4h3h 
AsJc6h5s3s Qc9d8c6s4h KdTs9s6h3s KcJsJh9s4s 
QdQc6s5h3h QhJd9s8d4c JsTc8h6s3d KhQs8d7s5s 
AcTh8s7s3d Tc8h6s6h3c Ah9s8c5c2s Jd9d5h3s3h 
As9h8c6h5h KdQcTd6h2d Jh8s8d7d2h KhJh9c6h4s 
Td8h5d4c3h QdJd7d6c4h QhJd9h7h5h Qd6d5s5h3s 
KcTs8d6c2h Ts9h7h5d4c JdJc8h6h4h KsJcTh6d3d 
Qs7c6s6h3c KsJdTc3h3c QdJsTc7h3h KcJs8h8d6h 
AdKs8c4d3d KhQs7h3s3h Tc9h8c5s4d Tc9h9c6c5c 
Qh9h5h5d3d Jc9c6h6d5s QdJhJd6s2c AdQh9s8s4c 
Qc5h5c4h3d Qd9d5h4h4d KhJc9h6s4h Jd7s7d5s3d 
QsTsTd4s3h Qs9c6d3s3c QsTh9d5d3c 9h8s6d5c4s 
JdTh9d6c2s Kd8c7h6h5h Kc9c8c6d5c Kd8h7d6d3h 
QdTd6s3s3d KhJsJh5h3h Ts9d6c5s2c Th9d8c4d3c 
AcQh9c5c2d AdJh9s5s4c AsKcJh8h2h Qs7c5s5d3c 
AdJhTc3s2c JsTd9s6h2c QdJd7h6h2s AsKsTs4h2s 
QdTd6h5s2c Ah7d7c5d4s Qd9h6s3h3d Kc9c7s4s3s 
KcTs9s9h3d Td9s7d6d3c QhJhTh4h4c Qc8c7s6c4d 
Tc7d6s5s4h KsTs7s5c3d Qh9d7h4c3d Jc9s9h5s5d 
Kd6h5h5c4c Kh8h7h6d5h 9h6s5h4s4d AcKd5d3h3d 
KhQc9d8h3s KdJsJh9s3s Qh8d5h4s3s 9h9d7d6c2c 
Th7s6d5d4c Ts8h6h6c3c KdJsJd5d3d 9d8h7h6s2s 
Kd5s4s3h2d TdTc7c4s4h Tc9d6d4c2h As8d6s3c2c 
AsTc5s5d2h QdJc8s5d3h QsTc7d5s5h Qc9s9h7d5c 
JsTd8s4h4c QcTs4d4c2s ThTd8h4s4c KdJs8s7h2h 
QsTd9h7h4c Js9c7c4s4c KcJc8d5h2s KhJh6h5d5c 
QcThTd6h3h KhQc8h4c3h Td9d7h5s3c QsJs7s6c4h 
Ah9h8c5s3h QcJd8s7h4d JcTh6s6h4d As9h8h6h5d 
9h6s5s4h3h AsQd6s4s3c KcJc8d7h4c JsTd8h3h2s 
AdJd9h7s2d JhTc9c4c3d AsTh9d6c4h 9s8c6h5d4s 
Qh9h6h6c5d KcQs8d7d5h Ks9s7c6s2c QsQd4d2h2c 
KhTsTd3d2s KsTc4c3h2s Tc9s9h3c2h JhJd6c2d2c 
Ts6c5s4h3h Td9h5h3h3d AcTc8c7s3c Ac7h6c3s3d 
JhTs9s6s3c Qs9d7c6s4h KdQhJd4s2d KsTs9s6c4s 
KhQs7h5h3d Kc8s7d6d5d QcJh6c5c3d KdQs8d4s2s 
KcQh6h5d3h KsQdTs8h3s KdTsTh9c2c KcJc9s4s2c 
Ts8h8c7c3h QcJh7d6s4h Jh8s6s5s3h KdJsJh9s2s 
Ah8h6s3s3h 9s8d7d6h4c 7d7c5d4h2c Ts9s6h5d2h 
AhKdTc5c2s KsKhKdTs6d Qh9h8s6h6c QhTh9s5d5c 
KsTh6h5c2c Jh9h7c6d4s Ac9c6c5h4s Ah8c7s6s6d 
QsJsJc6h2d 9c8s7s7d3c TsTc9s3s2c AhQdTd5d2s 
KdQs6c5c3h QsJc8c4c2s Tc8s7s6h2h Jh9h9c6s4d 
KhTs8d4d3s JcTc9c5c3d Ks9c7d6d5d QcTd6c5s3c 
KhQc9c6s6c QhQdJc7h2s Js9s7h4h4d 9s8s8d6s2d 
KdQd6c4d2c KhTh7h5s3c AhJd8d6d4c 9s9h8h4s3c 
Qd9h7d4c3h Ah5h5c4s2d KsJd8h8c6h Ts8h8c4c3h 
AcJc9c5d3c Ah4d3c2h2c KhQc9h8s4d JdTc8s5d3h 
QhJhJc6s2d QdJd7s5d4c QdQc4s4d2d QdJsTc7s3s 
KhTs8c7c5c Kc9h8s8h6d Ad6h6d5d3s QsJs6d5c3s 
Kd9d8s5c4h QsTh8s5d3c QdJcTd6d3d QcTdTc4c3s 
Td9s7h5s2d Ah9h6d3s2s QsJc8d8c3d QhTd9c5h3h 
AsQs9s8s3h Ts9c7s6c2c JdJc6d4c2c KhQh5s4c3h 
AcTd7h4s4d AhQc7h4d2s Js9h7s4c3c KcJc8h5s2d 
Qs8d5d4s3c Ac8d7d5d4s 8s8d7s4d3h As9h7h6h5c 
AsTs9c2s2d Qs8s7s6s5h AdJd8d6s4d KsQd9s6c3s 
QcTh9s7c3c QdJc6h4s4d 9c8h5s5c4h KcQdTc6c2h 
QhQc7h3c2d Tc8h8c4h3c Js6c5d5c4s KdTh7c6c2h 
Js9s8s8d5c Ts8h7s7h2c KcJh7s3s3c TsTh5s5d4c 
JhTc7h7d4h KhQhJh7d3s Tc7c5s4s3c Kd8d6h4h2c 
8c7d7c6s5c Th8s8h7c5h Ks9d8h8d6c JsTc9d5h2s 
QcJs4c2s2h AdJc7h4s2d Ac8d7h6s6h Kc8d5d4c3d 
Jd8s8d7c6d KsTc8c5d4h Jd8s6c5s3c Jc6s5c4d3s 
KsJc9d7h2s Ac9c6s3d2d Qh8d7s6h6c KdTh8c7c5c 
Qc7d7c6s3s Ac7d4s3c2s TsTh7c5d5c AsJd3s2s2d 
QsQcJd6d2h TsTh9s8d4c AcKc9c6c4d QdJs9h2s2h 
KcJc9c8d5c JcTd7c4d2c Jc9c5s3s3h 9c7h6d5d4s 
9c8s6d5h4s Kc7d6s4d2c Ad7h4s3d3c AdJh7d7c3d 
QcJh9s5d3s 9c7h5s3s3c KdTd7d5c2c KsJs8d6s4c 
JcTs9s8h2s Jd7s6h5d4c Tc8s7s6d2d Js9s7h6d4c 
7h6h6d5c4s QhQdJc7d2s QhJdTs5c2c Jd9h7s7c6h 
Ac8d7s7h5d Ah7s4d3h2d JsTc4c2s2h QcJs6h4d4c 
KcJcTh3d3c KdJdJc7s2h KsJdJc8d4d AhTh9c2h2d 
AsKs4s4c2d Qh9d8c7s5c 9h7d5d4h3d JsJc9d2s2h 
Jh8c7h5s2c KsJdJc8c4c AdTh7c2s2d AcTd8c4s2c 
Td9d7h5h2s KsTc6d5s3s 9h8d5c4d4c Qs7d5s5c3d 
As9h8c5c2h As9c5h4d3s Tc7s6s6c3s Kd8c5d5c4d 
AhQhTc5h2h JcTc8s3s2h Kh8c5h5d3d Ts7h6d5d4c 
KcJd9s6d2s AhJs9s5s5c KsQh8d4d2s KsJs9h6s4d 
JsTd8s5h3s KhTs8s5d4c KdTs9s7c3s Ac7h6d6c2s 
Qc9s9h5d5c Qc7s6h5s3h KcTc6s5h5c 8c7s5h4c2s 
QhJs8s4s2h QsJh9c6d6c Qh7d6s5d3s KdJdTd7h2c 
9d7d6c5h4d KdQc9s6h3c QdTd7d6d4h KsTd5c3c2s 
Ks8c7s6d4s AsJc7s7d3s Kc8s8h5c4d KhQsJd9c2d 
AdJh7s4c2d JdTsTc7c3c QdJh8c7s4h Th9h7h6c3s 
6s6c5d2d2c KsTs9d5c2h Qd9s9d6d2s QcTd8s5h3c 
Jc8d8c7h2h KdQh8c4c2d KhTc7s3c2h JhTs7s6d3c 
QdTs5h4d3c Ac7s4s3c2s Jc8s8c7h6c AcJh9d7s4s 
7s7c5s4c2d Qs8d7s4d4c Td8h7d5d4s Th6h5s4s4d 
KcJsJc7h2d QdTh7s3s3d KsQc9d3d2s Ah9h6s3d2d 
Qs9s8d6s6h QdJc9h5s3h QsQh6c4h3h Tc9c8d6c4h 
AcJdTh3s2d ThTd7h6h4h JdTc6d4d2c JhTc6d6c4s 
Jd9d8d8c7d Qd9s8s8d2d KhJd6c5s4c QdTc9s8h3h 
AdTs7s3d2d 9h8h7d5d2h Jh9d7s7h5h ThTd7s4d4c 
QhQd8c5d3d 9s9c8c2s2c KcQh5c4d4c KcQd7c5c3s 
AdTs8s7h2c Jd9d9c7h2h Jc9c8h8c6d Jc8h8d7d2c 
QdQc9s8h3s Th9h5d3d3c KdJs8s8h6s Js9h8c4s4h 
Ks7s5c4d2c AcQs6d5s3h KhTh8s6h4h Kc9c8c6h5c 
JcTc9h9d4c 8h6c5c4c2h JdTc5h3d2h QsJs5h3c2c 
Td6d5c4c3s Jc8h5s4c3s KcJs6s3c2d AcTs7d2h2c 
QcJs9h8s2d AdQh9c8c4s AcQs8c6c2d Jh9d7h7d3h 
QhJh8d8c5h AhJd8s4h3h KsJhJc5d3d Kd8d6d5c2c 
AhTh8h7d3h Ts8h6s4c2h AcKc9c5c4d KdJsJh9h4h 
JdTsTd9d2d Qs9h9d5s5c ThTc9h6h3s QdJd6h6d4s 
Jc8c7d5h2d KhJhTc3s3h AhJh6s4s2h QdJd7s6s2h 
KsTc6s6h4s 9s8h7h6c2c Qh8s7h6c2s AcQhQd3s2s 
QcJsTs7d3s Kd8d7d6d5h TdTc7c6c4c Kd8h7c6c5c 
9s9c7s6c2c KsQcTc8h3c Ks9s7h6s2h Kh9h8d5c4s 
AcJh9h5s5h KcQc9c4d3d AhJs5c3d2h Qs8s8c7c3d 
Qh9d7s7c6c JdTc7d4s4h 8h8d6s4d2s AhTs9d6c4s 
Qd7s5d5c3s JsTc6d4c2d 8s8h7d5d4d KdJdTd7c2h 
9c8c7d4h4d JdTd9h6s2c Kc9s6d6c2d KsQcJd2h2c 
Ah9s8c6c2s QcJc9h6s3c QsJs8s6d2d Qh7d7c6c4d 
8s6s5s5d2d QhJhJc6d2s AcQs9c5c2h Jd8d8c7d5s 
KsQh7d6h2d QsJs7h5d2h Ac7s4d3h3c Ad8s8c6h5c 
8h6h5s5h2s As7d5d5c3c KsJdJc9d4d KcTh8h6h4d 
AdJs7s6s4h QdJd9c5d3s QdJd5c3s2s AdQc9d5d2s 
JcTd6s3s3d KcJhTc3s2c AdJs9s8s2h Tc7s7c5c3s 
Jc6s5h5c4s Kd7c6d4s2s Ks9c8s7s2c QsJhTc3d2h 
Ks8s7c6h4s KhJdJc7s3d 9s9c7c6s2s KhJs7h5h3d 
KcQsJh3d2s AcJs7s6s5s AcKc9d9c2h Js7c6d5h4s 
KcTd8h8d5s AcQsQd6d2d KsQsJs7s4d AdKs8h4d3d 
KsTs7s5c3h TsTd9c8c3h Jd9d8s8d7d AhJd9c7s4s 
AdTs5c4c3s Ks8c5s5h3h AhKs9h6h4h 8s7s6c4c3s 
JdTd9d8d5c QhTc6d5s3c QsTc9h5d2s QdJh8h7c4s 
KdQdJd4h2c QdJdTh6d3d AdKs6h4s3s QcTs6c5c3h 
Kc9c8d5c2d Jh8h7s5c4h 9s8s8c7c2s TsTd6c4d2s 
Td8s7d6s2s Qd6c5h5d3c KhJd3d2s2h QsTc7h5s5d 
9h8c7c6s4d AhQc6h4h3d JdTd9c2s2h JdTs9s4s3c 
Js7c6h5d4s Js8h8d5c4s KdQd9c7d2c KdTd9s9c4d 
KhTs8d7d5d AhTd9c6s4d Jh8s6s4h4c Kc7h6h6c2d 
Jh7s6c5d4h Qh9d8c7c5s AsKhTc7c2c 7d7c4s3s3c 
Th7d6c5c4s Js8h7s6h2d Jc9c8h8c6s Qd9s7s7d4d 
Ts8d7h5d4c AhJd4h3d2h AcJh6s4h3s JdTd9s5d3d 
9d8h6h6d2s QhJc3s2h2c KdJh8h7c3c JcTc6d4h4c 
KsQsTs8h2c AsJs9s5c3s JdTd9s3h3c Td9s5c4c3s 
KdQdJd7c2c KsTc8c5h4d QsTd9c8h3h Ah9h5d4s3c 
KsQdJc4c2h 9s9d6c5s4s 6h6c4s4h2s AsKs9s8d4s 
AcKh9h5d2s Ts8d6c4s2d Qd4h4c3h3d JhTs6d3s3d 
QhTs5d4h3c AdJc6h3d2h Kc9h9c6d3s AdKdTd3d3c 
Qc9h6d3d3c AhQh9h5h4c Ts8c6s4d2c Qd9s9d4c3c 
8c7h5h4c2s JsTs8h3h2c Jh8h7c5s4h QsTc7h3s3h 
Ah9s8s6s5d AcQh6d5h3s JcTs6h6d5h JhTh9h5h3c 
KhKc7d5s2s KcJsJh6d3s TsTd5s5h4c Qc8s5h4s3c 
KsKh8c3s2d AhTh8d3h3c QhTc7h5c2c QcJdJc8c4c 
QhTs9c7d4c QdTh6h6c4h JcTs6s6h4d Js9s8c6s3c 
KcQc8d4d2s Jc6s6c5c4s QdQc6s3c2s Th8s6s5d2d 
TsTd7s2d2c KhJs8c5s4s Jd8d8c7h6d KhTsTc5d5c 
KhQhJh7h4c ThTc6s4h2c Qd7h5h4h4d AsKd8c4s3s 
QsJsTs4s4h Kc7d5s5d4s Kc9s7d7c2d 9s8s7c6c2s 
AcKc8d3s3h QcJc9s7s2c KhTs6h6d3c As9h8c6h3c 
QsJs7d6s4h KdJs8s7h3h Tc8s6h6c5d Jd8h6s5d4c 
As5s5h4c2d KdQh9h6h6c 7h6d5c4s3h Ts9d8s5h4c 
Qh8h8d7h6s Ac6s5h5d2c KcQd6h3c2h KdJhTc4s2h 
AhJc8c6c5c Qs9d8s8d2s Qh7s7d6d4s 7s7d5s4s4h 
ThTc8h4s4d QsQd7d3s2h AhQh9s4c2d Ks9s7d6s2d 
Ts8d7s5s4c Jd9c8d4c3h Jd8h7h7d3c QhTs9c5h3h 
AhQd8s4d2s Td9d5h4h3h QhTsTh2h2d Jh9d7h5s3c 
QsTc8h5s3d Tc8d7d6h6d Ah9s8c6s5s Ks7d6s4h2h 
Kc7h7c4h3h JhTs6s6c4d QsQdTd8d3d Qd7c6s5c3s 
Jd9h7d6s6d KsTd6s6c3h 9h9c7s6c3d Ad8c7s5s5h 
AdKcTs7s2s KhJc9s6c2s Qh7d5h5d4h KdThTc9s2s 
Qs8h5d4h3s Qs9h7s7h4s Qs8s6h5h3s Tc8h5c4s3h 
QhJh6c5s3h QhJh9s2s2h Ad8d7d4s4c Jd9h9c5s4h 
6s6c4s4d2d Js9d7s4c3c Qs9c6d5s5h AdJs8s6s5s 
AdJh9d8d2d 9c8c6c5d4s KhTs8c6d2h Jd8h5c4d3c 
