QsJd7d6s3s 
Ah6h6d5h2d AcJd6h6d4h QsQd7d2s2d QhJc7s7c6d 
KsJsJh9d3s KdQhQdQcJc KdTh9c6s4h AhQsQc8c2c 
AsKh6d6c5d QsJs9h6s2h 8h8d7c5s4h QdTs9h9d2c 
KsTs8h5s2h Kd8d7c5c3c QsThTd9s4s Kd8d7s5s3s 
KcQdTs9h2s QsJd9d7d6d 8h7s7d5s3h Js9d8c6s5s 
Ac7h6h2s2c QhQc7h6d3s AsKsTh3s2d AdTs8c4c3s 
KhJh9c4h3c Qs9d8s8h3h KsQhTs4s3d JsTc8d6h4h 
9s9d6s5s5c Ks9h5h5d3s Kh8h7d6d3d Ah9c8h6d4h 
KcQhJs5h5d Kc8c7d6d3d AsJdTc6d3h AhKhQh4h2s 
KsQh9d8h5c QcJh9s5s4d AhKhJh4s4h Kh9c7h4s3c 
KhQh5c3d2c Jh9s9d7h6h AsTs8c6d3s Ks8h7h5s2c 
QdJc6s5s2c Kh9c5h4c3s Kh8s8h7d5c KcJs9s9h6d 
Td9d9c8d6h AsThTc5h5d As9d8s6h4s As9s7s5d3c 
Jd8d5s5h4h AsKd6h4s3s AcTs7s6d5s ThTd8s7c4d 
KcTd9c6s6c Jd8h8d6h4d Jc7h6c5s5h Qc8s5d5c4d 
Kd9s8s7s3d KsJd8s6d3s Ac9d7d6s4s Qc8d7h6c5c 
KsQh8h6d3d AhTs7d6h3h QhJs9h6d4c Ah9c8s6d2h 
Qs9s9d7d4s Td9s7d6s2h KhQhQd9h3c Ks9s7h6s6c 
AsKd6s5c2s AdQs6c5s5h AcQc6d3d3c 9h8s7h5s3h 
QhTh9h6s6d AcTc5d3d2d AdJd8d7s2h JhTdTc4h3s 
KdQcJd7d5d QcTs7h7c5d Tc9s8c6c5d Ts7s7h6s6d 
AcTd8s5c3c KhJd8h6d3h Ts9d8c5s3c 6s6d5d5c4h 
QhJd8d5c2c 9c7d5d5c3s AdJs6d5c2h Th9s8d8c6c 
QdTh9h6s4h Kh7h5h4c3c Tc9d7d6c2h 9d9c7d5h4s 
Tc9h9c5d2h JsJc9d7h4s Ks9d5d3s3h Th9d8s8c6c 
Th9h5d5c4c AhKh6h6c3s 9d6h6d3s3h Ks9c5h4h3s 
AsQd9d8d5d AhQc7h6d3h TdTc8s5c2s Ad8h7d4c3s 
AcJd6s6d4s Ks9s8c5d2d Ad8d6h5s5d KsQc9h7s2h 
KsJs8s7s5c 9d8h7d5h3d AcJd7s5d4d Js9d8c6h5d 
As8d5c3s2c Ac6h5s4d2c KhJs7d6c5d QsJc5h2s2c 
QhJc8c7s7c QsTc8c7c5d 9d7s6s6d4d Th9s7s7d6s 
Kd7d7c4s3c KhJhTh4h3c QsTd7s6s4c Ts9s7d4d3h 
Qh8d5h5c4d 8s8d6h5h5c QdTs9h8d4d 9s8s8c7c2h 
Ts9c7h7d6c QdTs9c7c5c AcKhTc3s2c QhJs8h6c2c 
Ts9c6h4s3c QhTh9d3d2d Js8c6d5d3s KhQdJs5d5c 
KdQdQc9d3s QcJh7s5h2c QhQd9c5s2h AsQh9h8h5h 
Qd9c8h8d3h 7d6s5h5d3h TsTc9s4d2d QsJs7h4h4d 
KhQdJh7h5h QdTc8s5d4d 9s9h8d5h2d AsJhTc4d3d 
Qs7d6d6c5c KcJcTs6d2h 8s8h6h4c3c KcQc9s6h3d 
AdJs8d3s2d 9s9d8d7s3h AsJdTh4c3c AdJhTc4s3s 
9s9h6s5s5d KcQs7h4h3s 9c6h6d5h4c KhJsTd8s2c 
KhTc8d3h3c Th9c6s3h3c 8h7c6h6c3s JhJd8h6c2c 
ThTd8s6s4c KdJsJc8h4c QsJs6h6d3h Ad9s8s7s6h 
KcJhJd6d4d AcJc7d3h2d Td9h7h6h5s AhKd8c5s4s 
QhQd6s4c3d ThTd9h7c4s Tc9d6d5c2s Jd8s6d5h3h 
Ks9c7s6d4h QsThTc9s5s QsJd8d5h2h AdTc5s3h3d 
Th9d5h4d3h 9s6d6c5c3s QdJh6c5h2c Kc9h7h6d3d 
KcJh9s8d4c Qs8c7h6s5s QcJs8s5h4s Qc8s8c6s3h 
JcTh9h7h4s AhKhTh9h3h Jh9d7h7c4c KdJd9d7d7c 
KcQd9c5h3s Ts9d8d8c3c JhJc9c4h2c QcTd9s8h4d 
AsQc9c8c5c Th9c7h4s4c Qh9s5h5d4d As9c7h5s2d 
9s9c8h5c2h QcTd7c4c3d AhJhTh6c2d AsThTc9c3c 
JdJcTc8c4c 8h8d5s5h4c KcQsQhQcJs Kh9h8d5c2c 
Ad8h8c5d3s AcKhTd6s3d Tc8h5h5d4c KsTd7d4c3c 
AdTd8s6c3d AsTs7c4d2h AhJd7c3c2h KhJs7d3s3h 
Jc9s8d6d3c Th9s6c3s3h TsTc9d8h5s JhTs9d6c4d 
7h7d6d5c4s As9s6c4d2d 9d8s8h6c5s JhJdTs7s3s 
AhTsTc6d5c JdTs9c5d3d Qc9h8d5c2d Qs9h7d6d4h 
Kh9d5h4s4d QhTsTh4h4c KcTdTc8h3s TdTc8h5c2h 
Ks9d9c7d6h AcTh9s7d3h AhTs7s7d5c QsTs8c7h4s 
Ks9d8d7h6d AsTh9s8s3s Td8s7s6d2h KcQsJd5s5h 
QdJc9s8h4d AhQdQc8d2d AcQs9d6d5h Tc8c5s5d4d 
Jc9d7h6s5s Qc8s8c6s3d AhKsJs6s3c KdQs6s5c3h 
KcQhJd3c2s Js9h9c6s5d AsTh6s5c2d Kd9d7s6h6d 
Kc8s7d4s4c AhTs9c6d5c QsJsTs7d2d QdJd7c6c3d 
Ad9s7h5d2c Qd8s8c6d5h QhTd7d6d5s Qs9s6h5h2c 
Qh9s9c7s6d 9s9d6d5c4h KhTs9h6h6c 9d6d5h5c4c 
QdTc9h7s5s KhQh6h5c2c As9h6c5h5c KdQs4d3s2d 
Ad7c6h2h2d 6h6d5s3s3d 9d7s6s6c4d KsQhTs4s3c 
KsTd9h5h2d 9d6s6c5s3d QdQc5d4s3d KcTc6d6c3d 
JhTd6h4s2d KsQhJc3s2d JhThTc8h5h 9d9c6c5h4s 
QdQc7s5h4s 8d8c5h5c4s KhTsTh8d3c QsQhTc6s2s 
Qh9d6c4h3c Tc9h7c4h4c Qd9h9d7h4d Ac9c7c5d3s 
Th9d7h6c4s AcKh3d2h2d QhTh8h7d4s QhQc5h4s3h 
Ks7d5s4d3d Tc8c7s5d3s Ac8d5s3d2c AhTh8h4d3s 
Th8s7c4s4c ThTd6h5c4s QhQc7s6d3c 9c7h6d6c3h 
7h6h6c3h3c As8d5s4h3c KcTc9s5d4c QcTc9s6c3d 
9h6d6c5c4h 9h7h6s4s3d KhQs9d7h5h KhJs8h4s3s 
KdTh8s8c5d JdTs9d6d3h AhJh7d3s2d AhTh5c3c2c 
9d7d5c4s3c QhJc7c6h3h KhQs9d8s5c Ad8s8c7s5h 
9s8h8d6c5d 9d8h8d2s2h Jc9h8s6s5d QsQd5s4c3s 
AhKc6s4h3h AdKcJs5s2h AsQd9h6h5c QcJh8h5s2s 
JdJcTh4s2d JdTh6h4d2s AcKsTd6h3d Ad8c4d4c2s 
AdJc5s4c3s Jc9s5d4s3c KdJc9h6h5s AdJh8s8h6h 
AsJs5h3d3c Jd8c6d5h3h KhTh9c7h4d KsQdJc4c3h 
JhTd9s9d3c AsJc8d8c6c Th9c7h6d4s 9c7s6s4h4c 
QsJc8c5d4c Td8h7c6s6c AhJcTc5s2d Jh9h8s8d3d 
Qc9h8c5h2h Jh7d6h5d5c Jh9d6h6c4d 8d6h5d4c2h 
AcJh6h5s3s Kd9h7h7d2c Jc7d7c6s6h JcTsTd4c3h 
As9s7h6d4s Jd9c7s7h6s Ts8h6h5s3h Qd9c8s5c2d 
Kc8h7d4d4c AcJh7s4s3h Qd9h8c5h2d KhTc7s6c4c 
KsQc5d3s2d Kh9h8d6h5s AcKd6c5s2c Th9h9c4c2d 
9h9d6c5c2h JhTc9c7c4s Ac9s7c6d4c Qh9d8s8h3s 
KcThTd9h4s 9s8s8d7d2c Qc9h7h7c3d 9s8c7s7c4d 
Tc9h9c5s2h Jd9s8c6s5h QcTs8c7c5d AhJc5h5d4h 
KcJs4c3s2h KcJhJd6h4h Qc7d5c4d3h KhJc9d4d3c 
9d9c8d6c3c QcTh9s7d5d KdQc7s4s3c KsJc8s8h3h 
AhTh6c3h3c 9s8d7h7d4h Qh9h6s6c3c KhQh6s6h5c 
KsQc7s6c2s Kh8h8c7s5d JdTsTc7h3d As9h4s4c3c 
KhTc8c7d3d 9d9c8c6d3d AhJd6d5s3s 9c6h6d5d3c 
Ts9d7d6s2h Td6s6c5s4d QhQdJs9s3s KdTc7c4s3s 
AsKcTd6h3d AsTh8c4c3h AdJs6h5s3h QcJs9c6h4d 
Qc9s9c4s4h AsTc6s3d2d AcJh6s5h3s AcQdTd4h4d 
AcJh5d4s2c Td9c7s7c6c Jh9d8s6d5c AsTdTc6h2s 
KhJs6h6d5h QsTs8s7h4c JdThTc9h5h Kd7d6h5c3s 
QsJc8c5h4c KcTh9h6s4d 9c8d8c5d3c QhTd8c7d2c 
Qd9h5h4c3d 8c7s7d5s3c KcTh9d6s5d AdKcQh8s2h 
QdTd9d7d6d 8d8c5c3d3c QdTc9s8h4c Qh8c7s6h5h 
Th9c8h8c3c AsQs7d3c2d 8h8c5s5h4d Th8h7s5c3c 
Th7d6s5d3s AsAhAd8d3d Ad9s7h3s2d QhTd5d4c2c 
AdTh9c7h3s KhQdJc5c3c KcJcTc5s2h 9d7c5d4c3s 
QsJsJc7d4s QsJh9c4c2h QdJd7s6h6c QsTc6s6d2c 
9h8s7h6s2d 8c6c5s5c4s QcJd6d5s4d KhTh5c4c2c 
JsTd5d4c2c KcQd7c6c5c KhTd7d4s3s Jc9c8h7d7c 
KhKd8s6s2c QdJc7h6c5c AsKh3s3c2d Qc8d8c6d3h 
AhKd8h4c2s AhQhQd8h2h KdJs7h6d4d AhTd3h3d2d 
9h9c5h4d3c AcKs8c7d2c JcTh6h5s4d Ad9s7s6h4h 
KdKcQc7h2c QhQc6h4s3d Kd8h8d4h4c KsJc7h6s4s 
As9d7h3s3c KcQd8d7c2c JsTc6c4s2h AcQhTh4d3h 
Qs9c7h5c4h TsTh6h6d2d QsJcTs8s2d AdJh9h7h7c 
AhJd8h7h2s JhTc7s6h4h Kc9h5h4h3c AdTd8d4s3c 
AcTh4h3h2c Ac9c6s4d2d KdJhJc8s4c Ad7h7d3c2h 
QsTh7d6h2s KcTs8d7d5h AcQd6h5d4d JsTd9s5h3s 
Ac8c6h5d5c Jh8s8c4s4h JhTdTc4c3s KsJc8s8d2d 
Jc9c8h8d3h Kc7d6c4c3d AcQs6h5s4s QcJh8h8c2h 
KsTh4s4h3h AdQd7h3c2h AdKs6s5s4s TsTd6s5c4h 
7s6h5s5d3h QcThTc4s4c As4s4c3h3d Kh8d8c6c3h 
KsQh6d6c4s JsJd6c2s2d QdTh8h7h5s AsTd4c3s2c 
Qh9s9d7d6c Td9s9d8d3s Ah7s6s2h2d 9c8d7s7d4s 
AsJhTh5d2c AhJc7s7c6d QhJs4d2s2h QdTc7s6h4h 
JhTd9h8h2c Jh9d8c6d5s AhQh8d8c4h KcTd9h6d5d 
AdJh5d5c4d QsTc6s4c2c Qc9s9d8c7c AdKh3s3d2c 
AhQh8c5d3h QhJc5s4h4d JdTsTh4h3c ThTc9s8s5d 
Jh5h5d4h4d KsTd8d7c3c AcTs9h8d3s KcTc8s5c2s 
AdQsTh4s3s KcTh5h4s3s JsTh6d5d2h QhTd6s4s2h 
Qd9d6h5h2c AcTd9h7d4d Kc9c8s6c5d AsKcQd4d2d 
AsKsTs2h2c As6h5c4d2s AsJc5s4s4d QdJh6s5c4s 
AdTd5h4h2d Jc9d5s4s3c TdTc9s3c2d JhJc9d7s4c 
Qd9s5s5d4s 8c6d5d4c3s QsJh6s5d5c AhJdTc6d3s 
Ac9s8c6c4d AdTh4c3d2c QcJs5d2s2c ThTd9s3h2d 
Th8c7c5s3h KhTsTd9d4c Ac9s7h3d3c Js9s8h7c5s 
KsQh7c4c3h KsQh9s7d2d KhTd7s6d4d Ad6s6c5h3d 
KcQdJs7s4h KsQh5c3s2c KhJd4s4d2h Qd8s7h6d5d 
AsQs5s5h3c Kh8s7h6s2c KdJc4s4d2c Th8s7c6h5h 
KcTd9h7d4s TsTh8d4h2s Jh8h8c5s3s Th8d7d6d4c 
9d8d8c5c3d KdQs6h6d5d Ks6h5s5c2c 9h8d6c5h2d 
QdJsTh8c3s KhQhJd6h6c KdJh9d4c2c Td9c7d4h4c 
Kh9c6h4s3c AhTsTc5s5d AsTh6c5c3h QhJc8h6s2s 
Kc7s5c4s3s AhQsTc4s3s AhTd9c6s5c JhTh6h6c3c 
Qs9h8s8c3c QsJd7c6d5d Jh9s9c7d5h JdTs7s5d2s 
Tc9c8h7c3h KdQsJc9d3d 9c8h8d6s6c KcTs9d6h2c 
KhQhQc9h3d AsQs9d7h3s JsTd9h7s3s AdKd6c5d2h 
AhKdJs8c3s AdQhJc4s3s KsQh6h5d3c Th9h6h6d3d 
KdQsTd8d3h KcQs9h9d5c AdTh6d5s2c AsKdTd3c2h 
QsJc9d7h5d JsJd8d6h2h JcTc8h8d4s Jh8h6s5s2d 
QsTd6c4s2c Ts7d6d4s4c KhJd9s5d2s AdJc8s8c6c 
KsQh5s2s2h QcJsTs4h4d QsJh8c6c5c KcQh8d8c5s 
9c7s5c4s3h As6d4s3d2c KhTc9s6d4c KcQcThTd2c 
KdQhTsTh2h KcQdJh9c3c 8c7s7h5s3h KhQd5h3c2c 
Td9s8s8c3c AhQs9h9c4h 7c6h6c5h3c AhKcTs8s3s 
Ks7s5s4d3d KdJdTd8c2s KhTc8s8c6c AdJs6s5h3h 
QhJd9h6s4c Jh8h5s4s3c KhQc9d6d5s AhKhJh4h4c 
Tc8c7d4h4d QhTc5s5h2c Kd9h8h7h3d QhTs6d5d4c 
8h7d6c5d4d Jh9d8s6s5c QdJs9c8h4d AcJs6d5s3d 
Qc8s7c5s5h KdQc7h6c4c Ks9h7s6d2h KsTh7s7h2h 
Ts9c7c6s2h AcKd6d5h3d Js9s8h7d5s Qs7c6s4h3c 
Qd6c5s4s4d Tc8c7d5s3d Th9c8d6s6h Td9d8h7d3h 
JdTh6d4s2h JsJh9d6c4h Qs6c5d4s4d Qd8h7h6s3d 
KhJd4d4c2h QcTs9d5h4d QdTs9c5d3h Kc8h8c6h2d 
Ts8c6c4s4c KdQc6c5h3s KsQdJh5d5c Qd9s9d7s4d 
Qh9s9d7h6h AhJc8c5d4c Js9s6h5h3s 9c7d5s5c4s 
QdJc5h4s4d ThTd9c8c5s 9s8d8c5s3c AsJhJd9c4c 
JdTd6s4s3d AcQs9s8s5s Qs9h8s5h2d AsTs7d4c2h 
AcKs7d6s3s QsJd9d5d4c QdJcTh6s3h KsTh9d7h4c 
JdJc8c6h2h 8h7c6d5c4c Jd9s9h6d5c AdKh8c5s4s 
AdJc5d3d2c AcJs5h4d2c Qd9s6d6c3s 9d6d6c3s3c 
QdTc9s8d4d KsTsTh3s2h KsJc7d3s3c KhJc7s7d6s 
Jd7h7d5s3h Ac8h8d7h5s QhJdTh9h2h AsKc5c4h3c 
AhTs7h6d2c Js9d8d8c4s Jc7s5c4h3s Ah8s5c3h2c 
Ts9s7h4h3d QhTc8c7c5d 9c7c6d4d3h Ks8h7s5d2h 
9d8s8h5d3s QhQc9d5c2s Ac9c7c5h5d Ts9s7h4h3c 
AdJs8d7d2h AcKd9s4s2d QhJc9d8s4h AhKd3s3h2c 
ThTd7s7d2s AdTd7s6d3h KhKdQd7s2d Td9s7s6d2h 
KsQh8h6d5h KcTs8h3s3c AsJd7d3s2d Kc7h6h5s2c 
Qd9s9c7d6d AcJd9c6c4h JhJd8c5s5c AsQd8d6h6c 
AcKh9s3d3c Th8h8d6d2s Qh9d9c7h6h Ts9s9h5d2h 
JdTd9s6d4c QdTd8h5d4c Kc9c8d5h2h Jd7s6d5s5c 
QcTd5s5c2d AdQs9h5s4c Jc7d6c5h5d Tc8d8c5d3h 
AdKh8d7c2d KsQd8s8h5c Ad7s5d5c4d 9h7s7h5s3s 
Jc9s8d6c2d Qs7d6h6d5h KdQs7c5d4d AcJs5h5c4c 
Qc9c6s5s2d AcTd5h3s3c QdTh8h7c4s AdJd8s7d2h 
AcKs6s5d2h QhJd9h7d2h AsJsJh3s2d AhTh7s4c2d 
KhJd9c4c3d KcJh9s8s6s KhTd8c7d5s KsQhJc4h3h 
Ah6s6d5c3h AsKs7s6s5s AsQh9c6c5d AcJd5h4s2c 
Jd8s8c4s4d QsQd7d6c3h Jc8s6c5h3h QsTd7d6h6c 
8h7s6c5c4c AsJh8h5c4h TdTc9c7s4h Ad9d8d4h3h 
QhTs8c5h4h KdJhTs8h2c AsKhTd8d3d Jc9s9d5c2s 
Th8c5s5c4h KcQcTh5s5d Qh8h8d6d3c KhJc8s8h3s 
KdQhJh6s3h QcTs9d5c3h 8s8d6c5h5c QhJs8h8c3c 
JdTs9d5c3d JdTh7s7c5d AsKc3s3d2h 8s8h7d5d3s 
Ts8s8h7s6d AhQh8s8d4h Ks8h7d4s4d Qs9s9h4h4c 
AhJh5s4h2s AhQsJc6d6c AdJs5d5c4d AhKd3h3c2s 
AhQc9s6s5d AhQd6c5h3h AhKsTh3h2d Jc9s9c4h3s 
AdJc8h5s5c QsJsTd8h3s Js9h6s6d4h KhQh8h8c6s 
AhQhTs6h3h TsTh8s7h2s QdTd9h7c3s Td9c8s6h6c 
JdTc6c4d2s Ts9s8d5d2h Js9c8s6s5d AhJh8h7d2s 
AhJsTc4d3d AcKd7h7c3c AdKcJc6c3s 9h7d5s5h4s 
Ks8d6h6d5h KcTs8h6s4d Jh9d5c4d3h KdJs9h5h2s 
Kd9c5s5c3d QsJsJc7s4h Ks9d7d6h3h AcQsQd7c2c 
6s6c4s4d3d AhJd8s6d3s Kc9s5s3h3c 9s9h6h5h5d 
Ah5h5d4d3h KsQsJh3c2d Kh8h7c5h5c AsAdAc9s3s 
AcQh6h5d3s QsQdTs5s2h AdQh9c3s3d AdQsQc8s2s 
KhTd9s6s5c As8s6c5s5d QcTc8c7d4s Kc9h7c6s2h 
KdQd9h6c3s AdJc9h9c5c AcTd8d6s2s QdTs6h4d2h 
9d6s6d5h3s QcTh7h6h5d Ah5c3s3c2h KsQd5h3s2h 
9d8s7h7d6c Qc8s5d5c4s KhTd9c5c2d Qh6s6h5s3c 
QcJs8d4c3d AsJc5s5d4s Qc9s6s4c3d 9s9h8c5h3c 
QsJsJh7d4s 9d7s7d6c3c AsQd8c5s2s Kh7h6c5s4h 
JcTc9h6c4d AhKsQd9c4c TdTc6s4c3s Kh9h7s6h6c 
Js8c7s5d3d KdQc6d5d3s AdKcJc6c3h Ad5s3s3c2d 
AdKcQs5s2s Js9h5c4c3s 9h7d6d6c4h AcTd6d4c2c 
Jh9d8d8c4h 9h9d8h5d3h AcThTd9s2h Jd8s7h6h5c 
AdKcQh9s4s AdQs9c6h5h As7d5h5d4h KcJh4d3c2h 
KcQs5c3s2c JcTs6c3s3d AsTsTc5s4s QsQdJc7c4c 
QcTc8c7s4h AsKc8s7h2s TsTc7d7c2d Th8s7s5c3h 
9c8s7c6s2d Kd8c7s4s4d Qs8s8d6d3h ThTd7s7h2s 
Qs9d9c7c6h AsKh4d3h3c QhJc6d5d2c Kd9c7s6d2c 
Tc9d7h6h4s Ah9c7c6d4d AcTh9s4c3c Kc9c8d7c6c 
QhQd8d8c2s JhTs7s3h3d Jc9d7s7c3d AsQdTd5c2h 
9s9d7d5c4h KhJc9s8s6s Kc7s6c5c4h QcJc7s6h6d 
Td9h9d5c2h AhQdTd4s4d Tc9h7h6s2c KdQh9d5s3c 
ThTd8s4d2h JdTs4s3s3d AdQd9h7c3d AdKs3h3d2c 
AcQsQh7s2d Qh9d8s8h2d AdQc5s5c2s QsTd6c4c2s 
Ac7h6h2d2c Kd7h6h5s2d 9s9c6d5d2s KsJdTh5s2s 
QdTsTh9d4d KhTh8d5h3d Ts9c6c4d3d AhTh8c5h4h 
Ad9d7c3h2h Js8h8c4s4c KdQcJh9d3d Tc9d8s8d3s 
Qs7c6d6c5d JhJc9s5h3d AdKc5s5c3c KdJs7h7c6h 
TsTh8d7s4c AdTdTc9d2d AsQd9h5d4c QcJcTh5d5c 
KdTc9h6c5c KhJdTs6c3d KsKhQs7d2s AhQh6h6c4s 
KhQs9d7h2d Ad6s4d3s2h AcTd7c6h2s QdThTd9d2c 
AsKd5d4h3d Qh9s8h7s3d AdKdTd3c2s 8h6h5c4d2d 
Qc7s6s6h5h KhJd9c2h2c QhTd6c4c2h Ts9h7s4h4d 
9s9h8c5c3h AhTs6c5c3s 9d8s8d2s2c QhJc9c2h2c 
JcTs8d6d4d 9s7s6h4h3c JsThTd9d5d Qd7s7h5s3d 
Tc9s7c6s2h KhQcJs9h3h AdQs7d6d3c AhKd5s5d2c 
AhKsJc8d3c JsTc6d5d2c Qs9s8s5h4h Kd9d8h8c4h 
AcKsQc9c3c Js9c7s7h3c As9s8s4c3c Kd9c7s5c4s 
QcTc8c7d7c AsJs7h4s4d TdTc6d5h4s AhJd7d3h2d 
QdJhJd7c4d JhThTd6s3c QsJs9c6s2c Kh7s7h4c3s 
Qs9d8d6d2s JhJd8d4d3h 7d6s6c4s3c AdKdTs3d2h 
Ks9c7s4d3d KcJsTd5c2c AcKhQd5d2d KsJh7d7c6h 
Kd9d9c8c4d KsJc8h7h5d Js9c5h4c3s AcQc8h4s2d 
Ad9s6c4c2d 8h8c6s4h3s Kc9s7c5s2d AdQcTs5s3s 
Qc9d8c7d2h Ah8h7d7c4h QdJd8c5s4d AcJcTc6h2s 
QhThTd4s4h QsJh7s6d6c KhTc8c4h3h Td7c6c4s4d 
Kd9d7c6s6d Kh9s7c5s4c Kd9d8s7c5d KcJsTd8s2h 
QsJc7c4s3c Ts9c8h6s6d Qd9c6c5d2h AsQdQc7d2h 
AsTs5c3c2c 8s8h7c5d4c AdQh5s5h2s KsKd8h5c3h 
Qc9s9c5s2h Js8s5c4c3d KcQhJh6s3h KsQh7c5s4s 
Kc8s8c7c6d AcKdJh7h3h 9h9d8c7s5c 7s6d6c4c3d 
QdThTc9d5d JsTdTc4c3h Tc9h7c4s4h KdJh9s8c4d 
AhQsTc7s3s Js9d8d6s3s JhTs6h6d5c KsTc4s4c3c 
JdTc8d3s2c Td8c7c6d2h AhQd8d7d4s Ks9h9c7c6d 
9s7s7h5h3h QsJd9s6c4h QdJhJd6c3d JsTs6c4c3s 
Jh9s8d8c7s KsJd7c6s4s JsTh5d4s4c Jd8d5s5c4s 
QhTs7d6c4c AsJs8d7s2h Tc8c5s5h4s AdQh7d5d4d 
Tc9s6d4c3s JhTd7h7c4s Js9s9d6h5c KdJh7s7c6c 
As8h5s4d3c KhTs5s4d3d 9d6d6c5c3h AhKc9d3s3h 
AdTc7s4c3s 8h8d5h2s2d Js9s8c7s7h Ad9d8d6h5d 
Jh9s8d7c5d KsJsTs8c2h JhTh8h5h4c Ks9c8d7s5s 
AsJd9s6h4s KhQd8h7c2c AhJsTs7c2d Kc7h6d5c2h 
9d8s7c6c5c QhQdTc4c2s As9h7c5s2d Th5h5d4h4d 
AcQsTh4h4d QsTd9s9h2c Ks9s7h5d2d Jh8s7c5h3s 
KhJsJc7h3d Qh9s6d4h3d 9d7c6h6d3c AcKhJd5d2s 
Jh9s8c6h5h Qd8h5h4s4d KhQd9d7d7c JsTdTc4s3h 
Ks8h8c6c3s KhJs9d2h2d JsJh8h5h4c Qh9c8h8d2c 
KsQh8s7c2c Qc9d9c4s4d Kd9s7s4d4c KsKhQc7h2h 
KhQc7d5h4h AsQd9c6h5c QsJh6h5c4h Tc8d5h5d4c 
KdQs9c7d5d AcJsTh6s3d Th8d7d5s3h Ah9d4h4c3c 
Qd9s9c7c6h JcTh6d5d4s 9d9c8d7c3s QcTc8h5c4d 
QdJsJd4c2h QdJhJd4s2c JdTh6c5c2h KsJh8d7d5c 
9d7h5d4h3s AdKc8h6s4h TsTc9c4d2d KdQh8d7s2s 
KhTh9s5c4h Jh9s5h4d3s QsJh8s7d3d Ks9s6h4d3d 
ThTc8s4h2c 9s8s6h6c4c JhTc9d6s4d AcThTc9c2c 
AsTs8h3h2s KcTd8s7s2d ThTc7d7c2d KcQh9d7c2d 
9c7s6d6c3s Ks9d8d7c6d KdTd7h7d6d Qs8d6h5d2s 
Qs9h5s5h4h QsTh6d5d4c 9c7d6s6c3s KsTc7d6c4c 
Qc7s6c4d3s AhTsTc5s4d Ks8d7d5s2h 9d7s5c4s3d 
JcTd9s6h4s Jh9s8c7s3c 8d6d5c4s2s 8c6d5d4c3h 
Ah8c5d3c2h AsKd9h8s2s 9s7c6h4c3s Jd9c5d4s3c 
KdTs9c6h5c KsJh9s4h2h JsTh9h5d4h Jh8c6s5s3h 
9c8h8d5c3d Ks9s8c6s5h Ah6c4c2h2d AcJs5c3c2s 
QdJh9d7h2d KcJd7s7h6d Ts9h9c5c2h AdQsQh4c2c 
KcJcTc5d2s KdQd6s6d5c AdJc8d7d2s KsQh5d3s2d 
JhTc9s4c3d QsTh8h7h5c 9s8d8c5s3d Jh9d8s8d4h 
AcQdTs4d3d KdTs7s4h3h Qh9c5s4h3c QcJh7h4c3h 
AcJd8s8d6d Qd9s8d7s2c KsJc7h7d6c Td9s9d8d6c 
Kc9c8h7c6c JdTs9s5c4s JsTc6h5h2c AsQc9h6h5d 
8h6d6c5c3h Kd9s6c5s5c QdTh7d6d4s KhJc7d6c5c 
JsTdTc9c5c Ts9h5s5h4c Ac9c8s8c4d 9c8h7c6h3c 
AdTh7h6s5h KdJsJh5d2c AsQdQc8d2d Ts8s8c7s6h 
Ks8s8c7d5h Jc9h8d7h3d QdJc8h4d3h QcTs9h8d4s 
AhKh6h6d3s KcJd6s6c5c JsJc6h6d4c Kh9d7s6h2d 
QcJd7d4c3d AcQd8s8h5s Ad9s8d6h4d KsQd7c5s4s 
QdJd9d8d6h Qd9d9c5c2s QsThTc6d3s TdTc7d6d5s 
KsJhTc6d3h Js9s8h8c3c KsJh7c3s3h Ts9s9h8s6d 
Qh6h5d4s3s AhTc8d4c3d 9c6s5s5d4d QhJs8h5d4h 
QhTs7d6s2h AhJdTs6d3c QhTh8c5h4s JcTh5d4s4c 
Jd9s8s5d2d KsQhTc9d2c 8s8h6h4d3d Ad8h7d4s3c 
QdJdJc6h3d Jc9c8s8d3d Ad8h5d5c3s KsTc8d6h5c 
KsQc6s6h5s Td9h6h5d2s Ts9s7s5h3h AhTs9c7s4s 
Ts9d8h8d3h AsQhQc7c2d Ks8d6d4c3s QdJh4s4d3s 
8s7d6c5c4c JhTc5s4h4d AsTc5h3s3d Kc8d7h4h4c 
AdQd8h4d2h Qc9d8c6c5h Qd8c7d5s5c AhTh8s5h4h 
KsQh8h7s2s AsJsTs5c2s AsJc9h7d4c Tc9d8c7c3d 
KhJc5s5h4d JdThTd6s3c Ts9h8d8c6s Qc9d6d5c2h 
Td8s8h6c5h Kh9d7d4s4h Ts7c6c4s4h Qc9s9c8h6c 
AdJd9d6s4c Th5h5c4h4c KhJc9h4d2d AdQc9h9d4d 
9h6h6c5c3d AsJc9c7h7c Td7c6c5c3d KhJcTs4s3d 
QsJdTc6h3c QsQh9c5d2h Ks9s8s6h5d Jh9h6c5c3h 
KdTh8s3h3d AhTd6c3c2h AdTh9c4d3d JdJc8c5c4s 
QsTd5s5h2d Ks9d5d3s3c 9c6c5h5d4d KdTc8s6h5c 
Kh9d7s4d3h Kc9s9c5s2d AhTh7s7h3d Ks8s6s6h4h 
