8d8c4h3h2s 
AcQh7s3h2h Jd5c4s4d2d AdQh6c3s2s Qd6h4d3d2c 
Jd6c5s2s2h 9h7c5h3h2h 9s5h5c4d2s Kc9h8h4h3d 
QhTc7d3s2s Ah8d4d3d3c Td7c6d2s2d 7h7d3s3c2c 
Th8c4c3d2s Ks8c5s3s2h Qc9d6s3s2h Tc6s5d3c2c 
Jh9s7c3s2s Kc5c3s2h2c 9s4d3d2s2h Qh8h7c3s3h 
Th5h4h4c2d Jd9s6c3h2c QdTc7c2s2h 9s5h4d3d2c 
QcJs7s3d2h Jh8d5d3c2s Kh7s6d6c2c Ah9d4s4c3d 
Kh8d4h3s3h Qc9h3s3c2d QhTh7h2s2c KsQd6h2h2c 
Qc6h6d3s2c 8s7s5d3s2s 9s6s4d2h2c KcJhJdJc3h 
KdJhJdJc2c KhJh6h3c2h Ah9s3h2h2d Qh7c4h3s3h 
Tc7c5s3d2h Js5c4h4c3c Kd8s8h4h2c Qh8d4d3c2c 
Qs6h4s3d2s 8s7h6d3h2h 8d5s5d3h2d 5c4s4h3h2d 
Qc8h6h2s2d Jc6s4d4c2c Ad5s5h3s2s Td6h5s3h2h 
QcTs7h3s2s 8h5s5c3d2s Qd3s3d2d2c 7h7c4h3s2h 
As8d4d4c3d Th5d4c3s3d 9d5s5c3h2s Jh7d4c3c2d 
AhQd7c2s2c 8s7c6d3h2d 8d8c3d2s2d Jc4h3c2h2c 
Jd8c4s4c2h Ac9s4h4d3s Td7h5c3c2s 9s5c4s3d2h 
Ts8c7c3h2d As8s6s3s2c Th7h5s3d2c Kd8h5s3d2d 
JsJhJcTs9s 9h4d3h2d2c QhTh7h2s2d Qc3s3h2s2d 
8d6c4d3h2d Ah6d5c3d2s 9d5s4h4c2c Ad8h5s3s2c 
QhJh7h3s2c Kh7h3c2h2c Jc7s5c4c2c Ks7c3s2s2c 
8c7s5h3s2s Ah8c3d2d2c ThTd4h3h2s Ac9h5h4h2s 
AcJs7d3h2d Qs6s4h3c2s 5h4s4c3c2d Jc8s6d3h2c 
Js9h6d3h2c 9h6c3h3d2s 9c4d3s3c2s KhJh6h3h2d 
AdTh6h2s2h Ah8d3h2h2c Th6h6d3s2c Td8h7h3c2s 
Js9d4s3s2h Kh5c4c3s2c Ks9d5c2h2d KdTh7s3s2s 
7h5h3s3d2c Qh7h4c3s3h Tc7s6h2h2d Jd6c3h2d2c 
9d8h7h3h2h Qs8s5s4s3s KsKhKcJh2d 8d7c6d3s2d 
7d6d4d3h2s Kh8c4h3h3d Td9d4d3d2h Qd8s8c4h3h 
Jd7s7c4c2h KcQc8c3h3d Qs9c8h3h2h AcTs6s3d2s 
KhJs3d3c2c Jc7c5s3c2d Td8s6c3d2d Kc6d4h4d2d 
Th8c6c3c2d QcTc5c3c2c Qd7h4d3d2h Kc7s4d3h3d 
9c8h5c3c2c 9s9h4c3c2d Qc9h6h3h2s Kd8d8c3s2h 
Kd6s4s3s3h Ah8s3d2s2d 9h6d3h3c2s Qs8d4d3c2c 
Kh8s8c4s3d 6s4s4h3c2d Jd9c6s2s2h KhJc8c3s2c 
Ad8h3c2h2c KhJc8c3d2c Js9c7d2h2d Ac6d4s4h2d 
Kc9d6h4d2d 8c4c3h3c2h Kd7h7c4s2c Js9c6h3c2d 
KcThTdTc9c 9h4d3d3c2h Qh8s8d4c2d Jh8h6c3d2s 
JcTsThTd9c 9c4d3s3d2s Js8c4d4c2h 8s7s4c3h2d 
7c6d6c3c2c 7d6h4h3s2h Ah9d7s4c2s Kd7s5h5c2c 
Kc7d4c2s2h Ks8c4h3s2d Js5s4d2h2c Th8d4c3h2s 
Ks8h8d4d3c Qs9d8d3d2h Ts8h7d3c2s Kh8s8h3d2c 
8h7d5s3d2d 8s7c6s3d2s Kc9c8c4c2h KsJh3d2d2c 
Jc9d4s4d2h AsQh8d3d2d AhQsQdQc6h Js6d3s3d2s 
9d5c4s4c2h Qh7h4h4d3c Ts9s4s3s2c Th8c5c3d2c 
Ks9c5h4d2c Kc9d8s4h2d Qs9h4c3d3c Kc9s5d3d2h 
Jh8s8c3h2d Js7c6h4d2h Kc7c6h3c2s As9d5d4d2h 
Ts5c4s3s3h 8s7c6c3h2c Td7s7d4d2d Ad9c7s4s2s 
Qd9c6s3h2h Js8d4h4d2c 8d7d4c3h2s As9h6c4c2d 
KdQc8s3c2h Jh6s4h3h3c Qh8h6h3c2s 9h6d4c3h2s 
Th5h3c2h2c Ac8c7c3d2c Kc5c4s3c2c Qh7c4s4c3c 
KsKhKc7s5d 8c5h5d3c2s Qh8s7c4c2d Js8s4d2s2c 
9h7h4h4d2c Tc6s5d3s2s Qd7c4c3h2h Jd7d6d4h2c 
Js7s7h4s2d 9h7h4s4h2d Kh7s6h3h2d 8c7d6c3h2c 
9d7c6h3h2h Js6h5c3d2h 7d7c4s3d2d Js9s4d3s2h 
Kd7d6d3h2c Ts8c4d3h2s Jd8c5s3h2s Js6d3h2s2d 
Kc8c7c6c2c Jc7h6d4d2s QcJsJdJc2s Qd9c7c4c3c 
Jh7c4c3s3c Qd3d3c2h2d Tc8s6h3s2s KhJh7h7c2h 
AcQd7d3d2s 8h5d5c3c2s Js9d4s2s2c Ts7d4s4c2s 
Ad6h5c3h2s 5c4s3h2h2d 4h4d3d2d2c Qd8d4s4d3c 
Qs7d5c4h2h Jc5d4h3h2s Jh9h6h4s2h KdJs6c3c2h 
Js9d4h4c2c 8h6s5s3s2s Qd9c6h2s2c KcJc6d3c2c 
Kc8s7d4s2h Tc8s4c3c2h AdJs9h9d9c Ah9d6s6d2d 
QsTd7d2h2d Qd6h3s2s2h Th5d4d3s3c Js8c6d3s2h 
Jh9d6d3c2d Ah6d4h3h2h Qd8s8h4s3s Kc8h7h4d2s 
Js5c4h4d2s Qd6h4h4c3h 9c6s3d3c2h Tc5h5c4c2s 
Jd8h8c3d2s Qd9c4h3s3h 8s7s4d3c2h Qd9h9d4d2d 
Jc7d6s4c2c 8h7d4h4c2h Qs9h9d4c2c Jd9h7c3s2s 
QcJs8h3h2h Kh8d7d4d2c Qh9s9h9d8d Qc8c4s4d3c 
Qc6h5h3d2h Ts5d4h3h3c 9s4h3s2h2c AdQd7d4d2d 
Ks8h7h4d2c Jc7c6c4h2d AdJh4s3c2s Kh8s6d3d3c 
Js7s5d5c2s Kc9h6d4h2h Ad6s5c3s2h KsKdKcJh4c 
Jh8s5c3s2s Qs6c5c3c2d QhTh6h2h2c 7s5c3h3c2d 
Qc7c4d3h3c Td8c6h3s2s As9d7c3h2d 9c5d4s4c2c 
Th8c5h3d2h Qs7c3s3d2d 9h5s5h4h2h JcThTdTc6h 
KcTd4h3d2d 9c7h6s3s2s Ks5c4c3h2c Qd8d7d4h3d 
Jh9h7d3c2h Jc7c3s2s2d 5h5d4h3h2s Qh6h6d2h2c 
Js6d6c4s2h Kd9s6h2s2c 9c8c4s4h3c Tc8h7d3s2h 
Qc9d6s3d2h Ad9h7c3h2s Qc8c7c4d3c 9h7s7c3c2c 
Kd7s7h3d2c 7s7h4h3h2d Qh6c5d3c2s Kd8d4s3c2h 
Kc7h5s5d2d Ac9d5s3s2h Jh8h6h3h3d 8d5h4c3s2s 
9d5d5c4h2d 7s7d3s3c2s Kc9c8c2s2c 8d5c4h3s2s 
Js9c6c3d2c Qs9h8h3h2c Th8d7h3h2s Jh7h6c4h2s 
Kh9c8d4s2d 9s8s4s4h2c Th4s3s3c2c Qh6d5s3c2c 
Kd9s5h5c2c Qd9h4d3c2s 9c4h3h3d2d AdQs6c3h2h 
Qs8d6d3d3c Js5s4s3d2h Kh9d8s4d3d AsTc5h3d2d 
Js6h6d4s2c 8s6s4s3d2c Qc9c7c3h3c Kc7d5s5h2d 
Ts7s6s2h2d Ac6d5h3d2s 9h9c4d3s2h Jd9d7c3d2s 
Td8s4d3c2h Qd8h7c4s3s Kd5s5c3s2h Js5h5d4s2s 
Jc9h4c3c2s QcJs7h3d2s QsQd5s5h5c 8s7d4s4h2s 
Kh8d7s4d2d Td8c7d3d2h Qc7c4h4d3c QcTh7s2s2d 
As9d6c4c2h AcJs6c3c2c AdTc6c3h2c 8c6c4c3s2d 
9d8d7d3c2h AhTh4d3h2h Tc5h4h4d3h Ac8h6s6h6c 
KsTh7d3h2h Ad8h6h4h2h 9d5s4h4c2h 5s4h4c3c2d 
7h6s6c3d2d 5h5c4c3s2c 9c7c4d4c2h 8h8c7c3c2d 
Ts4d4c3c2d Td6s4s4c2h Qd9c7s3h2d Jc8h8d3s2c 
Qd6d4h4d3d Ks5d4s3s2s Qc9s6d3h2h 7h4h3d2h2d 
Kd7s6d4d2d 7d5s3c2s2h Qd8d7s7d2d Qc6c4d3h2c 
Jh8s3d2s2d Qs8c7s3c2s Qh7c6s4d2s 7h7d4s3s2s 
Kd8h4h3s2s Ah6s5d3s2c Qc8c7h3s3c Js7c6h4c2d 
Ks8c7d3s2h JhTsThTd9h Ts6s6d4s2s KhQh8c2s2h 
Kh7s5d5c2s Kh8c5c4c3c 8c5c4c3h2d AdTc6h2s2h 
Td8c6h3s2h 9h6c4s2h2d 8d7h7d3c2d Qs8d7c4h2d 
Qc6h5h3h2d 7h7c4s3d2s Kd6s4h4c2c Ks9s7s5s2s 
Ts6s4d3c2h Tc7c5s5c2c Tc8s7d3c2c KdTs7s3h2s 
Ks8c6c4c2c Tc8s5h3d2d Jd6s4h4d2d Ks8h5h2d2c 
AhJc4s3d2s 9d7s4c2h2d 7s6d6c3d2d Kh9c8s4d2c 
8s8c3s2s2h 8s4s3d2s2d 9d7c6s3s2s Ah6d5s3s2s 
KdJd8d4d3d Ks7s4s4c2h QcTs7h3d2d QcJc6c2s2c 
8s8d7d3h2d 6h5h3h2s2d Td8c6d3d2d Qc8c4h4c3s 
Ac6d4s4h2s QcJs8c3c2c JsTsThTd2h 7s7d3h3c2d 
9c5h4c3s2d QhTc3s2s2d Td8h4d3c2s Ad9c5h3h2s 
9h6c3s3h2d Kc9s9c4c2c Kd7c6s4s2s KsJh6c3d2d 
Ts5h5d4c2d Qh9d7h4h2s Kh9d5d3s2c Ac5h5d3h2s 
Jh9d7c2s2c Qh9d4h3c2s Jc6s5c2h2c Js7h6s4c2s 
AcQhQdQc4c Jh6h4h3d3c Kh6d3s3c2h Qs5d4c3h2d 
Jh8s4h4c2h Qd9s8s3s2h Td6h5c2s2c 9h6s4c3h2d 
9d5c4c3h2s Kc8c6h3c2s Ks7d4h4d3d Td5s5d4c2d 
Qs9s5s2s2h Js7c4h4d3h AdQs7s3s2h Jd5s5h4s2s 
Ad8d4h4d2d Tc4s3c2s2h Jd9s4d3d2h KdTc7c2s2c 
Tc4s4h3s2h Js8s6h3d2c Jc5s5d4h2s KsJc7c2h2d 
AdJs7c3c2h 8h4h3c2h2c Qs8s5s3h2c Qd8s8c4c2c 
5s4h3d2d2c 5c4s4h3s2d 6s3h3d2s2c Qs9c6c4c2c 
9h5d4s4h2c Jh7s7h4h2d Kh7c4s3s3d Ks9h8c4d2c 
Js9s8s4s2s Kc9d6s2h2d Ah7c4s4d2c QdJd7d3s2c 
7c5s5h3d2c QsJc7d3h2c Jh8h6d2h2c AcTs6d2h2d 
KdJsJdJc2s Qd7s3h2h2d 5h5c4h3d2h Qc9c7c3d2s 
KcJh6c3c2c Qh7c5s3h2d Kd9s8h2s2c Qd7c6h4c2c 
Ah7s6s4d2s Ks9h6d2h2c Th7h6h2s2d Td7c5d3s2h 
Jd7c6s6h2s Ah9c4s3s3d Js9c7c4c2h 9h5c4c3d2s 
9s4s3h3c2c Th6s5c2d2c KdQd7c2s2d Qd6d4d4c2h 
Ts4s4h2s2c Kd9d4c2s2h Tc9s3s3h2s 9d5s4d2h2c 
Kd9h8h4h3c Th5d4s3s3c QcJd7s2h2d Qs7s3h2h2c 
9h8d5h3h2h 8d5h5c3s2c 5s4c3d3c2h Ts5h4d3d3c 
QdTh3s2s2c As5d5c3d2d Jh9h3s2d2c 9d8d7h3c2d 
9h5c4h2s2d Ks7s6d2s2h Js7s5s5c2s Qh8s5d2d2c 
Kd9h8h3s3c Qd9c3h3d2s Js7d6c4h2d Kh8h6h3h3d 
Ah9s7d3s2c Ah5c4d3c2c Th6d5s3d2d AdJc4c3c2c 
Jd8d6s3c2h 9d8c7c3h2c 8h6c4c3d2s 8c7s6d3d2h 
9d7h4s4d2c Jc8c7c4c2h Tc5c4h3s3c Kh6s4c3d2d 
Kc9h8s4d2s 9c4c3h2h2d Tc6c5c3h2d Jc5s5d4c2c 
8c7c4c2s2d 5d4h4c3h2s Qd7c4s4c3h 9h6c4s4h2h 
KsTd3d3c2d 6s5s3s2s2c Kd6c3d2s2h Th5s5h4c2h 
Jh7d6h4h2s 9h9d9c7c6h 9d4d3s3c2c QcTh7s3d2s 
Jh7d4d3c2c 8s6c4c3d2c 8h8d4d3d2s Ts6c4d4c2h 
Qs7s6c4d2s Ts5s5d4s3s 9c6d4s4h2c Ah5h3s3h2h 
Th7d4d4c2s Qh9s4s3d3c Jh8d6h2s2h 8s5d4s3h2s 
Kd8s4c3h2d AcTd6s3d2d Js5d4h3h3c AhTd5s3s2s 
Jh8h3d2h2d Qc9s8h3h2d Qs7s4h4c3s QdTc7h2s2h 
QsQd7h7d7c Jc6h5c2d2c Ac9h7h3d2s Ts7s6d3c2h 
KcTc7h3c2c Jh6d5c3s2d Kh9d5s5c2s Qs8d4s3s3c 
Kc8s7s4d2s AhQd7s3s2c Ts7s6h3c2d Qh5s4c3d2s 
Qc7d6s2h2c Kh9c3s3h2d 9s4d4c3c2d 9d9c4h3h2s 
8s5d4c3s2s KdJh3c2s2c 9h5s5d3c2s Ts4h3s2h2d 
Tc5c4d4c2s Qh9s5d3d2d Ts7d6h3c2s Kc6d4s4d2d 
Qh8d7c4s3s Qh5d4c3s2d KhKdKc6s4d Ks9s7c2s2d 
Qc5d3h2s2c 5h4d3c2s2h QsQd7s3s2s Kc7c4c3h3c 
6h4d4c3s2d Qs7c3s3h2h JhJc6d3s2d 7s6s4s4d2s 
7c5c3s3c2h Ks9h8s4s2s 8h8c7c3s2c QhTs7s3c2s 
Qs7d6h4d2d Kd6h5h3h2h 9d7s6c3c2c Qd8d5s5d2d 
KsKdKc8s6h 9s8h4d4c2c Kh6s5d3s2s Ts6h5s3s2d 
Qc8s8d4d2d Qh6c4s4c3c KdQh8c3h2s Js9d6c3h2c 
Js9s6h2s2d Jh7d4d3s3c Ac9h6h6d2h QcTd7h2s2h 
Js8c5c3d2c KsQs7c2s2h Qd9h7s3c2d KdQd7h3s2d 
Ad9s5h3c2s Ah6c5d3s2d Jd6d3s2s2d Jd7h6s6d2d 
Kd8h8c4c3c 9d8d7d3h2s Kd6s5s2s2c 9c4h3h2s2c 
Qd9h9c3d2d KdTs4d3d2d AsTh8s8d8c Qc9d4h3s3h 
Td8d6s3d2c Qd9c6c3h2c 8h8c5h5d5c Qh9c4h3d2s 
Tc8d7h3s2c 9s7c4d2s2h Td7s4s4c2h KhKdKcJs8s 
Th6d3c2d2c Ac8c3s2d2c 9d8h7s3s2c Kc9d8d4d3s 
Kh7c6s4s2s Jh9h7d3h2c KdJh8h3s3h Ks6d5d3d2d 
Tc5d5c4s2c Ad9s4h4c3s As8d4c3h3d Qc6h5s2s2d 
Js6s6d4h2s 8d4h3h2d2c Ac5c3d3c2c 8c6c4s3d2c 
KdTh7h2s2h Ks6c4h3d2d Kc8c4h2s2d Qs7c3s3h2c 
KsJs7s6s2s AdTh4s3s2c 9h8d4s4d2d Qd8s7c4h2c 
Ah5s5d3c2c As8c5d3d2h AsQc2s2d2c 8d6d4d3h2c 
As9d4d4c3h 6c5h3s3h2h Qh9d8s4d2d Js7s6d6c2s 
Qd7h7c6h2h Ks9c5d5c2c Jd9h6h3h2c Jh9d6h3h2h 
9s5h4d3h2c KhJh6h3h2c Jc7c6d4c2h KhJh7s7h2h 
4s3s3h2d2c AsTd4c2h2c QcTd3s2s2h Ah9c5s3s2d 
Td7h5h3s2c AdTd7d3d2d 5s4d3s2h2c Qs8h8c4c2c 
9h6c4c3s2d TsTh4d3h2h Th8s4h3d2c Ac7d4h4d2s 
9d6c4d2h2d JsJh3s3h3c 9h7h7d4h2h Qd8s7c4c2h 
Tc9c3c2d2c Tc8d7s3h2c Qc9h6d4d2d 9s8s4h3s3d 
Js6d5h3c2d Qh9s6c3d2d Jd9h7h2s2h AdJd6d3h2d 
KdJs8s2s2h Kd9c6s4c2c Qd9c6s3h2s Td6h5c2s2h 
Js5s4d3h2s Ad4h4d3d2d AsQh7h3h2c 9h4d3s3h2d 
As9d9c4c2c Jc5s4d2h2d Qd6h5s2s2c Kd9h7d3s2d 
QcTs7s2h2d Ts5s4s4d2c Kc8s7d4s2s Ad9c7s3h2c 
Qc9s6s4s2s Kd7h6s6c2h Qh7s5s4s2c Th8s5d3c2c 
Kh5h3s3c2h 8c5s5h3s2d Jc5d4s3s3h Js8s3d2s2d 
Qc5h3s3c2d Tc5c4s4h2d Qs9d5s3s2s Kd9s7d4d2d 
Kd9s8h4h2c Jc9h6h3h2d As7h4h4d2c 8h7h4s3d2c 
8d5h4c3h2h Qd7d4h3h2d 9d5c4d2s2d Qc9d5s2h2d 
9s9h9c8s7h Qc8s8d4h2h ThTd4d3d2s As6d5h3h2h 
Jc9s7h3d2h 9d8s4c2h2d 9h4h3d2s2d 9d8s5d3d2d 
Jd6h5c2s2h Js7h7c6s2s Jh7h7d2s2c Jh5s4d4c2d 
9d9c4h3s2c 9c7c5h3c2c Qd8c4d3s3d QcTh7h3s2h 
Jc4s4h3s2h KdQsTsThTc Qh7d4d4c3s 5d4s4h3s2s 
Th9s3s3c2s Qd8d3c2d2c Tc5s5h4s3s Jh8c5s3c2d 
Td6s4h4d2d Js9h6c2h2d Jh6h5s4h2h Kd9h8c4c2s 
Jd5d4s3d2c KsJsJhJc3h 9d7h7c3h2h Kc7c6d2s2c 
Jd8s4h4c2c Td7s5s3c2h Jh9h6h4d2h Qh9c6s3s2d 
4s4d3d2d2c Jh9s6d2s2c Kh9h7h2s2c Qd9s7d2h2d 
QhTd7d3d2c ThTdTc9c6h As9c4s3h2s Qc6c4c3h3c 
7d7c3h3d2d 9h5s4d3s2c Ad9d6d2h2d Td4s4h2s2c 
JhJc3h3d3c Ac5s5d3d2d 9d4d3h3c2c 9s4h3s3c2c 
Qs6d4s3h2s Js5s4h3d2s Qc8h7s4s2d Jc9s4c3c2d 
KhJh6d3h2h Td8s4s3c2h 9s6c4s4h2s Jc8d6c3s2h 
7s6s6c3s2s 9d7d4s4d2c Js6s4h3s3c Tc6c5d5c2c 
Kh7d6s4d2d Qs9c6c3c2h AcTs5d3h2h Kd9s9h9d7h 
Kd9s8s4c2s 5h5c4h3s2h Kd8s8c4c2h Jd5s5d4h2d 
6s5d3h3c2d Jh8c6c3d3c Ts6h5c2d2c Qh6c3d2d2c 
9h8c4d2s2c Kc8c7c4c2d Kh7d4s4c3c Jh4s3s3h2s 
Qh8h4h4c3d Ah9s5d3d2c Th4s4h3h2s Qs8s6s3s3d 
Ks9d4s2h2c Qd6c5h3c2s Jh9c6h3h2h Js8c4h4d2d 
Qs7s3c2h2c JsJc6d3h2d Qd7d4h3s3d Ad9c5s3h2c 
QsQhQd7d5s Js6h4d3h3c Kh8c7s3h2d 8h4s3s3h2h 
Kd9s7c4s2h Qs6s4d3c2s AsTh5d3d2d Jh7h3s2s2c 
Tc6d5s2h2d 9s8d4c2s2h Jh6h5s3h2c Qc7d7c4c3c 
Jh5h4c3s2h 9c7d4s2h2c Ts6c5s2s2d Jd6c5d2s2d 
KsTh7d3d2d Kd9h9d4d2d Qc3d3c2s2c Jd9c6c3s2c 
9h8d6h3h2h AsTh6h2h2d 7s5h3h3c2d Js7h6d4c2h 
Td8s5c3h2h QdJd7d3d3c Kh8d4s3c2h Kc8c7c4s2c 
Jd8d4h2s2d Jd7h4c3h2c 6d5h3s3c2h Tc7s5s4s2s 
Ks9h5d3h2c Qc7s5s4s2d 9h7d6s3s2s Th5d5c4d3d 
9h6d4d3s2c Jh8s5s3c2d Jd6d5c4d2d Jd7d3h2s2h 
7c6h4h3h2s Qh5d3h3c2s KcJc8c3s3c Qc9c7c3d3c 
Ks8c7c4h2c Th8c6h3s2h QdQc7s7h7d KhKdKcJs2d 
Kc7h6d3c2c Kc6c3s2h2d Qd7s6h2d2c Qs7d5d4d2c 
9c8h7h3h2s Ts8h4s3d2c Qs8d6d3h3d Jh7h5h5c2h 
Tc8s5d3h2d Kd7c6h4s2s Ts6s4c2h2d Qh3s3d2d2c 
AhJs7d3c2c Qh6c4d4c3c Qs8s5s5h2s QsTh7d3c2c 
Th6d5c2s2d Jd9d8d4d2d Ah9c7c4d2c Ks9c4s2h2d 
AcTh4d3d2s Js5c4s3s2h Jd9h3s3c2d TdTc7h3s2s 
9c7h4d4c2s Jc8h6s3c2d 4s4d3h2h2c Qh9s6d3d2c 
Jd7h7c2s2d Jd8d4h2d2c Jc7s6d2h2c Jh8s5c3d2s 
AdQs6h3h2c Ks8h8d4d3d Tc7s6d2s2h Qs9c7s2s2h 
Qs7s6c2h2d 9c4c3s3d2s 8s5h5c3c2d AdJd6d3c2d 
Ad7h4h4c2s Jh9h4s3c2h KdJc4s3s2s Kh8c6c3s3d 
Qh7c5s4d2c Ts8s6s3d2s Qd9d7h4d2s QcJd7s7h2s 
8d5h5c3c2s JdJc6s3s2h 9c4s3c2s2c Qh8d7h4h3h 
KsTc7h3c2c QcJh7h3d2s Tc6s5h2h2d Tc5d3d2d2c 
AcQs6s3s2s AcJs7s3h2s Jh7c5h4h2h Qh7h3s2s2c 
Jd5c4s2s2h Ad6s4h4c2h Tc7c6h3s2d Jd7d5h3d2c 
QdJs7s7h2s Qh5s4d4c2d Qs7h6h6d2h Js9c4h4d2h 
7d5d3s3d2c Kc8c5h3c2s Kh8s5d3h2h 9d8c4s3d2h 
Jh6c4s3d3c As8h4h3d3c Qs7h6c4c2d QdJsJdJc6c 
Ac8d4s3s3h Kc9h9d9c7h Tc8h4c3d2s 9c4d3h3d2h 
Jh8c5d3c2s Ts8h6c3d2c QdTs7s3s2c 9d8s4h3d2c 
Ts7h5h4h2h Js7h7c4h2d Kh7c6c4s2c Ks6h4d4c2c 
8h6h4d3h2c Ks8s3h2s2h KhJs6d3s2s KsTh7h3c2h 
Kc9d7s4h2d Kd7h4s4c3s Kh8s8d4s3c 8s7c5c3c2h 
Td6c4h3s2d JhJc6s3d2d AcQh6d2s2d Ah5s4d2d2c 
Qs8h4h3c2c Kc9s8d2h2d AhQd6s3s2c Qc9s8s2s2h 
Jh8c5d3s2c Td6h5c3h2h Ts4s4h3s2h Ad9s7h4c2c 
Kd9d7d2h2c As9h7c2d2c 9s4h3s3d2h Kh7c6s3h2h 
JsJdJcTs9s Jd9c6h3h2s Kc7s7d3h2c Qd8d3s2s2d 
Jc8h7h2s2h Ks8h6c3d3c 9c7s7d3h2c Jh9s7d2d2c 
KsKhKcJc7c Jd9c4d3s2d Ah5d4s3s2s As7s3h2s2c 
AsQc7h3h2d ThTc7s3s2d 6h3d3c2s2h Qd7h4s4h3h 
Td6s5c2s2h Jh9s6s3s2d Jd7c6s4h2h Qh6h5h2h2c 
Ks6c4h4c2c Tc7h4s4h2d Td7h6s3c2d 8d6d4s3c2d 
As7s7c3s2s 7d7c3s3d2d Jh9d6d2s2d Ts9c3s3h2s 
Jh7d7c6h2h 9s6c4h2s2d Jh7s6s5s2s Ts8d6c3c2c 
AsQsQdQc4s 7s7c4c3c2d AdTh6c3h2s AsTh6c3h2h 
8d5c4h3d2d 4s4d3s3c2s TdTc4c3h2c 7s6h4h3h2c 
Jc7c5d3c2h Th8d5s3c2c Ks9d8d3d3c Ah9c6s6d2c 
KsTc7h3h2h JhThTdTc2c Th8h6s3h2d 8s5d4c3h2h 
Jh8s5c3d2c Kc9c5c3c2d Qs7c5d4h2d As9c6c4h2d 
KsJsJhJd2d Ac8s5h3d2s Ah9c3d2d2c Tc7s6c2d2c 
Td5s5h4c2s Js8s8d3s2h Ah8s3h3c2h AsQc6h2h2d 
Jc7c5c4c2d Td7d4d3s3d Tc9c3s3d2c QsQd5h5d5c 
Qc9s5s2s2h KdJd6d3d2h 6h5c3s3d2c Ts8h7c3d2h 
Kh9s7s4d2c QcJs7d2h2c Tc6s5s2s2h Js6h5s2s2c 
QhTh7h4h2h Qd5h5c4s2c Qs6h6d3c2s As8d4d3h3c 
Jh7h7d4h2c KdJd6d3h2d Jc8d6s3c2h 8c5s4d3s2s 
Ts8d5c3c2c Jd8d6d3s3d Th9h4h2h2d Qs8h7h3c2c 
Qs6c4s3s2d Js8c5h3d2h Ks9c8c4h2c 9d8c4h4c2c 
JsJdJc9c6d Qs9h4h4d3h Kh5d4d3d2s Th6d5h3h2s 
7c5s3h3c2d Qs7c4s3s3h Ac7d4s4d2h Ks7h7d4c2d 
Ac6h4s4d2h 9d5s5h4d2c As9c7d4c2c Qh5s3h3d2c 
Js8c4s4d2s Qs8h7d4d2c Js8h4h4d2h KhQs9s3s2s 
Ts6s4s4c3s Ac6h4s4d2d Js7c6h4d2d AdTs6s2s2c 
Jd8c4s4h2s 9c7s7h3s2s KdQs7h7c2h Kd6h6c3d2d 
Kc9c6c3d2c Ad8h6h2s2h AdJh7c3s2c Td7h6s2h2c 
KhQc7s7d2s Qd8h7c4s2c Qc7h7d3d2h KhTs7c3s2s 
QdTc7c3s2c Qd6c4d3h2d Qc6c4h3s2c Td8d6c3d2s 
9d6c4c3h2s Jc8s6s3s3d Ks7c6s3s2d 9d8s3s3h2c 
Kc8s6h3h3d 9h7d5h3h2h Kh7c6s4c2c Js7s4s3h3d 
Kd8s5d3d2h Jh5c4s3d2h Qd5c4s3c2h 5c4d3d2s2h 
Qh5s3d2h2c Jc9d4d3s2h Ah9s7s4c2s AsQs7s3s2c 
Ah7d5d3c2d 8d7d6s3d2h Tc7s6s4s2s Th5s4h3h3d 
Kc8c6c3d2s KcTh4c3c2c Td7h5d3s2c 8s5s5d3c2s 
9s7h6d3d2d Qc9h8s4h2h Qd4h4d3s2c Qs9c6c2h2d 
Js5s4s3c2h Kd9c6h4h2h Kc9s8s4s4d Qs5h4h4c2d 
Kc9c5s5c2c 9h8s7s3c2s Qs9h8d4h2h Js8s6h2s2d 
Jh4s4c3s2c Ks9d8h4c2d As5d4h3d2d Td8h7d3d2s 
9h6h6d3h2h Kd7c4h3s3h Tc6h5c3c2d KcTs3s3h2s 
AhJh6h2s2h 8s4c3c2s2h Jd7c4s4h3c KcTd7d3h2d 
Js9d6c2h2c KsTh7h3d2h Js9s7h3d2s Jc7d6h4s2s 
Ac9h5d3h2s Kh8s7d4c2s QhTc7c3s2c AsQsQhQc4s 
Qc7c6s3d2h Ts6d5c3d2d Td5h5c4h2s JhTsThTc3s 
KsJh4c3c2c Kc5s4s3s2d Js8h3c2h2c Th8s4s3d2c 
Qc5d4h3s2d 8s6s4c3s2h Tc8s7s3d2h Ah7d6s2s2c 
AcTs6s3h2s Ks9h8d2d2c 5h4c3s3h2d Kd8s7h4c2c 
Ks4s4c3h2s Ks6d6c3s2s 8h7c6s3d2d Th6h5h3d2s 
Jc8s4h4d2s Jd7h7c4s2c Kc9s5d4h2s Ah6c5c3c2s 
Jh9c4c3s2d Qs7c4h2h2c AsQs7s3d2s Kh9d8s4d2c 
Kc8d7h4d2s Kd9h5c4c2c 7s7h7d6h6c Kc6s4s4h2s 
AhJd7c3c2s Js5h5c4d2c Qc8c6h3c2s Tc6h5s2h2d 
Jc9c4s3c2d Jd8s8h3c2d Qh9h7h3d2s Ks5c4h2d2c 
Qh7h3s3d2s Kh6s4s3s3d 8d5s5h3d2c Jd5d4h3d2c 
