9d6d3h3c2d 
Ad8s6s3s2h Qc5c3h3c2c Jh6c4d3c2s Jc6d4d3d2s 
KsQsQdQc2h 8c5h3c2s2d Kd7h5h2h2c 9c5s3d3c2c 
Qs9s9h9d6d As6c4s4d4c Js8s4s3c2d KsKdKc6h3d 
Js8d4c3d2d 9s9c4c3c2c Tc6h4d3d2d Ks7h4c2d2c 
Jd8d4h3c2d As6h4c3c2c Ts7c6c3c2c JsJhJc9c3s 
Kc7s6d3h2h Tc7s3h3d2c Qd8h7d3d2s Kd6d3c2s2d 
Th5s4d3s2c Js6c4c3c2d QsQhQcTd6h Kh8d4s4c2s 
Js8d7d3h2c 9s9h9c6c5h 7h4s4h3d2h Kh9s3h3c2h 
Jc7c4d3c2s Ad8c6h3s2h Qd9c4h2s2c Kh9s9c3d2c 
Qs6c3h2s2d KhQs7d3c2d Ts8h4h3h2h 7s7h7d5h5c 
Js5c3h3d2s Qh8s8d3h2h 9h7s4c3d2d QhQdQc7h4c 
Td5h4h3c2h Jc7d4s4c2c 9h7h4h2h2c Ac9h6s3d2s 
QsQhQdTc6s Td7h4h3h2c KsJh7s7h7d Jh4s4h3h2c 
Ks7h6d2h2c 8s7s6s3h2s 8s6s3s3d2c 9h7c4h3s2h 
Kd9s5s3s2s AhJs6s3s2s Jc7h7d2s2h KhKdKcJd2d 
Jh7s6c2d2c Ac7s4d3s2s Tc8s3d3c2c Td5s5c3h2h 
Js7s7h3c2s Jd6s4h2h2c 7s4d3d3c2h Jc7s6d2h2d 
Kc7h5c3c2c Js8h7c3d2h Ac7h4s3d2d Jc8s3h3d2c 
Tc7d4s3h2d 8h7h3s2h2d Kh7c6d3s2s KhKdKc5c2s 
Ah6c4s3d2s Qc5c3c2h2d KhKdKcQd3d KcQd6s6d6c 
JdTs7s7d7c Jc7h5h3d2h Ks9c4h2d2c 9d5d4h4d2d 
Jc4s4h3h2d 5s5d5c4s4h As9c6s6h6c Qs7h6h3d2c 
Th7d4d2s2d Ks7s6s3s2h 9d6c4c3c2c Qh8s4d4c2d 
8s8d4d3d2d Th5s5h3h2h 9c7h4h4d2h 9h7d3d3c2s 
8d5c3s2s2h Jc4d3s3c2h 9c7d4c2h2c Kh4s4c3d2s 
Jd8h7s3s2c Kh9d7c3d2d KcQh7d3d2s Tc6s3d2s2h 
Jd4c3s3d2h 8c5s3s3d2s Ah9d6s3c2d AdTc4c3c2c 
Ks9h7c4h2h 9c7d4h2s2h Ts5h4h2h2c Th5c3s3d2h 
Kh7s4h3h2d Jh7d4h3s2c Kh9d7d2d2c Kc7c3s2h2d 
Qd9c7h3c2c JsJh7h7d7c Ks9c8c3c2d Ad6h3s3c2c 
Js7s4c2s2d TsTdTc9d4c Jd9c3s3h2c Ah8s8h8c4c 
Js6c4h3s2s Kd4c3s3c2h Jc5c3s3c2d 9s5s4s3d2s 
Qd8s4s4h2c Tc6h4h3h2h Jc7c4s3d2h QsQhQc4c2s 
Ac8s6h3d2h Qd9d4d2s2d Jh5h4s4h2h Qd8h8c3s2h 
Jd8h7h3c2s Js8h5h3h2h 7s4d4c3h2s Qh9d7c3d2s 
Jc7d7c3c2s Td7d4s3c2d Ac9s6d3h2s 9d7s3h3c2c 
TsThTc5s5h KdQc7h3s2s Th6d5h3h2h Jd6h6d3s2d 
Js8s6c3s2h Jc6c4h4c2c Jd8d7c3d2h 9s6s3s3h2d 
Td7d4d2h2d 8s5s3h2s2c KsQd7h3c2h Ah6s4d3c2s 
7h7c4h4d4c Jd7s4c3h2d Qd9h7h3h2s Ts7s5s2s2d 
9s8h4c3h2h 9d7s4h3c2h Kd7s5s2s2h 7d4d3c2h2d 
Qs7s4d4c2h Ac4d3s3h2s 8c6d3s3h2c Jh7c5c3c2d 
Qs9h4c2h2d Js8s4s2s2d Qs7h6d2h2c 9s8h4h3h2d 
Ah9s6c3c2c AdKd4s4h4c Qc8d7c3c2h 4s4d4c3s3c 
Jd8c6h3c2c Qd5c3s2h2c Qd6c4c2s2c 8h5c3s2h2d 
Kc6s6d6c5s Jc8d3s2h2c JsTsThTd8s Kh9c7d3s2d 
Th7c6d3c2c Jc8h6d3h2s JsJdJc7s5d ThTc4s4h4c 
Qd5d3c2h2d Qc7h6c3s2c Ts7c4h3d2h Jh5c3s3h2h 
Qh7c5c3d2s Ts8s4s3d2s Qh9c7h4h2h Ac8s6h3s2s 
Tc7d5c3c2c QhJs7s2s2c Jd7s4d3d2c Tc4s4h3d2h 
Qs7d3h2h2d Qd7h7d2d2c 9d8h4c3c2s Kd7c6s3h2h 
Qc9h9d9c6h 8s4d4c3h2s Qs8h6c3c2c Ks8d4h4c2h 
Jd9d4d2d2c 6d4c3c2h2c Td6s6h3c2s 6c4s4c3c2c 
As9s3s3c2s Kc7d4h4d2s 9c7h4s3s2d Jc8s7s7d7c 
Jd7d4d3h2s Qd6c4s2s2h 8d7d3s2h2d 9c7s4c3h2c 
6h6d6c3d3c Ks8s4s2s2c Qd8s4c3d2d Qh7h6d3h2c 
Kh8c6c3c2s 9h5c4c3c2c Jh6s6h3d2h Jh8h7d3h2c 
Ac9c3d3c2c Ac6h6d6c3h Qh6d4s3c2c Ac8h6d3s2h 
Ks7c3h3c2h Jc8s6d3s2h Ah9s9h9d7c Ac7h6d3h2h 
KhKdKc9s4h Qs7c6d2h2d As4h4d3c2h 8d7h4d3c2d 
8s5s5h3s2s 8h7h4h3c2s Qd7s6d3d2c 9d8d3d2s2c 
Qc9c5c4c2c Qd7c5c3c2h 9h7s4h3c2d Tc7h6h3s2h 
8h7s4s3d2c Ts7d4d2h2c Qc5h3s3d2d Ac9s9h3d2d 
Tc7h5h3h2h Qs6s3h3d2c Qc4s4c3d2c 8h6d3d2s2c 
Jh5d3d3c2s 8d7c3s3h2s Td5c4c3c2h Qh7c5c2d2c 
Js8h7d3c2h Js8c4c3d2c 8d7s4h3h2h Qc8c4s4c3c 
Jc6h4h3h2d Ts6s3s3d2h Th5d5c3s2h AhTsTdTc9c 
9s7s3s2h2c Qd8h8d3s2d Ad9c6s3h2c QsJh7d3d2d 
Qh7c5c2s2c 9s5s5h3s2s 9d3h3d2s2c Tc8d7h3d2d 
Kc8d6s3d2h Td8h4h3h2h Td8d4d3h2d Kd7c4s4c2h 
8s7h4d3c2h Qs4d3s3h2s Ah6c3d3c2c AdTc3h3d3c 
Jh7d4c2s2d Qs5s4c3s2s Ts8s4s3c2s Kh7c5c2d2c 
Jh8d6s3s2s Js8d6s3s2s Js8d4d3c2h 7s5s3s2s2d 
Ad8c4h2s2h Ad8s6c3s2s Ac7d6s3d2d Ac9d5d3h2d 
Jh7s4d4c2s 8s6s3s3h2s Ah5h4h3h2h 9h5d3s3h2h 
Td8h7d3d2d Ks8s4s4c2s 8h5c3h2h2d Td6d6c3d2d 
Ks5h3h3c2h Ad5s5h5d2s Jd5s4d3d2d 9s7c4h4c2c 
Jd7s5s3s2c Jd7h6d2d2c Ts8d3s3h2s 7s4d3s3c2s 
Kc4s4h3s2s Jc7c5d3c2c Jh6d4c2s2d Ac6c5c3c2c 
Jh8h8d8c7c Th5s5c3d2h Qd9s7c3c2h As6h4c3h2h 
Qh9h3s3c2h Kc5d3s2h2d Ks8h8c3d2h QsJs7s4s2s 
Th5s4s3s2c 9s5c4c3c2c Qh6d3h3c2h Ts6c3d2s2h 
Kd9s9d3d2d JsTd7s7d7c 8s7d3h3d2c Qs7s7d3h2c 
Kd9h4d2s2d Jh9s3s2d2c Qs7s3h2s2h Qh7h4h4d2c 
9s6c3d2h2d Qh7s3h2s2h Ks9h6d2d2c 5s4h3h3d2h 
9h7s7h7c6c Kc8d4c3c2s 9h7h4h3s2c 9c8c4c3c2s 
Jd8c4s3s2h Ac8s6d3s2h Jc8d4h3d2s KsKhKcJc6c 
Jh5d3h2h2c 9c7d3s3c2c 9s3h3c2d2c Jh6s6d3h2h 
9c5c3s2h2c 9s7s3s3d2c Qh7c4d3s2h Jh6d4c3c2c 
Kd5s3c2s2h KsKhKc5s3s 9s9h9d8h6d Qh4h3s3h2c 
8h7c4d3s2c Qs7c3s3c2s Tc7d6d3d2d Jd7s6h3c2h 
Kc9s7h4s2s Qc9c3s3c2d Ad7c4c3s2c QhTh9s9h9d 
Jh6d4s2s2c 9s8s4c3s2h Ks7d6c3c2h 7d3d3c2s2d 
Kh7c4d3h2h Kh7d4s3s2c 8d6c3h2s2c Ks8s8d3c2s 
KsKdKc7h6h AhKc7s7h7d Jc7h4h2s2d Jd8h4s3d2d 
Kd8d7d4d2d Qh8s8d3c2s Qh4d3h2s2c 9d7s3h2s2c 
Kh9s4s4d2s Ah6s4c3s2d Ah9d6s6h6d Ac7d4h3s2d 
Js6s6d3s2c Ah6s4s4h4c Jh7d4d4c2d Jc6c4c2d2c 
Jd8c6c3c2s Qh9h4d4c2h Ts7d7c3h2h Ts5d5c3s2s 
Jc7c6s3c2d Tc5d4d2s2d Ah8h4s3h2h KhKdKcQd2d 
9d7s4h3c2d 9h6h3s3c2h Qs8h8d3c2h JsJhJd7s5d 
KcQs8h3d2h 9h8c4s3d2c Qh8h7c4h2h Qs8h5h3c2h 
Th7s4s2s2c Qs7c4s2s2h 9d8h7s7h7d Tc5s4s2s2d 
Kh7s4c3c2d 5s4s3d3c2s QcJsJhJc9c 8h7s4d3c2s 
Js6s4d2h2c Jd8h4c3h2s Jd6h4h2h2c Ah6c3s2d2c 
KhKdKcQs4s Jd7d4d2d2c Qd8s6c3h2h Ts7h4c3s2s 
Qh9s3h2h2c 8h7s3h2d2c Ts8d3h3c2d Ah6s6h6d3s 
As9d5h3d2d Jc6d4h3s2d AcTd3h3d3c JhJdJc9c8c 
6s6h6c3s3c 8s4h4d3c2d KsJh7c3c2c Qd7s5s3s2c 
Ts5h4d3h2c Qh7s7c2s2d Kh8s5s3s2d Jc8h6s3s2s 
Js7d7c2h2d Jh4s4c3s2d AdJc2s2d2c 7c4d3h3c2c 
Ac8d4d2s2h Kc7d3h2s2c 9h3s3c2d2c Qc7s5s3s2d 
Jc5c4c3c2h JdTh7s7h7d TsTdTc8s7h As8h7d3h2h 
Jc9c3c2s2c As8s5s3s2s Ad4h3s3c2c 8d7d4d3s2d 
AhTs4s4h4c Td7d6d2d2c Kc8h5h3d2s Tc7h6s3h2h 
KsQs6s3s2s 7s6c3d3c2c 9s5c3s2s2d Qs9s3h2s2c 
5h4h4c3h2h Jc8h4s3c2c JsJhJc9s3h Jd7h4d3c2s 
Qh8c7c4c2c Js8s4d3h2s 9c5d5c3c2c Qd9s9d9c7c 
Th6d4c3d2d Th6c4c2s2c Ks9h5h2h2c Kh9s7s7h7d 
Ks9d6c3c2c Ah9c6d3c2c Js8d4h3d2d AdTd8s8d8c 
Ts5c3s3d2h Js8c3d2s2h Qh7d5d3c2d AhQh9s9d9c 
Jd8h6s3c2s Jc6s6d3d2h 7d4d3s3c2h Qd9s3c2s2h 
QdJc7h3h2s Ah7d4s3c2s KsJhJdJc9c Jc7d7c3h2c 
Qd9d4d3d2c 8d5d3s3h2d Jc8c6d3c2h Qs4h4c3d2c 
Jh8s7s3c2s Qd7h5s3c2c Qh9c4c3d2c 5s4h3h3c2h 
Ad8d4s3d2d Qh7h3s2s2h Kd9s7s4s2s Ad6h3s3c2h 
Tc5s5d3h2d 8d7c4d3s2d Qc7d7c2s2c Tc7s4d3d2d 
Js9s7s3s2s 9c8d4d3d2h Js7d5d3h2d 9c5c4c2s2c 
Ks9c8c3d2c 9h8s8h8c6s Ac4h3h3d2h Jc5s5d3d2d 
Ks9s4d3s2h Jd6s4c3h2c TsTdTc6d5s Qd5d5c3d2d 
Ks7c6h3d2c As8d6d3d2c 8c7d4h3c2c Jh6h4s3h2h 
Qc7h5d3h2h Ks9d7s7h7d 9c5s3d2s2h Js6h4c2h2d 
9c8s3h3d2h Ks8h5c3d2h Td7h6c3h2h Qd9d3s3c2d 
8s6s3s2h2c Qs4c3d2h2c Kd8s6s3s2c Ah5c3s3d2c 
KcQh8h8d8c Ks8d6h3h2h Kc8d4h4d2d TsThTd8c7h 
Jh8c5c3c2c Jh8d6h3s2h Qs8d4h4d3d Kc8s4d3h3d 
9d8d3s3d2c KhQh8h3h2d 8d7h4h3c2s Qc8c4c3s2d 
Jh8s6s3c2s Kc8s4d3c2c Js9d4h3h2h TsThTd8c7s 
Qs7h6h2h2d Qh8d4s3h2h Qs9d4c3c2c Ks8s4s3d2c 
Kd8d3s2h2c Jh8s7h3c2h 8c7s7d7c6d Ah9s6s3s2c 
9s7c3s3d2h 9d7s4s4c2s Qd9h4c3c2s Js7h4s4c2s 
Kd8c5h3s2s Th7c4s3s2d 9h8s4s3d2s KdQh7d3d2d 
Js7d6s2h2c Ac6h6d6c3d Kd7h6c3s2s Kh9d5d2d2c 
Jc6s4c3c2h AdTh4s4h4d Kh6h3h2s2c Qc8h5h3d2h 
KhKdKcQs3s Qs8h6d3h2c Ts8s7s3s2h Td7s7h3c2c 
Ac6d4s3d2d KcTsThTc3h 6d4d3d2s2c Ah8c5c3c2c 
Qd9h7s3h2h Jd7c4d2h2d 9h7h3h2d2c Js8c7d3d2h 
Js6d4s3h2s Qh7d5c3d2d Qd4h4d3s2d Jh7s4h3d2h 
8s7s4c3s2s Ah9s5s3s2s Qc9s4d3s2s Tc7h4c3c2d 
KdTsThTc8s 6s6h6d3h3d Qs8d4d4c3d KsQc7d3d2h 
KsKhKdTd3d Ks7h3c2s2d Qc7h4s4c2c Qc7s3s3h2h 
Td7h3s2d2c Js8h7s3c2s Qs4h3s2d2c Ah9s6s3c2s 
Kh8h4s3h2c Qd5d4s3d2d Qh8s6c3d2d 7s6s3s2h2d 
KhKdKcTc3c Jh8d4c3d2s Td8c7s3c2c Td5s4c3h2h 
JhTd9s9h9c 9c8h4d3s2c Tc5h5d3s2s 8s7d4c3c2c 
Kd4s4c3h2c Ad9c6s3h2s 7d4d3d3c2s Ks8d6h3c2c 
9c5c3s3d2h 7h7c4s4h4c Ac7s4s2h2d Kd9c5c3c2c 
Jh6s4h3h2d 8s8h8d6s5h Kh9h8h3h2h Jc7c4c2s2c 
Ad4s3h3c2h Jc7s4d4c2c Tc4d4c3h2s 7h4d3s2s2c 
Js7h4d4c2h 8c7s7d7c6s 8c7s4d3h2c 9s5h3h3c2d 
Kd8s6s3s2h 8h8d8c4h4d QcJc7d3c2c Qd9s9h9d6h 
Kc8d7d2s2d 8d7h4d3d2c Kc8s8h3d2h KhKdKcTh2h 
Qs9c4h2h2d Ah8d4d2d2c KhKdKcJc5c Tc4s4c3d2h 
Qd7h7c4h2h JhJdJc9d3c TsThTc9s5c Jd4d3h3c2s 
9s8s4s2s2h Kc8c7c2h2c 8s4h3s3c2d Kc7h6s3h2d 
Jc8h6h3h2d Ad4c3s3c2h Qc6h4c3c2c 8h5h3c2s2h 
As9h5h3c2h As6s6d6c3c Ks9h7d3d2d 8s6s3s3d2h 
Jd6h4h3h2s 9s7h4c3h2d Ad8c7c3c2h KcQc8c3h2c 
Ad7s4h3c2s 9c7d4h3h2h Kh6d4s2s2c As9h6h3c2h 
Jh5s3h2h2d Kc8d5s3h2h Kc9h7s7h7c Qs9d7h3h2h 
7h4h4c3d2s Jc8s6d3d2d Kh9c7c3c2s Qd6h6c3h2h 
KcJs7s7d7c 9c7d3s3h2s 9d7c4s3h2d 9h8d3h3c2h 
Th8s3s3d2c 9h8c4d3h2h 7d4s3c2h2d KsKhKd9c4s 
ThTdTc9s7d Jh8h4c3h2d 9s8s3s3d2h Ks8d5d3h2c 
Td9s9d9c6c KhQc8h8d8c Ts5s5c3s2h Qd9d3h3c2d 
Qd6h4s4h2h Qs7s5s3s2c 7d4c3s3h2s Jc8c4s3c2h 
Kh8s5s3c2d Ad4s3s3h2s Ts6c4c3c2d Jh8c7c3d2c 
Jd8h6d3d2d Qd8d7c3s2h 9d5s3s3h2c KsKhKcTh2h 
5h4c3d3c2c 9s7d3s3h2c JcTd9s9h9c Jd5d3c2s2d 
Qh7d3d3c2c Ah8d4c3d2s KcJsJdJc8h Jh6d4h2s2h 
Jc7h6d3s2s Qh6d4s3s2c Jh7d5h3h2h 9h7s3h2d2c 
Jh8s4d3c2c Jd8h7c3c2c Qd7c3h2h2c Jd8s3d3c2h 
Kd8s6c3c2c Jd6d4s3h2d 9s7h3s3d2s Jh8d7s3s2s 
AhKh8s8d8c QhQdQc7h4d Ts9s9h9c6c Qs7s6s3h2d 
Qh7s7h3c2h Jh7d7c3s2d Ad8c4s2s2h 9d5d4d2s2c 
Jc6d3s3c2h KsQc8d3h2h Kc8s5h3d2h 8s5s3s3h2s 
Ad5c3h3c2c Kh8s8h8c6s KsKdKcJs4s JhJdJcTh7h 
Kh4s3d3c2c Qs6h4d3c2d Ks8s3h3c2d Tc4s4d3h2d 
Qh8d4s4c2d Kd9h6c3c2c Jd7h4s3s2c Ac6d4d3d2h 
Js5h3d3c2s Ts5h5d3h2h Qd7s5h3s2s Ks7h6c3h2d 
Td5s5c3h2s As5h3s3h3d Qs8s7s3h2c Kc8d7d3s2h 
9d8d3d3c2h 7d4h3s2d2c Tc6c4c3h2c KcJs7s7h7c 
QcThTdTc4h Qc7s6d3h2d Qc7h4c2s2d 7c4d3s3h2c 
Qh7d7c2s2c As9d5d3d2d 9c7s3h3d2h Js7d6s2s2h 
Jh7h6d3h2s Jh8c6h3h2h KsKhKc5d4d 9d7h3h2s2c 
Ah8s6d3c2s Jd7d4s2h2d Kd7c4d3s2d Qc9h7h3s2h 
8s6c3s2s2h 9d7d4d3h2c Jd8h7c3h2h Td5h3d3c2s 
8h7c4h3d2h Qd7c3d2d2c Qs9h7s4s2s KdQs8h3c2h 
Qc9s4d2h2d Td5c4s3h2s Qd4s3c2s2h Jd9c3c2h2c 
Ac7s7h7c6d Jc8d7s3d2d 8c7s4s3s2d Kd8c6c3c2s 
Th6c4c3c2c AsQhQdQc2h Jd7s7h3c2s 9c6c3s3h2c 
9c6c4c3c2h 9d7c4h3s2d Qd5c3s3c2h 8d5c3c2s2c 
7c4c3s2d2c TsThTd9s8s 6c4s3d3c2c Qs6s3d2h2c 
Js8h6c3d2c Js7s6h3s2c Kh8h6h3h2d Th4s4c3d2s 
Ad8h6h3s2h 9d7h4d2s2d QsTd7s7h7d Tc5h4d3d2d 
KdTsThTd2h Qh9h4h2s2h Ah6c3s3c2c 8d4s4h3c2s 
Ts5h5d3s2s Qs4s3s3c2h Td5s4c3s2s 8h7s4s3s2c 
Qd8s4d3c2d 8c5d3s2s2h 9h8h4s3h2d As8h5c3c2c 
Ah8s8h8c4s Qh4c3h3d2h JsJdJc9s4d 7h4d4c3c2s 
Jc7c4d4c2s KhQc8d2s2d 9d9c5h5d5c Qc7c6s3c2d 
5h4h3h2s2c Qh7h6h2s2d Kc8c4c3s2d Kc8s7s2s2d 
Js7s4s4d2h Qd7s7h4h2c Qd9s7s3c2h As7h6d3h2h 
Qc9d7d2s2h Kc7s7d3c2c QsQdQc7d4c Tc5c3h3d2s 
Kc8h4s4d2h Qh8d6s3d2d Ah7s7h7d3s Js9d7d3d2d 
AhQh7h3h2h Tc8s8d8c6d Qc7s5d2h2d JdTsThTc7c 
As9h6h3h2d Jd8h3c2s2d 6h4s3h3d2h Ks8c6d3h2h 
9s9h5s5h5d Kc8h4c3s2c 9h5d3h2s2c Jd6s6h3d2c 
6s6h6c5h4c 9s7s4h3d2s 9s3s3h2d2c Qd9h4s3h2h 
AcJh6s3s2d 9s7h3h3d2c Kh7d6d2s2d 9d6d4d3d2h 
Qh7s5s3d2s AdJh6h6d6c 9h6s3s3d2s Tc8d7c3c2c 
7s3s3d2s2c Ts6h6d3c2c Qh7s7d4d2d Kc7d4c3h2c 
Qh8d4h3h2s Td5c4h4c2c Qh6h3c2s2d 9d3d3c2h2d 
8d7c4s3d2d TsThTd9c7h Kh7h6h3c2h Qs7s4h3d2c 
Ah9d6c3s2c Qs9h7d2h2c Ks5c3c2h2d Qs5h5c3d2d 
Qc6d4h3s2s Tc7d4s3h2h Jd7s6s2h2c 8s7c3s3d2h 
QdJs7h3c2h Qd9c3h3d2d Ac9s6d3h2d 9h5s3s3c2d 
Kh7d5d2s2d Kh8c5c3c2d Qc4s3h3c2c Ad7s4h3c2h 
Qd5h5c3s2s Jd8s7d3d2h Qs8c3d2s2h Js7s4s4h2c 
9s6h3d3c2c Tc8c7c3c2c Kc8d7d2h2d Qh7h4c2s2d 
9d7d3h2d2c KsKhKc8s5d 9d8c4s3s2h As7d6c3c2c 
8c4s4c3d2h 9s5h3s2d2c KhKdKc5s2c Qs5s5d3s2s 
9s7c4h3h2h Qc8c7c3d2s Js6c4s3s2d Kd7h6h2h2c 
Qs8d3s3c2h 9s5d3s3h2s 9d7h3s3d2d Ad7s6h3s2s 
Th7d6d3s2d Qc5c3h3d2c Kc5c4c3c2c Kd7h5h3h2h 
Ah9s9c3s2s Kh5d3s2d2c Jh7h6s3h2c Qh8h4c3s2h 
Ad9d4d3d2s Qh7s6c2d2c 8s5d3c2h2c Ts7c4c2h2d 
7h3h3d2s2h 9h6h3s3h2h KhQd8d3d2d Qc8c4c3h2s 
Jh8d4s3d2d As8c5c3c2c 4s4d4c3s3d Ac8s7s3d2s 
Qd9h4h3h2c 9h7h3h3d2s Qd8h6h3c2s Ah7c6d3c2c 
Ac5h3s3h2h Kc6s6d3h2h Kd8s8c3h2c Th6h3c2s2d 
Kh8s3d2h2c Js7c6s2h2d Qc8c4c2d2c Ac9d5d3s2d 
Kd8h8d3d2c Qs6d4c2h2c Ad6s3h2s2c KsJh7h3h2h 
9d7h3h2h2c Jc8c4s3d2c Qh7s7c4d2c AsTh4h3h2h 
Kd7c6c3h2c Qs9c7c3d2h Jd8c5c3c2c Kh9c7c2d2c 
QcJd7d3d2h Qh9c4s3d2d Js5d3d3c2h Jd5c3s3h2c 
Qc7h6h2s2d Ac5d3h3d3c Ts5h5d3h2c Kh9h9d9c6c 
Kc8s8h3c2c Tc7s6s3d2s Ad7h7d7c6s Jh8d6s3c2c 
Ac7s7d3h2h Kc9s9d3h2d KsKhKdTs5s AsJc6h3h2h 
Qh7c4d3h2s Jc6s4c3h2c 9d7d3h3d2s Jd6h6c3c2s 
Jh6h4h4d2h Ks8h5h3c2d Kh9d8s3d2d As6h4d3h2h 
ThTdTc9s7h 9d7d4d3c2s Kc8d6d3h2d Jh8s3c2h2d 
Qs6h4c2d2c Ad8s5c3c2c Qh8d4s4c2c QsQdQcJs8s 
Ac9s6d3d2d Ac8h5s3d2d Kc9h5h2h2d Qd6s4s2s2c 
Qs9d7c4c2h Qh9d7s3d2c Tc7c6c2h2c KdQd8d3s3d 
Jc8s7h3s2d Tc7c5c3c2s Ac9d6s3h2s KsKhKcJs3s 
Jh6d4c3c2s Jh9s3s3c2s 8d7s7d7c6c 8h5h3d2s2h 
9d5d3s3h2c Qh8h7h2s2h 7d4h4c3s2s Qc8d4h4d2d 
Ad8h5c3c2c KsTsTdTc5c Th7d4c3c2s AdQsQhQc3c 
Qh6s4c3s2s Kc7h4s3c2c Tc7c4c3d2h Js5s3d3c2h 
Ks8c6c3d2h Jh7c6h2s2d 8c6c3d2h2c Td6d5d3d2c 
TsTdTc9s3d Qc9s9h9c6h Td6h3s2h2c 9h8c4d3d2d 
As7h6h3c2h Kh8s6s3d2s 7h4c3s2s2d Ad8h7h3h2s 
Jd4s4d3h2c KsKhKcQc5c Jh6d4c3d2s Ks9d7d2h2d 
Jc5s3s3d2h Ts6s5s3s2h Kd7c6s3h2c Kh6c3s3d2d 
9d8h4c3s2h 9d7s3s3c2s AsKc3s3h3d KdQc8s2s2h 
Ad9h4h4c2h Qc7s4h4c2c 4s4h4c3s3c Ks8c4d3h3d 
Ts7d3s3c2h 9d8s4c3h2d 9h9d9c7h5d Qc6c5c3c2c 
Qd6h6c3s2s Ks8s7d3s2h Qc8c6c3h2c Th5h4s4h2h 
Qs9d7c3h2c Kc7c6c3c2s KcJd7h2s2h Jh6c4h3d2h 
Qc4c3h3c2s Ts7c4d3c2c KhKdKc8s5d Th8c3s3d2d 
8d7h4h3h2c Ks8c7c3d2h Qh5h3h2d2c 9h7d4d3c2s 
Ks8d7s3s2h Td5h4s3s2s Jc6s6d3h2d Kh9c4s4c2c 
8h7s7h7c6c Qs8c4d4c3c Jh8h6c3h2s As7d4d2h2c 
6c4s3h3c2c Qd7h6h3s2c Jh7h4s2h2d Jd8h7d3d2s 
9c7d3s3h2h Qh4h3h3d2c Jd7s6c2h2c QsJc7c3d2c 
KhQh7h3c2h Th6s6d3s2s 9c6d3s3h2d 8s7c4h3h2h 
8s6d3d2h2d 9c5h3h3d2h Ks8d4h4d2c KhJc7s3s2s 
Ad6h4s3s2c Jd6c4h2s2c Qc9s7s2s2d Qs9c7c4c2d 
Qs9s7s2s2h Qd7c6d3d2h Kd6s6c3h2h Kd9d9c3d2d 
Ad7c6s3h2c Jh9d3d3c2d Kd8s3c2s2c Tc7h4s3d2s 
8s4s4d3c2h Jc8h6d3h2h KdQsQdQc6h 8c6d3d2h2d 
9s9h9c8c6h Qs7c6s3d2s 9s7h4s2s2c TsThTd9c7s 
Kc8d3h3c2s Qc7h6h2s2h Qh9d3h2h2c Ts6d4d3d2c 
Th5s3h3c2h QcTd7s7d7c 7h4h3s3c2d 8c5c3d2s2c 
Ad8s4h2h2c Qd5s3c2s2h Qs7s7c2s2d Qs9h4d3h2c 
Ks8h3s3d2c Kc9s7d3d2d Qh7d4h2s2h KsKhKd7s4c 
Kh9s7h3h2h Kh7c4s3d2c Qs9d4d4c2d KsKdKc5h4h 
Ts7d4d3d2h Js8d7s3h2s Jc8d4h3s2h Kd6d3s2h2d 
Ad6s3h3c2c As9h6h4h2h Tc6s4s3s2s QhQd4s4h4c 
Jc5c3d2s2c Js6s4s4c2s Qs8h6h3c2d 9s9h9c6d6c 
KhTh9s9d9c Ac4h4d3s2d Ah6s6c3c2c Jh8d4c3s2s 
QcJsJhJd8h Jd4h4d3s2c Ah9s6s3s2d Jd8s5s3s2s 
Kd8c5c3h2s Tc6s4s2s2h Qc6c4c2s2c 9c5c4c2h2c 
Jd9s7s3s2s Jd7h4s4c2s Kd7s4h3c2s 9c8s4h3c2c 
Qd5d3d3c2d 9s8s4s3d2c Qd9s3h3d2d 8c4h4c3s2d 
Jc4d4c3s2h Ts5h3c2s2d 5h4d3s3d2d Kc7h4s3s2d 
9d7s4d2d2c Js7h4d3d2c Qc9h7s4s2s Kh8c7h3h2s 
Jd5d4d3s2d Jh4s4d3h2c QsQdQcTh6c JsJdJc5s4c 
Qc7h5s3s2d 9d7s4h2h2c Ks9h4h4c2h As6d4c3h2h 
Jc5s3d2h2c Qd8s6s3c2h Ac5s3s3d2s Kh6s6d3c2c 
JsJhJd9s8s Jh8h6h3h2d Jd8c3s3h2d Qd7c6d3h2d 
Kc8h4d3s3d Js8d3c2s2h Kd8s7s3c2h Td8c3c2s2c 
9s7s4s2s2c 9d5d4d2s2h 7s4s4h3c2d KhQsQhQc7d 
Ad6c4s3h2h Ks8c4h4d3c Tc8h3s3h2h Tc9h9d9c6d 
Jh8s6c3d2s Js7h4s2d2c Ks9s9d3s2s Qc7d4c2s2h 
Ad6c4s3h2c Qs8s7s2s2h Kd4s3h2s2c 9d5h4c3c2c 
Qh9s7s3c2s Th9s9h9c6s Jd6s4s2s2c Th6h4h3c2h 
Ah8s7s3d2s Jd6d4d3c2h Qs7s7c4s2s Jh7s6h3h2d 
Qd9s7h3s2c Jh5h3s3c2d Qh8s8d3c2d Qs8h4d2h2c 
Ks8h4s3s2c Ac7d4d3s2d Kh8d4h3h2c Jd7s7h3c2d 
Kc8h7s7h7c AsJc6s6d6c Ks7d4h4c2c Jc7s6h3d2h 
