KdQd7s6d4h 
Jc9h7h5c2d Tc9c7d6d2s AhKh9h9c6h Ks9c6s3h3c 
KdTh9s8h5c Jh9s5d4h3s Td8d7d6s5h QsThTc7h5h 
Ad9c6s2d2c JsJd7c4s3c 8s7c6s5d2d 9c8d7d5c3c 
KsTd8c6c3d KcQs9d7c4h QhTd5h4h2d 9s8d7d5s2c 
JcTd8s8h4d 7h7c6s5s4d QdTs7h6h4c JhTh9h6c3s 
QdTsTc5h5d KdTh7s4s2d Ah9c8c6d5s KdThTc6h5h 
TdTc9d5s4h QsTc9d2d2c KcTd9c6c5c KsQh8d5d3h 
KhJh5s3s2c Jc9d7h6s5d KhQc6d4s4h TsTh8c5h5d 
Tc9d8h7s5h 8s8h5d3s3d Kd9c7s6d4h Tc9c5d4s4d 
9s7s6d5h4c Ts9s5h4h4c KsKcTd3d2d AcKsJs8h2s 
AhTh8h6d2c QcJdTs4d2h QsJc9s9h6s AcTd9h7h4h 
Jc9c7c6h5s KhTd5d3h2s Td8s7d6s3d Js8c7h4s4c 
QdJdTd7s4d KcJhTc8c2d Ad8s7s6s5h Ad8h7c6s2d 
KhQcJc5d2s AhQsJh6c2h KdQcJs5h3h Js7h6h6c4s 
QdJcTs8h3s JdTh6c5s5h Ad9h7d3h2s KsJcTc5d2h 
9s7h7c6s3c QcJh4c3h3c Qs9s9c8d5h Ts8c5d5c4d 
6h6d5h4s3s AdTh8h6s4h KcQc9c7s5d Kh8h8c7s3c 
AdJdJc6s3d AcKhJd3s3d Qh8c7d6d3h KsQdJc9s4s 
Qd8h6s5d4c QsTc8d7h5d KdQdJs9d3h Td9c6s4s4c 
AdTs9h6c5s Ks9d6s4h3h Kc9c8h8d2d AdTh7d2h2d 
KsQsJh9s3d KdQsJd6d4d Kc6d5d5c2h KsQd4c3s2c 
Qh7d6h4s4d TsTh7c5s4d JsJh7h5h4d Kc9h6d5c3s 
As9h8h7d3d Kd9d7s4s3h KdQhQc8d4d Ah9h7d6h4s 
KsQcTd9h4h AdKs9d7d4d 9s8d8c7h6c Kh7h6h5c4s 
Th9h8h6d3d KdJd7h6c4d KhTc7h6h2c KcQd9c5h4c 
AcKcTs6c3c Qs9h8s6h3s AdKh7s5c3c As8d8c7h6c 
9s8s8d6c3c TsTc9h6d4s QhJh9c5d4h Js7c6s5c3c 
Jd8d5h4h4c Ah7h5s3c2c QsTh9d6s3s QsQc9h6d4h 
Qc9h6d4h4c QcTs9d2s2d AcTs3h2h2c JdTs9h5c3h 
Td9c8c5c3d 9d6h5h4s3s JhTs5h5c4d KsQhTc9d4d 
JhJc5s4s2h Jc9c8c7h5s AhKcJd4s3s QdTh8c7s5c 
Ks9s7s7h6c AdJcTc3s3c Kh9c7s6d4h KhJh9h7h5s 
AhQs9h6h3d JsJhTc4h2d KcQdTd5d3h Jd9h6h6c3d 
AhQd8s4c2h Ad4d4c3s2c Ad8h6d6c4d QhQd9s6h3h 
Qc9d8d7d6h KhQc8h7h6h QdQc9s6h4s JhTc6s5d5c 
AsQhJc7c3d KdJd7h7c6d 9h8d8c7s6c AsTh9d6c5h 
KhJc8h4s3s Jc9c7c6d5s AsTc7d4h2s Ks6d6c5c3d 
7s7d5h5d2h AsJh9d8c2h Kd8s8c4d4c Ad7s4d4c2c 
JcTh9d8d3s Ks9c8d6s6h Qh9s8h8c3s Td9h8s4s4d 
QcJh8c7h2h QsTc8c4s2s KsJsTs8c4s KhTdTc9s3c 
JdTs9d9c4d Qs8h7c6c3s Kh9h7s7d6h QdJcTd7h3d 
ThTc7d5c4s QsJd9h5s4s AsTs9h3s3c As8d8c7h6d 
QdQcTs5s2s Ks9h9d8c7h Qs7h6s4h4c KdQsTc9h4h 
Kc8s7s4h4c AdKh8c5h2s Ad7d6h5s3d AsTc9h9d5c 
Qc9d6c4d3h Jc9s5d5c3d AcKd7d4s4d As8c4s3h3c 
JsJh3h2s2d QcTd6h6c5c AcJdTd6d4d JhJc6d5c4c 
QcTh8c5c4s 9s9d6d4s3s Qh8d6h5h5d KcJc5h3h2s 
KdTd9h6c3d KdJsTd8d5d Ks9d8d7s2d AsQs8h6c3s 
QdTd7s6h2s QsQdJs3c2s Jc8s6s6h4h AcQd9d7d6d 
Qd8d5h5c4h KcQdTh9s3s JdTh8h3d2c ThTd7c5d4s 
Js9h8h8d4d Ts7h5h5c4s AsJhJc6d2s JcTh9d5s3d 
QsTh8s7s4d Qd8h7d5h3s Qc9d8h7d6d KcQcJs7d3h 
Ad6d4h4c2h AsJd8h8c6d Kd8h8c6d3h Qs9c8d8c2s 
Th8s5h5c4c Qh9s9h8c5d Ac8d7s6h2c AsQcTc4h2d 
KcTs8h7d5h JdTc9s6s4s Th9h5s4s4d Ac9d8d7s2s 
Qh9h7d5h5d AcJs7h4s3h AsKsJs6d2h KdQh5c4d3d 
AhJs9h2d2c 9h6d6c5s5c AsKd8c5s2s QsJd9s9c6s 
KcQhJc9d3c KcJh9s9d6s AdTs9s8s4c 9c8s7s5c2h 
TsTh8c5c2h AhTd9d8d4c QdTc9d8d2h KcJcTs8c2d 
Ts7s7h5d3h KdQdJc6h3d KsQd8s7c5s Ac5c4s4c3s 
AcKdJd8h2d AsAhAc6d4d KdQs7h5d5c 9h9c8s5c2h 
KsTc9s3s2c Kd9h6c5d3s Qh8d7h5d3s Kh8d7c6c2h 
QdTsTh5d5c Ad9h8h7c2c 9h8s8d7c6s JdTd5h4s4c 
QhJd7d6d5s JsJh8d7s4s Kc8s8c6s3s Td8s7h5s3d 
9s9d6h6d4c QhTs6h6c5h AhJh3s2s2c Ad9c7s4h3d 
9d9c8c5h2h JhJd9d4s2s KcQsTd4c2h Qs8d6c5c2s 
AhTc4h3c2c KdQh9s8s6s KsKc8c7c3c Ks8h6s6d5c 
AhTh9h7h3s AcJhJc6d3c Ac9s7d4c3h Ac9h8d6h4d 
AhTh4d2d2c AhKc9c7c3d KsQhJs6d3s KdQc7h7c5s 
8d7h6s5d2s 8c7c6d4h3h 9d7s6s4h3d As7s5c3h2h 
AcKhQs9d3d Kc8c5d4s3s QsQcTs6s2h QdJh6d5d5c 
JdTs9h7h4h QdJsTh4s2c Qd9s7h6d6c QsTd6h5s3c 
AhKd7s7c2h AcQc6h2s2h Td9c6d4s3s JhTh7s4c2s 
QdTs4s4c3d Tc9h9d5c2h AsQh7h6h6c AcJc9c6h6d 
QsJs6d4d2c Kd8h8c4d4c Ac5h5c4s3d 9s9d6s5d2s 
QdJh9c5h3s AcTc5h4c2h AdKdJs6d3d AhJh9d6h5h 
QhQcTc5c3c JcTc8h4c2h Qd8s6d5h2s QcJc6d4d2h 
AsQcTd3s2s KsTh7h7d3d Ad5c4d4c3d Ac9d8h7d3h 
KcQsJc9d4c Ad9s8s8c5h 9h8h6h5s3s AdQd6h2s2h 
Ts8h5s5c4c KcTd5d3c2h 9s9h7c4h3s Qs9d7s7c3c 
KsQs9s8h4h KdJdTh5s5d TsTc7h4s3h KhTc5h3s2c 
Jh9h9c8s6h 9d6h5d4h3s Qc9s9d3s3c AhJs9h6c2d 
QdTs8d4d3s QcTc8h8d4s AdQhJd6c2d AsKs7d5s3s 
Jd9d7c5h4s Ad8h7d3h2s Ks9d7h6s4c AsTh9c7c3d 
QsQcJh9d3d Qs7s7d6s6h Kh8h7s5s2c Ad8h7d3h2c 
KhQsJh9h3d JsJhTd8h3h AsQd8c4h2s Ad9d7d6s4h 
KsTs7h4d2d 9s6h5c4h3s Ts9h7s6d2h Qd7d7c6s6d 
Ah8h7h6d5h 9s7h7d6s3h QsQdTd4c2d Qh8c7c5d3h 
TsTd7h4d3h QdJdTd8s2c Kc9h9c5d2h Ts9d8d4s3c 
KhTc8s6d5s 9c8h8d4d4c AcJdTh6c2c KdQcTs9s5s 
KdQs8c5c3s KcQdTc7c4c 9c6h5h4s3s Ah9d7d4h2d 
QcJhTd5s5d KhJs9h9c4d AdQhJs4c2h Jc9c6h6c4h 
Kc7s6h5d3c Ac8c7d6s2h Ah9c6h5c2h KdJdTd4h2s 
Th7h7d5c3d Jc8s5s5c4c JcTc9c6s3h KcQc4d3h2h 
QsJc6d4d2s Qs9d8h7d6d JcTc7s4h2s AdQsTs3s3c 
QcJcTd4c3c Td9d8d6c5h JsTs8s8h5d 8s8h7d6h4c 
QcTc9s4h3d AdTh9c7s4c JdJc7h4c3h KhQhJd6s3h 
QhJhTh8c2d Ks9c7s7c4s QdTc9s8c4h KhKd8s8c3s 
KhJsTh8h3d AhKhTh4c3h QcJd7d5s4h Ks8d7h6h2s 
Ks9c5s5c4c 8s7h7c5s3h KhQcTh7h4h Ah6d4s4d2h 
QdJhTc8d2d KsQs9s8c5h Tc8h6c5d2h Ac9s8s6h5d 
Kd7s7d5h5c KcQd9h7c4s JsJc7h7c2h As7d7c4h3s 
KsJh9s8d4c AcQdTh3c2c KdJs8d6h6c Kd8h7c6h2d 
QcTs9s7h4d KhTc8d6d2c AsTh6h3s2h AcKh8d6s3h 
QdTh8d5d4s QsTs4h4d3d QdTc4h3h3d KcJs7h7c4d 
KhTd9h7c2s AhTd6h4d2h Kd9s7h6c4d TdTc8h5h2d 
Qd7s5s4c3d 9s8h6s6d4h QdTh9s9h3c AsKd9h7c2d 
9d8h8c5c3d KhTc6s4h4d KhJc7s7h4d Jd9c7h6c3h 
Jd9d7d6h5c Ac9d7s4h3c Qs9s5h4h4d KcJh9s8c4d 
KdTs8c5s5c JsJdTh8d3d KhJh7c6d4h JhTd5c3d2h 
Kh9h8h7h6s Kd8h7s7h3d Th9s8s8d2d KdJdTc4s4d 
Jc6s6c5s4h Qd8d6c5h4s Js9d9c7h5h QcThTd5s5c 
Js7h5s5h4s Jd9d8h7h3d Th8s8h4d3s AcJd8c5c2s 
JsJc7d6s4h Ks9s8s5h4h Ts8c7h6h4d KdQcTd7d4d 
JsJc9c4d2d 9s7c5c4h3h Ah3d3c2h2c QsTc6d5s3h 
TsTd9d7h5d KcQc8s5s3c Ac9c8d5s4c KsJdTs8s4s 
JcTc7h4d2h Ac9h6h2h2c AhQdTh3h2s AhJh6s5c3h 
KdQcJd6s2h Kd8c7h5d2h KcQhJs2d2c JsTd9d6c4d 
Jc9h7s6d5h AhTd9s9c5d Th9c8c5h5c QsQd9c6s3s 
AsKs7d5h2s KsJsTc5s3s AdThTd4d3c AsTd9d7c3h 
Jc8s8d5s2c JcTs8s3c2h AsKc8d5s2s Ad8s4s2d2c 
Ks9s8c7s5d AhTc8d3d3c QcJhTs6s3s JcTc8h8c5s 
KsQc8s7h3h Kd9s8s7d2s JdTc6c5s4c KsTh8d6d2h 
Qc7s7h6h6d Kd9d8s8c3s AhJh9d4s2c KcQsJh6h6d 
KhTs7c4c2h KcQh8h6h5s Jh9s7s7d6c QdTsTh5c4c 
9h9d6s5s5c QdQcJc4c3c QsTd9s8s2c AhKd9h7s2h 
Qh7d5d4c3h KsJs7d6c4s Qd9h8h7d3s JhTc9s9d5d 
Ts8h5c4s4h Ah8h6h6c4d QdTd9s5h4d KdQh8d7s5d 
JsJd9h7s4c QdJd6h5h2d Kc9h8s7h4s Qh8h8d6s3s 
JhJc9s5d3c Kh9s5s5h4s AcKc5c3s3h QhQd9c8d2d 
Js6s6c5c4h AcQdTd4s2h KdQs9d7c4h KcQc9c7d5h 
9h7s7d6h3s QsTh9c8c5c AhTs9d7d3c Qs7h6s6d3d 
KdQdJs7c3h KhJs7h7c4d Qc9d7c5d3c KhTd8c6c2d 
KhTc9c7d4s Td9s9h5d2s AdKs6c5d2d Ts8h6s5d2h 
KcTc9s8c4h AdJh9h7h6h KhJd6s4s4d KdQd8s5s3d 
Jc8s7d5h4c QcJdTd6d3h Ad4h4d3s2h Ac9c7c6h4d 
Ah9c7d4h3s QsJcTh5h5d AsTsTh4s3d Qh9c6c4s3h 
JdTh8s8c5c Jd9h8d6c2h AcQsTs4h2d Qh9h6s5d2s 
9s7h5h4c3c JsJd9s4c2c JsJc7s5s4d Kc9s6d5h5c 
KdJdTc4h4d JhTh9h7h6h Ah8d7s6c5d KcQc8c7h5s 
AhQh5s5d2c AdKh6c5d2d QsJd4s4h2d KhQd7s7c6c 
Jh9d6d6c3h Ks8d8c6s3c AhKhJh6s2d Ac9c8c6h4d 
KhQh9h7s5d JdTh9c8c3s AsQh7d6s3s Tc8s7h5c3h 
Jc8h8c5h2d QdTs5d4s2s Qs9d8s7s7h 9s7h7d6s3d 
AcKd8s6h3d KhQhTh4s3d 6s6h5h4c3c Jc7s7c5h3h 
KhTc9s4d3h JdTh6d6c4s 8s8d7s6s3d As9c5s4s3c 
QsThTd5s5c KsJd9h8s4c KcJcTc4s2d KcQs9h5c3d 
AcKc8h5d2c QhTd4c3h3c AcKdTh7s2h AdJs9d6h2c 
KsJh4h3d2s AsJs7h3d2d 9h7d7c6h3d QdJs4s4d3d 
Ks8c7d5s2d KdQhJd6c3d QhJsTc4s2d QsQhJd8d3c 
KdQs6h4d4c KhTh9h6s6d Qc9s9h6s6d QsTs9h4c3d 
AsQd9d7d6d Tc7s5h4c3s QsQc8h5c3d 9s9c7d4c3s 
Ts9s8s5d3d Kd9h7c5d3s Ks8s7h5h2d KcJs6h4s3h 
Kd9s9h8c7s Ks9h6c3s3h AsJs8s8c3d Qd9s7s7h4d 
Ks9c7c6d5h Ac8s7d6h2c KsQh7h7d5c Ad9c8h7s7h 
AhQsQc3c2c Ac6h6c5c4s JsTs8c2h2c Jc7c5s5d4d 
9h9d8d6s6d As9s5h3c2h Ts8d5h5d4h QhTc9s2s2c 
KdJc9c4d2d AhJs7d4s3d QcTs6s5d4s Kc8c7d5d2h 
KhQsTd9d5d KhQc9h7d4s Js9d6d6c4s KhQdTc9s4s 
KsQc8s7h5s Kd8s7c5s2d Jc9c7c6s5d QdTd6h4s2s 
KdTh7s7d5d Jd8s6s6h4h Qs9c8c5c2s Th8d5d5c4c 
As8s7c6d2h KhQcJh6h3s JsTh9d7s2c QhTh9c5d4h 
KsQdTc6d3d KdJdTs4h4d Ks8h6s6c5d KcQc9c7s7h 
QdQc8h6d2s KhKc8c6c2c AdTh8h7h4h Th8d7h6s5h 
AdJd9d6s6c 9c5d5c4d4c KdQd4s3c2c Ah9d5s3h2d 
AdTh7h4s3s KdQh7s5d5c KcJs9h9c4d QdJsTh6c2d 
Ah8s6h6c4h Ks8s7d5d2h AcQd4h4c2s KdJd9d7d5c 
KcQcTh7c3d Kd9h7d5s4c KsQh9d7s4c AsKc8c5d2h 
KhQdJs9s3c JcThTd8s3c Ah5d4h4d3h KcTs9d6h6d 
Js9s7s6h5d Ah9c6d2h2d QsTs4h4d3h QcTh8s4s3h 
9h6c5s4c3h KhQcTd9d4d Qd9h7h6s5c Js6s6h5d4h 
JsJd9c6s4h QhTc9d9c3s AhTs8d3s3d Ah9h8d5c4h 
As9c6h2s2c 8s7h7c5s3c As5h3s3d2d QcTd5c4d2c 
Js8s8d5d2h QcJhJd4c2s JhTc9h8s2h Qh9c7d7c4h 
9c7c6s4s4c KhKd7d4d3d Qc9d7h7c3h KcQdJs6s6h 
As9h7s4d4c Ks7s6s5h4c JdTd9d6c3s AsKh7d7c2s 
KcQcJd6h2s AdTs7s4c3c KhJh9c8d4s KdTh7d6d2h 
QsJdTh4d2c AhKsTs5s2d AhKh9c2h2c Ah9h8d5s4h 
Qh9s7h7c3c AsJhJc8h3d Ts9h6s4d3d KdTc9s4h3d 
KsThTc3s3d KsQh9h6c4d As9s9h6h2s ThTd7h6c2d 
QhQc4c3d2d AcQdJc6c2s KdQdJc4d3d QdTc8s7h5s 
AsTh7c6d6c Qh9c6s5s2h Ac8h7c3h2s QhTd8h5h4s 
Ac6h4h4d2c Ah9c8c7d3d Qc8d8c5d3s Kd7d7c5d3c 
QcJhTs8d3s Qd9c8d6c3d AsJc9d8h2c JhJd8h7h5h 
Th8c5s5h4s TsTc8d5h5c JhJdTc7s3c AcJs7d5d4h 
KhQsJh6d3h AcQh9s6h2s QhJs9d5s3c TsTh7h6d2s 
Ks9c8d7c4d Ks9h9d5d2s Qs9s8s6h3h AhQcTd6c3c 
KsThTc5d4h Js7h5s4h3d JhTh9c8s3h JsTh9s7s3d 
KhQs8s6s5d 9s9c6h5c4d JsTd6h6d3h JsJhTs6d3s 
KsQcJs9d4s QdJc4h4d2c AcJs8h8d6d TsTd9s7h5s 
KhQs9d8c5s AhTsTd9c4c AdQd7s6h3d QhJs9c5h4h 
Kc9d7h6s4c AhKc7d5s3s Kc9h9d8s7h Tc7d5s5d4c 
JsJhTd7s2c KhQhJs9h4d 9d7h5h5c4c AsTs9s4d4c 
QcJdTs5d2h AcJh7h7d5h KdQcJs6s6h Qd9h9c7s6h 
AcJcTh4c2c Jc9s9d7h5h AdKdQd6s6d Js9s8s7c5d 
AsJh8c5d4d Ah8s7c6d5s Tc9d9c7s2s QhTc7c5d2h 
Ah4s4h3s2c 9s9d6h5h5c Jc9c8d6d2d Qc8h7s6s3c 
QcJc8s8h5d JdTs6s6h3h Ah8s8d7c6s AdJhJc7h3s 
Js8s5h4h4c KdQc5s4d3d KcQh9h5s2s QsJhTd8c2d 
Qh9c7d6s6h AsJs8s5d2c QcJdTd5s5d QsQh8d6h2c 
Jh9c5h5d3d QcTs8d7s3d KsJc8h8d5s JcTd9s8s2h 
Kd7s6h5c3d Jc7h5c4h3d AdKs6h5d2d 9s9c8s6c2c 
AcTh9c3s2d AdKh7h4h4c Qd9c8h8d4c 9s8s8h6s5d 
Qc7s5h4s3c AhJh3c2d2c Kh7s7d6h5c KcTsTd9h3s 
AsKs7h5c2s As9h4s3h3c Kc8d8c6d3d QhTs9h8h2d 
KdQc5h4d3d QcTc9c4d2d KcQh8d5d3h 6d6c5d4s3s 
Ts7h6h4d3s AsTh6s5s5d KhJsTs8d3c ThTc7c4d3d 
QcJdTs6s3s Kc9s5s5c4s Kc9h6s5d5c Kc8c6h5h2h 
Qh9d7s5s3d AdQh9h7h6h QhTs9c6h3h JdTs9s6s5s 
9d8s8c6c3d QcThTd7h5h KdJd7c6h4d QhTd8c7d3c 
Td9s8h5s2h Ks9h7h6c5d Ts9s8s6d5c KhQhJs7d3c 
Tc7s7c5d3s 8s7h7d5s3d QsTh8h4s2s TdTc8h5c4s 
JhJcTs8c3c AsQcTd2h2c KhTsTd9c3s KhTdTc9s3d 
Qs8c6c5d2s KhQdTc9c4c Kd6s6h5s3h JhTc9s9c2c 
QcJc5s4s2s Ah8s7h3s2d 7s7h6c5s5d 9d6s5s5d4c 
AcJh8s8d6h Jd9s8d6h5d KdQdJc6s3d 9d8h8c4h4d 
JsJc7d4h4c AdQs8s5h5c Jh8s8h5s2c QdJhTs4h2c 
KdQsJc9d4d AhJh6d5c3h AcJc9s9h3c Ts7d5h4s3d 
QhTc8h5h4s Qs9d6c5d2s JhTh8h8d5s Ts7h6d5d3h 
As7s5h3d2d Jd9s8s6h5c AsQh7c3s2c QhQd9c8h2h 
Qs8s5h5c4c 9s9d8s7d2s Jh9s9d7c5c KsQd8c5c3d 
TsTc7c4h3h Qs9c7s7d3d 8s6c5d4d2s JsTc7h7d5d 
QsTsTd3h3c JhTd8d3h2s KhTd8s5s5d Ks9h6d5s2d 
AsQdQc3d2d AdQsTs4h2c AhJh9c3h2c JdTs9h8h2c 
AdQcJs7s3h AdQs5h5c2d Qs6d5d4s4c Kd9s9c5c2d 
QdTc9h6d3d AcJsTd6d3h QcJh7h6h5s QcTh6h5s4h 
Qs9h8h5h2s Qd8h6h4s4d 9h8d6s5s2d QdTd8h8c4s 
KcQh8c7s3s QhTh8h8d6h JcTsTd8s3h Ts8h7c6c4d 
QhTd5h4d2d 6d6c4c3h3d 9s7s6s6c4c QdTh9d8d4c 
KcJh7c3s3h QsQcJd6h2c KdQcJh6s6h 9h7c5c4d3d 
AhQd7c6h3h JdTs7h6s2d Kh9s6d3s3h ThTd8d5c4d 
AcJc4h3h3c JsTc9d8d3h JsJd7s6h2d 9s8h8c6h3s 
Th9h8h6d5c QsTd5h4s4c AcTs8s6h4s Kc9c8c5s4s 
QhTs6s6d2h QsTh6h6c2s Jd9d9c8h6d KcJsJd6h4h 
Qs9h6d5h2s Kc8h8d4d4c Ts8h7h6d2s As4s4h3c2h 
AcJs7s6d5s KcQdJc9c3s Th9c8d7s5d Jh7h5d5c4c 
9c7d5d4s3s AhKd9d8c3d QcTd5d3c2s QdJs9h9c5d 
QdJc9s7s5s KhQcTc5c4c Jd9s8d8c2c AdJd9d7c2s 
Jd7c6d5c3c Jh9d7h6h3d JcTh9d8c4c KdTsTc9h4s 
Qh9s8s5s2h JsJcTd7s2h JsJc6h5c4c Qd8c6c4h4d 
KsKdTh3h2h 9c7d6h5c4s KhJc7h7d4s KcQc7d6c4h 
QhTc8h7h4d KdJs7h7d4c QsQh9d6c4d QcTh9s8s5s 
Tc9c8d6s4h QhQdTc5h2h Jh9s6s6d3h QcJd9s9h5c 
AhQh7d6c3h KdTc9h6c4s QcTc8c4h3h Kd9d8h8c2h 
Ac9d6h2d2c Kc8s7s6d2c 9d9c8s7c3d Kc7d6c5s2d 
KsJh8s6d6c KhTsTc8h5h AsKsTs4d3s KcQcTs9c5c 
QsTsTc5d3s AhQcJs7s3d KcJc8h4d3d Jc9h9c8c3h 
JsJh7d6c4c As9h8h8c3c KsQdJc9h2d QhQd8c6d2s 
Qh9c8h7d2d QcJc8c7c6d KdQd9d8c3c Js9c7s5c2h 
AsAhAd9d2d JdTd6d5c4h QsQc4c3h2h JsTs8h6s2h 
Js7s7h5h3d QcTs4s4h3c AsTs4d2h2d AhJc9h8h4h 
KsJs9d8s6s JhJc6s5c4c AdQd4c2d2c QcJh9d5h3s 
KhTd8s6c5s JhJdTd6c3d Ts9h8d5s2d QhJh9d5c4h 
Tc9h8h5h5c AdKc8s5d2d Qd9s6d4s3h AhTs8h3s2h 
Qc8d6c5h2d AhKd8c6s3d Ks9s8d8c2c QhTc9s7d3h 
QsTd9h2h2d AsTs9s7h4s KcJh8c5c4s AcQd5s5h2c 
QcTd4h4d3c Jd9c8s8d2s KhQd8h7c3c AsTh8d3h3d 
QhTdTc7d5d QhTh6s6d2d AdTc9c8c4s KhJsJd2s2c 
AdTh6d5d5c QcJh4d4c2h KhTs7c4c3s KhJh8s8h6c 
QdTc8d6s3h AdTc8s6c4c AhTdTc6c2d 8d8c6h4s4h 
KdJs8c7h5h KsQdTh7s3s QsTd8s7s4c AsTc9d7d4d 
QhJdTh7c3h JdTc7d4h2c Ac9h8h8d3d JsJcTh7c2d 
Jh7c5s4h3c JsJd5d2s2d QsTs6h6d2d QsTd9d7c4h 
Ah8s8h6d4h Td9h7c5c2d AcTs9s8s4h KhJhTd8c2h 
Ts8h5h5c4c QsJcTc8c3h AsTd6s5s5h Ac9c7d6c4s 
AhKhQh6s6h AsKh9h8d3h AhJc8d6s5s JdTs9s6c4s 
Kd8d8c7s2s JdTd6h5c2h Qs9s9d8c5h KhJhJd6h3s 
Qs9d8s8c4d KhQh9h7s5c 9h9d8d5s2s QsTd6h6d4c 
9s9h6h6d4c Qh9s7c5c3s 9s8d8c6c3s QhTh9c4d3s 
Qc9h9d6s6h QhTd9d7c2c Kd9s5s5d4s Qs9h9d7c6d 
KcJc7s6h6c Qs9s8h7s4h KhJc9h9d4s QhQdTd4s2d 
TdTc6d5c2h Ad8h8c7d2s KdTs8c6h5c KsQhJs8s4c 
ThTc6s6c4c KsQd6c4h3s Kd9d8s8c3c Jh9d7c6d3c 
KsQdTd8h3c Ah7s7d4c3h AcTd8s6d4h AhKcTh6h3h 
JsJdTd8c3d JdJc9c4h2h Qh9h8s7s2c KhTd8c6c3d 
AdKcTh7s2h KcJc6d4d4c AhTh4s2s2c KdQd9h9d4h 
AcQsTh3c2c KcThTd9d2s 9d8s8d6c3c QcTc6h4d2d 
9c7c6h4h4c KsQs4c3h2h AsKh8d5h2c Kh7h6c5h4d 
AsKd7c5h2d 7c6h5s3h3c AhQh4s2s2h QsQhTc5s2s 
JcTh8s8d5s Qh8s6d5h4c Kh7h6h5s4d Ad9s7c4d3h 
QdJhTd7c3d 9c7h6s5d4c 9d8s8h4s4d Qd9s9c8s6h 
KdJh9d4d2h QhTs5s3h2d QcTs9s9d3h KdTsTh5d5c 
AsTh9c7d4c JsTs5h4d4c KdQd9d8h4h AhTh6h5d5c 
Qc9c7s7d6h Kh7h7c4c3s AsQhJs6s2c Ts9s8s6d3d 
JsJc9c8h3d KcQdTh4c3c Td7c6c4s3d QhJh8c7s2s 
JdTs7c4d2s Qh9s8s7h3d QdTc9s8s5s JhJd7s7h2s 
TsTc9s5d4h QcJc6h4h2d KdQc8c6c5h Ks9h6c5s5d 
KcJd9c8s4h KhQd9d6s4c KhJd9d9c5s KsTd8s3d2h 
QdJd8s8c2s KsQh8s7d3d JcTd9s9h4h KsQhQc7d4d 
Qd9h8c7h6h AcQc6d4d2c KcJc6s4s4c Jh9c8h8d2d 
Tc8s7c6d5c Td9s7c6s2d KhTs5s3h2c JsTh8s5s4s 
AdTd9c3h3d AsKh9c7d2h Ks8c5d4s3d Th9c7d5d2h 
JsJc8c6h4c Ac9d8s8c4c KcJh8h4c3h KsQsJh9d4s 
Qc8c5s5h4s KsTdTc9h3d AcQc9h4s4d QcJcTc8d2s 
Kc8h8d6c3h KdQhJc9c3s KsTh8d5h5d Ah8s6h6d4h 
Th9h5c4s4c JhTc9s9d3h Td8h7s5d3s QsQdJc6h2s 
Qc8s8c6d3d JdTc9s7s4s Kd9s7c6d4h KcQhTh8s3d 
ThTc8c5d4c AsTd8h6d5d KdJh4d2s2h KdQcTs4h2d 
KhJcTc5s2d Ad9h6d5h2d KsTd9h4c3s 9h7s6s6d3h 
As9d7h3s2d AdTs8s5h4s Th9d8s4s4h AdJc8h7d2d 
AdJd8d8c3h KhJsTs8s5s KcTc9c7s3h Kc9d6s4c3s 
Jd9s9c7h5c 9s8h6s6c4h AsTd9h6c5d JhTsTd8c3h 
Tc9s8h7d5h Ac7s4h4c2h KsJhTs8s2d QsJsTs4h2d 
AdQcTh3d2d JhTd9c7h2s 8d7h6h4s3d Qh9d7d6s5c 
AcQhQdQc9d Td8s7d6s3s 8s8h5d3h3d KdJh5h5d2h 
AcJc7h3h2h QhJc9h7h6h QdJc6s4s2d Kc9c8s8d2d 
QhJh9c5s4h As7c6s5s5h As5d4c3s3h AsJh8d8c6h 
QsQh4s3c2c JdTc6c5h4c Qc8c5h5d4h Ah7s6d5c2h 
Qh8s8h6d3d 8s7c6c4h3s Kc9h7h7c4c KdJd8s4s2c 
Ts7h6h4c3s QcJs9h9d5c Kd5h5c4s4d KdTd7s7d5h 
Th8s6d4s4d AsJd8h5c4c AhJh8h5d2s 9d8s6h6d4s 
Qc7d6h6c3h KsJsJd9s5s AhKdTc6s3s AhQh5s3s2h 
TsTd7h5s4c AcQh7d5h4h 8c6h5c4d3h QcJh9d7s5s 
JcTd8d3c2h Jh9h8h7c5d As7h7c4d3s QcTh6s6h4d 
KsTh6c4s4d AcQc9s9c5c QcTc9s9c5h JsTh7c4s2h 
Ad9h6s2s2d 9d7d6c5s4h Qc9c7h5h5c QdJd8s7h2h 
Ac9c7d6c4h 8h8c5s3s3h Kh8h5c4d3d Qs7d5d4h3s 
Qc7s5s4d3c QsQd4s3c2c JhJdTh7s2c AsTs6s5d5c 
AsJd9c7d4h Qs7h6s4h4d 9h7d5d4c3h Jh9c6s6c4h 
AcQsTh2s2d KcTd9s6s6h KdJhJc4s2d AdQh7h6h6c 
AcTc7c6s4c Ac9d8h8c4c KcTsTh9d4s AcJc9c8c3d 
Ah9h7c6h4s KcJd4c2s2d Jh9s8h6d5h Ts9h6c4h4c 
AdQhJd6s2d Jd8s6h6d4s QdTc4s3s3d Js7d7c6d4s 
