KhTh9s3h2s 
9h6h5d3s3d JsTc6s6c2d As8c5s4s4d KcQcTc6c4c 
KcJh9c3h3c 9c7s6c5d2d Ks8d5d4d2s 9h8c7h6d4s 
Kh9c7h6h2c Qs9c7c5s2h AcTc8s4c2h AdTsTc6h5h 
KsTc7s3d2c Th8d8c7h2d KsJd8h7s4s AdJs7c6s4h 
Qs9s8d6s5s Ah8c7s4s4c Jh8d6c5h2d Jc8s8d6h5s 
QsTs6h4c3d KcTsTh5h4h QsQc7c5h3c QhTs9c8h2h 
KhJh9s9d4c AsJd9s5s4s KcQs9c7h3d JhTs6d4d2h 
Qc6c5h5c4h AcJs7h6s4d Kh6h6c4c2d Ts8s8h6h2h 
Jc8d8c5s4h Ah9s8d5s2d AdJdTd4d3d KdTd9d8h2c 
KcTsTh9d3d Kc9h7h6c2h QsQh9s8d2s Td8s7d7c3c 
KsJhTc5d2h QcTs8s8h4d Ts7s7c4d3c QcTc9d9c3s 
Ks9h6h5s2s Th9c8c2s2h Ac6d4s3s2c 9s9d7h5h2d 
KsTh8c2s2c JsJc9h8d3s Th9h8h8c2c QdJsTs4s4h 
KhQcTc4s2d 9s9c7c5h3d AsKcJd2h2d Ac7s7h6c4c 
5h5d4s4h3d Th9s9d7d5d QhTsTc5d3c QhJs9s9c5s 
Js9h8h8d5c Kc8c7d4d3h 9c6s5d3d3c Ad6s5d5c4d 
Kd8d8c7c3c Qc7s7c5d3d KcJh6h6d3d QdJd7d6s3s 
KsQhJh8c4h 9h8s7c5s4d JhTd9h5s2c 9c5d5c3d3c 
9s8d7h5d4c Th8h5d4s3s As6c4c3s2c Ad9s6h5s4h 
QhQd9d8s2d QsJc9s4c2s QsThTd5d3c AcTsTd8d3d 
QsTc5s4h3d Jh9s9h5d3c AhTd9d8c2d Ac9c7c6d3h 
Ts8h6d5c4h KdQcTc4h2s Qd7s7d5c3c QhQcJd6s2d 
Kh9c8s8d7c QdQc7s6c3c Qc8h8c5s5d 9h7d5h4h4d 
9h6s5h5c3c KcTc9c8h3s ThTd8h4d2d AsKd8h8d3c 
Jh8c7s5s3c AcQc4h3h2c JhTs7h4h2s Js9c6c4h3s 
AsQh9d4c2s QdTd8h3s3h AsQhQc8d2d Jc7h7c6d3d 
Kd9s9c6h5s JdJc6s6d4d As4d3s3c2d QdJcTs4h2s 
AhTsTc8c3c JdTh5s5d4d KhQhJh5h3d Qc8d6s4c3d 
QcJh6h4d2d 8d8c5h4d2c QhJh7s5s2c JsJhTd7c2s 
Ad8c7h5s4c QcJcTd2h2c KhJh9c3s2s 6s6h5c4s2c 
As9d8c5s3s As8s8h5s3d Ad8d6s4d2s Ts9d8h6c4d 
Qd9d8d7h5s QcJs9c6h3d Js7s7d6c3c QcTd7c5h4c 
Kc8h8c6s5c Jh8h8d5c4s Th7c5h4d4c AdJd9s5h2d 
Ts9d8s6s4h KsThTd9c3c 9c8s8d7s3d Jc9c6h5d4s 
JsJh3s2s2h KhTs9c8h3h Ac8s6h3h2c JcTh5h2d2c 
Jc9c7s7c6h AsQs7s4h2h QdTc5s3d2s AdQh6d6c3d 
QsTc9h5d4d 8s8d5h4h2d As8d7d6c5d 7d6h6d4s3h 
AhTc8c7d3s KdQsTs4c2h KsQs6h5s4s Th6h6c3s3c 
KsThTc6d4d Jd9d6s5c4h Ad8h5d4d4c QsJd8c4c3d 
QdTh9s8d3d KsJd7s6d2s Th9d5c3d3c Jc9s5s4h3h 
Jc9s9d8h5d Qh8c5c4h4c Ad9h9c8c5c KdTs5d4h3c 
Jh9c6c5h2d QhQc9h6h4h AcKh9h5h5d AdKd9h8d4d 
QsJh7h5h4c Kc8d6h6c2d KcJc8c7d4s Js9d7s5h4s 
Ah9d8c5h3h KcTh5c4s3d AsKs9h9c3s As9s9d7c3s 
Ac6d5d3c2c AhJhTh4h2d Qd9s8h8c6h AdTs9d2d2c 
Qh9s8d7s7c Kd8h7d5d3h Th9c8d4h3d As5s3c2h2c 
9d7d6s5h2s QhJd9d6d6c KhQdJc4s4d Ks7d5s4c2c 
Ts9d7c6h3s Ts8h7s7d3d AhJcTc6d3c Qc8h8d6h2c 
AhQhJh4h2s AhKc9d8c2c 9h9c7d5s4s 8s8d5s4d2d 
QsQcJc6c2d Qd8c6d4c3s KhQh8d6h4s AdKcJh4s2h 
Ad7s7h6d4d AsKsQs4s3s Tc6h5h4d3c KdQs9s6h3c 
KcJdTc7c2h As6h4d3d2s 9d7s6c5c3h Td8h7h5c4s 
KhTh9h8s2d KdJd9s9c4h QsTc8s7s5s QsQc5d3h3d 
QsJd9c3c2s KsJdTs7h2s 9h9d7d5d5c KhTs7h7d3c 
JcTc5h4d4c AdKh6s5c3s KcTs7d7c3h JsTs7h5s5d 
Kd7c5d4h2h 6h6d5h4d3d KcQdTd8d5d QhQd5h2s2c 
9d7s6c5h3h AhQs5h4c2h KdJs8h8d4c KsQc5s4h2d 
Ks9s9c4d3d KsJhTc4c3c KsTh7s4h2s AdQh7s7h4c 
8d7d5h4h2s QhJs5h3d2d Ts9d7d6s2s QsJh9s6s6c 
KcJs6s6h3h Td8h7h5s4c Ad8s5c3h3d Jh8s8c6d5s 
KhJsTd5c2s KcThTd9d2d Ah6s6c5h2d Kc8s7c4d3s 
AdKs9h9c3s KcQd5d3h2h Qc9h8d7s7d Ah5h3s3d2s 
QsJhTc8c2c QsTsTc3s3d Jc9s8h6s3h KcQcTs9c3c 
As9h7s3d3c Kd9s6h3h3d Qc8s8c6d5c Ts9c6h5h2c 
AcTc9h9c2c KdQhTs4s3c 9h9d6h5c3s Qd9d8d6s2s 
Jh8s8d7s3h QcTd7h6d4d Td9s8c6h4s 8s7d5s4d3d 
KdTd9h8d5d KdQs9d4s2d QsQh9h8d2h Th7h6c4c3h 
Kd7s7d6h5d QdTc7s7d5d AcQhJh4s2h JdTc5s5h4s 
KcQs5h5c4c Ah8c5d4s2h Ts9c8s6s6h JdTd7c5c2d 
Ah8d5s3h3c QhTh6d6c4h AcKh9h8h2s KdTh8s2h2d 
Js8s8d5h4c KcTh6h3s2c Jh9s9d8d6d JhJc7s6s4d 
Ks9s9c4h3h Ac8h8d5d3h JhJdTs5h2h As7s5s4d3c 
Qc8s6s5c2c Qh9c7h7c4c Td9s6d4s3d KcJs7s7h2c 
KdJhTd7d2s Jc9h5c4c3h AcKd9d5s5d QdJs6s4c2c 
Ts9c5d3s3d AhKc9c5d5c 9h7s6d5c3c KsQh8c5d4h 
KsTs5h3h2c Kh9h9c8h7h 9c8d5h4h4c AhJh6s6h4d 
Tc9h8s4c3s AcKs9d3d2s Kh9s8d8c7s QsQh9h5h3h 
9s7d7c6d5d AdQd8s6d3c KsQs8c6s4d KhJc7h6c2h 
KhQs6s6d4c Kd8c5d4c3c KdJhTs5c2h Ac5s3s3c2s 
Tc8d7s5h4h Ts9s7d4s3d JcTd5d2s2c KcTs8h6h6d 
QhJsJc6h3h Jd9d6h5c4s QhJsJh4h2c QhQc7s7d4s 
AhQd5h4s2h QdTc8d6s2h AcJhTs5d2d Ks9s9h4d3d 
JdTs7c3s3c KdJd6h6d3h As9c7s6h3s QhJd7d6s2h 
Ts7s6h4h3s AsKh9s9d2s Th8d6s5s2d QsJcTh3h3d 
AcJh7h5s5h Ah8s6c3h2s Ad8c5h3s3d Ts9h8s7d4c 
Ac7c4s2s2d Td9s8c6h4c Jh8d8c7c3h Ks9s6c5h5d 
Kd9d8s8d4s Th8d8c6d2c Ks8d5c4c2s Ks6s6c4c2h 
Ks8h6h4h3s Ad7c5s5d2h Jd7d7c6h3h Tc6h5c4s3h 
AsJdJc8h3h AhJs8s4d2d KsJh9s5d3s Js7d5s4c3c 
AsKcJd7c2c Tc6d5h5c4d JsTd6s6h2d Ac8h8d5h3d 
KsTc8c6c5c Js8d8c7c3s QsJc9d5s3s QsTc9s8s3h 
9h8s6h5d4c Ks9s9c8s7s KhJs8h8c4d KhTs5h3c2c 
KdQd5s4d3h Ks8d6h5s5c QsTs8c3h3c Ac6h5d5c4c 
JsTc7s4s2c Kh9s7d4d3h Qs7c5s4d4c QsTc7c3s3d 
Kc9s9d6h5s Td9h7c3d3c AhJsTh5h2h QsJh9c5s3s 
QcTc8h6d2s Qs9c8h8c6d AsTh7c5c4c AdKcQc6c2s 
AcKh9s7d4d 8d6s5s5d3c Jc9d5d4s3s Qd7c5d4h4c 
KcJsTs5h5d Qd9s7h6s5s Kc8s8d5d2c KdQs5c4s4h 
AdKh9h8h2s Th9s7h5c2s QdTsTh5s3c Kh8s7s4c3h 
KhQh7s7h5c AdQhTs3s3c KhJc8d7h4h Ks6s5h3s3h 
As7c6d5h4h QcTh6h3c2s Ts9c8s4c2d Ad9h9d8d3s 
Td8s8c6d2s JhJc9d8s3h QcTc6s4h3d AcKc9c7c3d 
AhKs9h5h4h Js8h8d6c5s QhJsJh4h2d 9s9h6h5d3c 
Td8d6h4c3c 9s9h5s2h2d 9s9h6d5c3h Jd9h7s5h2d 
AdKcJh8s3s 7s7c6h4h4d AhQhQc6h2h Qh9h8d7s5h 
9d7s7c6h5h Tc9s9c7c4h KcJhTh6h3d AdKsJc4h2c 
9s9c6s5s4d 9s9d7s5s5h Th8s7c6s2h 9d6d5c4s4c 
9h8c7h5s4d Ks7c5s4d2d Ah9d8s5h3h Kd9d9c8d7d 
QsTc9s5s3h AhTc8s7d3s Ts9s9c6s4d Ah8s8c5c3s 
Ad6h4h3d2h ThTd7c5c4s As8h4c2s2c JdTd7s6h2s 
Ah5h3d2d2c JdTc6h6d2c AsJc6c5h4d Kh9c8d7s4h 
Js9h7d5d2s Jh8h6d5s2s KdQh8d6c4d QdTh7s5d2s 
Ad8h8c6s2d KdQdJh4s2d JdTd7c6s2c Kh9c7d6s5d 
Ks9d6s6h2d Kd9d8c7c2d KcJs8c4h2h KdQd6s5d4d 
Jc9s9c8c2s Td8s6d5d4h Jc9s7d5c2s AsKc6d5h3d 
AhTh5h4c3s Qd9d8c5c3d Ts7d5s4s3d QhJdTc4s2c 
Th9c7h7d5s Tc9h7d5h4s Th9c8h7h5d KsKc5h3d2h 
Qd9d8s7c5d QcJsJh9s3s 9d7h6d5c2c Kd8d8c6s4h 
QhThTd3h3c QdTd6s4h3c Jd6s5s4d3d Ts9d8h3s3h 
Tc8d6c5d2d KsJh8d6h6c KhJs5s4d2d KcQh6h5h3s 
QdJdTd2s2h Js9s8d6d2s JsTc9d4h3d KsKhKd8h7d 
Qc8s8c6c3s JsJhJdTdTc AdKh9h5s5h QsJdTd4h2d 
AdTh8c7s3c Qc8d7d6c2h KcJcTs2h2c AcKc9s5c2d 
Jd8s8c6h5s Kh6h5c3h3c QhJs9c7h4d Qs9d8h7d7c 
KdQh8h4d3d KsKh9c3h2h AdTd5d4c3h Th8d7c6d5d 
KhJc8s7h4h 9h9d7s6s2d Tc9h5d3d3c QsTs7d6s2d 
KhTh9h8s3d QhTh9d6h4h 9c7h6c5d2d TsTc9h7h5h 
QhQcTs3h2h JdTd9s9h3d QdJc6s3d2c JsTh6s6h2c 
Th8c6h5h4s KdTd9c8h2d 9s7s6c5h2c KcJc6h6c3h 
Td9c7h5d4d Ks9h7h6d5h Kh9h9d4s3s Td9h7s6c4c 
JsJh7d5d2h 9s8c7d5c2d QsJc7s7h5s 9s8h8d7h5c 
Jd8h8c7d5s Kc9h8d7s7h KsQc7d6d2c 8d7h7c6s5d 
9d6h5s5h3d JcTc9s9h5c QsTc9h5c3d Tc8s6c5c3s 
JhTc5c4s3d KcTh6c3d2h KdQh6h5h3c 9s8d6s5c4h 
QhTd7c6c4c Qd8h6h5d2d As7c6h5d4d Tc6h5s5c4h 
JhTs9d8d4d KhTd6h5c3h QhTd7s5h2d Kc9s8h7s5d 
QhTc6s4h4d As9d7s6c3s Ts8s7h6h2h Td8c5d4c3h 
AdKd9h5d2s QcJsJd4h2s KhQc9c5s4d QcJc7s5s2d 
Ah9d6d5s4s AhJh8d3h2d As9h8d5h2d TsTh6c5h4h 
KhJcTs7d3d Jh9h9c5s3d KdQsTs4h2c AhTs9s4c2c 
KdQc8d6s4d AhTc8c6s6c 9d7s7c6s5s Tc9c6c4d3d 
KhJsJd7d3c 7s7h6c4h4d AdJd5d5c3h Kh6c5c4s3s 
AsQs8d5c2s AcQdTh3s3h KcTc7c5c4s Kd8c6s6d2c 
JsJd6c5h3d KcQc5h4c3s TsTc9c5c4h JdTc9d5h2s 
8s7s6s5s4c QdJd9d9c5h 9h8d8c7d3c KdJs8c6s6h 
AsJsTs6s3h QsJh8d7c4s Kc9s7s6s2c QhJh7s6h6d 
TsTh9h5h4c Ks9c7h7d5s Ts9s9d6s4c AdTc8s3h2d 
Tc8h8d6h2d KdTs7h7d3c QhJh8d6h6c Kc8c5s4h2s 
JsTd8d7c2h Tc7s7c6h3h Ah8h6d4s3c KdQs7h6h4c 
Ad8c6s4d3h Ad8h8c5s5h QcJc9s7c5c Jc9h6h5c2s 
KsJc9c8h5c Ac7s4s3h2c AsQdJh7s2s 9s7h7c6d5d 
QsJc9d6h4c 9d7c6d5s2s KdQh8c4d3c 8h6d5h5d2s 
Js7c5c4c3s QhJc9h7s4d QdTs9h9c2s KsTd9c8c5c 
KsTdTc9h3h AdKs9h4c2d KhJcTc8s3c Ac9d6s3c2d 
KdKc5s3h2s AsTd8c3h2s KhJc6s6d4h KdJs7s6s4c 
9s8h8c7c3h KdTs9c5d3d KsQh7h6c3d 9s9d8s6d2s 
QsQcJd7d3h KsTc6s3d2c JhTh7c6s2c QcJc9h9c5s 
AcQs9s6s5s AdQh6c5s4s 9h9d5d2h2c AcJh6d6c4c 
AcTh6s5c3c As7h4h3d2s AsTh9s5s4s Qd6h6c5h4c 
Ts9h8s7s5d Qh9h5c4c3d KdKcQs8s3s AhJh8s4c3h 
QhJhTs2h2c Qh9s7d6c5d ThTd9s3h2s 9d5s5h3s3h 
AcQc3s3c2s QcJd8s5h5c 7h6c5d4h3s AhKs9d9c4s 
AsQhJd7s2s AcKd7s5s3s Qs8s8d5h5c KhJd9d6c2c 
KhQd9d6s3c 9c6h5s3s3c QdQc5c2s2h QhTd5h3c2d 
Td9c6d5s2c Qh9h8h7s7d KdQdTh2s2c As8d7h4h4d 
AsKs6d3h2c Js8h5d4h3s Qh9h8d6h5h TsTd9c8d4h 
Kh9c8s7d4h KhQs7c6d4d Qh9c8c5h2h QdTh7h4c3c 
KsJdTc5h2d KsQhQc7c3c QsTs6d4h3c QcTd8h4h2d 
AhKhJd4h2h KcJh7s7d4c Ah9d6c5d4c KsTs8c6h2d 
Js8s8d6h5s AcKdJs7d2d AhJsTc2d2c QdTh7s6h4h 
KdQh6s6h4c QhJc7d7c6c AcTc5c4h3s QsJs9s9h5c 
QdJh6s6c5c Th8s8c6c2s QdTs5d3h2s Tc9s9d6c4h 
QhJc9d5c3c AsQs8h6s3c Jc9c7s7d3d QdTh5d4c3s 
KcQs6d3s3d KdQd8h6d4s Kc7d7c5d2h KhQd5d4s4c 
Ks8c6s6h2c AhQh7h4s2s 8d7h5h3d3c QdJc9s5d3d 
JdTd9d5c4d KcQhJs4h4d Ad7h6d3s2h Jd7s5s5d3c 
As9s5h4s3h 8s8d7c3s3c AsQs3s3d2d Js9s7h7c3h 
KsKh8c7d3c QdJs9s9h5s QdTc7c4s3s QhQc9c8s2c 
Qh8s7c5h4d KsTdTc4d2c KcTh7s5d4s KdQc5h4s4c 
Qh7s6c4h3s Kh9d8c7d5s KsJs6s6c3c 9c8s8h7s5d 
Ts9s8s6c5s QcJd6d4h2h AcTh6d5c3c KsJd9d8d5h 
AhQd7s7d4c QsTs7s5s4c QhJc6s3h2c QcJd9c3h2h 
Jc8d5c4d3h AdKc9h9c2s AcQcJc4c2h QsJs9s7h5s 
QhJd9h6h6c Td8d7h6c2h JdTsTd8h3d QsJs8h6s3h 
Jh9c7d7c3d JhTc7s3s3c AdJd9s5c2d KhJs9h7h3d 
KhJs7c4c2h Jh7h7d6c3c KsQh7d6d4c TsTh9s7c3d 
KsQd9h3s3h Td8c7d6d5d QhJc9h7d4s 9s9d8h7d5d 
AdQs9d8d3d KcQc8h8d5s Ts9h7c5s4d KhJs7h6s2h 
Ts6s6d5d4s QdJhJc9d2d Ac6d5s5c4c Qh8s7d5h4c 
Th9c7s6s2c QsQh8s5c3s Qh8h5h5c4c Ks6c5h3s2c 
KdJd8h6s4d AhQs6h4c2d QdJh9s9c5s 9s8h8d7h6h 
QsTc8d8c4h JcTc7h6s2h Ac9s6d3c2d Th9s8d7h4c 
JcTs7d5s2d KcJdTh7s3s QdJh9h6h6c 9s8d7s5c4h 
AdKh6s2d2c KsQcTh5s2s AdTd8s8h2d QsJd3s3d2c 
QdJsJc9s2s Js8d7s6h3h 6d6c5c4d3d KhJs8h4c2c 
QcTc5s5d2s AcQd8c7s2c QsQc7h7d4d QhTh8c2s2c 
Kc9d7c4d3d Kd7c5d4s2s ThTc9c7s3d Ks9d7d6s2d 
AcQdJs6h3h JdTc8c5h3s 8h8c5d2h2c As9d8h8c6h 
JsJh9c8d3s AdKs9s4c2c KhJc9h6h5h QcJc7c6s5c 
AdQh9h8s4h Jc9d9c6d2d 7s6c5s4d3h KhTdTc6s4s 
Ad9s9h7c5c As6h5s5d4s Ad5d3s3h2h KcQhJh6h6d 
TsTc9d7s3h KhQdTc6d2s QcJsTh3s2d Js8h7h6h5c 
Th9c7s3s3h KsJd3s3c2d KdTsTc8s5s KsQd9d5c4h 
KsQhTd4d3c Ad9c6s3d2c KhQhJd5s5h KcQs6s5s3h 
Ah9c6h3c2d KdJd6d6c3c JsTd6c4c2s Tc9h8d3d3c 
JcTs9h8h4h Tc9s8d4c3d Qh9c7d6s5d As9d8h5s3s 
KhQsTh3c2d KhJsTd8c2c QhJh5s5h4d QsTs5h5c2c 
KsJs7s7c3c Qh8s6h4s3c AhKc6c4c3s KsTc9h6d4d 
9h9c8s5d5c KsJs9d3c2c QhTd7h3s3d 8s6d5s5d2h 
8h6s5s5h2d QcTh7h4d3d Ah6s4s3s2h Tc8d8c3h3d 
AsJc7s6d2h Ts8s8h5c2c Kc7h7c6d5c Kh9c6d3h3d 
Kd8d8c6d5h KcThTc4s4c Qd6h6c5c4h QdJs5s5d2d 
QcTc5h5d2d KsTs9c8s5s Ac9s9h8d6h JcTh9d6s3d 
Tc8s8c3s3h AhKd9s3s2d AcKs9s4h2h Jc9c6s5h4d 
Ks9s7s6c5s Qs8c6s5c3s 9h8s7s6d6c KhJd5h3d2h 
9d8d6c3s3c Kh8s8c7h3c KsJd6c5d2c QcTh9d5h3s 
Td8d5s4c3c Qd8s7s4h4d Jd7c5d5c3s QhJd6d4s2s 
Qh9s7s7h3s QhJs9s9d5s KdQc5d4h2s Ts9s6s4d3d 
AdKcTs6c2c AhKh7s7d3h 9d9c7d5h2h Ad9d7d6h3s 
Qs8s8c6d5s Tc9c7h6d4c AdQd6s6c4d Ah4s3h3c2s 
JcTs9c5c4c AcKh8d6d4d Ad7s6h5c4c Tc9s8h3h3c 
Ks8s8d6c5s Kh9s6s5h2h QdJd5s5d4c JcTs7h3s3h 
KhJc6s6d5d Kh8d6c5s5h Jd8s7c5c3s Td9s7h5s4c 
Jd9s9c5h5d Jc9d8h6s6c JhTsTh3c2d KhTh9d8h5h 
QhTc7d5h2d Jd9c7h5h2d JhJdTc5h2h KdTs8c3d2s 
Ks9s8s8c4c KsTh9d5s3s JsJh6h4d4c Ts8d7c6c4c 
KdQd7h7d5c Qh9s9c7d6d JhTd9s5h2c Td9s8s2d2c 
KsTs5d4d2s QsJh3s3h2c KcQsTc5c2h KhQc8d5c2d 
JhTc9s6d3s Td9d8s6c4d KhTd9s6c3d ThTd5d5c4d 
KdJc7c6c4h AhTh8c4h2s As9s8d4c3h Td9s8d7d5h 
Ts9c7c6s2s KcJdTc6c3c QhQd6d4c3d QhQd9d7d3s 
As5s3h3d2h KdQs8h4d3h AhJdTc5s2s 9d8h8d4h4d 
QsTh7h3s3d Tc9s7d5s4h 8c7c5s4s2d 9d8h7d6s4c 
Tc7h7c6d3d Td8s7h7d3h TsTc9h7c3d AsKh8h8d3c 
QsJs8c6s6h QsJd9h9c5c JsTsTc8d3s AhJd9h7s2h 
Kd6h4s4d3s 9s9h7d6d2h Qs8s6c5s3c Qd7s7d5h3h 
Qs6h5h5c3s AsQc8s6h3s AsQd8h7c4c Kc8h7c6h2h 
Ts7s6d6c3d Kc9d7s6h5s KsKc9d3c2c AdQs8h7c4c 
ThTd5s5d4d 9d9c7h5h2d 9s9d6h5c3h 9d6s5c3d3c 
AdTsTd8d2d 7h6h6c4s3c Qs8h7d7c6s Ks9d8d7s2s 
9s7d7c6h5c JcTh5h4s3d AhKh9d8h4h QcJh9s9d5s 
QcTc7c5c4s KdQcTh5d2d QsTh8d4d2h KhQcTd4d3s 
KdJh6c5h2c KcQd9s6d4h AdQsQd6d2d KdQs8c5h4s 
Td9d8h6c4d KsJc7c4s2c KcQd8s5h4d AsQc8h7d4d 
Ac6h4c3h3c QhQcJc9c2c As8d8c6h2s As7s7c6s2c 
KdTd5h5c2h AhQdQc8s2s Qc9h9c7c6c Td9d8h8c6d 
9d8h5c4d4c Ad9h6d4h3d 9h8h8c7s5d JsTc9h9c5c 
Ah7s4s4h3h 9s9d7d5c3h AsJhTh6c3h AhQc5d5c3s 
KdQc9s6c4h KdTc9h6c3s Kc9c8d8c4d ThTc7s6d4d 
Jd8s7s4d4c TsTc9h8s4d TsTh6s5d4s TsTd8h4h2s 
KsQc9s7h3d KsJdTh5c2d JsTh8h5d5c Ah9s9c8c5c 
9h8s8c7s3h AdJcTs6s3s Ad9d8h4c3s Ah9d8h5c3h 
Jd9h7c4d4c QsJh8s8c5s Jd9d7s7c3c QhTs9d5c4c 
KdJs7d6s2d KsQh7c6d4d Jh7d5d4d3h Td8h6c5s4h 
Ts6s6d5c4c KcQc4h4d2d KsJhJc6h3d KsTc9h7h4h 
QsTh6s6c2c 9d8h7h6s6c ThTc8h7s4h Ac8c6c4s2s 
QsTc7c5s2c As7s7d6s2d Qh8s8h6c5h AsJdTc5h2h 
AsTs7s3c2c AdKc9h7s4s KdQs8h8c5d QhJsTd8d2d 
AcKdQd6d2s Jc9s9h8s6s Th9c8d6d4s Th9s9h4s2h 
KdTh8c2h2d AsKd6c5h3c AsKd9h3h2d Kc8h7h7c2h 
AdQdJd5d3d Qd9h7s5s5h Th9d8h4s2d Ac9d8c5h3c 
Jh8d7d6h3c QsJd9d3d2s Jh6d5d4h3s JcTs5h5d4d 
QhJhTh2d2c AdQh5s5h3c QdJc8s7c3s Ah6h4d3c2c 
KhQhTd2s2c AhJhTh4h2c Jc9h8d6h3d Jh9s9c8s6s 
JhTc5s5d4s Ad6h5s5d4d QsQdTh3s2s KsQh9h6d3c 
As7s5c4s4d 7s7d6c4h4d AhJs6d3d2h Ac8s7d4s4d 
KsTd9c8s3s Jh8h5d4s3s Th9s7h7d5c 8d7c5c4d3c 
KhQsTc8c4c KcTc5s3s2h KdTc6c3h2d KdTc5s5h4d 
Ac9s6s5h4h 9s9c5c2s2h QsQd9h5h4h QcThTd5s3d 
KdTdTc7h3d Th8d6c5s4s As8c6d3s2c QhTs9c8c4d 
QcTc9d5c3s JcTs6d6c2s QsJhJd4c2h JsTd5s4s4c 
QdTs9h9c2h Tc9h7c5h2d 9s6h5s5d3d QdTh7s6s4s 
Qc8d8c5s5h Ad8s8h5h5c KcJs9s6d2d Jc9h9c5d3s 
KhTs9c7d4c KsJs7h3h3d Jh8c7c5c3h Ah9c8d5h3h 
Jc8d7c6d3h QdJc8s6s6h QdTs9d5d3h QdTs7c5h4h 
Ah9c6c5d4d Jd8h7h5d2s KdTc8c6c5c Kh7s6c5c4d 
Kh8d6d4h3d AsJc6s6d4s QdJhTc4s2c 8c7s7c6d3d 
KdQhJd4d2s AdJc7h6d2s Tc9c8s6d4c QsTs8h8c5s 
9d6s6d5s3s QdJdTd4s4c QsTh7c5d4d QhJcTd8d2d 
KhTd8d2s2h QsJc7s6s5s AhKdQd6d2c 8d7d5c4c2h 
KdTc8s2s2d Jc8s8h7h3c KdJh9d7c4d JdTd5c3c2h 
Qs9d7d6d5h JhJd7d5c3s QhTd5s3d2h 9h8s8c7s5d 
9s9d6d5c3h 9s8h5s4h4c Ts9h8d7s4c 9d9c7d5d2c 
KsQd6c3d3c Kh9h8d6s6c Qs9h8h5s2s KdJsTs6s3h 
Js9d8d7s2d Kd9s8h7s7c KcQd9d8h5d TdTc7c5d2s 
KsQhTd7c3d TsTh5s5c2h KdThTc9s3s JsTsTc8h2s 
Td7h5d4s4h Ks6c5c3h2s QhTh9h9c3d QsQcTh5d2h 
As4h3h3d2s AhJsTd5c2c AsKcTd6c2c JhTs7s7d2h 
Th9s7c5s4d 9h8s7d5h2d Ah9d6c3h2c AsTd7c5c4c 
KhQd5s5h4h Qs6s5h4h3h TdTc7c5s5c Ad6d4s3h2h 
QsQc8s5h3s KhQc8c4h3h Kd9s6c3d3c Ad8h7h6s5h 
AcKdTs6d2d Kc8s8h7c2h QsTd5s3h2d JsTs7d5d2s 
KhJh5d3s2s Kc7h5d4h2c JcTh8h6h4h KcJd7s7h4c 
Qh9h8c7d5h KhJdTs5c2d KdJc6s6c3s Ad6c4d3d3c 
Ks8h7c6c5d 9d6h5c3d3c KsJhJd6d3c Kc8s7c5c3s 
Qc6h5s5h3c AcKdJd3d2s 8h6c5s2h2c Ts9s7c5h2c 
AdQs9c6h4s 7s7h6c4d4c Ad8d6s4c3h Kc8c5s4s4c 
KsTs9h8s5s AcQc8c7h2d As8s7s7h6s Jd8h8d6c5d 
KsQd8h8c5s AhKh7s6h3h 9s7h6h4h3s KdQhTh8h5h 
QcJh7d7c5c Qc9h7d6h5h 9s8s8c7h5d Ks8h8c6d4s 
QcTs9h9d2s Jh9d7s5s2h 9c6s5d5c3s AcThTd5s4s 
AhKd5c4c3s AdQhJd5d2d QcTc8s6h2d Jd9h6s6h3s 
QdTd5h5c2c AcKh9s3s2h 7s6h5s4d3c KcJcTs2d2c 
QcJh5h5c2c QsTs9s8h4c Jd8s8c5h5c QhJh7d6h6c 
KhTc9d5h3h Jc8s5h4s3c KdTs7d4s2d 9h8d7s6s2d 
Kh9c7s6d5s JhTc7h5s3d JdTh7s7h2d Jc9h7s5c2s 
Ac5c3s3d2d AsTc9d4c2d KsTd8d5h2h Kc8h8c6c5d 
Ks8h8c6h6d KdTs6s5c4s JcTh6h6c2d QhJd9s9c5c 
9h7s7d6s5s Th9s8c7h4d QhJsTc3d3c AdKd7s2h2c 
KhTs8d6d4c KsJc7c6c4d QcTsTd5d3h QdThTc7s4s 
AcKc9h5c2s AsJd7s6c2h Jd6c5c4d3d KsJhTd7c3c 
AhKd9d5d5c AcKs9s8s2d Ad7h4h4d3d Ac4h3d3c2h 
Jh9d5d5c4c AdKhQc7c2s QcJc8h6d6c Ah9h9c8h3s 
AdKhQc8h2h QdTc8h4h2c AcJsTd2h2d JsTh6d4d2s 
AcTh9h8d2h KcQh9d6d5d KcQd9s3s3c As8d5s4s4c 
Kc8h8c7h3h 9h7h6s5c2s Td9c7d5h2c AsJh7d7c6d 
Kd6h4d4c3c Qc8h7h7c3d As9d8d8c6h JcTs6c4d2d 
KcJh8d6d3h Kc8d8c6h5c Jc6h5h4c3d Jd6h5d4c3c 
9d9c7d5s3h KdTs3h2s2d KdJhTd7s2d KsTc9s3c2s 
8s8d5h4h2s QcTs9h8c2c KdQs7s6s4c 9s8h8c7c6c 
QdJc9s7d4h Kd7d6s6h5c AcKh9d3d2h KsKh8d7c3d 
Ac8s4d2d2c 8c6s5d2s2c Jc9d6c4d3s JsTc7h5c2h 
AdQcJc4c2s Ac9h9d8d5d AdTh8s3c2d QsTs9d8c2s 
