Jd7s7d5s3s 
Ac9d7h6c3c KhJc7c6d4c Td9d8s7c4h 8h7d5s5d3s 
Tc8c6d5h4c Ac8d7c4h2s JsTd8c5d3h Kh7h7c6h5s 
Qs6c5s4c2d QsQc6s5s3s Th9c5c4d3d Kh5s4s3h3d 
AsJc9s6s3h Kd9d6s6h2s AdJs8s7s4s AcQs8d6d4h 
AcKs9h2d2c KhQh9c4d4c 9s7d6s5h3s Ah4d3h3d2s 
TsTc7h6h4h KdTs6d3s2h KdJs7s6s5s QsQd8h7c3d 
JsTd8s4h3c KhQd8c6h4h JcTc5d4c3s AhKs7s5s3s 
AdJh7s6c4h QcTh7d5s4d QhTs7h5d2d QhTc7h5s2s 
Jh9c6h4s4c KsQd5s4s3h KdJc8c6s3s Kh9h7h6h5s 
Td9h5d3s3h JhTh9d9c2h AsJh8c4h2c Kd7d6s5h3d 
QsJd9s2s2d Td9h8d2s2h Kc7c5s5c3s AhQd7c6s4c 
QdJs9d5h2c As8c7c5d4c Kc6h5c3h3c Ks6d5h4h4d 
Ah9d4s4d2h Td9c6c5h2h Qd9h5h5c4c AsKc7s6s2h 
KcQs7c6c4c Js9h7s5c4d Jd8c6d5h2c KhQh9d2s2d 
AhKdJh8h2h QdTc8s7s4s Ac9d8h4s3c Ah9h6c5h4d 
Tc7c6d4d3d AhQs6s5s5c QsQcJh3h2d QhTh5d3d2s 
8s7s6c5d3h Qh8c6h6c3d QcJs7s4d3d AhQs9d5h2h 
As9d7s7h3s JcTd7h4h2d Kd6s5d3h2h QcJsJc4d2c 
7h7d6c5c4c Kh6c5s3s2h Th8s8h7s2s KcTd9h3d2h 
TsTc8s5s5h Ad4h3h2d2c Kh7s5s4h2s KcQhTs8c2c 
Qc9s8s8h2h AsTc9s4s2d Td9s8d2s2c Td8d6c5d4s 
Qh9h5s4c3c KhJh9h6s2s 6s6h5d4d2s JhJd5c4s4c 
QdTd6h5d5c AdJh9d5c2d Ac8s8h3s2c Td8d7d5s3s 
9d9c8s7s3d Qh9c8s5c3s Jh8c7d6c5c KcQh8h8c3h 
JdTc6h4s4d 6s5d5c2s2d Jh9c6d5d2h JdTd7h7c4d 
Ts8h8d4s2h Kc7h5h5c3c Ac6h3h3c2s AcTh7h6h5h 
KdQhJd4s4d AdTs8d4d2h KsJhTh6d3h QcJc4h3h2s 
QhTd9c8s2s KsKc6h3c2c AhKcQd4s2s KdJdTd3h2s 
AcTs8d7h3s KcJd9c3s2s JsTh4s3d2h Kd9d8s5s3d 
AdKd7h3h2d 8c6h5d3d3c KhQd7h6h4h AhTh8s4d2h 
Kh8c6h6c3c AdJh9c5s4s 9s8s8d7d2d TdTc9d8s2h 
KcQd9h7h5s AhTc6h5h3d KcTc7h5c4c AdJs9h7c4h 
JdTs7c4c2s 9c8s8d5s5h As9d4s4c2c 8h8c7c5s4c 
Ts9s6h5d2d KsJs9s5c3d Kc5d4d3s3c Tc6s5s5c4d 
Jh6s6h5s3d JhTd6s4h4c KdQdTs5d3d QhJd3s3d2h 
Kd6h5d3s2s Js8d6s5c2d Qs9c6d5h4s AsJs8s6h3d 
7c6s6h4c3s Qc9c6d5d2c 7h7d4h4d3h Ad5s4s4d2d 
KdQcTs8d3d Kd8s6d4s4d Td9h7d6s4d Jd9c8s6s2c 
Ks9s9c5s2c KdJh4c3c2d Kh6s5c4s3c Kd6d5h4c3s 
AsKh5c3d2h Qs9s9d7c2d 7h7c6s5s4s KcJc5s5d2d 
7d7c6h5h4h 9s8c7s6d2d Qs9s8d6c4h KhQdJd4s4c 
JdTh9s4d4c AsQd5h4d3c KdQd8s5d4h QhJcTh3s3h 
KsJh4d3d2s Ah9d9c8h3h 8s8c7d6c2s Td9s5s4c3c 
KsQh8d8c6d JcTs4c3h2s KsJdTh8c3h 9s9h8h4d3s 
AhKc7h6h2d QsTs9s7h3d JsJh7c4s2h Ts9s5s5h3h 
QsTh9d8c4d 9d6h5h5d4d Tc8d7d5c3d Kc7c6h5s3c 
Ad9d9c8h2d KcQcTc4d2s KcQd6s6h5s AsKd9d6c4d 
AcTd9d6h3s Tc9s8c2s2h Js8s8c7d3c 8h7h6c5h4h 
Jd9c6d5s4h 8s7s5c4h2c Ac4s4h3c2s AhTh9s6h2c 
QdJc7d5h2h JsJc8h4h2c AcTd9d7d3h QcJhJd8h3s 
QdTh6c5s5h 9c7h6h5d3s As6s6c4c2s JdTd5c4d3h 
QsQc8s4d3h JsJh8h5d3c Jc8d7h5h2c KdQd9s4s4c 
JsJc5c3c2s Js6s5h4c3c QsTd9s7s3h Ks6h4h4c3s 
KhJh9c4h2c KhQs5d3d2s Kh7c4h4d3c JsTd9s4s3c 
Ts6d5c4s3c QdJd6d5s3h 7s7c6d5c2d KhTd9c8d5d 
AcQc9h4c3s Th9d8s6h4h AdTh8d4d2s 9h9d7c5s4d 
Qd8h7s6c5c JsJh4s3h2d Kc8c7h7c3h Qs7h6c4c3s 
Ts8c6d5d4h AsQdJd7h2c AcQh6h5d4h KsJc8h6d5d 
QdJs5d3s2d Kh9c7d5d3c KdJc8c3d2h QcTh8s2s2c 
7s7h6c5h2c AdKh7h4c3h QdJs9s8c2h KdQc5d4d3s 
As9s6d5h2c QhQdJh5h2h JsJh8c5c4c QsTh8d6c2s 
QcJh8h8d5h KsQcTd7d3h 8s6c5h3s3h 9h7h6s5h4d 
9c7s7c6h5d KhJsJh7c3h KhQc7d5c2d AdQh9h5s4h 
Kd8h6s6h2d JdTs9h4d4c Kd9h7c5s5d Kh7h7c4s3s 
Th8h8c4c2d As9c7h6d6c AdQc9d4d3h ThTd8s8c3h 
Td9s8d2s2h Kd5h4h3h3d Qc9d5c4d3d AcQs8h6h4d 
Ts8s7s5c3c KdQc9h7s3d JhJc7d4c2h As8d7d6h4c 
KhQs6s4c2c AsJh7c6d6c KcQcTd7s2h JhTh7s5h3c 
Ad9h6c5c4h Qc7c6s6c4s AhTc5h3c2h AhJs4s4d3d 
KcJcTc4h4d KhTh8d4d2h As9s8d6s3h QhJs5h3h2s 
Ks8s6d5c4s JhJc9h5s3h Tc6h5h5c4s AsTc9d5h4c 
9d7h7d5s5d Td6d6c5h3c Ah8c7s6s5s JsTc5s3c2c 
Kc9d9c8c2d QdTh9d7d3s Kd6s5c4s4c Ks5s5c4h2h 
Jc9d7s7c6c AhTs8c4s2c KcJsTd8h2d 9s7h6c5c2s 
Qh9s8h8d5c Kc7s5d4c2d AdJs9d5h2d 9d8h7d6s2s 
Qc6h6c3s3h KcJc8s6h6c QdTh5s5d2s AdJd5c4d3h 
Qh8c7h6s3c TsTd8h7h5h Qd8c7d5s4h AcQc9s9c2d 
9h6d5c4h3d KsKh8h3c2d Jd9d8h8d4h JsJc9c3d2d 
9d7d6s4d3s AhJh9h5d2c KhQcTd6s3s KsQd9c2s2c 
9h8s6d5h4c AsJc8d6c2d KdQs8h4h4d AsKd9h4d3c 
KcQhTs6d2h KhQc8h4h3c Js9c8h6h2c Qd9d8s8d7d 
AdJs4s4h3h Qc9s8s5h3h QsQcTs8s2s Ts7c5s4h3c 
Kh8d6h4s2d AsQs8s6h2c KsQd9h5s4s QsJs9c6s6h 
Qc7h7d6c3d JsJh7h7c3d JhJc9s3s2c QcJh7h5c2c 
KdTd7h5s3d KhQd5s3s2d Ts8s7c4h3c Qs9s9d8s5c 
KsQh8c4s4c AcKs9d5h2s Kd7s7h5h2d QcJhTs4s2d 
KsQs8s6h4d JhTh7s7c4h KdJc5c2d2c JhTd7d5s5c 
ThTc7h6s3d KhJhTh6h3s As7c5c4d3d 9s6s6c5c2h 
AhKsKhKd8c Td6h5d4h3c KdTc7h3d2c 9h8s8c5s5d 
9d8h8d6c5d QdJh9s6d4d Ah9h6s6d3c Qd6h5h4d2s 
JhJd4d3h2c KhJd3h2s2d Tc8h7d5c4s 6c5h5d2h2c 
QsTc9s9h5s Kh8s6c4c2h Js9d7h4h3s 9d8s8d7s2s 
KdJd8h7d5d QsJd8d6d4h QcJh7h4s3s Td8h7s5d4d 
QcTs6s6d5s TsTd8c7c5c KcJh8s7s2h QcTh9c7c3d 
As6s6h4c2d JsTs7h5s3d AdQs8h7h4h KsQd7c5c4c 
AcTs6d4h2c QcTh9s6h3h Jd8d6c5c3d JdTs8h8c4h 
QhTc9s9h5h 9h9d8c7c3d Jd7c6d6c4d 9c8d6s5c4h 
Ts6h5s5h4c Jc9h8h6s2s Ad8s7s5h4s JhTc7s7h2s 
KhTs9c3s2c Ks9s8d5s5d As9s9c8h2s Ts7c5h4s4c 
KsQs9h4c2c JsJcTs6d2h 8h7d7c3d3c Qh7d6s5s3d 
KhQd9c8h4s AsTh5d4h3d JsTh8d5h3c AhJh9c6d3h 
KcQh8d6d5d AcKd9s4d3h Jc9h6c5s4d Kc8s7s5s2c 
AhKs5h3h2c QhTc9s7d4d AcKd6c4c2s KsQs8s8d7s 
Jh6h5d4d3c AhJc5d4c2d KsQc6h6d5d Tc9d8d4d3c 
QhTc9s9d5s KhTc8c3d2h Jd8s7h6s5s KsQc8h8d6d 
AdJd5s4c3d AhQd8h7h2s Th9s7c5d4h JsJdTd4d2h 
AsQs8s6c2h JsJh9d3d2h KsQs9s6d4h AsTc5h4c3h 
KhJc9s7c4d KhQc6h5s2d Qc9s9h2s2c AdQs7c6h4c 
Js9s7s7d4d Qh7s7d6h3d KhTd6s5c4c AhQd8s3h3c 
KsQhJh9h3d KhTs7s3h2d Qc9h9c7d2h KsTs6d3h2h 
Qh9s9d6c5c Th8h8d7c5s 9c8c7h5s4d KsQs9s6h4d 
KhTc9c6c5c KhJh9s4d3c Kd9d7d6d5s AdKh7d6d3d 
KsJd9d5c3h JsTd6s3s3d KcQcTc6c3d QsJh8s6c4s 
JhTh7s5h2s Kc8c6h5s4c QhTs7c4h2s AsQhJh7d2c 
KsThTd6h3c Ac9s9d8h5h KcQdJc2s2h Ks9d9c6h6d 
KhQhTh4c2d KdQhTs7s3c 9s8d7s6h2h Kh8d7h5h4c 
QsJc9s3c2c 9s6d5c3s3d AsKh7h4d3h Ts9s7h6c3s 
Js8c7d5d2s 5h5c4d3h3c Kc8c7c5s4h KsQc7h5h4h 
Kh8d6s4h2s KdTsTh6s3c AsQh8h6h4c KsQc3s3d2d 
JhJcTd4d2s Ts8d8c4s2d AcKh9h6s4h KhJc8c6d3d 
Td9h5h4s3s Ad9d9c4s3h 8h7h6h5s4h 8s7s5h4d2h 
Ts8h6s6h3h KhKc4d3d2s AsQs9h4s3c Qc9s6s6c2h 
As9h6s3s3h 8d7d6c5s3h Qh8d7d6d3h KdQd9d8d7d 
Kc7h5c4h2s 9h8c6h5h4d AhTh9c6h2s AcKsQh3h2h 
KcQsTd4s4h ThTd6h2s2d AhJc8s6c2s As8d6d3s2d 
AdQsJs7c2h AhTs9s7s3c JhTc9h4d3h AdKd9d4c3s 
AhQc6s6h2d KcQc5d3c2d Qs9s9h7c2h AhJs8c4c2s 
Js9h8s8c5d Kd8h7d5d4c Kd7s7c5c2d Tc8s8h6d5d 
Ac9h4s4h2c TsTd9h6s3s Ts9s8c2h2c Ac7s5s4d3d 
KcQcTh8c2s QcTd9c7h3c Kc6s6c4d2s QcTc8d7c5c 
Ah9s7d7c5d Kc5h5d4d2c AhJh9c6s3h JsTh7h5d5c 
JsJdTh8c3c Ac7d5h4h3d Kd9c8h4d4c JhJd4s3h2d 
QdJh8s4h2s Qs7d6d6c4c KhJh9d5h3c Ah9h7s7d2c 
7s7d4d3s3h KdJh6h3s2d Qs9d6d3s3c JhJd7s4d2h 
AhJs9s8c4s 9d8s6c5d4h AdQd6d4h3s KcQd9c6c4s 
AdQs9d4d3c 9s6s5d4d3s Qc9c8s6d4h KcQc9c6h4d 
8s8h6s4d2d Jh9h7h7d4d Ks8c6d6c2s KdJs9d8d5d 
AcTs8s5s5d AcQh8s3d3c QsQd5c4c3h JhJc6s5c3d 
Kc8c7h5c4s Ah9h8s6h3d KdTsTc7s3h KdJh8s7s2h 
AhQc8h7h2d Ad7h6d4s4d AdKs9h2d2c QsQcJd8d2h 
QsJs9d6h4s As9c8s4s2c KsQs8c4d2d AdJc9c8s4c 
KdQsJh7h4h KcTs8d7h4d AsTd6s4s4h Ac7h5d4c2s 
Js9d8d8c2c Kh6d5c4d3c Ah9h6s5c2d JcTs7h7d4d 
JhJc9h7s3h QsTd8c6h2s Tc8c6d5c3d Th8h7c4s3c 
9c6h5h3s3c Kd8d7d5s4h 8c6h5s5h3s KsJh9s3c2c 
AcTs9d8h2d Ad9s8s7s5s 9h9c7d5s4h Qc7d5c4s3s 
QcJs8s6s4d AhJs7d4h2c AhJdJc4s3s 9s6s5h4h3s 
Ah9c8h4d2s JsJd9d3c2c Tc6h5s5h4s JsTd4s3h2d 
Js9h7c6h6d Jh8d5h4c2d QdQc8s7h3c Qc8d7c6s6h 
AhQs6s5c4s QcTs8d2d2c 7h6h6c4h3c Jc9s6c5d4h 
ThTc9h8h3d QsJc9c4h2h Ac9s9h8d5d QcTc8c4s2s 
KsJcTh8d3h 9d6h5h3s3d Qd6h6d3s3h QdJd8d7d5s 
9s9c8d7d3c As9s8d6s3c Tc8h8c7d4s AsJh5d4h2d 
QcTd8s7s4s 9c6c5h4h3c QdJd7c5h3s 7s7h6d6c3h 
JsTh6d6c4c AcQs8s6d4s AhQh9h9c2d KhTd8h2s2d 
8c7c5h3h3d Th8c7d6d2c Ah9h7s7c2d AsTh8c7d3h 
JsJdTs7s3s QsTd4s3s3d KcQc8c6s4d AsQd5d4h3c 
Jd6d5c4c3s KdJhTh6s3h Kc7h5d4c2d KcTh9s8h5h 
AhKsQd4c2c Kc7h5h4c2h Kc8s7d7c2s KcJs6h4c3d 
Qd7h6s4s3d QcTh6s4c3d Qd9s8s7d2s 9s7d6c5h4c 
Kd6d6c4h2c AdJs7h4d2c Kd9h8s4h4d Qs6c5c4s2h 
9s6c5c3s3h QhJc9c4d2d 9d7h6s5c4h AdQc8s6s4h 
Ah9s9d7h3h QhJs8s8c5s KsQhJd9h2h Qd9d7h6s4c 
Kd9h8c6d4s AsQs8s4h4c KsQhJc8s2d Ah9d8c4s3h 
Tc8s6d4s2c 8s7s5d3h3d AdQd5s3h3d Qd9s9d7c2s 
Th9c8h4c3c QcTs9s4h3d KhJs8d6d5d KcQhQd7d2s 
QcJd8c6h4c AhKh9h4d3c 9h9d8d6s4c AhKs9c2h2d 
KcTs6d5h4h KdJs8s3d2c AdTh6c4s2d KsQdJs4s4c 
Ks8h5s5h3c KdQsTs9s2s Qc9s9h6d5d 8d7d6s6c3s 
JcTs7c6c2s Th9c6h5s2s Ts8h6d4h2s Ac9s6c5c4h 
JsTc6h4s4d 8h7h7c4s3c KcJsJc7d3c QhJc5s5h2s 
AdTh4s4c3d Qc7h7c6d5s KdJdTd6d5d KdQd7c4h2c 
KsTh4h3s2d Js9d7h6d6c Jc8s8c6s2h KdQs7c5c4c 
JcTh8s8d4s KcQcTc4h2d Qh9c6h6c2d KcTh8s7d4s 
KcQdJc4s4c Qs9h8h8d2d KcQh6c3h2h JsJd9c8h2d 
AdQc7c6s3h AdKhTh4h2c KdQdTs5d2c Js8s8h5d5c 
KhJc6c5c4s KcTh9h7s3d QsTc7d5h4d QhTh7s6h4h 
Qh9d9c2h2d KsQcTd5c2h QsQdJs9s3s Jc8d7h6d5d 
Ts9s8h7c4d AdQc5s4c3h Td7d6d6c3c QhJhJc4s2h 
Ah7h5s5d4h KhQcTs3d3c Qc9h6h6c2s KsJc8h6h5h 
Kh7h6d5s3h Td8s8d7d2s Ah4s4c3h2s Jd7d5s5d4s 
JhTs8d4h4c As5s4h4d3c KcTd9c5c3h Th9h8c3d3c 
7d6d5h4c2h AdJcTs7c2c JdTh6s5c3d 9h7h7c6d5s 
AhKcQc7c2s 9d9c8s7s3c QsQh5d4d3c JsTd4c2s2d 
QdJh9s5s4s Kh9c8d6h4s Js7s5c4h4c JhTs6h6c5h 
KcQdTd7h3d KdJdTd4s4h AhJc9h5s2h JhJd9d7s3d 
As8h8d3s2d AsQsJs6s4s Qh6s5s4h2c KhJc8h4c2c 
QsQhJh8h2d Th9c7s5d4h AdQd5d4s2c Jc8c6h5h3c 
JsJc8d7h4d TdTc5d4c2h QsQc6h6d2c 8h8d7s6d2h 
Ah6d4c3h2c KsQd9c6d3h Kd6c5s4c3s KhKd9d3d2s 
KsJsTd4s3s Th9s8h4s3s KdTh8d6s2c Qd8s7d5h4c 
QdJd9h6d6c Ah9c8d4s3h 9c7c6d5c4s Qs9c6d4d3s 
QsTh9c5c4c AcJhJd5h2s Jc9h9d6h5h Kh9s8c6h4d 
AcJd9c5c3c KsTc7c3s2d Qd7c5d5c3h Tc7h6d5c4s 
Td8d7c4s3c Td8d7h4s3h Kc8h5h5c3d JhJdTh4h2s 
KhJs4c3c2h Kh9s5s5h4h KhQcJd7d4d QsJsJh4d2s 
JsJd9c8h2s QsTd7c4s2d Ad8c7h7c6s KsQs8d7d3s 
Kc9s7d5h5c KhTc6s5d4s KdQh7s5s4s KdJs6h6c5s 
QcTc9c4h3s Kd9s9d7h4c AsTs9s5d2c KhJsJh6c3h 
KcTh8c2h2d ThTc9h8h3s KhTc8c3s2h Td9d5d5c3c 
Kh9h6s6d2s Kh9d8c4h4d Ts9d5s3h3d KdJh9d3s2s 
AcTs6c5c3h Ah8c7c5s4c Ac6d4h4c3s KhJhTh4s4c 
Ad9h9c8s6s JsTh8d7s2c QsTd9h8c4h Kh6d5h3c2d 
KcTc8s4s2c Th9h9c3c2s AcJs7c4h3c Ts8s8c2s2c 
Kc6s5c3d2s Qd7h7d6s5c Td7d6h4h3h QhJs8c3s3h 
Th8s6c4s3h KsJc8h7h2c Ks8c6s4s4c KdTh6c5s4s 
KsTc6d5d2c Kc8c7s6c3s Td8s8d4h2s 7d7c6s6h3s 
8h6d5s5d3s KdQs9d5d4h AhTs9h5d2h AsKc6s4s2h 
AcTh9c6c2d KsTsTd2s2h JdJcTs7h3h AsTc9c6h3d 
KcQc9s2s2h AhKsKhKd2c KhTd9d7s3c JhTc6s4h2s 
TsTd9d6d4d KcQsQd7s2h AsKsQs8s4s AhKd9c4h2s 
Ah9s8h4c2d QdJd9d6s4h Ad9c5s3h3d 9d7h6d5c3d 
QhTh7s5h4d 9d7h5d4h3d Qd9s8d8c5h JsJc9c8c4d 
AhKcQc8c2s As8h8d7d6d KhTs5h2s2d Ts8h6c4h3s 
KcQs8d6c4c Th8d7c5h4h Jd9c8h5s4d AcTd8c7c3c 
Jh8h8d6d2s Th8s7d6d2s KhQd7d3h3d 9c8h6c5c4d 
Jc9h7h7d6h Js8s5h4d3h As9d7h6d6c Td9d7h6d4s 
QsJd8d8c5d JdTd7c5d3h JsTs7s5h3c JsTh9s4s3c 
Ts8d7c5h4c Jh9h8h8c4c 9d8s8c7d6d QsJhTs2s2c 
Jc7c5d5c4d Qc8s6h6c3h KhQh8d4s3s AsTc5s3c2s 
9d8d7c5h4s Qh9s9c2s2h QdTs8c6h2d Kc7h7c4s3s 
As5s4h4c3d 8h8c6h4c2h KdTh6d5s5d KhJh9h6d2d 
AcTc5c3d2d QcTs5h5c2h As9s5d3s3d AhQh9c4h3d 
Kc5h5c4s4c Qh7s6s6d4d Ah9h6s5c4h QsTd8h8c5h 
Kd6s6d4h4c AcQh6d5s3h Qh6d5h5d4h Tc9c7d6s3c 
AdKsTs6s2h AdQd4s3c2h KsThTd7s3s KdQd5d5c2c 
AdQh8s3d3c AdQdTd5d2h AsQcJh5h2h JsJh9s5c3s 
KcQdJh9d2d 8c7s7c4d3s 9d8d7s5h4c JsTc7c4s2c 
QhTd9h7c3h QsJh7s5c4s Ks8h7d6c5h AhQs8s6c4s 
Qh9h8d7h5c KdTc9c7s3h KhTd6s5s2d JsJd9d6h4d 
QhJd6s6c4h Qs9s6h5h2s AhQd6d6c4s KdQd7d4h3h 
Qh8d6d4h3c AcJc4s4c2s QdJc9d5d3s Kh8s7s5s2h 
QcJsJd8s3h JdTd5h4d3c Kh5d4d3h3c Td7h6h5s4c 
JcTs6h4d4c KhQc8s4s4h Kd8d7h5d4c KdTc5d2h2c 
Qc8s5h4c3s 9h7h7c5s5h Qh9s6c5d4h KdQsJh6s3s 
9s6c5d4d4c 8d7d6d5s4d Qs8h8c5s2h KhQcJc4s4d 
QdTd7c5d4h 9h8h7c6c2c QhJh8d5s5c AsJs5s4d3h 
Ks9h8h6c5d Qc7h6c4h3h KsJd3s2h2d QdJc8d6d4s 
AsKh9h6c4h AdTc9h5s4c 8s7s6h6c3h 9c8s8d7c2d 
Ks9h7c5c3h KcTh6d5s4d Kd6s5d3c2c KcJh8h3d3c 
Th7s5d4s4h QsJd5d3s2d ThTc7d5s4s 9h7h7c4c3d 
Ac8s5h5d3c AsTs8h7s3s KcQh8h3c2s AdKh6d3s3d 
Ac9s8d6h5d KdJc5d4s4d KcJs8s3d3c Ks9s9h8s2h 
9d8s7d6h2h QdJsTs3s3c KhQd9s7s5c KdQc8c3d2s 
Qc7c6h4h4d Ah8s8d3h2s AdKcJc8c3c Td8h8c5c2d 
JdTd8s5c3h Qc8h7d6s5s QhTs8d2h2d Ad9h8s6s3h 
KcQc5h3c2h Js9s9h6c2c Jd8c6c5d3d Jd6d5s4c3c 
KdJcTs8h2s 9s9d7s6d2s Qs9s9d7h2d KsTd5s2d2c 
AhQs8d6d4c As9c6d5d4c KsQs8c4d3d Td9h6s6d5c 
KdJc8s6s2c KdQd8s4c2c Ks5s5d4s4c 8s6c5s3d3c 
QhJc5d5c4s Ks8s8d7d2d KdTc8s7h4s AcKh6c3s3c 
KcQcTd5c2h QdTs5s5d2d Th9h8d2d2c AcJh9h8d4h 
KhJcTd6c3c KsQsTd5s2h AhQs5s4d4c KcTd8d3s2c 
KhTh9s4c2d AhKd9s2h2c KsQs8s6c4d AhJs7c6d2h 
JsJd9s7c4s AdJd9h9c2d JsJc9h8d2c QsTh8d7d4d 
9s9d7c6h4c QsTc8h8d5d 8c7d6c4d3d As8d7h6h5h 
JhJd9h6s4h QhJsJd9c2c QhQcJd3d2s QhTc8s7s4s 
KhQs9d8h5h JsTh8c5d5c AhQc8h7h2s QhQcTc8c2c 
Jc6d6c5d3s AdTs6h4c2d AsQhTh7h3h Js9h6s6h3h 
Qh9h8s8h2s Th6s5s5c4c QcJs9s4d2d KhJd8c6c2d 
AhKd9s9c2d QcTc6h4s4d AdTs9d5c2d Jd6s5h4h3d 
Qc9h8h7c2h Qc8c6d5c4s Ts8s7c4c3d AsJd9d8c4d 
Qc9h8s5s3h QsTd9c6d3d KcTh8d6h4h Jd9c7s7d6d 
9s7s5c4c3c AhKh8s6h2d JcTd7s4d2s 8h8c7d6c2h 
AdJh9d5s2d Jc9s8h8c5d KhJc9s5h3h Jc9h9c6d2d 
KhQdJc5c2s KsQsTs4d2h Jh8d7d6d3h Th9d8h3h3d 
Js6h5c4c3s QsTh9h5h4d Qh8d7s6c5c Ts8c7c5d3d 
KhJh8s6h6c Qd9s7s5c2d Qc6s5h4c2s Th8c5h5c3s 
9h8h7h6s2s AcQs5h4s3d Qd7d6h4s4h 8d7d7c5h5d 
JhTd6s5s4s KhQcJc6c3s Ks9d7d6d5h QdJs9c5c4c 
7h6s5c4c2s Qc8d6d5d2c AsKdTh4c3c ThTc7h5d2c 
QdTs7d6d5d Js6s5h4h3d 9h8h6d4h4d Jh9d7d6h2s 
KcQd9h8c4s 6s6h5s4h3s JcTs8c5d5c Ad9s5c3h3d 
QdTh7c4d2h Jd9s7h7d6d KhTh6s3c2c QhTh7d5h4c 
QsTs6s5d4s Jc9d7s4s3c JhTs7h7d2d Jc8d7s5s2c 
KsKh9h3h2c 9h7c6s5d4c Tc7h6h5s4d Jd8d6h5h2h 
KdQc9h7h5s As9s6d5h4s 8d8c7d5d4h 6h6d5c4c2d 
TsTh9h5d3c KsQc5h5d3s KdJs6d4h3c Jh9d8d4h2s 
KcQc9d3h2d 9h9c8c6s4d KdTs9c3s2c QhJh7h6h5s 
AsKh9h5d3h 8s7s5h3h3c KcJh7c4d2d JdTc7s7h4s 
KsQdTc6h3h 9s8h8d7s2d AhQh5c3s3h AhQdTc6s2d 
AcJc9c3s2s Th8h7c5c3c KhJh9c4s3d QhJh6h5s3d 
QdJcTd2h2d QdJs5d4c3d Th7h6c4c3c AdJc8s6c2s 
AdKc8c6c4c AsQs6s4c3d Td7s6s5c4h Jd9h9c6h5h 
Ad4h3h2s2d Qd9c8c5s3s JhJd4d3h2s QsJs8h7h3h 
Kd9c8s6d4h Tc8h8d4c2d KcQh9d2d2c Kc7s7c4h3h 
Jc9c7h6s6c Qc8d6h6d2c AcKh9d4h3s KdQd8c5c2d 
9d6h6d5h2c KdQhJc5s5c KsKhKc5c4s KcTdTc2h2c 
QcJd5h5d2h AdKhQs3s2s AsQs8s6c2d Ac4h3h3c2d 
AhKsJs8s3s QsTs7c5s4h AdQs7s6h3c AdKd9s7d3d 
JsTd6h6c4h Ad9s7h6d3d QdTh6d4s4c AdKhTh4h2s 
Ks8h8c5c4h Td9c6d3d3c KdQd9c6d4h QdTd5s3s2h 
QhQd8c7s3h AdKs5c3h2s KcJs8d6d5d AdKcQc8c2s 
Ts9s7c3d3c 9c8h7h7c3d QsTh7s5c2c AdJd4s4d2s 
QsTd8c7c4c KsTc8s2d2c 9c6c5s4s3c AcJc8c6s3d 
9h7h5c4c3c QsJd9h6h4c QhJsJd8d3c Tc7s6s5h4d 
KdTh9h7h4s AhTd9s9c2d Tc8d5d5c3h JsTd6c5h5c 
KdQdTd8c4d 8s7s7c5s5d KdQcTh7h3s Ah9c8s6d5s 
Jd7s6s6d4d KdTsTd5h3d QcJh5c4s3c JhTd7h5s5c 
JsJd9h8d2c AsJd7h5d3c Tc8d6s4s2c Kc8h6d4c2d 
KsQd9c7c5h AcJs9h3c2d QcJd8h4d2h QcJc7c6c5h 
Kd8c7d5d4h Td8s7h6h2s AcJd9d8h4d AhKcQc7c3c 
9h9d8d4c3h KhTs9s5d4c QcTd9s8h4s KdTh8c7s2d 
Ad8c7d4h2s 7s7h4s3h3d KsTs7h5c3s Ah9c5d3s3h 
QhJh8s5d5c Th9d7d3h3d JdTs7s6s5s Td8h8d7d2h 
QhTd9c6d3d Qd9d8d8c7d KsTs8s4h2h Ah8c6c3h2c 
Kc7d7c6c5s KdQd8h5d4c QhTc7d7c2h KdJs6s3c2d 
Qc7s7c6d5h AcTc9c6c4s JcThTd5d2s Ad9s7c6s6h 
Ks8h7c5s4s KhJc8s7s2c Jc9h9c6s2s AcQcTd7c2c 
Qh8d6s6h3s As8d5h5c3s Qh9s8s8d2d AcJc7s5c3c 
Js7s5d4h4d 8s7d5h5d3h QcJh8d4h2d QsTs6h5s3d 
Kd8h5h5d3c AhKh9s5d2h QdThTc4s3c Jh9d8h6d2h 
TdTc9s5d3h AsQs4c3d2h KhQsTs9s2s Ac9s8c4s2c 
Tc9s8d3s3d QhTh7c4s2c 9s7d6c5h4d 9c8d7c6s2s 
Tc7h5c4s3h KhQs6d6c4s QcJhTd3d2s JdTs8h5s3c 
Ts8c7s4c3d AhKs9d2h2c AsKd9c8c4h KhQd8d3h2s 
AsTh8c4h2c Js7s5s5h4h KcTh9s3h2s AsTd9h8c2h 
KsTc7c3s2h KsJdTc8h2c 9s6c5s5c4s JhJc9h7d3h 
7s7d5c4h4c AhJs9c3h2d Qc9h6c3h3d Kh9d5h5d4h 
9s7h5h4h3s 9d7c6c5h3s AdKc6d3s3d KsJc5s2s2c 
QsTh8d4h2d JdTd9d4s3c AhQcJc7s2d AcQc8h7c2s 
KhJs8s4h2h Ah6s6h4d2c KcJh8c4h2h AhQsJd5d2d 
Js6s6d5d4s Ts9c7s6h4s QsQh8d7c3s 9c6h5d4c3h 
