9d5d4h2s2h 
9h9d8c4c3c Tc8d6d3s3d Qd7s7h5h3h QsJc7h7d3h 
KsQd3c2h2d QcJs8s7s3s Kc7h7d6s3s Ah8s6d5d2d 
Ac7h4s4c2c Kc9d5c4c2s KhJc6d2s2h Qd8c4s3c2d 
5c4h3s2s2c Qh9d7h6s2h QsJc8c7c3c Jd9s8d4d2h 
Ts8s7h7c3s KdQs8h4s2c Ac8s6h6d2h Ah9h7c3s2h 
TdTc7d5h2d AcJsJhJc9d Qd4s4d3h2h 8h7s5h5c2h 
Jd8h5h4h3s Td5h4h4d2h Js9h9d4h2c Th8d6s4d2d 
Kd9h6c5s2s QsTc5h3h2d AsJh6h4c2d As9d6d4c2c 
As9s6d4c2s 8s7s6h3s2h AhJc6s5c2c QhJc4h2h2d 
Ks4c3s3c2s Ts7h6s5s2c Ts8c7s5s2s Js8h5h4h2c 
Qs9s7s5d2h Qd6s6c5h3h Tc8c7h4c3c Ks9s6h3d2c 
Ks9s4h3h2h AhTd7c6c2c AcTh8d3h2h Qs9d8d4h3c 
Qs9s7s5s4s Jd9d6d5c2d Qh7h6c4h3h Jc8h6c4s3c 
KdJc8s8h3c Jc9s8c2d2c JhTc5c3c2c 7c6s5s3h2d 
KcJh9s4d2s Th8h7d7c3h Ac8d4c2h2c Ks7h4d4c3s 
Kc8d7h5h3h KcQd6h4h2h Ad8s7s4s3c 6d4h4d3h2h 
7s6h4h4d3h AhJd6d4s2c QcJh4c2s2c Qh9s9c4s3d 
Qd9d8c7d2d Qh8d6c4c3s Kc6c3d2d2c QcJh8d4s2s 
KdTh7s4c2c Jh9c6c3s3d Qs6s5s4c2h 9h6s6c4h3d 
Ts9h5d3c2s 9d9c8s4d2h 9s9d8c4d2h Qh9h3d3c2c 
Qd7h7d2h2c 9d5h3h3d2s 5c4h3h3c2s JsTh6s2d2c 
Kc9c6h3s2d Jc8d5s5h3s QhTd5c3c2s JdJc6h4c2c 
Qh9c7h4s4d Qd9s7d3d2s KcQs7h5h2h Qh9c8s7c2c 
9d8c3d3c2c Jc9s8d4h3d Ah7d6c5s2s JsJd5s3h2s 
Qc8h5h3d2d JsJd3h2h2c 8d7h7d4s2d QsJc5c3c2h 
Ah9d4h2s2c Jc9c4h2h2c Qc7h7d4s3c 9c8h6h4h2d 
Qd6d5d4c2h Ks7s5c2h2d Jd8h5s2d2c Jc8d7s7d2h 
Ac9s6c4h2c Tc5c4d3d2s Kh9h8s3d3c QcJd8h2s2d 
Qs5s5c3c2s Kd8d6c4d2h KhTc8s4d2d 9s5c3s3c2h 
9h8d7h2s2h Qs7d6h4d3c KsJh7s4s2d 9h6s4h3h2s 
Ts8d7s3d2s 8s8h7s4c2s KsJs4d4c2s KhQhQdQc2d 
9c5h4h3c2h KsQd6h3s2s 9d8c6s2h2c Jh7s6c4c3d 
JsTc7h2s2d Ts8c6h2s2d Qs7h4h4c3c Jd8c6d4s3d 
KcQc7d4c2s Qc5s4h4c2d QhTd3s3c2h Qs5d5c4h3s 
9h9c5h4h2s 8c7s6c2d2c Jc9d7s5s2s 8h7h7d5h2h 
Tc6c4s4c2s KcJc9s4c2c Jd8d7c3s2c Ah8c3d2s2h 
Qs8d7s3c2d Kh7s7h6c2h AcQd9s4d2d KhJs7h4h2c 
As9h6d4d2h JhJd6s4d2d Jc8d4s3d2c Qs8s7s5s3h 
Ac8d5d3h2h Ad9d7c3s2d Kc7s5s5h3s As8d7c4c3h 
Ts8c4h3h2c AhKs8s3s2c AcKh7h3s2h 9h8h4c2h2c 
Ah9s7d7c2d 9h8c6h4d2h 9d8h6c4s2s Ah9d6s2s2d 
Kc8d6h5h2h Qh5s4c3d2h 9c7h6c4d2s Th9d6s3c2h 
Td7c6h3d2c 8h7s6h2h2d 9h6d5h2s2h Js9s6d3s2d 
9s9d8c3s2h Qc7h6h4d3s 7c5h3h2s2c Th8h6h4h2c 
QsTh5d5c2h Qs7d6h6c3c Ad6d5d4s2d Qd5h4s4d2c 
9h8s3h2s2h 9c8d7h4h3s 8s6c5d3h2d Qc9d7c5s2c 
Tc5d4h3c2d Tc7h4d3c2h Tc8s7s4s3h KsKhKdQs9c 
QcJc4s3c2h KdJs4h3d2d Ts9d5s4s2h As7c4d4c2d 
Qc9h5c3s2d Ad8c6s6h2s Tc7c4h2h2d Kc9s6d3s2d 
Qs8d7c3d3c QdJh4d2s2d KhQc7c4c3c Js7h6h2s2h 
KcJs8s4s3d KsTs7h2d2c Kd9h8c5s2h 7h5s5c4h3h 
Js9s9d4s2c Qc9s7s5h2d Th9d8s4d2d Qc4h3h3c2d 
Jc5s4s2s2c Kc9s8s5s3d Kc9d8s5h2d 9h8c7h2s2h 
Kh9s6c5d2s Qs6s5h5d2c QhTh7h6h2d Qc4h4c3d2d 
JdTd3c2s2d 9h8c5d4s2c Qd9h6h4h4c 8h5c3h3c2s 
Qd4s4h3h3c Kh7d6c2d2c 9c8c5d4c2s 7s7d6c4s2s 
9d6d5h2s2c Tc8c5s4c3c Qc9s8d2h2c Kd9d6d5h2d 
Kc6c5c4d2c Tc7d6c5c2h Ac7c4s4c3c Th8s8c4s2s 
Jc9c4c3h2h AcQd7d5d2d Kd9s9c3s2c Jc9h5s5c2c 
Kh8h6s4c2h AdJd7d4s2d Ac9c7c3d2h Kd5s3h3d2c 
JsTs5d3s2s Qh8d7s2s2d Ah8c7s6c2c Qc7d5s4h3d 
Jc7d5d3c2c JcTd4h3s2s 6h5s5d4c2c Jh6d5s5h2c 
Qd9s9d6d2d Jc8s7s6h2d TsTc8s4s2s Jh9s5h3d2c 
Qc9s9h7s2d Jd9c6c3s3h 6c5h4c3c2d Qd9c7s7h3c 
Js8s4h3h2d Kh8c7s3s3c QcJc8c7h2c KsJd8c6d2d 
Jh8d7h7c3h TsTc5h4s2s JcTs5s3s2s Kd8h7h5h3s 
Ks7c4h4d3s 9s8c5d2h2d Qc6h5h4h4d QcJc3s3c2d 
9s5s3h2h2c Jh9c7h3s3h KhJd9s6s2s Kc9h5s4d3h 
As8c7c4d3c Ts7c6s5d2h Kd7h7d3s3d KcJs8s4s4d 
AsKh8h3c2h 9d9c8h3d2s As9d6s4h2s AdTc7s6s2s 
Th8h5h4h2d 9d7d6s4h2c Qc5h4s3d2c Ac8d7h6s2d 
KcQd8s5s2s Jc7h5h3s2s 8h6d5h3c2h KsQs5s3c2s 
Ts9c6d3d2h QsJh7d5h2h AsThTdTc9s 9c6s6c4d3c 
KdQh7s5s2s QhTs7c3s3d As6s5s4c2s Js6s4h3h2d 
Jh6d5c3s3h Jd8s5s4s3c 9s8s7c4d2h Qd8h7d5d3d 
8s5c3s3c2h JcTc6h4c2c Ks5s5d4s2h KhTc6d6c2s 
Qs7d5d4c3d KdQc9d4s4d Js7s6d5h2c Td5h4d3c2h 
7h7d4s4c2s Jh5c4s3c2s Kd9c5h4c3s AcTs6d5s2s 
Kd9s8c5h3c KcTs4s4h3s Kc5s4d4c2c Ts7h4s4h2s 
Ts6h4s3c2h Tc8c5h5c2s JhTd3s3c2d As8s5d3c2s 
QhJd8c4s2c Th6s4h2s2c Tc6d5c4c3c KdJs8h8c3s 
KcQc6s3c2h Ts7s7c6h2s AsKh8h3h2c KhJd4s4d2c 
Ks7s5c4d2s AsJc9d3c2h KhJd8d4d3s Qs8h4s3h2c 
9h6d6c5c2c 7c5h4s4d3c AdQh5c3c2s QcTh4c3c2d 
Qs4c3s3c2h 9d7c4c3s2d KcQd8s7s2h Ks6d6c4c3h 
Tc7s6c3d3c Qs8h7d4s3c QhJh3s3h2d Jh9d3d2h2d 
AdTh6s5h2h Td6s5d5c3d Ad6s5s3h3c Td8d3c2h2c 
Kh6h4h4d3s Js9s5h3d2c Qs8h7h5c2d Th6h5h4s4h 
Tc7d4c2h2d 7d6h5s3h2c QsJd7h7c3c 9s9c8d4d3d 
7h6s4s4d3s Qd8c7s6h3s Kc9d7s4d2s Kh8h5d4h2s 
Qc6s4s4h2h Ts8s4h4d3c 7s6c5d3c2h KsTd7h7c2d 
AcTs5d4h2h Jd6s4h3d2s 9c8h7c2d2c 9h8h6c4d2h 
Ah8c6d3d2c JdTc6c4c2c 9d8c5c4h3c Ad9c6c4h2h 
AsTh7h4d2h Jc8s5c3d3c QdTh7h5h2c QhTc4h3h2d 
Td8d8c7d2d KdJd8d6d2c Ac9s6s6d3s 5s4s3d3c2c 
Qd7h6d3s2s As8s6s5s3s KdJc7s4c2h KcQd8h4d2s 
Js8c6h4c3d ThTc6h5h2h QcJs4h3c2c Js7h6s6c3s 
Qs6d5d4h4d Th7s6s3d3c QhJd8s7s2s AsTh5d4c2c 
Kh7c5d3d2c Ac9c7c6c2h Tc8h7s3h3d Jc8c7s3s2s 
QcTh7c4c2s QsTc4s2h2d Td7h4c3d2h Ts8s8d7s2s 
Th8s7c4s2d Th8c7h2s2d Kh5h4h3d2c Ts8s3h2h2d 
Kd9c8s8h4c 8h7s6c2h2d Kd8c4h3d2h TsTc7s2h2d 
KdJh4c3d2d As9s5s3s3d 9s8c7h3s3d 4d3s3d2s2c 
KcTc7s2h2d Js9c5s4h2s Jh8c6h3d2d Td7s7d6c2d 
KhQd8d4s4c Qs4h4d3h3c Qs7h5d4c3h KdQd4d2h2c 
Qs9d9c7d2h QcJc9s7c2c Qh7c6h3s2s Kh9s4s3h2h 
6c5s5h4c2d Qc9h8c4d4c Td8d6d4d3h Kh8h6s4d2h 
Kc6d5c2s2c KsJh8c4d4c Ac8d6s6h2s AhQs9s2s2d 
QsJd7c6d2h Kh8h7c5h3h Kh8h6h5h2c 9s7h4h2s2c 
Th9s8c3c2d KcJh4d3c2c QcTd5h3h2s ThTc5d4c2c 
QhTs7s7d2c Qh9h9d6h2h 7s6c3s3d2d Ad5s5c4c3h 
9s8h3s3h2d 8h6s5d3c2d Jc8s5d4h2s Ah8h5d3c2h 
Qd9s8h8c3s Th8c5d4c2s Qh8c7d6s3s Ah9h6c4d2h 
7d7c5d3d2h Th8h5h5d2s Qs7h6h4d3h AsJs6s3d2c 
AdQh3s3c2h JdTd7h4d2d TsThTd8d8c Kh9c6d3s2h 
Kc8c5d4c2s Td6d4c2h2c Qc9h4h4c2c 9d9c5s3c2c 
Qh9s7s4c2c Ah6h6c3s2h Th9c7c2s2d 9h8h4d3c2c 
Ad9h7s4h3h Js9c8d4c3c 8s8c4s2h2d Jd7s4s4d2s 
Kd9h7c4d2s Qh7s5s4c3s Jh8c5h4h3h Ad8s7h4c3c 
Th9h8s3d2h Ac9c7c3d2s KsJs8s4s3d Jh7h5h4s4h 
Qh7d6s6c3c Td6c5d3d2c Qs9c7s5s2d As9s7s6s2d 
Kd6s6d4c2d AdJs6h5s2s Ts8s3h3d2d Qd9s7d6d2h 
KhQs7c6d2c KhJd8d4d3c QdJh4h2s2c AcJc7c6s2c 
Jd8d5h5d2c KdQc4c3h2c Jc7h5c4s2d Qs8h4c3h2s 
Ad8h7h4c3h QhTh4d3h2s Js9h6c5h2h 8s6c3h2s2h 
9s8s4h2s2h Td9d8d4c3d Tc6d5s5c3c QhJc3h2s2d 
Tc8c5c4c2h Kh7h5s2d2c Jh7d5d3s2s QsQdQc4s4d 
QsJc4s2s2h QdTc7c5c2h Ad8s8d8c7c KdQc7s5s2s 
QcTh8h3s3h 7s7c5c3c2d AsJc5h4d2h Tc8s5d4s2s 
Qh7c6s6d3d AsTh7c4d2d Jd9h5d4c2d 7d6h4d3d2h 
7s5c3s2h2c AsKs8s2s2d Jd9s7h6s2c 9h5d4h3s2d 
Jd7h6s6d3d KhThTc3h2h Qc6d5d4s4d Qc7s7d5d3d 
JsJdJc9s7d Qs5h4d3h2d KsTsTc3s2s Tc6s6h3s2h 
Ts8c5d4c2h Qc9s8d4h2c 9c5s4c3h2s 9s8d6d4d2c 
Kd6c5h5c2s Kc9s8s7d3s Qc7d5d4d3s Js7d6h6c3h 
Ad7c6s5h2h Ac5s5h4d3h 9h8h5c4h2s 9c6d6c4h3c 
Jc7d6h4h3s KhJc6c4c3c Jh9s8c4d3c Ks8s7s6h3s 
Kc8d6s5h2d Ks8h4c3s2c Qs8s6s6c2d QcJc8c5c2c 
Kh7h4s4h2s AsTc6h3h3d Ts9d8c3c2h 8c7d6c2s2c 
TsThTc8d8c Qc8s7d4h3c 7s5d3d2s2h 8d7d5d4d2s 
Ah6s6c3s2c 6d5s3s3d2d Th6c5h3h2c As9c7d4c3c 
Jc7c5h5c3c 6h6d6c5d5c JdTh6s6d2d Ts9d7s6s2s 
Tc5c4d3h2d 9s6d3s3d2h Jh8h5h5d2s Ac8h4s4c2c 
Td8s5c4s2s Kd9c5h3s2d Kh8c6s4d4c 9d8h6s4h3h 
Qs7h7d2s2h AdJh6s4c2h KdJs9c6c2c AcQsQdQc8h 
KdTd7d5d2s QsTd7c6c2c QhJh6d3c2s 9s9c7h4s2d 
Qc7d6s4d3h KdJs8h6h3h Qd8d6s3d2s JhTc6d3h2s 
5c4c3d2s2d Jd9c5s5d2d 9h6s6h5c2h QsJc5c3c2d 
Td8s7d3s2d Jh8h6h4c3d 7h6h5h5c2d Js9d8c4c3h 
Qd8d6h6d2c AhJhJdJc9s KhJd9s4c2s Qd9d7s6c2d 
Jd6h5d4d2s AsJh6s2s2c Qs7d6c4d3h 6c5c4d3c2h 
KdQc7h4d2d Ah6c5c3s3d JdTh6d2s2c Js8c5s5d2s 
Jc7h5c3s3c Kh7s7d6c3c KhJh8d3s2c Kc9h6h4d3s 
Ad6s5h3h3c Ah8d7d4s3d QdJd8d7h2d 8s8d4d2h2c 
Qh9c5s4c3c Qs4h4c3h3d 9h6s4s3h2s QdJc4c2s2h 
Ks9c6h5d2d QcTd8h2s2h Ad8c7h4h3h AcTh6s3s3d 
Kd8d6c4s2d QhJc8d4s2s Ac8h5d3h2d JcTh4s3c2c 
KdTs7h7c2s QdTs7c3s3h QdJs4d3h2d Tc7c5d3h3c 
As9c6d2d2c 9h8c6d2s2c 6h6d5s3s2c Qs7h6c4d3d 
KhJd4s4h2h Td9s5h3c2d 7s7h5s3s2d 6s4d4c2s2h 
Jd8d7h7c2d KsKhKd9c8s 9d5h4h4d2d Kc9d6s5h2d 
Ks7s5h4c2s Qc9d7d5h2s QhJd7s5c2s Js6c4d3s2c 
Ts9s7c4h2d As6c5h4h3h 9h7d6h4c2s 9s8c5h2h2d 
QsQhQd8d7h Ah9h6d4c2h AcQs5s2s2h 8c6s3h3c2h 
Js8c6s4d3s 8h7d6s6c2c QhTc4h2s2d 5h4h3s3d2s 
9h6s4h3s2h 9s8s5d4c3s Th6d5s5c3c Ts6s6h4d3s 
KcJd4s4c2c ThTd5c4s2s Tc5d4h3c2h Td9c8s4c2c 
Kd8d3s3h2s QhJd8h3s3c AsJd7d6d2h 9c6h5s3d2c 
As8h7h4c3h Kc8c6h3c2h Ah8s4h2h2d Kd9d6h3s2c 
Th8c7d3s3c Qc8s7s5h2d JhJc3s3d2d Kc7c5h2s2d 
AcTc8c4c2c Js9d5c4c2h Ks9d7c4s2h TsTc3h3c2d 
QcJh3c2s2c 7h5d3c2h2d Th8h3d3c2d Qc9h8c7c3c 
Th8c7d4s2s Td8d6d4d2c AdJd7d4d2c QsJh8s3d3c 
Kc7d5s3s2d Qc7h5s4d3h KcQh8s7s2d As9h5s3s2d 
8c7c4d3s2s AcJs9h6d2d Qd9d8d5c2d 9d6d6c5s2d 
QhTs3d2h2c Th8d6c3s3d AhQc5s3s2d Ad9s5d3d2h 
9d7d6s4c2h Js8c5c4c3h Jc8d5h5c2c QcTs8d2h2d 
Ts7s6s3h2h Tc7d6h3c2d 7d6s3h3d2s Jd8h7h7c3s 
Kd7s7d3h3d KhJc8s6d2s Td6d5h3h2h Ts8h8c4c2c 
KdQc8h7h3s Td8d6h6c2d AsQh6d6c2h Ks9h8h5d3h 
AhTc7s6s2s 9s6h4s3s2h Jc8c6h6c3s 7s7d6h4c2h 
As9c8d4h3c KcQs8h7h3d Ad6s4c2s2c Qc7c6s5c2d 
Qs9h9d5d2d KhJc4s3h2h Ts9d7c4s2s Qs8s8c7d3s 
KhQh7h4c2d JdTh6s6h2h QhTs4h3h2c Qs7d5c4h3c 
KhQc6s3d2c Td6h6c3c2h Qc9h9d5h2h ThTd7d5c2d 
QhTc7s6s2s 8d7c5d4d2d KcJd9c6c2c 9d8d6s2d2c 
KsTd7d3h3d 6s6c5s3d2s 9c8c6h4s2c Jc7s6s4h4d 
As5s3c2s2d Qh8h6h5d2h Kh7c5h5d2h Jd9s3s3d2s 
QcJc9c3h3c Ts9c8h4c2c Qs7d5h4c3h 9s9d8d4h3d 
Qh7s6d4s3s Qs7s6c4s3s AdTs8h3s2s QsQhQd2h2d 
Js6h6d5d3d AhTsThTd8c 5s4s4h2d2c KdTh8s3h3c 
9c6d4d3c2c AsJs7s4s2d Th6h4d2s2d Ac8h5d4s3h 
Th6s5h5c3h 9d9c7h4d2s Jh9s8d4c3c 9c8c5c4s2d 
Ad6h4c3d2d Jh9h6h4s3h Ad9c7s4c3c Qc8d7h3h3d 
Jh8d6s4c3c KdJc9s4h2s Qh8c7h5h3h Kc9h6s5d2h 
9h8d5h2s2c QhJc8s4d2s Jd8d8c6h3d 6d5c4c3s2c 
9s6d6c4h3s QhTd5s5c2s Th8s5c4s2s KcTc5c4h2c 
KsQs8s4h3c KsQd7h4s2s As7c6d5h2h 9h9c7d4h2s 
AhJs5d4d2d Kd9s8h5s2s 8s6d5s3c2s Ad9d5s3h2d 
Kd9s6h6d2d AcJd6d4s2h Qc9c7s4c2s Ad9h6c4h2c 
Tc7s6d5d2h 9c8c5h4d3c Jd6d4h3h2s Ks9s8c5s2s 
Ad8s5h5c3h Jc7c6h6c3d Qh9h9c7d2h Qh6h5h4d2c 
9h7s6h4d2c KsQh4s2s2d Ks8s6d4h2s Ac9d6h3c2c 
KhQd9h4s2h AhJh6h3d2s AcQh7s6d2d 7d6c5s3c2h 
Tc8s4c3s2s Kd9h6c5c2s Td8d4h3h2h Ah6d5d4c2s 
5h4h3c2s2c Ac8s5d3s2d KhJs7h3h3d QdJh9s3s2c 
Jc6c5s5d3c Tc7h5d5c3c Kc9s5h3d2c As6s4d2s2h 
9d6h6c5c2c TsTc5d4h2h Kd3h3c2s2d 7d6s5h3s2c 
Jh9s8h4h3d QdJc8h7h2h Qh8c7h3h3c AsQh4h3h2d 
QdJh8c4s2s Jc9s9c4c2d 9h8d5s4h2h Jd9h7s5s2s 
Kc9d8s5d2d Qd8s5h5c2d Jh7h7d4c3h Kc6c4d4c3s 
Jh7d5d3s3c KdQd5d3s2d QsJh8c4d2c Js8c6c3c2s 
Jh8c5h5d3h Td9c7h4d2d 9c8s5s4h3s Jc8c4s3h2s 
Kd4s4h3s3c Qs8s6d4s2h Ts8s7c3c2s Ts8d6c4d2d 
Qd9s8s4h3c Qs9s6d3s3c AdQs4h3s2s KhJs6d2h2c 
KcQc6s6d2c Td5c4s3d2s Qs9h5d4c3c Jc8s8d6c3c 
Jh8s7d3h2s 8c6d3h3c2h 7h7c4s4d2s Tc6c4s2s2h 
Ah8h6h4d2h Ks9h5s4s2c Qs8s7c4h3d KcQd8c7c3c 
Kc9s9d8d2d KsQd7s4s2h 4h3h3d2d2c KhQd7c5c2c 
QsJs6h3c2d KdJs7d3h3d 9s8c7c2d2c 9d7h4h3s2d 
TsTd3h3d2c 8h6d3s3d2h Qc8h7c3h3c QhTh7c3h3d 
Jc9c4c3d2d Jc8s8d6d2d Kh9h5s4h2c KdQd8d4c3h 
Th8c4c3d2d 9c8c6s4d2c KhQd9h4s4h JdTc6c3h2s 
QdJs6s6c2s Ks8c7d3d3c AsJd9c6h2h QcJh8s4d2s 
KsQd7c6h2c KcJd4c3h2c Qd8h5s4h3c Jd9d4h3d2h 
QdJs7s6c2h Kc9h5c4c2s Td6s5d4h2c Qd5h5d3h2d 
Qd9c5c4c3h Ks9c5s4s2d Jc9s6h5s2s Jd7h7d4d2h 
KdQh6s4s2s Qd6h5h4s4h Qc8h4c3h2d Kh8d7s5s3s 
Ac9d6h4c2c Qc9d7c4s4h Qd7s5h5d3d AcQh9h2h2d 
TdTc6d4d2s QdJs5c3c2c Kd9s5c4h3s 8c6s3d3c2d 
Qd9s9h4c3h ThTc8h4h2h QcTh4c3c2s Qh6h5s3h3d 
Jh8h5h4h3d 8s7h5h2h2c Ts5s4c3c2d Ks7c5h5c3c 
4s4c3s2s2c KhJc7h4s2h 8s8h7c4h2h ThTc7h4h2s 
Ah9h6h4d2s AhJh7h6d2h AsTs8s3c2s 8c6c5s3d2h 
AhQs4s3s2c JsJd6c4d2d Td8s7s3d2d Jc7s5c3h3c 
KdJc8s6c2c Ts5h4s3c2h As6d4c3s2s KcQh8h4d2s 
9h6h5c4d2h AhTs8c3d2c KsJd6s3c2h Qd8s7d3s3d 
JdTc4h3s2s Js8c5s5h2s Js9c7c4d4c Qh8s7h4h4c 
Ks9d6c4h4c Jh8c7d3h2c 5c4h3s3h2s 9d8h6d2d2c 
9d6c3d3c2s Js7h7c4d3s AdQs9h4s2s Qc7s7c4h3d 
9s9c8s4h3s Kc8s7h3d3c Kd9c6s5h2c Qs9d8c7h2c 
JsTd6c3s2h Ks9d7c4d2c Jc6h5s4h3h Qh8c7h3d2c 
Jc6c5s5h3c Th8c7d7c2c Qd9h5d3s2c KcJc8c6c2d 
QsJh6h6d2h 7s7h4d4c2c Ah9c6c4s2s 9d8d4c3c2s 
Js7h5s4d2c Js8c5h4c2c Js9d8h4c3h AcTs7s4h2s 
QhJh4c2h2d Ah9h7d3h2c AcJd6h4s2d 8h5d3h3d2s 
Th7h4c2h2c 5c4c3h3d2h AhJs6s4c2d KsTs8d2s2h 
Tc9s5h4s2d Qc7s6d4d3h 7c6s6h4d2s Qd9s6s5s2h 
KdJs8s4s3h AhJc5s3d2c Js9d5h5c2s 8s5c4s3c2c 
Jh7d6c4c3s Ac8h7s6d2h Jd6d4s3h2h AsAhAdAc6c 
Jd6d5d5c4d 9s5h4d3h2d QsJh4s2s2d QcJc5c4c2c 
Tc7c6c3h2h Qh4s4d3d3c Ac8c6c4h2c Jh8c5h3s3h 
KhTh7c5h2h AcJs5d4h2d Kd8d4s3s3d AsJd8d4d2d 
AsJs6s3h2d 9d8h7d2s2d 9c8c4d2d2c Qc9s8d7s2s 
KcJd7c4s2c Kd7d7c3h3d Kh9s3d2h2d Jc9s8c4h3c 
Ac9s7d5s2h Kh8c7s5s3s Ah9s5d3h2h QsTc3d2s2h 
Th8d7c4s2s Qh8d5d3c2c Ad9h7s7c2c Th7s4s4h2h 
9s6s5c4h2s Js9h5h4d2c Qs9d7s5s2c Qd8d5d4s2h 
Js9d5d4c2h Qs9c7s3s2c Ks9c3c2s2c QhTc7c5c2s 
AdJs6h4c2s 9c6s6d5c2c 9c8h8c4c3d KdJh9c6c2c 
Ks9d8c5d2d Ts8c7d4h2h KsJd7s4s2c Js9d7c6d2h 
Ks6d6c3h3d Jd8d7h3s2h ThTd7d5s2d Kd7h6s6c3h 
Tc7h6c5c2s Ad6h5s5h2c 8c7c5c4c2s Ac9s4c2h2d 
Qd9d7c4d2c 7h6h4s4c3h Js9h5c3s2d KhQh7h4h3d 
AcTh8s3h2h Ad8s7c4h3h 8s6d4d3d2s Qd9h9c5c2c 
KdJd8d4h3d Jd6s6h5c3c Kh8h7c4d3h Tc8c7s3h3c 
KsJc8d4c3c AdTsThTd6s KdTd7d5d2h QsJs6d3c2h 
JdTd3h3c2d Kd9s8d3h3c Kh7s6s5d2c 8h8d7d4c2d 
AcTd7d4d2s Td8c7c5c2h Ah8c6c5c2s Qc7s7c2s2d 
Jd8s6d4h3d Jh5d4s3d2s Qd8c7s2s2c KdTs7s3s3h 
9h8h6c2s2h Jh7h5s3h2s Jd9h3h2h2d Qc9s6d3h2c 
Ks6s5s2h2c 9d6s4s3d2s KhJc6c4c2d 9d8h7h2s2h 
AdQh6c3s3c Kh6h6c4s2h AcQc9c5c2c KdJh4d3c2d 
Jc9c8c4h3d Kh8h5c4h2d Td5s4s4d2s QsJs9s7s2h 
Js6s5s5h4s Ac6h5s4s3s Qs9s6s5s2c Ks9h8h7d3h 
Jd6h5d4d2c Qd8h8c5h2s KdJs8h6c2h AcTh6s5h2h 
KdQd6d4s2d JdTd4d2s2h Th6s5h3s2h AdTc6h5s2s 
9h7s4h4c2s Qh9d8s7d2d Jh6s6h2s2h KsQsQdQc2d 
Jh8h7c3d2c AsQs8s2s2c Ts9d6c3h2s Qs9s7d6h2s 
Qh7d4d4c3c Tc7h7d4s3s Qc8s7h4h2s Qd9d6h3s3d 
JcTd8c3c2c QhTh9h7h2h Ks9d4d3s2s 6h5s4h3d2h 
Jh8c5s5d3s 9d8h5d4d2c Qc9s6s4s4d Th9c6d4d2s 
7s7d5s3c2h Kc9d8c6c2c Th6s5d5c3h Ah8d3s2h2c 
Tc9s8d3d2h KcQc8s4d4c Ts8d7d3s2d KhTs8d4d3d 
QhQc9s3s2s AdTs6c3h3c KsJd9d4d4c Ac6d4s2s2d 
Kc5h3d3c2s Ad9s5c3d2d Qh8d7s5c3d AcKd9h3d2d 
9h5s5h3s2s Qc9d7c6h2c Qs8s8d7h3s Kd9c8s3h3d 
Qd6d5d4h2c Jc9s5h5d2c Qd6c5c4s4c KhQh6d3h2c 
Qh8d7h4h4c Qd7s7h5s3s QdTd4c3d2s As9s6s4c2h 
QcTc6h3c2s Kc9h3h2h2c Qd8s7c2s2c Js9h5d4h2c 
Ks9d8d5h3d 9h5h5d3d2h As8h3d2s2c Js9d5h4h2c 
Tc8h3h2s2c Js7h6d3s2d Jd9h9d4d2c Qd8c6h4h3s 
6h6d5h4h2h 6h6c5s3c2c Qc8c4s3h2s Ts8c6h6d2d 
QcTh7c4d2c Qh8d7h3c2d Jc9h6d5h2h Kc7c6c5c3c 
Qh8c7c5d3c Js8h8d6s3s Jh8s4c3h2s Tc8h4h3s2s 
Th7h6h3c2c AhJc5s4s2s AdQc8h8d8c Ks5s4s3h3d 
AdQd7d3c2h Kh9c8s5d3s Tc8h7h3c2c KdJs6s4s2c 
Js9c5c4d2h Ks8s4s4d2d Qd9s9h5s2s 9h5c4c3h2c 
Th6d5s5h3h JhJd9s3s2s Kh9s7h4d2c QhJh8c3s3d 
Ah6s4d3h2h 9s9c7d4s2h Th6d5s5c3s QcJs4c2d2c 
AcQh7s3s3d Qc8s7c3d2s Ac9s6d3c2c QdJd6h3c2s 
Tc8h6d4h2h 8d7d5s2h2d AdQh4d3d2d Ac8s8h8c7s 
QcTs7h5d2d 7d6h4s4h3h Kc7h6d2h2d TsTh6s5s2s 
Kc9d8h5s2d Qs8c7h5d3c Jh6c5d3s3h AhQs6d3d3c 
Ad9s6c4c2s KsQsQhQc2c Js8d8c6c2h JdTh6h4h2h 
JcTc7s4c2c 9s9d8s4c3s KcTc5c4d2c Qc8h7c3s2h 
9d9c8h4d2s As9s6c4h2s Js8c7c6h2d Ah8h6h4s2h 
Kc9d8s8h4d 6c5h5d4c3c Qc7h6s6d3d Ts8c7s2h2d 
KdTh9h3h2c KdJc8c4c3h QdJc9c3c2s Kd9s4s3d2d 
AdQs4d3d2d Kd9c8c5h3c QcTs3d3c2h Qc8h8d5d3d 
QcJh7d4c2s KdTs6s5s2s Kc9d5s3d2s KcJd4h3c2c 
9c5d5c2s2h 8h7s7c4h2d AcTc3d2h2c Td7h5s3h2s 
8h8c7h6h2h QcTc3s3h2d Ks9d6c2d2c Kd9h9c3c2h 
KhTc8h3h2d Ts7h5h5c3h Qs9d9c5d2d Qd9c4d3c2c 
AdThTdTc8s Ts6c4d3c2d Th8d4c3c2d 7d7c6h4s2h 
KcJs6s4d2s Td7c6d3s3d KsKdKc9h8c Qh8d7h4c3s 
