QsTc8d7s7h 
9h7h6d5c4d KhJd8c5h2d QsTc8s6d5h AhTs9d8c6s 
KdQd9s7h4h AdKdQs6d3h AhQsTh6h5h KhTh7h6s4c 
KhQcTs8d4h KcQsQd8h5s AhKs8d5c2h KhKcJs6d3s 
QcJs9d7s3c KhJs9d5d4s As7h5c4s2c KsJdTc4c2d 
QcJs9s7c3d AcJc7c6h5s KsQhQd9c3s JhTh8h7c6s 
KdJs7h4d3s KdTc9s9h7h Tc9s9c7s4h KhTsTc9c7c 
AcKd9c4c2d KsQcTd6d2c As9s8d5h4c QcTc9s9c5s 
Kh8h7d6d4d AhJh6s6d3d JdTh8c6c3d AdJsJc8s6h 
Ah8d5s5d3h AhKdTs3c2h JsJhTs7c4d AdTc6c3h3d 
QhQc7s7d6s AdKh8s5d4d Ad9s7d6s3d Td9c7c6c4d 
AsQdTs2h2c AdQh9c4c2d KcTh9d8s5c KdQcJd4s3h 
AcTc9d5s5h KsJd9h8d8c AdTs8c7h5s KhQcJc8h2h 
KsJsTd6c4s Ah8s7h7d5h Js8s6d5c4c KcJs8s8d4c 
KsQh5h5c2s JhTsTc8c6c AhTh9h8d4s Jc9s8c6s5c 
JcTdTc7c6s KsJc9c5c2s QcJd9d8h6s JsJc9c7s3s 
KsJh8h8d4s QsJc8s6d5h AsJc8s7s5s Jd8h8d7h6h 
QsJs9h5h4s QsJdTc9h5s QdQc9c4s3s QdJsJh6s5s 
TdTc9d7s7d AhTc6c5c2h QsQdTh8s4s KsTd8h6s2d 
AsQd5d2s2d QhJcTc7s7d QhQdTs2d2c JhJd7s4s4h 
Ah9s6d5h2s Ts9c7h7c5h Ad8s7d6d5h Tc8s8d7s7h 
Ah6s4s4h3c JdTh9h4h3d QhJsJc8d5h JsJc7h4s4h 
Ad8c6h6d3c QdJs8d7c6h QsJcTs3d2d AdJsJc9h5s 
Th9s7d5s4h QsQh8c6c2s KdTh9c8s8h AcKs8h5s2h 
Tc8h6c5d4h KsQsJc6c2c QdJh9c8d4c KhQdJdJc5d 
Ks9s7c6c3h KhJd8d6h3s AdJc9d7d5d KcTs9s7s2c 
AsJs7s6d5c JdTc6s5s3d QsJcTh8h5d AdTc8h8d2s 
QhJc9d8h4d KcQd8h6c2d TsTh9s9c5d AsTd7d2s2c 
KsTh8s6h2d KhQs7s4h4c Ad9h7c6h5c QdTh7h5d4d 
KdJdTs6d4c KdQcTsTh7s KhKcQhTh2h AsQd9d7c4c 
As9s8h6s5c QdJhJd6c4s KhJcTc9d5s AcKcJh6c5c 
KcQdJs9h6d AhKc9s9d8s JcTd8c7h3d 9s9d8d7d5s 
KhQsTc8h4d AhJd9s9c4h AhKdJh8h6h AsJdTd9d3c 
QhTs9c8c2s JdTs7s6d3h JhTs8d8c7s AcKhJh6s2s 
ThTd8d5h4d QcJs9h8c2h KhJsJc7d5c Th9s8s6s6h 
Ks9h7c5s5c AcQd9d7s4s Ac9c5h4s4h QhThTd9h6c 
7h7d6c5c4h JhTc8h4s3c KdQc6h4h3d KhQsQd4c2h 
JdTh8d4s3h AsQdJh9c6h AdQd7s4s4d AhQcTc9c6c 
KsJs9h5h4s KdJhTc9h6h AdKd7d6d5c KsJd9h9d7c 
AdQc9s4d2s JhJc9s9d5d Kh9c7d5h3c Qd9h8h5c4d 
JsJhTs9d3c Ad9d5s4s4c Ac8h6s6d5c JhTh9c8c2c 
AhJhJd6d2h Ks9h7h6h4s QdJd9c6d6c KdJd9s8c3c 
As8h5s4h2d QcTs7d5s4d AcQhTd7h2d QsJdTs3s2d 
Jh8d7d6h4c KdQsQc4h3s 9s9h8d6h4s Ah8s5h4c3s 
QsQc9s3c2d QsQc8d6d2c AdKdQd5h2s 9s9c7d6s3c 
AsQc9s6h5s AdThTc8h5s AcTc9c8h4s Tc9d8s8c5s 
AdKdTc5d4d QdJc9s7h6d QhTd5c4h3d Ts9d7h7d5h 
AsTd7c6h3s AhKh7d5d2h QhQc6d6c2d Th9c6s6c5h 
QsQhJd9c5d AsKd7d5c2c KcQsTd8c4h QdJsTc9h5d 
KhKd8s5d2c JcTs7s6c3h AhQs9d8c6s AhJd8d3s2h 
JsJd9h7h3d KsQs9d8h7s AhKsQh9h6h AcJs9s9d8s 
AhJc6h6d3d KdJhJd6c5d JhTsTc4c2h JdJc7s4s4d 
QsJc9d7s6h KcQd9d8d4c QsQhTc8h4h JdJc9h3h3d 
Jd8d7h6c4h Ac8s6c4s3d 9d8h7d6h6c Qs9d8s7h6c 
JcTs7s5s3c Qd9d8s6h4s Ad9h8c4c3d QdTc7s6d5h 
KsQhTs5d3c KsJs9s9d7h Jd6s6d5s5c AdKc8c5s2s 
KhJdJc6h2d Ad7s5h4d2h QdQcTs6s5s QdQcJd9h5d 
KsTd5s4d3d 9s9h6h6c3c KdJh8d5s3h QcJd9s8c6h 
AsJc5c2s2d AdTs5s4s2d KsJs9h8c3c AdQd9h6c3s 
JsJcTs7s5d KdJhTc5s4s AdTd9c7d4h JdTs6c5c3d 
AdQs9c4c2d Ad9d8d6s5c AhKsJs9s4c AhQc6d4h2d 
KhJc8s5h2c AhQs7h5s2h 9s7s7d6d5s KhJhTs6d4h 
KcJd6s5h4c JcTs7s6c3d AhQh9s6c3d AhJsJh6d4h 
QdJc9c7d3h Jc9d8h7d4c 9s9d8h6s4d AdKsQh5h3h 
KsKcQs8s5s QsQhTc6d4d KdTh9h9c4c Jh9h8d5d4c 
KdJs9c7d2s KsQhQd8c5d AsQs7d4s4d AcTs7h5s5h 
AsKs9h7s4d AhQh7s6c2c QcTd9s9h6c KhJc7d4h4c 
Jc8c7c6h5h AsQcJh8h6h AhTd9c8h3h QhJs8h8c4s 
AcTc9s8d3c JsTd9s3h3d QsJs9h8h4h KsQd6c4s2d 
QcTs9h8s3h 9d8d6c5c4h QsTh6h6d4d AdKcJc9c4s 
QdJh7h6h4d AhKhTd9h4h Ad8s7d6d5c KdQhJc8c6s 
QcJs8d5c3s KcQsJd7h6d 9c8d8c6d4h AsJh8h3c2s 
KcJsTh5s4s AhTc6d5h2d AdJh9h4d2h Qd9c6c5d4h 
QsJc5c4c3s AhKs9d7s5s KcTh8s6c2h KhQdQc8s5c 
AsTdTc6s3h Td9h7d6d4h Qh9c8h8c5s Td8s8c7s5c 
JcTsTc7c6h Qh8h8c6c4s KhQc8s5c2h QdJdTc4s3h 
JhTh6d5d4h Jc9c7s5h4h Qs9d8h7d5h AcQsJd7s2d 
9c8h8c7h6c AcJhJc7s2d AhTh9d7h4s KcJsTc7c4h 
KdQcTh8d4s KhQh8d7h5d QcJd9s8s2c Kc9d9c6s4d 
KhTd6h4s3s AhJsJd8d6c KcQc8h6h6c KdJhTd6d2h 
Ad9h7d5c2c AsTc7h6d3s QdJhTh5c3s KsQhJh3s2s 
AhTs8h8d2c QsTd8c7h6c AhJc8h5h4d KhKdQh9c4h 
AsTsTd7s6s KsQc8s7c4s AsKdQs4c2s AsQdTh7d4d 
Qh8d7h6d4c KhTc8c7c6d AdQhJs7h2s AhTh8c6h3c 
Ks7d6d5s5c ThTd9d7h3h KcJdTd7d5h JcTs9s8s8h 
Th9h9d7c6s AsQcJh6h5h JsJc7h5h3c AdKd9h8s2c 
QhQdJc7c6c AcTs9h3d3c JsJd7c4d4c Ac8s7s6c2s 
KdJs8s8d4s KhJhTh8h7h AdTd9h8c3d Tc7s6c5s4h 
KhJsJh8h7h KdTd7d6c4h AcKhQc6c3s AcKsTd3h2c 
AdTc8s7s2c AdQcJs6s4h AcQsJh7s2h QdJhJdTs4d 
AcQcTd7c4c KdTc8c5d3s QdQcJc3s3h AhJsJc9d5s 
AcKc9s7c4h AdTd9h7d4s JsJhTc7s4s JsJh9d8s3d 
AdQh8d5d4c AdQdTh7d4d AcKcTs6d6c As8h6s4h3d 
AsTh7d5h5d Jh8h8c5d4c KsTsTc9h3d AsJd9h5d3h 
QsJd9d8s4s JdJcTc9h3s Js9s7s7c6c JsJc5s5c3c 
JhTsTd7d6d TsTc9s9h5d Jh9d9c7s7d QcTc6h4d3d 
AhTc8h4c3h QcTh7h5d3c KhJsJh7h5c KhKdKcQdJh 
QhJd8s6h5c AhQsTd8d3c AsKcTc7d3c JhJd9s8c6h 
Ks8s8h5h4d JcTh8c7d3h AhQd8d7s6d Ad8h6h5d2h 
QcJs6c4s3h Th9s7h5s4d AhJc8d4s4h AsKsQs5d3s 
KhJd9h8c2c AsTc9s4h3d ThTc5s4s4h KdJsJh7c5h 
AsKsTc4s3h As9h8h8c6c KcTd9h8s8d KsKc8h3h2c 
AsQh9h7d4d KsKh8d5h2c KsTc9h8s5d Ks9s7c5c3h 
AcQs5h3c2h KdJdTd9s4h Jh8h7s6s4c QdQc8d6s2s 
9s9c7c5d4s Qc9d8d5s4c KsQs9d8c7s AsTs8s8h4c 
QcJs7c6d4d KhQd6s4s3h AdQd9d6c5s JcTc9s7c5h 
JdTd8c7h2h AdQs9s9c8s QdQc4s2s2c KdQh6h4d2s 
KhQcTs8c2s KdQsJhTs3s AcJd8c5c4s AsTsTc5s2c 
QsTh9d8d2h AhQhTh4s3d Ts9s8s6h5h AhQdJc9s6d 
Ad9s7c5h3d KhQhJd3c2c AdJd6h6c3c KhJcTd5d4s 
JhJd5h5d3h Tc9s9h6s3c Tc9h8d7h4c AhQs9c8d6s 
AdQs9d6d5h AhQhTs4d3h JcTc9h7c5d QhJs9c8d8c 
AcQc7d4d4c QsTs9s8c7s KhQd5d5c2h QsQdJh4c3d 
KdTs8h7h4s QhJd7h6h4d QcTc8s6d3s Td7d6h5s4s 
Jd8s8d5h4s 9c8c6s5h4h AsAhAdQc9c QhJsTs4c2c 
AdTc9h7h6s KsKdQs8c3h 9d9c7c5s4d AdKsTs7s4s 
AcKsQh9h6h QdJdTc6s4d JcTc5d4h3d QhTc7d5h3c 
QsJhJc6c2h As6d4s4d3h KdJdTd9h4s Qd9c6c5d4s 
AhKs8c6s6d AhTd8h8c2s Ts8s7s6h5h KdJdTc7d2c 
KsJdTd8h2h KsTh8d6c5s AcQc9h7s7c As8d6h4s3d 
KsTh9s6s2h AhKcTd3s2h QcThTc5d4s KsJh9h8s3h 
AdQsJs6h4c KsQdTs3d2s KhTc8h5c3s QdTc7c5h4h 
Ah9c6c4h3d JsJdTd7d5c KcQhQc8c7c KdQhJd4c3s 
AcKhTs6d5s AhQs9h6d6c KcQh8d6c2h QsQc6c2s2c 
AsQh9h4s2h QcJdTc9c7c AcJd8d7s6h QcTdTc9c6h 
QdJsTs8c4h Ad6c5h4h2d KdQsJhTc2h QdJdTc7s2c 
KdTs9h9c7h AhTc7s5s5c AsQcThTd3h AcKd9c6s3h 
QsQd7s6d2h KhJsJc6c5d Kc9h8c5h4d QhQc5c4d2d 
AdJc8d5d4h JhTd9s8c6s Ah9h8h6c5d Jc8h7h7c6h 
Ah6s6h5c4d AhKsQh6h3c AdJd7h6c5d QsJd9s6d4s 
JhTs9d7s2h 9s9h7s5d4h KsJc9d7s2c AcJdTsTh2s 
JdTsTd7d6h Td9d8s7s4c 7s7c6d5d4c KsTc7s6c2d 
KcJsTd7c3h AsQd9h4s2h Ac9d8s8d5s Td9s8d8c5c 
Jh6h6d5d5c AsJd6c4d2s JhJd6h5h3d AhKdQh6h3s 
TsTh9d2s2h Kc8s7h7c4h KhJs9h7s3h QhJsJd6s2d 
ThTd5s4s4h QsJd7s6c4c KdJdTd8s6d AcJsTh4s2h 
QhQd8s4d2h AdKcTsTh4s AsKcTh9d3h QdJs6d4s4h 
Tc9h7s6h3c AsTs7h6c4s AsQs9c8h2d KhQs7s4h4d 
Js8d7s6d5s JdTh9h8h6c AcQcTc7d3h QdTd9h7h3h 
AdQh8s6h5c Tc9s8d8c5d As8s6d4c3d JsThTd8h6h 
QsTc8c6d2s KsQcJhJd5d QdTs7h7d4h AcKh8s5c4c 
AdJs7d7c5d Kh9s8c6h4c ThTd7s7d6d KhJc9h9c2c 
KhJcTd4d2c JsTs9d6d3s AsTh5h4h2s JcTh7s5s5h 
AhTsTd7h4h Kd7s7h6h4d AdQcTc6h2h Ac8c7s7d4h 
Tc8h6d5c4h AdQdTc6d3s KdQs5c3d2s AcKhTh7h3s 
QsJc8d5s3c Th9h8c7s6h AcTc9d8s3c KdQc8h5c2d 
AcQs8c5c4h Ad6c5s5d2s QhJdJcTh6h Kc6d5c4d3h 
KhJs8c5h2s 9d6s6c5d5c QsJd8s7h4h JcTc8d7h7c 
KdQs6s4d2c AsQd9d7c6h AcKdTd7d3s Kd9s6c5d5c 
AhQcJh8h3s QsTc9d9c3d AcJdTs9h3s QcTd9c7d3c 
KdKcTs5c2c KsKcTd6d3d Ad9h7d6d3h QhQcTs7d5s 
Kd9h9d6c4h JcThTc7c6d AsQs9s8s7c JdTh9h4c2d 
AdTd9c7d4s KdJs7c6d3c KhJcTc9s5d QsJd9d8d7c 
KcTd9s9d4s QhJd9d4c3h Qd9h8s7h5s JhJcTh9d3s 
AcQsQh4c2c QhTd9d7h3d QdTc6s4c3d QdJc9c7s6h 
KcJc9d7c6s QdJc8d6s5h AdKsJc6c5c AcKsTs5h5d 
JhJdTh9s3c JhTc9c4d2h AcTc8s6c3s QcJcThTd4s 
9h9c6h6c4c AdQhTh6h4s KdJh7s4h4d 9d8c6s6c5s 
AdJdJc6c2d AdQs4s2s2d QsQdTd8h4d KsJhJc6s2c 
QcTh6h4d3c AcJhJd8d6s AcTs5h4c2h AcQdJh4d3s 
KhKcQh8s3d KdJh4h4d3s AcQc6d5c3d KhJh9h8s8d 
AhQsJh7h6h 9c8s6s6d5d KsTh8c6d5s QhTd9c4h4d 
JsJdTc3h3d AdKhTh7s3h As9h7s7d2d Ts8s8d7c5d 
AdKd9c7d4h AcKh9c6s3d Qh9s6s5h4d AsKh8d5s4s 
KsQhJc8c6d AcQd6h4c2h KdJdTsTd5h 9d8h8d6h4s 
KcTd9c8c3d QsJhTc6s4s Kh9h7s5c3s Ad8d7c6h2c 
As9s5c4c3h KdTsTd8d3s KhQhJc6c2c KsQd6h4h3s 
QhJh8h5s4s Ad8c5c4c3d QsQc5c4h2h AsQs6h5s3h 
AhJcTh5h2d KsQsJh3c2c AcJhTd7h3s TsTh9s2h2c 
Kh9d9c5d4h JcTc8d6h5s Ks9d7d6s4d AsTs8d8c4s 
AcJd6s4c2d QsQh7s6h2c 7d6d6c5h5c Tc9d7c5h4d 
KcQcTc4s3s KsJhTd5h4h Js9s8c5c4d KsQc8h6h4c 
AdTc6c3s3d KhJh9c7h6s AsTh7s6d5s AdQc9s7c6h 
AsKh7h5c2c Ts9h9c6h4s JcTd8c7d3d KhKc7d6s2h 
ThTc9s3s3c AcQdTc6c3s QhTc6h5h3c KsTc8c7c6d 
KhTd8d5h3c AcJs9c3s3c AsTc9d8h6c Ac9s7c6s3c 
Jc8d7h6d4c AhJh6s6c3s KhQcTs6c2s As8s7c5s4h 
AsKh9d9c8d AhQcTc6c4s Kc9s6d5d5c QcJdJcTh4c 
QsJsJc6s5d AsQsTc4h3s AsJh8h7d6c KsTd9h4s2d 
AdKd9s5h5c Qc9d6d5c4h KdQc8c6d2h AcKhQc9s3c 
Jd9s9c8d5c KhKcQc9d4c AhJs7h7c5h QsJcTd7s4h 
AcJc7s3s3h Ah9s8s8d6d QdTh8h6c2d KhQsJdJc6d 
QcJd6c4h4d KsJsTsTd5h KdTs9d6d2s 9h8s6s6d5d 
QdJh9h8d4d KhJh7d6c3d 9d8d8c7c6d Ac9c6s6h3s 
KdQsJc6s2c QdJs9s9h2d AcKd8s6d2s AsQsJs6s5c 
KhTc9s4h2c Ad8h6d6c3h QhJsTdTc4h KhQdTs8c4h 
QcTc6h6c5h AhKs9s9c6d AdQhTsTc3c AsKhQs4d2s 
Qc8h7c6h4s JcTc9c8s6h Kd6h5h4c3d KhJs8h5s2c 
QhJc9d7c3h Kc6s5c4s3h AsKc5s4s4h Tc8s7s5d4c 
KsTh5s4h3h JsJh6s5s3h QdQc8c7c6c AsQdTd9d6d 
Ts9s8c7c4h QcJh9d7c3h Ad9s9d5s3d JhJcTc7c5s 
Qd9c6h6d5c AdJd8s8h5d Ad6d5h5d4h KsJdTh4h2d 
KhQc6d4d3h As6h4s4h3d KdJh9c5h4c AhQd8h5h4s 
Ad8s7d6c2s AhKsJc6c5c AhQhTh4c3s AdQd6s5d3s 
KsKc8d3c2d Ac9d6h6c5s Tc9d9c7h6s Ts9h9c7c4s 
Tc9s7s6s4c AhKs9h6c3d AdJc7h7d5d KsTc8s7h5d 
KcJcTc9c8c 9c7d6h5d5c AdJhJd3c2s JsJd9c6s6h 
Kd7d6h5h5c QdJd6c5c3c QsJc7s7c5c AcJsJc6h4c 
Qh9s7s7h5c 7c6s6c5s5d AdQdTd7s3c 9s7c6s5h3c 
JsTh8s5c3h KsQdQc4h2s QsQc9s4d3d 9s9h8d8c7h 
AdKhTs5c4s Ah9s6s4h3d Kc9s8c5s4h QdJsThTc4d 
Tc9d8h8c5h QsTdTc8d3c KcQd8d6c2s QsJhTh5d3c 
KsQdJc8h8c KdTs9d5s3d KcJhTd9h6h TdTc9s6c3s 
KcTh8c6d3d QhJc7c6c4h QdJdTh7s2h KhJd6h5s2d 
AdTh8s7c6s AsJh6c4s2h KdTc8d5c3s KsKh8c3c2h 
AhQc9d7s3h 9c8d7c6s6d AhTh7d4c2c Ac9s9h5c2s 
AdTs7s2h2d Kc7c6s5s5h AhQc9d9c8c Ks8h7s7h6s 
AhKhQc9h2s Qh9c6d5c4h QdJsJd8s3s QdJh8s7d4s 
Td9c7s7c5s Ks6d5d4h3s Qd9s8s7d5d QhJh5s4c3s 
KsJhTh9d5c Kd9h7s5s5d KsQd6c4c3s 9c8c6h5s4s 
JsJd9c7c3d 8s8c7d5d5c AcKc8d4d2d KhJc8c5s2h 
Qd8d7c6s6c AcQs9s7d4d AhJh7s3s3d Ts9h7c6h3s 
Ks9s9c6h4c Tc9c8c7d5d AsKsTs5h4s JhTh5c4d3c 
AdKsQd9d6d AhJc8c7s6d KsJhTd6d5c AsTs9d7s6s 
QdJs8h7d4h AhJc6s4c2h AhTh8d6h4c QhJd9h9c8h 
QcJsJcTh2c AcQd9c6c5s 7c6h6c5h5d AsQd8h3s3h 
KhKd8c7s2d AcQsJd8c3c KdQhJcTs3s AdQsJh4s3c 
KsQd8c7s6s AdQc4c2d2c Ts9h8d7h4s AdKd9s7d4h 
AsJs9c6h4d AdJh6s4d2h KcJc9s8d3d QcJc9d8h2d 
AdQh9d9c3s Ts9c8c6s6c QdTs5s4d3s AcKdTd7d4d 
Jd8c7h6c4d KhTd9s8d8c JdTsTh7s6s AdJh9d3h3d 
AhKc7c5d2d AsTd9s4h3c JsThTd8d6d KhJh9h7s6c 
KcJd7d6s4s QhJs9c7h6d QcJcTh6s4c AhThTd9h3s 
KhQhJhJc3s AsJc6s6d3d Ts8h7h5c4s QcJs8s5s5c 
AhTs6h5h3s Th9d7h5d4c QdJc9s9d3c QhTh6s4c3c 
AdTs7c6h3d KdTh6d5h5d Qc9d8h7d5h KhQcJdTc3c 
9s9c8s8d3d AhJd8h5h4s Ad9h7c5s3d AcKdQs7c2h 
As6c5h4h2s Kh7s6s5h5d Ac6h5d5c2d QdJs9d9c8d 
AcQc9d2s2d Ts9h9d6d4s AdKh8h5s2s KhQcTdTc6c 
KcJd9s9h8h Js8c7s7d5d JdTdTc5s2s 9h9d8s8d7c 
AhQh7h7d6s AcKcJs7h3c QsQh8d8c5d Kc9d7h5h3c 
KhJcTd6h3s QhJdTsTd4c AcKc9d5s5h AhJs7h7d5h 
KsJh7h6c4c Tc9s8h8c5h Ts9s8s7d5d 9s7s6h5d4h 
Ks9s9d5c4d KdTs9h4d2s QsTh9d7d4h QhJdTsTc3h 
As9h9d5s2d ThTc7d4h4c KhQdJc6c5c Qs8d8c7d6c 
QsTc8d8c5d QdJhTh8c4s AhJc9h6h5d QsTc6c4c3s 
JhJdTc9s5d AdJd9s9h4c QhJsTh3c2c Kd6s6h5d4h 
KhJsJd7c5d KhKcJs5d3d KsJsTc7s2c 9h8s7h6s6d 
Ah9h8s6h5c JsTc9c4h2s KdJcTs7d3h AcQdJs9h6d 
QcJs9s8s7d AhTc8s7d6s QsJdJcTs5s KsQdJh6d2h 
QdQcJs5h4h Js8h7s7d5d KsJhTh8d2d KsQc5d4d3c 
AcKdTd7d3h Ac6h6c4s3s JhTs9c4c3s AsAhAd8s3c 
KhQcJs8s8d QdJc5s3d3c QdQcTd8h4d KdQc7c4h4d 
KhQdJd8c5s JdTh7s6d3h Qc8h8d7h6d Kh9s7h6c5d 
QdJhJdTs2d KsJc8h5h4c KcQs9s5d4d JsJc6c5c3s 
QdJs8c7d4c KcQs8s6h4h QcJhJc6d4s AsJh8h8d7c 
KsJhTd6s3c Jd8c7d7c6c 9h8h6s5c4c QhJc9h9d7s 
QsTc5d4s4d QhJs7s6h4h 9s8s8h6h4c KcQs7h5s2c 
AcQd9s6c3h QsJsJcTd3s Ad8h7s6d2h AsQhTd5h4h 
KdTc9d7c2c AdQh9c6d3s KcJhTd5d4s Ad6s6d5h2h 
AhKhTh3d2d AhQsJc6c5c QdTc8c6h2d AsKd9h2s2h 
ThTc9s9c2d KdJh9h9d2h Ad9c8h8c6h AhQc9h6d5h 
AcTc7s4d2s AcQh9s8h5d Kd9d7s6s3h KsJdTh6h5c 
KhQcTsTd7d AsTc9s6h6d AsTd9h7h6c 7d7c6d5c4c 
As7d4s4d3c Js9c8s8h5c KcJd9h4c3h QdQc9d4h3h 
AdKd9c8h2s QdJc7d7c5c Ah9h6s6c3s QdJhTd3d2h 
QsThTd9c7c QsQcJd8d6d As8h5h5d3s AsTd9s8c3s 
Ts9s8s6c5c QhTd7s5h3d QdJs9d8c4c QhQc9c8d5c 
KcJcTs8c5d KsQc9c8c4s KcTs6c4h3h AcQsJh4s3d 
JhTh8s7c2c QhTsTc9d7d AdKsQd9c3d QhJh9d8d2s 
AsJh7s7d5s KdJs7s6h4h KcJsJc8c7c JhTsTd8s6s 
QsQc9h4h3c Td9h7h7c5c QsQcJh8d5h Ac5d4h4c3h 
ThTc9c7h4c Ah9c7h7d2d KdJhJc6h5s QdJd7c5h3c 
Ac9h7c5d2d As8s7h7d4c JhTd9d4c2h Tc8d7c5s4s 
QhTh9h9c2c KdJhJcTc6c AsKdTc6d3h KcJs9h9d8d 
Th9d7s5d4h Jc8d8c5s4d QsJd7d6s4s QdTs9h6d2h 
QcJs9d8h7h As9d7s5h2h As8s6h4c3h AsJsJh6c4s 
KhKdKcQhJc AhTd6d3h3c AsQd9h9d8d 8s8c5h5c4h 
QcTh6c5h3h KdJhJd6s5d ThTc9h7c4h Ad8c6s6h5d 
QsQc8h4s2c 7s6s6h5h5c Qs8s7h6h6d AcQd9h6c3s 
KhTd8s7c6s Ac9c8h8c4h QhJdTc6s4d AsJh9h4s2h 
AhTh8s8h4c ThTc8c5h4c Ac7h5c4h2d QdTs9d8d3s 
AcQsTh8d4d KhQhTs7c2s QsJcTc5h3d KcTh9d8c5s 
AcJsJc6d4c AcQdTc9c5c QdJs9c8h8c QdQc9s9d2h 
JsJh9c7c3h AsQc8s5s4d AsAhAd9c3d Qs8d7d6c4s 
KhTs6h5s5h Ks8s8d5d4h AhJhJc7s2d KdJs7s7d3h 
AsQcJd6d5d QhJh6s5s5h Qc9h6d5c4d ThTc5d4d4c 
AhTh7d6s4h Jc9s9d8c5s QcJsTsTd5h JcThTc5d2d 
QsJd8s6h5c ThTc9d5d4h Qd9d6s6h5s Ts9h8h7s4c 
QhJs9h9d8h As9c8h2s2c KhJhJd7h5s AsQs7h4s4h 
Kc8d8c5s5d QsTs9s9d4d Ac8d5c4s3d Kc9c7h5d3h 
Jh6s6h5s5d AsQc5h3s2h QhJsJdTh6h AhKcTh3s2d 
JcTd8c5h3d QhTc9h5h3c QcJh5c4h3h AdKh7h5c2c 
QdTc9d5s5c AhJdTh5h2s KcQd6h4h3c JdTs8d7c3s 
QsTs8c6d3c KsTd9h8d6c AsKh9s4s2h KcQsJd6s2d 
QcTd6h6d4h KcJsTs7s5h KsKhQs9d4s QcJs6c4s4h 
AdTc6d5d3c JsTc7c6s3h Ad8h6d4h3c 9h9c7c5s4h 
AhKhQc6h3d JsJhTc7d4s 9h7c6h5s3c TsTc7h7c6c 
AhKcTh6s3h QsJhJd7s6c AhTh8h5c4d JhTd9s9h7h 
KhQhJsJh3d JcTh5s4s4h AsTd9c8s3s JhTs8h6s3c 
KsTs7c4c3h Ah8h7c5h4s Kc6s6d5c4d JdTh8d6h3c 
9d8c7h5c4d Th9c8d7c4h 9s8h8c5s5c QsJdTc8d5h 
Td7d6c5s4s JsJcTh7c4c AcJs8c5c4d AcKc7s7h2h 
KdTs9s9h8s QdTs9s6d2d AdQhQd8s2d QhQd9d5c4s 
KhJc9s7h2c QhJcTh6c2h KhKd7c5d2s QcJd8s8c4d 
JhJd9c7h5s KsKhKcQcJs KsJhJd6s2h ThTd9d2s2h 
Jc8s6c5d4s QhQcTh9s5h QdTd6s4c3c AdTs8c7h7c 
Ad8h5c4d2h Kc6d5s4s3c QsQdJd8h5d Ah8d6s6c5h 
QsQcTh9s5s KsJh9h5h2s QsJs7s7h6h Ad6h5s4s2d 
KdJdTd8h6d Qh9c8c5d4h Qd8d7c6h6c Tc9h7d6h3c 
QcJdTc3c2d AhJd9d7s5c JsJc9h3s3h Ks9s9d5h4d 
QcJhTs9d5c 8h8d7h7d3c KsQsJc3h2h KcTs9d8h6d 
KsJs9d7h7c As9s5d4h4d KhJdTd7d5c AsQs9h8c2d 
9h7d6h5c3d AhKdQs6d3c Td8h7s5h4d QsQh8s6c2c 
QcJsJh6h2s JhTd8s7s3h AsQcJh9d6c Qs9h6c5s4c 
JdTd8c7s2s 8s8d7h5h5d AsQsTd6s3c Qc9c7s6s6d 
AdTsTd5d5c KdJdJc8d7d KdQdJsJd6c KhQs7d5s2h 
AcQhJs6s5s KdJs5s3h3d AdKdQd5h3d AsTs8h5s4c 
9h9c8d8c3d As9h7s7c2c Ah9h6s6d3d KcJdTs5d4d 
KhJd6c5d4c Ah8s7h6c2s QsJd8s8h4d QhJcTh8d5h 
Ah6h6d5s2s Ac7h5s4c2s Js9h7h5d4s AhKcQcJc7c 
KsQhQc8d5h JsTd9s6d3s AcJc7h4h4c QsJs9c8h2c 
AhJc9h3h3c Ad8c7s7d5d Ac8d7s5c4c AsJh7s7c5s 
AsJcTd9h3d KdJd9d7c6h KdQdTc8d6d Jd9s8d8c5s 
Qc9s8s5d4c QcTc9h9c3h QsJd9h4d3s KdJh8h5c2d 
AcTc8d8c4h AdKsQc9c6c AdQh9d7h2d QsTd6d6c4c 
Th9h8d7c6h Tc9s9d7d4c AdJd9h6s4c KdJhJc8d5s 
KsTd8h5s5h Kh8c6s5s5h QsTh9c7h6h Kc7c6c5h4h 
QsTc9c8h2h QhJhJd6c4s KdJd9d7s6h KsTd8c6s2d 
JdTc9h5h5c Jd8h6d5s4h JsJhTh9c3d Th9d7h6h4d 
QsTh9h9d3d JdTh9d6h3d KcQs8d7c6c QsQh8c4h2s 
QcTc9d9c5d KhQdTc8s4h 9s8h8c7h5c QsJsJd8h6s 
AhAdAcQd6d Kh6s6c5h4s TsTc8h8c5d AdTd8s4d3s 
AhJcTs5d4d KcTh8h5c3d AcQh6c3d2h AcKcQc8s8c 
Qd9c6s5d4s KcJhJdTd2s KcTs7s7d3c AdKhQc5c3c 
AhQhTc3s2d Ac9s7d7c2d KhJd5d3h3c AhJh7h6c5d 
AdKsQh6s3c KhTd9c4h2d AhQc9d4d2h QdJs9h7d6c 
9s8d7c6d4s AsJhJd5d4c AdQcTh8s4s KsJdJc6d5h 
AcQdTs6h5s AhQdJc4d3s AdKh9d6c3s KdJh6c5s4d 
