KdQc5s4s4c 
KcTh8s7c3s AhJhJc2s2h KdQd9d6s4s JhJc9s7s6d 
JsJcTh7s5s AcTs5d5c4h KdQdJh8s2s KdQh4d3h3c 
KdJdTs9c2d QdJc8c7d4d KsJs9c8d2d AdJsJc9c5c 
QcTh7d5h5c QhJsTdTc5h KhQsQd8c6c Qc8c6c5s4s 
Ac9h6c4d3h KcTh8s6d4c Ts8s8h6h5h KcJc8h6h6c 
AcQsJd7d6d KhTd5c4c3h QhTc5c4h3s KsKhJd7d3c 
KdJsTh9d4d TsTd6h6d3s Js9c7s6s6c QdQcTh7d5d 
AdKd7s5d3c Td8c7d5c4d 7s7c6d6c3d QsThTc5h2s 
AsQh8s3h2c KdJdTs9c3d Ts9h8h5s4c KdQdQc7h2h 
TsTc7d6s3c 7h6s6d5s5h AsKh8c6d3s QsJc6s5c2h 
AdTd6h4h2c 7d6h6c5d5c JsTsTc5d4s KcJc9d8h2h 
Js9s9c8d7h Js9s8h8c5h AdQsJs8c4s QcJh9h8s8h 
KsTc6c5h4h Jd9h7s5h4d KdJsTh8s6s JcTc7d6s3d 
Kd9s7d5s5c As7s5c4c2h AcTh8s3c2s Td8s8d5s4c 
KdJs6s6c5c 7s7d6s6c3c KsQsJs8h6d QcTc9d7c4d 
QhJh9s8h8c AcKcTc9d3c KsQcJh8c3h AdJc9d6h4s 
JsJcTc7c6c QhTd9c7d4c Kd9c7d7c4h JdJcTh7d5d 
Jh8s8d7s6d QcJc8s5s3h QdQc9d7d6d Js9s9h5h5d 
KhJh7s6h4s TsTd9c4s4c AcJc7h6c5s AhKcTd9d5d 
JsJh8h8d6h JsJhTd7s5s AhKh5d4h4c QcJc9h8s7c 
AdQd7c6h3s AdQhTc7c5c AdQs8c7d4d Ah7h5d4d2s 
QhJc9s6h3s KdTs9s7h3h Ks7d6d6c4s JsTc9c4h3h 
QdJh7d7c4h AcJs4s4d2c KsQc8h6c4h Jh7h6c5c4s 
KdKcQs8d3h KcQsJsTh2s AdQhJc6s4h JsJh6h6d3s 
AcTc7s7h5c JsTsTc3d2c ThTc8c7s6c KsKc7s6h2d 
QsJc6d4s3c JhJdTd5c3s Kc9s7s5d5c QhJd7s7h4d 
AsQs7s5h4c KhKdJs8s4s 7d6h6d5h4s KhQhJh9d6c 
KcQcTh6c4s AcKs7c5h3c 9h7c6c5h3s Kd8d7s6h5c 
QcJd9d8h8d AdQs9s5h3h QsQhTd8d4c QcJhJd8s5d 
KsQs9s6d4d QsJh6d5d3h KdQcJh7s7d ThTd8d8c2c 
AsKdQh6h4h AdQsQh7s4s AdKs9d9c4h JcTc7h6h3d 
JhTc7s4c3h AdJs9s9h4h QsQhTd9d5c KcQs5s5c2d 
KdJd5s4c3c Td7c6s5c4s AsJs8s8c6d 9h8s6s5c4c 
As9h8s5h3s Tc9s8d6c4d QdJs5s4h2d Kh8h7c6s5d 
Ah7s7d4h4c QsJh9h6s3s QcJh8h5d2c Ac8d8c7s5c 
JhTs9c3s3h Jd9c8s5c4d AcTd8h7d5s Th8h6d5c4d 
KsKh9d5d4c As9s8c6h5s JhJc9c7h3c KsQs6d4h4d 
KhJsJc8d5h QcTh9c6h2h QcJd9h6c2d JhJdTc9h2s 
Qd9c7d6c4h JsTh7s4h4c JsTs6d6c4d KcJhTs4h2s 
9s9h7d5h4d QsJh6s5h3s KdJsJhTc2c KcJhTd4h2d 
AdTh9s7c6s QdTs9s4c2d QsTc5c4s3h JhTh9c8s6h 
Ah7s5h5c2c KdJhJc7d2c AhKc9h7s4h TsTh9s9d4c 
Ac8s8h5c4d QdTd8c6c3c Td9s7s5d4c AcKd7s7d4h 
QhQcJc6c5c Ks8h6d5s5h Ks9c7c5s5d JcTs9d8d6d 
JhTc6s5h3s ThTd6s4s4d Jh8c6c5h4d QdTdTc7c3c 
JsTh8c4s3h QsQc8d6h6d AsTc6d5s5h JsJcTh9s2d 
JsJcTc9h2d KdQs9c7d4c Ac9d9c6d2s KdTd7c4s3c 
AdJc9s9c2s KcTs7d7c6c AhTc9s7c5d KsTs9c8s4c 
AcJs8s6d4d JdTc6c4h4d AsKhJd9d4c QsJsTs7c5d 
KhJd9h8h3d Kc9h9d7c6s JsJd8c7s6s AdJhTs8h3c 
KsTs9d8s4d JdTd7c6s3c QsJdJc8h5c Js7s7d5d5c 
JdTs5s5d3h 9h7h6s5d3s JsJdTd9h2c Qs9d6d5s3c 
JdTd8s6h3s KcQh5d4h3d AdKdTd6c3h JhJd9d9c3s 
KhQhTd8d3h KcQc7s6d5c QhTs7s7d5d KdQs7h6d5d 
Th9h8d7c4d AhJsTs9c3s QdJsTs6s2d AsQd8c7d6d 
KdJsJh7h5c Ah9d7d4d3h AdJd8d7s2s KsJsTs6d4h 
Kd8s6h5s5d QcJs8s8d4c Ac8c5s4s2h KdJhTs6c5h 
JhJc8s7d5h Td9h9c5d5c Jc9s8c5h4s JsJdTs9c5h 
AdKsTh9h5h QhTsTc6d6c AdQh8h3h3d QhJs9h8d3d 
KcQdJsJh2d KcQs9s7c2h QdTs8c7s6s JsJhTs9c5d 
JsJcTh9s6s KdJh9d8d4h Kh8h7h6d4d JdTc9c7h7c 
KsQdJhJc2h AsKc7c6h6c KhJhTd9c2h KhJhThTc6d 
AdQh8d5s4d KhQsJh8h2s JhTs8d5s2h JhJdTs7c5s 
KdTs6s6c3d JdJcTs6s2d AcJd7d6h4h Jh9d7s5d4h 
Ac8s6h4h3c QdTh8d5h3c AhKcJd7d4d QhTs5s4h3d 
AdJh8c6h4c Ah9h5s5c3c AhTs4c3h3c AsKd5h5d2h 
AhTh9d8h3s Kc9s9d6d5s KdJhJc7h5s AsQc6d4s4h 
Ac9d7d7c2d AsKcTd6d4h QcJd7h6d4h Qd8s6h6d5s 
KsJcTd9s4s As9s5h5d3d Kh6s6h5h4s QsQd8d5c4h 
9s9d7c5d4c Jd8s8h7s6h KsQcJs7s6d AsKdTc4h3d 
AsQd8c3d2s QsQcTh9h5d JcTs7c5d3d QhQdJsTs3s 
JcTh8h4s3c AsKcQh9d5d AsJc4h4c2s Td9h7c6h3c 
AhTh9d6s2c QdJcTd7h4s JsJh9d8d2s AcTh8h8d7s 
Kh8s6d5s5h QdTsTh8c6c QhTh9c5c3h KhQhJh8d6c 
QhJh7c6h4c KsJsThTd2s AdJcTc4h2h Ac8c5s4s2d 
AcKd7h7d4s QhJh8d5c3d Ac8c7c5h4d AdJh4s4h2d 
JcTh9h4d3d KcQc6d4s4d QcJc9s7d5h JsJh9d7s3d 
Jh8h8d5d4d AdJc5s2d2c AsTh8s6s4c KsJh9d6s2h 
KhKd7d6s2c Ks9c8c7h4s KsJdJc6h4s QhTs8s5h2d 
KdTc8c6d3c 8h6s6c5h5c KhJh9d4c3d AhJc8s7c5c 
AdKc7s5d3d KcThTc9s5d Kc9s9c7h4h KhJsJd8c5h 
KdJh9c7h6s As8h6h4h3s Kc9d8d7h4c AhKh9s6d6c 
AsJcTh8c2d AsJs8s8h6c AcTc8h3d2h QcJdTh3d2h 
KhQsQd7s4c KhQd5s3s3h QdJhTh6d2d 8h7d7c5h4c 
AcJh4d2h2c QcJc6s6h4s KcQd5h4d3h Ah6h6c5c3h 
KcTh9d5h2c JcTh9d7c2h KsJd7d5s2h KsQcJs7s6h 
Ah7h6d5c3s KcJc9d4s3d KdJh5c3h3d KcTc9c6s3s 
QsThTc7h6h AdQd9s9d6h Ac9c6c5h4h AhJs6h4s2d 
Kh7c6h6d4c QcJs7h5s4h KsKhQd7d4d AdQd9h9d6c 
KdQdJh4c3s TdTc8h8d6d KsTs7d6d3s Ah9h7d6s6c 
KdJdTc3d3c Ah6s6c5h2c As9s5h5c3h KsQh6h6d4d 
KcQd7d4c3d KhTsTh9c4d AhQhTc6s6h KdJsTc9c6c 
JhTc9s4s4c KdQs8s7d3c AhKc7h7d3s AcKdQh9h4s 
Ac9c7d6s6h AhJhJd5h3s KsQd7s6h6c AcKdTd9d5d 
KhQsTh6c4h AhJd9d8s3s AsKd9c7d2c Ac9d8s6d5s 
KsJc9s8s3c AsQs5h2h2c AsKsTs9h2s QsJd7h5d4h 
AcJsJd8c3c AsJd7h6h6d QhJc6s5c2h QdTc8s6h6d 
QhJsJc9c6d Td8s8d4s4h KcQs5d4d2c AcJd8h8c6c 
AdKs7h5d3d QsTsTc5c2d AdKhTsTc3s Ac9s6h4c3s 
KdQh5c4h4c KhTd7h7c6h AcJc8c7h2h KsJsJh6d6c 
AsJs8d5s5c Th9s7h5d4d KcJd7d5c2s AcJsTd9d4d 
KdTsTh8s6c KsQh5c4h3c AhQcTc5s4c AhJc9c7d3d 
JcTd7h6d3c Ac7h6s6d5c KhQc8d6s5h As9s8h7h2s 
QcTsTd6d2c QsJs5h4d3d AsKs9s9d8s AcTc8s3h2h 
Ac9c8d6h5c QhQdTd2d2c As8d5s5c2d QsJd8h5d2s 
KhQh7s6d5h AhKc5d5c2d KdTc9d5d3c KcTh9h8d6s 
KdTd8s6c2s Td9s8h6d4h AcKs5s5d2d KcQcJsJc2d 
QcJsTd4h3c QdTs8h8c7h Qd9c6d5s3c ThTc9c8d4d 
Ts9d8c7c4s KsQd9h7s6s AsTd6c5s5h AhQsTc9c3c 
Td9s9h5h5d Jc8d8c5h4h KhKcTc4c2d KhQs8d7c6s 
AcTc9d2d2c AsKd9d9c7d AcQd5h3h2c AhJh8c5h5d 
KsJh6h6d5d AhQhJd6c2s Ah9s6h4s4d KdQd9d8c7s 
ThTc8s7s6d Ad8h5s3h3d KcTd8s6h4c AsJhJd6h5c 
AcTc9h6d2s AhQhJs7h6h AcKcQc9s3h KcJcTh9d3c 
Jh8c7h6d6c JcTc9d6d2h AdJdJc2h2d Ah6d5h4c2c 
AcKhJc8c3s AdJhTc9s6s Qh8d6h5d4d AdJh9d8d4s 
QdQc8d5h4s AdJd9s3c2c AsKs7d5s3c KsQhJc8h3c 
AcJc5s4s2s AsJsJc8s6s Qs8s7h6s5h QsJc7s6c3h 
KsJd9d8d3s KsKdQh9h3c KcTd9d8s6h Th9s6s5h4d 
Jd9c7h7c5h JsJcTh6h2c TsTd5s5d4s QhQdTc4s3d 
QsJd9s8c3c AdKh9d7d6d KhKc9c2s2d Ts9h8s6s6h 
AhKcJd7h3h AdKhQc4h3h 7d6s6d5s4c QsTdTc6c2s 
KcJhJd8s5c Jh9s8s8c6c KdJc8d5d5c AhKc8s8d5c 
AsQcTc5d4c JdTc9h7s5d AsJhTd6c2s KhKdJc8s4s 
KsKdQh8d3c KcJdTs9c5c KsQh9c7c3s Ks9s9d5d4h 
AhTc9h6s5h JdTh6h4s4d AdJc6d4c2s AcTd8c6c4s 
KcQcJc9d6h QhTdTc5c2h Ac6h5h3h3c AdKc9s9d4h 
Ah7s7d5h3c 8h8d7h5d4h KhQdJsJc2c Th9s8h7h6c 
KsQhTh8d2d Ks9h7s7h5s Ah9c7s6c2h Qd8c6d5c4c 
KsQdTh9d5c TsTd8s8h2h Ah9h8c3d3c AhJh9c8s3h 
As9h8s6c4d Kc9s9c5s4d KdJh9h5s4s AhQcJs7s6s 
QcJd7h5d4h Ad6s6c5d2s AhTsTd9h4h QsTd7h7d5h 
KdJd5c4s3s KsJhTc8h6h KhQh9s8c4s KsKdTc4s2s 
AhTh9d7s3h QdTs9d4d3s AdJdTs6d5d JdTc6s5d3s 
AcJsThTd6h 9h7h6s5s4s AsQh3c2s2c QcTd8s6h6c 
AdJh8s3h2d AsKhTs6s3c AcKsQs4h3s AcKs8d6h3c 
KsTh8s4h4c QcTc9d6s4h AhTc5s5h4d Qs8s6c5c4s 
AcTh9h5d4d KhJsJd5h5c KdQsTd7d2s QhJs5h4s4h 
KcQh9h7s4s AsJsJh5s3d KhQhJh9c6s Kd8d8c6s6h 
AcJc8d8c6s 9c8s6s5d4d AcQh9s7h5d QcJcTs6c4h 
KhQsJsTs2c JhTd9s9d6c AhTd9c7d5s QdTc7d6s3s 
Jc8h8c7s7d AcKdQc7c3s KhTsTc9s6d Kd9h7d5s3s 
QhQc7s5d4c KsQsJs8c6h AdKhJh5h4h AcJh9h7d3d 
QsQh8d6d6c Tc9s9d5d5c QsTh9c8c3h AsTs9h8s3d 
AcKd8s7h6h QsJd6d5c3c Qh9d6d5h3c Ts9h7c6h3c 
JsTs8d7c3d Jd9d7h5c4h QcJhTd9h2s KcJdTh8h6h 
AcKh7d5c3c AdQd5s4c3h KsKcQd9d3h JdTs8c6d3s 
AcJs8h3s2c KsJd9c7d6h KcJcTs9h2c Qd9h8c6d4c 
Kd8h7d6c5s Th9s9d7c6h KhTs6s6d3h AsJhJc9h5h 
KdQsTs9h5c As9s9d4d3c QhTs8d7s6s AsTs8d3c2c 
TsTd7d6s3c Qs9s6c5c3d Th9s8d7s6s KsQc9c7d4d 
AdQh9c5c3h Tc9s9c3s3d QdJhJd8d3h QsQd8c6h6c 
8s6d6c5d5c 9h8d7h7c6d Td9s6d5s4c KdQcJsJh2c 
AcJdTd7s2s JsTd8d5s2c JdTh7h5d3d QdJs9d8s2s 
KdJdTs9h3d Th9d6h5d4s KdTd5s5h4h 9d8h6h6d5s 
KcQdTh7s5d JsJh9h8c5d JhTd9s3h3d JhJcTc9s4d 
QsQh8c5c2s AcKc8d6s3h QhQcJc3d3c QdJs7h7d4s 
AcTd6s6c4h KsQh4s3h3c KsQh9d7s6s Ad6h5h3h3d 
KdJdTd6c3c QdTc5c4s3d KcThTd9h6s Qh9h9c5d4c 
QdJcTd8d6d Jh6s6d5h5d JdTc7d4c3h 9s8d6d5h4h 
AsQs5d4h3c QhTd8s6h2d KdKc4d2s2d AcJd5h2d2c 
JdTh8c5d3c QcTc7d5d3s AcTs9c5h5d Jc8s8d5d5c 
QcJs7c6s3h AsKcTc9c5c KsQcTc9h5d Jc9c8h8c6h 
KsTc5d4d3s KhTc9s5c2h KhTs8s8d5d Td9c8d7h4c 
AcTsTc2h2d Ts9c7c5d4s Kc8d8c6s6h AcQd8c5s3h 
AdQd7c6s3h AhKd7d6s6d 8s7s7c6c4d Qc8h8c5s4h 
ThTc9c5h3c AsJs9c8d3s AdJsTsTh6s AsQs5h4c3d 
AhKh8c6d3s AsKc9c7d2d KhQsTh7h2s KcTh7h5c3c 
AdJh8h6c4c AcKc8h6d3s Ah7c5s5h2s AhJc5c3h2d 
Ad9c7d5c2c QdJs9d6h5c TsTh7s7d3d JhJc9s9c3d 
QdQc7s5h4d JsTd9h4h4d Th8s8c6s4h KsJs9h5h2h 
KcJhJd6s4c Th9s9h7d4d KdJcTh7s5h 9h9c6h5c4h 
AhKdQc4d2s KcQs9c7h3h AcKdQs9s4h AdJh9s9h2s 
AhQc9d5s3h Jh7h6c5c4d AsTc8d8c7h AcTc9h6s2d 
Th9d7s6d3s JsJcTs5h4s Ac8d7d4c3d 7s7c6s6h3h 
KdQsQh5c2d AsKd7s5h2c AhQdJs7c4d 8d7h7d6h4c 
KhJdJcTs2s KsQd5h4d3h 9s7c6s5h4c JsJdTh9s2c 
AcQs9h7d5s Qd9s6s5d3h QsJs7c6s4c KhJsTc7d5d 
KhQd8h7c6h QhTsTh6c4d As9h7s5h2h JhJc8s7h6h 
QsQdJs3s3c JhTs6h5d3d AdQcTs6c5c QdJdTd7h5s 
Jd9d8d8c6c Jh8c7h5c4c AdQhTc9c3c JdTh9h4s3s 
AdJhTh4c2c KsQsJc8d3d QhQd8h5s4c QdTs6s6c3d 
Qd8h8d5h5c AdKsTh6h4c QcJc9s8h8c QsQhJs7c4d 
AdKhTd6d3c KhKc9s5s4d As7h5s5d2d Ah7h7d6c2c 
AcQsTs7d4s AsJdTd7c2c Jd9d9c8s7h AdQd5c4s3h 
Ac9h8c6s4d KhQs8c7d6s QhQcJh7h5d AcQs8c5d4c 
AhQcJd7s4c AdJcThTc6c Jd8h6s5d4h QsQcTc8d3h 
AcQh8c3h2d Kh9c7h7c4d Kh9s9d6s5d Kd9s9h5s5d 
QdTc8s6d3s Ac9s8s8c2c QcTc8d6h4s KsKdQc3c2h 
9c8d7c6d4d KhTc9c2s2h AcJsTd9h6h AhJd4h3d2s 
JdTc9s8s6s QsQdTd3h3c AhKdTc9c5c AcKc6s5c2s 
QcTd6s6d3c Qs9h9c8s5h AsJcTd6h2s As7s6h5d3c 
KcQc6s4s3h KhJcTd4c2d Jh7c6c5d4h Jc9h8c5h4s 
QsJdJc8d5h KdTs9d5s2h Ah6s6h5s3h AdKdTd9h2d 
Qh9s6s5h3c Ac9d5d3h3c Td8d7d6c4c AhJs9h8h5h 
KhJhTd3h3d AhJs6h4s2c QhTh8s6s3s KsTc5s5c4c 
Ac8c7h5s4c KsQdTs6c4s KhQdTd6d4s Ts8d8c6d4s 
Jd9s7h6s6h JsJc9s8d5h KsQsJs9c6h 8s7d7c6c5d 
QdTc7h5h4c KsQc5h3s3h 9d8d6h5c4h JsJd9d8h2h 
KdTh8s7d3s AsKs8c6h3d Ad9s6d5s2h JsTh7s5c3c 
KhKc9c8c3s Ts9d7d5h4s JsJc8c7s3d QhQc8h3h3c 
Jd9h7d6h6d As9h6c4s3h KdQdJsJd2c Ah6c5h4d2d 
AdQc9s6c4s QdJsJhTc5c JcTc9d8c6s QhJc6s5h2c 
QcTc8d6s4h QsQd6c5h5c AcTd8s3s2c KdJc5h3d3c 
Ac8h8c7s6c QcTd8c5d3s AdKh7h6s6h AsQdQc9c3h 
AcQh8h3h3c TsTd8s8d3s Ah8h8d7c5h As7d4h4d3s 
KhQhJhTd6h KsTc7s7h6s AdTd7d6c4h Kc9c7d7c5d 
QsTd7d5s5c AdQcTs3c2s JsJc7s5c3s JdTd8s7c5h 
QcJh8s8h4c KdQsQh8c6c KhTd9d4c2h KhQhQd5h4h 
KdQc8h6c4h AdJdTd9d2s KdJh9c8c7c AdKsQc4s2h 
JsTs8h6d3h JcTs9h4s4h AdQhTs7s5s AdKc6d5h5d 
KhQd5c3h3c Qd9s6s5d3c QsTc9s5h2c KsKdQd9d4h 
AsKd6s5s5h KsJh7h5s2d Ad9s6h5d2h AsQcTh9d4h 
KhJh8c6h6c Qh9d8c5c4h KdQs8c5s4c AhQc3d2h2d 
AcTd9s7h6s 8c6s6h5s5c QdTs8h7s6s QhJd5d5c3h 
Jh7h7d5d5c KdTh8s7c4d QcTd9s8s3d JsTs8d6c3d 
TsTh9s7d4d QsTc8d6s2c QsJcTc3s2c AsQs9s8c7s 
QhJs7s6c4c AhQdQc7c4c AcJsTd6h2c Ah8s7s4h3s 
QhJs8s6d3h AsQhJc6h4d Js8c7s6h6c ThTc7h6c3d 
KhQhJs8d3d KdTh9d5h2s QhJhTd6s3c QdJsTh9c4h 
As6h6c5c2s KhJh8c7h4c AsTc9c5h4h AdJcTs8h3c 
TsTc6d4d4c JsTh9d7s2h QcJsTc7h4d AcKs7s7h4d 
Td9s7s5h4d AsJdTh6c2s TsTh7d6s3h AsJdTh8d2c 
AsJc9s8s4d KcTh8s8h5s AhJc4s4c2h AhJc9d6s4h 
AsJc9s8s5s Jc9d9c8s7h KdQhQdJd5d Ac5h5c4s2h 
Ac7c6h5d3s AcTc8c6s3s AdJsTs7s7h KsQh9s7c6s 
KcTd7c4h4d AsTs9c7s3h QhTh7d5d4h KsQs6c4d4c 
QdJcTs6h4s TsTc7d7c3d AhQc8h5s4h AsQhTh7h4d 
AsTc9c8h8d AdQcJc8s4c QdJs6h5d2s QdJc5s5c3d 
9c8h7h6c4d AhKsJd9d4c AdKh7s5d3d AcKs8h5c2d 
AcJsJh8d5d Jc9h7d6h6d TdTc8d7h6d QsQcTh4d3c 
QhJd8d8c4h AdJsTsTc6s QsJh6s5h2d AhJsJd6s5c 
JcTc9h8d6c AcQh8s7c4c AcTd8s7d5h KdQsJhJc4s 
KcJh7c5c3h AhKdJs3d3c Ah9h6h5s4s AcJc9d3h2h 
Ah9s8h8c5h QhJsTs6h2h KhJcTd8s6s KdQsQh6s3c 
AsJsJd2s2h JhJc9h8s5d Kd9s7d5h3h Qd9c6d5c4s 
KsQhJdJc2d TsTh9s8c6d AcTc6s5s2d Ah9h8s6c5h 
JsJc7c5s3c Ac9h9c5h2h AcQsJs7s6d KsQhQdTc4c 
KhQhJh8d6s 9s8s6d5c4d JsTh6d5s3h Jh8s8c5h5c 
AcKsQc4c2h AhTh7h6c4s AdTh9c7s6c AcQdTs8s4s 
Ad7s5s5d2c KhKdTd4d2s QdTs9d5c2s AsKdQs4s2h 
Tc8s8c4s4d QdTh9h6h2d AhQh5c4s3d As5s5d4c2d 
AsKsTs6d3c QdJs6d5s2h KsQhQd6c3h JdJcTd9h5s 
Ac8h6d4d3c KhQc5s4s4c AdKc9h7s6s AsJs8h7c2d 
AdTc4h3h3d Th8h8d4s4d AsQdTd7c4d KdQh8h5s2d 
Js8c7h7c5s AhKs9c7s2c Ks9s8h7s6c KcJh6s5h2c 
Qh9c8d6c4h Qd9c6d5c4h AcQc7h6s3d KsQhQcTd4d 
KdJsJd7c4h AcKsQh4s2d KsJhTc9s3s AsKs3h3d2d 
AcKhJc8c3d AhKcJc5c4c JsJhTs5c3d AsQh8d7h6h 
AdQhJh8s4h Ah8h7s5c4h KdTd9s4c2s Ks6s6c5c3h 
ThTc7d6h3c Ad8s8d7h6d AsTs9h8d2s Jc9h7c6h4s 
ThTd9d5h3d AsTd8h3s2h 8h7c6s6h5s KcQdQc5c4c 
ThTc9d5d3h JdTs7s5d3d AsJs8s7c2c Ts9d6s5d4c 
Ad8h7d4c2h AcQd8s3c2d AdKs6c5s4s AhJc5h5d2d 
9d9c7s5d4s KhJh7c5d4s QhJs6s5c3c KcJc5s4h3s 
Ks9s9h5h4c AsKh7h6h6d KcTd6s6d3c JcTs8s6h2c 
KdQd7h6c5d KsTd9d8h6c QcJd9c4s3d KdJh9s5d2s 
Ts9c8h7s6s Qh8s8d7s5h Ts9s7h7d5h JhTc8s6h3c 
KhQdJs8d3s AhJs5d4h4c Js9c7h7c5h JhTh8s7d5c 
Th9c6h5c4s JdTc8s8d2c AcTc9h7c3d AcQdJh8d4d 
JsTh6h4d3s Ac9d7c6s2s KdTc6s5c2d QcJs5d4c2s 
QsJs6h6d4h KcJcTdTc4h Ah9s6h4s4c JdTh8d4c3c 
KsQc6h6c4h KsJsTs6h4d KsQh8s7c6s QhTs9s5h2c 
KcQsQhTd4d AdQc8d5s4d KsTsTh9c4d AcTc9d7s3c 
Ts9d8h7d6d AsKh7s3h2h TsTd8c7c6h Qh8d7c6c5d 
AsKdQh5c3c KcQhJs4c3d AdJs8h3s2d AsKsJs7s4d 
TsTd8s6h3d KcJd9d9c3d Th9h9c7s4s Ac9s7s7c2s 
QsQc9s7s2c KdQc4d4c2h 8d6s6h5h5d AcJd5d3c2s 
JsJd6s6h3d AhKd9s9h4c AsQsTs9h4s AhQdJd8c4d 
9s7s6h5d3h Tc8c7h5s4h AsQd9c8d7d JsJcTs4h4d 
AcJs7d6s4d QcJsTc7d4h QsTd9d6d2s KsQh5s5h2d 
AsKdTh7d3d QcJd6h4c3d AsJh5d4s4c KhQcJc9d5s 
AcJc9s3d2d QdJc9s8h6d Jc8s8c5s4d KdJh9d8d3h 
Ks8c7s6h5d Qs8c6s6d5c KdJs5d4c3c AcJc9h3s2s 
KsTdTc8d6h KsThTc8c6d JdTh9c7s5d QsTsTd6s5h 
KsTc9c2s2d Jd8h7s7h5d AcTc7s7c5d QdTh7h5d5c 
AhKh7h5s3c AhKdQd4c3d JdTc9c6d2h QhJd9s8s7s 
KcQcTs9c6c AsQd8c7h7d JsTsTc6h6d Ac7c5h4h2s 
Ks8h8d6s4d As9h6h5s2c QcJsJc5d3h KsQh7c5s4d 
Kh9h9c7d4d Kh8s8h7h7c JsTs8h4c3h Ah9s9d8h7h 
KcQhTc6d4c JsTh6c5s3h As9h8s8d4c AhJhJc6h2c 
AdKsTh4c3s AdKcJh9h6s KcQd6h6d4h KsJs7d5h4c 
Jd9h9d8s7c AcTh6s6c4d TdTc9d7d3c KhJhTsTh6d 
KsTd6d4s3d KsQh8d6c5s QdJd9c7h5s AhQc9s8c2s 
QdTc9h8c2h AdQdJd8h3c As8d6s4h3d Kc9h7h5d5c 
AsJhJd4d4c AdJhTh7c2c JsJd9d9c3h AdKd9d9c5h 
Ad8h7s7h6s Ts6h6c5h5c QcJsTh6d4h JsJh8c7h6h 
Ah9s5d4h3d QdJc9d6h5s Jc9s8s8h5c Ac8h7c4s2h 
As7s7h6h2d AsKdJh9c6h AhQcTs8s4s Qd8s7c6s5c 
KsKhQc9s4s AhJh7d6h5c Kd9s9h6h5s AcTh6c3h3d 
KhKdJd6c2d QcTd5c4d3s KdTc6h6c3d Ad7h5c4c2d 
KsJh8s5s5h As8c6c4c3s KhJdTsTc5d QsQh9h7h2s 
AhKc8h6s3d As9s6d4h4d AhKhTh5s5d AdJc7h6h6c 
AcJd9s6h4c KsJh9h8s3s QcJcTc8s6c QdJc7d6c3h 
Js9d7s5d4h Ac8s6c4d3s AdQs8h7s6s AsKd6s5s5c 
AhKhTs4h4d AdQs8d3s2h Js9s9d8c7h AsKhQs4s2d 
QhJh9c8s3c QcJsJc5h3d QdJdTs8h4d AdQhTd7d4d 
JdTsTc5d4h KdQdTc3c2c JdTs6s4h3d KcJs9s8c3c 
Ks7c6d6c4s JsTd9d4h3h KsJcTsTh3s JsTd8h8c7c 
QhTsTd5d2h KcQs8h6d5c AsQdQc5h2d AdJc7h6c4h 
Qd7h6s5h4d AcTd6c3h3d Ad8s8d4h3h KdJh9d8s5c 
JhJd9d8c2c AdJd6s5h5c AcTs8d3c2d Qd7c6d5s4c 
QhTh8s6c3c KsTsTd8s6h AcKc7s5c3d Ah7c5s4s2h 
QsTd9d4c2s JdTs9c8c6c KhTs8d7c4h JdTdTc7h2c 
QcJsTd3s2d JdTh8s5d3s 9c7h6h5c3s 7s7h6h6c3c 
QsQhTd9d2c As6h5s4h2d AdKhQd9d3c AsAdAcJc3c 
AsKh7s7c3d KdQd6s4s3h Kh9s9h5s4d JhTc7h4s4c 
KsJd9d5c4c AsQh8d3s2h AcKsQs5s5h QdJsTd7h4c 
AhQcTd3c2d AcJsJc5c3h TsTc9d5d3c KcTc8h6d2h 
AcJd4h4d2c AdTh9c7s6s AdQdJs7d6d QdJc8h8d7s 
JdTh6c5d3c KcQsJsTd2s KsQcTd3d2s KhJd8c5h5c 
As7h5c4c2s JdTh9d5c2c 8c6h6d5h5c Kh8c7h7c4s 
AdJsJd5d3c KdQcJcTc2h Ah7h6d5s3c AdTdTc2s2h 
Tc9s8d7c6c Jd9c8s8c5d JhTh8c6s3c KhQhJc8d2d 
AhQsQd7s4s KhQhQd9c4s KhJs9h8h8c KcTh6h5d4d 
KsJsTsTc4d KcTs8s8d5d Js8s8h5h4c Jh6s6c5h5c 
AsQh9c8c7d KcQcTs8s3c KdQh6s6h4s KdQh9h7d2s 
JsJd7d5s3d KhJhTd9s3h AhTh7h4c3c Qs7c6s5d4c 
Kh6h5c4c3d KcQh8d7s6h QhJhJd5s3c Qd8d6c5c4d 
As9h8s6d4c KsJd9s8h5c AcKdJc6s2h Ks9c6s6c4d 
AcKsJh8d3s AdJsJc6s5h AsKdJc9c6h AhKdJc9d4d 
QsJdTh6c4h Tc9d6d5c4s JhTd9d6h2s Ad6c5c4d3c 
Js9d8s8d6s KsQs9d7d4d KhQcTh7h5s Th9h6s5d4s 
AcQcJs8c4c JdJcTd5h4d KdJd7s4s3h Kd9h6d5h5c 
JhJdTh3d2h AhKcJs7h3h KhQd4h3d3c Ts8s8d5d4c 
AhTs9s5d4d JsJdTs9s6h AcJd5s5c2s QhTd8s7h2d 
AsKcJh7s3s JhJdTh4s4c Ts6h6d5h5d QcTs9d8s2d 
Ts8h8c6h4s KdTdTc9s5h JhTs5s5h3c Ac6h5c4s2h 
