KdQdTd5c3h 
Qs9s9h5s4h Qs8s6h5c3h 9s9c8h8d5h Ah7h6d4s4c 
TsTh6s4h3d Ah7h5c3h3c Qh8s8d7s7c Tc7s6h5h5c 
Kc8h6h5d4d Kh5h5c4s3c AsKh6s6c2d Jh9d6d5c4c 
KdJh8d6s5d Kh9d7h6s6c Kc7c5s5h3h AhQs7s6c5s 
AsJs6s5d4c QsTh5s3h3d Td9s7h6d6c QdJc8s8c3d 
QcJh9c8c5d KsQcTs5s3h QsJc8d7c6c KcQc8d6s2s 
Qd9c7d5c4d QdThTc8s4c KdTd9d6h2h AcQc7h5h2c 
QsTh9c6h5h Td9h8d5h2s KdQdQc9d4s QcTh9c3h2d 
AdKdJs7c2d Td7h6c5d5c JhTsTh9h5c AsQc7s5s3d 
AcQc5s3h3d QhQcJh9s4h Kd8c6c5d3c QsQdJc8s2h 
Ac9c8d3s2d KhJh4d4c3c Th9s7h7c3c Js9s9c5s3c 
Jc9h8h7d3c JdJc8h7h5h KsQsTs5c3d Th9c8s7s2h 
KhQdTs9d5d Tc8d7c5d3s KdQd8c6s5d KdJs9h5d3c 
KcJd7c5c4s AsTs9d7h2s QsJsTc7c2s Qc9h8h6c3c 
AcJs8h8d5d Th9h7c6d5h AsQd4s3s2d AhQsJd8s2c 
Ah9c5h4c2d QsQhTh7d2c ThTd8s7d2h AsThTd8s2s 
AsQc6c3s2c 7h6h5c4h3c KdTc7c4d2h KsJdTh9d4d 
AcQdJd6h2h Ah9s5h4s2d Qc7h6s6c4h 7s7h6s5s3h 
JsJd9d9c2d KdJhJc8s4d QcTh8s6d5d JsJhTd7c3h 
9s9c5s5c2d Qc8d7d7c5c KsQdJh5d3d Th9d9c8s6c 
QhTs8h7h3s QsJhTc5d2s 8s8c6s6d5s AsQh6h5d4c 
AhKsTc7c3c AsKc9h8h5h Qs7h6s6d4h KdJcTs8h4s 
AhTd8d7d4c KdTd7d6d5c AcKs8h6s4s AdQsJh8c2s 
JhTc9s3s2c Kd9s9c8d7d TdTc6c4d3h Tc9c8s7h3s 
KsTs8h8c6s 9h8h7s5s5h JcTd4c3h3d As8s6c5d2h 
KdJsTs5s4s KsKhQc9d3d AhTh9s9c2h KhJc8h7s4d 
QsJd6s5s2d Qs9c6h5h4c QdJc8c5s4h As5s5h3h2d 
KhQc9d9c6c AsTc8h6d6c JsTc8c6d2d Ts8s8h7h4s 
AsKc6h4s2d KdJsTs8c4s AsQdTs4s2h Kd9h8s5s3d 
QhJh9h8d2d Ah9c8h5h4s Ts9s9c7h5d AdKsQs6s6h 
Jc8h7h7c4h AsJc8s5s3h QdJh6d5h2d AhKcQc4c3c 
AsKh9s5c4s KdJh9s6h3s 8c7s6s5c3c Ah9c5h5c4h 
AdJh8c7c2h Ks9s6d5c2d 9d7s7d6h4h Kd8d5h5c4h 
AcKs4c3h2d Ah9s7h5d4h Jh9s8s5h3h KsQc9h8h7h 
6c5h5d4h4d Ks9d7s6h6c QcJd5s3d2c QsTs8s5c3c 
AcQd8h3c2h QcJhTc7c5c QhTd8s6d4d ThTd8d2s2h 
7s6s6d4s4d Td9c6s6d3c Ah9s5s5h2s KhTs6c3h3c 
QcTd9s6d5d Kc9h9d8c3d ThTc8d6h2d Th9h9c8d2d 
AsJh7c5d2s Qs8h7s7h4d Kh8c6s4h4c 9s9h6h6c2c 
KsJd8s7c4h AhJhTc3d2h AsJd7h6d5c KsJs9h7d4c 
AdKc9s6h2d JhTh9c6d4s Kh9h6s5s2c JsThTd9d2d 
QhTd6h6d3h 9h8c7d6d3c AhTd7s3h2s Jh9d8d5h3d 
Qs9d8c7h6c AsQdJc6h4h JcTd8s6d2s Td7s7c5c4s 
KcJc9s7h4d QhTs6s4d3d KsJs9c7h4d Ts9d9c4c3d 
Qd9s8s6d3d JhTs7c5c4d KsTsTh6s5s Tc9c6d5d4d 
KhQhJs7d4h AsJhTc4c3d KsQd7d6c4h KdJc7h7d6d 
JhTs7s5s4c QcJc7s6h3h KdQcJh7c2h KdTc6h3h3d 
AhJc6h6c2c Th7s7h4s4h KcJd8c6h5c JdTd6s6c3c 
KdKcJd5d2d Kd6d5c4d3c AhTs6s5h2h KhJs9c5h3d 
Jc8c7h6d5s AdQd3s3h2h KsQd9s6c2c QdJh5h3d2c 
KsTsTh9c2s QdTs9h3d2s AdQcJc4h4c QdJs8s6c5s 
KsJsTh9s2s QsQc8s3c2d AhJd9s8d6d Tc9d8c5h3h 
KhTd6s6h4c Tc9s9d8c2s JcTc8s6h6c AdTh9h8h5s 
AdKd9s6d5d Tc9s8d7d2c QdQcTd9d2d AdQdTs2d2c 
KhJd8s4d2h As9h8c7c3h Ah9c8d7d6s JhTh9c8s2d 
TsTd7s3d3c 7s7c5h3h3c JhTh9d7s4h AcQs7c5c3h 
JdThTc9s2c 9h8s8h5s3s QdTh9d8c5d AdTc5h2h2d 
KsKhJs4s2s JdTs8d6h6c QhJs5s3h2c Kc9h8d5d3c 
Qc9h8c6s3s QdJhTc8s2d AsQs6h6c5s JhTh9c6s4d 
KhQsQc3d2c JsJh6s4h3h JhJcTs9s3d AdQc8c6c5s 
AdTs7h3d2h TsTc6c4s3d As9d8s6h3c QsJh7d6c5h 
Qs9h8s5h5d Ad7h6h4h2d AcQc3s3h2s JhTdTc5s3c 
Ks9h6s4h3d KcJhTh8s4h Qh8c6c5s3h AcJhTh6d4h 
Kh8h7s6d5h Ad8d6d5s2s 7c6d5d5c4h AdJs8h7h2s 
QdJc9d8d5s KcQcTsTc2d Kh9h7s6h5c AcKs9d8s2h 
QsTc9c7c2s QsTd8s8d3s Td9h9c8d2c KsTd6s6h4c 
KsJs9h6s5d Ks9s8h5d2h JdTsTd7d2s AsTd6h2s2h 
AhQh9d7h5h JhTd9c3h2c KcJhTs5d3s QhQcJc8d4c 
AcTh8h5s3s Ac5s5c3s2d AsAdAcJh3h Kc8h6c5h5c 
Qs9s8c6h3h Qc8h6h6d5d JsJdTc5c3c Th9s6d4h4d 
KcJh9c6d2d KcJd7h5c4c KdJhJdTd4d JdTc9h6c5c 
QsJd6s5h2h Ah9c8h5h4d KsJc9d2s2c KcQh8h7c2h 
QhTdTc4s4h 9d7h7c6s6h Ah5s4c2s2h Th9h8c7d3c 
Kc9h7h5d2c Jd9s9h8d4h JsTd9c6d5d JsTc9h3s2h 
JdTs9h8c5c 9c8s7s7c5s Ah8d5c3h2d AcKd6h5s4h 
AdTs7c3c2d KsTh9d4h3d Jh9c8d8c7s AdTc8c7c4h 
KhJs6h4s2d KdJs7d5d4h KsQd9c8d6d KhTc8s6h4h 
QsJh9d7h3d QdJs8s6h5s KhTsTh4c2c Qd8s5s5h4d 
KdQd7h4h3h JhJd9h6h2d Kc9d7d5c3c As7c5s2h2c 
JdTc8h6s4h Qc7s6d6c4s AcThTd7d2h QhQc7h7d2d 
KsJs8h6c2c AcKc7s3h3d Ts9d8s5c3c AhJs8d8c5d 
As9c6c4s2h JsTsTd8s4h AdTs9h7c4s Ac8s6d2d2c 
Kc9c8h6d2h Kd9h9d8h3h AdJs6s3d2h AsJh7h6s2s 
QdTd7d6h5s AhJh9s5h5c KdJc7h5s3d Qc9s8c5s5d 
KdJd6c5c2c 7d6h5s5d4s AcJcTd3h2c QhQc9h3h2c 
JsJh4h2s2d AdQsJs9c2s Ks9c8s5d3d Tc9d8d5h5c 
KcQc7s5h2s AdTc8c5s3s KdTc8d5d3c AcTh9s4d2c 
JsJc4c2s2d Kh9d9c8h3c 9s9h8s7c6s AhKcJh4h3h 
AdJc7h6c5s QdTc7s5s5c QcJh6s5d4h AcJh8h8d3d 
KdQd6h4c2h AsTh9d9c6h KsJd9d9c2c Kh4h4c3d3c 
KhQdTc8d5d Tc9d7d6h5s 9s7h7c6h3s Ac9d5d5c2d 
AhQd8d7d6d KsJc6s4c2d QsQc9d4s2d KsJhJd6d4c 
AsKdQs6c2s Ac7s7c2s2h JhJc7s7c2h Js9h9d6s3h 
6s6d5d4s4d AdJc4s3s2d AhJhTc4h3h Qc9s8c5h3s 
KsQc9d8c6c Ts8s7h6c3c AdJhTs3d2d Th9h8s8d4s 
AsKdJs4s3s KhJd8h6c5h Kc8c7s6h5c TsTh7s7h2d 
QsTc7d6h5c AcTd8d7d4s KdQd6h4h4d QcJs5s3c2d 
Ah7c5c3s2h AhQdTs5d3d AcJh8s8h3s Ah8d8c5h4h 
QhJs8h8c7h QsQd5d5c2h Jh7c6c5d3h QsJh8s8h2c 
Qc9d8h6h4d AsKsJh9s2s AdKsQh8c4c Qs9c8h7d6h 
As7s5c3s3c KdTc9h7h5s ThTd6d3h3c Ah7d6h4c3s 
JhTs9c7d3h AsTc9h9d6c AcQsJd5h2s QsQdJh9c4h 
Qd8h5h5d4h Ah6h6d4h3d Js9d9c6s3c Qh8c7s6s4c 
Ac9s7c5h4c QcTs6s3h3c KcQcJc5c4s Qs9c8d6d4c 
QcThTc5c4s Ts9h9d6s2d AhQsJd6c4c AhKd8d6s4d 
AcKs9h8h5h KhThTd4c2c AdQdJd5s5d QcTs8s8d6s 
Jd8h7h7d4h KhQdJc5d3d JcTh8s4h2s KsQs8c6h5s 
Kd7h6h4h4d 9d9c8s7d4c AdTh6h3c2d 9s9c8h7s4c 
JhTc5s5h2c KsJhJc6c4d AsQd9h9d7d AdKc8s6c4c 
Ts7h6c5c3s KhJh6s5s2s QsTsTc8d4s KsQc8c7s2c 
AsQsTh2s2c AcTd7s3s2c KcTc8h8d3h 7s7h6s4d3h 
AcQc9h7c5c AhJs7d5h2c AsKhQd6s2s KsJdTh9h3h 
9c8c7c5s4s JdJc9s9d2d KsKhTh4h2h Ac9s9h5d3c 
Jc9h6s5h4s AsKs4h2s2h QhJd8c7c3h AsQsQd7c2s 
Tc9s9h4h3c Jh9h8d6d4d JcThTc9d4c KdQdTdTc2h 
As9s7d7c5s Tc9d8c5d2h QcJd7c4h3d Ts9d9c6h5c 
JdTs5d5c2s AdKh6c5c4s AdJs9s6c5h Qd9d8c6h3h 
9d8d7h5s5h QsTs7s7c4c KdJd9h9d3h AcKdQs6c2c 
AsJhJd8s2s Jh9h6s6h5s QdJhJc7d5d KhQhJs7s2h 
AsQsTh4d2s KdJhJc6c4s AdTs7s3s2d AdQd8c3c2s 
As8d6c2s2c 9c5h5d4h4c KcJsTd9d3d Td9c6s4s4d 
Kh9d8c5c3h Js9c8c5s3s 9h9c6c5s5d KdTc4d4c3s 
KhTs9d4d3s JsTd8d6c2c AhJd8s8d6c AhQcTs5c3c 
Kc6h6c5h3h KhQc8c7h2c QsTh9d6d5d QsJcTd8h2s 
AhTdTc7d2c 8h7d5c4h4d KsJs9h6s5c QhJd9s7s7c 
Qd7c6d6c4h As9d8c7c3d JhTd9s5d3c Ah9h7h5c4d 
Qd8h6h5d3c 9h7s7d6d6c KsQsQd5s3s QcTh9h7c2c 
Qc8s6s5h3c QdTh9c6c5c AhKhJs3h2c AhKd8s4h2c 
AcKs4d3d2s AcJd4c3d2d Jh9d6s5h3d AhKd9h5s4h 
QdJc8s8d7d KsJc6h5s4s KcQs7c4h2s AhJd6h6c2c 
9c8s8c7d4s Qc6h6c5s4s AcJs5c4h2d Qh8d6d5h3c 
QsTd6s6d3s AdKsQs4s3s KcQs9d8s6s Kc6d6c5d3d 
KcJh9h9d2d Th7d7c5d4c KhJcTc4s3d AcQs9h4c3d 
QdTs7c6h5s KdQhTs5h3c Tc9s9h4h3s Kd8d5s5h4s 
KhTh6d4c2c Jc7h7c5h4c KsQdTh6s3s 7c6s5d5c4d 
QdJdTh3s2c QdTdTc7d5h QhJc7c6s5d AsKd7s4s3c 
KsJh9h3d2s AcQd6d5h4s KdQd8d6h5s AdKd9h8d2s 
7d6c5d4d3c Tc8s7s7h4h QcTsTh9d4c Qs7d6s6h4d 
JsTh9s6s5s JsJc5h5c4d AhTd9h5c3h Qh7c6h6d4c 
KsQd3d3c2s AdJh7s6h5c 9c8s7c6s3d Th8s7h5s3d 
AdTd6h4s4c KsJs6d5d2d QhJs6s5d4c QhTd8c6h4h 
QcTsTd8s4h AsJd6s5s4h KsJd6s4d2h AdKd7c3s3h 
QcJd8h5d4s Js9s8h6h2d KsTc4s4c3d Jd8h7s7d4s 
AhQcTc5s3c QdTc6s4c3s KhQsTs7c2c JcTs5d5c2s 
JhTh8h4s3s 7s6d6c5s4c KsQsJs7h3h AhKdTh2s2h 
Ah6c5h4s4d AcJcTc8d2c Ah7s5h3d2s 9c8h6s5c3s 
QhJh9h7s4s AdJcTs4s3h KcJd9c7h4s AdTd9h9c2d 
KdTsTd4s2s AhTd9s4c2h JcTs4h4c3s As9s7s5c4h 
KsJs9d6s5c QcTh7s4s4c QsQh9c4s2c AdQhJc5h2s 
Kd9d8c7d4c AcTc9s9h2c QhJsTd5c2h 9d7d7c5c4d 
JcTh6d4h3d AdKhJs9s2s AdKh8s7c4s Jh9h6h5s4s 
QhJs8d7s6s QhJh8h6d5c KhQs8c5s5c Ad9s5d4s2h 
KhQc9s9c6c KcQs7s6s2c 8d7h5s4s4h JdTd8s6h6d 
JsTc8d6c2d KdTh5h5d3d As9d8s6s6c QdQcJh3s2d 
KhQsJc7s2c AcJs8s8h5s AsKsTs8h3s 7c6h5c4c3h 
9s9d8d7h6d AcJsJd8c2c QcJc9c6d3d Jd9s8s7d2h 
QhJd7c6s5d 9h9d7s7h2s Kh7h5s5c3s KcJhJc9c3s 
KhTh7h6h5s QhJs9s6s2h Ad9c8d6s6d KdJs8d7d3s 
QsTc8d5h4s JcTd9d8h4s QhJc5d5c3d 6s6h5h4s4h 
AdTd7c5h2s KhQs7s6d4c KsJc7s5s4d AdKs7d4d3h 
7d6h5d4d3h Ah7h7d4h4c Qd9c8c6d3d AsTs7c6h2d 
JdTd9c7h4d KhJs7h5c2c KhJs8h7c4d Ah9d7h5h3s 
KcThTc9d3c AcKh4s3c2d AcQh6h5d4s AdTh7h3h2d 
Kc9c7s6s3c KhJd7d4h3h Th9s9c6h2s JhTd9s6c4h 
QsQdJh3c2s Ad7d6c4s4h Ac9d5c4d2h Kc4h4c3h3d 
AsTc9d4h2s AhQs9s7s5c JhTs5h4h2s KhQh8c5c3c 
AhQc9s4h3d AdJh9h6s5c KhThTd4s2s KcJhTs8d4s 
AsQh8h6h5d QcJd5h4h2d KsQcTs5s3d KsTd5c4c2s 
AcKs7c6h2d JcTsTc5c4c KdQd8h5h3h KcTh8c6h2c 
Qd7d6s6c4s JhJd6d4h3h QsTsTd5h5c Qs8s7c5s4c 
JhTs4h4c3s TsTd8h6d2h KdTh4h4d3s KhJs9h3s3d 
KhQh9c5s2s AsJd6d3c2s JsJc7d6h5h 9c8h6d5h3c 
8d8c6s6d5d KsJd9s8c5s AdQs6s3d2s Qc7s6h5c3s 
QdTh9c3d2h JdJc9s8d5d JhJd8s7s5s 9s7s7c6h4c 
KcQd7s6s5h QhTsTh9h5d QdJc7s7c4s Th9s8d7d2h 
KcQcJh7d4c Ks6s6h5h4s AsKc6s6h2d AhQh9d8c2h 
AsQs3d3c2d AhAdAcQs2s QdTh9d3h2s AcKs7h5h4h 
JsTh7h6h5c AdJc8s8h5h QhTc8h7h3c AcJdTs6h4h 
Ad9s9d4c2s Ac9s8d3s2c QhTd6d3h3c JcTc7s6c4h 
QhJsJh5c2d 9s9h7s7c2c AcQcTc5s5c QsThTc9d2s 
Ah5h5d3d2s KhTc6d4d2h AhJd6d3h2c AcTh9s9d6s 
7d7c5d4h3h 9d8c7h6d3c AhQd6d5c4s AcQsQd9h2h 
Kd8h7c6c4h Qh6s6h5d4d AdJs4d3s2s KsKd9c3s2h 
Ac9d9c4s2d TsTh7d3s3h QdTh8d7d3h Ad7h5d3s2h 
Qd8c6c5d3h QdTs9s4s2d JhTd6c5d2h AhTs7d4d3s 
QdJc9h7c3h KcJh8d4h2c AcQs8d3c2d AhKd9s6c4d 
AhTs8s7s4c Kd9s6s6d4s AdQhJc9c3c KhJdTc9s3s 
7s6h5s5d4d KsQh6d4s2d QhQcJd9s4d JdTh7c5h2d 
AhKd8c6d4d QsQdJd9c3d Qd9d9c8c2s JdTh9c3d2c 
JsJd5d5c4h KcJs9c6h2h 9s9d8c7d4s AsKsJc3s2d 
KsJhTc8d4c 9h8s8h5s4s AhJc7d5s5c Td9d7d7c6s 
Jd8d7h6c5s Qc9c8d6s3s AsJhTh6d4h KhJdJc4s4d 
KhQhThTc2s KsTh6s6c4d AcQh9h9d7h KcJs7c5d2d 
AhJs8c7c2s Qh9d8s7h5c QhJd8c6c2h QdTd8c6d4s 
AhQhJh9s3h QhJs9c2s2h AsQh8h7h6h 9d8h6c5d3c 
JsTd7s4d3s JhTdTc5s3h QdJdTc3s2h Qh7s6h6d4s 
QcJdTc7c5c KcQsJh7s2h AsTd6d3h2s JcTd5h5c2d 
KhJsJc7d4s Td9c7d4h3c AdQd7s7h2s 9s9d8s6c2d 
KhQs9h6c2c KdJh9h9c2c Ad6d5c3s2c AhTd4c3d2h 
JhTd8d6s2s Tc9h8c5h2s AdQcTs8h3h Ac9s7c5c3d 
Th9c8s8h4c 8d8c7s6c3d Jh9s8s5h2c Qs9d8h6h4d 
KhJh7h7c6s KhJs8d6c5s Qh8s6s5h3c Ac8s8h5c4c 
AcKhTd5c2c KcTc8s8d3s KsJsTh4d4c Ts7s7h4s4h 
QdTs8h6c5c Kd8d7c6s5d KdQc9s9c6c Ts9s9d5s3d 
QsQh6c3s3d KsQhTsTd2s AdQc9s7h6s KdJc8s8h7c 
Tc9s9h6c2s AdKcQc9s3c Js8d5s5c4d AdKh6s4d2c 
AdTs9h9c6h KdTh7s4d2h QsJh7h7c4c Kd8d5s5h4h 
KcTh8c4d3d KcQs5d3d2c QhTc9s8d4h QhQd5h3s2s 
AhTsTd7s2d Ts9d8s7d2s AdTd9h7s2d JdJcTc2s2c 
JhJc7h7d4s Th9s8h7d7c QcJsJd9h3d 7s6s6c4s4c 
JdTh8h6c2c JdTh8c4h2c AdJs7c5h2d AdQh9h7h5c 
JsTsTh8c4s AdKhQs9s3s Qd9s8d6c2s Jc9d5c4d3h 
Td8h6s5s5h Kd9c6s4s4d AhKsTd5h2h Ad8c6s6c5s 
AcJcTs3d2c QdJc8h7h3d KhJh9s9h3s AcTs7d6h5s 
Td7c6h5h3d KhQs7d6d5c AhQsQd4s2s KhTs9c7c5d 
JsJh9h6h2s AsQsTs5s5h AsQcJc6h2h AdQc9d3d2c 
KhQsTs9c3s 8s6c5s4d4c Kd8c7s6s4c Jd8d6s6d5s 
AdKs9d8h3d KhJcTc8d4c AcTh8h7h4d JcTs5c4s2s 
JdTc6h4d3h KsTc7c4s2d QsJs8d6c3c QcTs9d3c2s 
QhJd9c4d2h KcQsJs9d5s QcJsTh5d3d Ad8s6c5h3d 
AsAdAc9c4c KsTh6h5s2s KcTdTc9s3c Qs7h6d5s3h 
As9c8d7c5h 9s9d8d6h2s KcJd8d7s7h KsQhJc7h2c 
KsQcJh8d6d JcTd7h5s4s JsJc8c7c3s KsTsTh9d3s 
QdTh8c6s5s JsJh7s7c4d KdJh6s6d3s 7h6c5h5c4s 
KcQh8h4c2s KhJd7h5c2c KdJhTs8c4s AhKd8d6c4d 
KdQd9h5c2c KhJh9s7d4c AsJh7c5s2d KdQsJs6c2c 
Th9c7d6d5s QhTd8d6c2c QhJd6h5h4c KcTd9s7d2s 
Ts9h9d8c6h AdTh4s3h2d KcTc8s8h3h AsQh9d7c6d 
Jh9h7c6h4c AhTc9s9d6s AcJc9c8c6h KdQcTs5h4h 
KhTs8h8d5c Kc9d6d6c4d Ac6h6c5h2c QhTdTc8s4d 
Ad5s5d3s2h QsJsJh5d2c Td9c8c5h5d Th9d8h7d2h 
KhQd7d6h2d AdTh6h2d2c AsJsJh5c2s KsQd9d9c6d 
Ah9d8s7c6d QhTsTc9d2h QhTc9h8d5h QsJcTd8d4d 
AsKh8s7s4s QcJs9d4d3s AcQhQd9s2s KcTh8c4h3h 
KhQhJc7c2h QcTh5c3s3h AcTd7h3h2c AsKc9h6s4s 
Jd9c6c5s4s AsQs8s6d5s Kh9d6c4h4c JdTc8c6h2h 
AhTh7s7h2s AsQcJd9h3h ThTc9s4c2h KhQh4s3s3d 
KsJhTh6d2d Ts9h6h6c3s AcKc7c6d4c AhQh3s3d2d 
AsQsTs8d3s AsQhJh4c3h Qh9d7d6h3d AdQh7h6c5h 
QdTdTc7s5d QsQcJs8h4s KcJs8d8c2s AcQh9d4c3s 
JdTs6h5s2d TsTc7c3s3h QsJh8s8c7s JhTd7d5d4c 
QsQh7d5d2s JdTs6c5s4h AcJd3s2s2c QhJd7d7c4c 
8s8h6d6c5h 7h7d5d4c3c AsJs6s5d4h Td9h7d7c3c 
QsQh9d4s2d AsKc9s5h4s Qd9h9c5h5c KcJh9d5c3s 
KcQhQd8s4d KhTc8h6h4s JdJc8s4d2c As8d6h6d5h 
Ac7d5c3s2d Ks9s7h5s4h Qh9h8s7c4s Ah7h7d4s4h 
QsQdTc6h3h QdJd8c6s3s Th9s6s6c3h KdKc8c5h2c 
AhJh6h5c4s 9s9h8c7s4h KcTc9s5c2s Ks9c5s5h4h 
Ad5s4h2s2d Ad9c8d6s3h QhTs9d3h2s AsQh9s6s4c 
Ah9s8h5h4d JsJhTs2s2c KhJd9h8s5h AdTs8c6s6h 
9s7s7d6h6c Qs9s9h8h2c Jd9c8c5d2s KhKcTc4c2c 
AcQs8h7s2h QcJdJc7h4s AhQc6c3h2c KsQh7h6d4c 
KhQh8c6s5h Th9d7h4c3d AhTc7d4d3c JdTs6h5s4c 
Kd6h6d5h3h QcJs9d6d2c QsJdJc7s5s AsKhQc8c3d 
AdKs7c6h6c Tc9h9c7d5s Ac9c6s6h2h JdTh8s7s5s 
TdTc7d3h3c Ts9h8c7c2s Kd8s6d5h3s QcJs9h4s2c 
Ac8d5c4d3c JdTc7h5c2d Ac8d6s6d5s Kc6d5s4c2d 
AhQsQc9c2c JdTc5s5d2c Kd6h5s4d2h AsKsJd9s2s 
AdJs7h5d2c Ad9d6h6d4h KhQd8d7c6d Ts8s8d7d4s 
AsJsTs8c2s AsTd6d2s2h KcTdTc5d2c 7h7d5c3d3c 
KcJcTd9c3c Ah8c6d5s3h Th9d9c6h2c Kh6h6d5d3d 
QdJhTc3s3d Js9c7c6h5d AhJdJc8h2h Qd9h8d6s2h 
Qh9h8d6c3c Jh9h6h6d5d Kc9h8c5d3d AcKdTh7s3s 
JsTh4s3h3d Th8d7c5h5c QdTh9h7h2d 7h7c6s4c3h 
Ts9c8s7s6s Jh7s6s5d3h AhQd6c5d2c QsTsTc7s5d 
Ts9h8s8d2d AhJs9d9c5s Jh7h7c6s4c AhKh9s8h2c 
JsTd9h6d5d Jh9d6d5s4s AhKd8c4h2s As9s6s6c4c 
AcTc8d4h4c AcKdJh3s2d Jh9s7s6c5d QsTd9s8c5s 
QsThTc8h4d KhTsTh9c2h KcJc9d5d5c KsKc9h8h3h 
Ah9s9d8s7c QsJh7d4s3h AdJc4d3c2c AhQcJd8c2s 
Ac9h9d5s3c QdTh7c6h5s Ad9c7d5d3h QsTd8c6h5h 
QcThTd9c3s Qd8s7d5d4s AdKhTc7s3s KsTs7s6s5h 
AsJsJc5d2s KdJd9d6c5h KcJh8d8c2h QsJd7h6c5d 
AcQd8s7d2s AdTd9c3d2c Kd8d6c5s2c KcTs9h7h5d 
AsQh9d8d6d JcTc7s5d4c KdQd8s6h5d 9s8s8d5d4d 
AcQcJc5d5c As9c7s5h4s As6d5d4s3s Qd7c6h6d4c 
8c7h6d5d4s As9c8h7h6d AhQd9c8c6c Kh9h9c6h4c 
AdQh8s7c4h Jd9c5d4c3h KhQh8d6s5h 8h6c5h4d4c 
AcKs4d3c2h AsKc9c6h6d Kh9h8c5s2c KdKc9h3c2s 
KdQs3d2s2h QcTc9d6h6c Jh9c6d5h3c KdKcJs7c2c 
KhQsTs7s4c KcQd9s9d6d 8c7s5d4s4d KhQdQc3s2c 
QdTh6h4s3s KcQdTd7d4s Qs8h7h5d4d KhJdJc8s4h 
As9h8h7c6d Td9s8s7c2c Kd9h7c6c4h JcTc9h6d4s 
Qs9h8d7c6h Kh7h5d5c3c QcJd8d6s5d KsTsTd4h2h 
KhJs6h5h4d Jd7s7d5h4h As6s5c3d2c Tc9d7h6h5s 
Jc9h8h8c2d Kh8s7c6h6d Th9h8s8c4c Kd8h8c6s6d 
KhJh4s4c3c QhJc6h5c2h KsQh7c6c5d JcTd4h4c3d 
Js9d8s8d2h Qc9h9d8h2c Ad6s6d4d3s Qs9h8s5c3h 
KsJs9c6c2c JdTs7c6d5d AcJhJd6h4s QhJs8h5d2d 
AsQsTc2s2h AsQsJs6s5s AsQhJc6d4d Ks9h9d8h3s 
As9s7d5s5h KdJcTh5s3h 9s9d8d6c2s Kd9s5h5d4h 
JsTsTc7s2c Th8d7h5d3s KsQs4c3d3c AsTh6h2s2c 
JcTh9h6s4d 9s9h6s6d2d QsJh6c5d4h AhKh8s3s3h 
KhJh9d5h5d JsTs9h7d4s QdJh7h7c4c KcJcTc9c3d 
AsKc9d6c3h AsTs7s6s6c KdQhJs5h3h AdQsTh8c3c 
9h8h7c5d5c JcTs9h5h4d AhTs7d3h2d JsTsTd9c4s 
JhJd8h7h3d QdTsTd9d5c QdTh5d3s3h As7s6h4d4c 
QcJh9d6d2c KdTd8h7d3h AdJcTh6s4s Qh8d6d5s3h 
Qh9c8d7s6d Qd8c6c5s3d JhTd9c7s3h KhJh7s7h6c 
Ah9s8s5d4d QdTsTh4d4c AsKd4h3s2c 8d7h5d5c4c 
KsJd7s7h6s AsQc8h7c4d 6h5h5d3d3c QsTc7h6c5d 
JhJc9s9d3d QsJd7c6h5d AhQh5c3s3d TsTh8c6h2c 
KsKh8d4c2s KdQcJh4d2s KhJh9h9c3c As8c7c6s2s 
JhTd9c8c4s JdJcTd2h2d AdQd7s7c2c Th9s8h7h2s 
AhKd6h6c2s AhQs8d3h2d Kd5s5d4h3s Tc9c7s6h5c 
Qs8h6h5c3s QdJhJc9d4s AhQs5d3s3d Qs9c7d5s5c 
KcQsThTd5s Td9h8d7s7c Ks9d6s4d3h JsTd9c6h4s 
KsQsJs9h6s KhTsTh9d3h Qc9d9c6d2h Ad9s9h5d4c 
AcKh4c3s2d Jd9c6d5c3c TsTd7d3s3h JsTd5s5c2d 
QsQdTd7c2h AdQcTd4d2h 6d5s5h4s4h AhKhTc5h3h 
Ac9d7c6s6c AdQh9s9c7s Kc9s8d7d6h KdQh6h3d2c 
Ks8s7h7c6d QcTd8c7c3d KcQsTh5s3d JdTc8s6c2s 
Kh9s9c7h2c AsJc7h5d5c Jh9h8s6s2d QcJhJd9c4s 
Tc9h8c7s7d As9d8c6h3s ThTd8s6d2s AsTd6s6c5s 
KsJd9s7h4c KsQhQc9d3h JsTd9s3h2h KhJd9d8s6d 
Qc8s7s5h5c As9d5s5d4s AdQcJc6s2s AsKd9s4c3h 
JsTh9s5s2h QsJc9s6d2d KcTd9h7d2h KsJs9c7c2c 
JhJcTs9s4s KsQh7h5s2h Ad7c5d2s2c Qc9s9c8s2h 
KhJhTh9h3s KsQh3h3d2s AsKs6d4s2d Th9c8d7d2h 
AcKdTc2h2c AdQcJs6h4h KdJhTc9c2c AdKs7c5c4c 
JhJd9c8d5d AcKh9s8h2d AhQhTh5h5c KhTd8h4d3d 
QsTd7h5h5d Ac9d8c5c4s AcTs8s6h3h JsTs8h6h2s 
Qs8h5h5d4s QcJd8c6d2d Ks9d6s4d3c Ks9c5s5d4d 
AhKc9h8s3h JsTs9h7c4s QsJdTc6d3h JhTc5h5d2c 
QcJh9s7s7d Qc6d6c5s4d 8s7d6s5d3s KdQd8s6c5d 
