KcQhJc9c7d 
KhQs8s7s4h KcQhTs6d5h KcQh9c7h4h Ac6c5s5d3d 
TsTh8s8d2h QsQcTh6h6d Ac8d7c6d2h 8s8d7s6s5d 
AhQc9h7d4s Jd9h7h6d6c JsTh9s7h3h KcJd6s5s4d 
AcJs9h8s4h KhQc9h8c3d QhJs9s5h5d KhJd7s7d4h 
QdQcTd5d4h Qs9s8d6d5s JdJcTs5s2d Ts8d7s7c6c 
AhQd6d3h3d KsQdJc6s4h AdQsJsJc2s Ts9s8c6h6c 
AdQs5h5c4d KdJdJc3h2c KcQdJhTs4d KcJs8h6c4h 
QsQd6h4d3h AcQsQh7h4d AcQdTs2s2d KsQs9d7d5s 
AhKsTh3d3c KdJd9h7c3h KdJc6d5h3h JdTc9c8d4d 
Ad9c7h5c2d QhTs9d8s8c Ac8h7c6s4d Ad8h7d6h2s 
AdJsJhTc6h JsTc9d4s3c QsQc7h7c5d QcJh9c6h3s 
AsQd7c4s2d AhQs5h2s2d AhKs6c5h4h KhQcTc8s8c 
Jd9s9d6c5s AhJsJd5h4h AsTc8d8c4d Ad6d5h4s4h 
AsJs8h6d2h AcQd7c4d3c KsJsTc7s5h AdJh9d7c6d 
AsQsQd5h2s AcTd8h4s4c JsJc6h5s4h Ah6h5d5c3c 
AcJsTh9d5s Kc6s6c5s4h AcKsJh9c3c QhJsTdTc7d 
KcJc8h6s6h KsQc7s6c3c JhTh9c7c4h AhQd5h2d2c 
AdQcTh5c2h ThTc9h4d4c QsQc8c2s2h QsJs9s6h5h 
AhKc7h4c2h QcJdTs7d3s QcJhJc8d6s QsQcJs7c3c 
8h8d5h5d4s KdQcTs7c6c As8h6s5h2d KcQhTd9s6d 
AcQd9c5s4h AsQh9d3s2h AhQc9s3h2c As9c5s5c4d 
QcTh9c7h4h AsKhTh8h4c AdKhJh8h8c QcTs9h9c4h 
QhQd5h5c2c AsJsTd5s5h JdTc9h9c8c AhQcJs8c4d 
QhQc8d4h3c AsJs8h8c2h AsJdTh7d6d AdQsJh8h8c 
QhTd9d4s3h KsQcTd9h5s JsJd9s8h2d KcQs8c5h4h 
AhJc9s8c5d KdThTc5d3h Ac8h7c6h2d Kd8d6c5c4s 
QcJc7d6s6d KsTdTc7h7c KsQs7h6h3d KdQc9h9d5h 
Th9c8h7s6d QsQhJdTs4s Qh8c6s5h4c AdTc9d7d2c 
AhJhTh8c6h AsQdTc9h6c AsTc9c7h4h AdKhJd6d4c 
AdTdTc4s4h KdTc8d7c3h As9s9c3h3c KsQh8s5c4c 
QsQhJs3s2h QsJc5c4h3s AdQdTs4c2h Qd9h8s7s5d 
QdQcTs6s6h KcQhTh5h5c AcQhJc7c4s AcTs8s8h4h 
KhJh9s9h6s Kh9d8h6d6c KsKdQcTc2c KhJh9c5s3s 
AcQh7h6s4s AcKd6s6h4c KdJh8h5d4d AsKs4h3h2c 
QhQc5s5d4c KsTs9d7d4s AsKcTc8c4d QhQc3c2s2h 
As9c8s7d6s JcTd9s8s8h QhQdTs9c3d KhKcJh8s2d 
AcJd9s4c2s QhTc9h4c3s QdTsTc9h6d AcJcTc4h3s 
QcTs8h7c6c Qs9h8d7d5s KcQdQc9c6h JsJc9h9d5c 
AdThTc8s3d JsTdTc7d3c AdQs5s3d2s Kh7h6c5c4c 
KhTd7h7d4h KdTc8s8c4d JhTh8s8c5s AhQs9s8d7c 
KhQsTh8h6c Th9d8d7c5h TsTh7c5s5c KdJh6s5s4h 
KhQcJh3c2h Ad7h7d5h2h KdJsJc4c3s AcJsTs8d4s 
KcQhJsTd2h AcJdTh8s4h AhQdJs8d4c JdTh9d5h3d 
JhTh6s6c5c KhJc8c6h4c AdKsJd6d4c QhJc9c8h2s 
AsJhJc5d5c KcQdQcTh5c KcQsTd9h6d AsQsTc8s3d 
AsJd7h5h5d KcTd9h7h2c JhTdTc8d3h AhQh9d7s2s 
AhJhTs4h4d JcTh9c4s3s AcTh6d4c3d KdTdTc6h5s 
QsJs7c6d6c Qs9c8c7h5s AsQs9h7c2c AdKsJd7c3d 
KsKdJc8d2h KdQc8s5d4s JcTs7s7d4c AdQsQc7h5h 
QsJhTs6h2c Td9h8d7h5s Qd8d7h6c5c KcThTc6d5s 
AdQsJs9s5h AsTh6c4s3c QcTh6d5h5c QhQcJhTs4h 
KcQhTd7s5c AcKdTh9h4s AsAdAc4s3h QsQhTd9c3h 
JhTd6h5d4d 9h9d7s7d4h QsTh9h8h4s KcTs6s4d3c 
AcQcTh8c2s KsQhQc8d7d JsTdTc6c3d AcKh9s5s3h 
KcJc6s5s3d AdTc8c3d2h Kc5h5d4d4c AcJc7c5d4s 
KdJhJc8c7c JhTd8d6h3c JsTh8h5s5c AcQsJh9d5h 
KcJd7d4c3h Ad6c5s4c3d TsTc9d8s5c AsQhJhJd2h 
KsKc7h6s3s AhKs8h7d4h AcTc6h5d4s KcTc8s8d5s 
QcJh6h6c4d ThTc8d5h5c AdQhTh6c5s QdJc9h8d3c 
Jd9h7h6d5d TsTd9d6c3s AcQd9s3c2d KcTd8d8c5d 
QsJh8s8d5d QdJh8h7s5s AcKh9h8s3s KhJh9c8h7s 
QcTd6h5h5c Ks8s8c7c6c QsQd8s8h3h Td9s8d7c6h 
QsJd9h5s5d KcQh8s7c6d QdQcTc9s3h TsTc9d7c5d 
KhJd9s8s7c AdJc9h2h2d AcQhJh8h5s Qh9s8c7h5s 
KdQcTs8c6c AdQdJc9s3d Qc9h8c7s5h JcThTd4c3h 
AcQd5c2h2d KhQcJhTd6h AcJh9d8h4d AdQh9d5c4s 
KcJdJc9s5h QdJc6s5c4s KhJdTh7s5h KhJhTs5d3c 
AsKc8h4h2s QdJd8c6c4h KdThTc9h3c AhKdQs7c4s 
AsQhJh9h9c Ad9h9d3s3h QdJs8h8d5h JdJcTd7h6d 
AhKcJsJd6d QsQh9s6h2h QhQcJhTh4d JcTh9d8h2d 
JcThTc9d6s As9h8s5h2h AhJhTs8d2h AdQs9c8s4c 
AhQdTd6c5s QhQd9h6s6h As7s6h6d3d AhKcJh7s3h 
As7s6s6c5c QhThTd9h2d JsJdTc5h4d AdKcQd8s3h 
JcTc8s8d5d AhJhTc5h4h AdQsTh8s3c AdKcTs9s6h 
AhJcTs9s4d KdTs5d5c4s KhJhJd7s3s AdKcQc8s5c 
Jd9c7d7c6h AhQhTh5d3c AhQdJd5c2c KdQs5s4d3d 
As9c6s6c3h AcJdJc9c6h KhJc6s5s4c JcTd9s8s2d 
KhQcJhTs6h Qd9c8s7s5d QsTh9s8h2h KcQsQc7c5d 
QsTs9d8d4d KcQhTh3h3c KdTsTh7d6d KsJh8d6d4s 
TdTc9c4h4d AhKs7h4c2c Ks8h7s6h6c KdKcJh9h5h 
Tc9c8d6s4d AcKhJh8h6d JsTh9c6s3h KcQhTh8s8h 
QcJh9h5s5c JdTsTc6c3s Ah8c7s7h6d KcJdTc7s5c 
Kh8d7d7c5h KhKdJd7d3c KhKdQs9c2d QhQcTs9c5d 
Kh8h8c7s5c JhJd9c7s6h AhQhQd9c3h AcQd6h5c2h 
9d8d8c6c5s AsJc7s7c2d AhKs9d8h5h QdQcJh6s4d 
AdTd7h6h2s QsQcJs5d4s JhTd8d7c3h QcJd8s7d4c 
AhQhJsJh2h JsThTc7h3c Ah6d5s4d3h KsQh5h3s3c 
AcJc9s9c7h AsKs8c5c3s AsJd7s7h4c QcJhTc8d6c 
AcQdJs6c4c KcTh6c4h3d AsJdTd7h5d AcQcTh3c2h 
QdJh5h4s4d QsTh8h7s5s QhQdJc4s4d QsQd3d2s2c 
AcJhTd5h2d Kd9s7d6s4c AhQhQc5h3h AdKcQc8s4h 
QdJc9c5s5d AhQhTc8h2s Ah8d7c5d2h JhJdTd8d2h 
AdJdTc8d4d Jd9c8d8c5h AhQhJh8h5c AdKcQs9h7h 
AdKcQd8d4h KsQc9d6s3d AhTc6d4h3d KcQdTc9h3s 
KsKhQd9h3c QsQdJd5c3h JcTsTh6h3s Th9h9c6c4d 
KcJsJh4s3h KhKd7h3d2h AhTh7s6s2c AdJsTc7s6s 
AhQsTc8d5d AdKd4h4c2h Js9h8s7s7h AdJc8d6c2c 
JsJd9d8h2s AcTdTc5h2h AcJdTc6d2c TsTc9c6h3s 
JcTdTc8h2d QsQc9h8d6h AcJs7s7c3c 9s9d8c7d5s 
KhTc8h7c2s KhTc7h5c4h QhJs7c6h4s QcTs9d5c3s 
AcKh9s8c6c KsKcJs8s5s JsJhTh5c2c Qc9c8h6h5c 
AdQdTc6d2c Kh8s6c5c4h AhJd8h3s3d QcJd9c6d3s 
KhJdJc7c6s AcJhTh8d4h JsJdTh3d2s JsJh8s6h4s 
QdTs8s8c4d KhQcTd8c6c KcTh9d7d2c AsQsTc8s3h 
AhKc8d5h3s AcKd9s8h3c KhQdTd8s8d Ah8d6s4h4d 
Ad8d7s6c3s AhTd8d2h2d AdKcJc7h2h Ac8s7h6d6c 
Th9h9d6d4c KsJc9h8d7c KdKcJs8c2h KdTs8s8h4d 
ThTc9h8c5h AhJs8h3s3c KdJd9h7s5c QhQd7s7d6d 
AcJd8h6h2c KsQc6h6c3s AcJhJd7c6c QsJhJc8s3c 
JsJcTh7h6d AcKh7d6h4s QhJd7s6h4d KdTd9c8s3s 
AhJsJd8h3c AdQc9s5d4h As7c6d5h4s AdKc9h8s3d 
KsJd9c8s3d KdJd6c5c3h KhQhJd9c7h AsQc9c8d7h 
KdTc6d5h5c QhQcTc7c6c KhTsTh2s2c KhJh8c6s6c 
Ac9s5s5c4d QhJdJc4h2c AcKhTd9d4s JhTd9d7c6s 
AcJh8s2h2c Kh9c7s6s4h As9s8c7s4c AsQd7d6c4c 
KdQsTc3d3c AcQhQd9d5d QcTc9h8d3d AdQh6h3h3d 
JdTc9s8d6h KsQhTc3s3c AcJh5c3h2d AcKc8h5c4d 
JcTc9s5s3s Th8s7h7c6c AdJcThTc2s AcQhTd8s5s 
AhQhTh5s3c QsQdTc6d5d KdJc8d7d4c QdTsTh7s4h 
AsQhQd9h5h AsJh9s7c3d AhJh6h5s4s Kc7s6s6c5d 
ThTd9h7d4c KcQc9s6h3s JsTsTh8h2h AsJdJc7s6s 
JhJdTh5s2s AdJc9d7s3h AcKc9s8d5c AdJd9s4s3s 
AcThTd6s4c Ad9c8d5c2c AhKhQd8c3s KcQcTd7s7h 
QdJhTh8s5c AcKdQd8d7d AcKc5s4c2s Kc5s5h4h4c 
KhTd6d5h4h QsJdTs8h6s AsJh5d4d2s Ts8d7s6c4c 
QcJsJh5s4d KsKh7c4s2c JdJcTh3d2c QhTsTh4d3s 
Ac8s6c5s2d Ah8d6c4h4d JsTc9s9c3s Qc8d6s5c4d 
KhKdTs7s3c JsTc6d6c4s KcQdJcTc5s KcQhJs9d7s 
Ac9c8c7s6h KsQcJh9s7s AsJcTd5c2d KsTd9s9d2s 
AcTh9s3s2c Qs9s8h8c6h Ah9d8s6s2h KhJd9h8s4d 
KcJh7c5d3d QhJhTh4c3c TsTd6h5h4s QcJd9c7d4s 
AhKhQd4h4c JsThTd7h3d KcJc9d7h5s AhJc7h7c3h 
KhTh9d7d2c AhKdQh8h4c KdTh9s7d5c AcJc6h5s4d 
8s7s6c5c4s AhJh9s6s2d JsTd9c4s3d AdQdTsTc3d 
AhQcJh4s3h QdTc9c4h3d KhQdTs6h2s JdTs9h8s2h 
AsQc9d5s4h AdKdQc8h3s AdKcJc9s4h QsQd7h7d5c 
JcTs5d4c3s QhJd8h6h4d As9d7c5d2s JcTc9h9d4h 
JsJh9s5s3h KcJsTd9h6s AcQc9s8s2c Ac9s5h4s4c 
KcQdJd6c2d KcJcTd8c2d Kd9h7c6c4d QsJhJdTc6h 
AdKh9h6s4s KhQsJc6h4d Td9s7d6s5s KsQc9c8s4h 
Td8c7h6h4c AsKcQh5h3d QcJh7s5c4s AdQdJd6s4c 
Th9c8h7c5s QdTc9s8h8c KdKc9h9c4c AhQcJdJc2c 
Ks9c7s6d3c AhTh7d4h4d AsTd9d7c4c KhQs7s5d4d 
QsQhTd6h5h KcQcJc6d5h Ks8h7s7h5d QdJsJcTh6d 
AcQc9c7d5h QdJs8c5c4s JdTc9d4h3h KcQs7s5s3c 
KhQc9s7s5c AcJcTh5s5c QsTdTc7d4c Kc7h7d6d5c 
QdJh8h6d4h KdKcJs3d2h QdTs9s4h3d JsJh8h4s4d 
AhJdTc7d6d KsJs8h8d5h AcQs6s3s3c QsQcJsTd5s 
AhQd9d6d2h AdThTc6s4d AsKh8d3s3d JsTs8d7h7c 
AdKd7s6d6c KdJhJc3d2c KcTd8h8d4c JsTd6h5s4h 
As9d8h7s6s Ts8h7c6h5c AsJs6s6h5h AdQcTh2h2c 
QdJh6s5s5d KsQcTh6s2h AsTd7s6d3s AsKhJd9h3c 
QcJs6d5s4d AcTd7s5s2c Kc8c6h5h4d KcQs8h7c6d 
QsQd7s5d3s AsTc9c8h3h KhJc9c5h5d AcJh9s8h5d 
QcJs9c7s4d Ac9s8c7c6d KcJc9c6s5s AhKd9c6h2c 
QcTs9h7s3c JsTh6s5h4h AdQs9s8h7c AdJh8d6c4s 
KcQcJd9c2d JcTs9d8d3s JcTdTc8s6h KcJh6c5d3d 
QcTc9c8h5h KhQs7s5c4c KhJd9c8c7s KcQsQc7c5h 
AhKsJh6d6c QcTd9s6s2c KsJcTs7d5s 9s9d7s7h4d 
Kd7s6s6d5c KsJs9c7h5d QhQdJd7c2h KcTh9c7d2h 
KsQsTs8d4d QsQd7s4c3d KcTs9h7c5d AcQh8h4h2c 
KhKc9h6s2d QhJhJd5h2d QsTd9c6c2s KsJc9s8d4c 
KsTs9d9c8s Ac8c6s5s2d Ks8h7s7c5h KhQsJd9h7h 
KhTdTc7s7c 8s8d7h7d4s QcJc8d6d4h QsTd8d8c4s 
Ah6h5s5d3d KdQhQdTc4d QdQc9h8h2c AsQs8c6h6d 
AdQh8s4d2s JhTc9s8s4c KhQdTs8s6c KcJc8h8c6h 
KcJc6d5d3h QsTdTc7h7d KhJhJd3c2d KsKhJc8s2d 
QhQc9h6s6h AdQsTc9s3h QhJsJcTd6h Jd8h7d6s5s 
AhKhJc5h3s JdTc8h7s7d AdKhTd7d4d Ks9c7s7d5c 
QhQdTd9c3s KdQsJsJh4c Ah8h8c6s3s QhJsTc7h5d 
AsKhJc3d2s QhJdTsTc7c AsJd7s7c4h KdKc7h4d2h 
KdTd9h4h3s KsKhKdJdTs JsJc7d6d4s AhKc7s7d5c 
KsKh9c7s4s AdKsQc7h6h AdQsJh9d3d JcTs9c8s2s 
Kc9s6d5c4d Kc9h7d6d4c KdTd9s6h5c QcTd6s5d4s 
JhTc9s7d6c KsKdQhTh2h AhQsTc2s2c KcQsQcTh4c 
JcTd7c6d4d KcJh8d6d4c KsKhQc9d2h QhQdTc3s3h 
JsJh5h5c3s JsTd8s7c6s AsKh7c4c2s KhQhJs9h7c 
AdKcJd6d4s ThTc9s8c5h KsQh9d8h4s AcKcJs9d4c 
QdJsTd8c6d QsJhTh8c5d AcJhJd7c3s KsKdJs9s6s 
QcTd8d7c5c AcTd9c3s2s QsJsTc6c2h AdJsJc7h5c 
JsJh9s8d2h 8s8c7d7c4s Jc9c8c7d6d KdJs9c8h7s 
KsKh7s5c3s AdKcTs9s4h Ad7d5s5h3h AcQhJh9h5d 
Ad9c8d6d6c AhKh8d5h4s KcQsQh5h3d QsTc9s4h3c 
TsTd8h7s6c JhJcTd7d6s AdKd8h7c3s QsTs9c8c4c 
Kd9d6c5s4c Kc9h6d5c4d KhQcTd6s5c KhJcTs9h6h 
KsTs9c4c3d Qc9s8d7d5c QcJh8c6c4h QhJcTh8d6h 
KsTs9h5d3d AdQhThTc7h KsKdJc8s4s QhQcTd3s3h 
AcKs9d8h3c Ad9d8d7c6h Ah8c5s4c3h KsTh5d4h3s 
QcJh6s5s5c AdJhThTc5h TdTc6s6c4s KdQhJs2s2d 
QsQcTh9d3s Ac6c5h4h4d As8c6d5s3c QcJsJd5d4h 
KdKc7d5h3d JdJc6d6c4d Kd8s7h7d5s JcTc7h6h4c 
AcKh9d8c6c JsTh8h7c3s AsJhJd7c3s QcJdTs7c5h 
AhKc6s4h2s QhQcJcTs4c AsKcQs8s4d KhQhQcTh5s 
AdJhTc5h2c KhJsJh9c5d KsQcTs6s5h Td9s7h6h5s 
JsJhTd5d2h Js8h7d6s5h KhJc6s5s3h KcJd6h5h4d 
KcQsQcTd5c KhQc7d6c4d QhQdJc6s4d AcQsJd8h5h 
Jd9s7s6d6c KdTs9s5d3s KcQdTh9s6h QsQhJcTh4h 
KdJc9d5h5c KdTd8s8h5h TsTh9c6s4c KsTc7s7c4s 
ThTc6s5s4c Ac8d7c5h2h AhQc8d5d5c Qh9h8s7s5c 
QhJc5c4h4d KsKd7c6d3d Td9c7d6c4s Ah8d8c5s5h 
As9s8c7h4d Tc9h7c6h5h AsJc9d9c8h AdQsTh7s6s 
KdJsJc8c7c QdTh9h9d5h AcJsJh7d5h QhJc7s6c5s 
KsKcJd8s4s KsJdTs7d2d AhJc9d8c4d AhQcJd9h3h 
AsQc6d5s2d KsQsQc8c3c KdJd8d8c6c AcJs8h5s4h 
AhJdTs7c5c KcQd9c8d3h KcJs9c5s5h Kh9h6s5c4s 
QhTc8c7s6d JcTs9h4c3s JhTs9h8s2s KhQdJc9s7c 
QcJd5d4h3c AsKhQc6c5c AhTs8d4h4c As8h7s6d4c 
AsKs6c3h3c Th9c7s6s5c KsQhJs2s2h JsJh7c6c4s 
Ks8c6s5c4c AhQc8h6c3h QhTs9c8h6h AsQc7d5d2s 
AhTc5h5c3c AdTc9d3h2c KcQhJcTc5d AhJdTh7h5h 
AsTh8s6h3s QsQcJcTd5c Qc9c8s8d6d QsJsTs7h6d 
AcTh9c3d2d JdTc9c6d6c QhQcJd7h6h AhTc8h7d3s 
AsJs9c6c2d AdKcJs6h4c AdKd8h5h3d QsQcJc6c2s 
AcKhTd9d6s QcTsTd4c3d AsJh8s6d4c QhQcJs7h5d 
JdTd6s6h5s AhKcQd6d5d JhJc9h8h7d JsJc9c8c7h 
AcTc9d4d4c KsQcJhJc7d AcKdQs5s3h KcJhTd9c6c 
AdQdTsTh3d AcQhJc5c4c Js9s9c7c6s AsQc7h5h2s 
KhJh7s5c3s JhTh9d9c3c KsQd7d5c4c KcQsTh7s6s 
AcQdTh9s6h KsQs9c8c5c JdTc9s6s3c Kh9s7h6d3s 
Kd8d6h5c4h AcJhTsTh5h QdQc6s5c4h KcQd9s6c3s 
QdJsJc5c4h KcJcThTd5s Ac6c5h5d3h AsQs9h6h2d 
AdTs7d4s3d JcTs9s8c4c KhKc7c6c4c Tc8s7c6h5h 
KcQhJcTd6c KsJd9c8c7h KsJcTh9s6s QhQc5s5h2s 
KhTc7h7d6s KdQhJd9c7d QsQd5s5c2c AcJc8s8d2s 
AdJcTd7d5d QsJdJc8s2d JhJd9s8d4h Jh9c7c6s6h 
Td9h8d7c6s Ks7c6s6c5d QhTdTc9s6h QdTc6h6d4c 
KcQdQc7s4h JhTc9d6c4d AsQs9c7d2d KcJcTd8h6c 
JsTd6c5s4c QcTd9s9c2s AcKsQd6d4h AhJc8d2h2c 
QcJh9d8c3h QhQc7d4c3h AhQsQd7c5c KsJd7h7d4s 
KcTs9h8c6c Js8h8d6h6d Ac8h8d7d2c KdQd8h7h4s 
KdQsTh7c6h AhTc7h7d2d Tc9d7c6d4s QsQdJsTs4h 
AcQcTd3s3h KsQsJs6d5c AdJc9h8c4h AcQhTd9s6d 
QhJd9h8d3s QsJd7h6s4d Kc9c8h7c5h Ks5d5c4s4d 
QdJc8s6s4d QhJhJd7s3d KcTh9h7c2d AdJd6c4s4c 
AdKh9d6c4s QhQc7h7d5s AdJd6s4s4c KhJsJc3h2c 
AhKcTd9d5s QsJhJdTc6d Ah9s8h7c6h Ah9d5h5d4c 
KcQdTh7s5c KsKdQhTh3h 9s9d7s6d4c AhJs7s7h2d 
QsTd8d6s3c KsQdTs8s6c AdKcJd6s6h QhTsTd8d3h 
Ts9s8h6h6c QsQcTc9h3d JcTh6s5c4s AsTs8s8d5h 
QsTsTc9s2c AsKsTs9s6c KsJs9d9c7h KhKd9d6c2s 
AhKc5d2h2d Ks9h7s6h4d As8h8c5c2s KdJs7s5s3d 
As8s7h6s4h Ts9h8s7h5d KdTd7d5h4h AsJhJd7s6s 
TsTh8c7c5h JhJcTc3s2h AsTsTc3h3d KcJhTc7c2h 
QcJd7d6d6c QhTd7h6h4d AcJdTh8h4h AcKdJs3h2c 
JsJcTs7d6s Qh9c8h7d5d AhJcTc7d5c KcQs8c5c4s 
AcJh8c3s3h KhTs9h9d7h QsTd9d4s3c AcJh9c7d6c 
AdJsJh7d6d Qs9c8h7s5c AsJs8h6c2c QdJhJd9d2h 
KsQsQc4s4d JdJc5h5d3c QhTh9h8d7s AcKhQd8s3c 
AsTs7h5d2d 9s9d8h7h5d AcJsTsTd5s KhKc9d7c4c 
QsQc9h8h2s AdJcTs8s4s AhQsJc7d5c Qc9c8s8d6s 
QcJh5d4c3h Qs9d7s6s5d AcJs9c7c6h KdJdTs8h5c 
Kd9s6c5d4c AdKh8h4d2d QsQh9c8c2s AdKc8d4d2c 
AsQcTdTc7c Ad9c8s6s2d JsJh7h5c3s AcQs7h6h4s 
JsTh8s7c6s Kc8h8c7s5h AhKh9c5c2c JsJcTs8s2c 
AdKc8c7s3s KcJh9s8d7h AhKc6s4h4d QcTs9d7s3c 
AcKcJh6s6d AsKs8h4h3h KhKdQs6s3c Ac9c8d5d5c 
AdJc5d3c2s JsJc8c6c4s QcJdTc8h5s JhTs9d4d3h 
JhJdTh8h2d AhQd7s6s4d JdThTc6h3c Ks8s8h7c5h 
AhKs8h8d4c Qh8c6h5s4s AcJh8c6d4s ThTc6d5d4h 
KsQcJh6s2h TdTc8h8c3d KdJdTs8h6d KdQc9s5d3s 
AcTh9h7s4s Ad9h5h5d4s AdQd7s5s3d QhTs8h8d7c 
KsQsTs6d5h QhQdJs9d5c KdJsTh8h8c KcQd9c8d3s 
AcQc8s8h3h KdJs8d5d4s AhKhTh5s2s AdTs7d6s3d 
KcQhTs7d6s QdQcJcTc5s KhQdJh9s7h ThTd9c6c4d 
KhKdJd9d6d KsQhQd5h3c KdQs8d7s4s QcJcTc7h6d 
AdKs9s8h3h KhQhTh6d5c KsQd9c7d5c KdQc8s7d6h 
QsQh7h7c5d QdTs9h9d6c KdJs8s5d4d KcQh7d6h4d 
QsQd7d7c6d KsTh6h4d3s AdQd8h4s3h AdKcQs7h4s 
JhJc9h5h3c Ah6h5d4d4c QdQcJc8s3s KdJdJc7d3c 
QsJdTd4s2s TsTh8h8c2s QhJdTd4h2h QhJcTh7d5s 
KcTsTh9s3h AhJc9s8c4s AsJhJc8s3d JhTs8s7d3h 
JdTh9c7s7d QhJs9d8h3s KhQhJd6c4s Qs8c6s5d4d 
KdQc7s6c4s KhTc9h9c4c Ad9d8c7h4s QdJhTd6h2s 
AhAdAc6c3s JhTc9d7s7h AdKh6s4d2s KhKc7s3h3d 
QhJcTc8s5d AsJs8d6c2d Tc9d8d8c7c KdQdQcTd5s 
Js8c7s6d5d KdQdTd6h5c AcTdTc8c4h KdJd8c7s4c 
QcTs6s5c3h QhQd7d5h3d QdTc6h5d5c AsKsQd2h2c 
Ad8h6s4s4d Kd8c7h7d5c AdKdTd7c4d JsTh6d5s4d 
QhTc6s5c3h QhJs8h8c5c QdTh9s8h8c QdJc8s8d5s 
Kd8h7d6h4h KsQsJcTd4s AhQd7d4h2c JsTh9d8d4h 
KcTd7s7c6h Ad8h7d7c6s JhTs8s7c3h KcQd9d8c4h 
9s9c7c6s4d AdKc7s6c4h AhTsTd8c3h TsTh9d6d4s 
Ah9c7c5h3h QsQh5d5c4h KhQdJd6h2d AhJc8h7s7h 
KcJs7s7d4c KcQsJc9c7h QhQdJs6c5s QsQhTd3s3c 
Tc8h7d7c6h AdKdQc4h3d AdKc6s4h4d AdKhTh8h4s 
JhThTd9c7h KhJhTc7h5d AhKc5s2s2h QdJhTs8c6c 
KdQd5h4c3c AhJc5s4s2h Ad8d7s6h3s KdQcTs9h6s 
KhKd9d9c4d QhQdJd8s3s AsKdTc9c6h AhJdTs5c4d 
KhTs9h7d2s Ks7c6s6c5h QcJdJcTs2h As7s7d6d4s 
AhTs7d6s2h QsQhTs5s4d AdJsTc2s2c KhThTc6s5d 
QcTs8s8d4c JsTc9h8h4c Kd8h7d7c5h AdQcJc5s2s 
QdQc9c6h6c Qs8s8c6h5c AhQsJc8s4d Qs8c6s5h4h 
QhTh8h7s5s AcJc8d6s2s AdJdTc6d4h KdQcJdTd5s 
KdQh7h5c4c AdJd8s8h2h QsJcTc4s2s JsTc9d8h8d 
QhJhTd8s4c AsKdQs8h3c KsJhJd4d3h QhTc9d8s8c 
Tc8h7s6h5s AcJc6s4s4h QcJs9d8c3s KhKdKcJcTd 
AdKs8s7s5c AsKdQs8c3h Kd9s9c7h7d AdJh9s2s2d 
QsQdJsTc4s JsJd5d5c3s Qh8s6h5s4d KhJc9h5d5c 
Ks8s8c7d5c AsQsTc5s3h QhTc7h7c4d AcKc8s4s3s 
Ac9s7c5h5d KsJc8c6s4c KcJh8c7c4h JcTsTd8c3s 
AcJs9h3h3c KdTs9h7h2d JsTh9c8h2c 7h7d6c5d4h 
AhTs7h6s3h AsQd5d3s2d KcTs5h4s3c TsTc8c5s5d 
KsKc9s8h2d AhKsJc9s3d AhQd9h7s4c Ac8s7s4h3c 
AdQd9s7h2h AhTh7d5s5c AsKhJdJc6c KsJs9d8s7c 
AcTh9s9h8d AhQhTh5d3s AcJd7d7c3c TsTd6c5c4d 
AcQh7h7c2d KcJdJc9h5s AcQcTs8c3d KsQhJc6s2c 
AcKs9s8d3d AhJdTc5c2d AsTs6h5c4d JcThTd7d3c 
QhJs7d6h4s AhKdTs9s5c AcJs7s7h6h Ah7d7c4h3c 
AhJs7c5c4s QdQcTh3s3d Kh8h8c7d5c AhJcTs9d6c 
AsKhJd9s3s KhTsTd2h2d AcQcJc9d3s AcKd6d6c2c 
Td9d8h7h7d As8h8d5s5c AcJc6s4s4d QsQd6h4d2s 
AhJhTh4c3s JsJdTc3d2s AdTs8s5h4h Ah9c8h6d3d 
QhQcTd7s5h KcJsTh9c4d QhTc8h8d6s KsQcJh6s5s 
QdTh6d5s3h TsTd8d5s5h KsJh9d8s3h Ts8d7h6s6h 
AsKh7d7c5h AcJh8s5h4s AdKdQs2h2c JcTh9d8d2h 
KcQc8s7s4d KdJs9h8h3d Ad8h7d7c2h KcQsJh8h7d 
KsQsQh7s5d QsQdTh9s5c KhQcJc9d9c Kd8h6d5h4h 
KdQdQc9d6s KsJc8c6d5d KdTd7d5c4c JsJh9h7c6d 
QhQcJd5c3s As9d7d5s3s AcJsTd5s2d QsQcTh6s5s 
KsTs9h9c8s Kd8c6s5s4d QsQc7d5d3s QsJhJd4s2d 
KcQcJc9d7s JsJd6d4s4c Jc8s7d6c5s QsJh5h4d3s 
KdKcJs3h2d QsJc7s5c4c 9c8h8c6h5s QdJhTh8c3c 
TsTh7d6d4s Qh8d6h5c4c AcJs9s9h8d AsQhTd4s2c 
QcTd6s6d4c AsKhQd9c7c AsKdJd8d6h QsQdTc6h6c 
JdTd7h5h3s AcKhTs9s6d AsQcJs4d3s KsTh9h5s4s 
AcJh7h7c2s KsQcJsTh6s KcJcTs9c6h JcTh8c7h3d 
KcQcJdTs4c AcQc8h6s6d AdTd5h4h3h AdKsQc7h4c 
Kc7d6d6c5s AsKsJd6h6c KcJsJd8s7s AsJcTd7c6c 
QsTd6d5s5c Ah8s6h4s4d AhKcQc8s4d QsQdJs6s2d 
QdJcTc8s5h KdQdJd9h7s KcTd6c5s5d KdTc9h7h2d 
