9c8c7d5c2d 
Ts8c6h3s3h QcJcTd6s2c Qh7c6h5c2d KdJs9h5s3s 
Js9s6h5c3d AsQh8d4s3s KcQh5s5d3h AhTc8c7c2d 
Qc6d6c5h2h Ad7c6s4d2h 6d5s4d3s3c Qd8c6c5s2s 
KdTh8s5c4c AdKh9c8s3c Qc9s7c4h3h KcJd8h8d3h 
QcTh6h5h5d AcQsTh7s2s Kc9c7d4d4c JdTd6h5c3d 
KdQd7s4s2s JcTc8d7c2s 8s5h5d4d4c QcTc8s6h3c 
KsTh9d3c2s 7d5h4s4d3h Ks5c4c3s2h KdJsJd8d4d 
Th9s6h4c2s 9h8h6c4c3d KsJc6c5h3d JcTd8d5h2d 
8c5s5h4s4d KdJdTd6h2c ThTd6d5s3c Ac8d7s6h4h 
ThTc9c7s3c QsQc6h4h3d Kh7h5d5c4s QhTc6h4h4d 
Qd9d9c4d3c AdQcTh3h2s AdKd6d3h3c Qh9c6h5s5d 
9s9d8h6c4s Kh8c6c4h2c AdJsTs3c2s Js8d6d6c3s 
AcTd7c5c2h Kd7h7d5d4c Jh8c7h6c3c QcTc8h8d2s 
Kd9c8c4s2d 7s6d4d4c3s AdTd9s3d2h QdJc9s6h4h 
Ks9s9h5d5c KsJh8d7s3c KdQhJh2s2c Qs8s8d6c4s 
8d7s7c4s4h 9s7s6c5h5d QcTd9h7h4h Jc8s7s5c2s 
KcTh9d5s4s JdTd9c8d2d JhTh8d7h3s KsQsTs7s5s 
QhTh8s6c3h QhJc6d5s2h 9s8h6s5c3d QsTd5s4h3s 
9s9h7s3d3c JsJc7c6d3h JsTs9d4s4c Qh8h7h5d3d 
AhKh8s4d2h QcJc6h4h2c KsJh7d6d4d Th8d8c7s5s 
JcTd7s5h3s Qd7c5s5c4s QdJcTh6d2d KhJc7d6h3h 
JdTs7h2s2d KdTc7h6h3s Th9h9c4h4d KdQs8d5h3c 
9s9d7c6d3d 9s8s5d5c2c KcTh9c8c4c QhJs6s2h2c 
JsJd9c8h3c KsJh5c4s2d QcJcTs6h2c Ah9d4c3d2h 
QcTd6c4s4c 7h6d5s5h2s QhTc9c6c2s KhQd7c4h3s 
KsTs9h8s4s Jh8s7c6c4d QsJd9s8s3c AcKs4d3h2s 
Qh8c6h6d2c Ad9c8c7c4h Th8c7c4h2s 7s5d5c4s3c 
QhTs5c4d3s Kh9s8s6c5s 6d5d4c3c2h QdTd9d8d3c 
JhJd8d6d4d KhTh9h6h3d Ah8c7s7h3h Th9d8s8c5d 
KhJd7h3d2s Td9c8d5d4s AhJh5h4d2c 7c6h5c4d3c 
KcQd7h4c2h KcTh8h5s4h 9s9d7h6c3c AsTh9c7h2d 
Tc9h8c4h2h Tc5s5d3d3c 8h7s5s2h2c Tc5s5h3s3c 
Jc8s7c6c5c QcJs9d6h4h AdKh8c4s2h AsKc8h3d2s 
KcJh7d6d2h KhQh6c4d3h AcQs9s6h3d AhJs8d5s3s 
KcJc4d2s2d AdKc4h3s2c 9s7d7c4d3s Tc9s9h7c3d 
7h6c5s5c2s KhJh4s2s2d Tc8h7h4h3c KcJh6d4d2h 
AsJc7s3c2s AcTsTh6d3h Qs9s9d6h4s Ad8h7s7d3d 
Ks9s9h7s4c Qd9c8h6d3s JdTd9s4d4c Js9s7s5d2d 
Ts8c7s5c2c Jc9c7s5c2s JsTc7h2s2c AcTsTh6d3s 
QsTs9s9h3s AdTc9h6h4h 6d5h4d3h3c Ah9h7h5h4s 
TdTc8h5h4h Qh9c5s5c2h Qd9c5s5d2s Ts8h8d7s4c 
As7d7c6h5d Td9s6s5h4s Kc8h7h5d4s AdQc9h5h3s 
Kd8c5d2h2c JdJc9s8h3s Kc9h7h6s6d AcTh9s7h2d 
7h6c5s4s3s 9h8s8c5s4d AhJd9c5s3c ThTd9h8s2h 
Ac8h8c5c2s KcQh7s4c3d Jc8s6h6d5c 7d6s5s4d2s 
KdTc6h5c3s QcJs9c5c4c AdQs9c5s3s Qs9d8d7c2c 
QhTs9s5d3s 9c8c7s5c2s JdTs8c5h3h Ts9h4s4h3h 
QdQcJs7h2d KhQsQc8h3h JdTh8h5s2h KsTd5h4c2s 
QdJcTd4d2d 9d8c7c4d3s Tc9h9c8d2s Ah9d5h4d2h 
8s7h6s4s2h 7d5s4s4d3h Jd8s7s7h5c 9c8c6d4d3h 
Ks9h7s6s3d Qh7h5c4c3h QsTsTd3c2h 9h8h8d7h6h 
AhTh7h6h3d Jc8s8h7h2s Qd9d6c5d2c QsTs8d7h2c 
Jc8d7s7h5s Ah6h5s3c2d AsQh9d7c4d AdJsTs3h2s 
9h8s8h7h5d Th9s8h7c2d KdQc7c2h2d AhJh5h4d2s 
Qh9h7c5s2s Kh9c7c5h2h Qc9h8h7d2d Ad7h7c6s2d 
8d7c6h5s3s AsKsJs7s3s 8d7s6d3s3d JhJc9h6d2s 
KcQcTc8c5c QsQd6s4s3s Kd8c6h5s3d JdTc8h6h3s 
TsTh8s7s4s Kd9c6d5h3d Qs7s5d4d3s KsQc8d5s5h 
JhTc8s6s3d Ac8h4d3c2h Kh6c5s5h3d AsKs4s3c2d 
Ts9c6h5s3d 8h6s5h4d4c 9h8c7h6d4h 9d8s7s6s4c 
Js9d6c5s5h As8c4d3s2c Th9c8h7d2s Tc8s6s6c2c 
7c5d4d4c3s AdTd9d2s2h Jh9s9h7h4c Qd6h5d3h3c 
Kd9c8h7c3h QsJd6c5h2s AsQh8h5d2c 9d7d7c5h2h 
Kc7c5h4h2h AdJh9h6s2s ThTd9h8h4c Ad7d4c3c2c 
QdJsTh6d2d Jc7s7c4s3h 7h6c5d4s3s KhJc8s8c3s 
QhJsJhJdTd AhQcTd3d2s KcQcJd3c2h Ts9h7h7d5h 
KsTh7s4s3c Jd8c7h7c5s Jd8d8c2s2c Td9d7c5s5h 
AsQd6s5s3s QcJh9s8s2d Ks9s8s6s5d 8s7c6s5h3d 
Td9c6c5h4c KsJs4d2h2d 9s6s6d4d3c AdKh8c4d2d 
QhJs5s4d3s KdTd9s9d5d Qh8s5c4s4c Qh9c7s7d6c 
Ad9h8c7h4s KcJcTs8c2c AhTc9s6s4s QdTs9c7s3s 
KcQh8d6s4s 9s9d7c5c3h KdQsQd8h3d Ac4d3d2d2c 
Ah8d4c3h2d Jh9d6s5h5c Ac9d8s7h4s AhTs8d7d2c 
KsJc9s6d3s QsJc3s3c2c QdTd7h4s3c Ts7h6h5s2d 
QcJc8c6c4d AcQdTh6h2s 8s7d6s5h3c AhQc6c4s2s 
Td9c8s7h4h KhQsQh8c3h 6h5h4s3s2d 9c8s8c7c2s 
Qh9c8c7d2d Kh7h6s6d2s 9s9h7d5d4d Jc8s8d7s2d 
AsQdTh7c2h KsTc8s4h3d KcQdJd8h3s AcQh9s4c3c 
KcQsQc8h3c AdJs8s5h2c KsTc7c5c4c KdTc7d4d3s 
AdKs9s7h2s ThTd9d8c2d AsQs3h3c2d QcTc9c6c5c 
QhJd9c6s4s JhJd9h6s2c AdQh9s6c4s Jc9s8c5d4c 
QhTh7h6c3s Qh9c7h4s4c Qc9c6c5s4h QcTc8c7s4c 
QdQc6s4s3h 7s6c5s5h2h QdJh9d8d3c KsJcTh6s2s 
9d8h7h4d3s AdJh9h7h4h KhTc7c5c3d KhQs8c7h4h 
Tc8h5c4h3c QsTh5h4c3d Ks9s9c5h5d Ad8d7s7h3d 
KhJs8d7c2h QhJc9s6c3c QcJd8s8h4c 7s5h5c4s4d 
Qc7d6c5d2s Ks8s8h4h2d KcJh8h5s4h KcTd7d5d3h 
AcJd9h8s2h JsJh4d4c3s 8h7h7d4d3d 9c8h6c4c3h 
Qh9c8s3s3h KdJd9s4h3d QcJh6h2d2c KcQc9c5s3d 
9h8h7s5h2s AhTc8c5c3s Kc8d7c6s3h 9d8d5c4c3h 
9c7d7c6s4h KdTh8h5c4h Kd8s8h5d5c Qc9s7s6s5s 
Ah9d7d7c6d Tc8s7c4s3s 9s8h7s6c4s AdQh9s8c3c 
AcQdTs6s2h Kd9d8h6s2c Ad7d4s4h3c QdQc6d5h2d 
KcJd8s7h2c AcTh8s2s2h KsJc9d8h4c JcTh8h5d3h 
8h7s7c4d4c KsJs9s6c3d AdTh8s2s2h Ts6c5c4s3c 
7c6d5h4h3h AcTd9d3s2s JdJc9h8s3h Td9c6s5c4c 
AcKc8c4h2d AhQd9s5d3d Kc9h8h4h4c Ah7c5h3h3d 
JhJc8c5c3s KsQc8c7d2d Ks7h4d3s3h AsTd8c5d3h 
Jc9d6h4h4d QhJs9h8h2c AdTs9h6h4h AhTs8c5s3d 
8c7s6h5d3s KsTd8h4d2h QcTh9c4d2s Td8s7c4c3s 
TdTc7s5s2c AcKs8d4c2c KsJc9s8s2d Td8d6h6c2h 
9c8s5s5c3c AhKs7d4c2s Ac9c6c5d3s Td8d7h4h3d 
KhQs5d4c2s AcKcJd7c2c Ts8s6s6h5d JsTsTh6s3s 
KhJc9h6s3h Ts7s6d5s4c Kd6s5d2s2h Ad8s7s7c4h 
Ts7c6c5s2d 9h9d7s6s4s QhJsJd7c3d Qd6d6c5s2s 
KhJd6d3d2h Ad8s7h7d3d AhKd9h6h3h 6d5c4d3c2h 
AdQc9d6d4d Ks9d8d4s2h Qh8s5s4s2h Qh5d4s4h3s 
QdTd9d9c3d 9d7h7c4h3d AhQc9d6s4d KsTh8d8c5h 
AdKd7d4c2s KdJc7h6h4h Kc9h9d6c3s Jc9c5s3s2h 
8d7s6h5c3c KcQc9s8c5c Ad9s5d4s2d KcJd7d3c2s 
ThTc9d5h3h QdTd8h7s2c Ks9h7d7c4s Ad7s6c4s3c 
8d7s7h5s4s Ks9d7s7h4c QhJs6c5d3d Kh9h7s4s4h 
Qs9h8h7c2c QsTs8d8c2h QdTc9c5s3c Th5s5c3s3h 
AsJd9c8h2c Qc9s5c4s2h JsTh5c4d3c 9h8d7s5h4h 
Js8s7h7c3h KsKhKc8c6s Ts9c8h8d5c Ks9c8c4s2h 
QhQd8s4c3h JdTh7s6s3c AsKd8d5h2d Th8h5c4d2c 
Td8d5c4s2c Qd9d5s4c2c TdTc9h8h4h QcTd9d7d4d 
Ah8c4h3c2s KsKhKcQs8h AsKc4s4d2s KdJc8h5c3s 
KsJhJd5c2h KhJs4s3h2h KdQdTh4s2d KdQdTd8d5d 
JhJd6s6h3c KsQc8s5h3d Kc9h8d7h3d Jc9c5d3d2h 
KhQhTs4c2h JdJc6h4c2h AhKhTh4h3h KsTsTc3h2d 
QdTh8s8c4c 9s7s6h5s4s KsKh8d4d3c Qs7d6d5c2s 
Jd8s6h5c4s AhKs9s7d2s Th7h6d5h4s JsTd8h8d2c 
JhTc9h4h2d AsQs9d7h2s AdTc9h7s2c KhQs8s7c2c 
As8c7d7c2d Jd9h8d2h2c KcJd8c7h3s 6h5c4h3c2d 
Ad8s4h3d2s Kh9d8d4h4d Ks8d7d4s2d 9h7h6c5s5d 
AsTc9c6h6c QhTh5d5c4h Ts9h9d8s3c Jc6h6c5c3h 
QsJs9d8c2s Th9h6d4d2d Td9d8c2d2c As9h8c7d4c 
Qd6c5c4c2d QsTs5d5c4s Jc9c8h4d2h KsTc7s4s4h 
Jc8h6d5s4h AdJsJdJc8c Qh9c8s7c2s AhTd7d5s2s 
KsQhQd8s3s KcQd7s2d2c QhTc7s6c2s KhQs7c4h3d 
9h8s8h7h6h QhJc5d4h2s 9h8h7d4d3s Kd9d8d6s4c 
JcTh9c4c2s KsJc3s3c2c AcJc5s2h2d Jh9d8c4h2d 
JhJc7c5c3d AcJsJhJc8h JhTc7d4s4c JhTs9c5d2c 
AhQc8c6s3d Qc9h7d4h4c Kc7d6s4d3s AdKc8c5h2c 
TsTh5d4s2d Qc7h7c5s4d KdQs9c5h2d QcTd5c4h3c 
AdKs7h3c2d KcJhTs4h2h Qh9d6c4d4c KsJc7d3c2s 
QdTs4d2s2c QsJs7s7h6s Qs9d8h6s3c Jc9d8c2h2d 
QcTs6s5s5h KcQcJd9c3c KsKhKd8d6s 9h8c5d4h3c 
KcTd8c4s3h Td8h7h4d2s 8c7d6s5h3d KdQcTh4s3s 
Ac8c6h4s4c KhJdTh8h2h KhTs7h4h3c AhKc9d6d4s 
KcTd6h5h4h KcQd5d4d3h AhJh5s5h4h Th9c7h5h4s 
Jc9h9c3h2d KhTdTc4h3h 8s7h6s6c2h Kc7d7c6s4c 
QhTs9h2d2c Kd7d7c6h4d QsJh6d5c2s KhJs8d4s3d 
QcJh3h3c2h Ts9c7s5s3h AhKs8c7d3c Th8c6d3h3d 
KcJs7d3s2c Ac8s8c6c3h Kh8c6h4c2c KcQs9s5h4s 
KdJc5h4d3d Kc8s7d5c3h Th9s9d5h3c QdJs5h4s3s 
9s9d5c4h4d KcJcTh5c2c KdTc8s8h5c AcTc9d3c2s 
TsTh7c6d3s KdTs8d6d3h QhJd8s3s3h Ac9s9h6d5h 
Jd8h7s7h5c Qh7s6d5s2h KhTc7h4h4d QsJc9d5s2h 
Kd9c7c6s6h KcJh8s7d4s KsQd5d4d3c QcJs6s2d2c 
9h8h6h6d5c Ad9d7h2h2d KsQh8c7h4d KcQh8s8d5h 
AcJh9h6s2s TsTh7c5c2h AcQd7h5c2c QsJhJc7d3h 
AcJd9h6d4s KdJh8s8h3s KdQs6h6c3d Jd9s6c4s4c 
KsTh5s4s3c JsJd5h5d3d QhJs6c4s3d Th8s8d7h4c 
TdTc9s7h3s Kh9c8s4h2c 9s7h6c5s5d KhQsTs3d2c 
KsJh9s7c2d Qd9d8h8d5c Js8s7s6c3c 7h6c4d3h3c 
Ks8h8d5s5c JdTd7s7c3h 9d7s6d5s2d 9c7h7d4h3c 
Ah9h9d4h2d 9h9d8s6c4d KsJh7d6d2h Ks9s8s8c2c 
7d6s5h4c3c AdKh8s8c3h Qc9c5h4s2h KhJcTc2s2d 
QsTd9c7d3d AsJs8s4s4c KhJh5d4s3h Qc8c7c6d3d 
Kh9s7d7c4h ThTd9h7s3h Ts8h6c3s3c KsJcTc7c2h 
Th9s8d7c4c KcJh9d7h3s JsJh4d4c3h Th9s9c5h3d 
Kd7c6d4h3s 6d5s4d3s2c 9h8c7h7c2h AcKh6s6h2d 
AdQh9s4d3d Kd8d7d6c2c Ad5d4d3c2c AsKs5c2s2d 
Ts9d4s4d3d KsTd7s4s3h Kc9c8d6s6c Ac7h6s5s4s 
9s9d7h4s4c KsJh6c3s2c JdTs8d4h2c KsJhJd4c2d 
Jh8h5c4d2d KhTs9s9c5s KhTd6s6c4d KdQs8h7d4d 
Ts9s9h8d2c Qs9c8h6s3d KsQs8c7s3c JhTc6c3h2d 
Jd9c8d2s2c Qc7d6d5s2c Kd9s8s4h2d Kh9h7h5s3c 
KdTs8h8c5s KdQcTc5h5c Tc8s5d4d2c JdTs6c4s4h 
Jh9c6d5s5h 7h6s4s4c3h AsJh8c6c4d 9s9d8s6s4h 
TdTc9c8c4s KdTs8s5h4s Tc6s6d5s3d 9c8h5d5c2h 
QcJs9s3d2d Ts7c6d6c5h Qd6h5h4c3c KcJc5s4d4c 
Th9h8s7c3d Kc9h8h7h5d 8h8d7s4h2d Js8c7s7d3d 
AcKcTc4c3c Kh8h8d4d2c Js9h8d2s2d Kc7d4h4d3c 
8d6s5s5d2s Ks8d7s7d2s Td8d6s6d5c As9c4h3c2s 
KhJd8c5d3s TsTc9d8d4d QhTh6c4h4d QsTh9d7d4d 
KhTs9h8h4h QsQh9d4c2s Tc9d7h5s4h QdTs7d6d3c 
AdKcJs6h2s AhQcTd7s2d KhJs9h5h4h KdTc8s4c2s 
AcTd6c5c4c QdTs7d4h2h Kh8c7d4d2h Jd7s7d4s3h 
AcQd9s8h3h KcQdTs5s2h KhJs7d6d2s 8d7s5c4h4c 
Kh7s4c3s3h AdTc9c5c4h Kh7c6c4h2c AcKc7c4s2h 
QdQc4d2s2d AcJc8c7s3c KcTh6s5s4s Td9d8d4h3h 
KdQs7c4d2c Th8s7c4c3s 9s9c8d6h4s KsTc7c5c3h 
JdTd9h8d2d Qc8d5h4h2c Ac9s7d5s5h JcTs8h4c2d 
Kd9d8c6d4s AhJh5s4c2h KdJs5h4d3d Ts9h6d4h2s 
Ts9d8d3s2s QsJdJc8c3c AhJh6h5s5h AdTc9s9c2c 
QsTh5c4d3h AsTd6c5d4h QsTs9c6d2s AcQc6h3h2c 
QhQc9c7c4c QcJh5h4s3h As8s4d3d2c Kd9d8d6c4h 
AdQs9c6h4c KsQhTh3c2d Jd9d8h4s2h QsJhJd7c3h 
AcJc8s7c2c TsTd6h5h4h QcJd7s6h4h AdTh9d3d2s 
Jc8d6h6c5s JsTc7d5h3d Js8s8c2h2c KhTs8s8d4c 
KsJh6d4d2h Qd9d6h5d4s AhQh9d7s2h Js8d5h3s3h 
AsKd9c3s2h 9c7s7c5s2c Jd6d5d4h3h JhTd8h7s3h 
Kh9d8d3h3c KsQcJc8d3h ThTd7h5h4h QhJd9c7h4h 
Th8s5h4c2s Jd9d8s4c2s Td9c8h7c4c ThTd9d7c3d 
AdKh9s6h2c Jc8d8c7d2c KdJd5h4c3d Ah9s8h5h2d 
JdTh9d4d2c KdQcTc5s5c AhKdTs4s2c AhQs6h5h3h 
Ks8h7s5c3d Td7h7d4h3h Td9d7s5h5c Ad8h7d7c3d 
Qs9s5h4c2c 7h6h5s4h2s Jd9d9c3c2s 9h9d8c6s4d 
Ks7s6d4d2c Td9h6s6h5h QhJh9h6h5h 8d7s7h6d5d 
9s8h5c4s3h KdTs8h4s2h Kd9d8h4s3s KcQhQc8s3c 
Ad8s8h5c4c AdQsTc6s2s Kc9d8h7d3h AhKd8c4h2h 
Tc9h6s5c3d Kd9h7d6d3s Th9s5s4h2d KdJh5s4h4c 
Jh9c6s6d5h QdTd8d6h2s Ts9h6h6c5h Ah9h5d4h2d 
Tc9h9c4d4c AcKd9h4s4d Ts9s8h7d4s KcQd7d2s2c 
Kc7d6s5d4h Js9d5s5c2c 9h8c7h2s2c Ac9s8h6s6d 
AdKh7s5h2h AhTc7c5d2d 8h5d5c4s4c Js9c7h4h3c 
KsQdTd5h5d AcKd7h7d3d QcJs5h5d4h Th8s8h7h5d 
8s7d7c5d4d AsKh9c6h2d Qh7s7c6d5h Qd7h7d4s3h 
KdJs8h7c4h AdJd8d7h3d Ts7h6s5s4c Ks7s5h5d4c 
Tc9h9d7c3s Jh9h7c5h3s Jd9s9h6d4c QcJc7h7c6c 
Qd9h8h7s2s Td9c7c5h4c 6h6d5d3c2c KhQc8h5s3d 
QsTh6h5h5d Td8s8d7c4d JhTh6h4d2d Ks7d6h5d4d 
JsJh7h6c3d Td8h8c7s5d Ts9c8h6c3d Jc8h7c5h2h 
KdTd6s5h2c 8h7d5d2s2h Tc8d5h4c3d AdKc7s7c3c 
Tc8d7d4c2s 7h7c6h4c2s Ac6h5c4s3c QhTc9h8h3h 
Qs7s6s6d5h As8h7h7d4c Th8s6d4d2s 8h7s7c6s5s 
Td9h6h6c4s Qs9h9d7c5c Ad6d5h3c2s 7s6d6c5d2s 
AdTh9h8h2h JdTs3s2d2c Kh7s5h4s2s As9h5s5d4s 
6c5d5c4s2s KcQdJd8s2h 9s6s6d4d3h Js8d6c5h4d 
Kc6h5c2s2h Ah9s4c3s2h QhTd9h4c2s 8d7h7c6d4s 
JhTd5s4c3s KhJh7c6c2h AcKh7s3d2c AsKc8h7h2d 
9d7h7d5h2d Tc8c5s4d2s JdTs7d3c2s KsKc8h4h3d 
QdJs6h4s3c AsTh8c2h2c KcJd9c8c2h Qc7c6d5s4c 
Kd8h7s5d3c AdQh7d5d2s Ah7d6s5s4s KdQd6c4h3d 
QsTs4d4c2c Ad8c4d4c2d Kd8d7d6c4d 7d6s5s5h2h 
Ac4h4d2s2c 7h6d5d4h2d AcTs8d7h2d KdTc9h8h4h 
7d6s5h5d2h 9s9d7s3h3c JcTc6d5s3c 8h6h6c4c2h 
QhTh7h6d2d Th9d7d6d3s ThTc6c5s3d JdTc6d5d3h 
QdQc8s4h3d Kc7c6c5c4s JcTs5h4d3d Ts9s5d3s3d 
As4c3c2s2c Qs6c5s3d3c Kd9h7h5d2d AcQs9d7d4h 
AcKh9d4s4h KdTh9s8c3h Kh9h7c4h4c AcQdTs3s2h 
KdTh8s4h2s Ts8s6s6d5h KdQc8s7d4d 8h7h7d4d2c 
QhJdJc7s3c Qs8s8h5h2s AdQc9s8h3h QdTc7s4h3d 
Js8h5c3s3c Jc9s6c4s4c KdJd9d5d4c 9s8d7h4h3s 
QsTd9h7d3d KdJd5h4s4d AsKc9h6c2d Ts9d8h4d2h 
KhTh5s4h4d KcTc5d3d2d KcQsJs3s3d Kc8h7c5s5d 
AhJcTc3s2c Tc9s6s6d5s 8h7s6h3s3h AhTs4h3h2s 
KdTd9h9d4d KcQcTd4h2c 8c7h7d6c5c As9s6s5h3c 
As8s6h4s4d JsTc8h4s3d AdKc9h8s3h KcTd7d5d4d 
KcQh7s2h2c Jd7h7d4h3c 8h8d4d3h3d KsJc8c5h4c 
AsTc8c7c2d 8h7h6s6c2c QcTc5c4d3h KhQh5s5c4h 
Ts8d5s4c2d Js7h6s4s4h QsJsTd8s3s KcTh5c4c3s 
Ac8s4c3s2d Jc8c5d3s3d Kc9c8c6d4s QcJdTh6c2c 
JhTs6h5h3d Kc7h6c4d3s QcTc9c8c3s AhQs9s5s3d 
AsQc7h7d4h QdTc8h3d2h KcQd7d5s5h JdTs9h6c2s 
Jh9d8h6h6c AcJc5c4s2d Tc9s7s6s3h AsQc9d5c3c 
JhTs8s6c3d Ks7c6h5c4c AsJc6d6c3d Td7d6c5h4d 
Ad8s7s7h2h Ac5c4c3h2h Jd9h8c5s4h As7h6c5d4h 
Jd8s8h6d2h Ah9c5h5d4h KdJsJh4c2h Kd7d6d5d4c 
Qd9h8d4s3s QdJs9c5d2h AdQdTs6d2d QsTd9h5h3h 
Th8h6s6h5c AdTs9c7s2h ThTc8c7c4c Th8h8d4s4c 
8h7h6d6c2c AhTd9c7d2s Th9h8s6h4h KcTd7h6d3d 
AsKd9c5h5c Ts9d8s7h2c Ks9c5h4s2h Qs9h6s5d5c 
Kc7c6h4h2d Ts6h5h4s3h JdTc7h3d2c JsTd5c4h3h 
QcJcTd8c3c TsTh5s4c2c 9h7s5h3s3h 9c6h6c4h3d 
TsTc9s7h3s AhTd7s6h2h AhQc8c6d3s JsTh6c4h4d 
Js8s8d2d2c KdJd9h6d3c AdQd6h3h2d Jh9h9c7s3d 
QdTd9s6c2d Qh9h5s4d2s QhJsJc8c3c Ks7c4d3s3c 
AsQhTd6d2c Tc9h9c7s4c AdKh8c7s3c Td8s6h4h2s 
Qh8s8h6s2s Tc7s7h3s3h Td9h6c5d3s AsKd7h3c2s 
Qs6s6c5h2h JsJh9d5c3c AhKd4c3s2d Th9c8d7c4c 
Kc7s6d5s4s Th9s7h5h3d Qh8h7d5d3h Qh8s6s5d2d 
KsThTc2d2c KdJc7h6d3d 9h7d7c5c4s Qs9h9d2h2d 
9h7s7h4d3d 9d8c7d2h2c Ts9h7c5s3d AhJsTd6s2c 
KdJs7s3d2h TsTd5h4d2h JsTc5d4h3h JhJc4s4d3c 
KdQcTs5s2h Qc8d6d4d3c 9d9c7h5s3s TsTh5d4d2s 
KsThTd2d2c AdJd8d4s4d QsTd9s2h2c KdJs4d3s2d 
AsKs8s6s4s JcTs5d4h3d Jd8s6h6d5c Qc6h5h4c2h 
KcQsTs3h2d Kh8s8c7d4h KcQcJc6s2d Ks9s7s6h2h 
Ts8d6c4c2d 9c7c6h5c4c QcJs5h4c2d KdTh8s5h4h 
KdQs8h7s4c Qs9s6h5s4c 9s7d6h6c5d QsJh9s8s2d 
As7h4s3h2h QhTh9h8h3d KdQcJc3s3c JhTdTc7s2h 
Qd9d7h7c5s AcTh6s2d2c AcTc9c2s2d Js6s5h5c3c 
Th8c6s6h2c Qc9c6c5d4s Jc9c5s5h2s AhTc9c6c5c 
QcTc7c6s2s Qc9c7s7d5h QsJh8c3s3c KsQd8c7d4h 
ThTc8s5s4s QsTs9d6c2s QsJc9s8s2h QdTh7d4s2s 
QdTsTh6c3c KcTh8d4h2d QhJs9s3c2c KhQdJd8c2s 
AsTd8d5c3h Td9s8d7c2h Ts8d7s4d2c QhTh5h4s3c 
7h5d5c4s4h JsTs9h5s2c KcJs6h4h2s AcKs9c6d2c 
AdKh8d5d3d 9c8h7d5d4s Qd8s7h5d2h KcTc9d9c5c 
KhTs5d4c2h JcTh9d6s2h Qd9d5c4h2c As8d4s3d2c 
Jd8s6c5h4s Qh7c6c5d2h AsQd9d6h3c 8h7c6h5s3d 
KcQs9d5s4s KsJh4s3h2s QhTh8h6s2d QdTc4h4d2h 
KcJd8d5h4d Jc8h6d5s4s QdTs6s5s5h 7h7d6d2h2c 
8s7s7c6c2c Kh6c4c3h3c 9h7s7c4s3h JsTd5h4s2c 
Ac9s8c5c2d Kc9c8h8c6c KsTs8c7s3d Ks7h7d6h3d 
Jh8h7h6d3d QsJh6s5c2d Qd9h7h6h5h QdTd9h6c2d 
KdQh9s8c2d QdQc3c2s2h ThTc9d6s2c Ac7s6d4c2h 
KcJdTh4d2d AcJc5d4s2c 6h5s4h3s2d QhJcTd3c2c 
QsJd6c4d3h JcTc8h7c2s Kh9h8s8h2s AdQc9h5c3c 
JdTd8h8d4d KdTc8s5h4h KhQh6d4c3h AdKdTd6c2d 
AdKs8c7c2h AcTc9h6c3c KhTd9d9c5d AdKsJh6c2h 
KhQhJh6d2c JhTs9d7c2d Jd9c6h4h4c JcTh5s4d3s 
KsJd8h7s3c QdTd7d6c3h Ah8s8h6h3c QsTs6d4c3s 
KhTd8c4d2c AdKc7h3s2d Ac9d7s5h4d Th8s8h7d4h 
Ks9c8d7c3d JcTh7d2h2c QsQd8h4c3s Qd9h5h4d2h 
Ad9c7h5s4c Jd6h6c5s5d KhQdTc5c2s KsKd8s4s3s 
AcJsTs6s3s 7s6c5d4d3d 9h9d7c4s4h KsQs7d4d2d 
QhQdJs7c2h Qh9d8s3s3h Qc7s5s5c3s 9h8c7s4s3h 
QdTs5d4d4c Kd7s7d6c4d KsQs8s7s5d JhJc8c3c2h 
AdJd5c4s2d Th9c6c5d4c AhJsJc5s2s QdTd9c6s2d 
Jh9d6c4d4c AhKh7c4h3h Ad6d5c3d2c Th8s8h7h5c 
JsJc7s5s3d Ad9h8d5d2c 8h7c6h5s5h KdTd9h4s4c 
AsJdTh6d2c AhTd8d5s3c Jc9d7h6s4d Tc6s6d5d3s 
Kd7s6c5s4h Kh8c7s6s3c Qd8d7h5h3d Ts9c6d4c2s 
Ts9h6h5d4h KsQh8d5s5c Ks8s6s6h3h As9h8h6d2d 
AsTh8d7h3h AdKc8d4d2h Jd9h8s5c4h QdTd8d6c2h 
Kh6d5s5h3c KsQcJc2h2d Ts7h7d3h3d KhTd8c5s4s 
QhTc5d4s3c QhJsJhJcTs Th8d7h4d2c Jd8h7s6h3s 
KdTh7c6h3h Kd8h5d2s2h QsTs6c4h3s Ah7d6s5c4d 
Ac8s4s4c2c AsKh4s4c2s KsJc6c5d3h AcQs9h4c3c 
Jc9c7s4c3s 9d8h5c4d3h 7d6s5h4h3h Kc7s6c4d3h 
AsQh8h7d2c AhQc9d4h3h 7s7c6d5d3h Jc8c7c6s3s 
Ah8d7d7c2c AsKc9c7h2c Td9s7s4h2d Kc9h6c4h3c 
QsTs9h6c2s Qc9s5s5d2c Ad8c7h7d3d QsJd9h5s2c 
KsTh6c5d3h KcQc9c5h3d Kc9d6s4s2c QcTd9h7d3d 
Ks9s8d6s6h JhJc6d4d2c Jc8c7d6s6c 9s7d7c5d4h 
QsQd8d6d3d Js9c7s5s3h JdTh9s5c2s TdTc3s2d2c 
