AcQdJh7d3s 
KhJc7h4c2s 8s8h5d3s3h AdKsQc3h2c 8s8d6c5s4s 
JsTs9c3c2c Qs9h9d6s2h Tc9d7h6s5s JhJd7d4d3h 
AsKd5c4d2h KhKd9c3s2d QcTh9h8d5h AhKc5h3h3d 
QsQcTh3d2c KsTs9s7h4d QsTc6d5h4c KsTs9s7d4c 
KsKcQc8c3d KcTdTc4d2c Ad9s5s5d3d KcQs8s7h7d 
TsTd6c4c3d Jc9s8c5s3s Kh9s8h6c2c Th9s7c6d5c 
AhQhTs3h2c Qh9s6s5d2h Ac8d5c3d2s KsKdKcTd7s 
Js9s9c3d3c Tc8c6h5s3s Qs9s8s6d5h AhQh8s4c3d 
Qd8s6s5s5d QcTs9c3s2s Ts9h8h6c5h Tc9d8c7d3c 
KdJh9d3s2h KdQhJd9d4c Ad8d7d6s6c QsQh9d8c3s 
Ac7d5s4s4d AcKhJh9h3h QhJh9h9d4d 8s7d6s5d2h 
KdTc7s6s4h AsTdTc9h3c AhKd4c2s2h Jc9d8h5h3d 
QsJh4d3s3d AcJsJd9s3s KdJc7s6s3c KhQc8h4c2s 
QhJs6h6c3c JcTc9c7h3d QsTh9s7h2s Td8c7h6s5d 
Ah6s6c3h3d TsTh8s4c2h Qc9c8s5d3s JhTd6d4c2h 
KcJs8c5s2c KcQsQh9s2s Ac9d8c2d2c Kd7s7h6c5d 
JhTd9c8s3d QcTsTh7c4d AhQs7c4s3c TsTd8h7d3h 
9s9h8h7h6c KcJdTc6h2s QsJs9d8h5s AhKdQs3c2s 
AdKh3s3h2s AhQc9s9d6s QhJc7d6d3c 8h6h6d5d3s 
AhJd9s5c4d Ac9c7d6s6c As9h5s4d2d 9d7h7c4h4d 
9s7s6c4h3c JsJd7d5h4d AsJh8h5h4d QcJdJc4c3s 
KdJc7d4s2c KcQc9s7d5c Qc8s8c6d5h JcTd8s7d4d 
Ad9h7c3d2c JdTd9d7c4s Qd9s7s5d3d AcTc8d8c2s 
QcTd6d4c2d AdKd4d4c3s JcThTd9c4c JsTdTc4h3d 
KhQcJd6s6c 9c8d8c5s3s JsJd8h6h2d KhJs8h8d3s 
KsJsJc5h3s Js7s7c6c4s KhTc8h7h4d KsTd7h7c6c 
Qc9d7d7c4h KsJs9s8d5c QdJd9c5s3h Kd9c8d7h2h 
AsKdJh8d3d Qc9d7d5c3d Ad9d7h5h2d QdTs7s4d3s 
QhJs7c6s3c ThTc9d4c2d As9d7h4s2d Jd9d5c4s4c 
Jd8d7h5s3h QsJhTs9s4s Kd9s8s7d3s JhTh7h6d4s 
AdKs4h3c2d QsJs8c6d4h JhJd8h5c4h AdKd5d4s2h 
JcTh9c6c4s Tc9c7h6s4d Js9d8s6c3d AcTh9s3c2d 
AhJc5d4h2s As9h4d3s3h KdJh9c6d4s Ks6s6d5d3s 
QhQdJc8h3s KsKdQd9d3d JdTd4c3s3c AhJc8h7h4h 
9c7c6h4s3h KcQs7s5d4h TdTc9d5h2h Kh9s7d5d4s 
AsKhQs5s2s Ad9s9c8s7s QsJh9h8c5h As9h7s4c3d 
AhTs9s6c5d Ts8d6d5s3h 8d7h7c6s6d Ac9h9c7d4c 
KsQsQhQcTc KsTc7h6h4d QhJsTc8c3d JdTh9c8s2d 
KcTh9d8s2c Ks9d8c6d6c AdKc4s4c3h AsKs9d6h4s 
JhTdTc9s2s Jh9d7d6c3c JdTh7s6c4c AhQsJc7s3d 
JdTh7c5c4c QhQd8c7h4h 8d6h5c4c2h Ks7c5c4c3s 
Tc9c6s4s4h Ad9h9d7s4d 8s8d6s2h2d JdTh4d3h3d 
QsJsTc8h2s AsQdJd8h3d Kc7d6s5c3h Ks9c8c7c2s 
Qd9s8s5d3s 8d8c7h6s5h QcTs7s7h6s Kd9s5s5d3c 
KdQc6h6c3h As9c7d3s2d AhQs9d7h3h KsTh9h4d3d 
Ad8d5c3c2h Ac5s4c2s2d KhQdQc9c2c Jd7h7d6h4d 
JhTd9d4s3c 9h8s6h5c2s Ts9d7s6s5c Kc9d8s8d5s 
Kc9c7d5c3d 9s9c6d3d3c TsTd6h3h3d KdJdTd9c3d 
KhQs7c6c2h AhQh9s6h4c 9s9c8s5h3h JhTh8h6c5h 
AdJh8h6s5h KsQsTc5s3d Kh6s6d5s2h KsJc9h4h2s 
QdTd6s6d3s QsTc9c6d3h KdTd8c7d2c JhTs9c5d4c 
AhTh4d3d2c Ad9c7h3d2h TsTc5h4h3s QdJdTd9d5c 
Kc8s5s4h3c QsQcTd3h2s Jc9c8s5h2s AdKd5d4s2c 
Jh9s8c7d7c Ks8d7d6s2c Td8c6h5d3c QcJhJd6c3s 
KsTs7c6s5s KcQsThTd5d Td9s8h5s3h Js7s6s6h5h 
KdJsTc7h2d JdTh9h4s3c 9h9c5s4h3c KdJd8s8d4s 
QhJc9c8d5c KdTsTd9d2c As9h6s4s4h AdJd4h2s2h 
Js9s7s6c4c JsTd7h5s4s QcTs9h4d3c QhJc8h8d2c 
8s7h6s5s4c AsJs5c4c2s AhTd7h6h3s Kh7c5h5d3d 
QcJs4s4c2h As9c5d4s2d KdJcTs7h2d TdTc7h6s5h 
Kh8s8h7h4s JdTsTh9d4d QcTh9s9d5c KsQd8s7d3s 
As9c8h5c4h QcTd6s5d4h AcQcTs3h2c AhJc9c6d3d 
ThTd8d6d5s KcJs8c4s4h QhQc5d4h2s JhJdTd5d3d 
QhJc8d6s4h JsJd5d4h4c AhJs8c7s4s AhJh6s5d2c 
AhQsTs7d3s QhTc7d6s5s KsJsJd9s2c Ks7s6c4s4c 
9d8h6s5d2s QdJs7h6h3s QsJd7h6c5c AsKs3s3c2c 
Ks7d6c5c2s KdQd7d6s4c KcTc9d8c5h KcQh8s6h5h 
9s8c6d5d2s QsTs7h6d4s QsJd9c3s2d Qh9h8h6c5s 
Jh9s6s6h4c JsJhTs4d2c Ad9h8s7s5s Qh9d8h5h4d 
TsTc8d7c3d JsTd8d6d4h KdJh7h6d2h KdTs9h7c5c 
As9h8c6s2d QsQh4s3s3d KcQh8s8h4s AhQd9s4s3d 
Jd9s9h7h6h Ac9h5c4d2d KhTc9d7s5s KdJcTh5s3s 
AhKhQh6h3d QcTs7d6d2c Ad9d7c6s6d KcJsJc5h3c 
AhQhTs3c2h KcJcTc6s6h TsTc9s5h2h Kh9h5d4d3c 
9c7h7c6d6c Js9c8d7h5h Ks9c7c6h2s 9c8s6d5d3s 
AdTd7c6d5d KdQd7h5d4s AsKs4s4c3d Js6s6h5h4h 
7h6h6d5h4d 9s8d7s5c3d AcKs8s5h3d 7d5s5d4s4d 
Jh9c7h7c3d KhJc9c8c6d QcJd8h6d3h 8h6h5d4c3c 
Tc8d6h5c3d AhJsTs4s3d Jh9s9d5s2h ThTc7s5h5d 
KdJc6d6c2h KcQhJh8h6h AdJd9h6c2s JcTsTh2d2c 
KcQc7s5c4d Qs9s9h8d2d JhTc7s6d4d KhJs9h7d3c 
QhQd8c6c4s AsTc6s2h2c KsTc9s6h4s Jc9h8s7c2s 
JdJc8h6h2c KcJs9s8s6d AdTc7d6d3s AdQh8c5d3d 
AdTd4s3h2s As9d9c8h7c KcTh9s9h6h 9c8d6d6c4s 
Qc9h9c5s2h JsThTc9d3d JsTc8s6s6d AdQh7h5h4c 
QsJs8h6c2h QdQc8c7c4s QdJs9h4h4d AcTh8s6h3s 
JdTc9h5s4h JcThTd9s4s AdKsJc8s3s KcQh7s5d4h 
AsJc9h5d4c AhQh5h4s3c Kc9h9c7s2h Td9d7s7c6h 
KdJs8h8d3s Qs5d5c3s3c KdJd7h5s4d ThTc6d3d3c 
KdTd9d7h4c Ks9s7d6h4c Jd9s6s5d3d JcTc7s5d2s 
AhQsJd9d2d AsJd8s5s4s 8h8d7s6c5s KsTc7s5h3d 
KcTc7s5d4c Ah9d9c6s3h KdQh8s6h3s AhTh9c7h2d 
Td9d6c4h4c AdKdJd4h3d AsQd6s3c2c KhJs9d4h2d 
AdJd8c4h2s AsKd6d5d3h AcQdJs9d2d Kc7d5s5c3s 
JhTh7c6s6h Kh6d6c4h3d JcTs5s5c2h QhTc6h6c2d 
Td9d8d8c7s Jh9h6s5h4s KdJh9s8d5d JsTd9c6h3s 
Qh9d9c7h3d QdJh9s9d5d AdQd8s3h2h JcTc9h6s4c 
KcJsJh9h4d QdJcTh8h3s Ah9c5d4d2h KdQs9h6c4d 
KdJh7c6c3h JdTs9c8h3s AsKh5s3s3c KdJsJh5c3s 
ThTd9s4h2s Ac8d6c2s2d QcJh9d8s5s KcTs7s7h2c 
QdTs7d4s3s JsTs9h3h2h Jd8s7s7c4c Qh9d5h5d3c 
Ac9d7c4s3h JsThTd9c3c 8s7h6s5h2c QsQdTh3c2s 
Qd8c6d5h2h QhTh8c7h2c AdJc7c5s4c Ad5h4d2h2c 
AdTd5d4s2s QsTsTd6h3s Jh9s8c7h2c AcTh7c6c3s 
AcKc9d8s2c KhJs7s7c6d Jc9s8h8c3s KdQdJd9d8d 
AsJd8s7s4s Kh9d6h5d2d AcKc4d2s2h Ts9d8s8h3d 
KcJhTc6s2d KsJd7s4h2d KsTdTc7d4h QhJh7h6s5c 
Ad8c4h4d2h As9s9c7h4s AdQsJc9c2c 9s9d8d7c3s 
KcTc5s3s3d KhJd9c7s5s KhKcQd6d2d JdThTd4s4d 
JcTsTd9h4h Jc7h7c6d4d Kh8d7d6h2s AcJc8d4h2s 
AdJc5h4d2s JcTd9h6s3c AdQh7s5s2h JcThTd9c3c 
JdTs6c4s2d JdJc8s6c2s KsTs5d4s3d QsJh9s6h2s 
Qd8s6h5h3d TsTd8h6h2d KcQsQh4s2s QdQcTs3h2c 
JhTc9d8s2h KdQs8h6s5s KsJhTd7c2s JcTs9d8h2s 
Jc9s8h7c2h Ks9s9d6s3d AdKd4h2s2c AsQcJd9h2h 
8c7h6c5h2d Ac8h6s5d2c AsQs7d5c2h AcTh7c6c3d 
AdQsTc4c3h Jd8s6s6h5h AdQdJs3d2c AsJhTd6d6c 
JdTd9d7h3s Jd9c7c6s3s KcJcTc6h6d JsTsTd4s4h 
Td8h7s5s5h Td9h8s3h3d Jd9s8h7d2h Td8d8c6s3s 
9s9h6d3s3d AhJh6d5s2c KdQd5s3s2h AcKcQc6c3s 
KcJhTd3s2c AhKc5s5d4s AsQcTh8c2c Th9h7c6d4s 
AdKs4h4c3s KhJd8h7d2h Ad8s6d2s2c Th9c8h7c3h 
KdQh9d5c4s 9s7s7h6s6c Qs8d6h5c4s AhJc8c5c4d 
TsTc8c7s3s AdQs9h4h3s Jh8d6s5s5d As9d4s4c3d 
KhQsTd4c3s AcJc5c4s2s AdKh9d5d3s Tc8c6h5d3d 
AsQdTd4d3h QcTh9h8s5h Kd8s7s5d3d Ac7h7d6c3s 
JsJc7d6h4c KdJc8c7h5c KsQd8s4d2h KdQd6h6c4s 
QhJd7s6h5h Ah9d7s6h4h Jd7h6s5s3d JcTh4c3h3c 
AdJc9s7s6s KsJsTs5s3h JdTc9h8s2c Td9d7c6h4s 
QsQhJc8c4c KdTd6s3s3h KdQc7s5h4c KhJd9d8c5s 
KhJd5c2h2d Ad9s9h7s3h AdQd9s8d2h AhQh6d3s2d 
JsTc9h6d3s Kc8d8c5h3d KcQcJs5h5d QsJsJh4s3c 
Qs9h7h5s3h Jc9h8s5s3h AcQcTs7d2c AsTd6s4s2d 
QdTsTh7h2s AhJh9h7s7h QhJd4s3s3h AhQh8c3s2s 
Qd9h7h5d3d JhJc6s3s3h AdTc8s6h5h AsKhJh8d3h 
Jd9s9d3s3h QdJdTd8d5c JsTh8c7h4h 9s8h7s6s5c 
JdJc7c5s4c KhTh9s6c4h Ah8d6h5h5c TdTc4s4d3c 
Kd8c5c4s3d JcTd9c7c4s KdQh8s8c6h Qh8h7h6c4c 
AhKc8s8d3h 9h8h8c5s3s AcKs4s4d3h QdJs9s8c5s 
TdTc8c6c5s KdQc7s6h5h Ts8s6c5d3d AhJh6c4c3h 
AsKc5s3s3h Ah9d7h4s3c KsQs9d7c5s Qc6h5d4c3d 
TdTc8c7d2d AhTd8s6d3s KsQs9s8d7s Kh9s8h5d2d 
Jh9c8s8h3c 8c6s6c5c4s AsJs8c4d2h AcJsJd6h4s 
QdQc6h6d3d KcTs7h7d6h KhTs9d9c3h KhQd4d3d2h 
9c8h7c6c5s AsKs4s4c3h AdQsJh5c2h Qh8h7h6d4d 
Jd7d5c4s3c KsQh6h6d3d KdTs5h4s4h AcKcQc6c3d 
KhJc6d5c4s Jc9s9d7d6d Ah9h7s5d3h QsJc8h6c3h 
KsTs7c5h4s KsJh9d8s5s QsJh7c6h3c JdTh8c7c4c 
KdTd9h6c4d AdTh8c6h3c JsTsTh6s5s TsTh8c6h5h 
Kd9c8d5h2h Ah9c5d2h2c Ad9c7h4d2c KdJc8s7s6s 
JhTs5h3c2s Jh8h7s5d3s 8s8h6s5c4s QcJc9d7c3d 
Ts8d5s5c4d Td9c8c7d3d Ac9d7h6c4c 8h8c7h5d2c 
Kc9s8c6s4c Ks9d6s5c2c KhQdTc9s5s KcTd7s6s4h 
AcKsTh6d2s QhJc9d6c5c Js9c8s8h3c Qc9d7d5c3c 
AcKs6s5s3d QdTd8c5d3c QcTs7h6c4c 9s8s8h5c3h 
QsJcTh4d3d Ks8c7s5c2h Qc8c7h5s5h QhQc6d6c3c 
Qs9d8d7s2h AcTh8d6h3d Td9d8h7h2h Tc8d7c5s4h 
JsTh9d5c3h AcTd7c6c5c KcQsJc9c4d Qs9s8h7d2h 
QsQd9h5d3d KcQd8c4d2h Td9d8s7h5c 8c7h7c5h3s 
KsJs8c4c3d KhJh5d4d2d Ac9c7d5d2c Kh9s8h6s2s 
KsTh7d5h3d JhTs8c7s4s KcJs8s6c2c Tc9s8s7s2c 
AdJh8h5h4c KhQc8s7d5c QhTc7c4h3c AsKh8d8c3s 
Ac9h7d4c2h TsTc7d3d3c AhKd5d3s3c QdJc9s9d5d 
QcTh6d6c5s 9s8c7d6c3d QcTd7c5d3c QsQd5h4s2c 
JsJc6h5h2s QdJc6s4c2d AdKcJs8c3c Qd6s5h4d3h 
QsQd6d5c3d JdTd4s4c3c Qd9h8d6c2c Qc9h8h7c2s 
Kh9h5c4c3d Jd9h8c7d5d Kc9h7s5s4h AhJs8d6d5c 
Kd9d9c7c2c AhKh6h4s4d AhQc7d4c3d Qd9c8c5d3c 
Qh5s5c3s3h 8s6h5c4h4c AcTd8s6h5h 9h9c5d4c3h 
Qc9s9d7c3s Jc7h6d5c3d Qd8d7d6h4h AhQc7s7d6c 
AhJd8s7h3h Ah7c5d3h2c Tc8s7h5s5h KdTdTc5s5h 
JdTdTc4h4d Ac9s7d6s4d KcJc9c8s2s AsJhJd4h3c 
Tc9s7s7c4s Qh6s6d5s4h AcQdTc3s2c AhTc7h6h3s 
KhQc9h3s2c QsTc4s4d3c Tc9s7h6d5h AcKc5d3s3c 
8h8c5s3h3c AsJhJd6c4d ThTc8s6c5c JcTd9s9d4h 
AcQhTs7d3s Jc9s8d7h7d QdQc4d3h3d AdKh4c2s2d 
JhTc8c5c4s Kc9d8d7c3d AsKc9s6s5s AsKsQh6s3s 
AdKc9s8s6s QsTd9s7d2s AdJh8c6c5s AhKh4h4c3d 
AsQs9d7s3h 9d9c8c6s6h KcJd7s6h5h 9d8s6h5h3s 
JsTh7h4s2d As9s9h7s4c Ts9h7h4d3s 9c7d7c6s6c 
AdQsJh9h2h KhJd4s3d2h AhTc6h2d2c AcJs7s5d4s 
Kd7s6h5d3c AdKd9s6c4d KhJcTh6s2d QcTd7h6s5s 
QsQcTd8d2h KsKhKdTs7d 9h8h8d4d4c AdKh4s3h2s 
Jd8c7s6d5h Jd7d5s4h3s Tc9s5d4s4c JsTsTd6d2s 
KdQh3h2s2d Ac8c5c4h3h JcTd8c3d3c AcQd9c6c5c 
QhTd4s4h3d AsTsTh7d2s KcQc8d7c6c KsTd7s5d2d 
QdJc6d6c3d KcQhTc8d2s QsQc8d7s4s JsJh5h4h2s 
Tc9d7c6c5s KcQhJc9c4d Qd9s9h8h4d Ks9c8s5c2d 
AcKd9d8s2h 7s7d6h5s4c AsKs8s5h4s KdTc9c7h2h 
AdQcJh8h3s Ks8s8d5h3d Ah8c5h3c2s 9c8h6h5s2c 
Kd8d8c6s3c KhJs9d7d5d JhJd7h5c4h KdQs6s5c4s 
Qs9s8h5c3h 9s9c8d6d5h QsJc7d6s5s 9h8s8d7d4s 
AdKcJc5c2s KsQd9d7h7c JcTs7s4c2h Jc9h6h6c4d 
KsTs9s7s5d JsJh4s2s2h Ac7d5h4h4d Td8h5d5c4h 
Jh8d7s5h4c Th9h7d5h3d Ad9d7s6h6d AdKhJh5h2s 
AhTd9d8c3s QdTc9h6c4c KhQcJs8d4c Kc9d8d7d2c 
JdTd8d6h5d QhJs9s8c5s KsQhJc9h4d Jd8s7h6d5c 
9s7s6c4h4c AcJs8s7s6s ThTc7d5h3d Ts8s8h6c3c 
Td8h7c6s5d JcTs7c3s3h KdQd9s7c5d 9s8h7s5d3h 
Ts9d8h6c5c KhKd9s8c2s Qc8d6c5s3d Jh9d6d5h3h 
AsKs9c6d4s Kh9h7c6s4d QsJs8s5c3c AdJh8d7d4d 
Qs9h9c6c3h 9d8c7s6h6c Kd9c8d6h2h Ts8s8c6d3d 
KhTd8d6c5s Ts9h8d7s5c JhTh4s4c3s KdTh6d5d4c 
JcTc7d5h2d AdQd5d4s3h Qd8h6c5c3d As9c5d2s2c 
AhTc8d6s4c Jh9s8h8d3s 9c8s8h7h4s JhJc8h7s2s 
QsJcTs9s5s KsTs6c3h3c 7h6s6d5h3d As8d5d3h2s 
KcTs8h7s3h Qc9s6h5s3h JcTs6s4h2c QhQc9s8d3h 
KhJc8h5c2h Tc8s6s5c3h KdTh9c8s2d AdTh8d6d5d 
QhJc8s6c3s Kh9s8h5c2c AsTh4c2s2c KcQsTc4d3c 
As9c7s4d2d AhKd8c7s4s QsThTc6d4d KcJd7h6h3d 
QsThTd8h5h AsKs5c3s3d Js9d9c4s3d AsKsJs4h3s 
Ah9c8s7s5s QdJd9s7d3s Jc7s6d5c3d AcQsTd3s3h 
Ac7h7c5c3d KsQsTs7s7d KdQc6h3d2c Jd9h7h6c3c 
JsTc7c6s2d AhTh9c5s5h QdTs6c5s4h Kc6d5h3d3c 
Jc9d6h5d3h AsQsTc4s3s Jc9d8s7h5h QsTc7s6s5d 
JsTc9d8h4s JcTc9c7s3h Jh9d8s7c5c QhJh7s6d4c 
9d8h6d5s2h AsTs7s6c2c AhKcTd4d3s KhQs9h4s2s 
QhTd7c6c2h QsQhTc3d2h Qs9c6s6h3h KhQdJh9h4s 
Td9h8s7c5d Qd9d6h5d3h JcTd7c3s3d AhJsTd6d6c 
JcTs8d7d4d Qs8s7h5h5d KcQh8s6s3h 9c8c7d6c5c 
TsTd7c6h4d AdKh6h5h3c 8s7s7c5c3d JcTh6s3h3c 
KhJd7h6s4h TsTh8d7s3d Js7s7d6h4h Kc9h7h6s2c 
Jd9s8h7s7c KcQs8c7s3c Ts9s7d7c3c KcTc9c7d4h 
Ac9d7s6h5s AcKh6s6c3c AhQh6d3d2c QhTs8s6s5s 
AsJcTc7c3c Th9c7d6s5d KdTd8c5c3d AsJh7h5c4h 
Kh9d5h4c3d KcJs7d7c5c QdJc7s6d5d Ah9h7s5h4d 
8h8c6c3s3h KcQhJs9d3h Ad8c5d3c2s KsTd8s4s4d 
KcJd6d6c2h AsQc8h6h5h JcTc4h3h3d Qc9s9d8c6h 
Ac9h7d3c2d QsQhJh8d2c AdTh9d7d3d Ah9d7h4c2c 
AhTh6d3s2d AhTs9c3h2d AdKs5c4s2h Jd9s5d4s4h 
QcJdTd4d3h Ks9d8s6h2h 9h7s7h6h6c Ts9h6h5h3s 
QhJs8c7c5d Tc8c6h5h3s AdQdTd5c3d KsQdJd8d6d 
QhQdQc9d9c JsTh7c5c4c As7c5h3s2c Qd8h6d5c3h 
JhJc6h5h2c Jd9s8c7d5d QdTs8h5c4s AsTs9d7s2h 
ThTc6s4s3h KsJc7d7c6h JcThTd8h2s JcTd7c6h6c 
Td9d7h7c6s KcJs9c7h3d As8h6c5s2d Ks9h8s5c2c 
QhQd9c3d2c AdJd5s4s2d Jc8s7h6c5d AsQhTd8h2h 
AsAhAd7c4c AdQdTd7d3c KhJh8h8d4d JsTc7d6h4h 
AcQs9s8h4d Ac9d5s4s2c Ad9h8s8h7c KdTh7c5h3c 
Ah8c6h2d2c KhQd9h3c2d AdKsKhKcQs Ad9d9c8d7d 
AdKhJc6s6c Kc6s6h4c3s Jd9h9d8d4h Ks9d6c5s2d 
Qh9d8h6c2c 8c7c5h4s3h Jc9d8s7c2s Qh9s9h8s4s 
JhTc9d7s4d Ks9c8s5d2d JhJd6s5s2h KdTs9c7h5h 
Jh9d8h8c3d AcKh4d3s2c AhKh4s2d2c Js9c7s7c3d 
TsThTc9h9c Ah9h9c3c2s Kd8h7c5d2h KcJs6s6c2d 
QdTs6s6d2h Td8s6c5d3s Th9s9d7c5d AhQd9s8d4c 
QcTs9s3s2c Ks9s5h4h3d 9s8s7d6s5s AsQs7c5s2c 
KhTd8h4h4d Kc9d6d4h3c AdTc4c3s2d QcJc6c5s2s 
KcTsTc7c5c KdQd6s5s2d Qs9h9c7s3h Kd8h5h4c3d 
KhQd9s6c4h KcJdJc9c2h Js8d7h7d4h AdJcTc4s4c 
8d6s5h4h2s QsJc9c8h5c Td9h7c4d4c JhTdTc9s3s 
AsKd6s6h3s Td9s5d4d3s KdJs8c7c6c AsKcJs6s2h 
QhTd7h6h5c Tc9d8h7s5c AdQh9h8s4c QcJd9s5h4d 
As9h8h7h5d 9d7d6c4s3c ThTc7s5d5c QsJd9c5h4d 
Th9c7h6h5d JhJd7c6s4h 8c6s5d4d2s KcTc9s8c5h 
QcTc8d4s2s AhKd6h6c3h KsQh7d5c4h Th8h7s5s5h 
JhTs7d6c4c Th9d5c4h4d KsTs9d9c3h 9h9d8s4h4d 
JcTd7c6s6c Qs9h7s7h4d QhJc9d6d5d QhJs9d5c4s 
QhTh6d5c4h Qh9h9c8c4c JhTc9d8s2c Kh9h9c8h6d 
Qs8s8d6c5h Js9s9c6s6d Qh9h8d8c6s KdQd9h7s5d 
KhJsJh9h2c AhKhJh4d3h AsJc9h7h7d AdJd8d6s6c 
KcQs7c5d2d KdKc9s3h2c AcJsJh4s3d 9h9d6s3s3h 
KsJh8h6s2h KcTc9c7h4d TsTd8d4h2s QsThTc7s4d 
KcQd8h4d2c AcJsJh6d4s AhQcTs4s3d Qd9s8s8c4d 
Ad8s4d4c2c KhJs7d6d3s KdJc4d4c2s JsJcTd8d2h 
Ad9d9c7s4d Qh6c5d4h3d 7d6s6c3s3c JcTc9c7h4s 
QdTh6h6d2s AcKc8c5s4c Qd9h8h8c4d QsTd6h5c4d 
Ac9s7h6d5h QhJd9c7c5s KsJc4d3c2s JhTs8h6h6d 
Kc7s5s4s3c QhJs9c7c5d AcQcTc5d3c AdKd5c4s2d 
AcJc5c4d2d QhJd6h6c3c 9s8h6h6c4s KsTsTc7s5s 
AsKs9d6h3s QhQc9h4d2d AhKd4s4c3d Qc8s6c5d3s 
AhQdTd7s3d JcTs8s6s6h 9s7s7c6d3c As9c7s4d3h 
QcJcTs8h2c Tc9h7c6c5d JhTs9d8c2s QsTs6h5d4s 
Qd9c8c5d4d As7c5h3c2s AsQd9c6s2h KsKc9d8h2d 
9d8c6h5c3h QdTs7s7h6s JsTc9c4d3h 8s7s6s5h4c 
AhJh8c5h4h Ad9h9c7h3c Qh6c5h4s3s AdJh8c6d2s 
Ah9h9d7h4c KcJhTc6d2s 9c5h5c4h4d Th9h7d7c6s 
AdQhTd3c2d KcJsJd6c3h AsQh7d5d2h KsJd9h8s5s 
KcTd9c6s4c AhKsTs2d2c QdQcJs9s2h AhKc9d6s5d 
KhQs4h3s2s KhQd7d5s4c AsJh5c4s2d Jc9d7s7c4d 
QsQdJc4h3h KcQh9c4h2h AsJh9c6d5h 7c6s6c5d3d 
AsQs7d5s2d AsJd7h6h3d As6s6c4s4h KsTsTc8s5d 
9c8d6h5h2c KcJh7s7h6d QdJs9h6s2h KhQsJh9h4d 
Qc9h8s7d7c Jh9c8s5s3c JcTd8d5d4h QdJhTd6s3d 
8h8c5d3h3c QdQc4c3h3c QhQc8c7c4d Ah7c5s3h2c 
QdQcTs8c2c KcQc8d5d2d 8s8c6h5s4s JhTs9c5d3s 
KdTc7s7h6s JhTsTh4h4c KhJs9s2h2c AdKdQd9s3d 
AcTd8c6c3s 7d6c5h5c3d Qh9s5d4h4d AhJc7s6s3c 
9d8h7c6s6h JsJh8h7c2c KdQh6h5c4h 7h6s5h4s4h 
KhTc7s6s4d KdQdJh7s7d KhJs5d2s2h Qc9h5d4d4c 
KhQd8c4d2h KdTdTc9d2s Ks8h6d5s4c Tc8c6s5h3h 
KdTs8s4d2d QhJs6s6c3c KdTsTh9d3d ThTc7d3d3c 
KsQs8h6d6c 9h8d6s5s2h Kh7c6s6c5s AsKs5s4h2d 
AsKs9c8d2s QdTs7h6c5c JsTd8d6h4d Js9c7s7c3h 
AsKs9h8d2s JcTc9s9d5h 9c8s6s5h2c AdTs5s5d2d 
9s9d8s6h6c AcKh9c6c5c JhTd9c8s2c ThTc8d7c3d 
Ah7h5d3s2d JhJd8h5s4h Ts9c8c6d5c KhJc7s5h5d 
AsKh4d4c3h Js9s5c4d4c 9c8h6d5h3d AhJd9d5c4s 
Ts9s7d4h3h JcTc4s4h3h KcQh8h8d4d AhKd9s6c5s 
AdQhJc7h3s KcQsTc5c4c Qc9c6h4h4d AhTh8h4s4c 
Ks8s8h6c3h KdKcQd8h3d KcJh8h7c2c Jh9d6s5d3s 
KcJsTd5h3h Td9c5h4d4c TsTc8h7c3h KhJdJc3s3d 
Ad9s8h7h5h JdJcTc5c3c KsQs5d3d2c Qh9s9c6s3c 
JhTsTc8s2d Qd9s9d8h2h KsJs9s8h2h AcKsJd4d3d 
AdTsTc7h4h TdTc9c7d2c JcTc8d6s4c AhTd9c3h2s 
QhTh7d4d3d 9d8s6s5h2d Th9h7s5h3s Ad9h5c2h2d 
JdTs7c5c4c AcKd8c5h3c QdJs9c4d4c Ad8c5d3c2h 
AcTs7s7h4d QsQd6s6c3s Jc7c6d6c5d Js9c8s5d2d 
QdJc8h8c6s KdJh7s6c5c KsQs6h5s2h QdJcTc2s2h 
Th8s8h6d3d Jd9c8h7s7h JhJd9d8d6d AhQc7d6c4s 
KcQsThTd3d Qd9d6s5d3s QdJsTd6h3d AdKcQd5d2d 
Jh8h7s5c4d JsJdTd4c2h Jd9c8s8d6h Ah9d9c8s7c 
AdJc8c6s5c KsQhTdTc5c AdKc9s6h5s AcKhQc5c2c 
TdTc8s6c5c AcQh9c8s2c Ac9c7d5c4s QsJcTc2h2d 
9d8h7s5h3s Ac9c8h3h3c Js9c6s6c4h Ah9c7d4h2c 
KsJh8s4h4c Qd8d7c5h5c As6c4s4h2h Kh9s9h8h6c 
KsJsTs6h6c Qc5h5d3d3c KhJc8d7d6d KcQh9d5h2d 
KcQs7h6d5d Ts9h9c7d5h JhTh8h6s5h KsQs6h6d4c 
Qs9h9d8s6c Ts8s5d4h4d AdJc8h5h4s AdKc9d5h5d 
Ad8h5c3c2d 8d7d6h5h5d Th9s6s6c3c Jc9c7c6h4h 
Ts8s7c6s5h ThTd8s6s2h 8d7d6d5s4c QdJd7d6c5h 
Kc8s6d5c4h Js9c8s8h4c KdTsTc6h3d Kc9s8c7c4s 
QhTsTc7s2c AcJs7s5h4s As5d4s2h2d QsJd9c7c2s 
AcKs5c3h3c KhQs8d7c5s 9h8d7h6c3d Th8h6c5c3s 
