Kh9s9d8s4c 
JsJhJd9d9c Ad8s6h3s3h Jh7s5h4h3c Th5s5h4s3s 
AsTh4h4c2c Js9s9c4s3d QdJhTd7d2d Kh5c4s3d2h 
Qs9d8h7d4d Kh9s7d5s3s KhQhTh7c2h Tc6h5d3d2c 
QcTc7h6c2d Qd7s7c5s4s Jc9c8h6c2s Qd9h7h6s3h 
Jc9c7s7c3h Jd8h6h2d2c Kc8c7d3h2d 8s7c5s3c2h 
Kh9s7h5d2h Qd9s8h5h3h JsJh8d7d2d 9h8d5s3d2s 
Ad9c6h5h4h Ts5h4s3h3c 7s6h6d4s3s Kc7s4h2s2c 
Kh8c5s4d2h 8c7d5s3s2c Ah9s8d6c3d 8s8c7d4c3h 
Jh9d4d3h2c QhTh9h4h2c KsQh6d6c3c Jh7d5c4d2c 
Js8c6s5d3s KsJh6h3d2d As7c6d3h2s KsJd6s6h2c 
QsTh8s2d2c Qs9c7d5c3c 9d8c7s7d2h 8s6d5c4d3d 
KdQh3s3c2d 9d8d7c6d2h QcJh4s4h3h Qs9s9h7d2c 
Qs9s7d3d2h AsQh6h5h2d QsJs6s3h2h Jc7c5h4d3c 
9h8c5h3c2h QhJd7h5s2c 5s5h4d4c3h 9c8c7s6c2d 
7d6d5c4s2d 8s7c5s3c2d Ad8h6d5d2d Js8s7h5d2c 
Qd9h8d7d3c Tc9h9d7d2d 9h6s5d5c4h Td9s9c4s2h 
Qs8c6s4h3d Kc8d6h5h3s Jh6c5d3c2h 9d6h5s5c4d 
8c7c5s5d3c 9s9c7h5s2d Td8d5s4h3c Tc9s5s4s4h 
AdQd7d5d2h 9s6s5h3s3d Ts8s5c3c2h QcJc7s7c2s 
Kd9s9h8h4c Ad8h7s5c2h Qc6s5h5d4d Kh6s5d4d4c 
Jc9c3s2s2h QdJh7h4s4c Ts6d5c3d2s Qd8h8d2h2d 
Kc8c7s6h2c 8h5s5h2d2c Kd9d8h5d4d Qd8c6d5d2s 
Jc9d7d3d2c KhQd9h7h2s KdQh9s8h2h QcTc9c4c3c 
AsTs7s5h2s Qd9s9h8d4d Kc8h7s6c3c Td8c7s5s3s 
Jd7s5s4c2c KcQs6h4h3h TdTc6s4h3h 9h8h7h5h3s 
Kh9h6d5c2h AhQs6s3d3c 9s5h4d3s3h 7h6c4c3h2d 
QhTc8d5d2d 8h5c4h2h2c Qd7s7c5s4h 8h6c5s3s3d 
Td6c5h5d4s Jh8c7s4c2s Kh9s7s5d5c AhKc9d3c2s 
AcTd8d6d3d Td9d7h6c2d QdJd4s4c3d KdTs8d3h3c 
Qh8h7s6d2c Ah7c6c4s3d KhQs9h7h2d AdTd6s6c2d 
TdTc8h4c3c Ks8h5c4d2s AdKh8s3c2h QcJh9c4d2c 
Tc9s8h4s3d KsQc6h6d3d Qs8c4s4c2d Tc9h5s3h3d 
Jh9h9d4h3c Kc9h7h5s3h 7s6h5h3h3d Qh8d6s6c4d 
JsTd7s4s2h QsJh4h4d3h KdQs9h7c3c 9d7d5c4d3d 
7d5s4s4h2d Ac9s9h5d3s 9s9d3s2d2c 9h8d7h3d2c 
Qh9h6s5h2d Td7s7c4d2c AcQs7h3s2h AhTd8s4c2s 
Kh8h6h5d2c Qc8s8d6h3c Ac8d7s5h2d 9s9h8s7s3c 
TsTc9c5c2c Th8h8d4c3h Kh6d5s3s2d KcQd8d6h3d 
Ts8d8c4d3h AsQh9s9h9d AhJd5d4c2s Jd5c4h4c3h 
Kc7c6c5d2h 9h8s7h7c2d Qh8h6h5h5c JhJc6d4s3s 
9d7d6h4d3s Jd9c4c3d2s QcTc7c4c3h QhJd8c6c2s 
AdTd4d4c2s 9d8c7h5d2d KcJh6s3h2s QcJs9c2d2c 
Jh7d5c4s4d AdTc9h5c2c KsJc8d7h3c KsQh9s7s2c 
AdTs6h5c3h Jd9c4c3h2d KdQc9c7c4c As8h6c5d3h 
JdJc6h2s2d Ah7s7c6h2h AsThTd4c2h AdKh9s5c2c 
Ah9s9d8c2c AdKd8d4d2c Qd6c4d4c2c As9h8d6h3h 
AcTs5h4s3s Qh8s8h2s2h Tc8h4c2h2d Kh8d7h4h2d 
QdJsJc7c2c AhTs8s8h8d KsJc8s4s3d QhJh7h4c3d 
Tc7s6h4c3c KcTd9d3h3d Kd6d5s4c2d AdTd7d3s2c 
ThTd4d4c3d KdJs9h4h3c 8s7c5s3d2d Js7c6c5c3d 
AsJc8s3s2d Qs8s7c6d2h Th8c7s5s3s AsTdTc4h2d 
Jd5c4c3h2d Ks8d5h4c2s 8h6s6h3c2s KdTc7d3s3d 
Th8h7c4s3d Ad8h8c7s3c AsQd6h4c3c Ks8c4s4c3c 
Th6d5c3d2h KhJc6c3s2s 8s7d5h3h2s QsJc9s2s2d 
AhKh9s3h2c Td9s5h5c3c AsQh8c5c2c Kh9h7s4d3h 
QdJs7d5h2c Ts9c5h5d3h Ah8s8c7d3s 8c6s5h5d3c 
Jh9h4d4c2d JdTs7d4d2c AhQs6c4c3d JdJc6h2s2c 
Qs9d4c3c2s QcTc8c5c2d JsTh4d4c3d Th9d9c6h2h 
JcTs6s4d2h Qd7s7c6c4c 9h8h5c3h2c Js9d8c7c3c 
Ks9c4s3h2c KcJd8h3h2d Ts8h4s2h2d KhQs7s4s4d 
7h7c6s5s2d KcJc6d2d2c Ad6c4d3s3d Ad9s8s7h2s 
Kh8s7s7c4d Qc9s9h8d2h Kd9s8c5h4c KsQs5h3s2c 
Kd9h9d3s3c Tc7s6d4c3c QdJc8h5h2h Qd8h6d4c3s 
6h5d3s2s2h JhTh7c3h3d Jc9d8s5h2h Qh7s7c6s4s 
Tc8s6c3s2h 8s7d4s4d2c Ts8c7s7h2d Js7d6s6h2d 
AhTc5s4s3d Ks7c4h2s2c Ks7s5s5d3h Qh9h7h5c3h 
Jd7d5s5c4d KdJc8h6c3s 8c7s7h3s2h Qs8d8c6h3s 
QsJc7s5d2h Qh8h6h5s2c Kh9c8d6d4d KhQc5d3h2h 
Tc5h5c4s2h KcQc9h5c2c Td9s7d6c2d Ah8c5c4s4c 
8c7h5s4s3s 9d7s5c4s3s KsQc9h3s3d Td7c5c4h3s 
JcTd4c3s2h QhTh8h5h2d Qh9s8d5d3d QcJs9c4h4c 
KsTd5c4h2d Ts7s6s5s4s AsAhAdAc5d QcTs8h3c2d 
8c6h4c3d2d Th8h7h6h3d AhKs9c6d2c 9s7d5h5c3c 
Ad5h4c3c2h QdJd8d4s3c KsQd9s4h2c AdJh8c6h3h 
KdQc6s5h2h Kd6h5s3s2h Jc7d6s6c4c AhTh7h5s2h 
Tc5s5c4s2h AsTd7c3h3c Qs6d4d4c3c Qs9s5h5d3c 
9d5s5h4h2s Tc9h9d5c2c Ts9s7s4s3c AsQd5h3c2d 
8d7d6d4c3s AhQc6d4s3s JsJc7h4d3h Qs9s5c4s4h 
Jd8d7d4s2s Kc8s8c3s2h Qh6c5d4c3s Kc6d3d3c2s 
Kh6h5c3h3d Js7c5s5d4s 9d5c4s3d3c KhJc8c4s3d 
Qc7h5h5d4s Qs8h8c5s3d Td6s4s4d2h Th7s5s4d3c 
9s6c5h5c3c Jc6s5d4s3h Td9d6d4h4d Js8s7c5s2d 
Qd6c4s4d2s Qd9s5s3d2d Th7s7c4h2s Ac9s8h6s3s 
KdTsTd6d2d KdJc6c4c3h Ad9h8h6h4h AsKh5c3c2d 
KdJh6c3h2c Qc8s6c5c2h As7h7d6s2s Qh7h6h4d3c 
Td6s4s4c3c Jc5c4h4c3h Kd9s9h5h4c AsTc5d3c2d 
JcTs6d3h3d Qh9c4h4c2c Ad8s5s5c4s Ad9h8c6s3c 
AhJc8s4c2d Tc9c7h3s3c QdJc7c4s4h KcJs6h6c2d 
Kc6h5d3h2d AhTh4s4h2c JhTc7h6h2d 9h9d7s3s2h 
Qc3s3c2s2d Jh7s6d4d2h Js7c6c5d5c 6s6c4c3d3c 
AsQc4c3h3c AcTd4h4d2h KsTc8h5c2d Kh9c6d5s3s 
Qd6h4h4d2h Qd9s7c4s2d Qd9s6h5d2d 8d7s5d3c2c 
KdQc7s3h3d Tc7d5h5c2d Ts7d6h4s3s 6s6c4d4c2c 
Kh9d9c5c4s As9c8h6c3c Qd8h7s3s3d Jh9s8c5d2d 
Ad8c6d3h3d AcKd8h3s2d Tc5s5d2s2d 7s6s4d3c2c 
KcQc7s6h2c 8d6d5c4d3d Kc9d4c3h2d 9c7c6h4c3d 
Jd6s5s3s2d AdQs9s9h9d Kc9c6s6d3c Tc7h6s4s2h 
8s7c5h3s2c KdJh6s4c3c Qd6c5h4s2d AcJh6h4d3s 
Ah7d7c4h2h 6s5h5c4c3d Ks6h5h3c2c Qs9c7h7d3s 
Qc9d7s6s3s KdQs8s5h2s Jd9d3c2s2c 9s5c4d3s3c 
AhQs4d3s2c 9h8d7d6c2d Kd9d6s6h3d Jh7s6s5s5c 
Ah9c5c4s2s Td9s9c4c2c 9s8s6s5h2s AsQh6c4d2h 
ThTd9s4c2s Ts9d9c7d2d AcKc8s4c2c Jd6h6c5d4d 
KhQd9s5d2d 9s9d7h6h2c 9h8s7h5d2h Jc9d5c4h3c 
QdJh8s4d3d AhTs5d4d3c JsTc6h3h3d QdJc8d4d3h 
AcQd9d6s2d 7c6c5s5c4c 7s7d6d3d2s JsTh7d6c2h 
KsJc8d6h3c Th8d5c3h2d Qd6s6h5c3d 6c5s3h2s2h 
KdJs7s5c2h Jd7h5d4s3d 9c6s6c3s2s Jd8c4c2d2c 
Td9c8c4h4c Jd9d7s3h2h JsTc6c5c2d QcJs7c4c3d 
9s8c7d4h4c 6s6d4c3h3c Tc8d8c4s2h 8c6d5h3s3c 
7h7d6c5c2s Qh8s6h5h2c Qs6c5c4d3h 9d8h5s3h2s 
7h5d4s3h2d 9h8h7h5h3c QcTc8c5s2c 8c5d4h3c2d 
Kd9c4d3h2c AhJd9d2s2c QsQd8s3h2c Js9s7d3h2h 
9s8h4s4h3c Ad7s7c4d2d AdQc9s9d9c AhQd4s4c3c 
9d5d5c4c2h Ks6h5c3h2c AsJc5h4c2d Ah7h4s2d2c 
Qh9s7d6d3d Tc8d7h7c2s QdTs3c2s2c Tc6s5d3s2c 
Jd9s9h4c3s 9s7h7c4s2c Ac9d5s5d2s KsTs8d4s2c 
Td9d7s3h3d QsJdTd7d2d KhTh5s3c2d Js6h5d2s2h 
Th7c5h5d2c Tc9h8s5s2s 7s6d4h4d3c 9d8d6h4c3s 
QsQc8d3h2s AdTs7s3h3c Td8d7h4c3s Td8s5d3s2h 
Jd7d6d5s3d Tc9s9h5c2c Qd8h7s4h3s AdTs5c3s2c 
Kc8h5s4d2c Jh7h5h5c2c Tc9c7c4s4c Qc9c6c5s2d 
AhTd7c3s3c KcQd8s3s2d QcJd7c4c3h AhJd5h3s2h 
AhQd4s3d2c 9s7s7h6s3s Kd9d9c8d4h KcQc7d6h2c 
9s8h4s3h3c Qs7d5c2s2d AhQd8d8c3d Jh6d5h3s2d 
AcTd8s4h2s AsTc5d4d3h KdQc8c6h3c TsTc5d4d3h 
Ts9h3s3c2h Kc9c7d4s3c JhJd7s4c3s Ks9d9c5d4h 
8h8d6h4c2h Qh3h3d2s2d KsQc9h7d3d AhJd6d5d3d 
Ks7h5d5c4c TsTh5d4h2c 9h7c4c3h3c Qs6h4h4c3c 
KdTd7d7c3d Jd9h6h6c4s Kd6h5h4s3h Tc9h6c3s3c 
KhJd8c6s3d 8c6h6c3s2h Qs9d7d2s2h KdQd9d7h2s 
TsTh7d5c2s Tc8c5s3s2d 7s5c4h3s2c 8s7s5s4d2h 
6s5h3s3d2h Jd7d5s4h3d QsJh4s4c2d Ts9d6s3s3h 
KcJd9d4d3h QhTd8d4d2c Tc8h6d4s2c JhTh5h4s2h 
8h7c5d4c2s 8c6s5h3h3d Kh7s6s3h2s KdTh8c4h3s 
QsJs8s7d3h Jh9h4s3s2c Js9c8c6c3d JcTd4s4h3s 
ThTc4d4c3c AcJh9h6h4h QsJh9s4s4d Jd9c6h6d4d 
AdTs9d3d2d Kc6c4d3d2c Ts9h9c7h2h AdJh6d4d3d 
9c7c6d4d2d Kc8c7d6h2c Qd7s5c3s3c Th6h4s4d2s 
Jc9c8s6c2h 8h5s4h3c2s QsTs7h6s2d Td9d8d7d2c 
Td9s4c3c2s Qh9c8s8c4d Jc9s5c4h3c AsQd9d6h2d 
KhTc9c3d3c 9h7h7c6h3h Ad5s4h3d2d 9c7d5c2d2c 
AhJs8s4s3c KdQc6d5d2d Ks8h7d6s3s KcTc7d7c3c 
Jc7s6h4h2c Ah9s8d8c2d Th5s4h3s3c 9d6c5s4s4h 
Ts7s5h4s3d Qh7c5d2h2c Ks5d4h3s2c 6s6d4d3h3d 
9h7h5c3c2h JdTd9d3d2h KsTs5d3c2h AhJc6h4h3h 
Td8d8c3s3h 8d7s7h3s2h KhTd7c4c3c As9s9c7s2s 
KsTs8h4s2d Kd9d8s4d2s Kc8s6s4h2h KhJs8d5c3d 
AsJd9d6d4d 9s6s6h3c2c KdQs9d4c2h JdJc7c6s2h 
JsTh8c2d2c Jh7s6s6h2s Qd9s9h7h3c Jd7c6c5c3s 
Th8d6h4h3c Qs8s8d4s4h Js7c6c5c4c 8h7h5s4d2c 
Jc7h6c3h3c Qs9d7c6c3c 9c8s8c7c2h Th9d6s6d2c 
Ks8s6h6c3d Jc7c5d4s4h Jd8d6c5d3h Jd9h9c7c2s 
Qd9s7d3s2h 8c6h4h4c2h JsTs8s8c3s KcJc6s4c3c 
Tc8s8h2s2d AcTh6d5d3d Jc8s8c5c3h Js7s6s5c3s 
Jc5h4h4c2s Js6d5c2s2c TsTd8d4d2h Jh6c5d2h2c 
Qh8d4h4d3d KdJh9h4h3s Th7d7c4h2c QdTd3h2h2d 
Jh8d8c5c3c KhQs9c7d3d 8c7h6s6d3h KdQdJd8d3s 
QsTs8s5s2d QhJh4h3s3d AdQh8s5s2s Tc8h8c4s2d 
KcJd6d4d3s 9h9c3s3c2s Td7s6d6c3d Kh9c6c5d5c 
8h7d4s4d2h Kc7d4s2d2c 9s5d4s3d3c Qd8h7h4c3c 
Kc8c7s7h2d AhJs9s6s4s 8s6d6c5h3s KsJc6h4h3d 
Jc8d7h5d3d JdTs7d6d2h 8d6c5h3s3h Jc9c7h7c3s 
KdTs4h2s2h Jh7d5s5d4c 8c7d5s3s2d 9d5s5d4s2c 
Ac9d6d5d4s Ad8h7s6s3c Js9s8d6s2c QdJd8c4h3d 
Qh8s7d3h3d Kd6d5h4c2d 8h6d5c2s2h KhTd6h3c2s 
KdTc8h7h2h Ad7h4s3c2d As7s6h6d2s Td9d8d7s2d 
Kh7s6d3d2h Kd7d5c3d2c Qd9s8d7d3h Tc6h5s3s2c 
Qh6s5s4d3c Tc8s8c3h3d AcJs9h6h3h Ah7h6s6c2h 
AsTc9s3s2s Qc9s8h4s2h Kc8s8h7c3d 9h8h6h5d2h 
AsTc7s5s2s Qs9d8c4c2d Jh8c4c2h2c Jh8d7c5s3s 
Js9s9h4s3d Jd9h8h6h3s KhJd4s3d3c Kd8d5s3s2s 
Kd7h7d2s2h 9h7d7c4h2d 9c8c4s4d3s Td9c6d3s3d 
Ad8s5c4h4c Qs9s9c7h2d ThTd8s7s2s 7d6s6h3h2s 
Ac7d5s4h3s Ts9d3s3d2h Qc7s7d5d4h KsJh7h4c3h 
QcTd8s4d2h 7c6s6d3s2d Th9s3h3c2s KhJh6c4h3h 
Td9h6d5d2s Js8s5s5h4s As9h9d5c3h QsQc9h3d2h 
KdJh9c5s2c QsJs8s7d3c AsTh8h6h3h AhTc9s6s2d 
AsTh7d3d3c Jh9c8c6c3s 9h8s8c3h3d AdQs5h3c2s 
KdJs7h5c2s 8c6c5s4c3c Kh9c7c5s3c Ad7s7h6d2d 
KsJc4h4c3d KcJc9c4d2s Js7h6h5h5d AdQc9c6h2c 
9s8h7s5c2s 9s8s7h4h2h AcJd9d6d4d AsTd8d4d2h 
Jc9s8d7h2s Ac9s8h7h2h KhQh9h7s2d Jc7s5d4s4h 
Ac9s8d6h3d Ks9s7h4d3s JsTs9s3s2c 6h5h3d3c2c 
QcTs7h4h3h Kc9h8d5s4d Jh9d8c6c3c Jd7d5s5d2s 
KsQc9d6d2h KdTc8s8h3c JhTh7d3h3c 9h8h7d6h3h 
AsTc8h4d2d Jc8s5h4s4d QsTc3h2h2c Kc9d7d5s5h 
As9c6c5h3d AcQd7h3d2h Kd7d6d5c2h Qd7c5s5c4h 
Qc9h6c5c2s KsJh7c5d2h AhTd5s2s2d As7s7h2s2d 
AdQs4h4c3c Jc7s6d6c2s JdTd7s5d2h AdTh5c4c3s 
AhQc7s3c2s KsQs9s8d3s Jd8d6c5d3s 9h5h5c3h3d 
Th9s9h4h2d Ks7d5h5c4c 9h8d7s6h2h Jd9h9d2d2c 
9c8h8c7c2s KcQs6h5d2d KsTc5h3d2s KsQh8s8c2d 
Ad9s9h6h4h 9h9c5d2s2h Jh9s9d4s3c KcTsTh6s2s 
Jc9s8s6s3d Qc8d8c5c3h Jd6d4h4c3c Jd9s9d2d2c 
Th8s8d6h2c KsQd9d5d2h Js5s4c3h3c 8h7s5d3h3c 
Ts7h5h4d3c AdQd9s7d2d Qs8h5c3s2c 7s6s5s5c4s 
KhJc7c5d2s QdJs4h3c2d Ac8d6c3s3c Kh9h7d6h2c 
Qh9s9c8d3c AhTc6d6c3s Kc9c6c5d2h JdTc5h2s2d 
Jd9d3h2s2h Qh7c6d5s3c Ac9h8s8d2d Jh5d4s4d3s 
8h7s5c3c2s 7d6d5s5c3d Ad9s8s7c2s 9s9h7s4s3d 
Qs6d5d3s2s Kh9s8h5h2d Qc9d6c5c2h 9h8s7s6d2s 
AdQc6h4s3s Qc6d5h4d3s Jd9h7h3h2d Ac9h8d7d2d 
Kh6h5d4s2h 9h7d6c5c2s Qc9c6c3s2s QhJh8h4s3d 
Qh9s8c5c3c Js7d6c4c2s QsTs8h5s2s KsTh5d3c2s 
Jd9d7s3c2c KcTh6s4s3s 8s6h6c5d2h AdQh9h6c2h 
8h6h6d3s2d TsTh6d4d3c 9c6d4d3d3c KsTd8c4s2s 
KsTs6s5s2d Qs5h4h3s2s ThTd6c4s3s KsJd6c4h4c 
KhJc8d5s3d Th9c5s5d3d AhKh9s6h2h 8c7d5d4h2s 
Tc8d7s7c2h 9c7h6h3s2s Tc8c7c6c3d AsJs5s3s3d 
Qh5c4d2h2c KcQdTd7d2d AcQs6h4d3d AhKs8d4c3d 
AcQh8h4s3h AcKd9h3d2s KcJd6h4s3h Qh9h7c4c2d 
KhJh9h4s2d 7h6h5d5c3h Jh9s4s3h2d KhTd8h4c2h 
Qs9c6s5s2d Qs8d7c4d3c As9d7d6c3d KhJd4h3s2c 
QhTs5c4d2d QhTc6s5d2d Qc7s7c6c2s KsJs9s4h2d 
As9c6d5d4d KsTs7s5d2c Th6c4d4c3d JsJh7h5h2d 
JsJc7c5c2h Jc7h5s4h4d Td6h6c4c2h AhKc8d4s3d 
KdJc4d3s3d Qs9c6h4c2h AcTs4s4d2d 8s6h5d3s3c 
Th7d5h4s4c Kh8s5h3s2s KdTd6d5d2h As6s4h4c3s 
Ac5s4h3c2c KdTc9c3h3c Kh9h9c8h4d AcTc4h4c2d 
TsTh5d4d3c Kc9h8s5d4d KdTs7h4h3h AcQc4c3d3c 
Jh9d6s3h2s KdJs6c3s2c Qc3h3c2h2d AhTd6d4d3s 
Qd9c7h5c3c Kd9s8h5h4c JsTs8s3d2h Ks4c3h3c2s 
Ts8h5s3h2c AhQh4h3h3d QcTs9d4s2s AdJc6s5c2h 
KdTs5c4h2s Th9h8h5h5c Ah9d7d6d4d KsJd8d4c3h 
Td9h8h4s4h Jc8c5s4c3h QdJh9s6c2s KcJh8h4s3d 
Qd8d6d5d5c Qs9d8s7s3h TdTc6d4d3h AsJh5s3d2s 
QcJh9h3s3d 9s8s7s6d2c 8d7h6h5s2h 8s7d5c4c3c 
Th8c7s7h2d 9h5s5c4c2s Kh9s7s6s4s Qd9c6h5d2d 
AdJs8h6s3s KsQh7d3s3c Ad8h8c5s3h TsTh8d3d3c 
Ac8s6d3h2c Qs5s5h3d2d Qs6c4h4c3h QhQd8d3c2s 
Kc9h9d5h4s 8h7s7d4d3c Ad6h6d4d2c Kd9d5d5c4s 
Ad8s8h7c3h JhTs6s5s2d 9h6s6d3h2d Th8s6h3s2c 
Tc9c5h3c2h Jh9s5h3d3c Kh9c8h7s3h AcKs8d3h2s 
AhJd6d4s3c Jc9d5s5h4d Ks9h6h5h5c Kh9d7h5s2h 
Kd9c8s5h4h KcJs4c3h2d AdKh8h4h3h KdQs8c3c2s 
Jc9s9h4d3s Ts9d8s2s2c As9s5d2h2c 9d7s4s3s3d 
Qh9h5d4h4c Qd7d6c4d3h 7c6d6c3s2d 9h9d8s6s2s 
Jh9s7h4c3d Jh5d4d4c3c QcTh8d4d3d As7h4d3c2s 
Th6c5h4h3d As6d4c3d3c Qh9d8s8d3c Ts6h4s4h2c 
KsTh8d3d2h KcTc5d3h2s JsTd6h3h3c AdJc6c4h3s 
Ts5s5d4d2h Ac6s4d3s3d Kd9c8h5s4h AsQc6d6c3c 
Js9d7s4h4c Tc9s4d3d2s Kd7d6d5s2h 9c7s6h5c2d 
AsQc9h7d2h AsJs8d4s2s 8h6c5s2h2d QcTs7d5h2c 
Ac8d7s6s3h As7d6d4c3h 8h7s6s5c2s KhJd9c4c3s 
JdTd8s8d3d As9h7h6d3h Ts7h5s4d4c 7d4s4h2s2h 
As5c4h3h2c Qd8c7s4c3s Ac9s7d4d2s Th8c6d3h2d 
8h6h5d4h3h 9d8s4s4d3h Qd9d7c3c2h Ks5h4d3s2c 
KhQc8s7h3h 9h9c7h4h3d AcTh7d3s3d Ks9s6c5h2s 
9h8h6h5c2h JsTc6c4d2h Kc7h4c3h2s Js6s4s4d3d 
Kd9c7s5c3c Tc7s7c6c3d AhJc6c5c3c 8d5h4d3h2s 
Qh6s4s4d3d Tc8h7d5d3d AsJd7h6h3h 9d9c8h6s2s 
AsJs8c4s2s 7d6h5h3s3h KcQd7h3s3c AhJd8c6d3d 
9h8h7h5h4h Qs9c6h5s2s Th9s9c6h2h 6h6d5s2s2c 
Kh9s8d5d4c 6h6d5c4d2s Th9d6d3s3c QsJs8d4s3h 
QdJh8c5c2c Tc7h7c4s3d 9d9c8c7c3s AsKh6c4c2d 
QcTh6s6d2c KsJh8h5d2h 9s9h7s4s3c Tc5h4c3h3d 
Qc9h6s4h2s Tc6d4d4c2s Qh9s9c7c4c Ks6s4d3d2s 
Kc9c8s5d2c Qs9h5d5c3s QdTd9d4d2c Kh9c4h3s2c 
Td7h5d5c2h Js7h6d4d2s Tc8h8c4d2s KcJh4s3h3d 
Jd9d8d8c3s KhTs9s3s3c ThTd7s6c2h Qs9c8h5d3h 
Kc9s7s5d3s Js7d6c4s2c KhJd8h4h3c Th9h6s3h3c 
Jc7s5s4h2h 8c7s5d3d2s KcJs9d7d2h AcJc6c4h2s 
Kc9s9h5s4d 8d7h7c4h3s Kh9s4s3h2d Ad7s7d2d2c 
Qh9c7d4c2h KcJd9d8d4d Th6d4s4d3s 7d6s5c4h2s 
Jd7s5d5c3h Jc9s6h6c4c KcQh9h7h4h QsTh5c4s2s 
Js9d6c3s2c 9h8c7c6d2c QdJc9d4h2d QsJc6h5d2h 
Qh7s7d5d4d 7h5s4c2s2c 8d7c6c5h2c Qs5d4h2s2d 
Jd7h5h5c4s AsQc7h6d2c 9s8h6s3s2h 8c5d4c3d2h 
AcKsKdKc2c Qc9h9d8s2d 9s9h8c7d2d TsTd5h4s2c 
Kc6d5d3s2s Jd9s5h4c3c Tc8d7h5h3h KsQsTs7s2h 
8h6h5h5c4h KsQh8h5h3c Kh7c6d3d2h As9h7c4c2h 
Js9h5c4d3d QdTc6s6h2d QcTc8c7c2s Jc7c5h3h2d 
9s8h7s7d2c Kd9d5s3h3c Td9c5h4c3c Js9h4s4h2h 
9s8c7h4d4c Jc9d6h3c2h QhJs9h4h2d KsJh6h4d3h 
Tc8s8c4d2h Ts8h8c2d2c Jh9c5d4s3s JsJc5s4h2s 
AhQc7d3c2d Ac7c4s3h2d Td9d7s5h2c Kc8d6d4s2s 
9s8s7s6h2c Ac8h6s3d2c KhJd8h6h2s KsJd4c3h3d 
KcJs7s4d3s Kd9d8s6c2d AsTd4d4c2c KcQc9h7c2s 
KhTd8c4h2h 7c5d4s4d2c KhQd6d4d3d Th9s6h5h2c 
AcTh8s8h8c QdTd5d4d2h Jh7c5h4s3h 9h9d7c6s2h 
Tc8h4h2d2c Qh8h5c3s2s Qs6s5d5c3h QdJh7d5s2c 
KsQh8d3d2h JhTs5c2h2d Ad9c7h4s4c Jd9d8h5d3d 
Tc8s7d6h2d AsJs6c2h2d 8h6s6d5c2s Jc9h4h3c2d 
AcKd6h4h2s JdJc7s4s3h QdJh9d4s4d Ah9c8d6s3d 
7s5d4s4c2d AcKd9s5h2h Qh9c6h4h3s Tc6h6d4d2h 
Qd7h5s2h2d KsTs6s6c2h KhJd8h6s2h 8s7s4s4h3h 
QhJs7d4s3c 8d5s4s4d3d KcQd8d5s5d Js9c6d6c4h 
AcKh5s3s2d 9h8s7c6h2h Qd9d5c4s4d Qs9s7d3d2c 
Qc8h7h4s3s Jh8h7s5c2d 8s5d4d2s2d AdQs7h6s2c 
Js8h6h2s2d Td9d5s3d2s KsJd7h4h4c AhQh9c7h2h 
7d6d5s4h2d KhQdJc7s2c 9s9c3h3c2h 7d6s5s3s3h 
9d8c7c6s2c Jh6c4h3d3c KcQcTc7c2d Ad9s9c5h3s 
Kd9h6s6d2c 6h5d5c4d3s Ts9h8d5d2d Qh9c6c4d2d 
8h7d5c4c3c Qd8c5c2d2c QsTs8s8d3s AdQs5h4c2h 
AdJh5d3s2d KcQd3s2h2c KdQc8c6s3c AdKh9c3h2s 
9d8c6d3d2c 9d8s8c6d3d Th9d6d3s3d Qd9s5h5c3d 
As7s4c3d2h Ad9h6c5c4c Ks9s9c3h3d 8s7h6h5c2h 
AsQh4c3h2d Qh8d6c5c3s Jh7d5d5c4s 8c6s6d5h2d 
KdJh6s4s4c Th9d8h4c2s Ts9s9h4s2c Kc7h7c4h2c 
8c7s7h4h3d Qh6d6c5s4s Th9d9c4s2c Ad8s5s4s4h 
Qh8d7c3h3c 8c6h5s4h3h KcQc5s4c2c 8d6c5h2s2d 
KcJh8c6d2c 8c7h5s4h2d Qh6d4d4c3c Kc9h6d5d4d 
8s6h5c3d3c AhKdTsThTc Qh6c5d4s2h Tc9c8c7s2c 
Js9s3h2h2d QdTs7h4h3h JsJc8h7h2h AhTd3h2s2c 
KdJdJc7d2d Qh9h5s4h4c Ts9c6d5h2c 9s9c8c7c3d 
KhQc9d8c2c QhJh8s4h3c QdTh8s4h2c Kc7d5s5h4h 
AsTd7d5h2c KcQd6s6h3s AhKh9c3h2d Qh9d5h4s4c 
6s6h5c4c2d 8s7h7c3h2c QdJh9d4d4c Js7c5s5d3h 
Kh8s8d5h3c QhJs9h2h2d Kc9d6c5c2h Qs7d7c5c4c 
Ah8d7c2d2c Jh8d6h5c3h AdQc4c3h3c 8h6s6d5c2d 
Ac9h9d5s3d Jd9d4s3s2h Js6c4s4c3c Kh9h7d4s3h 
QhJs5d4c2d Ah7c5s4c3c Qh9s9c8d2s Jh9h9d2h2c 
Ac9s9h5d3d Qs8h6s4c3d QhQc9h3d2h 9c7c5d3d2c 
Jd8h8c5c3c Jh9d5h4s3h 9s6h6c5h3h 8c6s6c3h2s 
KcTh8s8d2h 8d6d6c3h2c Jc9h8s8c2c QsTs9h7s2s 
7d6s5s3s3c Qc9c7c5c4d Ks9h7h5d5c AhJs8h3h2d 
