Jc9s8c5d3c 
AhJs9s8s3s KhTsTc6c3c KsQh7h6h3c AdTs9c5h3c 
Ac8d7s6d4d JhTc9h2h2d Tc9h6s4c2s KdQc8s4c2s 
KdTh6c4s4h 9s9h6c4s2c KdQd9h9c2s Ts9c8c5h4c 
KdJcTc3c2s Kc8c6s3s3d Js8d6d4s2h KsTdTc7c3c 
Qs6c5d5c3d AcTh9d5d3d KhKd6s3c2s AdQsTs3s2h 
JcTc7d5c3c AsTs4h3s2h Ad8h6s2d2c JcThTc3c2d 
Ah9c7d6s6d Qs7h7d3s3d QhJs7s5d5c 7h5d5c3s3d 
KsQd9d6d3c QsJc3h2s2h Jd9s8h5s4s AcKc6h5c2c 
Td6c5d4c3d 9d8d6d5h5c 7s7d6c2d2c Ac7c5d3s2h 
KdTs9d3c2h Tc9h7s2s2c Ts9c8h6d3h 6h6c5s5c2d 
Th9c6s4h2s Jh8s6s4h2d QcTc7c5s3d QcJh9s8d4d 
KsJsJd6c2s KhTd6c4s4d KsTdTc8s2s Kd9s9c8c5h 
Qd9d6c5s3d KcQhTh4h2s Qh9d8h4h3d Kd9s6d3c2s 
QhJh9s9h2c Th9c6d5s3d Qc9d8s7c4h Tc9d6c3s2d 
AhTc9s5d3s QdJs9h5h5c AhTc7c4s2s KcJs9h6d2c 
Qd7c5h4c3h JhTd9s6s2c JcTc8c4h3s Jd9h8d5c3d 
Js9d6d6c2s Ac7h5s5d4s Kd7c6d5h5d JdTh7d5d3d 
JsTs8s4c3d AcQd7d6d3h AsTh4h4c3c QhTd9d5s5c 
AcJs8s8h3d Kc6s5c4c3h Th9h7h7d3s Kh9h5s5h3s 
9s8d7c5h5c 9s8d6s4d2c AsJd6c5d3h Qc6h6d5s4c 
Kh6c5c3h2h KsQhJd8d3c 9s8d7h3h3d KcJsTs3s2d 
AhJc9c6s6c KhQc8s4c2s Js6s6d4h3d Js9h6h5c4d 
QcJh6c3h2c Qh9h7s6c4h JsJd8d6h3c Qs9h4c3s3h 
Kd9h6d2s2h Ts9d7s2h2d KcQh8d5s2c QcTd7h3c2d 
JhTs9s4d2s Jc9c6s6h5c KsJc5d4c3h JhTh7s3c2s 
Qs7d5h4h4d 9c8d6s2s2c As9s8s8d4s KsQdJh3d2d 
KcQd9h6s4h AsQcJd6h2d Kc8h6s5s2h KsJs8c3d3c 
7s6c5s5h4d QhTh6h5h4h AsKh9c5d3d Qc9d7d4c3d 
Tc9c7d7c3h Qs9d7s7d2h 8h7c5s5h4h 8h6s6h5h4c 
QhJd9d7c4d QsJd9c5h5c 7s6c4h3h3c Qd8c5s5d2s 
JsTs9s4d2h KdTd7h2h2c Qc9d8c4c3d AcThTc6c3c 
Kd9s6h5s4c Td9c8h6s3c AcQd6s6d4d Jc8c7c5d2d 
As9d6s4s2d Ks9c8c6d2d AcTd6s6h5d Qd8d8c7d5h 
Td7s7h6h2d KhTd7h6h2c AsQc7d5d3h QsTd8d5h3c 
Ks8h6c5s2d Td9d8h8d5c Ks9d8h8d2h JdTc9c5h2c 
Jc9h9d7s3c 9d8h5h4s3s KsTs7d3d2d KhThTc6h2s 
AdJs5s4h4c Td7s7c6c2d 8d7s5c4h4d Jc9d8s5d4h 
AhTh7h4c2d Qh9c4s3h3c Td9h8s5d4d AcKs9d6d4d 
Jc8s5d4d3s Jd7c6d5c2s QdJd9c5d3d Ah6h6c2s2d 
AsThTc4c3d AdTc6s5d2d Kh9d8h4d3d Tc7c6d5d2s 
Ac6h3c2s2h JsJc9s7s4s Qc9h7h7c2h Qc8s6s6d5h 
KdJs9c2s2c AsQc9d4h4c AcQd8h5h3s 9h8s6d2s2h 
Kd6d5h4c3d QhTh8h5s5c AcJh9s6h6d QhJs9c8d4d 
KsQh6s4c2d KdJd8c3s2s Th9h6s3s2c Ad9h5c4d2s 
QcJhTh7h3h KsTdTc6d3d Td8d7c5c2c QsJh5c3s3d 
KsTd8s7h2s Kc6c5d4s3c QsTc7h3s2c AdTh9s5s3s 
KsJs7s4d3h QhJh3s3d2d Ks9d8h6h2d QdJd8c3s2c 
Td9h7d2s2h Ks8s8c4h3h AsKs6s6c2h KcJs8h6s4s 
KdQd8s5h2c JcTd6d4s4d KhQs5d4d4c Td9d7d5h5c 
Th9h8c4h2c AdKc9c7c2s KcJd9s6h4s 8s7c6d4s4h 
Js8c6s6d2c AdKs6h5h2c Ts9h8c5s4s Ah9s4h3c2c 
KcQc9s9h2d Ac6h4s4d2c QsJh9s5d2s KsQc5h4s2s 
AsQsQhQc6h KhTsTc4c3d KcJd9s5s3s KcJsJd3d2h 
AdQs3s3h2h Th9h8d3d2d QhJdTd6d2c 9d8c6h5d3d 
AcJh7h4d2d AhJs7s4c2c AdJs9s3c2c Qc9s5s3s2c 
9s8c6s5d2h KhQc6h4h4d Qc7c5h3s3h AdTd7s6d2c 
Jc8c7d6c3d KsTs6s6d5s 8d6d5s3s2c 8d6d5h2h2d 
Jc9s6c5h3c Th9d8c6s3c KdTc7h5d2s Qd9s8c6h3d 
JcTd3s3c2s AdQc9s4h4c 7h6d5d5c4s 9h8c7h5s3d 
6s5d4c3s2d AsJc5d5c4c QhTd5c4s4c AdJh8c5c3s 
KhJd9d8c2s KhJh8s8h4d KsQc8h4c2h Ad9h4d3s2s 
Ks9c6h3s2c Qd8c6s5c4c KdQh4c2h2c Jc8h6h4c2s 
QdTh9h5s2c As9d7s5c2s KdJs9d5d3d QdTh7h4c2c 
KdQc8s8d4h KsQhJc8c3d AdKd7d5d2s JsTs9s8s5s 
AhTd6s6c5c 8s8h5s3d2h QsThTc5c2d Ks9h6c3s2h 
Js9c6h5d4h Qs8d7s7h3h As9s7h3s3c Qd8c6c5c4h 
9s8d5s3s3d AhKsTd5d2d 8s7d5c4s4h Ts9d7d5h3d 
7d5s5c2s2c QsTh7s7d3c As9c7s5d2s KhJh3c2s2c 
AhTs7c6d3d AhKc9c7c2d 8d7c6h5h3h As9h7d5h2d 
Jc8s5c4s2s Jd9d5c4c2c 8d7c6d2h2c Kc7h7d5s5h 
JsJd9h6c2s Qc7c5s3s3h Js9d9c7h3s AdTh8s3h2s 
Qd9d7d6s4c Kh9c6h3d2c Th8c6h5h5d Ac9c7h4h2c 
KcQcTc7c3s Th6c5h4c3h Js9h8c7s4s QsJd9c8d2d 
QsTc7h5c2h Th9d9c5h3h 7d6c5h4s4d Jd7c6c5s4c 
7s6d5s5c2d KsTd7s6s2c KhQsQc7h2h AsTh6h5h4c 
Jd9c6c4h3h Qh7s6c5h5d Ad9c8s5h4s JhJc8d3s3h 
Kc9d5c4d2d Jc9h8c7d4c KsJs7d4h4c KcQs6c4d4c 
JsTd8c4h4c As9s7h5c2s QsTs9s5s3d KhKdKcQd4h 
KcQd5h4c2c QhTd9h8h2h Kc7d7c4s4h KhKd8c4c2s 
AhQdJs6c2s JdTc9c7s2c KdTh3h2h2d AhKdJs6s2c 
KcJd9h5h3h Th9d6h4c3s AdTsTh5c3c AdTd7d3s3h 
QsQc7s6s3s 8s8d7s4c2c QdTh6h3d2d Jc8h6h4c2d 
Qh9d7s7h5h JcTs9c8c4c 9h7h6h5h4d Jd9d6s6d5h 
Th8c7s7h5h Ac9c7d3h3c KdTd4s2s2h 9c6s6h4s3h 
8h6s6h5h4d Qh6c5h4c2c KhJd6s6h3c Jc9s7c6c2s 
9s9h8d7s4c KcQd6h5d2s JcTc8h8d3s QhTh5s4d2c 
QcTc8h8c5c AsQc7h7d2s AcJd8h6h4h KcJc8h3s3h 
AcKd8d4s3d Th8c7h4c3h Kd9s6d2s2c QsJd4c3c2d 
AcJs8d5d3h KcJs9h5c2c QdTc9d6h2d KhQc7c5s3c 
AsQcTc5c2c Td8d5d4h2h AhTs5h3h3d KdJd8d8c4h 
Jh9c8c3h3c QdTs6h5c3h Js9h6h4d3d AcJs9s7s3s 
AsKd9c6c4c KdJd7d4h3s AcTh7d6s3s Js8d7h7d5d 
KsKc8s8h8d AhQdJs7c2s AcJd6d3c2c KdTc8d7d2s 
Jh8d7d7c5d QdTs6s3d2d JhJd9h5h2c KhQc8s8c5c 
KsQcTs7s2h Jc8h7c5d3s Tc8d7d5d2c 8s7d5h5c4h 
Tc8h6c3h3d Jd9c7h6d3s QdJd8h3s3h AsJc6c5h3d 
Qd5h4s3s3d Qd7c5s4s4c Tc9c6h3h2s KdThTc7c3c 
6h5c4d3c2h Jh7d6h4h3d KhTd8h7s2h Ts9c8d5s4s 
Ts7h7d5h4h Qh9d8c3h3d 6d5h5c4s4d 7s5h4h4c3s 
AdJh6s5h3c AcKh9s6s4s 9s7s6s5h3s KsTc7d6h3d 
AcTs6h6d5s AhJd6c5d3s Js9s5d4d2s Kh9d8s6s2d 
8d7c6s6c4c JdThTd5d2d Kc7h7c4s4d Qc9h8c6c4d 
7d7c6d4h3s KdTh9h8h3s Ks9d4c3s3c KcQc8h5s2d 
QhJh9h9d2s KhTs6s5s5d AdKd9d4s4c Ts9c8d7c3h 
8h8c5h3d2c Jc8h7c4h3d JsTs7s5h3s Kc9s9c8d4h 
AsKh8d5c3c KdQcTd7d2s Tc8c7s3s3d JdTc7d4s4d 
Kh8c7d3h3c QhTh6c2d2c Th7h6d5d2c Jd7h5c3h3d 
Qc8h7h6c2c Tc9h6s5d3s KhQsTs4s2d 9h8d6c2h2c 
Qc9d5c3s2d KsQs8d5h2c Ah7d5h3d2h Qh7s6s4d3d 
Ah6s6h4h3c AsKc8c7c3c Jd9c8h5c4c QcJc9s5c2h 
Jd8d7s6d3s KdQd8s8c5d Td9h6d3h2c Jd9c7d6s2s 
JcTh9d3c2s JcTs9s7h2s AsQs5s4s3c KcJh8d6s4d 
Qc6s5s3d2c JdTd4h4d2h AdJs6c5h5c Tc9s4s4c3c 
Th9h7h5d5c Qh9c8d5c4s 7h6c5h5d2c 9d8s8d5d4c 
Th7s6h3s3d QhJh7d6s3c AhTs7s4c2c QdTh6d5d3d 
AdTc7h6s3s Ac7c5d3d2c 9c8s5d3d2c 8s7c5s5h2h 
Qh8c5s5h2s Ts9s9h7d3s Qs9d6c5h4c KdJc5c4h3s 
Kd9s7s7h5c 7h7d6c2d2c 8s7s6c3s3c KhJd9d9c2s 
Td9d8s5h3c Ks8d6c5h4h KdQhJc8h3s Qd9h8d7d5d 
KdQd5d4d3h JsJh8h6d3c Ad6d5s2h2c Qd8s5d3s3c 
9h7d7c6c2d 6s6h5h3d3c Kc9c6d5s2h Jd8h7d5d4d 
Tc9d6c3d2h Kh9h8h8c5s KhTs6d4s4c AcTsTc6c3c 
Th9h9d4c2s AcTc7h6c2d 8s7c6h4d4c KsJs9h9c4s 
JsTc9c3d3c Qc8d7h6s4h Ac8h8d5c2c Ks9h9c8h6h 
KcJc9d7c4c Tc8s7h7c5c Jh7h7c6h5d Jc9s9c6d3h 
Jh8c5h5d4s KcQhTd8s3s KdTc7h7c2h AdKd8s8c2d 
KsTd9d8h2d AcJc6d5c2h Js9s8h5c2d Th9s9h4c2d 
KhJh3s3c2c Kh9h8s8h5d Js9c5s4d2d QdTs8s6s3c 
9d8c7d5h3s Ks9c7s5h3s Ah7h6c5d2h Qd8s7h7d3s 
9c8h6c4h2s Ah9c4c3d2h AcQc6c3d2d Qc9s8d2d2c 
QsTs6d2d2c KdQc7c5s3c QsTh9d4c2h JsTh7s5s3s 
KcTh8d4c3s Kd8h7c6s3d AcKs8s4d3s QsQdJd8d2d 
JdTd5s5d3c Jh7s7c3s3h Qh9c8h6h4s AdKc9d3s3d 
JcTc5c4s2d AsJc9h6d6c Jh7s7d5c4d 7c6d5c4c3c 
KdQs6c5d2d KcTh9d4s3h As8c7h6c2h JsTc9d3s2h 
Jh9s7c6h3d JcTc8s7d2c QdTs5c4h2d KsJd9c8d3h 
Kc7h7c4h2h Kh8h7s4d2d Ad7s5h5c4h Td8d7c3s3c 
Td9c5c3d2s JsTs7h2h2c QcJh6s5s3s QhTsTd5c2h 
As7c6c5c4d Jd7s7d6h4c Th9d7d5c3d Ks9d9c8c6c 
Kd9h7d5s3d AcTh9s4d3h QdTc9h4s2c 9h8s8c6d4d 
Kc9h7c5s3c 9s9h5s5c3s AsKd9c6c3h JsJd8h7s2c 
Ks9s7h7d4c 6s5s4h3h3c Tc9s7c5d3c Qs7h6s5h2h 
Jc8d7c4d3h 9h8s6c4c2s Ts9d8d5h4d QsTd7s7h3c 
Ks9s9h7s5s Js9c8d5h3s Qh7s6h5d2s 8c7s6d5d3d 
Th9d4h4d3h QcTc8s5c3h KhTsTd6s3s KsJh6d3d2s 
Ks6s5c4d3s KsKd8d3c2d AsQcTc3c2h Jc9s6c4s3c 
KdQc9d7h4d QdTc7c4h2h QcTc6c5c4c Ts9s9d7c3s 
Qc8c7h4h4c Jc8s6s4c2h Th9c8c5s4c Qd9h7h4d3h 
TsTd6d6c3d Td9h8s6c3c QdTs6c5h3c Qs9d6s4c2c 
6s5d5c4d2c Js8h6c4c3s KsJd7s6h3s QcJc7h4d2d 
JcTc7d2s2d Tc8h7h2s2c QsTc9s8s2s Qs8h5s3h3c 
Qs6h6c5h5d KdJd9h9c4d KsJh8c6d4c Th9s6h4d3c 
Qh6d6c5s5c 6d5c4c3d2h Jh9d7c5h3h AsJh9h6h6c 
Ts9c7d5h3d AhQh9s6h4h Kc6c5c4s3h AcKdTh4s2s 
QdJd7h6c3s KdQh7c5d2s QcTc8c5s5d JhTc6d3c2h 
AdKd9d6s3d Qd8c6c5c4s QhJc6d5d3d Ah8h7c6h2s 
QsJd8c5s3s 6c5s5h4h2s AhKh9s3h3c AdTd7d4h2s 
Jd9c6d4c3d Ks6h4h3c2s Qd8d8c6d5d Ah9s9h4c2d 
Ts8s8h4s4d AhQc7c6c3s 9d8h7c5d3s Qc9d7h7c5c 
Qd9d6h5c3d ThTc9s6c2d Tc9s9h8c4d AdJc7c6s2s 
Js9d6d5c4h AsTd5c3s2h KcTs8d4c2h KsJh8d6d6c 
7c5s5d2s2d KhQcTh8h2h AhKsJs6c2s Ac9d8s7d4d 
KcTd3s3c2s Qs9h6c5s3s Qh9h8s4d2s JhJc9s6d3d 
KhQs7h3s2s KhTs8h7h2c KsKc7c3c2d Jh9d8c5d4s 
AsQh9c4h4d 7s6h6d5h4h QcTh7s5h2s Ts8c7s7h4s 
AdKsJc6c2h KhJh9c7h4h Qc7h6s5d5c Qs5s5c4c2d 
KsQd9c4c2d QhQc8d7h3h 7c6d5s5d4h QhJd9s9d4d 
Qh7s7d4s3h KhQsTh2h2c AdTh7c6s3s Qd9c6d4h2c 
Tc8c7s3s3h Tc6d6c4s3d 6h5d5c4d2c QdTd5d3h2h 
9h9c6d4h2d KcJh9s5s3s Qc7h6d6c2h Kd6s5h3d3c 
QsJh7c6s3d Kd9c8s8d5d AcTd7d4h2h Ts8d7s7c5s 
9d9c8c4d2h 9h7h5d4d2s Jc7h7c6s4d Qc9d5d3d2c 
Kc6c5s4h3c Qs9d8s7s5s JhTsTd6c2s Ks9c7c4s2h 
Qd8s7d6s2s AhJd9d7c2s Kh8d7c3h3d Jc9h7s5c3c 
9h7s6s5s5c KsQs4s3d2d QdQc7d6d3d Qs8s8h4c3h 
AsJh4s4d3s KhJd9c2d2c QcTs5h4d2c QdTh9d6c2d 
KdQs9h6c4h Th9d7h7c3s JsTh7h4d3h QhTd5c4h3h 
Kc6c4s4d2d Ac9s5d4c2h Ac8s4d4c3h Kd9s4c3d3c 
Js7s6h6c5d Kd8h6d4h2d AsJc9h3c2h Jd9h5h3d2s 
Qh8c6c5c4d KcQc9d4d4c AsQs9h8s2s KcJh8h6h4d 
QhJh7c6s3d KdJh9d9c4d KsJc8c7d4c QdTc9c5s5h 
Th6c5d4h2d KhQsQc8c2c Jh9c8c3h2s KhQh7h7d4c 
KsJh9c3c2h KdJh8h6h4c KsKdKcQd4c AcQs3h3d2c 
Td9s5h4h2s Kh7h6c4s4d Jd8c5h4h2c Qc8h7d7c3h 
KhJs8d6d6c Jd9d7s7c2s KsJdJc3d2h Ad9c7s6s6h 
AdTd7d3s3c KhJd9h4s2c Kc9c7d5c3h Js9c7c6c2s 
9d8s6d2s2c AdTd7d6h2s Ah8h7d6h2c Js8h6d4h2s 
KdQsTd7c2d AhQh6h3c2c Jc8s8c7c2s 9c8d7s6h3c 
Kc9h6s4c2s KcQsQd8c2c JcTh7c4s3c QdTh6c4h3s 
QdTc7h4d3s JhJc9c4s3c Ac9h7s7h2s As5h5d4d3h 
Jc7s7c4d3d Ah8d4h3d2d AsTh8h7h3h AhTh4s4c2d 
JhJd6d3h2c AdKsTc3h2c AsKs9s6c3s KcJs9d6s4s 
AsTs9s7s3s Qd9h8s2s2d 6s5h4c3h2s JsTh8s4d3s 
AcKcQc3c2c KdTd6d4s4h QsJs9h5s2d 9h8h6h5d5c 
QdTc5h4d3d Ad8s8h7h4h KdTd4c2s2c AdQh8c7s2h 
KsQh6h5h2c Td9d8s5c3h Ks9c8s6h2d Jd9c6s5h4s 
AdTc5s3d2h KhQhJh6h4h 7c6d6c2d2c Kh8c6d5s4d 
9d8h6d4h2c As9s7h4s3c 9c8h8d6d4d JhTc8s4s4d 
Kc6h5d5c4c 9s8c7s5d3h QsQcJs8s2s Kd9d6c5h2s 
Jc9d5c4h2h Qs8d7d6h6c KsTd9h5h4h KsTc9c6h2d 
9d9c8d5d4s KsJs8h5s5d JcTd8c5h2c JhTh8c7s2h 
Jc9c8c7c6c Kd9h8d4h3h Jh9s9d6d4c 9c6s5d4c2s 
Ac8s8h5c2c AcJh6c3c2h 9h6c5s4h2c AhJs9d5d3d 
KsQhTs7c2s QdTs8c6h3c KdQsTd7d2h AdTs7c4h4c 
Ad6s3d2s2c KcJh6s6c3d Ad9d7h5d3d AhTh7h4h3d 
Ad8c5s2h2d Jh9d7c6s3h QhTs6h4d3h QsQh8h7h2d 
QcJc8d3h2d 8d8c7s4c2s Qh9h9d4c2c Qc7h6c5s5d 
Th9h6d3d2s KsQdTs7s2c AsJc9c7h2d KdJs9s6s4c 
AdTh9c5s3c KcQh9s4s2h Tc9d8h6s3s Tc9s6c5d3c 
KsQc5d3s2h 9d8h6s5d3c Ks8s7h4d2d Td8s7d4s3d 
QsQc8d7c3c QdTd7d5s2s Ac9c7h3d3c Jh8s5c4s2c 
Kh9s9d8s5c AcKc7d7c3c JcTh5c3d3c 7s6s6c5s4h 
8c7d6d4c2c AsKd9d3h3c Qh9h9d4s2s Qs8c7c6h6d 
AsTd6d5d4h AdQsJc3h2h Jc6h5d4h2c AdJh6d4c3d 
JsTc8c7c3c Ks6h5c3s3d Qh9h9d5s3h Th9c7h7d3s 
9s9d8c4c3d QdTh4h2h2d KcJh9d8s3h Jd9d8c5d3h 
KsJc8d6h4d Qd9h8c2d2c 9s8c7d2d2c Qh9s7d6h4h 
7s6c5d4s4h Qc9h9c6c4d AsQh7c4h2c AcQc5d4c3c 
Js9d7s6s4c Ks8d7h6c3s Kd6s5d4h2c Td9s6h5c3h 
Qh8h8d4s3d Js9d7h6s3c QcJs9s9d4s 8d6d5c3c2h 
AhJs6s3h2h JcTc7d2h2d KcQh8d4h2d 9h8h7s7c5h 
QcTc7c5s3h 9h7d7c6c3s Tc9h8s6d3s Jd9d8h5s5c 
AhKsTc5c2c KdJh5s5d2c Js8s7s7c2c AdKd9c3s3d 
Kc8s8d7h5h Jh8s5s5d2d Th9h7d6h3h AcJh4d3s2c 
7h6h6c2h2c JhTh7h7d4h Qd8d6h5c3s Js9c7h6s4s 
Qd9s6s6d2d Tc8h7d3h3d JhJd7c3s3d Js8h7h7c5h 
AhJc5c4s4d Td7s7c6s2d Js9c7h5s3s AsKd9d7d2c 
AsJcTc7c2c QsJc8s6d3h Kc9d6s4c2s KcJc9c6h6c 
Jh8d7h4s3d AsJsJc7s2s JsTsTh3s2c Js9d8d6d6c 
QdTh7c5h2c QsTd7c5h5d 9h8c6s2s2h Ah7s7c4h3h 
7c6c5d3c2d KcQs4d2s2d QhTc4c2h2c KhKdKcJh5c 
9s9h5s4h2s AsJc7h5h3h 8c7h5h5d2d KhJd7s5s3c 
Ts9d5d3s2c 9c8d7s7d5d QdTh5c4s4c Ts9s9c7h3s 
KdJd9s9c4d QhTh8d5h3s Th8h7d6c3s AhQdTc7s2s 
As9h8h6h6d KcQdJs3d2d JcTd8s4s4h Td7h7c5s4d 
Qh8h8d4c3d Kd8s6h5d2c Qh8d6c3h3c Th8c7c2h2d 
KhJc5c4d3s Qh5d4c3h3c QhTs5s4d4c QdJh5s2s2h 
AdTd7d4d3c Jc9d7c5s5c AsTs7s6c2h QdJd8d5s3c 
KsQsTs7s3d KhQd9h8s4h Js9h8s5d3s 8c7d6c2s2d 
Js9c8d5c4h KsJh8d2s2d AdTd7h5d2c KhQcTd8s3s 
Qc9s7s4c3s TdTc7d5c2c AsTs7d6s2h Ah8s4h4c3d 
JdTsTd5d2d Qc7h7d4h3c Th9d8s7d3c Kd8c6s5d2h 
JsTh9d7s2s QsTd5d3c2c KdTd9d8h2d Kd8c5c3d3c 
Js7c5d3s3c Kc8h7d4c2d Js8c5c4s2s 6s6d5d3h3c 
KdQh9c6s4s As6s6d4s3h JdTc6h4c3s Qs9s7s6d4c 
Ts9c6d4s2d KcJs9d3d2s KhJd8c4d2c KhJc9d9c2s 
Th7s7d5s4s 6s6h5s5d2c JhTd6c5c3c Ac9c5h5d2s 
QhTc9h5h3h JsTc7c4d3c Ks8h8d2s2d KcTd9d8s2d 
KhTsTd6d3d Qc9c8s7h4d Qc8h8c7s5c KsQcJd6s2s 
QsQh4d4c2d 9s7s7h5s4c AhJsJd6h2h Qs9s7h6d4s 
KsTh3h2s2h Jc7h6h5d2c AcKc6s6c3c Qc9d9c5h3c 
Ad9h7h5s2s AdTd7d4d3h KsQhQd8h2h Jh9c7c6c2h 
JcTh7s7c3c KhJh5c3s3d Ks9c8d6c2d Qc8h6h4c2h 
Ad9c5h4d2s Js9c5s4h2h Jh9h8s5h3d Js6c5s5c3s 
AcJh9d5d3d JhTs8s4s4c Tc8d6s4d2s Kd8c6h5s4h 
AsTd9h5h3h Tc9h8h5h4d KhJd7h5s2c AhTd9c6d3d 
9s8d5c4c2s Qd8h7c5h3c Qd7c5s4c3s 9c7s7d6s2d 
Ad7h7c4d3d AdTc8c4s3h JdTh9c5c2c KhQc8h3d2d 
9h9c8h5h4d Ks9s7d5s3h AhKd3c2s2d 7d6h5s4d4c 
Jh7d7c5s4d Th9h8c5s3d Ks6h4s3c2h Qh9h8s4c2s 
KsQh9s8c4s Ac8h8d7h4h KsQhJh6h3h 7c6s6h5h4h 
Qh9d8c5h3s JsJc9h6d3d 9h8s8h5h4d Th8h7d4s2s 
KhQc9h8s4h Ad8c7s6c4c QsJh9d6c2s QsJs8h3c2h 
Kh7d6h5s5h KcJs9d5d3d Ad9c8s7c4c AdJsJc3c2h 
Qd9d6c4c2h Kd9c8d4c3c Kc8s8h2s2c As9c4c3h2s 
Ah9d7h5c2h Js8s7s6h6c Jd8s6h5d5c AcKsTd4h2h 
KdQcJc9c4c Jd7c6c5s2d Qh9h9d5h4c Ah8s5c2h2d 
Jd8c5d5c2c 9s9h8h5h4c QsTc6d4c3h Qs7h5d4h4d 
JhTs5h3h3c JdTd5c4d3d AsThTd4d3c TsTh6c5s3s 
KhQd8d7c4d 9c8c6s4s2s AsQs9h7s3s KsKhKdTd5h 
Qh9d7c3h3d JcTc7d7c4c KhTc6d5d3s Jd8c7s7c3s 
Ad9c5c4d2d KsJs9s6s5s KdTsTc8h2s QcJh9s5s5d 
Qs9c8c6h6c Kc9h9d8d5s 7s6c5s4c2c Qs5s5c4c2h 
Qh6c5c3d2h ThTd9c6h2s AsQs7c2s2c KsJsJc6h2s 
Qs9d6d4d2s As8h7c4h3c Qc8s7d5c4c KdTh8d7s2d 
KdTc9s5h3s JsTh3s3d2d KsTc8h4s2d TsTd7h4s2h 
5h5c4d2h2c Ks9h6s2h2c Ts7s6h6d5c 9c8c6c5s5d 
8s7c5d2s2c AhJd9s5s3s Td8c6s5h5c AcQs8d3c2h 
8h6h6d5h4c Kd9h8s6s2h Jh8d5s4s3d AcTsTh4h3d 
As8h8d6d2h Ts9h6s3d2h Th9d8c7d2s 7h6h6c5h4d 
QsTc3s3h2h As6c5s2h2d Js6h5s5h3s JcTc9c3s3d 
QhTh9h5h3d Kc8h6d5s4s TdTc8d6d2s Ks7s7d3s3d 
Qs9s6h5c3s Kd9c8h5s5d AdJh8s5s3c 9c8d5s2s2c 
KsTd9d6c2h JhTd9d7s2d Td9c6d3c2s Th9h4c3h3c 
Jh9s6h5c3h Ts8s7h4d2d 8d6s5c4h4d KsQc6c5c2h 
KcJs9c5c3c AdTh9c4s3h Ah9s7d5s2d KsQh9c7s4s 
9d7s7h6d2h JcTc8s4c3d 8h7d6h2s2d JsJh6d5d3c 
Qh9h6c4d2c AhQs9h6h2d Jh8c6d4d3h QhJs6h5h3h 
Kc9s8h8c5c JdTh3s3d2s Kc9c8d3s3d AhJs6h3h2s 
KdQc5s3d2h AhTd7c6d3s AhQs8h4d2h Jc7d6d5s2c 
JdTd5d4c2h Ac6s6c4c3d Kd9d5c3d3c 9d8c5s2s2d 
Js7d6h6c5s Tc6s5c4s3c Td9s9c8d4h Ks8s7h4c2c 
9h8s8h5h4c AsTd6d5h5d KsJcTc3c2h KhQs9h7d4h 
AsQh3d3c2s QdTs7c5s2c KsTc8s7s2d KhQc8d5s4d 
Qs6h5s5c2h Kc7h6h5h4d QcJc8c5h3d KdJdTd2h2d 
QhJh8d3c2d Ts7s6h6c5d Qh8c7c6s6d AsTd9c6d3d 
Ts8h7s7c5s AdJh5h5c4h QhQc8c3s3c Jh8d6d4h2c 
Ad8d7d4h3c Th8h7s6c3d Jd8s7d5h3c Jd9d8s4s2h 
QdTd5d3c2c Qh9s6c5c4d KsTc9s3h2d AsTs6d6c3s 
Th9s7s5d3s AcQh3s3d2c Ks6s5s5c4h 9c8d6h2h2c 
QhJcTc4c2c AdQdTh3d2d Qd8h7h5s4c AsQh8c3s2d 
Ad9s4s3c2d AsTs7s3h3c 6c5h4d3c2h AcJh8h8d3s 
Ts8h6s6d4s AhKd9s6s4s JsJc9d8d4d JsJc7c6h3c 
AsQhJh4h2h Ks9h5s3c2c KsJc8h4c2h AhJdJc3c2s 
Ad9s8s6s6h KcQd8d5h4d KdQs7s5s4s JcTc5s5c3h 
Ac7h5s5d4d KcQh7d5c2s Ks7c6s5s5d JdThTc6s2c 
Qs9c6h5c3d 8s7c6h6d4s Ks7c6h4s4d KcQhJs7c2d 
KhQs9h7c4h 8s7d6h4s4c JsTs9s6s4s QsJd6c5c3c 
As7s5c3c2s KcTd7s7d2s QhJcTc7c3c QhTd6d3h2h 
QdJh3s2s2d JhTc9d5d2d 9d7h7c6h2c QsQd4h4c2c 
9c6d5s4c2d Kd6d5d5c4s KsQd6d5d2h 7h7d4s4h2d 
Qs8c6d5h3s Jd8d7d5h2h Ah7h5s3h2s Th7s7c6d4c 
AdQdJd6d2h KsQdTs7h2s 9d7h6d5d4d Td9c8s7c2h 
Ad8d7d4s3c QsQh7s5c2d 9s8c5c2s2d QcTh8d6s3d 
As9c7s5h2s Qd9h6h4h2d KcQs6c4h4c 9s8h7h5d5c 
JsJhTs6s2d KhJcTd3s2d 9h7h5s4s2d Jc7h7c6c5d 
Tc9h7s7c3d Ts6s5h4s3h AsJd6s3h3c KsTd7h3s2h 
9d8h6s4s2h JsTd8c4d2h Jd9c8h7s2d KdQc6d4s2h 
AhJsJd3d2c 9h6s5s4c2c KdJd8h8d4s Qh9c8s5c4d 
AsJd9d3h2h AdJs9s6s6c AsQcTc3c2d QhTh9s5h2d 
QcTd8d5h3s Qd8s7h6c4h 9d7s7h6h2s KcJdTs6s2h 
