8h7h7d4c3s 
8h7d5h3h3c AcJs9h2h2d KhJd7s4c3s 7c6s6h4c2d 
AcTc5s3c2h KcTs8d4h4d Jd7c5h4s3s Qc9s8h6s3s 
Qc9h5h3s2s JsTs4s4h2c Td9h8c3s2d Ah5h4s3h2c 
KcTs4s3d2d 7d6s4s3h2h QdQc7d4d3d 6s5c4s3d2h 
Ts8c6h5d2d Qs8d8c6h3c 8s8d4h3h3c 8d5c4c3d2h 
AdQd8d4h2d KdQs9c7c3c QsJs8d4s4c Th6s5s5c4d 
JdJc9s3c2c AcTc7c6c3c Jc9h9c8c4c AcQd8h3c2c 
QcTsTd7h2h JhTc8c3c2s Qc8c7s5h3c KcQs7d4h3h 
KdTh7s6c2c Tc9d7s7d2h Qc9c7c5c3h 8c7d7c2s2c 
QdQc7s7h2s Ts9c8h4s2s KcQd4s3c2c Qc6h5s5h4d 
Jh8s7h4h4c 8d7s5c3s2c 7d7c6s5h2h Ts9s4h2s2h 
9c8h5h4s4h KdQd8h7d2s AcJc9c2s2c Qh9c4c2h2d 
Td8s8h4c3s Ac8s7s5s3s Ts5h5d4s2h Kd9c7d4s3d 
KdJc8c7s2c 9c8c4d3d3c Ad7c4h3d2s QhJc9s7h2h 
7s6s5c4s2h JsTs8c3d2s Jd9s8h4d4c JcTc6d6c3c 
AsQd8c6h2c As7h7d6c3c 9c7s6h3s2h KsJc5c3h3c 
KdQh4s4c3c Tc7s7h5d3d KsJd9s3s3c Qh6c5h4s2d 
Jd5d5c3h3d 9c6s5c3d3c As9s7s4s3d Ac8h7h5s2h 
JhJc6h4s2d Jd8d4c2s2c KhTc8s4s4d 8h6s6d4d3c 
QhQc6s3c2c 7d6h4h3s2s AsJc7h4h3h QhJh7s4h4d 
Kd7s7d4d3c 9c7d6c5c2s 9c8c6c4s3h Qc7s7h6d4d 
QsJs7s7d4s 9s9c8h7h3h Tc9c5s5c3h KsQs9c8s3s 
Ad8s7s5h2c Tc9c3h3d2d KsJd8c5c3c QhJs8c6d2c 
Th9s5s4c3s Qs8d6c3d2s KdJc8c7c2h Qc7d6d2s2c 
Jh9h9d4c3h Qc8d5s4c2h Jh9c8s8d3c Kh8c5s5d4s 
Qh9h8s7d2h Ad9s6h5h3c KhKdKcTs8d JhJc9d3c2c 
Js9d8d8c3d Tc8d6d3d2c Kd9c4d3s2s KsQh9c2s2d 
KcTh7h5d2s Ac8s8d7s2s Jc7h7d4s4h 9s9d7h4d3d 
JsTd5h3d2d Qd9s6c5s2h Jc8h7s5s3s Tc8h7d4c3s 
KsJs8s8h3c AdKs4c3c2h KdQc9s9h2h KcQs9h8h2h 
Js9s7h7d3s Tc9s7h6s2s Ah6s6d5s3s AhJs8s4d2s 
KdQhJh7h2s Ah7h5h3h3c Ks9s9d7s4s AsTc7h7d2h 
JdTs5h5d2d JdTs5s5c2s Qc9c5h4d2s Jd9h6s6h4h 
JdTh5s5h2h AcQh8d6s2d Qd6c4c3s2d JdTs6s5c2s 
Qs7d6s4s4h 9s8d7h7c3c Ad5d4s3d2h Qs7h4s4h3s 
Js9s6d6c3s 7d6h5s4h2h Th9s6h6c2d AcTh9d4h2h 
8c6c5h5c3d Js8s4c2h2c QsTc8c5c2c KsQs8d7s3c 
Js9h7d7c3d JsTs7s6h2c 7c6d4c3h2d Qd9s7d7c4d 
Kh7s4d2h2d Tc9h9d3h2s KhQh6h3s3c AdJh8s6h2h 
Kd8d7c4h4d Kd7h4c2d2c Jc5c4h3s2h JhJc7d3h2d 
Td7h7d3h2s Ah8s7d7c3s Ks7c6d4d2c AhQh6h3h3d 
8h7h7d2s2c 7h6d4h3c2c KhJs4s3d3c JsJc7h7c2c 
Ts8s6s4d3h JsJd9h3s2s Qs8d7s5h2c KhQs8h8c3d 
AcJc6d6c2s AsJh8h3d3c 9d7s7h4c3s KcJh8c4s4c 
Qd9d7s6d3d Ks9c7s5s2h KdJs9c7h2h Kc9c6h3s3d 
Js6s5c4h3s QhTc7s6d2c As7s5h2s2d Td9c8c7c3c 
Td8s7h5s3s AcJs7s3h2h 9c7s6h5c2c Ah7d7c5c2s 
KcJd7s4h3h AsKs6s6d2s KhQs9s8s4s Th9c5c4c3d 
QcTh7d5c2c Qc9s7c4d3h 8h6c4h3c2s Th8d7c5h2s 
8d6d4s3s2h KsQc9c7d2c Th8s8c6d2d QcJc8c4d2h 
AhJd5c4c3c 9s9h7c5s2s KhQc9s4d3d KdQh8d7s3d 
QdTd8d4d3h 8h8c3h2d2c 7s6c4c3c2s AcTh7d6d2s 
As9d7s4s2h 6h6d5h4h2c Jh9s9d7c2d Kd9s5d4c3d 
Kh9h8h3c2c QsJh9d7d2c KdTc7h3d2s 9s8d8c7h2s 
Jc8c4d2h2d 8s8h6c4c2c Qh9s5s3c2c QdJd8d4h2c 
Ts9s5c4s3h 8s6h6d4d3c KcTs5s4d2h 9s9c7d6d2d 
7s6c5h5d2d Js9h8d4s4c Kd7s6c4s2c Qs9s6d4c3s 
Th7d5s4h3h Td9s8c4h2d AcTs9h4d2d Ks8c6c5d3h 
JsJc6s4h2d QhTsTd7c2c KcJh7c4c3c Ts8h8d6d2d 
AhTd5c3h2h 8h6h5h5c3s Jd9s8s8c3s Js9d5h4c3h 
7h7c4c3h2s Tc9d8h4c3c 8s7s7h3d3c 9d8h7d7c3s 
AsJc5s4s2s Kh4h3s3d2s KsQh8h8c4h KcQh7d4c2s 
8s7s5h3h2h 7h6s5d5c2d Js8d5s4s3c JhTh8s3c2h 
9s7s5d3d2d KdTs5h5c2d KsQhJh7h2d As9d5c4c2d 
Qd9d8d5d4h AdTc7c4h2s Jd6s6h4h2s KhJd9c7s2s 
JcTc6s5c2c Kd6h4d3s3c 8d6c5s5d2h Ac9h8d6s2s 
9h8c7s3s2c Js9d5s3s3h Th9s5s5d3s AdQh8h8c2h 
Tc9s5h4h3h Js8d6d5d2c Qs9c8h6c3c JhJd6d4s2c 
As9s8c3h2s QdJd7h5d2s Tc5h5c2h2c Ts8d6c3d2c 
9c7h6s5c2c Kd6d5s5d2c KsQs8c4h4d JhTh4h4d2c 
JsTh4d4c2s 5h3d3c2d2c Td9d4c2d2c Jh8c7h4h4d 
Th8s6h4c3h Js7h5h2s2d JsJd3h3c2d QhJc7c4c3s 
Th8h8c5s2h Ks7d5c4h4c 6d5c4c3h2s QcJs7d3c2d 
Kh4s4c2h2d KdTh4h3s2s TsTh4d3s2d QsTh7s3d3c 
Jc9c7c5c4c Qd9c7h2d2c AhQh8c3h2d Ac6s5d2s2d 
9s8s7d7c3h QcTh6s6c2c Jd9d8s8h3d Th8s7h6h2c 
Qs7s7h4c2h QdQc9s4h2h Kd5h5d4d3s KsJh6d6c3h 
KdTc9s4c2c Kc9s5c4d3c Kd7s6h4h2s Jc6h6d4d2h 
9d8c4s4c2d Qc9d7d3s2c KhQc8d8c4c QdTd8h8d2d 
6d5h4d3s3c 7c6h4d4c3s As9h5d4d2h Tc7h5d4s3d 
JdTs8s3s2h 9d8h7h4s3c 8d7s7h2s2c Kh7h7c4h3d 
QcJd7s2s2c 7s6s4s4c2c Td6c5h4s4c KdQc8d7d3h 
AhKs3s2s2c Qs9d7s4h3c Qc8s6c3s2d 9c7s7d4h3s 
As6h6d2h2d Tc8h6s6d3d QsJd9h3d2c Jc9h5c3d3c 
9d7d5h3h2h 5d5c4c3h2h KdJd9s4d4c QsTh7s7d2c 
Ad8s8c5h3h AhQh6h3s3h Th9s9c5d2d Qh8s6c3s2h 
Kd9c5s4c2s QhTc7h6d2h KsKhKc9h3c Jc9s5c4h2d 
KhTd7d3c2c Ks5s5d4h3s QhTd6h6c2h AcQs8h3c2c 
Ks9s6s4h4c Qd7s7h6c3d KcJs8s6d2h KcJs7d6c2c 
7s7h6h5d2h KcQh8s8h4h Jc9h8d4s3c Jh8d8c6s3d 
KdJh8d4s4d Jc7s7c4s2s AcQh8c3d2c 9d9c8h5s2s 
KcQs9h9d4d Ad6s6h5s3s KhTc8s5d3d JsTd6s4s2h 
Qs6h5c3c2h KhQs9s7d2s Kc6d3s2s2c Kc9d8h8c3c 
Js5s5d3d2h AsKh7d7c2c Kc9h9d6s3s KcTs8s5s3s 
9h7s5h3s2s Kc7s5h4d3s AhQc8d8c2c QhTd8d5d2d 
7c6h4h3s3d 9c8d7c6h2c 9s8h6c4h3d Js9d6h6d4d 
AdQh8c6s2c Jh9c7s3h3d Tc6c5c4h4d AsQs8h3s2c 
As5s4d3h2s Jd7d6s6h2s Qs9s9h6c2s KsQd9c7c3c 
9s8c5c3h3d Qc8d6h5s3d AhQc9c4s2d Jc9c6d4c2d 
Td9s9c7d2d Tc6c5c3s2s KcJh7h7d3h 6c5h4c3s3d 
9d9c8d4s3h Ac9h6d5s3s Qd9h8h6h2c Ah8s6d5d3d 
Th8h6h4d3c AdJc7c6c3c AcJc9c6c2d Js9h5h5d3h 
AsJs6s6h2d Qc5s5h3h3d Kh9s8c4s3c QhTs4c2h2d 
7h6s5d4d2d 6d5d4c3h3d Kc9d8d5s4d KcJh6c4c3c 
9s9c3d2d2c Jd8h6h5h2s Ad6s6h2s2h Qd7d6s6c3h 
Qs6h5c4d3d 8s7h5h3s2h Ad9d4d3s2s Kc8s8d6c3c 
Th9d5d5c3d Jd8h8d4c3s KcTc7d3s3c Jc9h8s7s2s 
Ks7d4c2s2c KhTd8s4s4c 9d8s7d3h2h QcJs6s4h2s 
QdJs7h3d2h 9d8d5c3s3h Qc6c4d3s2s Kd8c5s3h3d 
8s8h7c5h2h Kh6s5s4s3c Qs9s5h3s3d KdQc4c3s2h 
9s7h6d3h2s Jd6h6c5s4h JsTs5d5c2s 8h5h5d3c2d 
AsQh5d2h2c QdTh7s7d2c Kd7s6c4h3s QsJd7d4d3h 
8h8c6d4d2d Jd7h5s3h2d KsQh6h4h2d 9d9c8d5d2d 
Js8s4c2d2c QcTh7s7c2d Qh6c4d3h2c JsTh8s3s2c 
Th6h6d5s3c QdQc8s3c2h Td8h7d6d2c AsQs8s4c2s 
Kc9d7h5c2c Kc9s5d5c3c Js7d6s4d2d Td9s4s3d2d 
8s5s4c3d2c KsQh9d7s2s Jc7c6h4s4d Jc9c8s4d3h 
Qh8h7c5s3h JhTs6h3h3c Ad5s4s3c2c Qc8c5s4d3h 
KdTh8s6s2s TsTc4s3c2s Ad8h4d3d2h Kh9s6h2s2h 
Qh9d5d3c2c Ad8h7s7c3h Qd8h6s6c3d 7c6h4h3s2s 
AhQc8d6s2d Qd7d6s6d4d Jd6c5c3d2c Jh9s7c4s4d 
QsJc7c3s2s Jc8d8c4h3s AsTc7c5c2h Qc8h6c3h2d 
Tc8s7c3d2s QsJs8s5d2s Th6c5h4s3h Js7s7d6c3s 
KdQc6c4c2h Jd9h8s8h3h 9s5s4s4c3c 8c6c4d3d2h 
QsJd6d4d3d Ac6s5h5d3d As9s8d3h2s Js6h6d5c4h 
ThTd4s3h2s 9h9d8c7c3c KdJc9c5c2c 9h8h6s6h2c 
Kc9h9d7s3d Kh9c6h2h2c 7c6s4s3h2h QcJd8h4s3h 
JcTc7s4h2c Qh8c7h5d2s QhJc8h7d2h JsJd7d4d3d 
JsJd7s7h2s Kc6h4c3s3d Qc9d4c3h2d AcQs8h8d2d 
KcJh7d4s3s Qd6s5c4h3h As9s7d4c2s 9s9c8d4c3h 
Tc6s5c4d3c Th9h8d4s3h JdTh7s4d2d Jd8h6s5h2c 
Ks6c3h2s2c KsQd8c2d2c Qc9h8h5s3h 5s5h4s3d3c 
Js8s8h4d3c JdTd7d6c2h 9d8c7d3s2s 7c6d4c3s2s 
Jd5s5h3d3c KdJc6d4d3d Js9c8h4s4d Ts9s3h3d2h 
AsTd7c6c2h Kc7s7h3d3c Td9c6s6d2h Js7d6c4h3s 
Ah8c6d4s4c Qd6s4d3h2h QdJd4s3h2c KdTs7s5h2c 
7s7d4s3d2c QhJh7d4h4c Ks7s7h4s3c Jd8c5d3d2c 
9h8h4s4d2d Ks9d8d8c4h Jd7d4h4d3h Qd7s7d6d3h 
KdQh9s9c2c QsJh8d7d3c 9d8h5h5c3s QhJc7s4h3h 
Qd9c6d4h3d AsQh9d7c2c KcQd7s4c2h KcTd9h4d2d 
Th9s9d5c2c Qs8h6s4s4d Ks8h7s6s2c AcTd6s4h3s 
Ac9c7c4c3d KcJc7c6s2h 4s4h3s3c2c Ts8d8c5h3h 
KcQh8c7s3c 7s7c6c5h2c KhTs8c5d3d KsJd8h7h3c 
Kc9h5d4h2d 9s7h6d3h2d TdTc9d3d2s Qh6h6c5h3d 
Jd8h7h4s4c Kh8s4h2s2d AsQh5c2h2d Tc5d4s4c2s 
6s4s4d3h3c Jh9c8h6d2h JcTd4s4h2c KdJc6s2s2c 
Jd9s9h5d2d Kh6c5d4c3c 8s7d6d5d2d AhTc6s4d3s 
KhQh5h3h3d 8s8d6h4s2s KsJc6h6d3c AhJs7h2h2d 
6d5s4d3h2c 7s6c4s3h2h Tc9c8h4s3c 5s4s4h3d3c 
KsQh7h4h3d Td9d7d3h3c JdTh4s4c2d Js8s7s5h2d 
7d5d5c3h2c Qd7s6d4h4d AcJsJhJc5h 8s5h5c2d2c 
9s7h5s3h2h KdTd5d3s3c KcQc9d7s2c Kc9d4c2h2d 
Ts7d5s5d2s AhJhJdJc5d Th9h6h5s2c 8h8c3s2s2h 
Qc8c6c4s4h QsTdTc7d2d 8s6d6c3d2s Jc5h5c3s3c 
Th9d8c4s2h 9h9c8s7c2c KhQh7s7h3c AhJc8d6s2s 
KsQh9h7c2h AsTs7s6s2d Th6s6h5d3c AdJs9h2s2c 
Jc9s5s4s3d JcTc5h3c2d QsJh9h7c2h As6h5d5c3d 
KcQc5c3s3c 9s7d7c4h3d KdQd7s7d3h 4d4c3d3c2c 
Ah7s5s4d3s Kd8h8d5d3c Kh9d8s5s4s Ah5s4s3c2c 
Qd9h7d4c3s Js9d8d6c3d Tc9c5d5c3s KcTh4d4c2s 
7h6d6c3h2d Kh8h7d3c2c Qc9h8s4d3c 9d9c7h4d3d 
KcJcTc4c2c Tc9d5d4h3d 8h6s4d3s2h Ac6h6d5d3d 
9d8s6h6c3d 7c6c5h4c2s Ts5s5c3h3d 9d6d5d4d3h 
Qd8d6s6h3c Kc5d5c4c3s Js8s7s5d2c 6s5c3c2s2h 
Ah6h5h2s2d Jd7c6s4h3d Js9s4d3h2h Td9d6c5h2d 
Qs7s7d6s3h Jc9s8c4h4d Kd7d6c4s2h Jc7h5s2s2c 
AhJc9d2s2c KdTc6h2s2d AcJs9d6h2s 4s4c3s3c2s 
Kh9d6h4s4h Jd9s5d3h3d Td9h8s4d2d Th7d5c4s3c 
Qh8s6h3d2s AcTs8d2s2h Ks9c4h2s2c JhTh8h6h3h 
AdTd5d3s2c KcJd5d3s3d 5s5h4d3h2d As9c5d4d2c 
AsTc5c4d3c 6h5c3c2s2h QdTc5h4s2h KdQsQhQd8s 
Qc9c7h4s2h AdQs9s4c2h KcJs8s7s2d Tc8c6d4s3c 
Kh5h4c3d2s Jh9c6c3c2h Js9c7s5s2d KdTc8d3h2s 
Qc7c6h6d3s JdTsTdTc8s 9s8h4h4d3d Ah8d6d5d3s 
Kd6h5s5c4h Ac5c4s3c2h Kh8s7h3d2s JhJc5d3s2c 
JsJc8h4d2h Jh9d6s5d2c Ad8c6h5c3s Jd6d6c4s2s 
Th9s7s5d2c QcJs9s7d2s Qs8c7s4s2c QcJd7c4h4c 
Ks9c6s4h3s 8s8d7s3s3c Tc8s8c5c2h JhJd8h4h2c 
KcQc7s7c3h Ac9s6h5d3d AcQs9s4h2d 8s7c5h5d3c 
9c7d5c3d2d Js9h5s3s3d 8s7h5d3s2d JdTc6d5d2d 
QsQd8h4c2h Jc9c7c5s2h Qd8s5h4d2c 9c6c5c4s2d 
Jc9s3d2s2c AcJd8s6d2d Td5s4s4c3c Kh6c3d2h2d 
AsJs9s2s2d 8h5s5c2d2c AsJc7s2s2h Qh8s6h3c2s 
Js6h4s4h2d Qd6h6c5c4c 6h4s4h3h3c Jd9c8d4s4h 
Ks6h6d4c2s 8s6s4d3d2h Ad9c7h2h2c Ah8c7c6d3c 
Ad7d5s2h2d QdTh9h3c2h KsTh5h4d2c Jc9h7h5d2s 
JsJd5c2h2c Jh6h5c4d3h Td8s6c4s2h Th7s7h5h3d 
Jc5d4c3s2s KcJh8h7h2d Tc8d6s6c3c Tc8d6s5d2d 
Jh9h9d8h4h 8h7s5h2d2c JhTd6d5c2d KhTd8d4s2c 
Qs6h6c5c4c KhJd9d5d2d Ad9h9c4c2h KhJc7d6h2h 
Th8s8d6h2h KcTh4s4c2d Jh9h7h5c2d 9h8c4h4d2d 
Qd8c7c6s3h Kd8s7s6h3c Td9d3h3c2h QdJc8h4s3h 
Qc8s6c4h4c 8d7c5h5c3c Kd7d5d5c4d Td5s5h4d2h 
Kc9s5c4c3d Qc9h4h2d2c Jd8d7c4h4d 4s4h3s3d2h 
Kd9s9h4d3c Kh9c8s8h2h QsTc8d3h2s AdTh7d3c2d 
Ts7s7h3h2d AsJc9h6c2d QsJh9d4s2s KhJh7c3h2c 
Js8d7c5h3c KdQh9s9c4s AdJs5c3h3c As6h5h4d3c 
Kc9c8c5d4c KcTc7h7c2d JsJh8h4h2c 9s7s6s3h3c 
AcTh5h3d2d QdTc4s3h3c Js9d9c5s2s Qc8d8c6c3s 
Tc9c6d5h2c KcJc9h4d2c Jd8s5d4c3d 4h4d3h3c2c 
AhJs6c4d3s Kd9d4c3d3c 7d6s4d3h2h Ac8s7s5d2s 
Jh9d5d4d3c QdTh4s2d2c KdJh8s7h2h 9c6d4s4c2s 
Qd7h7c6s4s Jc9s6c5d2c Ts9d4s3s2d JhJc7h7d2h 
KcJh9c3s3c Qd5h5c3s3h JdTd5s3d2c AcKs7h7d2h 
Kc6s3h2h2c Qh6s6h3d2d AdQd6s3d2c KcTd4h4c2s 
AhJc9d6s2c Js6h6c4h2c Qh6s4h3s3h Ts7s7d5s3c 
6s5c4c3d2h KcQh9h4s3h QsTs6s6h2c QcJc8d4h4c 
Kc9s9h6d3d Qc6c5s4d2c 5d5c4h3s3d Ac5d4h3d2h 
KsTd8h8c2c Tc7c5s5h3d 6c5d4h4d3s Td9d8d5d2s 
Kc5d5c4s3c Ks9h5c4h2c Jh8h7h5c2s Jd9s9h7c2h 
KdQs8s6s2h Jc9d8s7s2s 9h8d6s6c3h JcTc4h4c2s 
KdQd4s4d2c Qd9s7h6c2d 8s5s4d3c2c Jh9s8d6c2d 
AcQh5d2s2h KcTh5h4d2s 8h8d3d2h2c KsJh6c4c3c 
9c6h4h4d2c Jc8c7c5d5c KdJd8s8d3h Ts9s7s4d3s 
TsTd8d4h2d 8c7s7c2d2c QdQc8h4s2h Qd6h6d3s2s 
QcJd9s7c2c Qh8d6h3s2d Tc8c5s5d3h JdTh6s4c2c 
JhTs4d4c2h Th9s8d4h2h QhTs7h6d2h Jd9d4s3c2c 
KdQc9c7s2c JcTs6d5d2d AcTs7s3s3h 4h4d3d3c2c 
JcTs8s2s2d KcJd9s4h4d Ts8s6d3d2s As8h8c5d2h 
9d8h6d4s3c KsJh8c7h2h Jd7d6s6h2h Kh8c4h2d2c 
Th7d5s4c3s JdTh5c3h2s 9h8d8c7s2h Kc8s6s5d3h 
QhTd8h4h2h JdTh6h6c2s 8c7d6c3d2s KdJh8h7h2s 
Qc8c5s2s2c AdTh5d3d2c Qs7c6c4s2s Qd9c7d5d3d 
8d7s7d3h3c Js8s6s5h2d QcJc4s3h2d 9h7h6h3s3d 
QdTs8d4d2d Kc9s7d5c2c As6h5c2h2c Jh9s8c6d2s 
Jd7h7c4s4h As6s5d3c2s Jh9d6d5s2c 7c6s6d3d2c 
QsJs7d3h2h KdTh8c5s3s Js9s7s5s4s JcTc6s6c3c 
AdJs7c5c2h Kh7h7d4h2d Tc9s7h5c2d Jd7s7d6d2s 
KhTh8s5h3h Jd9s5d4h2c 8c6s6c2h2d Qc8c6s4d4c 
AsTd4c2d2c Qs9h9c4s4d Ad6h5h4c3s 9s9d8h7d2d 
Td9d5d5c3h Ac9s8h5d2s Qd8d8c5s3d 9d9c7h5c2c 
Qh8s8d6c3s Qd9c7c5s5c Th9c7h4h3h AsTd7h6h2c 
8d5h4h3c2c Kh9s9d4h3c 9d8c7s7c2h AsQh9d4d4c 
As7h5d3s2s 9d7h6c5h2h Js7s5d2d2c KdJh7c4s3c 
Jh9h7c3h2c 9c8h7h7d2s Td9d6d3s3h Ts6s5h4d3s 
Td9d8d3s3h AdQh7s7c3s AhQd8d4d2s Jd9c7h4s4c 
Qc9s7s5s5d 8s7c5d3c2d Qc8d6s3d2c Kh4d4c2s2h 
Kd9d4s3h2h 8h6h5d5c2s Qh9h5h3d2d JsJh9c3s2s 
5s5c4h3d3c Tc5s4s4c3c AhTs8c2s2d Ah8c6c5c3s 
As7h4c3s2d 7h6d4s4c3c Kc6d5s5h4d Qh6d4h3s2d 
9d8s5h5d3c Ah9d6c5s3s Th6s5c4d3d Kd9h9c6s3s 
Kd7h5c4s4c AhJs9c6s2d AhTs5s3d2d KsTh5d4h2c 
QsTd4c2s2h KhQs9d9c2d 7s7c6c5c2h KsQc9h7s2s 
7c6s4c3d2s Kd7h6s6h3c QdTd5d4d3d ThTc5c4s2d 
QhTd7h3s3c Qh6c4h3c2s Jc8s5s4s4h Jc7h5d4h3s 
TsTc4c3d3c Ac9s7c4c2h KcJh9h5h2h KsTh9d3c2d 
9s7d7c3c2d Kh9d7h4s3h Td8h7c5d2s QcJd9h4c2c 
QsTd4c3h3d 8s8c3c2s2h Jh9d8c4s3h Qs6h5d3d2h 
Tc8c4h4c2h Jh7h7c6s3h Jc8c7c6s3h Js9d5d4d3h 
9s9h7c6c2c KdQs8h8c3d KdTs7c6h2h Ah5d4c3d2c 
Js8h6h5c3h AhTc8s2d2c Th9d5s5d3d Th9s5h3d3c 
TsTc4d3h3d 8s6s5s3h3c Jd9s5h4c3h Qc8d6s3s2c 
Ac9s9d4s2d Th9h5s4h3c Ah8s6c5c3c Th8h6s4h2c 
8d5h4c3d2c Kh9h8h5c4h QcJs5c3d2c Ts6s5c4h3s 
Kh8c7h6h2d JhJd3d3c2d KcJc9s4d2c 8h7s5s3h2s 
Ts8s6d4c3s JhJd8s4c3c Qs7s4s4c3c 8h7s5c4c2d 
QdJs7s4h3s KdQs8c2s2c Qd8s6d3c2s Ks9h5s5c3s 
Qs9d8h4c3s KsJc7d4h3d 9c7s7d3d2s AcJd9s6h2d 
Jd8c6c5c2s KcTh8h5h3h KdTs8h8c2c 8c7c6h3s2h 
Kh7c6s6c3d 9d8s7h7c3c Kc7h7d3s3c Qd9h6s4d3d 
6c5c3d3c2d KhQs7s3c2c QsQd6h3d2d Ts9s6s6d3s 
Jd5d4h3c2h JcTh6d4s2s Ks8s7d4s4h QsTh7s6c2s 
Js9h7h6h3h QhJd8c4d3d Jc9s5s4s3h 5d5c4h3d2h 
KdTc8s5h3h Jd9d8s8c3d KdQh9s9c3s Tc9d6s5d2d 
Qc6h6c5c3s 8c5d5c2h2c Qc8s4s3s3c 9s7d6s5s2c 
8h6h5h4d2h KdTh7c3d2s Ah9h6h6c3h Ad6d5c3h2d 
KdJh8s5s3s AsTh5s3s2c JdJc8c4h2c 8h7d6h3d2s 
Kd8c5h3s3d KdQs9h8h2h AdTh7h6s2c Js9d8s4h4c 
KhJc7s4d3d AcQh6s6d3d 5s5d4c3s2c Qs8s8d7c2h 
Th9c5c4d3c KcTd8c5c2c Js9d5s4h2c 5h3s3c2s2c 
JdTc6h6c2s Ad7h7c5h2s Kc8s7s6d3h Ac9d8h6s2h 
Qh5s5c3s3d Ah8d5c2d2c KcJs7s7d3s JsTd5d4d2d 
Qh9h7d3s2s Js8s5h3h2s Jc8d6h5h2s AsQhQdQcJd 
QcJh7h3h2c QhTd8h3s3c QcJh9h4s2h Ks9d5s4s3c 
8h5c4c3s2h KsQd8d7c2h KsQh8s7s3c 8c6c4s3s2d 
Qs8d7c5h5d KhJd9c4s2d Ts7d7c3s3h Jd8s6d4c3h 
Ts7s7d2s2d AdTsTh3h2c KdJs5h4h2c Tc9c3s3h2s 
Kd4d3s2s2c KsJs9c4s4h QcJh9s7c2c 9s7h7c3s2c 
Qc6d6c3h2h 9s5s4h3s3h Th7h7d5h3c QcTd7s7c2h 
Ad7s7h5s2c 7d5s5d3c2s QhTh7s3d3c 9s9d8s4h3c 
QcTh9h3s2h AsJc9h2d2c QcJd8h7h3s QhQc6s4s2s 
7h6c5s4s2s QsTd7c6h2d Qs8h6d3d2s TsTh8s5s2s 
AcKd6h4s2s JdTh6h3h3c Jh6s5h4c3h QdJd8c4s4d 
AhTc5c4d3c KsJd4d3h3c KsTc7c5h2d 8s6h5s5c2d 
8h7d7c2s2c Qs9c6h3c2h Ad9c8s5h2c KcTd7h3c2s 
KcTh7d3c2s AsJd7d3c2c Ts9s4d3d2s AcJc3h2d2c 
9d7h7c3c2h AdTc4s2s2c 9h8c7s7d3s Qs6s6h3d2d 
KhTc4s4h2d 8c7s7c2h2c Jd9h7s7c3s Ks6d3c2s2c 
QcJs6s4d2s Jh9c8c6s3c Qd6c5s5d2h 9h8h4s3s3h 
Ts8h7h4d3c As9h6c5d3d Qh6c5h5d2s Kh9s9d8h2h 
JhTh8s3d2h Js8d8c5h2d KdQc8s6h3h KdJd9h4s2d 
Kh8s7s6c3d Js7h7d4d4c Qh9h7c3s2s AsTh6d4c3d 
JhJc8s6d2d Qh9s9c5d2c KhJs7c5c2d Ah9s9d4d2s 
Kd9d5c4h2s QsTc9c3d2c Qc7d5h3c2d 9h7h5h5c4h 
QsTc7d6h2c 6c5h4s4h3d KcQh9s8s2s Tc5h5d4c2d 
8s8h6c4s2s AdTc7c3h3c KcJc4d2s2h QcJh9d7d2s 
AsJd7d3h2h JsTc8s3s2d 9c6h5c3d3c Jd9h7d5d2c 
KsTsTd4s2s Js5d4s4c2d Kd9s5c4s2c 9h8s6d6c2c 
9d8c7c4h3s AdTs7s3s3c KcQh4h3s2d KsQc9d2s2h 
AdKc6s4h2h Kh6d3c2h2d Qd7s5h5c4h QsJs7s6d3s 
Ks4s3c2h2c As6s5s2d2c Kh9h4c3h3c 8d8c5s4s2s 
KhTh7s3h3c KhTc7s6d2d JhTsThTc8s Jd5h5d3h2s 
Qs9d8s8h4s Kc8h4c2s2h Kd7s7d5h2c 9h7s7c3s2c 
Td9s9c3c2h Qh6s4d3s3d Ac8h6d4s4h 8d6h4d3h2c 
8s6s5s5c3d Qh9c8c5s5d Ah8c7c6s3c Qc7c6h6c4c 
Kd6s6c4h2d KdQs8d4h2c Jh9s5s5d3s 7h6d4d2h2d 
6c5s4c3h3d AhQc9d4s2c 9c7s7h4d3s AdKdQd7d2d 
9h8h8d5h2h Jh9h9c7h2s Td8d5d4c3h Ad9d7h5d2d 
KhJs8c5c3c AhTs7d7c2c AhJs8s4c2s 8c5d4d3c2h 
QsQc8d3s2h Js9s8d4c3h Tc8s8d3h3c KsJh8s4s4c 
8s8d6h4c2c 8s7h7d5h2h Kc9c6c3h2h Ts9s5h5c3s 
TsTd6c5d2d KhTd8s8c2c Ac7h6d4s3d KcJh9d7s2s 
QcJh6d5d2d KhJh9c4d2h AcQh7s7d3s AsTd5s3s2c 
KhJc8c7c2s AcTd7h3c2c Qc7s4s4c3c Ac8s8h5d3d 
JhTsThTd8d Jc9h9c4d2s AsQs8d3s2c Jh6d4h4d2c 
9s6c4s4h2c Ah8s8c5d3d AcTh7s7d2h Qh8d4d3h3d 
Jc5d5c3s3c KsKhKcTs8d TsTc6h5c2c KcTc8s3h2d 
Qd9s7s5s5c Ah8s8c5d2c KsJd5d3d3c Qc8c7s5h2d 
