Qs9h6s4s3s 
Qc8h7c6s2c KhQs8h8d2h 6c5c4c2h2d Jc8c7s6c2h 
Jd6h6c5d2s 8d8c4s2s2h KcJh7d6d2s Th9s7c4s2d 
Js9c8d4h2c Td9d5d4c2h Th8d5s5d2c Kh9s8s6d2s 
KdQd8d8c2h Kc8s8d6c2c 9c8s7s3s3d QdTs5s2h2c 
Td7s4c3s2d Td6d5h4d2s Ah6s6c5d2c Th8s5d5c2c 
KdQh5s2s2c Kd9c6h4s3s Tc9c5d4c2h Ks9h6d4d3c 
AsKd9c4c2h Qh8s7c3s2h Th9d5d4s2d 9h8c6d4s2c 
Kh9c4h3h2c Qs7s5s5d4s QsJs7h2s2h Tc6s4s2s2c 
Qs6c5d4d2h 9d7d4h4d2h Td8s7h4d2d QhTs8c3c2d 
Jd8d6h6d2s As6s4c3s2d Js8s8h4s2c Th7h7d3d2h 
Ah6h5h2h2d Qc8s7c5d2c KdTs7h4c2h Tc9d5h2s2c 
As9h5h5c3h AdJh5c3h2s Td9h9d3d2d 9s9d5s3h2c 
Ah9h9c3h2s AcQd9s4h2s Qh8c4c3h2d Kh9h6h4h3d 
9h6h4s2s2h Jh8h7d6h2s Qs9s7s7h4s QdQc7s3c2h 
Ac7h5s4s2d Ts9d6s2s2h AhTd5d4d2s Kd9h9c4s2d 
Jd5d4s3d2s Ac8s6h4d3h Qs8d6s3d2s 8s6c5h3d2s 
Qh9d6s3h2c Qc8d8c7h2c KsJc5h3c2c 9d6c3c2s2d 
AcQc6h6c2c Qh7h7c6d2s Kd9h8s3s2h AsQh7h7c2h 
KsJd8h8d3d Jc8c6s6d2h Qd9d5h2s2c Kc9h8d5s2s 
QhQdQc3h3d Kh9h4h4d2d 8d4s4c3s3h KdTsTdTc7s 
AdTc6c4h2s Td4s4c3h3d Qs8h4h3c2s JsTc3c2h2d 
QcJh6s6d2h Kd9c6d4h2d 9h5s5c2d2c 8c5s3s3d2c 
Jc8h7s7d2s Qd6h5c4c2s QsQhQdTc9s Kc9d5s4s3h 
Ad8h6d4d2d 8h4s4c3s3d Ah8d7c6s2c KhTs8h3d2h 
AcJd7s4d2d 9d7s7h6s2s QhTs4s3d2c Kc9h7s4h3d 
Qc5s4h2s2h Qd8h7s3h2d Qc8s7s6h3s 8s6c3s3c2d 
9c6d6c4c3h Jc6c5h3s3d KcQd5s2s2h 9s5h4d2s2h 
As9d5h3d2h Qd9c7d3c2d AsQh7d4h2h 5h5c4c3c2h 
Ah9h5h3d2s Qs8d7h4c2s KcQc7d6c2c 9h5d5c2s2c 
Jh7d6d3s2h 5s5c3h3c2d 6h5h5d4s2h Kc6s6d5h2s 
Ad9c6s6h3c Qh6s5s4d2c Jh9c7d6d2d KsQd5c2h2c 
AsTc6c4c2h ThTc7d4h2h Kd9c6s2h2d Ad9c6s5c2h 
9d5s4c2s2d Ks8c5c4h4c Kc9h8s8d3h 8d7c4h3c2h 
Td7h5d3h2h AcQs5h3d2d 8s5s5c4d3h Qs5h4d2h2d 
9d8s4s2s2d Th7s6s3c2c Kc7h6s5h2d 8d5s5c4d3h 
Ts9h5h4d2c Kd9h6h4c3h AcKs8h3s2s Kd7h5s3d2c 
9c6c3s3h2s 8s8h4h3h2s Qd6h6d4s3d Jh9h6d3h3c 
Qs7h5s2s2h Qh8c7s6h2h 9d8d6h4d2c Jh9d8d4c3d 
9h8s5c4c3c QhJc3s2d2c Kd8d7d4s3h Td7c4s3c2d 
Ad9h9c6c2s Th3s3c2s2h Ad8h5s4c2s Td6h5c3s3h 
Jd9s6s5s2s Jd8s6h2s2h Qc4c3h3d2h Qc9h7h4s3d 
6h4d3h3d2c Kh9d7c5c2s QhJd7s7h2c Th7s5s3d3c 
Jd9d7d6s2h Qd9d4s3s2s Kc6s5h4d2d 9c8c7c4h3s 
Jh8d8c7h2h Qc7s5h4s3s 9h6c5s5d2s Ts8s7s6c2s 
Qd9c8h3s3d Jc6s5c4d2c Kh6d5c4d2d Qd7h7d6c2s 
Kh9c7h5h2h 8d5c4s4c2h Qd8h6c3s3d As9h6h5c2d 
As9s6s4d3s 6d4h3c2h2c Qs6h6d4h3c QsQh7c4c2d 
Jh7d4d3s2h Kd9h5s5c4c Jd6d5h4d2c KcJc7s3h2d 
Th6h6c5d2s Jd7d6h3s2s Jh9s8c3d2h AsQs6s6c2s 
Qd9d5s5d3d 8s8d7c4h2c Td6s5c4d2h QhJs8h4h2h 
8d7s4h4c3h Ah7s6c3s2c 9c8d5d2s2d Qs8s7s7d3h 
Ts7s6h3h2s Th8s7c4d2c Qs6s5s5h3s Kd9h8d5d2d 
AsQsQdQc4h AsKd6h3c2c 9h6h3d3c2c As6s6c4s2s 
Qd8c7c6h2s 5c4s4c3h3c Kh9h8h6h2s Th8s5s5d2c 
AdQc6h2s2c Ts6h5d3h3c Th8c5s3h3d 8h5s5d4s3c 
Ac9h9d6d2s TsTd7h4s2s Tc9h5h4d2s Jd6c5c4h4c 
9h6s5s3s2c ThTd7d4s2d JsTd7d4d2d Ac9d7s6d2h 
9h8c7s4c3c Ts5s5c3c2d QdJc4c3c2s Qh7s6d5s2c 
Jh8c7h3s2s 6c4s3s3d2d Qh7c4d3d3c AcJd5h3d2s 
Tc8h5d3s3d JdJc4h3s2d Qd5h3s2s2d Ks9h7h5c2d 
9d8h8d7d2d 9s8h5h2h2d QhJh4h2d2c Kd8s8c7c3h 
Jd7d4s4c2c Kh7d5c3d2c Js5s5h4d3c AhJh8h3h2s 
9s6s6d2s2h Jh9c7s6d2s Js8c7d4s2h Kc7d6c3d2c 
Tc9d5s5h2s QcTd4h3d2s Jh8h5d3s3c KcJd6d3s3h 
Qs9s8c4d2h Jc9h3s2s2h Tc8c7s5c2c As9c5h4c3d 
KsKhKd3h3c Ac8s5d4s2h AdTh6h4s2c Qs8s8d7c2s 
Qd7d4s4c2c Jd8d6s4d3c Qd8h6s6h3c KdTd7c4d2d 
Jc8h5s4s3s Kc7h3d3c2d 9s8c7c3h3c 9c8d3h2h2d 
AcJd7d4s2d Qd9s5d4d2c Kh9d5s4c3s 8s8h6s6h6d 
KdJs6c4s2s Tc7s6s3d2d 9h8h7h4d3s 8s7h7d6s2s 
Jh6d5h4s2h Kh7c4c3h2h 9s6s5d5c2s 9c5h5d2s2h 
Jh9h8c4h2s Td6d5d4s3d Td6h4d3d2h AcQs8h3h3d 
Th8s5d5c2d 9h8d5h2s2h 9s7c4h3s2h Qc6c4s4d3h 
9d6s6c4h3h 8c7c6s2d2c KdTc8d3s2d Ah9h6h4d3h 
8s8c4s3s2c Jh8h7h4d3s 9h7h7c6d2h AsKc8d2h2d 
Kc7d5h3d2h QdJs9s4s2s KdJd7d3s3h 9s8h3s3h2s 
QsQhQcTd9h Qc8c6c4h4c Qs8s8h7d2s Kd8s7c2s2c 
Jh8d6d6c3s 8h8d4h2s2h 6h5s4h4d2c Kd8h5d3d3c 
KsQs8c4h2s Kc8h8d7d3s Ks8d7s4s3c QsJd7d4c2h 
8s8h5h3h2c Tc3s3d2d2c QsTc7h3h3d Jd8c7h4c3s 
Kc8s8h6d3h Tc7d6h3s3h KsQh7s4c2s Kh7c6h6d2h 
9c8c7s4d3c ThTd5s4s2s Qs9s5s4d2h AsKh8c2d2c 
As7h4d4c3h Jd7s7h5c2d Qc9c8h8c2c Js9d8h3s2c 
Qc8c7d5c2s Qh6s3h3d2d Js5s5c4h3d QhTd6d3c2s 
Kc8s8h6s2d 5c4d3h3c2h Qc8d7s4h2c Qc8s4s3h2c 
9d6s6d2h2d KsJs4s4c3s 9h8s6s3c2d Qc8s4d3c2s 
QdJd6d3s3d Kh6c4d2d2c Kd7c5d3h2s 8d7c4d3s2c 
QhTd5c2s2d Jh8h5s5c3h Qs9d7h5s2s Jd8c7h4d2s 
Qh8h6c4s2h Ks9c7c4h4d As8s8c3s2d Ad9h7s7h2h 
Kh7d3h3c2c Qs8d4c3s2d Jh5d4h3h2d KdTs7d4d2d 
QhJc7c5s2c 9s9d8c4h3h AsJh8d3c2h QdJh7s3d3c 
Qh8s7h5d2h Jh9s5d5c2d Kd8h8c6s3c Jc9d6s4h2c 
Qh7h4d4c2c Jc6h6c5s2d 9h6s6c4s3s QcTd7h7c2c 
AdKs8c2h2c AsKd8h3d2d 8c4s4d3s3h Td6d5d5c4d 
Ks7c5c4c3c Qd8c4h4c3h Js9s7h5s2s AsJs6d3c2s 
9d8d7d4d4c 8s7h4h3d2d 8d7s7c4h2d AdTh7c4s2c 
8h6h4h4c3s Jh7s6h2s2d Th9s5s4c2d 7c6c3s3d2s 
Qh8d6s4c3d KcJc3s2h2d Qd5c4s4h3d 7h6h5c3h2d 
Qs7c6c4c3h Ah9c5s4s3d Ks7d6h5d2c Jc9c6c4c3h 
AhTh5h4h3h Qd7d6s3c2c KcJd4s4h3h 8c7s7d4h2d 
Kh9h6h4h3s 8h6s6d4h2h QsJs5d3s2s Js4s4h3s3d 
Ad7c6h3c2h Qd4h3d3c2c Qh9c4h2h2c Qs7d4c2s2d 
Td7s6d3s2s AhJd7d4d2s KdTc7s4h2s Kh8h7h4c3s 
9c6h6c2s2c AcQd6h4s2h QdJs4s3s2c Jc9c7c4s3c 
Td7d6h5d2s Qd6h3d3c2h Th8s5d5c2h AsTh4c3d3c 
As7h7c4c2d JsTd7d6d2d 9c6c4h3h2c Jh8s7s4c3d 
Ts8c7d4s2s Ah8h4h3s3d Th6h5d4h2s 9s7s7h6c2s 
Jd9d6d3s3h Js6s6d4c3h Kd6c4c3h2h 8h6c4s4d3s 
As8h8c2h2d 9s6d5d3h2c As9c5c4d4c Jc5h3h3c2d 
KcQs7h3s3d QcJs5d3h2h As6h5c4d2c Ks7c5h3c2h 
Jh8s7s6s2c Js9s9h6s2s Kc7h7c6c2s Qd8c4d3h2c 
Ts8d7h4h2c AhJd8c3s2d As7s4s3s3c Js6s5d4s2c 
QdTd8d7d2d Kd9s5d2h2c Jc9c5c4c3c Jh7c6h2d2c 
Ac5d4s4d3h Qc5s3d2d2c KcQc8d4s2c Ts3d3c2s2d 
8h7h6s2h2d 6d5c4h4c2c Td7h4d3s2s Ac8d7d6d2h 
Qh8h6d4s2h Jd9c7s6h2c Js9h8d3s2c Td9d6c5d2d 
Kd9c7s6s2h QhJc6s3c2d QcJc7s4d2c Td9d4c3s2h 
Jc4h4c3s3c Qc9c7s5d2c QcTd6d3h2s AdJs8s2s2h 
KsJh5h3h2d Js9c6h4d2s Jd8h7c4h3s 9c8d7s2h2d 
Jd8h7s4h3c 9s7d5s5c2s 7s7h4c2h2d Jh7d7c2d2c 
AcTd7h4h2h KcTc4s4c2d Kd9c8s8c4c KhQd6d2s2c 
Kh9s8s5d2s QcTh7d5s2d Qc9s9h4d3d Kd8s8c6h3c 
Td9d4s4c3d Tc9d7s4s2h QcTs4s4h2d 7c6d3s2s2d 
9s6h3h2s2c KhJh6s6h2d Qs9c6h3s2d AcQd7s4d2d 
AsTd4h3h3c 8d6h4d3d3c QdJd8h7d2d Ah9c7s7c2c 
Kh9h9c7h2h KsQc9d3c2h Tc8d3c2h2d AcJc6h3s2c 
QsJc7d5h2h Ts8h3s2h2c Tc6d6c5s2h 9s8s5h3c2d 
Qs9s8s8c2s QcJh6s3h2d QhTc5s5c2c Kc9s4s4d3d 
Qd9h5h5c3h AdQsQdQc3h Jd6s5c4s2h 9s8s7d4h3s 
Js9h7s7d2s 8d4s4d3d3c As8h8d3h2d Th7s4c2h2c 
Qs9d6h3s2c 6d4s3s3d2h Js5h4h3h2s Qs6s6c3c2s 
9d5h5c2s2c Tc8d5s3h3c Kc6s5h3h3d Kd7h6c5h2s 
7h6d5c3c2s Kh5h4d3c2h Qs6s6h4c3s Kc7h5s3d2c 
AsJsJdJc8h 9s9c8c3h2d Qc7d6c5h2c AdQd7d4d2c 
Js5c4c3h2h Kc8d6d4h4d Td7c5h3h2c Tc9d5d4h2s 
Js8h5h5c3h Jd5h5d3h2d As9d5h5d3d Qc9c6s3h2d 
QcJh7h5s2h Ks9h8d5h2c Kd8s3h2s2d KhQh6h3c2s 
QsTs6s5s2s Qh9c7d4c2d Js9c6c4h3c Jc9s9h3c2d 
Kc8h8d5h3s Jd9d9c6d2d Qh8c7c3h2s KhTd7d4d2c 
Jd8c7s7h3s KcQd8c6c2c Jc8c6h3h2h 9s8d8c4h2s 
Kc9d8h5s2s 8s6s4s4c3d 9h7d4h4d2h 8d7d5h5d2c 
Ts5s5d3d2h 8h6c5d3s2s Kc8h7s4s4d 9h8s8c3c2d 
7s6d3d3c2c Qc9d8d5d2d Jd8h7d3h2c KcJh4h3s2d 
Qd6s3h3d2s 6s4d3s3d2h Jd8h7c4c3s Jd9s8h4c2s 
8s6d5c3h2h Th7d6s4h2c JhJd4c3s2d QhJh7s6h2d 
Kd7c5d3s2h Ks5d5c4h3d KsJs6s6d2c QdJd7c5d2d 
JdTd4s4d2d Th9s8d3s2s Kd8s8c7c2h Jd6s4s4c2c 
9d8c7h4c3c AsTs6s4d2s Kd5c4d3s2d Jd9s6h4s3s 
9c6h3h2s2c AhQc5s3d2d JhJd6c4s2c Ad8h5c4h3s 
Jh9h6c4d2s KhJd4c2s2d Jc9d6s6h2c KhJc6h4h2h 
Ks9c6d4h4c Tc6c5c4d2h Ks8s6s5d2s Jd6c5h4c2s 
TsTc7s7d7c Qd8s4h3s3h KcJc7s3d2h 9d7d4c3h2h 
9d8s6s3c2h QcJc4s4d2c AcQc9c7c2c KcQc9d7c2c 
Ac9h5d4h3s Js9h5d2s2c Qs7c5h4s2d Kd6s6c5h2s 
Ac6s6h5d2s Js9c8d3h2s Qh6h6d3d2h Th6s6d5h2c 
As7d6c5d2d Jh6c5c4d4c AdTs4c3h3c AhKhTsThTc 
QcTd8s3s2h Kc7h5s2s2h 9d6d5d3s3d Kh9s6s4c3s 
9s8h5c4d2c 8d7h4d3c2c Ac9s6s5s3s Kd8d7s7h3d 
Kh9d5d4s3c KhJs8s7s3s Kh9s7s3d2d Jc8d6s6h3h 
KcQc7c5c2s AsQc8h3d2c Js8h6s6c2s 6s4d3s3d2c 
Kc7d5d3h2h Qd9d8d8c2d KsTd8c4d2d Tc8s7c2h2c 
KhTd4s3s3c Kd9h8h6s2h 8c7h4c3s2h Qd8d5c3s3h 
Ah9h8h6h3h 9c5c4s3s2s KdJh8s4c3s Kd8d5s3h3d 
Kd7h6d6c2d Jd8d5d4s3d 9c8s5h4h3h Kh5s4h3h2c 
Jd8c7c5s2c Js9h7d6c2d 9s8d6h4c2d 8c6s5d3h2c 
Jc7s7h5d2c Qs9s5h5d2c KhQd7h6h2h Ad9c6c5h2s 
KcJs8s7s2s Qc8d6d4d3s KcTs6h6d2s Tc9c5h3d2s 
Ts7s7d5c2h 9h8h7h4c3s Qd8d6s3h3c KhJc5c3c2d 
9h6d3s3h2d 9d8c5c2h2c Ts9c7c3h2d KhQh6h3s2d 
Js8c7s3d2d Js9c6d4h2s Qh9h9d3s2c Th6d5c4s2h 
KsKhKcQd9h QsTs9s4s2s Js9c6h6d2s Qs9c8h3s3d 
Jd4d4c3h3d Kh8h5c3s3h 8c6d5h3h2h Tc7h7c5s2d 
KcQc6c3s2d Ts9s9h3s2s Qh4c3h3d2c Qc9d5h3s3d 
Kh7d4h3s3c KhJh4s2h2c Kh9d8s5c2c Ah8c5s5c2d 
AcJh8h3s2d AsTh6c4d2d Ks9c8c6d2c Qc7d5d4h4d 
Ts9c5h5d2c KcJs7d6d2h Ah9c5s5d3s Kd7c6d3c2d 
KsJh7c4d2h 9s8c6c4c3c JdTd8h3d2d Kc9d6c4h2c 
Qh8d7h2h2d KsKhKcJs7d AsJc8c2h2c QsTh4c3h2d 
Qh8h7h7d3c Kd9h8h5c2h Js7h5d3h3c KdQd8s8d2c 
Kc9d7d3s2s AhTs6d4c2c Td8c5s3h3d Qc9c8d8c2c 
9h9d6c4h2h Jh8d7h6h2s 8s7s6d2s2c Jh9h5h4h3h 
Tc9h5c4s2c Jh7s5d3s3c Qs8c4c3s2h Th9d5d4c2s 
Kh9h5h4c2s Qd9d7h5d2s Th9c7d4c2s TsTd5h4h2h 
9s8h3s3c2c Jd9c7c6c2s 8d7h4s4h3c QsJh4h3h2c 
7s6s3h3c2c Qh9c5d3s3c KdQh9c7c2c Tc7s4d4c3h 
Ks7c3s3d2d Kc9d8s5h2h Tc7d5c3d2d Tc8h5c3s3d 
9s6d6c4c3c KcQh6h6d2h As8s7h3c2s Ad4s4d3h2d 
Th9h4s4h3h Qd8d7c6d2s Ah8h6s3c2h 8c6d5h3s2c 
AsTd6d3d3c KcJc8c6h2c 5c4s4c3d3c Th9c6s4s2s 
QcTc7d7c2s 7h6c5h3s2h Tc7s7d6c2h Js8d7h6c2d 
KdQs4h3c2c Kd8h6h5s2h AsTc6d6c2h KhJd8s8c2s 
Js8d8c4h2s Jd8s8c7d3d Ks6s5c2s2h QdTh7c5s2c 
Th8d5c3s3h Ks9h6h4h3c QhJd9c3d2d QcJc6c3s2d 
QhJd9c3c2c KcTh8h5h2h Jc8s7h7d2h Qh8h7d4h4c 
7c6h6c4c2d Jd8h7c6s2h Qh9c8h4h3s 9d8s5s4h2s 
6d5d4h4c2s 9c7c4s3s2h JdJc4h3s2c QcJc6s4c2c 
Jh8h7s4c3h 9c8h6h4h3h 9d7d7c6h2d As5h4h4d3c 
9d6h5s2s2c Qd8c6s6c3h KhJs6c4s2s Qc8s7s3c2d 
Kc9h8s5d2d AcJc6s2h2c KhKdKcJh7s Kc9h6c5c2c 
Td7s4d3h2h KsQs7s5s2h 9s8s5h5d2s Jh8d7d4s3c 
KsJc8h6h2h KhJh7c3s2d KdQd8s8d2h Qh6s6h4h3c 
Qs8d6h4c3d Qh8d7d5d3c Th8h4s3h2s Jh6s5h4c2h 
Jd8h7h3h2d AsJc8c3d2h KsQc6h6c2c Th7s6h3s2s 
Jd9s5h5c2s 6d4s3h2s2d Qs6c5h4d2d QhJc8c3s3d 
QhTc5d5c2c KcTc7c3d2h Qs9d5d5c3d Qs9s7h5d2s 
Qc8c7d2d2c Kc7c5d3h2s TsTh7d6c2c Qs7d6d4d3c 
8d6h5c3c2c Qd7d6h3s3c Tc8h7c2d2c Qs9d7c4d2c 
9c8h5h4s2h AcKh8d2s2d QsJd6h3d2c AsKs9s5s2s 
KcTc6c3s3c Ah8c6s4d3s Qs6h3s3c2h Jh8c7s6d2c 
Jc7s5c2s2c Ad8c5h4c2c AsJd6s3s2c Qd8c7h4s2d 
KdJc6c3h3c Ah9s9c4c3d Kc8c6c5h2c 9h6h5s5h3h 
ThTc7c4s2c KdJh7s5s2s KdQc8d6d2d 5d4h3s3h2d 
Ks8s7s4d3h Kd6h6d5d2d Qh8d6c4s3d 9c6d5h4h2h 
Jh9h7d5h2h Kc8s7c4c3d Kc6d5d4d2h Qd7c4h3h3c 
Jc9s8s2s2h Qd5s4c2s2c QhQd7s4c2s Ah7h7d3c2h 
Th8c7s4s2d AsQc7s3h2s 9c8c7h4d3c QhJc5s3d2d 
Ks7s7d2s2d As7c6s3s2d Kc9c7h4s2d Ks8d4s3d2d 
9d8d7h4c3d QhJd7d5s2d 6c5c4c2h2c Ts3h3d2s2d 
9s9h8s3d2c Td7c6d5h2d AhQhQdQc3s 9h8h5c2s2h 
KhQd7c5s2c KhJh9h4h2c Td7h6s4d2c Tc7s6h4c2d 
Ks7c5h4s2s AhQs9c2d2c KhJd4d3s2c Qs9s8h7s3s 
Ah6c5d4d2s JsJd6h4c2h QdJd8d7h3d Kc7s6d5s2h 
As8s7c3h2s QdTs7d7c2d KdTs5h4h2h Ac9d5d3h2h 
QcJc9c2s2c Qs9s7s4h2h KsTs7d4s2s Qd4h4d2s2c 
KhQd7c6s2s Ad7d4d3d3c Qs7d5h4s2c Ts8d5h3h3c 
9h8s4s3d2h Ac9h5d3h2d Jh7s5h4h3h Jh8s7d7c2c 
QdJd8c7d2d KcJs8c2h2d Qh4d3h3c2d AdTd3d2s2h 
Th7h5c4d2s Ac9c8c6c3c 9d7s6h6c2s QdJc4s4h2h 
AhJc8s3d2c Kh9c8h5h2h Qc9c6d6c2h 9s7c6h6d2c 
KhJh7s3c2d AcKs9s3h2s 8d7h4s4c3c Ts9d7h4c2d 
Jc5d5c4s3h AcTd6h4s2d AhQs8c3d3c QdJc8h4h2h 
9d6h5h4h2c 8h7h5s5h2c Qd8d7s7c2h Ks8h7d6d2c 
Qs6h5s3s3c 9c7h6h2s2d Js8d4h3s2h QhJs7s4s3s 
AdJd6c2s2d Jd8h7s6s2c Kh8d8c6c2s Ad9s7h6s2c 
Kd9h6s4h3c Qh8h7c3c2s QsTd6d3c2h Ks9s8s6s2h 
Ac8h7h6h2d KsQh9c3d2h 8c5d3h2d2c KdQc7d4s2d 
Kc8h8d6s3h Th8h7h3s2s Th9s8c3s2s KsQh9h4h4c 
Jc9h8s2s2d Ks8h8c5d3h Qc9c7c4d3s 9c8d7d4d3h 
6c5h4h4d2h QdTc4c3s2h ThTc7h4s2h QsQhQd3s3d 
Kc8c7c5c2s Ad8s6d4d2d AhQc7d4c2c 7d6s3s3c2c 
KsJd4h3d2c As7s4s3s3h Ac9c5c2h2d Qd7s6h4h3h 
Kd7d5s3h2c Ad9c5h5c3c Tc9c8c3c2s 9s8h6d4c2h 
AhJd5s5d2d Ks9d5h2s2c Th6c4c3h2h Qc8h8d6h2h 
9c7s5d5c2h Tc6s5h5d3s Ad9c7h3d2d 9s9c8c4c2h 
KhTh4d2h2c Jh8d7d4c3s Qs8d4s3h2h KdQs8d6d2d 
Qc8h8c3c2h Td7s6s3h2h 7d6c5h3h2s 9c8s4c3h2s 
AdTd4d2h2c 9c8c7d4h3c Tc8h5s5d2h KdJd8c4d3d 
Kh4h3s2s2h Th8h7c5h2h KhTc8h3s2h 9c8c7c4s4c 
KhKdKcJc7s 9d8c7c4c3s Kh8s8d5s3c Ac9s9c3c2d 
Jc6h4c3d2d Jc9c6s4c3c Ac8d5c3c2h 9c8c5d2s2c 
Td9d6h3d2c Ac7h4s4d3h Kc9c8c6c2h AdJs9h3s2s 
Ah9h6h4s3h KsQh7d5c2d Qd4c3s2s2d 6h4s3s3c2c 
Ks7h3s3d2h KsJs6s6h2d Jh7s7d5c2h KhTh9h5h2h 
KsTs8d3h2s KdJh7s6s2c Ts8h5s5d2s AhTs6d4c2s 
Qh6s5d4c2c Js8s5s4c3s Ts9h6h4c2h Js9c7d3h3c 
KsQh8s8d3s 6s5s5h4d2s Th8c5h4h2h Ts8s7s3h3c 
AdTs4h3h3c 9d8d6c4d2s Kc9d9c7c2c Jh8s7c6c2d 
Ts8h5d5c2s Qh8c7d6s2c Qs9d4s3h3c Td9h6h5h2h 
Qc8d4s3s2c KsTh4c3d3c KcQh7s6d2d Js8s6h4d2s 
Ah8s6h4h2h Td9d5c2s2h Ks9s8s5s5h Jh8d8c6s2c 
9c7h7c6s2c QhJs9s7s2s 8h5s5c4h3d QdJd7d5d2c 
Jh8c7d4d3s 9s8s7s4d3h Qh9h4c3c2c 9h8d4d3s2h 
8c6c5c3d2s 9h7s5h5d2c 8c6s5h3c2d Jd8h8c4s2d 
Qd6d4s4h3c Ac9c6s3d2c KhJc4d2s2c Jc8c7s3s2h 
9c8d7c2s2h KhJc6d4c2c Ks6d4d3h2h Jd9d6s4c2h 
8h6c5s3h2d Ac9h5s5h3h 9h7s5h5d2h KcQh7s3h3d 
Th8c6h3h3d KcQc9c4c3h Jh8s8d4c2h Jc9c4s3h3c 
Th7d6d3c2c Js8s7s5h2s Jh5s5h4c3d Ks9s8s8h2s 
Qd6s6d4d3c Jc9c7s7c2h Ks8c7h2s2d Td8c5h5c2s 
7d6s5d3c2d 9h6c5c3c2d QdTd3c2s2h AdTd6d4c2d 
Jd9d7d4d3h Kd9c5s5h4s 9d7d4s4h3c As7s6h3s2c 
9h8s3c2s2c AsQd6h2d2c As9c5h5c3c Jh8s8d6h2h 
Jc6c5h4c3c QcJc7h4d2c JhJc4d3s2c Th7h6h3s3c 
Ad9c6c5c3c Ks9h7h4h4c Qh8s4s4d3d JsTs4s4h2s 
Qd7h6h3h2d As7d6h5c2d As9d5h4d3c Jd9c6h4c3c 
Qd7s5c4s3s Kc9d6h4s3s 8d7d6h2s2d Qh9s5h4h2d 
KhJd6d3s3d Th7s4h3s2c Qh7c5s4c3c Jc9s8d4c2c 
7c6h5d3d2s AsQc5h3d2d Jc8c6s6d3c KdJd5d3d2h 
Jd8c6s2s2c 5d4d4c3c2c AsTd7h4h2h QdJh7d7c2s 
Kd8s5s4s4h KcTs8s3h2d Qd9c5d4d2s JdJc7h6s2h 
Kd9h5h5c4h Qh8c7d6h2h KhTh8s3c2h Ts9s7s5s2d 
KsQs8s7c3s Ts9d7d4d2c Jh8d6d3h2h Jh8d7c4c3s 
Th8s7d4s2s 7h6c5d3d2s Jc6h4s4h2s Qs8s6s4s4h 
Kc9d7s4d3h KsJd4d3c2h 7s6d3h3d2h 8s8h7d4c2d 
9s8d7h4d3d Qd8d6c4s2d KhQd7d4c2s 7s6d5h5c2d 
Qc7s5d4c2h 7c6c5c4h2c 8c5s5d4d3h Ah6h5h2h2c 
JcTc8h3c2c AcTs8s3h2s 9h6d3h3c2d Qc9c7c4d2d 
AdJs8s3c2h Kc9d6h4s4d 9c7h7d6h2h 9d8s8d7d2d 
8d5s4h4d2c Tc9c4s4d2h 9d8c5s4h2s JdJc7d6h2d 
Ac9s6d4s4h KsQd8s6s2s 9c8s8c4h2c 5d4c3s3c2d 
Th8c7s4d2s As7d6d5d2c Ad8c7h6h2h 8s5d3c2s2d 
7h7c4d2s2c AcTc6c4h2c 6d5d5c4s2d 9c8c4d3s2d 
KhJs6s3d3c KhJc4s2d2c Qc9d8s7s2s Ah9d6c5d2s 
Ac8s7h6d2h Qs9h7s4c3s Qc8d7h3h2c Qc8h6d4s3h 
AcQd7s6h2s AhKs6d3c2c Qh7s6s4s4d Ks9c8d3c2d 
Js9s8h2s2c Qh5d4c2d2c Tc7s6s3h2h KdTh8h5h2h 
AcJd6c3h2c Ts7h4s3c2h KdJs9h4s2s 9d6h5s5c2d 
Ks9d8h8c2c Kc9h6s4s3d Ts8c7s4s2d Ks7c5d4s2s 
JdJc7c6h2c Th7d6d3s3d KdQh8h4h3c 9c8h5s4h3h 
Qd6d6c4h2s Qs7d6c5d2h 5d4d3s2s2d Js8d7d3d2s 
KdQs8c4h2s Jh8s7s4d3c 8s7s6d2s2h KhJh7d3c2s 
Jd9d7h6s2d Jd9s6d3h3c Kh9s4s4c3c Ah7c6s3c2s 
Td8d6s6d2d 8d6h6c4d2d Qh9s6c3h2d Qs8c6c4c3d 
Ks9c8d5c2h Js9d9c3s2h Kc9d8h5d2s Ts7h6s3h2h 
8s5d5c4s3h Tc7d6c3d2d Ad8h5s4h3c QdJh7h4c2s 
Kc8d6h5s2s Th9d7h3s2c KsQd7h5c2h 8d6s6d4h2d 
Ad9h7d3d2s QdTc5h2s2c Jd7s6d2s2h 9c8s7d4s3s 
QhJh7s4c2h 8d6c5s3d2h AsQsQdQc3h 9c8s8d4h2c 
Qh7d6s4s3s 9h7h4h4d2d Ts9h6d4d2d Jd6d5c4d2s 
8h8d4c2s2c 9h7c5d4s2h Kd8h4h3h2d Ts8h7c4s2s 
QsTd4s4c2s QcJs7h3d3c QcJh8c4c2c Jc9s8h3d2c 
9h7d4c3d2h Ts9s4h4c2d KdTh5c4c2c Ah8h7s3h2d 
Qd9d8s4h2c Qc8h4c2h2c AdTh4c3s3c Jc6s6h4c3d 
Ks6h6d5c2h 9d8s8h3h2c Kc9s6d5h2d 9s9c8c4h2c 
Ks8h6d5c2c Qs9s5s4s4c 9h8d5c3s2h QdJd7h4c2d 
