JsTh6s3h2s 
8c7s4d4c3d Kh8h7h5c4h 8h7c4h4d3d AcQsJh6d2d 
8h7h5s4c3d KhJs7h5h3h KcQd7h5s3s 8h6h5c3s2c 
JcTs9h4d2d QcJs8d3s3d Jc7s5s4c2d QsJs5s4c2d 
AdQd6d4d4c JsTc5d3h3d QsQc9d4h3h JdJc8h8d8c 
QcJh6h5h2d Kh4d4c3d3c Qs8s8h7s4c Ts9d8c5h3s 
AhJc7c5c3c 9d8s7d5d5c 9h7s5h4d3c AhKc9s6s3s 
QcTs5d4h3h Jh9s9d7c3s 7h6c5s3s2h Kc8d8c5h4c 
QdQc7d4s3d QdJs6s4h3s AhKc8c3s3d Jc8h8d7s4c 
6d6c5s2h2c QsTh9d5d2d JcTd8h4h3h AsTc8d5h2c 
KhTh7c4d2s AsQs5s3c2d Td8h7d6d3s KsTs3c2d2c 
Ks8s8c4d2c Qc9d8s6d4d 7d5d4h3h3d QhJs6h2s2h 
AdJc9c7c2s Qs9s7d4d3s KdJd6d5s2h Ad9h9c5c4s 
QcJd3s2s2d 9d8h6d5d2c Js8s7s7d6s KdQc4s4d2h 
Ts7h7c5s4s QdTs6s4s4c AhKs7s6d2s 9d7d6h6c2c 
Kc9d5s4h3c KcTd7h5s3h Js8h7c5s3d 7c6s5h5c3d 
AsJd8c3c2d 9s7d6s2h2d QdTc7d6s2h Kh7h5c3d2d 
AsJh9c6d4d Jd7c6s5s4s KcJh7c6d2s 7h6h5d5c3s 
Ts9c8d6s2s KsTs6s5h2d KsJc9s4h4d QdJs8s6h3c 
AdJs6h3s3h Tc8s6s5s4s AhKc6c4d2c 8h7s5d4d3c 
KdTs7c4s3h JdTs8c5h2h Td9s6h6c3d Kd8h5d3s2h 
Tc9d8s5c3c Td9s8c5h3d QhQd9c4s3s Td7h6s6h2d 
AsQdJs7s2s JcTh6h2h2c QhTs8c4s4d QcJs9d8d2d 
QhJh6h6d4h Jh9c7c5d5c Qc7s5c3s3c JhTh7h6c3h 
Ks9h7c5d4d 9d7c5h5c2d Kc8s8c4d2s TsTd5d3h3c 
6s6h4h2s2h Kh9s9c4c2h 8c4s4c3s3d Qc7s7h5c2s 
9s9h5c3h2c Th8c6d6c4c 8d8c5h4s3c Ts8d6h4d4c 
KdJh9h6h3s Qc9s8c4s2s Qd9s7h6d3d Kd8c7h4s4d 
Js9d5s5h4c KdQhTs3c2s AhJsJd6c3c Js8h6s4h2h 
Td8d5h5d4c KdQd9s9d5d KhJd9d6d3c AsQd9d6h2c 
JdJc8h5h3s Kc9d6h5d3s Qs9s7c6h3s 7s6d5h3h2s 
QsTs5c4h2s Jh6s6c4h4d QcJs9d7s2h Ad8h6h6c4s 
8h7s4s4c3c Jd8h7s6s4s Qd9s6d4s2s Td8c6h6c4c 
JdTc9h3c2c QcTs8h5s2d 9c6h5s3h2c QhQd7h4c3h 
9s9d8s7h3c Jh9d5s3s2h Jd9h7h6s4h AcJd9c3s2c 
8c7s4s4h3h KdJc9s7h3h 7h6s5h5c3d AcTs6d5d4d 
Ad9c7h7c4s Qh9c4s3s3h KdTc8d5h3d As8h5h5d2d 
Ts7d6h6c4s 8h8c6h3d2d Jh6h6c4c3c Qh6h6c4h3c 
QhTs7d5d5c KsQs6c2s2c AsJcTc6c2d Jc9d8s7c2h 
Kh9d7s4h3c Qc7s7d5s2c QdJh5s5h3h 7s7h5s3d2d 
9d8s8d4d2s QcJd5s5d3d AhTc8s8d2c TsTh8c6h2h 
9s8d7h6c3d QhJs8d5c3d 9d7s5d4s2h 9s8c7c4s3c 
KsJh7d4h3c 9c8d7h5s3d Jc9s7s4h2c Ad8d7s5d3d 
9d7c5c3d2s Qd7s6c4c2d Qh7h6s5h3d KhTd7s4c2h 
Js7d7c5d4h Kc7c6d4s3c AdTs7c6s3s KcQc5c4s4c 
AhTh5h5c4h QdTs8c5d2d Jh9d7s5s3s JdTs8h4h3h 
AdKsQs7s2s AsJcTc6c2h Jd9d8c6h3s KsQs9c7d3s 
7h6d5c3h2d Qh8c7c6c4s Tc9d6c3s2s AcQs4d4c2c 
AsQc8h5h3h 8c7d4s4c3s Qs8s8h6c3d QcTc8c6d2c 
QdJc7d4d2c Ts7h5s3s3h Qh8c6c4d3d Qs7h7c5h2s 
KdJd7h3h2c Js7h7c5c4d Ts9d6h3d2h Jh8s8d6s4s 
QsJc3d2d2c Ah8h7d3h2d Kc9d8h3h2c AhTd9h5h2h 
Kd7c5d3s2s Kc9h7h3c2d KsQs6d3s2d Qs9h9c6h3d 
AcQs5c3c2d Jd9s7c6d3d Js8s6d4d3s AhQc7s7c3d 
9s8s6c5s2d Jh9s8c5d2h Kd7h5d3c2c AsTs7c4s2d 
JcTd6d2d2c Qh6h5s3s2d 8c6s5h5d4h Jd8s7h6s2h 
9h8c7s6h3h KhThTd4s2h Ad9s9c5c4h KhQs7c4c2s 
QcTc6s6c3d Qc7c6c5h2h KcQs8d7h4d JhTs8h4d2h 
Qd9s9c6c4c AsKs8s3h3d Qc8d5s4d3s Th9h9d6s2h 
KhTs6h5h2d Th6h6c5c2d AhJh8c2h2d KsJd9c7h3h 
AsKc9s4d2s Ad9d7d6s3d Jd6h6d5s4c Th7d7c6h2c 
Qh9h7c5s5d Qs9c8s4s4c Th7s7c6h2c AdKc7c4c2s 
KhJdJc6d2s KcJsJh7h2d QhJc7s6c3d AhJs7s6s3c 
AdJc7c5c3c KhQs7c5d3d Ks9c7c3s2d AcJs5d4s3h 
Ac6d5s4s2d 8c7d4h4c3h Ts6h6d4s2h 7d7c4d2s2c 
AhQd9d6s2c 7c6s5c3h2h QhTd5d4c3d Tc9s9c5c3c 
8h6d5d3c2c 9s9d6h5d2c AdJh8s3s2h Kh9h8h5c4d 
KcJh5c3d2s Js9h8h5d2c Qs8h7h5d4h ThTd7d4c2c 
Td8s7c6c3c Ah8s5s4c3c Qs9d8s3d2h JsTc9h3c2c 
9s8c7d5c3c JsJc7c4h3d Kd9s7h6s3c Kc8c6h4s4d 
9h5h5d4d3s Ts7c6d4s2c AhQc9d4c3s JhTh8s8c2h 
KdTc9d5h2d QsTh9h4d2c Jh9c7c6d3c QhTh9s7h2d 
JsTc9d6c2c Ad9d6s3h3d 8s6c5d4h2c KcQc6s2s2c 
Qs7c6s5s3h Ts8s6c4h4d Tc9d7d3c2d Ts7s6c5c2c 
AcJs9s7s2h QsTh8s8d2s 7c6c5d3h2h Qc7d5c3d3c 
Td9s7h7c4c KhJc5d5c3s Js6d5h4c3s AsTh7c4c3d 
Qh9d9c6c3s Qd9d8s7h2c QdTd8c5h2d QhJdTd7s2d 
Tc9s7h4h2s Qh9s8s2s2h JsTc9s3s2h KsTd7c6s2s 
AdJd7c4d2h Kc7s6h6d5s 9c8c5d4d2d AcJs9s5s3s 
Qh9d9c4d2h Ad9h7h6s2s 9s9c6c5c2h Ah7h6s6h4h 
QcTd8h4c3c Jc8d6d4h3h Jc9d8s7d2h QhJc9s9d2s 
Qc8c5s5h4d KsJs6c2h2c AhKh8h3s3d Kc9h8s8d3c 
AsTs8h4s2s KdJd8h3h2h ThTd6s4d3c KsQs9d7h3s 
ThTd5d4c3s 8c6s4h3s3c Kd9s5h5d4c Ks8s6s4c2c 
QcTd7c6h2s 7c5h4h3h3c QcTh8d7d2s AhQh9s2h2d 
KdTc6c4s4h KsKhKdQcJh JcTh8c4d2c AdQs5d3d2h 
Ks9h6c5s2d 7s6h5c3s2h 9h6d5h3d2s Kc8c5h3d2d 
Tc7d5c4d2s Qh9d7c6h3h KdJh6s5d2d KcTs6d4s3h 
Jh9s7h7d4c KcQhTs3d2s AsQh7h5d2c As9s6h3s3d 
Jd9s6s6c2c KsTs6h5c2s QsTd7s4s3h 6h6c4s4h3d 
JhJc8s5s3s AdQh6d3s3d Kd9c8s7d4d Qd8d6d5h3s 
AcTh6c5d2c 8h8d6d4s3c AhQh8h4h4d 7s6s6c5s3d 
AhKh8c2s2h JhTd9h3h2s Qc9h4d3d3c 8s8d6d4c3h 
8s7h5c4c3d As8h5h4c3c Kc9c8d5h4c AsQd5s3s2c 
Ts8c7d6d3d JhJc8d5d3s 8d7c5h4h3s AhQs5h3h2c 
Ts8h4s4d3d KdQs8s5h5c 8d5s5d4s3h AsJs9s6s4h 
QdJh8s5d2d Jc9d7d3h2c QcJs5c4c2h KcJs7d4s3h 
7h6c5s5d4h 9d8d6h2h2d JdTh6d6c3d 9d7d5c4h2c 
Ts8s7s4c2c AcJd7c3h2s 9s7d5s3d2c Qc9s7s7d5s 
QsTd8s8c2s KhJd8h4s3c KsQh4s4d2c KcTs7d5h3d 
Qh8h8c2d2c AhQh5h3s2d QsJd9c7c4c Kh9s7s3d2h 
QsTs6s6h3d 8d7d6c5h2s AhTd6d6c4d 8c6d5h3h2c 
AdTd5d5c4d Kc9c7c6h4c 8s8d5h5c2h KhQh6s6h3c 
Td8d5s5h2h AsTc6s5d2s Jc8s6s4d3d Kc7d6h6d5s 
KdTs6c5d2d Ac8h5h5d2d Qd9h9c6c3s JsJc7c4d3h 
AdJhJc7h2h QsTs7s7h4s Td9s8c7h2h Qc6s5s5h2h 
Qh5s5d4s2h Jd8h7h6h4s 6d6c5c3c2d Th9d8d8c4d 
Jd8s6s4s2d KhJsTs6c2s Kc8c6d2h2d Kh7s7d5s4c 
Ts8c6d6c4c JhTd5s3s3c 9d8s8h3s2d AdTsTh7c2h 
ThTc9s6s2d As4s4d3s2d 9s7h6s6c3d QsJs9s7d4s 
JcTh5d3s3d Qh9h7c4c3h KdTh9h8h4h Kc8c6d4s4h 
KdQsTd8d3d Qc9s7d5d2s JcTs7h7d3d AdKh8s5c2c 
Ac9s9c6c2h QsTd8d8c3h Js9s8c5s2h AhTc9h5h2h 
7c6h5d3c2h Ad7s6s5s3h Ks7c6h6c5d 6d5s4s2s2d 
KcJc7h3s2s 9h7s7h6c4h KhJh5s2s2h Jd8c6s6c5c 
AhQs8d5d3d 9c7s7d5c3h QhQc8c4c2d AcJsTs6s2d 
9c8d7h6s3s QdTh9c7d2d 8c5h4d4c3d 9c7s7d5h3h 
KhJd6c5d2s Qc9s5c2s2h QcTs8h8d3s KsTc8h7c3d 
Ts6d5c4s2d 9h8d7c5c3s Js8h7c4h3c AdJsJh7s2s 
Qd9s7d4d3s Qs9c5h4s3d Td5d5c4c3s Tc9c8h5s2d 
AsJs6c5s3s JhTh8s8d2h AsJc6h3h3c 9h8d7c5d3d 
Ac6d5d4s2s Qc8h6c3h3d Ad7h6h5h3s KhQs9h8h4d 
AcTs8h4d3d AhJc7s3h2d Kd9s9h4h2d Ks6s5h5c4s 
Js7c5s5d2d QdQc6d4d2s Ah9d7s7c4c Ks8h5d4d3h 
KsJc4d2d2c Kh5d4h3h3d Qc9c8h7d2s 8d7d6h5s2c 
Ac9h5s5c3c KhJd9d5s5c 8d7s7c5c3h AdKs7h7c3c 
Kd9h5d2h2c Ts8h6d4h4c AhKs4s3s2d QdTs8s8c3h 
Qc9d5h4c3s Jc9h5s5c4d KhQc7s7h3d KhJh8s3s2s 
QhJh9d4s2c Jc8s7d4s3d KhTdTc6d2s Ks6h6d5c4c 
9d6h5s3d2s KdTsTc6h2s Ts9c6d2d2c 8d5d5c4s2c 
KhJc7h6s2d Jd8h7d4h3h Qs9h9d4h2s Qh8h8c3d3c 
AcTs8s6s3d Kc7c5c4s2s Qh8d5d2h2c 9h8d7c6s3d 
9c8d7s6h3d Ts9h8d6h2h Kc8h4h4c3d 9c7s5s5h2c 
KsTh5d4c3h Ac9d9c6c2h JsJc7s4h3d AdJc5s4c3h 
Qd7d6c4s2s Js9c7c6h3c KcJs6c5c2d 9h8d5h4d2d 
AdJs7d3c2h QsJs9d4c3s Th8s7c6s3d KhQs9d7s4s 
KdJc9s6h3s Qs9h5c2s2h Jd7s5s4d2h AcTs6s6h4s 
Qd8d8c4c2c Jc9h4h4c3h 9h6s5c3h2c JsJc8d5h3d 
KcJsJh7s2d AhJd7h3s2c Tc6h6c5h2d KcQh9c7s2d 
AhKd8s5c2s QcTd8s4c3c KsTs8h5s3c JdJc8s5h3s 
Qd9h9c5s4h 6d5h4h3d2d KdJs9d6d3d 7c6h6d4h2c 
Ks7s5d2d2c 9c8d7s6h3h KhJs4d3h3c Qs7h6s4d2h 
Kc7s7d5s4h KdJh9d5d2c ThTd8s3d2s 8s6h5s4s4c 
QdTc9s4s4h Ad8h5s3d2c Jd9s5s4h2h Qh8c7s7h4d 
QsJc8h5d3h QcTd9s5d2h Qd6d6c4s2c Kc8s5d4d3s 
8s6d5h3h2s Th6d5h5c2c Td8h6h2h2d 7c6d5s3s2c 
Ks9s9c3c2h As8h7h6h4h QhTs7h2s2d TsTh3s2s2h 
Kd9h7c5h2c 9c6s5c2s2d Kd9h7h3s2d 8s6h5d4c3h 
JdTh6c3c2h Qs9c8h5h4d QdTs7d4d3h 7s6d6c4c2s 
AhQc9d6d3s AhKs8d4s3s Js8s7d4h2h Ad9h3s2h2d 
8h7h6d5s2c 8c7s7c5c4c 9s9d8s7c3h Td9h8c7s3h 
Qh7d6h5h3s 8h6c5d4s3c Js7s6c5s4s 7d6s6h4h2d 
Ah8s8c6c4c Td8c4s4c3d AcJc9c6c3d 8d6c5s4h2c 
8s6c4h3s3c Jc8d6c4h2d Qs8s8h4c2c 9d7s4d4c3s 
QcTd8h5c2c 9c8h8d6c4c 9s8d7c6s3s QdJd6c5s2d 
QhTd7h4h3c 8d7d5s5c4d Qh8d6s6d5d JsTs6s5c2d 
QsJd9h9c4c AcKs7h7d3d JsJhJc8s8c Jc9s9h6h3d 
KsTs8s7s4s AcKh7h6s2h Ac8h6s6h4d QsTs8h5s2d 
Jh6c5h5d2d Qs9h8c5s2d AdKs6d3c2d QhTh8h5s2d 
Jc9h9d8h2s QsTs8c5s2h AcKd8h6s3h QsTd9h5h2h 
Qc9d6s6h4c QcJcTc3c2d Tc8s7h6d3h Jc8c5d3d2s 
9d9c8d4s4h QsJh9d9c4d Qc6s6h4s2c AdJc8h3h2c 
9d8s5h3s2d Tc7c4h4d3h As9c7d5h3c AcJhTh6h2s 
AhKs6h3c2h KcTc3d2s2d Jh9s4h3s3h TdTc7h6s3s 
Qd8s8d7d4h Th9s5c3s2h AdKc6d3h2d KhTs8h5d3h 
AsKs7h7d2s Qh8h5s5c4d KcQhJd3d2d TsTc8h6c2c 
KsTh6h5h3c Qs9h9d4d2s 6s6d4s4c3h 9h8s7h5h3c 
9c8d5h3d2c 6c5d5c3s2s Th8d5c3d3c QdQc8h5s2h 
AhJs7s5s3s Ad6s5d4c2d QdTc9d4d2s Tc8h8c6s3d 
Qc9d8h4h3d QhTh8h3d2d JhTs7d7c3d KsJh9c6c3d 
Th9h7s7d3c Tc6c5c4h2h QdTd9d4s4c Ts7d7c6s2d 
Tc9d8s6c2c 9c7s4h3h3c Ah8s8d6s4s 9s7s7d5h3s 
Jd6d5h4h2d Ad8h6s4s3h Kd9h9d6c3d Kh7c5s3s2h 
Qd6d5c3s2c Tc9s7c2s2c Ks7c5h3h2s Ks8s8d4h2d 
KsJs7c3h2h QcTh8d8c2c QsTs8d6s3s AcTc8c4s3c 
Ks9c5s2d2c Td9s8h7c3s Kh8s8h5d3c Th9c6d3d2h 
QdQc9c5c2c Jd8s7d4d3s 8c7h6d5c2s As8d5d4h3h 
Qd6h5s5h2s Ts8h7d4s4c QhTc6d4s3d Qc7s5s4d2c 
Js9h7d5d3d AdKd5s5d2d KdJd6s6h3c 9s7d5s4c3h 
7s7h6d6c2d Qs9c7d6s3s Kh9c5h2d2c 9c7s7c5h3c 
Kc9s7d4s3d Qd9d7h5s5c KsQc8h5d3c Th9s7d7c4d 
7h6h5c4h3h QsJc8d5h3d Jc8s8h7c4c JhTd6s3s2d 
Qs7h6d4d2s QcTc8c3d2d JcTc8s8h2c 6s5s4h3h2s 
TsTh9h4d2c Ah9s7c5d3c KhQs8h7d3c AsKc8h5d2h 
8h8c5h4s3d 9s9d8h7c3d KdJs4c2s2c AcQc9h2d2c 
KdTs6s5s3c Qd9s7d4s3d Qs6s6c4d2c Qd9c5h2d2c 
Jd9h8h5c2s KsQdTc3c2h 8h6c5h4s4h Th9s8d7d2d 
KcJc8c6c5c KhJsJd7d2c Ad6h6d5d2s AsKd9h6c3c 
Tc6s5d4c2s KsJc6d5c2h 9d6s6h2s2h Jh9h7d6h3s 
Td8d8c7d5d Tc9d9c6s2c KcJc6d2s2d 9s9d8d4h4c 
KcTc7d4h2s JsTd8c6d2d QsJs7h4c3d 9h7s7d5c3c 
9s9h8c3h2s 8c7h6s5c2d AsKc6c4h2c Ac9c7c3h2h 
Qh7c6d4d2h Th8s4h4d3d QhTh8c6h3h Kc9h9c3d2h 
Qc8d8c4h2h Jh9c6h4c2d 9h7d5h4d2c 8d7d6d5s3d 
JhTc7c3s2s KsTh5s5d3s Ks9d6h5s2c Jc9s7s7h2h 
Jd9h7c6d3d KcQcJc4c2d QcTh9d5h2s Qd6h5c3c2d 
Tc9s5h3s2c 9s9c7h3s2c Kh9c7d4c3d Jc9d4c3d3c 
Td7s7h6d4d 8s7h7d5h3c JdTh5s5h3h Qs9d8h6s3s 
Qc9h5d3d2c 7c6h5d3d2c Qh9d7d6s3c Js6s6c3s3c 
Ah9s5h3s2h KcQdTc4c2c Kh6d4h2s2d QdTh9s5h2c 
Jd8h5s5h4c Qh8s8c7c3s AdQc9h6h3s Kh6s6d5s2d 
Js8c5d5c4h Ad9h3c2h2d Th7c6d4s4c 8s7c6d5d2h 
AdKs7s6c2s Kd8d6d5h5c QcJs7d6s2d Kc8c7c5s4c 
Jh8s6s4s2h Ks9d7h2s2d JhJc8h6s2d AhQsJc6s2s 
JhTc9s3c2c As7d6d3s2s Jd6s6c4h4d Tc8h7h4c2h 
Jh7h7c5c2c Qs7c5c4h2s QcJh6h3s2s Tc9d8h5c3c 
Ah9c6d6c5c Js7h7c5h4d AsQd7c6c3h QhTd7h6s2c 
Kc9d7s5h4s 9d7h6d2h2c 8d8c5c3d2d Tc9s6d4s3h 
Kc8h8c4d2h Jh8c5d5c4s AcQd9s4d3h Tc9s6c3d2d 
Jc9h7d6c3c KhJd4s3h3c Qc8c7d7c6c Jd9h9d3s3c 
Th7s6h4c2s Ah8d6s6d4c KsQd4h3d3c Ks9d7d3s2c 
AcKh6c3s2c QcJs8d7c2h 9h7s5h5c2c Js9s8h6c2d 
AsTd8h5c2d Ts8h6c4h4d 9h7h7c5s3h Tc8h5h5c2h 
QcJh8d5c2c Qs9d7h7d5d QdJs7d4d2s Kh5h3d3c2c 
KhJd8h5h2s Jd7d6d5c3s QcJs9h9d2d 7h7c5h3d2d 
Ts8c6h4d4c QsQh6s5s2s 9h8h8d5c3h Qh9c6c3h2s 
Ah9h7s3s2h TdTc6c3s2d AcKd8s6h3s TsTd9h6h2c 
AhJh6s5h3h AhKd9s9h9d Qc7d6h4h2c QcTh7s7h2s 
Kh8d5s2s2h JhTd8s8c3c AdQh8h5c2h Js8d8c6s4s 
9c8d7h6s3d Qs9h8c7d2s Qd9d7d5c2c Js9h8c7s2d 
QdTh8s5h3h 7s5h4s4h3h 9d7s5d5c2c Th8c6s6c4c 
9d6d5h3c2c KdTsTd5d2c AdTh9c7h2h Tc8h5d5c4s 
KsQc6s6h3s JcTh6d6c3c As7c6c5c3h Tc9h8h7s3h 
Kh9h8d5s4h QsTd9h3c2s 9s7s7c6s3d Ts5s5h4s4d 
Kd7h7c4d2c 9s6h6c5d4c Js9c8h7d3s Ts7d5s3s3d 
AdTd4d4c3s 6c5c4d3d2d Ts7h6c5d5c QcTs8s8h3d 
9h7d5s5d2h Qs9h7c5c2h 9s7d5h5d3c Tc9d8h6c2c 
Ts9d8h6s2s TdTc5d3s3h KdThTc6h2s Th7h4s4c3c 
JhTh6d5h3h 9h7c5h5d2d Th9s8d6h2h Qh9c7d7c5c 
QhTs8s4d4c Qc9s7d6c3c QhTs9d7h2h 9c4s4c3s3h 
Qs8h7h6h4c Ts6s6d5d2h Ks9s9c5d4s JcTc9c2s2c 
JdJc5c4s2h Ah8d5d4c3c KsJdTd6h2d 9s8s6h4h2s 
6d6c4c2d2c AdQd8d4d4c KcJd9h8d2d 9s7h6s2h2d 
Kc5h4c3h3c Kc9s5s2s2c KsTd8d5c3h Qc8h7h5d4h 
QdTh7h7c2c Ac8c5c4h3d Ad8s7d5d3d Qc9c7s6h3c 
9d7s6d4s2c Ad9h3s2s2d ThTc8d6c2c QcTd6s4h3s 
AhTh5d4h2c Ts9s8c5h2d Jc8s6s6d5s Qc8d5d3d3c 
Ad8d5h4d2s Ac8c5c4d2h Qs5h5c4h2s Qd8s6s6h5s 
QcJh4c3s3d 6s6h5h3s2s Qd8h8d3h3c 8h5d4h4c3c 
Kd5h4d3h3d QsTh9c3d2s Qd7h5h4s2d QsTd8c4h4d 
AsJc9c4c3h Qh8d7h4c3c Kc9s8c3s2s 9s8h7s5s3c 
9s9c6h6d2s Th9s8d5h3h Tc9d8d7h3d QsJh7c5d3c 
Qd8c7h4h4c 9c7d7c5s3c Jd9c8s5h2d KsTd8h6c3d 
QhQc9h6h2h KdJs7c2d2c 9c6c5h3s2s Kd6h4d2s2h 
Ks9h9d8c3s 9d7d6s6c4h Qh7s6h4d2s 8h7s7d5c3s 
KdTc4d3d2c Tc9h8c7s3c Qd9c7h5h2c 8d5d5c4c3s 
Qs9h6h3s2c Kc8s5d2d2c Ts7s7h6c3d 9s9d4s4d2c 
Kd9c8s3s2d KdJh7d6s2c Ts8h7c4s4d Ad9d6s5d4d 
KhQh6s6h4h ThTc7s5d3d QsTs5s5d3h Qh8s6d4s3d 
Qc8s7s5d4s QcJh3s2s2h As8s7h5s3s Tc9d7s7h4s 
QdTs9c4h4c KcTc6h5s2c Ts9s8s5h3d Qd9d8h7c2s 
JhTs9c3c2d Qd9c8c2d2c Th8c7s4h4d AdQcJs6h2h 
Tc8d6s4h4d Th9c6s4c3d AsQd8d4h3c QsTd8c5d2h 
QcTc6h6c3s KhJs9d5s2c Jc8d8c5s3h KcQs9h8d2s 
Td9s6h3h2d JdTh7s7c3s 7h6c5s3h2c Qs8s6s5d3h 
Tc8c6d4s4h 8s7s7c6d3h As8h8c6h4h Jd9h7h6s3c 
KdJh7c2d2c KsQs6s6c3h Qs8s8h3h3c 6c5c4d3d2c 
Qd9h9c4h2d QcJh6h3d2d Th7s6d4h2s Ac7c6h6c4c 
Td7s6d4h2s KdJd6d5s2c TdTc7c4h2h KcTsTh7c2c 
Td8c5d4c2c KhTh7h5s5h 9s7s7d6c4s 8c7c5s5d4c 
QcTs7c4c3d Jc7h5h4c2s KsJd8s4c3h Qc6s5s3s2c 
Tc8d7h5s5h AcKc6c4c2s Td9c4h4d2c QsJs7c6h3s 
KdJs7h4s2h Kc9c7s7h3d Jd5s5c4s4h QcTc8d6c3c 
Qh9d8s7c2h 8h7s5s4c3d Ts9h6s3c2c QsJdTh7d2d 
Kd8d6c4c2d KcTc8c5s5h Tc6c5s4s2s QdTsTc7c2h 
7s7c4s2h2c JhTs8d5c2c Kh6d6c5c2d Jh9c8d7c3s 
QcTc8c5s2h QhJs9d9c2d KcQc6h6c4c Ac9d6c4h4c 
Ks9c8s5h5d Jc9h7s7c4d Jc8c5s3s2d AhTh4s3d2c 
Kh8c5h3d2c QhTh9c6h2h 9h8c7h5h3d 9s7c5h4h2s 
Ks8s6d2h2d 9s9d5d3d3c KsJd9c5d2h Qh8d7h6h2d 
KhTh8c5h3d Kc9s9h4s4h QcTd9s7c2c JhTd8s4s3s 
Ks8s6s5h5d Js8h7h4s3h Td9d5s5c4h JcTc6s3s2s 
Qh6h5h4s2s Qs9h5c3c2s Qs8c7c6c4d 7h7d5d3s2h 
QdJc9d8d4d KsJd9c8c3h JcTs8h4h3h Kd7c6d4d3s 
KsTc6c4h4d 9c7c6s6d2d Kc8s8c5d4c Ks8s8d5c3h 
KsTc6d5s2s Td7s6s5c3h Td9h8s8h3c 8h7d5c4c3s 
9c6h5s3s2h Jc9c8d6s2h AsQh9d6d3c Ah9s7h7d2h 
KcQh4s4c2d Tc8s4s4d3c JhJd9c7h2h QhTc9c4d2s 
9s8c7c5c4c Qd9c8h6h4h Tc9d8h5s3c Jh8s7s6s4d 
Td8d8c6s2h QcTc5h4s2c KcJs9s6s3h Kd6s6h3d2h 
Qc7c6h5d3c Ad9c3s2d2c 9s9d8c5h2s Kh8d5s4s3d 
7h6d5s3s3c Jd6d5c3s3c Js8s6s4c3c AsKs5s5c2s 
KsQs8s8d3d Th9d7h4c3s KcQs9s9d4h Ks8s8h4d2h 
AcKdQd7d2d KhQs8c7d4c Td8d6h4s4c 9c7d7c6c2d 
8c6d5d3s2s Ts5s5d4d3c Jc9d8d7d4s 8c5h4s4c3s 
Qd9d8c7h2s Qs7h7d5d2s KhTh6h5s2d Ks7c6c4s2s 
Qc8s8c2s2d 9h7d6h6d2d Ts9c8d5h3s 9h7s7c4h4d 
QsJh8d7s2c Js9c5c4h2h 9h8s7d5d3c Qc9c8h5s2d 
Ac8c7c4h2d KhJsJc3h2h 9h8h8c3d2c AcKh9s6d3s 
Qs8c6d6c5c Kh8s8h5c3d AdQc9s6s3h QsJh4s3d3c 
JcTs9d6s2s Jd6s6h4d3s JsTs5c4s2h Ts8d6h6d4d 
8s7s7d6c3h KsJh9c7d3d Qd7s7h6s4c Kc7c5h2h2d 
8d6s4c3s3d KdJh5h5c3s Jh8d5h4s4c 9d8c6c5c2h 
QhJs8c6s3d Ah4s4h3h2s QdJd9c4h3d Jc9h8h7h4s 
Kd7s6h6c5s QsQd5h4h2h QsJh8h6c3d Th7d6c4c3s 
JhJd9c4s3c Jd9d9c3c2c Qh8h7s7d4c QcTc7s7c4c 
KdJc5d3s2h QdJc6d2d2c Jc9s5d5c4h AcJd8s8h3d 
9h9c6h5h2s 8d6c5d4h4d KdJc8d4h3s 9d6c5c2h2d 
Ah8d5s3h2c AcJd6c5c3c 9d8s8h6d4d Tc9s6c3h2h 
Ad6d5h5d2c Qh7s6h4c2s Qh9s6d5d3d KhQsTd3c2d 
Kh9c7s4h3d KdQhTc3c2s QhJc6s2s2h Qs7s6h5s3c 
Td9c8c7h3c KsJcTc6d2c ThTd8c4s3h JcTc9c8c3c 
JcTd9h3d2d QsQc7c4h3c Ks9d7c5d2c As6h5d4s2s 
Kd9c6s5d2h Td7d4s4c3s KsJs6h2h2c KcTd9d7s2d 
KcTs9d6h2s KsJs7d3d2h JcTc8h8d2c Qh7d7c6s5d 
KcTsTc5c2d 9h9c5d3h2d Kh8s7h6h4h Ac8c5c4s3d 
Jc9h9c3h2h JhJd7d4s3c JdTs8s5s2s Kh8h6d2s2d 
Ts9d8c5s3s Kh7c5h3s2s Jc8h7h6h4s AsQd9c6c3h 
QcTd8h5d3d 8s6h4c3s3h 9d8s8c6d4d Qd7d6h5s3d 
KhJh8d5s2h Qs9c7s4c3s Tc9h9c6s2c Qs9d8h4h3d 
Td9s6h3s2h KdKc6s6h6c Qd9d7s4s3d QsTc7s6h2d 
QhTc5c4s3c 8s6d5h4d3c KhJh6c2s2c 9c8d7c5h5c 
Tc8d5h5d2h 9d6s5h3d2h QsJd9c7d2h 9d8d8c5s3d 
QsJh7c4s3d Qc8s5h4s3h QdTsTc7s2h 8d6h5h3s2s 
KsQc9s7d2h KsTc8h7c2d AsQs9c2s2d 9c7s6h6c3d 
Jc5h5d2h2c AhQc8c4d3s JcTd8c7c3c KcQs8d7c2h 
Qh6d5h3h3d Qh9c7h4c3h JdTs9c6s2s KsQs9d7c3s 
9s8h7c5h3h QsQc6s5s2s Jc8s6s4s2c QdJs9h8h2h 
Qh7h6d4s2s KcQs6d6c2h Jh9h8s5h2d Jh9d5h5c3s 
