AhJdJc2s2c 
Jh8d6d5h5c JdTh8s3s3d KdJd7s5c3h Jh9d6d5c3c 
AsKs7d4s2d Ac9h8h3h2c KhQsTc7d4c KsTs9h5s4d 
KdTd6d5h4c 9h8h6c5c3h Ts7s7h6s4h Td9h8s6h2s 
KcJdTh8d4d TsTd8h6s3h Kd9d8h5h2s KdQc8c4h2d 
AcKc9s5c3h Js8d6d5s5h AsJs8h7s3d ThTc9s5s2c 
Jh9s8d6s4d Kd9d7h5s2h QhQcJc6c3d AsKsJs3d2c 
AhTc7h5s3h QdTc7s7h6h TsTc8d6h4c KhJs9c7h4d 
Ah9s8d7d5c AcQh9d8c2c QsJh9s7s5c AsKcJh7s2s 
KdJs7s4c2d AsQdJc7h3d AcQd8d5s2s KsJh9c8h5d 
AsJh9s9d3s KsJs8s6d5c 8c7d7c6s6h Kd8s7d5c4h 
AhQs8s6c2c JsJc9d3s2c AsQs9h2s2h AdTh8s8c6c 
Ah5h4s2s2c KhQcJd4s4h QdTd9c2d2c ThTd8s6d3s 
KhKc6d2s2d KcJsTd9s2s AsTc7s5h3s Js9h8c5s2h 
KhQdTs7c5c JdJc8d5h2h AcTd8s8d4d JsTs7c6s5h 
Ts9d7s7d4s Ac9c7h4d2h Kd9s6s4d3c Ts7s7h5c4c 
Jc8d7d5s3c KcJsTs7s3d 7s7h6h3s3d Ad9d7s4s2c 
KdJhTs2d2c KcQdJs7h3c AdKs5c3s3h Kh9s8h8d7h 
KcQhJd7s3c QhJd8s6c5c Kd9s8d8c7d KdJc9s6h5s 
AcKc7d3d2d Th9s8s7s7c QsQd6h5s3s AsQs6d5c3s 
TsTd6c5s4h AcKd8h4c3s Ks8s8h6h3d AdTh7d4d2h 
KcTc8s6c4d QdTh8c4h4c JcThTd9h3h KhQd9d3c2h 
QhJs9d7d6d AcKs5d4s3s KdTd9c8s5d JsTc9c7h4c 
Qh9d5h5d4s KcTc5d4d3c AdQdTs6d2h AdQd6c5h3d 
KcJcTc6s3d KcQd9c7s5c Qs6h5s5c4h QdQc6d5d3h 
Ad9s5s5c2d Ah6s5d3s2h AsThTd8c3h ThTc8c4s3h 
JhTd9s4c3h Qs9h8c5c3s AcTc8c5s4c Ah9s6s2h2d 
KhJcTd8c4c AsKd5h3d3c AdJh7d4s4d AdKs5s4h2c 
Td9h7h7d4d Kc8s8c6s3h AhJc9d6d3c JsJhTs7s3c 
KcJs7s4d2c AsJh8h7h4d QhTh7c5h3c 8h7s6c4s4c 
AhKhQs6d2h KsJs7s5h4d QcTd6s5s2c QhTs7d5s3d 
Ts9d9c7s2c AhJc7s3h3d QcTc9d2d2c Kh8h8d6d3s 
As9h7s3s3h Jd9h9c6h3c Ts9s9h6s2h KhJc9s6d5s 
KdJsTs5h3s KdQhTc7s4c Jd9s9d8c2c Ks9c5h5c4s 
AsJs6d5s2d JcTd9s7s4h Qd8h6c5d2h 9s9c7h3s3h 
AcTc9d4c3h Ac9s6s6c3c KdQsJd7c3h QcTd9h7h2d 
QhJh9h8c5d Jh9s9c8c4s Qc6c5h4h3s JdTc7h3d3c 
JhJd8d6d2h AcKcJd3h2c QsQd8d5c3h AcJd6s2d2c 
AhKc6s5c3c Ks7d6s6h3d KhQs8h6c2c Kc9h7h6c2s 
AhQdJs5s2c KcQs8c7d7c As9s8c7s4h AhKhQc7d2h 
QdJh9d3h2s AhKdTc3s2d Kh8c6c4h3s QcTh6c5s3d 
JhTc8c4s2s QhQdTs8c3c Jc9d8h5d3h AsQd6c2s2c 
ThTd6h6c2d QhJsJh8h5h KcQsJh8d5d KcQh9d8h4d 
JhTd9s8c3h 8c7d5c4h3d KcQcTs5h3c KsKhKd9d8h 
Ac9c8h5d5c QdTc6d4s2c AsTs7d6c3s QcJs7c5s2h 
Ks6h6c3s3c KhQhTsTd5h KsJc6c3s3d As7h6c5h5c 
AdQh7c6s5c QsTh8d7d2h KdQd9h7s2h AhTs6h4d4c 
KsQc9h7h6h KdJh8c6c2d ThTd9d6d5s QhJh9c7h5s 
AhJsJd8c3d JsTsTh9s4c AsTs9h4s3d Ah7h7d6c4h 
Js9h9d8d3h Ah9s8c7c5d QsTh7h4s3s Jd7h6h5d5c 
JhJc9h3c2d Ts9h9d8s7s Js9d7d7c3s AdQd8s8h3c 
Qd9h8s6c5h KsQhJc4s4d JcTsTd8c4c AhJh9s2s2h 
Th8h6d4s4d KdJsTc9c4c Jc9h8d6h4d AcKdTd7d2h 
AsJdJc2h2d AsTc7s6d3s Ac8d4d4c3s AsQc6d2s2d 
AsQs6d3h2h 9d8h8c6s6h QdTh7s5h3s Jd7s7c6d4s 
Jh8d7h5c3d Ad8h4s4d3s AsJs8s7s4h KdQsTc5h2d 
ThTc9h6d5h AcKc6c5d4c JdTd8s5h4d KsQh9d9c6h 
8d8c6d5d2c KhJh7c5s3d KhQd8h6c2c QcJd8s6h5h 
Kd6h6c3h3d QhJd9h7h5s KcQhTd6s6d KhJs9d8s5c 
QhTs8h6h5h QdJh6h5h4s Ts9h8s7h2h JcTh9s7d3h 
AsQcTd6s2s KdTd8c7d4h AsTs9s6d3h KdTs9h8d2c 
Jd9s7d5d3s JsJd8c7s4h Jc9d7c6d3d AdQd8d5c3s 
QsTs9h8d2c Js9h8s7h3s AsQdJd6h3c QsQdJs9c2s 
JhJd8c3d3c AhJdTc7s3s JhTs9d8s2c QhJs8c6d5d 
KhQcTd4s4h 9d8h7h6s3s QhQd7c6s4s Ks5h5c4h3s 
KcJd6c5h3s TsTh6h6d2s KcQh9h6h5d Jc9c8c6h5s 
Qs9s9d8c7s JcTc8d4c3d 6s6d5c3s3d AdKsTh3c2s 
JdTs9h8d5d AcTs8d5d2s 8h8c6s5c2s Qc9c7s5c4s 
JdTd5h4h2h Kc8d7d6c3d AdKd8s5c3d Jh8h8c7d6s 
Ts9h8h5d3d Ts8s6d4h4d Kh5h5c4c3d QsJd5s4c2c 
QdJsTh8s3c AdKdJd4d3c TdTc7c6h4s QdTc6d5h3s 
QdTh7s7d3s QsQhJd5s2s KcQcTs6c3h AcTsTd9h6h 
AdTh6c3h2d Qd9d7h6h4d Qd9c8h7s5d 9s9c8d6h5d 
Kc9h8s8c7c QcTh9s7d5h AcJh7c6h2c JdJc9c6c5c 
JsJd9h8h5h Tc9d8h7h2d AhQdTh4c2h QhTs8d7d2s 
KdJs8h5s5h KcTc7h7c3h AsQc9h8s2s QsQhJs7d3c 
KsTd8c7s4s AcKcTd4c2s QhTh9d5s3c Qh9h9c6s5h 
TsTh9s6d4c Ac9h7c3h3c AdJs6c2s2d AdTd7d6d4s 
KdJs8s8c7s AdKh8h5s5h Qc9d8s7h5c JcTdTc5c3h 
QdTd8c6h6d KhQs8h7s3s Td9c7s6c5c KhQhTc5s2d 
Ac9h9d5c3s AdQsQh8s3s Qc9s5s5h4c JdTs7d5h2s 
JsTh9h8c2d JcTh8h5s4h KsTd6h5s5c Ah8d4c3h3c 
Jc7c6h6d5d QdJh9h9c6s JcTs9h8d3c QdJh8d7d5s 
Tc9d8c7h7c QsJcTc4d2h KsKdKc9d8c QcJs8d4c2s 
AhJc8c6d4s Js9h7s5s3h JdTsTd9c5d KcJcTd6h3c 
AhKc7s7h2d Td8h7s7h6c JsJhTd7h3h 7h6h5c3d3c 
KcQc9s7d2s AdQs9h7c5h TsTc9c6h5c AsKcTh6h6d 
Kh9d5s5d4h 6h6d5s3h3d JdJc8s3s3d AdKs6d3h3c 
AhTc8s5s2c Jh8s7s5d3h QhQcTs6s2d 9s9d5d4s3c 
QdQc9c5c3h KdQs9s8s7s QcJs9d3d3c Jh9c6h6c4c 
KdQs8c7h6c KsQs9h7s7d Js8c7c5h3s QdJc7d7c3h 
QsJdJc9c2h ThTc6h4s3s AhQc7s6s5d Kd6s6d5c2s 
AhTdTc9d5d Tc9s9h6c5d JsJhTc9c5c JdTs9s8c2h 
AhTd8c5c2d QcJc9c8s6c ThTd8s5s3d QsQhTh6h3h 
KsQh8s8d3h KhQhTd8s3c KhJcTd6s6c AhTd8s8d4d 
Th7s7h5d4d Th8d7c6h3d AhQs9c5h3h KsTc6h5s5d 
9d8h7d5h5d Th7h6s5s3d KhTd9h8h5s AdJs8d4c2h 
Th7s6s5h5c JcTdTc5c3s Kh9s9c7d6c QsTs5d4h2d 
QhQd9s3s2d KcJhTs9h2h Ah9d8s7c5c JsTd5s4h2h 
AcQcTc8h2c JsJhTd7s3s KsJc9h7s4d 9h8d6s5d2h 
Th7h7d5d4d 9s8c6h5c2s Kd9d8s6s4d AdQc7c3c2d 
AcTd8h8d4d QhJhJc8h5h Td9c7c4d3h QhTh9d7h5s 
Qd6c5c4h3d KdTc5d4s2s 8c7c6s6c4s QsQh8d4h4c 
AcJsJh9d2h KdJhTc2s2d Ks7h6s4h4c Th9s8s5h2c 
AsKs9s5h5c AhJh7d5s2c KcQdTc8s3h AdQd7c6d2c 
AsJd8h5c4d QdTdTc8s3h Qh7c6h5c3c AdJh6s2h2d 
KhJd8c7s4h AcQd6h2h2c Qs9d9c8d7h AhQh6c5s3h 
QcTs8d5s3d KdJc7c4s2d KsKc4c3d2c 9s9c8c5s3h 
Qh9h9c8d7h 8h8c6d5s4d AhJc6h4d3s QsJc9h7h6h 
AsQhTs5s3s Ad9s9h5h4s As9d5d2s2c AsQd7d5c4d 
QcJd8s7s7h AcKc8c6h4c QsTh8d4h4d AdTc6s6d3h 
9s9h7c3h3c AdJsJd4d2c TdTc8s7h5d JhTs9d8h4c 
AhTh9h6d6c Th9h8d5s3d 9s9d8c7h5s Ks9d8s7d3d 
Kc9s8c7s3s Ad8s7h7c3d AhJh8d6h5h AhKh6c4h3s 
Kc6c5h5c4h KsQh6s3c2h Td9d8h6h2h JsJcTh7c3c 
AcJc9s2s2c AhTs8h3h2s AcQsQc7c3c KcTh7s6h4d 
Jh9c7s7c3h 9s9c8h6d5h QhJs5h5d2s TsTh8s5s3h 
Kh9c7s7h3s QsTdTc7h5s AsJhTc7d3d Jd9s9h8h2s 
Ks9h8s6d2h QsQd9c3h3d AdTd9d7c2h Ts9s9c6c2c 
AcThTd8s4s KsJc6h6d5s JhTd7c3h3d AsKdTh8h2c 
QsTsTd9c4s QsTs9d7s5c QcTc8d7h5c KhQhTh7c2c 
QsJd9s7s5c JhJd7c6c5c QsTd8d7h5c AhKsJh7h2c 
AdKh5h4h3s AhTd9d8c4s KhQh8s7s3d 9d9c6s4c3d 
KsTh8c7c3h 9s8d7c5c3d AhJh9h9c5h AcQs8c3h2h 
KdQdTh5s2c AcJh6s5d2c KcQh3d2h2c 9s9h5s4h3c 
KdJhThTc2h Ts7s7d5c4c QdJc8d7d5s QdTc8d5h4d 
Td9s9h7d2s Qc9d7d6c4c KdQh6h3c2d Kc9c8c7h4h 
Ah9d5d2h2c JdJcTc4s3c JsTsTc9s4h Qh9s6d5h2d 
8d8c7c6h3d JsTs5c4c2c JsJcTc5h2d Qc9s9c8h7c 
AhKhJh3c2s Th9d8h7c2c AdQs9s5h2h AdQhTh7h3c 
QhTs8c7c2s AcTs7c3h2h KcJh8d6d2c TsTh8s7d5s 
AhQc6s2s2h QcTs8d3s3c QhTd9s5c3h QcJh8s4c2h 
AcTh8s8h4h AhKsJs9s4s JsTd8c5c4h KcJc8s4s4h 
KdTd9s6d4h QhTh9s7h5c JsJh7d6c5d KsTc9h5h5c 
QdThTd9c4d AdJh8c5s4h AcTc9c7s2d Ad9d7c4s2c 
QcTs8h7h2s JcTc8d5h4c AhJc9s7s2c QhTh9d7h5c 
AsKd7h6h4h Qc9d7d5h5c KhQhTh7d2d QhQc8d6s4s 
QsJhJc9c2d JhJcTs7c3c As9d7h5s4s QhJd8s6s5c 
KcTc6c5h4d Kh8c7s5c4s JsTd7h3s3d AcJc7h5d2s 
AcQc6c5h3s AhKhTc4h2s QsTs8c7h5s 7d7c6h3h3d 
KdJs8h7h7c JsJc8s5h2h Js9h9c8h2c AsJd6h2s2d 
8h8c7h6s3s Ts8c6h4s4c Ks7d6c5d2s Js9d8h7d5d 
AhTs8d6d2s Qh9c8s6h2c QcJh6c3s3h JhTd8s6d4d 
Kc8h7d5h4d AdQs9h7h6h QcTsTh5h4h QhThTc8d3s 
KcQdQc8s4c Kd9s9d8c3c Th8s7h5s5d KdQc6d3s2c 
Kd5s5c4c3d AdQc5d4s3d Ad9d6c4h2c Ac9s9h5s4h 
AcJd9c3c2d Qh9c8s8h4s AhJsJc9d6d 9c8s7s6d3c 
JdTh7s6h5h JdTs8d6d4c 7h7d6d3s3h AdQh6h4s3s 
AhJs7h4h4c AdKs6h5s3s KsTd5s4h2h JsJh8d6d5d 
QcTh9s3c2s Ts9c7h6d6c QsTs5d4c2c KcJh9d8s6s 
KhQdJd5d3c Ts9s7c5c3s Jd8s7h6c5d QcJdTs8d3h 
JsJhTh6h5h AhKsKhKdQh KdKc7s6c2c Qh9s8s7c6s 
Ah9d7h7d2h AcTc7c6c4d KdJdTs7h2c QdTd5c4h2c 
QhTd4d3s3h AcQdTh8h3h Ks9h9c7d6c KsKcQd8d2h 
TsTc7h6s5s 8d7s6h4s4h QsTc8h4h4c AsKsQc6d2s 
QdTh9d6c4d Qc7c6h6c5h AsKd5d4h2c JsTs8h6s3h 
QsJsJc9s5s AcQc9h6c5c Th9h8d6d2d QdTc8h5c3h 
AdTc9c8h4s JcTs8c6c4h QhTd9s8c5s AsTh9d8d4c 
AdQs9s7h7c AcQc5d4s3c AdQs8s8c5s QhJs8d5c4s 
KsJs9c4h2c JdTh9d6s3c QsTh7h5d3d Ah9s9d4h2d 
AdTsTc8h3c JsTc8s3h3c AcJdJc6s2h AdQs5c4c2s 
AcTs8d6d2s As9c5h5c2s 9s9d8s7d4s KsKdQc7h2c 
QsJsJd5s3h JcTd9d6s6h KsQs8c5c2d Tc9h7h7d6s 
AcJc7c6d5c QhTs5s5h3s AdQs8c6s4h Jc9s7s7d3c 
QdQc8s6h4h Jc9s9d6d3s QcTdTc3c2d AsTc8h6h5d 
QcJc8h4h3s Js9d9c4s4d QsJc8h5d4c KsQd9s6h3c 
AdTs8c5c2s QhTh5d4s2s KcTh7s6d5d KsKdQc4h2h 
JhTd9s8d2c KhQd8s7c6s QdJs9c8h5c QsTh4s4h3c 
AsJc8h7h4d AdTd7s5d4d As8h7s6s5s As8h4c3s3c 
9h9d6s4h3d AdKc6h5c3c JcTs8h6s4s AhQd8s8d4c 
AsJc8c7c4h KdQd6h4c2c AcTc7c5h3d AcTs8c5c4c 
QdJd9d8s5h QsTs8h7h2s AsTs7c6d3s Tc9s7h6c4d 
Qd9s8d8c6h QdJdTd8d4h Ks6s5s5h4h Ts8d7c6c3d 
AdQd5s4c3d KhJcTc5c3d KsQcTs8h3d KsJdTc7c3h 
QsQd7s7c4s AcTh7c3d2d QdTs9d6c4d Kd9h5s4h4d 
QdJh7d5h2c Ks8d6d4s3c Ac8d7s7h3c Ts7s7d5h4h 
Ah9s5s3d2h AdJhJc9s2c AdQsJs9s6s 9d9c5c4d3h 
KcQc7d6h2d KdQsJc9s3h Qc7c6c5s3s Qc9d8h6c2h 
Js7s6h6d5h KsTh9s8s5d QcJcTc8c4h Tc9h8h7s7h 
AhJc8s5c4c KsTh9s7d3s AhQh9d8s3h Jc8s7c5h3s 
AcTd7s5h4d Qh9s8c6h2s QcJd6h4d3h JdTd9s6d6c 
As9c8d7d5h 9s8c7s5s5c KcQcJc6s3h AsQs9s7d3h 
Tc9c8d5h3d Kh8d6d4h3s Ah9s8c5h4h JsJh8d7h4c 
Jh7h6d5d3s AsQd5c4c2d KsQs8c6d4h AsKh5h4d2c 
Jh9c8s7c5d Ts9d7d4s3c QcJdTs4h4c KhJh9d8c5h 
AcTh7d5s4h AhKcJs7h2h Th9s9d6h5c Kc9h6s5d4c 
Ks9d6s5h2d AcQh7h5d4h KcTc5h4h3c 7c6s5s4s4c 
AcKd9c8s2c AhJsJh4h2c TdTc8h6s4c 9s9h5h4s3d 
QsTd7s6s6h Qs9d8d5s2c Ah9h9c8h4s Js7s6d5d3c 
KcJdTs7c2h Ah7h6s3s3h KdQc3s2d2c Kh6s6d3s3h 
JcTs9s8d2h QhQcJd7h3s KhJsTd8c4c Jc8c7d5d3s 
9h9c6c3h3c AcKcJc9s2c AhKsQh7h2c QcJhJd7d2h 
QsJc6d4s2c KsKhQc8c3d AdTh5h3d2h AdKd9d5s5h 
JcTd8d4h2h AcKsTd6h6d 7h6h5s3s3c 8s7s6h5d4s 
KhTh9c7d3h QsTh9c6d6c Th8c7d6d3c Qc9c7d5c4d 
QcJd8h6h5s 8h8c6c5c2h QcTsTd9d3h KdQd8c5c2h 
JdTd9h5s4d Kc6s6c5d2s AsQs9s7h3c AsJs8s7d3c 
Ad8d6c5s3h Tc7h6h5c3s QdTsTd8h2c Kd9c6d6c3c 
AhKh8s5c3h TsTc6c4h3h QdTd5s4c2s AdQc8d5s3d 
TsTc7c6d5c Qs9d7d5s5h KdQh9c5c2h KdQs9c6h5c 
KhQsJs9c4d AsQs4d3s3d AsKs6d4s3c KdTc7h5d4d 
JdTd9h8s5d QsJsTs6h3c QsTc6s3d3c JsTs8d5c4s 
6d6c5s4c3s AdJd5h3h2h AcQs5c4h3c Qs8h6c5h3s 
Kc9s6d5d3s QsJdJc9h2s Qd9h8h7s6h Jh8h7c5c3s 
QhJsTh3d3c Kc9c6h5h2h AdKdJd3h2s AsQh9c6d2s 
JhTs8s4c2c AcQc9s2s2c AsQh9d7c5d Ac8s7c4s3c 
AcQs7s6h6d JcTs9h5c3d KhJh6h5d4c QhThTc9s4h 
KcQcThTd3c QsJd9h3s3h QhQc6c5c3d KhTh7d5s2d 
Ac9d7d7c2c Ts7s7h6s5h TsTd6h5s4c AdQsTh6d2d 
AdKcTd4d2s AsTs7h4s4d QsTs8d4s4d AdKh6c5h3h 
Ad9h6h2s2d AcQc6s5h3c AcJsJh8d3s KhJh9s8d5h 
Ah9c7d5h4h AhJsJc2s2d TsTd8h8d3c KcJh6h3d3c 
AdQh7h5c4h QhTh5c4d2c Qc9h8s8c4s Ah9d7c6c4d 
Td9c7d5d3c Kc9h5s5h4c AcJc7c6s6d Tc7c6d5h3d 
Td7d6h5h3s Kh7c6h4s4c KsJdTd5d3h As9h6s6h3s 
Td9c8d8c4c KsQsQc7s4s QcJc8s6s2d Qs9h8s6h4s 
Jd9c7d6c3c QsQd6c5d3d KsJh7h4d2s AsTc7h5d4c 
Jh9s9d8d2s KcTd7h5c4c Kh9d6c5s4h Th8c6s4h4c 
8s8h7d6d5c AhQc9d7c2d AhQdJs3h2h Ah9s9d5s4d 
Td8h7c6c5s KdQd8c7c3h KsJsJh5s4s Ts9d7d4s3h 
AcQh7d6s5d JsJc5s5h2h AdQh9s7s6s QsQhJc6s3s 
TsTc7h6c5c Ac9h7s4s2c JhTc9s8c2d Qs8c6c5s2d 
AcQc9c7d3h AdJc8s7s4h KhTd9h5d2h AdQhTc8c3c 
AhQd6s5d4c AsJs7s6c5s 9s8c7s6d3d Ts9h7c6h5h 
QcTd6c4s2d AhJh5c3c2c Ah9d8s7d6d AcQs6s4d3d 
9h8h8c6c3h Jh8c7c5s3h Ac9d8h7h5s Qs8h7s7c4c 
QcJsJd9s2h Qd9d9c6s6d QcTh8d7c5c AcTc7d6s3c 
JhTc9c6s6d AsJs7s6h6c KcQhTs7d5d AdTc9h8h4s 
KdJs9c8s5h KdQh9c7c6c 9c8d7d6h3c 6s6d5c4s3c 
9h8c7c6s3s AcKc8s5h3c AsTs7c5s2c JdJcTd7d3s 
Ad6s6d4h3c Ks8h7d5h4d KhTs7c6s4d JcTd8h8d5s 
8h7s5h4d3s QsJsJh8d4s AhQsJc6c3d AhQhTs6h2c 
Jh9c7d6c5s KcQhQc7c4c QsJd9d6h2h 9h8c6d5c2h 
8d7d5h4h4d QsTd9h7h2d AhKhTh8c2h JhTs7c3s3h 
JhTsTd9d3d JcTd7c5h2d Ts7c6s5d3c QcJcThTc5c 
QhTh5c4s2c JhTsTh8d2c QsJc9c7c5h Qd9c8s6d2s 
QsTd8s7s2d KdQh8h4c2d KdTsTc6s2c KcTsTh6s2h 
KhQsQh8c4h JdTsTd5d3c 9c8h8c6s3h JdJcTc5s2h 
KdQsJs5s3c JhTs9c3s2c AhKh9s5h3c KdTs9d8c3h 
JhTh9d8s5h As9d8c7c5h QcTdTc8h3s Qh9c8s6s2h 
KsKhKc9s8h Jd7s7h6d4s KhTd8s6d5c KdQh8d7d7c 
AsQd6d4h3h QcJd9d3c2s QdTd8s7s2d AhQsJd6d3c 
TdTc6h6d2c Jh7h7d4d4c QsJd9h7h6h AhKcTd4s2c 
7d7c6s6c4c AcKhTd3s2h Th8s7h6d4c KsJcTh9c2c 
AsQc8d5h5c QdJh9d5s3c TsTd9d6d5h Qc8s7c6h5d 
AdKcTh6s6h JhTs9d7c3s Qh6h6d5d4d Jc9h8d7h6h 
AdKc7d6d4d AhQd9d7s7c AdKdQd9d3h JhThTd9c5h 
Kh9s7s6h2c QdJh7d6s3s KdQd8s5s2h Kc9s7s6d4d 
JhTc9d8s3h Kd8h5s5h4d AdJh7d4d4c KhJcTc5s3c 
JdTs8s5h4s 9h8d7d6s3h AdTs8c6c5h AcQs8c5d3c 
JhTh8s8d5c AcJhJd8s3h Td9d7c5c3d Qd8h7h5h5d 
QhJsJd9s4c JhTs9s7s5s JcTc9d8s2c Ad7h6d3h3d 
AcKcTc8c4c Kd8d7s6c3c JcTc8c6s4d Jc9s9h8s3h 
Th8d7h6s4c Ad9s5s2h2d AdKh9h7h4s AdKcJd7d2h 
QcTc6s6d5h KcJh6s6d5c AhKc9s9h4h Qs9c8c7h6c 
QhJhThTc5h KsQd6d3c2s QsJs9c4d2c KdQcTs4h4d 
QsJs9d4c2d AcQhJs3c2c AsQs8h8d3c AdKdTh2s2d 
Kc5s5c4h3h Jd8s7s5d3h JdTs7h3s3d KhKd8d4s2c 
AhJh8s7h3c KsTs7h5c2h AsKc8d4s3h QhQd7s6c4c 
QcTc8d4d4c AdJc8s5h4c JhTd9c7d3s 9d7h7d5d4h 
KdQs8h6d4c QhTs6h3s3c QsQdTs6s3s KdQhTs4d4c 
KhQc9s9d6c QhTh7s6h6d KcQh8s7d6s AhTd9d8s4c 
KcQdJh8h5h AdJsJc9h6h JdTs8d6d4h Jc9s9c8h2h 
Qh8d6c5h2d AsKs4d3d2s KcTc7c6d5c KdJsTh7d2c 
KcTs8s7s6s Ad8h6d5c2s AcQsJd3c2c ThTd7c6h4s 
Tc9c8d5s3d JdTc7d5c2h AhTs8s8d4c AsKd9c5d3h 
QsQcJh7s3d AhQs5d4h3h Jd9h7h6d3h KdTs9d8h3c 
AdJd7h5s2c KcQhTh9d2h KsJd8c6c2s TsTd8d7h4c 
JhTc8c5s4c KhQc9c3d2h JhTs6c5c2h Jh8s6s6h4c 
AcJc7c6s5c Tc8h7h5s5c AsKh5d4h3h Qc6s5s4d3c 
AcJh3d3c2d QsTs7d6s6c Kd5d5c4c3s AcJh4c3s2s 
KsQhJh9c4d KcJc9d9c6s Ah7h6s5h5c Kh9c8h7c3c 
AdTs9s4c3c QcJd5s5c2d Qc8c7s7h4s JdTh9c7c4s 
KhJh7h5s4c Ks8s8d6d3h Qs9s9c7d3c QsTs9h8d5s 
AdJsJh7c4c KdKc7s6d2d KsQh9c6d5c KdTd9s7c3d 
Ts9c8h7h2c QhTc6c5s4d KsQsTs7h2h KsJd9h7s4c 
KcTc8h7s4c QcTs9h6s4d QdJhTc8h3s KcQcTs6h2d 
JhTh7s6h5d Qh9c7c5h5d Th9c7s6h4d Ad9d8h7d4c 
JdTh8d6d4c KcQh8s6c4d JdTd8c4c3d TsTd8c7h5d 
KsQh8s7s7c KdQcTc6s3c KdQh6d6c4s Kc7h6c4h4d 
Ks9h7s7c3c JdTh7d5c2h JhTc9c8d3s KdJsJd8c4d 
AhJd7h4h4c Ts9s8s7c6s AcJs6h5h3s AdKc4s4d3d 
Ah5h5d3s2s Qc9c7h6h4c QsTs9c4c2s Ac9s5s2d2c 
Qc7c6c5d3d QcJs8d6d5h AhQh5c4s3h KcTh7c5s2s 
KsQs8d6h4c 8s8d7d6d6c AhQdTd7d3s AsKsJs9d2s 
AsKsTh4s2d QcTd8c4c2d JsTh9d7d4c QhQc7s7c4c 
KsJd9h6c5h AdKsJs9s4s KhTd7h5s2s AcKc8d7s2c 
Jd9s8d7d5h KcJc9s4h2s 6s6d5h3s3d QdTd8h6d6c 
QhTs9c7c2s Kc9d8d6c2d Tc8c7h6s3h KsJc6s5d3h 
KcQh9d6h2d 9h9c8c5h3s AcKcJd3s2c KcQd8c6s4h 
JsJh8c7h4d AsKs8c4h2d 9h8c7c6d3d KsQhTd5c2s 
AhQs6s4d3d AdKdQc6s2d AdJd8s7c3d KdQcTh7s5s 
Kd9d7s5h2s KdTh9d8s3c KcQs9s6s5d Qc9s9c8d3d 
9s9c8c6s3c AsTdTc8h4h Ac7s5h3h2c QcJc8s6s2h 
QhQdJs9c2s 8h7s6h5c4h JhTc8d5d4s QsJh6d5s5c 
AhQh6c5d3h AsTc7d5h4c QsTs7s5h3h KdJd9d9c6h 
KcQsTh9s4s AcJs6d5h2c QsJd5s4d2s Jd9c6c5h3h 
KdTd8s7d4c QcTh9d5s3c Jc9c8h8c7s Td8s7h6d5c 
QdJh8s7s7c Kc9c8d7h2h AdQd9c5h5d Kd9h8s8h2d 
Ac9s9d8c2h QsQdTh8h3c QsTd9s4d2s QhTs8d8c5h 
Ah9d7c4c2h KdTh5h5c4c QhJhJd8h5h KsThTc6c2h 
QsJd9c6h5h 7h7d6s6c5s KcTc9h5c4d AhKdTs8s2c 
QhQcJc7s3d AhTc7h4h2c JdTh6d5h2c As6s6c4h3d 
8c7c5d4d4c QcTc9d5h3s AsJd7s3c2c AsKc7s7h2d 
Th9d7d6s6c AdJc9s7s2c AcQh9s5c3c QcJc9c8s5d 
KhKc8s4c3c AdQsJs9s2h QhTc9h8d4s AhKh6h5h5c 
Th9d9c8h6h AdJc7s7h3d 7s7c6d6c4h AcJc9d9c5c 
Jd7s7d4s4c 8c7d6h4h4d AcJh8s6h5h KhQh5s4d3c 
JsJdTd7d3h Td9c8d7h2h AhJc8c6c5d TsTd7d6h4c 
Ah9c8s7s5d TsTh9s7c2c QsJdJc9h5h QcTc5s4d2d 
AdKh9d9c4d QcTh9s6s6d AdJh8d4s2c AhKhTd4h2s 
Js9d6s6d4d Qs6s5d5c4d QcJhJcTc2c AsQd8s5h3s 
KcQcTs8h3d Td9c6d4h4c KhQdTc7d4d AsKs8d4h2c 
QsJhJd9s3c KsJhTd6h6c AhTh9h6c3d KhQc8h7h7d 
ThTc8d6c3d KhJhTd3s2c JsJdTd5h2c AsQcJc9c2d 
KsQsQc4s3s TsTd8c6h4d AcTs7h7c3c AhJdJc9s2d 
Ad8h4d4c3c AdJs8c6h2d Ah6h5d3s2s Ah8h6s5c3d 
Tc7c6h5s3s QhJd8h6h3d JsJd7d2s2c Ks9c8s8d3d 
QcTsTd7h5c KhQs8d7h3d KhQsQc6s2d KsJhTd8h4h 
KcQs8d8c3s Ad9c7d2s2c AhTs9s9d4c Jd9s7h6s5c 
KcQhTsTd2h QhTh9d8c2s Qc6c5s5h4s AdQc8h8c3h 
AdKsTc8h3h QhTd9s6s6c QcJhJd7h2d AcTc6h3d2d 
Ac9s8s4c3c KcJc7c5d4h QhTc9d7d2c Ad9s7c4c2d 
KhJh8s6d3s Ts7d6d5h3h Ac8s7c6c5c QdTdTc9h4d 
KdJs6d5h3c KsKhQh3h2h QcTh9s6h3d KcJsTh7c2d 
QhJh8c6c2d Qd6d5c4c3h AcQh7s4s3h QdJsJd7c2c 
QsQc8d7d5d Ts9h8h5c3c AsKs9s5h5d QcJs9h3h3c 
