Kd8s4h3h2s 
Jc8c4h3d2s KhTc7h7d7c Qs9d8d4d2d Qc6s5s2s2h 
Qs8d4s3c2h Th5d5c4h2h 9s5s5d3h2s Ad9s7c3s2s 
7c5d3s3h2c Jh8h4h2s2c Qc4d3s3h2c Ks9d7h3d2c 
Ts5c4d3h2s Kc6s3d3c2c Qd7d6d4c2d Qs9s9h3s2s 
Kd9s5h3c2h Qd7h4s3s2h Kd7d4s3d2c Kh9c4s4c3c 
9h5c4d2s2h AsTd4d3d2c Ac9h5h3h2d QdJsJhJc9c 
Td7d5d4d2d Qh6d4s4c2s Td7s6h3c2c Qs8h7d3h2d 
5s5h4d3s2s 9s6d4h3c2d Qc8h6h2h2d Kh7c3s3h2d 
Td8d4c3h2d As9h5h2d2c Td7s4c2h2c Qh6s4s3d2c 
Qc8c4d2s2c Jd7d7c4d2d Qh9d7h4s2h AhJsJdJc9d 
Qd7d5s2d2c 7c6d3s3h2c Ks9d8d3c2h Qc7c3s3c2s 
Ad6h6c3c2s 9c8s4s3h2d Ad6h6d6c4h ThTdTc7h6c 
Ts8c7c3h2c Qh4h3c2s2d 9d8c4c2s2c 9s7d4h4d2c 
5d4d4c3h2d Ts7h7c3s2d Jd8h7s3c2d 9d6d3s3h2c 
Ad9c7h3s2s QsQhQc5h3s As7c4c2h2c Ad9s6h4c2c 
8s8h7d3s2s Qc9s6s2s2h As8h6c3d2d Tc7d4s4d2d 
As7d5c3d2d Ad8d6d3s2d As4h4d3d2c Kd9h4d4c2d 
AhJhJdJc6s Qc7s5s5d2s 9h5c4s3d2d AhJsJhJc3d 
Qs6s4s4d2s Ks9s4s3d2c 7d6d4d2h2d Ks9h4d3d3c 
KcJh7s3h2h Js9d3s2s2c Th8d5c3d2d 6d4s3d2h2c 
5s4s3d3c2h Th7s4c2d2c Ad8h6c3s2s Ac7d4h2s2h 
9c5h4c3s2c Td7d4h2s2c Ac9h6h3s2d Th7c6s3d2s 
Kh4h3h3d2c 4s4d3s2h2c Ts5s5c4s2s Th7d6s3d2c 
AcQd7h3s2h 7d6c3s3d2h Qh5d4h3h2h Kd9h8s3s2s 
9c7h4s4d2s 9d6h4s2s2c Ah9c6s4d2c Tc7s4c2h2c 
Qs8s4c3d2h As9h5d2h2c Tc6s4d2s2h 9c5s5d3h2c 
KhQs8d3s2s Jc9s4s2h2d Jc8h6h2h2d Qd7d7c6d2d 
Ac8d4s4h2h 9d8d4h3s2c Qs8h5h2h2c 7s6d3s3c2h 
Kd7c5s3c2h 8c6h3s3d2s Kc8c4c2h2d 7c6d3s3c2h 
Qh5c4s3s2d Jd5h4s3c2h 7c5d3s3h2d Kd8s3s3c2c 
7d5h3d2d2c 9d6h4h3c2h Tc8d4d3d2h 9d8d7c3d2d 
7h5c3c2s2c KhJs8d3c2d Ac8s4s4h2s 9c8h4s3h2d 
Qh8h4d3s2c 9d9c4s3d2d 9d8d4h4c2d Jh7d5d2d2c 
Jh5d4h2h2c Kh8s8h8c7s Th3h3c2s2h Kc9s5h3d2d 
KdJs8h2h2c 9c4d4c2s2c TsTdTc9h8c Ts7s5c3d2s 
TsThTd7h6s Qh9s7h4d2h Tc8s8d8c7d Kc7s5s2h2d 
Ts6s4h2s2c 8d7d6d3d2h 5s4h3d3c2s Th8h7h3c2d 
Kd9h6s3s2c Jc5d4c2h2c As8h5c3h2h Kd9h7c4s2c 
8s8c7h3d2d Kc5s5d3h2h Ts7h5h2d2c Ah6c4s2d2c 
Qc5s4d3s2s Ts3s3c2s2d Kc8c4s4h2c 9h9d4c3h2h 
Ks4s3h3c2s 7h6d3c2s2h Qs6d6c3s2s Jh8c4h3h2d 
Kd7s5c2h2c Kh8c5d2s2d Kc9d3h2h2d As8c7h3d2c 
Th7s4d2d2c Ah6d6c3d2s KhJs6s2s2d Ts7d7c3s2h 
AhJsJdJc9c Td6h5c3c2c Qs7h7d5c2c Th8c4d3s2d 
Qs8h7s2s2c KsJs7d3s2s Td5h4s3c2d KdQc8c3c2h 
Tc8c4d3h2c Jh8d5c3c2c 7d6d4d3d2c Ad6s6h3s2c 
Qd5d4h4d2d Jd7d4h4d3d Ts8h4h3c2h Qc7c5s3c2h 
Kd7d4d2h2c Qs7s6s4h2s 8c6s3h3d2h 9h8h4s4d2h 
8h7h4h4d2h Tc8c5c3h2c Qd8s7s4s2h Kd7s5s5h2s 
Js6d5d3c2d 5s5h4c3s2s QcJc7c3d2c Qd9c4c3s2h 
Kc8c4h2s2c Qs6d4c3s2s KdQd8d4d3d Qd9s7s4c2h 
8h8c7d3h2h Qs7h6s3c2d Jd7h5c3s2h Ts7s4d3c2h 
8h3s3d2d2c Qh7h7d4h2s JsJhJd9d8c Kh9h7h3h2c 
Ac9s9h3s2d 8d5s5c3d2d 9s9d7h7d7c 7s5c3h3d2s 
Kh9s8s4s2s Qd9h4s4h2c 9s5h5c3s2s Qd4d3s3h2c 
AcTs3h3d2h Kc7s5d3d2h 7s5h3s3d2s Th6d6c3d2s 
QcJh7c3c2d AhTs5s3s2s Th8h4c3h2s Jd3h3c2s2h 
9c8h4h2s2h Js8c7c4c2c Kc8h8d4h2h 9h8d3s3d2d 
7h5s4h3h2h JdJc7s3h2h Qh6d4c3d2s 9h9c4c3c2d 
Kd7c5s3s2h Js9h3c2h2d Ah8c6h3h2h JsJc2s2d2c 
Qs7h6s2d2c Js9d4h3c2c Ac9s5d3h2h Js6h4d4c2s 
9s5c4s3h2s 6c4s3d2h2d Kh9d6c3s2c Kh7d5s2s2c 
AsQh7h3h2h As7h6h3h2c KsQc8c2d2c Qd8d5c3h2d 
Qh7s6c4c2c AhTd4s3d2d Ks4h3s2s2d 8d8c4h3h2h 
Ah8s5d3c2d 9h8s3d2d2c 7h6s3c2d2c KcTh9s9d9c 
Jc7s6s4h2s Ah9d6c3c2s Qh9d6c3c2c Kd8d4d3s3c 
Ks9d6c3h2h Kd7s5c3c2h 6s4h4c3s2s 5h5c4s3h2h 
Jh7h6d2h2c 6h4h3s2h2c 8s8h7c3c2c Qd7d6c2s2d 
ThTdTc7d6c Kh9h4h3s2d Jh8c4h3h2s AhTsThTc6d 
Ad9s5s3s2c AdJc6h3c2c 9c5s4s4d2s Td6s4h4c2h 
9h5s4d3h2h Tc6d5d2s2h Qh8c4d3s3d 9s4d3h2h2d 
Qh9h3s3c2d 7s5s3s2d2c Ad9h7s3c2s Kh7h6s3d2h 
Qs7c5s2s2d Qh6c5c3c2c Jh7s5d3c2c KsKhKdQc3s 
5h5c4s3s2s Jd9c4h3s2s 8s5h3h3d2c 9h5c4h3d2h 
Js8h7h4h2h Ah7d4s4c2s Qs5h4d3h2h Ah8s5s3d2s 
9s8d3h2h2c Kd9s7s4s2c Ks7h5c3h2h Jd7s5c3s2h 
Jd7d5c3s2d Kd7d5d3s2d Jh9d4s3h2h Qs4s3h3c2d 
Qd9d7c3d2s Td8c7s3c2h Tc8h5c3c2c Td6h4s3h2c 
Ks7c5d2h2d 9d7s6s3s2s 8s8h4d3d2d Kh7c5s3c2c 
Kh9c5c3s2c KcTd3s3h2d Ks7c4s4d2s Qh6d5d2s2c 
As8c7d3d2h Jd5h4h2h2c Jc8s8h3d2h Ad5s3h3c2h 
Kd3h3c2s2h KcJc8c2s2c 9s6d4d3h2d Qh8h5h3h2c 
Kc8h7h3h3d Jh5s4d3h2h Td6s4c3h2h Td6c5c3c2s 
Ah9c4c3s3c AsQc9s9h9d 9c7h4s3c2d Qd9d3h2s2c 
Jh9c4d3s2d Qs9d7s3c2s Ah8d4s2d2c 6h4c3d2s2c 
Jc6c4c3s3c Qc9h4c3c2s Kc7h5h3d2s Ac9d5h4h2h 
Th6d4s3c2d Js7s4s3s3d Qh7c6d3s2h Qc8h5s3s2s 
Qs9s7h3c2s 9c4s3h2s2c Qs5h3s3d2s 9d6d4d2s2c 
6d4c3h2s2h KhJd8s3c2s JsJhJd7s7c Qd7c6h3s2d 
6c4h3s2s2d As7c4h4d2h 9d6c4s3s2s AhTs3d2d2c 
Ac7d6d4d2d Qc9s4d4c2c 7s5s3h3c2s Kh8c7d4d2d 
9c8c3s2h2c Kc8c4c2s2h Ts7s5s4s2s AsTc4d3d2d 
9s7s4h2s2c 8d6s3s3c2h Ac9d7h3s2s KhQhQdQc8s 
Js5c4h4d2c 9s6s4s4c2s Ts8c7c3c2h 9h6d3d3c2s 
Qs9h8h4h2h Ac9h6h4d2h Ks9d3h3c2s 9d5s4c3s2s 
Kh7h4d3h2c Js7d5h3c2c Qh9h6h3c2h 5d4d3s3d2h 
9s6c3s3d2s Ks7s6c3d2s Ad9h5s2s2c Th5s4h3h2d 
Tc5d4c3s2c KhKdKcQs3c Kh9s5d3c2c Tc7s6s3h2d 
Qd8s7h4h2h Qd6h6d3d2s 7s7c6s6h6d JsJhJc8s6c 
Kh8d7h3c2h 9c6c4s2h2c Js5d4h2d2c Qh8c5d3c2c 
Js7c5h3d2d 7h5h4h3h2d 7c6h3h2s2d Jc5h4d3s2d 
Ad6s6d6c4c Jh7s6s6d2s Qd8s7c3s2c 9s6d4h3h2c 
Td6s6h3c2d Kc7h5d3s2d Kc9d6d2s2h Ks8d4s3c2h 
Jc9c7c2h2c Qd9s4s3h2c 9c8c4s4c2c KsTd3c2h2c 
9h6c4s3s2s Jh6s6h2h2d Ks9h5d3c2d Ks7c3s3h2d 
Ks4s3s3d2c Ah8c5c3c2s 8h5c3s3h2d Qh5s4s4d2s 
9s6c4d3c2h Jh6h4s3d2c Td7h6c3d2d Jh8c6s2s2d 
8h8d7c3h2h Ad9c7c3s2c 7h3s3c2d2c JsTsThTd4d 
Qc4h4c3c2s Jh6h6d2h2c 7c5c3d2h2c Qd7c6h3d2s 
Qd8d6c3s2d Js8c7d3s2h Qs8c7d3c2d Jc5h4s4d2h 
Kh9d8c3s2d Qd5h5c3s2h Th4d3c2d2c Jd7d6h2d2c 
Ad8s8h3s2s Jd8s7h3d2c Kh9d6c3s2d Ah8c5d3c2c 
Js6c3h2h2c Kc9d5d4d2d KhTc4c3c2c Th8s3c2s2d 
9c5s3h3c2d 9h5h4h3h3d 9h6s4h2d2c Kc9h6h2s2h 
9h8c4d2s2d Jd6s4c2h2d Th7s5c2d2c AcTs4s3s2d 
KhQhQdQc9h Qc9d7c3c2h Js8c5c3c2h 9h8h3s2d2c 
Qh5h3s3h2d Qc6c4d4c2c 9h5h4d3h2s Js7h6d4h2h 
Jh8s8d3s2s Th6s6h3h2c 8d8c7h3h2s Ts5s4h4d2s 
As6d5h3d2d Td8c5c3c2s Qc8s7c2d2c Ac9d5d2s2h 
Js8c7h3d2s Jh7h4d2s2c KsKhKd9c5h Qc8d7d3s3d 
Kc5d5c3c2c KhJs6d3d2d Ad7s7c3h2s KhJs8c3c2d 
Kd9c5c3s2c 8s6h3c2s2d 7h6c3d2s2c Ks9h6h3c2h 
KsQsTsThTd Jh8h6s3c2h Kh9d8c3c2c QdJd7s3h2d 
JsJhJcTd8d Kh9d8s3s2s AdTd6d3d2d 9s8d7c3d2d 
Qc7d5h5d2d Qd9s8s8d8c QcJs7c2h2c Kc9c4d4c2s 
Qs7c5d3s2s 9h7c4s4d2h Tc7h6h3d2s 6d4h3c2s2h 
Kc9d7d3h2s Js9s6s2s2c Qc5c3d3c2h Kc9h5d3s2s 
Jh9h7h2s2h As9c4c3h3c Js5c4c2h2c 9h7h7d3h2h 
6s4h4d3s2c Ac5s4s2s2h Jd6c5h3c2c 9d8c4h2s2h 
Td5h4d3s2d Kd8c5s3s2h Jc5s4d2s2h Qh8s4d4c3c 
Jc7s5d3d2h Jh7s5c3s2d Jh9h3s3h2c Th7s5s3s2d 
Ts7c6s3d2s Tc6c4c3s2d Jc8c6c3d2s Ad9c5c2h2c 
Kh9h6d3h2h Jh5s5h3d2h Ts8s8h8d7d 9d8s3h2h2c 
AhJs6c2d2c QcJc7h3c2s Ks9c5h2h2d 5h5d4c3c2c 
Js8s7s2s2h Ks9c5d3d2d Ts5c4d3s2h KdQh8h3c2h 
9d4c3d3c2d Ts7d6s3s2c Js6d6c4d2d QsQhQcTh8h 
As8h8d3c2h Qc9h4h3d2s Qc5d4h3d2d As9c7h3c2c 
Kc6d4h3h2s Jd5d4d3d3c Ad9h5c4c2c Ah7d7c3d2s 
Jh8s4s4c3s Qd9d7h4s2d 7c5s3s3h2s Kd8c5h2s2c 
JsJh6d3d2d 9h5s5d4s2s Ad9c6s4h2h Qh7s5s5c2s 
8h5c4c3s2c 9s5d4c3h2h Qh8c7c3s3c Th5s4d3h2c 
Ts5h4c3c2d Qc9h7c3c2s Tc5d4s4h2d Qd6h6c2s2h 
Th7h5d3h2c 9s8c4s2h2d Kc9d8h3d2s Th9h3h3d2h 
9c5c4h2d2c Ah8c4s2d2c As6h4h3c2d 5h4h3h3c2d 
Qd8c4h4d2d 9c6c4c3h2s 5h5d4c3h2h Qs7h6d3c2s 
Js9d4h3c2h KsTs3s2s2h Ks8s4s3h3c Kh9s8c4c2c 
Kd9d4d3c2h Ah8h3h2s2d 7h7d4d3d2d Qh6s6c3h2d 
AcTh6d3d2d JsJhJc2s2h 9s8c3d2h2c Ts6h4h2d2c 
Jh9c3d2s2c QhJs8s8h8d 7s5h4h3h2h 7c6s3h2h2d 
Qc8s4d4c2c Th8h3s2d2c Kd8h4d2s2d 6c4c3d2s2c 
9s8s4s4c3s 8h8c4d3c2c 9h5d4c2s2d Qd6c4s3d2d 
AsJsJhJc5d 9s5h5d3d2c KsJh8d3d2d KcQd8s3d2d 
Jd6c5c3h2c 6d4s4c3s2s Qh9d4h4c2h 8h5h4h3c2h 
QhQdQc9h4d Qs7c4d2s2h Jh7c5d2s2c Kh9c8s3s2d 
Qh7s6d3c2h Th5d4s3c2h KsKhKc4h3d Qh6h4h4c2h 
KdJh8d3d2d 6h4s4c3h2d Jc8d6d2h2d Kd9c8h3s2s 
7d5d3s2h2c Td6c4h3s2c Jc6d6c3h2s Ad8h4s4h2h 
Qc8h4s3s3d Kc7s3h2s2h Kc6s4s3s2d Jc5d4d3s2d 
Jh8d4d2s2d 8d6d3s3c2h AdKh5s5d5c Kc7c6d3s2c 
Th6h4h3c2d Qd4d3s3c2h Kd9h4d3d2c Th8c3h3d2s 
Qs9h9d3h2h Js7s5s3h2d Jd9h4s3h2h Td6d5d2s2d 
Qh7s4c3c2s Td5d4h3s2d Th8s4c3d2c Ac7h3d2h2d 
Jh6h4h4d2s Js7h5c3h2h Jh8h7h3s2d Qh5s5h4h2h 
Js9s3s3h2c AsTh6d3c2d Kc9c4d2s2c Qs9h8s8h8c 
7c3s3h2h2d Qc7c5s2h2c Qh7d6s6c2s Jh6c4s2h2d 
9d8c4c2h2c KdJs7d3d2d Kh7h4h3c2s Td5c4h3h2s 
9d5h4h3h2s Ac4c3s3c2c KsQs8s4s3s Ac9h5s2h2d 
9h8s4h2h2d 5h4h3s2h2d Jc8h8c3s2c QhJc8h8d8c 
Kc7d5h3s2s Th6s6d3s2c Kd8d4d2s2h Ah9d5d3d2c 
Ks4s3s2h2d Jc6c5c3c2h Jc6d5d2h2d 7c5h3c2d2c 
8d6d4s3d2d Js7s6c2s2h As8h8d3d2c Kc6s4h3d2h 
Qs9s6s3d2s Kh8h7h3d2c Kd9h7h4h2c 9c8d3h2s2h 
7c5d3h2s2c 9h6h4h4d2h Ks5h3h3c2d Qc6h6d3c2c 
Td8c4h3c2s Qc7d6c2s2c Qd8d4s4h2d 9c5h4d2s2d 
Qd8h4c3d2s Ah7d6s3c2s Qd5c4s4h2c Js8h4s3d2s 
Ac8h5h3s2h Jh8s8d3d2c Ts7h7c3h2d Kh9c6s3c2d 
Td3h3d2d2c Td7s4d2d2c Ah5c3d2s2c Kc9c5c3s2c 
Jh8c6d2s2d Kc9h6d3h2h Ts8h7d3h2c Ks6c4h3h2d 
Js5d4c3d2h 7d6d3s2h2d As5c3h3d2h Qs5c4c3h2c 
9c7d4d2s2h 7s5s3d2s2c Kd9c6h3s2h Th7c5c3c2d 
Jc9d3s3d2h As6s6d6c4c Ks8s4d4c2s Ac7h5s3d2d 
Td5d4c3s2d Jh8d4d2s2c KsKdKc9d6d Qc7s7d2h2c 
Jc8c6h3d2c Ts5s4c3s2h 9c6c4s2d2c 5h4s4d3h2h 
QsJs7h2s2d Jc7s5d3h2s Qc8d5h3d2s Jd9c3d2h2d 
9d5c4d3d2h AdJd6d3d2h Jc8d5c3c2c Jh8c5d3d2d 
Tc5c4h3c2d 7c5d3c2s2h Qs7s7c4s2d AhQc7c3c2c 
7h6h3s3c2d Js9c4h3d2h 9s5c4h4c2c KdJc7h3s2h 
QhJc7h3h2s Qh5s4c3d2d 9d5c4c3s2c Th8h3h3d2c 
AdJc3s3d3c Js9d3d3c2h Qd4d4c3d2s Th8d7c3d2s 
Qh9h6h2s2h Tc7d7c3c2s Th8c4d3d2s Qd5s4c3h2h 
Td8d7d3c2h Qd9s9d3d2d 9c5c3d3c2h Td6s4s2h2c 
KcJh7s3d2s Qh5s5d3d2c Ah8s7d3c2c Kc9c4c3h3c 
Jd5s4c3h2c Tc5c4c3h3c Kd8s5h3h2c Tc5d4d3s2h 
Jd8h4s4h3h As7h6c3h2d Qd8d5d3d2c 8s7s6h3s2s 
Kh7c6c4c2c Jc7d6d4d2s 9s5s4h4d2s Jc5s4c2h2c 
As9d6h4d2c Js8d8c3d2d Qd8s5h3c2c AcTd4s3h2s 
Kh6c4h3h2h 5c4h3s3c2c Qc8d5s3d2h JsJd7h3h2c 
Js9d4d3d2c Th7s7d3s2s Kd9d4d3h3d Kc8c4d4c2h 
KsJh7h3d2h Tc5c4c3d2s Ah7s6s3s2d Qs4h4c3s2d 
Kc8h7s3h3d Kc9s4s3s3d KcJs6s3s2s 5s4h3h2h2d 
Jc6d4c2s2h Th9h9d9c7d Qh5d3s3h2h Tc6c4d2h2c 
Js9s3s2h2c Kd8d4h2d2c Kc8s4s4h3d 9c6d4h3s2d 
Js9h4h2h2c 9s8h7d3h2h Ah9c7c3c2s 6h4d3s3h2c 
Qs9d4s4c2s Ks8c7d3h3d Js7d5h3s2s Tc8d4h3h2h 
9h3s3c2h2d AhTd6c3s2s Jd8h7s3d2c TsTdTc7d6s 
9h5s3d3c2h Th8s3c2h2d Qh7c5s4c2c Td9s9d9c7c 
9d5d4s2h2c 9d4s3c2s2c KdJc8h3s2h Qd8d6s3h2d 
Kd6h4h2s2c Qh7s4c3s3d KcQc7c3c2h Ad9s7h3s2s 
Kc5h5d3s2d 9d8d7s3d2d Kd7c5s2s2h 7d6d3d3c2h 
As7d6h3d2c 9d6s4h3h2h 9s8c4h3c2d 9s5d5c3h2s 
Kc8h4s4h3d 7h6h4h3h2s Ac9h6s4s2s JsJhJdTh8h 
Ah9c5d3s2d Jc5h4h2s2h Th8h3c2s2h AdTd9h9d9c 
Tc8h4s3c2c Jc5c4c2s2h Th7h4h2d2c 7h5c3s2h2d 
Kc7d5s3d2h 8s6d3h3d2c 7s6h3c2h2d Kd6h6c3h2s 
8c5c3s3c2h Js7d5d3h2c Jh7h6h5h2h KsKhKd9d6d 
Ts3h3d2s2c QdTh7s3s2s KcJd6s2s2h KsQc8c3h2c 
Qh8h5h3c2h Qd7d3s3d2s Td8d3s3d2c Kd8c5h2s2h 
9c5h5d4c2c 8d8c7h3d2d 9h6d3h2s2h Js8d4s3h2c 
Jc8d7d4d2d Kc9c4d3h2c Qh9h7s4d2h Jc6c4d3s2h 
Th6s6c3h2d Kh9d7s4c2s QsJs7s3d2s Qc9d7d4s2h 
Jc7h4d2s2c Jd8h4h4c3h Qh7s7h4c2h Jh8d4h3c2s 
Th8s7c3s2d Qd5c4h3c2c 9h8d3h2s2c 9d7d6h3d2d 
Ad8s4h2s2c 9h7d4s3h2c Ks7c3d2d2c Td7s6c3d2d 
Tc6c4d3c2h 9d8s3h2s2c Kd6h4s3c2s 7c5c4c3c2h 
AcTh5h3h2h Jh7d5h3h2s Js7d5s3s2h JsJdJc8c5s 
Ad8s7h3s2c Qd9s4s3c2h Th8c7d3c2s 9d8d4h3c2s 
9c5c3d3c2s As9d6h4c2h Js8s6s3d2h Qd7h5h5c2h 
9h7h3d3c2s Qh9h7c3s2h 6s5s3s3c2s 9h6s4d2d2c 
Td6h6c3c2s Ks8h7c3s2s 7d6s4d3d2d Ac9s6d2h2d 
Qc6d6c3c2h QsQhQc9c2s 9s5h4s3s2c Th4c3h3c2h 
AdTh3h3c2h Ks7c5d3h2h 9c6c4h3c2s 8h5c3d3c2s 
6d4c3d2s2d Jh7d5c3s2s Jh8h6h2h2c Jh7d6s4s2s 
Kd7s5s2h2c 8s7h5h3h2h Kc7c4c2h2d Ks6h6d3h2c 
Qh7c4s3d3c Jc9d4s3c2c QsJs7c2s2h Jh7h7c4h2h 
Td7d5s3d2c 9s5s4s3d2h AhTc6s3d2s Th7c6c2d2c 
Js6h6c4d2h Js6c3d2d2c Jd9d7d2d2c Qd9d3c2s2h 
Qh5c4s2d2c Th5d4d3s3d Jc8d4d3s3h AdJsJhJd6c 
Qs7d5h5c2h Qh8d3s2s2d Qh9c7h3h2s Qs8d7c4c2c 
6h4d4c3h2s Td8c3h2s2c 7c5s3d3c2c Qd8h5h2h2c 
9c5c4h3c2d Kd8s8c2s2h 9h6c4s3s2d Jc9c3s3c2d 
Qh8c5c3s2d Qs5h4c3d2c Kh8h4h2s2d Td7s5d3d2c 
Qs7s5s5d2s Ks8s4h4c3s 7h5c3h2h2d 9c7c6c3h2c 
Jc8c4c2s2d Qc6h4s4d2d Jc6h4d2s2c Qc4c3s2h2d 
Kc9s6d3s2s Jc7s5s3h2d Tc6d5d3d2h Kc7s7d4s2s 
Kh7h4h3s2d Jh8h7c3s2h Kh8c6c2s2d Js8s6s2s2h 
9c7c4h3s2d 9s9d4d3d2h Js8s7d3c2s Kh8d7c4c2c 
Ac9s4h4d3d Jc5d4h3s2h Td6s6c3h2d QhJh7c2s2h 
Ts7s5h3s2c Td5h4d3d2c QhJs7h2d2c Ah8s7s3c2d 
Qd8d7d2s2h Qd6c5c2s2h Js6d4s3h2c Kh8s7c3h2h 
9s8s4s4d2s Ad8c5h3s2h Qd8d7d4d2h Qh8d4h3s2c 
Qh9h4d3h2s Jh7s5d3s2c Qc9s8c3c2c Jc7d5h3d2d 
KhJd6s3s2s 9s5h5d4h2h Qc8h7h4h3h Js8s4d4c2s 
Kd9s7c2h2c Th5s4c3h2h Tc8c4c2h2c Th6h6d3h2s 
Jc8s4s2s2h 7s6d3c2h2d Kh9h7s4h2h 7s5h3s2s2d 
Kd9s5s3c2s 8d5d4d3s2d Ad4s4c3s2h 9s6h4s3s2c 
Qs8d5d3c2h 7s6h3d2d2c Ah6d4d3c2s KhQc8d3d2s 
Ad9h4s4c3s KdJs8h3c2c Qd7d5s3c2d KcTd7h7d7c 
Tc7d5h3s2d AcTd6h3s2s Ad8c4s4h2h Th7h4h4c2s 
Qs8s5s2s2d Jc6s6h4d2h 7s6h3s3d2c Kd9s4d4c2d 
Ah8c7s3d2d 6d4c3s3h2d AsJc6c3c2h Js5h4h3h2d 
Jc8h6h2s2d QsQhQc6c4h 9s4d3s3d2s Qs5c4h2h2d 
Jc7d3h3d2h QhQdQc9d2h KsKhKd9s6s 5h4h3h3d2s 
Qc8s7h4d2d Td6d4d2h2d 6h4s4c3d2d 9h8h3s2h2d 
KdTs7s7d7c 9c6c4d2s2c Qc5d4d2s2h AsTd4d3d2h 
Kd8c7h3d2d 5h4s4c3h2h Th8h7s3h2d Jc7d3d2d2c 
Qd8h8c3d2s Ts5s5c3h2d KcJs6d2h2d Jd6d4c3d2s 
Jc9c3h3d2c As9h5d3c2c Ah7s4c2d2c QhQdQc5h3d 
Qd8h5c3s2c Ah8c4s4d2s 9c8h4s2s2d JsJhJc4s4h 
Jh5h4h2d2c Qc8h7h4d2h KsQh8d3d2c Ad8h5h3s2h 
Ts5c4c3h3c Tc8c4h3d2c Kc9c8c3c2h Jh7d5s3c2c 
Jh7h7d2s2h KsQh7h3c2h KhTd4c3c2c As9h5c2d2c 
8s5h5c3d2d 9s8s7s3d2s Kh9s8s4s2c Qh8s7c2s2d 
Ah8s5d3s2s Jc7c4h4c3c Kh6h3s3c2h KsJd8c3c2c 
7c5s3s2s2h Jc7s7c2h2c Jd5c4c3h2c Kd7c5h3s2h 
Qd9h7d3d2s Ts7h6d3h2c 9d6h4c3c2s 8c5s3h3c2d 
KcJs8c3c2c Td5d4h4d3d 9h6h4s2h2d Kd7h5c3s2h 
Th7c6c3d2s Td6c4c3h2c Kh7s7h7d6s KsKdKc4s3h 
Qc8d7d4h2d KdQd8d2h2c 9h4d3s2s2h Qc6s6h2s2d 
Ks9s8c3s2s Kh7s5d3d2c Qd8d5h3c2d 6h4d3s3c2d 
9d4s4c2s2h Kd9d5d2d2c Ah9s7c3d2c Kc8d7c3s2c 
Ad8s4c2s2h Ks8c5h2d2c Tc7h6c3c2s Ks5h4c2d2c 
Qs7s5d2s2c KhTc4d3d2d 8d6s3c2h2d Jh6d4s4d2c 
Kc4s4d3c2c Kd9c6h3h2s JsJdJcTs7h 9c5d4h4d2d 
Kh7s6s2d2c Jc5s4h3s2s QhQdQc9h4c Jd5s4c3s2h 
Td7h7c3s2c Jd9d7d3s2d Qh6h4s2h2c Jh9s3h2h2d 
QsTc7c3c2c Ac6s6d3s2h Qc7c5h3d2c Ks9h7h3d2c 
KhQc8c2s2c Ac7h6h3d2s Qs7s7c6s2s 8d8c4s3s2s 
Qh5s5c3s2d Qh8s7c4s2s Ks5h5d3c2c Td6s6c3d2d 
Qc8c7c4s2c Qd8c7s4s2s Ks5c3h3c2d KsKdKcQd7d 
Jc8h4d3c2s QsQhQdTh8h Td5h4s3s2c Kh9d6d2s2c 
Jh7h5s3c2h Td8h4c3h2s Kh9s7c3s2d Kh9s3d2h2c 
8d5h5c3h2h Td5h5d4d2d Kh8h5h4h2h Tc6h4h2s2d 
Kc9c8h3c2c Kh9d4s3h2h 8s7d4c3d2h Th6s4c3d2d 
Jd7s6h4s2s Qh7s5h2h2d Kc9s8d3h2s Kc9s7h4d2h 
8d6c3h3d2d Qc6d5d2s2d Qc7h5d3c2c Kd9d4s4d3d 
9s7c4h2d2c Kd4s4c3d2d Ts7d5d3d2c Kh8s8c4d2c 
Qs8h5h3c2d 9c6h4d2s2d KhKdKcQs3d 8c7s6h3c2c 
JhJdJc8h6c Kc9h8h2h2d 8s4h3s3h2h 9d5d3d3c2s 
Ts7d5s3s2h Ac7c4d3c2c 7c3s3d2s2h Jd7d7c2s2d 
9s5h5d3h2h Ks9c8h3h2d Td6d4s4d2d 9s3h3c2s2d 
Tc6h6d3c2s Kc8s4c3h2d As7d5h3c2c Td6s4s3h2c 
AcTh3d2s2d Kd9s9h4s2c Qh6h6d4h2h Ac9d6h4d2s 
9d7d3c2s2h Th7d5h3h2c 9s8c7h3h2h Th6c4s4d2s 
Kc9h4d3s3h 6d4s3h3c2s Td5s4h4c2h QcTh7s3s2d 
9s5s5h3d2s Kd9s5c3h2c Ts5h4d4c2h 6h4s4h3d2h 
Tc7h5h2h2d Jh8h7s3c2d Kc8s5s2s2d Qc9c4c3d2s 
AcTs3s2s2h Tc9c3s3c2c Kd8h7c3d2d Ts8s4c3h2s 
8s7c5c3c2c 7h5h3d2s2c As7c6h3d2h Jh9c4c3d2c 
Jd6h6c4h2h 5s4h3h2h2c Kd6d4d3d2c Ac9s7s3d2s 
Jc8h8d3s2d Ks7s4h3d2s Qc7c5d4c2c 9h5c4h3s2h 
Qs8h7h3d3c Qd7s4h4c2d 7d5h3d2s2c Kc9s9h4h2h 
9s5d4h3d2d Ts8s5s3c2s As8d8c3h2c QsTs4s3s2s 
Qs7d7c2s2h Tc4d3h2h2d Ts7h4d4c2h Qh7s5d5c2d 
