AsJs9c5s2s 
Kd9s7d5d4d Kc8c4s4h3h Ac9d8s7h3s 9h9c8s5c3c 
Jh6d5h4h2d AdTc7c4h3c Ts9d7h6s2c Qc7d7c4c3d 
9d8c6h5c2c QhJc5c4s2c QdTh4c3h2c AcKs7d5d2d 
AcTh8h5h2d Kc8h6d3d2c Ks7d6h5d3d KcJh6s3s2h 
QcJc6d4c3c KcQdJc7c2s JhTd5h3c2s KdTd9h2s2d 
Ts8d8c5c3h AdTc8d4d2d KdTd8c4h3d Kc9s9c8c5c 
KhJh7h5d3h KsTs6s4s3d KcQd7c6c2h 9c6h4h4d3d 
9s7s6d4h2d 8s8d5d4h3d Qc8d7s6c3h Qs6s5d5c4h 
Kd9s6c5c4h QdJcTc6c2c 9c7d4c3s3d QsTh6h5d2c 
KcQc7c5c3h Kd9c8s8h5s KcJc6h3s3d QcTh4d3s3c 
Td9h7s3h2s KhQs7s7d2d Kc8c7c6h3d 9h8h7h6d3s 
AhKs6d3c2s 6h5c4h4c2c QsQd8c6c2c 9c8s6h6c4c 
Jh9s8s7d3c QhTd5h3h3c Jc9d5c4s3h Ah9s8s5s4d 
Jh9s7h2s2c 9c8h7s4c2s KsQsJs3s2d As7d6d5d4d 
Ah8c7c4d2d Kd7s7h5s2h AsTs8s4s2d Ad5s5d4d2c 
As9d8h7c2h KhJd6d6c2c Kd5c3s3d2c Qs7s7h6s4c 
Jc9h5c4d3s KhQdJd7d3d Ks9h7h5h4d AsQs6d4c2s 
KdQd6d4h3d KsQs9d6s2c Kh9d6s5d4d KsJhJd8h2h 
QdJd7d6s3h ThTd8c5s2h Ks6s6c3c2c AhKs9d4c2s 
9d7d5c2h2c QsJc5h5d3h QdJh9d6s2d Js7c6h5d5c 
Qh9h9c8h4s Js9h5s2s2h Th7s6s4h2s Kh8c6h3d2d 
QcTc4c3d2d AhJc9s6d3s QdJc5s5h3s Ad7h7c6c4c 
KsQh4d2s2c JhJc8c5c2c AsKd6h3c2d KdJc7c6h3c 
8s5s4h4d3d 8h8d6s4d3d AdQh8s7h2h Tc9h9d8c3c 
9c7s5c4h3c Td7h7c4h2d QhTd9s2d2c KhTh7h6s2c 
Jc5h4s4c3h KdQd7h3s2s Ad9h6d5c2d AhQs7s4c3s 
QcJcTc7h2c 8c5d5c4d2c Td7d4c3h3c AhJc8c4d3s 
9s9h8d3d3c Jc8h8c6c4c JsJh7d4h3h Ah6h6d3h2d 
Ks8c7h5h2c 6c5s5d3s2c Qh7d6s5d2s QdTh8c7s3s 
9c7d7c5c4c QsTd6h5c2d As9c8d8c4c QcTc5d4c2h 
KdJs9c6d2d QcJc9h6c2s KsJd7d6c3d AhTc6d6c2d 
Kd8s5h4d2c Ah8h6s4d2h Qd8h7h5c2c QdJs7d4h4c 
KsTdTc4d3d 8s7h4d3s3d AhKs7h6h2h Jd9c5h4d3s 
Qh9d7c5h3h KhJh5d4c2h JcTc9c3h2c Td9d8d6c3d 
Tc8h7c4s4c KsJh9h6c2d Jh9c7d2h2d Tc9h6h4h3d 
Ac9h7s7h3d 8c6c4h4d2h JdJc9d4d3d KsQd9h7h4h 
Qd9d8h8d5d Qc9d7s6s3h As9h7d6s2s Jd6d5s4h3c 
9d8h5h3s2d AhJs8s4c2d 8c5s5h3s3d 8s7d6d5d3d 
Ac9s6c3d2h 9d7c5h4s3d KsQd7s6s3s Kh9h6h6c4s 
AdTd3c2s2h Qd7d7c4c3d 9d7c5s4s4h KsQsJs7c3s 
Td9s5s5h4c Ad9c7s6s3s 8h7d6s4s3c Tc7h7d4h2c 
9d7d4h4c3h As9d6s3c2h 7s5s4h3d2h Jd7h5c4d3s 
Ah9h8h6c3h 8s6h6d5d2c AdQd7h3d3c Ks9h6h5c4h 
QcJd8d6h3d Tc9h6c4s3c Td8h7h6c3h KsJd7c4s2h 
Td7s6s6c5s QdTc9c6c2c QdJhTh6h2h Kh9h8d4h4d 
QdTc7s4d3d Td9h8h6h3h Td6s4d4c3c Ts6h5s4s2h 
AdKh6d2d2c Qd9s8d6d3h Td9s5s5c3h AcJs9h7d2d 
Qc7d6s5d2s Ah9s9h3c2d Jc8h5d3h3d Td8h8d6c3d 
AsQd7s4s3s Jc5d4s4c3d Qd9c6h5s2d JhJc8s7h2h 
QcJd6h3h2d 8s7h7d5c2d 9h7d5s3d2s Qd8d7c4c2c 
AdQh8h3s2s QhTc5s3d3c Kd6s6c5d3d JsJh8h7d2h 
Qd7c6s4h4d JsJd8d7h3d 9s7h7c6s3s 8c6h5c3c2h 
JdTc8d5d2d KcTc8s4d3c Td9s8h7s2s KdJd6s6d2s 
AsJd9c7h2h Kh8c6s3s2h Ts8d5h5c4c QcTd8s5s3s 
9s7h6s3d3c Qs7h4s4h3d QhTs9d7c2d KsJc8s5d2s 
Qs7d6c5d2c 9c7c4h4d3h Ah5s5h4h2c KdJc4c3h2h 
9s7s4h4d3h Td7d5h3h3d JdTd4d4c3h 9c8s7d4c2s 
Jc9d5s5h4h QhJd9c2s2h QsTd8d5d2c 9d6d5c3c2d 
TsTd7h4d3d KhJs9d4c3s Th7h7d4c2d KsKhKc4c3h 
Th9d6d4d4c AdQc8s7c2c Qh9h5c4s4d AdJh9d3d2c 
Qd7d6s4s2c As9d8h4d3h QhTc5d3s3c Ts8d7s2s2d 
KcTh5s5c2d Qh7c4h4c3s KhTd6h4h2s AhJs8s3d2d 
9s8h7d6d3d Qs8c7c6d2d KcQs7h2h2c Kh9c7c5c4d 
9c8d7h6s2c KhQs9d8s3s Js9s5c3c2s QsJdJc7h2c 
8h8c5c4d3c As9d8d5d4c 9s5h5c4s3h KdTh9h4h3s 
Jd9d8d7h2c Jh7s7c6s4d QdJh8s6s3c Qd6s4d3s3h 
9h7d5c3d2h AdQd7c2s2h Jh9c7s7d4c AdKc7d2s2d 
Qc9h7s5d3d Js9d8c7d3d KcJd9s9d4d 8c7h6s4s3d 
KcJd9h8h4h QsJc9s6d2s KdQhJd6d2d AhQc8c3d2d 
9d7s5h3s2h JdTc4s4h3d Kc9c7h6c3c Qc8d7d5h2h 
KsJd4s4c2h Qs9s8h8c2d QhTh6s4h3h AsTs6d2h2c 
Kc9h5c4d3s 7c6h6d4s3h KcJh7d6s3d As8h6d6c4d 
KhQd5d3s2c AcJc6s6c4c KhJc9d8s3d KhQsJc3d2d 
Jc8d8c4d2c 6s6d5d4c3d AdJd4s4d2h QsJh6h6c3d 
KhTs8s5s5c AhJh4h4c2d 9s9h8h3h2s QhTc5h4h3h 
Qs6h6d4d3h AsJs7s5s2d 8s6h5s4d2s KdTc5s3c2s 
Qs9c7c5d3h Ah9c8d7s2d Kh9s8h4h2s Jc9c7d7c2d 
KhQd9c8d3d 9c7h5d4s3c KsJh9h9c4h QdJc9d7s2h 
JcTs5s5h2d QdTc6h2h2c Ad6d6c3d2c Ad5h5d4d2c 
8c7d6h4d3s 9c6s6c4h2h 9c8d6s6c4c Kh9h7h7d3c 
8s6h5s4c2s TsTc4s3c2d 9s9h6d6c2c KdQd9d4c3h 
Ks8c7h5d2s Td8h8d7c3s KcJh7d4c2s JsJc7d4c3c 
KcQc9s5h2c Ac9c5h4c3s JhJc5h2s2d Tc8d7c4s4c 
AsKhKdKc2d AdQd5d4c2d AhTdTc4c2s Ac8c5c3s3d 
8c7c6s5h2c AdTd9d5c2d 9h7c6d4s3c Jh8s6h4h2s 
Qs9d6h5s2c AhJd8c6d3s 9h7c5h4c2h KcJd8c5s2c 
KsQs6c4s3s 9c8h8c5s2d AhJs9h5h2h Ah9c6h5d2h 
9h5h5d4s3d Kh8h6s5d3h Ks8s8d7h2c QdJs9s6s2h 
9c7d6s6h3h Ks8s7c6h2d Kc9c8c7d3s Jh6s6c4d4c 
7h6c5c3h2c 8s6s4h4c2h Ac9c8c4s3d AsKc7s2s2h 
Qd8d5c3d3c JdTd8d7d2h Kc9c8d5c2h Kc8d5c3h2h 
ThTd8d7s2d 9d7d6h4c2h Ad6s5h4s2h QdJc9d7h2s 
Jh9c6d4h2d AdTs9s3c2h Qc9h5c3h2c AhQd6d4d3c 
Th7d5h4c2d Kc7s6s6h4d Tc8d6d4s4d Kh8h8d7c2s 
Qd9d4s4h3s JdJc9c3s2h Qh9h7h5c3s 7d6s6h4c3h 
KsTd6h4h4c Ks8s6h5s3c QdJhJc7s2h Td9c5s4s4h 
KcTs8s6s3h QhQc7s2h2d KcQc7c5c3s AdQsTs3s2s 
QdQc8s6s2s 9d8h6s5s2s Ts7c6s6c2s Ts9d6d4h3c 
Ts9s6h6d3s Th9h6d4h3c Js9h8h8c3d TdTc4h4c3s 
Td8c4s4d2c KhQd7s7d2s Qd9d8h5c3d QdJd7d6s2s 
Kc7h6c2s2h AcQc4d3c2h As9c6h4h3c JhTs4h3h3c 
8s6c4s4c2s KhJd9s2h2c Ac7h6h6d3s QcJh7c3h2s 
8s7c5s4d3s Tc9s9h5s2d Ad9h9c5s4s Kc8h8c6d2s 
As9d8c7h2d 8s8h6s2d2c KcTc7s6d2c 9d8d6s6d4c 
Qd5s5d3h3c 8c7h4h4d3c Kh9h8d3h3d Ad8c6h6d2d 
Js8d7s5c3s QsTs5s4h2d Jh6d6c4s4c JhTc6h4s2d 
JcTh8h2s2d Ks9s8c5s2h Ad8s8c6h4h QdJhJc7s2c 
As9c8c6d4c QhJc9c6c2s Jd8c7h3d3c Qh7d6s4h4c 
AhQs8d7s2s 8d5c4h4c3d Qd6h5d3s2s Ad8c7d4h2d 
AsQc6h3h2c AcJh9c5c2c AdKc7d6d2d Qh8s8d7s5s 
AcQh8s7h2h KdJs6c3c2s AsTd7d4c3d QdJd9c6d2s 
Qc9s9c8d4c KdJc5s4s3s Td9d6c5s2h KcQc6c4h3c 
Ac7d5c4c2s 8d6d4c3d3c Th9h5d4s4c KcQd7s7h3c 
Js9c7d7c4h AsQh9h4h3d Tc6s5d4s2d AhJd8d4s3c 
KdQdJc7d2h QhTs8d4c3s Td8c6d4h4d Kh7d6c5s3s 
Th8s7s4d4c Ah7s6c4d4c QcJs9s4h4d QsJd7d7c4d 
Kh7s6s3h2c Ac9h9d4c3c KdQd4s4d3h Jh9c5s5h4h 
JsTh9h6h2h AdTh8s4c3s 9s7d5s4d2s KsTc8c3h2h 
Tc9d8d5h2s Qd7h7d6d4c Jd9d7c4s2c Jc9s7s7d4h 
Qc7s6d5s2d 9h5s5d4h3s JdTh8h2s2c Js6d4s4d3h 
Ks9s8s4h3h 8s8d5c4h2s Kh8s7h4d4c Kc6s6d3s2c 
KcQc7c5d5c Ks7s6c5s3s AhQd8s6s2c JhJc4s4c2c 
JcTh8c5c2c 9d7c5h3c2h AsQc8d7d3d Js7h7c4s4d 
Jd9h7s7h4c QsJd7h7d4d AsKh6s2s2c QsTc7d4s3s 
Ad4h3s2d2c KdQd7s4h4d Jc8h7c5s3c KsTd8d6c3d 
KsJh5d4d3d Kh7d6s5c3c Jc9d5h4c3s Qs9c8d5h4h 
8c6d5h4s2h 9h9d4d2h2d 9h7h6s4h4d As8c7s4h2s 
Ac8h8d6s4s AcJs9c3c2h Th7s6c4d3d QdJdTd7s2d 
Ac8s6h6c2c AcKh8c2d2c Ac8s7d5h3h Ah9c8s8c4c 
Jc8s8c6c4c 9s8h8c4s4d Qh7h7c6d4h Th8s5h2s2d 
QdTd6c2d2c QdTd9d5d3d Kd9c6c5h4c Qc9h6h4c2c 
AhTd7c5s2d AdQd8d7d2c QhTh5s3h3d Qd7s7d6d4c 
9h7s6c4d3h As8s6c4h2s Jd9s5h5d4d Jh6c5s4c2s 
Ah8c6s6d4s QhTc8s5d3d KhQh9d5h3h JcTh8c3d2s 
Jh7s7d6s2h Qh9d6s5h2c Td9h6s3s2h QhQd7s3d2s 
Kc6c5h3s3d AdKd5d3d2s Td8h4h4d3h Kd8h7s5h2s 
8c7h6s5c2c 9h9c8d6s3d AcQc6c4c3h Kc8c4h4d3d 
As9s5d3s3c Jd9d8d7s2h As9s6s5s4c Qc9h5d5c3s 
Js6h6c5c2h Qs7s7c6s4d 9h5d5c4h3c KcTs5h5c2d 
6s6h5s4d3s AsKs7s3h2c Jd9h5d4s3c Ts9s8h3d3c 
Ac7s6s6h3d AdQs9s4s3c 9d8h7c6s2d 9d7d4s4h3h 
9h8c7d4h2d KsQc8d7d4d Qs9s7s5c3h AcKh8h2s2d 
Js7c5h5c2s AsKd8s2s2h Qh9s7c5d4s QhJsJc7h2d 
Td9s7c3c2s Ad8d6c4d3s Th7d5s5d2h AhKs8s2d2c 
Jd9h7s6c3h Kd8d6d5h3s AsQc7d6h3h TsTd4s4c3h 
Jh8h5h4d4c AdTs7s4h3s Ah8h6h3c2c Ac8c5d5c2h 
QhTh6d6c3h Ks8c7d7c5c TsTd9h5d2d Qd8d5s3s3d 
Ah7d5h4h2c 8h7s6d5c2h Qc8d5s4h4c Tc8d7c4h4c 
KsTh9c6h2h Qd9d8s5c3d Ad9h9d3c2s Jd9d8h7c3d 
Kc9d6d5s4d 9s8h7h6h2c Kd8s7d7c3h Jc8d5s2s2c 
Kc6h5s5h2s AhThTc6h2h AhTd6s6d2s AdKh7c5c2c 
Qd8d7s5d5c Qc6d5h2h2c AdJs9d3d2c QsTs5c4s2h 
AsQd4s2s2h Ks9h9c6d4h KcTc4d4c2d KcJh5c3d3c 
Th7s6s5d5c Kh8s8d5s2d Kc9d8s8h5h QdJs8h5h3h 
KsJdJc7s2s KhQh9h4s3c Qd9h6c5s2d 8h7d6c4c3s 
KdJdTd6d3d 9s8d7c4d2c Th9h6s5c2d KdQsJc3h2h 
AhTh9h4h2d KdQc7h6c2s 8h7s5d4c3d Kh9h8c3h3c 
AcQs8h6h2d QdJs9h2d2c AdJh9h5c2h 9s9h6d5d2c 
As9s7s7d3s KdTh8d4d4c 9s8h7d4h2d JdJc9c4c3c 
KhQsTc3c2c Kc8h7s7c3d AsJd6d5h3d KhQd9c7c4c 
AdJc9s6s3h KhTsTd4h2h AcQs8d5d2h KcJs7s3c2c 
KcJc8d6h3c Ks9h7s2h2d KdJh9d7s2d Jd9c5h5d4d 
KdTh9s3h3c Qd7d6h4s2h AsJs7s6h2d Jc9h7s7c3d 
Jd9d4h4d3h QdJc4s4c3h Ks8h6d6c5h KsTs8h4c3s 
KhTc6h5d2h AsQs4h3c2s QdTd6h6c3d Kd8d6s5c3d 
KhQhJh3h2d KsQd9h5s2s AsTd6d5c3d Tc9s5s5h4d 
JcTs8h6h2h Ks9d7d5d4c QhTs7s3h2s KdJs4d4c2h 
Ks6c4s3c2c QhJs8s5d2s Td7h6c4s3s Ks7d4s4d3s 
Ad7c5h4s3s Ad9s4h4c3d 8c7d5d3c2h Ks9d7c5h2s 
AdQs8d7d2d KcTc7c6d2s Ah9h8h5d3h AdTs6s5h3s 
QsTs9s5c2s Qd7s6c5s2c QdJc7d3c2h Qc9c4s4d3d 
Td6s5h3s3h Kh8c7h4s4d Jc9d7h7c3s AcTs7h6h3h 
Js9h8d7h3h Td9h8s7h2h JhJd8s7h2h Th9c6c4d4c 
8s5s5c4c2s JhTs5s5c2d AcQd8d3h2h Kd6d4d4c2c 
9d8h6d3s2s KhQh4s4h3d KhTc6h5s2h As9c7h6d3c 
Th8c7c5s3d KsTs9s4d4c KdJs6s6h2h 8c7s7h5d2s 
Ah7s6s6d2d AhQs5c4s2s 8h8c7d5s3s KhQs8h3h2s 
QsQc6d4s2s KhQc8h3h2c Kd8d8c7h2s 8h8c6s4h3h 
6d6c3d3c2c Js9c8h5c2c AdQd5d3s3d KhTd9s6c2c 
AdQd6d4d3s KhTc5h3h3d QsTs5s4h2c As7h6h6d2d 
9s8d5c3s2d Qh7h6c4c2d 8s6s5h3h2s KhQs4s3d3c 
AhTsTc4d3d ThTc8c7s3c 8d6d5d4h3s Ad7s7h6s2h 
Tc7h6h6d5h QsQc7h2s2d AsKh8c5c2c Jh6s5d4d2s 
JdTc8s6s2s Qc9h7d6s3d Qh8d7s4d2h KcTc8h4c3s 
AhKd8c5c2c Jd9s7h6c3s KcJd9h2s2c Qh9s5h3s2h 
Ac9s9c3d2h Kh9s9d6s4c KhQh8d7h4h QhTh4h3d2d 
AcQs8h6d3h KhJs8c4h3d JhJd8d5d2d 9s6c5d5c4h 
AhJh7h5h2c Td9c8s5s3s KdQsTc7c2c AhKhKdKc9h 
Qh8s8d7d5d AdQcTc6c2c Jc7d7c6s2d As8s6s4s4d 
9h9d6h3c2c Ad9s7h6d2d Td8d8c7s3h Qh9h5d3d2d 
JdTh8d5d2d 9h7s4h3s3d KcJd9s9h4s 9d7s6h4c3s 
Kc9s9d7d4h As7h5s4s2c 8s6c4h2s2h Qd7s4s4d3h 
JsTs4s4c3h 8s8c6h4h3d Jc9c8c5d4c QhJh7h6c2c 
Ad9c8c7c2h Jh7c4h4d3c As9d9c5h4h Jc8d4s4c3d 
Jc8s8c4s2c KdQd8s8d5d Kh9c8c6c4s Td6d6c4h2h 
QsTc3s2s2c KhJd5c4h2h Ts9h9d6d2d Ks6h4s3h2h 
KhJsJc7h2h 9h8d5s3h2d KsQc6d4h2c QhJs8c6s2d 
8s6d4c3d3c KsJd7c6h3c KcTh8s5h3d Tc9c4h3d2h 
KdTs6h6c2d Qd3s3h2h2d AdQc8c3h2h 8s8d5c2h2c 
8c5d4h4d3c Jh7s6h3s3d 8s8d5h4c2s 8s6s5d4c2s 
Qd8s8h7s5s Ah7s6s6d3c Qh9c7c5d3s AcKsJh6d2d 
Jc9d7s7d4h 8d6d6c5d3s Qs8s5d2d2c QsTd7h4s3s 
KdTd7h6s2d Qd6d5c4s4h KcTh7h4h3s Jh9c8s7d3c 
Ts9d5h4d3c Qd8s8c7s5s KsQc8c5h2d KcJc7s4c3d 
AdKh8c6s2s KdQh7d4d3c AsJd6c2s2h Td7d4c3s3c 
Qc9h7d7c4s QhTd7d6d3d 9d9c8d5s2d QhTs9d2s2c 
QdJh5s5c3c KhTc5h3s3h QdJd8c5d3d KdQs9d5c2d 
Qc9h7d5d4d Kh8c7d5d2c AcJc8c4c2h Kd8d8c6s2h 
QdJs9s8s3s Qs9d8s3d2d As9d8h7c3d Kh9d9c6s4d 
As9h8h7c3h Ad8d7h3s2c AsKd8c5c2c 8d6h6d5s2c 
Jc9d8h7d3d QdTs8c4h3s QsTs6h4s3s As9s5d4s3c 
Kd9d8c4d4c KcJs4h4c2d Td9d6c2d2c AsKs5s2s2d 
AcQc4h3d2c Ad9h7s5s3s Jh9h5d3d2d As6s4d3h2c 
Qc7d6h5d2h QcTd7s6h2c Kh5s3h3c2s Ad9h8s6h4h 
Kh9s7c5d2h AsTc7c4d3c Ac9h7s7d3d 7s7h6h3s2c 
AsQh8d5d2c QdTc4h3s3d Qh7c4h4c3d AdJh8h3c2c 
9d7c5h3c2d Jh9s9c4h4d KcQc4h4c3d QhJh7h6s3d 
As9d7c6c3c 8h6h5h4s3d Jd8h6d5d3c QhJs5d4d2c 
Qd7d6d6c4s QdTd5s3h3d Kd8c5s4d2h AdQd8d4d3h 
Kh9s9c7c4d Td9d7d5d3s Th6c4d4c3h Qc6c5h5c4d 
Qc6h4c3h3d Ks6s5s4c2h Qc7c6s6c4d Qh9s6c5d2h 
Qd8h5s5h3s Qs9c6d3s2d Ts9h6s4d3s QhJh6s6h3d 
KcTsTd5s2h Js9s7s6h4s KhQs8s5c2d Ad7h5c4s3s 
Ac9d8d7d2s Qd9s7c6s3h Js9c5s4h3d Qs9d7c6c3h 
QsTh7d4c3h 9s8h8d4s4c Qc7h7c6s4c Jd7c4h4d3c 
JdTs5d3h2c Qs8h7s7h2s Th9d9c5d2s Qd9s9d7d3c 
Kd8s6s5s4s As7c6s6h2s JcTd8c3s2h Qs9s6s5d3s 
Kd8c5h4d2s 8d5s4s4h3d AcJd8s7d2d KhTc8s8c3d 
JcTc5c3s3d AdQh9s5h2h KhJc7h5h2d QsQc7h2d2c 
AsTh9c5d2h QcJd7h6h3s Qh9c6h2s2c Td7s7c4s2d 
9d7h6c4c2h Tc8h7c6s3c 7c6h5h3c2h KcJc9c8c2h 
As7c5d4d2c Qs9d5s5h3c 9c8d7s4d2s Th9s8h5d3h 
JsTs4h4c2d Kh9d9c7c4s Qs9d5s3d2s TdTc8d3s3d 
Kd9d7c3s2s Qd9h7h7d2d Tc9s6d6c3c 9h8d6d5c2d 
Td9c7h3h2c KhJh7h7d4h 7d5d4s3h2s JhTd6h4s2c 
KcTc7h6s2c QcJh8h5d2h Td9s8d5h3d KhTh8h5d2c 
KsTh8h3c2c As7s6c2h2d Th9h7h5h3c Tc6d5c4c2d 
KhJd5d4c2s Ts7d5h4d2s Td6c4s4c3d QdTc6h5s2c 
Tc9h8d5d3d AdTd5d4c3d 9d7h4d3h3c KdTs6h4c3h 
Jc5s4s4c3d QcJs4s3h3d Jh9s7h2s2d QdJs9c7h2d 
AcJd8d4s3h KdTd9d6d2s 9s8d5d3c2s Th8d8c5d3s 
Th6d4s4h3s Ts8s8d7c3h Kh8d6s6c5s Kh9d9c7h2s 
KcQd9s7s4s QdTh9s2h2c Ac7s7h6h2s Tc7c6s4c3d 
JdTd9c7d2d TsTh9c6c2c Ad9c6d3h2s As6s6d3s2d 
Jd7s6d5h3d AsJc8d7c2c Jd9h5d5c4d KhTc9s5d2c 
Ad9h7c6c3c KsKdKc4c3d Ac7h5s4s2h KsJh5s3s3d 
Td7s7d4c2s QsJs9h5s2s Qc9d8h8c3s KsQh9c7d4d 
Ks7s5c4h3s Kh9c7h2s2c 9d7s5d4s2d 9s9d5s4c3s 
Jd6s6h4s4c Qd7h7d5c4d Js9d9c8s3s AcQc4h3c2d 
TsTh9s8s3s Ad9c8s4d3d AsJd8d4h3c Qd9s9h7d3c 
Qh7h7c5s3d 8d8c5d3c2d Ac9h6s4h3s 8c7s6h4s3d 
Kc9c8c7d3h KcQdJs6h2h Ks6d5h4c3h KdQc7h2h2d 
Qh9h8c5s3h Ad9h6c5s4h As6s4c3c2s QdTs8h4c3s 
KcJc8d6s3c KsTs8s5c2h As9s4d3h3c Qd5d4s3s2h 
8s8c6d4c3c Ad9h6c4c3h AcTc9c5h2c Ks8h6d6c5d 
9s8d7s4c2d Kc8s5c3d2d Qc9s9d5c3c AsQh8c7c3c 
Ad9d6d3c2c Th8h7h6d3s Kc6h6d4s4d Th7s7h4s2s 
AsKc8h5h2h KdTh5d5c2s Th6d4d4c3h Qh9d8d6d4c 
AcJh9d6d3s AhKd7h2s2h 8h7s7c5d3h Jd7d7c6d4h 
QcJs8d5d3d AcTc4s4d3c Td8c7c4s4h KcJd7h4c2s 
KsQs7c4s4d Qc9h7d5s4h Qd6s5d3c2c Kd6s6h3h2d 
Ac8d7d4s2s 8s6d5s3s2d AdKd6h2s2d 7s6d6c4d3h 
Kh8s8c7h4h Js9c8d7s3s Jc8c7h2s2h 9c8s5s3d2c 
Qh7h6h6d4c AcQs8h7s2s KcJh7s7c3c Kd8h6s6c5s 
TsTd8h5c2d AdTs8s5c2s Qd7d6h4h2s JsJh9d6d2c 
9c7d5s3s2c Kc6h5h4s3d KhQh8h7h4s ThTc5s4h3h 
KdQd8h7d4d 6h6d3h3d2d Td6c5d4d2c Jd9s5d5c4d 
QdJc8c6s3c JdTd9s7d2d Tc7d5s4d2c KhQd8c7c4c 
QdTs7s6s3s 7s6d5d3s2s Qh5d4h3h3d Ks9h6c5c4d 
KhJc8h6d3h Kh7c5c2h2c Td9h8d4s4c 8c7s6d5c2c 
AdQd6c4d3d KsTs6s4s3h AsTh9d5c2h AcKc5c2d2c 
JhTc8d3s2h AsQs7d2h2c AsQd9d4d3h As9h9d8d2c 
Kd8s7c5s2c QcJsJd7h2d Jd7s6d3s3c Qh8c7d4c2h 
Kd7s7d4h3c QdJc6c5s2c KhTc8c6c3s Kd9h9d8d5d 
Th9s8h5c3h 9s9d8h3h3c 9h7c5d3d2h AcQd9d4d3s 
Qd7h5s5c4d Qd7s7h6d4d Jc8s5h5d4d JsJh8s7c3s 
Ah9c6s5d4c AdTh6s5c3h KsJh9d8c3d As9s4h3d3c 
AdJd7s6d2c KcJh5h4s2d Kd9s8s8c5s AdTh7c5s2h 
KcJc5h4c3c 9d8h7d4h2h KcTh6c5s2c QdJs4c3s3h 
Ac4h3d2s2c Ad8s7d4h2d Ac9h8d4h3d 8c7d5c4s3c 
Ts9s6s4d3h Ts9s7s4h2h QsTh3s2s2h KsTc6h4d3h 
KhJc6h5h2h QcTd8h4s3d KdJs8h4c3d JsTs5s3h3d 
9c6h6d3s3d QhTc8c7c2s Th9h8h5d2c Ks6h5h5c2c 
KcQh9s7d4d KsJs8c4d3s Ah9d8d5d4c QdQc7h2s2c 
AsQs4c3d2s KdJh6s6h2s Td7h4s3h3d Kh8s7h6c3h 
Ks9s9h8s5s AhQc7h4h2d 8d7h4s3s3d 9s8d7s5c2h 
QsJs6s6d3c 8d7s5h4c3h QdTsTc5h2h JhJd6h4s3h 
ThTd8s5s3c Qd6c5d3h2h 9s8h8d7h4h Jh8d6h4d3h 
Ts8h5d5c4s 9s9d6s3c2c 9h9d5d4c3d TsTc8h5d2s 
QdJs8c5c3c Td8d7d5s3h AdKd9d4s2c AcJd7c6c2h 
KcQh9s7s4s Js9c6d4s2d KcJd9s6c2c KhTh9h4s4c 
Ks9s6s6c4h Jc9d8s8c3c Td7d4s3s3c AsKh9c4d2h 
Qd6s6c4c3s KdTd7h6c2d Kc9d6h5s4h JhJd8c5s2c 
Jc9s7s7h4d 8s8c7s6s3d Kd9h9c4h3c Ks8c7d5h2s 
AdTh7s5c2h JsJc9s3h2d Kc9s9h6d4h KhJd9s3c2h 
KsKdKc4c3s AhQs8h7h2h 8c6c5d3d2c Js7h5s5h2d 
KcTc9s2h2c QdJd8h5d3d As9s5d3s3h AdJd7h6c2d 
Qs6d4s3h3d Jc9c8c6h3d 8c6s5c4d2c Qs9h8s7c3d 
Td7d6c4d3h Ts8h4s4d2h TdTc8c3h3c KhQh4h4d3c 
Jd9s7d3s2h Kc8c7s6h2d KdJs9c8h2h Kc9s6s5h4s 
QhTd5s3d3c Ts9h6h6d3h 9h8d7c4h2d Jh8s7s3s3h 
KsQsJc7s3s AcTs8s6s2h Td9c7s4c3h Jh9h6s6h5h 
QcJh8s6h2d AhKd9s2d2c 7d5s5d3h3c AhQc7c4d3c 
9s8d7c4s2d KhTs8s8d3c 8s7d6c4d3h Td8c6c4h4c 
TsTh8d5c2s Qc9h7d5s3s Kh9h7c6h3h Ac9d8s4c3c 
9h7h5d2d2c QdTs7d6d3d 9c7c6h5s2c Qd9s7h6c3h 
AdKc6s3h2c As9d8h8c3h Ac8s8d6h4h AdKd5d2h2d 
ThTc8d5s2h TsTd9s8s3s Kc6s5s4h3d KsThTd5h2c 
QsJd8s6h3s Qh9d7c5s3s Ts9s7s4c2c 9d5d5c4s3c 
Ts7s4d3h3d AhQcTc3c2c AhKd8d2s2c Qd9d9c7d3s 
KcTd8s5d3h KsQh8h8c4d QsJd8d5c2d Ac9d8s8d4d 
Ah8h7d4h2c Qc7h7c5s3d Qc9h7s7c4d KdJd5s4d3d 
Js9h7h4h2s Td9c6d2d2c Qs9h7d5d4d KdTsTc5s2h 
TsTh9d7c2d 8d5s5c3s3h KhTs6c4d3c AdJd7c6s2d 
KhTsTd5s2c KdJh5s4s3s Th8c5s5d4d Jd9h8s8h3c 
Js9h8h8c2d Qc7c6s4h2s QhJd6s3s2d 9h8c6d5c2c 
Th9h6h4d4c AsKh8h2d2c Js8h7d3s3h JcTh8h7h2h 
8c6s4d2d2c Jh9c7s6c3c Ah8d7c4s4c Ad4c3h2s2d 
QsJh4d3h3c Ah7c6s3h2d Ah9s8c4s3c Kh8h7d6h3s 
KhJc9s9d3s Ah9h8h6s3h Th9s9d6s2s Qc9d9c7c3s 
