8h5c3c2h2c 
KcJc9c4c2c As8h6c3d3c QcJs8h2h2d Th5s3d2h2d 
Kc5h4d3s2s Js7d4s3d2s KsQd7h7d2d Td7h5h4h2s 
9c8d6s3h2h Jc8h5h2s2h Kc9c7s4h2c Ts7h5h5d2c 
Qc9c8d3c2h AhJc7c3s2d Jc8c7c4h3c Jc9c5c3h2c 
KsJs4s4h2s Jc8d6c3s3c 9c5c4s3h3d Th5d5c2s2h 
QcTd7s3h2d Qd7d6s4d2h 9d8d6s3d2h 9d9c5s3s2s 
Kh8c5c4s2c Ad8h4h3s2s 7d6s6h3c2s Kh7d5h3s2h 
7c5s4d2s2h AsTh4d4c2d 9s7d6d2d2c Td5h3c2d2c 
AdJc7s3c2h Qc9s8d3h3d 9d7h5s3h2c Ad8c7h4h2h 
Td9d6d3s2d 7c6c4d2s2c Qh8d7h5h2h 7h5s5h3c2d 
Ks6d3s3c2h Ks7s5d2s2c KcQh7c2s2d Ts8c4s4h2s 
Kc9d8c2s2c AsTh4h4d2h Jd9s6c4d2d Kd7d5d4s2d 
Js7c6d5d2d 8c5h4d4c2c Qs8h7s4s3c Jh6h5d2s2c 
7h6c4h2h2d 7h6s3h2s2h Qh8s8h4h2d Kc7c5c4s2c 
KhQd6d2d2c Qc5c4s3c2h AcKd7s3h2s KsQs7c2h2d 
Td7s7h4d2d 9d8h7h3s2c 7c4d3d3c2h Tc7h5s5h2d 
Td9c7s3s2s Th7h4h3s3d 9d8d7h3c2s Qs7d5h3d3c 
KhTc6s3s2d Td6d4c3s3d 8d7s3s2h2d Ts7s3h3c2c 
8d7c3h2h2d Qd7c6s6h2d 9h5d4d4c3d Ac6s4s3s3h 
Js6c5d2s2h Jd8s8c4h2h Qd9h6s4h2c Jc9c4s2h2d 
7s6h4c3d2c Kd9s4h2d2c QhQdQc5c4h AdTh8h3h2h 
8d7s4s3s2d Kh7d7c4s3s Ts5c3h3c2s Jd8h7d2d2c 
Qd7s6c4d2d Qs5s5d3h2c Qd8d7d4h2s Kd8s5c4h2c 
Jc8h7d4s2h KcQs4d3d2d Qs8c5h5d2h Kh7c5h3h2s 
7d7c4s3h2c Th7h3d3c2d Jc5d4h4d3s QcTc6d3c2c 
8c7c4s4c2h QhTd7s3c2d 8d7c5s3s2h As8d8c4h2h 
QsQdQc5c4d QsJc4h3h2h Kh8h7s4h3h Qc9c5c4c2s 
Kd7h5d2s2d As7d6h6c2d Th8s5c3d2s KsKhKcQs7d 
KsJh8h3d3c 7s6h4d4c2s Qh9c7d5d2d Th4s4c3h2c 
JdTh6s3s2s Kh6c3h3d2s 8d7s4d2h2c Jc7s7d5h2s 
Js9s4s3s3h Jd9d7s4d2c Kc7s5c2h2c Qh7s6h6d2h 
KsQh8c4d2c Ks9d4d3h2h Ac7d6s4h2d QsJd7c3h2s 
KhTs4d3c2s Js6h3d2s2d As6h4h3h3c Qs5s4h2d2c 
Ts5d4h3s3c Jh7h7d6s2h Js9s4s3s3d 7h6s4d4c2h 
Qc9d4s3h3d KsQc8h4d2h Ks6h6c4h2d Td8c5c2s2h 
QhJd7c3s3c Jc5h5d2s2h KsJc3c2h2d Ks9c5h3h3d 
Qd9c6s6h2c AcJs6d4h2d AhQh6h3h2c Qs7h7c3s2h 
Qd7s5h4d2d 9h8d8c3h2h Qh8h6h4h2c KhTs8s3s2d 
9d8h4d3s3c Ks8h6d4d3d Ts6s5s4d2s 9d5h4s4h3c 
KcTh7s3h2d Kd7s5d2d2c Ks7s5d3s2c 7c4d4c3h2h 
Kh9c5s3s3d Td8c4h4d2d Jd9d5d3d2s Td8d5s2h2d 
Kh7s3s2s2h Kh9d5s4s3s Qc9c5h3s2c 7s7d4d3h2c 
8d5h5d4d2d Jh7h6s4d2c 7s7d3d3c2h 9d6s6h3h2c 
KhKdKc6s5d Ts8d6d3c2d QhJs8s3s2d KsQd9h4h2h 
Qs9d4d3h2h AhQd6h3h2h Jc8d7d4d2s Kc7h7d6d2d 
7s6h6d3c2d KsKdKc9c8c AsJc8h3d2d Qs9h8c4c3c 
7c5d4d3d2s 6h6d3s3c2d KhJh8s3h3d 7s7h4c3d2s 
QhTc7h4h2h 9s8h7h3d2c Jh8s7h3h3d KsQh7h7c2h 
9h8c7c3s2d Jh7h6h3d3c KsKhKc6h5d Jh9c7d3h2s 
Kh9s9c4c3c Ts6c4h3h3d As9h6h4d3h AhQs6d6c2d 
Qs8h6d6c2h 7d6c4s3c2h Qh8s8d4s3c Qd9s5s3h2c 
As9c7c6c2c Ts8s6s4s3s KdQc3s3h2s AsTd6d3h2c 
KhTd6c3c2c Ad7h5h5d5c KhKdKc7s6h KhQd8s8c3c 
Ad9d4c3s2d Tc6s6d2h2d Js7s6h3h2h 7c5s4d4c2c 
9s8h6c3d2d 7c4c3s2s2d Qd8d3s3h2h AdJh8c3s2c 
AsJd4d2d2c Ad9d3s3d2h Js9h7d4d2c QhJc7s3s3d 
Kd7c4h2s2d Ah8s8h8d5s Qs7h7c4c3d Qd6s6d4h2d 
Jd8h4s2d2c KhJc6h2s2h Js7s6c4h2d Jd8s6s4s3s 
Td8h5s3d2c 8s7s4s4c2h 9d8h4h3h3c 8c7s4s4d2h 
9s7h7d4c2c Qs5c4d4c3h Kh8h7s4c2h 7h4c3c2s2h 
Qc5h5c4d2c Jc5s5h4d3d Td9d7d4d2d AhTh6h2s2h 
Qc9c7c5d2c KsTc8c3d3c Th4s4c3c2h KdQd7s7d2h 
8d4h4c3d2h Jc8s6h4d2d Kh9s6c4d2s Ks7s5c2s2d 
9h7s5h4h2h Qc4h3h3d2d 7s6h4s2s2c Jd8s5h3d2c 
KdJc8s3h3c QsJc8c3h2c Tc7h5s4d2h Jc9c8h3c2c 
Jd5d4s3h3d Ac9d5c4c2c 9c8d6s3c2c Qh6h5d4h2h 
Kc9d7c4s2c Jd8c7c4c2s Th5s3s3d2h Kh9d6d6c2d 
Qh9h6h4h2c 8s7s4c2s2h QsTc4d2h2d Jd8s4h4c3h 
AsJd3c2h2d QdJs4s3s2s Tc8d5s3h2c 9h7s5c4c2c 
Js8s7s6s3s Ac5s5h4d2d AdQd8s3d2d 5s5h3h2h2c 
9d5d3d3c2c 7c5h4d2s2c AsKc7d3h2d 7d6s6h3d2c 
Kh8s7s5s2s Ks6s6h3s2d Ks8c5h5c2d AcTc6c3h2c 
Qc8d8c2h2c Qs9d8s3s2c Ah7s4c3s2c Qc9c5h2s2c 
Qh7s5c3s3d Qd5c4d3d2h Jh9c7h3s2d As8s4s3h2d 
7c5s5h3h2d AsTs6s2s2c QsTs7h3d2s Qc7h7d4d3s 
Jd4s4c2h2d Td9s3c2h2d Js7h7c6d2s Td9d5h2s2d 
ThTc6d3h2h Qc9h4c3s3c Tc5h3s2s2c Th5h5d2h2c 
Qs8s8h2s2d Ts5c3h2s2h 7h6s6h3d2h Js8s7s7h3s 
QsTc4d3c2c Th6d5s5d2d Qh9d6h3h2c AhJc7c2s2c 
Qs7c6c5d2c AcJd8h3s2h 5h5d4c3d2s 9s9h8c3c2c 
Ks7d7c6d2d Jd9s7d4c2d Qc8h8c7c3c AhJc9c3c2c 
Qd5d4s3d2c 7s5c4d3h2s Tc9h7d3s2s Kh9d7c3s3c 
9s9h7h3h2c AsQsQhQd2c 8d7c4s2h2c Qc8h4s4c3d 
JcTh7c3c2c Qd8c3d2s2c 7s5h4h4c2h Qd8s4h4c3d 
Kc9s9c4d2c 9h8c6d3s2s Jc7c4h3s3d Td6h5h5c2h 
Kc5s4h4d2h 8h7h6s3c2d Ad8s5s4s2s Ks9h5c4c2d 
Jh7h6d3d2h Qh6h4s3h3c Kh8h7s3c2d Qh9c6s6d2c 
Jc8d5h2s2h Th7h4c3h3d Ks6h5s3s2s Qs8d3s3c2d 
Th5h4s4h3c Ts9d7c3c2c Ac8d4d3s2s Js5h5c4d2s 
Qh5d4c3s3d Td9s6s3s2s AdJs5h3c2c Kh6h6d3s2h 
Jh6d3s3h2d Qc6h4d3s2c 9d6c4s4h3d KdTc8c3s3c 
Kd7d5h3s2d Kc8c7c5c3c Qh9s5s4s2c Js6s5d3h2c 
Kh6s6c4c2d 7h4c3h3c2d QdJdTsThTd QcTh5h3h2h 
Qd7h7c4c3s Jh9s4h4d2c 8d7d4d4c2s Jc9c7d6c2c 
KdQh9h3h2c Ad8s6c4h2h KdQc8d2s2h TdTc5d3d2s 
KhQhTsTdTc Kc7h4s2s2h Jc8d4h2s2c KsJd5c2h2c 
Qd9c6d3s2d Td9s4d3c2d Td9h7s3c2c Ts7s3h3c2h 
Kh8h5s2h2c Ks6s4s3d2c KsKhKc7c6d Qc8c7c4h2s 
9h7h6d3h2c AcJh3d2s2h 7h7d4d3c2s Kc7s7d6h2s 
Jd8h7c4d2d 8s7c4h2d2c Kd9d5c2h2d Kh8c3h3c2h 
Qh8h3s3c2c KdQd9d4c2d 8s6s4d3h2c Jd9d4h2s2c 
AsQc9d3h2h Qh8s3s3h2c Qh8h6s4h3h Jh8c7d4s2s 
Qs9h7d5d2d 9d9c7h4s2s 9h8c6s3d2d Ah5h4h2h2c 
Ks6d4d3h3c Ac9c4s4d2c Kd9d8d3h2s Kd7s5c4h2c 
QhQdQcTs9s Jh7s6s3h2h Kh6h6d3h2c AsJd5h3h2c 
9h7h4c3c2h Qh9d8d3d3c Qc9s5s3h2d Ac9s7d2s2h 
9h8c5s3c2c Th5c4s3h3d AdJd7d3d2h Td7h6h6c2h 
Qs9d8d3h3c Td7s5s5c2h Qd9d7h4c2s Kd9d6h3s2d 
Ks9d6h6d2d 9h9c5d3d2d AdJh3c2s2h Ts6s6h2s2d 
8d5s4d3d2c 8h7c5d3s2s 9h4h4c3d2c Qh7d7c4c3c 
9d8d7c3h2s Jd8c4s4h3s 7s5d4s3h2s Ac9s6s4h3s 
QsJh7h4d2h Kh9c8h4h3h Qh9s8s3s3d AcTh5h3d2s 
JsTd6c3h2h Td8c5c2h2c Qs9s8s5s2s KdJd6h2d2c 
Qd6d5s3h2d 9s7d6h3d2d Jc7h7d6c2s Js7h6h3h2s 
Ks5s3s3h2d Qd7h5s3h3c Kc9h7h4h3h Kh9h6h3c2d 
Td8s4s3s3c Ad9c6c4s3c Kh5d4s3d2c Qs8c5h5d2c 
KcQd6h3s2h Jc8s7h4d2d Qh7c5c3s3d KcQc9s4c2c 
Kc9h6s4d2h 9d7h7c4c2c 8d7h4h4c2s Ks9c5h4h2d 
AdQc8c3h2c Jh8d5c3h2s 7c6d4h3s2h KhTc6s2d2c 
Ts7s7c4s2d Tc9d3s2h2d JdTh7h3h2h Ac6s6d4h2h 
QcJh7h4s2h Ac8c4d3h2c Kh7c4s4d2h 8h7c4s4h2d 
Qc8d7c5c2c KcTs8s3s3d 9s9h8h8d8c Td6s3s2d2c 
Qs9h5c4c2d Ts9s4s2h2d 7d5h4d2s2c KhQc7d7c2c 
Ts8h4d3d3c 5h5c4s3h2d KsQs3s2s2d Th6c3c2h2d 
Kc6h4s3c2c Jd8d4s3h3c Jh7s7c6d2h Tc9d7h3d2s 
Qc8d3h3c2d Ts7d3s2h2d Ks9s4h3s3d 8h7d3s2s2h 
Tc6c4d3h3c Qc5c4d3c2s 7s5c4h3d2s Kc9d4s2h2c 
8c6c4c3s3c KcJh8d3c2c Kh7h5d4h2h Th8h5h2s2c 
Th8h4c2s2d Ah8s8h8c5s 7c5s4s3s2h AhQd7c3s2d 
Th7s5h5d2c 9d6c4s4c2h 9d8s5h3s2s TsTh7c3h2d 
9s9h7c4d2d Ts8d6h3c2s KhQh9h4s4h JsJh6h3c2h 
8d7h3d2s2h Kh9h9c4d2h JcTd7d3d2d Js8h4c3h2c 
Tc7h3s3c2h Tc7d7c4c2h Jd8s6s6c2s Jd6s6d4c2h 
Jd6h5h5c2s JcTc6c3c2h JsJc6s3h2s Td6c3s3d2c 
Ah6d3s3d2s Qc6c5h3c2s Tc9s5s3d2s Qd8s4h4d2c 
AsJc7h3c2d Jc9d6h4s2d Td7s7d4h2d Ah5d4s4d2d 
Qc9d8c3c2h 9d6h6c4c2c Qh9s7c4c3c KcQs9h4h2h 
9s6h4d3c2s Jc6h5s5d2d Jd8c3c2d2c Jh9h7h6s2h 
Kd7s5s3s3c 6h6d3c2s2c Jd8c7c4c3c JsJh6c3s2s 
Ks7h5h4d2c 9d8d6c3d2s 9c8h5h3d2h Qs8c3s3c2d 
QdTd4s3d2d Jh7c5s5h2h KdQs7d2h2c 5h5c4s3d2h 
Ad9h6h4s3h Qd8s3s3d2h Qh9d4d3c2c Kh9h5s2h2d 
Qs9s7s5s2c Jd8d7d2h2c 8c4h4c2s2c Kd9c6h4s2c 
Qh8d7d4c3s Tc8c4s2h2d Qh9c4s3d3c Qh9h5h3c2s 
Js7h6s4c2d 9d8s4s3s3h KhQs4c3c2c Ac5h4h3d2s 
9s8h6d3s2s Js9c6d4h2c 7h6s6c3s2d Kc9s7h3s3d 
KcTd7d3s2h Jc5c4d3h3c Kh8s8h3h3d Kd5c4s3h2h 
Qd9d8c3d2h 7s7c4d3h2s Qd9h3h3c2c Ks7s5h3d2s 
Qs5h4s3s2d Ad9d3h3d2c Qs7s5d4c2s Kd8s6c4s3s 
Qd7s7h3s3c 9d7c6h3s2d Th9h3c2s2d 9h8d4s4d3c 
Ts7s6d2s2h 9h6h6d4c2h ThTd5d3d2c 8d7s4s4h2c 
Kd7s7h5c2c Qs8h8d4h3c Jc6c5d3h2s Qs8d4s4c3h 
AhTsThTd2d AsJd7d3h2c Jd7h4s4d3d Ac8s6d4h2h 
Kc6d4s3h3d ThTc7d3h2s Js8s4s4d3h Qc8h5s5d2h 
KsJh8s3s2d 9s8c7h4h2h AcTd4s4d2d Qs9s3c2s2c 
AsQc7s7h7c 8d7h3h3c2d 9c7c6h3c2s QhTh4c3h2h 
9s9h7s4s2s 8s5c3s2s2c Ts7s3c2h2c 9h6h6c4h2s 
8c7s3h2h2c Td7h3c2d2c Jc8s7c3h3c 9h7d5d3d2s 
QcJd4s3s2s Ac8h5h4h3h Ah7d4d4c3d As6d6c4c2c 
QsJd8s3s2h Qd4s4d2d2c Jd7h7d6s2d Jd7d4s3s2d 
Qs9h7c4h3h QhQc7c3s2c KsJd4h3h2c 8h8c7s3h2d 
8c7c3s2s2d Qs8s5s4s2d 7s7d4s3h2c AhQc8c3d2c 
9d8s7c4c2c Qh7s7c3d3c KsJc4d3d2h Qd8h4d4c2s 
Qc6h4s4c3c KdTs8c3h3c Ks7c3s3c2s Ks6s5s4s2s 
9s5c4d4c3c Ad8d4d3s2c 8c5d3c2d2c Ts4s4c3c2h 
Jh7h6h3c2c QcJh7h6h2h Jc6c4s4d3h Ts7s5d4s2h 
8d7s4s3h3c QsJs7s6d2s Jd9h5s2h2c 8d5s4s2h2c 
Th4h4c3c2c Kd9s6h6c2c 9s5s4h3d3c 9s7d7c4h2c 
KsQh4c3c2c 7s6s5s4s2s AsTh8h3h2h 7h4s3s3h2d 
Kh6h4s4h3h Kd8h8c7c3c Jc8h7s4d2h Kd7d4s4c3d 
KdTc5h3c2c Qd9h7s7c2h Jd5c4h4c3s Js7c5d5c2h 
8c5s5c4c3c Td7h4c3s3c 7d6h6d3c2d Qh8d5s5d3d 
AdQhQdQc2s Qd8d6d4d2s Ah7d7c6s2s Ts5s5h4c3s 
8c7s6d3h2s Qh7s6h4h2d Qc9c5c3h2d Qc8h7h4s3d 
9c8c7s3d2h Qd8s3s3d2s Qd8s7h7c2c 7h6d4s3d2c 
Td5d5c3c2c Td8c4c2s2h Qd7s6c2s2c Jh4s3s2h2c 
5s5d4c3d2h 7s6c4s3h2d Jd7s7c6h2d 9s7d6d2h2d 
Jd9h6h3s2c Qh6h6d4c2h Ks4d3d3c2c 8h7d3d3c2h 
Qc9c5c3h2s Tc8h4s4d2h Ks7s5s4h2s Js7c6h5d2h 
JsJc7h3s2s Ad5h5c4h2h Qh9s9c4d2s Ts7d3s3h2d 
Qs9c8c3h3c TsTh5s3c2s Ah6s4s3s3c 8s8d7h3s2c 
Qc7c4s3h3d Ah8h4h3c2d Qd8h5h5c2h KcJd8c3c2s 
Js9h8c3c2c AsJh5s5h5c As9h5h5d2c Kh8h7d4c2h 
8c7h3d3c2h KhQs7c4c2d Js6c5h2s2d Td6h3s3d2h 
Kh9d9c4d3s QdJh8h3c2h KdQh6c3s2s Jh7d6s5s2s 
Qh6s6d4d3d Jh8d6s3s3c Kd9d4s4d3h Ac7s6s5s2s 
AcKs8d3d2h Js9c5d3d2d Jh7d4h3d2h Js9s6c4h2s 
Jh7h4h3c2c 8s7h5d3c2c QsTs4s3s2c Ad9s4s3c2c 
Ac8c4c3h2s 8h7d6s3c2d Jd8s7h4c2s Ah5s4d3s2c 
QdJh6h3c2h Qh8c5d5c3c 9h8c6d3h2h Tc9s3h2s2d 
Qs8d7s4s3c 8d6d4h3s2c AcKs7d3d2d Qh6s5h3h2c 
Js6d3s3d2h 9s8d6d3h2d As6h3h3d2d Qc8c6c5c3c 
Qc9d5s4d2d 7h6h4d3c2s 7c6d4c3s2h Qs9c6s2s2d 
Th6h4d3s3h Qh7h6d3h2d Qs9s5s4s2h Qc7h4s4d3c 
QdTh4s3h2h Jd6c3h3d2h Jh7s6h6d2c QhTs6s2d2c 
Th8d4d3s3d Jh8s6s4s2d Ad7s7h4c2c 7h5d4s4c2h 
Ah7d7c4s2s Kh7d4s2s2d Jc8s3s3c2c 9h6s6d4d2d 
9s5c4h4c3d 9h6s6d3h2c Kh8h4h3c2c 9d9c7c4c2c 
9s7s7d4s2h Ks7c5h4d2h Kc7s6d4h2s Js8h5h2h2c 
Qd9s8s4s4h AdQd6d3d2h Qd7d6h6d2c Jd9c4h2s2d 
QcJd6s3s2h TsTc6h3s2s Qs9h7h4h4c Qd6d6c4s2d 
Ts7s3s3d2d JcTc6h3c2c Tc8c5h3s2d Jh5s3s2s2h 
QsTs7s4s2h Kh9h7s7h2h 7h6h4h4d2c 7s6h6c3s2d 
Jh7c6s3s3d Qd7s7c5s2h Qd9c8h4s2c KdJs8s3h3c 
Tc8d5d2h2d KcJs8d3s3h Kc8c3s3c2s KcJc6d2s2c 
JsJdJcTs5d Jc4d3d2h2c AhKd9c3s2s Qh9c7d7c2s 
Qs7h7d3d3c KdTd3d2h2c Qd9d6s3d2c Js7s6s3d2d 
Tc6h5s5d2h QsJc8c3d2c Kh9d6c4d2s Qc8s5h5d2s 
9c5h4d4c3s Kc9d9c4c3c Jh7s4s3s2h Ts7s6d4c2s 
Qh5c4h3h2d Ks5h4d3c2c Kd7c5c3h3c 9c8h7h3s2d 
Ks6c4d3h3d Th5s5h3s2s 9d8s8c3d2d Ts6h6d2d2c 
Th8d5h2h2c Qh6h5c2s2h Jc8s4h3s2h QhJd8s2s2c 
9s6c4h4d3s Tc6h5s5h2h 7h5h4h3d2s Ts8s7s4c2s 
Tc7h6s2d2c Ac7h6s6d2h As5d4c3h2d Kh8d6d4d3s 
7d5s4h3s2c Ks8h6s2s2c 9d6c4h4c2s Ts9h5h3c2h 
Qc9d6d4d2s Qc7d6h6c2c Js9c5h2h2d 7s5h4d4c2s 
Kd9s4d3d3c QdJs7d7c2d 9d7h6h2s2h Qs9s5h3c2s 
7s6h4s3s2d Qs4s4h2s2c 9c8h7s4h2h Qc8d6s6h2d 
Tc9s5d3d2d Jc7s4d4c3c Jh8s7c4c2c Tc8s5c2d2c 
As9s7s4d2s JhJc7d4d2d AhJc5d3s2s Qc6c5d2s2c 
Jh9d5c3c2c Td8h4s3s3c 9c8s6h3d2d AcJs7h3s2d 
KcJc7h3s2c AdQc7s7d7c Jh7h7c6h2d Js9s7s2d2c 
Kd5c4s3c2h 9s6h6d3h2c Qc8d5h3s3h AhQsQdQc2h 
KhJc7s7d2d Qh5h4s2d2c Ad9d7s4d2d Kd6h6d3s2d 
KhJc8s2d2c Qh3s3c2h2d Tc8d4s3s3h Ts5s4s4d3h 
Ts9h4c2d2c KsKdKc6d5h Th9s7h4h2h Ad5c4c3h3c 
Js9s8s2s2d 7h6s4d4c2c Js8s7c3s3d Qc8c7d4c3h 
7s6s4s4h2d Qc9d8d4h4d Ks6c4d3s2s Qh8s7s7d3s 
AdJd7d3d2s Td8d7d5d2d 9h7h7d4h2s Qc7c5c4s2h 
AdJc3h3c2c KsQs7s4s2d Th5c3h2d2c Qd7s5c4d2d 
9s8s6d3s2h 9d7s6s2s2h Qc7c6d4c2s Js7s4c3h3d 
Qs8h6c3h3d 7h5c4c3c2d Qc6c5h3c2d AsQs6s3s2h 
9s9h3d2h2c QhJd7h7c2h QhTc6s3d2d Qc9s5h4h2d 
Kd7d5d4c2d Jh8h6c2s2d Qd9s4d3d3c Kh7d5h3h2s 
Ks9s6s6d2s KsQh6h2h2c Qd8s4c2s2c 8c5d4d3h2s 
7s5h4d3c2s KdQh9s4s2s Ks5s5d3h2s AdQh7s4s2s 
KcJs6d3h2s Ts7h7c4s2s KcQh9s2s2d AdJs3h3c2s 
Qh9s7d3d3c Kd6s6c4h2c KhQd9s3c2s KhQs9c2d2c 
Qs9c5s2s2h Kd8d8c3s3d KhQh7h7d2s Jc8d3d3c2c 
9d7h5d3s2d KdJh6s3h2c Qh7s7d4c3s Ac7s6h4d2d 
KhTd4s3c2d 9s9h5c3c2c Ks6d4h3h3c Tc7c4c3s3h 
QhTc7d3s2c 6h6c3s3d2h Ks7h3h2s2h Kh4c3s2h2d 
Ks9d5c4c3c Qs7h7d3s2d Qh9d4h3s3h TdTc5c3c2s 
Jd8d4s4d3h 7s6s6c3h2d AcTd7s3s2h Ad8h6h4c2h 
Tc7c4c3s3d Kd6d5d3h2d KhTd4c3s2d Th4s4h3c2s 
Jh8c7c4c2s Td8h4s4c2h Td9h3s2h2c Qs7s6s4c2h 
Jc7d6s5h2s Js8s6s4s3h JhTh6h3d2h ThTd4d3c2s 
Qc8c7h4c3s Ts7c4d3h3d Kc9c8c6c2c Th6h4d3h3c 
9h9d7d3c2d Qc7h4h3c2c 7s6h4h2h2d QhTd7d3s2c 
7h6c4s4d2s KhQd6c3s2c KhQh7h7c2s Ac7h5h4d2h 
KdQs6s2s2h Ts8s5s3c2d Td7c3c2h2d Jc8c7c4d3c 
Kd6s6c4s2h Ts6s4d3s3h 8h4s4h2h2c Tc9d5h3h2h 
7d6s4d2d2c Jh8h7s3h3d 8s7d3h3d2s KhTd8d3d2s 
7c5s4s4d2s Jh5h4s3h3d Ks8d7h4c3c Qd8d7h4d3s 
Kd7h5d3c2d Qs9s7s5d2s 6s6h3d3c2s JsJhJdTd5s 
7d5c4d2s2h Td8d5d2h2c 7c6s4s2s2d Tc8d4d3h3d 
Jd8s5c3d2d Jd7s6d3s2s Ac8h8d8c5d 9d6c4s3h2d 
Qc5d4s3c2c 8h5s4h4c2h Qc9d7h3s3h Td5s3c2d2c 
Jd7d6c3s3d 9h8h6s3c2h Kh8s6c4s3s Tc7c6h4d2c 
9s8d4d3h3c 9d4h4d3s2h As5c4d3c2h Ad9h5h5c2s 
Qc8s5d3h3d JsJhJdTs6d AdJh5c3c2c 7h5h5c3s2d 
AsTh7c3c2d KhJd6c3d2s Jc8d5s3c2h Th7s5s4c2s 
9h7c4c3d3c 8s8c3d3c2h Qs8s3c2h2c Qd8c5s4c2c 
AdQc9s3h2h Kh9h5c2s2h Qh9d8c4s3s Tc7h7d4s2c 
Qh9s7h4h3h Js7s4c2s2c KcJs4h3h2d Kc6s6h4d2h 
QhJd6c3c2s KdQs7h4h2c Qc7s7d4s3h Qd8c7c6c2s 
Jd5d4s4h3d Ac9d7d6d2d Ks8d6s2s2h Js8c7d3h3d 
Qh9d9c4s2c KdQc4c3c2c KsJs8s3h3d Qh9d7s7d2c 
Ac7h4s4h3h Th9s5h4h2h Qs7s6h3s2h QcTd3d2h2d 
Kd9s9c4c3c Tc7s5s4d2s Jd6h5s5c2s Js8h6d4c2h 
9s8h4h3d3c 7c6s4c2h2c Js8d5h3s2s Ad8h6s3s3c 
KcQc7s7c2d Js5s3d2d2c Qh7h6s6h2d 7c4d4c3d2d 
Tc6c5d4c2c Qs5h4h4c3d Jc6h6d4s2c Kd4c3s2h2d 
Kc7h3h2h2c Qh5s4d3h2h Jd8c6s3h3c TsTd6c3s2s 
9c7s6d3s2s Qh6c4s4d3d Qc8h3c2s2h Qh7d6c3c2d 
Kd8h6c4c2s Ac5s5d4h2h Kh5s5c4c2c Ts5d5c2h2d 
Jh8s3h3d2s 9d7s5s3c2s 9h7d5s4s2s 7c4s4c3d2d 
Kd8d7h4s2d Kd8h5d4d2d KcQh9d4d2d AhKc7c3c2c 
QsJc7s7h2s Th6c3c2s2h 6c5d3s3d2h 9d7h7d4d2c 
9d7d7c4h2d Qs5s4d3s2h Ks6d4c3h3d Js8d4h2s2c 
Jh5s5d2d2c 9c8h5s3c2c Ts6c4d3h3c QhQd7d3s2d 
Qs5d4s3s2c Jd7c5s5d2d AsQs6s3s2d 8d7c4s2s2h 
Tc5d3c2h2d Kc9c4d3s3c Qc8d8c2s2c Jd6h3s3h2d 
Qc9d8s4s3s Qd8d3c2h2c 9d6h4s4h2c Ks9c7h4s2s 
Qh8c3h2s2c Jd4c3c2h2d Kh9h6h6c2h Qh8s7s4c3d 
Jd9h8s3s2s Qc8s3d3c2s KdTs5h3c2h Kc8h8d7d3d 
Kc9s6c3c2d Jd7c4h2h2c Qc7h6h3s3d Ah6d3c2d2c 
9h6d6c3d2s 9c7h6d3c2s 8h6d3d2h2d Ad8c6c4s2c 
Qs4d3d3c2c QhJh6h6c2h 4s4d3s3h2c Js8h6h4h2d 
Js7h6s6c2d Th4s4h3d2s KsQh8h3d2c Ts9h3s3d2c 
Qd5h5d4c2d 9h6s4s4d2c 9h8d7s4d2d As6h4h4c3h 
Jd9h6c4s2h Jc5h4c3s2d As8h4h3c2c Kd8s5d4d3d 
Qs8s8c2s2d AsJd8h3c2h Ad9d6d4d2s Jd8d4h4d3c 
9c7h5c3s2c Qc7d5h3s3d Js8d7h4c2c Qc9s7s4s4d 
Tc6s4d4c3c Jh8d6d4c2d Ks9d5h3h3c Qh7d6s2s2d 
Th9h6h3h2c KsTd6h3d2d Ah8s6d3s3c 8c7d5h3h2s 
Jc7d7c6c2h Kh9s4d2h2c Ks6s5s2s2d JsTs7s2s2c 
Qc8s7s6s2d Qs8d7c4c3h QdTd7s3c2d Jd6d4s4h3c 
Qh5s4c3s3d Ah7c6s6d2c Js7s6c3s3h 7s4s3c2h2c 
8s7s4c2h2d Th6h6d2h2c Kh7h5h4s2h Kh9s7s6s2s 
8d4s4d2h2d Ad7s6h4c2c 7h7d6s3h2h Ks8s6s4s2h 
Kd9d5h2d2c Js8h4s4c2d Th7h3d2s2d KdJc8c4c2c 
Qh9c4c3s2s Qh7s5d4h2h As8d8c4c2c 9d8c6c3c2h 
8h7s5s3d2s Ad9s6h6c2c Kh7c5d4s2d Th9d5d3c2d 
Kd7d5s3h2d 8d7c4s4d2h Qs5d4c3s2s Qc8s3s3c2h 
Qd4s3s3d2d Kd5s4s4h3s 9c5c4s4h3d Jd7s6s5s2c 
Th9c7d3c2c Ah6s6d4c2d KcQs3h3d2h KdJh8h4h2h 
Jh9h6h4s2c Ks7c4h2s2d Ad7s5h2s2c AsJh9h3h2h 
7s6d6c3c2h 9s8d7d3h2c As8d6d4h2d 7c5s4c2h2d 
Kd7c5c3s3c Jc7s6h4d2c 8d5c4c2s2h 9h7h7d4h2c 
QhJd8h3h2c AdKs7h3h2h Qs9s7s5h2s AhJd6s6d2d 
Ad7c6h4s2s Ah9s6s3s3d Qs8h5h5c3h Qc8d7c4c3h 
Kc7s7h6d2h Qs7s6s6d2c Qd6c4h4d2s Td7d4c3h3d 
Tc9s7c4c2c 6h6d4h3h2s JhJdJcTc6h Jh9s7h3c2d 
