KdJcTc6c5h 
QdJc9s7h6s 9c7d6c5c3d KcJhJc8s5c JdJc7s5d4h 
JsJd9c8h6h KdJsTh6c4h JsJd9c5d2c Td9h7s5s4h 
Ad7c6s4d2s Qh9c7d5h4d 9s9c7c6h6d Qd7s7h5s5d 
Ks8h7h7d6d KsJsTs7s7h Qd8c7s6s6c 8s7s7d6c4c 
AcKsJs6d3h KsQc8d7c4d Kd8h7h6s3d JdTsTh6d5c 
QhQc8c4c3h JhTh9d7s4c AdJsTs8s3c AhQc9h8h5h 
AdKs8s5s4c AhKhJc6h3s AhTs6d4h4c JdTd9s3s2h 
KcQc8h7d5s KsJc6h5c3h Jd8h7h7c5c AcThTd7s5d 
AhKc9d3d2h KsJhTc6d4h AhQc8c5s3s Ks9h8c6s5d 
QhTs9h6h2s Tc9h8h6s3s Qs9c8c7s4d AcTd9h8s5h 
KdQhJc9s4d KcQh9c8d6c KdJsTh9s5s AhKh8s4h3s 
QsJsJc4d3h AhQc6h2s2c AsKsJs3d3c QsQh8d7h3d 
KsQs9c8s6h Ks8d6d5s2c KdJcTs8d4d KhJc7s6h5h 
KsJh9s4h4d QsJd9h7s5c QcJc8d5s2d QhQc5h3h2c 
KdTs6h5s5h JsTs9d7h4c Ts8s8h7d4d KsQsJh9d5s 
9d8h7h5h4d AhJs7h6d3c Th9h9c8d4c Kh9s8h7s3c 
Ts7h6h6c5c QsJd9d7s2h 8s7c6h5s5h Jd8h7d5h4d 
Ts9c8c7d3s Qh9h9d7h5d Ks9s8d7c3d AdJs7d6h3c 
AsQcJc9c3h KhJdTdTc6d Td9s9c8s3d TsTd8d6d6c 
QcTc9d5d5c AdKc9d3d2c QsJh8c5c2s JhJc8h5d3d 
Ah8h8c5h3c Qd9s8d7c4s Jh9h8d5s3d KsQdJs9c3h 
KhTc9c8d2d QcJs5c4d2s Ac8c7h7c6s Qh8c7h5c4c 
AdJh5s3s2d AcQs8d7h6d Qs9d6d5s4s KsJd8d5s2d 
QdTd8d7h6d Qs9d7c5s4c QsQhJd6d4d KsQdJsTs3s 
Ah9h6d4s3s QhTc9d9c7c Js8d7d6s4s AhJc9h6c2h 
AsJc9s4d3h KsQhTh6d3c AsQs8h5s5c Qc8h7h5c4c 
Kh8s6h6c4c KcJs6s4c3c QdJsJd4h3c Tc9c8h7h3d 
KcQsTc6h6c JhTdTc7c5c QhJdTs9c3s KhQsJd5c4c 
Jd9c6d5s4c KdJh9s9c7s Jc9d8c6d4s 7s6s6c5s5c 
Kh7h5s4c3s Qd9h7c6h3d AhKc7h6d3h KdJd7h4s3s 
AhKhJc6d3h AsKc7s3h2h Ac6h6d4d2c AcQdTd4s3h 
AhQc6h5d4h QcTs8h8d6s AcQcTdTc2c Ts8d8c5c4d 
QhJcTh6h5h JhTc6d4d4c AdJhTh5h3s AsQd8d5c3c 
Qd9d8s6c3s TsTd9s5c2d KcJc9s9h6d TsTh9s9d3s 
Jd9h6d5s4h QdJhTh7s5h AsJhTc5d3c Tc9d7d5c4c 
KdQc6s5h5d JhJdTd9c5d QhTd7d7c6s AcTd9c4d2c 
QhQc7h5h2c AdQh7d2s2h JcTh9s6d5h AcQs6c2s2h 
Jd9h6d5c4h QdTd9h5c2c Qs9s8c6d3c KhTh9c4h3c 
JdTs8d6h4c JcTc5h3h3d Ah9c7s6s6c Td9c7s5s4c 
KdJc9c8h8c KsKh8s6s3d JsTc9s8s6s Js9d6s5h3h 
QhTc8s8d6c KsQc8h7c4h QdThTc6s4c 9s8c7h5h4s 
Qh9h7d5d3s KdTc8d4h3c QsQhTs4s3c KdJs6c5c3s 
JcTc8d7c5s Ah7h5d4d2d KdJh8s6s4h JcTh8c6c5s 
AdJs6s6c2d KdTsTc4c2d AsQhQc8d2h JsJhTs6c2c 
KcTc9c6d5h As9h8d8c3s AsJc9h7d5d KdJd8s6s3c 
KcJh9h9c2c QsTd5h3s3d KcQc7h6s6d KhKd9c5s4s 
KdQsTd9c4d KsKhKd8h8d QdTc7s7c6h QdTs9s9h7s 
AsQh9d7h3d QsTs9h5s5h AsKdJh6c4h AcKsQh3d2s 
AhJdTd5d4d Td9h8h5h4d JhTh8s8d3s 9h9d7s6s6c 
AsQd8c7h2s Tc9c8c7d4d Js9c8s6c4h JhTd8s8c6h 
Ad7s7d6d3s KsTs6c5d2c Kd9s8d5s3h KhJcTs6d4s 
AdTh8d3h2h Jh9h9d5d4h AdQc9c7h3h QdJcTh9s3s 
KcJs8s7s2c AsQdQc7h4h KsKh9s5s4s AcJh8c3d2d 
KdKc9c6s2c Th7d6s6d5s Jc9h9c7s5d KdKc8c5h3c 
Td9s8s7d3c QsQcJc5d2h AsQs8h6s6c AcTsTd9c2c 
Qd9d6h6d5h AcJd9h7s5s AhTd9s6c2h AcQs9h9d4c 
AhQc8c5d3d AhJc5h4s3d 9c8h7d7c5h As8h6d4s2d 
Ac8s6c5s3c AhQh7c4h3c AdQdJc4d2h KsQhTh4c2c 
JhTh9s7c4d Ts8s8d7c4c JhJcTh8d5h JcTh9d3c2h 
Jh9d8s6s6d Js9d8c6d6c KsJs6c5c2d AdJs8s5c3c 
KhJs6s5h2s QhTh9s4d2s Jh8s8d5s4d Qc8h7h6c4h 
Ad7h6h4s2d JdTh8d6d5s JhTh7d4s3s JcTs6c4h3h 
KsTs8h5d3d 9s9h6d4h4d 9d9c8c6s4s AcQhJs5h3h 
As6c4s4d3c KsKcJh9h2h AdTc9s9c7c ThTc9h8d6h 
AcTc8h5d5c Kd9s9h7d3h KdQd9c6d5h QsTh8h6h5c 
JhTd8h8c6h JhTc8s8d6h Qd9h8h6h4d Ad6s6h4h2d 
JhJd9s5s2d AdQcTc8c3s TsTc9h8h7h AdKdTd5d3h 
KdJsJdTd6d QhJhTh9s3d KhKd8d6d3c KhJhTs6s2h 
As8c6s4h2h AcQsJs9s3h QdTd9c6s5d Ac7d7c6h3s 
ThTc8s6h5d AcKhJd6s4d JsTc8s6s5d AsJc8s3h2h 
AdQdJd7s3c AcTs6h4c2h Qs9h7s5c4c JcTc8s6h4d 
JhTd8d5c3c Jc9c8s5s5h QsJs5h4h3h Qs9h8d6s5c 
QhJd5h5c3c AcKdJd7d3h KcTh8d4d4c KhTc9c8s2s 
Kc8s6h6c4h AdJd5h3h2c AhKdQd2s2c KhTd8h5s4c 
JsJd7d6d6c Ts8s8d6s6h QdQcJd5h2s Jh8s7s7h5s 
6s6c5d5c3d Kh9s7h7d4s AsTh8d7c4h QhTd5h4d2s 
9d9c7s6s6h AdTd8s4h2c KdJc8c4h3d QsTs9d6h6c 
KhJh6c5s2s QdJc6s6d3c Ac8d6d5s4s AdJhTc9c2c 
AsTc8d4s2h AdJsJd8h2d AsJh9s4d3c KdJc8d5s4h 
QsTd9s6s2d JsTh8d7h5h JhTs8h8c6h KcTs6h5s5h 
Ac9c8d8c6s QdTd9c6h3s Kc8s7s7d6d QsQh3d2h2d 
JsJd7d6h6d KcJhTs8c4c AdKdJd5h2c KhTc8c4h2s 
KcJdTd9s4d AhTd9c6h4h JhJd9c4d3c AcJs7c3s2d 
QhTd8h6h3d AsQc9h9d4s KhQs8c5h5c QcTs9h3h3c 
AcJcTc7h3c AsKd5d5c3h KdTsTh9c3d AdKhTh4s4c 
7h5s5d4s4d Jh9d7c6h4d AsJsTh7c2s AhJh5s3s2c 
QhTs9s4d3d AdKdJd3s3h AsJc7h5s3s Qh7s7c5s5h 
AhQdTd8d3c As8h6s5h3s As6c4d3s3d KcTd8c4d3s 
Ks7c6h5s4d QhJc9c8s5d QsJhTc9d2c KsThTd9c6c 
AhTh9d7h5h KdTc9c5c2d QcJs9d7s4d AhJs9d7c5c 
Ad6h4s3s3d AsKsQc3h2s JhTh5s3s3d AsTh6d4s2d 
Ah8c6h4d2d Ah9s8h5s2h KdQdTd9c2h Kh9c8h5c3d 
JdThTc9s6s Th8s8h5s5h KdJh9d4h4c KsJs8c6c3h 
KhQh5c3s3c KdJsTs7c2c AdQc7s7d2s AcQc6c5h4d 
QsJdTsTh6s JcTs6s4c3h AsTc9s6d3s AcQd6d4c2c 
KdQhJs7d2s KsQh9s9d3d QhQcJd5s2c JdTd8s8h3s 
KhQdTs7d4c KsTc7h7c6d QhJhJc5h5d Kh9s9h7s4s 
AsQd6s4h3c AhTd8s3h3c Kc9c8s5s4h QsTs9c5d2d 
QsJsJd6s2d Jh9h8s5d3s KhJsJcTs3s AhJhTh7c2s 
KcTd9d5c2d AcQhJh9h3s AhKh9s9c2d AcQh9d8s6d 
AsTs7d2d2c QhTd9s6d5c AcQc8d7c5c KcQd6h5s5c 
KhJdTc6s4c QsJh6d5c4s AcQcJh6c3s AcQh6c5d4c 
AcQc5h4s2d KhKc8c6c3d AsKc7h6c3d KsKhJd8h2h 
QsJd5s5h3h QhTs9h5s2s AdJh9d8d3s AsQsJd6s3h 
AhKd8c6h2s AhQsJc7s7d QcTd9h8s5c KsQdJc9h4s 
AdQs8c7c3s AhQhJs6h3c QcThTc8s5d Ah7s7h3s3h 
Ad8h8c4d2h 8s8h7d7c6h QdTs9d5s2s KhTsTh6h5c 
Ac9s9d4c3s KcTc9c6h5d QhJs5h5d3d KcQh9h5h2c 
Js9h9d5d3s KcJs9h9d7d KcTs5s4c2h QsQd8c7s3c 
8d8c6d6c2s AdQsTs4c3h JsThTc7h5h Ks6s6d5h3d 
Ah6d5d3s2h KhQhTc9s3h KdJhTsTc6h KhQh8d7c5s 
JsTd6s4d3d KdTh9h7h6h JsTdTc7d5d JsThTc9d6d 
KdQhJs7d5d Kc9c8h7d3h KdJsJh3s2h AdJc5d4h3s 
Tc9c8s7s3d 8h8c6c5h3d QsJs8c7s4c JhTd9c5s4h 
AcTc9s9h4c AhQd9d3h2d AcQd8c6c4h AcJh9c4s3d 
KdQcTh2h2c Qd9d6c5s3s AcKd9c7h3c 9s9d7c6s5h 
Td8d8c7d5c QhQd8d7s3s QhJdTs9d5d KcQhTh9d2s 
AhKs9h5h4c Jc9h8c6h4d KsJh9h7c3c AhQsJd6s4s 
KsTs8s8d6h QhTd6s5h4c KcJs8h7c3h 9c8c6c5d4d 
AcTc9d7c5c Qc9s7c5s3d KsJhJd6h5h KhTs8c5h3c 
AdKhQh2s2c QdJc8s6c5h KhKdJc8d3d Qs9s8h6c5d 
Kc6d5h5c3h AdQs6d2s2h Ah6d5s5c4h Td9d8s7s3c 
8h7h7d6h5d QdJd9c4h3c 9s8d7d5d4s Jc9c7h6d5s 
8d7h7d6c4c AcJh7h2s2c AsJcTs6h3s KcJd6c4d4c 
JhTs6s4h3d AsQd9h7d3h AsJsTs7h2c JhTh9h7h6c 
KhKc9c6d2c Ac5h4c3h3d Ac8h8d6s4c Ks8h7h6c3s 
AcTc7d2s2d AhTc9c7d6c KhJd9d4s2h Kh9c8s6c2h 
Qd9c8c6h2d AcQd7s4s4d AsQsJd9s4s AcQdJh5s5h 
As9h8c7h4c KhJdTc6s4d JhJc7d6c5c QhJs9h7c5d 
AcJcTs7h2c KsKhJd5d2d JhJc7d5c3d As8c6s6c2c 
Th9s8s6d3d AcKd9c7c3s AhQd7h4c2c AdKsTh5s3s 
Ad9d8h4h3h 9h9c6s4s4h 9h8d8c6c4h 9s9c6d4d4c 
Qd8s8h5d4h 9s8c7c5s5d Qc9d7d5h3c Td9s7h5h4s 
Ts8s8h6s6c AhKd6s4s2d 9c8s7s5h5c AhTc8s7d4s 
AhJdTh6c3h QhQdJs5s3s AcJd9s6c3h KhKc6d4c2c 
8s8c6c4s4c QhTc9d4h4d Ks8d7c5s3d Qc9h6d5c3d 
Ts9d9c6s6h AsKs9s8s5h 8h8c6c5h2s AhTd8h3d2d 
JhThTc3c2h KcQh8c5h2h Jh9c7h6s4c KdJs7d6d5h 
Ad7d7c6d3c QdQcJs6s4s JhJc9s9h4h AdThTc9d2d 
Ac8d8c7d2c KcQc9h5s2h KcQdJsJd2d Kh7c6s5h4d 
9h8c7h6s5d AsTc9c7h6c QdJdTs5h3d AsQhTh9h3h 
AdQd9s3c2s 9c7h6s6c5s Ah8h6h5d3d Td8s6h6d4h 
Ts6s6c4d4c JsTh8c7d5d KsQs5h3h3d AsTh6s6d2d 
Td7h6h5d4d KhJsTsTc6s 9s7d6h5s3d AcJcTh4c2s 
AsJh9s8s3d Ks7c6d4s3d AhTc8d3s3h JsTd8h7c5c 
AcTd8h7d2h QdJsTc5h3c KcTd9s6h3c AhKcTc9c3c 
JdTs6s4d3s AcKh8d6c2s QcJc5s4s3s Js9c6s5h4c 
TdTc9s9d4d AhJh9c8h3s AdQdJd4d3h KsQsTd9h3s 
KcQdJh9c5c KhQsQd8s4c 9s8h6s5h3c As8h7s5h2s 
Kh9c8d7c3h 9s9h8c7s6d Qh9h6h5c4c Ts8c6s6h4h 
AhJs8h3d2d JcTsTh6c5d Ah8d8c4h2c KsTc9s6h3d 
QsJcTd9c5c AhJs4s2h2c JdJc8d5c3d AhTs8c7d4s 
KdTd8c5h3h AhTs6h6c2c KhJd6s6d3h Kc8d6c5d3s 
KsQhJh8h6d Kd8s7s7h6h QsJh5s3h3c AdJs5h3h2d 
AsJdTh5c3h Js8d7s7c5d 9s7d6s6h5h KsTd5s5h3h 
KdTh5h4d2s As6h6d4d2s QsJsTs9s6h Ts8h8c5h4c 
JhJcTh7d3s 8c7d7c4s4d JsTd6s6d4s QcTc9h4h2s 
JdTs9s5d2s JcTsTd6d4h KsJh7c6s5s KcTs9h8h3s 
AhQd6h2d2c QhQc8d4c3d AhQhJh7c3d QhTd9s8c5h 
Jh9h7s6s4d AdJh6s6d2h KcQdTs2s2d KsTdTc9s3h 
KcTc8d4h3d QcJsTc8d2h Kc9h8c6s5d Tc9h9d6s6c 
QcJh9d8d6s KdJdThTc4d 9c8s8c5h4s Td9c7c6d3c 
JdTh8d4h3h KcQh8d6d3c QhTs7s7h4h Kd7s6d4s3c 
Kd7s6h4d3h 9h9c8c5h4s AdKh7d3s2s AsTdTc9s2s 
JsTc9d4c2d Kh9h8c5c4s QhTh9c4c2s QdJc5d3h3c 
Jc8s8h5s4h AhJs5h4c3d KdTd9d6c5s 6h6d5h5c3c 
Ac6d6c5c3d KsQdTc2d2c JsTd9h4d2h Ks8d6s5d3h 
AhQd8d5c3c AdKd9d8d5c 9c8h6d5c4d AdTs9h5s3h 
AsQsJh6s3d Qh9s6d5h3d 9d8h7s6s5c QdJh8s5s2d 
KhTh9c6h5d KhJs7h6h5d 9s9d6s5s3d AdJh4h2d2c 
AhJd7s6h3c Th9d6s5h3d AsQdJc5d3d JcTd8s8c2s 
KcTc8c6s5h KsJdJcTh4h AcTs9h6d2c Js9h7h5s5h 
JhJc9h7h2c KdQsJc7d5d KsJh8h7h2s QsTd8h5s4c 
JdTd9s7c4h AhQcJs6h3h QhTh8s5c4d AsQdQc8h2c 
KsJcTh8d5h KcJc8h6h3d AhKsJd8s2c QsQh7h6h5h 
KhQhJs8h2s QsTs8c6d5s JdTs8c6h4s KhJc9c4h4d 
QcTc9s6d3h QhTh8d7s3s KhJhJdTh6h 9d8h7h6h4d 
KsJdTd7c2c Kd9s9d6s3s AhKh6c3c2c QsJd9h8d2h 
AhJhTs6c3h Jh9s8d6s6d KcQh8h8c4h KdJh9d9c5s 
KsQdJc9h2s AhKhQh3d2s Ad8h6h5s4s TsTd9d9c4d 
AsKd9h3h2s AsTh9s4h2s Td9s7c5c4s TsTc8h6c5d 
AcQd9s9h4c 9s8s6s5c4c QcJd9s7h5c Ks7h6s4h3c 
KdTdTc6d5s AhKc9c7s3d KsKh7h6h3h KhKcQs3c2c 
KcQd8c5d2d Ah8s6s6h2s AsKc9s7d3s Kd9s8d6h5c 
KsJc6c5s2c AdQc8s8c6h 9s8h7h5s5d AsKsTs5s3c 
KcJcTc5c4s KcJd9c4d3c AsQs9h3d2h JdTc9d6d2c 
QsTs7c5h5c AdTh9d6c3d AcTs8h2d2c Ks9c8d6s5h 
Qc9s9h7d7c JdTc8s7h5s AhJhTc7h3h AhJs9c7d5c 
AdJsTh9h2h As6d6c4d2s QcJs5s4d3d AdJsTs5s3h 
Th9s8s6c3h Tc9h6c5s5h KsTd9s6c5s Qc9h7s5c4s 
KdQd5s3s3h TdTc9h9c3c QsJc8s5c3s Ac6d4h4c3d 
AcQh9c8c5c KdQs8s8d4s 8h7s7d6s4h AdQs8d6d4h 
Jd9h8d7c6d JsTd9h6c5d AhKdQs4s3s Qs9d8d6c2s 
Qs8h7h6s4h Ad6h6d5d3h AsTh8c7c5c KhQdJh9c3s 
QdQc7s2d2c 9d8c6c5h5d Qc9s8c6d5h JdJc9h4c3h 
JhTh8h7h6c Ks7d5d4s4c QsJd8c5s3c QhJc5h4s2c 
QhQd8c7d2c KsTd8c4s2d AcQs9c8h4c QsJc8s6h2c 
AdKhJs4c2h KhQc9h9c4h AhTd9d7s6d Tc9s8s7c3h 
QsTh8s6h2h AcKhQh8d3s KhTh9h8s6h JsJc7d7c5c 
Th9d8d5s4s Qh8h6s5h4s JsJd7c5d3c AhJd5h4s3c 
Jd9d8c5s3c KhJdTc8s5d QdJd9h4c3c Kh7s6c5h4d 
QhJd8s6d5c QsQc7h4c3h Jd9h7d6s4h Ad8s8h6c4d 
AhKdJs4c2d AhKc5d4s3c JcTh8d8c2d QdJh6h4d3d 
JhTh9h7d5s KsTc8s4d3c AhJd7s2h2d QsTd9c6h5d 
QsQhJc5c3c KhTh9d6s5h Ah6c5c3d2h JcTsTd7s5s 
TsTd9d8c6d 8c7h6d5d5c KsJdTc8s4s QhJs9h7s3s 
JsJc9d5s2d 9d8c7s5s4d AhQcJs7c4c As8h5c4s4d 
JsJcTs8s5d KdJcTc7h4c Ad7c6s4s2d KsJhTd6c4d 
Td9h7c5h4c KcTh8c4h3s KhKdTc8s3s QdJs9d7h5c 
KdTs9d6h5d QdTh6h4d2s KcQc9s8h8c QsTh8h5s3h 
KcQc9d5c3d Qd9d7h5h3s KsQhTc7d3s KhKdQc3d2d 
Ts9h9d8c7d 9s8c7c6s4s AhJcTh2h2d QhJdTc9s2s 
QsTd9c4s4c KcQcJh6c5c Jd9c6d5h4c AhTs8c7c5c 
AcQhJh8h6h KdJc9c7h3h QsQh9h5c3d QdJcTsTd6d 
KdTh8c6d2c KcJs7d7c3s JhJc7d5s5c KsKd9h5c4c 
KcTsTc6c5d JhJd9s5d2s Kc9d8s6d2c JhJdTs2s2c 
QhJs5h4c2s AcTc9s7c5c KhThTd7c2c JdJc6h6d3h 
AdJcTs7d2d Qd9s9c8d7h 8s7s7h5h4h KsTs8d5h3h 
8c5h5c4h4d QhJsJd4s4c QdQc8s3s3d QsJh6s6d3h 
KdJdJc8s5d JcTc8s7c5h KdTs9h9d5c AhKs9h7c3h 
JdTh8d6c4s Ac7c5s4h3d QhJcTh9d4h Ac9s9h8d3c 
KcJsTs7d2d KdJd9s6d4s Tc9s6s5c3s AcQsTd9h2h 
QcTs9s9h7s Qs9d8d7s4h QhJsJh6h6d KcJc7s4h3h 
Tc9h9c6c3h Td9h6d5h3c KcJsThTd6s QhQd8c7h4s 
Td8s8d7d5s Ac7d7c6h5c QsJdTc5h3c QhTh8s7h7c 
Jh9h9d8d4c KcQdJc9h3s AdKcJs4h2c Jc8h7h7d5d 
QsTs9d6h3c AhTd9s8c5d As8h8d4s2h Jd8c7d5h5c 
Jd9s9d7c5h QcJdTs9h2h KcJhTsTd6h QdTd8h6c5d 
QcTc9d7h2d AsKc9c6h5c QhJd5h5d3d AcQcJc4h2d 
As8h5d4s4c 9s9c6h6d5h Kh7s5s4h4d KcQd8d7h4h 
AcQsTd5s5h QdJdTs9c4d 9c8d7s5s4c 8d7h7c6c4d 
AdTc9h9c7c QhTh7s5s5c AhKcJd4s2c KdTh5d3s3h 
8s7c6h6c4h AcJh9c5c4s As9d8h8c3s Kd5s5c3d3c 
JsTd9h3s2d AhTc9s8d5s JdTh5s4h3s As8s7s7d6c 
KsKd5c3s2s Ah7s6d4h2d KsTs8h6d2d AdJd8d4s3s 
KhJs8h5d4c QsJsJd8h5s JdTh8s5s2h AdTc9h6s2d 
AsQsJc4s2d AcJs8h8c4c JdTd8c6h4s AhJd7h3d2s 
Ts7d6h6d5h JsJh8s8c4d Qh9c7h5s4c AhTh8c4d2s 
9c8h6h5d5c KcQc9s4d3d 8h7s7h4s4c KsQsTh9c3s 
Jh7h7d5s4d 9s8h6s5h3d AsKc8d6s2h Qc9h7d6c5s 
AdQsTc6s6h Qc7s7h5s5c AhKdQs9s2c 7h7c5h5c3h 
QcTc9c7c6s KhTh8s4d3s 8h7s6s6d4d QhJdTs9c2c 
JdTs9c5h4d JdTc6c4d4c QhQdTc4h2s Kd8s7s6h3d 
8c7d6s5c3s KhTs8d7d6d AdQh9c7h3c AsTc9d5c3d 
JcTh7s4s4h TdTc8d5c3s KcJc8s7s3h QcTh5c4c3h 
AdTc8s7h4c KhQsTc7s4d QhJhTd9s3h KcTc9c8h6c 
QsJdTh9d5d KhQhJhTh5c QhTh8d6c5h Ts8s8c6s6d 
JdJcTc6h2h JsTc8d7d4h AsKsTs9s2h AdKc9c7h3s 
QhJd9d6h2s QsQdTc8c4c KhJd8d4s3h AsKs7h6d2c 
AdJd8c6d4h AdJd9s5c4d KhJc7c4h3c KsJdJcTc3c 
QhQc6s5d3c JsJc5h4h3c QsTh9d4s4d AdJh6d6c2h 
QsTsTh7h3s AdTd9h9c4d KhQsJc5c4c Tc9c8h7s3s 
KsQsTs8h3h As8s8c5s3c KcQdTs6d4d KcTh9c7d5c 
Tc9s8s7d3c Th8s8d5d4s JdJc7d6h5d AhQs9d9c4h 
AdJsTh6h2s AcQd8d5h3h AdKdTd9d2s AcJh9s7d5s 
QsTs9h3h3c QcTd8c5s3s AdTd9s9c4d QdJd9d8h6s 
KcJhTh7d2d AdJsTc6s4h Qs8h8d5s4h QsJcTc8d2h 
KcTd8d6c3c QcJs6d6c3s AcTh8s7h2s QsQc8d3s3d 
Kc8s8c7d4d Qd8c7d5c4c AsKhQc9d4c Qc9d7c5d3s 
9s9h6d6c5c KsKh9h8h3h KhQhJd8d3h AcTh8c3h2h 
AdKdTd9d2c JhJd7c3h3d KdJsJc6c5c 9d8h7s5s4d 
AsQsTs5h2c AdJsTd6h3d AsKdQd7d4d KdQc9h8d6d 
JsTd8d6c3c QhTc9h4h4c Jc9c8h5s3h 9d9c8d7h6s 
AhJs6h6d2s KhThTc6h5s AdQcJs6d3d KhJhTd6d2h 
AdQhJc8d2d Th9d8d6s3s KsQdJh5s3s KdTc8h7h6h 
AsKd9d6d5h AhTc6h5s5d KcJs9s4d4c AhTh5c4s4d 
QhQcTh6s2d QsTc9d3s3d JhTsTd9c6c KdKc9d5d2h 
AhJd8s8d7d JhTh8c6d4s QcTs7s7h6d 9c8h8d5c4h 
AhKc9c6d5c QsTsTd7c5h AhQdJs6c4s KdKc6h3s3h 
KhQc9h8h8d Ad9s8d5h2c 9d9c8d5c4h AdJh7s5d3d 
Kd7h6s5d4c AcJcTc7s2h KhThTc7s2s AhTh7d2s2d 
KhQsQd6h3h 8s7s7h4h4c JsTs8s7s6d KsJd7s7c3d 
TsTh8d6s5c JdJc8c5d3c Ah7h5h4s3s QsTs9h4h2d 
KhTd9h8h6h QsJcTs8d2h AcTc8c7c4d QdQcTc4c3h 
KhKdKc8h8c KdQsTd7h3c KcQsTs4d2d KcJd8s6d4s 
QcTh9c6c2h KdTs5d3s3c AsQsJs7d3c Jh9s8h6s4c 
QcJd9d6c2h Jc9h9d5d3c QhTs6d5d3s KcTh8s4s4c 
QhThTd7d3h KcQdTc6c5c Td9h8s6d3s Qc7s7d5d5c 
KdTd8s4s3h AhKsTc9c3c JdTh7h7d3h AdQc7h6h3c 
QcTd6h5c2d Ks8c7d5s3c AhQh6h5s4d Js9h8s5h4h 
AsJsTs8s3c KsQc9s5c2s AdJd5d5c3c KcQcJc6h5c 
JhTd8s6c4d AcJc8h7c6c JdTs6c4d4c AcQd7s6s3d 
KsQcTd6c4c AdTd9d8s5d QcJsJcTc6c AhKd9d7c3s 
9h9c7c6s6d QcTs8c6h4c JcTsTd5h4h TsTh6s6d3d 
KcJc7d4s3s JsJh8d7c6d AdKsQs2h2c QsTs9d4h2d 
KdQdJs9c2h JdTd9d7c5h KsTh9s7s2h KhQsJd5d4d 
Ac7c6s6h4d AsKs6s6h4d KsQs8c7d5h AhTd8s7c4d 
Js9h7c5h4c KhQd6s5c4d QsJsTs5c4s JhTd8c7d2c 
QsJdTh5c3h JdTh8c7s5c QsJcTh9d2h Ad8d6s4h2s 
KhJc8d6c4d AsJd9h7d5d KdQdJdTd5c AhJs8s3h2s 
Qh9h6s5s3s Ts9d8d7c3s JcTd9h5s4c AhTdTc4h3s 
9h9d6s4s4d QdTd9s6h6c Jd9h6h5s3d KdTc8s8c7c 
9d8d8c7d5c As9h9d6s2h KdTsTh8h3s KsJdThTc4d 
Ac9c6s4h3h AcKs9h7d2c QsJd9s4s3d Qh7s6h5s4h 
KhTs9c6d3h AsJh7c5s3s Qs9c7h6c3s JsJh7s6s6d 
KsKc5d3c2c KhJc9c4s4h AsJh5s4d3c AhQhJc6h3s 
Kd9d9c7c4c Ac7h7c6s3d AdKh9d7d3c KcQd7d5h3h 
AhJc8d8c7c Jd9s9d5s3s QsTc9s6c2s AhQsJs8s6s 
QhJs9s6h2c KdTh8s5h4s Jd9h8d5c4c QhThTd3d2s 
KcJd9c8h6c KcTd8c5s4h AhQsJc9c3d AdKd4s4d2s 
Kd8s6d5s3h Ks9h9c7s3h KdTd6s5c2s JhTd8h6h5s 
QhQc3d3c2d AhJd4d2s2h KhTd8c7c6c AcKdQh9h2s 
JsJh6c4s3h KcThTd6c4s JhJdTd9d5c AcKdQc3c2h 
AdQd5s4h2c KhQd9h8s6h QsJhJd5s4s Kd9h9d8s7d 
AhQd8s7s3d KhTs8d5h3d AdTc8h7c2h KhTdTc9h3s 
Kh9s8h6d5c AcJd9c6h3s QcTd5c4d2s Qc8s6d5s5c 
AdQd9d8d5s KcJhJd6d5d Th9d7c5d4c 9s8h6d5s4d 
Th9h8c7c4h AsQd7s7h2h KsKc9h5d4d Qc8h6h6d4c 
AhJh5h5c3c KsTd5d4s2h KdQcTc9h4s AsKd9c3c2s 
QsQd8c5d4d KsJh8s6h2d KdQcJh5d3d AsQs8h7s5s 
KcTd9s8s3d AcTd9h5s2c KcJsJh9s5d AhKcQd9s4d 
KcQdJh7c2h AhKsJc8s2d KdJh9h5d2d AdKh7c3c2d 
KcJc8s6s3h AdQsJh6d3d Th9d8d6c3c KcQd9c8s8c 
JhTd9c4d2h Ts9h8h7h4s KhJs9d8s6c 8c5d5c4h4d 
KdJc7s6d5d AhTdTc7s5d QsJs9h4c3h ThTd6s6d5c 
AhQd7c6h4h Jh9h7d6s5c KcQh9s8c6c KcTc9h6s5c 
KdQdTd8s3s AhQhJh7d3s AcQsTs8s3h As9s6d4c3c 
As7s7d6h5s QhTh9d6c5h AdKs5s5h4s QsQdTc4s2h 
KdThTc8c3h KcJsTs7h2h KcJs9s8s8d KsJd6h5d3h 
Jh9s8c6s6c KdJdTd5d4h QcJsTc9d2c QsTs9s7s6h 
9d8d7h6c5s AsKd7h6d3c AhTs8d7d5d Ac8h5h4c2h 
KcQc9d8h8c As9h9d4s3h Kc8h6c5h3d AsJdTh6c4d 
AhJc9d7s5d Kh9h9d8s4d KsQsJd9c2h AdQc5h4s2d 
Ah9h8c5h3c 9d7s6d5d3s KdQdJd6h5d AsJc9d8h5d 
KsKd8s6s3h AhTd9h6c3h AhAdAc9s7s AsQsTsTh2s 
AhJdTs9s2s QhJd9d5h2d QcJd8c7d3h Qs9s6c5h3h 
AcTsTd8h4s JsJh7c5s5d KcJs9c4s4d QsTh6h4s2d 
