KdJdTh4h4c 
KcJh9c6h3d AsQd4s2h2d AdKdQdJd3s AsQh8h5s2s 
QsQdTc8c6c KdJd9s7c6h KcQc5s4h3s KhJh9c7s6d 
AcJhJd8s5h Ac7h6d4h3c KdTs9h7s6c KcTs8s8c5h 
KcQhTd4d3h KsKc8s5d4s AhKd8s8c5h AdJc7s5c4s 
QhJs8h6s6c AcJhJdTs4s AcKc7s6d3h QcJhTs5s2c 
AhQs9s7h2s KhJhJd8h4d AdJcTc5s4h KhQsQd7s2h 
AsQc6s6c2h AhQhQcJh7h AsQc5s5c3s KhJd9s7h6c 
AsKsTd7c3s QdJdTsTc7h JsJc9c6s4h AdJdTc6s6h 
AsJs9h8c3d QsQhTs6s5d Ac9s6c5s3d JsTsTd9s3d 
KsTd9h7d5h AcQh9s4c3s JcTc9d8s4d JcTs9s9h4c 
QhJsJc9h7d AhKs7h6d5h AsKsJs8h8d JsJhTc7h6h 
QsQd7s5d3d AhQdJs7h6h KhTsTh9h7c AsKsTs9h2c 
KcJh7d6c4d JsJc9s8h3c AhQsJd6h3c Kh8s7d6d4h 
QsJdTc6s5h AcTc8d7c4h KdJs9s8h7c JsJc8d8c2s 
KsQcTc7s3s AdQs4d2s2c As9c8h6c3s AsQs5d3h3d 
KdQcJs9s9h AcKd8d3s2c JdTsTc9h8h AhQcTh9h2s 
KsJhJd8c7h AhQs7d5d4s AsTs9h8s5d AcTh8h7c2c 
TdTc9s9h8d Js9d8d7d6s AhKcJc6c5d KsQh8h6d5d 
KsTh9d8h7c QdTc9d9c5s AdKs8c7c3s JsJd9s8d3c 
Kc8d7d6c4s KcJh8c6s6h AhKc9h7h5s AhKdQdJd5d 
QcJc9h7h5h KsQh9d8s5d AdJd9h8s3c KsKc8c4h3h 
KdJhTs7c6s JhJd9d5h4d Jh9c8d7h5d KhKcQh6d3h 
Ah7s7h5c4d KhKd8d5s4d AsTs8d3h3d KhJcTh8h2c 
AsKsTs8s8c KsQh9h9c6c QhTs9c8h3c QhJdTd7d3h 
As9h9c5c3s QdTh9h7s3d Ad9s7h4s3d JsJd9c8d3s 
KsKhKd9s9h AcTd9d6c2d QhQd9h7h6s TdTc9d8s5c 
KdQdJhJc5s KcJd7h6c4h AdJdTsTc2d AhJsJd9c7d 
KsKh7c5s3s QdTd8c7s4s AhQsTsTd6c KcQhQd5s5d 
KdTdTc7c3c QsJcTh6s5d AsJs9c8d3h JhTh9s7d3s 
AcKc6d4d4c AhQsQhJh2h QsJcTd7s6h AsQd7c5c4d 
JsTh7d6s4d KsThTc6h4c AsTsTc9s8s QcJdTc3d2s 
KsQd8s7h4d KcQhTs9d7d KsKh8h8d4h KdJsTh6h3s 
KsKd8s4h3h AdJs5d4h2s QdTs9d8s4s AhQdTh9h2s 
KdTsTc6s4c KdQc9d8h7s JsTs9c5d4c AsKh8h6d5c 
KsJh9s6h3d AdJdTc4s2h Ts9c8c6h5s AhQd7s5s5d 
KsTh8s5h4h KcQsQc8d6c AsQh9s8s6c AsKh5s3s2h 
KdQdJs9c2c AdJcTc8c5s QsJd8d7c4s KsQs8c7s7c 
KdQsQh6c4s AsJh5s4h3h KsTsTh9c7s KsTs7d6d4s 
QcJd8s6c4d KhKd7c6c5c KdJc9h8s8d KhQh9c7h7c 
QhQcTs9c2d QhJsTd8d6c KsKcJc9c3d As7d7c4d3s 
AdQc7s5s4c QdTh7h6d4d QhJs6h5s4h AcQhJd7s5h 
KhKd4s4c2h KcThTd6d4h QhJd9h8d4c AsJc6s5s5c 
AdJs9h4s2d KsQcJs2d2c Th9d7c6h6d QhJdTh8c2c 
AcQhQd9h7h AsKdQh9d7d Ad9h6s5s4d Td9s8s8d6h 
QsQhJc8s5d KhQdQcJd3s QdQc9c8d4c KcJdTc6s4h 
AhKcJc6s3s As7s6d4c3d AhQc9h5s2s JcTs9d9c2s 
AhQs7s7d5d KdTdTc5h5c Ks9d9c7c6d AsKdTd8c4d 
JsTh9s9c5c KcQhJd9s8s AdTc8c7d2d AcTd8s4s2c 
QsTd9h8s2d KcJsJc8s2h AsKs5c3c2d AdJdTc7h2s 
KsKdQh9c3d Kd8s7d6h4s KhKdJh4c2s AhQsQh8h6h 
KcQdJd6c2s AsKcQd7s4s KsQs8c6h4c KsQs9s6c5c 
AsKs5d4h3c AdQs6s6d2h QhTc9h8c2s TsTc9c7s5c 
KhQdTc9s7c KsJhTs3h3c KsQsQd8s6c AdQdTs9d7d 
KcTs9d7s6h Tc9s9h8h6c KhJd9c7c3h AsTd9c7d4c 
KdKc7h5s4s Ah9d5d4s4h KhQhJs4s2s KdJdJc8s2c 
AhKc8s8h3s AdJh9s2h2d KsTsTc9d7s KhQdJd8h2c 
AhKcTd6c5c AsJs6h6c4h KdKcTc4h2s AdQh7s7h5s 
QsThTc8d6s JhTs7h6s5h QhQcTh6d2d KhQhTs7d3d 
KhTsTd6d4s QsQd9s8d3d AsKcJd8h5d KsKhQd9h4c 
QsQcJc8c7h AsKh7s6s2h AcKdThTd6d KsQsTc9s4c 
AcKhTd8d6s Qs9d8s7d6s Th9c8h8d6c QdQc9c7s6c 
QdTh9h7d5d Ks9d9c8s8h JsTh6s5h4d KhKcQh8h5d 
KdQhJs9c8c JcTc8s7d6h Kh8d8c6h5d AsKsJs8h4c 
AhKs9d7h3c QsJsTc4d2c KdQsTc9h7h KhQs8h7s4d 
AsTs7h5h2c QhJsJd9s7c JsTh9c7s3h KcJsTh6c2s 
Tc9h7c6s5h Jc9s9h8h6c KsKc7c5c3h KsTsTd3d3c 
KsKd8h4d3h AhKdJd9d5c AhQsTd7s5c AhJcTc8c5d 
JhTd7s6h4s AcQd9d6s5s QdQcJd5h2h QdTs8d6d4s 
JhJc9s9d6c QcJs9s8d5d AdJhJd8d4c AcKsQd7c4c 
AdQcJd4s2h AdQhJc8c7c AcQd5c4h2h AdQh6d5d3h 
AdJd9h8c3s AcTs8s6c2s QsJsTh8d3d KdQs9d6s4d 
JcTh9s9h4c Jh9c7h6s5c Ah9h9c6c3d AsKhQcTd3d 
AsQs6h5h4s AhTh7c5c2d AhQhJs3d3c AdJc5d3s3c 
AhQs5h5d4c KdQhTd8s6d QdJdTc4h2c AhJd8h7d3h 
KhTh9c8d2d AcKsJc9h6c Td9s7d6c5s KhJs9s8c7d 
KdQdQc8h6d AhKh7c6d2d AdKc5s4h3d QdTsTc6d3s 
8c7c6s5d4s JhJd8h8c2d QhJsTd7h3d KcTd9h8c3h 
QsQh8h7d4d KhKcTh4d2s QsJs9d6s5d AsTs9c8s5h 
JsTs6c5c4d KhTc8s7h6h AcQh8c7d2d AsQsQd8s6s 
QsTc9s9c5d KhThTc9s7h KhJs9s9h6h AhKs8d8c5h 
QdJd9s5h4h AcQd5c3d3c KcJh8d7d5h AsKdQc4h3d 
QdTs8h7d6c Qh9s9h8s7h AhJd9d6h3d QsQc9c7d6c 
QsTs9d8h4d JsTs7s7d6d AsQhQd6s4s KsQd6h6d5h 
KsJh9s9h6s AcKsTd8d6h KdTh7s7h6s QdTh9h8c7s 
KsQdTs8h6s QdJh8s6d4h AcKh5d4s3c Kh8d6h5s4d 
As7h6s6d3d QsJd6s5c3d KcQdJdTh7d QcJcTs5d2d 
KcJdJc5d2d AcKdQs8h5s Jh9h8d7d5d AdKd9c4c3h 
KdQsTs2h2d AsQh9h6c5c QhTsTc8d6h Ts9s7h7c6c 
QsTd8h7s6c QdJsJc8d7h KcQsQd7h5d KsQh9s8c7d 
AdJsTs7h4c KsKhTh4d2c QcJsTd9h7h QcTs9s8d7h 
Js9d8h7h7d AsKhKd8c3c AcTd9d3s2c AhJh8c7h6s 
QcTdTc7d4d KhTs9h7h6c JdTs8d5s4s Ah9d8c6d3h 
QcJsTh7c3h KsKhTd4d4c AdJh9s7d4c AdKhKc8s3s 
KcQhJsJc6d KhQsTc4s3c KcQcJh8h4c Qs9h9d8d7h 
AdQh6h6d2s AsKcJs9s4h As9s6h5d3h QsTh9h8c5c 
QdJcTc4h3h KhKdTc8s4c KdJhJc6d5s QhJhTh7c4c 
QsQh9s8h2s KdKcJc4s2h AcKdJs6h6c QsQc9s8h3h 
Qc8s8d7s7d KsKdQd6h3d QhTs8d7h6c JsTh6s5h4c 
9s9c8s8c4d ThTd8d7h4s AsJsJh8s6c AdJh9d9c7d 
7d7c6d6c4s AhTh8s4c2s AhKh7d6c5h QcTs9c8d4d 
Ac8c5h4h4d Ah9c6s5h3c KcTs9h5h3c AhQc9s4h3s 
QsJhTh9c7h Ad8c7c6h3d Ac7d6h4d4c KhTd9s8h3s 
KsJc9s7d6h AsTs9c4h2c KsQc8s6h4h KsQcJs7h5d 
KhTh9s8d2d KcQcTh9c4h KcQhTc8d6c KhJc9d7h6s 
9d8h8d7h7d KsJc7h6s4h QsTc9d6s3d QhQcTh6h5d 
KhJhJd9d2h AcKdQd8s2s QsQhTd9d7d JhJc9h5c4h 
KhJdTh7c6h JsTc9c8s5s QdJcTs7d3s KsJcTh8h7h 
Qd9d9c6c5c JsTd9d5c4c KhTs8d7h6h KsJd9d5d3s 
8s8d7h7d5h AsAhAd6s5s JsTd9h7c6s AcJdTc7h2s 
QdQc9h9d5d AdKcTh7c4c Kc9s8h6h5c KhJc9s6s6h 
AsTh9h6s2h AsTh7d5h2s Js9s7d6h5d AcTc8d4d2s 
KdTd7s7h4s AcKh8d5d3h 9s9d8d6c5s QcJdJcTs5h 
AcQsJh9d7h AhKhJc4s4d AhQh7s4c3c QsJdTd9h7d 
Ah9s9d8h2d KcJcTc9d7c QhQc9s2h2c AhTc8c7h2h 
QsQhTc6h2c Ac7h6s4h3c JsTs9h8s7c QdJsTh6d5c 
QcJhTh8d2d AsQc4s2h2c AcJs8s6s3c KdQs8d7s4c 
AcTs5d4c3d KsJhTs5s2h QdQcTs7h6h AsQhJc6h5d 
KhJd9s6s6h KcJh9c5h4h AhKh6d4s2s Th9s9h8s7h 
Tc8d7h6c5d AdQh8c7d6d KhQdTh7h3d KsQdTs3h3d 
AcQd7c6s4h Js9s9c8s7c AcJsTd8d4h KhJdJc9d8d 
KsJhTd7h3d Qs9s9d6d5d KhTs7s6d5d Qs9h9d8h7d 
QhTd6h5s5d KdTs9d7d6c Jc9s9c6s6d KsQs9c7s7c 
KsJd6d5s4s Jh9h9d8c6d KdQc8d6h4h KhQh5d4s3d 
AdQh9d5c2c AdKd5s3h2s QhTc6s6h5s KcTdTc9h7c 
AhKhKdKc2c Jd9d9c8h6c AdKh8c4c3d KcTd6s5c3s 
QsTsTh4h4c KsQhJd6h5c KcTsTh4s4c AdKhQs8s7s 
AdKdTsTh4d AdQsJc8h6s KhJh9d6d4s AsKhQd4c3h 
AdKsJc8d4d AhQc7h4h4c QhJh7d5s4s QcJs8c6s6d 
KdQh7d5h5c QsQh9s7d6s QsTd8s7c4d AsJsTh7c3s 
AhKhQs3c2d KdTd9c8c2h KcTs6h6c4h KdJh5s5h4d 
QcJdJcTc7h QhTd9h7c4d AdKh7s7h6c QcTs6s6c5d 
AsKs7s5h4d AhJsTs9c5d AcJs9c2s2d KhQsJs9d8s 
AhKh8c5s5d Ts8h7c6s5h Ah9h6s5c3s Jd9s8s6d5c 
QsTh9c8c4s KhJc9h9c4s AsJs9d7c2c KsJs9c6c5s 
KhKcQs8c4d KdQsJd9h9d AdKsQc8h5c KsTc7d5s5c 
Qs9h8h7s7c KhKdJd9d3c KcJdTd8h4h Jd9s7d6h5s 
KsQhTh2s2d AsQcJd7h3s QcTc9d7c5d KsKc8c5d4c 
AdQs8s7d3d AsTs8d7s4h QsQd9s8d4s KdThTd3h3c 
TsTc8h7c4s Jc9c7d6h5d AhKsJs6s5d KcThTd4h4c 
AhKdJh9h4s AsQh5s3h2c AcQc6d4s3d Kc9s9d7s6d 
AcTh6d4d3c JsTh9s8d8c Ad9s9c6d4c KhKc8d7c4c 
AdKh8d4c3c Tc8d7s6c5d AhQcJs9d7c AcKs8h4c3h 
AhQh6s5c4d JhTc6d5h4c Ah9h8d7s2s AsKs7c6d2d 
KsKcTh4d2c AcKc5d3d2h AsQdTh7d5c AhQsTd8s5s 
AhJs9c8h3d KhJhTc6d4s KsKd8d5h4d AdKsJs6s5h 
Qs9s9d6h5h AsQdQc9d7d AcJd8d6d3c QhTc6h6d5d 
AsQs9d5h2d JcTc9d6h4d QcJsJc8d4d KhQcJh9s9h 
JcTd8c6c4d KcTc9d8h3d QsTh6s5h4s KdKc8s2s2c 
KhQcJsJh6d QhQdTh6s2s As8s6d5d3c JsTd9h7s3d 
KcJh5s5h4c KcJhTs6s3h JhJd8s8d2h AsQs8d6d2h 
KhKdQs2s2c KcJh9d8s8c Ac8s6s5c4c AsQcTs9s2d 
AhJhTs6d6c KcTd7h6d5h QsQh8c6s2h AsKd9s7s5c 
JsTd7s6d5s KsTh9c8s2c AsTh8c5s5d QsQhTh6s2h 
AsQhJs7c3d AdTh6d5d4h KdKc5s5d2d KcQc8s6h4s 
AhQh9c8s6h KsKcTs7d2h Ts9c8s8c6d AsTc7d7c6d 
KhQsJd9c7s AcQsQdJs2s KhQs8c7s7c Th9h8s6s5c 
KdTh8s7d6d QdTc9d8c4c AhQs8c7h6h AcTc6d4s3d 
AsKsQc5s5h Qc9d8s7s7c Kd6d6c5h5c JdTd9c8h4c 
AsQs6h4h3c KcTh9h9c3h QcJhJd6d3h Kd6h6d5h5c 
AdQdJd6c3c KsJsJh7h3h KcJd8c5h4h Ah8h7s7d6c 
AsJsJc5s4h QhJd7h6h5d AdKs5d3c2c QhQd8c6h2d 
KhThTd8h5d AsKc9c8h7c AdKdJc3s3h Js9d8s8d6h 
AcKhTd8h5h 7s7d6s6d4c AsQd7c6s2d AsQd5s3d2c 
Ah9h6c5s3c Jc9d8c7d6c AdKd9h7s3c KhJhJc4c2d 
AdKc9d5s2s AsKc7s7c2s QhTc9c8s5s KhTs9d8s7c 
KcTs9d8c2d AdQd6h5h4d KdTd8c5s4s QsJd9d5s4s 
AcKcQcTh3c AhKc8h4s3s AhKcQs8d5s Jc9s8c6h5h 
KdJs9h9c8d AhJsTd8d4c AdKhJs4d2c KcQdJhTs6h 
QcJsTh9d7d KsQdJc8s2d KsJsJc5c2c AdQsJc7d6d 
AdQhJcTc6c KsQhJd7s3h KsTc9h5h3s Qh9d7c6h5c 
AhKd9s8s3d AsQs9d7d2h QhQdJs7s3h Ad8d7c6c4d 
KcJsTh8s6d KcJsJdTs7s AsJd9s8h3c AsTs7h4h3h 
KcQsThTd7c AcQc7d6h4s KcQdTh9c6c KcTsTd4d4c 
QhJh9d5d4d AhTs9h7s2h QsJs9d7d5d AhJh9s7d4c 
JcTs9h7d6c QsQh9h8s3s JcTs8h8c5h KcQc9c6d5d 
KhQc9c8s4h KdJsTh8s6c KdTh7c6c3d AsKcQh9d2s 
AhJhTd7s3h QsJsTd5c2c KdQs7d5s5h QcTc6h6d5d 
Ad8c7h6d3h AdJd9h4c3c KdQcJd9c4d KcThTc9c4h 
AhKdQd9d8d AcKhQdTd6d KcJd9s7c6h AsTd9s9c7s 
Kh8c7h6s4c AsKh8d8c5s QdQc8d7h4h 8c7c6s5h4s 
QhTd9h8d4d QsJsJc8h4h KdTsTc4d4c AdJcTsTh5c 
KsJhTc4c3h QdJhJd8h4d KsTc7h6h3s AdQcJs6d3h 
KdQd5s4c3s AdQsQh8c4s AsKc8h4s3h TdTc9s9c8c 
QhQcJc8d5s Kd8s8c6d5c AdTc9s7c4s KsJdTs8s3d 
KdQsTh6d4c KhJcTd9h3s Jc9s9d6d6c KcQcTs5d2s 
AsJd9s2d2c JsJc6c5s4s KsJdJc9d8d QhTsTh4s4d 
AdJcTc9s5h KsTd7h5s5d AhKcQsJc6c QsQd9c8c3s 
Ah8s8h7c2s AdKsQs8h2h KdJcTd8d3c KhQhQd8s5c 
KsQhJhTc2d AcJsThTd4s JhTd6c5h4d KdJhTs8h6c 
QsTsTc8c4s Ts9h7d6s6d AdKc8d4h3h JdTh7s7d5h 
Ac9c8h8d7s AcQh8d4d3c QsJsJc4d3d AcKd9s8d3s 
KcQc8h6c5h KcTh7d5h5c AdJs9d9c7d ThTc8d6h4d 
JhTh7h6s5s QhQc9h8c2h Qh8s8c7s7c AdKsQc8c6h 
KsJh7c6s4c AcQsJhTh6h QhJcTs8c7c KcJc7c6h5h 
QcJhTd7c6s AsJsTh7c2d KcJdTs7s3d KcQdJh7c3d 
AcKd9d8h5s AsKs7h6d2d Ac8h7h5c2d Qh8d7s6s5h 
JsTd9s7c4c KsKcTs4d2h KdTh9d8h5d AsKc8d4s3d 
AhTc8c4c2h QdJsJh6h3s AhQdTc8d5d KhKdTs4c2h 
AdKdJd8s4c Ah9d9c5d3h QhQdJh6h5c AdQsTd8d6d 
Kc9c8h8c7h QcJs8h6h6c JhTs7s7h4d AdTs9s3c2d 
JdJc6d5c4c AdKs7d5h4d KdQsJhTc6h AsQs5c3d3c 
Th9s7c6s6h QdThTd8c7d KhQsQd5s5c KhKcQd8h4s 
JhTd9d5c4c JhTh6d5d4c KdQdTh6s2h AdJs9d7h4c 
As8s7c6c4s QhTs9s7d4h QdTh9c8d2h KhQhQd8h6s 
AhQs9h5c2c JsTc9s4h3c Ad9s9h5h3d AcQhTh9d5s 
KhQcJc8h2d KcTd9s8d7h KhQhTs5c2s AsKcJd5h2s 
Tc9h7c6s5s KhQcTd4d3c AdKsJh8d4d AdQsJd7s2d 
QsJcTs8h2h JdTc7d7c4s JhTc9h9c2d Td9s9h8s6d 
KsTs8c7c5s JhTd8c5c4d TsTh8h7c5c AhQhTs5d2c 
JcTs9d7s4d AdQd9s8d6c AhKdJsTc6c KcTsTd7d3c 
QcTc9s6h3h KhJh9d7c6s QhJdTh8s2s AdKdQdJd3c 
JcTdTc8h3h AcQsQh8d4s KsJcTh7s2h AdQc4d2h2c 
KdKc8c5s4c 8c7d6c5s4d AcKs5c3h2h KsKh8c4s3c 
JcTh9h9d3c KcQsQhJs3d QdTc9s9d2c KdKcQc9s2h 
AdTd8s4c2s KdQdJc4d3c As9s8h8c7d AsKs8h7h3s 
AcKs5c3d2d KdJc8h7c5h KhJhJd8c2d AhTd6h6d4h 
AhKs9h5c2c AcJs9h8s7d JsTh9s5h4h AhQhJsTh6h 
AcKsJc9c4h AcKsJd7d6h KhJsTh6d4c QsQhTd8d6d 
AhKsJc4h2d KsJs9d7d3h As7s7h6d3d AcKd9c7c5h 
AcJc9c5s4s KcTh8h8c5s JcTh9c8s8d AdKhQh6c5h 
AdKdJc9d4h KcQdThTd7s Jh9s8h6c5c AcJh9c2s2h 
QcTs9d9c2s KsJh9s7c6d AdQc8s6h6d Ah8h7c6c4h 
JdTh9h9d2s KsKh7h4h4d AdTc7s7h4d KdTd8s5c4c 
KhQhJc9h9d AdQsTd3h3c AdQcJs2s2c AsJcTh7c4d 
AcTs9c5d2d Th9c7h6s5s JcTh9d9c5d QsQhTd9c6c 
KsQsQd6c3h Qd9s9c8h8d Ac7c6s4h3h AsKh7c6h3c 
AdKh7d5c4d QcTh9h8d5d AcQs7d5d4s KdQdTc7h3h 
KdQcJd9c2d KdQsJd8s4d AcQh6h4c3c AsKsTs9d2c 
KcJcTc8d4d 8d8c7s7d5s Ah8h8c5s3s Ad7s7d6c5h 
KcTc7d6d4c KhKcQs9d3h TdTc8c6c5d AdTh8h6h2d 
KsQs5d4c3d KsTh6s6d4d QdJcTc9h7c AcKdQdJd5d 
8h8c6s5h5c KhQsJs8h2c KdThTd5h5c 8d7c6d5s4s 
Jd9d7c6s5c JsJc9s8c3d 8d7h6d5c4c AcKc5d3s2d 
Jh9s9d8d6h AdJhTc7h4s 7s7h6s6h4d AsTd9h8s5s 
KcJd9c8d5c QsTh9d8s3h KhJhTs8c3c AdJc7h4h3d 
AsKdQh8d5d Ac7d6s4c3d Ah8h5c4s4c AcJd7d5h4h 
QdQcJh8d5s JhTd8h8c5c JhTs8s5h4s KsQhTc6c2s 
AhQd6h6d2c AdKhTc8s6c QdTsTc6s3d Kh8d7c6c4h 
Ac9h6d5d4c As7s7h3h3d KhTdTc7d4c Js9d8d6s5c 
AhJsTs8s5d QhThTc8s4s AsAhAdTc2h KdQsTsTh7c 
KdQh8d7h4s AhKs7s6d3d KsQdJs2d2c AhQhTh9d2c 
AdKd9c4c3s JsJh9d7s7c KhQhTc7s6h AcKd8s7s3d 
JdTs9d7s4s Jc9d8d7c6d KsKhTd8c4d Ad9h8h5s2d 
KdQcJs9h7c KcTc8h5s4s Qs9h9c8h7c 8c7h6c5d4h 
QsQdJs5h2h AcTc8h4h2s Ah8c7s5h2s QhJsJd9c8c 
AhQh5d3d3c AsKh4s4c2c AdJs9s4d2h Ac7d7c6h5s 
QhTs9s7h5h KhJsJh9h7c KdQsQc7c2d AhQc7d5c4d 
ThTd9h8s5d AdQc6d5c2c AhKdTsTd2c Jh9c8h8c6s 
KhQc9h8s7d AcJdTd7s4h QsQdJd6d5h Kc9h8c7h5h 
JdTh8d7d4h KhTd9d8h4d QdTc9h8d2c Ah7d6c4h4d 
AdTc6d6c4d AcJsTh8c3c As9s9d8h2h Tc9d7d6c5s 
KdJh9c8h3d KhTd9h7h6s Kd8h7h6d4s KhTs9c7s5c 
Ac7h7c5d4s AdTc9d6c3d JcTd8h7s6c KcJd9c5d4d 
AcTd7s7d6s AdTs6d5d4s AsKdTc5d2c KdTh9s8d2s 
AdJsJcTd6d KsTd9d7c5c AsKcJd8s4s AsKd8d3c2s 
AcJc6s6h4h AcQs8h6d6c QhQd9c7s6s KhKdQs3h2c 
AcJh6s4s4c Ah9c6s5s4h AhJdTh7s2c AhJhTc7s2d 
AhQs9h8h6c AdJs5d5c3c KsKdQs9c5s QdQcTd6c2d 
AhQdJc7s3h Ah7s7d3h3d Ad9c7s7d5h KdJs9s9d4h 
TsTc8s7c4h AcJcTd6c5h QcTd9d7h3c KsKdQc6h4h 
AsJd9h8s3c KhTd7h5c3d KdJsJc7h7d QcJsTd8s7s 
AhAdAc6d5d Td9c8c6h5d Qd9s9d8s7s KcQsJc9s2c 
QhTsTd8h7c Kc8h7h6s6c KcJd9c6d3h KcQcJs9d9c 
Jh9h7c6s5c Ad8h7s7c5d KhQs9s9d6d QsQdJc8d5h 
AcKcJh6d3s KcTd9d8h7s QsJhJc9d8d JhTh9s7s4s 
AdKh8c3h2d QdJhJc9h7s KsQcJdJc8c QsJh9c5c4s 
KsKdTd7h2c KsKd8c6s4s 8c7c6h5s4h KhKc7c5c3d 
QdTc9c8s5s KhQhJsJc5d AsKs5c4d3h Th9s7h6c5c 
AdQsQh8c2d AhTd7h5s2d JcTc9h8c7s AsQc9c4c3s 
As7h6s6h5s QsThTd4s4d AsJs8h8d4c JcTd7s6c4s 
JsJh7s4h4d QsTd8c7s6h AdKh9h8s5c JsTs9h8d4h 
KcJc9s7d6h KdKc4s4h2c AsKc9h5h2s KcJd8h7d5h 
QcTs9h6s4h AsQh6h4s2c QdQcJc8c7h KdTc9h5d4h 
AsQdJc9h7c Ac8d8c7h2d Ks9d9c7d6c AcKc8h6s6d 
AsTs9h2h2d AsTh9s5c2c QsJh9s8c7d KcQsJs9d8s 
QsQcJs6s5h KsKh6d3d2h Kd9c7c6h6d QdJsTs7s3d 
AhQd7s5d4s KdQcJc9s8c KhQcJd8h2c KdKcJd9d3s 
JdTs8h8d5s QhTd8c7h6s AsTd8c4c2s 8s7s6d5c4d 
QdJhTc5c2d Jh9d9c6h6d KhThTc5d5c KsJs9c7h6d 
AcQsTsTd5h Td8s7c6d5s AhKhJc4d2s QhQdTc9d2s 
Ts9d7c6s6c AdQdTs5c2h QdTsTc8h6d AsQd7s5d2d 
Kc9s9h7h5c AhKsQd9s7s JhJd5h5d3c AsJh7d6c4s 
AsKcJc9c5h AdKc7d6h2h JsJcTs7s3c As9h7d4h3s 
QdJsTh8s6c QcJc7s5h4h KhQh8s6d4s AsTd7s5h2d 
QsQc9h8h3s Ah8c7c5h2d Ac9h6h5c3d Qc8s8h7s7h 
QdTc7c6d4d QdTsTd8c7d AcJc7h6h4c QdJsJh9c7d 
QsTsTh9h3h Jc9h8d7h6d AdJc9h8d3s Ac9h8s4h4c 
KhQcJh5c2h AhKh5s3s2d AhQhJc3s3d QsTd9d7c4s 
KdJs9s9d2h QsQh9s8d3d KdJsTc7s3c KdTs9s8c7h 
KsJc9c5c3s AcJh9s7c4d AsQsQcJs2s AcKc8d6s6h 
Ts9h7s6c5c QdJhJc6c3h AdKc9d4d3c KdQhTs4s3h 
Jc9h9d7d6h KsQcJcTd7c JdJc9s8c3d AhJs5s4c2h 
AdKhJc4d2s Qs9s9h6h5h KcQdTd5d2c KhKcJs9h4h 
Kh8c7d5c4h AcQsJc4h2d AhKsJs6d3d AsKdJd6d5h 
KhTc6s5h3s KsQhQd5h5c AcKcQs5h5c 8d7h7c6h6c 
Ah7s5s5d3h 9c8h8c7h7c KdQh6c5d5c QsQc9c8d3d 
QsTc8s7h6d AhKsQc9d2h Qh9s8c7h7c AsKsJs5h2h 
KcJc9h6h6d KcJdTc7s6c AsKhQc9s2d QcTsTd5c3d 
AhJhTh6s5c KdTc7d5s3c Ad8c7s7h5d KsKdQh8h6h 
AcQsTsTh5d Ks8d7d6s4h AcTd8d4d2c AsQd8d7s3s 
KhJd7d6c5c KdJdJc8c2s AsTh9s9d7s JsTsTc9s3c 
KhThTd7d3d AdQsQh5s3c QsJdTs3d2c TsTh9s8d5h 
AcTc9s4s2d KhQhQd8s6h QsQdTc5h5d AhTd9h7d2h 
QsTc9d8s3d KsKh6d6c2s KdQhJdJc6s JsJh9c8h3s 
KcQdQc6h6c AhJsJd6s4d AdQsQc8h4s QdJdTc4s2c 
AhQdJd8d7c Qd9c8s7s7d AdQhTc7h5s AdKdTc3c2d 
AhTh9s4s2c AsJdTh6s6c AsKd5s3s2d KsJsJc8c2h 
AdQc7d4d4c 9d9c8s7s6c AsQs7c4h3h QdJdJcTd7s 
Kd8s7s6d6c AsTh7s5h2d JsThTc8s7s KcQdJh6d2c 
8s8h6s5h4c 9s9c6h5s5c Ts9s8h8c7h JhTh7h6c5c 
KhTh7d6s3d AdQhTh9c5s 9c8s7c6c5s AdJh5h4d2c 
JsJh9s9d5c Ah8d7s6h3s Ah9c8c5s2h KhQhJc7c3d 
KsKcQh6c3c KcQhJd6h2c KsKcQd6h4h Ah7s7d4d3h 
AdKcJc6h3h QcJcThTc9c KhTs9h7h6d AdKdQdTd3h 
QhQd6h6c2d KcQd9d6c4c Jd9s9c8s6d QhQc6s6c2h 
AdQhJc7s5h Ah8d6d5h4h Kh9s6d5s4h KcTsTh4h4c 
JcTh7c6h5c KsKcTs4h2d QcJcTd8s2s KhJhJc8c2s 
KhJh9s9d8c AsTs8s8d6h AsQhJd9c7h KhJs8c5h4c 
KhKcJh4s3h Ah9s6c5c4h KsJsTs8d4d KcQd8c6h4h 
Kc9d7d6h6c AcJs6h4s3c KsQcJs6d3d QsJhJd9c8c 
KsJdJcTs4h JsTd8s8c5c AhJhJc7c2h Ts9s9d8s7d 
KhQdJdTs7d Ac9d7h4h4c JdJc5d5c3h AcKs9h4h3c 
AdKcQc9c8c QcTd7d6c4c AhJd9h7c4s Th9c7s6h6c 
QsJh8s6h6d QdQc5s5c4h KhJs9s9h2d KhQs9c6h4c 
KcJs5s5d4c AsJsJd8s6h AdKdJs6c3h AdQcTd9d2h 
AcKhTc7d2s QhJs9h8s4d AhJsTd8h3h KsJsJd3d2h 
AhQsTh3d3c KcQcJh8h3d Ad6c5c4d3h QsJc8h6s4c 
Js9c8c7d6d KdQc8d7c4h QhJd9d5h4h KsKdQd9h2c 
AdQs7s7h5h QsQc8c4s4c Kd9s9c8h8d KhQh8s7s7h 
KdKc6s6h2c KhQd7s7h4d Ks9s9d8h8c AcJd8c6d3d 
