Qc9d8c6d3d 
JsTdTc8h4h AhQh8h7d4h KdQdJd8d8c AdKdJs6c2d 
QcJcTh2s2d AsQc7d6d5d Jh9s9c8c7c As7d6d6c4c 
Kh9c8c7c6s QdJh8c7s5s KsQdTc6h3c JdJc5h5c3s 
AcTd8s8c2c Qh9h8d8c2c AcQc7d7c6c AdTh9d4d3c 
JsJhTd8c2h KhQd9c6s5s AcTd7h6s5h KsThTd9h5c 
QdJc8d5d4s QcJc5h5c3h AdKc9s9h6s Jh8h7d5c3c 
QcJcTd9c5c Tc7h5h4d3c Ks8s8h7h2c QhQdJs5c2s 
QdTd6h5s3c Ac8s8c7c5c Ts9d6s4c3d Ks9d6c5d2s 
KdJh6d5c4d Qc9h6h5d3d AdTs8d5d3c Qs9s8c5c3c 
JsTc7d5d2s 9h9d7d6h2s Ts9h6c4c3s QdTs7d4s4d 
Tc9h7c4h3s 9h7d5h5d4c As9h8d8c7c Tc9s8c4s4h 
QhJc8h5h4d QsJsTs5h2d Jd8d6h5c3c 9s9d8s6c3c 
AsQcTh4d3h AhQsTh6h3h AhKs7d4c2h JcTc7c6s6d 
Ts9s7h6s6d Jd9c8s8d2c Jd9d5s5c4s AsQs5c4s3d 
Qs9h8s7h4h Jc9h9c8h2h JcTc8c4h2h KsJd9d5h2h 
AsQsTd6h2s AcJs7d6h5h QhJdTd8d4d QhQc8d5s3c 
AdJd6c5h5d As7h4s4h2d 8c7s5s4s4c QsJs9d6d2d 
Ts9s9h6c2c AdJd7h3h2s KsQsTd4s3c AsQd9c5d2c 
QcTs5h4h2c KcJd7s6h6d 9h7c6h4s4c KhQd9s9c7c 
AdKs9d6c3d KsJsJh8s5s QhThTc4s4d Qs9c5s5h4c 
QcTh8c4h4c KsTc8s4d2d 7s6h6c5h3s 6s6c4s4c2h 
As9d5d3s2c AsKc8h4d2s Ad7d6c5d3h AdJh9c6h3c 
KhKc9h8h2h KdQd7d6s5d KdQh7d5c3s AdJcTs6h6c 
KdQd9h8h2d AdTs8s4h3h QcTd8c4d4c AcKcQs5c2c 
8s7d6d5c2s AcQh7d5s2c QdJsJh9c4h AsJc9c4h3h 
8c7c6s5d2s AsTd7d6h4c Th8s8d6s3h Qc6h5h5c4d 
AhQd6s6c5d Kc8s8c6h6c 8c6d5s5d4c QhQc9c6s3c 
Qs9h9d5d2s AhKhQh7c2d AhKh7s7h3c KsTd7h5s3c 
8d6s5d4s3h JhTs9d7c4s AsKd8c4h2s KsJs7h7c3c 
AsQh8c6h6d AdTh9c3h3c JhTh7s4s2d KdQdJh4d3c 
KsQh7h6h6d QhJh9h7c6h KdQhJh7h5h Ks9c7c4d3s 
QdJh9c5h4s KcTc9s7c5c Td9s8h6c5h KdJc9d6s4h 
KdJsJh9c4h QhJc9s4h2s KsQdTs6c2h TdTc6h5s5d 
AcJs9c4h2d AcQd7s7h5d KdQd9s5h3c JsJd5s4s4c 
QdJh6d5c3s 9c8d6d5c3d Ts8h8d6d3s KhJh7h6d4c 
Qh9c6c5s3s Td7c6h4d4c QcJs6c5h4c As9h7d5s3s 
QsQhTc4d3d AhQd7c5h2s Kh9c6d5c2h 8s8h6h4s2d 
8h8d6d4s3h QsQh9h5c3h JsJc9d4c2d QdJd6h5s4d 
Ad9d5s5h2s JhTs9h9d2h KhQhQd7s3h Qd8s6d5s3s 
QhJs7s6c3c JhJc6c5c4d JsTh5c3s2h ThTd9c7h5h 
QcTs5h3h3c Ad8s8h7d4d QhJc8s4s3h KhJd7d5c4s 
QcTc9s7c2s AhQd6d6c5s KhQh5h4s2s Jh9d8h5d2h 
QhJd8c7s5s AhJd8c7s4c QdJcTs5h5c QcTs6d5c4c 
KsQdJh6c3d AcKs7d4c3c Th9s9c8c6c KhTd8h7s4h 
Qs9c8s8d7s Ad9h6d4s2h KcQdTd8d4h KdJc7h6s6c 
JhTh9c5d2s Kc9c5h4h4d 9s9h8c6s2h Th8h6c5d4s 
QsQh8d4d2h AdQdTd4s4d AdTd5h2h2c Qh8s7d6s3h 
QcJcTs9c5c Ks9s7d4c3c Qh8h7h7d5d As9h8c7h5h 
JhTs7c5c2h KdQsTc5d2h QcJdTs4s3s AhKh3d2h2d 
KhJh8d6h5s KcQsJd7c3h Kd9h8h7h6s JsTs6d5s4c 
KcJc9d4h4d QdQc7s6c3h AcJdJc9c3c QhJd9s4h2s 
KdQsJs7s7h 9d7c6h6d4c AsTd8c5d4h AdJd5s4h2c 
7c5s5d3d3c QsJs9d4d2c TsTd8h7s2h AdThTc5s4h 
QsJh7h5c2s JdJc6s6c4h 9h7c5h4d3c AdKd6s5h2d 
8s6s5c4c3h AdQdTd7s3d AsThTc4d4c Qh9c8d6s5s 
QcJs8d7c5c AcTc7d4s3c QhTs5s4h2s AsQsJs9h2s 
Ts8d7c6h5d Ks9c8s8d2d 8d8c6c4s2d KhQhJs4h3d 
7s7h5s4s3h AsQdTs7s3s QdTsTc9h4c AhTsTc5c2s 
Jc8s6h6c4h Kh9d8h5s5d Kc8s5h4h4c AhJd7s6s5c 
KdQcTh6s3h KdTh7s5d3c QcJs9s5d4h KsJs7s6c4d 
KsQd9c5s4h KdQh6s5c4c KhQh5s4d4c Th9d8h4c3d 
JsJh6c4s4d Ah8h6c2d2c JhTsTd7d3c 9s7c6s6h4c 
QsJs9c7h5s AcJd8h6s5h AdTh6h5c3c Td9c8s5s5c 
KcTh6h3h3c QsJc8h5c2h JcTsTd4h3c QdTh9d7s3c 
QhJc6d5c4c QhQd8d6s3c AhTs8s8c5s KhJc9c5s2s 
AcKh6s5d4d KhQsJh5d5c Qc7d7c6d4d 9c8h6d5h2d 
Qs8h8c6h4c QdJhTh6s3h QhTd9d6d4s KhQs9h6h5h 
QcJc8h4h4d AhQh7h5c4h KcQh9s5c4d AhKh7h7d3s 
KcQhQc7s3c AsQsTs7c3s 9s9d8s5d2c KcJd7h5s4d 
Jd9h5h3s3d AhQc9h6d2s Ac6s6h5s4h QhTc7h6c2d 
AsTh8d5h4c Kh9d8h6h5c Jh9d8d7s6d KcQh8d5c4s 
Qd9s8s6h5c KdJhTh6s3c Jd9s8s8d3h QsTc9s4s2c 
Qd9s9d7c5h Ks8s6c4d4c Tc9c6h4d3h QsJdJc6h3d 
Ac7d5s3c2s 9s9h8c3s3h KdJd9s3s2c QdQc8c6s3h 
9s8c6c5s3c KdJdTs9d4d KsJcTd3s2h KsQh7s7d3d 
KdJc7c5h4s Kh8h6s4s4c KcJh9h7h5s Td9c7c6s5c 
Kh9s6h6d3d Qc9c8s8h2h 9h8h7d5d3d 9d8d7s6s3s 
Js8s7h5c3c KhJh9d3s3d Js9d7h6h5c As9h5c3h2s 
AhQhTh6d3h 9s9h8d6h3d QdJs9c6c2s KdJcTh8d2d 
QdJh8c7d5d 9c8h8c6d2h Ad9c5c3d2h AhJd9d4s3s 
Js7d6s5h3h KhKdKcQd9h As7d4s4d2h AcKsTh8d2h 
KsTs9d7s3h Qc9s9d5c2d AsJs4d3d2d AhJdTd6s3c 
AhTs6s5d3d AdKh8s8c4h AsKd8h4c2s QsJdTd6c3d 
JdTd7h4h2s Ah8c4c3h3c AhJs8s8d2d AdKd7s7d3h 
8h8c7c5s3h KhQcJc6c4c KhQsJs6s4s Jc9c8c5s3s 
Jd7c6d5s3s Ts8c6s4s4c Ac9s9h4s2c ThTd8c7c5s 
QhJh9h5c4s QdJd9h4h2s As9d9c5c3d Kd9s8d6d5h 
9h6s6h5c4c AhQcTh6s2h QsJd5h3s2d Kh8s7d5d2h 
9d8c6d4s4c AcJd5h5d3h AhQc8c7d4c AhQhTd6c2h 
KhQcTd5h2s AhJs4s4h2h Jh9h9d8d3h KdTs6c4s4c 
QcJsTd4d3d Jc9c5s5d4s Ts9h8d6c5d Js9s8c7h2c 
KdQsJd7c4d KcQcTh4c3d QcJs8d4d4c KcQhQc7d2s 
Kh9d8h8d4d AdTsTh4h4c Ad9c8h7c5c Kc9d9c5c4d 
Js8c5s4h4c KdJdTh6d3c Ac7s7c5h2d Qs9d8d7c2s 
9d9c8h6c2d AhQhJh7h3d JsJhTs9s5s AhQs8c6s6d 
AdJh8h8c2c JsJd6s6h4c QhQd8h6s3c 9c7s6c4s4d 
QhTd9s9d5c QhTsTd7d4c Tc9h8s5s5h Qd6d5c4s3c 
9s6s6d5d4h AhKs8d7c2s Ts9s6d4h3d AcJh7s6s5d 
Jh9h8s6h4s QcJcTs9c4c Kd9h9c7c4h JcTh6c5h2c 
QsTh6s4d2d JhJd9h6s2s QcTs8d6d4d Ad9s5c2d2c 
KsQhTd5s2c QsTsTd9c2s KcTs9h9d5c Ah8h7d3d2s 
QsQc8c7h4c Qd9s8s7h2d Tc9d6c4h3d AcQh7d2d2c 
9d9c7h5s5d QdTc8s5c4h JsTd8c7h4h QhQc9d7s3c 
JcTc7h3h3d KcTsTh5h4d JsJc3s3c2h JcTc6h6d5s 
QhJs6h4d2s 8h7s5s4h3c 8s6h5s4h3d JsTc6c5c4h 
KcTsTd6c3h TsTd7s5h4c QhTc6s5d4s JhTd7d6s4d 
Td9h6d4d3h QcJdTs3c2h TdTc8s7s2d AdKd9d7d6d 
Kc9d8d6s4s KdQh8c7c2d Ks9c7d4s4c As9s6d4s4d 
Ad9d8d5c4h KdKc9s3s3h AcKd8s3h3c QsQhJs5c2s 
AdQdTd6s3d Ks9d6h5d2s QhTc9h4h2c 9d7s7c6c3s 
TdTc8h7d2h AhKsKdKcTs AsKhJh5d2h 8c6c5h4h2d 
Qc9s8s6c3s Qd9h9d6d3h AcQc8c4d2d Qs9s8h8d2h 
QcJc9h4h4d Ks8c7d5d2s QdJd5h4h2d AdKhTc4s3c 
KdTc4c3d3c AhKd9s9c6c QcJsJd9h2d Tc9d9c6h2h 
Ks9c6s6d3d QsTh9h5c2c 8s7h6s5d2h 9d8s8d6h5c 
AcQc8s3s2s 8s6c5d4s3d KdQcTh5c3c KsQsQh7d3s 
AhQh7s7d3c AcJd6s3c2d 7h6h6d3d3c KsTd8s6s6h 
9d9c8s7c5h KdTsTh6d3c 8d7d6h5c2h KcQh9d9c5s 
QdJd6d5s4c JsTs6h5s4d AcTc5h2h2d KdQh7d6c4d 
AhKh3c2h2c JcTs9h9d2d Qh9c7h6h3c QdTd6c5d4s 
AdQdTd6c2h Kh8d7h4s4d KdJd8d8c7d Ks9c6d5d4c 
8c6d5h4c3d ThTd9d4h2d Td9c7d6s6d QdTd9c3s2s 
KhQc7c4s3s JsJd9h4d2h JsJhJc9h9c KhJsTh9h5h 
Kd9h7d5s2h As9d9c5d3c Kc7c6s4s3s AhKs9s7c2d 
KdTs8d4s2s Qc8d6c5d3d AsJd6s2h2d Js7c6s6d4d 
KcQdJd6d4d AhJh6s5h5c Kd9d6s5c4h 9h9c8d6h5h 
Kc9d6s4d4c Ah8d8c7h4h KcThTc8c4s Qs8s6d5d2c 
AhQhJh9c2h KhJsJd9c4d AsKs9s6c3h QsQdTc7s3s 
QsTc9c5d2d KdTsTc5s4h QcJh9s6s2h As9s7c3s3c 
Jc8c7s5d3d Js9s7h7d4d KsJd7d5h4c KsQs8d6s3d 
Qs9d8d5c4c AsJcTh6d6c QsQd9d3c2c Js9s6d5d4s 
QdTd8d7s5c KhTc4c3h3c KdQcTs8h4s KsQc8d8c7c 
6d5s5h3s3d 8h7h7c5s3c QdThTc7h4s AhKsJs6c3s 
QhTsTh9c2h AdQc7s5h2d Tc9c8h7h3h QdJh7h6c3c 
Jd9s9d7d3s AhTc6c5s3s TsTc9d6c4h Qc9s8s5d4d 
Ad9h5c2d2c 9s7d5s4h3d Th8s7d4s4h AcQd8s6h6d 
8d7s6d4s4d JdJc9s4s2c Js7d6s6c4c Js9c7d6d5h 
Qh8c6s5h3c AsQc7d7c3d KsQd8s4d3d Qs9c8s7c4c 
8h6s5d4h3s 8s8c6s4c2h KcQsJh4d2c QsQdJh9h4h 
QdJs8h5s2h 9s9h8d6h2s QhJh9d2d2c Ah5s5c3h2s 
JdJcTh5s2d 9d8c7h7d4c JsJhTd8c3d Qs6c5s5c4h 
KdQdTd7h5d Qd9c7c5c3d JdJc9s9h2s Jc7c6h6d4h 
QsTc8c6c4d Td9h8h5s2d AdQh9d5c3d Js9s9c4c3d 
AdKsQc6s2h TdTc8c6c2d KhQd7c5s3h AcQcTc7h3c 
KdQs6c5s4s KdTh4d3h3c KdQcTh8s4h KdJcTd4d2h 
Jd9h7s7d3s KcJcTs6c3d QhQdJs6s3s QsJd7h5s4c 
Ah7d5c3h2c Tc8s6c5s3c KsJd9d7d5h JdTdTc2s2d 
KsQc6d5c4c AsTh6h5c3c QdTc9c6c4h QhTd7c6s6d 
AhQhTc6s2h QhJh6s4s3h QdJsJd9c4d KsTd7c6h4h 
Td7d5s4h3s Jc9c7s7d4s QsJhTs5s5c AhTsTd5d4d 
Js9d8s8d3c As9s5d5c2c QsQd9s7h3c AhQcTh7s2h 
AdQd6c4d2c AsKs6d5h2s AdQd8d5d4h KcTd9s7s5s 
KsQc9s6h6d Th9c8c5h3h Ad8d6s6d5h JcTh7c6c4d 
AsTdTc5h4c AhJdTc6s6d QhTh6d5d2h QdTsTh9c3s 
Kh9s8c5s2h AdQh7c5d2s AsQc6d6c5h TsTh8s7c3c 
JdTc7c6h4c AhJs7d7c6s Qs7s7h5h3d Jd7s6h5h5d 
Ts8h7d4s4h Ac9h8c6c5c 9d8s8h7d4s KcQs7s6s6d 
Jd9s9h6h6c Td9h6s4s3d AhTs9s7s5s QhTh8s8d5c 
QsThTc7d4h QcJdTs5h5d Ah9h9c4c2c 9s8s8d6c2d 
AsJd7s5s4s AhKsTc8d2c Kc8h8c7h3s AdTs6h6d4d 
KdTh6c4h4c Qs9d8d7h3s JcTh9c7c5c QdJdTd9s2d 
KsQs9c5d3h KcJs8h7s5s Th9h8h7c2c Qd9s8s7c3d 
QcTc8s8c5h QcTs7d6s5s AhQh8h5d4h QcJh9s8s5s 
JdTd6h5d4c ThTc5d3d3c QsQc9s6h2d QsQd4h3s2h 
Ts9d7s6s6h AhKs8d4c2h KdJsJd8d5d JcThTd5c3c 
Jd8s8c6h6c KsQc7s5d4s Kh8s8h7c6h Tc7s5s4h3c 
KsTh5s4s2h Tc9h9c7h2c AhQhTh6d2s AdQd8s3s2s 
KcTc9s4s4c JdTh9s6d3c AcTd9d7d5d 9c8s8d7d4c 
KhJdTs8h2h AhJd8d5d5c Ks9d6h5d4h 8s8d7s6d3s 
Kd9h9c6d2h QcJc9d4d2h KcTs5c3s2h 9d9c8c7h2d 
Kh9c7h5s2c Qc9s8h6d5d AhKsQd3d2c JsTh9d7s4s 
AsJsJh4d2s KdTdTc8d4h KhJs8s7s5c Th8s8h7d6h 
Kd9h8h8c3d Kd9c6h4d4c 8h8c6h4c2s Ad5s5h3d2s 
AhQd6h5h3s 6d5h5c3d3c KsJh8h7h5c Qc9s9c8s2s 
AdTh8h7h5h KhTh6c5s3d Qc9d8d7h3c QdJc5s3d2c 
QhQd8c6s4c Qc7h6h5h5c AcKsJh9d2d KcTh9c4s3d 
AcKc9c6h3d QhTsTh3s2h 7h6s5c3s3c 8s6s5h4h2d 
Tc9s8s5d2c 8s7s7d5c3d 9s8h8d7h4s 9d8h7h7c6s 
Kd7c6s5c3s QdTh9s5h2s AhJc8d8c2d QsQh9h3c2c 
9s9c7s4c3h 9h7c5h5c4s QcTc8d5d2c KcJhJc9c4s 
Td9c5s5d3c KdQdJs4d3c QsQdJd5h2d Ad9c5c3d2s 
QhJs8s6s2h 7c6h6d5d3h 9s7h5s4d3h KhTs7h4d2d 
QdQc9d6h3d AhTc6h6d4h 8d6c5c4d2h QhTd9c4c2d 
JsTc7s6c2d AsJsJc9s3s AcQc8c7s4c 8s6d5s5d4s 
ThTc8h6h2c TsTc9h4h2s Kh8c7h4d4c AcJc7s7c5c 
KcTs8h6h5d KsQs8d7c5s JsJd6h6d4c Kh9h9d5h4d 
Ac7c5s3s2d QsJc9h3c2s AdKhQc7h2s KhJdTc5d3d 
Td9h8h8d2h QhJh6c5d4h TdTc7d5s5h QdTs8h5s4c 
QcJh8h7h5d Kh9h6s5c4d KsJh8c7h5h KcJs7s5d4h 
KhQd8d8c6s JdTs6h5s4s KhQc8s7s2h KhQc9h9d5s 
QsJs8d4d4c QcTsTd9h2s Kh8h8c7c3s Qh8c7s7c5s 
KsQsJc4s3h QcJcTc5c3h Td8h6d5s3s KcQs7h6s4d 
AsKd8h5s3s KhTd9s9c5h KcJh8d7h5h Td9h9d6c4s 
9d7h7d5s3s AsQs8s5d4s Qh9s8h5c2s AsQc6h6c5d 
JcTc9h5d2s KhJdTd6c3s Tc9h8h5d2c QhTd8h7c5h 
KsQd7d4h3h AdKs9c8h2s Qs8c6d5s3c KcQhTs9d3s 
TsTc9d7c5c KcQc7h5s4c 9h9d8c7h5s Jh6s6d5s4h 
Qs8h6s5h3h Ts8c7h6c3h Ac8c5d3s2d Ad9c7c2d2c 
AdQcTd7d3d Qh9s8s7d3h JhJdTc8s2d 7h6s6h3s3d 
Ah5s5d3h2s AhQsTh4h3h JcThTc9c6c Ad9d9c4c2c 
QhJs8h5h4c QdJs8c5s2c AdJs5s5c3c Jh8d6s6h4s 
QcTs8h7h5d Kh9d6c5c4d Qh8d7s6d3h Ts7s6h4h4c 
AhQd8d5d4c Qs9h5s5c4h As8d7c6h5c JsJcTd8h3d 
Td9d8s8h2s ThTd8d6h2d AsTs8s6d3h 9h6s6h4s4h 
Qd9c8h8d7d QsTd6s4h2h Jh8c5s4s4h QsJc6s5d3h 
JcTd7c6c4h Td9d9c8d4c KdQcTc8c4s Qs9d9c6c2s 
AdQhTs4c3s Tc8s6c5d3d KsTd9s7c4s AcKc7d7c3s 
KhQs7h5c3d AhQd9c8s4d KdJh7h4d2c AdTh6s6d4d 
KsQs7s5h4c AhQh8h4c2c TsTd6h6c5s QdJsTc5s5h 
AsQh8s5s3d 6h5s5d3h3d Jc7s6h5h5c Kh8h8d7d2c 
Jd9s9d7s2h Jh9h7s4d3s AdTh7h6s4c AsKcTc8c3c 
Qc9d9c6c3d 9d8s7s5s5d KhTs9h4c3d JcTc7s7c3s 
KdTh8c6c5s AcTsTd5h4d QcThTd9s2h Td8s6d4s4d 
Kc9c8c7h5d Ks9h8s7s7d 9c8h8c7s4s KsJc7d5h4c 
JcTc7s4s2d AdQd7s5d4d AcKs6s4d3h Ac8s7h4c3d 
AsKc9c7d2h AdTc7h6s5h AsKs8d4s4h AsQsTs6c2d 
KcQhTs6d3s Ah9s8d7s2d KsKh8h5h3h AcJh6d3c2h 
QcJsJc7c5c 9s9c8d3s3c KhJh8d4s3d Kc8d8c6s6c 
AcTs9s6h2h AcQcTc4c3d KsQdTh5s5c AdTc8c6h4s 
JsTsTh9s6s Js9s9h7s3h KhQs7s6s6c Js9d7h6s5s 
QsTh8c7c5d QsJc9c7c2s Jc8d5h5c4h Ah8s8c5h2d 
QcTc8h5h2c QsQdTc7d3d QsTd7h6h5c AsJh8h5h5c 
Ts9c8c7c3s 8h6d5c4h3d KsQdJc3s3h KsQc7d6h5d 
KcJsJd9h4d AsQhTs6d2s KcQc7c6h5c Ks9s5c4d4c 
AhJsTs6c3d QdQc8c6h3s 9c7h7c6h4c Jd8d8c6s6h 
Js9h9c7h3c 9c8s7d6d2c 9h8s7d6d2h Qs9h8h6s3h 
9s8c6s4h4c KsJd8h6s6c KsJs9h3h3c JsJdJc9s9c 
Jh9h9d7h3d Ac9s5h3s2c 9h9c5s5c2h JsTc7s4c2d 
KhJc6h5d4h AhQs6h6c4h AsTs9d3h2c Ac8c7d6c2d 
AhJc8c5s5c AcJd8s5h4s ThTd8c5d3c Td8d6s5h3s 
9h9c8d6d3c AcQd7s7d5d Jc8s5c4s4h KhJcTd7s3d 
KsTc6d4c3d 8d8c6c4s3d JhTd7c5s3h As9d5c3d2s 
JdTd9d6h2h Ac9h7s4c2s KcTd7s6h4s KsJcTc6h3d 
AcTs6d6c4c AdQh7c5s2d Jd6s6h5h4d AcKc9c6d3s 
Ah8s7c4h3d AdTdTc3h2s TdTc8c6d2c 9h9c8d6c3d 
KdJd4s3s3c TsTc6h6d5c Th9h9c6s4d KcQsTc5h5d 
QhJhTh5h3d JhTd9c7s4d KdJs9c7h3d KcQd7c5s4c 
AsTc7d7c6c AdKs7h4d3d KsKd8d2h2d JdTs7s6s6h 
AdThTd6d3s Ad8d6c2h2c JhTc9h9d2h AhTc9c7c5c 
KhTd4h3s3d Qd7s7c6h6d Qc9h5s5c4h KsJh7s6s4d 
KsQcTd8h4d Th9d7h6s6h AdKsQh7s2c KdJd9c3s3c 
Jh9s6h5s3h Tc9c7h4s4h KhQdJh5s5c Qs9s9h7d6s 
Ah9c8h6h5h 8s6h5d4d3s KhQdJd6d4d AdJh9s4s3h 
Td9s7s4s4d QsTsTd9c5s AcTs9c8c4c QsTd5c4c2s 
Jh8d5h4s4d AsKdQc7d2h Kc9h8c6c5s Th9s6s4s4h 
KhKdJs8c3c QhQc7c5d3s AdJd7h7d5d QsTsTh3h2s 
KsJc8h7c5c AcQs9h4s4h QsJsTs9c2s JsTh7c6c5c 
AhTc6c5d3d KsJc8h4h3s AsJh5h5d3d Ac9d8h7d2h 
KdJhTh6h4h KdTs9d7c4d Ac9c8s6c5c 9h7s5h4d3s 
Kh9d7h7c5s 8s7h6h5c2s KcQh6s5h4h Jd9s8h6h2d 
AdQc7s5d2h KsQsTc4s3h AhKdQc3c2s 9h8h7s5s3s 
KdQcThTc3c 9s6s5h4h3c QhQd7c6d3s QhJsJc9d4c 
KdTd7s5h3c 9s9h8h2s2d QhJh9s4s2d KhJsTh4h2d 
8s8h6s4d3h Ad7d5s3s2h KcJhJd9s4d Th9d8h4d4c 
Kd9d8h7h2h KhJs8c6s5d QhQd9d3c2c Qd7c5c4d3s 
Ah9s8c6c4s JsTc9d9c2h JsTd7c5h3s KsJc9h8c6c 
Jd8h5s4s4d 6s5h5d3s3h AsJs7h3h2c Js9c8c6s2h 
QdJh8s5d4d Ts8d7c6c3s QcTh7s6d4h AhKdTs5c3c 
JcTs5h4h2s QhJsJh9h3d AhQs9h5c3h Qs9d7h7c6s 
AsQsTs4h3s AhKh6c5d2h JsJc9h9d2h QdTc7s6h5s 
AsKsTs4s3c As8s6s6c5d Kh8s8h7s3c KsJhJc5c3d 
Tc8c6d5h3d Qc9s9h5c2s AhQs8h5h3c QsJs9h4h4c 
Jh7h6d5s3s JhTc9d7c4c KhJs9c8d5s TsTh6s6c5s 
Kc9c7h4s3s KsJc8d4s4d Ad8d5h5d3h AsKsTs6h2c 
8c7h6c4d3h KhQhJh8c4s QhTd6c5s4c Js8s6d5h3h 
QhQd4s4h2c KsTd8s4d3s QsJs7d6d3d KhJh7h6c4d 
Tc9h7c5h5c AhTh9s3c2d Kh7h6d6c3c QdTh8d5h2d 
TsTd7d5h5c AsQs5h5d4s 9s7d5h4h3s QhQc8d5d4s 
AdTh8s8h5h QcJd6c5s3h AhJc6c2s2h Qs9s9h8s6c 
Kd8c7c6c3d QsJdTc7d3h QdJcTs4s3s Jd9s7h6h5c 
JhTh8h4s2s QsJs6d5c4s AcQd6h6d5s Jc9s8h8c2s 
Qd8c6h5d3c AhTd8c5d4s JdJc9s9h2h 8h6d5h4d3s 
QcTs5s4c2s AdTsTc6s5h QsJc8d7s2d 9s7c5d4d3s 
QdTh8h8c2c AdJh7d5d4d Kc8s8c7s2d QdTh5h4d2h 
QhJsJc4c3c KsTd4d3s3d AsQd9s5h3s AsKs7s7c3h 
KhQd9s6s2d Ad8d5h4s3c 9d8s8h5h3s AcTh8h4s3s 
AhTsTc4s4d QcJc8d5d2c AhTd7s7c5s AhKh7s7h3d 
KcJc9s3s2d Td8d6s5h4c ThTd8c5h3c Ad9s9c4c2d 
KdQd7c5h4d Qd9d8h8c2h KcJsJd9c4c KdQc8d7d5s 
Th9h7s6h6d KcTd7s5d4h Qd9h7d6d3h Ah9h4s4c3s 
QsQcJd6h3h Qs7c5s5c4d QhQcTh5d2h AsJh7d6d5c 
QdJdTd9d3s QhQd4c3d2c KhJc7c4d3d Tc9s8d6h5d 
AcTh8d6s5d Qc9h6d5d3h 8d7s5d4s4d QsTd6h5d4d 
9d8s6d5s3s Tc9h7h6c2h AhTsTd4d4c KsTh8s5h2s 
Td9h9d6h2d KsJc9c5d2d AsJh9c2s2d Tc5s5d4s4d 
KcTh7d5c3s QcJc8h5h2c KdQhQd7s3d KsJc7c6h5c 
Th8h8c6d4s Qh8c6c5c3h QhJcTs8d2c Kd9c8s8c3d 
ThTc9s6c4d KhJd7h6h4s AhJh7c2s2c JcTh8d6d5d 
JdTc7c6s2d Ac9h8d7h5h 9s8d7s5s3d Ts9s9h6c4d 
KhJc8d7c5c QdJs8h7d2h AcJd8s8d2s QsTs6d5s4h 
AdJh9h8s3c Th7h5d4c3d KhQh8s7s2d Td9h7d6d6c 
AhTh9s4c3h KsThTc6d5d Jh9s8h8c7h QsTs7d7c6s 
KsJdTd6h3c JhTh9d8h2s AsQs5d5c4s QhTc8h7s5h 
Jc9h9c5d2d AsKhQc3h2h QcJc6c5s4h QhQcTd7h3h 
Js9s8c5d2d AsTc7h7d5d 9c8h8d5d3h AhTs7c5s4d 
Ah8s8d7h4h 9c8c7s5s3s KcJs7c6c4d KcJcTs8c4c 
QhQc9d6c2s KhQcJc8s4d Kc9h8s5c2s JsJdTc5h2s 
8s7s7c5h3c TsTc8d7d3c AhJh9s9h2d QhJs9h7c5h 
Jh9d7h7c3c KhTh7c5s3d KdQd8h7c2h AdKhQd6d3d 
Kc9h8c7h2h KsQc7d6c4h KcJc9c4h3h JcTh9s7d4d 
Js9c5s5c4c 8s7s6h5s4d JhTs7h4s2c Td8d7s6h5d 
9s9d5c4c3d TsTd8h7d2h JhJc6d4d3h AdQc7s7c3s 
KsQcJc4c3h Jc7d6h6c4h QsJc7d5s4h KsTc4s3h3c 
KdJc9s8h5c AcQd9c7s3c Kh9d9c6h2c KsTc9s2s2c 
QsJdTd9d4d 8h7s5h4s4h QcTh9c7s3d KdThTc9h5s 
QdJd9h7s7d KdTs7d6s2d Jc9c7d4h3d AdQd5h4d3s 
KdQdJc6d3s As9d9c4c2s QcTs6c4h2h KsQc8d5s4h 
Tc9h8d7h5s QdTs4c3s3d AsKd8c7h2d Kd9d7c4s3s 
Th7h6c4s4c Kh9h5c4s4c AhQh5d5c4h AhQs6s5d2d 
QsTh7h6c5h Qs9c6d5d3c Tc9h8h5s2c AhJcTs3s3d 
KcJs8s7s5d KhTd6s4d3s AsKd8h6s3s Kc9d5d4c3h 
KcQc7s5d3h KhQd7h5s3c QsJcTs5h2s AdJcTh3s3h 
Th9h8s8c2c Ah9h6d4h4d KhTs8h5s2h QsTd8s4s4d 
Ac9s9d4s2c Ac9d8s7d5d AdThTc5c4c Ad8c6d4s4h 
KsQhJd7s3c AsQc8s5s3h KdJh9h7h6h TsTc7c6s2h 
Jd8c5s4s4d AdKhJh6s3h KsQsJs9h5s QcTh6s5d4s 
QhQd8d4s2s AsQh6s5s3c Kc8h6h5c2h 8h6c5d5c4h 
Jh9d8h6s3s QdTh7s5h2d KdJd8s5d3s Td8h7c4h4d 
Qs8c7s7d4c Th9c7s7d6h AcJc8h5d3c KhTd9h8s5h 
AdKs8h8c4s JsTs9h8s2d Js9s7h7d4h QsTd5h4h2s 
AdQdJd9h2d AdTh8d5d3s KsQd6h2s2d AcQc6s6d3h 
9h8c7c5h5c Ks9s6c5d4h ThTd5s3s3h Jc8s8h5c3s 
9h9d5d5c2h AsTs9d4c3s Kc9h8h5c3h Jh9h8d8c7h 
QcJdJc9c3h Kh9c6c5h2c AcTh7d6s5d AdTd7d6s5d 
Qd8h7c6h3d JsJc9c5c4h QhTd9h3c2c 9h9c5h5d2c 
