QhQd4h3d2d 
Qc9d8h6d3c 8h7s6s5h5c Jh9s9h7d3s QdJd5s4s2h 
AsKh9d5h4c KcJsJh5d4s JdJcTs8s5s JsTd9c2d2c 
AcQhThTdTc AhKd7s7c6c 9c7s6d5s5d KcJsJd9c5c 
QcTc5d4d3d KdKc9h7h3h 9s9c8h7h4s AdJd8h3c2c 
KsQsTsTd4c 8s5h5c4s4c KsJs9c8s4c 9d8h6d5c3c 
KdQd7h4h3s As9h7h2s2c KsJsJhTs5s JsTh8d5c4c 
KhJc7d7c3h KhQs5s3s2h JhTs7c6s6d QcTs7d4s3c 
AhKd6c4s4d AdKd9d5h4s Ts9s7d7c4d KdJs9h8h3s 
6s6c5s5c4c Qh9d7c5d3h AdJd9s8c2d Td9s6h5h5d 
QsJcTdTc2c KcQd7c4d3c AsQhTh5h4h QcJs9s5s2c 
Qc8s6d5d4s QcJh4d3h3c AhJdTd5d5c QsTd9h6c5h 
KdJsJh9c5s KhQsTh9h2c QsQc9c7d2d QsJcTc5d3c 
KsQd4d4c2s JdTc9d7c2d KcQc5s4s2s 9s8c7d6h5h 
AcKcQcTc3c JhTd6d4c3c AsKs9c8d4s KsQc8h7s2c 
AsKhQh3h3c Kd7c5h4h3d KsKc6d4h3h Kh9s8d6h3d 
KcQs4s4d2c QdJs6s6c3d AdKh6h5h5c KdKc8h5c3c 
Jh9h9d8s4d Js9c8d5c4d AcKdJs7s3h AdTc8h7c4c 
KdTd5c4c3c KcQsTsTh3d KhKd8h7s3h AdJs7d4c3h 
As9s6d3d3c AsJsJh6s5s Ac7h5s5c3d KcTc9c7d2d 
KcQh6h3h3c KdTd9s8h3c AcKd8s4d3s AsKsJc4s2d 
As9c7s7h6s AhKs6s6d5s AcKc9h8d4c QsQdJs4c2h 
KcTh7s5s3h AhTc7c5d3d AdTh7h5c3c Td9c8d5c3h 
AcQh7s4c2s AdKd7d6d6c KcTs7d6c3h KsTc6h4s2h 
Ac6c5s2s2h AhKh9h8d6h Ah9d7s7h6h KsQdTc9s2s 
KdJh8d7c5d KsTd7d6c3c JcTc9h4c2h QsQhTc5c3d 
Kh9s6h6c4s AdQhTh6c3s JsTh7s6c5s KsQd8c6s3c 
AdTh9s2d2c KsTd9c3s2d JcTs7h6d5h AdKh8c3d2c 
Tc9s9d8c3d AhJh9h5s4d AhJh7c6d3s KcJc5s4s2h 
QdQcTh5h3s JcTc9c8c6s Kc8d6d5d5c QhTc6c5s3s 
QsQd7d4s2h Qd7h6h5d3c KhQdTh9h2c QsJdTd9d4c 
KdJc8s6d3s KcJsThTd2s Td9s7s5d5c KhQh9s6h3s 
KdQcTs7c2s QdQc9s9h2c AsQhTc4h3d QsQh8s6s5s 
Th8d6s5s5h AdQsQc5s2s QcJcTd8s2h AdTd8h8d3s 
Ks9c8h6s3h Qc9c8d5h4h AsKsTs7h3s QcJc9h7h3h 
Qh9d8s6s3h QhJs9s7c5d AcJc9s9d6c AcKsJs7d3s 
Kh9c8h6c2d Tc9s8h6s2c As9s9h6c4d QcJdTd9h4d 
AcJh7c3s2h KhTh9h7s2s AsQh8h6d4c 9c7s7c5h3s 
9h8s7s5c3h QdJdTc7s3h JsTc7h4s3h KdJhTs6c5c 
Ah9s8d8c2h KdQd9h9d8d AhJcTs4h2h AcKd7s5h4h 
AcQd7h4s3c Kc7h7d6h3c QsJd9h5s4c KsJc9d7c5h 
JsJcTh8h5h KcQd9h4d4c JsTh8h7c5h KhQhQc5s2h 
Ks8c6s5h3h QsQhJh8h4d AdJd9d5s4h Kc8h5h5c4d 
KsJs9s7d7c KdQcTs6h4h AhKs9c4s3c JsTs9c6h2h 
AcQdQc6c2h JsTd7s6c5s Kc9s8h6c3h Qh9s8c7s4h 
KsKc8c7d3c Js8h7s6s6h AhKs9c5d4s QcJhTh7h4s 
KhTsTh7c4h KhQdJs8s5c Jh7h6d5h4d AhTs7d4s4d 
AdTh4d2h2c QhTh9d2s2d Td9d8h7s7c AsKc9c8h3d 
KsJd9c8c3d KdQdTd5s2s Ac9c6d3s3d 8s7d6c4s4d 
JhJc9c4s2h KdKc6c4c2h JcTd6c4c3d QhJhTh9s2d 
KhQsQhTh3h JsJhTs7s5s Tc9d6h5h5c 8h5d5c4h4c 
JcTh8h4h3c KhQd7s7c6d JhTd9h9c4s QcJd9d8d5h 
9d7s7h5h4d Qc9s7s6c4s AcTd9s7h5h JhTs9s9c5d 
QsQh8h6h5h KcTh8s8h4s QhQd7c5d4d AsTdTc7s2h 
Qh7h7d6d4c AsQcTs7s2h QhTc8s7h3s Tc9s9c5s2d 
KsJs9s7h7d Qc7s7c6h6d Kh7d6d5s4s JdJc6d6c3c 
Jh7h7d6c5c AsKsQh8s3d QsJd9d7h5c Jh9c8s5c4s 
KcJhTh7d3s JsJh8d6c5c QsQc9h9d2c KsQsQh5c2s 
QhJhTh9d2c Js9d8s5h3d AcQd7s5c3c QdJs8s4d3h 
JcTsTh9d5s KdTs9c8h3d AcTh8c7c2s As8c6s5c2s 
KhJc6h6c3c AcQc7h4d3s QcJh8h4c2d QdJhTh9c4h 
Jh9c8d6s5h As9h8c7c4h KsKd6c5h2h KsKc6s4s2h 
JcTd9s7s5s 8h7d6s4h4d QdJd8c7h5s Qd9d7h6s3h 
AdKc8d5d4d Kh8h7s7d4d KcQc7s4s3h Kd9h9d6c2h 
AcKcJc9c4d AhKh9c3s2c AsJsJd9s6s AdTd5c4c3d 
AdKd9h5s4d AcTs9d6c2h AsKc9c8d3h Kh7s7h6s4h 
AsJh9s8s2c AdJd8s6h3c AcKdJs4c2c KcJd9d8h4h 
QdTs8h8d2h AhTs7s5c3c KcTs6h5h3s JsJhTd4h3c 
AhTc8h2h2c KsTdTc8h6h KsQhJc5s5d QhJdTc6c4c 
Qc9h9d5d3c AsTh8h7c2c KhQcJd5s5h QcJh9c4h3c 
QsTd7s7c3d KdTd7d6c5s QhTc8h4c3c KdQdTdTc4h 
QhJd6c3h3d AsKd4s3h3c AsKsQs6s5s Kd7d7c6c4d 
Kh8s7s5d3h JcTs5d4c2d JdTs9h8c5s 9c7s7d5d4c 
Ah5s5c4s2h Ts9s6s6h5h QcJs8c7h7d ThTc7h7d5s 
Qh9d7d6h4d Ad9d8c5h2s 9s9c7h7c6c AsKs9d8c3s 
KhTd7c6h3s KcJsTh4d2c 9h9c8d7d4h AhQsQh6h2d 
KcJc9h5s3d KdQh5d2s2h KdKc8s5c3c AcKd5d4h4d 
Kd9c8s7c6h 9s9d8d7s4h QhTc8h4c2s Td9h9c6s6c 
JsJd8h6c5c Ts9s8d6h2d KdTdTc7d2c Kh8d5s5h4s 
KcTc8c7s5h KsQsQh5s2c KdQc9d7s7h KsQs9s6d5h 
JhThTc6h4s KdQcJh9s6s KcJc8d5h2h KsQhTs7s4c 
Qd9h8c6h3d AdJsTh4c3h Jh9h9c6s3c QdJs6c3s3d 
AcTs5s3c2d QhQc8s7d4h AdJh5c2d2c 9c8d7d5s3c 
ThTd6d5d3h AdQh8c5c2h Qd9d8c5c3s 9s9c8h7h4c 
AcKh9d7s3h QdTsTc9h5d KcTs8h8c2h KdTh8d6d5c 
KcJdTs8h5h KcJhTs7s4s KhQh8c6c2d Jc9h7c6h3s 
AhJsTc4d3c AdKsQd8h3d QhJc9d9c2d As9d9c8h4s 
Ah9h9c6s5h KdTs7c5d2s 8s8c6s5c3c Th8s7s6h3c 
KsKh9h6h3h QhJsTh9h2d QsJcTs7s4d JdTc8h6c5c 
AdKc7s6c2s AdQc9s5d2h JhTs9h6s2h JhTh8c6h5d 
Td8h7s7h5s AhQsTs8d3s AdJd9s9c6d QsJc6d4d4c 
QsTh6s5c2h AsKhJc7d3c QhJs4h3s3c KhJsJc5d5c 
AsQc8h8c7c 9c7d7c5h3d KhJd6c5h2c Tc9s9c4d3d 
QsJd4h3s3d AdQsJs6s5s QdJcTd7h4d KcJsJc7c4h 
AdJs8s7h6s 9c8h7h5s3c AhTsTd9c4d QsQh5d3s2d 
JhJc9c4d2h AcQcJc5c3d Qh8c6h6d4d AdJd7c6s3h 
QdJs8d6d5c 8c7h6s6c4h KsTh6d4s2d Tc8d7d6c3h 
Ah8c7d6d4c 9h7s6s5s3h QhQd9h7c2c Ks8s7s7c5c 
KdQsQd5c2d KhTs6d5d3s AsJcTc9c4c ThTd5h5d3c 
QdJsTs7c3h KcQsQd4d3d KhJs8d7d3h KcJd8c7s5c 
KhJc8h7s5h KcJd8s6c2d QdTh5h5c4c QhTd7d4h3c 
Jh9s8c6h4s Td9h8s5h4s KhTd8h5d3d JdTs8c5h4h 
JsJd5s4h3h QdJdTs7h3c QdTh8h6s5h 9d8d7d7c6c 
KdJc7h5c3h Ks7c5h4s3c KhJdTd7c3s QhTs6s6h3s 
QsJs9s8c3c QcJc9s6c3s QsJs8s8h7c KsQdJs5c3s 
9h9d7s7h6h AhQc9h8h3s JsJdTc8s3h KhThTd4h3d 
9h8s7d6c5c KsKd6h5h2c KdQsJs7s5c KdJsJh5c4s 
AdJcTh8c3c Qh8c6d5d4c JdTc7c4d3d KsJsTs7c4s 
JcThTd3s3d QsJd6h3s3d JsJd8c5c2s 9s9d7h7c5h 
KdQd7c4c3h QdJs7h5h3s KhQdJd7d5s JhTh5d4d2c 
QhJdJc9s6s Td8s7s6d3c AcKd9s6d2s Kh7s5h5d4s 
AcTd6s5s4d QhJsTsTc2s JsTc5d4s2d QhJsJh7d2s 
AdKh6h5s5h AsTc7s5s3d JhJc9d7d5s As7c5d2s2c 
JhTs8s7d2d 8h8c7s7d6d QdTs7s4d4c QsTs6s5c4d 
8c5s5h4s4c KsTsTd7h4s AcKsQs9s2h KdJcTc6c5c 
KhTsTh7d4h QhJh7d5d3d AdJs8s5h4c AsQd7c4h3s 
Kd8h7d6d5c QsJsTc5h5d AdTs4d2s2c KdJsTc9h4h 
Ad8h5c2d2c KcJs8d7d3c Ad9d8d7c4s KhJdTs8s4c 
QsTd8h4s2d AcQs9s9d5h KhJsJc5d4c AdTs7h3d3c 
KdQdJc8d5s Jh9s6s5s5h KsKh5s4s2s Jc9d7d5h3h 
JdJc6d5c2h QsJsJc7s5h JdJc6c5h2d JsJd8d5h4c 
QhQc7c4s3s KcTd5c4c3d ThTd7d7c5s KhTh9s5c4d 
QcThTd5d2h KcQdQc5c2h AdQc9h8s6s Ad7h6c4s3d 
AcQs9h9d3c KhJcTc9c2d Qs7h6h5s3c Qh7h7d6s4s 
KsQh8h5s3h QsJcThTc4c KcJdTh8s5s AhJd3d2h2c 
AcJc7d6h3s AsTs7h3c2h KdQdQc5s2d QsTd6d5h3h 
JdTd9d8d6c QsQh8d7c4s Ts9s9c4h3h JdTd9c3s2s 
JdTsTh9c5s KdQh9d5s2s AdKdQc8d3s QsJd8s6h3h 
7d6h5h4d3d AcKc6c4s2s AhJc9c7s5c QhJh8d6h5s 
AcQd9d8d7d Qs7d6c5s5c Js7s6c5s4c KdTd7c6h2h 
Ac9c8c7s4h AcKs5h2d2c Jc7s6h6c5h JsTs8d6s5h 
QcJc9d8c3d JdTh9c3c2d Ac9h9c4h2s KsJsTc4h2d 
QhJdTc7s5s JhTsTc9d5s JhTd9s8h3c AhJh9c8s2h 
QhJhTh7c4s Ah7d6h4s2d JsJdTd5d3c Ac9s9d8h4c 
QsQdJs8s4c 9s8c7c5d3s AsTd5d3s2c JhTs7c6d5c 
AhJd9d9c7d AdKsKhKcQd Ah9s7h7c6h Ad9c8d3c2h 
KsKh9d5d3c QhTh8s4s3c Qh9h8d5s4s AhKhTs5h2d 
Kd5s5c4s4c AsJh8d7h3d QhTs6c5s3c AcKs9h9d4c 
As9d8s3d2h Ah7c4h3s3c QsQc5h3c2h AsKc7h6s2d 
QsTd5d5c4c As7s6s5d4c AsKs8s4d2d AcTh6c4c3h 
KdJsJc6c2s KsJc9h4c2s QhJc9h9c4h Ac8h6s5c3d 
QsTs9h3d2h QhJc4h3d3c KdQhJs8s5c AhKc9s5d4c 
KdQc8s6h4d AhKhQc8h3d AcKcQc2s2h Qh9h9d8d3s 
AcQsQd5s2s QsJs9c6d2c 9h9c8s6h3c As8h8c5c4h 
AhKs8c7d3s AhQcJc5d5c QhTh9s5h2s AsJd7h3s2d 
QdJcTs7s2c 7d7c6d5c3c Jd8d8c7h4c Ac9s9c6h4d 
QcJhTd7h4h QdJd7c6c3s JdTd8c4d4c Kd7c6d5d5c 
AhQcJs9d2s Ad7d7c4s2s AcTs9c6h2d QsJd8d4s3h 
KhQd8s7h2d QhTd8s4h2d AsTc6s4s3c 8d8c5d5c3h 
AcQh9d8s6s KhQdJh5s3h KdKc8h5d3d JsJhTd7s3c 
Ac7h6s6c5c KdJd8h5h3h QdQcTs9h4h JdTd9c8s3h 
As9s8d5h2c KdJh9s8s3h KsQc9h8s2h QdQc6s6h4s 
JdTd7h7c3c KhQcJh9d2s QsJdTc4d3h 7c6h6c5d4d 
KsQd7d6h5d AdKs7s5s3c JhTh7s7d3d Js9c6c5s4s 
Ad7h7d4h3d AhKs5h3d2c KdQcTh7c2h QcTc8h8d3d 
KsQsTc6s6h 9d8h8d7s7c JdTh8s8c6s Kh7c5d4h3c 
KcQs8c6c5h Ah8h7c6h6d Ks9d8s5c3d KhThTd7c4h 
JhJdTh9s2h JdTs9h8h5c Qs6h5c4s3h JhJdTh5h3s 
QsQdTh7c5c KsQh8h8d7c Kc9d7c6c4d AdKh7c4h3s 
AdKc7s4c3h KsQd6d5c4h AcKdJd4s4d AdQc7h4s3d 
Ac7c6d4h2h KsTd5s4h2d JdTd9h8c3s KcJcTc4s3h 
JcTs6h4h3s AsKsTd5s2c KcQc9h8d5s KhTc9h9d3s 
AdQsQh5h2h QhJsTs5s4s Ac6s6c5d3h Js9c8d7s7h 
KhTd9s3h2d QsJhTd8h4h KhJhTh7c2c QdTs7h7d3s 
QcTd8h6d3h Kh8h6s5s2d Js9s6d5h3h Ac5s4c3h2s 
JhJd8c7c3d 8c7s6s5h5c JdTs9s9h5c AcQh9s8d5s 
KhTh8c5d2c 8d5s5c4s4d JhJc6h6c3c 9s9c7h7d5d 
Td9h7d5c3c As9s8d4d2d QdTh7d7c3h Tc9s9d8s4c 
Js9d7s6d3h KcQh7h6s5h Jc7c6s5c4s QcJsTc7h4c 
KhQs9c7s4c QdJd9s9c7d AhQhQd5h2h KhQc9h5d2d 
KcJh6s4h2c Ac8s7c6d6c Ac9d8d4d2c AhKh9s8h6h 
JdTh9c8s5h Qs7s7d6d4h Ad9h7h2d2c JdJc9s7s5h 
As7d5h2s2d QcTc6c5h4d KdJc9c8s4s Qs9d8s7c6s 
TdTc6c5c3d AcQc4d2s2d As9s6h4h3h JsTs8h6s5d 
Ah7s6h5c4h QcTh5h5d3c KcJs7s4s3c Js9s9h8c4h 
KsQh6s4h2h QcTc6c5h4s Qc7s7c6s4h QcTh9d6s3c 
AhKdQc6d3d QcTh8d5c2d Ad9d8h5c2s Kh9d8c6h3c 
AhJs8d8c3h AsQsJd9s3s KsQs9h4h3c Ad9h7h2s2d 
KdTc8d6d5s Kh9h9d6s2d QdTs9h9c6s 8s6s6c5c4h 
AhQdTh7h2s QsJhTc7d4c KdJs7h7c5d Qc7h7c5h4d 
Ah6d6c4h2c Qs8s8c6c4s JdTh9d7h2d QsQc6h6d4h 
QhJh8s6h5d JsJd9s7h5s Ac8s8h5h4s Td9h9c8h4d 
AhQh7c4d3s KsJs5d4c2d QcTs6s5c2h KhQs8c6d4h 
Js9c5s5c4d Kd8s6c5d3c Qs9h8s6h2c Ad8h8c5c4h 
QsQdJh7h5h Kd6h5h4h4d QsJd8d5c3c Th8d8c6s6h 
Th9h8d6s2d 9d8s6s6d5s Js9h8s5c3h QsJhTd7d2h 
AdKd9s3s2c AdJs8s7c2c KsKd8s7h3s KsQc8s8h4h 
QsJhTh8h4d QhQc5d3h2d QhJs9h4s3h Ah9h6d4d3d 
9d9c8h6d3c Th9s9h4d3d KhJd9s3h3d QcJh6c4h4c 
AhJc9h8h2d KsQdJh9s3c QsQd5h3d2h JsTs7d7c3d 
Ac9d6c5s4h 8h7s6c4s4h QsJhTh5d3h AsKd9h7h7c 
Kd7c6h4h3d KdJh9s7h5c QhTs7s4h3c Th9h8c6c3c 
AdQs8s6c4h KdJdTd7c4d JsJd8d5d2s KsJh9c4h2s 
8s7c6c5s3h QhJd9c7h2d Qd9s9d8s3h Ks9c6s6d4c 
Jh6s6c5s5c TdTc7s4c3d KdQdTs9d5c KdQhJs9h5h 
Kd8c7d5s5c 8s8c5s5c3d Ts9h7s5s4h KhQcTh7h4d 
As9h8s3h2c KdQhTc7h2c KcQdJc7c2d KcJd7s5s5d 
AhJh9s8d2h Qh9s8h7d6h KcTh6d4c2d KhJd8s8h6c 
AcQc4d3d2d KdJhTh7s3c KhKc9h7h2d QsTc6s5h2c 
Tc8d7s7d5s As8c7h6s3d JdTsTh4s4c KsTsTd5h3c 
AcKd9s5h2c KhTh8h7c5d KdTc9d5s4h AcTs8d7c3c 
KcQc7h4h3s KdJsJc5h4c JsTd5h4s2h AcQs9s9h5d 
Qs9s8h5h3d Kh9s9c8h6d Jc9d8c5s2d KsTs8s7h5c 
Ts9c8s5c3d Kh8s7s5c3h KdJs9h7c5s KdTh9h3h3d 
JcTc9c6h5d 7s6h6d5h4d AcQhJs9d2s Kd8d7h7c4c 
AcKcTc8c5c Qs7s6d5c3d 9c7s7d5s3d Jh9s8d6c5h 
7c6h6d5h4d AdTc7c5h3h JcThTd5c3s Jd8c6d6c5d 
QdJhJc9d5d JcTs8h6d6c Ks7s6s5h3h KhTh9c6s6d 
KdJdTs7d5d Td9d8h6s2h JhTs6s4s3h KdTsTc9h2d 
Ks7h7d4s4d AsJd3h3d2s AhJh8c6c2h AhQhJd5h3h 
KsTs8s7c5h 9c8h6h6c5h KdTs8c5d2c TsTd7h7d5c 
KhJhJc7d3s KcQcTs6c5c Kc7h6s4s3c AcQh9c8c3d 
Tc8s7s6c3h KhQs6s3s3h As8s8h7d3c AcQs4c3s2c 
KcJs9d7s5h JhTd8d7d6d AhKd6d5s5d AdKc7h5s4s 
KdQd9s8c5h AcJdTd6d5h KdTh8s8h4s KsTd8d8c4c 
KcTs7d5d3s Jd7s7d6c5c JhTc7s4h3s Th9h9d7h6c 
KcQdJh9h6h JcTd9h9d5s Td9s7d5c3c AsTs9h6d4s 
As9d6s5h4c KsJc8d6c2s JsJcTs9s4d AdJc8c7s7c 
Ks8c7d6s3c Th9s8h8c4c QhJc9h4c3h AcKc8s2s2h 
AcKh5d2s2c KdJc8d7s5d Kh8c6c5s3h AsKsJc4s2h 
Js8s8c7d4c QhQd4d3h2h JhTh7s7c3s AdQhJh5h5c 
QhJh8s7d6h Js7c6s5c3d KhTh7h6c5s AhKd5h3s2c 
QhQd7h4d2s Jd8h8c6d4h QsJcTc5c4c KcQhJh8h7h 
KsQs8d5h3d Ks8d5c4s4d 8c7s6d5h4s Qs7s7c6c4d 
QdJs9s8s5c Kd7s7h4h4d QdJd8s7c5h KsKc8s7h3s 
Ac9s9h8c5c KhTd5h4s2d Th9d8s8h4s Ac8s6c4s2s 
Td9h9d7d3h AdKd9d8h4s AhKsJd7d3c KdJc6d6c3c 
KdKc9d5s2d QhJc9s5h4d Ts9s8h6c2c KcJs7s7h3c 
Th9c8h6s3s Jd9d7c6h4h KhJhJd7h4c QcJc8s6c5d 
8h8d6h5d3d KdQd8h5s3h KcQdJd9d7d KcQc7d4h3d 
Jd9h5h5d4c AsJdTd6d5c AdKhTc9c2c AdJcTh8s3s 
QhJsTs9c5s KhQcJd9s6s AdQs8s8c7s KhJsJh7h4c 
KcTh9s8d3c AhQsJs7s6s KhJc6s5h2s AhQhJc5h3h 
Td7h6d6c4c AhJhTc8h2h AdThTc9s4h Td9c8h7c2d 
KhQsJh9c2d KsJd7d7c3s AsKhQd7d3c Jc9d9c8s7c 
7h6s6c5s4c Jh7h7c6d5d JhJdTs4h3c Th7h7c4s4c 
KdQsQdTd5d KcQsTs7d5s Jc9c8h5h4h QdTh8d7s3s 
QdJd8d8c7h AcKc7c6s3d AhKh9s5d2c KsTs7s6d5c 
QdJsJh5d3d AcJs7h3c2s AsKd7d5d3c JhTsTc3d3c 
Qs9c7d5c3s QhJh8h8d7c AhQh6s6h5d AdQdTd7h2c 
KdJs7d6h6c Kh9s8h5d3s As7s6h4c2c KdQh9d4h2c 
QcJsJh5c3c Kh8s6s5s5h JhTc8c6c5d JsTd9c7c5c 
Kc7h5d4c3h AcKs9h6s2h KhJsJd8d6d Th9d7c5c3h 
QdJhTs8h4h JdTh9c8d3s Ah8h8d6h5s Js9c8s7c3d 
Qh7d6h6c5c Ts9h9c8s3h AsQd8c6s2h KdJdTd7h2h 
KcQsJd9s5s AhKh9s5c4h Ah6d5h4d3h AhTs8s7c2c 
JcTs6s4h3h KcQs9s4c2d Tc9s9d8c3s QsJc8s8c3d 
KhJd8s6d2h AsTs6c4c2c Ah9d9c7s7d AsKdJh7d3d 
QsJs9c7c3c AhTdTc7h2s KhTs5h4c2s AhKc8d7s3c 
Kd7c5s4d3c Kc8h5h5c4s 8s7d6c5h4d KdTs5d4c2s 
KsKc5d2h2d Ks8d5h4s4d 9c8c7h7c6h QsJh8h4s3c 
QcJsTd5h5c Kd8s8d5s4d AhJd8h6s4h As6h4h4d3s 
AhKdJd4s4d KhQcTd6s4s KsQcJd9c5c Tc9h8d7h2c 
JhTsTd3s3c KcTh7s5c2h JhTc8c4h3c Qh9c7c5h4c 
AhKs6d6c3h QcTc8s8d3d QhTs9c6d5d KhJdJc5s5d 
AsQcJd9h3d Ac5c4h3s2h Jd9d8h5h4h AdKhQc6h3h 
KdQh8s6d3s QcJdTd5h3d Ks8d7s5c3d JcTh9d8c3s 
KdJd6d6c4c KcJsJh6d4s KcJc9d8d3c KcQh7c4c3h 
AhKs7d6d5d QcJsJc7d2s QhJhTs6h6c AcQsJs5s5d 
AsJc8c3c2s QcTs5s5h3c Ah9s6h5d4c AdKd9s5h4d 
KsJh9c3s3h Ac7c6d4s2s 9h8c6h5d3d Th9s9h7h6d 
KhJc9h5h2c AhQh9h9c7h Td7d7c4h4c AhJdJc7d4d 
KdTs8d6d3s AdTh8d2h2d AdKc7c5c3h KhQs8s8c7d 
AhKd9c7s7c KdQhJs9d3c QcJc9c8s3s QhTd8s8h2s 
KhTh8s5c2s QdQcJd4h2s Ks7d7c5s3d Ac9d8c4h2h 
Ah7s6d4h2s KdKc6s5s2h QsQdTc5c3h KdQdJhTd4d 
AhKsJh4d2h QhJh9c8h2c QdJsTsTh2s KcTsTh2s2h 
Kd9c7c6d3d AdKsQh7h3c JsJd4d3s3d Ac9c6h4h3h 
KhJdTsTc2d KhJc8c4h3s QhJdTs4d3c Kh8c5s4h4c 
JsJcTh9s4s AcJd9d7d5s KcQsTc7c4h KsJs6s6h4h 
9c8d8c7s7h Ts7c6s6c5h JhJc9h7s5h KhQc9s6h6d 
AhJsJd7s4s KcJhTd9s4s QsJdJc9h6h KsJdJc5h4c 
8s8d6c5s3d Js6h6d5h5d QdJhTc8h4h JsTc7d5s2c 
As7s7h5h2s AcTs9s8d5s JdJc6c5s4h AdKd9h8s3d 
AdJd8s3h2h KsJsTs7c2c QsJs9d6s3d Tc9h8d6h2c 
Ac7s7c5s2c KhTh7h6s5c KdQdJs5h3d AdQs8s6h4c 
Ad8d7c5d2c Ad6c5d4c3d KdThTc8s6s KsQsQd5c2s 
JcTsTd7h5h AcKdTd4s3d KcJc9c8s6h AdQsTs6h3c 
AsTs7d3h2d KcJc9d5h3s QhJd8h6h5c KhQc6d4d3c 
TsTh9d9c4d AhKcJh3h2s Qd9h8h7c4d QsQh7h4s2d 
JsTh8s7s6s KcJhJc6c2h Jh8d6d5h4h Jc7s6c5s3d 
9h8h8d5s4s QcJc9s6h5c Ts9d8h7d2s AcKsJh8c2c 
KhQd9h7s7c AcKc7s4h4c QcTsTh9c5d AcJc9c5h4s 
Qs8d6s6c4c KcJh9h8h7h AsQdTd7d4d Qd9d8c6d4c 
Ks9s8h6d3h KhKdTd5d2d AcKh8s4h3s QhJc7d5d3c 
KsQh9d7h4d KcJh9s3h3c Jh7c6s6h5s 9s9c8d6c3s 
QcTd7s7c3d KsQdJc9h6h KcJc6d6c4d Ac8h8c6c5s 
QhTs5c4s4c KdJc9s7c5h AdQsJh9c2h AdQcTd2h2d 
QhJcTs4c3d KcJhJd5s4d KsJh7c4c3s KsJcTd8d4h 
Jd9s8c6d4s Ah9s9c7d7c Jh9h7d6c4c JdTsTc9h5c 
KsThTd9c2s QcTs8d7h5s AhQh5h5d4s AcKsQd6s3s 
QdJc9d7h7d QhJc9c8s6c AcKc8c4h3h KdJsJc5s5h 
QsTs5d4d3d AhQsTd4s4c JhTs6h6d3s KdQcJh5s5d 
Ad9h9c7s3d KsQsTc9s3h Kd7s7c6c3d JcTd5d4h2c 
AcTc9h6s4c QsTd9h8c3s 9d7h6s5s5h Td9c8c7h2d 
JdTd9c4d4c Jh9c8h5d2c Ad8h8d7s2c AdQc8d4s4h 
Kd9d7s7h6c QsQc7h5s4s AhQd8c6h2s 8h7d6c4h4d 
As5c4s3d2c QhTc6c5h2d QhJh9d4d3d KdQc7s7h6c 
Jc7s7c6d5d AcKcQh6c2s 9c8d8c5s4s Jh9s5s5h4d 
Td9s8d5s3c JsJhTc4d3c Kh9d8d5s5h JsJd8s5h4c 
Jd7h7d6c5c Ac5h5d4h2c As8d7h5h5d KcJh8s7s3c 
Ah8d7s6h3c KcJd6s5c2s KcJc6d5s2d KsQhQd4h3h 
Jc9c8s6h4h AcQs8c3s2s Kc9c8h6s3h KsJcTh7h4h 
KcTd7c5d2h AcJs6s4c2s KsKhJd8c3d Jc9h9c8s4h 
QhJsTc6d3h Td9s8h7s2d KcTh9s9c3d Qs9h9d6d3s 
KhJc9s8s3c AhKdQh8c3h Tc7s7d4d4c KsQc9c4s3s 
KhQsJd9h3c Ts9c8h7c2s AdQcJh9s2h 9d8h7h6h6d 
AdQh7s5d3d KsQh8s8c4c KsQd5c4c2d 7s6c5c4s3s 
QhTc7c4h3s KsJh9c8c3h QdJsJc9d5d JcTs8h6s5s 
QcTs8h7d5s AhQs8h4d4c QdTc7s4c3d QdQc7d4c2h 
AcKd5c3h2s Ts9d7c5c3s QdTs9d3h2s KsJc8s8h6d 
KsJh7h6c5d KhQs9h7d7c QsJsTh8d2c JcTh7s6s3h 
QdQc9c7s2s QsTs9d5s2d AcQd9s9h3c JcTh5d4c2h 
AsJc6s6c3s JdTd8c6d5s KsQdTh3d2h AsKh9c4h3c 
Kd8h6h5s3d Ts9s6h5h3d As8s8d6s5h Kh7h7c5s3c 
Kc7s7d5c3s Ah8d7c6c4d Ad8s8h4d4c KsThTc9d2s 
Ac7h6c4s2h QcJdJc7h2d 8s7d6h5c4h KdJh7h7c3d 
AsTd8s7h3s Qh7h7d5d4c As5d5c4d2s KsQcJc7c5h 
QsTs8d8c3d KsKc5c4c2c JhTh9h6c5s Kc8d5s5c4s 
KcJsJh6h2s JhJcTd5s3d 8s8h7c4s4h AcTd4c2s2d 
AcTc6s4s2s As7c6s4d2d QcJdTd8d4s As9s9d6d3s 
AcTh5h3c2d JdJc8h5h2c AdQs4c3h3d JhJdTs6d3c 
KcTsTc4c3s 9d9c8s8d6d Tc9s8s8d3c QhJs9h7h7d 
AsTdTc9h4d AhTsTc7h3h KdQd8c6c2h QdJc8c4h4d 
Jh9h8s7d4s AsQh9h9d5c KhQcJd5h2s Kc8c6h5h2d 
KcTs8h5c2h Ah8s7s4s2h KsTd8s5d3d AsKs9s5d4c 
Ts9s9c7s6d Kd9s9d5s4s KhJcTd5s2h QcJd8d4h4c 
AsQcTh4d4c JdTc8s5h4h 8s7c6d4s4c JcTs7h4c3h 
