KsQh9h4h3c 
9c8c7h3h2d KsQdTs7s2s QcTc8c6c2c 5s5c4h3h2c 
KhJh7h4c3h Th8c6c5s3c QhJh9d7s2h Ah9s8s6s3c 
Kd7c5h4s3h Jh5d4h3d2c Qs9d8h8d2c KdQd8d7h3s 
Js6h6d4s2h JhJc6d5s2d Th6d4s4d2h Qh8d4s4h2d 
KcTd6d5s2d KsQc4h3c2d 9d8s8c6s2s 9h9c5h4h3h 
7c5h4c2h2c QdJc7s6s3s Ks9c6h5s2s Ks9d8h5d4d 
As6d5c3c2d Qh8h5c4s4h 8c7s4s3s3c Ks9s8s7d4s 
AhKd7c6s2s KhJd8s3d2s QcTs7h7d3h AdQc4h3s2c 
QhJc6h3s3d KdJd6d5s2d Jc8d6h5c2c 8h7d6h3c2d 
AhJs8s6s3c KcQc9h8c2c QhJd5s3c2d Tc8d6h4s3d 
QcJd8c4h3c Qc9h8h7h4d Qh6s5c4h2d ThTc7s3h2s 
Ks6s5h4s3s Qc8c6h4d3s Td9d8c7d3d As6h5c3s2s 
KdQs4h4c2s Ad9d6s6d4d Tc9h8c4c3d Jh8h8d5h2s 
Ks6h5c4c3c 6c5s4h3d2s Th8h6d4c2s AdTd5s3c2d 
8s7d5d5c3h Ks7d4c3c2s Qh7d5d3h2c Ts8d6c4c3c 
KsJd9d8d3d QcTc9c7c2d 9h8s7s5d2s AhKc8c3s2d 
Qd8s7s7c4h Qc9s6c4d4c KsKhKd8d8c AcJc6h4d2c 
Kd6d5h4d3d Td9s5c3h3d 9h8d8c7c2s Qs7s6s4c2c 
Qs8c5c4h4c 9s9d5d2h2c Jh8c4h4c3h Jd8s8h5c2d 
Qs8d6d3s2h Kc8c4s4d2d Kh7d5h4c2s KdTs5h5c3c 
Jc9d5h5c2s 9d8s8h6c2d Ac9d8h8d2d QhTd5d3d3c 
Th9h8h4d3c Ts6d5h4s4c Kc6c5h5c4c KcQcJc4c2c 
Tc9c6h4c3c 9h8c5h4s3d Jd8c7c5s3c QdJc9c6h2c 
Qs9c5s3h3d Qd9c6s6d3d QsTh4s4c2d 7d6c4d4c2c 
8h6s6d3d2s Qh6c5d4h2s QhTd6s3h2c Qd7c4c3h3d 
7c6h4h4c2h Ks9c8c6h3d KcQh6s6d2c KhJd9d4c2s 
9c6h5d5c3c KhTd8h5h3h Ks9h9d5d4d Qs9h9d7s3s 
KsJc8c7c3h Jh8c6s5d3s Qh9c6h5d2h 9d5d4s3s2h 
Th8c7c6d2c KcJs9h4c2c Tc8s7d6h2s Qc5s5h4s2h 
Kc8d6d5h5d Th7c6s2s2h AhQh8h3c2s Jh9c7h3c2h 
9s6s6c5d2h Ah6s5h3d2h Kc8c5h4d4c Jh8c6d3d3c 
TsTd6c5h2s Qd9c8h7s4s As7s6h4d2s Jh8c7c2h2c 
Kh9h8s7d3h Qd9s9h3h2s Jc9d8s6h3h Kc9d8s7h4s 
Ks7s6h3d3c QdTs9s3s2h Kh7c6s6h2d Jc7d5h4c3c 
AhQc9d3h2h Kd9s9h5s3c 9s7h6d5c2d Td8d7h3h2s 
7c5d4c3h2d AsJh9d4c2h Js9h7s2s2h 5s5d4s3c2d 
QsQdQc6d6c AcKh8d3c2c QdTs5s3s3h QsJd7s3d2s 
QsTs7d6h2s Qc8d6s3s3d Qd9d8d6d2s Kd8c7s7h4c 
Kc8c7h3h3c QhQdQc6h6d AcQsThTdTc AdTd7h3c2d 
Tc9d8s4h3s KhTs9c4c2d Ah9s8d4h2h Qc9d7h3c2d 
Jc9s5d4c3c QhJh8c7h3s KcTd7d5h2d Qh9s6h6d3h 
Qd8d5d4h4c 9d8c7s3s2d JcTs4h2d2c Qs6h6d5c4h 
Jd6c5s4s3h 8h7c6d4h2s 8c7d5h3s3d Qc7c5s4c3d 
Kc9c5d2d2c AdJs8c3d2d Kh7h5d3d2h Kh8h8d4h2d 
Kc9s8d8c4c TdTc9h3s2h Qd9d8d7h2c 9h6d5d3s3c 
Td7d5d4h3c KsKdKc5c2s Jc9c7s4c2s AhTh7s5h2h 
KcQh7s3h2s KdQs8h4d2c 6h5d3d3c2h Kd9d7d4h3c 
Qd7s4s3h3d QcJd5c4c2c AcKd9h4h3s Js9c5c4h4c 
AsQd6h3s2s Qs9d4s4d2c Jd8d7c5d3d ThTd7c5d2s 
Jh8h8d3s2d KhJd7d6d3d Jd8h6s3s3h QhJd7s6s3s 
KhQd6c3s2h 9s9c7h5d2h Th9h6c4h3h Ks7h4c3c2s 
Td7c5h4h3s JhJc9c3s2c QcJh9s4s4d Jd8s5d4h2c 
Qh9d5h3s3c Ts7s5h4c3s Jh9d5s5h2c 9h9c7h6h2s 
Qd9d8d7s2h 8c7s5s3d2c Ts8h4h2s2h Jd7h7d5c3d 
Th9s8d4c3d AsJc9d4c2h KhJh7d6h2s Jc9h9d5s2s 
KcJc8d2d2c Jd5s5d3h3c KsQc6s3d2h Ts8h6d5c2h 
QdJh8h7h3s 9s9h5s4s3s Qd9d7s2s2c 8s8d7d5d2c 
AhQs8c6d2d 8h8c7s4d3c AsQd6c3s2s Td9d6h4d3d 
AdKs8s3s3h AhJc6d4c3s 9h8c4h4c3c Ks8h6h5h5d 
QcTc6c3s3h AcTs6c5c2c Jd9c4h3d2c 8c7s5c4h2d 
8d6s5h5c3h Js7d5s4s4c Td7c5s5c4c Kd8c7s4s3c 
Ah8c7s6d3c KcTh4d3h2d 9c8c5s4h4c Kc8c4h4d2h 
9c6h6d3h2d Js7s7d6d2s Ks9h9d5c4c ThTd7d6s2c 
QcJd9s6h2h QcJc9d4s4c QdJd7c4h3d 8s6s6c4h3d 
Tc7h6c2s2h 9c8h6d6c3c 9h6h5d5c3s KcJh9s4c2c 
AsJs5s2d2c KhTs7s5d2s KcQc8c7h3s Jh9h7s7h4h 
Qh9h8c6h3h 9h8s8d6d2d 8s6d6c5d2d 9s8d8c7h3c 
AdJs8h4h3h 8h6d5h3h3c Qh9s5c3s2c Tc9s5c4d3c 
AsTh7c5h2d 9c7c6c4c3d 9c7s5s3h3d KsJd8s4h3s 
JsTh7c5h2h KcTs4d4c3c QsJh8d7s3s Qh9d8c6c3c 
Kh7d5s4c3s Th5s5d3h3c 6d5s4c3h2s TsTd6h5c2s 
Ks7h7c5h3d Kh4s4h2d2c Td9c7h7d2s 9c7h5h3c2c 
KdJh9d4d2s 9h5s5h4d2d AsKd9c4h4c KcTc7c4d2s 
AcQh7s4s3d 8h6d6c3c2d 8h6h6d5h2s 9c5s5d4d2c 
Th6d5h5c4h QdJd8c5d2d Tc9h7h3s3h AsJd8c4h3h 
Td9h8s4c3c Jc8s8h5c3c Kd9s7d4d3c Kc8c6s6c4c 
Ts9c7c3h3c KsJc9s4s2d Th9s6h4c2d Qh9s7h3c2s 
Ad7s6h4h2s KsTh6h5d2h Qc9s6d3h3c 8s7c5h5d3h 
9d8d7c3c2s KdTs6c3d2h KsQsJs4s2s Jc7s6d5d3d 
KdJs8h6c3c Th8h7s3s2c QsQd7s4h2c Qd8h4h4c3d 
Kh8c4d2h2c 9d9c8d7s2d Tc6h5d5c4c Kd7d6d4d3c 
7h7d5d4c2s 9s8s7d3d2h KhTs8d4c3s AsQd6h5h2c 
Jd9d7c4s3d KsKc8s3s2s AcQs8h8d3h Qs9s8s7h3d 
9h7c6c3s3d Ks9s8s8c2d AsKcJhJdJc Js9c6h6d4c 
KcQdTc7c2c KcTc7h4s2c Qc8d6s5c2c 9c8c5h3h2c 
JsTs6c2s2c Qh9s4s4d2h Qs6h4d2s2d Jd8s8c5c2h 
KcQs9d5h5d QcJc9s4c2d 8h7h7d6s2c Qc6h5s4s3d 
Ks9c8h7d4h 8d6s5h3s3c Kd9d8h3h2d Qd8h5s4c3d 
Jc9s7d5c2h 7s5s5d2h2c KhQs8h7h2c Kh9h7c4h2c 
Jc8c4s4h2h Kd9h9d2s2c Qc9h9d6d2s Ah9h8h4h4c 
Jd5c4h4c2d Qd9s7h5c2d KhJh9d5h2h KcTh9s4s4d 
Th9h5h4h4d KsTd9c4c2h Th8h8d2s2c AdKs9h5h2h 
Kd8s5d5c2h Kd8c6c5h5c Ks8s8c7s2d AdQh6c4h2s 
KsKhKc5s2c AdJh4c3d2d Kc8d7h3d2c Qh8d5s4c2h 
Qh5s5h3s2s 9c7c5s3h3c Tc9c8h2s2c Ts9s8s4h3c 
Kh9d4d2h2c JcTs5d3d2h KhQh9d4s4c Qd9s7c3d2s 
Jd7s6c4d3h JhTc7c5d2c Qs8h4s4c2h AcTh9h4d2h 
AhKd9c4c3s KcQsTd7h2h KhJh7h3c2c QdTh5s4h2h 
QhJs9s3c2d AdJh6h6c3s TsTd9h4h2h JdTc7h6d2d 
Qd8d6s3c2s Kh5s5d4h2c Js7h6d4s3c Ah6s5s5d3c 
Ks9s6c4d2h 8d7h5d5c3d Kc8d6s6h4d 7s6h6c5d2c 
Qc7h5d4d2h 9h8s8h5h3h KcJd7s7c2h AcJd9h3s3h 
Td9c7c3s3c Ks9s7s4d3h Ks9s8s8d3c Jd9s4h3s2d 
AhJd9d2s2d Ad9h8h8c2h JhTh7s6h2c Qd8s6h5h2c 
Td8s5h3h2d AdKc4s4h2s AhJs9s3s3d 7h6s6d5s2c 
AdTc9s6s2s JsJc6h4h3h Td8h8d2d2c Td9h8c4c3s 
Jc8d6s5c2c Jc9h6s6d3c 7h6c4s3h2c 8c7s5c4d2h 
Qs8h8d6c2s KsJs8c5s3s QcTd8h4h2s ThTd6c5d2s 
KhJs9s4c2d Qc6s6h5d4h Kd9s8d5c2d Kd9s4h3s2d 
KdTs4d3h2c TsTh7h6d2c AsJc6h4c3d Td9c8s4h3s 
8h8c4h3c2s QsJc9c4c2d 8s8h7s5s2c 9d8s8h7c2h 
As6s6d4c2s Jh8c7d5s3c Qd8s8h6c2d Ks7s4h4d2h 
AhQs9c4d3c Jc8d6h5s3s Kd9c6d5s2d 7s7c4d3s2c 
Tc9h8d4d3s Ad9d6d6c4d Jh9d4h2d2c 8s8h5h4h2h 
Jc8d4s4c2d Kc8c6d5s2c Ks8d7s3d2h Ts8h7h3s2d 
Jh8d8c5h3h Kc9s4s2d2c Kd8c5c4h2h JsTd7c6c2h 
Qc9s5d4c3c Tc7h7d4s3h Ks9s9d8c2s 8c6d5c2s2h 
Js9c5s5h2d KcQc8h4s2d 9h9c8c7d2c Jh8c7h3h3c 
Qd9s5c4d3d Kc5d4s4c2h Qd7d6h4h2h 9s8d8c2s2h 
Qc5h5d3h2c Th7s5s5d4s Jd6c4s3d3c Kd8h7s7c4h 
Ks9s8c7s4s Kd9s7d4d3h Ac9h7c4c3c Ts9d8h3h3c 
Th6s5h5d4h Tc8s6d4d3d Tc8h6d6c2s AhJs8c4d3d 
AhJd6s4s4c Td6c5h4h3s Js9c8h8c4c AcJd6h2h2d 
KcTs9d4h4d KcTh4d4c3c AdJs4h3d2d Jh8c6h5d2h 
Kh8s8h4s2h Ks9h7c5c3c Js9s6s6c3h AsTs5d2s2h 
KsQc8c5h3c Kh9c4c2s2h Kc9d5c2d2c KcQhJh8h2h 
QsTh5h3h3c KdQc5h4h2h KhQd9c8s3c Ks7d6s6c2h 
7d7c5d4s2h 9h8d8c7s3d QhTs7h4d2c Kh9c8c6d3s 
7c5s5d4h3s Th6s5d4h4c Ts9h9c5c2c KhQs8d4h2c 
AcJh7h5s2h Jh7h6h5h3c Ks8s8c7s2h KhTd8d5d3c 
Kc6d6c5h2c Qh7h6s5h3h Tc9c8c2h2d AhKd4s4c2c 
Qd9d7h4s2s Qh7s6h4h3d Qd7d5s5d4h Th9c4c3c2h 
Qd9h6s6h4h Ts6s5h5d4c KsTc4s4h3s KdJs7s4s4c 
Jd8h4h4c2d 7d5c4h3h2d Qc6s5d4c2h Ac9d8s6s2h 
Qd8h5c4s2d 5c4s4h3s3d Kc7c5c3h2h Js8d5d3d2s 
7h6c4d3h2c Kc7h5d4d2h Tc7h4h4c2d Qs8d8c6h2s 
Qd8s5c4h3d Tc8c7c6h2d Kc6h3h3d2c Kc6c4h3c2h 
KhQs9c5d5c 8d8c7c3d2h Qs9d6s5h2s Kh9h7h4c3s 
Qd9s8s6h3s Jc9s6d5c2c As9s6s6c2h Tc8d5c3s2d 
QhJh8s5h2h 9c8s7s5d2s 9s8c6d6c2h Ah9h9d6h3h 
9c8c7d3d2h 9c8d5s5c4c Ks9d8d7h4d 8c6s5c3h3c 
KsJc5h4c2c QdTd7s2s2d Ac9h5c4s2c Qd9d8d7h3s 
9h7s6d3h2s Js8s8c5s2h Qc9c7c6d3c Qs8h7h7d4c 
Jd9c6h5d2d Qc9c6s5d2c Qc9h8s6d3d KcJh8d3h2d 
Ac7c6h4s2c Kh7s6s4d2d Kh7d5h4s2c Kh9h9d8s2h 
AdTh6d5d2d Qc7s6h6d3c Ts8s6d5s2c Th6c4s4c2h 
Th9d7c6h2h Jd7c5s4h3s Kd8d7c3d3c Qs8h5s3d2d 
QsJs7c3h2c Ac8c7h7c2c KhKc8s3d2d Kd7h5d3d2h 
AhTd9d5d2c Tc8h6s3s2c QsQh6h3d2h KhQd6d5d2d 
Kd9c4c2s2d As6d5c3s2s Kh8s4d2s2h Ad9c8c5h3c 
KsJh9c5d2d 8h7s6d3d3c QdJh9h4h3h Ad7s6s4s4c 
7d7c5c4h2s Qs8c7h3s3c Qd8h7d2h2c Kh9h5s2s2h 
Qs9h6s6c3s KcTs9s4s4d KcQsTh7d2d Tc8c5d3d2d 
9h9d5c4c3c Th8s5h3d2d 8s7d6c3h3c 8s7h7c5d2s 
9h9d6c2s2c Th6h5d5c4s AsKd8d3h2c QsJc8s4h3s 
Qh9h6d6c3h Qs9h9d8d4c Jc8h4h4d2c KhTs7h5c2h 
Ah9c6s6h2h Jd8d8c5h2d Kc8h5s5c2d 9d9c7c6c2s 
8s7s6c4h2d Jh9d8c4h3s QhJs9s7s2d AsQh7h3d3c 
Jd7d5s5c3h 9s9d7d6h2d Td8d7c3c2s Kc9d9c2s2h 
Jh9h7c4s3h Tc8h6c4s2d Jh8s7s2s2h 8d6s4h3s2h 
9h7h6d5h2c 8s5d4s3s3d Qh6h4c3h3c JsTs5s5h2c 
9d6c5h4c2s KdTd4s4d3c 8h7d5c3s3c 9h9d5s4s3s 
Kc8d4h2d2c Tc7d5s4h3h Th7h5s2s2d Ad9s5d5c2d 
7d6h4s3s2h AsTd4s3s2c 8c7h5s5d3d AdTd7c3h2d 
Qs8s6h3c2h Qh8d6h4c2s AsQd5h4c2c AsJc7d6h3d 
KcQd9s8s2h Ks8d4h2s2d 9d7s7d4h3c Jd9c6d4h3s 
Tc8s7d5h2c Ks9s8c7h3s 8h8d7s4h3h Qs5h5d3d2s 
Tc9s7s3s3h Ts9d8d3h3c JhTd6c5s2s KhKd8d3d2d 
Ac6s5s5d3h Tc7s4s4c2d JsTh7d6d2c AcQh9d3c2c 
AhTs9s6s2c Kd7d4c3h2h 9h8s8d7c2s AhJd7c6s3c 
QhJs5c3d2s 8c6s5d5c3c Ks7d5h4h3c KdQs6h3c2d 
Tc9s8c4c3h 9s5d5c4c2s KdJs8c7h2s Qh9c5d3s3h 
Tc8s5h3s2c 9h7h7d4c3s AsJs8c3d2s TdTc4s4h3s 
QcJh9h4h2d Td9s7h3h3c 6c5d3h3d2c AdQh8h6h2h 
Kc4s3d3c2s QcJc9d4c2h 7c5s4c2s2c Ad8h8c7c2s 
Jc8c6d5s2c Ah9s5c4s2c Qc9d8d4h2h 8c7d4d4c2d 
Qs9s8s8h3d Kd9h5c4d2s AcJs6h4h4d KcTc6c3s3d 
Ah7s5h2h2c KdJs4h3d2c 9h7c6c3c2h JcTh6d5s2s 
Td6h5d3h2c Ts9s8s4h4c 8c7c4s3s3c Ks8s8c4c2s 
Kd8d4s4h2h Kh9h9d6h2c Qc9s9d5c2c 7d4s4c2d2c 
8s8h7d4c3h Ad7h5d2s2d Tc8s4s4h2h JhTh6d2h2d 
Th8s7s6d2s AhJc7d3d2c QsQh7c6d2c Jh8s6s5c2d 
Qc7h5h3c2d 9d8c6d4s4d Js9s7c4c2s QsJh7d7c3s 
Kd9h4h2s2d Kh6h6d4c3h Qd7s6c3s3c KcTd8h4s3d 
Jd9s5s4s4c 8h6c5s5h3h QcTh9h3h2s Kc9h8h7s4h 
Td9d5h5c4d 9s8s5h3h2s KhJh6s6c3h Qh9h6c3c2h 
9s8s7c3h2c Kh7d4d2s2h Qd9c6d5h2d AsKc9h5h2h 
Kd9d4s4d3s As9c8h8c2c Th8h7c6h2s Th9d6h4c2s 
Qh9s8d7c4c 9c8d5h3s3h Th6c5h5d4h Jc8h7c3h3c 
Ts9c4s2s2c KdTc8s5h3s 7h5c4h2h2c KcJd9c4s4c 
9c8s8h5c2c Qs8c7h7c4d KhTs9c2s2d As9d7c4h4c 
8h7h6c4d2s QsJh9h3c2d KdJh6d4s2d KsQs9c8s2s 
Ad9c7h4s4h KdJh8h5h2c Tc8h6c5d2c Kc9d4h3c2d 
Ad9s6c5h3c Qd5s5h3s2d 6s6c5h4d2d QsTs8d7s2s 
Js6s5s4c3h KsQd9s2h2c Kd8d7c3c2s Js8s4h4c2c 
Qc8h6c4d2s Jd6h5s4s3c AsQs8s8c2s Qd8s7h5h5c 
Kd7c4s3c2d Td8c5h3d2h Ks7d5s3s2d 8c7s6c3s2s 
Jd9s7s4c3h QdJh9c4s4c Kc7d5c4h2s QhTs5c3d3c 
Kc8h7c3h3c Qh9s7d5c2h Js6d5s2d2c AdQc9s3d2d 
AsTh6s5s2s Jh9h8s8h2d 9s8h4h4d3s 8s7h7d6h2c 
AcKh7s6d2d 8h6d5s5c3s Ad9c5h4c2h Ts9h8c4d3d 
Qc5c4d3d2c QhQdQcTd7h 9d7s6h3d2h Kc8c4s4h2h 
Kd7c5d3d2c Qs9c8h6d3d Jc6s6d4c2d Jh9s8d6c3c 
Qc7c5s5c4d Tc8s7h6d2s Jd9s4c2d2c 9d8h6h5h2h 
QcJc9h4c2s KhTd5s5c3s Td8s5c3s2d KcTc6h6c3c 
9d8h8c6c2c Ad9d8d6d2c Ks9s5h2s2h Jd9s7s4c2c 
KhTh6c3d2s Jd9h4s3h2d AcJsJh6h2h Ks7d5d5c2c 
Qh5h4d3h2d 9s8d8c6h2h Tc9h8d4s3d KsQs4h2d2c 
JsTh7h5c2h 9h8c6s4s3d Qc8d7h2h2c JhTc7s7d2h 
QsJs7h6c2d Qh8s8d6c2h QcJh7h4h4d 9c7s7c3d2d 
ThTc7d3h2d Td9h7s5c2d Th8c7s7c3d 9s8s8h7s3c 
AhQd6s4d2c Kc9s6s5s3s 8c5c4s3s2c 9s5d5c4d2s 
Ts9d6h5c2h Jd8c6c5h2s Tc9s9c4d2c Ts9c7s5h2d 
AsTh9h6c2h 8c6d5h5c3c 9s6s5d4s4h JdTs7s5h2s 
Ac9d8s8d2d AdQs5s5h2s Tc8s8c2h2c QcJs7c3s2c 
KdKc8h3s2s 8s7d6c4s2h QcJh9d4s4d Jd8c6s5h3s 
KdQs5c4c2c QcJc5h4c2c QhTh9c3h2h QsQhQdTh7d 
9s8h8c6d2d AsKh7h6h2h AhTh9h3c2h AsTs9s3h2s 
Kc9c8d8c2h AdJc8s4s3s Qh9c8s5d3d KcQc7s5c2h 
Ad9c6s6d2d Jd6h4s3s3d Jd8s8d3c2s Kh9c6c5c3c 
9s8d7s6s3s Jd7c6d4h3s AhJh9h4c2h AdTsTc6c2c 
AcJs6d4h4d 6c5h3s3h2c Ts6h5c4c3d Tc9d4d3s2s 
Td7d6d5h5d 9d8s8c7h2c Ad7h6c4c2h Ad9d6c2s2h 
Tc8h6s4d3h AhJc6d2d2c Qd8s4s4c3d Kd9s9d6d2h 
AcTs5s4s3d Kd9s8c5s4s QcTs4d4c2h KsQh8h5d3h 
Jh9c8s8c4c Kc9h8h6h4h Kd6d5d4d3s KsThTd3s2s 
Qs8c5s4s4h Tc8d5c3h2h AdTh6s6c3h KdJh5s4h2h 
KsQs7h4c2d QcJd8s4d2h KdQcTc3c2c Qs5h4d3h3d 
Ks9d8c7h4c 9h9d7s5c2s Td8h5c3c2d QcTd7s6d2h 
6h5d3h2d2c 9c8s7h3h2c KhJh8h8c2s 9h8s8c6d2d 
Ah9s8s5d2c AdTd5h3s2d Ks9h4d3s2h Jh7s7d6s4s 
Kd9h8c7h4h 9c6d5s5h3d KhJs8c7d2s KdTd4s4d3h 
KcQd7h4d3d Ac7c6h4d2c 7s5h5d4c3d AhQh9c6h2h 
KcQd9h5h2s Kc9h7h7d3s As9s6s6d4s KdTc8h4s4c 
9d6d5s5h4d QdTh4d4c2s Qd7h6d4d3s Kd9h9c5c3s 
9c8h6c3h2c JsJc9s7s2s Qs6d5s3d2s 9s9h5c4c3c 
9s7s5h3s3d 7h7c6d3h2c Ks8d7h3d2s 9h8s7d3d2h 
8h6s6d5h2h 7s6h5s4d2s Jh8s4h4c2s Ks6c4h3h3c 
Jh9c4d3h2c AhTc8s4s2s Ks7s4h3d2d Qh8d7h5h3c 
AcQh5s4d2d AhTd8d3d3c Tc8c6h4s2d Ks7d5h5d2h 
9s8s7c3c2d Ks9c8s5d2s Ks8s7d3d2h KhTc6c4d2s 
9c8h7c6c3c QsTs6d3h2c As4h3s2d2c Qh9c8c5d2s 
Ks7d7c5c3h Ks9d6h5s2s Qd9c5s5h4s AcJh8h6h2d 
Ts8c7c3s2d 8c6h5s5d3s Kc8h7s3h2c Td7h5s4s3c 
Qh8d6c5h2h 8s7c6h3h3d Jc7h5d4s3d Th6d5s2h2d 
Tc8h6d5s2h QsQc7s4d2h 6c5h3c2s2h Js7d6s4c2c 
Th6h5c3s2c JdTh7c5h2h 8s8h7c4h3h Th9c6s4h2d 
Ts8h6c4c3c Ks9d8h7d4d Jd9h4h2d2c Ad6c5s3s2c 
AcJh9h3s3h Qs7s7c4c2d Kd9h7h7c4s Ac7d5s5h3h 
Th7h5c4s3h Jd9h5d4d3s Jd9h8d4s3c Tc9h6d5s2d 
Td8c7d4d3s AsQc6h4c2d KcQd7s3d2s AcTd8h4h2h 
7h6h6d4h3s Jc9c6s6c3d Ac9h8s8d2h Qh8c7h5h3d 
AcKd8d3s3d QdJd9d4h2s Tc8s6s3d2d Jh7h7d6c3s 
Jc9d5d4h3s AcJh8h6h3s Jd9h5h4s4h AcKs9h4h4d 
Jh9d8d8c4d 9s9d8d7h2d Kc7h5c2h2c Td7s5d5c3h 
Ad7c5d2s2d QsJh9h7h3h Qs8d7c4s4h TsTh7c3s2c 
QdTh9d4d2d Jd9s6h6c3s Th8h8c2h2d Kh9h7d4h2d 
KhJd8s6c3c 5c4s4c3d2d Jh6s5d4d3c Jh5s4s4d2h 
Ah9h8h4s4h AhTc9d4d2s Ts6d5h2s2d Ks7s5d3d2s 
Th8c6s4d3s KsJs5d2h2c 8h8d5d4d2d KsTh7c6c2d 
JsTd5h3h2c Qc9s7d6s3s KdQh5s3s3c 7h6s5h4d2h 
Js9s7s4d2d 9h7h6s3s2s Ts6s5d3c2d Qs8c6d3d3c 
Jd6s6c2d2c Kc9h5s4c2d QdJc5s5h2c KhTc6s3h2d 
QhQd6d4d2d Tc4d4c2h2d Kd6h3s3h2d KsTdTc3d2h 
QsQc6h4d2d Qh8h5d4s4h KdTh9s5c2c JcTc6c5d2c 
8c6d5d3s3h 9d8s8c7h3c 9d5h5c4c2d KdJd9c5d2d 
Tc9s6h5d2h Jc7s5d4h3d Jh8s8h7d3c Qc9c7s6h2d 
KcQs9s9d4s 9c8s8c7c3d Ah9c4s4h2d QcJc8c4h4d 
AdTs9s6s2c AdQh8c3s3h KcJc7h6c2d Td9h6c5s2c 
Qd9s5d4h3d KsTs7h4c2s KcJd9d8d2d AdJh8h6h3c 
Qc8s6d5c2c KsQc7d6h2c Ad7s7h4c3h Kh5c4h3d2s 
AcJs7s5h2s AcTh6s6d3h 9d7h6h3s3c Kd4s3h2h2d 
9c7c6d5c2h Th9h8d7h3h 9s8s7d5c2s AsQc7h4h3d 
Th6c5d2h2c Ks8h7d7c2s Jd9h5h4c3h 8h6d6c5s2h 
Td9d8h2s2d KsKd8h3c2c Kh9d4d2s2h Jd6s4h3h3d 
Qc8h5c3d2d QcJd7h5d2s As9h7d4d4c Ts8h6c4d3d 
QcJsJh7c2c Qd8h6h3d2c KsJs8s6s4s 8s8c7d4s3s 
Qc5s5c3s2s Qh9h7s5d2c AcJh8d3c2c 9c8s8h7h2d 
Tc7c6d5c3c KhJh6h4d2c Th9s3s2h2d AsQc4h3d2c 
JhTs6d4c2s 8s7c5d3h3d Td7c5s5d3h KcJh9h4d2s 
Tc8d5s3d2c AcTd6c5c2c Ts4s4d2h2d Qc9h5s3d3c 
8d6c5h3s3c KsQs9d8s2s 9s7c6h3s2c Tc6c5h3d2h 
Jc9d7d4h2h Td9c4c3c2d 8h6s6h4d3c KhQd9c8c2s 
Td8h8d6d3d Qh9d5s4h3h Jd6h6c4c2d KdJd6d5h2d 
KhQd8h7h2c Jd5s4s4h2d 9h7d5d3s3c 9h7d6s3h2s 
Kc5s4c3d2h QhJd8d4d3s AdJs7s5h2s KhKdKc8s8h 
Jd8h8d6s2c Kd6s6d4h3d KcJh8d5s3s Qc8h7d6c2s 
Td7s4s4d2h 9c5h5d4h2c AsQc8h8d3d QdTd6c3s2h 
Jh8s7s5c3s KsJd7d4h4d Js8s7d5s3s Qh9s9c8s4d 
Td8s7s6h2s AhTsTc6c2c Qh5h4c3c2h 7d6d4c3s3d 
Ks9d7d7c3h Qs7s6d4d2d Qh8s7h3s3c 8h6c4c3d2d 
Kh9s8h3s2h Ks8d7c3s2d QhTs9s3s2d QsTs6s3d3c 
Kh6d6c5c3s KhQh4c2s2d AhJs9s3s3c Ts9d5h3s3c 
Th9h6h4c3h QsJs8d7s3h Td8d6h6d3c 9h7c6d5d2d 
Jh8d6h5s2h Qd6h6c5s4h KhJs7h7d2c Tc9d8d3s3h 
Jh8d4h4d3h Jh7h6d4s3c Jd8c5d4s2h KsTc7c5h2c 
AsTc9h4d2h KsQs8s7c2h Kh8c7d3h2c KhQs6h3h3c 
KhQc7s3c2s Jd5c4d3c2s Qs9h4h3s2c Th7d5s4c3c 
Kd8c7d3d3c 8s8h7s5s2d Qc9h9d3d2h Jh8d6c5s3s 
KdTs9s5c2s AhTs9d4c2d KdTh9h5h2c Js6d6c4s2c 
AcTh9s4s2d Jc9h8h8d4h Kh7h7d3c2d KcJd6c4s2c 
AsTs7c3h2s JhTs7d7c2h AhJc5d5c2s AhKh9h6s2h 
Jh6s6c4h2s Qs5s4d3s2d 9h9c7d2s2h KhTh7s4c2h 
KsJs5c2h2d KcTd9d3h2s Tc8h6d4s2d Tc8c7s6c2h 
Js6s5h4s3c Jh7c5d5c4c Qs9h7s3c2h Ts8c7h5d2s 
AcJs9s2s2d KsQd4c3d2h Qh8c7h3d3c 7c6s4h3c2s 
Ah9c8d8c2c 7s5s4d3d2d Jh9c7s2s2c Qs8h8c6d2s 
9h6s6d3d2s Jd8h7c5s3h 9s8h8d5s2s QdQc7s4s3s 
Ah7h6d4c2h AsKh8h3d2c 9d7h6c3s3c Jc6s6d4d2c 
JcTd7h5s2h QsJh7c5h2d Kh8s8c5s4s Qc8s7h3s3c 
Qc9s8s5s3h 9d8d7s3h2s KhTc8c4s3d KdKc8s3s2h 
Jc8h8c5d2c 9c8h7h5s2h Kh7c5h4s2d Kd9c4s3d2c 
AcTh5h4h3s KcQd4h3d2s KsJh8d2h2d Qc9c7h5d2s 
Kc7s7d6c2h QsTd6h3s2c 8c6h6d5c2c 9s9d7h5c2h 
Js6s5c4s3h 9d6h4h4d2s Kd8d7d5h2s 8s8c3s3c2h 
9h8h6d4h4c QdJs9s3h2c Qc8c5d4s4c Qs7d5s5d2s 
