AcQs7s6d3s 
QsJsJd4s2s KcQs8h8d5h JcTc9h2d2c Th9c5d5c2h 
TsTd9h7c2s TsTh5d3s2h Qd8d6s4s2s AdJh9c7h2s 
As8h8d4h3d Td6s5d4s2c Ks8h8c7c5d AhKd8c7s2c 
Kd7s6c5c4c Qs6c4s4c3d KdJsTs7c2s Js8h7h6c4h 
AhKh3d2s2h Qs9c8c2s2d Td7c6h3h3c QdJd9d7c3h 
QsJc9s9d4s JcTh4s3s2h QdTh7s6c3c Jc8c6h6d5c 
Jd7c6c5c4h QcTh7s3s3h KcTd9d5d4d 7s5d4s4h3h 
Ts8d7c6h3s AdQh8d7d3d Ks9s6d3c2d 8s8h7c6h3d 
AhJd9d5s2c Jc7h6s5h4h KsJhJd8d2c KhQdJh8c2h 
AhKsQsQdQc KsJs8h6d2c AcJc9c4s2h Jd9c5d3s2c 
Jc7s6d5c3h Ks9d7c4d4c QdJs7s5s5h KhTc9s7d2c 
As9d6s4h2c AhJcTd6s2d Qd9s8s2h2d Kc8s6s2d2c 
KcQs7h7d4s Ad9h9c6d3d 8s6h4s4h3d QsJs8c5d3s 
Qs9c6c5d4c KhJs9c8s3s AcJd9d6d4s 9s8s6h4d2d 
KcJd9h8d3d QhTs7c3s3c QcJc9d9c3s JdJc6h3d2c 
QhJc5h3s3d Th7s6c3s3c Jc9c6d5s4c Ks8h8c7d5c 
JsJh4h3h2s Kd6s5c4d2h Kh9s7d4s4d QcTh7d6d3s 
Td8c6d3d3c 7d6d5s4h4d Ts8d5d3s3h AcTs7h7d3d 
AcTd6c3s3c Js8d8c7c4h Jd9s5d3c2s Jc8s7s6d4s 
Kd8s8c4d3s KcJd9h5s3s Qc8h7s6h6d AcKc4c3s3c 
QdJh8s8c4h KdQdJh8d2c KcJd6h5d3d QhJh9h8h4d 
AcJd6c5c2h KsJh9d8h3h AhTs8c5d3d Qs8s8c7d4h 
KhJh5d3h2d 7d6d6c5s3h KsQd7s6c2h KdJh9s5c3c 
KdQc7h3h3c KsTh9s5s5c 9s9h8c7d4h Qc9h7c4h4c 
JsTh9d4d2c AdJc7h6c2h Kh6s4d3h2s QsJh8d5d3c 
Jd9c8s6d4d Th9h5c3s2c 8s8c7h7d2d 9d7s6s5s4s 
8d8c7h4h2d QsJh6s3d2d Th9d6h6c3s TsTc9c7c4c 
9h6h6d5d2h KdQd7d7c5d Kh9d6s6d5c AcQc6s3d3c 
JdJc8s6c2h 7h6h6c4s2c AdJhTs6s2s As6d3s3d2d 
Th9s6s5d3s Qs9s7h3h3c Qc9s9d8d5d Jh9d8c6s4d 
JhJd9h4c2s Th9d8s8h3c KdQd5d4s2h KcTd6s6d4d 
Jc9d7h6d3s 7s7d5s3s3c Jh6s6d3h3d Td9s8d8c3h 
9h8s8c4c2s KhQhJh4h4c KsQd5s4h2s AsTd9d7c2d 
Ac9c7h4d3c Jh8h7s5s2h ThTd5c3h2d Qh8c7s6d6c 
QhTd7h5h3s Qd7c6d5d4d AcJh9d6s3h KdQdJs6h2d 
KcJd7c4c3s AcJh6c5c2s JsJc4s3s3d KsQs6h5c2s 
8d6s6c5d4d Qh5h4s3d2s Jh8c7d6c4c Qs9d8c2s2d 
QhTsTc6d2c Qc9s9h4c2h 9h6s5s3h2d As8h7s4d3s 
Js9s9c7h4s KsQc5s4d2s Qs9s7s5d4h AcJh3s2d2c 
Tc9h8h6d2s KsQc3d2d2c KsKhKdJh3s 9d7h5h4s2d 
QdJd6s6h3c 9s7d6s5s3s JhTs6h4h3d AdQs7s6h3s 
Kd8s8h7h5c Qh8d7c5s4d KsTs8h6s2c 9h9d5s4s4c 
9c8c6h2h2d 9c7s4h4c3h JhJcTs3d2d Kc9s6s5d4h 
QsTc4s3d2d KdJcTc5c2c JsJc4s3h2h QhJh9h9c3d 
KcQs7d3s3d QdQc9d7d2h Tc9h8h6s2d Ah7s6c5s5d 
Jc6s5s4d2c Jd9s8c6c4h Ac9s6c4s2c AdQs7c4s3h 
Jh9c5c4h2h Th9d6c5h3h 7h7d5h4h3s QdTh9h5h5c 
AdKsQh6c2c AhTd7s5d3d JdTh7c6c3c KcQs5c4d2c 
JhJc4d3c2d Kh9h6c5s3h QsJh9d8c3c Ah8c6d5d2c 
KdJd6d5d5c QsJc7s5h3s QdJd5d5c3s Kd9d5h4h2h 
AdJc7h2s2d QcTd9c5h2c 9d8d6c5d3h AhTs7d7c3c 
Ks9c7d5h4c JdTd8s8d2h 9s8d8c6c3h KdJhTc7h2h 
JsTc8h5c2c KdTs7h5h3c Ts8h7d4h2d QsTc9s4s3s 
KdJd8s6c2h Ah7s5h3c2d JdTc4s4d3h Tc9h9d4c3s 
Ad8s6s5s4c Qd9h7h6h6c 6h5d4c3d2c QsJd8d5d5c 
5h5c4h2d2c Qs8h7h4d3s 7s5c4s4h3h Th9h7s5c3h 
9c7d6h6c4s 9c8d5d4s2c Ah9d7d4c3c 9s9d6d3c2s 
QsJh8h6h4h 9d8s8d5c4d KhQh9d3h3d Kd9d6c3c2h 
Jc7s6h3h3c Qh6h5s4s2h Kd9c8s8c6c Th7d7c6h5h 
Ks8s8d7s4h KcJhTd7s2s Ad9h6d4h2d KdQd7s7h4d 
KsJs5s3h2h As9d8d8c4h AcJd5s5h4s Tc6c5d4s2d 
Ts9h8s3h2s Tc9h5d5c2h AdTd5d4s4d Td6c5d4c3c 
Jh8d5s5h2d AhJs7c4d4c Jc9d5s3d2c Ah9d3h3c2d 
KhQh9d7h3c QdJh9s6s4s QcTc9h5d5c KcQc8c4h3h 
Ts9d6s6c3h Qs9h7d6h4c Jh9s6c5s5d Ts8c7s2d2c 
Ts9c8s8d2h KhQc8d6s2h 8d7h6h5c3h Kd8s7c5h4c 
KsQcJh8d3h 6d5d4c3h2h AdTh6c5h2c Kc7h6s5s4s 
Ad8c7c6s6h 8h8d7s7c2c AcJh7d4s4d KdQhJh6c2h 
JcTc8s4c2d QhJd7d5s5d QsJd9s9c4s Ah9d7c4d3c 
QdTc4c3d2c 9c7h4d4c3d Kc9s7h4s4h QsQh6c4d3d 
6d5c4h3c2h Kd9d9c8h3s 8s6h6c4s2h QhQc7c3c2h 
9s8h5h4c2s 7s6c5s2d2c Qs6d5s4h3c Td7h4h4d3c 
7d6s5s4s4c 9s8c5s5c2c Qd9s6s5s4h 9h6h5s5c2s 
Kd9c7s5d3d KhQh6c5s2h AhJs7d6s3c Kc9d8s6s6h 
As9s8s4h4c Ah7s7h5h2c Td9c8s7d2h AdKd3s2h2d 
Js9s8h4h3s KsQsJs4c2s Qs7d6s5s2d KsQs5s4h2d 
AcTc6h3d3c Th9s7c5c3c Jc7c6c4d3d JhJc9d6h2s 
AsQd6d4h3c QsJd7s7h2d Ah9d5h5c2s JhJc6d3h2c 
QhTs8s7d3c 7h5d4s4h3s Kh8d7c5c4s Td8c7d2s2c 
Js9s7c6c2c KhJcTs7d2d KsJs6s5s5h JdJcTs3h2h 
Qh9d9c4h2d Tc9d7s5s3s Ad8s6c5s4s JdTd6d5s5d 
8s7h5s2h2c Qd8c5c3s3d AdQc9h8s2h Kh5s5h3c2c 
Kc6s5d4c2h AdQh7c5c3c As9h5h3s2s Jh9c7s5s5d 
Tc8c7s7h5c Qc6h5c4c2h Qs8s8d7d3s KcQsJc8d2c 
KdJs8h3d2h Th9d6d5d4d AcTc8s8c2c 8h6h6c4c2c 
Qd9h8h7h5h 7s7h5d3s2h Ad8d5h5d3c Js8h8d7c4d 
AsTh6c5c4d KcTs7d4d2s AhJh9h4c2d 9h8d6d5s5c 
AsTs7s4d3s QsJc9h8d3d Ac9c8s8c3c QsJc9s9h4s 
KcTs8c7d3c QhJd9d9c3d QsJc9d4s3s 6s5s4h3d2h 
9c8s7d2s2c 8d7d6s4h4c AdKc9s3h3c AhQc7d5s3d 
Qc9c5d4d2d QcJh9s9d3d Jh9c8d6d4s 8d6h6c4h2d 
Ad9d4h3c2c KhQh6h5h5d Qh9h8c2d2c AdTc9c7c2h 
8s8h7d7c2c ThTc9s7c2d KhQsTs6s2d 7c6s5h2s2c 
KhJs7d6c3s 8s8c7h6s3d Qc6h4h4c3d Qc6s5c4d3h 
Ac9c6c5s2d JdJc7d3c2s QhJc9d8s2d JhTh8s8h2c 
Jc8c7h5h2c QcJc6s4h4c Qs9d6d5h4d KdTh9h4c3s 
KdQdJd5c2d Ad6d4c2d2c AcJs8s7s2d Qs9s8d2d2c 
JhJd9c4h3h Jc9s5c2s2h KcQs9s7d3h QhTh4c2s2c 
KhJs6h3d2d 9s8d8c4c2d KcTc8h6c2d AdQh5c4s2h 
Qh9s6d4d2h QhJh9h6h6c Jh8d7d6s4d ThTd9h5h3h 
5h5c4h2s2c QcTh5s5h3d Qs7c6d5d4d Jc8c5s5h2s 
8c6h6d5c4c AcQs9h9d4h Jc9c4h4d3h KdJc6c5c3h 
Kc9c7s4s2d Ah8s6s6c3c Kc8s6s6c2c AcJd9h4d3s 
JsJcTh6d2h 7s6c5s5c2c Qs9d8h6s4s QcJs9h5d2s 
Qs8c5c3s3h KsJs9s9c2d Ah9d7d5d4c KsTd6d6c4d 
Jd9c7c6h4s Qc9c7h6c2h KhQcJc7s3c KhQd6h5s2h 
8d7s6h2s2d AcJs9d6s3h Ks8c7d5c4h KhQs9s7d3c 
AhJs6c4c2s QhTd8h7h2c Ad8c6h5c4c KhJd8c7c4c 
8c7d6h2d2c 8c7c6h4d4c QsJh9c5d2h KdQdJs8c3d 
Qh8c7s7h2c KsJh6s3c2c QcTs9c5d2c Jc9s7s6h4d 
KdTd5h5c4d 9h8s7d2s2h 9c8s8c6c4d KsQcTh5d2d 
AhTc9c4d4c Jh9c6d3d3c Js9c8d5s2h Qd9d5h3c2h 
Td9h9c8s2c QsTh6h6d3c KhKdKc5d3h Kd9c5h3d2h 
AcQc6h3c2h Qs9d8s2d2c Tc9c8s6h2c As9c8d8c3h 
JcTc8d4c2s JhThTc6h2d Ac9c7c5d3c Td7c4d4c3h 
KsTd9c4s2s Tc9s8s7d2h Qs9s7c6s2c QhTc7c6c3d 
Tc8h7s2s2c QsJd8s5s3h JdJc8h3h2d Kc9d8h6s2c 
Tc8c6s4s2c Js9d7h5c3c Tc8c5s3s3h 7s6h6c3d3c 
Js9d8c5s2h JhTd4s4h3c JhJc8s7d2c 6s6h5d3s2h 
KcJh9c5s5c KsQc4s3h3d Jc7c6h4h3c KhQc8d8c2d 
QdJs6s4c3h Qs8h7s4s4h QcJh6c4c3s AdKhKdKc5d 
Ac9h7c3h2c KsTc9d5h3h Qs9h9d8d5d Ad9h9d7d2c 
Qs8h6c5c4c QdJd9d6d6c Tc9d6h5c3c Kh9d7c4d4c 
Ad7d6c2d2c 9h9d8s6d4d AhKsTh3h2h AdJd7d3c2c 
AhQd8h7h3h Ac7h7c5c2s Js7d6c5d4d Ah9h7c3h2c 
9h9c3h3d2c 8d6h5h2h2d JdJc9s6d2h Qh5h4s3c2s 
AsKs3s3d2h Jd9d8d7c4h Td8s7c6d3h KdTs9d3h3c 
KsQcTc6c2d KhTc7d5d3s 7h6d5c2d2c QsTsTh4s2d 
JhJd8c7s2h QcJh8c5c3s 8s8c6d5h2d Jh9s9c7c3d 
JhJc8d3h2d Kh9d5h3h3d Js9c8c3d2s QsTd7c6h3h 
AcTc9s3h2c JsJhTc3d2d KcQd7h3h3d KsKhKc5s3c 
QdTd7c3d3c KhQc6h5s2h AsJd6c4c2d Qh9s9c8s5s 
AdQs9c8c3c KcTs7d4c3c Jh9h8c3s2c AhTc9s5c3c 
Jc9h8s7c3d Jh7d6s3s3h Qh5c4h4d3c AsQc6h3s2d 
AhTd7s7c3c AdJh6d5d2c Kd9s4s4d3s QhQc8h2h2d 
Qs8s7s7c5h AdJh6s4d3d As9h9c6s3s 8c7d6d5s5d 
Jh9s7d5d5c KcQd9h8s3d KhQcTh3s2h 9s8s8d4d3d 
7c5h4s4c3s 9d8s8d7h4c Th9c8h8d2s QdTd8s4d3h 
KhJd5d5c4d Ks9d6d4s2d KdJs8d5d5c Ah9s8c5d4s 
Jd9c5d2h2c Qs9s5d3c2d 9d7c5c4s2d Ah9h8s3h3c 
Ah6d6c4c3d JdTsTd6d2c KhTc9d5s3s As9d7h4d3h 
KcQc9d7s4c KcQhJd8s3d As9d7h3h3d AdTc6s5s4h 
Jh8h7c4c2s Qs6c5c3s2h Ah7h7c5h2d Jh9s6c3s3c 
AsJh5d5c4d KhTc9c8c5c Ah8c3h3d2c QcJd8s8h4d 
Ac8d7c4s3c AcTh9h3s3d AdKcTs3s2h QhTd7c6s3s 
Qc6d4d4c3s Js9h8c6d4h Th6d5d4c2h 8d7d6s6c4d 
Js9c4s3h3c AsTh7d5c3c Jh7s7d5c4h AhJd9c7d2s 
Qc6c5d4d2c Jh9s9c7d4h Jh9d6s6c5d KdTh7c4d3d 
AsKcTd3d2h AsKh6d4d3c KhJc8c5s3d Qs9s5d4d2d 
Ks8s8h7s4d 9s8s8c5h4s JcTd8h5c2c KsQs5c4s2d 
Th7s6s5d2h KsTc9h7c2d Ks9s7c6h3s AdTc9c4h4c 
Js8c5s4s2c AhQh8s3d2c KhQhJd8s3h QcTd7d5s5d 
KcJs8s5d3h AdQd5h3d2s QcTs9c4c3c QhQc7c3s3c 
AhKs9d5d3c AhTh8h8c2h TsTd5c3s2d Ts9h8d7s2c 
KdTd8h6d2s Tc9h6d5c3c QsJdJc8d2d KsJdTd4d2d 
Qd9s6d3c2s JsTs5h4d2s KsJcTh7d2d Tc9h6s4d4c 
Ts6d5s4d2c KcTd8c7h3c KcJhJd8h2s KcJc6s3h2h 
Ks8d8c4s3c Ac9c8d8c3c Kd6d4h3s2h Ks8c6d5c4h 
JsTh6s2h2c Kc9c6h5d3c 9s8s8c4c3s JdTh9h6h2c 
KsTh5d3s3c Qd9s9h4d2h QdTc5h4s3h 8h7d6s2h2d 
AhTh6s5h2c QcJc9c6c4d KdJd7h4h2d QsQh9c6d2c 
Th9d8s7h2c 9c8d8c6c4s Ad9s6d4s2d KhTc9c5c3s 
KdTd9d4h2s JdTd5s4h2d QdTc9d5h2d JcTd4s3s2d 
Qs6d4s4d3c AsJs9c6s4s Qh9h8s3c2c Jd9h9c7d3s 
KdTc8h6d2d Tc7s6d5s2c 9h8s5s5h2h KsTh9d5d3d 
JhJd6c5s3s KhQd8h6c2s Ad5d4d4c3h Qd9s7h6s4c 
Tc7s7d6c5c KhQsTd4c2d Jc8d5h4s4c AcTs7s4d3h 
QdTc7s6h3h 9s9h5s3h2h AcTc6c5h2d KsThTc8d3c 
AdKs7c5h2h Jc8s8h6s4d Jd9c8s5d2h Qs8c7s7d2d 
Jd6h6d4h3s Th8c7s4c2s JdTd6d5d3c TdTc9d7d4d 
Qs6d5d3s2h Ac8d6h5d4d KhQhJs5h2h Ks8s8c7s4h 
Qc9s6s4c2s Ah8s7d6h2h 9d7s6d5d3d AcJh9d7h2s 
KdTd9d4c2s TdTc7s5h3d Ts9h5s5c2h Kh8d7h4h3d 
7s7d5h3s2d 8d7c5d2s2c Th9s8d5h3c JdTh8c5h2h 
AdTs7c6c3h AcJd8h5s3s QhJc9d8c3c AdTh9s4c3c 
QcTd4c3s2s Jc7h6h5h4d JsJc6c4d3h 7c6s6d3h3d 
Kc8h7d5h4s Kh8s8c6d5d Ks8d6s5s4s QsQh7h3h3d 
Ks7h6s6d4s 9h7c6c5c4c AcJh9s6d3h AdKs8s5s3s 
Kc9s6c3d2d JsJh9d7c2h Kd6h5c4d3d JsJc6h3c2s 
Qs7s7c5c2h Jd9c5h2d2c QhJd7s7h2d JhJc4s3c2s 
JsJd6s6c3s Ad9h8s5h4c KcQdTd6d2h KcJh9d7s3d 
Tc7h6d5d4d KsQs7s5d5c JhTs6h4h3c Jd8s8h7s4c 
QcJh8c3h2c 6c5d4c2h2d Qd9s9c7h4d AcJc9c4d2s 
9d8c7s5h3d AcJs6c5c2d Td7s6h5s2d KcQcJh8c2d 
Td9c6s5s5h QcTc5s5h3d KcQd8s5h4h Kc9h8d6s6h 
KcQd5d4s2h Tc7d6s5s4s KdTd6s4c2h KhQs9c8h4h 
9d8s7h5c3h As9c7h4c3h QdTs8d7d2h JdJc9h6d2s 
Jh9h6s5c4h Jc8c7c6d2d Ad9d8s8d3d 8h7h6d4s4h 
KcTd9s5s3s Qc7h6h5c2h Qc9s8c6d4c Kc9d8s4d2c 
AhTd7s7c3d Jc9c8d4d2c Qc9s9h4h3s Js9d5s5d2d 
Kc9d6c3s2s TsTh6c4h2c KhJs7s5d3s AcJd7h6d2h 
KsTd9d4h3c AcTd7h6h3s QcTh8h7d3s JsTh9c7h2h 
QsJs9s9h3c Td7c6c5s2d KcTs7c5h2d 7c6h5c2s2h 
AdTh7s7c3h AcKh9d3s3h 7h6d5s2s2d QdTh8s3s2h 
KcTh4s4h3s KsKhKd5h3d AcKhJh3h2h KdQh9c5s4s 
Kc9c6c5s3h KsTc9c5c3d Kd6c4h4c2d AsJh9c3c2h 
QhJs6d6c4c 8c7d6s6h4d KdQs5d4h2d Qh8d7s5d4c 
JsJh8c7d2s Th7s6c5c4c Td8h6c3h3d Jh9d7d6s4c 
Th9d6h2d2c Kh9s4s4h3s KdQs5d4c2d AhQh8h5h4h 
KdQd5c4s2d AdKsTc3c2h AdTh7c5h3h Ah7c6c5d2d 
QhTs4h3c2c JcTs9s6s2h Kd9s6d3s3d JhTs8c5s2s 
Th8h7c5h4h Ks9s6c5d3s 9d8h5h5d2d AdKh8h5h3h 
AcQdJd6d2s Jh9s5d2s2h KdQh9c7d2s AsTd6s3s3c 
AhTd6c5c4s 8d7d6h4s4c QdJd6s5d3d Kd8c6d5d4d 
QsJc7c5h5c QhJs6s4d3c ThTd3h2s2d Ks9h7h6h6c 
KhQs9c8c5c QdTd4c2h2c KcQs8h6d2c 9h8c6s5c2d 
8d8c7s6d3h 9h6c5c3s2h Qh9s8h4c2s QsJs6h4s4c 
AdKc8c6h2c AcTh6h5d2d Jc7s6d5h5c Th9h5s3c2s 
AcQh9h4s3d 6s6d5s4s4c AcQs6h4d3s AhJs9s5c2d 
Jh9d9c8h4s Jc7c6s4s3c AcJh5s5d4d Kh5d4d3d2h 
AcTs6h5h5d KsTd7s5c2h JhTc6d3c2d JsJd9s4c2h 
JhTdTc3h2h Ts8s6h2h2c QhTc7h4s4d AcJh9c4s2c 
JcTc7s3h2h Qs9s7d3d3c QsJc9h8c3c Tc9h9d8s2h 
JhTc7d6d3d Qs9d8s4h2d 9c8s5h2s2c JsTc9h3d2c 
JdTd8d4s4c KdQd6s5h2d Qh7h7c4d3d Kd8d6s6c5d 
KdJs6s5s3c Qc7d6c5c4c AcJd9s6s4h AsQcJc6d2c 
QcTh9h5h5d Tc9d6d2s2c KsQhTh3h3c 9d9c8d6s3h 
8s6d4s4d3h KdTh6s4d2c Ad6h3h3d2h QcJh8s4d4c 
KcJh7h5s3h Js9s7h6c4s AcKd8d6h2d Jd7d5c4c2h 
Qh5d4s4h3d JhTs6c3s2c Js8c5d4s4h Js9s8s6c4h 
AdJc8s8c2h AcTc6d3s3c Th9d6s4h3c AdKc7s5h2h 
Ac9d7h5h2d 8d7d6h4s4d Kc8d7c4c3d AcJh6s4c3c 
QhJd8c5c3s QhJh9d7c3h JsTs9s9c4s KsQc9d8h3c 
QdJcTs7h2s TsTc7d4d2s Js8c7c6d4c 5s5c4s2h2c 
Qh9h5d3c2d QcJs8c3s2c Ad9h9c6c5c Ah8d6s6d3s 
Js9d6h3h3d QdJh7d5d3c AcQhJh6h2s 9s9d8d5h4d 
Jh8h6s6c5h Ah8s8h6h4h KsQh7s7d2d JhTs9c7s2s 
9h9c7d4s4d KsTh7c4c2h JdTsTd6d2h JsJc9h6h3h 
Jd7c5s4c2d As9s7c3s2c AhQh6d3s3h 9h8d7s4d3s 
AdQd8h3c2s KdQc8h5s4s KsQs9c7s3h Th7s7c6h5h 
QdQc8d4h3d KdJs6s5c3s KdTh9c7s2h Jc9c8c6s4d 
Qs8c7d4s3d Kd8d8c4c3c Kc8d5d2s2c KhTh9d4s4h 
Td7s7h6d5d JhTs6h2s2c KsQdJd3c2d Qs8d8c7h5c 
AdTc7s6s3h 9c6s6c5s2s 9c8d5h2d2c KhJc9d7s3d 
JdTh9s7h2h 9c8h8d4d2h KhJc9d7d4d Th6d5h4d3d 
Js8s5d5c2c 7s6h5d2h2d Ah9s8d5s4c TdTc7h5s3c 
AhJs9s5d2c KsQh8h8c2c KhTd9c4c3s Ad9s9c6c5c 
JhTd4c3c2d Js9d6s6c2c KhQs9d8c3s 9h7s6h6d2d 
KdQd5c4h2d Kc6c4s3h2h AdJc7h6c3s AhTc9c5s5c 
QsTc9c5d5c QcTs7c4h4d QsJd8d5c2h Th7c6c4h2s 
Ah5c4s2h2d Jd8d6h6c5d AhTs7d6d3c 7s6d5s5d2d 
KhJh9d5s5h Jc8c6h6c5s AsKh7c5d2d KsQsJh8d3s 
JcTc5d4s2c Qh6d5d3h2s KhQsJs8c2s QsTc8d5c3h 
AsTd7c6c3h KdQsTs6s2h Qc9s8h8d5s 9d8s8h4d3h 
KcJs9d7d4d Jd9h9d7c4d Th9h8d3d2h Ts7d7c6d5d 
Jh9s6c5s4d As9d3s3h2d 6s4h4c2s2c QsTd9c4h4d 
Tc9d6h5s5h AdQh7h6s3h Jh8h5h5d3d Jc8s6d6c5c 
AhJd8s5c3c KsTs7s6c3s Jd9h8s3s2d Ts7d6h5h4h 
QhJc7h5s3h As8d3d3c2s Kc9c6h3h2d KdJc9s8h2c 
As9h8h8d4c 9c8s6d5s2h Jd9h5h4h2d KdQhJd8c2d 
JhJd8s3h2s Kc8s8c5c2s Ad9h8h7c3s AsJcTs6s2s 
Qc9h8c4s2h QhTs6h5c2d AsKd8c6d2d Qs9s7h6s2h 
9s9c5h4s2h 9s6c5c3h2s 7d6d6c5c2d AsJdJc6c3c 
QdJd8h5s3d QhJd6h3s2s KsTs7s6h3s Th9h7d5s3h 
KsJc9d6h4h 7h6h5d5c2d AcKd6h5s2h Th7d7c6d5d 
9s7c6s6h4d KsTs9c4s4h KhTc8h7s3h 9c7s5s4d2c 
Kd9h4h4d3c Jh8s8c7s4d Ad9h5d5c2s Ah8d6d5d4c 
KhQc9d8h4h AsQd7h4d3c JcTc5d4h2c AsJcTd6d2d 
AdTc9c5h5c AcKd6h4h3s 9h7c6s6h4d Kc8h8d7s5h 
AdKd3h3d2c KdQdJh8d2s Jc8h8d7s4h QhTc4c3h2c 
QhJh6d6c3s 9h8h6h4c3c Tc8s6h5d3c Jc7d6s5d4d 
JdTc8c4c3h Jh9c7c5s5d KdTs8s7c3h Kh8d8c7s5d 
QhJs8h5c3h 7d6h6c3s3c Qh8h7h7c5s Kh8s7h4h3s 
KhTc9s5s3s 9d8s6d3s3d KsJh6c5h3h Th9d7d6d3d 
QsJh8h3s2h Qd9s7c6s4h Ad9c7d5d2s Ah9h4d3h3d 
Kc9c8d6s4c 9c7s6h6c4d 9h9c7d5d3d KsJs5s4s4d 
AdQs8d7d3d AhKhTh3s2h QdQc5c3c2s Jh7h6s5c2s 
QsJh6d4c3h 7h6d5s5c4s QsTd8s4h4c JsTc6s4s3h 
Qd9s9c6c4h QdJc9h9d4d Qs8c7d5h4c JdTh8s5h2h 
AsJc9d6h3c 9s9c8c6h3d AdKh6c4c3s AhJh4d2s2c 
Th9d6d5c3d KcTc7d4s4c Ad9h8d5d4d AcKs8d3s3h 
JsJd8h3s2h JsJd4s3c2c QhTc9s5d2c As9s4d3h2h 
Qh9d9c8c5c QdTs7c4s2c Ac7d3h2d2c AhJc6s4h3h 
AhQsJs6d2s Jd9h4d3s3h KdQhTs5s2s Qd6s5d4c3h 
Ks7s4d3d3c AcQs9s9h3s KcTc7s4h4c KdQsJd8h2d 
QsTh6d4s2c Tc8h6c3h3c Jc8c5d5c3d 8c6c5h3d2d 
Jh9s8h7d2c AcJs3h2d2c 7h6s6h5d3c Kh8h8d7h4c 
QsJc9d7d3h QdTd7h3h3d Kh9s9c8d2h Qc8c7s4h3h 
Js6s5d4c2c Ks9h7c5d4h Jd7h5s4h2d Js9d9c6h4c 
AdQc5s4h2c AdQc6h4s3c As8c5d5c3d Ad9s7c5h4h 
AcKh6s5d2s 9c8c6d5c3h Ks7h5h3s2d ThTd6s4h2s 
Kh8s8d6c5c AdQd6c3s3d QcTc6c4h3d JhJc9s7d2c 
QcTc9s4c3c QhJs8d4h4c Ad9d8s5d4d KsTc3s3c2c 
9d8s6d4s2s Js9s8c4c2s Ts8s7h2h2d QsTh4s3c2c 
QhTh8c4h3d AcKc4c3d3c KsTs7d6s3s TsTh7s4s2h 
AhTc5s5c4d Kd5h5d4s3c Tc8s5h3s3c KsQh5h4c2d 
JsTs6s5s3d KdTc7d5h2s Jd9h8c5d2s AhJsTc6c2c 
KcQd8h8d3h Qh9h5d4d2d KcQs7h3s3h KhQd8s5c4c 
QdJh9s4d3d KcQs4c3h3d Th6d5s5d3s JcTc6c5c3s 
QsTsTd8s2s KsQs9s6s6h Td8d7s7h5d JsThTc3c2c 
KdQd7h5s2c 9d6d5s5h2h KcTd8c4s4h Qs6s5d4d2s 
Ah9s5h4h4d AhJs8h3h3d QdJs8h6d2c KdQd9c3d3c 
AsKd8d5d3d AcKhTc3c2c Td9c6c5h3c Ac6h6d4h3d 
Kc9h4h4c3s Ad8h4d4c2s JdTh9c4c2s Kh9c4h4c3s 
Js9d4s3h3d Kh9c8h5s4h AsQh9d9c4d Td6s5s4h2d 
KcTd8c6c2h KhQhJs6c2h AcTh8s5d3d Kd9c8d5h4d 
8d8c7s4s2d Tc7d6d4c2s Qd9h8d2h2c QhTd4d3h2h 
TdTc7d4d2c 8s8c4h2s2h KhQd7h6s2c Jh9h4d4c3c 
Th9s6h6c3d JsJh8c3c2s QcJsJd8s2s 8c7d5c2s2d 
AdTd7d4s3d KsTs8c7s2h AsQdQc7h2h Qh9d6c4h2d 
AhTc6c5s2s AhQcJc6c2s Qs7h6s5s4s Th8d6s5c3h 
QcJh6c3h2h KcJsJh8d2h Tc9s8s7h2d QcTd8d7s3h 
QsJh8h5c2d JdJc4h3h2c AhQh5c3h2d QhTc8c7s3d 
Td9s6c4h4d ThTc6s5d3s As7s6d2s2d AcKc3s2h2c 
KhTsTd8c3d KhKd6s3s2c 7s7h6h3d3c Jd7d5c4c2s 
Jc7s5h4s2c KsJc9s5s5d Td9c8s6h2c Jh7d6s5h5c 
KdJs6d3s2d KsQd9d8c4h JhJc4s3h2s KhJd8h5s5h 
KsJc7c5h3c JcTs5s4s3s 8d6s6h5c4d KhJd9h5s5h 
KsJh9h3d2d 8h8d6h5h3c Ad7h6d5s2d KhJdJc8d2s 
Kc6c4h3d2h KsTd9c7h2d KdJc9c3s2s Qh6d5h4h2d 
Qd9c7d5h4d Jh8s7h5h2s Jh9d5c3d2h KhQh8d4h3d 
QsTd9h4d4c Ts9d9c8h2c 9d9c5h4d2h Ac9c5d4s2h 
Jd9h7h5s5c KsJh6s3d2d Qc9s5s3c2h Ks8d7h7c5h 
KdQs9c7d3d 9s7d6s6c4h AcKd9h3s3d 9h9c8h5s4h 
KsTd9s5s5c KhTs9c8d2d KdJsJc8s2h Ks6c4d3s2c 
AhJd8s8d2c Ac9d7s5s2d Qs8s6h4s3h Qd9d8s2s2h 
KhTh5d5c4h AhKc9d7s2d Ts8s7h7c4s QsTc6h6c3d 
Ah9c5h4s4h Ts9h6d3h2s Qh9c8s4h2c Ad9s9h6h5h 
Kc9s8d6h2c Qd6c5d4h3s TsTd9c7d2h Kh7d5h4s4c 
Kd9d6h3c2h Th9h8h3c2c Qs8d5d3s3h AsQs9s5h2s 
Ah7s3s2h2d KcJs9d8s3s Kd9s9h8c2d Qd9s6c4c2d 
