Qd9h7d4s2h 
KsJh9d5d2c KsJh8c5c3d 7d6s4s4c2c KsJs7s6d3s 
8h7d6d5d2s KcTsTd4d2h KdTd4c2d2c Js8h7c5s3s 
KdJdTh6d2d Th9d8h4c3s 7d5s4s3d2c JdJc8c2h2c 
ThTc5s4d3s Jd9d7h4c3s QhTs8s5d2s QdTs5d5c2h 
Qc7d5h4s4c Js8h7h4h2s Th7s6s6c3d AhQd9d7c2d 
8h5d4s3h3d Ts8h8c5h3h Ac7c6c4c3d AsQs6s4c3s 
Kh6s5d2h2c QdTs8s4h3s Js7s5s5h4d Kh8h6s4c2d 
AcKs6d3h3d Qd8d8c4d2c AcJc5s3d2c QdTd9d7d4d 
Th7c6s6c3d KcJd5h4s2d AsQs7h4s2c AsQh6c4h3h 
KhJc8s8h2d KdQd8d6c2s Js7d6h5h5c Qc8c6h5c2s 
Qc9s8s7h4d 8s6h6c3d3c Qc9s7s7h2h QdJh5h4h2c 
QhJs8h4h4c 7s5s4d4c2c KcTc7s3s2c JsJd6s5c2s 
Jh8s7h2s2d ThTc9d7d2d QcTc7d5h2s Qd8s8h4h3s 
KcJsTs6s2s Jc8d4d4c2h KhQh7h5s2d Qh9c6s6c3d 
AcQs9s4s4d Ts8s4h2h2c KsQhTh8h2h KhQs8c4h4d 
JdTs6h5d2d Jc9d8c5s2c Ah8s7s5d3s Ks7c6c5h3c 
Qd7d5s4h3c KsTh8s7s3s Js9s9h5c2s QsJs7h7c3d 
Ad6d5h2d2c Kd9d6c4d3h Js9c6h3h2s Ah9h6s3h2s 
Qd9s5s5h2h Ad9h6d3s3d Js9s8h7s2c 8s8d5h4c3c 
Jd9h9d5c2d AsJd6d4h4d TdTc4s3d2c 8h6h5d4c3h 
Jc8c6c5h3s Ah8c7s3d2h Jc9s6d2d2c QhJd9s6h2h 
Qd8s7d5h3c Th7s6s6d3c ThTd8c4h3s AdJh9d4d2d 
Qs6s5s4d3c Kc7c5d3s3h Ah5h4h3d2c AcJd4h3d2h 
Td8h7c5s3h KcTh8d5s5d KsQs4d4c3s Kd9h7h6h3c 
JdJc3h3d2s Td7c6d6c2c 9c6d4s3d3c Jh7h7d6c4h 
AsTh5s4s3s QdTs7s4s3h Td7s6h4s2h ThTd8s5c3s 
KcJh5s5h3h 9d9c6s4d3d Jc5h4h4c3h KhQc7d5s2c 
8c6s5d4h2h 8h7s6s5s2c QdTc8d4d2h Jd7d4s4c3c 
AhJd9c6s3s KdJs9s5s2h AhJc8d6c2s Qs7s4c3h3c 
Qd5h5d4h2d Ad9c6d3s3d KdQs8c4d3h As9c8c5c3d 
QdTh8h8c3h 9s6c4h3s3c QcJs9d6c2c Qh9c8s6d3c 
Qc7d6c4s2s AdQh3d3c2d Qc8s8h4s3h Jc8d6c5s2h 
Ks8h7c4s3d JcTh7d6s2c Qh9h6c3c2c Ks4d3s3d2d 
KsQc7d6d3d Kc7h7d6s4s KcTs9c2d2c Qc9s7s6s3h 
ThTd8d4s2c 8s6s4h2s2h As4s3h2s2h Jc9d8h7s2s 
Qc7c5h4d3s Jd9d8h8c4s KcQdJd6d2d Kd9h9d8c3d 
Ks7d6s3c2c Js6h6c4h3c Kc7h5c3s3d AhJc5h3h2s 
Jh8c7s4s2c Qd9s8s4h3h QcJh6h6d3h Tc9d5s4h3d 
TsTd8c5h3h JcTd7s3h3d Ks4h4d3d2s AhKc6d6c2c 
KhTh9h2s2d AdJs6h6c4c 7c4h4c2h2d Jh9s9c6s3s 
Kd9h7d4d2h KsJhJd6c2c AhJc5d4d3s Tc6h5c3d2h 
JsTd6c3h3d TsTd7d3h2h Ad9d8s5d2d Qd9h8h7s4c 
Ts9s5s5d4c KdJd6s6d3h AhJc7s4s3d KhKdKc7d4h 
Qc7c6d5c2d AhJh5d3s2h QsJc6h4h3h Kc8d5s4s2d 
Js8d6c2s2d KhTd5s4d3d Qs6h6d5s4s 9c8s8c7h3d 
Ks7d5s3d2d 9d5h5c3s3d KsQsTs3s2h KsTc9h5h5d 
Ks5d4h3s3c Jc9d6h3d2c AhTs8c5s2s KhQh5h4h2d 
Qs8h7c5h2c Kd8d6h3h2c Qs8s6h5s2d Qh8s6d6c4d 
Tc9d8h4s4h AcJd6s6d2s 9h9d4c2d2c KhQc6s4c2d 
Ad7d7c6h2d QhTh7d7c3h Js7h7c5d3s AdJd5c3h2d 
KcQh9h8h4d 9c6h5s4d3h Jd7s6s5c3s Qc7c6s4h4d 
KsQh7c6c3c Ks9d8s6s2c Kh9h5h5c2c Kh9s6h5h4h 
Jc9c7h3s2h Tc7d5h5c2h Th8s6h5c3h QcTc6h6c3c 
ThTd9h6h2h Qh9s9h4h2s AdQs6d5d2d AdKh9s9c2c 
Qd7s6d4h2h 8h7s6h6c3d Kd8s5c4s3c QsJc8c4h4d 
7s6s6d3d2c Jh7s7h6c4h Kc9s9h7d4s KhQc9d8d3s 
Qh9h9d5h4h Th7d6c4d2c Qc8d7s7c4c AcQs7h7d3s 
Kh9h8h5s3d 9d5s5h3d3c AcJd6h3s2c Ts9c8d2h2c 
Ah7s7d4d3c Jh8d5s3h2d Js9d4s3d2h JsTd5d3c2h 
Ad9h8h5h4h 9s9d6c4h3c JcTc8d2s2c Kh9h5d4h2d 
AsQs7s4c2d 7s6d5s5h3s Jd6s6c4s3c KcQs8h3c2h 
Jd9h4d3h2s Td9d8h6d2d Js6c5s3h2h 9d9c6h4h3h 
9d7c6d4s4h Kc7d6s3c2d AdTh9s5c2s Td9h8c4s4c 
Kd8d6c3c2h Td8c5c4h4c Ac9d7s6d3d Qc9d9c5c4c 
Qd9s9h5c3c AhTs5d4c3s Jd6d5h5d2h KcQh7d6d3d 
QcJc8s6d2c AsJh5s3s2d Ts8c6s5h3s KcTh9s5s5d 
KhQh4c3s2d Jh7h6s4s2c Kh8h6c4h4d 8d7d4h2h2c 
Tc9d8h4c2s Jh7s4c3s3h JsJh6c3c2h Th9d9c5s2c 
TsTh8c5d3d As7h5s5c2s Jc9s9h5c2d Jc9s7d5h2c 
9d7d5c4c2d As9c6s2h2d AdQs7c3c2s KhJh5c3s3h 
8s4h4d2s2d JcTd6h5s2h AdJs6h5c3h Jd9s6d3s2c 
AdTd9d6d3d 7s7c4h4d3s JsJc6h4h3d Th8s8c3s2h 
Js9d4h2s2d 9c5d4h4c3h 6s6h5d4s3s Td8s6h3d2s 
9h7s5c4d3s Ah9s9d3c2h Ad8s7h6s3c Qd8h7d7c4d 
Jc9c6h6c4d Jd8d7h4s4c 9h5s4h4d3d Jd6s5s5d2s 
Ks8c4c3s3c KdTh5h5c3s Ts9s8s8h4c Ks8s6d3d2c 
Ts8d8c6c2h KcQs9h9d3s QsTc8d4c3c QsQd6d3h2c 
Qh7c4s3s3h Th7d6h6d2d JdJc8c6c3c 8c5h4d3d3c 
QcJc7s3s3c Qc7d6h5s3h 8s7d4d2s2h Ah6d6c3h2s 
Jc8h6c2s2h 8h7s4s2h2c 9h6d4d3s3h Ks7h6s3d2d 
Qd8d6c2s2c 8d7h6h5h2c Qs8c7d4d2s AdJs5c4h3c 
7h6h5c4d2s 8h8d6c2s2c 7s5s4d3d2c Ac6s6h3d2c 
6h6c5s4s3s QcJd8d6d2s Td8c5c2d2c Kh8h7d5h3c 
Qs7d7c5h4h 9s9c8h7c2d Tc5h5d4c3h Qc8s7s7d2d 
Ts9d7d4h4d Jh9h7c4d3s AhQs8c7d2c Kd5c4h4c3h 
9d6d5h5c4s Th8d6c3h2d AhJc6c4s4d JdTc7h6s2d 
Jh8c5h4s4h Jh7s6c5c3d 9s8d6c3h3d Ad7d6d4c3d 
Th8d8c3c2d Ad8d5d4d4c JdTh8s3s3c 9h7h6h4c3d 
AhJc4s3s2c 9h8h8d7s3c Td5h4h4c3d Kh4s3s3h2s 
7c6c5h4s2d 9s7s6s4c3h Jd9d8h5s2d 9c7h6h3c2s 
QdTs5c4s2h TdTc8s4h2d QcTs6d4h2s Ad9d8h6d2d 
Ts7s5s5h4c QhJs7h2s2c 9h6s5d4s4c Kd5d3h2s2h 
Th7s5s5h2c Jh7h6s5h3d Kc8d8c2d2c Jh9c7s3c2h 
AsKs8c4s3s Jh8s6c5h3h Jc9c7h4d3s 7h6d5c4s2c 
Qc9s6h4d4c KhTh9h2s2c Kd8s6h5s5c Js7s7d6h2h 
KcQc4h3d2s TsTc8d2h2d Qh6h6d2s2d KhQc8s6c3c 
AdQh7c3c2h Kh9h9d5s3h AdQs8c7h2h KcQd8c6c2s 
8d5c4h3h3d Kc8s8c6c4c Th9s8d4d4c JdTd7d4c2h 
QdJd9d4c3d QcJd8h4s2c Tc7d7c6c4c Th9s5d4c3s 
Tc9s5h5c4c Tc9c8s3h3c AhTd7s3d2s ThTd8c7c3c 
QhTd8h7h3h Jc7s5d4d2s 9d7d7c3s3h 8c6c5d3d2d 
Kh6c5s4s3d Qc7h5h4h2c AhJs5d4d3c 8s6d4c2d2c 
Ks7h5h4d2d QdTc6s4c2h QdJh8h6h2c Jc7d7c4s2d 
QsJd9s7s2h Jc7d6h5s3h Jc9h7s3h2c KcTc7d3d2c 
Kd5h5d3h2d 9c6h6c3h2s JcTc4c3h3d KcJd9s5d2d 
Qd7s7h5c4h KcQd8h6d3d Jc9c6c5c3h Qc8h7c4s2h 
KsQc4h4d2s 9d8c6s3h3c Qd9s9d5d4d Ks7h7d5c4c 
Qh8h8d7s4h 9c7h6s5d2h 8h6c5d4s2s QcJd9h3c2s 
Jc8d4h3d3c Th8d8c3c2h Ad9s9c7c3c 6s6c5d4c3c 
Qs8h7h6h4h Jh8c7h2d2c 9c8d7s7d4d JcTd8s3s3h 
QdTh9h7h2s AsJc6s3d2h Qh9h6s4d4c KhQc8d3h2d 
JhTh8d3h2c 9h7d5c4s4h KdQs8d6d2c 6d5d3c2s2c 
8d7h6s6d3c Jc8s5s3d2c AsJc5h4d3h As7h6h6c4h 
Kh9c6s4h3h Kh9c4h4c2d Qd9c8c7h4s Ac6s6h3c2d 
Kc5c3h2h2d Td7h5h5d2c Kd6s5h4c3s Qc8s7s7h2h 
KsKhKdJsTs Kh4s4c3c2h 9d8h7h7c4h QsQhQcJs8c 
KsQh6d4c3d AsJc9c6d3c QcTh7h4h4d Tc7d7c5c2d 
Ad9s9h4c2d As8s7s7d3s Jc8d6c2s2d KsTd8d6d3d 
Td5s5h4d3h Tc6h6d5c4s KhTh6h4h4d Kh9c8s6d4d 
9h9d6c4s3c Kh8h7c2d2c AcQc5c2s2d Th9h8h6h2s 
Kh9h8d5c3h KhQc5h3h2d KdJh9h5h2s Kh9d8s6h2h 
Js9h6s5s2d Ad7h4h3d2d Th8s7h5h3h 8s7h6h5h2c 
Kh7c5h3c2c AhKh9h4d3h AhJsJd3c2c Jd9c6s4h4d 
KsQs6h4s2c Jh9h5h4s4d Jc8c6c5d3h KhQh8h8c4d 
KcTsTd4s2h AcKs9d5h2d Td9d8h4c2s 9h9d7c4h3s 
KdQh9c8c3s Ts9s8s6c2s QdJs8c6h3h Qs8c7h4h2s 
9d8d7h7d4s Th9s8d8c4s 9c7s6h6d3c QhTd6s4d2c 
AcTd9s5h2s QsTc8s4s2h Ad7s5c4h3s KdQs8c6s3s 
JdJc6c5s2c Qd8h8d4d2h Kc7h6h5d3h As7s6s4c2h 
9h7s6d3s3c Qd9h5s5h2s QdJh8d4s4d KcQd5s4h2h 
Jh9d6c4d2c 8h7c6h5d2h Jc9s7c5d2h Qd7s5s5c2d 
Tc7h5s4h2s KhTh6s3h3c Js7d5d4d2s As9h7h7d4h 
Ks7h6c3s2c KhJs3s3d2d 9c7s7d4d2s Ad8c5s5h4c 
KhTd6s3s2d Kd8c6s4c3s Qh8c6h5h3s JsTs8s4c2s 
Kc9c8c6s2h QhJc7c2s2h Jh5s5d4s3d KdQh9h6s2h 
KcTc9c2s2h Kh9s9c7d4c AsJh9d6h3h QsJs8d6c2s 
7s6h4s2h2c QcJh7s6h3h 9c6d6c3d2h Th9s7s6c2s 
Th8s8c4d3h Ah9s7s7c4s QsTd8h4d3d Ks9h6c4s3s 
KhJh8s8d3c Ts9d7d4d3c QcTh9s3h2d Th8d7h5h3h 
Kd9s8d6c2d KhQc9s7d3s Qs9d8s6s4s Qs7c5h4s4d 
Kc6s5d4d3h Qh8d7d3s3h Jc9d6c3d2s 7h6d4c2h2c 
Ks9s6s6c3h 9h6c4d3h3c Js9s5c3h3d TdTc9h4h2s 
AsJh6d5c3d KcJc8s8d2h 9h7s6d5c2s JdTh7s4c2h 
Js8s8c5h3s AsTc8d4c2h Tc6h6d5d2h Jh8d6h5s2c 
KsQc5h5c2d KcQh9h8h2s QdJc6s4d2h Th9h5d3d2h 
As9h7c6h3h Kc5s5c3c2s As9h9c5s2s 9c8s6d3s2d 
Jd6c5d3h2h ThTd9c7c2c Kc9s5s3c2c Qs7s5d4h3c 
Jh8s7d4d2s AhTc9s4d2c JdTd7s5h2d Js9s8d8c4h 
Qd8d7h6s3c Qc7h7d6s4h 8h7s6s5s2d Jh5h5d4c2d 
KcTd6c3s3c Qh9s8c4s3c Tc5s4s4d3c Jh9s9d5s2c 
8d6s6h5h3h Tc5d4d3h3c 7d6s4d2s2h KsTh9h4c2d 
KhQc9c8c2s AhKh8s4h3h As8d6h3s2c KhQhJc8h2h 
Th6h6c5h4s 8h8d7s5c2d JsTc8c3d3c QsJh6d6c3h 
Ac8d5c2h2c TsTh6c3d3c AdTs7s7c2h Qs9s6h4d4c 
Th7h6h4c3s Kd8h5s5d4d As7c5c4d4c Ac9s6d5s4s 
Qs8s6c5s2d TsTd6c3c2d Qd9c8d5d3h QhTs8s4d3s 
Kh9d7c3c2h AhJh6c3h3d Td9c7c4c3s Js9s8c5d2s 
QhTd8s8d3d 9c6d5h3s3c KdTs7d5d2c Qh6d5s4h3h 
Kd6s5h2d2c As8d7c6d3h KsQc6d4c2h JhTs7d4h2c 
Qh9c6d4d2c Ts6s6c5s4h 9c8s7s4c2s Jc9s9d4h3c 
As8c6d4c2d Jc7c6h4d2h As7h5d4c3h Td7d7c4c2d 
Jc8d6s2d2c Kc4s4d3c2d Kc8d5d3d2c AdKs7d3d2c 
9s6d4h3h3d Kc4h4c3d3c Jc9d6s4s2d 9c6s4d3s3d 
Ts7d6d6c4d KsQs5s4s2d Qd9h8s5s3c QcJc3s2s2c 
Jh6h5s5h2s AhJd9d5d2c AdJh9c6h3h Qh6s6c5s4d 
Tc9d7d4d3s Jd9d6d5c4d JhTh7h4c2d Ac7d5s5c2c 
Qs9h8s5s3c Js8c6s2h2c Td8s5s4s4h QcTs8s5h2s 
AcJs9s6h3s KcJc8d7c3s Kd9s4d4c2c QsTd6h4d2c 
QdTs9c3d2d Qd8h7h6h4h AcJd4s4c2c 8c7s4d4c2s 
KsQdJd6d2d AsTh9c4d2h Ks9d8s6c3s KsTs9c3s2d 
9d7c5d4h4d Kc9d9c5s3c Qc9s8d7d4h AcKd7d3h2s 
QhQc6s3d2h 8h6c5s4d2d Qs6s4s4d3d Qc8s6s5s5d 
Ac6h5d4s4d 9h9d8c6s2d KcTs8s5h5d Js8d7s2d2c 
Qd9c8h6h3s AdQh8c6c3c As9d6s3s3h Ts7s6s4d2d 
QhTc8h7h3h QcTc7h5d2s Jc8c6d5h3c KhQh4s4c3h 
Ks9d7c3d3c AcTd9h5s2h 9h6h5d4c3h AdTc8s5c2c 
Js9h8s5d2s AhKc8c4c2s Kh9h6d4h3s 6d6c3d2s2c 
Ks5h4h4c3c TsTh7s3h2h Tc8h6s5s3d 9h7h6h4s3c 
Js8s8c5d3s Jd9s9h5c2s Kc9s8h6d4d Qd7d4h4c3h 
Ks9s8s6c2d Jd9d8h6d3c Qd8d6c3d3c 9s9c6d4d3d 
Qh6s6d3h3c 7h5h5d3s2s Ts8d7d6h2c Ts7h7d5c3s 
As5h4d3h3d Qc9s8c4c2s 5s5h3h2s2c Ks7c5s3h3d 
8s8h8c7s7h Td8c7h5s3c Ah9s6h3h3c Kd6s5c4c3h 
KcJh5s3c2d AhJc9s6c3c AsJd6c3h2s 9d6c4s3d3c 
Td8d6s5h2d Qs9h8h4c3c Td9c8h2s2h QsJs7h7d3c 
KdQc5h5c2s KcTs6d4d3h 6h5h5d2h2c Kc8d6s6c3h 
KhJd6s4d3d KcTs7d4h3h QsTc7c4c3h AdJc6h6c2h 
Ah9s8d5s3s 9h9c8s7c2d QcTd8d4h4d KcTd9c2s2c 
QhJh5s5h3h TdTc9d6d2d Tc9s7h4d3d AcJc6h3d3c 
JhTc8c3d3c QsQhQdJh8d Jd9h6s4s2h 9d8c6s3d2s 
KsJh9h7h2c Th9s8h2d2c 6h6c3h2s2c Tc7s7c6c4c 
Th6h6c4s2c 6d6c5s4c3c 7h6h6c3c2s JsTh7d6h2c 
7h5c4h3d2d QsTh5d3s2c Js9s8s8c4d QsJs9s8h3s 
QhQc6d3s2c Kh7h5s3d3c Ts9d7d6c2d Td9s6d5c2h 
JsJc9s4d2s QsQdJc7c2c 9h9c7d4c3s 8d4s4c2d2c 
Qh9c7h4d2c KsQd9d8d4h 8h7d6s6h3c Kc9s6d4c3c 
Jd8c5c3h2d 9s6c4d3s3c Kh4h4c3h3d AcTs9s4h2d 
QcTd6s4d2h Ts9s6d3s2d Qs9s9d8s3h Th8h5s3c2c 
KcQc6c4s4c QsJc7d6c3c Qh9s8c5c4c KdQs5h4c2c 
Jd8d6d5h3c Qh8s8d5c4c Qd7s6h5c3h 9c7d6d3c2h 
Jc7h6h5c2c 8s8d7h5c2d AhJc4s3c2s AhTd7d3s2s 
Qc8c7d3h3d Ad9s8h5s3s Kc6s4s4c2c JhJc6s3s2h 
Ac7d6c4c2h 9c7s5h3c2h 9d7d6s3h2s KcTc8c6s3c 
Js7c6c4s2d KcJc8c6d3s QcJc8s6c3c AsKc8h6d2h 
Kc8c4h3s3h AdTc9s4h2c Ts7h6c4h3d Td8d8c7h2s 
9d5h5d4h3h Jh9d8h7c2h Js9d9c8h2d AcJs3d2s2d 
Jh7h7d4s2d Ts7d6s4s4c KcTc7h2h2c Qs8s5c3c2h 
QdTs8s8h3s Ac9s9d8h2s Tc8c6s5d2c 9h9c8d7h2s 
QcJd8d4s2h AdTs6d4h2d Th9h8h6d2h QdTc6c5c2s 
TsTd9c4c2h 9s9d8c6h2s Ad9s6c5s4h Jh7d6s3s3d 
Ts7s6s4d3h KcTh9c3c2s Jh9h8c7h2s KdJc4s3h2d 
AhQh7h7c2d Js9h8c7s2s KcJc7c5d2h Qh8c7s7h4h 
Jd8h4s3h3d 8c7s6c5h2c 7s7c6s3h2h AdQd7h7d2s 
Ac8h8c2d2c Tc7c6c4s3h Kh6s5c4c3d 8s7h5s5d3c 
AhJh5s3d2h Ks7d7c6h4h KdQc9d4h3d Jh9d8h5s2h 
KcTc9h3c2s KcTd6c3h3c Qs7d7c6h4c Th9d3s3d2h 
Th8c6h5h3d KcQs6d4h4d Jc7d5d5c2d Qs8s7c6h3d 
Qh9s8c6c3d Qd9h8s7s4c 8h5s4h4c3s 9h6d5s5c3s 
KsQs7s4h4c TsTc6s4d3s Kd9c8d6s2d Qd8c7c3s3d 
Tc7s6c4h4c Qc9s6s6h3d Ah8h6c4h2s KdQs6h4c3h 
As9d6c5h4h Js9h9c8c4c Jc9c8s8c4d 9s9c8h7h2d 
AsJs8s8c2s Kd8d7c2s2c Js8d6s5c2h KhJs7d4d3c 
Ad6d5s2d2c QcJd9c3h3c Ac7c6c4s2h Qc9h8d4h3d 
Kh8c6h3c2s AhKs7h3h2c Ts8h8d3h2s Td8s8h6c2d 
AcKh6d3s3d Qh8h7d4c2c Qc6c4h4c3h 9d8d6d5c3d 
Qd9s8h5h3c KsJh9s6c2s Qc5s4h3c2s Ac9s8h5s3s 
TsTh8c4h3d Kd9d8h7d3s JsTc7d4s2h Qc7h7d5c4c 
KsTs7h3h2s AdJsJhJd7h QsTh8h4h4d 9s5h4s4c3c 
KhJh7h5c2s 7s7c6h4h3h JdTh6d5s2d Ks9s8s6c2h 
Ks9c7h5d3h KhQd8d7s3c KcJh8d8c2s Ts8s8c6h2s 
AhTd8s5d2d Qh8c7c5c4c KdJd8s8c2h Qd6d5s4c3d 
Qd8s7s7h2h JhJc8s6h2h 8h7s6c4h3h Kd7s6s5s5c 
Ah8d5h2s2h QsTc8h4c3c AdQd8s6d2d QsJsTs7s2h 
Td9d8c4s3h Js9h5h3s2s KdTh8s6s3s Qd8s7d7c4d 
QhTd9c3d2s 9s5d4s4c3c Kd7h6c3d2c Jh9s5c4d4c 
QsTc6d4c2h Ad9c6h5c4c Qs6c5s4s4d QdTs8h4s3s 
Kc8h6h4d3d Jc9d6d2s2c Ks7c6d3c2s KcJc5s3d3c 
KdTd8d7d3s KsTs6h3s3c KdJd7d6s3d Jd9c7s7d3d 
KhJc8s7c2d Kh8h4c3s3c As8c5s2s2h KdQd7d5h2s 
Ah9s8c7s2s Qh7s6d5c3d Th9h5h4d3c 5d5c3s2s2d 
9s6s6c3h2c Js7s4d4c3d Qs9d7c5d3h Js9h6c3c2s 
JhTc5s5d2h Jc9s7h2s2c Jc9s4h2s2c Th6s5h3d2s 
9c8h6d3h2d 9s9d8d5d3d KhQd6s4s4c AcJs7d3s3h 
Qs7d7c5s4s Ts9d8s2h2c Jh6c4h4d3d 8h7h6c4s3h 
AcKh9d5d2s AcJs4d4c2c 9c7d6s4d3d Tc9c5c4s3d 
Kd9h9c7s4h KdJc5h3d2s Jh8s8h5d3h QhJc6c4d2s 
QsJh7c4s4d AcJd9d6s3d KsTs6s4d3s KsTc5d4c3c 
AhTc8d4d2s Js9d8h7c3h Js7s6h4c2h AdJh6s6h2s 
KsQc5s3s2h Jh7c6c4h2s Ac9s9d3c2h QcTd9h4s2s 
JhTd4d3s3c Ad7c5h5d2d Ts8d8c5d3d AsJd8s6s3s 
Qs9h7s5s4s Ks9d8h7c4c AcTd8d6h2d AhTd7d3c2c 
9d7h6d3s2h Kc8h7s4c3d QdTs8h7h3h Tc7h6h4s4h 
9d7h5c3d2c 7c6s5d5c3c 8h8c7s5d2h AcKc9s3h2c 
Ts9c7d4h3c Jc9s9h4d3c Tc9d8d6d2d QdJc9h4s4c 
Kc8h4s4h3c AdQc7c5c2s Ts7s6s6c2c Jh9h8h8c4s 
Ks4h4c3s2h Ts9h9c5s2d Kc8h7c5s3c Tc8s8d3s2c 
KdQs9h9d3d Qd7c6h5h3s KcJd8h8d4d KsQh9c4s3s 
Js6s6c5h3d Kc8c6s4h4c Qc9s8s4d3d Qs5s5d4d2s 
As8s6d4s2h 9h9d6s4c3s KcTs4c3h3d 8h8c7d5s2c 
8s8c5d4h3h Kd9d6d6c3s Td6s6d5d4c KdQc9c8c2s 
KhJc9c5s2c Kh5h4s3h2s Ks9d8h7c4d Tc8h8c6c2d 
QsTh5c3s2d Qh7h4s3s3d KhTc8s5s5d Jh8c6h6d4h 
Tc9d8c2s2h KsJs7s6c3s Jc7c4s4d3s Jh8d5c3h2d 
KhQs8d4h3c Kd8h7d5s3d Kd8d7c5d3h Jc7d6d4c2h 
9c7s6s3c2h Jh9d6s3s2h Ah7c6s6c4c 9d9c6c2s2h 
JsTs6s4s3c KhQc9h4d3h QdJh9c4s4h QsTh8h4d3h 
Kc9s4h4c2h Ts9s8s6s2h Ah7s5d4c3s AhJd9d4d3d 
Qs7d6c5h5c 9d7s6d4s2d KhTh7s4h3h 9c7s5h5d4s 
KsQd9d8d2c Jh7h5s5h4c AsTd7c3d2c QcTh7h4s4h 
AsTs4s3h3d Qh9s8d6c3s JcTc8d3c2h Tc9d7c4s4c 
QcJh9d4s3s Tc9c5h5c4s 8c5d4d3h3c Ks9h6s5s4s 
AdKs7s7c2s Jc8c6c5d3s JhTh6c4h3h Ks9h7d3h3d 
AsJh4s4d2s Ah6d5h4h3h Tc9d4h3c2d Jd8s4s4d2c 
Ts9s5c3c2s Js5s5h4c2h KhTs9h3h2d 8d5h4s3s3d 
7c5d4c2s2d Th7s5d5c4s KsQd5h3d2c Qs9h8s6c3s 
AcKs6s6d2s KdJc5h4s2c QdJc8d4s2h Jh7h6c4c2s 
Kd9c6h4c2h Jc9c8s7c2d AsTc6d4c3h QhQd6c3s2d 
Ad7h5h4s3c 8s8d8c7s7d Jd6h5h3c2d QsJd9h6s2s 
Jd9c6d5d2s Qs9h7h7d2d QhTs8h4h2c Ah9c6s5d4d 
Jc9d6s2s2c AcJs6s6h2h Ah9c8c5c3s Jc8c4h4d3d 
Jd9s8c6s3h KsJh7c4c3d Qd9h8s6c3h AsKd8h6c2h 
Jd8c7h5d3d QhTs8c2h2d AcJd9d5d2s Kd9h7d3h2h 
KhQs9s8s2d AcJd7s3h3d Jc9d6s3d2c QsTd6d5d2h 
QsJh9d6s2s 8d7d5c3h2c Qc8h7h3s3c Js8h6s2h2d 
KhTd9h2h2c AsKc8d3c2h Kh9c7s5d3s Qs9h8h7c4d 
7c6c5h5d4c KdJsJh7s2s Jh7h7c6s4h KcTd8h7d2d 
QsJd8d4c2h Th9s6c3s3d Ah9s9c7s3s Ks8d5d3d2s 
Jd9h8d5s2d 8s8c7d5h2h Qs7h5c4s4d QsJs9s4h4c 
Kd8s8c7s4h Kh9h8h6c2s Tc7s5s5c2h 8s7s5s5d4s 
JsTs7s3h2h ThTc8d7d3d QdJc7h7c3s Ks7d5c4d2c 
9d6s6h4h2s QhJs8d6c3c 9c8h4d4c3d 8h7h5s3c2s 
QsJh9c4h4d AdJs7c3s3h Qc9c8s5c3d Tc9c8c6h2c 
AsQd8c5h2h Ah9d6c5s4c Qd9d9c5d4d As7d5d4d4c 
Qs9d8h5h3c 8d6s4c2s2c TdTc7c3d2d JsTc7s5h2s 
AcKd9h7h2h KcJsJd7s2s Js9h7d7c4s QcTh5s5c2d 
KsJs8s5s3h Js6c5s3c2d 6s6d4d3c2c 8h6s4c2s2c 
Jc9s8h7d2d Tc7c6c4h3s AsQs8h6s2s Jh6s4h4c3c 
9s7d5c3s2c TsTd4c3s2d KdJd8h7d3c Qs6h5d4s3s 
KsJh8c6s2s Js9c7s7d3s Qs9s9h8s3c KsQd9h7c3h 
Jh7c5d4s4d AsKc8c4c2d Qs7d6h4s2h Tc9s9h5d2s 
AcKs7c3c2h KhTs8s6s3s Jc9s9d6s3s 9d7h6s5c2h 
Qs7s4h3h3d Jd8h7h4c2c Jh9h9c5h3h Qd7h6s4d2s 
KcQd7s7d3h 9h7s5s2s2h 9h7c6s4c3c Jh7h6h6c4s 
Ah8c7s3h2d 9c7s5c4d4c 8c7s7d3h3d Ts6s6d5s4c 
Kd9c8d6d2h Kd9s8h6d2d Ts9c7c4c3h Qs8c7c5c4c 
9c7h6c3d2h QdTs8c7c3c Jd8d6h5c3d 9s8s6s5s3d 
9c8d6d3h2h 6s6d5c4d3d Jc7c6s6d4h Kh9h9d3d2d 
AsQd6h4d3d Ks5s5d3d2s KcJc7c5s2d Td8h8d6c2d 
8s7d5d4c3d Js6s5c3h2h Kc8h6d4h3d Qh9c7s7c2s 
KhTs7s4c3s AhJh4s3d2h Td9d8s8h2d Ts9h7h6c2h 
AcQd9d7h2d Qs7d6h6c4c 8h7h5c3d2c 7d5s5d3c2c 
AcJh4d4c2c KsKd7s3s2s 7s6c5h4d2h Js7h4d3s3h 
7d6d5h5c4d As7s7c6s3s 9h6s5c3h3d AcJh5s4d3s 
QcJh8d4h3s Jh9s8h7d2h Kc9d6h4d2h KsJs7s7d2d 
As6s3s3d2d QhJs8s4d4c KdQd6d4d4c 9h6s5s5c3d 
9h9d8c7c2s KsQc8h3h3c Kd8h6s4d2c AhTd7c3d2c 
KdQdJd8h3d 9s9d8c6h2d QhJd9s3h2c 8c7d5h5c3s 
AsQs5s2h2d Qd8h8d7c4d JhTd7s5c2c QcTh8s8h3h 
