JhTc5h4c2d 
AdKhJs4c3s KdQdQcJd6d KsQd9h5h2s QdJh5h4d2h 
Qc9s7d6c3d Ad7s7c4s2d As8c6h3s3c 8c7s7h4h4c 
AhJs9d5h4h AhKd7h4s4h 9s9c8c5d4d Jd8s8h6h4d 
KcQd7s5h4c QhJdJc3s3c Ts8s7d6h5c KsQh5h2s2c 
Ac8s8d7c6c KdJhTc5c3s AdQd7h7d3h Ac5d4d3h2c 
TdTc8c7c6c KhKc7h4h3d KhQs7d5c4h 9h8h7d6d4d 
QsQd5c4s3h Jc9d6d6c5d KsQsJs8h8c AdQd6d4h3h 
QhTd9c5d5c Ts8d8c7c4s Ah8d6d4h3d AsTsTc9s4s 
JhTs8d5s3d AcKc9d6d2c 9s9h6h6c2s QsQhJs9s6s 
QsTh8c6h6d 9h8c6s5h5c AcJh8h7d3d Th9s8h7s4s 
QsTd9s2h2d Qh9s9c7s4h Kh7s6h5d4c KsQh8h5s2h 
KcJc9d5h4s JsJh8s6s5d Ts9d9c8d6h Kd9d8d7h6c 
KsQh8h6h2s AsTs8c7s3d TsTc8s7s6s AcJhTs6s4d 
Ad5d5c4c2c KdQd8h8c7s QsJc9s7c2d 9h8c7s6c5d 
KsTc9c8h6c 9h8s8d6d4s Jh9h9c6c4c AdKd9d8d6s 
8h7c6s6h4s 9s9d7s7d2h KdQc9d6c2d AsKs8h3h2c 
Jd9s8h7c5d KcQc8h5s5h AcKhJh4d3h JsJcTs8h4s 
Ts9s9d4d3h JdJcTd8s4d AdTc8c7s7c Qs9h9d7h4s 
Ks7h6h4s4c KsTs9s8s8h JdTc9d6s4h QdJcTc8h4c 
AdJh9s6c3d Kc7c5s5h4h QhJs8s7d3h QhJh9h6d5s 
KsJdTd7d4c AhQh9d9c2s JdTs9d7d2s QsJh9s9c7s 
KsQsJd7h5s KhQsTd9c4s QhQcTs3s3d JsJh7h4s3c 
AhKs9d7c5c KhThTd5s2s 9c8d6s5d5c Ah9d6s6h2s 
Tc8s8c7s5s KcJcTs8d2h AcKc9h6h2c Tc9s8s8h7d 
Ac9d9c6d2d KhTc6s6h5d AsKd8d8c5d AsJdTc6c4h 
QsJd9d9c3c Tc8s7s7c5s Ac6h4d3h3c QcJh9s4h4c 
QcJd9s9c6h KsJd7s4c3c Ah8d6d4d2h Qh7h6s5h4s 
AdKcTc5s3c Ts9s8h5c4h AdTh9s5s3h 9d8s6s5d3h 
8c6s6c5s4c AhQs8h6c3d Ac9h9d8c4s As9d8c3s2d 
Kh7d7c6d5c AsTdTc6s4s AsKdJc9c4c Th8d8c7d4c 
KsQh6h4s2s QhQc6c4d4c QdTh9d2s2h JsTdTc7d2c 
QdJh9s9h7h KdQs8h6s5c 8c6s6d5s4d AhKc7h4h4d 
JcTc9d3d3c AdQc7d6c2d KhQd5d2s2h Qd7d6h5h3c 
Kc8c7h5h5d KcTc9h6s3d Jc9d7d6h4h 9d8d7d6h5s 
Qh9d6h5d4d KcQsTd9h4s QsTc8h6d6c Tc9s9h8h2c 
AdJd8d6s3s Qs9h6h5s3s KcJdTh5c2s KsQhTs8s4c 
Ac6s5h2h2c QdJh9h7c6h QdThTc4d2h KdQd9c8s3s 
KcTc7d5d2h KcJc9h7s2s JdTd5c4d3c Th9h9d5d3h 
JdTs9s7h4c QsJcTc9c2h Ac9s8h7c2d KsQs8s5h4h 
QdJh7d6s5c KhJsTsTd4s AhKcQd6s6d AdQs5s5h3h 
AdQc8s8d4d KsTs9h6s2h Jc9c8d7s6c Ts9s8h5d4h 
AcKh8d7h3s QdJs9h9d6c KsTs9h5s5h Ks7s7d5s4d 
8s6h6c4s4c KdQc9s8s4c Tc9s9d8d2s As9h6s3h3c 
KdQsJd6d5d QdJdTc4d3s Qh7h6c5h4c KhQcJc9s6c 
QcTh8d7s5c QcJsJc6c5c KsKcJh6c2c AcJs9d5c4c 
Tc9d6c5h3h Ks9s9h7c6s Qh7d6c5d3h JsJc9c4s3c 
AcKdTh7c2c Ac4s4c3s3c JcTc7d5c3d AsKs9h5s4d 
Jh9c8h5c3d 9d8d8c7c4h 9s9d7h5d3h JsTs9c5h3d 
KdQh8d5s3s KsQc9h5h2s KcQsJd6h4d JhTh9d6d2h 
QcJd9c6s5c QsQd6s4s4c Ah9d8c4h2d KsQhThTc4d 
AsQhJh7h4c QsJc9s9d6h Jc9d9c8d3s KsTs7c5c2h 
Qd9s9d6h3h AcKs8h3h2c Qd9s8h6c5d JhTd8s6s2d 
KcThTc7c4s AhJc9s8d6s AsQs9d8s4h KsQcJc9c6h 
QsQd8h2h2d JhThTd5s5c Kd9d8d7h6s JdTc6d6c3h 
QhQd7d4c2h AcJhJd7s2c QdJc9h9d7d QcTh8d6s6h 
KhQhJh5s3c Td8s8h7h4d 9h7h6s5s5d Ts7d7c6h6c 
AdQh8s5h4c QhQc6h6d3s QdTd9d6s2s JsTc8c7h4c 
AdQd7d6s6c QcTs8h6s6d Qc7h6d5h3c As9s9c5h3d 
Jh9s6h5s5d Tc9h8s7s3c Ah8s6h5h3s QhJc8c7h3d 
Th8s8d7s4h QcJc9d6d3c QdJc8s7d6d KhQhJcTh3h 
Th8c7h6d5s QsTc8c6d3d QsQh8d4d3s AsKc9s8s6s 
AcKsJd4h3d JsTd7h7d6d QsQc4s3c2s AhQc8s7d6d 
Qd9h7c6s5d AdTs4c3d2s JdTd9s7h5d QcJs9d4s4c 
KdQsTc6s6h AsTsTh5d2c Ac6h5c2s2h QdJc6h4h3d 
Tc9d8c7d3s JcTc6d5d5c KsJs5s5h4h Ks9s8h7h3c 
KhTs8s4s4h QsTd9d5s2d KsQdTc9d3h Jd8h8d5h4d 
Td8d8c6s6h KcTc8h6s5c QcJcTs5c3h Ts9s8c7c2h 
KsThTc4s2c KcJd7c4s3s ThTd7c6h5s KhQdTs8h5h 
QdJd9d7s6c 8d8c6s6h5s AhQh9d5d2h Ks7h5d4s4h 
Js9c6s6c5s Qc9s9c6s4c Th9h9c6s6h KcTh9h3d2c 
Ts7s7d5c4d Jc9h6h5h4c AcJdTs7d3d QcJh9h9d3d 
Td9d7s6c5h As8s7c6s4d JsTs9c3d2c AcJs8s7h3h 
Jd7s6s6d5c KdTc5h4d2c Js9s6c5d3c KsQsJsTs7s 
AsKdQd5d3d QsQd5d4c3h JhJd6h3h3d AdQd7d4s3s 
KdJc5d5c3d JsJd7s4d3c KcQs8s7s6h 9h8h7h6s5d 
KsQh9h8s2s AdQs6s6d2d AcKc8s8c4h KdQsTsTc2h 
Jc9h8d6c4d Kh7h5s4s3d QhTs9s9d6s Th9h9c3h3c 
Kh9s8h7d5c QhTdTc8c5s 9s7s6d5h5d AdQc9c4d2d 
KcTc7d5d2s As7c6h4s4d QdTd9d8d6c KsJhJc7c2h 
Js8d7h6h4d KcQdJc7s7h QhQd5d4s3c Qd8d7s6d4s 
Ks9s9h8d6c 8c7h7d4d4c KhQs9c7d6d KdJh8s5c4d 
JsTs9h7c5s QdTh6s3h3d Qc7s6d5d4s JsTs6h5s5h 
QcTs8d7h7d AcJc9d8c6c QcTd8c4s4d AdQcTc9c4c 
QsQdTc5d2h 9c8s6d5d5c KhTd9h5s2s Th7s7d6s4h 
AhKc9s8d6s QcJs8s8c4c Kc9d9c8s6h AhTd9c6c3d 
JsTh9d8c5d AcTh8h7s5h KcJs7c6h5c AcQd9s6d3s 
JhTs9h4s2s Js9c6c5s3d JhJcTs5c3c KsJsJc4d3h 
7h7c6h5c3h QdTc8d5d5c KhJh9d6c2d JcTh8h8c3c 
QcJs9c6h5c AdTh8d7s2d AcKd7c4h4c JsTh7s7c6s 
KdQh4d4c2h JcTh8s6c5c AsKsJd8h2s AdJc7s4d3h 
QsQd7s4h2d Ts9s6c5h3h JsJdTs7h4s KdQcJs8h4d 
AhKh8c3d2c Kc7s7h6s5h Ad8s8h7h4s KcJdTsTh4s 
Kd8d7s5s5c Ah9d8h3c2d KhQsTs7s7c QcTh6c4h3h 
KsTs9c6s2c Kd9s6s5d3d KhQsJd9c3h KcJhJd3s3c 
Ac9c6h4d3h ThTc8c7c6c 9s9h6d6c5s AsJhTc4h3d 
AhTd7d3h2c JcTh9c6s4d KhQd8h5s3s Js9d6d5s3h 
AhQsQd9s3s QsJh9c7d6d As5d4d3h2s KdTd7h5h2c 
AdKd9s6s2d KdQcTh9c3s QhTs9s5h2s JhTsTh8c5h 
KcQdTc8c4s AsKdQc8s3s KcQdTs9d3h QsJsJh6s4c 
Qc7c6s6d5d AhKc6s4c2s KhTh8h7s7d 9d9c5s5d3c 
KsJcThTd4h QcJs7d4s3c JsTh8h7h5c 9s8s6s6h5h 
KdQh8s8c7d 9h9d7h7d2c AhKd9s9c6d QhQcTd9s2d 
Tc9h9d8h2c AdJh9s7d3d QhTc8h7s5d KcTd6h3d3c 
As9h6s6c2c Ad8h5s2h2d KdQcJh8s4d JsJhTs7c4s 
AcTd5h3d2c QhJhJc6h4d AsQcJs7d3s QdJcTs9c4c 
QcTd7c4d3s 7s7h6d5d3h JsTsTc6s5d KsTs7d7c3d 
QcTh6c5h2d QsQd8s6h4s AsTc9d6c3d 7d6c5s4d3c 
AhQh9c5c2h AsTs9s7c5s Kc9h7d7c4d AcQhJc6c3d 
QsJd8d7s3h Th9s8h7s3c Ah5d4d3c2h AhJcTs7c3c 
Kd9d8s7h7c QsQc7c4h2s Qd8d6s5s5c Ah5s4c3h2s 
Ac7h6h6d5d QcJdTh9c3c Ah8c6d3h3c Ks9s8c7h7d 
JsTc9c7d4h JdJcTc5h3c KcQhThTd4s KcJh9c5d4s 
Ah8h7h5s2s KhJh9s7c5h AhJh9s7c3h AcQs8h5s4d 
QdJd7c6c4d Kd8h8d5h4h KdTsTd7d4h AhJsJc8s4s 
QsJh7d6c5s Tc9h9d5d4h QhTh8c6h5d KhQs9d9c8d 
QsQc7s4d2c 9d9c8h6c5s KcQh4c3h2d KdJh9c8s8c 
JsJcTd6s4s KhQsQc7d3s AdJc9d5h4d 8s7h6c5h3c 
JcTs7h7c6c Ah9d8s3h2s KhQcJd9h4s QdQc8h6d4d 
JdTs5d4h2s KhKd9s7c3c KhTc9c7s7d JhJd9c7h2c 
JdTs7d4s3s KcJhTd5s5c AsTc9c7c5h Qs9s9c5h3h 
ThTd9h6d2d AsKcTc8d2c Qc9d9c6s3s QhJd9d8s2s 
9d8h6c5h5c ThTd9d7c2h AhKsJc8c4c Ad8h7h4d2h 
AdQcJd6d3h QhJhJc6s4h AhQh7s5h5d JhJc8c6c5d 
9h7h6c5s5c AdQhTd5d2c Tc8c7c5h4h KsJhJc9d2s 
AcQdJc7s3c Ad9c8d4d4c AcJsTh4s3d KhKd8d7d3s 
Jh8s8c7h4c Tc9s8d5d4s Kc7s7d6s5d Kd8c6h5d3c 
QdJsTc4h3s AhKdTc9s2s QsJd9d9c7d KhQhJh8d8c 
Tc8d6d5h5c Kh9h7c6h4c KsJh9s4h2c AhJd9c8s6c 
Kd9d8c7c3s Ad9h9c8d3s AdTd5c4d3c AsQdJs9s4s 
AsKs8s8d4h AhJs7d4h3c QdJhJc8c4s KhJdTd7d4c 
AhQh7s7h3s KhTc7d6h2d KcJs7c4h3h QhJcTc4s3d 
QsTh6s5h2c AcKdJc4c2h Th9s8h6d2s QdJc8d5s3s 
Kh9d7h7c4c KcJs9s4c3c QdJh9h8c2c QhJc9h9d7h 
QhTs9h2s2c JhTdTc7c2d 9h9c6s6d5h Ah7h7d4h3d 
QsJhJc8s5s Qc9d7s6c3s AdKhQc8h3s Ad5c4c3d2s 
JdJcTh8d4d QsQcJc4c3d JhJc9d4h2c KdQd8d5h4h 
KcJcTd8h2s KcQcJd7s5c QcJhJd8h4s AcJh9s7d2c 
AdKs6s4c2c AdQcJs7s4s 9h7d6h5d5c QsJd9d8h2h 
KdTs6s4c2d Js9h6s5d3h AsQhTc6d4d Kd9c7h7d4h 
AcKh9c8c4d KhJc4c3h3d KdJhJc7h2c Ad7d4c3h3c 
AsTh6d2s2h AhKcTd6c3c KcJs9h5c4d JcTdTc6h4c 
AsJcTd8d3d KdJdJc9s2h JsTs9h3d2h Th9s8d7d3h 
AhKcQs8c3d 9s8h6s5c3h QcJhTh5h3d 9c7h7c5h3s 
KhQh9h5c4c As8h7s6d4s As9s7h7d4c QdTs8s6c3c 
Ac5d4s3s2c AcTs4d2s2c Th9c8d7c3h KhJhJd6h6c 
QhQc9d6s3h KhQdTsTd5c AsQd8s6c3h Kd8d6h5c3c 
AsJdJc9d4h JdTs6s6d3h KdKc4s3c2c AsJh5h2s2h 
QcJhTs9h4h AcQdQc6s2c 8c7d6s5d3s KcJcTd5c4c 
KhKd8h7h2s KhQh8h5c4c Ac9d8h7s5h Kc9c8s6s3h 
AhQsQc9c3c QhJs8d7h6h AcKc9d7s3c Ts9s8c6h3h 
KhJhJd7d2h KcJh4s3h3c 8h6d6c4h4c 8s7h7c4h4c 
Jd9d6h5s3h AhKhJh6h4d AsJs8d4h3c KhQhTh9c5d 
As8h7d6h4d QhJhTs4h3d Th9d9c8c2d AcJh7c5d3c 
AcKd8h8c4c QhJd9s8c6c KhQcTs9d4c JsJc9c6h6c 
QdQcTh5d2s KsKd8d7d3c JsJhTh9c4h QdTs9h5s5h 
JsTc9h6h2c AcJc7c5h3d TsTh8c6s3h Jh9h9c8c3d 
Ad9d6c5c3d ThTd9s9c2d Kh8c7c5c3h KhKcJs3s2d 
AhJs9c6d3h Ts9h7c5h3s JhTh8c4s2c Qc7s6c5c4s 
KcTc9h6d3s AhKsJs4d3s JsJd5c4d3c KcQs7d5h4c 
AsQhJc9c6c AhJh7h5c3s KcTc9c6d3s Td8h7h7d5h 
Ad8s8d5s2d KhJd4d3s3h AhThTd9h4h QdJsTh9h3h 
Td8c7h7c5d AsJs9s7c4h KsQhJd8c4s Ks9h9c8h4s 
QdQc7c5h5c Ac8h6c3h3d 9s8c7d6c5h KhKc7c4s2d 
ThTd9h9c5h QhJd5h5d2c AdJh5d4d2h TsTc9s8s7s 
KsQcJd6s6h JhTs7s4c3c Td8s7s7c5d Ad5c4h3h2d 
8d7d6s5s5h Th9s7d5s3h Qs9s9d8c6h QsTs9c6s2c 
AdKh8s7h3c AcQsTc9c2c KcQsJs7c2s TsTd7s6d3d 
AhKc8s6d5s QsTs9s8s6h Kh7s7c5s3h KcQh9c5c2h 
KsQc8c7c6h AsKc8h8c4d As9c8s6s2c JsTdTc6c2s 
QcJs9s8h2h JsTd7h6c5d Jh8h7d5s5d QcJdTh8s3c 
KdTd8s8c2c KhQd8h7s7c KsJhJc6d5d KhTs8h8c6h 
QdTd9c3c2s JhTh9c5s3d KsTc6d3s3c QsJs9s7d6c 
KcJd8d6h4h KhJs9d8d8c AcJsJd8d4d KcTs7d6d3s 
Qs9c7h6s3c KhJhTd8c2s Ac9h8d5s3c JsTc8h6s2h 
AsTd8d7c5d KsJdTh5s5c Jd9d8s8c7h KhJc7h6s5h 
Tc9d7h7d4c JcTc9s7s2c QsTh8h5h3s Kh7h5d4d3s 
JhJc8h6h5s QdTs8s6h3h Jd9d9c8c3h AdTd9c4c2d 
As9s6c5c3s AcKd7h6s3d JcTc8h6d2h KsQc8c6c2s 
AcJcTd4s2c Qc8s6c5s4c Jh9h7d5d3s Jd9s6d5s5c 
AdKh9c8s6s KsJdTh8c3s KsTs7d6d2h KhQsJs9s6d 
QsJd6c5c2s Ac9d6h6c2h AcTh8h7s4h JsJhTs8d4s 
QhJs9h8c6h 8d6s6c5s4d Tc8s8h7s4c JsJcTc3d3c 
JsTc9s7s2c QdJh9d7d6c AcKd9c8c5c 9s7c6s5h5c 
QcTd6h5s4c KhQdTh8h4c KhQc9h6s5h AsQdJh9h2c 
QsJc9d7d6h Th9s9h8h5s AsJs4d4c2d AcQdJc6c3h 
Jh8d7d5s5h KdKc7d4d3h JdTsTc7d5d Jc8s8d6s4c 
KsTc8c5s5c 8d7s6c5s3d 8c6h6c5h4c AhKdQh4h3h 
Ks9d8d6s2h Ad7c6s4h4d Td9h8d6s2h KsQh4s3h2d 
QsTd6s5d2c Qd7c6h5d3h Js9c7s7c4h KcQcTc9h4s 
AsJsTd5s3s Ah8c7d6h4h TsTh9c6d6c AhJh4s4d2s 
Kc9d9c8d2s KsQsJh7d5s QsJhJc8h4d AcJd9h8s6h 
AdJh6d5d2h Ac8h7h7c2c Qs8s6d5h5d QhQd8s4s3h 
KcQh8c5s3s AhKh7d2s2d JcTc9d3h2d Ad9c8s3d2c 
Js9h6d5d4h KcQd6c3d2h AcJs9h7c3c AhTc6s2h2c 
QhJh9h7d6s KcQdJh6s4h KcJc7d5d3c AsKcJc4d3c 
QhJs9s4s3h AcQh8d7s6s Kh6c5h5c3d AhQs8h8d4h 
AhKhJs8d2h Ks9d7s7h4h AsQhJh5d3h Kh7s5h4d3s 
JcTc8d4h2d KcJhTh8h5d JhJdTc5d3d AdQd9s9c2h 
Ts9s9h7c3c AdJs8s7c3c QhQd9c5d3s As8s8c7s4d 
Td9d9c4c3h QsJs8d5c2c AdTh9c5d4d JsJcTh8c4c 
Ad9d9c3d3c AsJs9d7s6s AdJd7d5h3c KdTc9s8c6c 
JsJc6h3s3c KcJc7s4s4d AhQsJs5c3s AsQhTd6c4c 
AsKs8c3h2c AsKs9d5s4c 8s6h6d4s4d Tc9s9d8s2c 
QdJcTd7c2d Qd8d7h5h4h TsTd9d7d6d Ac6s5h4d4c 
QcJs9s9d3d Kc9s8c5s4s QsQdTh5s2c AdKs6h4s2h 
KdJd9s6h2s JsJd8s4h3d KsTs9s6d3h Tc9s8c7s3h 
QhJh6h6c4c JdTh9h3d2c QsTc6h5d4s QsQh9c6h3d 
QhJsTd9s4s Jd9h6h5d4h QsJd9d4s2c 8h7s6c5s3h 
Js9c7c6d4d KsJd9s7s6s AsQh9d6h3d 9s8c7d5d4c 
KsQsJs7s6d Ah9c8d7s5d KdJcTc7c4s Ah8d5s2h2d 
AhTh9s5c2d Kd9s8d7h7c JhTh9h7c6h JcTd9h7s5h 
AdTh9d6s4d AsJhJd9h4c KhTh9h6c3s AdJhJc9c4s 
AcKs8s8d4h AsTh9d7h7c Qh9s8h6s3d AhKd8d6s6c 
Kc9h8d6d2c QdJhTc4s3h Qs6s6c5c4d QhJh6s6h4s 
Jh9c7d5d4c QcTc9h4c3h AhKsJd2s2c Ah7h6d4d3h 
JdTd8h4c2h AcTh9d8d6d Ah8s8c7c4s KdTh7c6d2c 
QcJc9h9d2d QsJhJd3h3c AhKcQd8c3s QcJhTd8s4d 
AsQdTs9s2s Kh9s9h8h5s AcQc8h7d2s QcJdJc6c5c 
Qs9d7d5s3h QsTdTc4s2d QcJsJd5s4s KcTh8d8c6c 
KcTd9d3h2c Jh9h8d8c7s JhTs8c7d4s QcJs9d7h6h 
Td9s8c7c3d KdJdTh8c2s Ks9d8h6h2s Ad8h6h5d3d 
Jd9c6h6d5h AdQd8c6h2s KdJs9s4d3d As9c6s6d2d 
AsKs8d3c2d Tc9d8h6d3c QsQh7s5s5d JsJdTh9h2c 
KcJhJd9s2c QhJsTs7h2h KsQsJs5c3d Th8d6d5s5h 
KdKcJh6c2c QcJd8c5d5c KhTc7h6h6d Kd7d5s4s3c 
QcTd8c7s5h QdJs8d5c3c Qh9s9d7s4h AhQsTh6h4h 
JhTs8c6s4d AhKhQh4h4c 9s8s7s6d5h AdKs5s3c2c 
QdJd9d6h5c KcJh9c4s2h AdJc7d5h3d Jh9h6d5s3d 
AcTs9h5h3s KhJd5c3d2h JsJcTc7d4c QdTc7s6s3c 
KhJc8h7s2s QhTd8c6s6d QhTc7h6s6d JcTs8d5h4s 
AhQs9d6s3d AcQdTc5c2s QdJd9s9d8d QsJhTdTc5h 
Kh7s7h6d3d KsJd7d6c2s Jh9c8s7d5h Ad8d8c7d4s 
AdTs4h2s2d AsKsQc3s2h AcKh5s3c2d QcJsTh9s4s 
AcQd7h5d4s Jh9h6d5c3d 8h8c6s6c2s AhKsTc6c4c 
9s9d7s6s3d AcThTc5s2d Ks8d6c5d2s As7s4d4c3d 
QhQd8c4c3h KsJsTd8h2c AsTs9c4c2s QdJsTc9c3c 
KcJsTs9d5s AcKd7s5h4s Ah7h7d5s4h QsTh9s6c3d 
TsTd9d6s2s AdQcJh7h4h Ac9d8c4d4c Ah9h9c3h3c 
Js7d7c6c5s QdJsTs4c3h KdJsTh5d2c AhKsTs8d2s 
9h9d5h5d4h Ad7s6c5d4d JsTd8d6h5d AsKsQd4s3s 
Tc7s7d6s6h KdTh9h8c6h JdTs8c7d5d Jc9d8d5c3h 
QdJdTc9d2s Ah7h6c4c3h Js9s8h7c6s Td9d8s7s2h 
KcQcTc9h5s QdTh5s5d3h Tc8c7d7c5d KsKhJc6s2s 
KhTh7s5s2d AcTs8c7c3h QcTc6d5d2s KsTs9s6h3c 
8d8c6h6d2h KhJs9d7s6s QdJsJc9d6d KhTd7h6s6h 
AdKhJs2h2c JsTc6s6c3d Kh9d8d7d4h KhTd6h4d2c 
AcJc6h4s2s Ks8h7d5d3s QsJs9s8c7s Ad9s9d7s2d 
AsQd9c7c6h 9c8d6c5h3d Js9h6h5s3d AcTs8c7c3d 
Qs9s9h5d3d QcJh9d4h4c Kd8h6s5d3h KsQh8h7h6c 
Kd9c8d7h5s AcKh9s9d6h QcTd7h6h3d AdKdJh8c2d 
9h9c7s7d5h KdJsJh7s2h 8d7c6d5s5c KsJc7h4s3h 
AdTc9s6c3s KcQsTh9d4s Ad8s7d6h4d Ah7h6d6c2c 
Ac9c6s4d3s KcQcTh9d5c AcTs8s7s7h Kd7c6s5c4s 
AdKhQc7s3c QsQhJh9h3c Ah9c8s4h2c KhQhJc8d4s 
QhJsJc2s2d QhJdJc8d4s AdJs5c4h3d JsJh8s4h3c 
Ac8s6c5c3s As7c6d5s4s As5d4d4c2s TsTc9c4d3d 
KsKd9c7h3h KsJh9s4h2d KsTc7h6s2h JhTd8s6h5h 
AcKcJc6c4d KhQcTdTc5s KhTh9h7d5c JdTc8h5s4c 
AsKs9s8s6d KsJh6s5c2c AdQd7d4c3c KcTh9c4s2s 
QdTh7d6c4s Qs9s7h6h3c Qd8s7s6d4d KcTs9d2d2c 
AhQc9s9d7c 9d8c6d5s3c AdQd7s7d3s KcJsTh5c2d 
AsTd6c5d5c KsKhKcJs9h AhTc8d7c3d Kd7s7c5s3d 
JdTh8s6d2s JhTc8c6d5c Qd8d7c5c4c AsJh9d8c6d 
AhTd6s2h2d KsTd7s6s6c KcTh8s8d7s AhJc9h7h3d 
JhJc8s7s5d Tc9d8h7c2d Ks8c6d6c4s QsTh9h5s2s 
JcTs8d4s3d Ac9s8c6c2s AdTd8h7d3c AsQhJd4h4c 
KcTd6d5h3h AcKsQd3s2h Ah5s4c3c2h Qc9h7h5c3s 
QsJsTdTc6s KhTh8d6d2d Ts9s9c5c3s Th7c6d5d4c 
AsKc7s4s4d KhTs9d8s6s QcJs8h7c6c KsJhJc8h5d 
KcJhJc4s3d Kh8d7h5d3s 9h8s8h7s4d AdQd9c5c2d 
AcTc5h4c3h AdTc9s8c6c Ts7d7c6d5s AdJh8c5h3c 
QsTs9s4d3d JsTh9h5s2s KcQcJcTs3c Th9d7d5h3d 
9s9d8c7h6s AsKc9d7d5d Kc7c5s5h4s Th8s7d5s5h 
Kh7d6s5d4s KsTd6d5h3h Ts8h8c7c4h KcJd6c5s2s 
AhKcTs7h2h Td9d8c6h3h Kh8d6d5h3c Ah9c8s5d3h 
Kd8s8d5s4s AcKc9h8c3d 9d9c8s5c4d QhQcJh9h3d 
KsQc7d4s3d Jd9c8d5c3s AcKcQc9c7c AdTh8s7h3s 
Td9h9d4h3s KcQs8c6s3c Jc9d9c8d3h JsTsTc8h5s 
Kd9d8c6c3h AsQhTs6s4s AcJs9h6d3c AhKs9d9c6s 
AdTh8h7c5h Qs7s7h5s5h Td9s9h8s2d Qh9s8s6c3h 
KsKh8h7h2d JhJc9c5d4s AdKs8h7s3c JhTh9c7d5h 
KsKhJc3c2d KcJc8d5h4s Ad6h5h4h2d KdQdTs9h5d 
JhTs9c8d5c TsTd9d7h2s AcQsJs5d3s KdKc8c7c3s 
QcJsThTd5s KdTd6d5c3c Qd8c7d6d4c Tc9s7h5s3c 
AdJc9s5d4d KcJdTs8h3c AsTs9d5s4c QdJs8h6s2d 
Ac9h8d3c2h AsQc9h8d5d AdKh9s9d2c AhJs7d6h4h 
JhTh7d6h3d Th8d8c7c4h Ks9h9d8d4s AcJc8d4h3s 
Kc9s9c8s2h Kh7d7c5d3h KdTh9s2s2d KcJdTc8h2s 
Tc7s7c5h4s QhTs7h6c4d KsKhTh3h2c KcQs8c5s5c 
Kc9d8d7h3c Kc8h7h6c3d 8d6h6c5c4d 9d8h6d5c3h 
As7s7h4s3h KcJd9d7d6h KsKhJd3d2c AsQh8h3h2s 
QdJd9d7c6h Qd9c8d7c4s 9s9h8h6s3d KdTd9s5s5d 
QsTs5s5h4h KhQhJhTh6s KsQcTs7d4s 9s7h6s5h5d 
8d7c6s5d4h Kh9d8c6c2h KdJsJh6c5c Td8d6h6c5c 
KsJsTh8d2c 8s6s6d5h4h AhTc8c7s7d Td9h9c8h6s 
Ts9c8d7c3s AhQs9d3d2h Ts9c8s7c3d KdTs6h3s3d 
Ah8d7d7c4c QcTc8d7s4h Jd9h6s5s3d JdJc8c4s3d 
9s8s6c5s4c AhJs9h5d4h KsQhTd5c4d ThTd8s6d3h 
9d8c6d5h3c KhQsTd9c3s KhTh8s6c5h AsQc7h5c4d 
KhJhJc7c2h AdJs9h7d3d AcTd8h7d3h QdTd9d4s3s 
Ts7d7c6c5d Tc9h9c6s6c KsQhThTc5d AhKs9c8d6d 
Kh7d5s5d4h AsKh6h4c2c AhQs7h6s2h KsJs9h7d5s 
KdTdTc7d5s Jh9c7s6h4s KcJc9s6h5c KhQc4s4h2c 
JsJh7s7h2c AcJs9s4c2c 9h9c8d5h4c KcQd4s4c2d 
9s8h8c6h4c KcJcTh8d2s QcJc9c7s6h KsTs9s8s8d 
QcJc9c6d5h QdTs9d2s2h AcJd9h6s3c QsQdJs4s3h 
KcQdTh8d4s Ad8d6h4h3h Ts9h8d7h3s JsTs9d3c2d 
KhQs4s4h3h KhTh5s4s2d Jh8c6h5c4h KdTsTc5d4h 
8c7s6h5c4d Js7h7c6c5s AdQc8c7s3s QhJsTd9h3h 
Qh7h7d5h5d As6c5d4s4h KsKhTc7c2d AsTd8d7h7d 
QsJc8c7d3s Ah8s7c4h2c AhQs8d8c7s AdJcTs6s4h 
AcKh6s4h2s AdKhJs4h3h As9d6s3d3c QhTc6s4h2c 
JcTs7s6c3c Ah8s7s7c4c QsTd7s6c4h AcJs7c5h3c 
KhKd7h4s2c 7d5s5d3s3h Ad9h7d6c3s Js9h8c6s4c 
Qd9d7c6s3s AdQd8s7h2c Ah8d7c6d4c Kh9d8d7h4h 
ThTc7d5c3h QsJc7d6h5s Ac7c6d4h2d Kd8s8c7d6h 
AcQs8d4h3c QdJhTh5h3c Jd9h8c7s5d 8s7h7c4s4c 
QhQcJh9h6h Qc9s7c5h3s KdQsJc6h4c As8s7d6s4h 
As7s7h5c4s QsQh5d4s3c KcQcTh3h3c AdQs8h7c5c 
KcTd7h6h2c Qc7s7c5s5c KhQdJs6h6c JcTc8h5c3h 
Tc8s8h7h4s AcJsJd9d4h QcTh8s6h6d QdTs7d6h4c 
KcQh4s4c3s AhQcJh4s2h KcTh9c6c5d JsJh9s6s6d 
JhTd9d4h2h AsKhJc8d2h KdQcTh9s3c AsJdTh7d3d 
Th7h6s6c5s Qd8d6c5s5c Kc9h8s8c6d KhTs9h6h5c 
Ks9s7d6s4d AcJdTs8s3s Th7s7c6s5h QsQh8d4d3h 
