Jd9c8d3h2s 
Ad8c7s5h2s 8h6h5d2s2c 9h8s6c4d3c KhTh7h3s3d 
KhJd6c4d2s AdJh6h4s3h Ah8d4s3c2h Jc7s7h5c3c 
KhTh7h3d3c 9h8c7h4s4h 8c5s4h3s2c Td8h8d4d3s 
7d5h5d4d3c Ts7h6c4c3c Qd9c4s3s3c AcTd7h4d2s 
Td8s7s4h3s Tc8s7h5d2s Ac8s7d6s3s KcJd7c3s3h 
QsTs7s7h3s KhTd9d4d2c Ks4c3c2s2c JhTd7c6s2c 
Ks7d5d4h3d KsQc9h8h4h Qd8s7c6s3h Kd6s6d3s2d 
QsQhQc7s7c 9d6s4s4d2s As9h7h4h4d AhKs7d4c2d 
Qc9s4c3d2d Kc8s5h5d3c Qc8h5h3h2c AsTd6h3h2d 
Qs9d7d3s2c KcJh4s4d3h 7c6h5h4s2h QhJd7s5h2h 
6h5s5c4c2d Tc7s6d4s3s Qs9h4s4c2c Jd8s8c3c2d 
Qd9h8c3c2h JsTs7s4s3s Kc9h8d7h3s Th7c6s6c3c 
Td9c8c4h2c KhTc6d4c2s JcTh6h4s2h Tc8h8d4s2d 
KcTd4c3s3c 9h8h8d7s2h Jd7s5s3h2d Ts9s6s6d2c 
Th8h5d4c2s QdTs8c3s3h 9h8h8c7s2h Js7d5h3s2h 
Kh9s9c5d3c Kd8s5d3d2s AcJc8c3h3c QhJc9d7c2c 
KhQs6h6d2h Qs9h6h6c3h JhTd7d6s2d AhQd9c4s3s 
AhKh5h4h2h Kc9s4h2h2c Ts9c8c4c3d JcTc6c5c2d 
Jh5s4s3h2d Kd9s9h6h3h KdQs4d3d2h 9s8s5s3h3c 
9h7s7c5d2s 9d8d7h7d4d Ks6s6d3d2s Kc9c7c5s2h 
9c8c7d7c4c Jc9h7c3s3d KhTs8s4s4d Js8d8c6h3s 
Qc9c4h3d2h QdQc4s3h2s KhTh7d3s2c AhQc6s6c2d 
Th6c5d4s3c Kd6h5s5h4h 9d7h7c4h3s Th6h6c2h2c 
9h8c7d3s3c 9s7s5s3d2d Js9c4s3c2s Qh7s6d6c4s 
Qs7s7h5s4s QhJc7s5d2c Ks7h6d4s2c Qc8d5s5h4d 
AdKd9s4d2d QsJc5s5h2s Qc9c6h4d2s Js7d6d5d3d 
Qs7c5s2h2c Jc8h7s6s3s Qd8d5s4c3d Ad8h4d3s2c 
Qc9c5d4c3s Ac8h6s5d3d Kh6s3h3d2d Ks8h7s3d2d 
Js5s5h4h2h KcQc8h7d2c AcQd4s3s3h Ks8s5s4h4d 
KdJd8h4s4d Qc9d8s7s4s QcTc7s7c3c Qs8c6d4s3h 
Tc8c7h3s2s Kd8h7d4s4d QsJs5s4s2c Jd7c6s6c2s 
QcJs7c6h2d AsQh7c4d2h JsJh7h2d2c 9s8d7h5d2d 
Ah8d7s6d3d 9d8d7c4s4d JdJc7c5h2c AsKd8d2h2d 
Th7c6d4d3d Tc8c4s3h2h Qh9c8h8d3h Ks9d4c3c2s 
Kc6s5d5c2c KhJc6s4c2d Jd7d4h3h3d Qs7d5c4s3s 
Ks8s7s7h4s Jh7d5d4c3d ThTd4s3s2d Kc8c6c4s3d 
QsJc6s5s2s Th6c5s5d4d 8h8d4d3s3c KhJs5c4d2c 
Jd9c7s5s2h Qc9h4s4c2s Td7c6s6c3c Jd9h5s4h3h 
AsQh9d4d3d Ks8s7s6h2d 6d5s5c4s2h Kd9s8h6s2c 
Kd6s6h2s2h Ts7d6d6c3d AsKc8h4d2h Qd7d7c4s2s 
As7s5c3s2d AsKs4s2s2h 8h6h6c3c2c KcJc8c6c3h 
KcQdJd7s2d Qh9s8d3d2s Td6s5c4s3s Kd9d6h3d2h 
QdTs6h3c2d KsQh9d6d2d Jd7h5s3d2s Qh7d6s6c4d 
9s8c6h6d3c Qc6d4d2h2c Jc9d4c3d2c 9h9d9c7d7c 
KcJs8s8h3d Td8s5c4h3h Th9s8d4c2c KdQh9s4h2c 
JdJc6h5h2h AhQd6h3s2h KhQh7h4c3h KcTh8d5d3d 
Qd9c8s5c2c Kc7c5h3s3c Jd9s7s3h2h TsTc7s5h2d 
AdTc5h5c3c 9d6c4d4c2c JsTs7s5s2d Ks9c8c7h3d 
Kd9d9c6h2d 9h6d5d3s3d Qh9h6d3s3c Td5s4s4d2h 
KcJh7h5h2d AcQh4s3s3d JcTh6s4c2c Qd7s6c2s2d 
Qc7c6d4s4c KdJd8s4d3c KcJs8h5s2s AhJh7h3c2s 
9c7s7c3c2s Qs9s9d4s4h KdJs6c4s2h QsJd7s5s2h 
Tc7d4s4c2s AhTh6h2d2c 8d7s6c4h2h Tc6h6c3d3c 
Qc8h6h5s3h Jc8h7h6s3d Qc9c5s4c3h TsTc7h2d2c 
Kd9c7c5c4c 6s5h5d4c3s KsQd6s6h2s Kh9s9h6c2h 
9s8s7d4s4h QdJc7d6s2h Ah9s9h9c8c JdTh8c3d2d 
Tc9h6c5s2c Kh7s4s2s2h AdKc8s4s2h Qc7h7c5c3d 
Kh8c7h5h2d AsTc7h4c2d 8s8d7h4h3c KsTh9h4h2d 
Kc9h4s2s2c 9h7h6h6d3h Kh9c6d4d2c Ah8h7h2d2c 
QsTs7d4h2c KdQd9h9d3d Qh9d4c3d3c 8s7c6c3h2s 
Th8s4h2s2h TdTc8d3h2s AsQd7c5h2c 8c7s7d6h2s 
Th8h7c4d3h Ts8h6h6d2c Qh9d7s3s2h 9c7c5c3h3d 
AsQh7c5d2d 8s7c6h4d2d QsTd4d3h3c Td8h7s7c3d 
JhJd7c5c2s Ts9c5h3h3d KsQc7h2h2c Qc6s6c5c4c 
QcTc7d3c2d Jc7d5d4s3d KdTsTc3h2c 8s8d4d3h3c 
KdQc7s2s2c Jc8h8c3s2s Tc8s4s3d2c KcJc5d5c3c 
KhQd7s4s3s Jc7h5s2h2c Qh8s7d7c4d KcQc8s6c3c 
Th5d5c4c2h AdKc5h3h2h Js7c5c4d4c Qc7d6h5d3d 
Ah9s7s4c3s 9d8s7c3s3h 9s9d6s2s2h Kc9d6h4h2d 
Ts9s7s5d2h Js9h5d4c2s KhJc8h5h2h Ts9d6h5h2c 
Ac9s8h5d2d QhQc7h5h2h AcQd9s6h2s 7h7c4h3s2s 
9h9c6h2s2h Kc7h4s4h3s Ks7h4h3d2s Qs9d8c5h2h 
Qc7s6s6h2h 7s7h4h3d2d KhTc9d3c2s JdTd7d5d2h 
Qs8h4h4c2s Kh8s5d5c3h QhTc9s3d2d KhQd8c7h2h 
AsKc8h4h2d 9c6c4s4h2s KsQc9h6d2d Th6c4c3h2s 
Qs8s6c4h2d Kd6h6d3h2d Js6s6h5d3s 9s9c6c4c3c 
Qc8h5s5d4h 7d6c4h3d2h 8h7s4s4c2c Js9d6h6c3c 
JdTc8c3s2c Kh6c5d2d2c Qc9d9c5c2h JhTh6h4s2d 
QsJh5s5c2s Jc8c6d5c2s Jc7s5d2s2c Ah9s9d6c4c 
9d8h7c3s3h Qd7s6s6h2h KdTs7d4h2d AhQd8h3h2c 
TsTc4h3h2s Td9c3h3c2h Kc6s6c3s2c Qd9d8h7d2s 
Ac9h8h6h2d Js9c6h6d3d Qh8h4s4d2d Qs6s6d5h3s 
QhJh8h8c3s Ts5s5h4c2c Qd8c6d5s2d Qs8d7c6d3h 
Ks9h8c6h3h Td8h8d4d3c 7c6h6d5h2h KcQc6h4c2c 
Qc8s6d3c2d Qh7c6d2h2d Qd9s8c4h4d Qc5s5h4c3d 
7c6s6c2h2d Jc9d7c4h4c QhJh5c3s2h 9h6d5s5c3h 
KdQd9h4c2d Jh6c5d5c4s Qc9s4c3h2h Qs7c5h3h2s 
Ad9d8s3d2c Tc8s5c4h3c Ts9c6c5c2d Kh9c5d4s2h 
Ac8s7h7d2h Tc8d8c4c3h 9s7h7d4c3s Ah8d7s6s3s 
AcTs7s6s2h KsTd3d3c2c Kh9d5s4s2d Th7c5s2h2c 
Kh7s6d5h2h 8h7s7h5h2c Ks9h4d2s2d QsTc9h3d2d 
AhTd7d6d2s KcQs9d4s2h KdJd8d4s4c Jd7c5h2d2c 
Qc7s5d4c3c Kh9s7d4h3h Kh8d7h4c2s QhTd6c4c2c 
Qs8s7c5s3d AhKs8d4d2c Qs8c5s3c2c AdQs8c4c3h 
Jh9c7h4h4d Qh8c6s4d4c 5s5h4d4c3c Kd9d5c4h4d 
Td8d6h6d2c JhTs8s3d2s Ts6c4d3s2d KdJh6c4h2s 
AcQc7s7d2c Qs8c6s5h2s Ts9s5h3s3c JhTs5c2s2d 
AhKs8s2s2d TsTd8c4c2h 9d5c4h4d2h Kd9d4s4h2h 
9c7s7h5d2s KdQh8h7h3c KcJc8c7c2h Kd8d7c6d2h 
Tc8s4s3h2c AcTc6c5c2h Kh8d7h2h2d KsQd4s3s2c 
Qc8h7d6h3s Js9h5d3h3c Ts7h5h3d2s Tc6d4s4c2d 
Ah9c8s3s2c KcJh5d5c2c KcQc8s7d2c JdTs7c6h2c 
Qd9s9d4h4d Th7d7c4d3s AsAhAdAc4d Tc8d7h3h2c 
JdTh6d4s2d AdTc6c3h2h Jh8s8d7c2h Ac4s4d3s3h 
Kh9c8s6c3c 8c6d5s5h2s 8d7h6c4s2s AcTc6d2s2c 
Th9s8d4d2c Js9c8s7s2s Ah9h8s3h2c KdTs5c4c2h 
AcKh8h2s2h Th8h5c4s2d Qd9c5h4s2d AdJd7s2d2c 
QsJh5d4d2d Th8h7h5h3d Th7c4h4d2d Jc7s6h6d4s 
Ks6d4s4c2h Jd9d7c6s2h 8h8c3s3h2c KsQh7c4c3d 
KhQs5s3s2c QsJc7c5d2h AsTh5s3c2s AhTs6c4c3d 
KhQs8c6c3d 7d6h4s3h2d Qh8d7d5s5d QcJd4s4h3s 
Kc7s7d4h4d Ts9s7h5c2s QhJh8c4s2h Jc8s6d5s3s 
Qc9d8h5s2h Jh9d9c4h3h Qd9h9c5c2s KhJh8s4h4c 
8h8c6c4c3c KcTd8d4d3h JcTs6c4h2c 8d7c4d4c2d 
Jc8h7c2h2c Ts9d8c4h2h AhKs8c4c2d Th6d4s4h2d 
AhTs4h3d2h Th8s6s5d2s 8s7s6h3d3c As6s5s3s3d 
Ad7s7h5c2h Qh9d5s4h2c Th9h7s5d2h Jd5s4h3d2h 
Jc6s5c4c3h KsQs8c7h3s Qd9h8s8d3d KdQd9d5d5c 
Kc8s5d3s3d KcJs5d3c2c Jc7h5s3d3c JsTs7s7d2h 
8c6s5c4c3c Jh8s8c3h2c AdTh7s5s2c KdTh9h4h2s 
Td8s8h7c3h 7s6s4d3d2s Jd7s5s4h3s KdQd6c4d2d 
Ts6c5s3c2c Qh7c5h2d2c Jd8s5d3s2s Qc9s6h6d3s 
AdJs8h4c2c Qs8d7s6c3s AsKh8h2h2d AsJc7h5d2h 
Js8d7h6h3c 9s8c7d7c3h Ts5s4h4d2h Kd8d7d5s5d 
Jh9d8h7h2h 8s8d6s4s3s Kh9c7c6c3c KhTc6s4c2d 
KcQs8c4h4d Kc8d6s5h3d Qh9h8s7h2d As8h8d7c2h 
Ad9h7s4c3h 7h6s6c5c2c Kd9h5c4c2h AsJd3s2s2c 
KdQh7c6h2h 7s7h3c2s2h 8d7d4h2h2d Jd7c5c4s3c 
Jd8s8c7d2h AcJc7s2h2c QdJd6d4s2c AdJd9s4d2d 
AsTs6d2s2c 8c7s7c4d3c ThTc4s3s2c Kc7s7d3d2c 
Qd9d8c7d2h AdJh5h4h2s KhTd7s5c2d Qs8h8c5d2s 
Jh9h7d4h3s Tc7s5d4s3s 8d7d4s4d2s KhJd8s8d3c 
8d6s4d3h2s Js9d4h3h2s 8h5d4s3s2d 8c6d5s5h2h 
Kh9h5d4h4c 9h9c7s5d2d 8h7d6c4s2s Qh7h6s4h4d 
Ts6h6d2h2d QcJc5c4c2h 8d7c6c3s2s Ks8d5h3h3d 
KsJs8h4s4c KcJc8s7c2c As9c8c7c2c Tc7h5d4s3h 
AsTc6d3d2c QdTc6s4h2h Jd8s6d2s2d Qc9s7h3h2c 
Ts6s5s5c4d AsKc5d3d2d AsQd8h4h3c 9s9c7h5h2d 
Td7c5c2s2d Kh9c8d6c3c Jc7d4h4d3h Qs6s4s4c2c 
KcTs3s3d2d Jc7h5h4s4h Ac8d6s5h3h Kd8h7c6s3c 
Qs9d9c3h3c KcJd6s4d2h As6s5c3s2d Td6d5h5d4c 
QsJc7h5s2s QsTc5d2s2h 8d6s4s3d2h Qd9d6d4s3h 
AdJs7s4s3s JsTs4h2d2c Ts8s6s6d2c Th8h7h5h5d 
KcQd8h6h3s QdJc9d3d2s KcQc3s3h2d Jd8d6s5d2c 
KhKc8d3d2d As6d5h4c3d Js9s9d5s2s KhJd8c7c3c 
Jh9s6d6c3c Kh8h5c3s3d Jd9h7d3s3c KhTs9c2d2c 
Jh5d4d3h2s Kh6d5d5c4d Qd8s6h5c2h Ah8s6s5c3d 
TsTd7h2s2c Kh8c7c5s3d Qs9d8h5c2c Ac7d6s6h3h 
JdTh6h4c2h Td8c7c5h2s Ts5h4s4h2d AdJh3d2s2d 
Th9h8h6h2h Jd9s8c6c2h AsKd7c4c2h AcJc7c3s2d 
QsTs7h4c2d Ts8c6d4d2h TsTd6c5h2h AhTh6h2s2c 
Ts8h6s4s2d Qs9s8d7s4s Qc6s6d4d2s As8s5s4s3h 
Qd7h6s5h3h Qs9c8d5h2h Jh8h8d3c2c Ts6d5h3s2d 
8h6s6h5c2h KsThTc5d2d 8c6d4c3s2d Qs7s6s6c3d 
8s7h6h3d2s JdTs7s6c2s 8c6d6c5c2c AhTs6d6c3c 
8d8c3s3c2s AhTd4h3s2h Qh7h6h6c3d Tc4s4h2h2c 
KsTs7s6d2s As9h9c6d4d Kc8s7s5h3s Jd5h5d4h2d 
AhKc7d4s2s Ts8h7h4d3h Qd9h8c5s2c 8h7h7c4s3h 
KsQd8d7d3c 9s9h7c5c2c 9s6h6c3c2s AdKs7c4c2h 
Qd9c4h3c2d KhQh9h9c3h Kc9h7s7d3d Ad6h4s4h2s 
Jc8s8d6s3h AcJc7d2s2c Qs9h5s4s4c Tc9h6h5h2s 
Td9d6h4c2s 8d5s5d3s2c 9c8c6s6h3c Js9d9c4h3h 
Jh9h8c4s4d Jh7s6c4d4c KhTh5d3h2c AhTc9c4c2d 
Ac9d8s5h2h AsQc9d6h2d Jd9h4d3h2d Ks9c6h4d2s 
Js8h8d3s2h KcQs8d4h2c KhQsJs7c2s Tc7s5d4h3s 
KhQd5c2s2d 9d8s8d6d3d KsTc8d5d3d KcQh8d5d3s 
As6s5h3s2d 7h5c4s3d3c Ts9c7d5s2s Kd7h7c3h2d 
Ad7h5d3d2s AdQs7c5h2h Js8s8d3c2c Kd9s6c4h2d 
As9s9d9c8d Kd8d6s4h3d Jc7h5h4s3h Ah8s8d7c2d 
Tc7d5d2d2c KdTc8s5s3s KdQsQhQd6h Qd9c8h3c2h 
QhTs7s5d2c AhTh7h4s2h Qh9h7s7c3h Td8h4h3d2s 
7s7h3h2s2c Qs8c4h4c2s Qd9h6s6c3s Tc8h7s7d3c 
Kh6s5c2s2c Js7d5d4d3c Tc9s8d3s2h KdQd9h2s2c 
Qc9c6h3s3d KdTd6h5d2d TsTd7d5h2c 6c4s4d3h3c 
Th5d4h4d2c KhJc8s5c2c 8d7d5h3d3c Qs7d5d4c2c 
8d7h5d3h2h Tc5c4d3s3d KcJd8h7s2h KcQh8h4s3d 
Qd8c7s6c3h Js8s8c3c2c QsQhQc9h9d Th6d5s4c3d 
KhJc8d8c3s Th6s5d5c4d Ac8d7h6d3d 5d5c4h3d2c 
Qd6s6d5h3d Qc9s9h8s3s Tc6d6c3h3c QhJs6s5s2s 
JcTd6s4c2c Jc9h8s6s2d Kd9d9c4d3s Kh6s5s5c4s 
Qc9s8s5d2s 8c6d4h3h2c KsJs6h4s2c Ts7h5h2s2c 
KdQh8c6c3s Kc6d5h2h2d Kd9h8s6h3h 9s9d9c7s7c 
Jd9s6h6c3c As7d6h4c3d KsTd8h8c3c Kh9d9c8d3s 
Js9c7h6s2d KcJh8c5c2c Ks6c5h2h2c Qd9h9c6d2d 
8h7d6s4c2c Qc7d6h2d2c Qc9c6h4d4c Qs5s5d4c3h 
Js8c7h6h3d Ts9h7c5s2s Kh4s4d2s2d KhJs8h5h2h 
Qd9c8s8d3d QsJd7c5h2d JcTd7d6h2d Ts7d5c2s2d 
Tc8s6c4c2d JhJc6d5d2d Kc8d6s6c3c Qc9s8h3h2s 
Kc9h6s6h4d Ts8c7c5d2h KdJd6h4d2c Kh9c5d4d2c 
Kh8h6s4d3h Ac8h8d7s2s 6c5d4h3h2s KdTs8s4h3s 
9d8d7s7d3h Qc9h9c5c2d Jc5s4s3c2d Td8d7s4h3d 
9d7s7c5h2s KhTc4d3h2s Ac9c8s3c2h AhKc7d4d2s 
9h9d7s6d2d Ac8s7s7h2d 7c6s4d3d2c KsQs8h3s2h 
9h7d7c3c2h AcKh8s8d2s Ts8s4c3d2d AsJd6d4h3d 
Td8h6s4s2c 9h9d8d6d2d KdQd8s6d3d Ad6h5c4s3h 
Qc8h8d7s4s Qh7d6s5h2c AhKd8h4h2h Ah8c6c4d4c 
KdTh8c3d2s JhJd8c4c2s Td9h7c5d2d Qd9c7c3d2h 
KhJs9h7h2h Jd9s7d4h4d Th9h6s4d2c 7s7d4d3h2s 
7s7d5d4c2d QcTh6s2d2c Ts6h5h4c3d Ks9s5s4d4c 
KhJs8c7c3c KhJs5c4d2d Th8h5d4s2c Kh8d6s6h3h 
Ts5s4d4c2d KdJd7d5d3d Ks9d9c5h3c Qs9c6d5h2c 
KsJh8d7c2d Ad9c7c4s4c Td8c7s6d2d Kh6c3s3h2s 
KsTh8d8c3d AdKs5h3h2h QsTh4c3d2s 9s7c6s5d2s 
Ah9h5s4h2c Qh8s7s3s3h TsTh8d4c2d KdQs4h4d2d 
KsTh4c3s2d 9d6c5s5h3d QcJd5h5c2c Kh9c7s7d3s 
6d5s4c3h3c Qd9s5d4d4c Jd9s7s3c2c Kh8s6s5s3c 
QsQh5d3d2d Kd8s7s5h3c Ad7s7h3s3c Qc8h5d4s4d 
JhJd7h6h2s QhJd8d7d2s Ts9s5d3s3h KhQc7c6c2d 
8d6h6d4d2s AsTs6h2s2c Tc8d4c2d2c Ac8s3c2s2c 
Js8d8c3s2c AcKd7h7d7c 9d8c7s3d2c JhJc5c3s2d 
KcTs9d2h2d Jd9c8h6h2s 9c7s7h5c2d QdJd8s4c2d 
Th9s8c3s2d Ah7h5s3h2d Jd9d7c4d3h 9c6h5h3h3d 
KcJc8d4c3s KdTc6s5h2s Qh9s4h3d2d KdJs3d3c2h 
JdTh6c4d2d Qc9d8s8c2c Jd8s8h6s3c QcJc9s3h2c 
ThTd4c3c2h Kh7h5c3h3d KhJd4h2s2c QsTh7s5d2s 
8s7s5c3s3d Ks9d8d7c3h Jc9h7h5h2s Td8c5h5d2s 
KdQs9c4s2h Kh8c7h4s2d Ac9h7h4s3d Jc5h4h3c2d 
KdQc4d3d2h Ts8d7d6d2h AsKh4c3d2c Jd9h7c4s3h 
AdTs7h6s2c Jc9d7c4s4c AcQs9h6h2d Kc7s7d6d3h 
Kh7d6h4c2s Td8h4h3d2d JcTs4c2h2d Kc7c5d3h3c 
Qc7d6s6d2s Jd5h4h3d2s Jd5d5c4c2c Jc9s5h4d2c 
AhJs8c4s2s Td7c5s2s2d Jh9h8s4d4c QcJh9c6c2c 
KsJs8d4s4c Qh9s5d4s4c Kc8c6c4s3h KcJh5s4d2s 
6d5h4s3s2c Jc9h8d6d2s Td8s6c4c2h Td9d8h8d4d 
Td8h5d5c2s Qs9h4s3c2c KsThTd4d2d JcTs8h3c2c 
JsJd8c4c2h KhJc8c7d3c KcQd6h2s2c Ad7d5c3d2h 
AcTs5h5d3d Ks9d6d4h2h Qs6h6c5h3d AhTh6s2h2c 
As8h4s4c3s Qd8h4d4c2c Ac8h7d6h3h KcJc9d4c3c 
QhJc5d4d2d Tc8c7c5d2s Qd9d6c4h2s AsKh9h2h2d 
9d8h8d6d3d AcJs4s4d3s 8s5c4d3d2c 9s7h6s5c2s 
As8h3s2s2h As9h6h5c3h Ac8s8d7h2h KsQh4s3c2s 
Jd9s4h3h2s Qs9h8h8c4h Ad6d5c3d2s 8s5c4h3c2s 
Jd9h8h8c2h Jd8c7d5d3d Qs6s6h3c2h KsTc6h4d2c 
Td8s8d4d3c 8d6d6c5s2d Kc8c7h5d2c Jd7s7c6s3h 
Kh9s8d6s2c QhJc7c5d2s Kh9s7d7c3d KcQc9d9c3c 
AcQs9d6d2h JsTs7s3h3d Js8s7c4d3h Ks7h7d4h4c 
Kd9c7c6c3c KsKd8c3c2c As7c6h6d3d Ts8s4h3d2d 
Jd7c6d4s2c Kd9d7s7h2c Ks8d7d3d2s 8c7c5s4h2c 
Qc5s5c4h3d AdTc6s4s3h Kd8s5h5c3d As4s3c2h2d 
Kd7s6s5s3s Ts7d6h2s2d Tc7s6d4d3d KhJd8h5h2h 
KcJs7s5s2d AdTc9h6s2s Jc8s7d2s2d 7c6c4s4c3d 
5s5d4s4h3s Ah7d6s6c3c Tc8d7h5s2d AcQd9h6h2s 
Ad7h3h3d2d Ad8d7d6d2h JsTc3s3d2h Ks6h3s2h2d 
Jc6s6c5h3c 8s6d5h5c2h Td8d7c3s2s Ts7h7c6d3d 
Qc8s7s5s5h 9d8s6s4h3c KsTd8c3h2s 8c5h4d3d2h 
7d5s4s4c3h 9c8d3h3c2d Td8h5s4c3c AdKs8h4h3h 
KdTc6s4c2h QcJd6d5d2d Ac6d4s4d2s Kc9s6s6d3h 
KcTd8h3s2c QhTh5h5d3h KdTs6d2h2c KdQh9s6s2s 
Jd7s7c6c3h Qc8c5d4h3c Qs9d8h4s4c Qh9d4c3h2d 
9d9c7h5h2s AsQc7h4h3h QdTs7h3s2h JcTc6c4s2d 
9s8d7c3h3d Tc9c7c5d2h 9c5h4h3c2d Qh8s7s5s5d 
Jc9s7c3c2s QcTsTdTc8s KsThTd3c2h AdJc4s4h3c 
ThTd7d5s2c Qh6c5s5d2h As8h8d7h3h AsTd7d6d2h 
Qc8h4d4c2d Tc8c7c5c3h Qs8d7h5c2s As8d6d4d4c 
Js8s8c7h3s Qd9d4h4d3h KdJh6s3h3c QcJd7s4s4h 
Ks7c6s5d2s Td6d5s4h4d ThTc7h5d2s QdJc7h5d2d 
Ks7s5s4s4d AhKc9d6s2s QhJs5h5c2h JsTh7c5c2c 
Qc9h6s5d2h 7c6s5s4h2s KsQs9h2d2c AcJs6c5c2c 
Ac8d7s7d2h 8s6s6h5c2s Ks9d8c6d2h Ks6h4s4d2c 
KdQhJs7h2h 9s8d4h3h3d 8s6s4h3h2h Qs9s4d3c2d 
Js8c7s5s2h Ah9d7d4c3s Qh8s6c3h2c Js9h7h5h2c 
QhJh5d3c2h KhQs5s5d2s Jh8s7h5h2d Qc8s5s3s2c 
AhTdTc4d2d AhQh8c3s2h 5d3h3c2h2d JsJc7d2h2c 
Ad7h5s4s3s Jc9d4s3s2c Ks9s9d7h2s QhJc9s4d2s 
Jd7c5h3d2h QsQhQc9s9d Ks7h6s4c2d Tc8d7c6c3c 
JsTs4d4c2s Jd8c7c6s3h Jh8d7d6c3s JsJh7h5d2h 
KcJs5h4d2d Th9d7c5h2h Td5d4h4c2h Js9d8d6c2d 
KsTd7s6s2s KsThTd4h2h AdQs9c6c2h 8d7d4d4c2c 
KsTs7s6s2d KhQdJc7d2d JsJc7s6s2h 7d5d4h4d2h 
Td8s8c7s3s Kd8h5h3d2d KhQcJs7c2c Ks9c4h2s2h 
Ad8c3d2d2c KsQh8c4h3d Th6s6h4c3d 8h6d4d3h2c 
As8d4s4c3s 6c5s5h4d3c Ac8d7h5h2s 9d5h4s4d2s 
Jh7s6s6h2h KdQd9c3s2d Ks7d7c5h3c Jh8h6d5h2c 
Qd8h8d7s3c Kc9s7h7d3h Td9h8c4h3h TsThTd7s7d 
QcJc5c4c2s Ac9s7s4h3s 9c7s7d5c2h Ac8c7c2s2d 
AcKd8s4s2s Th7d4h4c2c JhTc5s3d2s KsJs8c4s2d 
As9d4h2s2c Qh9c7h6s2d 9h8h7c3s3d KdTs8c4c2h 
QhJc8s4s3d 8s7s5d3d2s Kc8h6d3h3d KdQs7h3h2s 
AdQc7s4s3s 7d7c5h4h2s Qs7d5d5c2c ThTd9s9d9c 
8h7c5c3d3c 9s7s5d5c3s 9c8h7d5h2h Qh8h5d4c3h 
Ks4d3d2s2d AcTd4h3c2c JhJc7c5s2c Jh8h5h3c2c 
JhJd8c4s2s QhTh7h4d3h KcTs8h3d2c 7s7c4c3d2d 
KdJh8s7s3s JsJc6h5h2h AdQh8d3d2s Qh9c8s8c4c 
KsTh8h4h4d Kh8s6d6c2h 6d5d4h3s3c Qh9d8d5d5c 
TsTh7s5d2c 8s8h7d6d2c Ts8c6h4h2d AdQc8s4h3s 
Qs9d8c3c2d QsTs7s5c2h 8c6c5h2s2d QdJc9s4h2s 
QhThTd3h2h 9d8s4h2s2d AhKs7s7h7d Js7d6h6c4d 
Qh7s7h6h4h KdQc4h3s2c QdJc6d4d2h JdTs7c6s2s 
Qs9c8d7d4d AsTdTc6h2h AcJd6h5s2d JhJc8d4d2s 
9h8h5h3s3d Qc9d4s3s3d KhTs7h4c2h KdQc9h8h4h 
7h6h6d3d2h Ah8s7d6d3d 8s6s5c3s3h AhTc5d5c3c 
8h7h5s3s2h Td7h5h2h2d Js6d5h4s3s Kc9s8h6s3s 
Ad6c5h4s3c 8s7c6c3d2d Ah8d7s6c3s KhQs8c7d2s 
Jd9s3s3d2c AhKd8s4s2s Jh9c8c6s2c Ts9s6s6c2d 
Qh7s5s5d2d AcTd7d6d2h QhTc5s2h2d Ac7h6s6d3d 
QcJd7s3s2c Qc9h9c5c2s QhJh9s3d2h KsQs3d3c2h 
Td6c5c4s3c Ac8c5c2s2d Td9s6s5s2h KsTd8d4d3h 
Qc8h6s4s4d AcTh9d6s2s AdKd9c4d2d QcJc8d8c3s 
7d5h5d4d3s Kc8s7s5d3s Jd8h7s6s3c AcTs5h5d3h 
Ad8s6h5c3c As9s8d3s2c Qh9c8c7s4c 9c8h6d4h2s 
Kd8s7c6c3h KhTh7s3d2c 9c7s7c3s2c Tc8s4c2s2c 
As7c3s3c2s KsQh4c3d3c Kd9c7d3s3h Ts7c5c4d3c 
Qs9d6d5h2c Th9d8h4s3h Kh9s9c5d3s 8c6s4h3h2c 
KcTh8s8d3d KcTc6s5c2c AhTd6s3s2d Kh9d7d6d3d 
KcJc9d3h3c QdJc7c5h2s AhJh9d6h2h Td6s5h4d3d 
QdJd9d3h3c Jd8d8c7h3d 9s8h7s4d3c Ks8s7c6s2d 
Kc8s7h5c2c AsQd8s3s2h As8s4s4d3c Ts6s5d4s4h 
Ks7c6d4s2h QcJh8d7d2s Ts7h5h4d3h Th7d5s4s3s 
5d3h3c2d2c Kh9d4c2h2c KhJd9h7h2h AhKh4h2s2h 
Kh9h8h6h3s AsKd8h8c2h 9h6c5c4s4c KdTd5c3d2h 
QhTd9s3s2s Qd7h5c3c2d Jd8d5d4h2c 8h6d5s5d3d 
Jd5s5d4s2d AdTd7d4h2d JhJc8d4s2s KsJh9c6d2c 
QcJsJd7h2h QcTd7s3d2s Qc8c7h6c3s KdQc8s7d2d 
8h6d5h4h2h Js9s9c4s3s QsTc6d3h2s As8c7d5h2d 
Ks8h7d5h3c Td6h4h3d2c Kh9h6h4s3c Ah9d8c6s2d 
Jh9h8s6h3h Js9h8h8d2h JsTh7d6h2h Ts7h6c4h3h 
Ts6c5d3s2c Th6h6d3d2s As7h5s3c2s As4h4c3h3d 
As7h6d4h3c Jc9h6c4s4c 8c7c4d4c2d Qs8s8h7c3d 
