Ac8h8d6s6d 
JhTs4s4d2h QcJcTc5s5h JcThTc6s3c Tc9d7s6d2s 
Qs9c8s5c3s KhTs9d4s2d QsTh8h5c4h AhQh7c4h2c 
8h8d5s4h4c KsJc9s9d3h Td8h8d5h3h Kh8s7h4s3d 
KcQd9d4d2c JdTc9h5c3c QcTh9s6s3d Ac6h6d3d2c 
As7s5d4c3s QhQd7s7d3c 9s9d7s7h3c AsJdTh4h2c 
Jc9d7s4d3c KhQh7h7d6h AsJh7s4d2c Qh9h6s4c3c 
KsKc6s3h2s AsJhJc5c3c AsJd7s4s3h Qs8h8c5c3s 
JcThTc8c2s QcTd9c8s3c AhJd8s8c4s 9c8d7d7c2h 
Ks7h6s6c4d QsQc9d5d3d QhJd9h8c2s 9d7s6c4s3c 
Ah9d9c6c4d QcTc5d4h3s 8h8c5h5d4h Jh9s9d6h5h 
JsJc3s3c2s JdTd9c6h3d Td9c8s2d2c 9h7h6d4c3c 
Kc8d7h6s5h JdTc5h4d3s KdQc7h6s4h KdQdJd9h2s 
KhQc8s5c4d KcQh7d7c4s 9s7s7c5h5d AdKsKhKd5c 
AsJcTc2d2c ThTd6h4d3d 8s7c5d4d3s 9s8s7h6c2h 
Th8c7h5s3c QsTc9h9d5c Qd6h6d5c3c 7s7d4c3s3d 
KhJs6h5h5c As5h5c3h3c JhTc9c5c3s KcJh9h5s4d 
QsTc9h6d3h KdKcQh8h2h Kd8d5c4s2s QcJs8d7d5d 
Kc7d6s6c4h AdTd8h6s2d 9c8d6c4d4c Tc9c6s5s2d 
AsQc9d3d3c 9s7d6h3s3h KhTs7d4h4c QhTs7s6s6d 
TsTd4s4d3d QsQc9h5h3h Jd8h6d5h2c AsJd9d6d5c 
Ad8d7s4h4d AdTh8d4s3d KdJs7s4s2d 9s8d5d4s4c 
QsQc6h5h3d KhJdJc8s3h KhJd7h6c3s Js9s9h8s6d 
Qs7s5c4h3c KcJd7h6s4d Ac9h7d6h5h Qd7c6s6c3d 
9c6c5d4s3s Tc9s8h5h2s Kd7s6d3s3h QdTc7d5s2c 
QdTd7h6c3s Kc8d6h4h3c Ad4s4d3s2s Ah7d6c5h2s 
QsJc8h8c5d Ac8c6h3h2s KhTh8c4c3h Kc9h8s8d7d 
Td8h8c7h2d 8d6h6c3d3c Th8c6h4d3d QhTs6d5c4c 
KdKcJs7s2s QcJdTs7h3s Kd6s5h4c3d 9s8d7s7d2c 
As9h9c7c6c 9c7s5h4s4c As9c6d4s4h AhKh7d2h2d 
QhTc9s8d3s KhTh7s7d2s 7s6d5h4d3c QcJs7h5c4c 
AdKs8s7c3s Kd8h7d4h3s AhJs8c6c5c 9h7s7d5d5c 
Jc9d6s6d4s AdQs7h6d2c QcTs6h3s3h 9h9d7c4h3c 
Jd8s8h7s6c Jd9d8d7d6c KhTd9h5h4c QdTd9h6s2c 
Kd5s5c2s2d KdTc9d8d2h QdJh7d7c6d Td7c6d6c3h 
Ad8h7d4d4c Jd8d8c5s2s Th9s8h6d6c KcQh8s7s7d 
Ks8h7h7c4c KsJh5s3c2c 8h7s7h5d2s AhQhJc5h2h 
JhThTc8h2d KsQh8d7s4c JdTs5d4c3h Ts9s6h5h2c 
Qh8s8d4h4d AhJc5d4h3h AdQsQdQc8s AhQhJc7s2h 
AhJs8c5c4c 9s6c5h4c3h JsJh9c5d4c AdQs8h8c2d 
As6d5s4c2h QhJh9h7h7c AhQdJd2s2c Ks8s6h4h3d 
JhJc8c7s4c KhQs8s4h3s Qh9d5h4d4c Ac9h9d7d6d 
AsKd7h5d2c QdJs9c5s4s KsJh8s6s6c 9s6d5d4c3s 
9c6s5s4h4c JdJc9s7c3h AdTd9s6d4d KcQsJd8s4s 
Ts7d7c6s3c JdTc7h6d2h QsJh7c4s3c KdJc6d5d3h 
KcJd8h6d5d QhQc9s6d2c Ah7c6s5h2d Js8s8h5c2h 
KcQsTh2d2c Ks9h9d6s4c KdTh8s7h5h Qc9h5h5c4c 
KsTh8d6c4h QsJc9h4h4c QsQdJs8c2s AdTh8s6c4s 
Ah8c5h3c2c QhJc6d5c3s Ks9s7d6c3h Qd9h6h5d2h 
KsTd9c7d3h JsTh7h3s3h 9h7s6d3h3d QcTh5h3s2c 
KhQh9s8d5h AhTh5s5h4d KdJdJc3s2h AsJs8s5s5h 
Ac7c6d3s2s JcTd5h4c3s KdQd7s7d6d KsJs9c2d2c 
Ts9h9d6s5s KdQh9c4d4c JhJd5h4s2s QcTd9h9d2s 
Qs9d7d5h3h KhJdTs6s3c Jc9d8d7d5h QcTdTc6c3h 
Ac9d6s4h4c KdQdTh7c3d KsQd8c7h7c QsQc8h6c3d 
JsTc9c8d4c Jd8s6h5d3s QcTs7h7d5c KdQc6d4s3h 
AhKd8d8c4d KsQdTs7s3c AhJc9c8d2s QhJsJc7s4s 
ThTc6s6d5s AhJs8d8c4d QcJd7c5c4s Jd8d7c5c2s 
Jh9c8s8d6h Jc9s9c8c6h KsJc9d7c2d Ah9s7s7d5c 
Qc8s8h7s4h Ac8h8d6s6h AsQs4s3h2h JcTc6h6c5d 
KhTh9h9d3s Kh9s9d4s4h Ts8h8d6c5s KcTs5h5c2h 
Qc9d8s6s5s Qc9d7h7c4d Td7d5h4c3c AhTdTc8s2d 
KcQcTh9c4c 9s9h6h6c3d Qc7h6h4c3s JcTd9d8d3s 
KhTh5c4s3d As9d7c6h5h KcQs5s5h2h KdTd6s6h2h 
JhTd9c6s4s QcTd7h4d3h KdJs7d6h3c AdJs5c3s3c 
AsJc9s7s2d Jc9s9c6s2d QdJh6d4h2d Kh8h5s4s3d 
Qd9s8d7d4s Td9d8d8c6s AhKd9c7c3s KcJc8s7c4h 
QsTsTd6s3c Ad9s6h4d4c KsQsTd7c3s JsJh9c6d3s 
AcTd9s7h3s QcJh5h3c2c QsJs6s6d3d Kh7d6s6c5h 
Qs8d8c7d4c KhJd8c5s4d KdTd9s9d3c As9h6s6h2s 
Th9d8c2h2d QsJd8c7c5c 8s8h5d4s4c KsQh6c5c4c 
Qh9h9d8d4h KsJc6s5s3d Jc9s7d5h4c KdJs3s3d2h 
KcJc9c8c6d TsTd7h4h3s 8h8d7h6d3d KdJh6s5c4h 
Js8h8c4h4c KdTc9s4s4c 9s8h7d5h2s QhJhTs7h3d 
AhTh8c4h3s KdJd8c4h2h 9h7d7c5s5d AcTc8d5c2h 
JhTc5h4d3s KhQcTs8d3c Jd9s7d4s4h QdTs6h5c4c 
QhTsTd4d4c TsTd9c5s4h 9c7s6d5h4h AdTs6s6d2d 
KcQcTc9c4d Ah8h7s3s3h JsJd7c6d4d Kc9d6h5d3h 
Jc9s9h8d5c JcTc5h5c4d Kh7s5h3s3d AdKc5h4s3h 
8c6h6c5d3d 8h6h6d5c3c 8d8c7h6s4h AcKc9c5h3c 
JdTh5s5c4d 7c6d5h4d3s KcJsTd6d3h AhKdJh6c2h 
Qc9s5s5h3c KdQc4s3s2d JdJc8c7c4s Js8d7s6c3d 
QdTs9d5c3d AsKs9s5d3s Ts9s8c4d3d Qh9s6h5s2s 
QsJd9s8s5s QhTs7h5h4d AdTd7d5d5c Jh9s8c6c3s 
JcTs9h6d4d QcTc9c8c6c KcTh6c4c2h KcTh8h6s6d 
Kc8h5h4h3c AdTc4s4d3h AhQd7s6h2c Jd9c8d8c2d 
As7s5h4c3s KsQd4h3h2s QhJd8h3s2d Qh8d7s6d5c 
As8s7c3s3c 8s8h5s4c2c Ts7s7d6s3d KsTd9s5s4h 
QhTc7h5h4d AdTh3h2h2d Ks8h6d4d3s KdTd7s7h2s 
9c8h8d6d5d TsTd9s3h2h 9c6h5h4d3c JcTd9h8s3s 
Ah7d5s4d3s JdJc8d7s4d As9d5s4h4c JcTc6s6c5d 
As8h6h4s2s Jh9s7h5d2s QdJs9s9c6s Tc7c5d4d3s 
JsTc4s4d2c QsJc7c6s2d AsQcTd6h3h 7c6s5h4s3d 
AdTd8s5h2d Jd8s6h5h2d KsQh8d5d2h Qd9c5s4s3d 
QsTh9d6c2s KsJs9h6s6d AcKd4c2s2h Ts8s7d6s6h 
Ac7h6s3c2h Ac9h8c7d2c QsJs6s6c5d Ac7h4h4c2h 
KdJs4c2s2d 9s6c5d4c3d KcTd7s4h4c Qh9s6h4c3c 
AcQsJs6s3d QcJcTs4c2h 9s6c5c4s4h AsThTc8d2c 
AdKd7c2d2c JcTd8c7h3s 9h7c5s4h3s Kh8c7h5s2s 
As8s8c3h3d 8c7d5s4s3c Jh9s9c8d5h Js9d8s7d2s 
QsTs8s6s6h JhJd8d7s4d 9d7s6h5c4c KsQhQc9d3d 
Kd8s6s6d3h Td8c7s5d3c Kc9s8d8c5h JcTd7h6c2h 
KhTs9h8h2d KhQc8h6s6h AhTh5h5c4d Jh9d8d7d5c 
Qd9s6d5h4c Ac9c7s6c3d KdQc8h5h2c Jh9s9h7c2s 
KcJs4s3c2d AcTc8s4c3d AsJh7s4s3c AhQdTc4c3c 
8h7d7c6s5d Ah7s6h3s2c 9s6s5c4h3h Qh9c6c5h2c 
QsTs9s7d4c KdJs7h6c4s Qc9d6c4h3h Ad7d4d4c3c 
KhJc8s5c3s QsTs7s6s5c QsQh9c5c3c AcJc9s5c4c 
9d8s8h6h2d QdJh8h5h4s AdKsTs8s2s TsTd9c6d3h 
AdJd6d5s3h Th9d5h5d4h Kc8s7c5d2d QhQc8d5c2s 
Qd7d5h4c3h Jh7c6h5c3h KhQcJc5c2s Ac8d7c4h4c 
AdQh7d6c2s 9h8h7c6s6d Kh9s8h6s2h AdTc8s6h4h 
KhTh7s7c2s QdQc7s2s2d Jh9d9c3d3c Kc8h5c4d3d 
KsQdTd6c2h Qh8c6s6c3h Kd9h9c4d4c Qd9s9c8c3s 
AcJs9h6d5h JdTc7h7d2c AdJh4s4c3d AhTs7h4c3h 
AdTd6c4c2d 8s8h7h4d3d AsQsJd7s3s KdJc8s5c4h 
KhKd8s6c2s QdQc8s5c2h KsTd8d6h6c KsQd6d3s2d 
QhTd9d3s2s 9c8h8d6d2c Kc7h6h4c3c 8s7d6d4c3c 
AsJc8d6c4h QsTs9h7c4s KhJh7s7c4d Kh5d5c2h2c 
ThTc6d4s4c Jd9d9c8h5d 9h8c7s6c2s AsKdTc4d2d 
Ks5h4s4c3h QcJh8h8d2d AsTd8h6c4h 9h8d8c6c2d 
QhJs5s3h2h KcQdTh2s2c KcThTc9c5c QcJh8c7c3h 
Jh9c8c6c5s Kc8s6s4c2h AdQc8h7d3d AdQs9h5s3c 
Ts9s6c5c2d Qd8h7c6h5s Kc9s9h4h4c Td9c8d4s3s 
Th9h9c3s2c Ts8d7d6c4d KhTh5c4s4d Jd9c6s6c4s 
Qd7s7h4h4d Qd9d6c4s3s QdJdTc4d2h Ah7h6s4h4d 
AsKs9c3h3d 9c8c6h5d4s Qd8d6h5s2h QsThTd4d4c 
AdJc9s8c4c Tc9d6s6d2c AhJh5h5d2d KhJsJc4s3d 
KdQcTd9d5d Qs8s6d5c2d Kc8s7d4s3c QsJh7d5s4s 
QdQcJc8s3c 7h7d5s5c4s Kc8c5h4h3d TsTh6s4h3h 
8c6s5c4s2s KhJc8d5s4c Ad7d7c6c2d Qc8s8h4s4c 
KhQc6c3c2h QsTs9s6s6d JsTh5d4s3c KhQd9c6s4d 
JdTd5s5d4h Td9s5c4s3d 8d7s6h4s3h Ah9h6h5d2d 
9s9d6c5c3h 8s7d5h4h3d Js9d9c8s6s AhQdTd7c2s 
KdTc6h6d5d KsTc8d6s3h AhTh6d3d2d KhJh5h5d3d 
Qh9d8c7d4c KdQd9s6d5d KdJhJd8c3s AhJsTc4s2d 
QhJsTs3d2c KsQc5h5c2h Qc9d8s7d2c Kh8s5h4d3d 
QsQh7h3c2s AhTh8d6c2h Ac9c7s6c3h Td7c6d6c3s 
9s7c6d5h4h KcTc6c5c4d KhKdQs8s2s 9h9c8c7d2d 
QhJs8s4h3h KsKh6c4c2c KsJs9d8c3h KhTd8c6h3s 
Th9h8h7d7c Td8s7s6s5h Qs8h8c5s3c Kd9h9c5d2c 
Jh8c6s5c2h KcTd8d3c2s QhTc8s2h2c KhJhTd5c2h 
Kh7h6d5d2d AhKdJd6c2s QcJsJh7h4h Qs8h8c7h4c 
Kh6h5d5c2d Kh9s8d8c7c AcQsJs5s2d Js9d7h5c4s 
QhJc8d4d4c KsQc6c3c2s 9s9h8h7h6h AsKc7h5c2d 
AcQhTs4d2h KhQhJs4h2d QhJh8d8c3d AsTh8s4d3s 
As9s8h6c4s Td9d7c6h3s 9s9d8d6d2s KcQhTs2d2c 
Kd9h7d6s6d 8c6h6d5c3d KcTc9c4s2s 9s8s6h5c4d 
KsJh8s6s6d QhTs7s6s2h AhJh9h7h4c Qs9c8c7d4d 
Qc7d6d4c3s JcTc9s6h3c QcJh9s9h6h TsTd7s7h3c 
Td8c7h6d2h Js9c8s8c2s Jc7h7c6h3d 8s8c5s5d4s 
QsQcJc8d2c QhJc8h4h4c KcTd8h6c3s Ks8c7h7c4h 
JhTd9d8d3c KcQcJs4d4c Jh9h8h8c3c Qd8d6c5h2c 
QdJdTs7h3d JhTc8h7s3d KsJh6d5c4h QhJsJc4s2d 
KcJh6c5s5c QhJs6s6c5s Th8s8d7s2h QsTsTh6s3d 
QsTd9c6h2s AsQcTc5h2c Qc9d8h7h4d AdQh9h7c4s 
TsTc6c4s3s TsTh9c5d4h Qs9c5s4h3c AhTh7s7d2c 
KdTc9h8h5s Th7h7d6h3d 9s6s5c4d3d QdJc7s5d4d 
AsQcTc7d2h Kc8h8d7s5c QsJd4d2s2h Td9s9c6s5s 
KsQsJs5d3s JhTh6h6c5d Qh8s6h6d3s As9s6s5c2c 
AsQs7d3d2d KsJsTc7s2h AdTs8d5c2d AcTh8c5d2c 
Js9c7s5h2c KcQh9s6d4h 8h7d5s4s3d Qh9s8s8d7s 
QsJh7s5s4d As9c8s7s2d QhTc8s3s3h Th7h5c4s3s 
Ah7c6d5h2s KdQs8d6d6c KcJc5h5c3h As8h8d6d6c 
As7h6d3s2h TdTc6c4d3d KcJh4d2h2c Ks9s7c6d3h 
JsJh7c6d4c AcTc7s2s2c AcJs7c4h2d JdTh7c4c2d 
AsJcTh4c2d 8s8h7d5h2s AhJc9c8c4s 9s7d5h4s4d 
AcKh7h6s3h Ah6s6c3s2h QsQcTc3c2d QcTh6h5h4d 
9h6h5c4s3s JdTc8s3c2d Qd8s8h4h4d QsTs5c4h3d 
9s9h8s6s3h TsTc7s4c3c Qd9h8s8h7h QcJd8s5s4h 
Qh7c6s4s4h 8s8c5c4d2d KhQs9h4s4h Ts8d8c7c3s 
9s8h7s5d2h 9s8s8d7c6s KhKc7c4c2d AdQh8c7c4s 
AsTd4s4d2s KcJd7s7h5d 8s7c5s4c3d KhJh8d6d3h 
KsTd8h7d5d KhQd9d4d2h Ts9h5c4h3s 9h8d7c5d2h 
9c5s5d3d3c KhQh6d6c2d KdJc6h5s4c Th9s9c6c5c 
Th9c7s3h3c KsQs7s7c6s Ad9s5d4h4c KdJh9d6s6d 
Ah6s6c4h3d 9h7d6h4d3c QsTs9s6c4s 9h9c6c2s2h 
KcJdTc5s2c Kd8h7h4d3c JsJc7c5d2d AdJdTc5d2d 
QsTsTh6s3c QcTh7c5d2h JsJd8h7h4c QdJdTd4d3s 
KsJsJh4d3s Ad9s9h3d2h 8h8c6s4d4c Ts9s8h5h2s 
AhJd5c4h3h Kh9h8d8c5s JcTc6h4s2h 9h8h7d6c2d 
Td9h7c6h2c AdJs7s7c6s AhJs8d8c4c KcJdTc5h2c 
AhKsTd5s2s KhJhJd4c3h QcJd7s7c6c KhTc9h6s2d 
KcQs9h7s5s KcJc8h7h2c Jh8h8d5c2d 8s6c5c4d2d 
AdJc8s8h4s Qs6s5h4h3s Ts9s9c3d2c Ah8h8c3s3d 
KhQd6h5s3h QdJs7h6c5h Ad7d6s3h2h Jh8h7h6s5d 
QsJdTc7h3c KdTd6h6c2h QcTc9c5h4d QdQc8h6c3s 
Qs9s6d4c3c Td9c5h4h4c KhQs9s3s3h 9h7d6c3h3c 
8h5h5c3s3c JdJc8c7h4c KdKc7s5s2h Jc8c7h6h3d 
9c8s6c5c2s Tc8h8d7d3c AcQhJs2s2d 7s7d6d6c3h 
9d8d6h5s4c Jh8h8d7d2s QsJdJc7d4d AsKhJh6c2d 
Qh9c5h4s3s JsTs7s7c5d AcQs8c6c3h 8s8h6c4h4d 
Ks9h9c6c3h 9s8d7s5h2d Ks9d8h6c4s Kh6h5s5d2s 
QhTc9d6d3s AsKh8h8c4h AsQs7h3h2d AsJdJc5d3d 
QcTc9h8c4s AcTh8c4d3c KhQhThTd3h 8s8c7s4d3d 
KdJd6d4s3s 9d8s8c6c5c Qd9c8s7c2d KdJd7h4d3h 
AcKs8s8h4s KdJc6d3d3c 7s7d5s5d2d KhTd9d8c4s 
KdJc9d5h4d AdJh6h3d2h Jd9c7d4s4c Td9s9h6d5d 
8c7d5c4d3s Tc8c7s6d6c QhTc9s9d5c QhTc9s6d3s 
9s9d6d6c3h 8d6s6d5h5c Tc9d8s2d2c As7s5h3h2h 
9h9c7h7d3s JsJc7d6s4s KdTc9d8d4s AdKc7s7h3c 
KhQsJs5s2c QdTd8d6h6d AsQc7s6d2h AhTd9c4c2d 
AhKs7d5s2c 7s7d6c5h5c Jh9s8h7s2h Ah9s9c6s4c 
QdJs8c6s2c Jc9d6h6d4h QdTh9s8c3s KcTd8h7d5d 
KhQc9d4h4d AcQh6s6h5h JsTs6c5s4s AsTc8c6c4d 
Ks6h5s5h3s As5h3c2s2c AsKsQs9h2s 9d8s8d7h3s 
Ac9d7s6d5d AhJh9c4h3s 9c8d5d4h4c AsJs9c4s3d 
QdJh9c8d2s KhTh7s6h4h JsJd9h7c3s QsTh9d7c4h 
Js9s8s7s6c KhJd7c6s4d Qd8h8c7d6s Qd9h7h5s3s 
AcQcJs7d2c 9h8s8h6s2h QdJdTh7s3d KhQdTh9h5h 
JhTc8h8d4h 8s7h5s4h3c AhTd7c6c4s JsTh6c5s2c 
Tc9c7s7h6c Kd9d7s7d3s Jh9h8h7h7d AhJc9d8c4c 
AdKcJc7s2c Qh8d6h5d2d JdTs7s3s3d AdQc9c6s4h 
AcJd9h8s3d KhJsTd6d3c As8d5s3h2h JhTd9s8h2h 
JdTh5c2h2d AdJs8h6s4c JsJc5c4d2d As9c7d7c5h 
QhTs5h3s2c Tc8s7s6h4s AhJsTh7h2h Qd9h9c8c3h 
JhJc9s6d3c AdJs9h8c4c 9s8s8c7d6s ThTd9s6d4d 
AhJh5s5c4h Jc9h8d6h5h Ks9c7s6s6d QdTc9s6h2d 
Jh8c7h5c2d Jc8h7c6c5s KhJh7h6s5h JsJd9c5h4c 
Ks7s6h5h2h KdJs9s3d2s KhQhJc8d3s AdJh9d5d2s 
QhJc8s6c4d KsJs7s6h5s Qd6s5d4s4d AhTc5d4s2h 
KcJs8d7s4h QsJc8h6c2h Qc8s8h4h4c QcTsTh9h4h 
Ad9s8d3h3c AcJc5s5h4c AsJd7s7h2c KhTsTh7h3c 
Js9d5c4s3c Th8s7s7h3d KhJd5s5c4h KdTh8h7h5s 
AcTs6s6c2c Ts9d8s6h6c 9h9d7s6h4c AdJh7c6c5c 
8h6c5c4s2s Jd8c7d5c3d KhQc8d5d2c Ts8d6c5s2d 
Qh9c8d6s5d QdTs8s7h4s Ac7c4h3h3c AsJs6s5c3h 
Ad6c5d4s2h QcTd9h8s3h KdQhJh5h2c KhThTc9h5h 
AcJh7d5d4d As9c7c6h5c QsQd4h2d2c Tc9d5d4s4c 
Kd8h7d5c2c Qh6s5d4s2h 8d6d6c5s5h KdQh9s7c4d 
Jc8c7c6h5s KdQhQc7s2d 8s8c5c4c3s QhJhJd8c2s 
Ks8s6h4h3c Qh9d9c8d4c Ad5d4h3h3d KsQh8h8c6h 
QsJd7d6s2h Ad9c7c6h5c 9s8s6c5d4h Kd9h5c3d3c 
9c7h6d5s4s Ac5h5d3h3d QhTd9s9h3h QdJd6c5d4d 
QcTc9d7c5c Jd9c8s6s3c Ac7h6d3c2h ThTc9c3s2s 
Kh5s5h2s2c Kc7s6h3s3c 8s6d6c5s3d Qs9d6s4c3c 
KsJc8d6c5c KhQsTh7h3c Ks8s6c4c3d Ac9c8d6h4c 
8d7h6s6h3s KcJhJc8s3d Ah9h5s4s3h AhQh7c3c2c 
AhJc6s2s2h AcQsTs7h2d Qs8c7d5c3s QhTc9d8s3d 
QdJc7h5d4d Ts9c6d5s2c QhJd9s5d4d AdQd7h4s3d 
KdJs5d3h2h KhJh9d6s3c JcTc8h7c4c AdTs9c8c2h 
6s6h4s4c3h Qh7h7c6d3c Ac9c5c4d3d QdTc6c5c4h 
Jh9c8s6c5c Kh9h8h7c3c KdQh8h5s2s 9d8h8c5h2d 
AcQdJd6d3s QcJs8d5d4h Ts9s8s6c2c Kd8d7h5c4d 
Kh8c6c4d2h AsQc7h6s2d Ad9d8s7d2c AdKs8s7h3s 
AdQs9h3s3h 9d8d6s5c4h AsJhJd9h2h Ad9h9d8d2s 
QsJc9h9c6c Qd8d7h5s3s 8d8c7s5c2d As9d6s6d2s 
JcTh7d7c2h AcQh6c2h2c Qc8s8c6h2s Ks9s9h4d3h 
6h6c4s4h3c QhTs5h3s2d 8d7c5c4c3d 8h6s6d3s3h 
AcTc8h5d2c AsQd8h8c2s QhTs8c3h3c KhQdTc8s3d 
Th8s7d5h3s AcQc6s5c4c As7d6d3c2s Kh6s5c3h2c 
9c6d5s4d3s JcTc5s5h2h Qs9d8h7d4h Jh8c5c4h3s 
AdTsTh8c2s AcKhJc6d2c AcQsQdQc8s KcQd9s6c4c 
Ac6s5c4c2s Th8h8c5c3c AsTh9c8c2d AhQh7h7c2c 
Qh9s9c7c6c 7h6c5c3h3d 9h9d7c6d4s Qc8s8h7h4s 
JsJd6c4d2s Ah5c3d2h2d 8d7s5s4s3d Qh6c5c4c3h 
Ad7d6h3c2c Ac9d8c3s3h Ts7d6s6d3h AcTh9s8s2d 
QdJc9s4s4c Ac9d8s5d3s Js9d7h5c4d KsJh7s5s5d 
9c8s6h4h4c ThTc7d4d3h QsTh5h3c2s AhKs8s7s2c 
8h5s5d3h3d QdJs9h5s4s Jd9s9h6d5d Js8c7s6s5d 
KdJh6d4s2s Qs9s9h8h4s Qd9h9c6c5s Qs8s7c5h3h 
Ks9h8s7h3s AsJdTs7s2s QsTs9s5d4c QsQd7d3c2s 
9h8c6h5h2c KsQd7s7h4c AcTs8d7s3h AhKdJc4d2d 
Jd8h6s5h2d AcJd7h7c2s KdTh7s4d4c 9h6h5s5d3d 
QsJsTs5h5c JcTs9d5d3d As6h5s4c2d Jh8s7h6h5d 
9c8c6c5s2s AdQhTh7c2s QhQc9d5s4s JhTd6s5d2s 
Qs9s9d5d2d Qc7h7c6h3d 9c8s8d6d5d TsTh9h8d5h 
Jd9s8h6h3s Jc8d7c6s3d Ks7c6c4s3s KsQsJd4s2c 
AhTh8h4c2s JsTh5d2s2h Js8c7s5c3s JhTc9c8c3d 
Kh9d6d3s3h Qd9c7h7d4c KdQdTs9d4d AsQhTc7d2h 
Js8h6s5h2c QsTs9d9c2h QcJd8s8h6d 8h8d5h4s2s 
KhThTd7h3s AcQdTd6h2s KdJdTs7d2c KsTd9h7s2c 
Ah9c6c4h3h TdTc5d4h3h QsQh4d2s2c KhJd8d5c2c 
KcTd8d3c2h Kd9s9d4s3c TsTh7c6h2s AsQh8c6s3s 
Th9s7d6s2d AsJc5d3d3c AcTd8s6h4h TsTh6c4h4d 
AcJdTs4s2h Td8h6d5h2s KcQcTh7d3c Th8s6h4d3d 
As9c7d6c5c KsTs7d3d3c KsJs9c6s2c Ah8h7s3d2s 
8d6h6c3h3c AsTh9d8d2c AcTs7h6h4d AhTs8d6c4d 
AhTc8c6c4s ThTc9s5h5d JdTh7s7h4h JhThTd8h2c 
Jd9h8h8d3d Ah5h5d3s3h 9s7c6d4d4c TsTh7d4d3h 
AhQsTc7d2s Jd9s8s4d4c Jh8d6c5c2h QdJd8c5d2c 
TdTc9h6c3s KdKc9d5d2d Qs7h6h6c3s Js9c5s4s4c 
AhQc8d7h3h QsJd8s7s6s Jc7c6c5h3h KhJc8d5c4s 
AcKs8c5h2c Ts8d6s5d2c AhTc6h6c2h Jh9s6s6d4d 
Qd8s7c6c5h AcQc7c6d4c Qc7s6s4c3d KsQsJs7s6s 
KcJh6c4d2d As8s7h4h2s Ks9s9h4c3h KsTs7h3h3d 
Jc8d6s5s2c 9s9h6c5c3d Tc8s7s6s5h JdTh9c5h3h 
Tc8s6c4d3d 9s9d8d7d3s JhTd9c8h2h 9h8d8c6d2c 
AdQhTs4s3s 9s8c7s7c2h TdTc9d3s2s 9s9d6c5h4d 
Ks7d7c4c3s Qh9d5c4h3c 7d7c6c5c4h KhJsJc8h3d 
Qh6s6h5d3d KhJd7d6s6c Jc9d8d4s4c AhTd8c7d3s 
AdJh9h6s5h JhTh5s4s2h Js8d7d6c3s AdQh8c5s4s 
AhKsTc4s2s JcTh7h7d4h 9h6s5s4h4d JhJd9h8c2s 
AdTs9h8h2c AcJc5s5c2s QcJs6h5c3c KcQc9d8s5c 
Tc9s9h6s5s Js8s7s6d5h QcJhTs3d2c JcTd9s5s3s 
KdQs8d6h6d Js9d6s5d2h TsTd9h5c4d JcTs6d5s2d 
JsJc8s7h4s Js9s9c6c2d Th9c8h5c2h Tc9d9c4d2d 
Qh8s8d4s4h QdJc7h6d4s 9h9d6h6c3s Kd7d6h4d3h 
AdQhTs7h2c AsJh9d8c3h QhTh9s9d2c Js8h8c7c6d 
KdQh8h5c2c QsJs7d5c2c QdTs9h6c2d KcTs9c8c4d 
QdTs9d9c3d Qh6c5d4c2h QdJs5s3s2d KsKd9h9d9c 
QsJsTd7c3s KsTs6h6c2c KcJd7c6h3s KhQdJd5d2c 
Ks8d7s4d3c AsKs6s6d4s KhJh8s6s3h KhKdQc8c2c 
9s9d8d6d3s ThTc9s8d5s 9h6d5d5c3c QdQcJd6s2d 
AcKdTs4d2d Qc6s5s4s3c Jh9h9d7c2d JhJc7d6c4c 
Ks8s7d6h2d Ac8c7s3d2s 9c7s7d5s5h KhQd8c7s7c 
9h7c6d4d3c Qc9s8c5s3c Td9h5d4h3c KsQd6s5h3s 
AcKcJc2s2c Ac7s6h4s4h Kh8c6h4s3c Jc8h7c5h2d 
KsTc8h6s3d Jh9c5h4h4c Kc9h9c8h3c KhQsTd8c4c 
JhJc9d7c3s Ts8h6d5h3d JhTh9d8s4h AhQd8c5s4s 
AdKcTs4c2c Kh8c7d7c4d Tc9h5s4s3c 9c8h8d5d2c 
Qd7d6h5h5d 9s8h7s7h2c QhJs6s6c2h Qh9s9h6s2s 
9s8c7d5c2s ThTd9c6d4d AsQdTc6h3h QhTc6s3s3c 
QsJd7h4s3h KcJh4s4c2s Ks9h9c6s4d KsQsTsTh3s 
AdJc9s5h5c JcTh4s4c2h JdTd6c4c2h KdJd9c6h3s 
JhThTc6d3h Jc8d7d6c3d QdTc7d5d4h QcTd7d6h6d 
Ac9h9d4s4c AhQh7c6s2d KhJd6s5c4d AcQcJh7s2c 
KsTsTh7s3d Jd7h7d6h3s 7d7c6h5s5h 9d8h8c6d2c 
Td9s9h5h5c KhQh7c5s5d Ad7s6h4s4h Qs9c7h6d5d 
AcKcJs5c2c Qs9d5s4d4c QsTd6h5c4c Th9c7c6s2s 
Kc8d7c5h2h 9d6d5s5h3s Tc7h5s5c4h AsThTc3h3d 
QcJd7s6h5s JhTh6d5h4h QsTc9s8h4s AsKd8s5c2s 
JsTs9d8c4s Tc7s6s6c3d Kh9s7s5c3c AsQc7c5h5c 
AcQhJc6c3c AcQs6s6d5s AcJd5s4c3c AsJd9d6c5d 
