QhJh4c3h3c 
ThTd9c7s3d AhJh9d7h2c JdTs8d7c2h Qd7h5h4d4c 
Jd9h8d6d5d JsTs9h4d3s KhJsJd8h4h QhJhTh3d3c 
KdTc8s8d5d JdTc9c7s2h Qs9d6d4s4d Qs7s7c5s4c 
KdQdTh3c2s KsQdTs4h4c QsTd8s8h5s KsJhTc8d3h 
As9h6h4h2s Th7c6s6h3s QdJs9c6h3d Ah7s5h4h4c 
AdJh9s8c4s AsJhTd6c3c Td8h7h6d3d Ts9c7c6c4h 
Th8d6h6c3c Kc8d8c5d3d Jd7h6c5c3h Kh8h7d6h6c 
Ah9c6c3d2h JcTdTc7h3c AcTh7h6h4s Th9s8c7c5c 
JhTd9d7d4d KcQd8s6d4h AhTd9d8d2c JsThTc4d3d 
JhTd9h7c2s QhJsTc2d2c Qc7s5d4c3d ThTc8c4h2c 
Qc9h8s6h5h KcQs7s5d2d KhTsTd8c4d Ad9s6d3h2s 
Jc8d7s7c6h QcTs5h4h2s Ts7s7c4d3d Ks8d6c4s2d 
KhTh6d5h2d QsJs9d3h2d Td8d7d6c4h 9d7d6s5s2c 
Tc9h9c6d3s QsTh7s4h2c Kd9s9c6d5d Ah9h8d7c2h 
QdTc8h7s4h QsTs9s5h3d QdJd9h7h2h KcQd7s7d2c 
AhJcTd5s2d JsJh5s3d2h 9c7d6h5d3s KcTh7c6c3s 
Ts8c6s6h3c 8c7h7d5d2h 8h7s7h6d5c AhTc9s7s3s 
AsKh6c3c2h QhTd7s5s2h KdJsJh3d2c KsKd7h7c2c 
Ac8h7c3d2h JhTh7s7c5h KhQsTh4d4c QhTh9d5s3h 
QdTs7d6c3h 9s9d8h7h2s KsQc9s4s2c KdQh3h3d2d 
KsTs8s8c5d AsQs8h4s4c 9s8h7s6h2s QdJh9c6s3d 
AcQsJd8h3h QcJh7c6h2d KdTs9c5s2c KsQc8c7c6c 
Kc9s9d7h6h AhKdJc8c3c As8c7d5d4h 8h7h7d3s3d 
AhKdJd3s2d QdJc8s8h6h Kc8d6c4h3h QsTd9h7s4s 
As6h5d4h4d AdJsJc7d2d KsTd8h7h4c KcQsJc8d2h 
Ts9d8d4h3h AcQhJh5d2h Qh9d6h5h2d Td9h9c6s5s 
KdJd6d5h3c AcJc7d7c6c JhTh7c6d2d Jc8h7s6c3h 
Ks7d7c6d2s KdJsTh3d2d QhJs9d3s3d AhJc8d4d3c 
KdJd7d5c2c JdJc9d3d2c AhKh9h7h5h KsTdTc7h4h 
AdQc9s2h2d 7s7c6d5s3h JcTc6d5h5c AsJs9h7s2d 
AhKd8s5d3d KsKdKc2d2c Js9c8s7s2c Tc7h6d4h4d 
Jc8h7d6s5s Jh8d7c6s5d Ah7c6s3h3d AcJs4c3h3d 
AdQd8s4h4d Ad9c8h5h3c Qc8c7d6d2s Qh9s8d5s5d 
KcQc8c6d3d QcTs8c3d2s KhQcJc7d4c JsJcTc5d2c 
QhTs5d4d2s AsJh9c8d4c TsTh8d4d3s KhTh6s4d3c 
KsJsTs7s3d 8d8c5h2h2c JdTsTd6d3h QsJc9d6h3s 
Ad8d7c3h2h Ad8d7h4d2h 7s6s6d4d3s KsQs6d5s5c 
Qd9c5h5d3h KhJh8h5d4s JsTs8d6h3c KhKc8h4h2d 
AdTh9h5s2s 8h7s6h6d3d AcKs8d5s3s QhJsJc8d2h 
QhTdTc6s3c QsQdJd7c2h Ks9c7d5h3s Ad8c5d3s3h 
Th8d7s5h2d AsTs9s8s2c TsTc9h8s3d Th8h5s4s3d 
Ah9h7s7h5h KsQh9h9d5c QdJcTd4s2d 9d9c4h3d3c 
QsJs5d5c2c KdTc7c5c4h AdTc6d5h3d Tc8c5s4s3h 
Td9d8h4h4d Kd9h7s5c3d KsQs4h3h2d KcQc6h5s5c 
Ks8s6d4h2d AsKdJh6c2d Qs9h8h7s3h TsTd9s6s4h 
Kh9s7h5c3d Jd9c8h8c7c JsTd9h9d3d Kh6d5s3d2h 
AcKs8c6h2c QdJh9s3d2s AhJsTc6d3c 9c8d7h6s6c 
KsTs9s6d5s Ks9d7s5h3c AhQh7d4h4c JdTd9d9c2h 
Qh9h6s6c5d AsQh8d6d6c 9d7c6d4d4c AhKs6d5d3c 
Ac9c8c4d2d Ah6h5c4d2s Th8s6h5c4h Jd8h6d5c4s 
KhJs8d5d2s Th7s6s6d3h JcTh6c4h2h Ac8c7h4c2h 
QdJd9h7c4s 7s6h5c4c2s Qs9c6h6c4h KhJh9h7c4d 
Ac9d6d3h2c Qc7h7d6h3c Tc7c6h4d3d KdQdJh5d2s 
As8d5s4c2h Qs7c6s4h3h QhJs9c5c3d QcJh8h4c2h 
Ad9d8d6s6c Ks9d8h5d4h AsTd6c5d3c KcQh7h7d2c 
KhQdTc5c3c Ts9d7h6s2h 9c7h6h5s2s QsJc9d8h3s 
KhQsJs9s4d Tc9h9c7d4s JsJhTc4d3d JsTc6c4c2s 
Ad7h7d6c2s AhKsTd6d3d JdTs8c5s5h Qh9d5c3h3d 
KsTd9d6c3h QdQc5h5d2d KhTh8h8c5d QsTh7s4h2d 
JsJh9c6c4d KdTh7d5h2d JhTc8s5d5c AsJh6s3h2h 
JdTh7h6d2d QcJs7c6s2h QdJsTd4d3d Th8d6h5c4h 
Jh7s5s4h4d Kc7h6d5h5d QhQd9s8s4c KhJsTd5d5c 
Qc8h7c5h5c Ks6s5d4d2d Td8s7d5s3s AdJd9d4c3h 
Jh9d7d5s2h Qc9h7s7c6c KcJc8d7c3d KhTh7d5d2h 
AdQc7s5s4s AdQcJs3h2s Ks9h9c2s2h KsJs5d3d2d 
KhTd8s8h5h Qs7d7c6d3s JsJd8c6d4d AcJh9s9h4d 
KhJh9h7d4c Ks9d6s5h5c KcQc6s5d5c Kh9s9c2s2h 
QsJsTs6h3s Tc8c5h4h3s KhQdJd9s4d JcTh9h7h3d 
Kc8c5s4h3s QsQc5s5d2s AcTs9h8d2d Ac7d7c6h2s 
JdTd7d6s6d 7s6s5h4d3c AhTd9d7c3d 7s6s6c5h5d 
JdJc9d8h4d Kc9d7c5s3h Ks6c5h3c2s KsTd5c4h3s 
KcJd8d5h4s QcTh8s7d4s AdJdTc6d2h Ac9d7s6h5d 
Tc9d8d3d3c QhTc5s5c2h JhJc8s6c4c AsKhJh3d2h 
Th8h7d4h4d Td7s6d5d3s 8c7s7d6c3s QdJdJc7s3h 
TsTh9d7d4c 7h6h5d3h3d KcQh7s5s2h Jc6d5s4d4c 
KsJd6c4s4h Js7d6d5s3d 8s6h5h5d3s Kc5c4s4h3h 
Th9c5h4h4c KsTh9d8c5h KsQdJh4c3c Jc9d7s7d5h 
Ks8h5s4d2h AcTd7h7d4d QcJs8h8d6d QdQc8h6s2d 
QsQh8c5d2s Ts9c8d4c3s KsTc5d4h3s Jh8s7s6d5c 
9s9d8s7c5s As7h6h3s2h 8s7h7c6h3s Jc9d7d7c3d 
KdQdJdTd3d KhQs3s2s2h Qc7s7d5c3d AhQd9c8s3d 
JhTh6s6d4c AsTh5s4d2c JhTh9d7s2c Td8h6d5s4d 
QsJs8c6h4s AdTs8c5d2d Jh6d5c4h3c Qd8h6d4h4d 
Ad9s9d5d4c QhQd9h2s2c KcQc4h3h2s KsTh5c4d3s 
JhTh5d3s2d 9h7s5c4s4c KsJdTc8h3d JsJd9c3s2c 
9h7s5s4h4d 9s9h4d3s3h 9s9c7d4d3s QhTd8h8c5h 
Td7c6d4c3c Kd5s5d4s2h AdKh8s6h2c KcQcJcTc3c 
Kc9c8s6h4d JhTh9d4s3h 6h6c4d3h3c Ks8s8h5h3h 
KcQc6s5d2h Jc7d6d5c3d 9h9c8d7d2c AhKh6h3c2c 
KhQcJc9c2s Ad8s7h5c4h QhJd7d5d2h Ac9d6c2s2d 
KhQhTh8h5s 9s9h7s7d4s AcJsTd6h3h Th7d6h4d3h 
9s9d8c7c2d KhQhTh5h3s QdJc7d6c2h QsJs9d7c4h 
AcKs6d3h2c 9h8d7h7c2c JcTh7c6d3s KdQdJc8h2s 
9h7h6d3d3c Kc9s8d6d4s Tc9h8d2d2c KsTs9c8s2d 
Qc9s5d3s3c Jh7d6c5c3d QsQc9h6d3d AcQh8s5s4s 
JsTs6d5h3c AsTc7h7d4c Tc7c6c5d3d AcJd9c3s2h 
Qh9d7d4s3h Kh9h5s3s3c JsTs7s6s6d 9c7h6c4s3s 
AdJs6c5s5h AhKd8h6c2h JhTc9c4d3c Qs9s8h5h2h 
Ts9h9c4c2h JsTc8s6h3d AsQc6s3s2c AsQh6s4s4c 
QsQh9d8d4c KcTd8h7c3s KdQd8h7s4c As9s7s7d3c 
KdQh8h7h5s QhTd7h4d2s AcKc9c7c5c AhQs6h3h2s 
AhJh7s7h6h Js9d7d4h3s Td8d7d6s4c QhTh9h9c4d 
Ad9h5d4h3d Kh9d7d3h3c 6d6c4s3s3c QdJd6h4c2h 
Qh8d7d5d3h JdTs9s4c3s AhQc7d6s6d JsTh8s7c2d 
Td9c8h4d2c AcTs7s5s5d AcKc6c3h2h AcKc6s6h3c 
JhTc7s6d3h Ac9c7h3h2h Jh9d8h6h5h Jd6d6c5h4h 
KdJd8h5d4c JdTd9c5d4d KhKc9c4s2c JcTh9h7s2d 
9h7d6s5d4c JsJh7h6d4h KsJc8d6c3d TsTd9c8d3h 
8s8d5c2s2c Qh7d6h4c3c KsKhKd2s2d QsQdJc3d2d 
Ks8s7h7c5d QdJh8h7d3d 9h8d7s6h6c Ac6s6c3d2d 
As9h9c3c2s JdTh8d7s2c KsKc9h5d2d AsQh9h8c2d 
AhQsJd8c3c 8h7h7c5d2d AsJs7s7h6s JsTd9h5s5c 
AsJd9s3h2c AdQd8c7h3d AhKc9s6c4c KcTh5d4s3c 
9c8s6d5d4h AhTd6h5s3h 8c6d5c4d3d JsTh8s5c2d 
AsKhJd8d3d KcTh7h5h4d QhTs7s6h2h Kh9s9c8c7c 
AsJh9d8h3h Jc9h5s4s3h AcJd9h5c2c Kh9h9c2s2c 
AcQd8s5s4s 7c6s5c4s2h 9h9d7s6s4c Ah8h7s7h5h 
Ad9c6c3s2d AhTh8h7h3c Ah9h6s5c3h Jh8s6d4h4d 
QcJd7c5s3h Qd8d6d5c3c Qd9c7d5d5c Jc8d6h4h4c 
Ts8s8h7c2c QdJc8d8c2d 8d6h6c5h2d As8d6h3d2s 
JdTs5h5c4s ThTc7d6h2d Ad9d7s3h3c AhQdJh8h2h 
QsTd7d5d4c AhJsJd4h2h AdQd9d4c2c Ac9d8c5c3s 
QsJc9h5h3d KhJc8c5s4d Tc7s5c4s3h JsTs6d3h3d 
Jh8s8d5h2s Ah9h7d3s3c Kc8h8c5d2h KcQs7d5h4h 
9d7s6c4d4c 9h7h6s5s2s QcTd7s5d4d AsQd9d8d4c 
QdTh8s5c4s QcTd9h8h2s KhQsJd7s4s QcJh9h6s6d 
JhJd6h5s3c KsJd8s7s4h JdTs9s7s4s Js7h6h5s3h 
AcJd9s4c2h AdKh5h4s2h KcQhJc8d2s AhKcQc6d2c 
AdJd7d6s3c Kh9c7d6s5s 7s7h6s5s5c Ad7d5d4h4c 
JhJd8s6d4d Kh9d8s5d4s Js9h8h5d2d Kh6h5h4s2s 
AsJc4s3h3d Qs9h7d6d5c Qh7c5c4s4h AsKd6c3h2s 
JcTc6h3s3h Jd9c6h5d2h JhTh9s4h3c KdJcTs4h3h 
KhTc8h5h4s 8h7h7d6d3d Jd9c6h4d4c KcTsTh8d4s 
KdQs8s7h5s Qc8h7c5d3d Jh8c7d5d4s KcJc8h4h3h 
8h8d7s5h4h QhJs9d7c4h QcJh9d8s3c KsJcTd4h3h 
KhJs6d4h4c Jc9s9d6d2c JcTd7h6s3c Ad7h6d3c2c 
KhJh8h7s3s Qh9h8s6d6c Kd7s6s3h3d AhJc9h3d2s 
AdQc9h8s2c Js9h9d8h5c Ah6c4h4c3h 8c7s7d5h4d 
Tc7s6d6c3d Th8s5s4d2h Ad9c8s8h5c QhJh9d3c2d 
Jh8h8c5c3h Qh9h8c6c2h Th9d7d6d4s AdKc7h2h2c 
As9h8c6c5d Qh9h9c6d4s JhTs9s8s2d 9s9d7c6h4d 
Ad6s5s5h4h Jd9c7s7c5h KdQc4d3s2s Ks9c8d5d4c 
Ks9s8s8c6h Ts8c6h5h3c Ac9h6c2h2d AcKcTc9c2c 
JhTc5s5d4c JsTd7c5c2d QsQcJd6s2s QhJdTs8d2d 
JsTh7d6c3s 8d8c5h2h2d QsQd8d6d3c Th8h7h6s4c 
KhQc9s7s2c AcTd9h7h3h Kh9h6c5s3d 9c8c5s5h3s 
JhJd9d6c3s 9s8d8c7h5d KdQd8d6s3s KdKc8d4d2s 
Ks9c8h8d5s QsQhTh3c2h QsQh8h8c3h QdQc7s4d2s 
AhJcTs6d3s Ac8h7c3s2h AhQh7c4s4h Qs9s9h6c4d 
KhJs8h6h4c AhKh6s6c3h 7s6d5c4d2s QcJc7s7c6d 
Td6d5s4c3s AhQh9d8h4h 6c5h5d2h2d 9h7s7c3s3h 
AhTd9d7s3d Qs9d9c4c3s QsQc5d5c2c Ks8d6h4d2s 
JhTsTh7d3h QdTd9s5h3d Qs9d7s7c6s As6s6c3h2h 
QhJh7d4d3d KcQd4c3s2s Ks7h5h4d2s JcTd7h5h2d 
Ac6h5s5h4s Qc9h6s6h4s AcJd6h5s5d KdJh4h2d2c 
KcQdTd4s3d 9s7c6c5d2s Jh7s5d4s3h Td8d6s4c3s 
KhKd8c4d2d Js6s5h4c3h 7d6d5c4c2s Qh9d8h7d2d 
KsQh9c7d5c QsTh8c7c4d Th8s7d7c6s QdQcTs3s2h 
KsJc8h5h2c 9h7h7c3h3c AdQsJh6h3h Jh6s5h5d4d 
AcJc9c4h3d Js9h5s5h4s Ks8d5d4s2h QhJs7h6d2s 
QhQc6h3h3d 9c7h7d3d3c Td7c5d4c3h AsTh7h7d4h 
AsKhQd7c2d KhQcTs5d3d AdJs6d3s2s Ac8c6d3h2d 
KdJd9s5c3d QsQc5s4h2d QhTh6d5h4h QsQhJs6s3s 
KdJd7c5c2d QsJdTh2h2c 7s6h5d4d2s AhQd7s7c5c 
Ac9d8h6h5s 9c7s5s4d4c Qh9d8c6d5d Jh9h8d7h3d 
Kd9s9h2s2d KsTs7d6s3c Qd9s8c6d4h Ts9s5h5d3h 
QdTc6c3d3c QhJh7c4c3c Jh9c8c7d5c QhJc9d5s3c 
KcTsTh9s4s 8s8d6s4d3d Th7c5c4h3s KsQc3c2s2c 
KdQs9h4h2d AhKd9c6d4d QcTd7s5s2c AdKc3s3h2d 
9d9c7c4d3d Kd8c5d4h2h AdJd9c6d3s Tc9d6d6c2s 
QhQdJs8h3h TsTc9d8s3h Ks8s6h4c2h AhQsJc6c3c 
QhTs9c8d3s AsKd7c2d2c QdTd9h9d4c Jh9d7d7c5s 
Kc9s5c4s3s Ah9c4c3h3c QdJsJh9d3d AhTs9s8s2d 
Ac8s6s3h2c Kh7d7c6c2h Ah6s5h4h4d Kd6h5s4d3c 
AhKcJs8d2s Jc9h8h7s5h 9c8s6h5h4d Ts9d5s4c3d 
QdTs5s5c2d AcJc9s7c2h 9d7c6s5c4h 9d7h5h4d3s 
QhJc8s8d6s QsTh6c5c4c Kc8c6d4h2d JdTd9s5d4d 
AcKh9s7h2d Ac8s7d5d3s 8s8d7c2s2d Kd7h5h4s2d 
Ah8h6s3c2s Th8h6s4c3s 8s8d7h2s2d KcQs8s7h5s 
KsJh9s3h2h Ad8d7s7d5d Td9c5s5c3s 9s8h7c6s2h 
AcQdJh8s3s AcKc9c7s3c QsQhJc3h2h KsTd9s9h3s 
AdQdJd6d3s AhTs7d6c4d 9s8d7c6s2d QcTsTh9h2h 
Ts9c8c7d5c 9c7c6h5h2s JdTs7c6h3d AdJd7d6c3s 
KcTd7c5c2d Kh6d5s4h3c Qc8d7c5s3d Ts9s9c6h3d 
Jd9s9c8h6h KsJd6s6d2s Kc9c6s5h3d Ts8s8h6s4d 
KdJh7c4d2c KcQd9c3d2d QhQd3s3h2c JsTs5c3h2h 
AcQd8h5h4h KsQd5c4h3d AhQcTd6d3d 9h7h6d5d2s 
JhTs8h3s2s QcJc9c5s3h TsTd9c8s3h KhJcTc8s2d 
KdTc7d4h3s JsThTc6s3d 9d8s7c6d2s AsKsQs2s2c 
JsTc6d5h4d Qh9h8c5h5c JhTs8c2s2c KsTc8d7h5h 
QsJs7d7c3d KcQcTs8c3d KsJs8d7h3c JhTh9h7c4h 
KsQhQc8c3d KsJc7c6d4h 6s6c5s4c2d Qc9s9c8s3c 
Qc8s8d6h5c Th9c6h6c2d KdTs9h7c4s 8c7d7c5h2h 
Qd7s7c5d3s KhQsJc6c3c As9s7s6c2c 8d8c6c4d3d 
JhJdTs4c3c KcJc8c5s4d As9c8d5d3c Qs9s7s7h6d 
AhQs7s6s4d QcTsTc5h5c Kc7d6d5d2c KdQdTh3s2c 
QsQd8s6s3c QsQc9h7s4s KcJhTd4h2s Ad7s5d4h4d 
AsJh8h8c4h KsJsJc7s4s KdJh6c5c4s AhKd8d5d3c 
QsQcTh3h2d Ks5s5d4c2d Qc9s8d6s5s KhTs6s3h2c 
AsKdQd9d3d AhJh9h4s3d AcKsJd8h2d JhTs9s7d2c 
Kh7c5s4s2h 9h9c7s5c4c KdQd9c7s4h 9d8d7s6h4c 
As9c7d6s2h Th9d5c3h3d AdQd7c4s4d KdQc8h7h3c 
Td9h7s6c4s Th8c6h4s3c 8d7s7c5h4c 9h9d7d6c3s 
Jd9d8c7c2d Ks9s6h5c3d QcThTc5d5c QdTd7d5s4c 
9h7h6d5d2c QdTc8s3d2c KhJs9c8d2h 8d7c6s6d3s 
Ac6h6c3d2d AsKh8h5h3d Ah8h7s4h2s Jc8h6s4h4c 
9d7h6s5d2h KsThTd9h4h KsTc9c4d2d Ks9h8c5c4h 
QdQcJd6d3d KdJd6s3s3c QhQcJs6c2c KhQd7c5d3s 
KhQcJh8s2d Ad9d6h4h2h Js6h6c4h4c KhJs7h4s2h 
AsQd7c5h4h Ac6d5c4s4c QdTd9d7s2s KhQc9d7d2c 
Jd6h6c5h4c KsKh5s3s2s Td9c6h3h3c Td9s8s4d2h 
Ac6s4c3h2h KsQs9d9c5h Qh9d9c8s6s Tc8h8c6c4d 
JdTsTd7c3d KcJs6c3d2s KhJh4s4c2c Td7s5d4s3c 
AhQd8c6s6c QsJcTd8h2h Qs7d5c4s3c JdTs7h6c3d 
Jh9h9d2h2d QhJs9c8h4d KcTsTh8h4d QhJh9h5c3s 
Jc8s6d4s4c KdJd8d8c5h QdJd9d6c5d KhJc7s6s5s 
KhQdJd9d2s Ad6h5c4h4c Ac9s6c2s2d AhJd7d6s4c 
AcJc6h3h2d KdJh6h6d2d Jh7h6c5s4d KsTs5h5d4c 
Th8h8c7d2d 8c7s7d5h4s TsTh9c8s3d Jd7c5d5c4c 
Jd6s6h4s4h Th9h9d7s4c Td9c7c6s3h KcQcTsTc4c 
QdTd7d5h4s Ks9s8d6h4c Jd9c7d4h3c KsTh5d4c3s 
QdJd8d7s7d Jd9d9c6d5h KdTd8c7s2h Ad4h4d3c2c 
As9d9c7s4s QhTdTc7h4h Ts7c6s5h4d KsQsTh3c2d 
Kc8c7h6s6c Ts9d5s5d4d Kc5c4d3h3d Qs8c7d5s3d 
Qh9d7h7c6h AdQc8d4h4d Ts9h8h4s2d Tc9s8d6h4h 
Jd9h7h7c5s KdQhJs4c2h KdJs8s5c4h AhJcTc6s6c 
Tc7d6c5h4s KhQs8s7d3d Jc7h6c4s4h Td7d6c4h3h 
9h7c6d5h3s Ac9d6d4d2c Ah9h7s3s2s KsJd4d2s2h 
AsTh9c8d2d KcQc6s5h2d KhTc5d4s3h KcTd7c4s3h 
AhKsQs9s3s AsQcTc3h2d Qs6s5d4s3d Js9s8c7s2c 
AdKsQs6h2s JcTc7h5h2h 9h9c8c7h2h 7h6h6c4c3h 
JcTc9h7d2s QsJd9h6c3s AsKhTd4d3d Kc9s5c3s3h 
AdQc7h6s3c AhKd6s3c2h KhTd8s3d2h QcTsTh9d2d 
KhQc9d4d2h Tc8h5h4s2c QsTdTc9c2c Ad5c3s3d2c 
8c7s7h6c3h Kh6h5h4c2c 9c7s5c4c3s KsJs6s5h3d 
QsQd7c4d2c TsTh9c8d2s KsQsTs8s4c KhQsQc7h2d 
Th9h9c7d4s QhTs7d5c4s KdTh8c6s4s Kd7c6c3h3d 
TdTc9d6d4h Qc8s8d6c3s Jh6c5s4h3s 8s8h5c2h2c 
Qs9d9c6s5s KcJs7c4s2s JsJh9d3h2d Js5s5h3h3d 
AdQc9c8h2s KcJsTc3c2h 8s6c5d5c3s Qh9c5c3h3d 
Kc9h7s6d5d QsJc8c7s3s KcJc8s8c5h Qd7h7c6c3d 
KcQsTs4s3h JsTc7s4h2h QhTc8s7d4s Kc7s6h3h3c 
Ac8s8d7s3d JcTh8h7d3s Qc7h6s4c3s JhTh7s6d2d 
AcQhJs6s3s QhJh7d7c6h QdQc9h8h4s Th8s6d5h3d 
KcQsTc2h2d KhTsTd7c4c AhTs6c5d2h AdKsQh7c2h 
QhTh9h9d4c TsTc7h6c2h 9s9c7c2s2c Th9h8h7h6h 
Tc9h9d4d2h Ts9h9d8h5c Ah6s6c5s5d Ac7h6c5c4c 
Qh9h8d7d4h Ah9h7h7c5h KhQsJh8d2c 9d7h6s5h3c 
Js8d7h6s3d Th8h6d4s3d Ah8s5h4c2d 9s9h8d7d2h 
KdQh6s5d2c Ah8d7h4h2d Tc9d7h6s4h AsJd6c5h5d 
Ac8h8c5d3c As8s6c3h2c KcJc9c7d4h 9c8h8d7s5h 
Ad9d7d6s2s Js9d7s4c3d KcTs7s3d2c Kh9c8s5s4c 
Jd6s5h4s4d KcQsJh6h3h KhJh8h5c4d As8c7h7d6h 
JdTs6c5h4c Kd7s6c5s5c Ts7h6d4h3d KcTc9c5h3s 
Qs7h5h4s4d JcThTd6s3d AdQhJc8s3s KdJs8d6d4c 
QcJc7s7d6c Qs9d6d6c4c Jh7c5h4c3c Qh9s8h5c2c 
Ks7h6h5h2s QdQc6d3s3d Ac5h3d3c2h 7h6c5d4c2h 
AhQh8h5s5h JdTd6h4s2s Qh9h8d8c6h QhQcTs7s3s 
QdTc9h7d4d Ts9s9d6h3c Kh5h4s4d3s 8h6h6c5s3c 
Jc7s5d4s3c AcKh8c6c2d KcJsTd4h3h Kh8s8h5s3s 
AcTd7d5s5h Ad8h6c3h2d KhQsQd8s3c Qd8s7d5h3h 
JhTh8d7s3c Jd8d7s4s4h AdJs7d2s2d Tc9s9c5h4d 
Jh8h8c7s2c KcTd9h5d2h AdTs9c7s3s 8h7s7d5c4d 
KdTh8c7h4h Ts8s7h4s4h JhTs9h6d3h KhTh9h6s5h 
JcTsTh4d3d Tc9s7s6s4d KcQhJc5d2c AcJsJd6d4d 
KhQc8c5s4d AcQdJh3s2h KsQd5s4h3s AcTh7d6d4d 
AhJd7d6c4s QsJs8h6h2s AdTh9s7c3c Qs9s7s7h6c 
8h8d6s2h2d Ah9h6d4d3h KsTd7s6s3c AsQdTd3h2c 
JhTc6d5s4d AhQh8c2h2c AsQc7d5d4d TsTh5d4h4c 
Th8c6h6c3d 8s6c5s4c3c QsJs5h5c2c AsQh9d8c2h 
KdJh7d7c2h 9d7d6c5c2s Kc7s7h6d4c Ac7h4d3d2c 
JsTh6s4h2h AcKhTs6s3s KcQs8h7h3s Jh6d5s4h3d 
KsQd8d7d5h JcTs7c6h3d As9s7c6d2h QdThTc9c2c 
QsQc8h6d2c 9d8s6c5c4h QsQc5s5h2s Ah7h5h4d2d 
AhJcTc4c3c QdJdTs4h2d KcQhTd5d3d Kh8h5d4s3d 
JdTc9h7s2d Qs9s8h7h4s KsKd8s4s2h Jc8s7h5s3h 
JsTsTc7h3s 8s8c7s5h2h Qh7c6h4d3d QsTs9d5h3s 
Js9c8c5d2d Ac7c5c4h2h Td9h8s4d2h JsTc7d5h5c 
9s8d7s6d2s Ac6h5d4h4d JcTc6d5s5h AhJd9h3s2c 
Ad7h4c3c2d As6s5c4h2d Js7h5h4s4c Kh9h9c5c2c 
Ks6d5c3d2s KsJs8d8c3d Ah5s5h4h2s Jh8d5h4s3d 
As9c8s5s3d QdJh8s8c6c Ac9c8c6h6d KhQhJd5h2c 
Js9d5s5d4s AhKd7s2s2d QdJd9d5s3h Th9h9d7c4s 
Jc8h7c5h3h Td8h6d4s3h AcKh3s3d2c 9s8c7s7h2h 
JcTc5d3s2d Tc9h7d6c3s JdThTd6d3c Ac6s5s5d4d 
QhJs9h8c4d KsJd8s6s4c Jd9c8d6d3c 9c8s8d6h5h 
8s6s5c3d3c 6d6c5c4d2s KsKh5h3h2h Jc9s9h8s5d 
QhQcJc8c3d KdTc8h7c4c QhThTc9h4h 8h7s7c6c3h 
Ah9h6s6c5h QdJs8d7d2s Js8c7h6d5c KdTh9c5h2c 
KsQh6c4c2h AcKs6s5s2d Td6h5s5h4d Jh8d7d6s5c 
KsQsJc8d2h Jh9s9d7d5d KhQh8h6c3c Jd9c7h4d3h 
Ts7d6c4d4c KsTs6d4h3c KhQc6d4d2c Ad9c8h6h5s 
Td9s8s7c5s QsJh9c5d4c QsTs5d5c4h QhTc9s7c3d 
KhKd8s4d2d QhJh8c6c2h Kd9s7d5c3h 9s9d7h5d4d 
Js7d6s4h4d AcJs5d5c2h KsQhJh9h4d JsTc9c4d3c 
9s9d7d7c4d Qc8s7c5d3d 9d7d7c3d3c Ks6c4s4c3d 
As8s8h5d3s QdJd9c7s4h Ac6h5c4d4c Ah9h7c6s2d 
KcJsJd9h4h KdTd5s3h2s Kc6h4s3s3c QhJd7h6c2d 
Qd9d9c6h4s TdTc8d4c2d AhKc6s3d2h AdQs9s8s4h 
JhTc6s6d5c KdQsJd8h2c Ac9d4d3d3c KhTs5c4d3h 
AdQhJd8d2d Td8s8d7c2s KhJsTh4c2h Ks8s8c5h2c 
Jh8c7c5s3s 9d9c7h6h4s KdTc9h9c4s Td7h5h4d3c 
AsKs5c4s3s KsQc7d7c2s Ts9c8c4s2h JhJc9d5c3c 
JdTh8d5s2c QcTs9d8d3h KcTc9h8c2s KcQc6c5s5h 
9s9d7h6c4d Ks8d6s5s4c TsTd6h6c4s Qd9h9c7d5s 
Ad5h3d3c2h 9s9h6c5d4d Kc8d6d3h3c JdTd7h6s2s 
KsTs5d3c2d QsQdTh7c3c As8h7s5s3c AdQs6h5c4h 
KdJc4c2s2d AcQh9d2s2c QhJh8h7h7c Tc9h7d6s4d 
AcQd9h8s2d AdQc4h3d2s Ac9d9c2s2h AhQcTs6s3s 
Tc8d7s7h6d JcTs7d5d2s 9s7c5s4d3d QsQhJd8h3h 
Td9h7s6d2s Ac8s7c5c3d QcJc6s5c2s JsJh9d5s3s 
QhTc5d5c2h Jc7d6h5h5d KdJdJc7d3s Tc9d7d6d4s 
KcTh9h6d3s QsTd8c3s2d AhJs9c8s3s Js8h7s7d6c 
9h7d7c3h3c Ah8d8c6s3h AdJh9s9h4c KhTh7c6h3d 
KcQhJc8s2d AsKsJs6d3s Ac9c6d4d3c KcQs7d5d2s 
Jh6h6d5c3d Qs8c6h5s4s 7s7c6d5c3h Jd9h8s5h2s 
QdTsTh9h2h Jh9s9d7h5h Kc5c4s3s3h JdTd6c4s2s 
Js8h7h5s3h 9s9c8h7s3h KdJh9d3h2h KdJc9d3c2c 
JsTh9c7c3c 9h7d6h4c3c QsTs9s5d3h AhJc8d5s5d 
QsJs6h5s2h AcTs7s5s5h Jc8h8c5h3c JcTs6s4s2c 
AsTh6c5h3c Td7d7c4s3s Qd8h7d5c3h QcJs9d5h3s 
Kd9d5s3s3c Jh7d6s5s5d Th9c6d5c2d AsQdJh3c2h 
