8d8c6s4s2c 
QsJc7h7d5c Js7h6c4c3s Ts9d4s4d3c AsTd9d8d4d 
Ks9d7s6c4s QhJsTc3d2c AcJs8d6h6d QhJh6c3h3c 
Ts9d6s5c4s Qd9h9c4h4c KhTs8d5c2h Qd6h6d5s2h 
7c6s6c5h2h Qh8h5c4d2c Kh7h6d4s2s Jd8s7s7h3d 
Kh8s8h7h5d KdTsTd4h3d QhJs9h8c4h AhJh8h7h4h 
Ks6s5h3h2h AcJh8s7h3d Js9c7c6h6c KdTd7c5h5d 
KdJdTd6s3d 6s5s5d4c3c QsJs5s4d3c KdQdJd9s3d 
KdTd8c3h2h Kh8h5s5d3d AsTh4s3d3c Jd7s5d5c3c 
AhQh7h7c3d Kd7c5s4d2c 9s9h6s5d3s KdTd8h5s3c 
AcQsJh7h3h Js8s7c5c2c Ts9h7d6d4d 8c7h7c2s2h 
Td9d6c5c2c AcKs9h5d4h KsQc9h7d4c KsQs6c3c2d 
AdTh9s5s3c 9d6d5h5d4h AhKd6c5c3c AhKsQd8d3d 
Jd8c7h6s6c Ts8h7s7d5c Qd8d6s6h3h JcTd6c4d2c 
KdJhTh8c2h AsQc9d6h3c QsQc7h4c3d KsTs5d2d2c 
9s8d6c5s4s QdTs6s5s3h Kh9s6c5h4h 9c6h6d4d3c 
Kh9c7h6d4h Jc8c7d6d2h Kh9s8h7c4d QdJs7c5c4h 
8c7s5h3s3c 9s9c6h4s4d AsJc9h8h2d KdJhTh5h5c 
Ks9h6h4s2d QhQcJd8d2d AcJh6s5s2h AhTc9h4s2h 
QsJd6h4c3s Ks9h9d7d5d KsQhTd4h2c 7c6s6c5d2d 
Ks9d7s7h2d AsQs7h4d2c QdTd7h5s3c Qh9s8c5s2c 
Kd5s5c4d2s Qs8h6s5s2h JsJh7s4s4d KcJdTs4s4h 
AsJh9h5h3c QsTh5d4c3s KhQcTc5c3c AhQsTs7s2c 
AsQhJh3c2h Ts9s8c7s5s QsQc8h6s3s QhQd7d5d3s 
Qc8s6s4h2c AsJh9d9c4d Ah7d6c5d4s JcTs4c2s2d 
KsJsTs2h2c Ad8d7s6d3h Ks9s8s7s7h 9c7d7c5d2h 
Qh8h7d5d2c Tc8d6s6d2c KdJd8d6s4h QdJh7s5s2h 
JsTc7s6c2c KhTc6h5d2s Kd6h5c4s4d KdTc8s4h3d 
QdJs4d3h2h Kh9d6d6c2h AcQdJd3d2h KsJd8s7h2c 
AsKd5d3h2c KdQd8h7d5d QhJs7c5s4s 8c6d5h5c2h 
QdJh7s5h4h QsTs9h9c4s KsQh9d8s2c KcTh9s7d3s 
QhTd8h7s3c Ac9h7h4c2c AcQd7c3s3h Kd9h7d7c5d 
KcQh9d8d5s 9h7h6h5c3s KhJh8s4s2s KdQs7h6h4h 
Qs9s5h4h3s 9d9c7c5h4c Qd9s9h4s4h AsKh9h6h3c 
Ah7h4d3s2d QcJsJh7c3d AhKs5s3d2c KhJd5d5c4s 
KcJh5h5d4s QdTs9d5h5c Jh9s8h4d3d Kh8s5h5c2s 
Kh9c6h5h2c 9h7d7c6h5h Ts8s8h6d4s JhTh9h8d3h 
Js7s5c4c3c 8h7c6s5h3h Kc9c7h3s3h Jc9h9d5c3s 
AhTh5d4h3c 9c7s7d6c5c QhJh8s8h3s 9d7h7c5h2c 
Kc8h7c4s3s QcTc7h7d5c 8d8c7s7c2h KhJh9h7d3s 
KsJd7c3s2d JcTc8h4d4c KcTc8d5s3h JdTh5s4d3d 
9d8d8c4h3c AhKd6d4c3d Kc9d7s7d6d QcJcTc8d2c 
QsJdTh3s2s AhJdJc6s3c KsJh8d7d4c QcJh8c5s5d 
Th8d5d4h2s JdJc9h6d4d KdJc4s3d2s 9d6s5d4d3s 
KcJh7c3s2h KdTd5s2s2h JsTsTd7c2h AcJs9d5d4d 
KhTs9d7d3c AdTd9d7d2h As9s6s4d3d AcQd9s5h4s 
AsKhJh8h2h 9s7h7d4d3h AdTh9d3s2d Ah7s6c5s4d 
AcJd6h4h3d AcJd9s9h4h KhTc7h5s3h Th9d7s5s4c 
8h6c5h5d2d QsJcTc3d2c Ad9s7s7h5s QsJd7c5s3h 
Ts8s5h4d3h Qc9s9h7d5s 8s6h6d5d4c Th8h5c4s3c 
KsJd9h5c3d KdJhJc8s2d Ah5d5c4s4d JdTc5d3c2d 
Qd9s8c6s6h Kh9s8c4h4c Ah5h4s3h2s 9d7h7c5c2h 
AhJs8h6h3c KdQhJs9s2s As9d7s2s2d Jh8h6d5h4c 
9c8s7s5c2s Jc9d8d3s3c Js9d6h4s3h AcQh9h7d4h 
KsJh9d4h2d TsTh6d4d4c AsTdTc5c3h 8s7h7c4c3s 
Kd9s6h5d4d QcTd6h2d2c Jc6h6d5h3c 8c7s6s4h2h 
KcQdTd8d4d 9d8s8d5h5d AcQh8s8c3c QsJh4s3c2c 
Ts6s6c4c3h QsJd8c5h3s AsQs3c2s2c JcTh9s5h2d 
QsTs7h3h3d Td9s6d5h3c KcTd8h7h4h KdQhTd7d3d 
KdJh9s9c4d KdQcJh9h3h KcQsTc7c3c Ah9h9d6h5h 
Qh9h5s4s3h QcJsJh7s3d Kh9d7s7c6d 5s5d4d4c2c 
Qh7h5s4s3s AdQs9s7h4s KcJsTh4h4d Ts7c5s5c3h 
Qh9h8s4s3c AdQs7h4s4c Tc6h5h5c3s QhTd9d9c3d 
Jd8s5s5d2h KcQc9s3s2s JsJh9h5h4h KdQd5s5h3c 
Th8c7s4h3s QdTsTd8c3d Kh8c7d5c3d KcTc8s3h2h 
Jc8h5h4s2c KcQcTh5s2c 7h7c5s2s2h QdJs7c5h4c 
Qc8d8c7d2h AsKh9d8c4d 9d9c5s5c4h KcJsTs8d2s 
As7s6h3d3c Js8s8h7c5s Kh8s6d5s3d KsKh9s3c2s 
9h9d5d5c4s Qd8h8c7s6s Qh8d8c6h2c 8h7s7d4d3h 
AhJd6d4c3c KsJc6d5h5c QsQh8s3d3c Tc9c8s4c3s 
QhTd9d6s2c JsJc9d8h4d JsTd5h4h4c AcTd9h5h3s 
KhQsJh3h2d Jd8h8c7h6h KcQh6s5h3h 9s8d6h6d5c 
Qd9c6h6c3h QsJh7h4s2c QsJd7d5c2c Th9s9c8d5c 
8s7c5s5d3c QsQhTc4c2c KcTs9d4h4c Js9s7s5d4h 
QdJc7h5h2c KdTd9s7d2h QhQd6h6c2h AcKd5d3s2h 
AdTh6s5c4h 7d6h6c4s4h QcTh5s4d3c Kc6s6c5c2s 
AdTh6c5s4h Ks7c6s5h5d Qc9c8h4h3s Td8h6h4s3s 
Jh8s6d4s3h Qc7s7h5s3h AcTs8s4h4d Jc8h7s6h6d 
KsTd7s5c3s KsTc9c3d2d AcJs6s5d2d KhTh8c2d2c 
Ts9d7s7h2h AhQd7c4s4d AcJh6d5d2h Jd6h5d4h3h 
KcJc9c7h3s Th8h7h6s6d TdTc9s5d4d Qs9d8c6h4s 
QdTh6s2h2d Tc8d7s7d6d JhTh8c4s3d AsJh9h9c4h 
8d7s5d5c3s Kh9c7h6s4h AsJd8h6h6c Jd7s6d4s3h 
Tc8c7c6c5h 9s9d5s4h2d QcJs8h8c4d QsTd9h5s2c 
Jd7s6c4d4c Qd8d6s6h3s 9d8d7h6d2h 9s9h8s8c2s 
AsJs6h5s4s Qs9h7c6c5c JsTd3s3d2c As7s5s5c3d 
AcTh9d6c2c QhQd8s6d3d Tc9c7h6c2h AsQs5s4s4h 
As8d6h6c3s Kh9c7s6d6c AdTd9h4c2d Ks9c8c7h3h 
Ts9d9c8h5d AcJs9s5s3d Qd8s5s4d2c Th8h6c4s2c 
JsJc9d6c3c AdKc7h6d2d AhTs9d8d2d Kd9h9c7s5c 
AcQs9d8h4d KsJc9c6d3h QdTs9h5d2c Jh7h5c4c3c 
Jc9c7c5h4s Ts9d7h7c5c KcJh7c3d2h AhKh4c3s2h 
KdQs7h4h2d QdJd9h7c3s KsJh7s7c2c Jd7h6c4c3d 
KcQc9s6h2d KdJc9s6h6c 7s6d5h4c3d As7s7d6s3c 
QdTsTc6h2d 8d6s5d5c2c KcJc7d7c4s JhTd6d5s3c 
QhJd9c6d3s AdKh9c8s4c 9s7h6d5d2h KdJh4d3d2h 
QhQd6s5s3s Ks8s6h4c2c QsTsTc8s2h 8d7d6h3h3c 
Qd9h7s6d2h 9h9d7s6c3d JhTs9d4c2s Jc7h6d4c3d 
AdKd8s8d4d Ad9s7c5h5c AcKs9d5d4h Ad9h7s7h5h 
KdQd9s3s2c AdKd4c3s2d AcJsJh6d3s AcKc4d2h2c 
Th8d7s7h5c KcJc9h7d2s QcJh8d7h4s 9c8d8c4h3d 
QhJc4h4d2d AcJs9h8h2d JdTs8s3h2h QcTs9s9h3s 
TsTh9h4c3d Qd9s8c6h4d Jd9s5c3s3c 8h7c5s4c2h 
KhQh3d3c2d AhQsJd7d3d KhQs7s7c5s QcTs9d4s3h 
AhQd6s5h2h AhKh9s4h3d AsKh7d3h3c Ks9c7h7d6c 
KdQd5s5c3h JsJdTh6c2d AdTh9h5c3s QcTd8c2d2c 
AdTh6h4s3s 9h7s7d5s2d QhJh5s4h4d QdJhJc8s3c 
Tc9d8h5s4h AdQh9h8c3h Kc9s7c6c4h KcTc9s7c2h 
JsJd7s6s2d Js8s6h5c4s 9s7s6s5c3d Td9c4h4d3h 
Ac5h3c2h2d KdQh7h3d2c KsKhKcQc5s QsTd9s5h5c 
AcQs6d4s4h 9h9d8s5s5c AsTd9h6s2s Qh8h8d5c4s 
KsKhKdJs6h AsKs6d4s2h QsQhJd8d2d Ts8s7h5c2c 
8d7h7c6s4s KdTh6d3h2h Qc6h6c5s2h Qh8s8d7s2h 
Qh8s5s4s3h Js7d6h4s4h KsKhKcJh6c Jd6d5c4c3c 
KsTs8h3c2c Tc8c6s4d2s Tc9d8h6h4h 9s8s7d6s2d 
AdQd6h6d5d Ks9h8d7c5h AdTc9d4h2d KcJc7c5s3h 
QcTh4s3c2h AsQh5s2d2c AdQsJs6c2h Tc8c7c6c5s 
AsJs6d6c4s Qc8s8h7h3c Qc8c5s4d3d ThTd9s5d4d 
7s6s5d4c3s QsQcTh5d2d AdKh9c3s2d AsKh6h4c3h 
AdQd7h7d3s QsTd9s7c2h Tc9d8d6s4d AsKhTh7h2h 
TsTd9d4h3c Qd8c7d5c3d TsTh6s5c2c KcQdTd5d3d 
QcTc7h3s3h Kc8d5s5d2c Tc8d7h4h3c QhJh8h8c3c 
JcTc8s6h3c Ts8c6c4d3d QsJhTd3s2s Ad7s4h3d2s 
Jc9s7s4s3c JsTd5d4h4d Ts8c7s7d5h KsJd6h5d3c 
Ks8d7h6d5d AsKs9c4s3h QcJc9c4s2s Kh9c8s7d5c 
KcTsTd4h4d AdQc9s8s3h Kh9s7s7d3d KsQhJc7s3s 
Th9c7d5d3s 9s9d5s4d2h Ad9s8s7h4c KcQc3s3d2s 
AhKh8h8d4h JhJd3c2d2c AsJc9c7c3d KsQc9s6h2d 
9h8d7s5c4c Tc8s8d2s2d Qh9s7c4h3s QhJc7s5d4s 
KhTd6s5h2c Ks8c7d5c3d JhTh8d4c3s KdTc9h7s3h 
Jc9d6h4d3c Kh7s7d5h2d AsQdTd4h2d Ad7h6h6c3c 
KhQd9s8s5c Ah5s4d3h2c KsQs8d7h4s Qh9s9c7d5c 
Kh8d6s5s3d Js7c5s5c3s KhJs8c5h3d QhTh8c7d3s 
KsJdTd3c2h QcJc5d4s4c Ah7h7d6h3s Qs9h8h7h6h 
KsTc8s7s4s Tc6s5s4d4c 8d7d6h4c2h 8h8d4h3s3d 
Kh9c6d6c2h AdJc7d5d2h JdTd9d8d3c QcJh7h5s2s 
9h9c6s5h3h Qh9s9d7d5c 9h8h8d7d3d AdJd8d4h2c 
KcQh7s4s2c JsJdTs5s2s KcTs8s4h3h Ks9s9d7c3h 
As5s4c3s2c Jc8h8c6d2h Jc9h9c4s2h KhQsTh7h3h 
Kc9h7d7c2h JdTd9s9d5d KdTd8s3c2c Td9c4d4c3s 
KdTs9c7c3h Th6s5d4h4d Qs8d5h5d4h TdTc9d4s3h 
AcKhTh3d2h Td8d7s5c2c 9d7s7c5s2c QhTd6d3s2h 
QsTc9d7d3h Js8s7c4c3d QsQdJc8c2c Kd8d5s5h3s 
Jd8d7s6d4h KhTd7h4s4c Kh9d8s8d4s QcJhJc8c3s 
AcJh9c3s3c AsJdJc4c2h KsQs6d3d2c 9h8h6s4s2d 
AsJhJd4d2c Ts7d5d4s3d JsJc7h5c3c 8c7h7d6s4s 
As5h4s3s2h Ah9c7d5s5d AhTs9s8s4s KsJsTs6d3s 
QhTc7c5d4c Jc7c6h5s4c Ad7s7d6d3h Ts9c6c4h2s 
Ks8h5s5d2h KcJh9d3h3d Jc8h8d7h5s KhQh8s7c4h 
QsTd9d6c2h KhQc9h9d5h KsJd9h3h3d Ks9c5s5c2h 
KdQd8s7d5d QcJc5h4s4c Ks9s9d6s2d Td9h6d5s3c 
AhJd8s7d3c 8c6h6d4c3h QdTh8h7h5h 8d7h6s4s2d 
Js9s8h8c6s AsQs8s8d2h QhQcTc7s2c QdJh9s8c3h 
7s7c6c5h4c AdQd7d7c3s 8s7d6h5s3s KcQhQc8s2c 
Ac9h6d3s3c 8c6s6h5h4d KsJc7s3h2c Td8h6s6c5c 
AcKsTs3d2s QcTsTh7d3s QsQd6s6c2s AsQc9h8h4h 
Ac6c5s5h4c Th9s7h7c4d KcTc9s7c2d QdJsJh5d2d 
Qc9h9d6c4s 9s9d7d6d2s Th7s7d4h4c Qc8c6s6d3s 
JhJd9d4c3s QsTd5c4h3s AhKh9h5h5c KhQh8c7c2h 
KdJd5c4h2s Jc8d6d5s3s 9h9c6h5s3h Ts8c7h4s3h 
AcKh9s3d2c KdQs8s8h5c QcJs5h4d3s AdJsJc4s2h 
Jh9c6s4h3c Ks9c6h5s4s Jh7s5s5d3h KsJcTd7h2c 
9c6h6c5s2s QhJh9h4s2s 8s8h7c6c4c KdJdTs6d2h 
QsTs9h7s3c KdJc8s6h4c Jh8s7s6c2h KhTd9d8c3s 
AcKc5d3c2h Ad7s7h3s3h JhJc9h8s3h AdQs5s4s4c 
QhJc6d4d2c Jd8c5s4d2c AcJc7s7d2h AdQsJc7h3h 
Qh9c8d6s6c AcQc5c4h4c Ks6c4d3s3c KsKc8d3h3d 
Ac5s5h4h4d Ks8s8h7s5c QdJc9s7d3h KhQcJc6s2d 
QsTd7c4c2s Td8s7h7d3s 9h8h8c6d4s Kd8h7c4h2d 
8c7s6s4d2d QdJc5c4h3s 8s8h7h7c2d Tc8h6c4h3c 
AsKc5c4c2d 7c6s5h4d3h AhKc6c5s2c Qc9s9h5h2s 
Jc9s5h3s3h Kc9s8d4c3s Td8s6s6h2d Kd9h7s7d2h 
AdQd8d3h2h Ac7c5h5c3d AhJd9h3s3h JhTs6s5c3d 
JcTs9d5s2h KsQh9d7c4h Qd9s7c6d2s Ks9h6c5s4s 
AcJc8c6s6c Td6d5c4d4c QdTc9d7s2h AcKh7h5h2s 
KdJsTs8h2s Ts8s6h4c2h QhTs4c3h2s Qs8h6s4c3h 
Qs9d8d7d6d Qc5s5c4h3s Kd9s7d6d4h KdQhQd8s2d 
8s6d6c5d4h Tc6c5h5c4h QsQc8c5c3d KdJsTs4c2s 
9s8c6d5c4c KdQh7c5s4c QsQc7d4s3h KhQh7d6h3c 
Qh9s5h4c2s QcJc5c4d3h KdTs8c7c4c Jd9h8d8c5d 
Qh9d7s6h2s Jd8d6s6c5h Th8c6d4h2d Js8h7c6h6d 
TdTc6s5d2s 9s8c7h6d4c 9s8s7s5h4d AcKc9d4c3h 
JsJdTd5d2d 8h7s5c3h3c Qs9h9d4h4d Jh8h8d7s5h 
JsJd7h6h2d AhKc7c5c2s TsTc9c4d3h QsJh9c8d3h 
Ts9h8s8d5c KhQs9c8c5d KsTc9s5h5d KcTc5d2h2d 
KsTc9h9c3c Th9c4h4c3s Ts9h7h6h2s KsQhJs3d2s 
KdTs6d5h2c Th8s7s7c6s 9d6h5d3h3c Qc8h7c5s2s 
QcTh9h9d3h AhKd7d5d2c AhQh9h5h3d KsTh8h6h6c 
TsTc9s5s3h KdQs7c6c4c Kh9d9c7s5c JsTd9h4c2s 
Td9h9c3c2d QhTs7d4d2h KdQd8s7h4d JcTh7h3d2c 
Qd9d5h5d4h KcQsJc3h2c KsJs6c4d3h 9c8h6s6c3h 
AhQc9s7c3d Qh8c5c4h2s QhQc8s3s2h AsKd5d4d2h 
Kh6c5s4h4d Jh9s9h5h5c AsKs9d4s3h AhJsJc4s2d 
Jd8s8h7h5c ThTc6h5d2d Ks7d6s5h5c JhJd9d5d4d 
AsQc4s3d2h AsKd9h3c2s Tc8d7s7c5h AdQh9c5s4c 
Tc9s4s4c3d JsTs9c7s4s Qh8d5h4d3c Qh9s9d3s3d 
JhTc5d4d3s AcJs8d6h4h JhJc9d8h3h KdQd6s3s2c 
Jc9h6d4d3c KhQc8d8c5s 9h9d6h5s3h AsKs4c3h2s 
9s6h6d4h3s AcTh5s5h3s Js9c7d5h4h Qs8d5s4d3h 
8c7s7h6s4d 9c7c5s4c3s AdTc8s4d2d Kc9d8h4d3c 
JcTh8c3h2c Jh9s9h7h2s QcJh4d4c2d AsJh8d6d6c 
JdTh9c5h2s Jc6s5s4h4c JsJd9c8d3d QdTc9h4s3c 
9s9c6d5c3c Kh5h4s4d2s QsTc9h7h3d Tc7d5c4d4c 
9s8h8c7d5s QcTh9s9h3h JsJcTs3d2s KdJs7c5c4c 
AcJh9s8d2d KhQsJh2h2c Jh8h7s4s3c KdTh5s5d4d 
JhTd7d3s2h JsJd7d4h4d As8s7d6s3h Ac8s6h6d3c 
KhJd9d6s3c Qs9c5s4h2c 9d6s6c4c3d QsJhJd8c3d 
AcQcTc5c3c Kh9h9c5d3s AcQhTs3h2d KsJs7s7d4c 
8c6s5d5c2d AhJc8s7c3d KdTd9h7d4d 9d8s7c5h4h 
Kd9d9c6d2c QcJc6c5h5d QcJh8c3h3d KsQc6s3h2h 
Kc9s5s5c3c Js9d6h5c4s Qc6s5d4s3d QhQc8h8d8c 
Ah9c7d7c5c Qc8s8c5h4d Kh8s7h5s2h QcJc7c4d3d 
KcQh8d4c2d AcKc9s4h3c QhJd4s4h2s Kh8s7d4h3d 
Ts6c5s4s4c 8c7s7c6c3s QsJc7c5h2h Qd8d5c4s3s 
KsJd9c7c4h 8d7c6h3d3c AsKc9d3h2s Qs8s7h5h2c 
Qd8h7d5c2c Kh5c4s4c2h Qd8c6d5h4d JsTd9d5d3d 
8h8d6s4s2d AsJd7s6s4s JhJc7h6h2c JsTc8d7d2h 
KdJh6d2s2h Kh9h8c6s3d Ah7d6s4h3h AhQcTc7c2s 
Jc9s6h6d5d KdQsQh7c2s KsQdTc8c2h AsKdQh8h3h 
Ad8d6s5d4d Ac7h7c6c3d As8d6h4s2c Qs8h6s4d3h 
JsTs9s8h3s KdTc7s6c2s Ts9h6s5d4s 7s7c6s5c2s 
QhJsJd8h2c Jh9c7d7c2h JsTs9s5d3s Kh9h7c5s5d 
KhQhTc5d2h QcJc9s7d3h QsTc9h4d3c Ah9s8s7d4c 
9c8s7h5d4d KsJdTd8h2d KhJd6s5c3d QdTh8s6h3c 
AhTd9h4c2h KcTh6h6d5s KdJdTd2h2c JcTs6s5h3d 
QhTh7d7c5h AcJs7s3c2c KcJc9d7s2h Ac6s5h5c3c 
JdTc7d6h3d Kh9s7s7d6s Qc7d6c5h4c 9c7h6d5d3d 
KhJh9h7c3d KhJsJd8c2h AdJh7d5d2s Tc9d4h4c3h 
Ks8h7s4c3c QhJs7d5s4s Jc8c6s5d4c 8h7s6s4c2c 
KsTh8c4d3s QdJd5d4s3h AhKd9s8c4s AhQc6s5h2h 
QsTc6d2s2c QsTc9s7d2h Th9c8c2h2c AcJs9d8h2h 
Kd9s6c5d4d Ac8s7c6c4c AcQh4s4c3c QdJs4d3s2s 
KdJh7d3h3d KcQdJc3c2h QcJh5d3c2d 9s9h5s5c4d 
Kh7c6h5s5d Ac6c4d3d2d QdJc9c8h3s QsTc9c7c4d 
Ad7d4h3c2h Kh8s7c4h3c AcKd8d5d2s Qh6c5s4c3s 
Td6d5h4h4d Kd6h6c4c2d JcTc9c5s3c Js7s6d5c4s 
8h7s5c4s2h KsJhTd4d4c KcJhTh8s2h ThTc9h4d3s 
Js9h9d6d2h AdQh5s3h2s AhQs6d5d5c Kc9h8d4h3c 
9s8c6s4h3h QdQc6d4s2h JdTc7d6s3d Kh9h5s4s2c 
KcJh4s4h3s KdJc4d3d2c Ks5h5c4s2c KcTs7s7h4d 
Qs9c8c7h7c KsJsTs8s3d Qc9h7d6d2c KcJd6h5d3s 
AhQh8h8c2d 9h8c7c6c2h Jh8h7h6c5h 8d7s7h6c4c 
Qd8s7c6s2d AsJhJc6d3c AsQc7s4s3h Qh9s9d7s5c 
Qd8h5h5d3s AdJh9c6h2c AsQc9h6d3c KcQh8c3h2s 
8d7h6s5d3d Ts9h7d5c3h AsQs6s6d5s Qh7s7h5d5c 
Ac9d6s3h3c JhTd3h3d2s Kh7d6h6c5h Tc8s6s6h2c 
Kh8s7c6s5s AsJs7c6d2h Th9h7c6h2c Ac7h6s5h4d 
QcJs6d4d2s AsJhJc4h2d Qd8d6s4s4d AhQd5c3d2c 
Ac9s6h3d3c Kh9d9c7c5c AcJc9c8d2c AhQc6d5s5d 
Ah8h7h7d3s KcJd7h5h4h Kh9s9c7c5c Ac6h5d5c3c 
Th6d5h5d3c QcJdTc6h2c KhTd6h3s2s KhTd5c2h2c 
KhKdKcJc6h KdQsTc4s2h Qd9d8d5h2h Ks9h5s5h3s 
JhJc7s5c3c As6d6c5s4s Ah8s6h4h4d Qs8d7c6d2s 
QsTc9d9c3c Td8h7s4d3s AsKs4c2s2d Th9s7d5d4c 
Td8d5h4s3h KhTs7c6s2c AhJc8d5s3c 6h5h5c4s3s 
QcTc6c5s5h Ah8d8c7c2d Tc9h7d5s3h AdQc6h4s4c 
KdTh9c7s3c 9s8c6s6h3c KdQdJd9c3d KsQhJs2s2c 
9c8s8h7s2c QcTc7s4s2h KsTs4d3s3d JsTh6h5d3c 
JhTh5s2s2c Jd9d9c7d2c JdJc9s6d4d KhQhJc6h3h 
KsQs6h3h2c Ac5h4c3c2h QcTs7s5h4s Ac7s6s4h3h 
TsTh7h6s2s Kd9c5d4d4c AsQc5d3c2d Ah9c6s4h3d 
AhJd9s9c4c QhQcTd6d2d KhQh4c3c2c Ks8h7c4h2s 
Th8h7c5d2c QhJc7d5d4s AsJc9h5h4h Jc9d8c4h3h 
JsJc9d5d3d Kd8d6h6d5s QcJh7s5s4d QsQh9d7d4c 
AdQhTc3h2s QhJs9d7c3h AhKc5d4s3s Kh9c6c4h2d 
QsQd8h3h2d Js9s9d7s2d Kd9s8d5c4h Kc9d7s7h6d 
QsJc7d5d4h AsQdTh3d2c AhKcJd6d3d JdTc4d2h2c 
QsTc4d3s2c AhJd9c8s2s AsJc7s5s2h KhJc9s5c4c 
KhTs9h5d5c Jh8s5d4s2h Th9d8d6c4d Ah9h9c6h5h 
AcKs5s4s2d Kc9d8d4c3h QdJs8c6s4s QhJs9c7d3h 
9d8d7d5s4c KsTh6d6c5h JsJdTh4c2c KcQh5s3h2s 
KcJsTs4d2s Qs9h8c5h2c JhJdTd3c2d KcTd6s6d5h 
9s8h6s6c3h JhJd9s4d3c AcJd9c3h3c Ts6h6d5s5c 
KsJs7s7h4d AhKs6s5d2s 8s7d6s4h2h 9h8h7h5c4s 
Jd8h7h6c2d KcTs8d7d4d AhQs9h4c2d QcJhTc7s2c 
9c7h7c6d2h 8h7d5s5h3d KdJh9h6s3c JdTs3s3d2c 
As7h4c3s2h QsTd5h4c3s QsJs9c7h3d Ts9h8c6c4c 
9d7d5h3h3d QcJh5d3d2h Qh6s5c4s3c AsQs7c4s3d 
Kd9s8s6s5c Ac6h4h4c2c AhQc9d8d3s Th9s9c3s2h 
6h6c5c4s2s KcQs7s4c2c Th8s6s4d3d AhJc7d5h2h 
QcTs6d6c3h Jc6d5c4d3d QcJsJh8c2d QsJsJc8s3h 
AsKdTd3c2d As9c8c7h4d KsQsTd5h2s As8h6h5d3d 
Kd5d4s4c2s AdJd7s6h2c AhJd9h3h3c Kh9d8s4d3h 
QdQc9h7h4s AsKs5d3c2s KsQh8c6s3d Qs8c7s5d2d 
AhJd7s5h2h 5d5c4h4c2h AdKd9c4s3d AhQh7h7d3c 
AdKh8h5h2c QsJc7d5c4c AsQs7h4c2d KcTh9h8d3s 
AhKh9d6s2h Kd9h7c6s6h 9c8h6h6c3h Jd8h8d6s2h 
Qc9h8s8h6h KcJs7h3c2s 8s8c7h6h4h Ts8d7c5d2s 
AdKhJh8h2h 8h8c7d3h3c 9c8d6c4h3h KcQs7s3c2h 
TsTc9c5c3h As7s6d3h3c KcTc9s9h5c AdJhTc3c2s 
AsJh9d7d3c Qs8s6s5d4h 9h7s6s5d3s Ks9s8d6c3h 
Jh9h8s8c6h Ac8h8d6h3d QsJh6s5s4s 8s7h6c4c2s 
Kh9s8d4h4d 8s7h6d4d2s JhJc6c4h2c JsTsTd8s2s 
AhQs9c8d4c As5d5c4h4d Qc8s6c4h3s Qc8d6d6c3d 
AdQc9c8h3c AhQs6d4h3h TsTh9c5h4h Jc6c5d4s4d 
Qc8d5d4c2s QhQc7d4c3s Ts9d8h6h4h AhJh8h4s3c 
AsJs8c2h2d 8s7s6h3h3c JsJc7h6h2c JsTd6d5h3c 
Js9s9c7s2c Ts9s9h8s5c Qc7s7d4s4d AdQs9d4c2h 
KsQh8c3s3h KsQsTs5h5c KdJhTc8h2h AsJc6d5c4h 
Jh8d7d6h3h Kh9s9c7d5s Kh7h7c5d3s TdTc9c4h3s 
AdQh7h3d2d KcQc8d7c5c KcQc6s3s2h Qh8s7c4s4h 
AdKs5s4s2c Tc9d8s5h4s Tc9c7d3d3c Ts8s7c5d2c 
Qd9s9h7c5h Th9d4h4d3c KcQd7d3h2c Tc8s6s4c2c 
KdQd9s3s2s AhJc6d5d2c Ts9d7d6c3d Jh9h5h4s3s 
Qd9s8s8h6s 8h7d6s4s2h JhJdTc3c2s QhTs8s3s2h 
Td8c6h4d2h 9s8s5c4d3d JsTs8s5s5c As9d7d7c5d 
AdKd5h3s2d AdJhTs4h2h Qc6h6c4d3h Kh9c7d7c3d 
TsTc7s4s4h KcTc7d5c3s TsTh6d5h2d 9h9d6h5c3h 
QhTs6d6c4s 6s6c4s4d2c JdTd5h4s3d AcKc6s4h2c 
8d7s7d5s2s Jd9h6c5d3s 8c7d5h3d3c QcThTd7s3d 
Ah6s6c3s3c KhTd7d6s3c Th8h7s5d2d 9s7h6c5c2h 
Jc7c5s5h3h Jh8s7c5h2c KhTd6d6c5s Ac9c8c6h3s 
KhJdJc8s2h KdQc7d4d2c KhTs9s9c3s KsQc7d6d4d 
KcJs7c3h2s AcJh5d5c3c QhTd9s9d2d Jc9s6h4h3c 
AdQhJh6c2s KdJc7c5h2h QcTh8d4s4c Th7s5h4s4h 
AcKcJc3c2h Ah9h8h6s3c AdJd6s6c3h JcTd9s4h2c 
JhJcTh3d2h Ac5d4s3c2h KdJcTh4s4h 7c6d6c4d3d 
Ac9c8d4s2h AdKsJs5s2s JcTh6s6d4h AsJcTd5d2d 
JhTh8s3h2s QcJd7s5h3c QcJc8s8c3s 9s8h6c5h4h 
Ad6c4d4c2d Js8h7h6c2s QsQc7s5s3d Ah9d4h4c2d 
Jh8c5c4d2h ThTd7h4s4h Qd6d6c4h3c KhQd7d4h2h 
Kh9s7h6c4h QdJs6c5s3s Js9h7h5s2s QdJh5s5d4d 
AhKs7d3s3c QhQc6h4d2s QsJh7c5d4d QcJd6h4s3c 
