Kd8s3s3d3c 
9d5c4s4d4c Ac7s7h7d3s TsThTd6h2s Qd7d3h3d3c 
8c7d2h2d2c Qh7s7h7c4s Qs5h2s2h2c Tc7s7h7c2d 
Th6s6d6c4c Ts9s3s3h3d 7h7d7c6d2c KdTc4s4h4c 
KsJc8h8d8c Th6s6h6d3h 7d4s4h4d3c 9c7h7d7c4c 
Jh4s4d4c3h 8s8h8c7s2h 6d5s5d5c4d TsThTdTc5c 
Qc9h9d9c4c Jd9s9h9c3h 8c3s2s2h2c Kh7h4h4d4c 
7h6s5h5d5c Ks5s5h5d2s Qs9s9d9c3c AsThTdTc2c 
KhTs6s6d6c Jh7d3s3h3d 8s5h2s2h2d Tc6c2h2d2c 
8d5s5d5c2s QsQhQd7d2d 7d6h5s5h5c 8d7s7h7c5s 
Jc9h6s6h6d Ks6s6h6c2s Js9h2s2h2c Qc7s7h7d5h 
8d7s7h7d4d 6c4h4d4c3d 7s7d7c4s3s Th7s7h7d5h 
TsThTc5h5d 7d4h2s2h2c As9h9d9c7c Qh4c3s3d3c 
8c7c2s2h2d 7h6d2s2h2c Js8c2s2h2d Qs7d3s3h3d 
TsThTc9c3c Kc8h2h2d2c 9s9h9d8s3c Jh7s7h7d5h 
5s3s3h3d2s Ah8h6h6d6c 7d5s5d5c2h 9s4h4d4c3h 
6s5s5d5c3s Jc6c2s2h2d 6c4d3s3d3c Qs9s5h5d5c 
7c4h4d4c2h 3d3c2s2h2d Qd8s7h7d7c 8s5s5d5c4h 
As9h9d9c7h JsJdJc7h2s KcQs5h5d5c Ks8h2s2h2c 
8h8d8c6d3s Qh6s6h6d3s 8s6s6h6d4s Qh3s2s2d2c 
TsTdTc7h2h JhJdJc8d4d Tc5c4s4d4c Kc7h3s3h3d 
9h9d9c4d2s Kd5s5h5c3h 9s9h9d3s2s 7s4d3s3d3c 
Qd9h3h3d3c Qd6s4s4h4d 8s8d8c4c2c 6s3h2s2h2c 
KsKhKdKc3h JsJhJd6d2c 5h3s3h3c2c Js6s2h2d2c 
JsJhJc9c3d Ks9h6h6d6c Ts3s2s2d2c Td9s9h9c5c 
Jh5s5d5c3s 9s9d9c7h2s 9d6s4s4h4c 7s7h7c3h2h 
Qc6d3s3d3c 8s8d8c3s2s 9s9h9d8c5c JsJhJc8s3s 
Ks8s4s4h4d 9d6s6h6d2s 5h4s2s2h2d Qh5s5h5d5c 
QcJh5s5h5d 8c4s4h4c3d 5h5d5c3c2d QsQhQd6c2d 
9s9h9c3d3c 6s4s4d4c3c Kh4s4h4d2d TsTdTc4h3h 
7h3s2s2h2d Ts4c3h3d3c Kd9c5h5d5c Jc6h2s2h2c 
Jh3h3d3c2c Ts4s4d4c3c 8s7s7h7d2s 9s8h3s3h3c 
6s4h4d4c2c AhTh2h2d2c Kd8h8d8c2s JcTh7s7h7d 
Ah8s2h2d2c 8d7d3s3d3c 8d7s7h7c3h Td9c2s2d2c 
Ad7d4s4h4d Qd5s5h5d5c KdTs5s5h5c 9s9h9c6d4h 
Jd5h3h3d3c 6d3h3d3c2h Qh7s7h7d3h 8d6s3h3d3c 
Kc9c4s4d4c Qh7s7d7c3c Kh6h3h3d3c 7d4s4h4c3s 
8h3s3d3c2d Qs9h4s4h4d 9h9d9c7d2s Kh5s5h5d4h 
6d5h3s3d3c KdThTdTc2d Ks7h7d7c3h Ts6s6h6d3h 
QsQhQc6s2d 6s6h6d4h3c JsJhJc5s4s Jd8s8h8c2d 
Td7s7h7d2h 8h3c2s2d2c 9d6s6h6d2c Qd7s7h7d4d 
9s7c5s5h5d Jd6d3s3h3d 8s8h8c6d3s 7h7d7c3h2d 
Jh7h5s5h5d Td8h5s5d5c 9h6s2s2d2c 8s5d4s4h4c 
JsJhJc9d4h Qs5s5h5c4d Kd9s9h9d3c Kd4d3s3h3d 
Jc6s6h6c3h Js5h3s3h3c Qh5s5h5c2c Qs7s7h7c3c 
Qd6s6h6c2s Jd7s2s2h2d Jc9c3h3d3c Qh9c5s5d5c 
Ts4s4d4c2h Qd5s3h3d3c QsQhQc7s3d 8h8d8c5c2s 
Jd6s6h6d3h QsQhQc7s4s Ks7s7d7c4h Kh7s7d7c4s 
Kh9s9d9c4h Qc8c5s5h5d Qd5d2s2d2c JsJhJd7d2s 
Qh8c5s5h5d Jh5c4s4d4c Jd8c2s2h2d Kd6s6h6d5d 
Js5c4s4h4d 7d5s2s2h2c 6s6d6c4h2c Ah5s5d5c3d 
Js8d7h7d7c 9d7s7h7d2h Kd8s8d8c4d Tc6d2h2d2c 
Kc7c3h3d3c JhJdJc9s4c Ad9s9h9c3s Qs3c2h2d2c 
9s7d6h6d6c Jd6s6h6c5s Th4s4d4c2s 9s9h9c6d2s 
Qc7s3s3d3c 8c4h4d4c2c 9s5h2h2d2c Jh7h5s5d5c 
Ad9s9h9c7h Js6c3s3h3d Jh8s5h5d5c Ad3s3h3c2d 
8c6d5s5h5d 9d6d2s2d2c 5s5h5d5c2s Th6h3s3h3d 
KhTsTdTc3s Th6h3s3d3c Qh9c3s3h3d Ad5h5d5c3d 
JsJhJd8s2s Qh3d2h2d2c 6s6h6d6c3c Kd5s5h5d3c 
9c3c2s2h2d Ts7s7d7c2s Qh7h2s2h2c 9s9h9c7h3h 
Jh6c3s3d3c 9s9h9c8s2s 7c6h6d6c5c 9h5c3s3d3c 
As5h5d5c2c Qs7s7h7d2d ThTdTc5s4h TsThTd5d2d 
Jc5h2h2d2c Jc6s6h6c2c Qs5s2h2d2c 6d4s4h4c2c 
Ts4c2h2d2c Kd9s8s8h8c JsJhJc6s2d TsTdTc6d2d 
Ts8s8h8c2s 9c7s7h7d6c KcTsTdTc3c Qs5c3h3d3c 
6c5c2h2d2c Qc4s4h4d3s Ad7d4h4d4c TsTdTc4h4d 
Ah6s6d6c5s 9c3s2s2d2c 9d7h7d7c5s 7h6s6d6c2c 
Qh6s6h6c5d Kh9d7s7d7c Th5d4s4h4c 9c3s3d3c2s 
Jh7s2h2d2c Qd7h7d7c4h AcQc6h6d6c 9s9h9c4d2s 
AsQh3h3d3c Qd4h3s3h3c 9s6s6h6c2s 9s6h5s5d5c 
Qh4c2s2d2c KsKhKdKc7d Kc6c2s2h2d 9d8s8h8d6d 
Jc7h6s6h6d 5c4c2s2d2c Td9h9d9c4s 7s6s3h3d3c 
Qc9h2s2h2d As7s4s4d4c 5s3s3h3d2c Qd7c6s6h6c 
7s7d7c4h2h Js7h4s4h4c 8c5h5d5c3s Js6s6h6c3c 
TsTdTc7h5s 9s9h9c7s3s Qh8s7s7d7c KdQs7s7h7c 
Qc7h4s4d4c Kh9s3s3d3c 8s5c2s2h2c Jh4h2h2d2c 
8s8h8c7c2d 7s6d5h5d5c Ad5d3h3d3c Kh6c2s2d2c 
Qd8s8h8c4h Ad5s5h5c2s 9d7s7d7c2d Ks9s3h3d3c 
7s6s4s4d4c Jh9s9d9c3d Th9h6h6d6c Qh5s5h5c2s 
Qs8s5s5h5c 8d4s4h4d2s Ts6h6d6c5d Qh7s2s2h2d 
Td4h2h2d2c Tc6s6h6c5d TsThTd7h3h 8s7s7h7d2h 
9h7h7d7c4h TsThTd3c2h Qc7s7h7c2s 7s5s5d5c4s 
KsTh2h2d2c 9d6h6d6c3s Jd5c2s2h2c 8c7s6h6d6c 
Ac7s7h7c3c 8s8h8c2s2d Th8c5s5h5c QhQdQc8s3c 
JhTh6s6d6c 9d8s8d8c3d 7d5c3s3d3c 9s9h9d6h3h 
7c6s6d6c4c Ks4h4d4c3d 8c7s7h7d2d AhQh2s2h2d 
Js9c2s2d2c 9c6h2s2h2c QsQdQc3d2h Qc5h5d5c3c 
Tc4s2h2d2c 8s8h8d7c3c ThTdTc8c4c 8s8d8c5c3c 
KhKdKc8h2h Kc6s6h6d3c KdTsThTd4d Kd3s3d3c2h 
Ah7c2s2d2c Qc8s8h8d2c 9c8s8h8d5h Qs6h5h5d5c 
Ac8s7s7h7d 7h4s4d4c2d Qc6s6d6c4c 9s9h9c4d4c 
9c7s6s6h6d 8c3d2s2h2d QsQdQc6d2h 8s8d8c7h4c 
9d7h2h2d2c Js3s2s2h2c 6c4h3h3d3c Th6s6h6d3d 
Qd9h9d9c3h QhTd2s2d2c TsTdTc4c2s QsJs6s6h6d 
Kh9s9d9c4s Tc7h7d7c3h ThTdTc6s5s TsTdTc5s4h 
8s8h8c7d3c 8s8h8d4d2h Qh8s5s5h5c Js9s9h9c5s 
8s7h7d7c4d 9d5s4s4d4c 9s6h3s3d3c 9h9d9c7d3s 
Qs3s2s2h2c 7h6s5s5d5c Qc4h3s3h3d 8s8d8c4c2h 
Qs7h7d7c5c 9h8h8d8c4c TsThTc8d5h Qh6h2s2d2c 
Js6s6h6c3d Qh5h5d5c4s Qd7s7h7d3h QsJc6s6h6d 
Qd8d2s2h2d TsThTd7h2c As5d3h3d3c Js4h3h3d3c 
Jd5s5d5c4d QhJh4s4h4c 8s7h4h4d4c 8d3s3d3c2s 
Th8s8h8d2h Qd8s8h8c4d 8d5c3s3d3c Th7s7h7c2s 
Kc8c5s5h5c 4s4h4d3s2s Jh8s8d8c2h QcTh2h2d2c 
Th6s6h6d2c 8h8d8c3d2s 6s6h6c5c2d Ah5h5d5c2h 
9c8c3s3h3d Ts5h2s2h2d Ks8s8h8c4d 8d6s6h6c2s 
Qc8h3s3h3d 9c8s8h8d2d TsThTc5h2c JsJhJc6s4s 
QhJh5s5h5d Qs5s5h5d2d 9c5d2s2d2c 9d3h2h2d2c 
Qs3d2s2h2c 9c8c3s3d3c Ac5s5h5d2h 8d4s4d4c3h 
9s9d9c7c2s Ks5c4h4d4c Kc5s3s3h3d JsTs5s5h5c 
Tc5s4s4d4c QsQhQd9h2h Kc9s4s4h4c 8c3d2h2d2c 
Kh7c3s3d3c 9s9h9d5d4c Td5s5h5c4d Tc4h4d4c3d 
8d4h4d4c2c 8h6s6d6c5s TsTdTc9s3s 8s8d8c7d3d 
9c8h6s6h6d 7d5s5h5c2s Jd4s4h4c3d 9s5d3s3h3c 
Jc7d2s2h2c Tc9s9d9c2c Jh9s9d9c6s Qs7d5s5h5c 
8s6h6d6c2s 6s4c2h2d2c Qd9h5s5d5c 7c5h5d5c2s 
QsQhQd6d2d Ts6h2s2h2c Qs7c3s3d3c Kc7s7h7d6d 
Ah8s3h3d3c Kc5s5h5d2h QhTh6s6d6c Ad9d3s3h3d 
AdTd3s3d3c Th3s3h3d2h Ks8c2s2d2c Jd6s6d6c2h 
Td7h7d7c6d Kh5d4s4h4c 8s5h3h3d3c 9s9h9c8h3d 
Tc5s5h5c2d Qc7h7d7c4h 8s8h8d3c2c Kd9s9h9d2s 
Jd6h6d6c5s KsKhKdKc8h 9s9h9c3s2s 9d5s5h5d3c 
Kd8c2s2d2c 9h4s2s2h2c 8s7h2s2h2d Kc5c4h4d4c 
Kc8s8h8c2d Kd6d3s3h3c 9s9d9c4c3d TsTc2s2h2d 
Jh7s7h7d2c Ts5s2s2h2d JsJhJc4s2s QdTd5s5d5c 
Qh7h7d7c4h Js8s8d8c3c 6d5h5d5c2d 7h6s6h6d3h 
Kd9s9h9c4c As6c2s2h2d QsThTdTc2c 6h3s3h3d2c 
5s5h5c4d2c TsThTc7d3s Qh8s6s6d6c 9s4h3s3d3c 
9s9d9c4h2s JsJhJc7s5s AcQc7s7h7c Kh8h6s6h6d 
Tc9d3h3d3c Qs6s6h6c3s 9c5s3s3d3c 8c3h3d3c2s 
6c5s5h5d4h AsJd6h6d6c Kd7s7h7c3d 9c8h4s4h4c 
9s9d9c3d2d 9d7h7d7c2d Qh3s2s2h2c Qh5h4s4d4c 
Td3h3d3c2h 7s7h7c6h2h Kc9h9d9c4s Kd9c4s4h4c 
Jc8d3s3h3d Qs9h4s4d4c Kd8d5s5h5d Kc4s2s2h2d 
Qc4s4h4d2h Qd5h5d5c3d 8d3c2s2d2c 8s5s4h4d4c 
Th8c6s6d6c Ks7s6s6h6d Th7h7d7c3d 8h8d8c7d3c 
8c3c2s2h2d 8s8h8d7d2d Ks7h3s3h3d 8s7s7h7c5s 
Ac8s8h8d4h Kd6c2s2h2c Td8s8h8c4c Jh9h3h3d3c 
KcQc8s8d8c QsQhQd4c3c Qd8s8h8c2h QsQhQd7h5h 
9h7d2h2d2c 9d5s5h5c2s Jh8d2s2d2c Ad9d4s4h4d 
QsTd6h6d6c 7s5h2h2d2c 9s9h9c4c3h Th9h3s3h3c 
JsJdJc5d4d TsThTc4d3h Jd5s5d5c2d 8h4s4h4c3c 
9d8d3s3d3c Jc5h5d5c3h Qh4s4h4c3s AsTs2s2d2c 
KhTd6s6h6c 7h6h5s5h5c 9c8d2h2d2c 8s8h8d6h3h 
Js6s6h6c5s 8h8c2s2h2d 6h4s4h4d3c KdJh2s2h2c 
9s6s5s5d5c As8h8d8c2s 6c5h5d5c4s Th8c4s4d4c 
ThTdTc7c4s Kh7s7d7c3c 6s6h6c5h4h Jd9c3s3h3c 
Jd3h2s2d2c Jd7h4s4h4c 9c3h2s2d2c JsJhJd7d2d 
Qc7s7h7c6c QsQdQc8s3s 9c8h4s4h4d QsQdQc7h4d 
Qc7s7h7c2d Jc8h7s7h7d 9s9h9c6c3d Ts4c3s3d3c 
7h5s5d5c4c Qd8h8d8c2h Qh6d3s3h3c 9c7d3s3h3d 
9s9d9c7h2d Qc6d2s2h2c Qh8h4h4d4c TsThTd7c3h 
9s9d9c5h3h Ks5c2s2d2c 7d3s3h3c2s Qc8s8h8d3c 
Kd8s3s3h3d Qh8c5s5d5c Qc8s2s2h2c Kh7s7h7d7c 
Td6d4s4h4d Jd7d5s5h5d Kd7c5s5h5c TsThTd7c4c 
9s7c4s4d4c 8d7s7h7c2s 8h3c2s2h2d Jh8c3s3h3d 
9d6d5s5h5d 8d7s7h7c2d AsQh4h4d4c KhQc5s5d5c 
Tc9d6s6h6d Qs9h9d9c3s 9c3s3d3c2c Ah7d2s2h2d 
Qs6s4h4d4c Tc6c3h3d3c 9c8s8d8c2s Qh5h3s3h3d 
Kh5c4s4d4c QsQhQd6c3d 7h4d3s3d3c Jh7s7d7c5h 
JsJhJd3c2d Qs5s5h5d5c Ts9d3s3d3c 8d4d2s2h2c 
AhQd3s3d3c Tc3h2s2h2c 7c6d2h2d2c Kh8s7s7d7c 
7h7d7c6s2d 6h6d6c3d2c Ts4d3s3h3c 9h5d2s2h2c 
8s7d2h2d2c KhJs7h7d7c Qs7c3h3d3c JhJdJc6h3h 
9d6s6h6c5d Jh6s6h6d2d TsThTc8d3h Jc8d5s5h5c 
QdJh5s5d5c KdTd6h6d6c 7c5s5d5c2s Th4s4d4c2d 
Qd6s4s4d4c 9h9d9c5c4c JhJdJc8c2c 7d3s3h3d2d 
8h8d8c4h3c Kh9s9h9c6h JsJdJc9d2h Td5s3s3d3c 
9h4s4h4c3d KsKhKdKc5d 8s8h8c5c3d Kc5d3s3h3c 
Tc8c5s5d5c Qs8s8h8c4h Jh5s3s3d3c Kc6s6h6c4c 
9s6s2h2d2c Td4s2h2d2c Js4s4h4c2h Jc6d5s5h5c 
QsTc3h3d3c 9c7c6s6h6c QcJc4s4d4c Qs7h3s3d3c 
JsJhJd8c3d 9s9d9c8h3d Qc7s7h7d6s JsJdJc9s2s 
Qs9c3s3d3c Jc7s7h7d4s Jd4s4h4d3s Jc9s9h9d6d 
8c7s7d7c2s 9s9h9c4s3d 8s7h5s5d5c KdTc2s2h2d 
Qc9s5s5h5c Kc6s2s2d2c Jd6h4h4d4c AsQc2h2d2c 
Qd8h8d8c3s 7h7d7c3d2d Ts8h5h5d5c Js7s2h2d2c 
Ah7s4s4d4c Th7h4s4h4d Tc7h7d7c4c Td5s5d5c2d 
Kc6c5s5d5c Kh9s9h9d4d Jh5s5d5c3h Td7s7h7c2s 
Tc9d3s3h3c Ks9c2h2d2c Th9d4s4h4c AsTd5h5d5c 
8h8d8c4d2c Td7s7h7c3d Kh9s9h9d2d Ah7s2s2d2c 
Jd8s8h8d8c Kd6c4s4h4c 9h7s7h7c2h 8d8c2s2h2d 
Qs8c2h2d2c Qh5s5h5c4d Td4c2s2h2d Kc6d5s5h5d 
TsThTdTc5s Ah9h9d9c3s 9s3h2s2h2c 9c6s6d6c2s 
7h7d7c4s3s Qs7s7d7c4h 8h6s6d6c2c 7c6s6h6d6c 
9s5s5d5c3c 8d6s6h6c2d 8h5d4s4d4c Kh4h4d4c2d 
Qs5d3s3h3d 9h6d4s4d4c Td5h3s3d3c Td4s4h4c3h 
9d5s2s2h2c Ah4d2s2d2c KdTc3s3h3c TsTdTc3h3c 
8s7d2s2h2c TsThTc7c3d QsTsThTdTc Kc4h4d4c3s 
TsThTd5c4c Tc6s6h6c5c 8h8d8c5d2s 8s8d8c3s3d 
Kh7h7d7c4s 9s9h9d6c2h TsThTc4c3h 8d4h4d4c3d 
Ah3s3h3d2h Qc6s6d6c2c Js7s7d7c3d 6c4s4d4c2c 
Kd4c2h2d2c 4c3c2s2h2d Ts3c2s2d2c 9c8s8h8c2h 
Jd6d4h4d4c QsQhQdQc6c 5d3c2h2d2c TsThTc3h3d 
ThTdTc3h2h 9s9h9c7s2h 8h4h4d4c2c 5c4d3h3d3c 
Tc7h7d7c2c Qh6h6d6c3d Kc5s4s4h4d JsJhJd8c4s 
JhJdJc9s2d Jh8s8d8c2c Th4h2s2h2d Js9c5s5d5c 
Jc9s3s3h3d Qh9s3s3d3c Kc8s8d8c3c KsQs4s4h4d 
9s7h3s3h3c Th8s8d8c5c 8d6h6d6c5d Th4d2s2h2d 
9s4h2s2h2c 7s7h7d4h3h Tc3s3h3c2s 6h6d6c3h2h 
QsQhQd7s2c QsJc2h2d2c 5s4s3s3h3c Qh8d4s4h4d 
Qs8s8d8c3s Qc7h3s3h3c Kc6c3s3h3c Kc8d4s4d4c 
AdQd7h7d7c ThTc2s2h2d Js6s4s4h4d 6d6c2s2h2c 
Qh8d2s2h2d Ah5s5d5c4c 6c3d2h2d2c KhQs3s3d3c 
Td4s4h4c3s 5c4s4d4c2c Ad9d2s2h2d JhJdJc5c4c 
Td6s6h6d5c TsThTd5c3c Qc3s3h3d2h Kh9s9h9c4c 
Qd9s9h9c5c QsTs3s3h3c 7s7d2s2h2d 8c4s3h3d3c 
8c7s7d7c3h Kh8s8h8d4h 8h5s5d5c3h Jd5s3s3h3c 
QsQhQd6d4d 5s5d5c3d2s 7s6s6h6d2h KdQd4s4h4c 
TsThTdTc4h 9h7s7d7c3c 9s9h9c5d4h 6h4s4d4c3h 
Jh8s8h8c3h Ah4d3s3d3c 9d7s7h7c5h 8h3s3h3c2h 
8s8h8d3c2s 5c4s4h4d2d 7c3c2s2d2c Kd7d5s5d5c 
9h9d9c5h3s Qc6h2h2d2c Kh6d2h2d2c Kd9c4s4d4c 
Jd3h3d3c2h 9d7s7d7c5h Ac9s9h9d2d 9h6d3h3d3c 
Td7h4s4h4d Js6d2s2h2c Ac7d6s6h6d Qh8s5s5d5c 
Qd6s6h6c2c Kd7s7h7c3c 4s3d2s2h2c 9c5h4s4d4c 
Kc3s3h3c2c Qh4s4d4c2s Qc8h8d8c3h Qd7s7h7c2h 
Qs9s9h9c4c Th6s6h6c5d Js7s4s4d4c Ts7s4s4h4c 
QsTsThTc3s 7h6s6h6c2d 9s9h9d6c3h Ac7c3s3h3c 
QcTd3s3h3c 8h7h7d7c2h Qc7s7h7d6h 8c7c5s5d5c 
8c5d4s4h4c Qd8s8h8c5h Jh7h7d7c4s 9s7s3s3h3d 
JsJhJc5h4h Tc5d4s4d4c Qs7s7h7d5s 6s3s3h3d2d 
QcJd7s7h7c 7s7d7c5s2c Qc9c8h8d8c QdJd7s7h7d 
QdTc6s6h6d 9s5h5d5c2s Qs8h4s4d4c Td5d4s4d4c 
Kh9h3s3d3c TsThTdTc6h Th4s4h4c3h TsThTd7c4s 
Jc6s4h4d4c 9s9h9c5d4s Th8h8d8c3h 8s8h8d7c3s 
Qd8h5s5h5c 9s3s3d3c2d AdJd4h4d4c 4s3h2s2h2d 
QdJs3h3d3c 5s4s4d4c2s Qs7s7d7c4s As4s2s2h2d 
Ks7h7d7c3s Jd8h8d8c4d QsQdQc3s2s Jc6h3s3h3c 
JsJhJc7h4d Kd5h3s3d3c TsThTc6d3c AdTc2s2h2c 
8s8d3s3h3c Ad6s6h6c5h 9s9d9c7d2c Ks7s7h7d5s 
Jd8s4s4h4c Jd4d3s3h3c 9h7s7h7d2d KdJs4h4d4c 
Ts7s6s6h6c QsQhQd6c2s 8h5s5h5d3d 9h8s8d8c4c 
QhQdQc3d2s 7s7h7d6c3d Qc7c3s3h3d JsJhJd7c6c 
AsTs5s5d5c 9d7s7h7d4c QsJh4h4d4c Th7h7d7c3s 
QhQdQc9h2h 8s8d8c7c3h Ad4d2s2h2c KcJh7s7d7c 
9s5s5h5d4c Kd8h3s3d3c Kh9h7s7h7c Ac7s7h7c2c 
Ad5d2s2h2c Kh8s8d8c7d KcJh8s8h8d Th3s3h3d2d 
8h7c4s4h4d QsQhQdQc6d Qc6s6h6d4s 9s6c3s3h3d 
6s6h6d5s4s 9d8h8d8c2h 6s6d6c5d3h Jd5h5d5c3s 
Qh9s9h9d5c Jd5c3s3h3d Th4s4h4c2d 8c5h5d5c3c 
9s9d9c4d2d Qh7h4s4h4c 8h6h6d6c5h AhTs2s2d2c 
Kc6h2s2h2d Ah7s7d7c2s KcTsThTc5c TsTdTc7h2d 
Jh7d2s2h2d Th9h6s6d6c Ks5h2s2h2c Kh4c2s2h2d 
9s9h9d7s2d 4d3h2s2h2c Qc6s6h6d4d Qs7c5h5d5c 
8s8h8c7s4d 9c7s7h7c4c Kh8s8d8c6c Qh7s7d7c3d 
4d3s2s2h2c Jh7s7h7d6h Ks5h2s2h2d 9c8s8h8c2s 
8s8d8c3d2d Jd9s9h9d4d Jd5h3s3d3c JcTc3h3d3c 
Ad9s9h9d2d Ad7h2s2h2c 9h4h4d4c3d 9s7h2h2d2c 
8s8d8c6h4c Tc9h6s6d6c 8h8d8c3h2s ThTdTc5s2c 
KcTh2s2d2c Td6h2s2d2c JhJdJc6d5d 9h9d9c3s3h 
7h7d7c3s2d JsJhJc6h4h Th5h3h3d3c 7d3s3d3c2s 
Ts6s6d6c3d Jc7c5s5h5c 9s7c3s3d3c Kd6s6d6c2d 
Jh8h6s6h6c 9c5h5d5c4d Qh8h8d8c4c Kd9h7s7h7c 
8c4c2s2h2c JsJhJdJc2c 9s9h9c5c2h Ac5h3s3h3d 
8c5s5h5c2s 9d6d2h2d2c QsQdQc8h2h QsQhQc4s3d 
Ah4s4h4c2h Ts8s8d8c2s TsTdTc7s3h KhTh5s5h5d 
Qh8s8d8c3d Td8s8d8c3h 9d5d4s4h4d 9c8c6s6h6c 
KcJc8h8d8c 9h5s5h5c3d KsKhKdKc5c JdTc5s5h5d 
7d4d2s2d2c 8h5d2s2h2d Qd6s6h6d2d 9d8s8h8c3h 
JsJhJd9c4s Tc6s6h6d2h Qs8h5s5h5c 9d8s5s5d5c 
Tc5d2s2h2c 9h4h3s3h3d JhTd3s3h3c 7s7d7c3h2h 
QdTs4h4d4c 9s9d9c7d2s KsQc7h7d7c 9c6s6h6c3d 
7s6h6d6c3d 8s8h8c7h4h 8s8c3h3d3c QhTh3s3h3d 
5d3s3h3c2h Js5h5d5c2d ThTdTc5c2h 9s5s5h5d2h 
Ts5s5h5d3c ThTdTc3s2h JsJdJc7h2d Qs9d7h7d7c 
8h8d8c3d2d 9s7s7h7c3s 7d5d3s3h3d Jc9h9d9c6c 
8s6s6h6c5s Kh9c4s4h4c 9s9d9c7d4d JdTc5s5h5c 
Qs8h8d8c7c Ah3s3h3c2h Js9d3s3h3d 9s9d9c5s2h 
9h9d9c5c3c Kc8s8h8d3c 9d5s5d5c2h 8h5d2s2h2c 
Kh8s8h8d3d 8c7s4s4h4d 9d7d5s5h5d Jh6s6h6c4d 
Qh8h6s6h6c Jd5d2h2d2c 8s6d3s3h3c 6h6d6c4c3c 
8c5c2s2d2c Jd7s7h7d5c Tc8c6h6d6c 8h4h2s2h2d 
8h5c2s2h2c 6h3s3h3d3c 9c8c6s6h6d Qc8s8d8c4d 
Kc9s9h9d3d Qc8s3s3h3c Ts4h3s3h3c Js9h9d9c2h 
6s6h6c4s3s KcJh6s6h6d As6c5h5d5c 5h4s4d4c3s 
8d6s6h6d3d Ad7s7d7c2d Js4h3s3h3c QhJc4s4h4d 
Jd7s3h3d3c Ks9s9h9d4d Ks9c4s4d4c As9h3h3d3c 
Jc5h5d5c3d Qh8h8d8c5h Kh8h2h2d2c ThTdTc6d5s 
Qc6h6d6c2d Jc6h6d6c5c 8d6s6d6c2h 8d7s7h7c2h 
8h7s4h4d4c KdJd6s6h6d Jd5d2s2d2c 7s4s4h4d2h 
9s6c3h3d3c Js9d5s5h5c QsQhQdQcJh Qd5h2s2d2c 
Tc8d6s6h6d KdTd3s3d3c Kd8d4s4h4c Qd7c5s5h5c 
Jh9h6s6h6d Ks5h5d5c2h TsTd2s2h2c JdTs3h3d3c 
Qc8c5s5h5c As8h8d8c2c Qd3s3h3d2s As9s9h9d4c 
9c8s8h8d3d 9c4s4d4c2s 5h5d5c4s2h Th9d2s2h2c 
Kh7h6s6h6c Ac5s5h5c3c Qh7s5s5d5c Jh4s4h4d3d 
Qd4s3s3h3d QsQhQc7s2s Qc8d3s3h3d 8c4d3s3h3c 
Kh9s9h9d2c 7s5c3h3d3c 6s6h6c5s2s 5s5h5c3c2d 
QhQdQc6c3s Qh5s2s2d2c 7s4s4h4c3c Js6d3s3h3c 
Ks9c6s6h6d Jh7s7h7c3h Ts7s7d7c3s Kc8s2s2h2c 
Qh8h3h3d3c Jc8h6s6h6d 9s9d9c8h2d 9d7s7d7c3h 
Jc8s6s6h6d Td6s6h6c2h 9s9h9c5d2d 7c6s6h6d3h 
ThTdTc8h4s JsJhJc8h3d TsThTdTc3d Ah6s6d6c4s 
9c6s6h6c2h QcTs4h4d4c Jd5d3s3h3d QhQdQc7d4s 
QdJd7h7d7c Qc9s9h9c5d JsJhJd7d3c QsTc2s2h2c 
Ts8s8d8c2h Qc9d7s7h7d Jd5s5h5d3s Ad9s9h9c2h 
Td5h4s4h4c Jd7h5s5d5c Qh9h4s4h4c JhJdJc3d2d 
KhTh3s3h3d TsThTd6h2d Ah8d6s6d6c 6c3s3h3c2c 
JsJdJc7c2c 8s4s3h3d3c 7c3c2s2h2d Qs8d5s5h5d 
9s9h9c5s2d 5s5h5d4c3s TsThTd6d2s 8s8h8c3h3d 
Qh4d3s3h3c 4s3h2s2h2c Td7d2s2d2c Qc8c6s6d6c 
Ac5h4s4h4d Jd8s3h3d3c QdTd7h7d7c Qd4h2s2h2c 
7s4d3s3h3d 9s5s5h5d4s Qc9d3s3h3d Ts4s4h4c3h 
9c5s5d5c2c Ts5d4s4d4c Ks5c2h2d2c 9c4c2s2h2d 
8c6s6h6d3s Qd9s5s5h5c Ks9s9h9c4h Kh7s7d7c3d 
Tc6s6h6d5d Qs6s6d6c4h Jc5s5h5d4d 9s6s6d6c4s 
Qh6s6d6c4s TsThTd5s2d Th5s5h5c3c 9c4h3s3h3c 
7d4h2s2h2d QcTsThTd3d 9d8s3s3h3d TsThTd5c2d 
Ks7h7d7c2d JsJhJc8s2s 6d5s5h5c4s Js4s2s2h2d 
Ad5c3s3h3c AsQc3h3d3c Kh9s9d9c4d Qd7s7h7d6c 
Kh5c3s3d3c Tc3s2s2d2c Kc6s3s3h3c Jc9s9d9c3h 
Ts9s9h9d2s Qs6c3h3d3c 7c6c4s4h4d Jd7c2h2d2c 
JsJdJc8c2h 7s6c3s3h3d Ts6h6d6c5s Ks9h2s2h2d 
8h6h5s5d5c KsKhKd7c3c 9c4s4h4c2d QsQdQc7c5c 
