Qh9s7d5s2s 
AsTc5s3s2s AsTs4s4c2s 8d5c4d3s3h Qh7c5s3s3d 
Td9d5h3d2s 9s8s6s3h2d Th9d6d3s2d 9d6d5d3h2d 
Qc9c7h7c2s Jd7c5s4h2c Qs8d6s3s3c ThTc8d3d2d 
JdTc6h3s2h Ks9h7c4c3c Td7s7c6h2h KsJs8d3h2s 
Qs8d7c5h2h Jc9s7d4h2c 6h5c3s2h2d 8s7d5d3c2h 
ThTc8h3h2h Js8s6s4h2s Qh8s8c7c2c 6s5d3c2s2h 
KhQd8d4d2s QsJc7h6d2h 9d7s5s2s2c AhKc9d4d2d 
6d5h4d3d2d Js8h4s4c3d KcTd7s3h2d Qc8c7c6c2h 
KdQh9s3s2c Th5s3h3d2s 9c7h6c3c2d Qs5h3h3c2c 
QcJc9c6c2c AcTs9h9d9c 8h7s4c3s3d Qc7d7c2d2c 
9d8h4d4c3s Qc7s5h3h2s 7h5d5c4c2c Tc6d3c2s2d 
9h6h5h4d2h Ad9d8s3d2d Ah9d8s4c2d Th5h5d4s3c 
5s5d5c4s4d Tc6h5s5h2d Jc7d5h4h2s AdJd4d3h2d 
8s5h4h4d2h KhQs8c4d3d Tc7c5s5h2d 7h6d4c3h2s 
8s8c6h3d2h Jh5s4h4d2c KsJs7s4c2s Kh8d6s4c3s 
Jh9d5s3c2s Qc9h7h6d2h Qc7d7c6c2s Tc9d4s3d2h 
Js6h6c4c3d QcJh8h2h2d Jh9d6d4s2c Ad9s8c4c2h 
Qh9c3h3c2h 9s6h4h3d3c Qs8s7c5s2s KcJc8h8c3c 
Ah8s6c4d2c As6d6c4d2h Ts9s4h3d2s Td9d4d3s2c 
Jd9s7c4d2d AsTc7h2h2d Js9d7c4s2h Ks8c5d4d2h 
Jd8h7d4d2c Jh7h7c5s2h KdQd5d2d2c Kc8d7h4c2c 
As6h6c4h2d Tc8d4s4d3d Qc9h7s7c2c 9s7c4h4d3h 
8c7s4c3c2s 9d7s6c4d2d 6c5s3h2d2c Qs8c7h5h2h 
KdQh7h4h2c Qh9d6h4s2h Qd9d8h4d2c Tc9d4h3d2s 
Qs5h5c4c3d Js8c3s3h2h 9c7s3c2s2h Th6s3h2s2d 
8h5d4h2s2h JdTh7s3c2s Kh9d6c3s3c Qd8s8d4h3d 
Td9d4s3d2h 8d7h4c3s3h Kc7c4h3h2c AdQd8d3c2d 
Ad6s6h6d5s Ad9s8d3d2d Qs8c6c4c2h 8s5c3s2h2c 
Qd8d5s4d3d Jh9s7c3d2h Ks8d6h4h3c Td6h6c4c2s 
Qs8d7c5h2d Jd6d5d5c2s Ac5s5h5c4h Jh9s9c3c2c 
Qd9h9d4c2d Jd8s4h4c2d 9h8s7c4d2c Qd8c7c4s4h 
Jc6s4h2s2h KdJd7c4d2d Js8h4h3c2c Qh8c6d4s2d 
9d6h4h3s3c Js7h4s3h2c Qs8h6c4d2c AhQc3c2s2c 
Jh9s6d3c2h 7c5h4d3d2d As9h6c5c2c Jd4s3h3d2h 
Qd9s7c5h2h Kc7d6h3s2c Kh8d7d5d2c Qh8c4s3h3d 
KdJd5d5c2d Jc8h3c2h2d Td6c5s5d2d QhTd7s4c2c 
KcQs8s4s3s Jh9s5s2s2c 9d7d5d3h2c QsQhQc6c5s 
Ts8s4d3s3h Ks8h8d6h2h Ad7s7c6c2c Ks8s5d5c2s 
Jd7s5h4c2h Jd8d7c4d2h Jh5h5d2s2c Jh5s4h4c3h 
9d7h6c4s2c Jh4c3h3c2s KhJs7d4c2d Qs8d7s3d2d 
Ks8c7c5c2h Ks7h7d6h2c Ks7d6h3d2h Kh9d8d6d2d 
Jd8d6d4s2d Kc7s6d5d2d Kh4d4c3c2d Qh9s6h4d2h 
Qs9c7h6c2c Kh8d5h3c2s AcJs6h4h2d Ac9c7c2h2c 
Kc7s6h3s2h Ts6h5d4d2d Th8h5h5d2h 6h5d3s2s2c 
KhJc6d6c2c Jc7s6d3s2d 8s7c5s3d2s Kc8s5d3s2d 
9h7d4d3h2h KcJs4h3d2h Ac5s3s3h2h Kc8h5d4s3s 
Jh4s4c3h2c Tc7s7d6s2s Jh9h6c3d2s 6s5c3s3h2d 
QsJh9s9h9d Ad7c6s3s2c Jd9h5s3c2s Js9h6c4c2d 
Jc9s9d3d2d KsKdKcQs9s Jc9h6s4d2d KhQd9c3c2s 
Kh8d5h2h2c Tc8c6c2s2c Qc8s5c3d2h Kh8d4h4c2s 
KhTc3h2s2h Tc7c5h5d2s Jh8c7d4s3s AsJs3s3d2s 
KhTs4d4c2d Th9h4h4d2c Jh8s6d4s2s 7s5h4s3s2c 
8d8c5s3s2s Kc7h7c4s2c Qh8s6d4s2s Kh4d3h3c2s 
Kc9h6d3s3d Kd9c7s4s3s 9d7s4c3s2c Qs8s7d5s2s 
9h9d8d4d2d AhQs8s3s2d Js6h6d5c2d KdTh4s2h2c 
9c8c7c2s2c Ts6h5s5d2s Kc7s6h3h3d Kc8h6c4c2c 
Jc8c5d2h2c Ts7h5d4c2d Ac8s6h4s3s KhTs7d4d2d 
Qh8h8c4d2h Js6h5s3d2c 6h5s3s2d2c KdJc7d2s2h 
Js6s6c4h3s 8d7c4d3d2c Ac7s5d4s2s Td6s3h2s2d 
Jd8h7c2s2d Jd9h6d4d2c Qc7d4h3c2d Tc9d8c3c2c 
ThTd3d2s2d 7s6c4d2h2d KdQdJhJdJc Js8h6s4s3s 
JhTs6c2d2c Ks8d5c4h3c Ad5c4s4h3c 9c8s6d3s2h 
Ad9h6h4h3s Qs7s4s4h2h QhTs7d4c2d Qd5d4d3s3c 
Qc6h5d4h2h 9h6h5h4c2h Ts9h5c3d2d QsJs8h2s2d 
KsJc8s3s3h Jc8c6d6c3c Jh9s5s3d2s 8c6c4h2d2c 
Jh7h5c4s2h Jd9s6d3h2c Ts9s4h3s2c Kc7s6c3h2d 
Th6h6d5s2h AcQd6d3d2h Tc6s3c2s2h QsJh3h2h2d 
QdJd8c2s2d QdTc7h4s2s Qh7s7h6h2d 9h6d4d3s3d 
9c8h7d3s2c KhJh8d2h2c 5d5c3c2s2h As7d4d3h3d 
Kh7s5c3h2h Qs9s7s4s3d Jc5s4h3d3c KcQc8c4d3c 
Kh7c6c5d2c 9s8d6s3c2s Qh8s6c4s2s Jd8d6d6c3d 
QhTs4s3s2d Kd7c6s3c2s Ts6s5s5h2d Kd7h6s3h3c 
Ah7h4d3h2c Td5s5h4c3s Jh6d4s4h3c Js7d4d3s2d 
Kh8c6s3h2d Jd8d7c2s2h AhTs9h9d9c Td8s4h3s3c 
Ac4c3h3d2c 9d9c6c3h2c Jd8h4d3h2d Js9c6s3h2d 
9s7h4s4d3s 7c4h4c2s2d QdTd4d3s2d Qs7d6c5c2c 
Qc9c7c3h3d 9s7h4d3h2d Jd9c7s7h2c Jd7h7c5h2h 
Th9h5d3h2c AdTs7c2h2c Kd4s4h3c2d 8h4d4c2s2d 
Ts8h4h4c2d JhJd8s3s2c AsTsThTd5d Qd8h6d3s3d 
Tc7c5s5d2h 8s5c4h3h3d Ks7s6c3d2h Jd8h3d2h2c 
AcKh7s2s2d 8h5c4d4c2c Th9h4h3d2s Js9c7d4s2s 
Ts7h5c4c2d Ah8d8c3h2h AdJc4c2s2h AhTd7s2s2c 
7d4s3h2s2h As9d6c5c2c AcTsTdTc5s Ks8h6h4c2d 
Td7d5h4c2d Js8h7d2s2c Jh7h5h4c2s Kd9s7d2h2c 
Td7c6h4s2c Ks7c6d3d2c Qd8d7h4c3d 9h8h8d3c2h 
JdTh6s3h2h Jh8h8d4h3h Jh9c4c3s3d Jh9d7s4h2h 
Qs7d4s3h2h Kh8d7s7c2d Qd9d8h2s2d Th7s4h3h3c 
9c8h7d4s2s Qd9d7d3s3c Ts6s6c5d2s Kc8c5d5c3c 
Jd7h6d2h2d Th6h5s5h2c Th9h4d3h2s JhTd6h2s2h 
ThTc6s3c2d Qh9s6d4d2c 7h6c4d2s2c Jd9c5c3s2c 
QhTh7h3s3h Kc7h6h3s3d QdJc7c4c2h Td9d4s2d2c 
8c5s5h4h2h JsJc6c3h2d Js9c5h3h2d Jh7h7d3d2h 
JdTc6c3h2c Qs7h5d3d2h Td6h5c4s2c 9s7d5h3c2d 
QsJs7s3h3d 8h7d4h3s3c Qd8s3s2d2c Kd8h8d3d2h 
As7c4d3h3c Jd6c5d3h2s 7d6s4s3c2h KdJc4s4h2s 
9d6s6d5d2d Ad6h6c2s2c Jc9s8d3s2h QcJs9s9d9c 
Kc9c8s2h2c AhTc6s6d2c 9d8d7h4c2d 9d7s5c3d2h 
QcTsTdTc7s Qs9c7c4h3c 6h5d4d3d2d KhJh8d3c2h 
9s7d4s3s3c KcTd5h5d2d KhJd6s6c2d AsKd8c3h2h 
Kd7d5d3d3c Ks7c5h4c2d Qc8s6c4c3c Th7h5h3h3c 
Qs9c6c4h2d Kd9s6s3s3c Td9h5c2s2c Tc7c6c3s3c 
9s8s7c4d2s 7c6h4s2s2d Ah7c5c4c2d 9d7d6c2h2d 
7d5h4s3c2h Qd7s7d2s2d Js7c6h3c2h Qh8d8c7c2c 
8d5s4d2d2c Tc9c7s3c2d Ks6c5h3d2d Tc9h7c3d2c 
Tc7h6h4h2d KhQd9c4s2s Qs8s5h2d2c 7s6c4h2d2c 
Td9c4s2h2c Jc8s8d4d2d Jc6c5h5c2s JdTc7s3h2s 
As4d4c2h2d QsQhQd6d5h Qd7h7d3h2h Tc7c6d6c2s 
8h7h4d3d2d 7s7d6h3c2c Kh7c6d5d2d JhTd6s3h2h 
Kh6c5c3d2s JhTh6h2s2c Js9h7s2d2c AcKd6s2s2h 
Qc9h8c2d2c Tc7s6h4d2s Td9s7s3s2c Kd8s5s4h3s 
9c7d4s3d2s KsQh6s2s2d Td8s8c3d2h 9h7c5s3d2c 
Kh7d6s3c2h Th6h5s3c2d Jd5d4s4h3c Ac7s4s3s3d 
Kd8c5c4h2s Th7c5s4d2s Jh4s3s3h2d Td7s4h3s2h 
Th9d3s3c2d Kd8h8d3h2d AdQs8c2h2c Qd9h3h3d2d 
Ac8d7d2s2d 9h6c4c3s3d Ah8c6c4d3c Ac5c4c3s2c 
QdJc7c4c2s QdTh4h3h2c AdJd9d4d2d Jh8d6h3s3c 
Tc6d5h4s2h Kh8c5h2s2h Th5c3s3h2c Qs5d4h4c3c 
Qc7h6s5s2d QhJs6h2h2d Js9h4h3h3d Tc6d3h2h2c 
KsQh8d3s2c Qh8h4d3d2d Qh9c7h6h2h Th6s5s4s2c 
Jh5d4s4h2c Kc8s6s6d3s Jd9h6h4s2c KcQc8c4c3h 
Qd9h8c4s4c Qh9s9h4c2h KcJh6d4d2d Jh6c5h3d2s 
AdKh8c3s2s 9s7s5c2s2h Tc7c4s3c2s Jc6d5s4d2d 
Ac7h6d3c2c Ad9c5c4c3h Jh4d3c2h2d AsJh8h3h2c 
JsTh7d3c2c Kc4s4d3d2s Kh9s7s7d2c 6c5h3h2s2d 
Ah6d6c4d2s 9c8d6c3c2h Ah5h4h3s2h KsJd6c4c2c 
Jc7s4d3h3c ThTd5s3c2d Jd6h5c4s2s Th9h4h4d2s 
AdTd5s3d2d Kd9h7c4c3c Ac8c4h4c3c Ks8c7h7d2c 
Jd7d5d3s3d KsJc7c4d2c Kd6c4d3d2s Qs9s8s4s3c 
Jh7h6d2h2d Jh8d7s2h2c Jc9s4s4h3s 9s6h6c3d2c 
Jd6s5s3h3c Jd8c3s3d2s 6d6c4c3s2c Ts9c5s2s2d 
Tc6h3s3h2c KsQc7c4c2d Jh9h6s3c2d Tc6c4d3s3h 
9c5s4d3h3c KhQc4d2s2d Kh6d5c3s2s Ks8d8c6d2d 
Qs6h3h2s2c QdJd7d3h3c Js8s4d3d2d 9s7s5h3s2c 
KhJs4d4c2c Td8c3d3c2c 7h5s4c3c2c 6c5d5c3s2c 
Qh9s5s4s2s Qc8c4d3d2d Qc9h4s2s2h Qs6c5h4c2c 
KcJsJdJc9h KdJd8h8d3d Kh8c6s6d2s 9c7c5h3c2d 
Qh7c6d5s2c Ts6h6d5c2d Th9d7s3s2c Js6d4h4c3s 
9h5d4h3s3h Kh9d7s4s3s 9s7c6h4d2d Ts5s5c4d3h 
7c3s3c2s2c AdTc7h2s2h Td8d4d3s3h Js6d5c4d2d 
9c8s7d4c2c 8s8d8c7s7h 9s8s4h3d3c 9d5s3d2s2h 
8h6s4s2s2d Ts7d4c3h3d 9d8s5c3s2h AhQs9c3c2d 
KhKdKc2s2d Qd6h6c4d2d Jc4d4c3c2d Qc9c7c6h2c 
KdQh8d4d3d Td5h4s4d3c Qd9s8d3h3d Jd8s3s3c2d 
Qs9h7d6c2d Qd5h5d4d3d Ad7d4d3h2c 9h7h6s2h2d 
Js5c3s3c2c Qh9s7s6c2s Jc7d5s4h2s Ah8d6c4c3c 
Js6h6d4d3c Qs9d8s3s3h Ad7h6s3d2d 8d6d6c3s2h 
KsTs3d2s2h Th7s4h3h3d Qs8h5h4h2c Kh8h5s5h3h 
9c8s7h4d2s ThTd3h2h2c Qc7h5h4h3h Ts7s4s3d2d 
KcQh7s7d2h 6s5c3c2h2d Ks7h6d3d2h 9h7s4s3s2h 
Ts9s4s4h2d Ad9d4s4d2h Qc9s7c4d2h Qc8d5s3h2c 
9h8h6h3s2c Ac6s6h6c5h Td8c5h5c2c 8s5d4s2s2c 
Ks9h8s4s2d Qc7s6h5h2h 9s5d4h4c3c Qc8h4c3h2h 
Js8c3s2h2c Td5d5c4d3h KcQd8s4h3h Kc4s4h3h2s 
9h6d3s2s2d Kd8s7h4d2d 9c7h4c3c2h Js6h4h3c2c 
Js9h7d4s2s 9d8s5d3d2h 7h4s4c2h2d QhTc6c3d2c 
8s7h5s3d2s 9d8h7h4h3h AcQh7s7d2s KcJh4d3s2d 
AsTs5d3s2s Qc8d7d4h4d Kh4d4c3s2h Jc7s7d3s2d 
Qh9d7c6c2c Jh6h5h5d2s Qs9h7h6c2h Jh7s6h3c2c 
Kc9c8d3h3c Ah8d7s2s2c Tc7c6c5c2d 9c6d4s4h3d 
Qh8c3d2h2d Qs9s8d2s2h 6h5h5c3s2h 8h5s4c3d3c 
Js7c5h4h2d Ts5h5d4c3h Kd7h5s4c2h KsQh9d3d2c 
Kh7d6c3s3d Js8d7h4h2c KdJc8d3h2d Jd9c8c4c3c 
Kc8c7d7c2c Jd4h4d2s2c Jc9s7h4c2d KsJs8h3s2d 
Jc9h8s3h2d Ks9d7s2h2c Jc7h6d3h2c 8d5d4d4c2h 
KcJs6h4h2h 9s8s7h4c2s KhTc6c3s2c 7c4h4d3c2h 
Qc9h8d4s4d Kh8s8d5s2s Tc8c6c2h2d Ac6s6h2h2d 
Td6d3s3c2c 9c5c3s3d2d Jh6d4h3d2d Qh8s5d3c2h 
Kd9c6s6c2h Qd8s8d4c3d QhJd4h3h2h AsTs7s4s2s 
QdJd4d2s2d Qs9s8c2s2h QhQc7h3h2d Ac7c5s3c2c 
Qs9d9c7d2d Ks9d6s2h2c AcJs6s4s2h KsTh8c2d2c 
9c8h7h4h3h Kc7h6h5d2h AsKd6h2h2c 8d7d4s4d3h 
JsTd7h2h2c JsJc6s3d2h 6c5h3d2s2h Ts9h5h4h2h 
6c4s3s3c2c Qs8d6s4s3s Kh9c6c5c2c Qc6h5c3d2c 
Qh6s6c5c2c Kc6c5c3c2s 8h7h4s3s2s Kd8s8c6c2c 
Jd8c5c4c3c Td7s4s3h2h QcJs8h3c2c KcJc7h4c2c 
Qh8d5h3c2s Jd5d4h4d3s Kh8s6s6c2d Tc5h3s3c2h 
Qc8s7h5d2s Kh8d8c6d2d Jd7d5d4c2h Ac8d7s2h2d 
Jd9h6c4c2s 9c7h7d4h2s Kd8c6s4h3h 9c5c3s3d2s 
Tc8s4s4h3s Ad7s7c4h2s Jd6c4s4d3h Js6s6d5c2s 
Jd9h8c3h2s 9c7c4h3h2h As7s4d3s2h 9h7c6c4c2s 
Jh7s6d3s2d 9h9d8d3d2c AdQh9c4c2c Jh9d6c3h2s 
7s5d5c4c2c Ks5s4h2s2c KhJd4s3d2d Qc5d5c4c3c 
9c8d7d4d3d Qh9d7c5s2s Td6h6c2s2d 5s5h5c4s4h 
Kd8h6s4c3h 7h5d4d3c2s AdTs5s4s2s Qd5c3h3c2h 
KdJh7s3s3c Tc6c3h2h2d Ks8c4h4d3s Qd8h8c7s2s 
Ks7s4h3c2d KsKhKdQs9s KsJh7h4d2h Ac8h7s2h2d 
KsQd8s4s3s Qd8d5d3h3c 9s9d9c8h8c Qs5s4d4c3s 
7s5s4c2s2d Ts7s4d4c3s 9h9c7d4h2h JsJh7c3d2h 
Kc7s5d4s2h 9s5c4s3s3h 8s8d6c3d2d Qc6s6c5c2c 
KcTs7h4h2h As6s3s3h2c As7c6h6d2h Kh8d8c5c2c 
Qc7c4s3d2d Th9d4c2s2d 8h5s4d2h2c 9d7h4h3d2h 
Kh5h4d2h2c 9d7d5s3d2h Ah4h3d3c2h Ah9h6s6h2h 
Td8d6s3c2h Qs8d8c7s2s Kd7d6c2s2h Jh9s5s2d2c 
Jc9d6c4c2s 9s9h9d8s8c Th9c5c2d2c 9s7c5d3h2c 
7s6s4d2h2c Qh9h8c3s3h AcJs7s4s2s Kd8s6c3d2h 
Kc9c8d4h2c KsJs9s6s2s AdQh8c2s2c KdJsJdJc9h 
9h7c5c2d2c Jc9h8d3h2h Kd8h6c4s3c KcTs5s5d2s 
Qc8s6d3d2s Jh7s7d3s2d Ks4h3s3d2c AdKs6h2h2c 
Kd5d3s2h2c Ks8c6h4d3c Qd9c7h5s2s AhTc6d6c2c 
8s7c3s3c2h Jc6s6c4h3c Td6c5c4c2s Jh7d5s4c2s 
8h5s4s4c3s Qs8c6s3s3d Qc8d7d5d2h 9h7c4s4h3h 
QdTh4s4h2h 9h7c5d3h2s As8d5d3d3c Td9d5h3d2c 
Jd9d8d3h3d Ac6s6h4s2d QdJd8d2s2c Qh9h6s6d2h 
Kh6c5d3d2s Ks7c6h3s2d As5s3s2h2c Kd9d8s2d2c 
KcTh7s3d2h Th9s6s3d2s Qs9c8h4h4d 7d5c4h3s2c 
Qs9h4s4d3s Kc8d5h3d2h Jc6s6h5d2d Qs9s7s4s4d 
As7s7h7c5c 9c6h4d4c3c Jh6s5s3s3c Jh7c5s4s2d 
Ad8s7c4s2s Qc8c7d4s3c Ad6s4h4c3c As8c4h2h2c 
Th5s3h3c2c 8s5h4d2h2c Ad9h6h3s3c Jc5d4s4c2h 
Qd8h7d3s2s 9s6s5s4d2s As8d5d4d2c Td9s4d2h2d 
Tc9d5d2s2d Ks7d5h4d2c 6d5h3c2s2h Th8c4s4d3d 
KhTs6s3d2c Qh7d5h4h2c Td9s5s2s2c Ks7d6d5h2d 
Kc8s5d4h3h Qs6s5s3s3c Ac7s4c3h2c Ac7d4d3s2s 
Qh9h8h3d2s Tc6s6h5c2c KsQs9s4s2h Ks9h5s3d2s 
Qc9h5s4s2s 6c5d3h2s2c Qh9d7d6c2d Td9s6s3s2h 
9h5d5c4c3c QdJc6d2s2d KdQc8h4s3s Ts9h4d2h2c 
KhJs8d4c2c Jc8s3d2d2c Ts7h4d4c3h Jc9d4d3s3h 
QsQhQcJs3c KdJh9h4h2h Qd9s6s6h2s 8h7d3c2h2d 
Qh8s5s3s3c Kc9h7h7d2s JdTc6c3s2c Ts7c6c4c2h 
TsTc8d3d2h KhQc8s4c2c Kd8s7s7c3s KsJc8d4h2d 
KdJs6d3d2c Kc5d5c4c2c Kh7c6d3s3c 8d7c5s3h2s 
KhKdKc2s2h 9d7h5s3c2h Kd9d8c4h2d QhTs5d3d2d 
9h7h5h3d2c Qc8s7d5d2d Jh9h7d3s2c JdJc7s3h2d 
Kd5c4s4h3s KdJc4s3c2c Kh7s7d5d2c 9c7d6d4h2d 
Js6s5s5d2h QhJc8c2s2c QdTs7c4s2s Jd8d7s4h2d 
QhQdQcTc2d Qd5d4d4c2h AsQc9d3h2d QhQdQcTh2c 
Qc9s5h4d2h 8d5h5c4h2h Kh9s7d5d2d Qd4s4c3c2s 
Kd8s5s3c2c Qc5s5h4h3d Tc5d3s3c2d Jc9s6h6d2d 
Jd8h3s3d2s Kd8s8c5c2c Kc9d7d5s2d 8h7d3h3d2s 
Ah9c8h3h2h 9h9d8c3s2s Qh9h8s4h2c Kh6d4h3h2s 
Jh9s4s3s3d Ac9s8h4d2d AhTc5h3h2h Js6c4s4d3h 
Jh9c6d4s2s Qs5h5c2d2c Kc7h6h5s2h Jc5h4s4c2d 
JdTs7h3h2h Jd6s4h4d3c 6s5d3d2h2c Kc9d7s7d2h 
AcJs8s3d2s Qh9d9c7d2d Qh8h5c3d2s Qd9s9h3d2c 
Kd7s7c6s2h Jh7d6d4d3d Jd4c3h2d2c KhJd7c3s3c 
7h7c6s3d2d Jc8d4d3h2h Qc9s6c2h2d 8s5s4s4c2d 
Tc6s5h3h3d Kc8d5h4s3s Qd9h5d3d2c KsQs5s2s2c 
Ac9h4c2s2c Th7h4h3c2c KsJs9s3s2d Ac9s8s3d2h 
Jh7h4c3c2d Jh9d5d3d2s Kh8h6d4h3h QsJd7h7d2c 
Qc8d7d4s4d Qc8d5d4d2h 7h5c4d3d2d 7s6c4d3s2h 
Kc8d5s4d3d KsQc6s2s2d KdQs9h3s2s 8d5c4h2s2d 
QcJd4c3c2c Th7d7c5h2h 7s7c6h3d2d 8s5c4d2s2h 
KcQh3h2h2d 6s5s4c3s2s TsTc3s2s2d AcKd7s2s2h 
JsJd6s3h2c Qc9d7c3h3c Js9c6h6d2d Qh8s3s3d2h 
Qs9h8c4d4c Qh4s4h3h2s Tc6h5s4d2s Qc9s5c3c2d 
KhJd7d4s2d AhQhQdQc9h Qh8s8h4d3h KdTd5h3d2d 
Ks8s7d3s2d Kh8c6d6c2s Ad8s6c4h2c 8s6s6d3c2h 
Qd5s4d3h2d Qs7d5s4s2c Kc8s8d6s2s 8d6d4h4c2d 
JhTc7d3s2d Jh8h7d4h3h 8h5s4c2s2d Js8s7d6s2s 
Th6c3s2s2h Jh9d7h4h2s Qc7s5c4c2d QsQhQcJs3h 
9s8h7c4d2d QsQd8s3s2s KsQsJsJhJc 6h5h3s2d2c 
Kd6s5c3h2c Ah6h3h3d2s 9s9h7d3c2s Tc8h6c3d2s 
Qs8d8c7h3h Qh8h7h4c3d Ks8c6h4d2c Qh9h7h6s2h 
Qh7s7h3h3c Js7d4s3d2h Kh9s3h2s2h KdJs9c3h2h 
KcQh9d3h2h Kd8c4h4d2s Ah8c7d2s2c QsQhQc6h5s 
8d5h4c2s2d 9h8c7d4s2c Kd4h4c3c2h KsQc7h7d2c 
9h8d7s4c2c Th8s4d4c2h Ac7s4d3h3d Js5s5c2s2d 
Kd8h7s4d2d Jh7d6c4h2s AdQh6h3h2c Qd9d6d6c2d 
Jh8s4d4c3h 9s6s4h3s3c 9c7d6c2s2c Qs8c4d3s3h 
QsTh7c4d2c KdQs7d4d2d Jc8d5s2h2d 9h7d4s3d2s 
Kh7h7c3c2h JsJd6d3c2h JdTd7d6d2d 8c7h5d3s2c 
AdQs3h3c2c 6d6c4d3h2d Ts7c6d4h2c Qc7d6s5h2d 
Jh6s5c3h2d Kc8c6c3h3d 8d6d4c2s2d AcTd5h3s2d 
Ac6d4s4h3h QdTs7d5d2d JdTs7h3c2h Ks9h7s2d2c 
KhTd7c4c2c Ts6d5c4d2d Kc5h4s4d3h Qs9h8s3s3c 
Qh9h8c2h2d Qs9s7s7h2c Jd9h7d2s2c Td7h3h3d2c 
Ad7c6s6h2h Ts9h4c3h2d Qh5h5c4h3h 8d7d4h4d3s 
Ad7s4c3d2d QdJh6h2s2c Kh7s4s4c2c Ad9c8s4c2c 
Kh7d6d3d3c KcJc3c2s2d Qd7c6h5h2h JsJd4c3c2h 
7d5d4c3s2h Ad7c5s4h2c Jh4h4d2s2c AcKd7h2s2h 
9h8c7d3s2h Td6h3s2s2d Jc8s7d4d2h Tc9h5h2s2h 
Js9d4d3h3d Kc9s7h4h4d Ks7h7d5h2c Jd8d7h4d3d 
9s9h8s4s2s Jd7s6s4s3s Kd5h5c4s2c Jc6h4s2s2h 
Th8s8d3s2c Qh8s6d4c2c Qh9s7s4s3c Jd8c3d2s2c 
Ts9s4d2s2h Tc6s3h2h2c As7s4s3h2d Kc9h7s4s4d 
Ts7s4h3s2h 6d5c3h2s2c AsJh6d4h2h KcQh7h4h2s 
Kh7c6c4s2d KcJc5h5c2c Jc6c4d3c2d Js7s7h4c2d 
Qs8c4h3s3d KhQc9c2s2c Qs8d5d4d2c 9c6c4s3d3c 
KhJsJhJd9c Td6s6h5h2h Kd8h6s3c2d KcQh7h4s2h 
8h7d3h3d2c Qc6s3s2d2c Ah9s6c3d3c KcJh7h4d2h 
8h6h4s4c2h Qd8d4s3s2s JsTd6c3s2s 8s7c4s4d3s 
Th9s6c3d2c Ac9s6d5d2d KcTd8h3d2s 8s8c6c3c2d 
JhJdJcTh9s Jd7c6h5c2c 6h5s4h3h2h KdJd8s8d3d 
Qd8h7d4s3d 6c5c3s2h2d Td6d5s5d2c KsQh8h8c2h 
Jc7s7d4s3s Ks8c4s4h2d 9h7c4s4d3s 9c7s4h4d3h 
Jh7d5s4c2d KcQc4h3c2c 6h6d4d3s2d Jd7s4d3c2s 
QsTc6h3d2h Js6d6c3c2d Qc7d5h3h2d 8h7s4d3s3c 
5s5c3c2h2d Jc5h4s4d3c Qh9d6d6c2d Ks7s6h2d2c 
Js6s5h5c2d Qd9d9c4d2h 9s5d4s3s3c TsTh6c3s2d 
Th6d5s4d2d 9s8d6c3h2s Th8d4s4c3s Td6s3s3h2d 
9d7c6s4h2s JhTc6d3h2h Kd8h8c3s3d 9h7c4h3c2c 
QsTd7h4d2d Kh7s7h3s2h Qd8s6h4h3h KsJh3c2h2d 
Ad7s4s3h2h 7h6d4c2s2c Ks8c5d4c3c AcKh9h3h2h 
Js8s5h2s2c Qc9h9c4d2c Kc8h8d3s3c Kd8s6s6h3s 
9d5d5c4h3d Qc8c7s7d2c As9d8h4c2d 9d6d4c3s3d 
Js7h7d3h2d 7h4s4c2s2d 9h8s8c4s2s Ac8h5h4h2d 
AcKs6d3d2d Qc8d3s3c2s 9d7d4s3d3c Jc6h5h3s3h 
Tc7s7h6d2d Qs9s7s4c3s AhTh5h3h2d 6s5d3c2h2d 
KdQc8c4s2c AsQc9d3d2h Jd6h6d4c3d KsQh9d3h2h 
Ac9h8h3d2s QdJc8c2h2c Kc9h7s7h2d Jh5c4s4d3h 
Qh9c4s2s2c 9s8s7d4c2s KsJd8s3c2s KsJc6h6d2c 
Jh9s7d7c2s Js9c5c4c2c KsTd3s2s2c AhJs8s3d2s 
Th8s8c3h2d 8d7s4d3d2s Ah8c5c4c2d Qs8h8c7d2d 
Qd8c5d4d3d KcQd7d3s2h Jc7c5c4s2d Jd9c6d3s2h 
8s7d4c3c2d 8d7h5c3s2h 9s7c6d4h2d Kh7d7c6c2s 
Ks7c6c3h3c 9s7h4s3d3c 8c5s4d2s2h Kc7s7h5d2h 
Kc8d7s7h2s Qs8d5s3h2c Qd6h6d2s2c 9c8s7d4h2h 
Td7d6d3s3d Ac6h4s4d3d KhTc6c3d2c 9c8s5c3d2c 
9h5s3d2s2d 6h5c3d2s2c Ts6h3s2h2d 9h7c5c4d2c 
Kc6h4c3c2d Qd9h5c4c2c AdQc8h3c2c Qd9h5d3s2d 
Js6s4h2s2h AdTs5d3d2d KcQh9h3d2h Kh8c4d4c2d 
KcTd4s2h2d QhTc6d3d2s Qh9h7h4h4d Jc4d3h2d2c 
Ks7c6d3h2s QdTs5h3h2h QsQhQcJh3s 9s9h4h2h2c 
9d8s6s4s2s Qs7s7c3c2c 9s8c7c4c3c Td9d5s4d2d 
