AdKh8d8c3d 
Js8h7c6s3c KhQsJs7c3d 9s9c6h6d3c QsTc6d5s3s 
Ah7h6d3s2d JsTc6d6c5c JsJcTh7h2d Jc9d7s5d4h 
KsTd8h4d3h AdJd8d5c3d Jc9s5s5d3d KdQd9d5s4h 
9c8d6s6h5h Ad9d6d5s5h JdTh7h6s2s QdTd5c3h2c 
KdTsTh6c3h JhTd9d5s5c KdTs7h2s2d Qc8h6d5s4s 
AsKd6d5d3d Th8h7s4d3d Ad9s9h5h5c KdQd6h3s2h 
Kh9h6h5s2s Ac8h7d6h5h Ts8c7s5h2c AhJdTs7s2s 
AdKd9d5s2c AsTc6s4d2h Qc8s7s7d6h JdTd7h4c3s 
JdTsTc4h2c KsTh7d2s2h Jd8d7s6s3s AsKs5s3h2d 
TdTc9s7s3h Ks9h9c7s5s JdTh9s2d2c Ad7s6h3s2d 
9h7h6s6c5d AcTs6d4c2h Ad6d5s4h4d As9s9h6s4d 
Qd6s5d4c2c 9s9c8s8d3s JcThTd4s2d Js8h7h5c4d 
AcJc5s5h2d Jc8d8c7c6h Td9s8s3d2c Ac8d7s6d3s 
KcQdQc4c2c 8s8c7s5c2s Kc8d7h7c4s KhQc9h4s2s 
QdTh8d5c2s 9c7d6h3h3d AhTh7s3h3c AhQs9d4d2s 
QhTc7c5c2h 9d9c8s8c4c KdTc9c8h5c JsTc9d4h4c 
AdJsTc6s3s AhJsTd5s2s Tc8h8c6c5d KsTh6d5h2d 
9d8s8d5c4h AcKd8s5d2d QsQh8h3d2d AhKs7d2h2c 
Qd8c5h4h3d Qs9d8d7d5h AcKd7d4d3s KdQc9d4h2h 
Js8h7d5h4c QsJh6d4s3c JsTs7h7d2h KhQsTd6h2h 
KhQs9s6s4c Ts9d7c6h3d Jh9d8h4s4d 8c7s6s4c2h 
TsTh4h4c2s Qh9s6c5d3h 9h7d5h5d3d QhQdJc8d2d 
Ac8d7h2s2c AsKs6s4s3c AsJdTc7c2c Ts8c7h4c3s 
JdTh9s4h4c KcJs7h5d4d 8s8d7h6s4s Ac9h7s7d6d 
9s8d7c3s3c 9d8h6s6c5c AcKd9s7h3h 9h7d6s3s3d 
Jc9s5s3s3c QdJsTc4h2h Ah9d9c8c6c KcJs7c5h3c 
JhJc9c8c2s AdTc7s5s2c Ts9d8c7h4s 9h8d7s4h4d 
AhQc8c7s3d Qc9d7s5d2c KcQsTd8h3d Ah8s6h3s3h 
JhTh9h5d5c 8s7h6s4h3s Jh8d7c5d4s QhJh4h4d3d 
QhTs6d4s2d KhJh9d4h4d AhJd8c4s4d Kc9s9h6s5d 
KdTdTc3s3d 9c7s7h6d5c KhQs8s6s4d KcTd9h7c2c 
AcJsTd4h2h KcJsJh8c2d AcKh8s8c3c 9c8d6s5h5d 
KsQs7d7c5s Jh9s5s5d3d Jc9d8c4s3d Kh8h7c5c2h 
QcTs9d5h5c Ts7s7c3d3c Jd9c6d4s3s Qc6s5c4h2s 
9c8h6s6d5s Qh8c7d5s4h AdQs9c5h4h KsTh8d5d2h 
KsTs9c8h3s Js7c6c4s3h JdTd8d5c2s Qc9c6s3s3h 
QhTs6h3s2s Js9s8h7c4d KsQs8s6s5d Qd9c8s6c2s 
5h5c4h4c3c KsQs7d5c3s QhJc6h3c2s QcTh9h8s3h 
Ac8h7d6s6h Js9c8s6s2c QhTd7d5d2h QhTh8c3s2c 
JdTs9c4s4h Ks9d5c4s2d QsQh9d8c2c KdJd6c5h3d 
QcJd5h2h2c KsJc6d5h2s JdJc9s4s4h AcJhTs6h3h 
Kc8d8c7s5c 8s8d7h2h2d Qh9s7h6d4c 8h8d7d5h2d 
AdJc5d3s3d AsKh6d4h2c Js9s9h8s5d 9s7h6d5s3s 
QdTh6h5h4h 9s7c5s5c3c TsTc9h7h4h Tc9d8d6d4h 
AcJd8h6c3c AsKs9s6h2d KdTh8c4h3c QsTh8h4c2c 
As8s8c7d3s AcJc5h5d3c KdQd9h6d3s KcQd9s7h5h 
QdJhTs4c2c AdQs8s7h3c KsTs6h6c5s Ah8h7c2h2c 
QhTs6s6h2h KhJh7c5h2c JcTs6s5s4s Qd8d7s6d6c 
AhJs9c8d3c 8c7c5s4d2d 8h7d6s5s3c JsJh9s8s2d 
KcTc7s4h4d 9c7h6d5s5h Th7c6s5c4d Qd9s8s7d3d 
Jd9h7s6s6c Qd9d9c8h5d Ac7c6c4h2h AdTc7s5c2s 
AcQsTc4c2c KcQc9h6c3d Td7h6s5h4c Jh9d8h4d4c 
AdQd7d4c3s QhTc9d8s2d Td7s7d5h5c AhKd9c5d2s 
AdTs9s8s3s QsJh9c5d2s Th9s5s4s3h JcTd9d5d4d 
Qc8s5c4h3s Qs6d5d5c4c KhJsJd8h2c QcJd6c3d2h 
KhQh9h5c4d Qs8d6h5h4c 8d7h6h6c4s Jd7c6s4d4c 
Ah7d6c3d2h 8c7h7c3h3c Th9d7s6c3s 8s7s7d3s3d 
TsTd9h8c4s QdTc5c3c2d Qd9c6c4h3h JsTc4c2s2c 
7c6d5h4d2h KcTd8h4d3h Qh8h7s6h6c 8d6d5c2h2c 
QdTs6h4s2h QcJc8h7h2c Td9s7h7c5d Jd7h5h4d3h 
Qh7d5h4h4d Td8s8d6d5h Th8d7h4c3d Jd8c5d4c2s 
Jd9s8c4d3c 9s8c7d4d4c Td8d6d5s2s ThTc4d2h2c 
8h8d6d4d4c AhQh5d4h2s JcTs7c6c3h KcJc5s4h4d 
Ts6h5d4s4h Qh8d7h5d2s Jd8h8d6c3h Ks7c5c4h3h 
QsQd4h3h3c QdJc9c7c5c AdQc9h5s4s TsTh6s4s4d 
KcJhTd6h2s Js7d6h4s4d KhQc8c6c4d Ah9d6h5c4h 
As8h8d6d5c Jd9h9c6d2h KdQhJd4d3d QhQd8d3c2c 
AcQc8c4s3d KsJcTd4h2d KhJhJdJcTc Ad8d5s4d4c 
QdJsTh4h2h KsJsTs3h3c KsJs7h4d2d Ts8d7h5h2s 
QcTs7c4h2s QcJdTd7d3s Kd9s6d4s2h Qh9h6h4c3c 
Jh8c7h5h4s Td8d6s6c3s Jc9c7s5c4d KsJc6d3c2s 
Ac7c5s5h2d KhThTd3h3c QdTs9h5s3s Qd9s7h7d5c 
TdTc9s6h3s JcTd9h5s5h Th9c8d7c4s KhTh4h4c3c 
Kc8s8c5h5d JsTs7s4d2d KdQs7d5h3d KsJc6h5d4d 
Jh9d8s4h3s Jh7s5s4d3d KdQhQd6d2d KsJs9h7d4s 
QdTh9c8s2c Qs9c6h5d3s QsTd6c5s3s 8h8c5d5c3s 
7s6h5d4s2h AhQh9h5c2d QdTh6c4h2c KhJd8c3h2d 
Tc8d6s6c2s Qh8d5c4c3h QdQcJh8d2d Tc8c6s6d3d 
KhJdJc8h2s KdQd8d5c2c AsQd9c6d3h Jh8s5h4s2c 
8s6s6c5s5d AsKs8c4h3s Kh9s8s8d7s Th9c8c4h3c 
AcKh9c5c2s KhQc9s7c4d KcQs8s6s4h Th8s6d5s2d 
Jh8h7h7d5c AcKc7c6h2d QcTh7h5h2c Qc8h8c6s4d 
Jh8s8h6d3s QcTh7d5s3c Qh9h6s4h3s Qc9s9c7d5c 
AdJh6c3s3d Kh6s6c5h3d 9d7s5s5d3s AcKh7s6d2h 
9s7s7h5d2h Ac6h6d5h3d QsTsTd8c2s KsJhTh6d2c 
KdJd9s6h2c AdTs9h6s6c 8h7d6s6c5d 8h8d7d5s5d 
Jc9s6c4h3h Kc6h6c4h3c 7s7d6c5h3d 6s5d5c4s3d 
KcQh6h3c2c JcTc8d8c5c As8d7h2s2c AsKdQd7c2d 
JhTs4d3h2d KdThTc6s3h 6h6d5s4h2d AdJsJh5c2s 
Ks8c5h5c3s Kd9s7c5d4d QhTc4s3s3c Kh9h7s6h4c 
Kc8c6h5c4s Js9s9d8s5h QdQc5c3h2s KcTs7h6c2d 
Kc5h4c3d2h KdTs9d8d5d Kc5h4d3d2c KsJdTh7s2s 
9c8s8c7s3c KsTs6c5s3d Ts9h9d3h2d 9s9h8d8c3d 
AhQs9d8s3s KsJc7d5h4h Jd8c7c5h4s AhTd9d7c2s 
AcQh7c4s3c AcKs6d4s2h Jd9h7h5s4c Ac6c5h4s4c 
AdKc9c6s3c Jd7s5s4d3d Jc9c8c7c5d Qs9d8h8c5s 
KcJd8c3d2s JcTc7s6s2c Tc8d8c5d2d Qs8s5d4h3d 
6s6h5s5c3d QhTd9h5c2s 8h8d7s6h4h Qc9s6s4h3h 
QdTsTc5d3d AhTc9s5c4c ThTc6c4s4c KhQh9h5d4c 
Ks9h9c6c5d 9s8c7s7h6s JsJd8h5d3c AsTc9d6h6c 
As6s5c4s4h QdTs7h7d2h AdTs5d4h3d Jd8d7d5h3h 
Qd8d7c6h6d Qc9d7s4s4c JhTh4d2d2c 9h8d7c4h4d 
AhQs7c6s2c KhJh4s3s2c AsKc8c5d3c QsTdTc8c3h 
TsTc5d4h4d Js9h5c4h3c Ad9d8c4d2c QcTs6s6c2c 
AhQd5s4s4c Td6s5s4h3h AsQhQc7h2h KsQcJh7d4d 
QsJd9s9c2h Ts8h8c6s5s QsTh6h5h4h KdJd9c7s3d 
AsKc9s5s2d KdQd8s6d5d TsTc9d2h2c Kc9c7h7c5d 
As9c8s5d2s Kd6s6h5d3c KsTs8s7h4s QcTs9s8d3s 
Ts8s8h5d4c Jh8s5h5d2d QhTh8d5h4h ThTd8s8h3h 
KcTs9h2s2h JdJc8s6h4h QhQc9s7c2d KcTc7h4s4d 
Jc8c7h7c6d QhTc5h2s2c QhJs9h9d2c KdQd7s5d4d 
KsTs5h3s3h JhJd7d2h2d 8s6c5c3s3d JdTd8s8d5d 
QcJd5d3s2s Ac9h4h4c2s KdQc9c6c4s AsQdJc4d2d 
AsJh7h6c4h As7c4h3c2s QcJd7h5d2h Js8s8h5c4s 
KcTd9c6c3c Ah9d6d5s3s JsTd9h4d4c Ts9s8d3h2d 
AhJs5h3h3c QhTc7s7h2s KsJc7s4h3d Qc6s5d4d3s 
ThTd6d4d4c 8d6s6d5d3s Qh9h5d4d2c QdTc8d7d4d 
Ah8d7c2s2h QsJd5h2s2h Qc9d7h4h4c KhJd5d3h2h 
AdKc9s5h4h AdKc6c5c3c Kh9c6h4c2s Qc9d7h7d6s 
AhJs9s5s4d KdTs6d2s2h QsQd9d6d3d Jh9s6d5d2s 
AcKd5s3d2h Kc5s4d3d2c Ts9c8d7h4s QhJd3h2d2c 
KhJdTc4s2c 7d5d5c4s3s JdTc6h5c3c JsJcTh5h2h 
Qc8c5d4d2s AcTs5d4c3c QcJc8d5s3h JhTs7h6h3d 
AcTc8c7d2c JhTh5s3s2s Jh9s7s3h3d KdTh7d5d4d 
Ts9h7d6c3h 6s6d5h5d3c QhJd5c2h2c QhJc9h5s5d 
5h5d4h4d2c QcJs7s6s6h KsJs6c5h3s As9c6d5c3d 
Ad8d7d6h4d AdKsTh5c2h AdTd7c3h3d 6h6d4d3h3d 
AhQh7h4d3c AsTd7d6c3h AsQc9h5h4d Jd9s8d4c3s 
KhTc4d3h2c Qc9h9c7d2d QsQdTs5s2s Td7c6s5c4h 
AhQsQhQd4s KhJdTs4s2c 9d9c7d6s4d 9s7s5s5d3d 
Tc9c7d5c4s Ac9s8s6d5s 9h8s8h4s3c AhKs8d5s2s 
8s7d6d4s2c AhJh8h8c4h KhQhQd4h2h 8d8c7c5h5c 
KdTs9h9c2c AhKs9c3s2c Ac9c5d5c2d KsJh9c4h4c 
AdKs7h2d2c 9c8c5s4h3s Tc9c8d3h2d Td8h7s4d3h 
KdJcTh6c2s KhQdJc3c2s KcTc9c8d5c Kc9d5s4c2d 
Qh9s8d8c5h AdJcTh5c2c QsTh8h7h4d JdTs5d4d3h 
JsTd9c2s2h Ks9c5d4s2c Ad9h6s6h4s QsTc6s3c2d 
Th9d8d5s4c KhJd8h6c4h KsQs8d8c2d KsTd4s3h2d 
QcJh7s5h2s Ts9c7h6c3d KcTh9d2h2d JdTs9h5h5c 
Qh6d5h4d3h KhTd4d3h2d QhTc9d7s2h AdQh7s7d2c 
AcJh5c3d2s KhThTc9h2h Ac9d8d3c2c JcTc5d3d2d 
8h7d6d4h2s JsThTd4c2h Ac8s7h6s3h Qc9c6s3s3d 
JdTs8h3h2s QhTs9d4c3d Jh9d7d5c4s JhTs7s6s4s 
QcJd3c2h2d Js8s5h4h2c Th8s8c3s3c KsTd9s4c3s 
KdJs8d5c3h AhQd8h6s2h 9s9h8h5h5d QcJhTh2h2d 
Js8h7d6d5d As8c6s4d3h JhTc7h6h3s Qs8h6c4h3s 
9c8h6h6d2c QdTc9s5c3c Jd8c7s6d3s Qh8c7h6h3c 
AsJdTh5d2d KcJs5d2d2c AcTs8d5h5d JhTsTc4d2c 
AsKc8d5c2c JdTd8d5s5h 9d8s8d4s3c KsJh8d6s4s 
KdJc6s5h2d 9h8d7s7d2h KhQh7h5h4s Kc6h5d5c4s 
Qd9h6c5d3s QhTs9d7c3d 8s7d6h6d4c As9h9c6h5d 
AcKdQd9d2d QcTh9s8d2s 7s7c6s5s3h KsTs6c5s3h 
Kh8c5d3h3c Td9s9d4h3c 9h6h6d5h5c JsTh9d5d5c 
AsJd6h3s3c QcJsTs7s3h Ah6h5d2h2d AdKhTh3h2c 
Jd9s8s4d3h KsQs8c6s5s KhJsJhJdTs Qh9d9c7c2h 
Ks9d8h6d5c KdTh7s6d2c KcQc7h5s3c AsKhTd2d2c 
Ad8c6s3h3d KcJh8d8c5c AdJh9c8s3s KdQdJd3h2c 
Tc8s7c4d3s Td8d7h5h2s AhKhTh5s2h QhTd4s4d2h 
KhJs8h8c5h 9c7c5c4h3h Jd8c7s5h4c KdJc7h5s4s 
Ts8s8h6s5c Qd8s6h4s3d QcTdTc8h2c Ad8c7h2s2d 
Tc9s9h7d4c KhJs8h5d3c AdJd7d5h3d AdKcJh4h2h 
JdTs9h4s4c KcTd4c2h2d Kd5c4h3h2d KsQs8s5c4h 
Ts6h5d4h4d Th8h7h6d5h 8d7h6h4d3h TsTc6d6c3h 
JsJd7s2s2d KcTc6c5s3d KsJhTd4d2c QsJc7h6h6d 
QdTs8s8c4s KcTd9s2s2d KhQs5c3h3d QcJc9c5s4c 
AsKdJh7h2c AdTc8c6c4c Kc7h6c4s2h KhQh8h6h5c 
JsTs7d4d2d Jd7h6h4d3c 9c8h5h5c3s TdTc6s6c3h 
AdKd6d4d3h Qh8s5s5h2c AsJc9d8h3d AdQc7s6c2s 
Jd9d8h7c4s KhJd5c2h2c Qh9h5s4s2d KcTd7s7d5d 
QsJh9d7c4h QcJsTs8s3s KcJd9c7h3c Ah3h3d2h2d 
JhJd8c3h2d KcQh9c4d2d KsJs4s4h3h Kh7s6h6c2c 
KsQh5h5c4h AhKh9h5c2d QsJc9d8c3h 9s6s5c4s4c 
KdJc8d3c2h Jc9s8h4c3h QhTs5d3d2h AdKcTh2s2h 
KdQh9h6h4c Td7d7c6s5h KdJh7d5c3d Jh9s9c6d5d 
QhJsTs2s2c Ah9h9d5h3c Jh9d7d3s3h Ad8d7s3h3c 
Th8c6c5s4d 9d9c7d2h2c Ah9h7h6h6d KsTd7h7c5d 
Ts9c6s5d4h QsTh7s4c2h AsTsTh4c2s Js9s8c7d4h 
Kd8d6h5d4s Qd9d9c8s5d 9c8d7h3h3c AsKs9c6s4s 
Jc7h5c4h4c QhJs9h9c4d AcKd8s8c3c 7d6h5d4c2h 
KsTh7h7c5h QdTc8d5d4d KcQcTs9c2c KcTs4c3d2s 
KsTsTh9s2s KcTh4c3d2h AdQh7s6h2s AcQs9s5s4d 
QhTdTc5c3c QdJsTs8s3s JcTc8s8c5c AhJd8h8c2h 
KdJs7c5c2s QhTs4s2h2d KdTh9s6s4s 9d7h6d5s4d 
As9s8c5d2s AdJh5d3s3d Ts9c7s7d2c AhJs8s6d6c 
QsTc7c6c4c QhJd6d5s5d Qc9d6s5c3h QcJs7d5s2d 
KdTh8h2h2d KcTd8h5d4s Jh8d5s5h2s Th9c6h5c2c 
QdJh9h5s3h AcKsTs3s2h Jh9h6c4c3s KcQc8c5d4h 
KhTd4h2d2c KdQd7s6d4d QsQc9d6c2c Ah9h8s5d2h 
Jh8s7s6d3d AcKs9s6h3s As8s4d2d2c AsJs8s8h4s 
Ts9c8d6s3h KsJd6h3d2s KdTc8d3c2c QcThTd8h3s 
KsQdTs5s5h Qs9c8h6h2c AhQh7h4c3d Qd8c5s4d2s 
QsJh8h5h4h Qh8s6c4s3h KdQd6c3h2c KdTs8c5s4h 
Jh8s8d6h3s Jd9d7s5d4c Ad9d6c2h2c KdTh7d5d3c 
Qc9c5h4h2s Tc9h8c3h2s Ts8h6h6d5c JsTh9h5h4h 
8c7s6h5h3d Ah8h4d2s2d QsTc5s2h2c As7s7d4h2c 
KhKdKc6c5d QdTc9c8s3c AsTc8h5h5d 8s8c7h2s2h 
Qd9h7d7c5s QdQc3h2s2d AdJs8d8c2d 6h6d5s5d3c 
QsTc8h3h2s QdThTc8h3h KcJc7s5c3d As8d7h4s2c 
KdQs8d7d5d AsQhTh4h3h 9h9c4h3s3c Js7s7d6h5c 
Th9d8s8c5s QcJsJd3h2c KcJd7c5s3c Kh9d6h5d2h 
Jd9c5d4c2h Kc9d5d4h2c AcTd5h4c3c 9s8c6d6c2d 
9c8c6s5h5d Tc7h5c4h3h TsTh9h3h3c Kd8c7c4d3c 
Qc8d6h4d3c KsJs4d3c2c KdTdTc8h2d AcKc5c3s2h 
As8d6s4h3c AdQd9d5c2s Qh8c7h6c2s Js7s7c6h5d 
KdTs9h7d2d KhQcJd7s4s QdTd7s7d5h AcQs9s5s4h 
AcJs8d4s4h Ts9d9c3c2d AcKsJd4d2d TsTc9h7d4d 
AcQc9s4h3c KdTc7h7c5c Qd7d5h5d4h Jh8h7s7h5c 
KdTs7d5d3h KsJdTh4h2c KsJs7c4d2d AcKcQc8d2c 
Tc9h6s5d3c QcTc7c6h6c JdTd7s4c3h JhTs8s3s2h 
Kh9c8s6c5c QdTd7d6s6d ThTd5s4s4c QdJsJh7c3d 
JhTh4d2s2d 8d7s6d6c5h AdJs6h3d3c KsTh5h3h2s 
KhJs8h6d4h KsJdTd3h3c JsTh7h6h4h Ah9h8d5s2h 
Kh6s6c5h4d KdJs8h7c4s KdQdTd5s3d KdTs9s9h5c 
Qc8d7h5s4c KcQc9h8d4s Jd9d8s4s4h AsKsJs8c2s 
KdTs5s2h2d QsTs6s5h3d 9d8s8d4s3h JcTc6d4s3h 
KcJs8h6c4c AsTsTh4d2s KsJdTc2h2d 9s8s8d4d3h 
Qs7s7d5d3d QdJc7d5d2c Jc8h5c4h2s QhTc8s8c4c 
KsQhQc9d2d Jc9s9d6c2d KcQc8s8h2s 9c8c5s4d3s 
KhQcTd6h2h AcJh8h6s4h JsJh8h4h4d Td9s9c7s3h 
KcTd8s5s2d Td8c7s4d3c KdJc7s4h3d QcTd9c5h2s 
Qd8h7s5c4d KhTd8s5s2d JdTh6s5h3h Ts9h7c5d4h 
Jh9c8h4d3c Ks9d5d3s3d Tc9s7d5h4s KdJh8s8d5d 
AhKcJd4d2d QhTsTd5d3d Jh8c5h4c2s Kd9s6d5s2d 
Ac7s7c4h2d Th9h9d4c3s Jd8s8c6d3s QcTd7h5s3c 
AcQd9c5h2c Ts7c6d5h4c Kh7d6s6h2s As8s7s6s4d 
Ts8d7s5h2h JcTh7h5h3s Js8h7c5h4h 8s7s5h4c2c 
KdTs9c5h2d 9h7s6c5s3s Kd8c5s5d3c 7d5s5d4c3c 
KhJcTd4s2d JhTh8d5s5h QsTd7s7h2h Qs9c8h4s4h 
Td9s9c6s3h JcTh8c5c3d KhTsTc7d3s AcKc9d3s2h 
AcTh5c4c3d Qh9s9c7c2h Kc7c6c5d3s JhTc4c3d2h 
Ts9h5h4s3h Jc8h7d7c2h Ks9s6s5d2d 9d8s6c5h4h 
KdJd9h6c2s As8s8h7d3s Kc8h6c4h2s KsJs4c3c2h 
8h8d7c4h3d Tc8h6h5d4s KsTd7c6s2h JhTs8c6s3d 
JsTh8c7d2s 9s8d7s6s4h Th7s7h5s3s 7s7d5c2s2d 
Td9s9d8c5d KcJd9c6c4s KhTs9c2s2c 8s7d6c5c3h 
Kc6c5d4d2c Kd6d5h4h2d AdTs6h6d2c KdTs8c4s3c 
Qh8d6c5s5h JdTh8s7c2d Jc9c7d7c5h Js9d8h5s4c 
AhKc8s7c2c JsTc4d3s2c 6h6c5h5d3s 7d7c5d2s2c 
KhJh4d3d2c KcTd5d2h2c Kc8s7h7c4d Ks8d6s4c2c 
7h7c5c2h2d JsTh9d4d3c AdTd8d7h2d QsJc6c5c4c 
9c8s5d3s3d 6d6c4c3d3c QcJhTd4d2d Kc7h6s6h2c 
KsTd9h2h2d JcTd5d4s3d AcJh9h7d4h AdQc9s8c3c 
Kh6s4s4h3s Td8h5h4d3c Ac8d7s6h6d Ah9c7d4d4c 
KdJd4s3s2c Th8d8c5d2c QcTh8d3d2c Kc6s4s4c3s 
AsKd8s8h3s KhQcTd7h2s QhJh9h5s4h Qh8h6s4s3s 
KdTh8c5c2h Jc9s9h6c2s Ah7s6h4c3h Tc7s6h6c5d 
KhTd9c8d4d 9h7d6c5s3d 9h9d6c2d2c KcQdTc5h2c 
JsTd6h5d3d ThTc6s6c3d Td6c5c4h3h QhJc9s7d4c 
Tc9c7c4d3d QdJc6d3h2c QsJc6d6c4h AcKd7s6h2d 
Ks9c8d6h5d JdTd9c3s2h Ks9d5d4c2s QhTd7d6d4d 
AsQdTd2d2c KcQdTc7h2s KsQd9s2s2d KsJs9c6h2d 
9s8d6h5d5c AsTh8d5d5c KhQh9s8c4d QcTc8d5h3s 
Th7d6d3h3c Jd9d7c5d4h Qc8s5h4h3c QdJc7h6c4s 
KhTs4h2s2d KhJc8h3c2s 7h7d6d5d3c AdKd8d3c2c 
Qc9d6h5s3c KsQd8s8d2s QdTsTc8c3h Ac8s8h7d5d 
Th9c8s8d5s AsKdQd7h2d QsTs9h9c2s AcJc8h6c3d 
AsQcJh8h2h 5s5d4s4d3d Kc8s7c6c4d KdQs5s5c4s 
Jh9c7s6s6d Qc6s5h3h3c Jd8d7h7d6s QsTs9s6d2h 
Jd8c5h4h2d JdTc8d5d3s JhJc8d5c3s KhQh8c6h5h 
Jh9c8d6c2d KcQs5d3h3c Ks7d5h4c3s JdTc9h4s4c 
QcTc9c6d2h KhQsTh5h5c KsQs8s5c2c ThTc4d4c2h 
KdQc8d7d5d Kd9h8s6h5c Ad7c6h3c2d Qh9d8h5d2h 
Ts9c8h6s3d JcTc8c5s5d KcJdTs7c2c KhQh7d6d2h 
Ad9d8h4d2h Ks5c4s3h2c QcTh9s5h4h JdTs8d5d3c 
Jh7h7c6s3c AhJc5s5d2h AdJh9h7s3h KdJc5h2h2d 
AcKdJh7h2s JsJh5d5c3s 8h7d6s6h5c 8s8c4s4h3h 
Tc9d8d5s4h Td7h7d6h3d KhQd6d4c3s KdTs8h5s4c 
9s8c6h6c3s Qd9c5c4d3d KdQs8c6s4s KdQhJc3d2d 
QdJs6h5h5c KsTs9s7s4c 7s7d5h2s2d 9s7d6h6c5c 
Kc8c7c6h4s Qh9d7s4s4h KhKd8c5c2c Jd8s5c4c2d 
Ts8d6d5h4c QcTh9c5s2d JcTd7h7d2h Qh8c6d5d4s 
JsTs7d4c3h Qd9s6s4h3h Th9d7c5s4d 6h6d5s5c4h 
AdQhJs8s2s Jh9d5h4d2s 9s7h5s3h3d QhTc5d3d2h 
QhQdJs8h2h AhJh8c6h3s AhKc9d7s3s Tc9s9c6h3c 
Th9d9c8h5s QdJs6d6c2c Kh8d5h5c3d QsTdTc5c3c 
TsTd9h7h4h KsJd8s5h3c AdJs9s7c4s Qc9d7h6s6d 
Qs8h6d5s5c Jh8h7s7h6c KhQc8d6c4c Th9c8d7s4h 
AhJh8c6h3d QsJd9h8d3c QdJs9c5h2d Ts9d6s5d2d 
Tc9s8s5h4d QdJc8c4s2s Qd8d5h4h2s QcJs9d8s3h 
TdTc7c6c2d AdQs9c4s2c Ts8d8c6d4d AdKsTs3s2h 
AsKhJd7d2c 9s7s7d5h2d QdJs8c5s5h Jh9s9d6h2d 
Kd8h5h5c3d Jc9s8c4d3s KsQd9h5d3c Kd8s7d6d4c 
QhQd8h3s2s Kc9h5s4h2c JsTd5d3d2s JhTh8c5h5d 
Kh8h8d7s5h KcTh5h5d3d Jd8h6h5d2d 9c8d7s7d5h 
Tc8s8h5h2s AsTd6s6c2h KsQsJh3s3c KcTc6c5h3s 
Qd8h6c5s5d Jh9h7d5s4h Ks8s6h4s4h KdQd8d6d5s 
QdQc5h4d2d AsJd5s3s3h QhJsJc7d3h QdJh9s6c3h 
Ad9s8s6c5s KsJs9s6h6d Td7s6d6c3s QhJs3h2s2c 
QsQd6h5s2s KcQc9d9c6c AcTd7s5s2d Td8d8c5h4s 
Td9h9c7c3s KsJd7h5d3c KcTc9s8h3c Th9d8c7s4h 
Qc9c8d7c3d Qc9c8c6c5d QdTc8c4s2s 9d8s8d7s3d 
Tc7h7c5h3h QdTh9c4s3c Td9d7h7c2h QcJd7s3d3c 
Tc8d6c4d2h AhKh9c3s2d QdTd6d5c3h 9h8d6s6c5c 
AdQc6h5h4s 9d7s6h6c5h KhJh7d4s2s ThTc9c8s3d 
KsTc6d5h2s KdJs9d7h3d QhTh9c6h3h Ad9s6d4d3s 
JcTc9h5d5c 9h8s7c5d4h AsKsTs5c2s JcTc8h5d3c 
9d7c6h3h3c AsKcJd7d2h AsKc6h6d4d Ts8d7h4d3s 
Kd8h7d7c4s AhThTc4d2h KdJs7h4c3d As6s5d4s4h 
8h8d4h4c3c KcJd7h5h2d 7h6h5d4s2s JhTc8d6c3s 
Js8c6c5s2s Kc8h7d5s5c AsQcJh4d2d AsJhTd5h2h 
JhJc9c5d2s KdQhTs8c3s QsQh3d2h2c JcThTd7d2s 
AdTh5d4c3d AdJd8h6d3s AcTd9s5h4s Th6d5c4d3h 
Ad9d8c5h2d Jc9d8s5c4h QhJc6d4h3s 9d8h7d7c6d 
QhTh7h7c5s Ad9c7s7h6s KdJh8d3h2s Td7h6d4h4d 
QsJs5d5c4s Qc9h8s8d5c ThTd8d8c3d Jh8h8c7h6d 
JhTh9s5h5c Jc9s5d4c2s JdTc8s6c3h QcTc7d7c5s 
9c8h7c5h2c KcJc9d6h2s Ad9d6h2h2c AcKdJd6d3d 
JhTh7h5c2c 8s7s6h5s2h Ah9c8c3h2h Ts9s8h4h2c 
KcJh6d5s4s AcTsTc4c2h QhJsJc3c2d Ts9c8c6c4h 
Jc9c5h4s2s KhTh9s9d2h JsTd8c5h3d AdQs9h5c4c 
Ah7h5d5c2s Jc9d7d5h4s Jh8s8c6h5h 9s6s5h4s4h 
TsTh6d6c3s Js9d8h6d2h QdTh9c5h4h AsQc9h4h2c 
Kh9h6d5d2h JdTc8d3d2c JhJd9d5c2s Jh9s9c8d5d 
Ks9d7c5s4s 9d7c6h5c3c 9d8h7c6c4s 8s8h7s5h2h 
AdTh7s5h2s KhTh9c8s3h Js9h9d8c5c 9h7d5h3d3c 
Ac8h7s6h6d AhTd9s6c3d Js7d6s5c4h AsJh5s3s3c 
AhJdTs6d3d KdQd7h4h4d Qh9h6h4d3d QsQcTc6c2c 
9s9h4s3h3c Td9s8c2s2c QsTh8s5d5c Jd8h7s6d3s 
QhJc7d3h3c Qd8d5c4c2h 9s8d7d7c2s 9c6c5d4d4c 
Tc9d8s2s2d QdTc8h8c4c Qh9s8d6d2s AdJsTc7h2h 
Qc8s7c6s2d Jc7h6s4h4c QhQd7h7c3h Ks9h7c5s4s 
9h9d6c2h2c 9s8c7d4s4c Kc9h7d5c4c Jh9h8h7h5s 
