Kc9s9d4c3d 
QhJd8h7s2s KcTh5d4h3d Ad8d4s4c3s AhTd8h6s2h 
As5d4s3s3d AcKsJh6s2d ThTd6d5c2h QhJcTc5c2s 
Js7s7d5s4d KhTh8h5c3c Ts9d7s4h3h Js8h6c5h3s 
Ac8h5h3c2s Ah9s5h2s2d KsJc5c2s2d AhKd7h5s2h 
KcJsTc4c3c AhJh9h9c6h Qc7d6h5h5d KsTh9d6c5c 
QhTs8h7c4h Td8d6h4h3s Th8d6h5s3d KdQd9s9c6d 
AdKcTc2h2c JdJc7d5d2c KcJc9h7c4s Ac6c5s4c2s 
KdTd6h4h2h KsTsTd6s4s JhTc9s6d3c TsTc7h5d4s 
QhTs7s7d3d AcQhJs7h3h KdJh9s5h4c AhTh6c2d2c 
Td8c7d6d4s Ac9s7h5d2c KhQh8s8h4s KsTd9c3d3c 
Td9d7c5h4s Td9s8s8c6s KdJc8d8c3d KhJs7h6d2d 
QsQd8h6h4h KsQs6c5d3s AcTh8c2s2d AsKdJc6h3c 
9c6h5s4c3s ThTd8s7d4d Jd8c6d4h4c KsTs9c2s2c 
Ac9s9c8d3c Th7s5c4c3h Ad9s7s3s2d AcJd7h5s4s 
KsJs6s6h5d KcJd7h6c3s KdQh8h4h4d 9d7h6c5s3d 
9s9h4h4c3s AhQdTs5d2c Ks9h5h4s4h QsJhJc9c4c 
AhTsTd9d2d KsJh9h4c3c AcKsQs8d3s Kd9h8d8c6d 
Ts9h7h4c3c AsKs7c5s2h QdJs7h6s6c Ts9h7s4c3c 
Ts9h5s4h4c Ac9h5c3h3c AhKc8d5s2c 8s6s5c4c2s 
AhKcQc9c4c AdQd9d6h3s AhJh7s3d3c Ad9c8s8d3d 
QcJcTd6h2s 7d6h6d4s3s Qd9d9c4c3h QsJhJd8d4d 
Kd6s5d4h3c KhTsTc9s5s Kc9d7h6s3c 9d8d6s5d2s 
Ac8h7s3c2s AhJsTc7c2d Td9c7c6h4s QdJd9c8s4h 
QhJs8s6s6c 8h6c5d4c2d JdTs9h9c4s Kd9c5c4d3c 
TdTc9h6s3c 8c6s5d4c2d QcJd7s7d5h JdTc9s5h5c 
KhJdJc9h2h AsKc9c7h3c 9d9c7c5h2d As9d5h3s2h 
AsKcQc8d3c KhTs8s7d5s Jc9s8s8c2s KsKh9d4h2h 
KsQsJd9h2s Ks9d8s6s3d JdTd7h5c3s Ks9h5s5c3h 
Kh9d9c7d3c Qd9h8c7c6c Jc6s5s4d3c Ts9c8c6d4h 
AhTsTc9c2c Qh9c6h6c3h Ac8s8d7s6h Js9h9c5c2h 
Jc7s5d4s4c QcJdJc9h2c Kd9h8d5h2h QhJh8c7h6h 
TsTh7s4s3h 7c6h6c4d3d KcJh5s4c3d Jh8h7h7c4c 
AsJs7d4c2h ThTd9s8h5h QhQc8h6s2d AhQs7c3h3d 
AhKdJc6s3c Kd8h7d5s4d Tc8s8d5d3c AsJs7c4c2s 
AcKdQh5s2s AdKd9s9d4h QhQd9d7s3d Td7d6s4h3s 
Qh9d5h4h4d 9s9d5c4d3c As8s6s6c2c Qs8s8c5c2d 
AdTh9c7s4s AsJh8c6h6d AhQsJs6d3s QsJd4d3h2s 
QsTd7h3s3d KcJd9c8c6c 9s8s7h6s3h ThTd9d8d5c 
Ad8c7s7c5h AhTd7s5d4d QcTh8d5h4h Ad7d6c2h2c 
Kc6s6c4s3s 8c6s6d5d3s QsTd6c5d2c Ad9h7s6s3h 
KsQhTh8c2d AsTh5s5c4s Qd7d6s4c3s Ad9c7s5h2d 
Qs7d5c4s4c AdTh8c4d3d Qh9d9c6s5c QhJs9h4d2d 
KhQc7c6s4c 9s8s7d6s3d KsQh6d4s3c KhJs7c4s4c 
Qh9s8s6s5d KsTd9h3h3d 9s6d5d5c4s Ad9d8c7s3d 
Ks7h6d5d3h QsQc9d8c3c Td8c7d6c2s 9h9d8c7s5s 
Ts8c7d5d3c As9s8d5s3h AhQd7s7c6s Jd9d7s6h5d 
Ah9h9c7h3d 7s7c6c4c3s Ts8c6d5s4h Jc9c6s6d3s 
Jd9s6s6d3c JhTh9d8h4s Td9s8s5d2d JsTh5s5d2d 
As9c7h6c3h KdQs9d8d5c KsJh5d3h3d ThTc7d6d4s 
Th9s8d6d6c JcTd5d3c2s Qd9d8d5s3s KsJsJc8s4d 
8d7h5c4d3h AhQc8d6c4c AsJd9d7h3c Th9d9c7s5s 
Js9c6s6c3d Ac9c5d3s2s Ac9s7d6d3s AcJd9c4c3h 
Tc7h5s4s3c Qc7s6h5s5h Qc9s8c6s2c KhTc9c6s6d 
QhTc4c3h2s As9s8h8d4s KhJc7c3s3h JsTh5s3h2c 
KhQsTh7d3h KsQsTs7s4h KhQdTs9s3s Qc7d6c5d5c 
Ts9c8d6h6d QhTh8h5s2s AdQd9d6s3c KcQh7c6d3s 
Ks8d6s6d2h AcQc9c6s3h Ad7s5d4s2d AdTh9s9h3h 
Js9s9h6d2h Tc8s8c5s2h Kh8s6d5s5d JsTh8d8c4s 
TsTh8c6d4c QhJh9d8s4c AhQs9h6d3h Td9d5h4s3s 
QsTh7d6s3c Tc9c8h4h3d KhTdTc9d5d Ks7c6d6c4d 
JsJd6d4s2h Ac9h9d7h5s Ah8s8h6d2c AhTc9s6c2s 
Kd8h8d6c2h KcJhTs5h2d QcTc7d5s4c JsThTd9s2s 
Qs7s6c5h4d KsKc9s4s2d KsTc8h5s5d AhJd7c6s6d 
Ad8s4s4d3s AsTh8h5d5c Ah9d8h4c3s 8h7s5s5h3c 
AsQd6d3s2s AhQd8h5h2s JcTd9d8d5d Ks9h7c6d3s 
JcTs6h4h2s 8d8c5h4d2h AhKh6h5c3h KsTs9s9h5d 
KhTs8s8c2c JhJcTh8h3d Jd7s7h5d3h JdJc6s6d2s 
Td9c7d4s3s AhJd6h5s3h JdTd9h8d4c AcJd9s8s3h 
QhJh8s4c3s QsTh6h6c5d Kh7s6d5d3s Qd7d6c5s4h 
QsJc4c3d2s KcJdTd7h3d ThTc7h4h3c 9d7h5s5h3d 
KhJdTs6c2h Jh9c8h8c2c Tc9c5d4h3h KsJcTd4c3c 
AhTs9s6s5c KhTd5s3h2d Kc8c7s6d2d 8s8d7c5s5h 
9h8h8d5d2h AhTs8h5h2c 8c7h5h4d3c KhQd9d6d5d 
JsTh9d6c3h Kd6h6c5h4c QsJdTh7s3s QdJhJc9h4h 
Qd7d6s5h4c Kd9h7c5h3c AcQd9s9c3c KdJs5s2d2c 
QsQh8c6c4c AdTd6c2s2c QhJs7s7d3h AsTc8h5c2h 
Qd9s7s7h3d JsTs9s9h4c KhJc6h6d4s JhTc5d4s4c 
AsQs6d3d2d Qc7c5h5d4d 9s8h5h5c4c Ts9s8c4c3h 
QcJc5d4h3s QcJs9c4c2s Qh7h7c6h4c Ad8s5s5h4h 
Jh9d8h6c2c KhQsJd8c2h JcTd9s8d4d KhJc7h7c2d 
8h7d6c5h2d AcTs9s9h3s JsTc9h8d4d Ks8h6s6h2d 
AdJc8h8c4s KhQh8c7s2s Kd9s7d6h3c KcJc9d5c4h 
KdJd7d4s3s Ah7d6h5c2s Ks8c7s7d3d Ac9d8c4h3s 
AsJh9d8h2c KcJh7h7d5s KdTs5c4h4d QdJh9d7s2s 
9h7h7c6h5d Qh9h7d7c3c AdTh9c6h5h AcJd8c4h4c 
QhTc8d7c4s KdTh9s3s3h Qc9h8c7c5d Kc8h7c5d4c 
AdJh9h7h4c 7h6h5s5h4s JsTh7h7c4d KcQd7c6h3s 
Kc8s5s4h2c Ad9s9c7d2h KsQs6s5s4c JdTd7h5s3c 
KcJh6h5s4h Js7h5h4d3s Kc9d8s7s7h 8s7s5h4c3c 
Tc8h7s6d4h AhTh4d3h3d Qs9d9c6h5d AhJdTd5d2c 
AdJd9d7h4d Tc8s8c5s2d 8d8c5c4d3d 7d7c5s4h4d 
Kc7s7c6s3c Jh9c8h6c3c QsJd7h6d6c Jd9h8c6s5s 
9d8d7d5s3s KhJd9c5d4s 7h6s5s4d2h KhQh7s6c2c 
Kh9c8s8h6h Qh7h6s5c4d AdQd7s7c4d KdJcTs4c3c 
Jc8s8c7d5h Ts9s9c5c2c KsJh7s7h2c Qh8h7s5d3s 
KhQhJh5s2d 8h8d7c6d5d AdJc9h7s3c AsJd9c6h2s 
AcJc9c8c4h QsThTd3s3c Qc9s9c3s3h As7s4d4c2d 
QsJs8d7s6s Js7c5d4s4c KsTh8h8d3d JdTh6c4c2h 
KdQh9h6h5h Qs9s9h5h3s Jh9s6s6h3d JcTc7s5d3h 
Jh9c5s5c3h Td7c6h6c3h KsQd7h6h5h TsTd8c5d4d 
QhJs8d4h2d AdQhJs6d2d As7d6s2h2d KdJh5c4d3s 
7h6h5d5c3c KsQd8d6h2h AcQdJs8d3d Ah4d3h3c2c 
9h6h6c5d3d AhJs5h3s2h AsJhTs6s3s Kh8c6d5d5c 
9c8h6d4h4d Qh9s7s7d3h Td9s7d4h3h KsQd7c6h6c 
AcKdQs5h2h Jd7s7h5h3d JsTc9d8h4h AsTdTc6d5d 
AsKs8h6d3s KsJh9d6s3c 9h6h5s4c3s 9c8h7c6d2h 
Qc7c6h5d4s AdKsJh6c3h AhTc9c6c5s KsJc6h4h3c 
AsJc9h7h4d Qh7c6h5c3h Qd9c7s6c5h Ts8s8c6d2d 
Qs8d8c6h6c QdTs8s5c4h JdTc7s7c5c KdQh8h6c2c 
Kh9d7c6s3h Ac5h4c3h3c AhQs6s5s4d Jc8h6c4h4d 
KcJc7s4s2d AsTc9c5h4d Tc9d8s6s5s AhJs8c6c2s 
AcTc9c8d2c KhJs8h7d4h Qh9s5h4s3d Js9d8s6d3d 
JdTh9s9c3s Ks8h8c5s3c AdTh7c3h3c AdKc9s9c3h 
KcJh7d4h3d JsJhTsTdTc QsQc9d4h3c QhTs9s6s3c 
QhTd9c6h2s Ts8c6c5s2d AsJhTh5h2d Ah9h6c3h3c 
Ks9s7c6s5s AsTc9c8c3d Qd9h8c6c3h Tc8s8c5d3d 
Tc9s7d6d3h JsTc8d2s2d Kh8c7d6h2d JhTd9c8s4s 
As8d7d7c5h AsKhQd6d2c Ah8s8h4s3h ThTd8h5c4s 
AdKhJh4h2c QcJc8d4s3d KhJh9d7h4c KhQcTc8d2s 
QcJd9s6h6d Jd9c5d4s3s Qh9h7c6h3c AhTc7s6s5s 
KcJc7d5s5h Ac6d6c5h2s Qd8s8d6s2h Ks9d8s8h6s 
AcKh6c5c3c AhTc9s6s5d KcQsTd9d3d KsKcTs3s2s 
9s9h7s5d2h Qh5h5d3d3c 8h7s6h4c3c AhKh8h4s4d 
Kc8s7d7c6c 9s8s5h5c4c KdQh7c6s6c 9h8h7d5s2d 
JhTc9h4d2s Th7d5s4s4h AdQs9s5h3c Qc8s8c7c4s 
JcTd9c4h2s 9s7s7h6s5c AhQsJd7c3d As8d7d5c4h 
KdJh7s6s6c KhQs8c6c5d Ks9d5s5c3d KsTh7c4s3d 
QcTd7h6c3s 9c7c6s6h3s KdTs9s7h4s 7d6s5s4d2h 
JhTd7c6c2h KsQhJc8d2s AhJh9c3c2h 9h8h7s6h3s 
JsTs9d8s3c KdJsTh5s2c Ac9c7s6c5c AdQh8d6d4d 
Kd5s4d4c3c 9h7h6s6d3d KsTsTh6c3s AhJd4d3h2h 
AdKcQs6s2h QdThTc8s2d 7s7h6c5h2s AhTd9c8d4d 
AdQh9h7s7h ThTc8h8d2s Kh6h5d3s3d AdKc7h5s3h 
Qs7s6h5c4d Kc8s7d6c2d AcKh8s5d2h AdJs9h6h5c 
8d7d6h4s3h AcJd7d5h2h 9c7d6s6d3s AcTs5c4h4c 
Td9s8d6h4c KdJhThTdTc KcQc7d6s2s AcKsTd8h2h 
Kh7c5c3h3d As6h4h2s2h QsJhTc8d3d JsJh8h8c2d 
KdQdJc8s4d Jh8d7s7c6h AcTd8c2s2h QsQd8c6c4c 
QsQd9s7h3s Jd9c5s5c3d JsJd8s6s5s TdTc8s8h2c 
Kc9h7d5h3d Kc8d8c6s2d Kd7c6d6c3d KsQdTs9s3s 
9h7d6d6c3c KdJsTs7c3s AcKhTh2s2h Js9d6s6d3h 
Ah6s6h5c2d AhQhJh8s2h Ks7s6h5d2d Kc8h8c6d2h 
Jd9c8h6d2c KdQd8h7s2s AsQh8h6h6d Qs9c5s4c3d 
AdKs9s8s3c KhQs6c5d3s Qs6d5s5d4d JsJd6s2h2d 
7h7d5s4h4c Jc9c7h7d6s Td9h8c6s6c Ks9c7h6d5c 
QdJhTc8s3s KsKh8c7c2d AdQcJc6s6c AsJs7s7h2h 
KsTh8h6c5h QcTd9d7s5d QdTc9d4s3h KsTd5h3d2s 
QhTd7h4d3h KhJh6d5h3c KsTs9s9c4d Jh9h8d8c2c 
AcQh7s7d6s Ac9d8c4s3h KsTc8c6h2h QdJs8d7c2c 
Qs9c8d7d6d KcJsJc8c4h Th9d8h8c6h Kd7c5c4d2h 
AdQs8c5h4c Kh7h6d5s2s KdJc7h5c4c QcJd6d3d3c 
AsTs6d2h2d Ts9s8c6s6d KsJs5h3c2h TsTc8c4d3d 
Ts7s6c4d3c AdQs7d4d4c AhTc8h6d2h ThTc8h4s3s 
KsQhJc9c4d JsJh8h3d2s 8d8c7s7h4d ThTd8s7h4h 
AdQs5d5c3d TsTc8h7s4s AsTd7h7c2s KdJs8c4c2d 
Td8d6s4s3c 9d8s8c6d5h AsJcTd5d2h JcTs8c5h3d 
QsTd6d4s2s JcTh8s2s2c KhQc6s5d3c KsTc9h3h3c 
KcQsJh8d2c KdJs7h4h3s Jc8c7d7c4d Td9s9c4c2d 
QcJcTs5d2c AcQs8s5s5h Th8s7d6s6c 9h9d8s3s3d 
Jh9s9h7d5h KdJh7d5s5c KhTc8c6s5c Qd9d8h7s7d 
QsJd5h5c4s 9h8s5s5c4c AdKs7h4s3s AdTs7h5h4c 
JhJc9c5s4c Th7s5c4h4c Qc9s8d7d6d AsKs9s7h2d 
Td9h8s6s5s QcJs7c4c3s KdQh9h4d2h AcQs8c3c2s 
AcTs7h5h4d KcQh6d4c3s 9d8d7h5s2h Qh8s8h5c3s 
AdJh9d4d3s Ac7s6c5h3c Tc7c6h5h3c QhQc9d8c3c 
9s9c7d5c4h KhJh6s6h5c AdQs7c5h3s KsKcTc3c2c 
JsJd9d3s2d AdQc8d6d4d 7c6c5h5d3d AsQsJs8d2s 
KdQs9s4d2s AdKhQh8s3h Qd6s5s5d4s Qc9c8s7h2h 
KcJh7h7c2d 8h7c5s4h3c Ks9d5h4d3s Qd7s5h4h4d 
Kc9h8d7c4s KdJhJc9d2d QsTh8c5d4d AsTc7h5h4d 
Td7c6c5d3c KsQh8s4s4h Qd7d6h4c3h QdJhTc2s2h 
QsTd7c3s3d AcJd8c7h2c Qc8s7c6h5c KdQdJs8h4d 
AdJd7s7d2s KhJc9c4d3d JdTs9h9c3c Js9c8s6h6d 
KhJs8s8h3h AdKd7h5d2s Ac9s6d3s2c 9h6d5s4s3d 
KhJd8h7c4h Ah6h4d2d2c Th9d9c5c2h KcJd5c4h3s 
Ah8h4d4c3d AsQh9d9c5c QsTd8d5h2h KsJc3d2s2c 
KcQdJc3s3h Tc8s8h7s6s Kc6s6c5d5c Ks9c7s5d2d 
QhTs7d6h3c QhTd8h7s4h Td8h6c5d4s QhTd7d7c3c 
As9h5d3s2d As9c5h3s2h 7d7c6s5h4s 7s6s6d4h3h 
KsQs7c6d2d As9d7h6h3d KdJc3h2d2c 9h9d7h5c2d 
QdTs8h7s4c Ts8h7c5c3h AdQh8h6s6h KcQc9d7s2s 
As7s6s5d5c KsQcJd8h2s Ac7d7c5s3c KdQdJc8h4d 
Kd9s5s5d3s Qd8d6h4c3h AhTc9c8c3s Tc9s7s6s6d 
KdKc5h3h2s 9c8h8d2h2c ThTd7s5c4d Tc8h6d5c4s 
KhQhTh7h4s Ac6h6c3d2h QsQh9c8h3h Qd8h6s5s5h 
QcJc8s4h2s QhQd9c8h3h KsJc7d7c5h Qs8s6c4d3c 
Td7h6d4h4c KdTh9c5d4d Qc9h9c4h3d 9d8h8d7d6s 
AsJc7c6h6d 9c8c7d6c3d 9s9d7h7c3s QhQd9s4h3c 
Kh9d7s6s3d Jc7d7c5c3d 9h8s8d2s2h 9h8h8c6s6h 
KcTsTc6h3c Kh9s5h4d3d QdJcTs3h3c AdJc9s9h6s 
KcTh7c3h3c AcQdJh6c2c Th7c5s4s3h Td8s7h6c4s 
QhTd4d3h2s KcQc7h5h2h 9c7h6s6h3s Kd9d8h6h3d 
Qs9h9c8c2h Td7h6s6h3s KsTsTh5s5c 9h8s5s5d4h 
AsJh5s4d3s AcJd6d3d2c TsTh9s3h2h JcTd9s8h4s 
JdTs8h8c4d Kd9h8s7d4c KdKcJc6c2c AhKd9d8d3c 
QsQd9d7h3d KsQhJd3c2s KdQs8c6s6h Qs9d7c6d5h 
AhQc7h4h4d 9h8c5h5c4s JhTd6d5d2h KdQcTh3s3d 
KhTh5s5h3s Ah9h9c8d3h Td9h7d4h3h QsQc9s8s3h 
AhQd6d5d4s JdTd8s5h5c AhTs7c5s4s JdTd9h9c3s 
AdTh5d5c4d 8s6d5d4s3d QsTs9s8d2c KsTs7s6c3h 
QdJs8s7s6s Qc9h8h8c2h AsQd8h8c4d Tc9h7c6d3s 
KsQhTd3s3c QhJc8d4h2d Qs8h8d7c6s AcTc6c4d2d 
AhTs9s9d3s Ac8d7d5s3s Qh8s7h6d5h QsJs8c4d3c 
Ad9d6s5d5c AdQs6s5s4h KhJsJc5s3s QsQc8s3c2c 
KsQh9d4d3h 9s9c8s6h2h 9s6d5h4h3s AhAdAcTs2s 
As7d5c4s3s AdQd8d6c3s QsQd8d6h2c QsQc9s8d4s 
JsTc9h9d4c KsQc8d7s5s KsJdJc5c3c AcKd9h7s4h 
AcQc7c5s5c KdJc7s7c5h KdTsTh8h5c KhQsTs8c2d 
Ac9s7d5h2c Jc7h7c5c4h AsTc9h8d2c Kc8s6s6c2d 
Kh9s8c7h4d 9c7s5s5c4s KsQd9d4h3h Ts9c8s8h6s 
Js9d6d5h2s QdTh9h5c3s Qd9d6h5s2s KsQh8h7h7d 
AcJh9d5h4s Ah9h9d5s2c Qh8h6s5s3s Qc9s8s6s5d 
AhQs7d5d4c AhJh7d3s3c Qs8s7d6h3d Ad9d6c5s5d 
Js8d6s5d3h KdKc9s4d2d QdJc8d4h3h AsQc9h9c6c 
Kc7d7c6d3c KdJsTd4d3d QsJd6s4s2d KsTs6s5h2h 
QcJs9c3s3c QdTd6c3h3c Qh8h8c5c2s Kc7h6h5c2h 
Qd8d7d6c5s Tc8d7h6s4s Td8d5s5d4s KsQhJc6d3c 
KcQh6h5s5d Jc9s6s6c3d QcTc9h3h2c Jc7h5s4h4c 
8d7h5h4s3d Kd9h9d3s3h Qd8d7s6c3s AhJh6d3c2c 
AhJd9s9c6c JsJd9d7d4c Jh7s7d5h3d JsTdTc9s2s 
Qh9s8s5h2s QhQdTc7d2s Kh9s6s4s4h KdJh9c6d3s 
AdJc9h6h5s KcJsTsThTc KsTc8h8c2h AsQcJd7c3c 
Td8s7d6s2h Th8s8c5s3h AsKhJc6h2d QhTs7c6h3d 
KhJd9d6d5s 6s5s5d4h3d AdJs7h5h2s 9s8d7c6d2s 
Qh9s9d6c5d KsTd8d6d5h AdKs8c5h5c AdJd8c5d2s 
Qh8h7d6c3d KdTc7h7d4d TsTc6s5h2c Tc8h7c6c3h 
JsTs9d8s3h KsJh9d9c6h QhTd8d5c4s Th9s8d6s4c 
AhKdTs3s3c Ac8s5s4c2c Jh9h7s6h3s Tc8s8d7d6d 
KcJs7h6c3d Ac9s5c4d3h KsTsTc6s4s AdTc7s6s5s 
Kc6c5h3s3h QdTc7h6h5h Qs9h8s7s5c Jd8d7h6s5d 
Qc8c7s6d3s Qc8h8d7s6c AcQh9s6h6d Ks9d7c5d3c 
Kc9c5d4d3d QcJsTh2s2d AcJd8s6s2d JsJcTh8s2s 
AsTd8s6c2s QcJhJc9s2c Tc9s8d7h5h QdJh4h3s2d 
AcJd5c4s3c QsQcJh4c2c JcTsTh6d3c QcJd8c7d3d 
KdJh5s3d2s 7c6h5s5h3s Tc8s7s6s3c KhQh8d7c2c 
AhKh6s5h3h AcJc6h3d2h KdTc8h8c2h Jc7s5s4d3c 
Kc8s6d6c2d KdJc5s3d2s Ac8d5d3d2c 9s9h7d5h2s 
AsTc9c6c5h AhTh7h7d4h KcJs8s8c3c JhTc6h5c2c 
JdTh9s9c4h Kc7s6d5d3s 7h6h5s5d3d JdJc6d2s2c 
KhJs9c5h2d Qs7d5s4c3d 9s9d7d4c3c Ts8h7h6d5h 
KdJd7h5s5c JcTd4d4c2s AdJs6d5d3c Ad9h7c6h3c 
Ks8s7d5c2d QsTdTc8s3h KhJd8h7s4h QhTd9d8d5c 
AsJdJc3s2s Qc9c7s7h3h AsQh7d7c6c QcTd4h4c3h 
AsJs9h2d2c KcJd7s6c3h QcJh9s6h6d QcTc9c8d2s 
QhJh5s3c2s Th9d8d7d5c AdKsJd6d3d Ac4h3s3c2s 
KdQcTd3s3h 9h8h8c7h6d KcQhTs7h3d QcJc5s3d2s 
As8s6s6h2h AdJs4s3d2d Th9s7h4d3d AsTc8h4s3s 
AdTh5d4s4d KdJh6h5s4h Ts8c7h5h3s QdJh9s9c6c 
Ad9h5d4c3s Qs9h8s7c2h Qd7h5h5d4h AhTh6d2s2d 
AcJs8d6s6h QdJh4h4c3c AhQc7s7d6d AdJs6h4s4h 
AsQs7c6s3d Ac8h8c3h2s AdJs8s8h4c KsJc5d4h3s 
KsKd9d4d2c AcJd6d4c2c Qh8h8d5d2c Kh8s8d6d2h 
Qs8s6d5d3d KsJcTs8d2s Ad7h6d5c2s JcTs8c5d3h 
Qd8s8h7c6d As9s8s7c2h AhKs8s6c3d Ah7h6h5d2d 
Ah7h4s4d2s KcTs8c5h4c KsTs5s5c3c QdTd7s5h4d 
QhTs9d4h3c Tc7h7d6h3c KcJh9h6h5s JsTd7h7d4c 
ThTc7c4c3h Ac7c6s2s2h Qd9c7s5s4c QhTh9h8c2s 
Jd8h6d4h4c Kh8s8c5h3c KsJc8d4d2s Js7h7d5h3s 
Ac9s8h8c3c AsQh5c3d2s Jc6s6d5c4s QdTd9c8s4d 
JhTc9s8d3s Th9c8c4d3h Qs7c6d5h4s Qd9s8s6c5s 
Jd9d6s6c3s KsJd3h2s2d Kd8c7s7d3s Qs9d8s7h3h 
Td9s5s5h3d KcQhTh8d2s KsQsTsTd5s QhQcJs4h2h 
KsQcTd7c3h JdTsTh8c2h Qd8d7h7c6s Th9h8c6s6h 
AcKc7c5c4c 9s9c7h5s2c KhTsTh6d3h Tc9s8d4c3s 
KdJs5c4h3d KhJd5h4s3c As4s4h2s2h Kh7s7h5c4d 
Ts9d7h6h2s QdTs9d8h2d Td8h8d5h2c JhTh9h9d4s 
Qc8d8c5d2s Ts8h7d7c6s Kd9s7d5c2c JcThTd9c2c 
AsTh8h5h4d AhJc9c7s3d KhTs8s8c3c ThTc8c4d3d 
JsTdTc4c3c KhTs7d4h3c KsJhTc6d2s Jh7h5d4d3s 
Ad7d5h4s2c Ad9s5c3d2c AhQh7h5s5h Jh9h8d6s2d 
Ks9d5s4h3h KcQs9s4h3h 8s6d5d4s3s KhJs9s4d3d 
KhJc5h4s3d Qc7c5s5h4s JcTsTh9c2c Ac7h5s4c3c 
Kh9d8h7c5h Jd9s9d7c5d KcTc9s9c4d 9s9c4s4h3c 
JsTs9h8s3d As9s8h5s3d KdQh9d8d5s 7h6s6h4d3d 
7s7h5c4h4d Ts8d6d5s2c AdQh9h5s3c Jc7s5h4s4c 
9d8s8d6d6c KdQh8h5s3s KhTs5c3h2s 8h7s5s4d3h 
KhQs9h8h5c KsTdTc9c5c QcTc8s8c3s Jc9c8s6d5c 
Qd9d7s7h3h AdQh9s9d3d AcJs8d3h3c Jh9d8d6s3s 
Qc9d5c4d3h KcJs5s2d2c QhTs4s4h3s 9s9c7h7d3s 
Td9s8c7h5s KsTd7s3s3d KdJc7s6d3h Qc9c6d4s3d 
JcTh5d4s4h 9s9c8d3s3d AhJh7d4c2s Ks8d7s5h4s 
KcJc6s6c5h KcQsTh7s3d JhTd9h4c2s Ts9d8h6h5h 
AhJc9h4h3s KhTc6h4c2h AsQh8s5d2s QhJdJc9d4d 
KcJhJd7d4d Kc8h7h6d5s AsKc6s5s3s QhJsTd2s2c 
AhQd6d3h2h Kh7h7d6d3h Qc9d6s6c5h Ah9s8d7d2s 
AcKdJs6h3s QcTh9s6c2d 8c7s6c4d3d Ad8h7d6s2c 
QhQd9h7c3h KcTd8d7h5d JdJcTh8d2d AcJh9s6s5d 
Jc7c6h5c3h KdJhTh9h4h AhKd8c5s2d Jd9h6h5s2d 
Ah7d5h4d2h AcKsTh3h3d QcJh6h3h3c QhQdTs7d2c 
JhTc6d3h3d As9s8s7h3c KcQc9h4h3c As8h7d3s2d 
JsTh9c6h3d JcTs9d7s3s AdQs9d9c3d KdJs5c3d2c 
QsTs8s8h3h Tc7d7c5s3s QcJh8c7d2d JsJh6d5d4c 
AcQd8d5s5d QsTs7d4s3d JhTc7s7c4d Qd9h9c8h2c 
Qh9s9c8s2c As8s8h4s4c Ks9h8c7s4d 9h6d5c4h3c 
AcKh8h6d3s AcJd7s6h6d Th8d6d5s2h KdTd8d6d5c 
AcQh7c4s4c Td7d6c5c3d Qh9c6s4c3h AcJc7s3h3d 
Tc9s8d6d5d Jd7s7c5d3s KcTd8d7s2s Ks7s6d5c2c 
KhJd7c6h3s JdTh7c6c2d Kc9h5d5c3h AsJs8c5s2h 
QhJc7s7c3h AsTs7d7c3s QhTc6c4h2h TsTd8s5s4c 
9s8c5s5c4d Qc9h6d6c5s KcJh6c5s5d KhJc9d5c4s 
KsKc9s4s2h QcJsJc9h2c AhJc6h5s3h Qc8c7c6h5d 
AcJh9h7d3s As9c6d3c2s AsQd6d5d4c QsTh9c5h4d 
Jh6d5d4c3h Qh9d5h4d3s JcTh6c5h2h JhTs9h9c3h 
AcTc6h4c2h AsQc7s4s4h Ks6s5s5h3h Tc9d8d4s3c 
AdQh8s6h4h AhTs9s9c3s QhJc8c7h2h AdQcJd7h2d 
Kh8d8c7c2h KdTh5d4s4c JsTs9s9d4c 9s6h5c4c3s 
AcQs7h7d6h Ad9d5s3c2c Ah7s5h3s2s Qd8d7h5c3h 
JdTh8s3s3h Td8s6c5d4h Qd9h6h5h2d AhTh9d6h5h 
As9s6h3s3h KcTc5d5c3d 7d6d6c4h3h Jd9h9d7s5d 
QdTc9c5h3s AsQs7s5s5h Ac4d3s3c2s KhJc9s5c4d 
AsQh8h5h5c AsQc9s6h3s Js9d8d6h3h Ad9d6h5s5d 
Qh9s7s5d4d As8c4h4c2s JsJc9d3h3c KcTc9c8h4d 
AhTs7c3s3c KhKc7d4h2h AcKhJc6c3c KhQh8c6c3h 
QdQcJs4c2c AhKs9s8s3d As7c6s5d2h Ks7h6h6c4c 
JdTh5h3d2c Ks8d8c7d2s KcJc5d3s2d 9d8d7s7h6c 
KdJh7d6c2c Ad8s7c3d2c KsTc7s7h4s KsQs8c6c3s 
AdTs8c5s2c AcTs8c5c2d Tc8h5h5c4c KdTs8d4d2s 
AhTdTc4c2d Ah8c7c5s3s JdTc7d5d4d Ts9d7h6s2d 
AsTc9h6c2h KcThTd2s2c Qh8h8d5s3d AhTc9d9c4c 
KhTs8s6d4s KhKdTh3h2h QsJc6s4s2c KsTc5h3s2c 
JsTh9d8c4d As6s6d3h2d QhTs7d5d4c JcTd8h8d5d 
QcTd8c4d2c Ah7d6h2d2c Js9s9h5h2h QdTh7d5h2c 
KcTd4d4c2s AhJs6c4s4c As9c7h5d2s KdTs8s6c2c 
