Ts9c8c6h2c 
Jd8d7s7d3s KhJc9c4d3s Qh5h5c4d2c AcTc8h6c3c 
9s8h7c4s3c QhTh7c4h2c Kc8d8c7h4c TsTc9d5s2h 
Ad8d5c4d3h 6h5d4s4d2s Jd8d6s5h5c AcTc8c3h2s 
Qc8c7s6s2c 8s5h5d4d3h KcTd6s6c3c QdJs5s4c2h 
9h9c6d4s3h 8s6c5h4h2d Ac8d8c3d2c Kc9d8h5c4c 
Jc9h9c7c3s JhJd6s4d3c Kh8c7c5c4d QcJh8h5s3h 
TsTd9h5c2d Kc9c5h4d3s KcQdTh3d2d Kd9d6s4h3c 
Ts9d8h7c2d KhQcTc7c2d Tc8d6d3d3c Qd9h5c3d2c 
Ac7d4s4c2h Jh8s7s7d2d QdTh8h6h2s Qs9c7c4s3s 
9d8d7c3d3c Ac9h9d8s4d 9d7s7d2s2c Jh9c6h6d4s 
Ah8s6s6c5s Kd9c5s4h4d 7d6d5d4s3d Ts8s7c5s5d 
TsTd6c4h3d Tc9h8h8d5h Ah9h7d6h3h JcTs8h8d2h 
KhJh5h5c4h Kd8h7h5h4s Tc9h8d5d4d QhTh3d3c2d 
Ah7d3d3c2h Th8h7h7c4d Qh9s7d6c4c AdQd7d6c2h 
9s9d7h4d2s Ah9c8s7c3d KsKdKcQc2d Qh6h6d5d2h 
AdJc9h6s6h KsTs7s5h3s Th9d8h5s5h ThTd8d3h2d 
Tc8d4h3d3c KhJh7h5h3d As7h5d4h4c Ts9c6h6d4d 
AhQs8c7c3d Kd9c8h7s2d Ks8c5s3s3c 7h6s6d4h2d 
AsJs6c2s2c QdTc9d4h2d Tc9s5c3s2d Ks7c5s4d3s 
Qs9s8c4h2h JdTs8s4c3s KcQd8c5c4c 9h9c7d4c2h 
9s9h7s7c2s 9h9d8s5c3d Js9h4h3s3c QcJh5h4s2d 
KcQcTc6c2s Ks6h4s3c2c Ad7h6s5s2h Kd7s5d3s2h 
Qc7h6h5s4h Ad9c7s5d2d Kc9h5d4h3d JdTc9c3c2h 
Ac6h4d3c2s JdJc7d3h2c 9c8d7c4d2h 9c8s5h4c2s 
Ks9c8c4s2c Qd9s6d5h3d Kc6s5s4h2h Kd8s8h4s4h 
As9s3h3c2c KdQh6h3s2s Ah8d7d6s2s Qc8h7h4c2d 
Kc8s8h4c2h Qd8c6d5s5d AcQh6c4c2d Kh9s7c2h2c 
Kc9d7c5h5c Jd9c4c3h3d KsKd9c4c2c Qc9s7d7c2s 
Kc9d6s4d3s TdTc8h7c3c Kh8h7c6h4h 9c8d7c4d2s 
Jd9c8c7h2s JdTc9s3d2d QsJc5d4h2c AdKc9c6c3c 
Ts9s7c3c2c Jh9c5d4s4h KdQd9d8h4s TdTc9c7c2h 
Ad9d7c6d3d Js8s7s7h3h KdTs6c5s3s As8d7d3s2s 
Ad9c8d4d3h KdTc7s7d2h AsKd6d3d3c AsKh5s5h5d 
ThTd6s4c3h Jc9s8c5h5c Kh9d8s5s2d KdQd8c4c2d 
QsQh9h7c2h AdJd9s4c2d KsJs9c6s4s Ac8c5s4h3c 
Th9s8h7h2d Th9h8h5s4h QsQd8d4d3h Ah8d7h6s2h 
Tc7s6h6d4h 9s8h8d7c4c 9s8s7c6s3h 9d8s5h4s2h 
6h5d4d4c3h 9c6c5d4d2c AdQh6h6c3s TsTd9d3h2c 
KdTc9h7s2h Ks9d7h6c3d Qh9s5d3h2s QdThTd8d3d 
QhTs9h3h3d KhQh7c4s4d Th7d6d5h2h KdJs8h8d4d 
Tc9c7h4d3s QcTs8d7s2h AhJh9c4d2h 9c8h8c4s2s 
Ah7d4h4c2s KdJd9h4s2c KsJh6c5d3c KhKdKcQc2h 
9s6h6d2s2h Js8h6s6h2h Js9s9c7s3d Jh9h7c4c2d 
QdJh7h5h3s AcQs5h3c2c Jh8d8c6s4s Ts7s6s6d5h 
Qc9s4c3s3d QsTc6h4h3d Js9c6h5c4c Kd8d5s5d3s 
Jd9h9d7d3s AhQd5c3h2h Ks8h8c7h3c Td9h8c7s3c 
KhTd7s4s3c Ad9c8d6d4d 7d7c6s6d2d JdTd7d4d3c 
Td9c7s3c2d Kd9s7s2d2c QdTd5h3d2h Jc6s5s5c2h 
9d8h8d6c3d KdJs5d3h3c AdQd7s6c2d 8h8d5s3d3c 
Td9s9c6h2d 8h5d5c4d3c 9h9d7s7h2h QsTs8s7d2c 
TsTh7s5c3s As9d6h6c2s KcJc9d4c3h Qs9d6c2s2d 
KsTc6h5c3c AsTd4s4h3s Td7s6h5d3d As7c5d4h4c 
KsTc6s6d3s 9s9d6d5h2c Tc8d4s4c3d KsJc3s2s2c 
7s7c5s3c2d Tc8c4s4h3s Th7c6s6d4s Kc9h8d8c2s 
QhJhJd7s2c 9d8h6s2s2h Td7s6h6d4d AdJh8h5h2s 
Qc7h5s5c4d Ad9h7h5h3c Kc9s8s6s5s JhJd7d3s2h 
Kc6h6c3d2h Kh8h7h7d4c KsJh6c4s3s AsKd8h7h2h 
JsJd9c4c3h ThTd8h3d2h Kh9c7s2s2h QdTc7s5h3s 
JhTs7s3d3c JdTd8s8d3c JcTc4s2s2c 8c6s5h3s2c 
Kc9c6s4h3d AcTh7d2h2d JdTh8c5c2c Kh9h8d7c4h 
9h8d7h2h2d 8d8c5c3c2d QsQd6h4h3h As9s3d3c2d 
Ks9h9c4s2c Kd7c5d3c2h QsQc7c3d2d 6s5d4d4c3s 
9s9h7c4s2h Qc8c7s7d2s Kc9d5s2s2c TsTc9c7c2h 
Tc9s9h8d4d AcJc5s5c2h KsJs8s5c3h Qs8s7h7d2h 
Qh9h9d6s2c AdKh9h5s2h Th7d6s4s2h 7d6h6d4h2h 
AsTc5h4s2s 7h7c6h3h3d AcJh7h4h4d KdTs9d4h2d 
Ad9h6s6c2d 9s6s5c4c2s Jc8s8h6d4h Ad8s5d4d2c 
Tc9c8h5c4c KcQh7c3h2c KsJs7s5s3d Kc8h8d4h2c 
QsJc9h5d2h KsKd6h3h2h Tc6s4h3s3c KhQhTh5s5h 
Jc8h8d6s4s Qs8h8c6h4d AsKdTh6c2c QsTs6s5h2d 
QdJd8d5h2s QhJh9c4h3s AsJs9s2h2c KhTh6c3c2h 
Jc8c6s5h5d 8c7h6h5d2s Td9h8d7d2s Qs9d5h3s2h 
AsQdJc7d2d Ad7c6h5d2d KhJh8h8d5h KdQc6d5d2h 
KsJc9c8h4c As8h7h6d2d Qs9d8s5h5c Qh8s7d7c5d 
ThTc9s5d2c Kh8d7d6d5d KhQs9d5c2s Kh9h9d4c2c 
QsJh8c3c2s Jc6d5d5c2s QsQdJh7s2s Ad8s6h6d3d 
9d8s7s4c2d Ts9c6d5d3d AcTc8c3s2h Th6d5h5d2c 
Jh9s4s3h3c Ac9s8d6d4h Ah8s8h6h2d Kd6s5h4h2s 
5d5c4h2h2c Ad8h6h6c5h 8c7d6d5h2s 9c8h7d4h2c 
QdTs6d2s2d QcJc8c5d2s Qc9h9c6d2s Kc7h6c5s2d 
KhTc9s6s2d KdJc7s3d2s QcJc7h6c4c 9d9c8s7h4s 
AsTc6h4h2c 9d8d7s4s2h KsJs5s5c4s Qs8s7h4h3c 
Th9c8h7s2h KsJh8s6s4s QsQh5c4d2c Td6c5s4s2d 
Th9h6d3c2d AsTd8h5c3h KdQd9h8s4d KsTc7s7d2h 
Ks9s7d6s4s KdQdTd5s5d Kh9d8d4h2d KhTc8s5h3h 
AsTh6s5s2c Jh9d8c5d3s KsQd8s5s4s 9h8s8c5s3d 
Td6c5d5c2s JsTc6h3h2s 8d7s5h4c3c 8h6d5d4d4c 
Jh9h8h5c3d KdTc4h4d3s 9d8s7d5c3d As6s5s4h2c 
Kc6d4d2h2c Js7s6h5s5d Th9s7d5s3s Jd9d8d4c3c 
KdQhJh8s3h Jh7c5c4d2h Tc9h8h6h2s KsJs9c4s3h 
Qh9h7h4c3c KsQd9d8d5d KdJh5c3s2d JsJd9s6s3s 
Th7h6c3h3c Qd9d8s4h2h AhQsTc3d2d AdTc9s4s3h 
Th7c6s5d3h AdJh9h6s4h Td9c7d4s4h QsJcTc7c2d 
Jc7c6s6c5d QhTc8d7c3s QsJsJc7d2h Th7s4h4c3c 
TdTc7d5h3d Jd8h5h4c2c JhTc8s8d2c Js9h8c5c3d 
9h6s6h2s2c Ts9h6c5c3c KdJc6s4h3c JsJh8s5s2d 
9d7s6h6c4c As8s7d3s3c JdTc8h7h2h KsQc9d6d4d 
Qc9d9c6h2s Ks7c5s3c2h KdTs7s3d2d KcTsTh8s3s 
Ac8d6h6c3c KcQsTs7s2d QsTd9s2s2c Ac7h4d4c2s 
AhQdJd7d2c AsKh8c6c3d 9h8s8h5c3d AhTh7d4h3h 
KdJs7s2s2d 8s7s6s6h2h Qd9s8h5c3d AdKs9c7c2h 
KdJh8s6c4c Kc9s8d8c4h 8h6d5s3d2h JhTs6h5h3h 
QcJd9c4s2h QsJs6c4s3d Qs7c5s4c2d QdTs8s8c2h 
QdJd9c4d3h Kc9c8c7s4h QsTd6d4h3d ThTc9c7c2d 
Qs9c4s3h3c Kd8h8d2s2h AhQs5c3h2h Qs5h5d4d4c 
Tc6d5d5c2h AsQh6h6d3c AhQs9s9d2s Ts9s7c4d3h 
AhKd8c7c2c Kd9h7c6s3h QdJc9h5d2d Ts8h5c4h2c 
Kc8d6c2h2d KcTh9h8d3h JcTh5s4h2h Ks7s5d3h2d 
Jd8h8d6s4d Th6c5h5c2s 8c6s6d5d4d KhJs6c5c3c 
KdJd7d4s2s Th9d5d5c2c QdJh7s7c4h KsJh9d4s3s 
8c7h5d2h2d Kc7h7c4d2h JcTh3h3d2d AhTc5s4h2h 
ThTd8h3s3c JhTs6s4s3d Tc8s7s6d3h 9s9c8c6c4c 
AcQs6h3d2c Kh9h8d5s5c Th9d5s3h2d QhJh9d9c4h 
Ks8c7d4d4c Th7c4s4h3s 8h7d6d2h2d KdJd9c4d3s 
QdTs6h4c2d QdTd7h6d3d QdTs8d7c3d 7s6c5c2s2c 
JhTc8d5d2d QdTsTc6h2h KsJc7h5c3c 9d8c5h4d2c 
QsQhQcJc9h KsTd9d6h2d Kc8s7c2s2h Kd5h4h2h2d 
AhQc6h4h2s KcJdTh4s2s Kh9s9c8h3d Js9c8d5d3h 
AcQs8d7d3h Ts8s7s7d4h Qs9h9d7c3s JsTh3h3c2c 
QcTc5s3s2c QdTc8h7c3s As9s3h3c2h Ac9h9c8c3c 
KdJd5h3c2s Td6h5s3s3d Tc9s8s8d2h KsQd7h5h5c 
AhTs7d2s2d KsTs9h5s2c JdTd7c5s2h KcJc6c5d3c 
6d5s4s4h3d KsQs8c4c2s AcJc4s4h3c KhQhTh5s2h 
6s6h5d4d3c QsTd9h3d3c Js9c8d4d2c QhQd7d4d3c 
Th6c5h5c2d QcTd7d3s2c QdTc9d3s3d AdTc7h3s3c 
QcTd8s8d2h Jc9h8s5d3s QhQd6s4s3s Ad8s6s4c3c 
AdQd7d6c2s 8c6c4s3s3d Kh9h6s4d3c KsTh7s7c2d 
Qs8h7d6h4h JcTh6h4h3s Kh8c7c6d6c AdQc8c6c3h 
Ks9d8h3s2h KcTc8c6s2h JsJh7h7c2d Th9c7s7d4h 
Js9h6d5d5c Qc8c7c5h2h KhTs9d7c2d KcTc8s4h4d 
Ts7d6h6c5h KcQs6s4s3d QcJc7d6c4c Tc9c7h4s4d 
Qc9c7s5s2c Qc9h6s5h4h Qc8c5d4d3c Ks7d6s5c2h 
KcJd7c3d2d 9h8c6s5c3c AsQh5h3h3c KcQs9s8s5s 
KcQc8s8c2s Qc6c5h3d2d Ah8h3s3d2d KdTc5s5c4h 
JsJd6c4s3s 9c7s7c2s2d KcJd8d4h2h JsJc7s5s3s 
QsJc7c3s2d QhJd5s4c2d Qc8h7h7d5s As7d4s4h2c 
Kh7h7c4s2c 9c8c7h4h2d KdJc5s3h2d Ac9h8s7h3d 
Th7c6c5h2h Ts6h4c3s3h As6h4c3s2d Qs9s7h7d5s 
As9s9h5s2d Ah9d7h4h3s Js9h8h7d2c QsTc8d6c2c 
Ac6s4h2d2c QhTc8s6c2c Jd8s7h4d2h Kh9c8s7d2h 
Td9s5c3d2s KcTs7d4c2h JhJd6c4h3s Ah8d6d4c3c 
8d6s4s4d2c Qc8d6c5s5c Qs8c7d6c4c Td7h6s5s2d 
6h6c5s4c3d Qd9h5c3h3c KcQdJs6h2s KsQc9s7d3s 
9d9c8h4c2h JsTd9c3s2s Ad9c8c4s3s Qc9h5d3c2d 
Qh8d6s2h2d AcJs9h6s4s KcJc9s6c4c JhTh5h4c3h 
Ah7c3s3c2h Ac7s5h4s4d KdJd8c4h3s 9c8c7c6c4h 
KsTh9d6d2c AcTd4h3c2s KsTd8c4h2s 8d7s5h2s2h 
QdJd7c6d4d Ks6d4s3c2c AcQs7c6d2c 9s8s8c6d3s 
Qc9s7s4c3c KsQs9d8h4s QcJc5d5c4c 9d8c5s4s2c 
KcJs7c3s2s TdTc8s6h2c JsTd8c5c2c JsTh8d7d2d 
KdTsTh5d2d 9h6h5s4s2h Td8s6s3s3d Js8c6s4d2d 
KdQc9h6c2s KhJs7d5s3s AhKc4c3d2c TsTh7h5h3c 
Td8s7h5s5c 7h6s5s2s2h AsJh5c2h2c Kh9c8c4h2c 
Qh9c7s6s2c 9s5s5d2h2d Td9c4h2d2c QhJc8s8d4d 
JcTs8h5h2h QcTd5h3h2d Td6h4c3h3d JdTd4s2s2d 
QhTs7s5d5c 8h7s6s4s4c AdTh8h5c3h Tc6d5c4h2h 
KsJh8s8d4s KsTs8s6h2c Kh9d8s3h2s AcQh5h3h3d 
Kc9d8h5h2d KsTs5c3s2c JdJcTh6s2s QcTd8s5s3h 
Qd8c7h7c5s QhTh8h7c2s Kc8h8d7h3d Td9h8c6s2c 
Jh9c6d5s3c 7s7c6s3s3d Tc9d7c4s4h AdKc9c5s2c 
AhTs4d3h2c KcJc5s3d2h Ad9s8h6h4c Qs9c6h5d3d 
Ks9d9c4s2c Kc9c7s4d2d QdJs9h4d4c Jh7h7d5h4s 
KcQd9s5h2d TdTc9s5h2c KsJh9d8d4c QcTc6c5s2d 
AhJh6h6c3s Kd8d5s5h4c KhTd9d6s2d Qd9h7d6d3s 
KsJc5h5d4c 8s7c6c5d2h QdTh6c5c3c Qd9h7h4d3d 
Th8c7c3h3c 9d8h6s6d4c 7h7c6h3s3h 8s6d5s4c2h 
QsTd9c4c3c JhTd7d3s3c Ts8s7h5s5c Qs9h8s5d3c 
8s8d5h3d3c TsTh7c4d3s 8d7d6d4s2s KcQcTs5c2c 
AdJs9c6d2d KsTs9c4h2s KdQd5s5h2c Th9s8c4d3h 
Th9c5h4c2c Kd8h8d7c4d AsKhKdKc4c KhTh8s4d4c 
Qs6s4h4c3h JsTd8h5h2h QhTd6h3d2h Kc9d6c5s2h 
Qc6h6c5c2h KcJd7h5d3d Jd9d9c7d3s JhTd8c7c2c 
Qs9c5h3s2h Ah8h7d6s2h AhJd9d6s3c KcTsTh4d3h 
Qh9d7h5h3s Qh8c7h7c2c AdTh7h6c3h Tc9c8c6c4h 
QcTsTdTc9s KcQcTd5c2c 6s6d5d3d3c KhJd9s7s3s 
TsTd5c4d3h QhTc4s4c2s 9d8h7d5c3d Qd9c4d3h3c 
Tc7c6d5d2c Ts8d5d4s2s Js8h8c6d4h QhTd8h6h3h 
ThTc6h3c2s Js6s6h5d2h Jd9h6s5d3d KhTs8d4c2h 
KhQh9h8c4s AdTsTd7d2d Ts9s6c3h2h KcJs8c5c3h 
KsTc8h8c4c JsTh5d4h2h ThTd8s7h2c Jh9c8s8d2h 
Ts8s7s7h4d Qh9c8h5d3s AcJd8h7s2h As9d7c5s2s 
JsTd8s3h3c KhTs6c5d3c KcJh8c5c3s Ts8s6s6c2c 
Th9d6d6c3s Tc9d5h3c2d KdJs7h6c2d Jc9d6h5s5h 
Ac9d7d6s4h AcTd8d5h2s KhJs7s7d2d QsTc6c4d3c 
Kd9d6s4s2s JhTh8h4s4h 7h7c6s3s3d 9s8d5c4s2d 
AcQc5s3d2c KdJs7h3d2h 8s7s6s6d2d 9d6s6h2s2d 
Jc8s7d4c2s Jc8s5s4d2d KsQs9s8h4c Jd8h7h6d2h 
KsTc9s4s2h AhTd5h4s2h 9d9c8d5s2h Jh6s5h3s3d 
8c5h5d4h2c Jh9s8d7s4s Ah8c6s5s4s AhTd7c3s3d 
Qs9c7s7d2c 9h9d6d5s2c Ah9h7h5c2d Js9d9c8h4s 
Tc8c6s5h3d QcTc7h7c3d KdJcTs6c2c 8s6d5d4h4d 
KdQcJs6h2s As8s5s3c2c Th9h6s6h4d AhTd5h4c2h 
Ad4h4d3h2d AdTd8h6d3d QcJs9h5s2s Jh8c7c6d6c 
QhTh6h5c2s KsKc6h3h2h Jc8c6d4d2h Qd8h6d5d5c 
JhTd6h5h3h QhJhJd7c2s KsJc8d6h4h 9d8c5s4d2c 
QsTd7c5d3h Qh7d6d4c2h Kd9h9d5s5d QcTs9c4h2c 
Jd8d6c5h5d AsJs5s4c3s Qh9h6c5h5d Tc9d9c8h2c 
QhQd8c4s2h 9h7h7d2s2d Qh9d5s3h2s AsQd6d4h4d 
KhQh6s5h2c Kc8h7h3h3c 9d8c5h4h2c 6d5d5c4c2c 
Ts7s6h6c4d Kc8h7h6s6h AdQh8s5c3c Qs9c7h6d4d 
AcKd6d3s3d KcJh8c5d3c Th9s5h3s2c KdTh9s7c2s 
AhJhJc3h2h Td8c4h3d3c QcJc8c5s2d Js9s8h5s5d 
AcJs6h5c2c AdTh3d3c2s AhQd6s5d2c KhTsTd8h3h 
Qc7s5h4c3d Qd8s7c4s3d QsTs8s8h2d Td9s9d8c2d 
Jd9c8s5h3s 9c8s5s4h2h 5h5d4c2h2c Qd9d7h6d3s 
QcTh6c2h2c Ah9d7d6c4s QdJsJd7c2h Jc9c8c5h3d 
Td8c7c6h3s JhTh9h5s5h Kh9d8c7s2h Kc9c7h4s2s 
KcJh6c4s3c AcTd7d6s3d 9c8s8h5d4d Ac8c6d2s2h 
Jd9s8h8c2d KdJs9h7h3h Th8h7c5h5d 7h7d6c3s3c 
AhKc9d5d3d Ah7d3d2h2d Ac9d3d3c2d 9s9h8h7h4c 
Tc8c7h5d5c Qs8s5s5h3h JsJc8h4s3d AcQd5d3s3d 
KcTs9d7h2d KsTh6h4c3d Ad8c3c2s2d KdQc9s5h2c 
Ks9d8c5c2d KsTd8c5s3s KhQc7s5s5d Ac9h8h4s3s 
Qs9s7d5d2s QsTd8c5h3c 7h6h5c3s3d Ts8s6s6h2h 
Kh8d7d6s6d KdQd6s5d2c 8d6c5d4d3h 9d8c7h4d3h 
Ad9s7h6s2h AsJh7h7d3c 9s9d6c4h3d Qc9c7d6c3h 
As7c3c2s2c Qd9h6s6h2s Kc9h8h6d4s QsQc9c7d2c 
QhJs9s9d2s 8d6d5c4s4d Jh9d8c5h3h AhJs6d4s2d 
QcTd8s7d3h Ac9d8d4s3s Td7c6s6h5d Qs5c4s3d3c 
Td9h6s6c4s Qh7s5h4s2c AdQh9h8h2h 8s8d7c5c3h 
AhQdTs6c2c Jd9h8s4s2h KhTs7h4c2d Ts6d6c5d2s 
Jh9s9d6s4s ThTc9c7c2s QdQc9h7c2c As9h7d6c4h 
Ts7h6d5s3s AdTs8s5c3s AcQs6h5s2d JdJc6h4d3s 
Jc7h6d4h3d Qd7s5c4d3h 8d6c5h4c2s JsTs7s7d3h 
Kh7d5h5c3s JhJd9h6h3h KsQs6s5h2d KhJs5d3c2h 
Td7h6h4c2d Kd8d6c5s5d Ks9h7c6h2c Qc8s8d5h5d 
Ac9s6c3s2c Js9h9d8s2c Ks8s7c3d3c Jh8c7s7c2s 
AsTs8s6d2s AdQh9c4d2d 9d7h6s6h4c QdJs9c5d2d 
QhTd9c4c3c Qc9h9d5s5d QsTd7h2s2d KdQd9d4s2s 
QdTh9c4c3c Js9d8h5d3c As9s9d5s4s Kc9d6h3h2c 
Jc8c6d5h5c Jh7h6d5c3s Ts7s6h6d4c Tc6s6h5s2c 
JsTs6s4h4d 9d7h5c4d2c Ks8s7c6s4s KdTh7d3h2d 
AsTh8h6d2c KdQh6h3c2c AsKs3h3c2s JcTh9h3h2d 
JdTc9c3h2c KdJs8d5d3c Ts8d6h5h5c Ah9s7c5h2h 
KhTh9s5c2h 8h8c5d3s3h 8h8d7h5h3c KcTs7c4h2d 
QcTs6d4d3h Th9s7s5s5d Qd9h7d5d3s 9s8c5d4c2d 
KdQd8h4h2d KsKh9c3d2c 9s9d7c4s2d Tc9c6d3h2d 
KsJc8s6s4s KdTh7d4s2c QcJd9h5c2c KhQd8c5h2s 
Jc8s6s6c2s Jh9s6d5h3h Td8h5s4h2s Qd9h9c5s5h 
9s9c6c3d3c 8h7s6s6h2h 8c7d6d5s2h AhQd9h4h2s 
QsTh6s3h2s QsJc8c5d3c AsTh6s3d2c Tc8d6h3h3d 
8d7s7d4s2s KcQh9c7s3c Qc9s8s3h2c Jd6h6d4c3c 
Kd8d5c4s4h 9s5s5h2h2c Td6c5d5c2h JdJc6s5d2h 
QhJc8s5c2c Js8h8c3s3h Qs9d8h5c3s QdTs9d4c2d 
KhQc8h5h4h Kc8c7d3h3d Tc7d6h6c4c As8c3c2s2h 
KdTc9s7h2s Ts8s7c5s5h QhQc9s6s2s Jd6d6c4s3s 
QhJs9s5s5c Ad8d7s6c2d Td9h8h7h2c Qh7s7c5d5c 
AhQd6d4s4d Jd6c5d3h3c Js9c8h8d2s QcTd5s3d2s 
AcJd9s6c2c ThTc3h3c2h KcJc6h4s3c AhJh8s8h3h 
Ks7d5s5c3h Ac8h6h4s3s Kc9s5h4h3s Js8c6d4c3d 
Jh6s6c5h2c Ts9s9c8s3d Ac8s6h6c3c QhJc6c5d2s 
Kh9h6c4c2c JdTd7h5c2s KsJh5c3d2s QcTh8s7c3c 
7h7c5c3h2s QdTd7c4c2d 8d6c5c4c3s KdQh9h8h5h 
9c8s8d5h4h QdThTc7s3s 9d8h7h4h3d Qh6h5s3s3h 
AsTh6d4d2h KhTd8c7c3s KsJd9d8c4d 8c5s5c4h3s 
Td9d6d4c2c AcJd5d4h4d Ks9s4d4c3c Tc9h7s5h3h 
JhTd7s3h2s Th9d7c4h3s Jh9s9h3h2s Jd9c8h8d2s 
KdJc5s5h4c Qs7d5s4d2h AcTd8d3h2h JhTh7c5d2s 
Qh6h6c5h2c Tc6h5h4c2h QdTh7c5s3c 6h6c5s4h3d 
Ac8s7s7h4s Jc7s7h5c4c 9h9d7c4h2d Kc8c7c6c4d 
Qc9h7s6d4d QhTs5d3d2s 9s8s8d6h3s KdQd8h4h4d 
JdTh7c3d2c Jc9d6h5s3d AhTd3h3c2s Jc9s6d5h3s 
AdKh9s7s2c Kh7c5c4h2h JsTd8c7c2c 8c5h5c4d3d 
TsTh6c4d3h Ks9h8c7d2s KdQd8c5d4d Th9d8s8d5d 
AhQcJc7c2d Tc7s6d5h3c JdTd8d5c3d AhKs4s3c2s 
7h5s4s4h3h 8h6c5c4s4c Qs9c6h5c3c 9c8c7s5h5c 
KdJd9c7d2h AcTs8h4d3s QcTs6d4h2c KhQc9h8h2s 
Ad9d7s5d2h Jc9s8h8c2d AdJc7c6h3s JhJd7h5h3h 
Ah9s7s5s3c KsJh6d4c3h TdTc8s7c2h Qd9d7h5h2d 
JdTc8s8h2s 9d8s8d5h3c Ac6s5h5c2c AdKs9h7h2c 
JsTc8s8h2s Td7h6s6c5s AhTc5h4d2h Qh9h8d5h4c 
KsJs9s7c3s AhTd6h5h2s 9s8s8h6c3s 9h8h7s4s2c 
Qh9d8c6s2h AdQh9h9c2h KhQh6d5h2c KsTd9c7h2c 
Kd9c7h4d2h Qc9s6c5h3c 8h7h6h5s5c KsTc4s4h3d 
AcKh6h3h3d Jd7d6h3h3c 7s7c6s6d2s Td8c6h3h3c 
9s9d8h6s2c 9h7d7c5d3d AcTs7s6h3s AhJs9c4d3s 
AcTh6c5c3c Th9c5d5c2d JdTc5s4c2c KhJd8c6c4c 
AsTs5s3h3c Qh9s8h5d3c 5h5d4s2s2d JdJc8s4d3h 
Ts8d7h7c4c Qc9c8h5s5d TdTc9d7d2s QhTc9c6d2c 
6s6c5h4h3d Jc9d7c3d3c AhTs9s4c3s QcTh9c4s2c 
QcJc9h9d3c 9h8h8d6c2s TsTh9h7h2d Ad8s7d6c2d 
TdTc8c3c2d Jh8d7c4h2d AdJs8s4s4h AcTd8s5d2h 
Kc7h6c5d2s Ks9c8h5h2c KdTc7h5s5h QdThTc4s2h 
Jh9d8s5c3s Ac9d9c5c2s KcTh8d7d3s Qc9s6h2s2c 
QsQh5d4c2d AhKd5c3d2d Jc8d6h5s5d AhTs8d5c3d 
Kd5s4s3d2d QdJs8h8c4h Jh7s7h5h4d Jc8d6h4d3h 
JsTd8d4h3d Tc7h7d5d2c Td7h6s6c5h JhTh8h5d3h 
As8s5d4s3c JhTs8s4c3s Qs9s8c4c2c JsTh9h3d2h 
9d8s6s5c2h KdTs8c4h2d Td7s6s4c2d QdJd8d5c2h 
Qd9s9c5s5h KhTc7d3s3h AhQh7h6c2s 9c7h7d6c4c 
As7h3h2s2h Jd8d7d6s4d QdJh7h3d2c 9d9c7d4s4d 
AhKs8d6d3c 9s9h6s5d2c Kc7d7c4h2d QdTh8h4s3c 
AcQdTs3h2h KcQs8h5c2d Kh9s7d5s4c Qd9c8h6s4h 
9s7h7d6s4s 9h7d5s4h2s Js9h9d8c4s JsTh7d7c3h 
Td8c5h4c2h QcTd7d2s2c KsJs6d4h3s Qs9s8h5s4c 
Tc9d9c4c3s KdQh9h7h4s TsTd8c7s3s 9h9d8s7c4s 
9s8s7c6s3d Qc7d5s5c4h Ks9s5c4d3h KsTh6h4d3c 
Kd8d7s7d4h 8d6h5s4s2c QsJdTd7d2h Tc9s8s8h2d 
Ks8c7d3s3d Jc6d6c4s3s AhJs9s6c4s Qd9h4d3h3c 
9c8s6d6c4h QcTd7h2d2c KsTc9d6h2d Tc8c6h3h3c 
KsJs8d4h3c JdTd8h6d3d QhJd7s7c4d AhQd7h6c2h 
KdQd9c8d4s KsKd9c3c2h Qh9s8s3s3h AdTs9c3s3h 
Ks8s7s7c6s AdJd4s4h3d Tc9c8h7d3c AcJh9h3s3d 
Qs7c5h4s3d Th9s8d8c4h JsTc3d3c2d 9d8d6c5s2d 
KcQsTh4s2s QcTs8s8h2d Qd7s5h4d3c KhQd9c6d2s 
Qc9h9d8c4s 9d9c7c4s4c AsJd5c2d2c Jh8h6s4s2d 
Jh9c7h3h3c KdJh7h7c2c Ks9h8d7c2s Kh9d7h7d2h 
Qd8d7h4h3s 7c6h5h3s2c AdTc9s6s3s 8h8c7h6s3d 
Kh9s5d4s3d AdJh7h7c3s 9s9d5h5c3s AsQhTh7h2h 
AcQd4h3s3d KcJd9h5s5d Ts9h9d4d3d KhQh9s5h2c 
Qd9h9c5s5c KhTs6c5s3s Td9h5h5c2c Qc6d5c3h2d 
9c8h5s4s2h KcQc6h5c2d KdTh6c5h3h KdTs8h6s3c 
KhJs7s7c2c Ah8h5d4c3h AdQh6h4s4h 9c6c5d4h3s 
Qs8s7c4c3h AhKcTs6d2d JsJd6h4s3s AdTs6d3c2h 
JhTd8h3s3c KdJh5h3s2s Jh8h6c5s5h KcJh9h8d4h 
Ts9c6h6d3d QsJd7c5d3d 8h7s5d4c3c Ac8d4s4h3c 
Qs9d7c6c2d KdJhJc4h2h Kh7c5h3c2d As9d7d5d3c 
Td8d6h5c3s Ks8s7s7d6s KcJs9c4d3c QdTsTh4c2s 
QhJs9h4c2d KcQd9d6s2h Td9s9d8d2c KdKc8s4h2s 
KsQsTs5c2s Jh8h6d4d2c QcTc9h3d3c Th9s5c2s2h 
