Jc8c6c5c3c 
Td9d6c2h2d KsQc8d7d3d Jh9c7s7d2s Jc6h6c3s2s 
AcJs7h4h2d Qd8s7c4s4h Kd9d5d4c3d Kh7d4h4c3h 
9s6c4c3c2s KhJsJhJdTh Jc7h6c3h2s AcJh7s4d2s 
Jh8c7c5c2c Ac9s9h6d2h 7h5h5c4h2s Ad7h6d3c2d 
Ts9d5s3s2c JsJhJc8c7s KsTh5d3c2h Ks9d8h8d3d 
Qh9c7s5s2d Td5c3d3c2s Kh7s7d5s2s Qh7h7d5h2c 
As9h8h4c2d Ks8d7s6s2s Jd7h6c5s2h As9h9d5c2c 
Jh7d4d3h2c Ac6s4d3h3d Kc8h7s5h2h Qh6s4d3d2s 
AhQc7d2s2c QdJh7h6h2s Ah4h3h2d2c As4d4c3d2c 
JdTc3c2s2c Kc7h6h5h2d Tc9s6d2h2d 8h5c4s4d3h 
Kh7s7c3d3c 9s8d5d4d3d Kh9h4h3c2c Jh8c7c4s2d 
Kh8d6d5d3d Js9h8d3s2s Jh8h5h3h3c KhJh5h3s2h 
9s7c5s3h2d 8c6c4h4d3c Kc9s9h5d2s Jh9s8c3h2h 
Qc9s4h3h2s Ac9d6s4d3h Js4s3d3c2d Js9c8c4c2d 
Js9s9c3h2s KhJc7d4d2d Td7d6s6h2c Qh9d7s4c3d 
Kh9s5c4h2h AsQc7c3h2d Jc7d6h5h2s 8s8d7h4h2h 
Jh6s6h3d2d AhJd6d3d3c Tc7d5c4s2h Qh8c6s6c3c 
QhJh6d3h2s QdJd8d3s3h 8c5s5h4d3c Jh9c5h2s2h 
Qd7h4d2h2c Ts7h6s3s2h AdKc8d3d2d Ah9h4h3s3d 
Kc9c6h4s2c Tc8c4s4c3d Ah9c8d4c2s Ad8s7h4c2s 
Ah9s4h4c2h 7h6h5s3c2h Jh6d5c4s2d 7s6c5s3s2h 
8c7h4d3s3d 9s7h5h3c2d Kc8c6s2h2d QdJc8d2h2d 
8d6h4s4h3h KdQc8s4s4h 9c8c7d7c3c Jc8d8c6c2c 
Kh9s9d2s2c Kh8h6d3c2s Ad5s4h3s3c Kd9h7c4h3h 
Jc9c6d6c2h Kd8d5d4h2d 9c8s4h3s2c Ah4h3s2h2c 
Qc8c6c4d3c AsJh7c6c2d KsJs3h3c2s 7h6h5h2h2d 
8c5h4s4c3c Th8h4s4h3c Ad6h4s4h3c 9d8c4c3d2c 
9c8c5c3d2h KsQh8c7c2c Qd8d6d4s3d Th7c6d4d2s 
Ad9h6c4h3s KdJs7c6h2c Th7c6d5s2c 7h6s4s4d2c 
Ks8s8c4s3d Qs7c6s3h3d KcTc4h4d2c Ac6s5s4s3s 
7h6d5h3h2c Qh4h3d2s2d 8d7d4d3s2s QdTc7s7h2h 
Qs7h4c3s2c Kh9s7d6d2d Jh9s7h4c2d Kc8s8h7h2h 
Qc9c7c6c2d Jh8c6s4c3c QsJc6d3s2s Ks8d5c4d3h 
Ad8c6s4c2h Js8d8c4s3s Jd6h6c5h2s Jh7d6h5s2h 
Qc8d7h4c3c AhJc7d6s2s Jd7d6c4d3d Ks8s7d2h2c 
Ah6s6d4s3s QdTh7c5c2c Qs7c6d5h2d Qs9c4h3h2c 
Kc9s5s5d3s AdQh9s4s2c Ah9c8c4s2d 8h5d4h3s3h 
Qh7h6d6c2s 8s8d6c3d2h JhTs7s2s2c Js9d7d7c2d 
AhKd9d4d2d Kd8d7s5d2d Qh8h6h4d3h QdJcTsThTd 
As9c5h4d3d Td7s7h4s2c Jh9s5c3h2h KsTh6c3h2d 
Qh6h6c5s2h Js9h7d6h2h Ac9h7s6d2d Jh7h5h4h3h 
8c6s4s3s3h Ad9s9h6c2c 8c5d4c3h3c Qs8h8d3s3c 
Td9s7d2h2d Qs9d8s4h3s Tc6s3s3c2d 7s6h5c3c2c 
Jh9c5d3c2c Qh9s7d5d2c KhJh6s3h2c Qh7h7c3d2c 
9s7c4s2s2c 5s5c3d2h2c Qs8c5s5h2s Js7h6s3c2h 
9d9c7c4c2s Qc7h4s4c3d Jd5h3c2h2d 9c5s3s2h2c 
7h7c6d3s2h As9h8h2h2d Qd6c5h3s3h Ah6d5d4d3d 
Kh8c7s6d2d Jd8h6c3c2h Th9h6s2h2c Jc6c5s3d3c 
Td9c5s3h2c KsQd9h4h2c Jd7h7d5d2c 9c8s4s3h2h 
8s5s4d2h2c KdTs4s4c2h Ac8d5d4d3s Kc5c3s3d2h 
Qc9h6s6d2s Qs9s8h4s3c Ah8c7c3s3c Qc8d8c3s3c 
Kc5h4s4h3d 9s8c7h4h2d Js8h6c4d2c KcJh7h3s3h 
KcQs8h7h2h Qd9c7h6s2c Qh9s8c4d3s Js9h5d3s2s 
8c5h4s4d2s 6s5s4s3d2s Js9c4h4d3d Qh9h8d4h3c 
Th9c5c3d2s Ts7s6h5d2s 9s7d6h4d2c Kd8c6c5c3c 
Ks9d9c5h2d KdJh4h2s2c KhTs6d3s2c Kc9c7c4s2h 
QsQhQc8h8d AdQh3h3c2h AsQh5d3d2d AdJh7s4s2c 
Ac8h3s3d2c Ad6h6c4h3h Qd7s6c4h2d Kh7h3s3c2s 
AhTc6s4c2c Ks9s8s4d4c Th7h4c3c2h QhJs8s3c2d 
9c7d5s3s2h As9c8h4c3c QsQdQcJd2c Qd9h8d4d3d 
QcJc4s3c2c QdTh7s7c2s Kh8d3s2s2h AdQc4h3h2s 
AhKc6c3c2c KcJs5d3h2h JdTh6s3s2c 9c7h3h3c2c 
6d6c4c3h2s 9c6d5h3d2d Qs8h8d7c3h Ks8h8c6d2c 
Th7c6s5h2h Th8d5s2d2c 9c6d5d3s2d Qs7s7d3d2c 
Qd6h3c2h2d Kh5h4s4h3h KhJc7s6s2s Jd7d6h6d3d 
Td9c5c3h2s QcJd7c4s2c Qd8h7c5c2s AhQs9d4d2c 
8c6d4s2s2h Ad7d4c2h2d KcQc8s3d2h QcJd4h2s2h 
AdJh7c4c2c 9d7d6s6d2d 8h5c4d3s3c 9c8c7c4s3c 
Qd7h5s2s2h Td6d6c4s2d Ks8c5d3h2s KdQh8c4s4c 
KsQh8c4d4c Th9s4s4d2s 9s7h4c3s2h Jh8s7d3d2s 
Jd8s8d4h2d QsJs6d3h2s QhTd6c3d2d Jh8c6c3s2s 
Jc6d5s5d3d Kh8s5c4s3d Td9c6d2s2h KhTs3h3d2h 
Qs6s3d2h2d Qc7c4s2s2d Qh6d6c3c2d Kd9h8d4d3s 
Qc6h5c3s2d Ah9s8d4s2c Kd8c4s3h3d QhTd5d2d2c 
QhTd7s5s2s 9s7s4h3d3c 9s7d6s3h2c 6h5s5c3c2d 
Kh9s5d4h2h KhTs5d5c2d 9c8c7c3d3c KhJh6s6c2h 
Jd9d8s3h2d Th6d4s4c3h Th9d5c4c2c 7h6s4s4c2d 
Qd9h7s6c2h Td7d6c5h2d Th9d5d3c2s AcJd9s3s2s 
Td7h4s4c3d Kh5c4d4c2s Qd8h5c4s2s 9h9c8c3s2c 
Js7c6s5d2s Kc6d5h5d2d QsTd6h2h2c Tc7h6s4d2d 
Js8h3s3h2c Qh9s6d2h2c Js4d4c3d2s Jd8s7c3c2s 
Tc8h7h2s2d Kc9d5d3s3d 7d6s3d2s2h Qh9h6s2d2c 
Ks7s6s5h2s As8h5h4h3c Jh8d8c4s3s Td9s6d4d2d 
9d7d5c4d2s KdQs9c4h4c 9h7d5s5c2c AsQh7d4c2d 
Jd8h6d4s2d Jh9c8s4c2d 9d6d6c4s2h Kd9d5h5d2c 
KcQc4c3c2h QsTh4h2d2c 9s6s5s4s2d Th8c7c5c2c 
7s5d4d4c2h 9s7c4h3h2s QhQc6h3h2h Jd8h6h3s2s 
Qd7s4d3s2h Ts8s5c2h2d Kc8h6h5h2h Ks9h8s4c2s 
Kd7d3s2s2c KdJs8h4h2h Jh8h3d2d2c KsJc8d4d2d 
Ac5s5h4s3s QhJs4d2d2c 7s6s6c4s2s KsQd7h2s2c 
Qs7h7d6c2s Kh8h6h4h3s 9d6s5h3h2h Kh7c3c2h2d 
Js8h7h4d2c Qd9d7c4h4d Qh8s7c5d2c Tc7d5c4h2s 
Ts8s5s3d3c Qh9h7s4h4c Ks9d7d6h2d Qh8s6s4c3s 
Qh8c6s4c2d Jc8h6c4s2c AdKs6s3s2s Kh7d4h3h3c 
Js9d8h3h2c 8h5h4c3h3d Tc9h4h4d2h Ah9s6d5c2c 
Qd8s8c3c2s 9s6h5c3s2s Ah5d4s4d2c Th9c5s4s2s 
Jh6c5c4c2d 8h5d3h3d2h 8s6c5c3c2d 7c6h4c2s2d 
QhJh4h3d2h Ts9h7h2h2d 9h7s3h3c2c Ac7s4c3c2d 
Ks5s5h3s2d Kh8s7d6c2d 9s8h7c4h2d KdQs8s7s3s 
Qd5h4c2s2d KhJh3c2h2d TdTc5s3c2h AcJh5h3s2h 
8h5h4h4c3d Js9c8h4c2d AdKh6c3s2c Qd8s7s5s3s 
Qh7s4h2s2c Jd9h5d2d2c Kh7s4h3h3c KsQs7c3d2h 
9s7h5c3c2d Kh9d7c6c2c Kd9s9c3s3h 9d7d5s5d2c 
KsJd7d3h3d KdJd3h2d2c JsJc8d3s2s As9c6d5d2h 
KdQc8h7h2h Js8c7d4d3d KcJs3c2h2c QcJd7h6c2c 
Ks9d9c5c2c Tc7s4c3h3d 8d6h4d4c2d QhJs7d6h2h 
Ad9s9c6h2c Jc7s5h5c2d 6h5h4s4h3h KhJc3d3c2s 
8c6d4h4d3d Qs9c8h4c3d Qh8c7d5d2s QcJd6c3h2c 
KsJd3h3d2c 9c7h5d4s2d Ac7s7d6d2h AcTh6d4h2h 
Ad9c7s6h2h 6s6c3s2h2d Jh8h7h4c2s Qs6c3s2d2c 
Qd9d6d3h2c As9c8h4h3h JsJhJc8h8d Qc8c5h3s3c 
Qs5h4d4c2s Kh7d6s5d2d Kc8h8d7s2d Jh9h7d4s2c 
QsJs8s3d2c Jc9c3h2h2c Ks7s3d2h2d Qd9h7s3s2h 
Jc8h7d4d3d Ad8h5h4s2h Ah7s5s5c2s Ks8h7c5h2h 
KdQh7h3h3c AhJs7d4d2d Js9h6d2s2c Ts8h5d2h2c 
Qh7d4s3d2h Js9c8h4h3h Qd9h5h5c2s Ah5h3s3c2h 
Ad9c8c4s2h 9d7c3h2d2c Jd8h7h3d2h Td7s4h2s2h 
8h5c3h3c2h Js6s5s3d3c Kh9h7c4h3h AhQc4d3s2s 
Qd8d6d4h3d Qc6h3s2h2c Ah9c8d4d3s Tc8d8c3c2s 
9d7c5c3s2h 9s7h5c4d2c Ks8h3s3d2h 8c7d7c4c2c 
Qc5d4s2h2c QdJc7s7h2d 9d9c7h4h2s Kh5c4s4c3d 
Ad9s9c5h2h Ah7c5s5d2d Jd9d8h3d2s Qh7s5d5c2h 
As8h8d4d2c Th9d7c4s2s 7s5s4h4c2d 9h7h5c4h2s 
Jc8h6s3d3c JdTd7h3s2d Js9s7s6s2c Qh9h7c3c2h 
Qh8d7h4s2c Jh9s8d4d2d Qc8s6s6h3s Ks9s7c3h2d 
9d5h3h2d2c 9s7c5h5d2d Qh8d7d7c3s Th5d4c2d2c 
Jc8s7h4s2d Th5s4d2s2d KhJh5h4h2h Qh9s5s5d2c 
Qc7h7c3h2d Qs7s7d3c2d KhJs6d4c2d 9d3s3h2s2h 
Jd7h7d6d3d Jh9s6d6c2s Ks7d3h3d2s 8h7d4s4c3h 
Td9c4d3h2s 7h5h3h3d2d Qd9h8s4c3h 9h8d5s3c2c 
KcJc5c3s2c KhJc5s5d2d Kd8s4h3d3c 9c6d5h3c2c 
Qh9s5s4s3s KdTs7d2d2c KhJc7d6s2d Jh4s4h3d2s 
Ah6s4d3d3c Qc9d7s4h3d 9h8h5s3c2h Qc9s4h4d3c 
8d6h4h3s3c As8h8d4c3c 9c7d5d3h2s Ad9h9c6s2c 
Jd9c8h4h2h Js8h6c4h3h Ac9c8c4c2s Ts7d6h4h2c 
8c6d4h4c3c Jh7c4h3d2d ThTd5c3h2s Js4s4h3h2d 
JsJc6d3h2s Tc8h8c3c2d Js7s4s4h2h 9d7h5c4s2c 
Jd8h8d7d2d Td9d5s5c2d Qh8s7d7c3d 7d5s4c2h2c 
Td6d5d5c3d Ad5h4s4h2c AcJh5h2s2h Qd6h3h3d2h 
Kh9c8s8c3c Qc5s5d4h3s Qd8c6s2h2d KsTd3s3c2s 
Jc7h4d3c2d QhTd7s3c2h KcJd7h4h2s JhTc6s2d2c 
Js8c7h4h3h QcTc8s3c2c 9d9c7c4c2h JhJc6d3h2s 
As9c8c4h3c 9d7s5s3h2c Ah9c8c2s2c Ks8s4d3s2d 
Jc5h5d2s2c AdTs5h2s2c Ad5s4s4h2c 7h5h3h3c2c 
Qd5s5h4c3h Tc8d5s2h2c Ac8s5s3h3d Ts7c4h2h2c 
Kc9s5s3s3d Qh9d5d4s2c Qh9d7d6d2c Ad7d6h6d2d 
AdJs5s2s2h Qc9d9c3s2c Ah9d6s4d3c Ks7h6s4s2c 
Ac6d5h4s2d KsKdKc8c7h Ad5h4d3d2d Ah8c6c3d2d 
Qh8h8c4h3d 7d5h5d4d2c Qh9s7s6s2d 9s7d6c2h2d 
Kc7h3s2s2c 8d7d4s3d3c Jh8h5h3h3d KhTc5c3d2c 
AhJs5c3s2s 8s6d4s4h3s 7h7d4c2s2c 9d9c6c4c2c 
Ts5d4h2h2d Kc5s4s4h2d 9c6h3s3h2s KcTs7s7h2s 
9s7c4d3h3d Qh8d6d4s3d AdTd7d3h2d KhTh4h2s2d 
AdJc7h4h2h Qs8h7h6c2h 8s6h5d3h2h 9s9c7c4c2h 
Qh7c4h3s2c 9h7h4s2s2h Qs7h4s4c3d Qd9s9d7d2d 
Kd8s8h5s2c AdTd5d4d2d KhQs6s3d2s 9h7h5c3d2s 
Ks6h4s2s2d Td6c5h4c2s Qd7s5c2s2c 9s8d5s4s3s 
Th7h6h4c2s 6c5h5d3s2c Jc8s6h4d2h 5h4s4c2h2d 
AhQc7c3d2s Kc7d4h4c2s Th8s3d2s2d Kh9h4c3s3d 
Jd8s6s4c2h Kc8c7s3s2c 9d7h5s4c2h Ks8h8d6c2d 
Jc9d7s7d2d Js6c5d3h3c As6c5d4c2c Ac6s5s3s3d 
JcTs6h3h2d Ks7c3d2s2d Ts9d7s3s2c Qh8c7h4s2d 
Jc7d7c5c2h Kh8c7s5c2c Js8s3d2d2c Jh6d5s5h2h 
Qs6h5s3c2d Ah5s5d4d3d Ts6c5s4h2s Qc8h8d3d2h 
Kd8c7s5c2c Js8d3s3d2h Qh8h5d3s3h AhTd5s5c2d 
Ts6s5s5d3s Ts8c4h4d3s 6h6c4d3s2c Ac9s9d6h2d 
JhTd7d3c2d Ad9s9h5c2c Qc8s8h7d3h AcTs6h6d2h 
7h7d6c3d2s 7c5s5h4d2s KhJh3s2h2d Kc9s7s5s2h 
Ks7c6h5c2c Qh8d5s5d2c As6h5h4h3h Tc3d3c2d2c 
Jh9c5s3h2h Qs9h4d3d2h Tc9h5c3c2s Ah9c3h2s2d 
Jd6s5h5c2d Ks8h8d7h2h JsTc3h2h2d Kd7c6c5c2h 
Jd5s5d4d3c 9s5s5h4d3c 9s7d4d3h2h Qh6s5s4s2c 
Kh9d8h4s3h JhJc8s3c2c 9h8d8c3s2h KsTc4d4c2h 
Qs7s4h2h2c Kd5h4c3s3c Jh9d8h3h2c 9s9c4h4c2c 
JdTc7d2h2d Qc8h7s5s2d Qd9c4s3s2c Td8s7h2h2c 
Th9s6h4h2h QsQdQcJd4c 9d6d5h3d2s KsJs6s3c2h 
6h5h4h3h3c Jc9c6h6c2d 8c6d5d3d2s 8d6d3s3d2s 
Ts6s5d4h2s AhQc8h3h2h AcThTdTc4d Qs8d8c4h2s 
KsTc7h7c2c Jd8s8h4c3c Jd8h6s3s2h Ad5c3s2s2c 
JdTs6c3c2h Ad8c6s4s3h Jc8s7d3s2d Qd7h6c5s2c 
8d3s3c2d2c KdTd4d2h2c AsTc5h5c2c KhJd3h3c2h 
KdTh7d2s2d Td5c4s3c2s Ks9s7s4c2h Td8h6h2h2c 
Qh6s5d3d3c Js9d8c3h2d JdJc6c4c2c JsTc3h3c2c 
9s7h3h3c2c KsQs4s3s2c Qc9d5h4d2s 8h7h6h4d2h 
Kh9d9c2s2c Jc8h7c3h2c QcTs7d5d2d Qh9d7c6s2d 
7h5h4s4d2c Kc8s5h4s3d Th9c7h3h2s Js8c6d4h2d 
QhJh4s3h2h 9d6h4s3s3c Tc6c4s4c3d Jh6c5s5d2h 
8d6d4c2s2h Ts7c4s3c2c Js7d6h5d2c KcQh9d4h2h 
Kc7c3s3h2s JdTd4s3d2d Qs7s5s3d3c QsJs3d3c2s 
Js6d5c4c2h Qs9h5h5c2d 9h7h6h4c2d Jc8s6d3h3c 
Th9s6d3c2c QsQdQcJc4d Qd9d7d6d2h 8h5h4d2s2c 
Qd8s8c7c2h Qd7d4s3s2h Ks9d8d7d3d Ac9s5h4d3d 
Qs9h4c3h2c 7s4s4d2s2c Qh9s8d3c2h Qs8c5d4h2d 
9c6h5h2s2d JsTh7h2h2c Qh6d3s2s2h Ac9s7h6d2d 
QhTc4s4d2s Ah8c5c4c3d Ts9c7c3d2c Tc9h7c3c2d 
QcJh8d3h2s JcTs6s3s2h KdJh3s3d2d Qc7s7h6d2c 
TsTd3h3d2d Ac7c5c2s2c JdTh7h3c2h Jd9s5c3h2s 
Qh9h6h3c2d QsTd6c2h2c AsTd4c2h2d ThTc5d3h2s 
AhJs9d3d2d AsJhJdJc8s KcQs8c3h2d Ac8h6h4d2s 
Qc6c4s4c3d TsTd8c3h2h AsTc6c5c2c 9h7s5d5c2c 
JsJc4c3d2c AsQd5h3h2h 9h8c7d4d2s KdQd9d6d2d 
Qc8d6h4d2s Jc9c7h4s2d Ah9d6s5c2s Ad8s6d3c2d 
KcQc8c7d2c Kc9c7c4d3c Qs8h5h5c2d Kc9h7s5d2s 
9d8d4h3h2h Qc7h5s5c2d 9c7s3s3c2s Tc7s7c5c2d 
QdTs7c3h2d Qh9c7c3s2s 8s6d4s3h3c Jd4d3s3h2h 
Ad9c6c5c2s Jh7d4s3h2s Qh7s7c6h2d 9d6h4c3s3c 
Kc6c4s2h2d QcJc8c3h3d Qc5h4d3c2s QdTd8d3c2d 
Ks9h7h4c3h Ac8c7c2h2c Kd8s7d4d2h Qs7s4c2d2c 
Kc9d7h6d2d Kc8s6h6d3h Td8d4h4d3c Ac9h8h4s3h 
9s9h8h3d2h QhJh7s7h2c Qd9h4s3h2s Qd8c7s4d2h 
JsTs7h3c2s Qs7d5c2d2c Js8s5s4c2s 7c6s6c4c2c 
AcTc7c5c2c Ac8h6d4s3s 8d6c5c3c2s Kh6c5s5d2c 
Kd9s8d4h3d KcQd9h4d2d 9s8h8c3d2s JdTd6d6c2d 
6s6c4s3d2h Qh7h7d3d2s KsTh6d6c2d Qs8d8c3d2c 
JdTc3s3h2s Ac6d5d3h3d KsJh8s4s2s Js8d7c3c2d 
7d6d5s3c2d 8s8h7d4d2d 6s6h4d3c2h QdJs7h7c2d 
QsTs3s3h2d KhQh4h3h2c Jc5s5h2d2c Tc6h5s4c2c 
8h5d4h4c3s Qc8h7s7d3s QsTc4c2h2d Ks8d7h6c2c 
Jd7d4h4c3s Th8c6c2s2c Js8s6h3s2h QhTh5h3h2c 
KhJd8c4c2c 7d6s4c2h2d 8h5s5d4c3h QcTc5c3d2c 
9s7d3d3c2c Ts8c7h2h2d QsJh7d6h2h ThTc7c3d2s 
Th6h4h4c3d 8h6d4s4d3d Ac7s5h5d2h Ts9h5c3c2d 
9c7h3s2h2c Qd9d8d3s3c Kd6h4h4c3s AdQs9s3c2s 
Kd9h5s5h3h Jc9c5s3c2h KdJd3h2s2d Qs8h7h7c2d 
Jd9c7s7c2c Ts9h6c3h2h Qd5s5h4d3d 7h5s4h3d2c 
Kd8h7s5h2h QhJc7s6s2s Jc8s7s3h2h Qh7d7c6c3c 
Ad7c6d3h2d Jd7c5s5d2h AdJc7s4s2s 8s8h5c3h2h 
JcTh6c3c2d Jd8c6c4s2h Ks9h8s4c3s 9c8c5h3d2c 
AsTd6h6c2c 8s5d3d2s2c AsQh5c3c2c Ah9c6d5d2s 
Qs9s6c2h2d Jd7d6d4h4d Ad6c4s3h3c Jc8s6c4c2d 
Kd9h6d4d2s 7s7c6h3d2s 8d7s4h3h3c KhTd5c2s2d 
Kd6s4s4h3c AsTs7s3h2s 7s6d4h2s2c Jd8c7d3c2d 
Ts7d4d3s2s JcTd3s3h2h KhQc8c7c3c Ks8h8d7c2d 
AhTd7d4d2d Kh8s7s5c2s Ad9s5c4h3h KdJc9h3s2h 
9s7c4h3s2c QdJc7c6s2c Qh9h9c3d2h Qs9d5c2s2h 
8c7c6c4s2c Ts7c5c4h2d QdJd6h3c2d AsQc7h6h2h 
Kh8d6s4d3c 9h8s7d4d2c Jh8d6h4s2h KhTc3h3d2h 
Js9d5h3s2s 9h6s3s3h2s JcTd3s3h2s Jd8s6h3s2h 
AhJc7d2s2c 8s5s3c2d2c Jc7c6s3s2d Qs8c5d4h2h 
Qs9s9d3h2s Qs8d8c7h3d Jh7c5c3d3c Td9c5h3s2c 
KdQd9d8d3d 9h8h5c4d2h Tc9c6c5c2c QsJh6d3s2s 
QdJc7h6d2d Kh7c3s3c2h 8s6c5h3s2s Ah8c7s4s2d 
Kh6h5h3h3d Kd7d3c2h2c QdTh6s3h2h Js6d5s5c2s 
Ks8h8d7d2d Qc8s7h5d2h Qd8h7s5s2c KhKdKc8d7s 
KhTc7h3h2d 8c7c5s3d2h Kc9c6s4d2c Qd8h8c7s3h 
Tc6s5c4h2c Qh6d4s3s2d 8h6d5s3d2d Kc7d6d3h2h 
QcJdTsThTc 8d6c4s2h2c QhJh7h7c2d 6d5c4s4h2d 
Kc9c7d3s2h Kh8s5s5c3d Td7d4h3s3c AsQd8d2h2d 
Js9s5h3c2s Jd9c5h3d2d Kd9s9c3h3c JhTd4c3c2c 
9d7h4c3c2d Ac8h6s4s3d Jh5s5d4c3h QdJs3h3c2c 
7c6h3d2d2c KsQd8h4c3h Qc7c4d3d2h KcJd7s6h2s 
9c8h5s3d2d Th6s6h4d2c Qc7c6c3s2s Ts7c6h4h2d 
Kd8s6s3h2h Kd9c7s5h2s Ac9h3c2s2d Qh6h4h4d3s 
Qc7d4c2h2d Qs9d8h4d3c Kh9s7c3c2s Qd4d4c3c2d 
7c6h3c2h2d Js9h7c6h2h Jh9h5s3h2c Ac7h5h5d2s 
Jd7d6c5s2d JcTc7c2h2d KcTc7s3d2c Jh4s4c3c2h 
Ad6s5s4s3s Ts7h7c5d2s JcTs6s3s2d TdTc3s3d2d 
Kd8c7c6c3c AcQs8c3c2c Td7h7d5d2c Js7h6c3s2h 
Qh8d7h4c2s JhTc4s3s2s QhTc8h3h2h Ac7s7d3d2s 
KhJc8s4s3s Kc9s8c4d3c Qd5s5d4d2c Ah8c5d4d3d 
Qs6d4h3h2d Ad7c5h4c2s 7h7d4h2h2c QdQc6h3h2h 
QsJh7h6d2h Js9h5s3s2c Jd7h6h3d2h Js7h7c3c2s 
Td7h4d3h2h 8c6h5d3h2h Th9c7c3d2c Qd7c4d3c2h 
QhTh8h3h2d QhJd7d6d2c Qs7c4c3c2s 8s5h5d4c2d 
Td9c6h3s2s AsQd4h3c2c 9d7d5s3c2h 9h8s4s3h2s 
Jd8h7h5h2h KhTc5s2d2c Ts7s7h5c2s Qc8s7s5s3s 
Jh8s5d5c2s 7c6h5s3h2h Ac9h8h4s2d Jc9c7s4h2d 
9c7h4s3s3d Jc6d6c3h2h Qc8s5h4d2d AcTh7h3s2d 
Ts8c5c3d3c Kd5s5h4d2d Ah9s9d6d2d Ah9c6d5s2d 
Jc6s6d5s2h 9s9c4s4h2s KsJs6s3h2c 9c7d6c3h2s 
Jd9d5h3c2d KsTd7h7d2d Qc5c4h3d3c 7d6d5d2h2d 
KhJd7s6c2s Td7s6c4c2h Jd9c8h3h2s Kc8d3d3c2d 
QcTc5c3c2h KsJd8h8c3c 9d7h4s2s2h Qd7d4h3h2c 
Jh8h8c4s2h 9d6c5d4d2d Js9c7h7d2d KcJh8d4h2h 
As9d8c2h2c 7d7c6h3d2s Qs7d7c5s2h QdJc6h3d2d 
8s5s4h4d2c Kc8h6s6d3d QsJc6d2h2c Jd8s5d2h2c 
Kc5h3s3h2s QdTh4s3c2h Qs9c5d4c2h Kc8s3s2h2c 
Jd6c5s3h3c AcTd5s5h2h KsQd9s9d9c Qs8c7h5h2d 
AdTh4h4c2s AcJd7s6s2h AcTd6d4s2d Qs8s8c3c2s 
Ah8d7d3s3d Tc7d4h2h2d Ks9s7h3c2d 9h5d3s3d2s 
Jh7h6c3c2s Kc7c4s4c3h Kd9s7c6c2c Qs9d6h6c2h 
6h4s3s3c2h Th6h6c4d2s 6c5c4s4d2c Ks8c6h6d3c 
Ts9d4c2s2h Kc8s6h6d3d Qd8s7d4h2c Ad9c6s5s2h 
Tc6s5d4c2c Kh8h6h5h3h Ks5h5d4c3c Td8s8h3c2d 
KhQh4h2h2d Jd9d5s3d2h Ts6s6c5s2h AhJd7s4s2s 
Jc9s7c4d2h Td7c6s6d2h Ks9s7d4s3s 9s3d3c2d2c 
9d6h5s3s2s JdTs3s2s2h 9c6d3c2d2c Qs7d4s2h2d 
AdQs7c2s2h Qs9h8s4c3s 9c7s5c4h2c Qh6s6h5c2h 
9h6c5s5c2c Jc7h6c3d2h 9d7h6c4h2s KsJd7h6c2c 
9c5s3s2d2c Tc7c4d3d2c Js5s5d4s3c Qh7s4h4c3d 
7d5h4d3c2s AdQs4h3c2c Qd7h5c2h2c 9c8c4d3d2d 
Jd7d4s4h3c QsTh7h7d2h QhTh7s4h2h 9h7d4c3c2h 
As4s3c2s2d 8c5c4h4c3d KcTh7c2d2c 9h5d3d2h2c 
Js8d5d3d3c Ah9c6d3s3c QhJd7h4h2c QcJs7h7d2c 
9c6h5d3d2d QdTh4h2s2c QsTh3d2h2c Th8h6s2h2d 
9s6d4h3d3c As9d8d4c3d 6d5s4d4c2d 9c6h6c4s2d 
Ts7d6c4c2h 9s8s7s7c3s 7s5h5c4d2c 5s4c3s3c2c 
Jd7s6c5s2h KcTd7s7d2d Ah8s6h3d2h 9s6s6d3h2c 
Th9d6s2s2c JdJc4d3h2d Kc8c7h3h2c Jc8h7c6c2c 
Kd9h8h7h3h Jh8s7c3c2s QsJd7h6c2c 9h8d4c3d2h 
KhJs9s3d2s 8d7h4c3h2d Kd8h3s2s2d Js8s6h3h2s 
Qd6s5c4h2c AsQh7c4d2c Qc9c5d4h2c Td7h6s4c2c 
ThTd7s4c2c 9h6d5s5d2d Th5c3h3c2s QsJs5s2s2h 
KcJc7s7h2c Jh9c7d6c2c KhJd3h2s2h QsQc8d3h2d 
QdTs3c2s2h Jh8d6s4d3d Jd7d6d6c3d Jh9c5d4d2d 
9h5d3s2h2d Ks8d8c7h2d Jh6h4d3d2h Js8s8d7s3s 
AcTd5s5h2s QsJh8s2s2d Qh8s7c6c2c 7h6h5d3c2h 
QsJh7c6h2h 9d8d5d3s2h 9s7s6s6c2s 7h7d6c3s2h 
Ah9d8d2d2c Tc7h6h4s2d Td7c5d4s2h Js6d6c5c2h 
KdTs5s4s2s Qh9d5c2s2h Td8d4s4d3c 9c8c5c3h2s 
Jd8d6c3c2d AsQc6h6c2c Kh5s4h2h2c JhTd3s3c2s 
Ks8s7h5s2s Qc8d6s4h2d 9s9d4s4c2s Ad9h9c6s2h 
Ad6s5c4s2s Tc3s3c2s2c 5s5d3h2s2c Jc7c4d3h2h 
QsJs8s3c2h AdQs6s6h2s As9h9c5d2d Ts9c5s3s2d 
