8s6c4d3s2c 
Qd8h7c5d3d Qs9s9h4d3s Jd8c4s4c3s QdJh6c4c2s 
As6d3c2s2h QcJd8c6c2c Qc8h7c6c3d Th8d5h4c2s 
Kh8s4d3h2s 9d5c4s4c2d Qs8s6h4c3s Jd9c8s3s3h 
QsJd8s7s2s Ad8d6d3s3h Qd9c7s7d3d Kc9c5c4s3d 
Ac9s6d5s3s JdTc4s3d2h 8c6h4s3c2h QhJc6c3d3c 
QdJc4s2h2c 9h9d8d7d3d Js9s6h4s3d QdJd9d7d4d 
Td6c5s4h3s Qh8h7h5s3d 8d8c7h3c2h Td8c7d3c2h 
Js9d6h3d2h QcJd8h4c2c AhQs7h6h2h Qc7d6c2s2d 
TsTh5s2d2c Kc9s9d8h4d QcJs8h8c2c Kc9s8s7d2h 
KcTd6h5s2s QsTd6h3h3c Td6s5h4c3h KcTd7d6s2d 
Js9d7c3d2c Qd8h5c3s3d 9d8h8d7d3d KhQh7h5h3h 
Th9s8d3h2c KdQh9h7h3h 8h8d7h6h2c Kc8s6d4c3c 
Qd8d6d4h3c 7s7c6d2h2d KcJsJdJcTh AsJd4s3s2h 
Jc9s6s4h3d Qc9c5c4h4d Qh8h8c3c2d KdJh8c4h3s 
Jh5s5c4c2s 8h6h4h3c2c Qd9h4s2s2d Ah9h4d3c2s 
Jc8s6h5h3h Th6s6c3d3c KcQc8d4s3c 9s6s5d4s3s 
Jc9d6d3s2s Jh9c7h4h3s Ts6d5c3d2c 7s6h6c5s2d 
Jh9c7d5c2s As7s5s3d2c As9d7d4c2c KhQd6d3s3d 
Jh6s5s4c3d Tc9c8d4c2h Jc6c5s5c3h KdJh6c5s2s 
8s7s5s4c3s 8c7s6d6c2h 9d8c6c4s2h 9h8s7h5h2h 
8s6d5d2d2c Qh7s5h3s2c 8c5s4d3s2d 7h7c4d3h2d 
Ts8d6s6h2s Kh8s8c3h2s QhTc7h5h2d Jh9s9h6d2h 
Th7d4s4h2d TsTc6h6d2h AhQc7s4c2d AhTc6d4c3c 
9d8c7c3c2d Ah8h4c3s2d KcQs7h4d3h Qc6c4d3s2d 
8d7c6s6d2h AdKs4h3c2c Tc8d7h3c2h Kc9s9h8c3c 
8c7d6s4c2c Qc8h7d7c3s Qd6d5h3s3c AdQs6d2h2d 
Qd8c7d6d3s Td8h5s4c3s ThTc5s4d2h AsJd3s3c2s 
Td7c6s3h3d Jh8s7s6s3c 9h8d6s4c2h 8d8c7s6h2s 
Jc5d4s4d2s 9d8s6d3h3c ThTd6s6c2c Tc9s6d5d2d 
8h7s6h3c2c JhJc7d5s2d 9s6s4h3c2c 9h5h5d3d2s 
9s9d4d3c2c KhQc8h4h2s Kc9h8d6s3s Ts5h5d4h2d 
9s9h4h4d3h 7d6d5h5c2s Qd9d7d5h5d 9h8s5h3h3d 
As9c8c5c3c Ks8s8c5h2s Tc8s6c3c2s Ah7c6d4d3d 
Ac7h6h4h3d Qs9h8d8c2h 9d8s6c4h3h QdTc7c3s2s 
JdTc7s7h2s ThTc7h6s2h Th9h7s5h2c 5d4d4c3c2s 
6c5h4d3h2s Qc8s6d5s3s AhQs4s3d2c Ah7d5s3s3c 
7s5h4h3s2h Ts8c6d4h2h Jc9c7s7h2d KsTh5h5c3h 
KhJh5h3s2c Qh9s8h7h2c Js9c6s4h3s Kc9s9d5h3h 
7s7h4s4c2d Js8d7h6s2c KcThTc5c2c Qd9h4d2h2c 
Tc9s5c4d2h Kd6s6h5c3c KdTsThTd8h Ac8h6c2d2c 
Jd9d6d4c3h AsJs6s5s2d JsJc9h3h2d QdJs7h6d2c 
Jd9c7h4d3d Ts6s5c2d2c 7h7d6s4h2c KcJc5s3c2h 
8h8d7c3h2c JdTd6d3s3d Kd9s6h4d2c Js8c5s3c2s 
Qh8h6d4c3h Tc8s7h4d3h Jh6h5s2s2h Jh6d5d4s3c 
JdTh5s2s2c Th9s6d5d2d 6d5s4c3h2h Ts8s8c4s2d 
Js9c8d6h2h Kh6d5s5c3s KdJh8d8c3d Ts9h8d4c2d 
9s4d4c2s2c Th8h6d4c2h Jh9d8c6d3d 8s7c6h3h2s 
Jd9d5c4d3d Jh9d7c5s2d Ah7d6d4d3s KhTc7h3d2s 
Ts8s4c3c2d 8d8c4h3c2h 7d6s4d3s2d Js8d4s4d2s 
Qd8c7c5h3s QdJd4s4d2c Jd6d5s4h4d KhJhTh7h2h 
Ad8c7c6c3s 7d7c6s5h2s 6s5c4d3h2d Qs8s8h6s2c 
Tc7s5h3s2c 8s7c6h2d2c 8h8c7h3h2c Js8h8d7c3d 
AcKh6h2s2h 9d8s5h5c3d AcTc8c6c2c Kh8s7d4d2s 
Jc9h9d6h2s KdQh9s4s3c Js7d6s4s2d 9s5s4h4d2h 
Kd8c6s4d3d 9h7h6h3c2c QsQd7d2d2c Qh9s7d4c3h 
Qd9h4s4h3s KdQd9d8h2d QhJh7h7d3c Qc9d8c7s3c 
Jd9h9c6h2s AsJh9h3c2d 6s5h4c3d2d Jd9s9d8d3d 
Kd8h7h5h5c Kh8c7h6h3h Qh6c5s5d4c JhTc4s4c2c 
KhTh6h5s2h Ts6s5d5c3h KdJc6h3s2d Kh5c4s3s2c 
AsJc8d4h2d Td7h5c3h2d 8c7c6c4d3c As7d6d4d3c 
Kh8h8d5s3h KcTh8s4d3d Js5s4h3h2c Qs8h4h2s2c 
Th7s6s3h2d 7d6s4c3h3c QdJh8s4h2h Ks8c5d4s3s 
9s5s4h4c2c Ks9h6h6c4h JhTd7c4d2d 7d6h6c5d2s 
Ts7s7c6s3s Qh9h9d3h3c KsQc9c4d2h 9d7h7d5d2c 
Td8c7d3h2h Tc7s6s3h2c KhJc8d6d3s Js9s5s4d3s 
JsJh5s4s2s 9d8s4s2h2d 8h7c6s3s2h QcJc4h3d2c 
As9s7s7h2s Td8s5d4d3h Td5d4s4d2s AcKh8s4d2d 
Kc9h5c4d4c AcQh6c2d2c JhTs7c4c2c KcJc7d6h2c 
9h9d4d4c3d Qs8c5s4h3s Js8s6c4h3d Qs6d5h5c4d 
AdKc2s2d2c Jc9c6c4s3h 8h7s7d3d2h 6h5s5d4h3c 
Kc9s8c4d3h 9c7s7d6d2h Ah9h7c4h2d Td9c7d5d2s 
4h3s3c2s2c Ks9c8d2d2c Qs9d7h3s2h Js8c6d4h3s 
KcJc8d4s2c Qd9s9h8s2s JdTs7d6c2d Kd8c7s3s2d 
Kd7s6h4h4c 6d5s4c3d2h Ts9s7s3s3h Jh9s5s3d3c 
KdQs8s7s2c JsJc8h4d3h QsTd8s3s3c QsTh7h3d2d 
Qs9h7s3d2d Jc9s8d6h2h QdTc5d3d2h KhJh5d3h2c 
Kd9d5d4c3s 9h8h5h5d3s KhJs6s6d3s KdJs9s6c2s 
AdKh6h2s2h 9d7h6h5h2h QdJs8d8c2d AcQd4d3s2h 
As8d7d6d3c Kd7h6c4h3s 7s6d6c5s2h Jc7s5s3c2h 
Tc9h6s6c2c Kd9c8c7h2s JsTh6c4d2c AcJc4c3d3c 
9s6s4h3h2c Ad5h5d3d2c KdJc6s3d2h Td6h5s3h2s 
Ac9s8d6d3d 9s8h8c7h3h Kd6d3c2s2c Jh9c8d6c3c 
QsJs9s7s4s QsJs9c3s2h KsJc9s2s2h Ad8h6c5c2s 
AdQc9c3s2h 9h8s6c4h3d AhKh3h2s2h Qh8c7s5h3h 
AcTs7c4c2c AsTd7d6h2d Jd5h5d3c2h Ks8h7c6h3d 
Kh9s8s6d2c Kc8s7h6d3s Ts9h5c4d2h AsTd7s4s2s 
Tc8d7c3d2s KsJc8d6c3c Jd7h5d2s2h Js9c3s2h2c 
Tc9d8h3c2s Kh6s6c5d3d Qs9c8d7c3h 7d6s6h5d2c 
Kc7d5s4h4d KhQh9h5h3h Th6c5s4d3s 9c8c5h5c3d 
Qh9d6c5s2c Kh9h5h4s3c Kh8h8d5c3h 9h8c6s4h3d 
8s7d6s6c2h Js3d3c2s2d KsJh6d3c2s 4d3s3c2s2c 
7h7c4d3c2d 9c7d5c4c3c Qh9c4d3h2d Td8d8c4d2h 
Jd9s4c2s2c AsKc6c3c2h Jd6s5h4c3h KsTd5d3h3c 
AdQs9s3c2h Kc9c7h3c2h QcJc7d7c3s QsTd6c4d2d 
Tc6d5h3d2h Kh5s4s3d2d 6d5s5c4h2s Tc6c5s2s2d 
Th6s5d4c3d QhJs6h3h3d 9h6d4h3d2s AcTc5c4c2d 
Ad7c5h3s3c KsTd7h6c2h 8s7s7c3h2h 9h5s4s4h2c 
Jc6s5s3c2c Jc7d5h5d3s Qc9h9d8h2h KdTc8c5c2h 
Js7s7c2d2c Ac9s8h5s2s 8d7s6d4d3d Ks8c6d5d2h 
8c7s6c3h2h Js5d4h2s2d Ac7s5h3s3d AsTs7d4s2s 
Qh6s5d5c4s Qh8s6s3h2s AsQh4h2d2c 7s7d6d4h2c 
8c7h5h4h3h 6c5s4h3d2h Kh9s7h6h2d Jh7s6c4h3h 
Qc8h6c3d2d Jc9c6s5c2h Jc9d8s3s3h Ts9c8s4d2s 
8d6s6h4c3h 8c6s5s2s2d Td8s6d4c2d Js8c7h3h2s 
Jh9d6h3h2d KhJh9d3h2s Qh9c8c5c3c 7d7c4s3c2s 
Jd7c6s6c4c Jd9c7s3c2s Td8h6d3d2h QhTh5d2s2c 
Ac9d5s4s4h Qh9s8d8c3d 6d5d4d3h3c Js5c4d2s2d 
Ac8s6h5s2d KcJs8s8d2h Js9h6c4c3d Jd9c8h4d2s 
Th9s7c5d2d Jd8s7d6d3h Kc8d6d5h3d Jd6s5s4h3c 
Qs9h6d3d2h QsJs7h4s3s Td8d5h4c3d Qc9d7c3h2h 
Jc9h3h3d2c Ac9h7h5d2s 9h8h5c4d2s Kh5s5h3d2c 
9s5s5h4h2h Td9d7d6d2h KdQh9h4s2c Ad7h5s5h3h 
Jh9d9c6c2s Kd7c5h4s4c 8d7c6h3d2h 8c6s5c2h2c 
QdJd9c3d2h QcJs4s4d2h Ac8d3d3c2c KsJs6h3s3c 
Kc5d5c3h2s Ks8s5s3d2d 9d6c5d4h2s 8h8d7s6c2c 
Ac9s7s5h2d Kd8h6h5s2c KsTh6s5s2s Kd9d7c3d2c 
JhTc7s7d2d 8c7d6d2s2h KhJd9s7s2s Ac7c6h5c2c 
Th8s7c6s2s ThTc5s4d2c JsTc7s6h2s KcTc5d4c2c 
QdJs8d6d2d Jh8c7s6d3s Qd9c4s3d2s 6c5s5h4d2h 
8s7h7d4c3s Kd9c8s7h3s Js9s5s4s3h Ac8h7h6h3d 
8h7s7c3h3d Td9c8d4h2d KdJd6d3h3c Jh9s6c3h3d 
Tc7c5s3h2h Jc8s5s3d2d Td9s8d4d3d QdJd7s2s2h 
Kh7s7c5s3s Qc8s7c6c3h Qd8d6d4c3h Qs8h7s7d3c 
KhJs5s5d2c QcTs4h4d2c 7s5s3h3c2h AhJh9h4h3h 
Qs7c6s2d2c Kc9h9d4h2d Ts9c4h4c3d Tc7s6d3h3c 
Th8c7d6c2c Jd9s7c5h2s 8d6h6d2d2c KhTs8d4s3s 
Qd9c8s7c2h ThTc7c6s2c QsJh7c6s2d Jh6h4d3h3d 
Qh7d6h4h2d Td9s6c4h2d 9d8c6s4h3c QsJh5s2s2c 
QcJc6h6c3c AcQh7c6c2c JhTs7h4c2h 8s8d4c3h3d 
Jc9d7h7c2s 9d8h6h4c2s Jd8d6s4c3h Jc9s9d6s2h 
Kh8c7c4s2s QhJc6d4d2s JhTs7d4d2d Kd5h4s3s2h 
Tc9c5h4s2d Kh9h7d6c2h KdQhQdQc7h Ts8d6h3h3c 
ThTd6d2s2c Ac7h6d4d3d Jh7d5d4s4c AsQd8c4c3c 
Qc7d5s4h4d KsJc9s3h2s Th9d8h4h2s Js9h6c3h2c 
Qd9s4h3d2h 9c8s5h4d3h KcJd8s6s3h QhTh5c3h2d 
KsQd9d8d3d QcTs4h4d3h Jd7c5h5c3s Kd9s7d4h4d 
Th9c6h6d2h Tc9d8h4d2s Tc8s8d5h2s KsQs4s3h2c 
Qs9s7s7c3d 8s7d6h3h2d Ah9h6s6d2h AsTd6c3d2c 
8h8c4s4d3h Qd7s5d4d3c KsQd6d3h3d Jc7c6c5h5c 
6c5h4s3c2d 9s5c4h4c2s 9c5h4h4c2d Ts5d4s3s3d 
Jh5h4c3c2d Jh7c6d4c2d Qd8s8c3d2c Kh9s9c4c2s 
Qs8s6h3h2d AsTc6d4c3c Ac9c7s4c3c KsTd8h4c2d 
Ts9h6d4c2s Jc7s7h5s3s Td8h8d7c2d Ts8c4d3s2d 
KsQh8c5d2c QcJh6d4d2s Js9s8s7h2s JdTh6c4c2s 
KhJh6c3s3h 8s7s7h6s2c Kd9s8h6c3c Ts9d7s5s2c 
KdQh8h7h2s JsJhJcTc7h KcQc8s4d3c 7c6d5s4c2c 
Jc6s6d5s4s Js5s5d3c2d Qc9c4s4d2s Jc8d7s3s2c 
As8s7h6s2s AdTh9c3s2h 7s7d6c2h2d Th7s7d4c3h 
9c7c6c4s4c KsTd6c3h3d Qh9c7h3d2d AcJc6c5c2s 
Jc3s3d2s2c Js9s7d3d2s Kd5d4s4h2c TdTc5s4h2d 
KhJh7c6s2h Jc8s8d7h3s Tc8h7h7d2s KsKhKdTc9c 
Ts8s8h7d2s As8h7h6h3c AsQs6d3c2s Ah9h7h5h2c 
Th8h6h5h2c 7h7c4s3c2s Td9c5s4h2c Td7d5c3h2h 
Jd9h6c3s3d Jd7c5s3d2c AdQh7h6c2h Kc9d8c4s2h 
Ks9h8c4c2h Ah9d5s4s4c Ts9s8h4c2s Ts9d4s3s3h 
AcKh4d3s2s KdJh9d2s2d ThTd5c4s2d Th9s6h6d2h 
7d6h5c2s2h Ad6h5h3c2c 7d6c5h4d2d Ts9c8s4s2h 
QsJh6s3s3d JdTs6h4s2s Jc9s6c3c2s 9s9h8s4c2d 
Ac7h5d3s3h 9c8s5h4h3d 7d5s5c4d3h Jc9c5c4c3h 
Js5h4h2s2d AdQd4h4d2d Th7s7d4h3h AdQd4s4d2d 
Td8s6d3d2s Tc7d4s4c2d As9s4s4h3c Ks8d6c5c3c 
Ks9c8h6h3d QcJs6c3d3c QhTd7d3s2s AsJd9d4d2h 
8h7s6d6c2h 9d8s6h6c2d Ks9s7d2s2d Tc8d4h2h2d 
KdJd7s6c2d Kh8h6c4h3s Qs8d5s5h2c Td8s6c5c2c 
JsTc4d4c2c 5s3s3h2h2d 9h6d4s3h2d 9c7s6d6c2h 
9c8h4h2d2c Jh5s5h3c2s Td8s6s4c3s KcTd7s6s2s 
Jh8h8c6h3d KhJh9h3c2d Td6h6c3c2d Jc9s7h3s2h 
Qh6h5h5d3s 8d8c7c6h2c QsJs4s4h2c 8h7d6d6c2s 
Jh6d4s4d2h QhJs8s6s3s Jh6s5d3d2s Ad8d7d5d3d 
KsTc5c3h3d Td8h8d4d2s Jh5s4s4h2s Td7h7d4s3d 
AsQhQdQcTh Jh9c6s6h2d KcQs8h6h3h Qc6c5c4c3h 
KdJh7c3h2c 9s8s8h6s2s AsQh9h5h2h KhQc5d3c2c 
Jc9h8s6d2d Ac9s6h5h3h Qs8c6h5d3h Kc7h5s4h3h 
9s7s6h3h2s 7h7d4s4d2c As8d6h5d2c JsTs3d2h2c 
Qh8s8h5h2c As9c8h6h3h 9s9h4s3d2h Jc6h5s5d4s 
8s6s6c2s2d 7c5s5d3s2c Jd8d7d5d3h 9d5d5c4c2c 
Jd9d6c5d2h KcJc6c3s3d Qc8s4s2d2c Jd6h4s4h2d 
Qc8s5c4h3c Ad7c6h6c3c JsJd7d4c2h KhTc8c5c2d 
KcJd8h7s3h Jd9d9c8d2d AsJh7s3c2s Ts8s8d5s3s 
Jd9h9d6c2d KsQs8d4c3s Qc9d5h4d3s 8c7s6s4s2h 
QdJc8c6c3c Qc9h9c7c2s Td6s4d3s2h KcTs7s4h2d 
Kh6d6c5c3c AcJd9s4s2h KsQh9c4c3d Qs9d9c7d3d 
Js8s5d4h3s 7c6c4h4d3s 7s6s6h5s2d QcJs5s5d2s 
Qs9c6c4h3d Js8c5s5h2d Qh9s5s5d3c AhTs7s6c2s 
8c7d6d3c2s KhJd7s7c3s QdJc8s7h2s JcTs6h4d2h 
Ts9d6h4c2s As8s5s3s3d Th8d5d3h2h Tc8s7d4c3c 
Qc9s7d7c3c Js9d6s6h2c Th6d6c3c2h AcTc5c2s2h 
Jd8d6h4s3c 9d9c5h2s2h Jd7h5h3d2c Jh8h5d4c3h 
AhTd6c4s3s Kh9d8d7c2s KdTs9h4c2c Th9s7h5d2h 
Js9c6d4d3h AcQs8d6d2d 9s8s5c4h3d Jc5d4s2s2c 
KsTc8h4c3c JhJc6c2d2c JdTd5c2h2d AsKh7c6c2c 
KhTs6c5s2s Ah8s7s7d2s 9c8d5d3h3d Jh6s5s3h2h 
QhJc5d3c2c As9h7h4c2c AcJsJh6d2d Qc7d6c5s2h 
Ah6s4h4c2h Kc9s9d4s2d 8h8d7s3h2s QsQc4s3s2s 
Qs7d5s3d2c Td5d4d4c2c Qd9h5s5d2c 7c6h6c4s2d 
Tc8d5s4d3h 7s6s5s5c3s Kd9s8h7s2c QdJh5s3d2d 
Jd9h6s6d2c AcJc4c2s2d Td7s6h3d3c KhJc8d5s2s 
9d8d7h4c3s 7s7d7c6s6d JhTc5d2s2d AsTc4h3h2c 
KsJh6d3s2c Kc9c7s6d2c 8h7s5d2d2c Js7h6d4c3d 
Tc9h6s4d2c 9c8h8c4s3d Js9d6s3d2s AcTc3h3c2s 
QsJh7s3c2c Qc9d9c3h3c 6d5s5h4c2s Ts7s7d6s3s 
Ah8s7s6s3c Td8s5s3d2d KsTd7d6h2d 8d6d5d5c2s 
Qc9c4h3h2s Qc7d5h3c2h AcJc5h5c2c Qc9s5s4s4d 
AdJc6s4c3c QcJh5c2d2c KhJh9h3s2d Ts9h4s3s3d 
Qh6h5d4h3h KsJh8h8c2d 6c3h3c2h2d QdJh4s4c2h 
8h7h6h6c3h Kh8c7d5s3c KcTs6d5h2h AcQc6d3s2c 
8h6s6d4d2c 6h5d4s3d2c KdJd9d6h2d KdTs8c4h3h 
8s8h4h3s2s JhJc9s3s2d Jh7s5s2s2h KsJs7c2s2c 
6h6d4s2d2c Qs8s8c5s2h Td6h5d4s4d Tc7c5s5c2s 
Qd9h4s3d2s Kc9h3d2h2c Kh9h5h4c3d KsJs5d3s2c 
KcJc9d3s2c Jd8h6s4c2d QsTh6d6c2h KdJc8s8d3d 
9d7d6s3s2d JhJd7h4c2s QsTd6d4h2d JcTc7c3d3c 
Ts8c5h4s3s TdTc7d4h2s QsJd9d6d2d 8h8d4s4c3d 
Jd9h4h3h2d 9c6c5d4c3c Kd8c7h6c3s Js8h5c4s3s 
Th8c7h3c2d Qc9s7s5s3s AsQs7s6s2d Js6s5d4s4c 
KsJd5s3s2h KdJh8s6s3c KhQh9s4h2d Ks9s7h5s2c 
Ts9s7d5s2h Ks9h3h2s2c KhJs7d7c3c KsJc8d3s3h 
AsTh7d5c2d Td8s8h5c2h 9h9c6d4s2c KhTd4h2s2c 
AcTd4h3d2h 7s5h4c3s3d JsTd7d4d2c AdTs7h5c2h 
KdJh9s4h2c Qd9d7d5d5c Tc9d3s2s2d KsQd9c4c3h 
AcTs6d4s3s Th6d5h4h4c Tc6c4h3s2h Ad8h6c5h2s 
9h6s5d4c2h 9d5c4d4c2h Jc7s7h5h3h Kh5s4d3d2s 
KdJc8s4h3c QsJs4c3h2s Td6s6h3h3c Ts9c8c2d2c 
Qh9s9d8c4c Td9h6s5c2c Jd9s8c6s3s Ad9s7s7c2h 
Tc8c5d4s3c KsTd7s3h2c Ts8h7s3c2c 5h3s3h2s2c 
Js8d7s6c3s KhJh6h3s3c Kh9d3s2h2d 9s8h4h2s2c 
Jc8d7c6h3c Qc8h8d3c2d Td8c5s4h3c Td7h5d3s2h 
Ad6c5s4s3h QhTc7s4d2h Jd7c6d4s3d Qd9c7h4s4d 
Td5h4s4d2h KcTs8h4h3d KhTd8s4c2d 8s5h4d3h2d 
KcJc9d3h2c 9h7h7c6d2s 5h5d4s4d2d KhQc9d4s3d 
JsTd3h2s2c JdTs4c3c2h Td8s4d3s2c AcQs9s3h2d 
9c8d5s4h3s Ah9h4h4d3s Qd6c5c3s2s 9c7h7c6s2d 
KsTc8d4c3c KhJh8h5h2c 9d7d6c3c2d 9h5c4h4c2d 
8h8d7h3d2h Ks9c8c6c3d Kh8c7s5d3c Kh9s8c7c2d 
Qd9h7s7c3c QhJh4h4c3h Qd5c3s3c2d 9c5s5h4c2h 
AdQc7s4c2h Ks8d4h3s2d Qc8c7d6h3c Tc9d5c3h3c 
QdJd7s4d3d 9c8h7s7c3c QdTd9d3d2h AsTc6h4d3d 
Kh5s4c3c2s Jh9c7s5d2c KhTs4c2h2d Td8h5s4d3d 
AsTd6c4d3d Qd6d5d4d3s Qc9s9c4c3d KsTc7h6d2h 
QhTd7c4s2h Qc8c5s4c3d Kh7d4h2s2d Ts8c7d4h2s 
8h7s7h3s2s AsQhQdQcTc Qs6s4h2h2d Qc9d4s4d3s 
Ad7s5c3h3c Jd5d4s3s2c AdKdJd6d2d KdJsJc7h2h 
AdKh7c6c2c 8h7c6s6c2d AdTh4s3h2s KcTh9d4s2s 
Jd8s4d3s3d Th8h5c3c2h Jc6d5s5c4c Jd9s9d6c2d 
As7h5d3h3c ThTd7d4c2s Td9d7d5d3d KcJc5c3d2h 
As8c7d7c2c AhQs7s4d2c Qh8h8d6h2c Jh8d6c4s2h 
Jd6s5c4h3c Kc8d8c5s2c Kh8d6c5s3s Qh8s5h5d3c 
AsKsJs6s2s Qc9d8s6s2s Kh8h8d5c2h Kc8h6d4c3c 
Js8c4d4c3d Jd9s6s3h2h Tc7s7c3d3c Js6h6d5d4d 
Th7d6d3s2h 8h8c4c3h2h KdQs7h4c3h KhJd9d6s2d 
Th9s8c4d2s Js8d4s3s3d Tc9s4s4h3d QcJs7h4h3d 
Jc6d5h5c4c Jc5c4s3s2d 7d7c4h4c2c 7h6h4c3s3d 
Td7h5h4h3c Jd8d6c3c2s KsQd9h4c3h Jh5h4c3d2d 
QsJs4s4d3s 9h8s4s4h2h 7d6s6d5d2h Kh6d6c5d3d 
Ad9d4s4d3c Ks9c6d6c4c Js8s8d7s3h Jc7h6s4d3s 
Kh9d5s5h2c 8c7s5h5c2d Qd6d5h4d3d Th6d5c3d2c 
AdJh8h6c2h 9h8s6s4c2d 9c4s4d2s2c Qs8d7d5h5c 
Js7h6s4h2s 6d5h4s3h2c TdTc6c5h2c Qs9s9c8s4s 
8h7s6c4d2c 9h5d4d4c2h Qs6s6c2s2c Js9d3h3d2s 
7s4h4d3s3c Jd8s8c5s2s Tc9h6h5d2h 5c3s3c2s2d 
8c7d7c3s2s 8h7d6s6c2h QdTc7c6c2h Td6d5s2s2h 
AcQd9s5s2s Jd9d5d4d3h KsQh4d2h2c Tc8c7h7c2d 
Kc8h8d3c2d QdJd4d4c2h Td8d4h3h2c QsTs7s3d2d 
Qh8h6d6c2s As7h6c4c3c Kc9s8s7h2d KsTd5d4d2c 
9s6h5s4c2d KhTh8h4h3s Jc6s5d4h3d Qd8h6d5d3d 
Ts8h6c4d2d QsJh8s4c2s Js7h4s4d2d 8h6h6d2s2h 
Js9s8s7s3c QhJd6s4s2c 8d7d6d4h3d 8h7c6d3h2d 
AsQs3s2d2c JcTd6s6h2d AhQh7c6h2h Kh7s7c5c3c 
QdJc4s4h2c 9d8d8c4h3d Qh8h7c6s3h 8c7s6h2s2d 
8h6h6c3c2h KcQs9d4h3d QhJc8s4c2c 8s8c4c3s2s 
Qc9d6s4h3s Ad9h6c5h3h Qd7d6h5s2c KhQs6s3s3c 
KhTs7d6d2d Jh8s7d6h2c 9h9c8d7d2d AdJh9s4s2c 
Kc8h5c3h2c Jd6s5h5d4d Js9c8d4s2h Ts9h6d5d2d 
AdQh9h4h3h 9s8c7c4d4c AsTd6h5d2c QhJc8h8d2h 
Ts9s9c3d2s KcQc8c6c3h 9d6d4c3c2h Ts9h5s4d2c 
Qh8d6c5d3d Ks7s7d3h2h Qs8s7c6h3s 7s7c6c2d2c 
AhTd4s3d2s Kc7h5d4s4h Qs9d9c8h4h Kh7c4h2s2c 
AcQh9d7d2d Jh9s8c3d3c KsTc7c4h2d Qc7s6c5c3c 
9s8d7s3d2d Ad9s8s5s3s Jh9d7h5s2h Ks9s7s7c4s 
8c7d5d4d3d QcJs8h7d2d 8h8d4h3d2d KdJs8h7s3s 
Jh9c6d4s4c Jd8c7c6c3h 9c5s5h4c2s AdQs4s3c2h 
QhJc8s4s4d 6s3d3c2s2c Ts8h8c7s2s Jh5s4s4c2c 
9d7d6d4s4d Ac8c6h2s2c Jc9h4c3d2d Ts6d5s4s4c 
Qs9s5d5c3s Qs5d3s3d2h 6s5d4c3h2h Tc6s5c4d4c 
Ks9s6d4h3s 8d8c4s4h3d Tc9d8c4s2c Qh9s8d8c3c 
Kh9h7s3h2s 8d7s5s5h2c Jc8d5s5d3h Jd9s9h6s2c 
KhQh9d4h2c Qs9h7c3s2c QhTs8h3h2c Ts8d4s3d2h 
Kh9s8s6c3s Kh7h6s4h3h Jc8h7s6d3s QdJd7h2h2c 
AdJh9c4h2h AdJdTd6d2d QsJs6d3s3c KsQh8s4s2d 
Qc7s7h5c3c ThTc5d4d3d Jh8h6c3c2d 7s7c6s2s2d 
Th9s9h3d2h AdTs7d4d2d 9s8s5d4h2c Jd5s4h2h2d 
Ks9d8d7h2c 7h7d6c2s2h Ad9d5d4c2s QsTs8d4s2s 
KdTh9s4c2c Kh8c6d5d3d KhTs5s4s2c KhJh7d6s2h 
Kd8s7c5h3h 9c8c6s3d3c Qd6s5h5d3d 8s8h7c4d3c 
Kd7h5s4h4c KsQs8h4c3s Qd8h7h5s5c Qs9d5d4d4c 
AsKd8d4d2d 6h5c4s3c2d 8c6d6c3d2c QhJc5h2s2h 
Td8c6h6d2d JsTh3h3d2c Th7d7c4s3h Ts8h5s4c2d 
Qd9d9c4h3d JdTd5c2s2d Ac8d7h7d2d Jd9d6d5h2s 
8s7d6d4d2h Tc8s7d3s2c Ks7d7c5d3d 8s8c7h6d2h 
9c7s7c6d2h ThTd7c6h2h Ks9s4d2d2c Ad9h8h5h3h 
5s5d4h4d2d AdTh7c5s2s AcTs6s5s3s 8d7d6d4d3c 
9c8s7d7c3c Ks5s4s4h3d Kd7c6h4s4h 7h7c6h2s2h 
KdTsThTd8s AdQh5s4s2s Ks8s8c5d3s KcJc6s3h3c 
Kc8d7s4s2d 9h8h7s5h2h Jc9h7s5d2h Js9s7h3h2h 
8h7s7h3s2h Js6h6d5h4h Qc9c8s5c3c 7s7h3d2s2d 
JsTd7h4d2d KhJc7s3c2s KcQc8c5d5c 9h6h5s5d3h 
KsTc3d2d2c Jd9d5s4d3d Qs8c7d5s3s KhJd8s7d3d 
9s5h5d3d2h Ts8d7d7c2h Js9c6c5c2h Ad8s7s6s3c 
KsJc8h4d3c KhQd8s4d4c 9h6h5c4h3h KcTs7s5s2h 
7h7d6h2h2c Tc7h5s3h2c 5c3h3c2h2d JsJc6s2s2d 
As9c7c5d2h QcJs5d3c2c 8h7d5s4s2s QsJh8d7h2h 
AcJs9h4h2d 9d8c5s5h3h 9d8d8c6d2d AdQsQhQcTc 
KsQs8c4d3s Jc6d5h4s3h Jh7d6h4c3h 6d6c4h2s2c 
9s8d5d3h3d Td8s6s4h3s KdQh4h2s2c AhTs8c2d2c 
KsTd7d4h2c KdJc8h3s3d ThTd5c4c3c Jh8h8d7h3s 
Js9s6s4c3h Js4d4c2d2c Td8s6h4h2h 8d7c5c4c3c 
Qc9s8c7c2h Kd8c5d3c2d Kd9s9h8d3d Ah8d6h2s2h 
