KdQsJs8s3s 
Ac9d6s5d3h Tc6h4h4c3h 9h7c4d3d3c Kd9h7s7h2s 
Jh8d7s5c2h As5h3s2d2c Td9d7s3h3c AhKd4h3h2h 
KdTc9s4c2h KcTc5s5d2h Qd4d4c2d2c 8h8c6d2s2c 
AsQc8d4c3c Tc6d5h4s3c AcKh9h3s2d AhJh8d3h2c 
Kd9d9c8d3h Jh9h8h3d2d Ad9d8h4c2d QhJh8c7s3h 
AcTs8h3s3d Jd9h9c6s2d 9s8s7h6c2s Kd5s5c4c2s 
KcTs9d5d2h 9s7c6s4s4h 8s7d5c4s2h Kc8h7d4h3d 
AcQh6s3h3d AcKc7d3c2h Tc7s7d2s2c KdTh6c5s2h 
QcTh8s4d2h 8h7s5s4s3d Qs6c4s4h2c AsKc7h6h2d 
KsTs5h3s3d 9d7c5h4d3d Ks8h4h2s2d AhTh7s7h2h 
Kd8h8c6h4h QcTh7c3c2h 9h8d5s5d4d JsTd4s4h2c 
Kh8d6h5c2h Jc9c6h4d3s KcTc8c6d2c 9d6s5h5d3c 
Jd4h4d2s2h Td9s5c4h3c Jc9c6h4s3d Kc7c6c5h5c 
Qs9h9d5d3d Jd9d8d6c2s QcJc4h4c3d Ts9c7d6d2d 
KhJh7d5s2h Kd8c6d5d2h Kc8h4s4c2h KdTc6s6h3s 
Kd9h8c5h4s Qh9h9d8s2h QsJh9c4d2h Td8d8c7s3d 
QdTd9d5d2h 9h7s5s5d3s 9h6c5s3s3d Kc8s5s5d3d 
KcJc9c8h2c Tc8s8h7s2d Jd9s8h5c2h AdQs6d3d2h 
Qd5h4d2s2h Ks8s7d7c3h Td7c5c4c2d JhTd6s6h2c 
9c8d5h5d4d QhJc9d3s2c KcJh5s3h3d Kh9c6h3c2h 
Kh7d5d4c3s Ts6h6c2s2c Ks8c6s5s2d 9h7d6d5d2s 
9c8h8c2s2c AcTc5h5d2c KsJsJd8s2s 9d8c4s4d3c 
9s9h8s2s2c Js5c4c3s3h QsJc9h3d2c AcJs5d4h3h 
Ah9c8c5c2d AhQd7h2s2c Th8h6d5h3h Jh6s6h4d2s 
AcKc4c3s2c AsJh8d8c2d Jd9d7s3s2h Qd9h8h6c2s 
9h8s8c3d3c KcQs9s7d3s AcJd7h4s3s 9s8h7d5c2c 
Ts8d6d4h3c Kc8s8h5h4d KhJc9d4d3d Qs9s8d5s2c 
As7h7d3s2c Js6s5c4h4d Ts9h8h5h2d Kh9s8d6s4s 
QcJd8s8d3h QdTc8s4h3s JhJc4h2s2h Kc8c7c4d2d 
QdTd5d3s3h QdJc6s4d2d KhJs8c5d5c KhTsTc7d2d 
Kd6c5d3s3d AsQd4h4c2d Qs6s4h4c2h Ad9s9h4s4c 
Tc9c3s2s2h Ks6d5c3h2s QdJh9c6h2h AsTs7d3s2h 
9h7s6c3c2h Kh9s9c6d4d QhTh9h7d2h Qs8d7d2s2c 
Qc7s4c3s3d Qc9d8c5c2h Kd9h6d5d3d KcTd6s3d2s 
9c7c5h3s3d Qd9c8c5c4c Kh9c7c5c3d 8d7d6d5d2h 
Th9s3d2s2h Kd8c6d4s2h AsJh7h5h2d Tc8d7d5h3d 
AhKh9h5h3h Qh9s7s5d3s Js7s6d4h2h QhQd9c4s2c 
Kh9h8c6s3h AcQh8c4c3c Ks9d6h5h3c Jd7h6s5c3h 
AcQd7h3s3d KcQs9s7h2d Ah9s6d3h2c JsJc8d7d3d 
KhQd9d8s3d 7c6d4s2d2c 7h6s5c4s2d Js9h7c4s4d 
Ts8d7d3h2s 9s6c5h3h3d QdJd9d7c2h Ac7s7d3c2h 
KdQs8c7s2h Td7h6h4s3h Qc9c8s7c3h Kh9h8c5h3s 
6s6c5c2h2d Ks9d6s5s3s ThTc7s4s3s Tc8d5d3s2c 
QhJd5c3s3c JhTh7h7c3h 9h8s6h6d3c JsTc7c5c2h 
Kh8c4s4h2s KdJc6c4h4c Js9s6h4d3c Ac7s6c2h2d 
AhKs9s3d2c Qd9h8d7c2s 9h8c4d3h3d Ks8d7d5h5c 
Jd8c4c3d3c Ts9c6h5c2d Qh9h8c3h3c AcJc5c3h2d 
AsTc6h4d3c Kd9s7d5d3d QhJh9s3h3d AcQh8h7h3h 
9h9d6c5s2c Qc9h9c4d3s Th7d6d4s4c Js7s6h6d5s 
Qs5s5h3s3c 8d8c7s2h2d Td9c8d5d3d 9d9c8d2s2d 
Ah8s8c5c3d KdTh9c5s2c 9h8h7d5h2s 9d9c8c7h3c 
AcTs8h4s2s QhJd8s8c3h AcTh5d4h3s 9d8h6h3d2d 
KsTc5s3h2d Th9d7h3s3h 8c6s6c3s2h QdTd7d5d3s 
KhJc5c3s3d QhJs8s6c2s Jh9s8d5d2d 9s8d7s6s2c 
Qc8d4h4c3h Tc9c8h7c2c Qd5s5d3h3d Kc5d4s3s3d 
Jd7d6s6h5d 7s7h4s3s3c Kh9d8c5d4s KdJh6h4h4c 
QsJc9d4c2h 9c8s4d4c3s 8s7c5h4d2h Js9s8s3h2h 
KsQs8s5h2c 7s6d5h4c2s 9d6d5d5c4h Ts7d5d4d2s 
9h6c5s5c4c 9h9d8s2s2c AhQc8s6d3d 9d9c7s5h2c 
JsJdJcTc8d Td8h7h3c2d QdJh9c7s2h KcQcJh8c3c 
KdQd8c4h3s 9s9c6d5h2d KcJc8c4d3h AsQs3d2s2c 
Kd7s7c6c4c QhJd8d4s3d Ac6h6d5h3s Th9c8c5c2d 
Js8c4c3s3c Kd8h8c6d2s QdTc8s8h2c KcJd9h4d3d 
Qd8h5d3h2s QdTs9c4c2c QsJs9h3s3d AsQc7c6h2d 
Ks9s8s8h5s Kd8h5s5h3s 5d5c3d3c2d Ah6s6h2h2d 
KcTd6s3h2c Tc8c5d3h2d Qs8h6h6c4h 9c8h6d3d2h 
Qs9h9c6d2s QdTd7d5c3d Th9s7d4d3d Qc8h6d4d2h 
9c7d6h3s3c Kh9h8s5h3c Qc7d6s5h3h Ks8c7s4d3h 
Qh7d4h3d3c Ts9c7s6s2d Jc6d5d5c2c 9h7s5h3s2h 
JcTc6d3h3c Jh9s9c5c2c Kd8s7c5h5c Kh6s5s5c4d 
Ks8h6s4d2c KhQs9d8c4c Qd8c7d4h2h KdJs8s6c3h 
AhJc5s4d3d Kc6h5s3d2c KsKhKcTc9c Ac9d8h6h4h 
Ts6h5c4d3s 7c5s4d3s2c 9c6s5d4c3c JdTh6d5d2c 
8h7c4h2s2c Qh8d5s5d2s Kc9h6d5d3s JdTs6d6c2h 
Ts7d5s4s2d Qs8s5s5h4d Qh9d8s8c2h Tc6h4h4c3c 
Js8h5d3h2s Qc8d6s4s2d 9s7s6c2s2c AsQd7s2h2c 
Ts8c7c3h2s Jh7h7d4d2s Qh8s8h5d3c Ks6c3c2s2d 
KhTh8h7s3h Ts9d7s6s2c 8h6h6c3d2d 7h6c5s5c3c 
QcJs9d4d3d AhTs8c4d2s QcJd6c4h2c 7s5h5c2h2d 
Ac8h6s5s3d Ad9h9c5h4h Tc8s8d7h2d 8d6h5h4s2h 
Qd9d7s7c4h 7h5d4c3h2c AcTh6h4s3d JdJc4c2s2c 
Kh6d3d2s2h Kd8s7h5h5c Ks7c4s4d2c Th9s7h6h2d 
Qd9s9c8s3h Js9c5d4h4c QhTd7c4s3s Jh9h7d4d2d 
KsJs7h4c2d 9h7c5d5c3c Kh9c4h3c2s Ks6h5s4s3s 
Ts9h6s5s3s Jd9c8s6d3d KcTd6d5s2h KdJs5s3h3c 
Qc7h4c3h3d Js8d5h3s2h 8h6h5h4h4d AsQs8d4s3s 
QcTd6c3s3c Jc9s8c6c3d Td8h5c4s4h Ts7d6d4h4c 
QhTc5d4s2c Kd9d8d8c4s Kd7h6d3c2h AcQd9c3s2c 
9c6h6c5s3c KsTd5d4d3h Qs9s7d7c4h KhJs8s7c2d 
Th9c7c6c2s Ac8c4s2h2d Jh7s6d6c4c QdJs9c7h2s 
AdJh8h6s3h 9c7c5h5c2h Qs9c6s3c2s Ad9s7s7h3s 
Qd8d8c5h2s 8h7c5d4s2d KhQh8h5s2c Kc6d6c5c2s 
Tc7s5c4c3h JcTc8d8c2c 9c7h5h4h2c AcTs7d3d2s 
QhQd9c7s2s Qc9h8c5c2s Qd8s8d4h4c KhQh8d3d2d 
Jd4s4c2d2c Ts8d7d5d3c 9s9h8c5s2s Ad7s7c6h3s 
Kh8c6h5s2h 9d6d5s5d4h Jh8s7d3s3d QsJh9d4c2h 
Jh8h5s3d2d 9h6h5h5c3s 9h6d5s5d4d Ks8d7h6s2s 
KsQd8c7h3d Jd8c7c5s5c Qs9s9c8h2s Qd9s8c6c2h 
KcJc8s6c2d AsJd6s4c2s KcJd9d4h3d 9c7c5c4s3d 
Kh8c7d5s5d AhTc6d4s3c Kh8d8c5s5d KhQh5h4d2h 
Kc9c7d4d2c KdQd9d8h4d 7d6h5c4d2s Ac7h7d3s2c 
Kc5s5h4s2h Qs9h8s6d2s QdJs7h5c2d Jd8h5d4s3c 
Th9s7h6h2c Qs7h6d6c5h Ts7d5d4s2d Ts9s6s4s3d 
Ks8d5d5c3c AcQc9c2s2h KhQh6d5h2h Th6h6c4h2c 
TsTc4h4d3s AhQh9h3s2c JhJc9h6h2h Jd6h5c4d3s 
QhTc7s4c3c QdTs7c4h3h Ah8s7c5c3c QcTd7s4h3s 
KsJs7h2h2c KcTd6h5s2d Qh7c5h5d4h AdTh8c5c2c 
Ks8d6s6c2h AhKh8h7h3h Kc9s8h6s4s AcTs8d3s3h 
Qd9c6h6d2s Ks5d5c4h2s Jd7c6h4s4d AdJc4s4c3h 
AsJs8s5s3s Jd6d5h5c4s QcTd6c4s2c 8h7h6h4s4h 
9d8d8c6d2s QhJs7d5c2h QdTd7d5d3c Ks9h9c7c3d 
Qh8h5c3s2c QcTs7h5c2d KsJs8c7s2d KsJs8c6s2d 
Qh9h8d5s2h JhJc7d3d2c KsTs8s7h3s KcQh7c4d2s 
Kh4s3d2s2h 9s7c4d3d3c Qc9c5s3s2c JhTh6d3d2h 
AcJh8h8d2h Th9s6d5c2h 9d5c4s3s3d KcQh5s3d2h 
Jd9d6h6c3s KdQh7d4c2s KcTs8c4c2d KsJd5d4d2c 
KdTh7d4d3d Kh9h9d6h4h AdKd7s3d2h 7s6d4s4c2c 
Qh9h8s7h3c JsTs8d3s3h Tc7s5d5c4c Jc6c5h5d4s 
9c7h6d4c3c AdTh9s6c2s 9s9c7d5h2s AhTc8c3s3d 
Qs6s6c4s2c 8h7d5s4c2s Ts9d8d5d2h JcTc7d7c3c 
Ks4h3c2s2h Js8d4h4d3s JcTs5h3d2c 9s9c8d5s2s 
8c7s5h4d2h Th5s5d4d3s AdJd8c3d2h 9h8h8d6h2s 
Ah7h5s5c2h KcJh6h5d2h AcQc9s3h2c 9c8c7d5c2s 
QdTh6h4s2c AcQd7c2s2h Ah9d6d5c4d Js9s8s6h2c 
Th8s8d5c3s Kh9s7c3h3d Tc9d6h5d2s AcQs6h4d3h 
Jd7s5s4d2d Qs9d9c5c3c AdJc7c5c2h Ks9s8d7c2s 
AhKh9h3s2c Jd7d6s6h4d KhQhJh6s2h Qc8s7c4s3c 
Qc9c8s3s3c ThTd4s4c3d Jd9s4d4c2s 9s9d8s7c3s 
KcTc5h3d3c Td7c6c5s5c Jh6s5s5c2c Qd9c7s5c4c 
KcTs8s8d2h QsTd7s5h2c Th7h6h6d3s Ts8s8c5d2h 
Td9d5h4c3d 8s7c6s4d3s Kh7c6s6d4d Kd9h9d8c4d 
Qd7s4d3s3c QhJh7d3d2c 9s8h5d5c4s 9c7h5h4d3h 
As9d6d5h4d AdJd8h3d2s Th9h8c2s2d Kd7d6s3c2s 
QsJs9h7s2d 9c8d7d5d2s KsQh8c4d3s KhQh6d4c2h 
Kd9d8c7h2d QdTh6c4c2s Th9h5c4h4d Qh5d4h2s2d 
Kc9h8d6h4h KhQc9s3d2h KdQc4s4c3c Jd9c5h5d3d 
Kc9s6h5h3h Kd9d8d6d4h QhTh5h3s3c AcJd8d6s3d 
KcQd9c7c3c Qs8h5d3d2s Td7s7h6h3h Qd9h7s7d3c 
KdJc8s5s5h Jc9c8h6d3c Ah5d4h3s2h 9c7s6c3s2d 
Kd8s8c6c4c Kd9h7h5h3s Qc8c6h3s2s 8c7d5h4s2h 
Ks7d7c6c4c Td6s5d3s3d QsJsJhJd9d KhTsTd7c2c 
AdJc8h3s3c Kc7c6h3s2s 9h7d6d3s2h TsTh8c5h2h 
Kd8d7d4h2h JhJc9s6d2s 6c5h3s3c2s Tc5s4h4c3s 
QhTh8c7h3h Qc8h8d4s4c 9h8d7c4s4h Jd9d5s2s2d 
Qd5s4d2s2h Qs9d5s2s2d TsTd5h3h3c Td9s5s4c3h 
Kc9c8s5c3d 5d5c4s4c3h 9c8h8c2d2c 9d7c6s3h3d 
KdTc8h8c2s KcJs9d4d3d Ah7d5s5d3c KsJs4h4d2c 
9c7s5s4s4h Kh6h5h4s4d Kd9d8h7s2d Jd9d6s3c2c 
6c5s5d2s2h ThTc8d6d3d Ts9c7s3s3d KhTc6s6d3s 
Jc9d5s4s3h 8d6s6d3s2h KcTc5s5h2d Th9h3s2s2c 
Ah9c8s5d2s 8s8h7h3d3c 9s7s6s5d2h KhQh5d2s2c 
KdQd8s4c3h Th6h6d5s4h QsJs8c7h3s Qs9h7s7d3c 
9s9h8d7c2h QsJd8h7d3d KcJs4h2d2c JsJc9s6s2s 
Kc9c6h4c2h 8d7s6s4s3c AcJs9h5d2d Ks6s4h4d3c 
Tc9d7h4d3d Kc8d7c4h3s AhTs5d4s3c JcTh6c4c3c 
TdTc5s5c2h Jc9d5d4s4h 9h5c4d3h3d 7s5c4d3s2d 
9c7c5s5c2s AhQh9s3h2c Qs9h9c5h3h QhJc9s4s3s 
Tc8c5s5d4c Ts8s7s6c3s 9h9d5c4s3c AsKh5d3c2c 
JsTd9d3d2d 8d8c7s2h2c Js8c5d5c4c Qs9h5h4d2d 
Jc9h8s6d3s Td8h8c7d2s Tc7h5d4d2h 9c8c7d4d2c 
Qd6h5h3d2h 8d7h6h4s3h Kd6c4s4h3d Td9c6h5c2s 
Jc8d4s4c2s Qs9s7h3s3h KdTh6s2s2h AcQh9h6h3h 
Kh5h4d3s3c QsJh8s7s2c Qh9h7c5h4h 9c6c5s5c4h 
Ts8c7h6s2d Kh6c5d3s2h Jh9h9c6h3h KdQdJd6c2d 
AhTs8d4c2s 8s8c7c3h3d QcJh8h7d2s 9h8d5d5c4d 
AcQs7s6d2h Td8h6c5c2s QcJh9d4s2h Qs5c4c2s2d 
9d9c8h5c2c Jd9s5s5h3c Th8d6s5h2c AhTs9c5c2d 
Qs9h9c8h3d Kh7c6h3c2c As9h8c6c3d 7h7c5d2s2c 
QsQc9h3s2s Kh9s9h6h4h 9s9d8h2h2c AdQs8h4s3s 
QsTd7h4c3c KdJs6s4s4c Tc8d6h5h2s Ad6c5d2s2d 
9c7s5h4c3c Kd9h9c3s3d QsTs8c5s3s Jc8d5h3c2h 
9d7h6h6c3h Qc6s6c4c2s KsJc8c5h3c Tc8h8d7d2s 
Qd7h7d5h2d 9d6c5s4h4d Td5h5c4c3h 6h6d5c4s2d 
QcTs8h8d2s Ks8h8d6s2c QdJc9s4c2h 9c6h5d4c3c 
QsTd8h4c3c Qc9d9c7h3c Ad9h8h3s2s Tc8d7d5s3d 
KdTc5d3h2s JsTc4s4d2h QsJs9h3s3c KsQs6s5s2c 
AcQs7s6h2d Th6h5c4s3d Qc6d5s5c3h Ks9h7c3s3d 
JhTh8s3h3d 7d6c5h4s2d QdJh9d4d3d AcQh9c3s2c 
As5s5c4h2s Td9s8s5h2s Qc9c7d3d3c QdJs5c3h2d 
AhJs6s5c2d Th8d7d5d3c KhTd9c3s3c Kh9d9c5s2h 
As9h8d4d2h AhQc8c7c3c 9s7h6d6c3h Th6s5s5h2s 
KdQs9s7h3s As9c8c5c2d 9s8h4d3s3d 8d6h6d3h2s 
KhKd7c3s2c 9d6d5h5d3c Ts9d7h4d3d Kc8s8h6s4s 
Ks7s5h4d2c KhTc8s5c3c QdJh8d5d3d Qc9h8s8d2c 
Tc9s9c3d2h 9s7h5c4d3d 7d6h5s4c2c Ks6c4s4h3d 
Ts9s9c5s2d Ad9s5d2h2c Jc7s7h6d4d 8c7d6d4d3s 
9h8s8h4h4d As9h9d4d4c Td9c5s4s3h KsJs8h7s2c 
Qd7c6c5s3c 9s8h7d6c2c 9c6s5d4h4c AhJd8s6s3c 
Ks9s9h8s2d QhQc9s4s2d Jc9d6c3s2d Ac9h8d6d4d 
Tc7c6h4h2c Ts6d5c4h3s 9d8h8d2s2c Tc8h7h5d3h 
Qs9h9c5c3c 8h6c5c3c2h Th8c7c5c3s Th8d7h4c3s 
Tc9d7s4s3h 9h7h6h5d2c 9s8h7c5d2d 9d8s5d4d4c 
QhJc7d5s2h Js9d5h5c3c Ac8c6s6d2c Kh9c4h3c2d 
As7s6s6h2c Qd9s7s5s3c Jh9h5d2h2d 9s7c6h6c3c 
Kd7h6s6c4h KhTd8d6d2s Jh8h5d3s2s 6d5s5d4h3c 
Qc6s4d4c2s AcTh9s5s2d Ad4h4c3d2s Js7d6h5c3c 
Jh9s9c5s2s AhJh8c3h2s Kc8d7h5s5h AcJh6h5s2d 
Qc9s7s6s4s Jc9s6s4c2s Ad8c6s5s3h 9c6s6d4c2d 
9s9d8s7s2c AcQh8d7d2d 7h5c4c3s2h KhJh7s5h2d 
9h8d4c3h3c Js8d5h5c4d Tc9d7s6h2d Tc9d7h6s2d 
9h8d4s3s3h Qs9s8s8c2h QsTd6d4c2h KhJs5s4s2c 
Kh8s7h4d3c 9s7c6d4d3d AcKc4c3d2c Jc9d6c3h2d 
Kh9h8h8d5h Tc9h5d4d3s Th7s7d6d3d KcTd9s5h2s 
QdJd9h7d2s Ks5s4h3d3c Kh6h6d3h3c 9h6s6c4h2s 
AhQs7s6s3s KsQs7s6d2c 6d5c3d3c2s AcTd8h4h3h 
QdJh9c4s2h Jh8d5c4h2s AcTs5h3h2s 9c7d5d4d2c 
9d8d6d4s4h Ts8s6c5h3s 9h7h4h4d3d KsQs8d5s2h 
KcTh9d3s3d KdTdTc3d2h Ad9h8c4c2h 9c7s6s4s4d 
Qh7d6d5c3s Ts9d8d5d2c QdTc5h5c3c Td8s8c6c3c 
9h8h6s6d4h JhTs8c3h2d Ks9d8s5s5h AsQd5d3c2h 
KdTd4h3s3c Jd9d5h4s4d Js9h9c6d2s KcQh4h3s3h 
Ah6s4h3d2c JhTh7d4h2c KsJc5c4c2h Ah7c6s4h2h 
Qs8c6h4h2c KdJc8c5h3c JcTc6h6d2s 9h6s5d4h4c 
AcKc8c4d2c Kh9d7h7c3h AdJd8d3c2s 9h7h7d3s3h 
QdTh6h4h3h 9h7c6d4h3h Js7h7d6s2d JcTc8c6h2c 
Qs5c4s2h2c AhJc9s7s2s KcJh3s2s2h Th8s8c7d2s 
KsJd8h8c4c 7d5d5c4d2c Jc9d4s4d2c TsTh6h5d2c 
Td8h7c5d3d AsQc7c6c3c 9h8c6d4s4d 7h6d4h4c2c 
KsKhKdJh9c Js9s8d6h2s Qh9h8h8c4d QhJc8s8d3h 
AcKh7s6s2d Kd7h7d6d4d QhJd9c4s2d TsTd7c6d2h 
Tc9d7s4d3d ThTd8s5c2s Th8s7s3d2h 9d8h8d5d2s 
Qh8s5c3c2h Th8h7d5s2c 9h8s7h6h2c AcTsTh3d2h 
Ks6d5c3s2h AdJd8d3s2c Kc9h9d5s2c KdTh6h5h2s 
AsQh8c7c2c Kc9d4c3d2h Kd8c7h4s3d 9h7s6c4h3h 
QhJd4h3s3h Qd8h7d4h2h Th8d6s4h2c Ad5d4d4c2h 
KdQs8c5d2d QcTh9s3d2s QdTh8s4c3s Ts9h3s2h2c 
QhJhTh3h2h Qh9d8h5h2c Jd9s6s4d2s KdJd7d4h4c 
9s8c7h6c2c QhTd9c7s2s TsTd6d3h2h Qd9d5d4c3s 
Kd7c5s4c3h Jh9d7d7c4d Kd9c8d4c2d KsQs8c6s2h 
Tc9d5s4s3h JhTc7s7h2d QsJc5h3c2d Qd7s6h5c3c 
Jh9d9c5d2d ThTd6d3c2c Qh8h8d6s3h Jc8s4h4c2h 
Tc8c5s3d2s 6s6h4h3s2h Qh9c5c4d2d Qh6h4s4c2s 
9s8s7c5s3s AdQc9h2s2c Qh8h8c5d3s Jh9h8d6s2h 
Kd7s7c6s4s 9s8s7s6s3d QsJh5d3h2c Th9s9h5h2c 
Qs9s9h8c2s KcTc9c5s2c Td8s8h5c3h 9s8s8c6s2h 
Kd9d5d3s2s Jh9d8h3d2h Jc8d4h2d2c 9s7d5h4c3c 
KdJsJh6s2s Jd9d5h2h2d Tc9h7s4s3d AdJs8d3h2d 
KsQc9c7h2d QsTs7h3h2h JhTh7s4h2d KhTd8h4h2c 
9d7c5d3s3d Jc9s8d6c3c 9c7d6d3c2d AdQh5s3s3c 
JdTs4s3s3h JdTc5d4d2d AcQc6c5c3c KdTh6h6c3h 
KdJd4c3h2s JsJhJcTc8s Kd9s9h3d3c QdJh8s4c2h 
AcJs8c3h2c AcJc6c3s3d Kd5h4s3s3h 7d6s4c2s2d 
Kd6h6d4c2s Ts8h8c6h3h AcThTd6s2d AsQc6c4h2d 
Js8c4h2s2c KhJc8c5s5c Jd8d7d7c4d KdTs8h6s2s 
Jd7d6c4h2h JcTc7s4c2d AdQd9s3h2d 9s8s8d6s2c 
7h7d4d3d3c 9s9h8d2d2c 9c8d5s5d4d Qc7h7c5c2h 
JhJd6s6c2d KcTc7c4c3d Qd7c5s5d4d KdTc9s5s2h 
8h8c7s2h2d JsJd7c3c2d AsQs9s4c3s 6h6d4s4c2s 
KhTc9s4d2c QhTc7h3h2c QcJs8s7d2h AcTh5s4h3d 
KdTd9d5d4d Qd9c8h6h2s Td8s8c7s3h JsJh9c6d2c 
7c6h4d4c2d As9d8d3c2c QsTs7c4s3s 8c5c4s4c3s 
Kd6c3c2h2d QcJs5s5d2h 7d5s4h3s2d QdJh8s7h3h 
Qh9h8s7h3d AhThTc4h2h Qh9c8c5s4c Tc5s5d4d3s 
QdQc9h4s2h KhJd5s3d3c QsTs8h5s3s QcJc8h7d3c 
AdJd5d3c2s Jh7c4c3h3d Jc9c8d7h2c KsJc7d5s2s 
Ks8c6h4h2c KsJd7c5s2s 8s7h7d4c3h 9s9d8c7h2d 
Ad9c8c5c2s Kc9h9c8c2d KhJc9s4s3s Kh9c8s7c4d 
8s7d6s4s3h QdTc5s4h2c Qc8s5d3s3d JsJc6d4h3d 
Js4h4c2s2c Qh9s8h6d2h QhJc8d7c3c 5s5d3s3d2d 
Kh9s8d7h3h Ad6h5s5c4h 9h7c5h4h3d Js9h9d4h4c 
Js7s7d4d2h KcTc7c4c3h Ah9c8s5s3d KhQd9d7s3d 
AhKh9h8h2h Jh9d5c4c3s Js7c6h4s4d KsQh5s5c2s 
Th7s5h4h3c AhJd8c6s3c AcQs6h3s3d Jd7c6s6h4h 
Kh6s5s5d4c Js9s4d3c2d Jh9h4c3s2c Qc9s9h5s3s 
AcQh7h6h3h KhQh7s7h4h KdJc7d6d3d Kh6c5s5c4d 
Kh8s8c5s4d 9h6s6h4h2s 9s9h7h5h2d Qd9h7h6h4h 
AdJh8d3s2d Jd8h7c6s3d Tc7d5d4c2d 9h6s5h5d3c 
Qd8c5d4s4h Th8c5s2s2c AhTs8d5d2d KsQs8h6s2d 
Kh6d5c3s2h Kd9d8h7c2d Jh9c8s8d3d Jd8s6h5s3c 
AcTs9h5h2d KsTs4d3h3c Js9s8s6d2h TsTh9s3c2s 
QhTd8d7s2d 6h6c5h2s2d KhQc9s7d2c AcTh8s4s3s 
Js9d5c3s3h Tc6d4d4c3c 9h8d6s6h3c Th6h6d4h2d 
KcJh9h4s3h 6d5s5d3d2s AdJc8s8c2c Td9d5c3c2c 
Ts7s6d4s4h 7s7c6h3s2h Th7d7c4c2d Qh7c6s5d3d 
8d8c7s6c2h Th9s8d3h3c KcQc6h5c2c KhJs8s5c3s 
Jc6c5d4s4h Kd6d5c3s2h KcJc4h3s2d Qs8c5d3d3c 
Kd8h4d3s3h QdJh8h8c3s 9d9c7c4s3c QcTh9d3s2d 
5s5h3s3h2s Td8s8d7h3d Ah5d5c4h2h AcQc7c5s2c 
QdTc9s7h2h 9s8s8c2s2d Th7d5d4s2s 9d7s5d5c3d 
Js7h6c4h2s AhTh7c3h2s Td9s8d5d3d JhTs7h7d2c 
Td9c8d7d3d KhQh6c4s2h 9d7s5h4d3d 9c8s7s6s3s 
Qd9d8d7d5d AcJs3s3d2d QhTs7d5h2c Ks9c6h5h3h 
Ac9c8s4h2c TsTh8c5c2c Td7d6h4d4c Ts7d6d5h3d 
KhJc8c5c3d AsQs9s3h2c Ts7s7c6h3s 9h7d5h4h3s 
JcTs7c3h3c KsTd6c5h2d 9d7h5s4c3c Tc8c5d4s4c 
Qh9h8h8c4s Kd9h7h7c2c AhTh7s3h2d 9h8c7h4h2c 
Tc8c7c6s3c Kd8d7h6c3d AhJh8h6h2d 8c7d5d4d3s 
Qs8h6d4d2h JdJc6s4h3s 9c8h7c3s2h Qh8h5s3c2s 
Jc7d6h5s3s 7h5d4s3h2s 9h7h6h5d2s Tc5h5d4h3d 
Qc9c8h8c4d AhJc7c5c2d As5h4s4d2s Ac8d6s6d4d 
QcJc6s3h3d 9c7h5s3s2h As8h8d5h3c Ks9c6d5d3d 
Js9h8d6c3d AdJs8s8c2s 6d6c4s4h2s Kc7d5s5d4h 
JdTd9d6s2d AdTc6h6d2d JsJh7c3c2h AcTs9d5d2d 
QhQc7d4s2c 6c5s5c4h3d 9h8c7h6h2d QdJc5h5c2s 
Jh4h4d2s2d Tc8s8d7s2h Qs8c4s4d3d Kc9c8s6h3c 
Ks8d7h5h5c Ks9d7s7c3s 8s7d7c4h3d Ks6h6d4s2c 
AsTd6s6c2s Js6s6d4d2c QsTd9h3c2h JsTc4c3d3c 
9d8s7c4h4d JsJd5c4s2s QhJs9h4h3h KdJs6s5c2s 
Ah7s7d4d2s Ks8h8c7d4c Td7s6s4s3h KhJh7s2s2c 
Jd9h8c5c2c Qh9d9c8d3s Kc8h8d5s5d AdKd7h2s2d 
QdTc6h5s2h Qh7h7d4s4c TsTc9c3d2c KsQs9s8d4s 
8d7h6s4h3h ThTc9d5s2s ThTd7c4s3s TsTc8h5c2c 
QdJd9h7d3d JhJc8d7d3s JsTd8s3s3h KdTsTd3d2h 
9d8s7h5c2h KsQd8h4c3s QhJh7h5h3d 9h8h7c5h3h 
AdJc8c6h3c Ad8h7s5s3s 9h8c4s3s3h KdJc9s8s3s 
Td7d6h4s3d AcThTc4c2c 9c7h5d4s3s KsTh7s4s3s 
KhTh6h4c2d QsQc9c3c2d Kd8c6h6d2s 9h8h7c6s2h 
KcJc8s7c2h Ks8h8c5d2s 9d6d5s5d4c KcQh8s7h2d 
KdTs8c2h2d Td7h5s4s2h Qs9c8d5c3h 9h8d7h6h2c 
TsTc7c4d3c 9d8s7d5d2c Kd9d9c8h4d 8s7c5d4s2h 
Kh9s7h5h3h Kd7d4d4c3c JdTh5d4d2d QdJd9d5c2d 
AsJh5d4c2h Jc9h7h4c2h Qs8d6c4c2d Ks9h9d6c4c 
9h8s8h5h2c KhTd6s3d2s ThTc7h4d3h Kd9s6d6c3d 
KcJd8s8h2c 9d7s5d3s2d 9d8h7h5h2c 7d6c5s4c2h 
JsJd5h5c2h 9s7h6s4s4c Jc8h5c4s3d As8s6s5s4s 
KsJd8d5d3h Tc9h9c3d2s Qc9h9c4s3d TsTd9c5h2h 
8d7d6d4h4d Td8s8c6d3d Ts7s6s6h5s Ac9s7d6h3h 
